"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"NME1","Nme1",98.136598,99.253538,108.696583,1420,1886,487,102.028906333333,25.99735,25.99735,3.81625997860284
"NME2","Nme2",63.015328,60.825747,84.028248,774,1144,316,69.2897743333333,216.63191,216.63191,0.322975497174717
"NME3","Nme3",24.083859,20.189649,27.7455,192,228,56,24.006336,0,0,25.006336
"NME4","Nme4",0.912246,1.147941,0.495806,12,24,2,0.851997666666667,36.14327,36.14327,0.0498609214177068
"NME5","Nme5",8.877016,7.520345,8.143886,64,83,19,8.18041566666667,10.72786,10.72786,0.7827869420906
"NME6","Nme6",13.250812,10.304923,12.101147,85,107,38,11.8856273333333,11.92968,11.92968,0.99659290356245
"NME7","Nme7",7.268091,6.342766,6.560151,125,149,24,6.72366933333333,113.27506,113.27506,0.0675884075959648
"NME8","Nme8",0.046931,0,0,1,0,0,0.0156436666666667,0.86025,0.86025,0.545971598799444
"NMI","Nmi",5.956068,5.108362,5.8475,50,69,20,5.63731,8.80494,8.80494,0.67693529996104
"NMNAT1","Nmnat1",2.719757,2.885068,3.995291,91,140,34,3.20003866666667,28.41365,28.41365,0.142792161689102
"NMNAT2","Nmnat2",24.251756,24.150825,22.981779,2448,3026,747,23.7947866666667,1.63195,1.63195,9.42069061595648
"NMNAT3","Nmnat3",0.867941,1.641577,1.232046,34,60,15,1.247188,12.05619,12.05619,0.17211667415992
"NMRAL1","Nmral1",12.999139,20.805028,15.369986,325,780,124,16.3913843333333,5.14887,5.14887,2.82838705865197
"NMRK1","Nmrk1",5.054528,4.735494,3.467422,135,164,38,4.419148,26.51603,26.51603,0.196945126168274
"NMRK2","Nmrk2",0.196396,0.208916,0.252798,7,12,3,0.21937,67.94733,67.94733,0.0176855289392642
"NMS","Nms",3.180534,0.946092,0.541344,35,11,3,1.55599,0,0,2.55599
"NMT1","Nmt1",32.178529,24.050044,24.852268,2007,2420,644,27.026947,41.67166,41.67166,0.656804703637027
"NMT2","Nmt2",14.423901,10.436706,9.753318,1158,1301,288,11.537975,27.11062,27.11062,0.446022713124079
"NMU","Nmu",3.280239,2.849449,2.369857,44,57,10,2.83318166666667,0,0,3.83318166666667
"NMUR1","Nmur1",0.044429,0.20944,0.279804,1,3,2,0.177891,0.18976,0.18976,0.990024038461539
"NMUR2","Nmur2",1.069808,0.829724,0.35775,76,88,8,0.752427333333333,0,0,1.75242733333333
"NNAT","Nnat",50.94246,45.505704,55.125365,1058,1436,342,50.5245096666667,1.11327,1.11327,24.3814134808456
"NNMT","Nnmt",0.094941,0.369321,0,1,6,0,0.154754,28.76787,28.76787,0.0387919592500236
"NNT","Nnt",1.215344,0.273369,0.452401,77,26,8,0.647038,642.45708,642.45708,0.00255967033574329
"NOA1","Noa1",23.438095,15.485178,23.070226,340,407,123,20.6644996666667,12.1321,12.1321,1.64973611735112
"NOB1","Nob1",10.708998,10.670278,12.415006,347,366,107,11.2647606666667,19.91232,19.91232,0.58648493647126
"NOBOX","Nobox",0.063102,0,0,1,0,0,0.021034,0,0,1.021034
"NOC2L","Noc2l",19.209787,16.064232,15.425537,845,959,238,16.899852,12.71403,12.71403,1.30522187861628
"NOC3L","Noc3l",4.348223,3.144174,3.305219,373,402,89,3.59920533333333,12.77729,12.77729,0.333825108808288
"NOC4L","Noc4l",10.015399,8.657258,9.780497,243,249,79,9.48438466666667,0.35422,0.35422,7.74200991468644
"NOD1","Nod1",6.142467,6.769893,5.380282,291,404,99,6.09754733333333,14.58635,14.58635,0.455369431158246
"NOD2","Nod2",0.228266,0.156224,0.308011,24,23,10,0.230833666666667,0.53133,0.53133,0.803767748732583
"NODAL","Nodal",0.092216,0.090925,0.219513,4,6,3,0.134218,0.44278,0.44278,0.786133714079763
"NOG","Nog",1.018234,0.576128,1.554155,32,28,15,1.04950566666667,0.13916,0.13916,1.79913766869155
"NOL10","Nol10",6.415387,5.457002,4.645517,417,528,95,5.50596866666667,24.59311,24.59311,0.25420781869287
"NOL11","Nol11",14.791963,9.321194,14.099483,357,486,109,12.7375466666667,41.15298,41.15298,0.325897401955133
"NOL12","Nol12",11.690752,11.879127,13.208002,192,254,66,12.2592936666667,4.23801,4.23801,2.53136089214543
"NOL3","Nol3",5.824987,5.940242,8.192007,406,626,179,6.652412,49.56575,49.56575,0.151335874579137
"NOL4","Nol4",11.670191,12.972899,3.685939,334,312,64,9.44300966666666,0,0,10.4430096666667
"NOL6","Nol6",27.013811,17.96384,17.081332,1739,2144,536,20.6863276666667,12.77729,12.77729,1.57406338014709
"NOL7","Nol7",69.481039,82.910666,150.492189,507,661,157,100.961298,91.41452,91.41452,1.10330387475907
"NOL8","Nol8",5.564665,4.952923,3.338419,341,478,92,4.618669,23.72021,23.72021,0.227290504409145
"NOL9","Nol9",5.174635,4.193073,4.860488,382,458,116,4.742732,10.36099,10.36099,0.505478131747321
"NOLC1","Nolc1",14.258273,11.809373,10.106064,832,1029,199,12.0579033333333,30.32391,30.32391,0.416866966267408
"NOM1","Nom1",10.54476,8.439525,10.998503,505,663,141,9.99426266666667,7.69167,7.69167,1.26491947654095
"NOMO3","Nomo1",24.236238,20.007055,22.219628,2214,2780,653,22.154307,13.76405,13.76405,1.56828966306671
"NONO","Nono",63.782792,49.358457,69.1772,1477,1942,495,60.7728163333333,179.27417,179.27417,0.342660384087933
"NOP10","Nop10",16.385532,14.853298,16.854256,327,438,106,16.0310286666667,200.26181,200.26181,0.0846212635505299
"NOP14","Nop14",18.646613,14.868075,16.075548,443,594,119,16.5300786666667,14.99117,14.99117,1.09623490130282
"NOP16","Nop16",7.209221,7.476736,7.82543,160,260,61,7.50379566666667,18.93821,18.93821,0.426507478187193
"NOP2","Nop2",5.963563,4.517985,4.628975,314,375,81,5.036841,21.78464,21.78464,0.264952222198815
"NOP56","Nop56",178.203338,140.944774,147.637458,1506,1724,442,155.59519,120.94143,120.94143,1.28418364455788
"NOP58","Nop58",28.277718,28.112767,18.005645,708,779,161,24.79871,61.98881,61.98881,0.409576081846919
"NOP9","Nop9",2.562165,3.648067,4.343274,117,199,49,3.51783533333333,14.30803,14.30803,0.295128460901457
"NOS1","Nos1",5.006959,4.446303,3.821959,1157,1513,280,4.42507366666667,0.03795,0.03795,5.22671965573165
"NOS1AP","Nos1ap",14.833138,14.287033,12.53486,394,520,84,13.8850103333333,1.88497,1.88497,5.15950264069759
"NOS2","Nos2",0.318534,0.150266,0.034086,16,21,1,0.167628666666667,0.03795,0.03795,1.1249372962731
"NOS3","Nos3",2.14527,1.475977,2.776807,196,206,80,2.13268466666667,1.75846,1.75846,1.13566434411471
"NOSIP","Nosip",34.463079,30.408048,45.219886,595,786,226,36.6970043333333,3.70668,3.70668,8.00925585196642
"NOSTRIN","Nostrin",3.904643,2.4813,2.630847,107,95,27,3.00559666666667,43.78434,43.78434,0.089441904618147
"NOTCH1","Notch1",28.654173,21.277264,41.535862,636,958,219,30.4890996666667,1.5687,1.5687,12.258768897367
"NOTCH2","Notch2",2.399548,1.850335,1.80749,575,658,137,2.01912433333333,9.28567,9.28567,0.293527240649694
"NOTCH3","Notch3",7.758193,5.555664,5.795271,704,758,202,6.36970933333333,6.80612,6.80612,0.944093779410685
"NOTCH4","Notch4",2.694652,6.862351,3.606277,207,269,56,4.38776,41.92468,41.92468,0.125516602569897
"NOTO","Noto",0,0,0,0,0,0,0,0,0,1
"NOTUM","Notum",1.837259,1.392705,2.852495,36,46,17,2.02748633333333,0,0,3.02748633333333
"NOVA1","Nova1",39.51638,31.220568,31.629669,2463,3137,750,34.1222056666667,2.4922,2.4922,10.0573293816696
"NOX1","Nox1",0.133227,0.270007,0.810721,3,9,5,0.404651666666667,0.16446,0.16446,1.20626871396756
"NOX3","Nox3",0.027487,0,0,1,0,0,0.00916233333333333,0,0,1.00916233333333
"NOX4","Nox4",1.068538,0.544702,0.680016,32,33,8,0.764418666666667,5.18682,5.18682,0.285189914474103
"NOXA1","Noxa1",0,0,0,0,0,0,0,0,0,1
"NOXO1","Noxo1",11.963248,3.495732,2.818301,36,55,14,6.092427,0,0,7.092427
"NOXRED1","Noxred1",0.598347,0.551364,0.721359,19,20,3,0.62369,0.10121,0.10121,1.47445991227831
"NPAS1","Npas1",2.314828,2.52279,3.404077,99,165,43,2.74723166666667,0,0,3.74723166666667
"NPAS2","Npas2",1.903671,1.266731,1.439586,148,160,42,1.53666266666667,54.4616,54.4616,0.0457372788860521
"NPAS3","Npas3",11.716125,12.950459,12.414344,417,531,142,12.3603093333333,0.26567,0.26567,10.555918472693
"NPAS4","Npas4",1.490392,0.702833,0.975943,96,67,23,1.05638933333333,0,0,2.05638933333333
"NPAT","Npat",6.696483,6.847355,5.48164,579,916,147,6.341826,8.71639,8.71639,0.755612526874693
"NPB","Npb",4.246576,10.301294,6.562862,28,99,11,7.03691066666667,0.08856,0.08856,7.38306631390706
"NPBWR1","Npbwr1",0.241101,0.158489,0.242762,19,19,6,0.214117333333333,0,0,1.21411733333333
"NPC1","Npc1",22.626449,28.287612,28.536644,2031,3521,658,26.4835683333333,11.28449,11.28449,2.23725757710197
"NPC1L1","Npc1l1",0.131167,0.066997,0.095411,13,10,3,0.0978583333333333,0.11386,0.11386,0.985634041381622
"NPC2","Npc2",27.210214,31.278339,33.706008,1746,2937,638,30.7315203333333,195.51777,195.51777,0.161468961984116
"NPDC1","Npdc1",126.298233,111.190948,129.09694,1937,2607,702,122.195373666667,2.59341,2.59341,34.2836953385967
"NPEPL1","Npepl1",11.35071,10.425344,15.012329,289,472,113,12.2627943333333,5.97117,5.97117,1.90252057163049
"NPEPPS","Npepps",83.473484,83.550294,88.859429,2866,3699,872,85.2944023333333,81.12944,81.12944,1.05071217255753
"NPFF","Npff",4.692963,2.971948,3.460315,34,33,9,3.70840866666667,3.2639,3.2639,1.10424931791709
"NPFFR2","Npffr2",0.183597,0.165628,0.097326,6,8,1,0.148850333333333,0,0,1.14885033333333
"NPHP1","Nphp1",4.99718,4.545352,7.889457,171,244,55,5.810663,12.30921,12.30921,0.511725564477531
"NPHP3","Nphp3",21.355227,13.325925,17.197085,302,375,94,17.2927456666667,27.76846,27.76846,0.635861136350944
"NPHP4","Nphp4",1.762677,1.567897,1.775947,177,231,59,1.70217366666667,0.53133,0.53133,1.76459265257434
"NPHS1","Nphs1",0.636201,0.378307,0.531217,25,28,11,0.515241666666667,0,0,1.51524166666667
"NPHS2","Nphs2",0.074838,0.040387,0,5,4,0,0.0384083333333333,0,0,1.03840833333333
"NPL","Npl",1.946897,1.723035,1.425962,64,84,15,1.69863133333333,5.06031,5.06031,0.445295922705824
"NPLOC4","Nploc4",27.835815,21.967523,25.406648,1373,1745,451,25.0699953333333,37.74992,37.74992,0.672775462074072
"NPM1","Npm1",137.913059,107.71415,117.370452,2513,2990,615,120.999220333333,700.4356,700.4356,0.17392789920177
"NPM2","Npm2",0.317438,0.188867,0.66569,5,5,2,0.390665,1.51809,1.51809,0.552269775901576
"NPM3","Npm3",3.346609,3.973495,5.37754,48,85,24,4.232548,2.79582,2.79582,1.37850266872507
"NPNT","Npnt",0.939048,0.567361,0.788131,95,82,22,0.764846666666667,5.26272,5.26272,0.281801943351558
"NPPA","Nppa",0.370987,0.18184,0.437615,5,4,2,0.330147333333333,506.06905,506.06905,0.00262320749675677
"NPPB","Nppb",0.24,0.106791,0,3,2,0,0.115597,42.05118,42.05118,0.0259132734573129
"NPPC","Nppc",4.729508,3.263507,2.840752,81,89,15,3.61125566666667,1.02471,1.02471,2.2774894511642
"NPR1","Npr1",2.29451,1.883845,2.828107,91,118,28,2.33548733333333,3.15004,3.15004,0.803724140811494
"NPR2","Npr2",56.249948,38.015992,39.490813,961,1153,275,44.5855843333333,21.84789,21.84789,1.99517698716745
"NPR3","Npr3",1.125967,1.883353,0.818388,135,331,38,1.27590266666667,33.42335,33.42335,0.066115083705295
"NPRL2","Nprl2",15.676694,13.782452,13.795461,330,420,108,14.4182023333333,19.01412,19.01412,0.770366238102566
"NPRL3","Nprl3",25.482203,22.914909,21.35966,467,592,146,23.2522573333333,6.41394,6.41394,3.27116989526936
"NPS","Nps",0.144768,0,0,2,0,0,0.048256,0,0,1.048256
"NPSR1","Npsr1",0.094355,0.065953,0.310539,6,8,3,0.156949,0,0,1.156949
"NPTN","Nptn",427.4533,404.847256,414.693953,6621,8646,2144,415.664836333333,265.52717,265.52717,1.56331092373559
"NPTX1","Nptx1",27.985419,17.620463,20.268193,3236,3086,737,21.958025,0,0,22.958025
"NPTX2","Nptx2",1.855827,1.372724,1.660649,96,107,27,1.62973333333333,3.50427,3.50427,0.583831194251973
"NPTXR","Nptxr",12.427712,9.735376,11.329613,1292,1274,341,11.1642336666667,9.96881,9.96881,1.10898389767593
"NPVF","Npvf",0,0,0,0,0,0,0,0,0,1
"NPY","Npy",18.378051,7.307565,16.133371,137,82,38,13.9396623333333,0,0,14.9396623333333
"NPY1R","Npy1r",3.267878,1.841498,2.078549,202,169,41,2.395975,3.60547,3.60547,0.737378595452798
"NPY2R","Npy2r",0.999395,0.629249,0.743521,60,64,15,0.790721666666667,0,0,1.79072166666667
"NPY5R","Npy5r",2.073163,1.146402,1.392584,77,75,15,1.537383,0.72109,0.72109,1.47428838701056
"NPY6R","Npy6r",0,0,0,0,0,0,0,345.64454,345.64454,0.00288479951249196
"NQO1","Nqo1",4.125602,5.320813,4.776724,126,241,46,4.74104633333333,17.74904,17.74904,0.30620481546433
"NQO2","Nqo2",5.149559,5.839124,5.558364,236,339,81,5.51568233333333,33.80288,33.80288,0.187216757157262
"NR0B1","Nr0b1",0.027405,0,0.088288,1,0,1,0.0385643333333333,0,0,1.03856433333333
"NR0B2","Nr0b2",0.0479,0.031148,0,1,1,0,0.0263493333333333,1.25243,1.25243,0.455663143064749
"NR1D1","Nr1d1",17.650285,13.412493,20.813577,887,1061,323,17.2921183333333,3.85849,3.85849,3.76498013443134
"NR1D2","Nr1d2",37.784597,31.570521,26.649526,2820,3459,702,32.001548,32.98058,32.98058,0.971188484716859
"NR1H2","Nr1h2",84.322433,77.89143,113.804258,727,960,326,92.0060403333333,3.47896,3.47896,20.7650973291419
"NR1H3","Nr1h3",3.919702,4.709326,9.372503,71,84,34,6.00051033333333,12.27125,12.27125,0.527494420897303
"NR1H4","Nr1h4",0,0.016696,0,0,1,0,0.00556533333333333,0.18976,0.18976,0.845183342298727
"NR1I2","Nr1i2",0.018414,0.012246,0,1,1,0,0.01022,0.41748,0.41748,0.712687304230042
"NR1I3","Nr1i3",0.157152,0.052626,0.241568,10,5,4,0.150448666666667,16.3448,16.3448,0.0663281598327261
"NR2C1","Nr2c1",3.193022,2.51098,2.800656,213,273,56,2.834886,100.0297,100.0297,0.0379580064080167
"NR2C2","Nr2c2",15.219863,11.252604,8.24532,1982,2287,421,11.5725956666667,8.60253,8.60253,1.30930032675416
"NR2C2AP","Nr2c2ap",7.337538,7.267989,9.474291,145,219,62,8.026606,4.46572,4.46572,1.65149440512869
"NR2E1","Nr2e1",0.211157,0.181184,0.13401,15,19,3,0.175450333333333,0,0,1.17545033333333
"NR2E3","Nr2e3",0.068944,0,0,1,0,0,0.0229813333333333,0.40482,0.40482,0.728193884863067
"NR2F1","Nr2f1",9.802773,9.39724,12.350032,369,465,121,10.5166816666667,0.11386,0.11386,10.339433740925
"NR2F2","Nr2f2",7.772662,3.407488,6.954799,280,231,62,6.044983,44.70785,44.70785,0.154130701837868
"NR2F6","Nr2f6",30.618966,15.708542,58.918249,259,287,97,35.081919,6.79347,6.79347,4.62976299389104
"NR3C1","Nr3c1",10.795423,10.320569,9.67374,1306,1915,380,10.263244,23.16357,23.16357,0.466124997258269
"NR3C2","Nr3c2",12.470594,6.95146,8.08421,781,1011,211,9.16875466666667,13.57428,13.57428,0.697719178351635
"NR4A1","Nr4a1",5.142245,3.110817,3.751063,174,198,62,4.001375,5.27537,5.27537,0.796984878979247
"NR4A2","Nr4a2",6.552848,0.582538,1.135717,70,61,21,2.75703433333333,0.97411,0.97411,1.90315348857629
"NR4A3","Nr4a3",1.155457,0.704379,0.72361,106,95,20,0.861148666666667,1.70785,1.70785,0.6873160133193
"NR5A1","Nr5a1",0,0,0,0,0,0,0,0,0,1
"NR5A2","Nr5a2",0.228823,0.275793,0.364398,19,38,9,0.289671333333333,1.29038,1.29038,0.563081817573212
"NR6A1","Nr6a1",2.28325,1.764449,1.801894,238,208,57,1.94986433333333,1.17652,1.17652,1.35531230281979
"NRADDP","Nradd",3.157985,1.459067,5.556249,25,20,11,3.39110033333333,0,0,4.39110033333333
"NRAP","Nrap",0.431417,0.722398,1.076099,50,103,27,0.743304666666667,710.2779,710.2779,0.00245094732546402
"NRARP","Nrarp",1.872297,1.571794,1.539979,98,125,25,1.66135666666667,3.02354,3.02354,0.661446553698153
"NRAS","Nras",65.452841,42.581308,25.271882,900,1526,292,44.4353436666667,13.42247,13.42247,3.15031639286937
"NRBF2","Nrbf2",8.849138,6.848924,7.334259,247,375,83,7.67744033333333,14.82671,14.82671,0.54827821659292
"NRBP1","Nrbp1",86.375564,55.471762,74.972677,1532,1803,548,72.2733343333333,70.86966,70.86966,1.01953083308497
"NRBP2","Nrbp2",161.173432,167.451448,149.637882,3783,6052,1332,159.420920666667,23.83406,23.83406,6.45971382313913
"NRCAM","Nrcam",72.471605,58.090678,48.973242,4315,5194,969,59.845175,0.51868,0.51868,40.0645132615166
"NREP","Nrep",19.862482,18.259543,18.378532,896,1147,257,18.833519,69.55397,69.55397,0.281111310958122
"NRF1","Nrf1",7.81295,5.878045,6.619739,259,309,77,6.77024466666667,13.0303,13.0303,0.553818853956556
"NRG2","Nrg2",17.864238,10.715336,6.698238,141,135,22,11.7592706666667,1.29038,1.29038,5.57080950177118
"NRG3","Nrg3",4.747179,3.741278,6.554773,345,412,105,5.01441,0.08856,0.08856,5.52510656279856
"NRG4","Nrg4",1.325941,1.081226,0.895571,46,50,11,1.10091266666667,1.73316,1.73316,0.768675330630723
"NRGN","Nrgn",7.148036,6.446533,6.892446,150,190,22,6.829005,1.23978,1.23978,3.4954348194912
"NRIP1","Nrip1",4.022637,3.218904,2.546754,638,796,133,3.262765,7.21094,7.21094,0.519156759153032
"NRIP2","Nrip2",21.059518,16.147294,19.232988,708,747,190,18.8132666666667,6.09767,6.09767,2.79151702835813
"NRIP3","Nrip3",20.789919,15.947226,14.874154,1763,2025,395,17.2037663333333,0.60724,0.60724,11.3261033407166
"NRK","Nrk",0.035589,0.004117,0.022808,2,1,1,0.020838,3.15004,3.15004,0.245982689323476
"NRL","Nrl",0.204708,0.590092,0.546296,11,33,3,0.447032,0.48073,0.48073,0.9772423061598
"NRM","Nrm",4.773236,6.858947,5.057696,26,53,14,5.563293,3.64342,3.64342,1.41346098349923
"NRN1","Nrn1",43.489095,34.017945,44.896302,1042,1276,328,40.801114,15.67431,15.67431,2.50691716778685
"NRN1L","Nrn1l",0.787255,1.380588,1.524309,7,19,4,1.23071733333333,0,0,2.23071733333333
"NRP1","Nrp1",4.873708,3.4478,2.935177,383,403,73,3.75222833333333,134.55367,134.55367,0.0350579097809254
"NRP2","Nrp2",6.867336,6.324993,8.739698,1011,1377,289,7.31067566666667,2.71992,2.71992,2.23410064374144
"NRSN1","Nrsn1",62.03878,53.451508,55.394334,2741,3486,773,56.9615406666667,0,0,57.9615406666667
"NRSN2","Nrsn2",48.902705,31.809761,45.941075,1382,1354,412,42.217847,8.65313,8.65313,4.4770812161444
"NRTN","Nrtn",0.592081,0.558829,2.681248,8,11,11,1.277386,1.22713,1.22713,1.02256536439274
"NRXN1","Nrxn1",101.558242,79.643536,66.16043,3382,4711,713,82.4540693333333,5.23742,5.23742,13.3795815150067
"NRXN2","Nrxn2",77.546583,76.169786,71.221293,3293,4738,1003,74.9792206666667,0.29097,0.29097,58.8543658386072
"NRXN3","Nrxn3",25.86791,18.944548,20.077709,3223,3647,780,21.6300556666667,1.32833,1.32833,9.71943653462639
"NSA2","Nsa2",31.408474,25.401198,28.595945,800,1033,239,28.468539,191.74783,191.74783,0.152886489046336
"NSD1","Nsd1",14.813916,13.021435,8.274013,2714,3297,591,12.0364546666667,13.33392,13.33392,0.909482867677974
"NSDHL","Nsdhl",15.047837,16.697495,16.178574,673,1103,227,15.9746353333333,18.40688,18.40688,0.874671010143482
"NSF","Nsf",521.163242,449.170738,340.765721,15546,17301,4474,437.033233666667,18.7864,18.7864,22.1380965545358
"NSFL1C","Nsfl1c",62.928747,56.884848,72.003546,1213,1599,449,63.939047,57.94056,57.94056,1.10177180196456
"NSG1","Nsg1",241.314634,192.903829,253.674238,4230,5357,1317,229.297567,9.75375,9.75375,21.4155589445542
"NSL1","Nsl1",0.185509,0.154842,0,20,22,0,0.113450333333333,38.63547,38.63547,0.028092270214869
"NSMAF","Nsmaf",27.773912,23.61473,27.680331,1158,1327,335,26.3563243333333,30.93115,30.93115,0.856728440201287
"NSMCE1","Nsmce1",9.514436,8.551818,13.747428,113,164,51,10.6045606666667,34.51132,34.51132,0.326784829926532
"NSMCE2","Nsmce2",10.333891,8.089097,9.49717,281,312,75,9.30671933333333,44.58134,44.58134,0.226117076271416
"NSRP1","Nsrp1",15.94549,16.163785,4.209815,279,344,86,12.1063633333333,63.15268,63.15268,0.204299544981337
"NSUN2","Nsun2",34.531529,31.550176,30.280037,1443,1817,481,32.1205806666667,52.65254,52.65254,0.617316173039835
"NSUN3","Nsun3",13.737456,9.026715,15.068731,188,278,57,12.6109673333333,5.98382,5.98382,1.94892871427576
"NSUN4","Nsun4",14.860992,15.493566,17.284786,237,323,71,15.8797813333333,10.10797,10.10797,1.51960991372261
"NSUN5","Nsun5",14.675805,9.485266,11.124744,211,219,62,11.7619383333333,2.22654,2.22654,3.95530144778411
"NSUN6","Nsun6",2.159317,4.142996,3.469745,100,205,49,3.25735266666667,16.3195,16.3195,0.245812677425253
"NSUN7","Nsun7",2.787173,2.091874,1.856277,177,202,36,2.245108,0.32892,0.32892,2.44191373446107
"NT5C","Nt5c",44.586062,29.786283,43.439518,248,306,85,39.270621,4.99706,4.99706,6.71506054633437
"NT5C1A","Nt5c1a",2.906795,2.896775,2.503464,66,100,18,2.76901133333333,1.84701,1.84701,1.32384899713501
"NT5C1B","Nt5c1b",0,0.016952,0,0,1,0,0.00565066666666667,0.46808,0.46808,0.685010807767061
"NT5C2","Nt5c2",51.676102,40.789338,38.956118,1573,1841,443,43.807186,68.87083,68.87083,0.641286013061531
"NT5DC1","Nt5dc1",0.982898,1.05331,1.462378,34,63,20,1.16619533333333,39.34392,39.34392,0.0536932289508142
"NT5DC3","Nt5dc3",41.460544,36.617292,26.882641,1691,2187,395,34.9868256666667,1.60665,1.60665,13.8057758681321
"NT5E","Nt5e",2.247752,1.229943,1.333229,116,154,36,1.60364133333333,3.93439,3.93439,0.527652117755859
"NT5M","Nt5m",18.278515,17.176222,23.379535,454,642,182,19.611424,2.65666,2.65666,5.63668046796804
"NTAN1","Ntan1",46.433481,39.351545,50.906469,584,756,224,45.5638316666667,72.19799,72.19799,0.636135386595543
"NTF3","Ntf3",0.198758,0.157361,0.380551,5,6,3,0.245556666666667,1.11327,1.11327,0.589397789523661
"NTHL1","Nthl1",4.40739,4.253619,4.325664,69,102,20,4.328891,0.8476,0.8476,2.88422331673522
"NTM","Ntm",57.846521,51.315099,56.020412,2323,2945,586,55.0606773333333,1.89762,1.89762,19.3471460485962
"NTMT1","Ntmt1",16.375346,14.564689,16.810325,253,353,86,15.9167866666667,16.2689,16.2689,0.979609973227401
"NTN1","Ntn1",2.951868,2.692134,3.284937,366,523,132,2.976313,3.88379,3.88379,0.814185908894527
"NTN3","Ntn3",1.316214,1.353479,1.498959,79,87,23,1.38955066666667,0,0,2.38955066666667
