"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,0.68275,0.68275,1.00381795671767
"ADAMTS16","Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.43448,0.43448,1.62605775844441
"ADAMTS18","Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,2.35861,2.35861,0.397120634230629
"ADAMTS19","Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.52758,0.52758,0.835103016972379
"ADAMTS2","Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,2.57585,2.57585,4.89727328234313
"ADAMTS20","Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0,0,4.561072
"ADAMTS4","Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,39.75495,39.75495,0.352370546399885
"ADAMTS5","Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.46551,0.46551,1.49196912110232
"ADAMTS7","Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,2.35861,2.35861,0.35117474193193
"ADAMTS8","Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,1.45861,1.45861,0.477882082423266
"ADAMTSL1","Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,3.87929,3.87929,1.01748758528392
"ADAMTSL2","Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,6.5172,6.5172,0.519582379964171
"ADAMTSL4","Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,4.2517,4.2517,8.37753102170091
"ADAP2","Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,12.04131,12.04131,0.257869825449539
"ADAR","Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,49.18938,49.18938,0.683156695699369
"ADARB1","Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,7.44823,7.44823,3.46347570240551
"ADARB2","Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,53.87556,53.87556,0.0672802124175741
"ADAT1","Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,18.15507,18.15507,0.191407375001327
"ADAT2","Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,2.51378,2.51378,0.667411448639357
"ADAT3","Adat3",0,0.640152,0.511518,0,10,4,0.38389,10.39649,10.39649,0.121431247691175
"ADCK1","Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,10.45856,10.45856,1.00082808543715
"ADCK2","Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,21.75505,21.75505,1.09620961793829
"ADCK5","Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,6.70341,6.70341,5.03488563289937
"ADCY1","Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,3.81722,3.81722,2.82473120734919
"ADCY10","Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.52758,0.52758,0.81683076063665
"ADCY2","Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,158.52324,158.52324,0.075497921180638
"ADCY3","Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,65.66859,65.66859,0.241999533313464
"ADCY4","Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,21.13436,21.13436,0.161688493967448
"ADCY5","Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,44.5032,44.5032,0.317265752738269
"ADCY6","Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,10.83097,10.83097,1.70360756556732
"ADCY7","Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,7.35513,7.35513,0.480195879657169
"ADCY8","Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,6.64134,6.64134,0.641485917391452
"ADCY9","Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,4.74825,4.74825,1.44773899302686
"ADCYAP1","Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,2.82412,2.82412,4.02641906286065
"ADCYAP1R1","Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,13.71716,13.71716,2.48799374335809
"ADD1","Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,190.92305,190.92305,0.932237977668654
"ADD2","Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,11.04821,11.04821,1.70610904026407
"ADD3","Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,985.92889,985.92889,0.0255211186829614
"ADGB","Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.24827,0.24827,1.30545474937313
"ADH1C","Adh1",2.475342,0.822538,3.396449,57,22,25,2.231443,1.36551,1.36551,1.36606609145597
"ADH4","Adh4",0,0.064372,0,0,1,0,0.0214573333333333,0.89999,0.89999,0.537611952343609
"ADH5","Adh5",39.452889,38.573053,44.08808,850,1238,323,40.704674,45.12388,45.12388,0.904188329342631
"ADH7","Adh7",0.014426,0.009289,0,1,1,0,0.007905,0.71379,0.71379,0.588114646485275
"ADHFE1","Adhfe1",11.622238,8.985093,11.902905,274,368,91,10.8367453333333,15.67232,15.67232,0.709963900245037
"ADI1","Adi1",26.010796,24.667691,24.768946,681,977,226,25.1491443333333,49.49972,49.49972,0.51780770929687
"ADIG","Adig",0.180501,0.073913,0,1,1,0,0.0848046666666667,0,0,1.08480466666667
"ADIPOQ","Adipoq",0.147766,0.097881,0,2,2,0,0.0818823333333333,0.49655,0.49655,0.722917599367434
"ADIPOR1","Adipor1",20.734368,20.119896,23.887242,1390,2029,503,21.580502,58.62381,58.62381,0.37871618737548
"ADIPOR2","Adipor2",40.209531,37.366887,32.788232,3412,4787,938,36.7882166666667,103.56148,103.56148,0.361397109783322
"ADK","Adk",71.798165,62.907715,60.16182,1131,1616,374,64.9559,207.37124,207.37124,0.316530726601233
"ADM","Adm",3.529808,1.819209,2.864319,45,50,16,2.73777866666667,24.61021,24.61021,0.145948770692105
"ADM2","Adm2",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"ADNP","Adnp",6.922536,10.072619,9.748985,494,873,304,8.91471333333333,11.6689,11.6689,0.782602541130906
"ADNP2","Adnp2",3.390792,3.09145,3.230486,376,515,113,3.237576,4.03446,4.03446,0.841714106378837
"ADO","Ado",15.194164,17.424928,15.013457,1467,2537,450,15.8775163333333,27.18605,27.18605,0.598789696794454
"ADORA1","Adora1",35.140021,32.88855,33.390886,3496,5034,1064,33.8064856666667,48.59972,48.59972,0.701747624112932
"ADORA2A","Adora2a",0.823117,0.484654,0.73754,27,34,9,0.681770333333333,8.65857,8.65857,0.174122083634879
"ADORA2B","Adora2b",3.845997,4.077612,4.326271,142,230,50,4.08329333333333,1.48965,1.48965,2.04177026221892
"ADORA3","Adora3",0.203001,0.410461,0.230359,10,29,4,0.281273666666667,33.54809,33.54809,0.0370866715545394
"ADPGK","Adpgk",7.556185,7.232242,7.637005,459,676,139,7.475144,26.87571,26.87571,0.304033296371644
"ADPRH","Adprh",26.097633,26.367997,31.743694,1117,1535,400,28.0697746666667,3.10343,3.10343,7.08426235287715
"ADPRHL1","Adprhl1",0.419378,0.281106,0.147088,8,17,2,0.282524,2.97929,2.97929,0.322299706731603
"ADPRM","Adprm",15.177288,10.970965,10.074391,189,235,55,12.0742146666667,6.45514,6.45514,1.75371819532117
"ADRA1A","Adra1a",3.529545,3.418137,1.927942,308,443,54,2.95854133333333,1.89309,1.89309,1.36827452078343
"ADRA1B","Adra1b",3.363408,4.595809,5.117976,173,334,73,4.35906433333333,0.89999,0.89999,2.82057502057028
"ADRA1D","Adra1d",2.025625,1.954399,2.676975,73,107,30,2.21899966666667,0.12414,0.12414,2.86352204055248
"ADRA2A","Adra2a",7.44867,5.679071,8.527248,569,651,198,7.21832966666667,1.05517,1.05517,3.99885638008859
"ADRA2B","Adra2b",0.05784,0.053891,0.073174,5,7,2,0.061635,3.0724,3.0724,0.260690256359886
"ADRA2C","Adra2c",2.352876,1.724488,2.533639,142,157,47,2.20366766666667,2.73102,2.73102,0.858657328737628
"ADRB1","Adrb1",1.7769,0.979264,0.904962,65,54,16,1.22037533333333,1.39654,1.39654,0.92649208163992
"ADRB2","Adrb2",0.633783,0.450081,0.432654,28,30,6,0.505506,2.91722,2.91722,0.384330213774054
"ADRB3","Adrb3",0.272723,0.383782,0.586762,15,26,11,0.414422333333333,0.0931,0.0931,1.29395511237154
"ADRM1","Adrm1",28.243019,27.57872,31.212241,765,1094,286,29.0113266666667,82.02367,82.02367,0.361479162107224
"ADSL","Adsl",28.783562,16.460264,25.648004,385,520,153,23.63061,19.1792,19.1792,1.2205939779575
"ADTRP","Adtrp",0,0.013574,0.546231,0,1,1,0.186601666666667,0.83793,0.83793,0.645618530992294
"AEBP1","Aebp1",7.56303,10.381415,11.760208,528,1015,210,9.901551,65.82376,65.82376,0.163138844626522
"AEBP2","Aebp2",14.514946,12.196778,10.979555,868,997,239,12.5637596666667,10.61373,10.61373,1.16790726723169
"AEN","Aen",16.71179,16.1366,33.161647,494,549,133,22.0033456666667,5.49307,5.49307,3.54275337654864
"AFAP1","Afap1",4.877189,4.135237,3.895749,466,754,132,4.302725,4.2517,4.2517,1.0097159015176
"AFAP1L1","Afap1l1",5.369283,5.714053,7.393998,358,598,153,6.15911133333333,2.97929,2.97929,1.79909263545339
"AFAP1L2","Afap1l2",13.78655,2.606079,3.059587,235,242,73,6.484072,23.02746,23.02746,0.311479948359086
"AFF1","Aff1",3.961528,3.853526,3.193095,713,979,189,3.669383,9.74477,9.74477,0.434572633941908
"AFF2","Aff2",3.5711,2.729911,1.138776,306,325,35,2.479929,0.93103,0.93103,1.80211027275599
"AFF3","Aff3",6.724928,6.336312,5.019153,881,1124,208,6.02679766666667,26.19295,26.19295,0.258405125838376
"AFF4","Aff4",37.547604,29.773749,16.98305,3789,4694,806,28.1014676666667,9.62064,9.62064,2.740086065121
"AFG3L1P","Afg3l1",12.727997,12.673606,12.885134,475,641,139,12.7622456666667,23.4309,23.4309,0.563313085750695
"AFG3L2","Afg3l2",22.43649,18.136398,21.931029,1533,1872,464,20.834639,13.62406,13.62406,1.49306273360476
"AFM","Afm",0,0.029348,0,0,2,0,0.00978266666666667,0,0,1.00978266666667
"AFMID","Afmid",3.563978,1.3364,3.191345,70,65,21,2.697241,129.35099,129.35099,0.0283637354806435
"AFP","Afp",0,0.031829,0,0,2,0,0.0106096666666667,0.49655,0.49655,0.67529295156638
"AFTPH","Aftph",62.7692,55.096884,59.223929,1599,1928,392,59.0300043333333,11.45166,11.45166,4.82104428914163
"AGA","Aga",6.589122,6.26538,7.169809,149,214,53,6.67477033333333,20.04816,20.04816,0.364629038041013
"AGAP1","Agap1",27.900777,25.915152,12.405324,3383,4749,860,22.073751,113.52349,113.52349,0.201476142580007
"AGAP2","Agap2",15.335099,10.908983,10.837693,1673,1800,359,12.3605916666667,15.85853,15.85853,0.792512257395316
"AGAP3","Agap3",109.835116,86.357062,116.966178,2533,3132,862,104.386118666667,184.77826,184.77826,0.567268305057151
"AGBL1","Agbl1",0.117089,0.036548,0,7,4,0,0.0512123333333333,0.46551,0.46551,0.717301371763641
"AGBL2","Agbl2",0.682181,0.526386,0.257997,33,55,6,0.488854666666667,1.73792,1.73792,0.543790419978183
"AGBL3","Agbl3",8.306552,7.069726,6.975879,155,214,40,7.450719,7.4172,7.4172,1.00398220310792
"AGBL4","Agbl4",4.092198,2.660116,4.460376,148,167,41,3.73756333333333,4.77928,4.77928,0.819749749680468
"AGBL5","Agbl5",6.474126,5.933554,10.568646,207,256,68,7.65877533333333,15.70336,15.70336,0.518385243048904
"AGER","Ager",0.477225,0.231484,1.156128,12,10,11,0.621612333333333,7.78961,7.78961,0.184491955084848
"AGFG1","Agfg1",14.170264,11.074916,11.451538,1530,1926,383,12.2322393333333,50.61695,50.61695,0.256354537285394
"AGFG2","Agfg2",19.642474,22.411827,28.958123,604,886,229,23.670808,25.10675,25.10675,0.9449972899729
"AGGF1","Aggf1",12.882288,11.012356,12.281876,869,1108,260,12.05884,8.00685,8.00685,1.44987870343128
"AGK","Agk",13.130724,12.143533,12.946699,544,640,164,12.7403186666667,10.08615,10.08615,1.23941302135247
"AGMAT","Agmat",0.729872,0.69417,0.232347,20,29,2,0.552129666666667,0.77586,0.77586,0.874015782024859
"AGMO","Agmo",4.830947,6.812213,6.259321,205,439,95,5.96749366666667,10.45856,10.45856,0.608060146010203
"AGPAT1","Agpat1",30.900289,28.347136,34.493433,1094,1535,383,31.2469526666667,61.07552,61.07552,0.519479380384839
"AGPAT2","Agpat2",1.213382,1.128724,1.080829,21,26,8,1.14097833333333,17.90679,17.90679,0.113238594882227
"AGPAT3","Agpat3",92.395574,80.25873,68.186182,6073,8243,1904,80.280162,168.26801,168.26801,0.480186197025652
"AGPAT4","Agpat4",42.758182,60.505004,54.728379,856,1850,340,52.663855,220.80909,220.80909,0.241937131611694
"AGPAT5","Agpat5",17.269258,17.926181,18.529771,1351,2010,410,17.9084033333333,27.06192,27.06192,0.67381003628167
"AGPS","Agps",16.294998,18.233579,15.114804,1038,1634,262,16.5477936666667,16.0137,16.0137,1.0313919762701
"AGR2","Agr2",0.079656,0,0,1,0,0,0.026552,0.93103,0.93103,0.531608519805492
"AGR3","Agr3",0.224937,0,0,3,0,0,0.074979,0.96206,0.96206,0.547882837425971
"AGRN","Agrn",35.128186,28.019718,33.917057,3735,4347,864,32.354987,45.46526,45.46526,0.717847850200343
"AGRP","Agrp",1.312812,0.602132,1.26708,13,9,4,1.06067466666667,0,0,2.06067466666667
"AGT","Agt",63.657263,70.429482,78.963696,2443,4117,958,71.0168136666667,63.15481,63.15481,1.1225473766763
"AGTPBP1","Agtpbp1",241.202631,195.627214,206.661385,3109,3993,772,214.497076666667,20.1723,20.1723,10.1782553934465
"AGTR1","Agtr1a",0.295766,0.290724,0.139397,11,9,2,0.241962333333333,0.96206,0.96206,0.632988967377824
"AGTR2","Agtr2",1.712798,4.821556,6.302667,114,173,35,4.279007,0,0,5.279007
"AGTRAP","Agtrap",10.417762,5.275532,4.016759,309,360,98,6.57001766666667,43.63424,43.63424,0.169601132822395
"AGXT","Agxt",0,0,0,0,0,0,0,2.1724,2.1724,0.315218761820704
"AGXT2","Agxt2",0,0.029585,0.069452,0,2,1,0.0330123333333333,0.12414,0.12414,0.918935660445615
"AHCTF1","Ahctf1",21.398979,15.319662,16.425995,973,1156,184,17.7148786666667,5.27583,5.27583,2.98205634420733
"AHCY","Ahcy",11.715759,17.005454,13.706815,455,472,135,14.142676,47.23421,47.23421,0.313940582835295
"AHCYL1","Ahcyl1",190.776448,148.191504,172.330074,10355,12985,3051,170.432675333333,172.73695,172.73695,0.986736991373069
"AHCYL2","Ahcyl2",264.445586,227.573418,204.770829,4335,5553,1243,232.263277666667,30.78603,30.78603,7.33854708079828
"AHDC1","Ahdc1",12.38739,10.525164,5.309956,713,884,208,9.40750333333333,7.26203,7.26203,1.25967871495666
"AHI1","Ahi1",51.54492,31.131316,37.541481,3979,3592,795,40.0725723333333,35.68945,35.68945,1.11946546850207
"AHR","Ahr",0.637659,0.425673,0.525918,65,76,19,0.52975,10.64477,10.64477,0.131367987517143
"AHRR","Ahrr",0.36514,2.47007,1.434154,19,28,7,1.42312133333333,2.04826,2.04826,0.794919505991396
"AHSA1","Ahsa1",70.919028,59.460164,80.946875,1624,2082,574,70.4420223333333,277.69498,277.69498,0.256344848168178
"AHSG","Ahsg",0.137051,0.054446,0,1,2,0,0.0638323333333333,1.30344,1.30344,0.461845037567001
"AICDA","Aicda",0,0.028807,0,0,1,0,0.00960233333333333,0.15517,0.15517,0.873985935692005
"AIDA","Aida",34.695612,31.126057,21.234843,912,1137,239,29.0188373333333,33.85843,33.85843,0.861164353452905
"AIF1","Aif1",4.943255,6.681913,5.082575,32,71,12,5.56924766666667,56.48244,56.48244,0.114282686445924
"AIF1L","Aif1l",62.631419,59.50841,40.949373,343,485,111,54.3630673333333,338.02567,338.02567,0.163300517430829
"AIFM1","Aifm1",12.245613,11.505695,13.380407,475,629,165,12.3772383333333,15.67232,15.67232,0.802362138762532
"AIFM2","Aifm2",5.183394,4.00315,4.331149,205,255,63,4.50589766666667,4.49997,4.49997,1.00107776345447
"AIFM3","Aifm3",54.053928,39.880735,44.082739,1716,1858,458,46.0058006666667,78.57886,78.57886,0.59068200608386
"AIG1","Aig1",26.048381,25.284314,32.360271,608,927,215,27.8976553333333,579.72085,579.72085,0.0497616976096748
"AIM2","Aim2",5.974869,8.034771,8.900955,104,178,38,7.636865,1.42758,1.42758,3.55780859951062
"AIMP1","Aimp1",53.789183,69.480118,74.626051,505,678,204,65.9651173333333,36.68255,36.68255,1.7770856094753
"AIMP2","Aimp2",12.181506,9.761752,12.950028,194,221,69,11.6310953333333,12.8482,12.8482,0.912110984339722
"AIP","Aip",67.610666,75.597275,81.234893,877,1274,356,74.814278,73.58234,73.58234,1.01651782446086
"AIPL1","Aipl1",0.062084,0.013711,0.107672,3,1,2,0.0611556666666667,0.12414,0.12414,0.943971094940725
"AIRE","Aire",0.051304,0.177387,0.099309,1,14,2,0.109333333333333,0.49655,0.49655,0.741260454601138
"AJAP1","Ajap1",16.118569,11.59318,12.680309,462,501,138,13.4640193333333,16.13784,16.13784,0.843981466353597
"AJUBA","Ajuba",1.061043,0.469177,0.876898,58,40,16,0.802372666666667,3.63101,3.63101,0.389196453185518
"AK1","Ak1",88.801494,79.274099,79.709692,1426,1946,537,82.595095,209.97812,209.97812,0.396226371720442
"AK2","Ak2",18.173837,15.709996,29.150117,265,426,97,21.0113166666667,80.16161,80.16161,0.271203548902821
"AK3","Ak3",40.072227,45.679162,37.896414,2394,4075,710,41.2159343333333,47.38939,47.38939,0.872421295935603
"AK4","Ak4",8.129672,6.33982,7.319987,511,563,131,7.26315966666667,10.05512,10.05512,0.747450924699747
"AK5","Ak5",25.780855,14.877134,18.073824,757,815,206,19.577271,867.90542,867.90542,0.0236818306415904
"AK7","Ak7",1.732448,1.273456,1.088359,116,102,23,1.36475433333333,2.2655,2.2655,0.724163017404175
"AK8","Ak8",0.867241,0.536351,2.855888,19,25,5,1.41982666666667,7.63444,7.63444,0.280252878781562
"AKAP1","Akap1",8.473822,6.582467,7.340385,499,608,166,7.465558,29.54466,29.54466,0.277153453336852
"AKAP10","Akap10",8.372822,5.941195,5.140283,563,677,127,6.48476666666667,8.00685,8.00685,0.831008251127383
"AKAP12","Akap12",19.160156,16.067324,16.251831,2512,3278,690,17.1597703333333,8.78271,8.78271,1.85631285536762
"AKAP13","Akap13",7.345103,5.143958,1.73045,779,845,158,4.739837,15.98267,15.98267,0.337982013428984
"AKAP3","Akap3",0.015288,0.053929,0.101948,1,5,2,0.057055,6.95168,6.95168,0.132934801199243
"AKAP4","Akap4",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"AKAP5","Akap5",1.845196,1.357158,1.033658,230,247,47,1.412004,0.37241,0.37241,1.75749520915761
"AKAP7","Akap7",34.292544,15.763727,10.432198,355,473,90,20.162823,21.97229,21.97229,0.921232624174603
"AKAP8","Akap8",53.206012,42.825088,30.873312,1884,2339,462,42.3014706666667,7.85168,7.85168,4.8918929137369
"AKAP8L","Akap8l",96.468387,67.706766,73.398969,1824,1907,494,79.191374,38.79288,38.79288,2.01521915478347
"AKAP9","Akap9",19.619671,16.862603,17.355245,1981,2298,360,17.9458396666667,19.89299,19.89299,0.906803653601838
"AKIP1","Akip1",2.691384,5.089935,6.835906,43,76,22,4.87240833333333,26.53433,26.53433,0.213275875364802
"AKIRIN1","Akirin1",21.777152,19.502146,19.707984,978,1329,291,20.329094,52.32384,52.32384,0.399991711024562
"AKIRIN2","Akirin2",22.693096,18.342124,18.813894,580,705,150,19.9497046666667,32.30671,32.30671,0.628993517122125
"AKNA","Akna",0.662983,0.684665,1.774827,80,126,30,1.040825,10.4896,10.4896,0.177623677064476
"AKR1A1","Akr1a1",202.429044,159.849886,200.227349,3777,4803,1372,187.502093,164.01631,164.01631,1.14232401027511
"AKR1B15","Akr1b8",0.885866,0.56577,2.227543,23,22,17,1.226393,0,0,2.226393
"AKR1C2","Akr1c21",0.081662,0.067875,0.129938,2,1,1,0.0931583333333333,2.76205,2.76205,0.290575173996447
"AKR1C3","Akr1c18",0.100373,0.034066,0.159567,2,1,1,0.098002,11.26545,11.26545,0.089519911621669
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.11261,0.054836,0.06007,6,4,1,0.0758386666666667,0,0,1.07583866666667
"AKT1","Akt1",90.35355,71.322374,71.231182,2501,3173,826,77.635702,82.8616,82.8616,0.937684255964589
"AKT1S1","Akt1s1",50.879284,28.742436,68.509538,414,540,154,49.377086,54.24797,54.24797,0.911835964289729
"AKT2","Akt2",16.921319,16.984314,17.79293,935,1250,281,17.2328543333333,56.69968,56.69968,0.315995761732705
"AKT3","Akt3",30.161789,28.04532,18.683801,2363,2714,612,25.6303033333333,76.40646,76.40646,0.344032052794216
"AKTIP","Aktip",70.815693,72.726767,76.775345,2432,3527,865,73.4392683333333,48.59972,48.59972,1.50080017252786
"ALAD","Alad",12.268398,10.451402,14.933847,281,360,109,12.5512156666667,160.54047,160.54047,0.0838874349360669
"ALAS1","Alas1",43.461621,37.621949,56.541569,740,940,290,45.8750463333333,28.86191,28.86191,1.56972699781539
"ALAS2","Alas2",2.104391,1.979741,1.88166,74,121,24,1.98859733333333,5.74135,5.74135,0.443323271055995
"ALB","Alb",0.02375,0.016051,0,1,1,0,0.013267,57.91002,57.91002,0.0172002487861997
"ALCAM","Alcam",21.427957,19.145782,16.056178,1407,1805,361,18.876639,49.49972,49.49972,0.393598994212245
"ALDH16A1","Aldh16a1",9.458775,15.18374,12.935639,123,178,63,12.5260513333333,10.39649,10.39649,1.18686115929846
"ALDH18A1","Aldh18a1",11.778937,8.250793,14.123375,381,437,121,11.3843683333333,11.82407,11.82407,0.965712783331137
"ALDH1A1","Aldh1a7",1.205154,0.811007,1.454776,51,51,20,1.156979,234.71246,234.71246,0.00915089087780934
"ALDH1A2","Aldh1a2",1.119983,0.637774,1.805055,53,45,27,1.187604,6.14479,6.14479,0.306181707230024
"ALDH1A3","Aldh1a3",0.420094,0.465932,0.534446,18,26,9,0.473490666666667,11.17235,11.17235,0.121052275580859
"ALDH1B1","Aldh1b1",1.693696,1.308261,1.185733,81,90,18,1.39589666666667,5.02756,5.02756,0.397490305640536
"ALDH1L1","Aldh1l1",32.015453,21.599019,24.448301,1078,1504,394,26.0209243333333,16.47922,16.47922,1.54588845116277
"ALDH1L2","Aldh1l2",3.911822,4.611893,4.506788,238,557,83,4.343501,2.14137,2.14137,1.70100975052286
"ALDH2","Aldh2",68.526416,62.281045,90.88717,1371,1912,534,73.8982103333333,196.32302,196.32302,0.379571579298418
"ALDH3A1","Aldh3a1",0.202041,0.268795,0.272575,7,14,3,0.247803666666667,1.24137,1.24137,0.556714717635494
"ALDH3A2","Aldh3a2",30.301248,42.563414,29.168059,1008,1506,283,34.010907,26.28606,26.28606,1.28310598891888
"ALDH3B1","Aldh3b1",1.845273,2.168073,2.582027,72,110,32,2.19845766666667,11.6689,11.6689,0.252465302170407
"ALDH3B2","Aldh3b3",0.066037,0.103051,0,1,5,0,0.0563626666666667,0.9931,0.9931,0.53000986737578
"ALDH4A1","Aldh4a1",7.158391,6.806587,8.265608,522,779,173,7.41019533333333,11.6689,11.6689,0.663845742987421
"ALDH5A1","Aldh5a1",16.784322,14.359758,13.006761,2085,2654,508,14.716947,13.71716,13.71716,1.06793341921947
