"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"BACE2","Bace2",13.986604,16.926872,19.057827,247,488,87,16.657101,14.00827,14.00827,1.17649142772618
"BACH1","Bach1",3.236471,4.182656,2.653248,391,580,105,3.35745833333333,5.10152,5.10152,0.714159477201309
"BACH2","Bach2",1.104998,1.200418,2.343147,211,251,48,1.549521,1.83989,1.83989,0.897753434111885
"BAD","Bad",25.549673,24.490744,31.734493,292,419,108,27.2583033333333,96.17616,96.17616,0.290794607785833
"BAG1","Bag1",61.764402,53.99756,59.489525,1370,1786,430,58.4171623333333,147.68267,147.68267,0.399623993390308
"BAG2","Bag2",4.769553,4.965986,6.389576,153,166,46,5.37503833333333,8.59313,8.59313,0.664542055964355
"BAG3","Bag3",8.309994,10.061576,12.008272,455,837,206,10.126614,57.22481,57.22481,0.191097472022665
"BAG4","Bag4",10.472743,8.349735,9.182493,754,875,151,9.33499033333333,5.86465,5.86465,1.5055378399967
"BAG5","Bag5",12.099603,9.085864,12.904978,502,584,168,11.3634816666667,9.0322,9.0322,1.23237990337779
"BAG6","Bag6",80.434488,74.229606,88.377195,2451,3214,813,81.013763,135.56657,135.56657,0.600540549564948
"BAHCC1","Bahcc1",3.487918,2.631904,3.324571,468,548,101,3.148131,1.589,1.589,1.602213595983
"BAHD1","Bahd1",3.425722,2.797106,3.024259,345,431,95,3.08236233333333,6.85778,6.85778,0.519531258616725
"BAIAP2","Baiap2",12.384611,7.754027,9.842002,445,428,101,9.99354666666667,41.80527,41.80527,0.256826943660598
"BAIAP2L1","Baiap2l1",0.249455,0.187545,0.589869,17,18,7,0.342289666666667,17.87622,17.87622,0.0711100880720116
"BAIAP2L2","Baiap2l2",0.052575,0.11481,0.572273,1,3,1,0.246552666666667,2.05942,2.05942,0.40744738109402
"BAIAP3","Baiap3",38.265353,22.075676,24.615144,1314,1156,247,28.3187243333333,4.20248,4.20248,5.63552850435433
"BAK1","Bak1",4.995475,4.985696,5.221462,182,306,68,5.06754433333333,7.89272,7.89272,0.682304664189734
"BAMBI","Bambi",0.577162,0.615965,0.849376,63,102,29,0.680834333333333,8.95902,8.95902,0.168775073584884
"BANF1","Banf1",25.502872,19.477323,33.647581,308,375,133,26.2092586666667,140.15584,140.15584,0.192760417611249
"BANF2","Banf2",0,0,0,0,0,0,0,0,0,1
"BANK1","Bank1",0.207372,0.079447,0.522409,13,7,5,0.269742666666667,2.2685,2.2685,0.388478710927541
"BANP","Banp",24.234963,9.459398,15.582376,370,262,103,16.425579,10.0985,10.0985,1.57008415551651
"BAP1","Bap1",33.424742,30.945115,37.371972,1708,2170,585,33.913943,78.57174,78.57174,0.438773149864512
"BARD1","Bard1",0.314555,0.262452,0.361051,39,49,14,0.312686,0.77359,0.77359,0.740129342181677
"BARHL1","Barhl1",0.512341,0.149927,0.248879,15,9,3,0.303715666666667,0.07318,0.07318,1.21481547053306
"BARHL2","Barhl2",0.228569,0.109925,0.332441,11,8,5,0.223645,0.08363,0.08363,1.12920923193341
"BARX1","Barx1",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"BARX2","Barx2",0.406804,0.947276,0.242784,16,56,3,0.532288,0.16726,0.16726,1.31272210133132
"BASP1","Basp1",62.789161,44.175326,51.886528,2004,2127,508,52.9503383333333,133.56987,133.56987,0.400909492840658
"BATF","Batf",0.06052,0.118935,0.191482,1,3,1,0.123645666666667,9.304,9.304,0.109049462991718
"BATF2","Batf2",0.090143,0.13,0.357204,2,4,3,0.192449,2.17442,2.17442,0.375643109607424
"BATF3","Batf3",0.614786,1.249592,0.991495,7,21,4,0.951957666666667,8.27951,8.27951,0.210351372719752
"BAX","Bax",126.716058,112.599414,136.012834,339,423,115,125.109435333333,54.49634,54.49634,2.27239193311367
"BAZ1A","Baz1a",1.354548,1.157946,2.024416,33,37,14,1.51230333333333,4.08749,4.08749,0.493819807672022
"BAZ1B","Baz1b",19.558426,14.072177,11.329328,2340,2640,459,14.9866436666667,8.59313,8.59313,1.66646794806978
"BAZ2A","Baz2a",7.258742,5.841765,5.231278,1286,1541,310,6.110595,7.40138,7.40138,0.846360359845644
"BBC3","Bbc3",1.917788,1.417657,2.235157,38,39,15,1.85686733333333,4.62064,4.62064,0.508281500564586
"BBOX1","Bbox1",10.230191,8.851085,8.431447,435,558,137,9.17090766666667,0.83631,0.83631,5.53877486190603
"BBS1","Bbs1",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,15.17911,15.17911,0.37968662470721
"BBS10","Bbs10",1.360534,1.266081,1.370548,79,110,25,1.33238766666667,3.43934,3.43934,0.525390636145613
"BBS12","Bbs12",1.419547,0.932404,0.783793,72,69,12,1.045248,3.12573,3.12573,0.495729967787519
"BBS2","Bbs2",20.092049,19.469385,29.225982,457,618,154,22.9291386666667,101.37176,101.37176,0.233747457957807
"BBS4","Bbs4",24.082482,18.150725,17.339247,723,875,190,19.8574846666667,19.45476,19.45476,1.01968855497042
"BBS5","Bbs5",23.728438,13.544562,19.330057,195,207,61,18.8676856666667,8.3736,8.3736,2.11953632186851
"BBS7","Bbs7",10.209332,6.335868,4.115678,298,337,68,6.88695933333333,16.79947,16.79947,0.443100796446935
"BBS9","Bbs9",7.645408,7.642151,7.716479,241,302,69,7.66801266666667,10.62119,10.62119,0.745879954347762
"BBX","Bbx",3.349681,2.908242,2.393367,591,776,145,2.88376333333333,5.00743,5.00743,0.646493314667559
"BCAM","Bcam",33.342105,13.705265,19.234061,420,392,163,22.0938103333333,341.44627,341.44627,0.0674377628155603
"BCAN","Bcan",142.939472,131.135433,129.764417,5053,7499,1719,134.613107333333,57.29799,57.29799,2.32620554041972
"BCAP29","Bcap29",17.572138,16.650183,14.991374,685,976,190,16.404565,53.0746,53.0746,0.321862112710959
"BCAP31","Bcap31",52.308928,49.317267,61.07091,1195,1664,439,54.2323683333333,374.25071,374.25071,0.147187911605373
"BCAR1","Bcar1",11.301431,11.714014,13.479236,731,1154,281,12.1648936666667,40.4358,40.4358,0.317717859113778
"BCAR3","Bcar3",5.503708,3.10064,6.118155,211,217,58,4.907501,10.78846,10.78846,0.501125761973998
"BCAS1","Bcas1",433.65098,475.321426,542.711399,9242,16094,3362,483.894601666667,27.28476,27.28476,17.1433168132474
"BCAS2","Bcas2",27.427284,25.572022,32.581871,652,924,218,28.527059,60.9046,60.9046,0.476976815939365
"BCAS3","Bcas3",44.711709,55.571876,74.35082,748,1108,246,58.2114683333333,19.58021,19.58021,2.87710710110992
"BCAT1","Bcat1",108.755236,112.122595,84.33884,3723,5584,1145,101.738890333333,11.18571,11.18571,8.43109595857224
"BCAT2","Bcat2",6.114535,5.931715,6.377208,151,187,59,6.14115266666667,62.50405,62.50405,0.112451924982212
"BCCIP","Bccip",110.293252,90.097071,68.172939,411,609,124,89.5210873333333,35.99288,35.99288,2.44698675348698
"BCDIN3D","Bcdin3d",2.510846,2.821845,2.650674,115,164,35,2.66112166666667,3.79478,3.79478,0.763564056466963
"BCHE","Bche",1.855077,2.399014,1.687279,230,465,65,1.98045666666667,3.10482,3.10482,0.726087055380423
"BCKDHA","Bckdha",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,40.0281,40.0281,0.542926327728232
"BCKDHB","Bckdhb",27.533919,22.271332,33.432661,558,661,213,27.7459706666667,17.64623,17.64623,1.54165054633922
"BCKDK","Bckdk",22.76888,20.093939,22.890663,553,720,181,21.9178273333333,57.21436,57.21436,0.393679967165032
"BCL10","Bcl10",4.940696,5.16659,5.646763,190,291,69,5.25134966666667,2.86438,2.86438,1.6176850275249
"BCL11A","Bcl11a",2.729138,1.92561,1.739201,202,186,37,2.13131633333333,3.20936,3.20936,0.743893687718165
"BCL11B","Bcl11b",0.929235,0.659656,0.635146,134,152,28,0.741345666666667,0.41816,0.41816,1.22789083507268
"BCL2","Bcl2",3.182252,2.385092,2.867756,511,577,117,2.8117,8.20634,8.20634,0.414029896788517
"BCL2L1","Bcl2l1",40.809507,36.576126,36.129594,1446,2012,463,37.838409,75.88508,75.88508,0.505148840321165
"BCL2L10","Bcl2l10",0,0.028934,0,0,1,0,0.00964466666666667,0.28226,0.28226,0.78739465215063
"BCL2L11","Bcl2l11",0.860738,1.269162,0.689682,85,137,20,0.939860666666667,1.19175,1.19175,0.885073875518041
"BCL2L13","Bcl2l13",12.458146,7.977482,4.462094,858,1004,219,8.29924066666667,52.83416,52.83416,0.172738660112216
"BCL2L14","Bcl2l14",0,0.021367,0,0,1,0,0.00712233333333333,0.02091,0.02091,0.986494728559161
"BCL2L15","Bcl2l15",0.949468,1.28461,2.114037,16,31,8,1.44937166666667,0.28226,0.28226,1.91019891961589
"BCL2L2","Bcl2l2",92.628889,72.08213,95.835073,1769,1877,573,86.8486973333333,50.75383,50.75383,1.69743374226281
"BCL3","Bcl3",0.885755,0.159803,2.286072,10,6,9,1.11054333333333,32.14584,32.14584,0.0636744560805619
"BCL6","Bcl6",7.215471,7.360707,8.382189,530,833,193,7.652789,25.91529,25.91529,0.321482287577061
"BCL6B","Bcl6b",0.329254,0.414997,0.303977,24,24,7,0.349409333333333,1.30674,1.30674,0.5849854484395
"BCL7A","Bcl7a",7.690566,6.843555,7.149511,734,999,211,7.22787733333333,2.83302,2.83302,2.14657824204761
"BCL7B","Bcl7b",32.870945,27.577543,34.391998,524,716,189,31.6134953333333,56.48259,56.48259,0.567363010840906
"BCL7C","Bcl7c",10.030339,10.161627,14.080529,216,248,64,11.424165,46.96951,46.96951,0.259001290611474
"BCL9","Bcl9",11.032651,10.089422,3.984962,614,796,150,8.36901166666667,2.75984,2.75984,2.49186445877129
"BCL9L","Bcl9l",5.284146,4.783005,5.062321,551,832,166,5.04315733333333,4.56837,4.56837,1.08526504764111
"BCLAF1","Bclaf1",40.252282,31.293176,25.994843,2160,2618,457,32.5134336666667,17.88667,17.88667,1.77444905145622
"BCO2","Bco2",0.637026,0.738333,0.505501,28,48,7,0.626953333333333,13.26604,13.26604,0.114043794447046
"BCOR","Bcor",4.581859,3.072598,4.341508,400,427,102,3.998655,3.67978,3.67978,1.06813888687075
"BCORL1","Bcorl1",2.940543,3.503286,2.689315,268,382,71,3.04438133333333,1.13948,1.13948,1.89035715843725
"BCR","Bcr",22.39712,17.10772,10.410959,1407,1689,342,16.6385996666667,66.81107,66.81107,0.260113867347421
"BCS1L","Bcs1l",8.498445,7.035519,5.918101,225,284,64,7.15068833333333,70.23996,70.23996,0.114411747751309
"BDH1","Bdh1",32.91357,32.895056,36.410042,773,1135,255,34.0728893333333,28.29879,28.29879,1.19707637528148
"BDH2","Bdh2",3.379359,2.390879,4.04644,63,75,22,3.272226,51.00473,51.00473,0.082150719751838
"BDKRB1","Bdkrb1",0.080676,0,0,2,0,0,0.026892,0.75268,0.75268,0.585898167377958
"BDKRB2","Bdkrb2",0.914692,1.013813,0.759742,76,127,20,0.896082333333333,4.4011,4.4011,0.351054846852184
"BDNF","Bdnf",1.127821,0.817022,0.87515,90,99,22,0.939997666666667,4.89244,4.89244,0.329235031102
"BDP1","Bdp1",5.500566,3.964717,4.610278,668,743,124,4.69185366666667,4.05612,4.05612,1.12573547832462
"BEAN1","Bean1",5.399564,4.172123,6.09935,319,378,109,5.223679,33.73483,33.73483,0.17917689535259
"BECN1","Becn1",177.739836,167.195425,186.174716,1384,1890,442,177.036659,64.39621,64.39621,2.72243084117566
"BEGAIN","Begain",35.643184,32.153435,36.258263,1460,1816,522,34.6849606666667,4.04567,4.04567,7.07239289661564
"BEND3","Bend3",0.974726,0.699807,0.8555,128,146,35,0.843344333333333,0.49133,0.49133,1.23604053652333
"BEND4","Bend4",1.090363,0.705296,0.530217,181,176,28,0.775292,0.1359,0.1359,1.56289462100537
"BEND5","Bend5",3.512895,1.966661,4.812067,73,68,31,3.430541,24.23221,24.23221,0.175590683495421
"BEND6","Bend6",162.952587,108.14311,136.094985,6066,6550,1804,135.730227333333,29.17692,29.17692,4.53095370015672
"BEND7","Bend7",4.109301,3.445759,4.553893,226,275,80,4.03631766666667,3.94113,3.94113,1.01926435181156
"BEST1","Best1",0.81055,1.882451,0.439202,30,28,6,1.04406766666667,26.81433,26.81433,0.0734897323310203
"BEST2","Best2",0.024897,0,0,1,0,0,0.008299,0.06272,0.06272,0.94879083860283
"BEST3","Best3",0.102802,0.011376,0.054384,6,1,1,0.0561873333333333,0.07318,0.07318,0.984166060990079
"BET1","Bet1",42.049546,59.821816,59.805088,316,544,113,53.89215,10.9139,10.9139,4.60740395672282
"BET1L","Bet1l",25.310734,32.560449,54.417749,313,429,119,37.429644,19.97746,19.97746,1.83194933991055
"BEX1","Bex2",112.986666,84.998802,105.271221,1731,1959,509,101.085563,662.90463,662.90463,0.153765403021817
"BEX2","Bex1",27.693254,14.801767,25.434589,347,290,107,22.6432033333333,177.92589,177.92589,0.132139643588378
"BEX4","Bex4",6.804942,3.8001,5.084482,92,78,22,5.22984133333333,145.25736,145.25736,0.0425950621106065
"BFAR","Bfar",13.976735,10.840285,13.294773,702,806,225,12.703931,26.50071,26.50071,0.498311898129176
"BFSP1","Bfsp1",0.444548,0.432849,0.148217,20,30,2,0.341871333333333,4.77745,4.77745,0.232260137834743
"BFSP2","Bfsp2",6.298931,9.238931,9.271254,132,320,54,8.26970533333333,0.09409,0.09409,8.47252541686089
"BGLAP","Bglap",0,2.122481,1.338802,0,13,1,1.153761,0.56451,0.56451,1.37663613527558
"BGN","Bgn",10.92433,14.786814,19.850027,349,503,154,15.187057,25.18352,25.18352,0.618215465300311
"BHLHA15","Bhlha15",0.043856,0.045529,0,3,5,0,0.029795,0.07318,0.07318,0.959573417320487
"BHLHA9","Bhlha9",0.344104,0.279626,0.416351,8,10,3,0.346693666666667,1.11857,1.11857,0.63566163339737
"BHLHB9","Bhlhb9",17.338869,11.160372,9.560926,925,963,181,12.6867223333333,5.64512,5.64512,2.05966518788725
"BHLHE22","Bhlhe22",2.126099,1.656115,1.748275,131,159,33,1.84349633333333,0.20908,0.20908,2.3517851038255
"BHLHE23","Bhlhe23",0,0,0.064597,0,0,1,0.0215323333333333,0,0,1.02153233333333
"BHLHE40","Bhlhe40",25.56286,18.698372,17.940919,992,1271,302,20.7340503333333,14.20689,14.20689,1.42922388031566
"BHLHE41","Bhlhe41",21.161925,20.307578,20.956379,1116,1698,367,20.8086273333333,14.78186,14.78186,1.38187940669435
"BHMT","Bhmt",0.118694,0.029731,0.25571,7,3,5,0.134711666666667,0.48088,0.48088,0.766241469036429
"BHMT2","Bhmt2",0.442029,0.20199,0.295369,23,16,5,0.313129333333333,7.52683,7.52683,0.153999708371497
"BICC1","Bicc1",1.628812,1.394761,1.609302,175,234,59,1.54429166666667,2.32077,2.32077,0.76617521438301
"BICD1","Bicd1",8.419065,6.44385,5.778117,723,1170,163,6.880344,11.20661,11.20661,0.645580058673129
"BICD2","Bicd2",16.946131,15.260296,11.968746,1815,2582,451,14.7250576666667,12.6388,12.6388,1.15296489916024
"BID","Bid",3.64791,3.323967,4.178027,142,164,60,3.71663466666667,35.44928,35.44928,0.129402684131666
"BIK","Bik",0.061678,0.141648,0,1,2,0,0.0677753333333333,0.95131,0.95131,0.547209481493629
"BIN1","Bin1",127.204525,124.973114,116.70989,4538,6781,1507,122.962509666667,142.81114,142.81114,0.861981273958795
"BIN2","Bin2",5.477209,11.87041,5.286866,51,123,15,7.54482833333333,5.9901,5.9901,1.22241861108329
"BIN3","Bin3",9.278926,6.95781,4.327728,148,196,49,6.85482133333333,29.62644,29.62644,0.256471902491224
"BIRC2","Birc2",12.167119,9.381884,8.930331,692,835,171,10.159778,31.45588,31.45588,0.343844566839661
"BIRC3","Birc3",1.999225,1.541593,1.458811,48,48,11,1.666543,9.4399,9.4399,0.25541844270539
"BIRC5","Birc5",0.720227,0.950284,1.659319,28,45,15,1.10994333333333,3.23026,3.23026,0.498773913029774
"BIRC6","Birc6",30.819139,28.162141,42.564028,2812,3261,526,33.848436,9.89987,9.89987,3.19714235123905
"BIRC7","Birc7",0.185298,0.336854,0.291247,4,12,2,0.271133,29.98187,29.98187,0.0410282852519877
"BIVM","Bivm",10.940153,10.696037,12.324559,492,664,151,11.3202496666667,7.02504,7.02504,1.53522595110637
"BLCAP","Blcap",32.150039,25.084461,31.952738,1296,1454,394,29.7290793333333,88.14754,88.14754,0.344699128358823
"BLK","Blk",0.02048,0,0,1,0,0,0.00682666666666667,0.20908,0.20908,0.83272129773602
"BLM","Blm",5.631112,4.525977,7.526659,112,182,39,5.89458266666667,2.34168,2.34168,2.06320852585127
"BLMH","Blmh",25.638909,23.344128,24.8275,897,1156,281,24.6035123333333,18.05394,18.05394,1.34373847788611
"BLNK","Blnk",0.577542,0.816555,1.023079,21,48,11,0.805725333333333,6.72188,6.72188,0.233845298467903
"BLOC1S1","Bloc1s1",52.347168,50.834711,71.452548,338,511,133,58.2114756666667,463.67363,463.67363,0.127425943380232
"BLOC1S2","Bloc1s2",23.987329,23.828097,24.19342,299,438,97,24.0029486666667,155.4604,155.4604,0.159803686214957
"BLOC1S3","Bloc1s3",2.027948,2.146849,2.980919,135,212,62,2.38523866666667,7.53728,7.53728,0.396524263778003
"BLOC1S4","Bloc1s4",4.369123,4.18766,5.920805,96,139,40,4.82586266666667,12.06384,12.06384,0.445953308266686
"BLOC1S5","Bloc1s5",6.660702,6.641472,5.902558,384,521,125,6.40157733333333,6.56507,6.56507,0.978388479331101
"BLOC1S6","Bloc1s6",12.671065,11.930879,13.653694,386,465,107,12.7518793333333,34.68614,34.68614,0.385356312936432
"BLVRA","Blvra",17.893835,16.244072,16.208247,357,462,108,16.7820513333333,95.78936,95.78936,0.18371907132492
"BLVRB","Blvrb",10.363123,10.934519,13.093351,104,176,49,11.4636643333333,430.50331,430.50331,0.028884284417965
"BLZF1","Blzf1",6.575181,6.731271,5.302553,272,389,70,6.20300166666667,8.90675,8.90675,0.727080189433131
"BMF","Bmf",1.128244,1.019063,1.586597,77,105,16,1.24463466666667,1.66217,1.66217,0.843159778175949
"BMP1","Bmp1",10.28488,9.048783,11.435163,521,837,208,10.2562753333333,10.3703,10.3703,0.989971709922635
"BMP10","Bmp10",0,0,0,0,0,0,0,0,0,1
"BMP15","Bmp15",0.031424,0.020727,0.050328,2,2,1,0.0341596666666667,0,0,1.03415966666667
"BMP2","Bmp2",1.027019,0.831664,1.49667,73,91,33,1.118451,1.55764,1.55764,0.828283495722619
"BMP2K","Bmp2k",6.062664,7.526181,6.045366,693,1286,229,6.544737,6.35599,6.35599,1.02565895277182
"BMP3","Bmp3",0.555216,0.401248,0.112319,79,84,5,0.356261,1.89216,1.89216,0.468943972670945
"BMP4","Bmp4",8.216706,6.536189,1.279032,29,43,13,5.34397566666667,1.41128,1.41128,2.630957693286
"BMP5","Bmp5",0.592924,0.505194,0.804263,36,38,20,0.634127,1.74581,1.74581,0.595134768975275
"BMP6","Bmp6",1.479571,2.862419,1.641523,110,204,38,1.99450433333333,2.27896,2.27896,0.913248204715316
"BMP7","Bmp7",2.171061,0.859083,2.165397,171,102,54,1.731847,13.61102,13.61102,0.186971683017339
"BMP8A","Bmp8a",0.104487,0.017303,0,4,1,0,0.0405966666666667,2.31032,2.31032,0.314349267341727
"BMP8B","Bmp8b",0.256436,0.07483,0.125115,10,4,1,0.152127,26.57389,26.57389,0.0417832594530551
"BMPER","Bmper",4.5534,4.356319,3.438237,270,310,71,4.11598533333333,4.18157,4.18157,0.987342703723646
"BMPR1A","Bmpr1a",12.502396,10.654977,12.563034,1361,1708,351,11.9068023333333,5.30014,5.30014,2.04865325744084
"BMPR1B","Bmpr1b",4.610816,4.198382,3.544364,466,687,124,4.117854,2.42531,2.42531,1.49412870659882
"BMPR2","Bmpr2",9.572495,10.09322,8.574617,2510,4153,695,9.413444,16.87264,16.87264,0.582647219437084
"BMX","Bmx",0.596618,0.328588,0.609803,34,31,12,0.511669666666667,0.47043,0.47043,1.02804599108197
"BNC1","Bnc1",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"BNC2","Bnc2",1.216303,0.275249,0.546231,28,16,1,0.679261,3.4498,3.4498,0.377378983325093
"BNIP1","Bnip1",12.486694,11.645738,12.230431,241,303,65,12.1209543333333,22.4864,22.4864,0.558661792924132
"BNIP2","Bnip2",16.539511,14.558624,14.359304,458,574,135,15.1524796666667,17.9494,17.9494,0.85240058612234
"BNIP3","Bnip3",77.818401,69.583267,65.376843,1986,2668,576,70.9261703333333,119.50933,119.50933,0.596851466465985
"BNIP3L","Bnip3l",164.100018,152.913543,187.075189,2691,4280,836,168.029583333333,40.38353,40.38353,4.08446508389529
"BNIPL","Bnipl",0,0.249522,0.202472,0,4,1,0.150664666666667,0.21953,0.21953,0.9435312511104
"BOC","Boc",3.374621,2.30836,2.541699,333,346,79,2.74156,4.90289,4.90289,0.633852231703454
"BOD1","Bod1",35.40473,34.11712,43.208716,880,1223,330,37.5768553333333,43.10155,43.10155,0.874727879934681
"BOD1L1","Bod1l",6.868909,5.687569,5.462311,1579,1956,306,6.006263,9.88942,9.88942,0.643400934117703
"BOK","Bok",6.965315,4.270485,6.374065,182,149,48,5.869955,26.27073,26.27073,0.251916798706892
"BOLA1","Bola1",6.598095,6.382883,10.810891,76,115,39,7.930623,38.54364,38.54364,0.22584220875974
"BOLA2","Bola2",70.456525,71.123604,81.529017,300,450,114,74.3697153333333,0,0,75.3697153333333
"BOLA3","Bola3",58.855073,54.553034,57.066218,266,351,106,56.824775,95.58029,95.58029,0.598722316944793
"BOLL","Boll",0.300369,0.275039,0,2,3,0,0.191802666666667,0.01045,0.01045,1.17947713065136
"BOP1","Bop1",13.30247,11.192835,17.113106,479,668,193,13.8694703333333,14.56232,14.56232,0.955479024549896
"BORA","Bora",1.160171,1.15201,1.022807,90,123,21,1.11166266666667,1.18129,1.18129,0.968079744860457
"BPGM","Bpgm",45.308142,49.198348,40.829982,1084,1913,418,45.1121573333333,29.48008,29.48008,1.5128620834766
"BPHL","Bphl",56.342438,54.212741,49.281479,339,428,118,53.278886,15.27319,15.27319,3.3354791531347
"BPI","Bpi",0.027746,0.018472,0,1,1,0,0.015406,1.14993,1.14993,0.47229723758448
"BPIFA1","Bpifa1",0,0.092435,0,0,1,0,0.0308116666666667,0,0,1.03081166666667
"BPIFA2","Bpifa2",0,0,0,0,0,0,0,0.37634,0.37634,0.726564656988825
"BPIFA3","Bpifa3",0,0,0,0,0,0,0,0,0,1
"BPIFB1","Bpifb1",0,0.040867,0,0,3,0,0.0136223333333333,0.01045,0.01045,1.00313952529401
"BPIFB2","Bpifb2",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"BPIFB3","Bpifb3",0.028595,0,0,1,0,0,0.00953166666666667,0.05227,0.05227,0.95938463195441
"BPIFB4","Bpifb4",0,0,0.109056,0,0,1,0.036352,0.60633,0.60633,0.64516755585714
"BPIFB6","Bpifb6",0,0,0,0,0,0,0,0,0,1
"BPIFB9P","Bpifb9a",0,0.01779,0,0,1,0,0.00593,0.07318,0.07318,0.937335768463818
"BPIFC","Bpifc",0.052255,0.100667,0.166584,3,9,3,0.106502,0.02091,0.02091,1.0838389280152
"BPNT1","Bpnt1",31.491987,26.319477,29.043227,841,1161,284,28.9515636666667,11.4366,11.4366,2.40834019480137
"BRAF","Braf",13.04985,9.964817,9.599718,2395,2795,588,10.8714616666667,5.64512,5.64512,1.7864931960095
"BRAP","Brap",15.64912,17.107363,16.064271,860,1217,258,16.2735846666667,16.51721,16.51721,0.98609222967965
"BRAT1","Brat1",4.241575,3.97597,3.904245,302,432,87,4.04059666666667,28.27788,28.27788,0.172163990926483
"BRCA1","Brca1",0.835665,0.655983,0.30062,43,78,14,0.597422666666667,1.30674,1.30674,0.692502261488797
"BRCA2","Brca2",9.048335,5.896211,8.629244,230,245,58,7.85793,0.18817,0.18817,7.45510322596935
"BRCC3","Brcc3",19.935409,17.568056,23.939717,562,757,163,20.4810606666667,12.5029,12.5029,1.59084794130644
