"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"DBT","Dbt",7.371975,9.361331,7.602487,335,550,113,8.111931,7.85221,7.54388,5.13437,6.84348666666667,1.1617194478986
"DBX1","Dbx1",0,0,0,0,0,0,0,0,0,0,0,1
"DCAF10","Dcaf10",4.010701,2.960682,4.914437,474,571,120,3.96194,11.72862,8.15181,9.98472,9.95505,0.452936317040999
"DCAF11","Dcaf11",152.739975,156.100644,163.143058,1232,1572,443,157.327892333333,58.16267,61.01426,49.57403,56.25032,2.76553724648759
"DCAF12","Dcaf12",10.397004,9.515282,11.536445,780,1066,272,10.4829103333333,10.95002,8.64921,8.91415,9.50446,1.09314618108245
"DCAF12L1","Dcaf12l1",8.272589,6.212584,7.301539,598,700,163,7.26223733333333,0,0,0.13109,0.0436966666666667,7.91632051458118
"DCAF12L2","Dcaf12l2",0.130992,0.188991,0.406407,7,16,7,0.24213,2.40205,1.3264,1.26721,1.66522,0.466051582983769
"DCAF13","Dcaf13",12.272122,9.680723,8.483965,431,559,108,10.1456033333333,13.00419,9.47821,5.65874,9.38038,1.07371823895978
"DCAF15","Dcaf15",5.979284,4.331496,5.412688,257,310,81,5.241156,27.68152,26.38977,30.12895,28.0667466666667,0.214718078757581
"DCAF17","Dcaf17",4.890728,3.2814,7.254391,311,475,102,5.142173,5.06915,5.55429,3.75793,4.79379,1.06013041549659
"DCAF5","Dcaf5",23.565208,21.80264,9.240801,1306,1579,295,18.202883,18.37152,15.17067,13.21828,15.5868233333333,1.15771914935691
"DCAF6","Dcaf6",17.488271,14.750329,14.45152,719,894,202,15.5633733333333,60.94573,59.2181,72.14343,64.10242,0.25442024018974
"DCAF7","Dcaf7",22.65402,16.55729,19.631404,2859,3136,799,19.614238,21.08832,22.65928,15.88379,19.87713,0.987407656128979
"DCAF8","Dcaf8",66.724585,54.540657,58.466053,3029,3889,813,59.9104316666667,89.19049,78.11926,90.69272,86.0008233333333,0.700113278621463
"DCAKD","Dcakd",10.613342,8.988881,10.249852,268,374,88,9.95069166666667,98.9809,102.6576,100.76484,100.801113333333,0.107569468624672
"DCBLD1","Dcbld1",3.514557,2.675648,3.560305,226,260,73,3.25017,3.26347,2.90149,6.07386,4.07960666666667,0.836712422615399
"DCBLD2","Dcbld2",7.624641,7.354779,9.339392,805,977,228,8.10627066666667,11.79488,13.48504,21.43328,15.5710666666667,0.549528334526846
"DCC","Dcc",2.405711,1.414012,1.060511,389,485,76,1.62674466666667,12.17589,9.00845,7.494,9.55944666666667,0.248757794758185
"DCDC2C","Dcdc2c",0.44793,0.302129,0.42427,12,12,4,0.391443,0,0,0.39327,0.13109,1.23017885402576
"DCHS1","Dchs1",1.72645,1.722614,1.091908,319,379,68,1.51365733333333,6.95765,6.60435,3.40835,5.65678333333333,0.377608404459611
"DCK","Dck",6.627509,4.725867,5.251925,392,430,98,5.53510033333333,42.22633,21.91318,41.73045,35.2899866666667,0.180079987170015
"DCLK1","Dclk1",51.335643,48.896511,32.430628,4701,6269,1125,44.2209273333333,39.12852,31.97169,40.96576,37.3553233333333,1.17900002928755
"DCLK2","Dclk2",16.542698,13.109455,18.862059,1356,1491,410,16.171404,105.37532,102.0773,111.31762,106.256746666667,0.160096259989737
"DCLK3","Dclk3",4.532092,3.265288,2.375714,291,317,48,3.39103133333333,9.07808,5.58192,0.65545,5.10515,0.71923398005509
"DCLRE1A","Dclre1a",3.241292,4.139258,4.762299,143,179,29,4.04761633333333,3.87641,3.15019,2.35963,3.12874333333333,1.22255512775074
"DCLRE1B","Dclre1b",4.396351,4.032317,3.591528,179,256,63,4.006732,2.48488,2.10013,2.92769,2.50423333333333,1.42876672976495
"DCLRE1C","Dclre1c",5.200818,3.009022,3.191233,217,241,37,3.80035766666667,20.32629,7.15702,3.4302,10.3045033333333,0.424641182820652
"DCN","Dcn",27.337623,6.534937,36.00351,881,335,375,23.2920233333333,135.42575,117.88353,104.23873,119.18267,0.202125841715227
"DCP1A","Dcp1a",6.840603,6.837746,5.004651,440,550,109,6.22766666666667,8.33262,5.80299,6.51082,6.88214333333333,0.916967170097135
"DCP1B","Dcp1b",5.551738,5.455998,6.643203,306,428,95,5.88364633333333,10.98315,8.64921,5.65874,8.43036666666667,0.7299447175967
"DCP2","Dcp2",13.803438,11.282854,8.944574,2611,3092,529,11.343622,5.41703,3.75812,3.99826,4.39113666666667,2.28961400224195
"DCPS","Dcps",7.087313,7.106641,7.733867,171,259,59,7.30927366666667,6.09623,6.60435,9.11078,7.27045333333333,1.00469385797473
"DCST1","Dcst1",1.428433,1.09061,0.699192,56,80,9,1.072745,0,0.0829,0,0.0276333333333333,2.01700833630672
"DCSTAMP","Dcstamp",0,0.37694,1.422477,0,5,1,0.599805666666667,0,0.829,0.41512,0.414706666666667,1.13083913744192
"DCT","Dct",0.688913,1.439322,0.426499,44,99,8,0.851578,2.48488,2.18303,1.42015,2.02935333333333,0.611212293932919
"DCTD","Dctd",2.909237,2.631982,4.102709,86,118,26,3.21464266666667,48.60418,49.71225,43.95899,47.42514,0.0870341865127631
"DCTN1","Dctn1",110.79093,104.373758,100.893256,5888,8019,1764,105.352648,645.81933,439.03741,700.06655,594.97443,0.178451696325294
"DCTN2","Dctn2",90.750067,84.795103,96.606405,3171,4420,1045,90.7171916666667,434.60485,440.25328,639.37169,504.743273333333,0.181351283354027
"DCTN3","Dctn3",70.675625,83.845594,61.006645,637,958,272,71.8426213333333,151.90877,128.38418,120.4284,133.573783333333,0.541283892962312
"DCTN4","Dctn4",32.601244,31.83039,29.84709,2163,3128,670,31.4262413333333,28.11223,25.11864,23.90215,25.7110066666667,1.21396552881696
"DCTN5","Dctn5",35.454802,31.458634,44.483911,1016,1437,370,37.132449,24.88189,19.50909,19.59802,21.3296666666667,1.70770345877681
"DCTN6","Dctn6",85.56055,83.944913,98.769059,663,968,260,89.4248406666667,60.26653,53.05588,45.61947,52.9806266666667,1.67513506697588
"DCTPP1","Dctpp1",5.074058,4.75368,4.732874,51,73,15,4.85353733333333,22.8443,23.04615,19.75096,21.88047,0.255831166638331
"DCUN1D1","Dcun1d1",54.525247,32.802327,52.345873,801,1036,226,46.5578156666667,16.38362,17.10499,11.31747,14.93536,2.98442053814076
"DCUN1D2","Dcun1d2",16.343529,13.536737,14.057413,872,1092,250,14.645893,15.3234,11.19147,23.2904,16.6017566666667,0.888882473283443
"DCUN1D3","Dcun1d3",8.727501,3.955073,3.867375,299,399,98,5.51664966666667,3.09781,2.04486,1.90081,2.34782666666667,1.94653138155301
"DCUN1D4","Dcun1d4",42.369477,38.647178,27.610675,2350,2940,648,36.20911,23.63946,17.63003,23.09376,21.4544166666667,1.65709537470357
"DCUN1D5","Dcun1d5",38.517444,32.926612,33.608424,490,681,139,35.0174933333333,9.82354,9.92034,13.32753,11.0238033333333,2.99551583927548
"DCX","Dcx",2.082437,1.36118,1.052229,352,353,59,1.49861533333333,2.23639,1.8238,1.96636,2.00885,0.830422032781074
"DCXR","Dcxr",7.139583,8.500254,11.154383,102,186,50,8.93140666666667,226.96859,249.77714,200.67759,225.807773333333,0.0437877702369166
"DDA1","Dda1",20.843008,19.827305,20.239336,633,872,224,20.3032163333333,26.95262,28.407,35.11038,30.1566666666667,0.683745041189686
"DDAH1","Ddah1",23.977122,20.222983,24.338595,1593,1980,533,22.8462333333333,125.81757,164.47323,182.7619,157.684233333333,0.150274748993126
"DDAH2","Ddah2",13.111897,14.17373,20.211353,153,336,80,15.8323266666667,78.83684,103.95637,85.36171,89.3849733333333,0.186229259642421
"DDB1","Ddb1",94.596046,78.817768,92.750856,4109,5201,1243,88.7215566666667,110.99114,110.17385,103.10262,108.089203333333,0.82246046286096
"DDB2","Ddb2",4.444658,2.963013,3.881835,171,182,42,3.76316866666667,5.20167,4.58712,6.8604,5.54973,0.727231300628677
"DDC","Ddc",7.617693,8.797085,8.455439,212,379,74,8.29007233333333,7.93504,2.98439,0.28403,3.73448666666667,1.96221322128552
"DDHD1","Ddhd1",44.104628,35.610981,30.797531,2159,2724,597,36.8377133333333,5.56612,7.04648,10.2032,7.60526666666667,4.39704134677213
"DDHD2","Ddhd2",32.493179,20.732584,29.63161,1427,1538,352,27.6191243333333,105.0937,152.17642,79.3971,112.222406666667,0.252769086754972
"DDI1","Ddi1",0.006422,0.004239,0,1,1,0,0.00355366666666667,0,0.11053,0,0.0368433333333333,0.967893252918313
"DDI2","Ddi2",6.245966,5.797814,4.661435,1354,1879,318,5.568405,4.09176,2.12776,2.73105,2.98352333333333,1.64889331638575
"DDIT3","Ddit3",17.899038,15.003057,19.670915,259,300,85,17.5243366666667,45.45667,50.26492,55.51679,50.4127933333333,0.360305975724071
"DDIT4","Ddit4",19.4209,23.522704,25.619921,703,1301,290,22.8545083333333,91.09556,81.68395,123.29054,98.6900166666667,0.239286832633358
"DDIT4L","Ddit4l",15.162043,13.407534,32.131243,171,214,64,20.2336066666667,18.55374,12.6284,4.54447,11.90887,1.6448850028443
"DDN","Ddn",3.971011,0.239421,2.116889,193,27,54,2.109107,301.96216,261.18968,234.87034,266.007393333333,0.0116442730711901
"DDO","Ddo",5.400275,4.642311,7.510118,255,329,87,5.85090133333333,18.43778,14.39693,2.05375,11.6294866666667,0.542452873513465
"DDOST","Ddost",22.026905,18.152956,25.454414,960,1188,351,21.8780916666667,96.59542,88.26067,41.90524,75.58711,0.298719871616342
"DDR1","Ddr1",30.288974,38.850181,35.188724,2052,3918,822,34.7759596666667,240.80107,166.15886,212.06061,206.34018,0.172547162188567
"DDR2","Ddr2",1.999733,1.495901,0.513215,140,141,30,1.336283,7.63685,6.32802,7.88727,7.28404666666667,0.282021950624775
"DDRGK1","Ddrgk1",119.431219,92.052783,162.440288,906,1281,318,124.64143,126.28141,115.09257,103.38665,114.92021,1.08386130425402
"DDT","Ddt",53.700041,44.683538,64.28594,491,624,182,54.223173,99.72637,112.10818,90.47424,100.769596666667,0.542629378603872
"DDX1","Ddx1",78.748146,65.603615,63.844528,2813,3310,832,69.398763,56.09194,42.72104,34.8919,44.5682933333333,1.54490672900631
"DDX10","Ddx10",4.325849,3.562507,3.839381,288,354,80,3.90924566666667,64.34173,55.18364,111.31762,76.9476633333333,0.0629813063885302
"DDX11","Ddx11",0.841057,0.656364,1.404924,54,48,17,0.967448333333333,50.74117,41.64334,36.72717,43.0372266666667,0.0446769354533982
"DDX17","Ddx17",107.527901,93.626278,84.002127,9186,11954,2356,95.052102,282.09971,248.14677,224.66714,251.637873333333,0.380196764375339
"DDX18","Ddx18",11.173799,10.966864,16.930182,298,354,82,13.023615,12.59004,17.43659,10.61832,13.5483166666667,0.963933857181644
"DDX19A","Ddx19a",9.968258,8.205503,5.846925,363,489,100,8.00689533333333,24.7825,18.34849,18.87702,20.6693366666667,0.415651640467075
"DDX20","Ddx20",3.242065,2.666944,3.048185,194,225,57,2.98573133333333,3.67762,2.43173,3.40835,3.17256666666667,0.955222924339136
"DDX21","Ddx21",6.704757,6.859173,6.358223,507,703,139,6.64071766666667,8.20009,8.84265,7.25367,8.09880333333333,0.839749732657152
"DDX24","Ddx24",79.630699,66.373679,87.810064,3055,3467,955,77.9381473333333,1113.62212,462.82966,463.88531,680.112363333333,0.115895924935224
"DDX25","Ddx25",7.079272,5.165726,6.748301,1110,1204,333,6.33109966666667,32.66784,20.42099,23.53073,25.5398533333333,0.276229848544755
"DDX27","Ddx27",19.053796,22.765955,23.981449,422,520,120,21.9337333333333,22.44672,17.10499,20.20977,19.9204933333333,1.09623291228951
"DDX28","Ddx28",3.072346,2.355583,3.286354,146,169,49,2.904761,6.1128,4.31079,4.47892,4.96750333333333,0.654337464411415
"DDX31","Ddx31",2.384503,1.793777,2.455335,142,133,37,2.211205,3.47883,2.59753,2.09745,2.72460333333333,0.862160265835915
"DDX39B","Ddx39b",55.928183,48.048294,56.121021,1959,2540,626,53.3658326666667,306.23614,259.14482,268.14546,277.84214,0.194969930537281
"DDX3X","Ddx3x",51.264574,47.20733,45.390984,4549,6350,1110,47.954296,58.47742,63.08676,67.0309,62.8650266666667,0.766527449452251
"DDX3Y","Ddx3y",16.176477,15.93354,12.664201,1094,1797,285,14.9247393333333,0,0,0,0,15.9247393333333
"DDX4","Ddx4",0.32466,0.464277,0.346629,18,42,6,0.378522,2.74993,0.27633,0.56806,1.19810666666667,0.627140630118041
"DDX41","Ddx41",10.068601,7.639243,8.727347,375,415,120,8.81173033333333,104.48076,96.68882,86.65077,95.9401166666667,0.101214344181898
"DDX42","Ddx42",19.537374,16.668204,14.80222,1345,1701,331,17.0025993333333,71.13372,55.90211,58.96884,62.0015566666667,0.285748484415755
"DDX46","Ddx46",19.788284,19.688804,22.173507,1367,1763,308,20.5501983333333,18.7194,19.70252,14.33255,17.5848233333333,1.15955895554204
"DDX47","Ddx47",27.870063,19.561416,30.456525,753,882,234,25.962668,17.42727,18.68009,16.80142,17.63626,1.44678535285513
"DDX49","Ddx49",30.417321,21.985302,21.721061,389,510,143,24.7078946666667,32.18743,30.25843,26.7206,29.7221533333333,0.836786874531147
"DDX5","Ddx5",268.75609,213.732985,199.476524,11898,14790,2840,227.321866333333,333.47039,258.45398,178.43591,256.78676,0.885700515935471
"DDX50","Ddx50",27.532526,23.10054,25.570457,1087,1158,292,25.4011743333333,15.02522,14.2864,11.25193,13.5211833333333,1.81811452464273
"DDX51","Ddx51",13.26874,9.154975,14.38655,317,340,82,12.2700883333333,41.03359,28.79387,32.40118,34.0762133333333,0.378321576711435
"DDX52","Ddx52",8.905596,5.819373,5.85095,421,472,126,6.85863966666667,4.88692,4.83582,5.4184,5.04704666666667,1.29958310227472
"DDX54","Ddx54",6.985689,6.132012,6.140261,460,722,164,6.41932066666667,138.67266,153.50282,62.18056,118.11868,0.0622851148675142
"DDX55","Ddx55",11.087446,11.013799,10.60338,455,537,139,10.9015416666667,25.87584,20.08939,31.39616,25.78713,0.44430073944714
"DDX56","Ddx56",14.558458,12.552244,19.949866,453,645,197,15.686856,45.00939,50.01622,95.63046,63.5520233333333,0.258502447147668
"DDX58","Ddx58",4.608653,5.140464,4.165466,144,189,41,4.63819433333333,3.54509,4.11736,3.29911,3.65385333333333,1.21151096295829
"DDX59","Ddx59",7.911473,3.759884,2.389885,132,156,29,4.68708066666667,13.00419,11.60597,12.16956,12.2599066666667,0.428892963550271
"DDX6","Ddx6",22.554966,21.281683,17.59629,2980,4226,729,20.4776463333333,21.36994,18.34849,13.02165,17.5800266666667,1.15595347190029
"DEAF1","Deaf1",41.613808,37.095024,56.11238,512,675,214,44.940404,205.88028,158.25574,288.85775,217.66459,0.210095306240485
"DECR1","Decr1",7.894294,7.123943,7.750306,485,577,144,7.58951433333333,94.29277,77.67713,73.62912,81.86634,0.103655046588679
"DECR2","Decr2",66.370454,35.046949,70.807715,421,495,132,57.4083726666667,16.0523,13.98244,15.25019,15.0949766666667,3.62898150623807
"DEDD","Dedd",64.986246,36.787447,42.017785,377,522,131,47.9304926666667,39.29418,31.50193,33.44991,34.7486733333333,1.36873590274026
"DEDD2","Dedd2",6.080739,3.708544,4.924204,443,391,103,4.90449566666667,25.4617,21.08419,34.41124,26.98571,0.21098252167505
"DEF6","Def6",3.181131,3.14259,6.381118,53,61,20,4.23494633333333,11.52983,8.34525,7.07888,8.98465333333333,0.524299257927833
"DEF8","Def8",25.149036,26.919352,33.111797,956,1431,320,28.393395,93.13316,104.03927,104.47907,100.5505,0.289446088399368
"DEFB1","Defb1",0.441531,0.095554,0,6,2,0,0.179028333333333,1.68972,0,1.24536,0.97836,0.595962480707926
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB105B","Defb12",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB119","Defb19",0,0,0,0,0,0,0,0,1.13296,0,0.377653333333333,0.725872014246448
"DEFB123","Defb36",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB124","Defb25",0,0,0,0,0,0,0,0,1.5751,0.54621,0.707103333333333,0.585787620745473
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB128","Defb20",0,0.06581,0.616273,0,1,2,0.227361,0,0,0,0,1.227361
"DEFB135","Defb30",0,0,0,0,0,0,0,0,0,0,0,1
"DEFB136","Defb42",0.478578,1.340851,0.928629,19,50,11,0.916019333333333,0,0,0,0,1.91601933333333
"DEGS1","Degs1",66.36338,62.950489,69.257523,1980,3037,680,66.190464,33.463,31.25323,24.29543,29.6705533333333,2.19071574189619
"DEGS2","Degs2",2.303784,2.405061,2.645233,51,76,21,2.45135933333333,27.31707,31.19796,13.89558,24.13687,0.137302668682829
"DEK","Dek",26.621951,26.362925,25.564175,617,917,173,26.183017,17.39413,14.34167,16.27706,16.0042866666667,1.5985979025681
"DENND1A","Dennd1a",18.167257,15.488432,10.424662,739,1074,224,14.6934503333333,49.25025,46.94893,85.5802,60.5931266666667,0.254792233852067
"DENND1B","Dennd1b",2.922314,2.051933,2.159547,408,518,109,2.37793133333333,8.1007,6.88068,7.14443,7.37527,0.403322081954771
"DENND1C","Dennd1c",1.390571,2.298034,0.495404,29,50,7,1.39466966666667,9.80698,7.32282,3.23356,6.78778666666667,0.307490403777539
"DENND2A","Dennd2a",4.93792,5.185062,5.012278,420,547,109,5.04508666666667,23.62289,39.90244,40.61618,34.7138366666667,0.169264554886337
"DENND2C","Dennd2c",0.101531,0.205169,0.203938,8,25,5,0.170212666666667,4.35682,2.84623,2.25039,3.15114666666667,0.281901065087237
"DENND2D","Dennd2d",0.246398,0.144202,0,7,8,0,0.1302,1.45779,0.96716,1.28906,1.23800333333333,0.505003716110045
"DENND3","Dennd3",1.854171,3.534068,1.405123,117,138,34,2.264454,43.80008,22.49348,47.65137,37.9816433333333,0.0837433653600887
"DENND4B","Dennd4b",14.881195,12.61498,18.914234,985,1169,297,15.4701363333333,65.41851,51.14918,66.52839,61.0320266666667,0.265510208490152
"DENND4C","Dennd4c",2.926604,3.860072,1.977361,511,631,109,2.92134566666667,10.95002,12.84947,10.09396,11.2978166666667,0.318865191517736
"DENND5A","Dennd5a",116.062866,97.72487,69.052943,7504,10580,2240,94.2802263333333,166.86772,189.61951,118.57129,158.35284,0.597919850900262
"DENND5B","Dennd5b",8.853796,7.151355,4.840681,1796,2127,326,6.94861066666667,8.96212,10.66644,8.2587,9.29575333333333,0.772028078890779
"DENR","Denr",46.700644,43.387747,42.364947,857,1065,283,44.1511126666667,33.69492,29.3189,34.30199,32.4386033333333,1.35026909517054
"DEPDC1","Depdc1a",0.026008,0.033105,0,1,2,0,0.0197043333333333,0.23192,0,0.17479,0.13557,0.897966953453625
"DEPDC1B","Depdc1b",0.458449,1.266568,0.450644,25,70,4,0.725220333333333,0.29819,0.55267,0.26218,0.371013333333333,1.25835416139887
"DEPDC5","Depdc5",40.11069,56.360979,45.728972,981,1256,248,47.4002136666667,32.63471,15.80623,23.61812,24.0196866666667,1.93448520405132
"DEPDC7","Depdc7",2.704733,3.251892,2.122478,83,131,24,2.69303433333333,1.62345,1.2435,0.98318,1.28337666666667,1.61735660491115
"DEPTOR","Deptor",4.024441,3.076351,2.84738,771,880,171,3.31605733333333,11.19851,10.91514,13.78634,11.9666633333333,0.332857977598452
"DERA","Dera",6.410082,5.27048,7.011108,66,86,22,6.23055666666667,41.01702,61.26296,78.45762,60.2458666666667,0.118057871660455
"DERL1","Derl1",23.080857,21.536234,26.165475,1355,2072,482,23.5941886666667,19.96184,19.70252,12.38804,17.3508,1.34022433172759
"DERL2","Derl2",6.59826,7.289658,5.262736,440,610,118,6.38355133333333,28.79143,37.08385,27.41975,31.0983433333333,0.230029047189663
"DERL3","Derl3",0.441624,0.511298,4.351093,9,17,8,1.768005,5.08571,4.94636,3.77977,4.60394666666667,0.493938498106097
"DES","Des",1.219063,0.595823,0.776321,44,45,16,0.863735666666667,60.08431,51.59132,20.51565,44.06376,0.041357748813385
"DESI1","Desi1",75.162567,67.15486,73.148077,3089,4491,1127,71.8218346666667,47.06356,45.20803,30.71886,40.9968166666667,1.73398463137484
"DESI2","Desi2",4.109398,3.529762,2.734628,470,580,114,3.45792933333333,10.58557,7.90312,3.25541,7.24803333333333,0.540483913336917
"DET1","Det1",2.696375,1.840921,2.750336,114,114,35,2.42921066666667,14.71047,3.89629,5.15622,7.92099333333333,0.384397851061429
"DEXI","Dexi",35.871459,30.980066,44.173681,765,991,281,37.008402,98.68272,84.99994,54.35883,79.3471633333333,0.473052195288039
"DFFA","Dffa",83.431775,70.359169,62.868395,1935,2921,681,72.2197796666667,25.42857,29.7334,25.71557,26.95918,2.61880998179012
"DFFB","Dffb",6.287876,4.262844,3.388736,118,130,35,4.64648533333333,15.48906,10.88751,10.11581,12.1641266666667,0.428929732773766
"DGAT1","Dgat1",26.650714,18.644207,29.923469,365,402,130,25.0727966666667,62.33726,58.52727,85.20877,68.6911,0.374119459538832
"DGAT2","Dgat2",9.849223,8.459801,5.981554,291,416,89,8.09685933333333,24.13643,14.97723,4.34783,14.4871633333333,0.587380602731423
"DGAT2L6","Dgat2l6",0.020252,0.006868,0,2,1,0,0.00904,0,0,0,0,1.00904
"DGCR2","Dgcr2",29.652434,22.880917,28.102475,2299,2643,720,26.8786086666667,68.46662,67.03832,68.49475,67.9998966666667,0.404038411844965
"DGCR6","Dgcr6",33.725128,33.303376,44.304697,475,691,185,37.111067,55.95941,54.60334,63.55701,58.03992,0.6455135271186
"DGCR8","Dgcr8",23.181681,18.460188,25.515799,548,615,126,22.3858893333333,17.22848,16.16546,17.47872,16.9575533333333,1.30228705989272
"DGKA","Dgka",3.907287,2.643577,3.653552,235,234,68,3.401472,197.72988,115.20311,106.09585,139.67628,0.0312879470512015
"DGKB","Dgkb",9.253913,5.666587,5.01619,1068,1050,181,6.64556333333333,96.18128,68.72395,28.99283,64.6326866666667,0.116490177709217
"DGKD","Dgkd",14.301066,11.684062,8.029864,1127,1346,301,11.3383306666667,22.18166,16.38653,17.60981,18.726,0.62548568724864
"DGKE","Dgke",11.204315,9.48353,9.328638,1553,2040,438,10.0054943333333,10.20456,6.05169,7.5814,7.94588333333333,1.23023003131794
"DGKG","Dgkg",5.918091,4.005401,3.648567,434,440,90,4.52401966666667,10.93346,9.00845,22.46016,14.1340233333333,0.365006683615967
"DGKH","Dgkh",2.201112,1.636087,2.184925,713,816,111,2.00737466666667,3.99237,1.21586,0.41512,1.87445,1.04624351325181
"DGKI","Dgki",4.397444,4.859729,1.95513,394,590,47,3.73743433333333,6.51038,3.59233,5.85537,5.31936,0.749669956029303
"DGKQ","Dgkq",28.422558,20.755435,24.377257,1334,1464,358,24.5184166666667,18.33839,19.73016,28.40292,22.1571566666667,1.10196674980391
"DGKZ","Dgkz",54.009444,43.801787,64.410268,1469,1837,551,54.073833,205.86371,222.7518,464.49706,297.70419,0.184375830148215
"DGUOK","Dguok",23.885021,27.10386,30.767837,201,305,74,27.2522393333333,69.34461,55.73631,55.56049,60.2138033333333,0.461533801118168
"DHCR24","Dhcr24",43.090833,43.616151,46.943479,3811,5844,1316,44.5501543333333,60.69724,36.75225,46.01274,47.8207433333333,0.93300820969338
