"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"NDUFAF5","Ndufaf5",23.755971,19.024054,26.240841,504,602,173,23.0069553333333,26.7704,25.09101,23.3341,25.06517,0.921035824179675
"NDUFAF6","Ndufaf6",16.921932,8.63815,20.758425,96,110,30,15.4395023333333,19.51456,22.10662,19.42323,20.3481366666667,0.77006731735057
"NDUFB10","Ndufb10",174.8899,155.289352,222.589823,1519,2076,593,184.256358333333,235.76506,221.9228,168.88816,208.858673333333,0.882767223249704
"NDUFB11","Ndufb11",68.825236,59.610502,77.462401,1072,1407,380,68.632713,144.15595,141.12312,192.57183,159.283633333333,0.434434330891343
"NDUFB2","Ndufb2",107.163239,111.246849,127.20963,962,1281,339,115.206572666667,563.50366,468.68791,381.1454,471.112323333333,0.246141790678528
"NDUFB3","Ndufb3",57.583426,56.406646,60.414164,696,1014,230,58.1347453333333,94.01115,101.7457,94.88762,96.88149,0.604146354263031
"NDUFB4","Ndufb4",24.034225,21.737923,21.635128,141,204,42,22.469092,365.34307,387.14213,495.76213,416.082443333333,0.0562696713206972
"NDUFB5","Ndufb5",185.696718,171.751719,243.950539,1797,2273,632,200.466325333333,438.59722,384.10247,316.53967,379.746453333333,0.52913513328765
"NDUFB6","Ndufb6",90.809291,86.484219,97.573971,719,1016,282,91.6224936666667,78.47239,64.30262,52.91683,65.2306133333333,1.39848461315774
"NDUFB7","Ndufb7",69.754443,76.075564,97.121566,667,1084,284,80.9838576666667,343.55899,291.58628,355.93235,330.359206666667,0.247416869720898
"NDUFB8","Ndufb8",793.628262,669.924613,1006.333482,2403,3162,975,823.295452333333,380.61677,385.1249,477.97753,414.573066666667,1.98351509866857
"NDUFB9","Ndufb9",133.283513,129.804679,166.069799,1428,2084,563,143.052663666667,328.36811,291.69681,327.85715,315.974023333333,0.454462047557693
"NDUFC1","Ndufc1",386.254659,357.568229,354.102032,586,825,169,365.974973333333,183.53296,206.42054,176.25107,188.734856666667,1.93414631228277
"NDUFC2","Ndufc2",106.650153,105.488209,135.47878,956,1418,329,115.872380666667,319.58821,237.6185,288.96699,282.0579,0.412892135024907
"NDUFS1","Ndufs1",113.478867,100.31898,121.227315,3260,4074,1024,111.675054,33.99311,29.01493,32.02976,31.6792666666667,3.447906440169
"NDUFS2","Ndufs2",271.901106,230.061468,319.31087,3132,3984,1124,273.757814666667,186.81299,148.2525,170.04613,168.37054,1.62222907635925
"NDUFS3","Ndufs3",190.36644,155.558233,229.39308,1333,1657,490,191.772584333333,314.61846,307.42014,260.62961,294.222736666667,0.652973366854841
"NDUFS4","Ndufs4",81.53203,76.63113,99.619262,815,1016,297,85.927474,158.65106,183.65072,358.31382,233.538533333333,0.370631950172793
"NDUFS5","Ndufs5",198.479133,188.835621,206.587976,808,1119,252,197.967576666667,663.41225,524.34132,431.02531,539.59296,0.368054324397171
"NDUFS6","Ndufs6",73.184016,71.951522,68.94144,539,801,162,71.3589926666667,93.29882,83.53538,90.49609,89.1100966666667,0.803006492539182
"NDUFS7","Ndufs7",87.256981,75.791266,111.384159,968,1363,397,91.4774686666667,187.95604,169.06035,146.29691,167.7711,0.547946115577055
"NDUFS8","Ndufs8",76.886144,73.051649,88.425873,930,1324,357,79.4545553333333,308.87011,318.44582,197.61881,274.978246666667,0.291524989034764
"NDUFV1","Ndufv1",183.540455,161.699308,218.622831,2575,3251,965,187.954198,460.44756,357.87849,421.93637,413.420806666667,0.455947662280341
"NDUFV2","Ndufv2",127.161008,102.99278,125.987683,2085,2525,654,118.713823666667,126.16545,100.83381,219.59831,148.865856666667,0.798806521574394
"NDUFV3","Ndufv3",72.396047,75.894346,93.133393,625,950,253,80.4745953333333,47.27891,45.0146,54.86134,49.0516166666667,1.62781146263341
"NEBL","Nebl",44.433115,41.343448,32.547715,2144,3275,489,39.441426,120.56619,124.26682,90.56163,111.798213333333,0.358528958969327
"NECAB1","Necab1",7.1598,4.564337,3.530182,711,702,108,5.084773,55.72749,27.43984,67.18384,50.1170566666667,0.119036059522728
"NECAB2","Necab2",16.862868,10.641695,14.334659,450,448,113,13.9464073333333,349.42329,275.22738,185.34001,269.996893333333,0.0551534268510926
"NECAB3","Necab3",34.549353,28.732556,41.471568,827,1078,338,34.9178256666667,39.12852,42.96974,79.00383,53.7006966666667,0.656624647498396
"NECAP1","Necap1",56.575167,47.192029,60.069733,2912,3566,979,54.6123096666667,64.65648,53.33221,63.09819,60.3622933333333,0.906294511591483
"NECAP2","Necap2",27.323729,29.310861,41.215535,456,849,205,32.6167083333333,23.24188,26.14107,24.81979,24.7342466666667,1.30630240584725
"NEDD1","Nedd1",1.407727,1.267975,1.010924,92,137,22,1.22887533333333,3.396,3.23309,3.49574,3.37494333333333,0.509463817817069
"NEDD4","Nedd4",115.4731,88.070165,82.109923,8942,10296,2191,95.2177293333333,34.47352,33.54679,41.99263,36.67098,2.55416050586774
"NEDD4L","Nedd4l",28.847969,28.977797,32.264614,940,1071,243,30.0301266666667,68.68198,101.13777,68.77878,79.5328433333333,0.385310208634134
"NEDD8","Nedd8",162.255381,130.317377,194.357358,807,1078,302,162.310038666667,291.77417,309.3821,254.31542,285.15723,0.570700375687403
"NEDD9","Nedd9",3.865302,4.239829,3.192465,383,524,99,3.76586533333333,6.65947,6.21749,15.68715,9.52137,0.452970034637441
"NEFH","Nefh",218.201375,227.298547,228.674996,17793,27743,5855,224.724972666667,23.98734,12.73894,50.33872,29.0216666666667,7.51873555765281
"NEFL","Nefl",448.986311,471.90571,519.116908,32436,52135,11696,480.002976333333,106.303,65.26979,192.98695,121.519913333333,3.92591672036769
"NEFM","Nefm",422.230847,452.072249,431.473287,30575,49139,9839,435.258794333333,173.65972,101.71807,256.30362,177.227136666667,2.4477686310433
"NEGR1","Negr1",29.448514,18.001185,12.973664,1896,2022,414,20.141121,325.83354,160.63221,226.72089,237.72888,0.0885570317256965
"NEIL1","Neil1",3.689145,3.423072,5.442155,123,165,48,4.18479066666667,102.45973,87.23824,152.26153,113.9865,0.0450904294562115
"NEIL2","Neil2",1.61626,1.854912,3.010436,72,116,28,2.160536,46.30153,39.46031,45.07326,43.6117,0.0708454508570622
"NEIL3","Neil3",0.267108,0.328161,0.123586,16,23,2,0.239618333333333,0.18222,0.22107,0,0.13443,1.09272351166078
"NEK1","Nek1",11.018207,8.571889,10.691077,1112,1263,243,10.0937243333333,6.6429,7.51625,4.56632,6.24182333333333,1.53189657116739
"NEK10","Nek10",0.142212,0.113964,0.059968,21,16,4,0.105381333333333,6.67603,4.08972,4.91589,5.22721333333333,0.177508184506285
"NEK11","Nek11",0.633782,0.487428,0.369153,28,33,8,0.496787666666667,28.04597,39.84718,54.20589,40.69968,0.0358944640982057
"NEK2","Nek2",0.36803,0.192701,0.662362,12,19,2,0.407697666666667,0.84486,0.4145,0.6773,0.645553333333333,0.855455510405821
"NEK3","Nek3",1.160963,1.243838,0.836304,43,65,11,1.08036833333333,17.01312,12.13101,18.44005,15.8613933333333,0.123380570763428
"NEK4","Nek4",5.141773,4.464785,3.95926,426,604,115,4.52193933333333,20.17719,18.12743,9.43851,15.9143766666667,0.326464252402246
"NEK5","Nek5",0.783292,0.184011,0.426745,20,13,6,0.464682666666667,1.15961,4.11736,0.74285,2.00660666666667,0.487154732577812
"NEK6","Nek6",12.852462,12.882822,15.394045,530,744,162,13.7097763333333,33.09855,58.41674,46.95222,46.1558366666667,0.311939674346428
"NEK7","Nek7",17.058792,18.435869,17.586755,1381,2300,448,17.6938053333333,33.76118,74.14007,38.23471,48.7119866666667,0.376042210074619
"NEK8","Nek8",2.260317,2.19829,3.944183,85,93,29,2.80093,2.68367,1.93433,1.83527,2.15109,1.20622705159167
"NEK9","Nek9",15.670703,15.595336,14.532666,1877,2784,549,15.266235,35.03675,35.17715,29.58274,33.2655466666667,0.47471108977881
"NELL1","Nell1",12.803985,10.770225,13.101552,839,1066,272,12.225254,25.412,6.38329,86.12641,39.3072333333333,0.328111182690948
"NELL2","Nell2",26.3488,23.360648,28.482289,1713,2282,606,26.0639123333333,461.6403,227.89159,948.41736,545.983083333333,0.0494785179980429
"NEMF","Nemf",20.098325,17.074654,19.354337,1860,2272,543,18.8424386666667,42.35886,39.62611,38.84646,40.2771433333333,0.480712497626814
"NENF","Nenf",38.574467,31.601868,41.954296,415,513,141,37.376877,218.91759,233.22481,201.1801,217.774166666667,0.175417772512751
"NEO1","Neo1",16.558993,16.770792,12.477173,2101,3253,548,15.268986,62.75141,42.96974,55.18907,53.63674,0.297766411392773
"NEPNP","Nepn",0.027218,0,0.086583,1,0,1,0.0379336666666667,0,0,0,0,1.03793366666667
"NES","Nes",4.177786,1.726569,4.637726,563,326,196,3.514027,15.05835,13.4574,10.98975,13.1685,0.318595969933303
"NET1","Net1",19.824507,12.197111,21.406987,598,670,192,17.809535,22.34732,35.56402,13.06535,23.6588966666667,0.762788994749562
"NETO1","Neto1",15.667465,13.950027,7.56604,528,775,110,12.3945106666667,34.70544,27.16351,40.09182,33.9869233333333,0.382843342326852
"NETO2","Neto2",6.269209,4.728645,3.605052,589,726,121,4.86763533333333,39.04569,24.45544,6.40158,23.3009033333333,0.241457498630709
"NEU1","Neu1",21.152461,14.763906,20.076012,779,1103,303,18.6641263333333,21.78408,19.34329,22.54755,21.2249733333333,0.884776149712665
"NEU2","Neu2",1.469598,0.489229,0.771298,26,17,7,0.910041666666667,0,0.13817,0,0.0460566666666667,1.82594473849409
"NEU3","Neu3",1.233243,1.137589,1.032259,88,123,23,1.13436366666667,5.40046,3.15019,1.85711,3.46925333333333,0.477566051301634
"NEU4","Neu4",2.861474,3.852518,4.114802,201,411,78,3.609598,12.44095,19.03932,27.85671,19.7789933333333,0.221839331966354
"NEURL1B","Neurl1b",0.215054,0.204126,0.14074,27,35,6,0.18664,3.16408,3.75812,3.88902,3.60374,0.257755650840404
"NEURL2","Neurl2",1.129621,0.79253,2.169204,20,22,12,1.363785,2.86589,4.22789,5.11253,4.06877,0.466342919485398
"NEURL3","Neurl3",0.637413,0.571661,0.79942,34,46,14,0.669498,0.34788,0.1658,2.57811,1.03059666666667,0.822171151664781
"NEURL4","Neurl4",37.536162,31.209538,35.721552,1577,1885,464,34.8224173333333,59.02409,55.37708,80.48952,64.9635633333333,0.543063708555466
"NEUROD1","Neurod1",0.507422,0.360643,0.327994,25,29,5,0.398686333333333,0.29819,0.05527,4.36968,1.57438,0.543309974958372
"NEUROD2","Neurod2",0.728619,0.459994,1.052363,49,47,22,0.746992,0.21536,0.4974,33.51545,11.4094033333333,0.14077969367853
"NEUROD4","Neurod4",0.07741,0.068043,0.05047,5,7,1,0.0653076666666667,0,0.02763,0,0.00921,1.05558572216552
"NEUROD6","Neurod6",0.971706,0.5579,0.684567,41,36,9,0.738057666666667,0,0.05527,25.62818,8.56115,0.181783328016679
"NEUROG1","Neurog1",0,0,0,0,0,0,0,0,0,0,0,1
"NEUROG2","Neurog2",0.333218,0.103889,0.21525,15,7,3,0.217452333333333,1.4081,3.09493,0,1.50101,0.486784272487248
"NEUROG3","Neurog3",0.041902,0.021385,0,1,1,0,0.0210956666666667,0,0,0,0,1.02109566666667
"NEXN","Nexn",29.229275,25.863192,34.100038,341,356,91,29.730835,5.2845,3.64759,3.69238,4.20815666666667,5.90052046565419
"NF1","Nf1",18.193972,15.984582,13.243985,2869,3885,720,15.807513,27.56556,21.55395,19.79465,22.9713866666667,0.701148967046267
"NF2","Nf2",46.918626,40.791067,41.085359,1575,2249,483,42.931684,27.20111,33.76786,36.18096,32.38331,1.31597747497177
"NFAM1","Nfam1",0.465232,0.679923,0.724289,46,87,23,0.623148,1.60689,1.05006,1.04872,1.23522333333333,0.726168153219589
"NFASC","Nfasc",357.921238,254.490795,390.714856,9456,14447,2429,334.375629666667,58.06327,40.04061,50.73199,49.6119566666667,6.62641106478989
"NFAT5","Nfat5",16.329817,16.539975,18.016211,2404,3136,527,16.962001,4.32368,4.78056,3.49574,4.19999333333333,3.45423539004537
"NFATC1","Nfatc1",1.524437,1.42857,1.486582,108,145,45,1.479863,5.73178,5.96879,5.39656,5.69904333333333,0.370181662754831
"NFATC2","Nfatc2",7.458414,6.194968,7.905141,557,679,176,7.18617433333333,2.31922,2.54226,1.72602,2.19583333333333,2.56151478487614
"NFATC2IP","Nfatc2ip",3.197282,3.218869,2.877354,117,137,26,3.097835,14.66077,15.39173,19.07366,16.3753866666667,0.235841370244806
"NFATC3","Nfatc3",3.51968,3.304362,3.294858,415,596,126,3.37296666666667,3.49539,4.22789,2.33778,3.35368666666667,1.00442843077055
"NFATC4","Nfatc4",1.126391,0.631908,1.006682,47,46,15,0.921660333333333,36.84243,84.83414,53.72522,58.4672633333333,0.032314591686552
"NFE2","Nfe2",0.142701,0.06989,0.08249,3,4,1,0.0983603333333333,1.49093,0.85663,1.83527,1.39427666666667,0.45874411617705
"NFE2L1","Nfe2l1",144.721744,125.576885,106.175562,6646,9140,2045,125.491397,255.95882,242.95172,196.439,231.78318,0.543387185448708
"NFE2L2","Nfe2l2",8.624685,9.408363,10.311894,434,710,160,9.448314,41.59683,55.40471,38.58428,45.1952733333333,0.226177122594505
"NFE2L3","Nfe2l3",3.058294,4.421586,3.024205,153,302,49,3.50136166666667,2.45174,1.7409,1.44199,1.87821,1.56394483608446
"NFIA","Nfia",7.811684,9.379951,6.973533,1134,1817,404,8.055056,18.05677,21.49868,13.58971,17.7150533333333,0.483838108218055
"NFIB","Nfib",7.437389,9.922431,9.28593,982,1652,262,8.88191666666667,11.28134,16.55233,15.94933,14.5943333333333,0.633686381805357
"NFIC","Nfic",62.052491,58.332948,60.985516,3814,5384,1275,60.456985,43.5019,42.19601,69.32499,51.6743,1.16673567565207
"NFIL3","Nfil3",2.22577,1.783837,1.969062,93,112,26,1.99288966666667,7.45463,5.02926,7.90912,6.79767,0.383818456880923
"NFIX","Nfix",41.349671,48.639466,48.971361,1749,3011,570,46.320166,72.17737,91.57666,131.52739,98.42714,0.475928061493069
"NFKB1","Nfkb1",10.432956,8.933932,9.797652,541,682,142,9.72151333333333,7.91847,5.44375,7.23182,6.86468,1.36324851530302
"NFKB2","Nfkb2",1.114621,0.670945,1.020335,76,71,21,0.935300333333333,6.26189,10.52828,15.29388,10.6946833333333,0.165485484144504
"NFKBIA","Nfkbia",17.657161,17.207167,39.592476,389,644,222,24.8189346666667,81.23889,61.40113,86.58522,76.4084133333333,0.333541711486658
"NFKBIB","Nfkbib",10.58193,10.387444,14.347128,249,335,111,11.7721673333333,32.23713,43.08027,39.89519,38.4041966666667,0.324132158850424
"NFKBID","Nfkbid",0.807145,0.650408,0.770188,34,29,10,0.742580333333333,6.75886,5.19505,25.84666,12.60019,0.128129116823613
"NFKBIE","Nfkbie",0.717765,1.091762,1.84771,39,88,30,1.219079,6.27845,4.39369,15.51237,8.72817,0.228108575405241
"NFKBIL1","Nfkbil1",3.572342,2.45576,4.130065,91,93,36,3.38605566666667,23.19218,26.38977,33.12218,27.5680433333333,0.153530139095981
"NFKBIZ","Nfkbiz",10.896364,7.274475,1.075147,86,144,26,6.41532866666667,4.67157,5.74772,10.68387,7.03438666666667,0.922948941134689
"NFRKB","Nfrkb",5.125825,5.287476,3.971768,540,683,142,4.795023,16.33392,16.16546,6.92594,13.1417733333333,0.409780503718063
"NFS1","Nfs1",21.41465,18.798176,20.971757,661,820,210,20.394861,51.18845,45.65016,50.51351,49.1173733333333,0.426895097987311
"NFU1","Nfu1",26.192575,22.087863,27.294825,364,467,129,25.1917543333333,43.25341,37.69178,48.19758,43.04759,0.594624004022316
"NFX1","Nfx1",28.402872,20.60702,24.571845,1688,1858,439,24.5272456666667,20.87296,19.45382,18.94257,19.75645,1.2298464172181
"NFYA","Nfya",6.127511,5.495398,4.17988,282,361,80,5.26759633333333,10.0886,10.30721,7.71249,9.36943333333333,0.604429975279909
"NFYB","Nfyb",11.347571,9.02156,10.160071,363,466,100,10.1764006666667,27.58213,30.53476,28.14074,28.7525433333333,0.375645219349875
"NFYC","Nfyc",27.317916,18.0435,29.87139,525,625,186,25.077602,61.34331,53.60855,73.38879,62.7802166666667,0.408866626093305
"NGB","Ngb",3.383932,1.407783,1.784507,90,68,18,2.192074,3.9758,4.11736,35.19778,14.4303133333333,0.206870329269615
"NGDN","Ngdn",38.218047,28.514537,23.822765,246,321,79,30.1851163333333,26.1409,26.44504,27.57269,26.7195433333333,1.12502273065345
"NGEF","Ngef",16.654592,13.561357,16.077281,751,881,201,15.4310766666667,399.70062,284.73323,163.42606,282.61997,0.0579334264320903
"NGF","Ngf",0.585441,0.388387,0.307453,9,9,2,0.427093666666667,1.97134,0.7461,1.74787,1.48843666666667,0.573490049308066
"NGFR","Ngfr",0.5182,0.556441,0.886596,39,64,21,0.653745666666667,2.88246,0.96716,1.24536,1.69832666666667,0.612878228235277
"NGLY1","Ngly1",11.586561,9.567765,9.565646,509,681,154,10.2399906666667,14.1141,10.30721,15.16279,13.1947,0.791844185975517
"NGRN","Ngrn",13.183313,11.428127,14.09418,386,492,129,12.9018733333333,339.10277,313.22313,401.46442,351.26344,0.0394644228005419
"NHEJ1","Nhej1",1.634289,1.514881,1.996788,31,43,12,1.71531933333333,7.81908,14.9496,7.82173,10.1968033333333,0.242508442141671
"NHLH1","Nhlh1",0.096191,0.063674,0.060958,5,5,1,0.0736076666666667,3.59479,2.32119,0.83024,2.24874,0.330468940779092
"NHLH2","Nhlh2",0.725958,0.568592,0.479098,42,51,8,0.591216,0.64607,0.6632,1.37645,0.89524,0.839585487853781
"NHLRC1","Nhlrc1",2.903804,3.220224,3.585712,134,221,52,3.23658,2.63397,2.79096,3.01508,2.81333666666667,1.1109902875959
"NHLRC2","Nhlrc2",3.591323,2.785164,3.166504,533,743,156,3.180997,1.54062,1.54746,0.96133,1.34980333333333,1.77929656524447
"NHLRC3","Nhlrc3",2.39494,2.539972,2.543606,247,330,89,2.49283933333333,14.27976,10.74934,14.28886,13.1059866666667,0.247613968159146
"NHLRC4","Nhlrc4",0.06783,0.19482,10.504444,3,13,5,3.58903133333333,0.11596,1.658,0.45882,0.74426,2.63093307954854
"NHP2","Nhp2",11.661643,8.376242,9.383555,195,208,46,9.80714666666667,207.17241,184.23102,140.9222,177.441876666667,0.0605639599209924
"NHSL1","Nhsl1",4.902487,4.004856,3.931824,679,872,187,4.27972233333333,9.92294,11.96521,10.90235,10.9301666666667,0.442552269456979
"NHSL2","Nhsl2",3.511049,2.280358,2.231425,586,563,121,2.67427733333333,1.85537,1.8238,0.26218,1.31378333333333,1.5879954187586
"NICN1","Nicn1",36.32329,33.623731,33.377295,1406,1791,467,34.4414386666667,52.48059,45.12513,68.01408,55.2066,0.630556530134658
"NID1","Nid1",5.663854,8.796645,11.600854,589,1269,223,8.68711766666667,6.0134,6.32802,2.49072,4.94404666666667,1.62971763344164
"NID2","Nid2",1.757178,1.353919,3.654032,99,102,34,2.255043,5.58269,8.17945,3.05878,5.60697333333333,0.492667797458443
"NIF3L1","Nif3l1",17.13098,9.728774,14.974871,422,531,111,13.944875,28.37729,13.4574,16.12412,19.3196033333333,0.735490489397677
"NIN","Nin",8.81755,3.439803,4.783748,454,509,100,5.680367,9.39283,12.49024,7.88727,9.92344666666667,0.611562193129519
"NINJ1","Ninj1",13.773762,10.291775,16.224687,211,280,89,13.4300746666667,43.4025,48.16479,45.57577,45.7143533333333,0.308900233803943
"NINJ2","Ninj2",3.479563,4.877625,6.283723,49,104,27,4.88030366666667,15.19088,11.13621,18.76778,15.0316233333333,0.366794026057249
"NINL","Ninl",2.029707,0.992343,0.607059,56,104,17,1.209703,16.58241,19.14986,11.84183,15.8580333333333,0.131077152139138
"NIP7","Nip7",14.133056,9.735695,16.950804,242,267,96,13.6065183333333,8.7799,6.96358,8.69566,8.14638,1.59697260919985
"NIPA1","Nipa1",22.717805,24.333826,18.406645,1494,2431,377,21.8194253333333,22.09883,33.43626,14.92246,23.48585,0.931943360485069
"NIPA2","Nipa2",14.566188,9.938995,7.781166,450,589,101,10.7621163333333,24.0039,21.24999,16.03673,20.4302066666667,0.548856878343995
"NIPAL1","Nipal1",0.078214,0.014719,0.45362,7,2,3,0.182184333333333,3.87641,3.12256,1.46384,2.82093666666667,0.309396474337444
"NIPAL2","Nipal2",7.714169,4.249061,3.535171,390,448,100,5.16613366666667,35.63312,4.11736,16.16782,18.6394333333333,0.313966984790804
"NIPAL3","Nipal3",27.727339,21.957002,18.422427,2059,2592,593,22.702256,52.51372,45.37383,39.23973,45.7090933333333,0.507444146493103
"NIPAL4","Nipal4",3.844591,6.988918,5.355654,289,782,127,5.39638766666667,1.80568,0.88426,1.70418,1.46470666666667,2.59519226087756
"NIPBL","Nipbl",5.519463,4.639513,2.956115,1172,1480,196,4.371697,21.50246,21.16709,19.51062,20.7267233333333,0.247239167986214
"NIPSNAP1","Nipsnap1",33.631294,27.382586,27.062457,679,828,214,29.358779,67.25732,57.53247,46.73374,57.17451,0.521857064202174
"NIPSNAP3B","Nipsnap3b",10.476366,12.647227,8.291632,159,318,60,10.4717416666667,9.09465,6.13459,5.30916,6.84613333333333,1.46208854467593
"NISCH","Nisch",202.854922,153.238825,147.305447,6132,7708,1678,167.799731333333,111.55438,84.66834,137.07689,111.09987,1.50579774386298
"NIT1","Nit1",16.695462,15.263904,14.838792,406,550,113,15.599386,43.70069,28.87677,31.5054,34.6942866666667,0.465043219801936
"NIT2","Nit2",9.134962,6.915295,10.438291,162,179,51,8.829516,24.99785,23.81988,19.27029,22.6960066666667,0.414817405239308
"NKAIN1","Nkain1",28.317754,24.961057,29.885097,536,716,167,27.7213026666667,7.20614,4.00682,10.66202,7.29166,3.46387848352039
"NKAIN2","Nkain2",79.213732,83.787931,39.645808,896,2191,291,67.549157,73.65173,149.1644,97.57497,106.797033333333,0.635909494726354
"NKAIN3","Nkain3",1.078346,0.738493,0.803952,101,106,23,0.873597,27.10172,24.75941,34.41124,28.7574566666667,0.0629622692889188
"NKAIN4","Nkain4",74.034258,63.894649,69.297575,332,414,93,69.075494,98.79868,133.77267,55.75713,96.1094933333333,0.721613218179012
"NKAP","Nkap",7.045296,6.186137,5.462311,300,419,94,6.231248,10.48618,10.25194,11.57965,10.77259,0.614244444085796
"NKAPL","Nkapl",0.21141,0.279908,0.113034,6,12,1,0.201450666666667,2.6174,1.8238,1.3109,1.91736666666667,0.411827104352098
"NKD1","Nkd1",5.915866,7.158349,7.248014,273,482,102,6.77407633333333,8.21666,19.73016,24.03324,17.3266866666667,0.424194316994198
"NKD2","Nkd2",2.59513,1.205278,2.575346,161,138,47,2.12525133333333,5.05258,4.58712,18.57114,9.40361333333333,0.300400565957212
"NKG7","Nkg7",0.098047,0.101811,0.962807,1,1,2,0.387555,3.62792,1.51983,4.76295,3.30356666666667,0.322419775844842
"NKIRAS1","Nkiras1",68.106172,54.284025,65.876444,1790,2247,597,62.755547,26.48878,22.24478,24.09879,24.27745,2.52223016957802
"NKIRAS2","Nkiras2",5.001195,4.673613,6.609975,163,233,77,5.428261,11.82801,12.46261,12.71577,12.3354633333333,0.48204256869965
"NKPD1","Nkpd1",0.724868,0.663703,1.185679,39,56,21,0.858083333333333,0.31475,0.6632,0.91763,0.63186,1.13862913076694
"NKRF","Nkrf",15.446369,11.684173,12.713291,1064,1209,273,13.2812776666667,12.59004,6.35565,20.27532,13.07367,1.0147514945758
"NKTR","Nktr",55.649377,39.071334,30.382361,3337,3634,566,41.701024,44.82717,31.3085,25.82481,33.9868266666667,1.22048862581421
"NLE1","Nle1",8.811824,8.863359,12.360508,137,179,53,10.011897,8.34918,8.92555,7.5814,8.28537666666667,1.18593971955185
"NLGN1","Nlgn1",7.460858,5.880479,5.336495,660,807,140,6.225944,11.76175,11.32964,8.32424,10.4718766666667,0.629883340796028
"NLGN2","Nlgn2",81.436481,68.419613,55.367351,3045,3979,826,68.407815,104.48076,86.21581,60.95705,83.88454,0.817673218232672
"NLGN3","Nlgn3",9.135908,7.624107,6.947082,1022,1338,312,7.90236566666667,47.09669,52.19925,42.29851,47.19815,0.184703472367024
"NLK","Nlk",15.932534,10.93724,6.669995,637,911,167,11.179923,30.18296,26.41741,68.16702,41.58913,0.285986659037177
"NLN","Nln",8.162741,12.191102,12.281831,392,549,118,10.878558,5.40046,5.88589,4.47892,5.25509,1.89902271590017
"NLRC3","Nlrc3",0.844209,0.640156,1.092463,73,85,21,0.858942666666667,2.0376,2.10013,1.00503,1.71425333333333,0.684881784554623
"NLRC4","Nlrc4",0.226102,0.279737,0.309265,24,43,10,0.271701333333333,1.39153,0.4974,0.87394,0.920956666666667,0.662014586482083
"NLRC5","Nlrc5",0.547241,0.803103,0.606299,40,42,15,0.652214333333333,13.00419,12.13101,18.04678,14.3939933333333,0.107328507785937
"NLRP1","Nlrp1a",0.036258,0.024397,0,3,3,0,0.0202183333333333,191.96497,191.38804,254.77424,212.709083333333,0.00477386509464385
"NLRP10","Nlrp10",0.020454,0.058065,0,2,9,0,0.026173,0,0,0,0,1.026173
"NLRP12","Nlrp12",0.036143,0.021866,0.020198,2,3,1,0.026069,1.06021,1.76853,1.63863,1.48912333333333,0.412221036322025
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0,0.11053,0,0.0368433333333333,0.964465862730789
"NLRP3","Nlrp3",0.198494,0.069348,0.03649,10,9,1,0.101444,3.46226,0.829,3.80162,2.69762666666667,0.297878639271316
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0,0,0,0,1
"NLRP5","Nlrp5",0.05906,0.015116,0.342193,3,1,1,0.138789666666667,0,0,0,0,1.13878966666667
"NLRP6","Nlrp6",0.294953,0.118362,0.075118,4,4,2,0.162811,0,0.11053,0.13109,0.08054,1.07613878246062
"NLRP9","Nlrp9b",0.842133,0.311421,0.668598,4,2,1,0.607384,0.49698,0.1658,0.17479,0.27919,1.25656391935522
"NLRX1","Nlrx1",1.498123,1.753592,1.585191,87,173,39,1.612302,10.13829,7.10175,4.54447,7.26150333333333,0.316201772800834
"NMB","Nmb",3.865276,3.224983,5.258949,29,41,14,4.11640266666667,3.85984,8.92555,10.11581,7.63373333333333,0.59260605686223
"NMBR","Nmbr",2.372876,0.928259,2.386435,60,38,15,1.89585666666667,0.86142,0.3316,0.17479,0.455936666666667,1.98899906360396
"NMD3","Nmd3",19.017866,12.350406,17.849902,468,484,121,16.406058,17.47696,11.57834,8.82676,12.6273533333333,1.27728822862644
"NME1","Nme1",98.136598,99.253538,108.696583,1420,1886,487,102.028906333333,134.61403,118.98887,208.7615,154.121466666667,0.664182131250263
"NME2","Nme2",63.015328,60.825747,84.028248,774,1144,316,69.2897743333333,270.20544,211.58796,190.62732,224.14024,0.312204403501272
"NME3","Nme3",24.083859,20.189649,27.7455,192,228,56,24.006336,106.51836,139.07825,111.4924,119.02967,0.208334622597896
"NME4","Nme4",0.912246,1.147941,0.495806,12,24,2,0.851997666666667,124.88988,153.14359,178.34852,152.12733,0.0120944946056766
"NME5","Nme5",8.877016,7.520345,8.143886,64,83,19,8.18041566666667,26.671,34.98372,39.56746,33.7407266666667,0.264255142235559
"NME6","Nme6",13.250812,10.304923,12.101147,85,107,38,11.8856273333333,14.09753,17.16026,14.57289,15.2768933333333,0.791651519085952
"NME7","Nme7",7.268091,6.342766,6.560151,125,149,24,6.72366933333333,233.5121,211.83666,564.82494,336.724566666667,0.0228697290504086
"NME8","Nme8",0.046931,0,0,1,0,0,0.0156436666666667,2.36892,0,0,0.78964,0.567512833121
