"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"ABCB7","Abcb7",7.537502,7.121689,6.273685,852,1270,219,6.97762533333333,13.831658,11.114692,9.446497,350,248,280,0.630597333333333,4.89245577080955
"ABCB8","Abcb8",32.393634,22.982948,29.272752,764,1061,243,28.2164446666667,11.02178,6.985446,5.674411,471,342,268,0.0341556666666667,28.2514959869033
"ABCB9","Abcb9",13.338002,13.437693,14.346582,897,1194,345,13.7074256666667,4.324097,2.790693,3.029996,187,127,124,0.289378,11.4066050969279
"ABCC1","Abcc1",6.382838,7.348494,2.504568,439,657,118,5.41196666666667,4.111846,2.414281,2.166516,483,341,276,0.104014333333333,5.80786541720624
"ABCC10","Abcc10",4.048571,3.606159,3.043047,272,388,93,3.56592566666667,14.897475,9.350053,15.513101,250,167,160,0,4.56592566666667
"ABCC12","Abcc12",0.455108,0.934647,0.773761,35,106,17,0.721172,0.174113,0,0.046512,1,0,1,13.957216,0.115073018936144
"ABCC2","Abcc2",0.077074,0.105317,0.017706,5,9,1,0.066699,0.206724,0.320286,0.182112,3,4,1,0.0342316666666667,1.03139270859688
"ABCC3","Abcc3",0.811729,0.712912,0.426075,31,43,6,0.650238666666667,0.348225,0.325404,0.504307,2,3,3,0,1.65023866666667
"ABCC5","Abcc5",183.364476,141.300881,150.092514,4295,5403,1092,158.252623666667,26.815209,20.139758,16.661965,1688,1220,1081,12.58667,11.7212402793817
"ABCC6","Abcc6",1.008744,1.57666,0.876534,63,89,18,1.15397933333333,2.370812,3.482122,1.641663,98,80,51,8.88939033333333,0.217807090298893
"ABCC9","Abcc9",2.029741,1.735282,2.238094,334,424,115,2.001039,5.937915,4.245439,2.802442,581,434,370,0,3.001039
"ABCD1","Abcd1",3.751694,3.290507,2.928051,253,362,74,3.32341733333333,9.855316,6.357848,6.647314,690,437,443,14.570826,0.277661399166193
"ABCD2","Abcd2",26.320987,26.081769,26.769714,1181,1617,306,26.3908233333333,0.210704,0.12733,0.165506,19,13,17,1.20856033333333,12.4021168541015
"ABCD3","Abcd3",23.379323,22.163501,20.687641,1616,2217,462,22.0768216666667,10.323186,7.852999,5.423063,539,489,336,0,23.0768216666667
"ABCD4","Abcd4",9.282074,6.916407,9.782007,391,509,129,8.66016266666667,36.841234,32.142947,25.91358,577,476,396,0.035787,9.32639883167743
"ABCE1","Abce1",20.233439,17.96782,16.699634,1557,2065,408,18.3002976666667,25.279482,10.850918,4.462396,450,444,265,18.7739536666667,0.976046469614296
"ABCF1","Abcf1",39.898575,34.456644,30.824655,1253,1481,371,35.059958,30.647549,12.146954,19.277681,895,681,599,8.455803,3.81352678350004
"ABCF2","Abcf2",28.959469,23.183203,30.132421,1585,1906,522,27.425031,6.164294,6.22041,10.611419,480,500,342,1.52677933333333,11.2495106418738
"ABCF3","Abcf3",251.730555,202.838829,291.535145,1377,1754,455,248.701509666667,42.225453,35.384299,25.704264,787,609,496,90.6919753333333,2.72326459059162
"ABCG1","Abcg1",18.19387,16.716273,15.025299,1036,1496,310,16.6451473333333,4.885127,3.443918,3.219942,306,199,192,16.9057156666667,0.985447756560861
"ABCG2","Abcg2",29.071391,25.795465,21.358509,625,771,199,25.408455,0.576877,0.198017,0.199392,10,14,4,7.015284,3.29476223175623
"ABCG5","Abcg5",0.145426,0.040795,0.09925,3,3,1,0.095157,0,0.01593,0,0,1,0,10.5729776666667,0.0946305291121706
"ABCG8","Abcg8",0.024937,0.008273,0,2,1,0,0.01107,0.035989,0.06211,0.039485,4,5,3,7.553478,0.118205717019439
"ABHD1","Abhd1",1.196823,0.71728,1.031029,31,27,8,0.981710666666667,0.548215,0.837679,0.573511,17,19,15,12.967623,0.141878877076412
"ABHD10","Abhd10",10.83551,11.441995,11.652591,366,588,127,11.310032,4.682414,3.63352,2.996599,164,141,99,6.34839,1.67520123455614
"ABHD11","Abhd11",14.205171,12.188733,16.893946,276,355,101,14.4292833333333,16.413349,19.071503,13.597818,302,309,281,0,15.4292833333333
"ABHD12","Abhd12",220.058829,194.911665,204.331185,3618,4930,1247,206.433893,31.484105,29.04836,22.06709,638,567,468,0.107916333333333,187.228842791679
"ABHD13","Abhd13",5.454363,4.367787,4.270211,591,721,144,4.69745366666667,1.172633,1.326137,0.716184,82,109,59,8.10472266666667,0.625769051431477
"ABHD14A","Abhd14a",13.142815,14.339487,11.925889,244,407,75,13.1360636666667,8.546513,7.684425,5.406513,139,127,86,2.20865933333333,4.40559816363594
"ABHD14B","Abhd14b",12.490752,10.736031,18.244562,299,361,106,13.8237816666667,8.124944,8.387924,5.480449,292,279,180,11.920216,1.14733234078027
"ABHD15","Abhd15",0.515703,0.794554,0.51023,29,56,9,0.606829,1.644095,1.578787,1.43262,123,111,101,57.0980066666667,0.0276572139422798
"ABHD16A","Abhd16a",51.520744,49.225194,58.978636,1022,1419,372,53.2415246666667,19.452254,20.109003,15.952975,486,433,358,0.04322,51.9943297354984
"ABHD16B","Abhd16b",0,0.018444,0,0,1,0,0.006148,0,0,0,0,0,0,8.18705733333333,0.109517984213443
"ABHD17A","Abhd17a",54.09094,54.838004,80.823187,1138,1767,543,63.2507103333333,21.413135,20.573032,17.57639,715,597,525,4.32983033333333,12.0549260135923
"ABHD17B","Abhd17b",15.276339,14.658277,14.065653,575,887,163,14.6667563333333,2.046774,1.634046,1.489593,103,84,78,3.44931766666667,3.52115931184355
"ABHD17C","Abhd17c",8.324551,5.812786,7.446699,240,377,81,7.19467866666667,1.848624,2.204347,1.707873,50,65,54,1.76255833333333,2.96633687976423
"ABHD18","Abhd18",5.207263,4.045483,2.511846,323,360,56,3.92153066666667,8.712244,6.827573,4.421348,367,326,288,0.113742,4.41891449426049
"ABHD2","Abhd2",10.865608,9.806749,11.171332,1666,2251,544,10.614563,3.332886,2.82704,2.375777,614,430,406,38.1171863333333,0.29691713767518
"ABHD3","Abhd3",46.049488,40.965363,48.916433,1107,1482,417,45.310428,2.331696,3.741765,1.156728,72,76,34,32.086452,1.39967948210343
"ABHD4","Abhd4",41.709837,46.489543,44.554436,1708,2683,643,44.251272,15.0237,23.747182,16.357654,409,343,303,4.40507566666667,8.37199602571089
"ABHD5","Abhd5",23.061725,28.261032,19.459388,517,895,157,23.5940483333333,7.210165,4.691474,4.783658,177,215,128,10.395547,2.15821569015804
"ABHD6","Abhd6",17.219782,14.994396,17.500717,721,938,243,16.5716316666667,2.357982,2.891814,1.502824,64,48,45,0.079272,16.2810039236325
"ABHD8","Abhd8",50.936956,38.078002,64.276007,2090,2352,803,51.0969883333333,4.748047,3.701303,3.322699,184,148,137,0.0717826666666667,48.6077914427925
"ABI1","Abi1",61.0719,45.96582,56.390212,1232,1550,346,54.4759773333333,10.258949,6.855637,7.216852,359,321,284,27.1435236666667,1.97118093634591
"ABI2","Abi2",30.069824,20.950699,16.188413,1747,2281,476,22.4029786666667,21.727203,10.892244,9.493522,933,760,670,22.248018,1.00666554313003
"ABI3","Abi3",2.297924,3.572839,4.360517,45,62,12,3.41042666666667,0.029558,0.160231,0.222847,1,5,7,0.849044666666667,2.38524614692921
"ABITRAM","Abitram",4.721721,3.482861,4.223285,316,411,72,4.14262233333333,13.449005,10.517363,5.073883,184,198,136,15.4211246666667,0.313171140084721
"ABL1","Abl1",17.252337,18.901642,11.215876,1307,2217,446,15.7899516666667,7.760499,5.097737,3.86969,787,524,458,6.07615,2.37275236769524
"ABL2","Abl2",6.505006,5.893185,4.067408,1208,1501,243,5.488533,1.446018,0.98648,1.194757,315,194,136,0,6.488533
"ABLIM1","Ablim1",19.932181,14.238708,13.501742,2058,2420,544,15.890877,59.262507,38.678189,34.133185,7498,5439,4652,1.242575,7.5319117532301
"ABLIM2","Ablim2",77.501144,78.624032,83.529767,2000,2948,656,79.884981,6.864886,5.835002,6.004859,163,143,105,0.375775,58.7923032472606
"ABLIM3","Ablim3",3.978462,2.558477,2.756626,379,366,82,3.097855,1.439051,0.939932,0.795889,79,55,65,0,4.097855
"ABO","Abo",0,0.018597,0.087707,0,1,1,0.0354346666666667,0.108377,0.428422,0.100191,15,12,11,32.133593,0.0312502983502775
"ABR","Abr",74.646676,57.404363,59.13765,5473,6170,1543,63.729563,137.5781,52.298863,84.704982,1454,973,842,58.4552836666667,1.0887100188253
"ABRA","Abra",0.018005,0.01128,0,1,1,0,0.00976166666666667,1.22541,0.904378,0.700678,55,43,33,0.143714666666667,0.882879004786742
"ABRACL","Abracl",36.891442,26.41917,26.414674,73,83,21,29.9084286666667,1.304502,3.067132,2.188819,11,29,19,2.930831,7.86307746801291
"ABRAXAS1","Abraxas1",4.084361,3.180293,2.25232,103,114,24,3.17232466666667,1.870927,1.13124,1.242214,62,58,36,0.970076,2.11784959903408
"ABRAXAS2","Abraxas2",11.466733,11.511173,8.682248,552,673,163,10.5533846666667,2.908321,2.115077,1.946772,158,120,108,19.409946,0.566066400502317
"ABT1","Abt1",1.876958,1.547864,2.244052,184,227,69,1.88962466666667,3.32542,2.791458,2.174212,199,168,128,1.20228266666667,1.31210434991088
"ABTB1","Abtb1",20.185235,16.277574,21.128845,464,615,144,19.197218,4.435767,2.908722,2.928956,118,103,97,117.910354,0.169852475588459
"ABTB2","Abtb2",4.27992,4.990935,4.435689,419,704,139,4.568848,6.950399,6.045716,4.152189,790,633,438,0.0212173333333333,5.45314676732214
"ACAA1","Acaa1b",0.773102,0.218939,0.620438,15,11,7,0.537493,73.219918,69.137641,52.278734,1732,1479,1295,0.441026,1.06694327513869
"ACAA2","Acaa2",20.963765,13.131852,15.757114,326,408,95,16.617577,33.764452,29.686524,22.134757,1017,904,664,19.4534313333333,0.861350680620924
"ACACA","Acaca",22.195442,21.317759,10.804532,2827,4307,669,18.105911,7.1497,4.870629,6.747958,693,417,430,0.974021333333333,9.67867503627114
"ACACB","Acacb",2.966425,2.245241,1.899891,253,405,100,2.370519,26.02878,14.841445,7.767875,1315,753,655,1.045542,1.64773883889942
"ACAD10","Acad10",1.395235,2.376533,2.320622,85,127,26,2.03079666666667,20.02537,13.653281,10.050915,659,558,399,14.3326123333333,0.197669946958593
"ACAD11","Acad11",11.338964,9.925988,11.505482,562,777,163,10.923478,6.08628,6.516346,6.250521,364,279,315,9.801573,1.1038649648528
"ACAD8","Acad8",14.2754,12.586996,10.959902,352,475,104,12.6074326666667,17.886304,13.41606,11.385466,633,534,433,0.348885333333333,10.0879091279318
"ACAD9","Acad9",41.203767,34.89229,35.359212,975,1301,247,37.1517563333333,9.950716,8.300763,6.289277,369,346,279,0.00452933333333333,37.9797334605792
"ACADL","Acadl",25.651733,24.871783,24.52402,840,1274,288,25.0158453333333,0.430319,0.363646,0.199827,20,21,12,19.283423,1.28261612122043
"ACADM","Acadm",58.745312,36.227401,29.691039,514,691,140,41.554584,55.824798,42.128201,34.763102,1043,919,796,0.271208333333333,33.4756962207873
"ACADS","Acads",6.529714,5.634912,4.78439,176,254,53,5.649672,15.466497,14.289382,12.849752,587,501,461,11.872711,0.516571217981977
"ACADSB","Acadsb",140.109473,139.144093,71.864677,1218,1759,269,117.039414333333,6.230585,3.533107,3.515221,558,395,389,0.199794666666667,98.3830130377865
"ACADVL","Acadvl",29.417193,26.697487,39.322243,974,1271,339,31.8123076666667,539.418883,513.721339,438.661315,4271,3691,3049,17.5133453333333,1.77235972623424
"ACAN","Acan",4.519357,3.856825,3.878308,545,722,134,4.08483,0,0.022851,0,0,2,0,3.04950066666667,1.25566839434195
"ACAP1","Acap1",0.160375,0.198819,0.333643,9,13,3,0.230945666666667,14.853065,11.82895,6.245988,42,44,28,0.534163333333333,0.802356333202245
"ACAP2","Acap2",24.012689,28.211964,19.001302,1829,3174,501,23.741985,2.720509,0.953916,0.841565,159,108,106,26.4081756666667,0.902722797055433
"ACAT1","Acat1",41.162205,35.798947,46.975877,1423,1790,443,41.312343,106.632562,103.500411,97.170077,946,923,785,5.969076,6.0714423260702
"ACAT2","Acat2",40.665782,41.068989,46.124782,1183,1881,412,42.619851,7.765272,8.394048,3.664681,210,229,100,22.2122423333333,1.87917437590081
"ACBD3","Acbd3",10.456161,8.817061,9.958128,748,956,223,9.74378333333333,26.857783,13.437707,11.62415,382,312,276,94.706676,0.11225740755361
"ACBD5","Acbd5",39.799716,34.501608,29.768931,1629,2629,472,34.690085,7.618894,5.044549,4.657079,439,324,287,24.477655,1.40083869571199
"ACBD6","Acbd6",35.28567,29.491404,43.187113,614,762,206,35.9880623333333,23.154423,24.794667,23.033485,532,463,433,0.176179,31.4476472827123
"ACBD7","Acbd7",0.916559,0.914463,0.98258,6,9,2,0.937867333333333,0.572654,0.568327,0.510339,37,38,33,6.53185033333333,0.257289676184484
"ACCS","Accs",3.86236,2.573998,5.720381,126,178,54,4.05224633333333,8.564602,4.575821,7.352098,163,107,122,12.768286,0.366948096032675
"ACCSL","Accsl",0.100077,0.118829,0.067827,4,3,1,0.0955776666666667,0,0,0,0,0,0,0.00512366666666667,1.08999290634552
"ACD","Acd",11.708988,8.977386,15.558951,321,353,126,12.081775,6.047245,4.588355,4.00999,85,83,68,8.21773166666667,1.41919676912559
"ACE","Ace",6.85104,5.450423,6.464917,583,638,164,6.25546,1.157448,0.481306,0.687591,31,27,17,3.13386766666667,1.75512633326514
"ACE2","Ace2",0.703129,0.439627,0.086061,42,48,2,0.409605666666667,0.292,0.608641,1.089188,17,9,22,0.00736633333333333,1.39929797137685
"ACER1","Acer1",0.021691,0.013217,0,1,1,0,0.011636,0,0,0,0,0,0,0,1.011636
"ACER2","Acer2",3.578901,3.612412,3.507171,293,419,95,3.56616133333333,0.086941,0.071304,0.036141,5,4,2,18.880558,0.229679737024149
"ACER3","Acer3",5.33321,5.297838,3.312498,588,759,160,4.64784866666667,5.889447,3.785697,2.608854,373,369,276,0.568908666666667,3.59985816042829
"ACHE","Ache",133.05904,101.056948,116.214608,3230,4242,1133,116.776865333333,0.074404,0.220625,0.154447,5,9,7,25.9771216666667,4.36580546985708
"ACIN1","Acin1",66.142631,56.196921,48.187616,1860,2205,484,56.8423893333333,48.187336,30.018075,26.134553,1665,1167,1053,0,57.8423893333333
"ACKR1","Ackr1",114.430787,96.035182,148.031874,588,717,265,119.499281,0,0,0,0,0,0,34.58212,3.38651213024969
"ACKR2","Ackr2",0.032776,0.296782,0.051631,2,4,1,0.127063,2.083034,1.740608,0.931254,43,37,20,0.056822,1.06646436202123
"ACKR3","Ackr3",1.888017,2.183048,2.652716,122,214,54,2.24126033333333,4.479841,2.665596,2.943872,125,78,87,0.0230306666666667,3.16829244610458
"ACKR4","Ackr4",0.090908,0.281831,0.055977,4,16,1,0.142905333333333,0,0,0,0,0,0,27.5920056666667,0.0399728982519671
"ACLY","Acly",104.42968,115.808562,122.784102,7508,12430,2500,114.340781333333,20.336467,13.559479,13.590368,1109,844,693,0.014085,113.738770747357
"ACMSD","Acmsd",0.250152,0.082175,0.159311,10,6,2,0.163879333333333,0.044606,0.168465,0.027939,1,1,1,2.473935,0.335031983423217
"ACO1","Aco1",9.548868,11.643803,10.725997,688,969,232,10.639556,8.895559,7.661565,6.460032,708,594,504,23.015551,0.484667455683195
"ACO2","Aco2",275.677282,225.355992,267.756615,9127,11839,3130,256.263296333333,146.738618,107.939366,96.620982,7447,5908,4897,0.216119666666667,211.544392698197
"ACOD1","Acod1",0.108795,0.012087,0,6,1,0,0.040294,0,0,0,0,0,0,0,1.040294
"ACOT1","Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,6.652744,7.561148,4.666439,192,191,127,0.0160763333333333,1.23037737650288
"ACOT11","Acot11",31.291213,30.108627,23.60258,1932,2643,500,28.33414,20.174206,15.320592,11.474642,1325,899,708,0.0559843333333333,27.7789537912968
"ACOT12","Acot12",0.079966,0.252288,0,4,14,0,0.110751333333333,0.102651,0,0,1,0,0,10.6504483333333,0.0953397930752021
"ACOT13","Acot13",157.51678,116.485561,68.278891,489,681,163,114.093744,28.624228,30.396445,27.420034,613,576,520,0.006508,114.349557082507
"ACOT2","Acot2",1.850343,1.867143,1.207003,80,121,16,1.64149633333333,88.207517,93.696934,77.668179,1144,999,964,0.306412,2.02194738974637
"ACOT4","Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.124947,0.174781,0.261237,6,8,12,3.80938333333333,0.598330416581474
"ACOT6","Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.188194,0,0.040322,5,0,1,12.6457773333333,0.207182089931997
"ACOT7","Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,18.509861,18.078012,11.411107,521,479,300,33.1908626666667,5.53614793262309
"ACOT8","Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,14.918157,12.104523,11.463739,289,242,204,1.29594133333333,3.11250795606856
"ACOT9","Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,29.935853,23.797934,22.855973,918,759,709,2.03923233333333,3.2475699729877
"ACOX1","Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,26.743277,25.166,14.165662,569,533,438,18.3481623333333,1.97117083660331
"ACOX2","Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,17.904677,19.718667,13.035042,296,273,205,38.0836203333333,0.050631653783762
"ACOX3","Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,11.241262,6.789727,5.371668,239,160,120,2.683347,7.57823224366317
"ACOXL","Acoxl",0.032761,0.021899,0,2,2,0,0.01822,0.725081,0.07677,0.356086,14,3,7,17.4300403333333,0.0552478443662657
"ACP1","Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,30.223411,32.418039,30.824921,582,628,585,19.0402076666667,2.112361992656
"ACP2","Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,43.214406,45.839884,42.704658,569,466,395,0,15.0636023333333
"ACP4","Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,0,0.080253,0,0,2,0,3.587013,0.227528168476232
"ACP5","Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,0.224677,1.062225,0,1,4,0,0.19397,1.20842399725286
"ACP6","Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,5.616296,6.558338,5.860511,182,148,113,0.334708,9.03158868206879
"ACP7","Acp7",1.356604,0.882333,1.43745,21,11,3,1.22546233333333,0.015824,0.016768,0.030042,1,1,2,93.1555226666667,0.023636025485324
"ACR","Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0,0.037509,0.037908,0,1,1,2.11296733333333,0.526270754313516
"ACRBP","Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.3985,0.030659,0.225437,4,1,2,0.842184333333333,3.67538083865295
"ACRV1","Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,0.027065,0.168649,0.254211,1,3,3,0.138813666666667,1.02790740422563
"ACSBG1","Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.540764,0.319036,0.523883,30,21,25,19.5671083333333,4.71775465113594
"ACSBG2","Acsbg2",0.019263,0,0,1,0,0,0.006421,0.522338,0.103219,0.103778,4,1,1,21.4794623333333,0.0447706882431812
"ACSF2","Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,61.978687,54.648487,53.059789,577,446,412,0,20.4846003333333
"ACSF3","Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,19.299129,13.763293,10.433563,273,225,190,0,7.10176933333333
"ACSL1","Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,43.878419,27.152981,30.101182,716,624,486,0.0304663333333333,32.4131504862362
"ACSL3","Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,71.523045,48.918818,50.907122,1224,1079,919,3.02931966666667,32.7819919806148
"ACSL4","Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,36.054531,15.661033,10.428141,1246,833,675,0.272184333333333,18.0445464795065
"ACSL5","Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.1358,0,0.182111,3,0,1,13.169485,3.12770388855582
"ACSL6","Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.165731,0.038947,0.026724,5,3,2,1.68527833333333,42.9150680221231
"ACSM1","Acsm1",0,0,0,0,0,0,0,0,0.159858,0,0,2,0,20.803934,0.0458632832038475
"ACSM2B","Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,0,0.111241,0,0,2,0,7.360807,0.122812068260875
"ACSM3","Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,1.027824,2.197071,1.355443,11,13,11,0.0667716666666667,3.15486350562366
"ACSM4","Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,0,0,0,0,0,0,3.68238533333333,0.216765728237089
