"Hs_symbol","Spinal_cord","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"AP001816.1",19.76885,19.76885,71.6826,71.6826,0.285747207722343
"AP001877.1",1.30344,1.30344,0.56451,0.56451,1.47230762347316
"AP001885.1",0,0,0,0,1
"AP002348.1",47.35835,47.35835,0,0,48.35835
"AP002380.1",1.79999,1.79999,0.01045,0.01045,2.77103270819932
"AP002381.2",0,0,0.10454,0.10454,0.905354265123943
"AP002387.1",0.71379,0.71379,0.04182,0.04182,1.64499625655104
"AP002414.1",0,0,0,0,1
"AP002530.2",0,0,0.04182,0.04182,0.959858708798065
"AP002833.1",0,0,0.16726,0.16726,0.856707160358446
"AP002884.2",4.56204,4.56204,0.30316,0.30316,4.26811749900242
"AP002954.6",1.83102,1.83102,0.04182,0.04182,2.7173792017815
"AP003026.1",39.38254,39.38254,0,0,40.38254
"AP003027.1",0,0,0,0,1
"AP003041.1",3.56895,3.56895,0.18817,0.18817,3.84536724542784
"AP003068.17",0,0,0,0,1
"AP003068.18",1.36551,1.36551,0.28226,0.28226,1.84479746697238
"AP003068.23",1.02413,1.02413,1.2022,1.2022,0.919139950958133
"AP003068.6",9.77581,9.77581,3.49161,3.49161,2.39909742831635
"AP003385.2",0,0,0,0,1
"AP003471.1",0,0,0,0,1
"AP003774.4",1.33448,1.33448,1.3381,1.3381,0.998451734314187
"AP004289.1",0,0,0,0,1
"AP004289.2",0,0,0.01045,0.01045,0.989658073135732
"AP004290.1",0,0,0,0,1
"AP005019.3",0,0,0,0,1
"AP005019.4",0,0,0,0,1
"AP005136.2",0,0,0,0,1
"AP005232.1",0,0,0.15681,0.15681,0.864446192546745
"AP005482.1",53.1928,53.1928,20.32244,20.32244,2.54158529699228
"AP005901.1",0.06207,0.06207,0,0,1.06207
"AP006222.1",0,0,0,0,1
"AP006285.1",0,0,0,0,1
"AP006288.1",0,0,0,0,1
"AP006294.2",0,0,0,0,1
"AP006621.1",7.63444,7.63444,3.37662,3.37662,1.97285576540801
"AP006621.5",41.46183,41.46183,12.5029,12.5029,3.14464522435921
"AP1AR",18.31024,18.31024,12.45063,12.45063,1.43563833069529
"AP1B1",40.22046,40.22046,82.47106,82.47106,0.49382935834288
"AP1B1P1",0,0,0,0,1
"AP1B1P2",0,0,0,0,1
"AP1G1",14.33785,14.33785,12.27291,12.27291,1.15557552940538
"AP1G2",107.34767,107.34767,27.9329,27.9329,3.74479122383169
"AP1M1",46.92387,46.92387,97.6188,97.6188,0.485950650383091
"AP1M2",0.49655,0.49655,0.49133,0.49133,1.00350023133713
"AP1S1",44.87561,44.87561,194.79854,194.79854,0.234300061685853
"AP1S2",45.55836,45.55836,109.73491,109.73491,0.420448799750684
"AP1S3",3.19653,3.19653,0.67951,0.67951,2.49866330060553
"AP2A1",29.48259,29.48259,72.80117,72.80117,0.413036676789812
"AP2A2",66.16514,66.16514,79.1258,79.1258,0.838246107995178
"AP2B1",59.24449,59.24449,71.05536,71.05536,0.836086170411195
"AP2M1",269.59502,269.59502,702.5773,702.5773,0.384598849337521
"AP2S1",117.43382,117.43382,479.32316,479.32316,0.246571120992792
"AP3B1",76.4375,76.4375,28.00608,28.00608,2.66969890450554
"AP3B2",28.42742,28.42742,75.12194,75.12194,0.3865826330753
"AP3D1",32.30671,32.30671,85.99403,85.99403,0.38286201938225
"AP3M1",9.40339,9.40339,20.45834,20.45834,0.484818024134206
"AP3M2",17.31714,17.31714,23.45862,23.45862,0.748903249651861
"AP3S1",125.09929,125.09929,86.68399,86.68399,1.43811076571675
"AP3S2",81.9616,81.9616,33.45258,33.45258,2.40799382803842
"AP4B1",16.69646,16.69646,15.5659,15.5659,1.06824621662572
"AP4E1",2.20344,2.20344,2.33123,2.33123,0.961638794079064
"AP4M1",22.2516,22.2516,22.41323,22.41323,0.993096638097349
"AP4S1",7.63444,7.63444,6.63825,6.63825,1.13042123523058
"AP5B1",2.42068,2.42068,1.74581,1.74581,1.24578175474632
"AP5M1",13.22061,13.22061,13.75737,13.75737,0.963627665363137
"AP5S1",14.46199,14.46199,13.62147,13.62147,1.05748532808261
"AP5Z1",28.02398,28.02398,43.45699,43.45699,0.652855265279993
"APAF1",7.13789,7.13789,2.27896,2.27896,2.48185095274111
"APBA1",5.89652,5.89652,14.44733,14.44733,0.446453853190163
"APBA2",110.32696,110.32696,27.69246,27.69246,3.88000750022828
"APBA3",25.19986,25.19986,12.98378,12.98378,1.87358925841225
"APBB1",272.69845,272.69845,182.42108,182.42108,1.49218644879858
"APBB1IP",20.1723,20.1723,17.30125,17.30125,1.15687726248207
"APBB2",105.67181,105.67181,24.05449,24.05449,4.25759255127524
"APBB3",31.53086,31.53086,75.28921,75.28921,0.426414954355931
"APC",8.00685,8.00685,12.72243,12.72243,0.656359697225637
"APC2",22.62401,22.62401,32.68944,32.68944,0.701228931083449
"APCDD1",37.76875,37.76875,12.67016,12.67016,2.83601289231435
"APCDD1L",0.06207,0.06207,0.01045,0.01045,1.05108614973527
"APCS",1.52068,1.52068,0.02091,0.02091,2.4690521201673
"APEH",45.65147,45.65147,137.41691,137.41691,0.337035915626205
"APEX1",101.35805,101.35805,158.5234,158.5234,0.641649124830589
"APEX2",4.71721,4.71721,9.40854,9.40854,0.54928068682063
"APH1A",53.99969,53.99969,72.32029,72.32029,0.750129193433359
"APH1B",12.04131,12.04131,9.64898,9.64898,1.22465344098684
"API5",23.08952,23.08952,35.08339,35.08339,0.667606896136976
"API5P1",0,0,0.03136,0.03136,0.969593546385355
"API5P2",0,0,0.01045,0.01045,0.989658073135732
"APIP",38.82392,38.82392,36.33786,36.33786,1.06658281969026
"APITD1",9.31029,9.31029,13.73646,13.73646,0.699644962222949
"APITD1-CORT",2.2655,2.2655,3.09436,3.09436,0.79756054670327
"APLF",0.93103,0.93103,0.7945,0.7945,1.0760824742268
"APLN",80.31679,80.31679,0.6586,0.6586,49.0273664536356
"APLNR",56.48244,56.48244,0.56451,0.56451,36.7414973378246
"APLP1",3492.53881,3492.53881,164.67031,164.67031,21.087295665711
"APLP2",158.08876,158.08876,309.00773,309.00773,0.513176752076473
"APMAP",38.2653,38.2653,147.3586,147.3586,0.264664805410674
"APOA1",9.99305,9.99305,1.0663,1.0663,5.32016164158157
"APOA1BP",121.59241,121.59241,117.07357,117.07357,1.03827139299676
"APOA2",10.27236,10.27236,0.10454,0.10454,10.2054792040125
"APOA4",0.40345,0.40345,0.01045,0.01045,1.38893562274234
"APOA5",0.37241,0.37241,0.03136,0.03136,1.33067987899473
"APOB",0.27931,0.27931,0.16726,0.16726,1.09599403731816
"APOBEC1",0,0,0,0,1
"APOBEC2",1.33448,1.33448,1.9967,1.9967,0.779016918610472
"APOBEC3A",1.27241,1.27241,0.19862,0.19862,1.89585523351855
"APOBEC3AP1",0,0,0,0,1
"APOBEC3B",0.31034,0.31034,0.55406,0.55406,0.843172078298135
"APOBEC3C",12.69303,12.69303,8.70812,8.70812,1.41047185242869
"APOBEC3D",3.53791,3.53791,0.61678,0.61678,2.8067578767674
"APOBEC3F",4.00343,4.00343,4.63109,4.63109,0.888536677623693
"APOBEC3G",12.41372,12.41372,11.17525,11.17525,1.1017202932178
"APOBEC3H",5.86548,5.86548,0.73178,0.73178,3.9644065643442
"APOBEC4",0,0,0,0,1
"APOBR",3.78619,3.78619,4.93426,4.93426,0.806535271457604
"APOC1",829.29874,829.29874,482.3548,482.3548,1.71778316880271
"APOC1P1",11.82407,11.82407,2.47758,2.47758,3.68764198091776
"APOC2",11.51373,11.51373,2.94801,2.94801,3.16962976284255
"APOC3",15.14474,15.14474,0.07318,0.07318,15.0438323487206
"APOC4",100.48909,100.48909,145.89505,145.89505,0.690895234386727
"APOD",2047.27115,2047.27115,7484.44962,7484.44962,0.273633683209533
"APOE",1647.92169,1647.92169,4797.64317,4797.64317,0.343622484853359
"APOF",0.34138,0.34138,0.01045,0.01045,1.32750754614281
"APOH",3.1655,3.1655,0.30316,0.30316,3.19646091040241
"APOL1",15.26888,15.26888,18.28392,18.28392,0.843650046256155
"APOL2",24.39297,24.39297,110.26806,110.26806,0.228214368076517
"APOL3",20.73092,20.73092,32.23992,32.23992,0.653759696172554
"APOL4",3.78619,3.78619,7.74636,7.74636,0.547220786704412
"APOL5",0,0,0.01045,0.01045,0.989658073135732
"APOL6",1.70689,1.70689,0.82586,0.82586,1.48252878095801
"APOLD1",26.84468,26.84468,6.31417,6.31417,3.80695007088979
"APOM",7.47927,7.47927,5.26878,5.26878,1.35261885087689
"APOO",45.89974,45.89974,91.43007,91.43007,0.507407816525509
"APOOL",1.48965,1.48965,2.06988,2.06988,0.810992612089072
"APOPT1",26.37916,26.37916,54.2559,54.2559,0.495497494385215
"APP",1052.37334,1052.37334,449.57127,449.57127,2.33786175492281
"APPBP2",12.32062,12.32062,5.92738,5.92738,1.92289436987721
"APPL1",8.84478,8.84478,13.57966,13.57966,0.675240712060501
"APPL2",22.96539,22.96539,11.34251,11.34251,1.9416950036905
"APRT",63.34102,63.34102,243.46158,243.46158,0.263194813679925
"APTX",23.08952,23.08952,39.29632,39.29632,0.59780942775916
"AQP1",81.34092,81.34092,300.9582,300.9582,0.272689796137346
"AQP10",0,0,0.02091,0.02091,0.979518272913381
"AQP11",1.83102,1.83102,5.68694,5.68694,0.42336554537651
"AQP12A",0,0,0.11499,0.11499,0.896869030215518
"AQP12B",0.37241,0.37241,0.21953,0.21953,1.12535976974736
"AQP2",0,0,0.10454,0.10454,0.905354265123943
"AQP3",3.35171,3.35171,13.03605,13.03605,0.310038080514105
"AQP4",58.46863,58.46863,2.47758,2.47758,17.1005785632538
"AQP5",3.50688,3.50688,1.3381,1.3381,1.92758222488345
"AQP6",1.14827,1.14827,0.51224,0.51224,1.42058800190446
"AQP7",5.64824,5.64824,3.42889,3.42889,1.50110750097654
"AQP7P1",0.27931,0.27931,1.3172,1.3172,0.552093043328155
"AQP7P2",0,0,0.26135,0.26135,0.792801363618345
"AQP7P3",2.0793,2.0793,2.34168,2.34168,0.921482607550693
"AQP7P4",0,0,0.03136,0.03136,0.969593546385355
"AQP8",0.86896,0.86896,0.31362,0.31362,1.4227554391681
"AQP9",1.39654,1.39654,0.56451,0.56451,1.53181507308998
"AQR",9.89994,9.89994,7.96589,7.96589,1.21571199289753
"AR",0.83793,0.83793,1.80853,1.80853,0.654409958234379
"ARAF",35.84462,35.84462,28.15243,28.15243,1.26386102290615
"ARAP1",83.17194,83.17194,49.93843,49.93843,1.65242509437374
"ARAP2",10.14822,10.14822,2.18487,2.18487,3.50036893185593
"ARAP3",6.2379,6.2379,2.90619,2.90619,1.85293086101803
"ARC",3.63101,3.63101,6.2619,6.2619,0.637713270631653
"ARCN1",40.3446,40.3446,64.55302,64.55302,0.630704733359348
"AREG",0,0,0.03136,0.03136,0.969593546385355
"AREGB",0,0,0,0,1
"ARF1",175.3128,175.3128,459.11571,459.11571,0.383192306126648
"ARF1P1",0,0,0,0,1
"ARF1P2",0,0,0,0,1
"ARF1P3",0,0,0,0,1
"ARF3",116.19244,116.19244,95.90436,95.90436,1.20936189042474
"ARF4",73.02372,73.02372,117.77398,117.77398,0.623231788645964
"ARF4P2",0.52758,0.52758,0,0,1.52758
"ARF4P3",0,0,0,0,1
"ARF4P4",0,0,0,0,1
"ARF5",101.63735,101.63735,443.02711,443.02711,0.231151088950402
"ARF6",40.3446,40.3446,31.47678,31.47678,1.27305108449791
"ARFGAP1",70.75822,70.75822,79.76349,79.76349,0.888498255833174
"ARFGAP2",68.15134,68.15134,84.31095,84.31095,0.810579884528305
"ARFGAP3",15.88957,15.88957,15.75407,15.75407,1.00808758707586
"ARFGEF1",14.39992,14.39992,25.17306,25.17306,0.588388212918169
"ARFGEF2",8.75167,8.75167,7.8509,7.8509,1.10177157125264
"ARFIP1",21.07229,21.07229,11.13344,11.13344,1.81912878787879
"ARFIP2",20.04816,20.04816,57.67433,57.67433,0.358728595622651
"ARFRP1",42.08252,42.08252,77.15001,77.15001,0.551279775907898
"ARG1",1.86206,1.86206,0.07318,0.07318,2.66689651316648
"ARG2",6.29996,6.29996,39.27542,39.27542,0.181250996265216
"ARGFX",0,0,0,0,1
"ARGFXP1",0,0,0.05227,0.05227,0.950326437131155
"ARGLU1",177.45417,177.45417,46.27955,46.27955,3.7744473033267
"ARHGAP1",36.186,36.186,28.19425,28.19425,1.27374397355644
"ARHGAP10",5.58618,5.58618,16.42312,16.42312,0.378013811533181
"ARHGAP11A",33.57912,33.57912,0.83631,0.83631,18.8307638688457
"ARHGAP11B",28.30329,28.30329,0.76314,0.76314,16.6199450979503
"ARHGAP12",30.53776,30.53776,23.5318,23.5318,1.28558687091856
"ARHGAP15",100.70633,100.70633,51.89331,51.89331,1.9228581081426
"ARHGAP17",39.13426,39.13426,47.15768,47.15768,0.833392721576289
"ARHGAP18",4.62411,4.62411,18.41983,18.41983,0.289606551653645
"ARHGAP19",17.84473,17.84473,19.61157,19.61157,0.914279213082749
"ARHGAP20",0.77586,0.77586,2.32077,2.32077,0.534773561553495
"ARHGAP21",131.64753,131.64753,6.95186,6.95186,16.6813210997176
"ARHGAP22",121.28207,121.28207,44.38739,44.38739,2.69418598425686
"ARHGAP23",80.40989,80.40989,13.20331,13.20331,5.73175478110384
"ARHGAP24",42.70321,42.70321,12.367,12.367,3.26948529961846
"ARHGAP25",6.61031,6.61031,6.07373,6.07373,1.07585531254374
"ARHGAP26",23.39987,23.39987,4.86108,4.86108,4.16303309287708
"ARHGAP27",32.0274,32.0274,14.53096,14.53096,2.1265523831109
"ARHGAP28",0.86896,0.86896,0.64814,0.64814,1.13398133653694
"ARHGAP29",4.93445,4.93445,4.03522,4.03522,1.17858802594524
"ARHGAP30",5.12066,5.12066,8.44678,8.44678,0.647909658105725
"ARHGAP31",14.64819,14.64819,6.75324,6.75324,2.01827752010772
"ARHGAP32",3.10343,3.10343,2.39395,2.39395,1.20904256102771
"ARHGAP33",110.07869,110.07869,7.93453,7.93453,12.4325163159114
"ARHGAP35",18.58955,18.58955,27.37884,27.37884,0.690287199899643
"ARHGAP36",1.70689,1.70689,0.78404,0.78404,1.5172810026681
"ARHGAP39",19.70678,19.70678,10.94527,10.94527,1.73347107265051
"ARHGAP4",62.50309,62.50309,75.22648,75.22648,0.83308438222518
"ARHGAP40",1.45861,1.45861,0.03136,0.03136,2.3838523890785
"ARHGAP42",4.22067,4.22067,1.69354,1.69354,1.93821884954372
"ARHGAP42P1",0,0,0,0,1
"ARHGAP42P2",0,0,0,0,1
"ARHGAP42P3",0,0,0,0,1
"ARHGAP42P4",0,0,0,0,1
"ARHGAP42P5",0,0,0,0,1
"ARHGAP44",8.5034,8.5034,17.46852,17.46852,0.514572905679502
"ARHGAP5",35.81359,35.81359,11.63522,11.63522,2.91356937196187
"ARHGAP6",4.09653,4.09653,2.95846,2.95846,1.28750322094956
"ARHGAP8",5.83445,5.83445,1.28583,1.28583,2.98992051027417
"ARHGAP9",23.3378,23.3378,27.32657,27.32657,0.859186269287104
"ARHGDIA",403.13564,403.13564,1478.35302,1478.35302,0.273184043657139
"ARHGDIB",68.43065,68.43065,158.15751,158.15751,0.436238604134985
"ARHGDIG",232.01248,232.01248,336.01023,336.01023,0.691410702873916
"ARHGEF1",51.33074,51.33074,23.81405,23.81405,2.10891571508883
"ARHGEF10",33.11361,33.11361,25.37169,25.37169,1.29356935410662
"ARHGEF10L",18.34128,18.34128,38.62727,38.62727,0.488080051944027
"ARHGEF11",13.12751,13.12751,39.13952,39.13952,0.351960113125419
"ARHGEF12",12.16545,12.16545,9.0322,9.0322,1.31231933175176
"ARHGEF15",5.67928,5.67928,3.18845,3.18845,1.59469015984433
"ARHGEF16",5.77238,5.77238,13.91418,13.91418,0.454090000254791
"ARHGEF17",11.82407,11.82407,55.38492,55.38492,0.227437939080165
"ARHGEF18",11.88614,11.88614,6.05283,6.05283,1.82708784984184
"ARHGEF19",1.45861,1.45861,7.04595,7.04595,0.305571125845922
"ARHGEF2",149.27502,149.27502,15.86907,15.86907,8.90831681888806
"ARHGEF25",29.54466,29.54466,29.87733,29.87733,0.989226076218378
"ARHGEF26",9.34133,9.34133,24.94308,24.94308,0.398616124222721
"ARHGEF28",2.73102,2.73102,9.38763,9.38763,0.359179139033639
"ARHGEF3",11.762,11.762,6.60688,6.60688,1.6776917737627
"ARHGEF33",2.54481,2.54481,3.30344,3.30344,0.823715446247653
"ARHGEF35",0.31034,0.31034,0.36589,0.36589,0.959330546383677
"ARHGEF37",47.88594,47.88594,15.82725,15.82725,2.90516513393454
"ARHGEF38",3.47584,3.47584,0.20908,0.20908,3.7018559565951
"ARHGEF39",8.22409,8.22409,8.62449,8.62449,0.958397795623457
"ARHGEF4",47.45145,47.45145,60.17282,60.17282,0.792042119359546
"ARHGEF40",22.99642,22.99642,52.11284,52.11284,0.451800732177003
"ARHGEF5",1.48965,1.48965,0.95131,0.95131,1.27588645576561
"ARHGEF6",15.05164,15.05164,19.8102,19.8102,0.77133521061787
"ARHGEF7",27.74467,27.74467,18.11666,18.11666,1.50364498819354
"ARHGEF9",17.44128,17.44128,15.9527,15.9527,1.08780784181871
"ARID1A",14.05854,14.05854,7.8509,7.8509,1.70135692415461
"ARID1B",10.27236,10.27236,5.38377,5.38377,1.76578416828927
"ARID2",15.45508,15.45508,2.50894,2.50894,4.68947317423495
"ARID3A",2.35861,2.35861,4.66245,4.66245,0.593137246245
"ARID3B",3.22757,3.22757,1.50537,1.50537,1.68740345737356
"ARID3C",0.27931,0.27931,0.21953,0.21953,1.04901888432429
"ARID4A",7.29306,7.29306,3.41844,3.41844,1.8769203610324
"ARID4B",26.06882,26.06882,4.58928,4.58928,4.84298872126642
"ARID5A",22.99642,22.99642,18.44073,18.44073,1.23433739370898
"ARID5B",3.69308,3.69308,3.87841,3.87841,0.962010163147419
"ARIH1",44.5032,44.5032,15.53454,15.53454,2.75200882516236
"ARIH2",198.37129,198.37129,20.89741,20.89741,9.10478864852053
"ARIH2P1",0,0,0,0,1
"ARL1",33.42395,33.42395,39.74584,39.74584,0.844845756033008
"ARL10",11.04821,11.04821,2.11169,2.11169,3.87191847516944
"ARL11",0.65172,0.65172,1.40083,1.40083,0.687978740685513
"ARL13A",0,0,0,0,1
"ARL13B",10.52063,10.52063,2.12215,2.12215,3.68996684976699
"ARL14",0,0,0,0,1
"ARL14EP",8.4103,8.4103,17.65669,17.65669,0.504392794220197
"ARL15",58.31346,58.31346,8.42587,8.42587,6.29262444739849
"ARL16",43.29286,43.29286,63.6958,63.6958,0.684632696403785
"ARL17A",16.51025,16.51025,1.89216,1.89216,6.0543849579553
"ARL17B",7.23099,7.23099,2.23714,2.23714,2.54267347102689
"ARL2",289.48801,289.48801,281.85887,281.85887,1.02697154238083
"ARL2BP",26.22399,26.22399,39.2336,39.2336,0.67664812495029
"ARL2BPP1",0,0,0,0,1
"ARL2BPP10",1.27241,1.27241,0.11499,0.11499,2.03805415295204
"ARL2BPP3",0,0,0.03136,0.03136,0.969593546385355
"ARL2BPP4",0,0,0,0,1
"ARL2BPP5",0,0,0,0,1
"ARL2BPP6",0,0,0,0,1
"ARL2BPP7",0,0,0,0,1
"ARL2BPP8",0,0,0,0,1
"ARL3",53.75142,53.75142,142.4348,142.4348,0.381716431437838
"ARL4A",7.19996,7.19996,10.21349,10.21349,0.731258510954217
"ARL4C",10.33442,10.33442,19.21432,19.21432,0.560712405858817
"ARL4D",2.14137,2.14137,17.76123,17.76123,0.167439448266452
"ARL4P",0,0,0,0,1
"ARL5A",24.29986,24.29986,15.16865,15.16865,1.5647478299054
"ARL5AP1",0,0,0,0,1
"ARL5AP2",0,0,0,0,1
"ARL5AP3",0.96206,0.96206,0,0,1.96206
"ARL5AP4",0,0,0,0,1
"ARL5B",2.32757,2.32757,1.76671,1.76671,1.20271730683736
"ARL5C",0.12414,0.12414,0.1359,0.1359,0.989646975966194
"ARL6",5.49307,5.49307,15.55545,15.55545,0.392201359673099
"ARL6IP1",93.28913,93.28913,305.48475,305.48475,0.307647052585814
"ARL6IP4",235.24004,235.24004,420.03892,420.03892,0.561088366842666
"ARL6IP5",79.44783,79.44783,264.29627,264.29627,0.303237697235623
"ARL6IP6",29.23432,29.23432,5.02834,5.02834,5.01536409691557
"ARL8A",181.92311,181.92311,149.24031,149.24031,1.21753682483749
"ARL8B",62.03758,62.03758,108.06228,108.06228,0.577996168794564
"ARL9",0.93103,0.93103,6.60688,6.60688,0.253853090886145
"ARMC1",14.08958,14.08958,11.56205,11.56205,1.20120362520449
"ARMC10",33.17567,33.17567,21.02285,21.02285,1.55182776071217
"ARMC10P1",0,0,0.04182,0.04182,0.959858708798065
"ARMC12",2.01723,2.01723,1.11857,1.11857,1.42418234941494
"ARMC2",3.81722,3.81722,1.73535,1.73535,1.76109821412251
"ARMC3",1.48965,1.48965,0.02091,0.02091,2.4386576681588
"ARMC4",3.32067,3.32067,0.42861,0.42861,3.02438734154178
"ARMC5",10.70684,10.70684,19.44431,19.44431,0.572620939518135
"ARMC6",37.36531,37.36531,52.9387,52.9387,0.711276133833407
"ARMC7",6.39307,6.39307,17.10263,17.10263,0.408397564331813
"ARMC8",27.03088,27.03088,19.8102,19.8102,1.34697792428713
"ARMC9",4.53101,4.53101,11.65613,11.65613,0.437022217692138
"ARMCX1",9.86891,9.86891,42.87157,42.87157,0.247743812222813
"ARMCX2",87.23744,87.23744,37.93731,37.93731,2.26614113815258
"ARMCX3",29.82397,29.82397,48.75713,48.75713,0.619488503456691
"ARMCX4",46.52043,46.52043,5.26878,5.26878,7.58049094082102
"ARMCX5",8.16202,8.16202,10.52711,10.52711,0.794823680870574
"ARMCX6",38.07909,38.07909,65.01299,65.01299,0.591990909667931
"ARMS2",0,0,0.11499,0.11499,0.896869030215518
"ARNT",10.11718,10.11718,7.93453,7.93453,1.24429376811091
"ARNT2",33.64119,33.64119,9.36672,9.36672,3.34157669928386
"ARNTL",21.69298,21.69298,8.99038,8.99038,2.27148316680647
"ARNTL2",1.14827,1.14827,2.46713,2.46713,0.61961045591022
"ARPC1A",66.38238,66.38238,247.42362,247.42362,0.271239828161267
"ARPC1B",79.94437,79.94437,340.97585,340.97585,0.236696158515287
"ARPC2",267.54676,267.54676,396.19351,396.19351,0.676110644406048
"ARPC3",194.08855,194.08855,370.49775,370.49775,0.525140596410072
"ARPC3P1",0.71379,0.71379,0.1359,0.1359,1.50875077031429
"ARPC3P2",0,0,0.05227,0.05227,0.950326437131155
"ARPC3P5",0,0,0,0,1
"ARPC4",131.39925,131.39925,197.08795,197.08795,0.668386189063999
"ARPC4-TTLL3",0,0,4.9238,4.9238,0.168810560788683
"ARPC5",89.81328,89.81328,151.01748,151.01748,0.597387089958339
"ARPC5L",31.12741,31.12741,103.32665,103.32665,0.307950173805063
"ARPP19",436.40442,436.40442,128.13382,128.13382,3.38721815865124
"ARPP21",21.01023,21.01023,2.89574,2.89574,5.64982005986026
"ARR3",0,0,0.02091,0.02091,0.979518272913381
"ARRB1",15.79646,15.79646,28.95739,28.95739,0.560678350149996
"ARRB2",92.38913,92.38913,86.16129,86.16129,1.07145190255904
"ARRDC1",30.01017,30.01017,40.27899,40.27899,0.751233739003789
"ARRDC2",32.77223,32.77223,21.13785,21.13785,1.5255424533096
"ARRDC3",25.66537,25.66537,9.53398,9.53398,2.53136706164242
"ARRDC4",144.99228,144.99228,12.01157,12.01157,11.2201894160351
"ARRDC5",0.37241,0.37241,0.20908,0.20908,1.1350861812287
"ARSA",32.80326,32.80326,27.94336,27.94336,1.1679107055988
"ARSB",7.26203,7.26203,3.26163,3.26163,1.93870185820918
"ARSD",7.94478,7.94478,10.90345,10.90345,0.751444329165074
"ARSDP1",0,0,0,0,1
"ARSE",2.01723,2.01723,10.97663,10.97663,0.251926460114406
"ARSEP1",0,0,0,0,1
"ARSF",0.49655,0.49655,0.68996,0.68996,0.885553504224952
"ARSFP1",0,0,0,0,1
"ARSG",3.87929,3.87929,3.84705,3.84705,1.00665146841894
"ARSH",0,0,0,0,1
"ARSI",7.04479,7.04479,2.20578,2.20578,2.50946415536936
"ARSJ",0.62069,0.62069,0.42861,0.42861,1.13445236978602
"ARSK",1.83102,1.83102,3.90977,3.90977,0.576609494945792
"ART1",0,0,0.04182,0.04182,0.959858708798065
"ART3",19.14817,19.14817,5.93783,5.93783,2.90410257962504
"ART4",0.24827,0.24827,0.06272,0.06272,1.17459914182475
"ART5",2.29654,2.29654,0.16726,0.16726,2.82416942240803
"ARTN",1.48965,1.48965,1.22311,1.22311,1.11989510190679
"ARV1",32.52395,32.52395,33.04487,33.04487,0.98469901632757
"ARVCF",19.64472,19.64472,45.76731,45.76731,0.441434839848604
"ARX",0.12414,0.12414,0.05227,0.05227,1.06829996103662
"AS3MT",12.22752,12.22752,6.00056,6.00056,1.88949455472134
"ASAH1",197.68853,197.68853,137.56327,137.56327,1.43391917641667
"ASAH2",0.18621,0.18621,0.15681,0.15681,1.02541471806087
"ASAH2B",0.55862,0.55862,1.81898,1.81898,0.552902113530426
"ASAH2C",0,0,0.04182,0.04182,0.959858708798065
"ASAP1",13.31372,13.31372,14.12326,14.12326,0.946470536114568
"ASAP2",6.92065,6.92065,1.50537,1.50537,3.16146916423522
"ASAP3",18.15507,18.15507,26.81433,26.81433,0.688676304624271
"ASB1",122.39931,122.39931,37.24735,37.24735,3.22634927648582
"ASB10",0,0,0,0,1
"ASB11",0.24827,0.24827,0.01045,0.01045,1.23536048295314
"ASB12",0.37241,0.37241,0.43907,0.43907,0.95367841731118
"ASB13",46.95491,46.95491,46.04956,46.04956,1.01924247538128
"ASB14",0.43448,0.43448,0.5436,0.5436,0.929308110909562
"ASB15",0,0,0,0,1
"ASB16",2.11033,2.11033,0.39725,0.39725,2.22603685811415
"ASB17",0,0,0,0,1
"ASB18",0.0931,0.0931,0.17772,0.17772,0.928149305437625
"ASB2",3.13446,3.13446,1.49491,1.49491,1.65715797363432
"ASB3",23.46194,23.46194,9.28309,9.28309,2.3788511040942
"ASB4",2.60688,2.60688,0.18817,0.18817,3.03565988032016
"ASB5",3.47584,3.47584,0.26135,0.26135,3.54845205533754
"ASB6",8.47237,8.47237,60.60143,60.60143,0.153768670629886
"ASB7",2.42068,2.42068,2.27896,2.27896,1.04322102129944
"ASB8",15.88957,15.88957,21.05422,21.05422,0.765820328263706
"ASB9",2.04826,2.04826,1.59945,1.59945,1.17265575410183
"ASB9P1",0,0,0,0,1
"ASCC1",37.36531,37.36531,23.55271,23.55271,1.56256926424822
"ASCC2",59.05829,59.05829,38.83635,38.83635,1.50762532209904
"ASCC3",5.61721,5.61721,9.87896,9.87896,0.608257590799121
"ASCL1",13.59303,13.59303,0.06272,0.06272,13.7317731857874
"ASCL2",1.0862,1.0862,2.60303,2.60303,0.579012664340846
"ASCL3",0,0,0.02091,0.02091,0.979518272913381
"ASCL4",0,0,0.98267,0.98267,0.504370369249547
"ASF1A",11.51373,11.51373,13.17195,13.17195,0.882992813268463
"ASF1B",0.86896,0.86896,2.09079,2.09079,0.604686827639536
"ASGR1",6.20686,6.20686,4.30702,4.30702,1.35798621448572
"ASGR2",2.85516,2.85516,1.97579,1.97579,1.29550808356772
"ASH1L",9.34133,9.34133,3.32435,3.32435,2.39141836345347
"ASH2L",29.11018,29.11018,23.45862,23.45862,1.23106618443723
"ASH2LP1",0,0,0,0,1
"ASIC1",9.18615,9.18615,20.17609,20.17609,0.481021283910297
"ASIC2",6.17583,6.17583,1.14993,1.14993,3.33770401827036
"ASIC3",42.45493,42.45493,78.80173,78.80173,0.544536189879593
"ASIC4",4.87239,4.87239,0.3868,0.3868,4.23448947216614
"ASIC5",0,0,0,0,1
"ASIP",1.89309,1.89309,4.69381,4.69381,0.508111440318521
