"Hs_symbol","Spinal_cord","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"ASL",33.67222,33.67222,79.58577,79.58577,0.430252388231818
"ASLP1",1.14827,1.14827,0.02091,0.02091,2.10426972015163
"ASMT",0,0,0,0,1
"ASMTL",0,0,0,0,1
"ASNA1",45.46526,45.46526,120.40837,120.40837,0.382718753245761
"ASNS",24.45503,24.45503,80.75661,80.75661,0.311351339053809
"ASNSD1",16.60335,16.60335,35.48064,35.48064,0.482539505885862
"ASNSP1",0,0,0.53315,0.53315,0.652251899683658
"ASNSP3",0,0,0.02091,0.02091,0.979518272913381
"ASNSP4",0,0,0,0,1
"ASNSP5",0,0,0,0,1
"ASPA",42.45493,42.45493,12.16837,12.16837,3.29994752577578
"ASPDH",22.74815,22.74815,9.00083,9.00083,2.37461790671374
"ASPG",0.65172,0.65172,0.39725,0.39725,1.18212202540705
"ASPH",29.91707,29.91707,94.24218,94.24218,0.324615312249258
"ASPHD1",190.42651,190.42651,112.17067,112.17067,1.6914851701417
"ASPHD2",2.11033,2.11033,8.97993,8.97993,0.311658498606704
"ASPM",0.27931,0.27931,0.26135,0.26135,1.01423871249059
"ASPN",1.24137,1.24137,0.22999,0.22999,1.82226684769795
"ASPRV1",5.36894,5.36894,2.17442,2.17442,2.00633186534863
"ASPSCR1",80.6892,80.6892,56.69166,56.69166,1.41596202986706
"ASRGL1",82.89263,82.89263,35.81517,35.81517,2.27875166677215
"ASS1",43.85148,43.85148,135.71292,135.71292,0.328070529105808
"ASS1P1",0,0,0,0,1
"ASS1P10",0.15517,0.15517,0.04182,0.04182,1.10879998464226
"ASS1P11",0.34138,0.34138,0.02091,0.02091,1.31390622092055
"ASS1P12",0,0,0.1359,0.1359,0.880359186548112
"ASS1P2",0,0,0.05227,0.05227,0.950326437131155
"ASS1P4",0,0,0,0,1
"ASS1P5",0,0,0,0,1
"ASS1P6",0,0,0,0,1
"ASS1P7",0,0,0,0,1
"ASS1P9",0,0,0,0,1
"ASTE1",6.79651,6.79651,5.76012,5.76012,1.15330940870872
"ASTL",0.15517,0.15517,0.02091,0.02091,1.13151012332135
"ASTN1",8.56547,8.56547,8.92766,8.92766,0.96351708257535
"ASTN2",24.29986,24.29986,44.34557,44.34557,0.557934545756068
"ASUN",51.05143,51.05143,15.44046,15.44046,3.16605678916527
"ASXL1",26.03778,26.03778,11.83385,11.83385,2.10675518258356
"ASXL2",2.11033,2.11033,1.27538,1.27538,1.36694969631446
"ASXL3",1.52068,1.52068,0.49133,0.49133,1.6902228212401
"ASZ1",0.15517,0.15517,0,0,1.15517
"ATAD1",17.81369,17.81369,23.64679,23.64679,0.763332263552373
"ATAD2",2.63792,2.63792,1.76671,1.76671,1.31489024870695
"ATAD2B",2.48274,2.48274,0.98267,0.98267,1.75659085980017
"ATAD3A",14.18268,14.18268,22.55958,22.55958,0.644437634287199
"ATAD3B",13.43785,13.43785,10.5062,10.5062,1.25478872260173
"ATAD3C",19.39644,19.39644,3.54388,3.54388,4.48877171052052
"ATAD5",0.55862,0.55862,0.28226,0.28226,1.21552571241402
"ATAT1",22.40677,22.40677,14.28007,14.28007,1.5318496577568
"ATCAY",9.80684,9.80684,24.15903,24.15903,0.42954120250264
"ATE1",23.05849,23.05849,5.68694,5.68694,3.59783249139367
"ATF1",12.56889,12.56889,5.01789,5.01789,2.25475872772683
"ATF1P1",0,0,0,0,1
"ATF2",13.43785,13.43785,13.7051,13.7051,0.981826033144963
"ATF3",41.4308,41.4308,17.93894,17.93894,2.24039993790571
"ATF4",226.79871,226.79871,323.32961,323.32961,0.702367908992336
"ATF4P1",0,0,0,0,1
"ATF4P2",0,0,0,0,1
"ATF4P3",0,0,0.03136,0.03136,0.969593546385355
"ATF4P4",0.86896,0.86896,0.08363,0.08363,1.72472153779427
"ATF5",18.34128,18.34128,16.24541,16.24541,1.12153204823776
"ATF6",9.86891,9.86891,8.44678,8.44678,1.15054124262447
"ATF6B",70.97546,70.97546,33.00306,33.00306,2.11673478798673
"ATF7",34.13774,34.13774,10.1194,10.1194,3.16003921074878
"ATF7IP",13.12751,13.12751,3.43934,3.43934,3.18234467285678
"ATF7IP2",8.81374,8.81374,47.89991,47.89991,0.200690348918843
"ATG10",124.85102,124.85102,17.77168,17.77168,6.70430243856703
"ATG12",29.63776,29.63776,34.21571,34.21571,0.870002620989325
"ATG12P2",0,0,0,0,1
"ATG13",56.97899,56.97899,73.11479,73.11479,0.782286369562674
"ATG14",13.40682,13.40682,4.09794,4.09794,2.8260081523125
"ATG16L1",12.25855,12.25855,14.69823,14.69823,0.844588848551716
"ATG16L2",34.88256,34.88256,15.26274,15.26274,2.20642769914541
"ATG2A",8.37926,8.37926,10.6421,10.6421,0.805633004354884
"ATG2B",6.73444,6.73444,4.1293,4.1293,1.5078938646599
"ATG3",120.47518,120.47518,70.86719,70.86719,1.69027312741739
"ATG3P1",0,0,0,0,1
"ATG4A",3.78619,3.78619,13.32876,13.32876,0.334026810414858
"ATG4AP1",0,0,0,0,1
"ATG4B",55.24107,55.24107,81.71837,81.71837,0.679910278696256
"ATG4C",17.06887,17.06887,4.21293,4.21293,3.46616394235104
"ATG4D",28.08605,28.08605,35.54336,35.54336,0.795932557925708
"ATG5",28.64467,28.64467,17.80304,17.80304,1.57658921110629
"ATG7",95.05808,95.05808,48.71532,48.71532,1.93216256075592
"ATG9A",32.21361,32.21361,41.01077,41.01077,0.790597506306121
"ATG9B",9.89994,9.89994,6.60688,6.60688,1.43290547504364
"ATHL1",33.88946,33.88946,24.88035,24.88035,1.3481061886721
"ATIC",64.11688,64.11688,129.12695,129.12695,0.500410406914171
"ATL1",47.29628,47.29628,97.78606,97.78606,0.488897725043392
"ATL2",8.75167,8.75167,8.1018,8.1018,1.0714001626052
"ATL3",14.43095,14.43095,26.80388,26.80388,0.554992684474253
"ATM",23.55504,23.55504,4.57882,4.57882,4.4014755808576
"ATMIN",14.95854,14.95854,20.70924,20.70924,0.735103578015628
"ATN1",122.95792,122.95792,48.29716,48.29716,2.51450428381676
"ATOH1",0,0,0,0,1
"ATOH7",0,0,0.45997,0.45997,0.684945581073584
"ATOH8",9.74477,9.74477,24.37857,24.37857,0.423379646686161
"ATOX1",125.68894,125.68894,265.00713,265.00713,0.476261444571053
"ATP10A",4.81032,4.81032,1.23356,1.23356,2.60137180107094
"ATP10B",29.63776,29.63776,3.5857,3.5857,6.68115227773295
"ATP10D",6.4241,6.4241,2.7912,2.7912,1.95824541042414
"ATP11A",21.32057,21.32057,15.28365,15.28365,1.37073506247064
"ATP11B",5.2448,5.2448,9.50262,9.50262,0.594594491660176
"ATP11C",5.55514,5.55514,7.96589,7.96589,0.731119833056172
"ATP12A",0,0,0.04182,0.04182,0.959858708798065
"ATP13A1",39.1653,39.1653,25.76894,25.76894,1.50044417149129
"ATP13A2",48.78593,48.78593,403.8876,403.8876,0.122962348068946
"ATP13A3",17.37921,17.37921,7.0355,7.0355,2.28725157115301
"ATP13A4",6.36203,6.36203,0.15681,0.15681,6.36407880291491
"ATP13A5",0.12414,0.12414,0.03136,0.03136,1.08995888923363
"ATP1A1",162.52666,162.52666,611.04268,611.04268,0.267181791962613
"ATP1A1OS",17.22404,17.22404,19.1516,19.1516,0.904347049365807
"ATP1A2",91.33396,91.33396,86.75717,86.75717,1.05215288961574
"ATP1A3",90.80638,90.80638,312.21708,312.21708,0.293107834349263
"ATP1A4",0.37241,0.37241,0.06272,0.06272,1.29141260162602
"ATP1B1",296.96728,296.96728,448.08682,448.08682,0.663495936041944
"ATP1B1P1",0,0,0.11499,0.11499,0.896869030215518
"ATP1B2",75.50647,75.50647,33.00306,33.00306,2.24998779521608
"ATP1B3",93.72361,93.72361,171.65354,171.65354,0.54863404480441
"ATP1B4",0.21724,0.21724,0,0,1.21724
"ATP2A1",14.95854,14.95854,0.41816,0.41816,11.2529897895865
"ATP2A2",66.35135,66.35135,34.1739,34.1739,1.91481041340312
"ATP2A3",8.72064,8.72064,3.04209,3.04209,2.40485491416569
"ATP2B1",7.23099,7.23099,10.5062,10.5062,0.71535259251534
"ATP2B2",3.56895,3.56895,13.11968,13.11968,0.323587361753241
"ATP2B3",1.45861,1.45861,13.52739,13.52739,0.16923962253371
"ATP2B4",10.89304,10.89304,28.69604,28.69604,0.400492456233222
"ATP2C1",57.3514,57.3514,135.01251,135.01251,0.429014948698469
"ATP2C2",2.11033,2.11033,0.31362,0.31362,2.36775475403846
"ATP4A",0.58965,0.58965,0.02091,0.02091,1.55709122253676
"ATP4B",0.12414,0.12414,0.01045,0.01045,1.1125142263348
"ATP5A1",271.95363,271.95363,873.65587,873.65587,0.312069740068171
"ATP5A1P1",0,0,0,0,1
"ATP5A1P10",0,0,0,0,1
"ATP5A1P2",0,0,0,0,1
"ATP5A1P3",0,0,0.01045,0.01045,0.989658073135732
"ATP5A1P5",0,0,0,0,1
"ATP5A1P6",0,0,0,0,1
"ATP5A1P7",0,0,0,0,1
"ATP5A1P8",0,0,0,0,1
"ATP5A1P9",0,0,0,0,1
"ATP5B",332.84294,332.84294,1324.10527,1324.10527,0.251936919698463
"ATP5BP1",0,0,0,0,1
"ATP5C1",198.34025,198.34025,455.32094,455.32094,0.436842214604484
"ATP5C1P1",0,0,0.01045,0.01045,0.989658073135732
"ATP5D",201.66093,201.66093,675.61661,675.61661,0.299521068511753
"ATP5E",164.54389,164.54389,110.00671,110.00671,1.49129624686652
"ATP5EP1",0,0,0,0,1
"ATP5EP2",1.92413,1.92413,0.21953,0.21953,2.39775159282674
"ATP5F1",134.44062,134.44062,440.99905,440.99905,0.306427400692377
"ATP5F1P1",0,0,0.02091,0.02091,0.979518272913381
"ATP5F1P2",0,0,0,0,1
"ATP5F1P3",0,0,0,0,1
"ATP5F1P4",0,0,0.02091,0.02091,0.979518272913381
"ATP5F1P5",1.9862,1.9862,1.12902,1.12902,1.40261716658369
"ATP5F1P6",0,0,0,0,1
"ATP5G1",270.40191,270.40191,377.58551,377.58551,0.716884040279302
"ATP5G1P1",0,0,0,0,1
"ATP5G1P3",0.83793,0.83793,0,0,1.83793
"ATP5G1P4",0,0,0.11499,0.11499,0.896869030215518
"ATP5G1P5",0,0,0,0,1
"ATP5G1P6",0,0,0,0,1
"ATP5G1P7",0,0,0,0,1
"ATP5G1P8",0,0,0,0,1
"ATP5G2",306.96033,306.96033,353.54147,353.54147,0.868615820879854
"ATP5G2P1",0,0,0,0,1
"ATP5G2P3",0,0,0,0,1
"ATP5G2P4",0,0,0,0,1
"ATP5G3",151.13707,151.13707,629.29525,629.29525,0.241374292444692
"ATP5H",205.32297,205.32297,529.78428,529.78428,0.388713414798193
"ATP5HP1",0,0,0,0,1
"ATP5I",757.67156,757.67156,1084.80435,1084.80435,0.698718475386473
"ATP5J",156.28877,156.28877,333.48038,333.48038,0.470248120383025
"ATP5J2",387.40125,387.40125,1249.19241,1249.19241,0.310673178698949
"ATP5J2-PTCD1",0,0,0.22999,0.22999,0.813014739957235
"ATP5J2LP",0,0,0,0,1
"ATP5J2P3",0,0,0,0,1
"ATP5J2P6",0,0,0,0,1
"ATP5JP1",0,0,0,0,1
"ATP5L",342.71185,342.71185,377.8364,377.8364,0.907283064668548
"ATP5L2",0,0,0,0,1
"ATP5LP2",0,0,0.08363,0.08363,0.922824211216005
"ATP5LP3",2.57585,2.57585,0,0,3.57585
"ATP5LP4",0,0,0,0,1
"ATP5LP5",0,0,0,0,1
"ATP5LP6",0,0,0,0,1
"ATP5LP7",0,0,0,0,1
"ATP5O",180.99208,180.99208,471.87996,471.87996,0.384858939676784
"ATP5S",28.33432,28.33432,17.43716,17.43716,1.59104330601893
"ATP5SL",26.19295,26.19295,87.44713,87.44713,0.307448641917494
"ATP6AP1",130.18892,130.18892,167.45106,167.45106,0.77879545548719
"ATP6AP1L",5.83445,5.83445,4.41156,4.41156,1.26293527189942
"ATP6AP2",54.86865,54.86865,152.20923,152.20923,0.36465590225863
"ATP6V0A1",128.451,128.451,192.22687,192.22687,0.669943057091387
"ATP6V0A2",4.93445,4.93445,3.57524,3.57524,1.29707949746899
"ATP6V0A4",1.52068,1.52068,0.07318,0.07318,2.34879516949626
"ATP6V0B",183.28862,183.28862,603.90265,603.90265,0.304658311548147
"ATP6V0C",577.02086,577.02086,947.10518,947.10518,0.609659004288954
"ATP6V0CP1",0,0,0.08363,0.08363,0.922824211216005
"ATP6V0CP2",0,0,0,0,1
"ATP6V0CP3",0.89999,0.89999,0.6586,0.6586,1.14553840588448
"ATP6V0D1",79.04438,79.04438,298.31336,298.31336,0.267426686199373
"ATP6V0D2",0.49655,0.49655,0,0,1.49655
"ATP6V0E1",258.2675,258.2675,433.9531,433.9531,0.596081508558049
"ATP6V0E1P1",0,0,0,0,1
"ATP6V0E1P2",4.62411,4.62411,0,0,5.62411
"ATP6V0E1P3",0,0,0,0,1
"ATP6V0E1P4",0,0,0,0,1
"ATP6V0E2",211.87121,211.87121,541.76449,541.76449,0.392198115245159
"ATP6V1A",18.65162,18.65162,59.01244,59.01244,0.327459106811854
"ATP6V1B1",0.83793,0.83793,0.73178,0.73178,1.06129531464736
"ATP6V1B2",44.06872,44.06872,175.12424,175.12424,0.255891636494783
"ATP6V1C1",17.84473,17.84473,37.55052,37.55052,0.48883205725889
"ATP6V1C2",1.55172,1.55172,0.37634,0.37634,1.85398956653153
"ATP6V1D",104.64768,104.64768,158.30387,158.30387,0.663183386568073
"ATP6V1E1",167.9887,167.9887,489.19167,489.19167,0.344740048316203
"ATP6V1E1P1",0,0,0,0,1
"ATP6V1E2",10.4896,10.4896,4.11885,4.11885,2.24456665071256
"ATP6V1F",204.76436,204.76436,442.14898,442.14898,0.46432321699127
"ATP6V1G1",78.36162,78.36162,235.56887,235.56887,0.335469413198786
"ATP6V1G1P2",0,0,0.07318,0.07318,0.931810134367021
"ATP6V1G1P3",0,0,0,0,1
"ATP6V1G1P4",0,0,0,0,1
"ATP6V1G1P6",0,0,0,0,1
"ATP6V1G1P7",0,0,0,0,1
"ATP6V1G2",119.48208,119.48208,205.51382,205.51382,0.58340928466676
"ATP6V1G2-DDX39B",1.86206,1.86206,9.25173,9.25173,0.279178246013112
"ATP6V1G3",0,0,0,0,1
"ATP6V1H",98.99944,98.99944,139.81086,139.81086,0.710168519672417
"ATP7A",1.55172,1.55172,1.83989,1.83989,0.898527759878023
"ATP7B",0.86896,0.86896,1.08721,1.08721,0.895434575342203
"ATP8A1",39.66184,39.66184,34.3098,34.3098,1.15157378404862
"ATP8A2",21.94125,21.94125,53.25232,53.25232,0.422862100643807
"ATP8A2P1",0.52758,0.52758,0,0,1.52758
"ATP8A2P2",0.12414,0.12414,0,0,1.12414
"ATP8A2P3",0,0,0,0,1
"ATP8B1",2.48274,2.48274,0.59587,0.59587,2.18234567978595
"ATP8B2",7.5103,7.5103,13.31831,13.31831,0.594364837749706
"ATP8B3",1.83102,1.83102,1.17084,1.17084,1.30411269370382
"ATP8B4",2.66895,2.66895,2.1326,2.1326,1.17121560365192
"ATP8B5P",0.31034,0.31034,0.06272,0.06272,1.23300587172538
"ATP9A",35.1929,35.1929,35.53291,35.53291,0.990693049089164
"ATP9B",53.13073,53.13073,16.4963,16.4963,3.09383869732458
"ATPAF1",83.63746,83.63746,68.03418,68.03418,1.2260225297092
"ATPAF1-AS1",1.58275,1.58275,0.28226,0.28226,2.01421708545849
"ATPAF2",29.20328,29.20328,21.71281,21.71281,1.32979054551154
"ATPBD4",73.76855,73.76855,11.49932,11.49932,5.98180941043193
"ATPIF1",225.46424,225.46424,845.32572,845.32572,0.267585203484068
"ATR",17.06887,17.06887,29.63689,29.63689,0.58977494125546
"ATRAID",195.64027,195.64027,135.03342,135.03342,1.44552912071166
"ATRIP",2.69998,2.69998,5.82284,5.82284,0.542293238592727
"ATRN",9.71374,9.71374,10.90345,10.90345,0.900053345878716
"ATRNL1",8.47237,8.47237,29.99233,29.99233,0.305635942828435
"ATRX",8.06892,8.06892,4.32793,4.32793,1.70214698766688
"ATXN1",21.66195,21.66195,2.31032,2.31032,6.84584873969888
"ATXN10",493.32134,493.32134,328.68202,328.68202,1.49938822869382
"ATXN1L",6.02066,6.02066,3.89932,3.89932,1.43298661855115
"ATXN2",82.30298,82.30298,34.26798,34.26798,2.36200031870269
"ATXN2L",89.81328,89.81328,31.2468,31.2468,2.81619509532729
"ATXN3",19.0861,19.0861,14.17553,14.17553,1.32358474465142
"ATXN3L",0.12414,0.12414,0,0,1.12414
"ATXN7",5.12066,5.12066,1.41128,1.41128,2.53834477953618
"ATXN7L1",5.39997,5.39997,4.5161,4.5161,1.16023458602998
"ATXN7L2",6.26893,6.26893,5.02834,5.02834,1.20579297119937
"ATXN7L3",30.47569,30.47569,59.67103,59.67103,0.518792741774781
"ATXN7L3B",39.97219,39.97219,33.42122,33.42122,1.19031777490746
"AUH",43.38596,43.38596,67.04106,67.04106,0.652340807153798
"AUNIP",5.67928,5.67928,4.66245,4.66245,1.17957421257583
"AUP1",95.64773,95.64773,117.10493,117.10493,0.81832087788376
"AURKA",0.58965,0.58965,4.20248,4.20248,0.305556196275622
"AURKAIP1",130.56133,130.56133,305.15023,305.15023,0.429728012943188
"AURKAPS1",0.15517,0.15517,0.05227,0.05227,1.0977885903808
"AURKB",2.23447,2.23447,12.33564,12.33564,0.242543290010828
"AURKC",5.92755,5.92755,1.22311,1.22311,3.11615259703748
"AUTS2",22.65504,22.65504,5.60331,5.60331,3.58230039177322
"AVEN",23.80331,23.80331,58.36429,58.36429,0.417815322982891
"AVIL",13.71716,13.71716,489.2753,489.2753,0.030018155105917
"AVL9",7.63444,7.63444,15.98406,15.98406,0.508384920919968
"AVP",4.53101,4.53101,0.04182,0.04182,5.30898811694919
"AVPI1",54.15487,54.15487,35.68972,35.68972,1.5032785750341
"AVPR1A",0,0,0.09409,0.09409,0.914001590362767
"AVPR1B",0,0,0,0,1
"AVPR2",0.49655,0.49655,1.93398,1.93398,0.510075051636344
"AWAT1",0,0,0,0,1
"AWAT2",0,0,0.04182,0.04182,0.959858708798065
"AXDND1",0.83793,0.83793,0.15681,0.15681,1.58879159066744
"AXIN1",15.98267,15.98267,10.97663,10.97663,1.41798402388652
"AXIN2",4.28273,4.28273,1.34856,1.34856,2.24934853697585
"AXL",6.73444,6.73444,12.55517,12.55517,0.570589671689842
"AZGP1",17.90679,17.90679,69.94725,69.94725,0.266490808311809
"AZGP1P1",0,0,0.07318,0.07318,0.931810134367021
"AZGP1P2",0,0,0,0,1
"AZI1",16.35508,16.35508,11.73976,11.73976,1.36227684038004
"AZI2",52.26177,52.26177,53.50322,53.50322,0.977222446673793
"AZIN1",51.33074,51.33074,45.37006,45.37006,1.12854587636936
"AZU1",1.05517,1.05517,0.18817,0.18817,1.72969356236902
"B2M",3429.6633,3429.6633,7311.84478,7311.84478,0.469128417627921
"B3GALNT1",10.30339,10.30339,14.59369,14.59369,0.72486948246374
"B3GALNT2",5.92755,5.92755,4.94471,4.94471,1.16533018431513
"B3GALT1",0,0,0.80495,0.80495,0.554031967644533
"B3GALT2",4.03446,4.03446,1.63081,1.63081,1.91365396968994
"B3GALT4",9.55857,9.55857,22.68503,22.68503,0.445790864524976
"B3GALT5",0,0,0.10454,0.10454,0.905354265123943
"B3GALT6",8.22409,8.22409,31.88449,31.88449,0.280499712782531
"B3GALTL",3.22757,3.22757,2.49849,2.49849,1.2083984804873
"B3GAT1",206.56435,206.56435,6.13646,6.13646,29.0850575775665
"B3GAT2",15.88957,15.88957,11.17525,11.17525,1.3872051908585
"B3GAT3",54.86865,54.86865,182.58835,182.58835,0.30431478903754
"B3GNT1",42.95148,42.95148,124.90356,124.90356,0.349088461041133
"B3GNT2",4.87239,4.87239,24.13813,24.13813,0.233604886282313
"B3GNT3",0.06207,0.06207,0.06272,0.06272,0.999388361939175
"B3GNT4",2.42068,2.42068,7.82999,7.82999,0.387393417206588
"B3GNT5",2.29654,2.29654,6.87869,6.87869,0.418412197966921
"B3GNT6",0.40345,0.40345,0.04182,0.04182,1.34711370486264
"B3GNT7",2.94826,2.94826,0.3868,0.3868,2.84702913181425
"B3GNT8",1.92413,1.92413,6.68006,6.68006,0.380743119194381
"B3GNT9",6.08272,6.08272,7.28639,7.28639,0.854741328853699
"B3GNTL1",27.55846,27.55846,23.90814,23.90814,1.14655128805282
"B4GALNT1",8.44133,8.44133,45.84048,45.84048,0.201563476719282
"B4GALNT2",0,0,0,0,1
"B4GALNT3",3.81722,3.81722,5.9901,5.9901,0.689148939214031
"B4GALNT4",148.99571,148.99571,110.30987,110.30987,1.3475508506119
"B4GALT1",6.85858,6.85858,11.76067,11.76067,0.615843838920684
"B4GALT2",93.25809,93.25809,94.39899,94.39899,0.988040753890581
"B4GALT3",22.84125,22.84125,18.96343,18.96343,1.19424617913855
"B4GALT4",14.33785,14.33785,15.55545,15.55545,0.92645322235276
"B4GALT5",11.6689,11.6689,17.98076,17.98076,0.667460101702988
"B4GALT6",4.2517,4.2517,4.47428,4.47428,0.959340771754459
"B4GALT7",14.12061,14.12061,54.37089,54.37089,0.273078688097663
"B9D1",14.86543,14.86543,32.76262,32.76262,0.469911102870571
"B9D2",3.63101,3.63101,9.73261,9.73261,0.431489637655705
"BAALC",1855.19982,1855.19982,69.32001,69.32001,26.3964669515832
"BAAT",0.80689,0.80689,0.19862,0.19862,1.50747526321937
"BAATP1",0,0,0,0,1
"BABAM1",80.65816,80.65816,167.13744,167.13744,0.485663157474028
"BACE1",105.82699,105.82699,26.7307,26.7307,3.85230051891946
"BACE2",39.69288,39.69288,14.00827,14.00827,2.71136380142415
"BACH1",9.46546,9.46546,5.10152,5.10152,1.71522178080216
"BACH2",6.79651,6.79651,1.83989,1.83989,2.74535633422421
"BAD",102.16494,102.16494,96.17616,96.17616,1.06162807832703
"BAG1",108.4649,108.4649,147.68267,147.68267,0.736231734337297
"BAG2",3.50688,3.50688,8.59313,8.59313,0.469802869345042
"BAG3",26.62744,26.62744,57.22481,57.22481,0.474496009518966
"BAG4",4.84135,4.84135,5.86465,5.86465,0.850931948460592
"BAG5",7.91375,7.91375,9.0322,9.0322,0.888513984968402
"BAG6",219.28841,219.28841,135.56657,135.56657,1.61304783447369
"BAGE2",0,0,0,0,1
"BAGE4",0,0,0,0,1
"BAHCC1",7.82065,7.82065,1.589,1.589,3.40697180378525
"BAHD1",5.27583,5.27583,6.85778,6.85778,0.798677234536981
"BAI1",36.31014,36.31014,27.26385,27.26385,1.32006573768259
"BAI2",55.08589,55.08589,21.61873,21.61873,2.47962153489608
"BAI3",6.11376,6.11376,12.76425,12.76425,0.516828741122836
"BAIAP2",33.61015,33.61015,41.80527,41.80527,0.808548807191264
"BAIAP2L1",1.73792,1.73792,17.87622,17.87622,0.145045989080441
"BAIAP2L2",6.45514,6.45514,2.05942,2.05942,2.43678213517595
"BAIAP3",16.72749,16.72749,4.20248,4.20248,3.40750757331119
"BAK1",3.94136,3.94136,7.89272,7.89272,0.555663509027609
"BAK1P1",0,0,0.63769,0.63769,0.610616172779952
"BAK1P2",0,0,0,0,1
"BAMBI",19.48954,19.48954,8.95902,8.95902,2.05738516440373
"BANF1",192.44374,192.44374,140.15584,140.15584,1.37042675669671
"BANF1P1",0,0,0,0,1
"BANF1P2",2.60688,2.60688,0.37634,0.37634,2.62063152999985
"BANF1P3",2.69998,2.69998,0.15681,0.15681,3.1984336234991
"BANF1P4",0,0,0,0,1
"BANF1P5",0,0,0,0,1
"BANF2",0,0,0,0,1
"BANK1",4.56204,4.56204,2.2685,2.2685,1.70171026464739
"BANP",16.44818,16.44818,10.0985,10.0985,1.572120556832
"BAP1",38.94805,38.94805,78.57174,78.57174,0.502038160784218
"BARD1",18.62058,18.62058,0.77359,0.77359,11.0626356711529
"BARHL1",1.52068,1.52068,0.07318,0.07318,2.34879516949626
"BARHL2",1.14827,1.14827,0.08363,0.08363,1.98247556822901
"BARX1",0.46551,0.46551,0.01045,0.01045,1.45035380276115
"BARX2",4.84135,4.84135,0.16726,0.16726,5.00432637115981
"BASP1",115.72693,115.72693,133.56987,133.56987,0.867407615092442
"BASP1P1",0,0,0.02091,0.02091,0.979518272913381
"BATF",4.77928,4.77928,9.304,9.304,0.560877329192547
"BATF2",2.1724,2.1724,2.17442,2.17442,0.999363663283371
"BATF3",5.46204,5.46204,8.27951,8.27951,0.696377287162792
"BAX",217.14704,217.14704,54.49634,54.49634,3.93083652002997
"BAZ1A",16.32405,16.32405,4.08749,4.08749,3.40522536653635
"BAZ1B",16.72749,16.72749,8.59313,8.59313,1.8479359708458
"BAZ2A",13.18958,13.18958,7.40138,7.40138,1.68895824257443
"BAZ2B",14.67923,14.67923,5.35241,5.35241,2.46823331617449
"BBC3",7.97582,7.97582,4.62064,4.62064,1.59693913860343
"BBIP1",56.97899,56.97899,35.32383,35.32383,1.5961695118604
"BBOX1",24.95158,24.95158,0.83631,0.83631,14.1324612946616
"BBS1",10.30339,10.30339,15.17911,15.17911,0.698641025371606
"BBS10",6.5172,6.5172,3.43934,3.43934,1.69331477201566
"BBS12",0.74482,0.74482,3.12573,3.12573,0.422911824089313
"BBS2",84.22711,84.22711,101.37176,101.37176,0.832525591041904
"BBS4",22.06539,22.06539,19.45476,19.45476,1.12762946130876
"BBS5",15.57922,15.57922,8.3736,8.3736,1.76871426132969
"BBS7",7.29306,7.29306,16.79947,16.79947,0.465916119974359
"BBS9",67.31341,67.31341,10.62119,10.62119,5.87834894705275
"BBX",28.39639,28.39639,5.00743,5.00743,4.89333874884934
"BCAM",44.72044,44.72044,341.44627,341.44627,0.133511280470364
"BCAN",74.73061,74.73061,57.29799,57.29799,1.2990260899218
"BCAP29",92.32706,92.32706,53.0746,53.0746,1.7258945974635
"BCAP31",188.78169,188.78169,374.25071,374.25071,0.505746384863602
"BCAR1",38.29633,38.29633,40.4358,40.4358,0.948366629822521
"BCAR3",22.46884,22.46884,10.78846,10.78846,1.99083171169092
"BCAS1",2230.31149,2230.31149,27.28476,27.28476,78.8874111005361
"BCAS2",45.83767,45.83767,60.9046,60.9046,0.756610494212062
"BCAS2P1",0.80689,0.80689,0,0,1.80689
"BCAS2P2",0.37241,0.37241,0.04182,0.04182,1.31731969054155
"BCAS2P3",0,0,0,0,1
"BCAS3",82.98574,82.98574,19.58021,19.58021,4.0808981055101
"BCAS4",5.71031,5.71031,36.29605,36.29605,0.179920125589707
"BCAT1",2.85516,2.85516,11.18571,11.18571,0.316367285943946
"BCAT2",16.88266,16.88266,62.50405,62.50405,0.281598732679254
"BCCIP",28.61363,28.61363,35.99288,35.99288,0.80052242485581
"BCDIN3D",3.41377,3.41377,3.79478,3.79478,0.920536500110537
"BCHE",10.89304,10.89304,3.10482,3.10482,2.89733532773666
