"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"HOXA9","Hoxa9",13.100086,11.223028,16.045424,796,203,398,13.4561793333333,0,0,0,0,0,0,36.5805756666667,0.384671577720288
"HOXB1","Hoxb1",0.071975,0.049244,0,6,1,0,0.0404063333333333,0,0,0,0,0,0,6.74564266666667,0.134321498952013
"HOXB13","Hoxb13",0,0,0,0,0,0,0,0,0,0,0,0,0,48.270256,0.0202962209086147
"HOXB2","Hoxb2",2.231408,1.698118,1.569505,142,26,40,1.83301033333333,1.367248,2.749466,3.58552,23,30,41,0.0907736666666667,2.5972485584391
"HOXB3","Hoxb3",5.129758,2.982489,4.507414,326,73,138,4.20655366666667,0.135934,0.165847,0.263154,7,10,4,11.019528,0.433174552833245
"HOXB4","Hoxb4",1.591015,1.502461,1.507346,153,35,60,1.53360733333333,0,0,0,0,0,0,16.2499306666667,0.146876377783316
"HOXB5","Hoxb5",6.409447,5.354818,6.02391,481,97,181,5.92939166666667,0,0,0.056842,0,0,1,0.982935666666667,3.49451158862609
"HOXB6","Hoxb6",3.137767,2.770806,3.220088,162,42,72,3.042887,0,0,0,0,0,0,45.362287,0.0872020614513689
"HOXB7","Hoxb7",4.453063,4.912654,4.809178,202,54,90,4.724965,0,0.284705,0,0,2,0,0.129774333333333,5.06735268370704
"HOXB8","Hoxb8",2.817071,2.807088,3.740135,228,50,95,3.12143133333333,0,0,0,0,0,0,9.281544,0.400857238303248
"HOXB9","Hoxb9",2.886468,3.250509,3.668884,261,73,134,3.26862033333333,0.03159,0.028381,0,1,1,0,5.58580066666667,0.648155106627886
"HOXC10","Hoxc10",1.458657,1.386714,1.801107,109,25,53,1.548826,0,0,0,0,0,0,84.105622,0.0299489732887447
"HOXC11","Hoxc11",0,0,0.158366,0,0,5,0.0527886666666667,0,0,0,0,0,0,0,1.05278866666667
"HOXC12","Hoxc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0.358600333333333,0.736051637457275
"HOXC13","Hoxc13",0,0,0,0,0,0,0,0,0.032181,0,0,1,0,83.590051,0.0118217212092708
"HOXC4","Hoxc4",1.674753,1.621918,1.93484,134,31,61,1.743837,0,0,0,0,0,0,0.235098333333333,2.22155347954751
"HOXC5","Hoxc5",0.285374,1.264834,0.45739,34,14,17,0.669199333333333,0,0,0,0,0,0,0.153886333333333,1.4465890487769
"HOXC6","Hoxc6",3.888367,4.569772,5.84917,178,54,93,4.769103,0,0,0,0,0,0,4.50608433333333,1.04776873195973
"HOXC8","Hoxc8",1.947535,2.067001,2.007677,150,39,62,2.00740433333333,0,0,0,0,0,0,10.415642,0.263445922124514
"HOXC9","Hoxc9",0.784401,1.008601,1.210354,70,22,45,1.00111866666667,0,0,0,0,0,0,414.493764666667,0.0048162423526911
"HOXD1","Hoxd1",14.877327,12.256878,13.103118,885,174,347,13.412441,0.049716,0.04365,0,1,1,0,0.538456666666667,9.36811631570166
"HOXD10","Hoxd10",0.085672,0.17437,0.947441,6,3,26,0.402494333333333,0,0,0,0,0,0,391.619448,0.00357214687269728
"HOXD11","Hoxd11",0.021467,0.061467,0.234274,3,2,8,0.105736,0,0,0,0,0,0,1.18101533333333,0.506982222041539
"HOXD12","Hoxd12",0,0,0,0,0,0,0,0,0,0,0,0,0,32.063356,0.0302449636388998
"HOXD13","Hoxd13",0,0,0,0,0,0,0,0,0,0,0,0,0,54.134561,0.0181374437714304
"HOXD3","Hoxd3",2.050543,1.073754,5.45787,120,28,82,2.86072233333333,0,0.031507,0.10004,0,1,2,3.346432,0.888250945449816
"HOXD4","Hoxd4",1.676095,1.435353,2.215292,117,17,67,1.77558,0,0.626549,0.129598,0,8,1,4.23729366666667,0.52996455357573
"HOXD8","Hoxd8",13.967635,12.366685,13.267721,814,206,363,13.2006803333333,0,0.140088,0.434379,0,3,4,0.139042333333333,12.4672103202486
"HOXD9","Hoxd9",4.31723,3.193523,3.383133,303,53,108,3.63129533333333,0.051106,0.087991,0,1,2,0,131.400255666667,0.0349795044580063
"HP","Hp",0.633946,0.182005,0.612169,24,2,10,0.47604,0,0.02471,0,0,1,0,2.80435033333333,0.387987401440684
"HP1BP3","Hp1bp3",83.335192,77.046628,83.945333,6239,1467,2329,81.4423843333333,60.036187,65.153505,86.855898,1520,1600,1368,0.947796333333333,42.3259777844672
"HPCA","Hpca",17.791182,17.318538,16.375085,808,198,310,17.1616016666667,11.75829,11.535954,25.351242,97,139,164,0.175553333333333,15.4494068041717
"HPCAL1","Hpcal1",83.242056,64.699155,83.147323,4152,792,1546,77.0295113333333,33.250526,45.03393,53.918489,550,903,645,0,78.0295113333333
"HPCAL4","Hpcal4",0.758267,0.331056,0.541855,93,17,24,0.543726,19.260223,18.080194,17.949585,1177,1208,786,2.260598,0.473448735477357
"HPD","Hpd",0,0,0,0,0,0,0,0,0,0,0,0,0,0.010731,0.989382931759291
"HPDL","Hpdl",1.123624,1.272221,0.631537,80,22,18,1.00912733333333,0.200167,0.696219,0.359326,4,16,5,2.076093,0.653142584874168
"HPF1","Hpf1",21.12146,21.888739,24.232762,831,228,365,22.4143203333333,16.506931,28.28618,33.446979,206,280,237,0.547727333333333,15.1281946303203
"HPGD","Hpgd",1.488819,2.333152,1.854286,92,36,45,1.89208566666667,2.239617,1.537215,2.364161,37,31,36,4.10501466666667,0.566518581337409
"HPGDS","Hpgds",0.435646,0.269967,0.499455,35,10,11,0.401689333333333,0,0,0,0,0,0,10.4453583333333,0.122467929138668
"HPN","Hpn",1.712967,1.391577,1.682995,40,7,15,1.59584633333333,2.416186,0.941543,2.401259,22,20,19,197.691984666667,0.0130646756470233
"HPS1","Hps1",4.670706,3.068707,4.03532,290,55,121,3.924911,8.004171,7.329551,9.710935,137,185,119,339.996480666667,0.0144427033099331
"HPS3","Hps3",21.53833,21.071071,23.686371,2545,609,1056,22.0985906666667,10.283887,10.434068,12.484646,265,314,236,0,23.0985906666667
"HPS4","Hps4",8.982379,9.333922,7.558916,563,104,194,8.62507233333333,11.1958,8.751313,10.173431,363,383,262,10.3174983333333,0.85045935504887
"HPS5","Hps5",22.368635,26.594717,31.974618,1758,418,681,26.9793233333333,11.519073,8.023067,16.273435,185,226,162,66.357167,0.415387472179959
"HPS6","Hps6",3.658987,2.917399,3.250963,396,76,142,3.275783,3.631676,4.065507,4.697854,111,142,100,78.4947353333333,0.0537869958566565
"HPSE","Hpse",1.006946,0.751203,1.184698,127,23,57,0.980949,0.118973,0.327303,0.168141,7,13,7,0.626123333333333,1.21820341630504
"HPSE2","Hpse2",0.165204,0.045964,0.27731,11,2,5,0.162826,0,0.042594,0.029003,0,2,1,0.0580706666666667,1.09900598951803
"HPX","Hpx",0.087872,0.263816,0,5,2,0,0.117229333333333,47.109781,29.761947,10.116529,45,57,51,0.0313773333333333,1.08324014618639
"HR","Hr",4.993392,3.302291,5.399701,955,183,366,4.565128,1.042252,3.065384,1.85829,28,63,38,6.01500366666667,0.793317903231317
"HRAS","Hras",87.547809,57.254163,75.941326,2705,525,952,73.5810993333333,75.380875,132.018817,142.866806,346,497,329,0,74.5810993333333
"HRCT1","Hrct1",0.218013,0.225333,0.140363,12,3,3,0.194569666666667,0.210529,0.187437,0,2,2,0,0,1.19456966666667
"HRG","Hrg",0.344417,0.148754,0.192102,17,1,5,0.228424333333333,0.018985,0.074286,0.050716,1,5,2,6.19145933333333,0.170817114634777
"HRH1","Hrh1",1.588553,1.548455,0.894631,170,36,41,1.34387966666667,1.083598,0.668341,0.649908,63,36,19,3.152481,0.564452833538953
"HRH2","Hrh2",1.33476,1.219591,1.233502,210,47,78,1.26261766666667,0.140548,0.160406,0.02577,8,10,1,13.778278,0.15310428364297
"HRH3","Hrh3",1.64232,1.406874,1.24575,132,24,46,1.431648,2.943321,4.043603,4.794836,86,137,97,91.09654,0.0264032503284054
"HRH4","Hrh4",0.021266,0,0,1,0,0,0.00708866666666667,0.067853,0.058126,0.116733,3,3,4,7.06577366666667,0.124859524738296
"HRK","Hrk",0.152938,0.228744,0.215026,34,8,19,0.198902666666667,1.070792,5.406617,2.286369,81,372,122,4.405189,0.221805873331472
"HRNR","Hrnr",0,0,0,0,0,0,0,0,0,0,0,0,0,107.883283333333,0.00918414626548887
"HS1BP3","Hs1bp3",8.871441,12.116952,8.554133,782,192,263,9.84750866666667,5.107365,4.477898,25.540602,130,164,120,0.2866,8.43114306440748
"HS2ST1","Hs2st1",15.112819,12.717899,14.928133,2791,694,1148,14.2529503333333,9.958405,10.092248,14.721561,720,731,504,403.855717,0.0376750276527115
"HS3ST1","Hs3st1",4.834837,5.028308,4.875816,300,79,122,4.912987,1.297357,2.776526,2.133519,126,182,85,0.822528666666667,3.24438627942935
"HS3ST2","Hs3st2",19.682989,16.012465,17.810409,1628,311,634,17.8352876666667,4.737601,8.54698,6.504184,124,256,118,129.079597666667,0.144798169770887
"HS3ST3A1","Hs3st3a1",0.156953,0.223627,0.279217,24,8,18,0.219932333333333,0.321947,0.266372,0.117555,7,15,4,0.641266333333333,0.743287246290923
"HS3ST3B1","Hs3st3b1",0.829344,0.930926,0.635006,167,46,53,0.798425333333333,2.058941,2.708248,1.90481,131,208,86,1.04532266666667,0.879286854168731
"HS3ST5","Hs3st5",6.529133,6.995022,7.11076,752,184,309,6.878305,5.077803,8.536664,11.599774,123,189,133,0.0244243333333333,7.69047038775924
"HS3ST6","Hs3st6",1.032159,0.542045,0.961065,39,5,15,0.845089666666667,0,0,0,0,0,0,0,1.84508966666667
"HS6ST1","Hs6st1",26.622346,22.945502,26.113235,3989,833,1574,25.2270276666667,50.636307,40.349285,72.409904,2663,2380,2639,32.8557553333333,0.774669695253981
"HS6ST2","Hs6st2",32.833612,29.257135,29.253442,4824,1163,1885,30.448063,5.741243,7.274049,4.625267,297,395,176,0.0699806666666667,29.3912441408599
"HS6ST3","Hs6st3",4.71822,2.906336,4.608138,298,44,120,4.07756466666667,9.214103,7.091525,12.09208,910,758,844,16.3561423333333,0.292551453494072
"HSBP1","Hsbp1",100.323659,87.083306,102.454508,3237,686,1226,96.620491,193.662363,182.406313,197.662587,4075,4228,3310,4.356664,18.2241206467309
"HSBP1L1","Hsbp1l1",24.043808,25.459661,26.389343,937,243,404,25.297604,20.442077,18.852928,27.302564,172,158,157,54.9729336666667,0.46982715175533
"HSCB","Hscb",14.036338,10.6922,10.422146,166,42,62,11.7168946666667,5.878026,7.89726,7.177201,51,66,33,9.97300666666667,1.15892526569746
"HSD11B1","Hsd11b1",0.620048,0.666474,0.447668,23,7,9,0.578063333333333,0,0.151414,0,0,1,0,11.423609,0.127021329577688
"HSD11B2","Hsd11b2",0.058744,0,0.036008,4,0,1,0.031584,1.04452,1.0436,1.015629,9,8,12,318.248210333333,0.00323129141091473
"HSD17B1","Hsd17b1",0.181049,0.248453,0.356552,9,3,7,0.262018,0.605517,0.332628,0.928157,8,5,9,0.03186,1.22305157676429
"HSD17B10","Hsd17b10",25.550185,21.963853,26.186208,823,172,329,24.5667486666667,35.357575,30.735774,39.299876,271,284,228,0.816896666666667,14.0716580836555
"HSD17B11","Hsd17b11",35.023844,37.69309,38.017311,2479,647,1050,36.911415,9.583168,10.368808,11.425408,123,125,116,0,37.911415
"HSD17B12","Hsd17b12",70.283648,61.780397,70.002969,3599,809,1428,67.3556713333333,52.053168,62.234257,43.469887,843,1035,504,0.103250333333333,61.9584415866934
"HSD17B13","Hsd17b13",0.113703,0.063224,0,7,1,0,0.0589756666666667,0.159162,0.132206,0.393779,5,4,8,21.2683453333333,0.0475552022754692
"HSD17B2","Hsd17b2",0.020658,0,0,1,0,0,0.006886,15.139739,6.447592,6.100698,197,87,56,13.4350443333333,0.0697528858761385
"HSD17B3","Hsd17b3",0,0,0,0,0,0,0,0.183326,0.080168,0,3,1,0,12.8668676666667,0.0721143393041683
"HSD17B4","Hsd17b4",22.028264,23.719017,26.478019,2031,487,801,24.0751,411.104517,369.522409,376.051587,973,1020,765,34.8999883333333,0.698470979075991
"HSD17B6","Hsd17b6",0,0,0,0,0,0,0,1.433214,0.20899,0.573992,2,4,3,28.687577,0.0336841231603374
"HSD17B7","Hsd17b7",20.133559,19.284245,23.57997,2426,599,1066,20.999258,20.276979,17.420217,13.146928,239,244,131,13.276066,1.54098881302454
"HSD3B2","Hsd3b6",0,0,0,0,0,0,0,0.118207,0.794501,0.130455,3,9,2,0.0235343333333333,0.977006796384945
"HSD3B7","Hsd3b7",7.970646,12.573071,17.592986,250,45,108,12.7122343333333,2.510238,1.384423,1.452352,63,42,28,9.632401,1.28966489632335
"HSDL1","Hsdl1",42.693423,46.44342,35.976678,4014,977,1481,41.704507,86.071517,78.555199,95.04641,1817,1890,1415,17.418219,2.31860132621944
"HSDL2","Hsdl2",42.326985,39.86708,36.812178,3017,674,1105,39.6687476666667,5.156475,4.000641,5.447083,167,173,129,39.9136626666667,0.994013857864661
"HSF1","Hsf1",23.048394,19.06115,19.991942,1045,199,367,20.7004953333333,37.422991,34.98073,41.147036,349,460,325,0,21.7004953333333
"HSF2","Hsf2",14.885601,15.07252,16.241399,1295,321,505,15.39984,28.424033,23.910581,32.368867,495,511,419,0,16.39984
"HSF2BP","Hsf2bp",0.161919,0.149012,0.060383,6,2,1,0.123771333333333,0.872735,0.441109,0.683008,10,9,8,2.03422666666667,0.370364991409123
"HSF4","Hsf4",16.521245,15.423178,18.364825,983,225,413,16.7697493333333,101.224179,93.407933,144.597204,187,242,198,0.737492333333333,10.2272389882967
"HSF5","Hsf5",0.150099,0.205409,0.076216,24,8,5,0.143908,0.138441,0.090222,0.028047,7,5,1,2.25169866666667,0.351787824538067
"HSH2D","Hsh2d",0.028138,0,0.108109,2,0,3,0.0454156666666667,0.20762,0.090829,0,5,3,0,0.013804,1.03118124081841
"HSP90AA1","Hsp90aa1",3469.683626,3910.685262,3372.876353,82256,20259,30851,3584.41508033333,741.259278,808.723246,745.089946,27053,30551,20975,2.90524266666667,918.103018523475
"HSP90AB1","Hsp90ab1",1796.517462,1996.719815,1626.838361,94346,22040,33284,1806.69187933333,426.0009,451.314976,438.960973,13825,15966,10115,8.12245,198.15859547965
"HSP90B1","Hsp90b1",592.97174,570.708352,529.189724,13265,3022,4578,564.289938666667,254.563587,263.21331,240.032869,4749,5450,3424,107.561858333333,5.20707684397751
"HSPA12A","Hspa12a",122.046191,114.436929,132.359452,26779,5904,11126,122.947524,124.759072,99.769116,107.246008,8499,7345,5368,3.79313866666667,25.8593653594833
"HSPA12B","Hspa12b",5.4491,5.69817,6.507551,766,199,349,5.88494033333333,0.412697,0.528918,0.432845,15,22,11,13.082736,0.488892238932359
"HSPA13","Hspa13",8.762929,9.161969,8.634714,1320,348,516,8.853204,34.749621,39.923339,38.04906,1745,1932,1374,0.086312,9.07032602051713
"HSPA14","Hspa14",1.161054,0.844991,1.362544,197,37,90,1.122863,8.607757,7.671307,8.618387,169,144,112,63.0320106666667,0.0331531522733379
"HSPA1B","Hspa1b",5.943186,3.663872,4.10775,672,102,198,4.57160266666667,18.859841,20.008478,18.138557,602,708,412,25.7938076666667,0.207943668775309
"HSPA1L","Hspa1l",0.320011,0.26698,0.529617,32,7,21,0.372202666666667,1.807835,1.220189,2.331107,65,48,59,3.34189033333333,0.316038075888758
"HSPA2","Hspa2",7.310218,7.612956,7.881902,756,192,320,7.601692,1.020389,0.979161,0.477616,17,21,16,0.430905333333333,6.01136343517717
"HSPA4","Hspa4",91.098039,86.192642,91.024568,10670,2618,4124,89.4384163333333,95.878403,103.328777,106.666695,3511,3772,2667,21.6866243333333,3.98642014803642
"HSPA4L","Hspa4l",70.292614,69.40417,68.469032,9700,2129,3619,69.3886053333333,8.176109,9.908876,8.175363,851,1010,596,15.174724,4.35176546649781
"HSPA5","Hspa5",121.188151,116.0902,111.219136,10270,2360,3374,116.165829,66.295819,73.609317,69.950853,3442,4160,2575,27.523439,4.10770345749683
"HSPA8","Hspa8",4012.595982,3679.205939,3954.167883,119833,28288,45192,3881.98993466667,1692.890655,1788.214419,1788.760316,19712,23029,14130,118.653222333333,32.452029781942
"HSPA9","Hspa9",77.490229,78.266927,79.702467,8996,2291,3749,78.486541,467.235593,542.74085,567.244447,2948,3470,2384,13.0697193333333,5.64947595021914
"HSPB1","Hspb1",165.290724,99.35173,133.345867,4459,634,1580,132.662773666667,13.514178,23.43003,17.651651,70,179,60,9.63185866666667,12.5719103175939
"HSPB11","Hspb11",15.398469,13.415357,14.136241,251,53,88,14.316689,15.474493,15.85152,22.286657,130,143,130,1.475005,6.18854871000261
"HSPB2","Hspb2",3.699278,2.492164,3.178044,58,10,24,3.123162,0.120086,0,0.169174,1,0,1,1.307631,1.7867510013516
"HSPB3","Hspb3",0.041394,0.341587,0.10641,1,2,1,0.163130333333333,0,0.150319,0,0,1,0,18.6761773333333,0.0591136333866477
"HSPB6","Hspb6",5.455869,4.315133,6.708075,192,53,115,5.49302566666667,0,0.490636,0.445718,0,6,5,20.9484216666667,0.29583109734618
"HSPB7","Hspb7",0.328111,0.107097,0.309288,38,3,14,0.248165333333333,0.185007,1.023084,0.112851,6,29,3,15.8174333333333,0.0742185390953435
"HSPB8","Hspb8",179.800229,159.236109,161.735967,11814,2580,4022,166.924101666667,3.715777,4.045871,3.738053,36,54,28,0.023043,164.141782570886
"HSPB9","Hspb9",0.054178,0.224102,0.350271,1,1,3,0.209517,0.235314,0,0.660874,1,0,2,7.303677,0.145660410442265
"HSPBAP1","Hspbap1",3.614094,3.867999,3.841929,352,89,153,3.774674,3.888402,3.745587,5.296907,68,88,70,23.126388,0.197902562124094
"HSPBP1","Hspbp1",154.145027,125.489167,152.638613,1718,390,653,144.090935666667,20.211569,21.566546,19.58867,290,332,208,3.927922,29.4426201686363
"HSPD1","Hspd1",127.088447,135.331918,116.068438,9703,2505,3615,126.162934333333,149.826426,175.283202,171.250972,3107,3777,2324,34.2156566666667,3.61097722916237
"HSPE1","Hspe1",83.755152,58.934329,62.865185,1842,315,578,68.518222,117.529057,128.828624,117.770622,517,606,368,7.53163766666667,8.14828579413417
"HSPG2","Hspg2",12.697952,12.149203,14.793676,3754,945,1607,13.2136103333333,2.780717,3.224026,3.4527,119,215,98,22.0114256666667,0.61767621612087
"HSPH1","Hsph1",145.098311,117.082117,143.241755,11319,2369,3864,135.140727666667,191.079551,226.49965,192.164171,2564,3200,1985,0.760729666666667,77.3206303295849
"HTATIP2","Htatip2",40.409221,39.218982,37.256194,1982,471,706,38.9614656666667,5.324796,7.547984,7.86358,58,92,69,32.447883,1.19473826390348
"HTATSF1","Htatsf1",16.54723,20.205461,18.627809,1843,545,798,18.4601666666667,38.98112,37.023195,45.124323,1307,1352,1096,4.866738,3.31703353152411
"HTR1A","Htr1a",2.394994,1.945901,1.970378,453,90,146,2.10375766666667,0.114,0.268238,0.137247,7,18,6,12.36242,0.23227511683263
"HTR1B","Htr1b",7.761733,6.362171,7.588145,1378,312,558,7.23734966666667,1.115455,1.745642,3.139321,37,63,74,4.710771,1.44242339023341
"HTR1D","Htr1d",16.680194,19.077815,16.700679,1521,315,563,17.4862293333333,0.027183,0.149676,0.038368,1,6,1,1.13399933333333,8.66271560847098
"HTR1F","Htr1f",2.512065,2.728078,3.022015,245,67,115,2.75405266666667,0,0,0,0,0,0,156.759515333333,0.0237960458913344
"HTR2A","Htr2a",3.092781,2.075809,3.277708,718,120,298,2.81543266666667,2.507346,0.956572,0.598928,118,70,31,110.479571,0.034225397823487
"HTR2B","Htr2b",0.061695,0.101107,0.72134,5,2,9,0.294714,0,0.034232,0.051926,0,1,1,81.4063613333333,0.0157113356184104
"HTR2C","Htr2c",0.08938,0.020995,0.105944,9,1,8,0.0721063333333333,0,0.014889,0.067513,0,1,3,9.39639233333333,0.103122919851332
"HTR3A","Htr3a",41.023557,37.788178,44.526578,3250,725,1375,41.112771,7.488975,3.778396,24.264609,151,106,394,55.7530953333333,0.742034786872065
"HTR3B","Htr3b",5.640894,5.251023,5.421087,545,124,205,5.437668,2.987071,4.755736,12.60889,128,116,309,5.90674666666667,0.93208399130512
"HTR4","Htr4",5.579056,4.009785,5.262382,599,126,241,4.95040766666667,0.546402,0.291227,0,7,5,0,2.58126633333333,1.66153732027191
"HTR5A","Htr5a",1.009972,0.755299,0.906872,228,42,80,0.890714333333333,2.961383,2.91612,0.539592,90,84,20,6.53218166666667,0.251018153438944
"HTR6","Htr6",0.075715,0.134219,0.102375,7,3,4,0.104103,0.567672,0.450745,0.656524,25,23,20,3.71692033333333,0.234072853043027
"HTR7","Htr7",5.291232,5.453565,5.711221,634,163,274,5.48533933333333,5.025531,5.812688,6.398498,198,252,180,10.0342986666667,0.587743682607105
"HTRA1","Htra1",116.723311,125.837825,120.135656,3180,737,1325,120.898930666667,13.162983,33.532681,19.977787,207,575,216,17.6878746666667,6.5228889234845
"HTRA2","Htra2",22.459419,19.457379,22.561598,788,170,284,21.4927986666667,15.445418,16.022372,17.945051,246,276,179,4.53264266666667,4.0654710636171
"HTRA3","Htra3",3.048657,3.16171,1.87957,187,38,76,2.69664566666667,0.431162,1.17314,0.201297,11,35,4,42.147317,0.0856749833753665
"HTRA4","Htra4",0.809983,0.557248,0.735677,63,10,24,0.700969333333333,0.123596,0.113364,0.0764,3,3,1,31.5933003333333,0.0521876985741681
"HTT","Htt",12.685291,11.069736,12.789042,6783,1456,2668,12.1813563333333,115.189719,103.776573,113.263109,1650,1876,1315,2.165256,4.16438870452606
"HUNK","Hunk",1.847402,2.308554,2.411352,402,121,211,2.18910266666667,5.324414,11.203545,6.668422,363,426,315,0.0965943333333333,2.90818816925007
"HUS1","Hus1",5.464742,4.968387,4.929957,590,122,197,5.12102866666667,9.366734,9.31211,8.280117,148,204,122,8.748106,0.627919789410032
"HUS1B","Hus1b",0.07186,0.09724,0.244984,3,1,4,0.138028,0,0,0,0,0,0,68.380892,0.0164026141376216
"HUWE1","Huwe1",358.183261,388.764118,317.147151,17662,3868,7342,354.698176666667,87.666422,75.656468,81.346294,5381,5885,4032,0.00548166666666667,353.758987815127
"HVCN1","Hvcn1",0.057264,0,0,4,0,0,0.019088,1.024453,1.141653,1.374162,9,14,3,0,1.019088
"HYAL1","Hyal1",0.975219,0.673911,0.683143,94,16,20,0.777424333333333,0.538402,0.817054,1.94767,16,19,20,20.0135463333333,0.084584691471798
"HYAL2","Hyal2",10.993681,21.151403,12.236609,339,76,130,14.7938976666667,12.104072,13.316435,10.928983,228,199,182,34.2728453333333,0.447763641334066
"HYAL3","Hyal3",1.075634,1.408675,1.015669,75,25,28,1.16665933333333,8.743611,15.34858,12.58361,105,182,96,3.46640566666667,0.485101330921053
"HYAL4","Hyal4",0,0,0.019645,0,0,1,0.00654833333333333,0.240483,0.196081,0.976837,2,1,4,0,1.00654833333333
"HYDIN","Hydin",0.034276,0.071895,0.058509,24,11,16,0.0548933333333333,2.517502,1.76973,4.477688,87,95,55,121.946356333333,0.0085801105847602
"HYI","Hyi",17.780508,16.429975,18.584801,474,106,203,17.598428,8.950657,15.264303,12.292291,119,117,70,0.166753333333333,15.9403255758144
"HYKK","Hykk",0.990462,0.78665,0.857148,210,41,61,0.878086666666667,0.615837,1.246339,0.835322,12,17,7,13.1978633333333,0.132279528445477
"HYLS1","Hyls1",2.537708,2.560683,2.631871,215,54,93,2.576754,5.789338,4.691129,5.146053,100,89,62,13.7692286666667,0.24217608655979
"HYOU1","Hyou1",19.915335,26.145185,18.604771,3129,813,1067,21.555097,54.416715,85.134522,76.085426,2192,2632,1629,74.4179133333333,0.299068165679825
"HYPK","Hypk",49.069393,61.212447,45.069597,583,162,230,51.7838123333333,8.446621,7.290628,4.443136,254,299,173,8.909753,5.32645085435866
"IAH1","Iah1",23.761458,22.702491,25.40699,716,138,262,23.9569796666667,82.30539,90.734632,82.434095,204,251,168,32.8570353333333,0.737128322694448
"IAPP","Iapp",0,0,0,0,0,0,0,0,0.040693,0,0,1,0,2.51800933333333,0.284251662019468
"IARS2","Iars2",19.708746,21.548694,21.319921,3738,954,1603,20.8591203333333,36.369571,35.963295,45.561515,1004,1218,775,0,21.8591203333333
"IBA57","Iba57",2.034498,1.648608,1.305104,326,68,88,1.66273666666667,1.494734,1.369123,2.304611,139,159,94,0.761496,1.51163367198487
"IBSP","Ibsp",1.679815,1.605062,1.952855,136,32,62,1.74591066666667,0.053485,0.148308,0,1,3,0,22.964808,0.114580958322999
"IBTK","Ibtk",4.828411,5.732245,6.045834,908,225,407,5.53549666666667,13.731296,13.479944,14.084604,679,776,475,137.828864666667,0.047075921007916
"ICA1","Ica1",89.851134,58.087495,117.97898,1279,316,567,88.639203,72.562986,72.460127,71.274031,480,513,392,14.644165,5.72988094922292
"ICA1L","Ica1l",9.276781,7.643774,8.801198,703,175,273,8.57391766666667,12.950851,14.77787,14.592186,709,775,632,18.5331203333333,0.490137648429306
"ICAM1","Icam1",0.460231,0.433771,0.288695,46,10,11,0.394232333333333,1.350318,1.15098,2.484935,52,43,29,0,1.39423233333333
"ICAM2","Icam2",1.642633,1.355666,1.125936,42,8,10,1.374745,0.53665,0.188733,0.729195,5,2,5,30.2609193333333,0.0759652963074513
"ICAM4","Icam4",0,0,0.076914,0,0,1,0.025638,0.153856,0.13789,0,2,2,0,0.500134666666667,0.683697285843671
"ICAM5","Icam5",0.080484,0.18277,0.282539,9,5,14,0.181931,0.665057,1.519337,2.394526,15,33,27,8.21410833333333,0.12827405075369
"ICE1","Ice1",22.809781,23.642013,21.44552,3502,780,1439,22.632438,4.926617,5.380147,5.753286,493,573,410,26.1651406666667,0.869954560146949
"ICE2","Ice2",2.621144,2.609921,4.691417,315,86,123,3.307494,9.186067,8.392045,14.560958,195,209,174,25.5059883333333,0.162510220174774
"ICMT","Icmt",73.716942,68.751979,66.707868,7279,1671,2632,69.7255963333333,27.0477,40.135853,34.894665,983,1067,757,8.518414,7.43039715790187
"ICOS","Icos",0,0,0,0,0,0,0,0,0,0,0,0,0,2.43972,0.290721337783308
"ID1","Id1",4.616663,4.296849,6.264575,152,33,80,5.05936233333333,9.958856,8.472476,7.439262,104,98,53,67.4701626666667,0.088496391674022
"ID2","Id2",15.122432,14.02553,14.643377,664,154,251,14.597113,99.795423,94.426426,81.801347,745,763,531,16.834491,0.874547695249615
"ID3","Id3",93.845675,79.675881,95.429849,1437,259,590,89.6504683333333,2.111119,3.965832,11.186748,17,27,54,224.219660333333,0.402498024369486
"ID4","Id4",15.244478,17.504269,15.267364,2264,649,930,16.0053703333333,29.405198,36.365005,56.121717,1387,1860,1887,36.558477,0.452770497944667
"IDE","Ide",23.626403,22.671541,28.406653,3451,709,1565,24.9015323333333,5.515019,5.597002,5.01885,283,282,203,6.02771,3.68562907879428
"IDH1","Idh1",75.76736,88.532231,76.8002,5517,1528,2284,80.366597,94.105469,82.90377,97.647057,2695,2399,1954,77.1847076666667,1.04069708039197
"IDH2","Idh2",14.866391,12.197691,17.600065,504,126,230,14.888049,19.727685,21.224368,26.496776,454,515,412,160.146904,0.0985935727316238
"IDH3A","Idh3a",70.604342,66.214233,71.969698,5393,1240,2131,69.596091,123.018926,98.618556,59.495639,914,1048,517,0.016268,69.4660178220706
