"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"AARD","Aard",2.57551,1.792836,2.300635,113,19,43,2.22299366666667,0.430968,0.085659,1.087127,14,2,11,4.09296266666667,0.632832768981617
"AARS2","Aars2",6.79198,7.088157,7.718581,883,233,341,7.19957266666667,5.386935,4.813326,4.864937,386,295,304,55.302048,0.145635424605987
"AARSD1","Aarsd1",20.141048,21.056957,18.232245,980,245,334,19.8100833333333,74.878567,67.118873,80.955658,446,311,417,10.9592553333333,1.74008186574381
"AASDH","Aasdh",6.960489,8.130195,6.147941,341,79,114,7.07954166666667,5.458335,2.72435,3.019545,133,107,128,1.503734,3.22699682421003
"AASDHPPT","Aasdhppt",9.569516,9.23858,10.046699,1046,255,433,9.618265,49.305585,36.802533,43.42734,1280,906,1184,323.327237666667,0.0327393563253948
"AASS","Aass",0.446771,0.225671,0.515404,40,8,17,0.395948666666667,9.710755,9.041474,7.927698,771,591,561,7.66031,0.161189226097757
"AATF","Aatf",8.28501,7.465639,8.82369,481,118,197,8.19144633333333,15.593698,15.462792,19.291505,279,197,205,19.5606413333333,0.447040838090589
"AATK","Aatk",101.175735,106.182921,113.743123,10769,2643,4798,107.033926333333,5.175648,2.801113,2.12947,197,66,153,13.7411343333333,7.32873901630772
"ABAT","Abat",24.548925,25.806704,29.076187,2980,710,1214,26.477272,19.311736,14.714566,12.931931,1137,753,789,0.501137666666667,18.3042985397964
"ABCA1","Abca1",14.538765,14.680589,13.673699,4922,1115,1967,14.2976843333333,13.944394,12.167811,12.461129,2286,1610,1812,15.6002666666667,0.921532445261924
"ABCA13","Abca13",0.026318,0.017482,0.051169,15,3,14,0.0316563333333333,0.064986,0.353211,0.084842,4,8,5,4.59273066666667,0.184463796814341
"ABCA17P","Abca17",0.241964,0.12923,0.257969,35,5,6,0.209721,1.321805,0.403783,0.722064,13,4,7,0.592088666666667,0.759832681010647
"ABCA2","Abca2",70.353022,71.44658,66.893322,9729,2082,3846,69.564308,50.768809,33.180849,36.909447,1020,646,751,53.3607073333333,1.29807560389728
"ABCA3","Abca3",29.995284,25.735844,33.069807,7843,1645,2919,29.6003116666667,21.599438,17.726576,24.450837,1930,1121,1708,14.5759906666667,1.96458204948419
"ABCA4","Abca4",0.218113,0.144422,0.457021,16,3,4,0.273185333333333,1.22204,0.556301,1.285668,23,10,13,25.8367566666667,0.0474418481021117
"ABCA5","Abca5",22.448123,21.41967,24.32496,6816,1769,2833,22.7309176666667,6.679427,7.075997,6.759744,323,230,276,208.214448333333,0.113428675006504
"ABCA6","Abca6",20.340663,20.054591,22.962028,4456,1036,1929,21.119094,1.179883,0.523131,0.304506,17,18,12,94.9927196666667,0.230424703840127
"ABCA7","Abca7",28.284582,28.185107,28.557071,8307,2009,3301,28.3422533333333,24.152072,12.964013,24.639795,710,377,537,0.0279926666666667,28.5432516055562
"ABCA8","Abca8b",12.161258,12.465005,14.473483,3737,944,1732,13.0332486666667,8.680828,3.745783,8.184944,258,141,202,92.3266466666667,0.15036700843639
"ABCA9","Abca9",2.510507,2.960071,2.962372,676,194,314,2.81098333333333,2.080644,1.631188,5.048676,56,70,42,70.524086,0.0532825170717083
"ABCB1","Abcb1a",40.156561,54.850987,5.961506,1174,289,483,33.6563513333333,0.242278,0.606745,0.127132,1,5,2,1.80413866666667,12.3590005534676
"ABCB10","Abcb10",5.679646,5.373036,5.311046,963,220,368,5.454576,4.487977,5.694735,6.12157,229,188,232,19.2221996666667,0.319182685681787
"ABCB11","Abcb11",0,0,0.012404,0,0,1,0.00413466666666667,1.580405,3.39585,0.543683,8,15,6,17.6704116666667,0.053782138529886
"ABCB4","Abcb4",2.85706,2.376162,2.887682,430,81,174,2.706968,0.391427,0.466284,0.700631,11,23,7,0.284030333333333,2.88697852672743
"ABCB5","Abcb5",0,0,0,0,0,0,0,0.218901,0.076822,0,4,2,0,124.477910666667,0.0079695302120268
"ABCB6","Abcb6",11.693171,5.646987,10.839573,709,152,266,9.39324366666667,17.599676,11.88309,16.193697,250,162,216,60.1961696666667,0.16983487239934
"ABCB7","Abcb7",7.456802,7.129243,7.31946,1722,415,663,7.301835,5.349743,5.631146,5.087587,135,114,121,0.477899333333333,5.61732102637573
"ABCB8","Abcb8",25.498487,22.60307,29.797684,1350,316,528,25.9664136666667,25.451568,21.496367,20.678115,717,431,556,0.047523,25.7430277584995
"ABCB9","Abcb9",15.429411,12.471241,16.112352,1637,348,695,14.6710013333333,20.038858,11.346602,23.406662,473,230,418,1.25770333333333,6.94112512568082
"ABCC1","Abcc1",8.351031,6.08049,11.592946,994,209,349,8.67482233333333,8.866004,11.470193,9.218329,759,724,593,0.0985743333333333,8.80670705638793
"ABCC10","Abcc10",2.622562,2.513981,2.584121,288,85,131,2.57355466666667,67.229562,58.653056,74.269479,908,586,738,0.04034,3.43498727979955
"ABCC12","Abcc12",0.581075,0.452147,0.584976,67,15,32,0.539399333333333,0,0,0,0,0,0,18.1321966666667,0.0804611911613565
"ABCC2","Abcc2",0.140255,0.055143,0.014914,11,3,2,0.070104,1.027977,1.07924,0.751123,20,15,18,0.845947666666667,0.579704408377052
"ABCC3","Abcc3",0.786365,0.247674,1.21136,64,13,30,0.748466333333333,0.387771,0.982346,0.063447,3,5,1,0.884872666666667,0.927631008849758
"ABCC5","Abcc5",198.841532,203.71343,188.884774,9456,2400,3630,197.146578666667,47.052923,36.864191,46.334162,2382,1605,1925,20.949055,9.02756764091514
"ABCC6","Abcc6",0.085526,0.0381,0.217017,4,2,4,0.113547666666667,0.700877,0.769524,0.372597,31,27,18,24.1202313333333,0.0443287186288385
"ABCC9","Abcc9",0.457331,0.586749,0.748134,144,44,89,0.597404666666667,0.152849,0.551804,0.203548,19,57,23,0.021795,1.56333184901733
"ABCD1","Abcd1",3.015163,2.892315,3.204815,439,97,175,3.037431,7.294446,8.044954,7.763412,256,196,196,11.7826246666667,0.315853050940973
"ABCD2","Abcd2",12.532056,12.875819,24.69632,1069,277,522,16.7013983333333,0.010725,0,0.024448,1,0,2,7.79499266666667,2.01266777633849
"ABCD3","Abcd3",23.050902,26.579739,25.839073,2983,814,1204,25.1565713333333,11.69952,13.13055,9.707609,544,496,467,0.182089333333333,22.1274066145029
"ABCD4","Abcd4",7.701302,7.200632,7.596608,671,162,279,7.499514,70.916088,64.134004,67.343217,895,680,780,6.02768366666667,1.20943320774588
"ABCE1","Abce1",34.359215,33.442045,35.396792,5248,1252,2130,34.3993506666667,31.583438,49.79339,37.572001,980,1003,995,51.5015293333333,0.674253704914297
"ABCF1","Abcf1",48.874882,43.044373,42.180863,2775,693,1070,44.7000393333333,79.412855,49.138765,60.340286,982,733,819,16.7136716666667,2.57993036075807
"ABCF2","Abcf2",34.216991,31.769168,33.397482,3604,812,1372,33.1278803333333,41.126604,23.175533,34.428163,544,392,458,2.61348133333333,9.44459848692544
"ABCF3","Abcf3",239.440985,240.481862,262.081136,2543,620,992,247.334661,48.291703,49.874702,42.97229,634,530,501,89.6533366666667,2.73938798207869
"ABCG1","Abcg1",18.773829,17.063098,18.789429,2286,536,842,18.2087853333333,4.150456,4.415328,3.848561,183,146,140,70.685971,0.267957385041675
"ABCG2","Abcg2",54.978868,56.39503,59.840227,2779,666,1263,57.071375,2.961168,3.343736,4.879457,130,124,137,19.632322,2.81458262429212
"ABCG5","Abcg5",0.010563,0.043488,0,1,1,0,0.018017,0,0.053623,0,0,2,0,13.9772976666667,0.0679706728581411
"ABCG8","Abcg8",0.091383,0.209021,0.104162,14,7,6,0.134855333333333,0.166037,0.120609,0.140823,13,5,8,30.739424,0.0357553852689114
"ABHD1","Abhd1",0.248361,0.11232,0.155026,13,1,3,0.171902333333333,0.539133,1.449996,2.556852,16,11,17,46.7447953333333,0.0245451326192022
"ABHD10","Abhd10",17.746552,16.650794,17.367814,1666,373,628,17.2550533333333,17.896254,16.509149,18.709231,474,316,439,11.2268,1.49303606285646
"ABHD11","Abhd11",21.328858,20.942596,21.510674,760,193,291,21.2607093333333,8.315591,5.793527,10.881287,88,44,86,0,22.2607093333333
"ABHD12","Abhd12",214.181303,199.363481,208.134202,7251,1684,2832,207.226328666667,34.456652,32.027544,41.779576,424,313,435,0.0118706666666667,205.783540847776
"ABHD13","Abhd13",3.425154,2.566317,3.608387,713,132,298,3.19995266666667,3.072772,3.602061,3.056116,238,226,207,17.24049,0.230254377303826
"ABHD14A","Abhd14a",19.7553,20.709479,18.454951,796,192,283,19.63991,19.98651,11.809536,18.625674,220,94,202,5.444609,3.2026628768324
"ABHD14B","Abhd14b",18.377497,14.011024,14.704548,754,156,268,15.6976896666667,6.270991,5.484107,6.977415,142,105,131,19.3044256666667,0.82236700218903
"ABHD15","Abhd15",1.258226,1.963905,0.849918,121,26,37,1.35734966666667,2.267084,2.653537,2.449372,118,109,110,121.178592,0.0192942939354438
"ABHD16A","Abhd16a",70.646955,78.385633,75.72245,2758,659,1094,74.918346,43.283793,44.460669,44.105033,632,478,592,14.1200143333333,5.02104986981604
"ABHD16B","Abhd16b",0.100346,0.059159,0.073675,7,1,2,0.0777266666666667,0,0,0,0,0,0,15.0845016666667,0.0670040445766582
"ABHD17A","Abhd17a",54.32776,41.861233,48.254641,1996,396,869,48.147878,22.251861,16.580488,18.393927,855,595,608,20.7973786666667,2.25476093944997
"ABHD17B","Abhd17b",22.041201,20.581638,22.935141,1825,435,732,21.85266,6.982168,5.876005,6.383279,292,190,217,32.975061,0.672630433246316
"ABHD17C","Abhd17c",11.283472,13.469857,8.899621,714,148,294,11.21765,5.189827,4.249834,4.998582,101,79,94,7.683484,1.40699861944814
"ABHD18","Abhd18",3.17983,3.46159,2.752458,273,75,108,3.13129266666667,3.285167,2.22549,2.818459,157,105,137,0.378546333333333,2.99684716195006
"ABHD2","Abhd2",36.723837,35.505954,38.19751,10887,2566,4419,36.8091003333333,43.040132,37.278752,34.676228,4800,3122,3837,25.8453793333333,1.40840253601433
"ABHD3","Abhd3",14.353249,12.050526,13.142816,749,205,280,13.182197,3.984849,5.25904,2.915345,43,53,50,188.800944,0.0747214249893299
"ABHD4","Abhd4",50.359455,48.462447,50.512159,4010,834,1505,49.7780203333333,36.086594,26.455903,21.679738,296,237,316,4.14297433333333,9.87327897093012
"ABHD5","Abhd5",30.875776,28.899154,33.675929,1450,328,540,31.1502863333333,2.814933,3.503613,4.082079,117,93,117,67.8293946666667,0.467101105407562
"ABHD6","Abhd6",12.397356,10.977638,11.245281,974,215,348,11.5400916666667,11.831495,8.409419,12.306665,138,99,156,0.832805333333333,6.84202050190455
"ABHD8","Abhd8",37.222072,31.595592,35.732559,2814,569,1151,34.8500743333333,3.366122,1.881682,2.264601,60,36,33,0.113022333333333,32.2096630585729
"ABI1","Abi1",73.499723,76.395454,73.837698,3519,880,1307,74.577625,12.69711,14.372399,14.823763,447,426,457,37.131495,1.98202627513031
"ABI2","Abi2",33.5103,22.271769,32.250394,3171,695,1283,29.3441543333333,23.445738,22.714472,18.676018,1466,1126,1250,19.2788783333333,1.49634283684494
"ABI3","Abi3",0.648225,0.232863,1.080233,18,6,10,0.653773666666667,0,0.122185,0,0,1,0,33.885931,0.0474051750737759
"ABITRAM","Abitram",3.739558,3.621243,4.375773,439,119,176,3.91219133333333,13.474933,12.693075,15.766697,185,143,177,22.294948,0.210869383925362
"ABL1","Abl1",8.536541,8.902709,11.083969,1262,319,543,9.50773966666667,20.002516,27.75208,18.375548,1348,1318,1125,0.541266,6.81760297487044
"ABL2","Abl2",5.264426,4.654585,6.798877,2047,472,841,5.57262933333333,7.647104,11.288064,8.405532,1295,1485,1218,0,6.57262933333333
"ABLIM1","Ablim1",44.867705,42.117908,43.063424,9236,2061,3536,43.349679,13.234586,13.893529,13.950169,1252,905,1223,3.43806866666667,9.99301325216089
"ABLIM2","Ablim2",27.7936,29.426839,21.693994,1532,345,560,26.304811,2.618199,1.169305,2.227903,73,27,55,19.619759,1.32420611705501
"ABLIM3","Ablim3",13.169178,12.081958,12.860354,2375,528,912,12.70383,39.693627,31.45544,35.010631,1694,1071,1302,0,13.70383
"ABO","Abo",0.10168,0,0.037192,7,0,1,0.0462906666666667,0.081458,0.061784,0.056364,8,5,5,418.292288333333,0.00249537302683439
"ABR","Abr",59.447352,52.550682,58.358209,10128,2156,3916,56.7854143333333,198.031654,211.438013,200.361185,1298,1199,1252,521.419259666667,0.110611186827614
"ABRA","Abra",0.017227,0,0.044071,2,0,2,0.0204326666666667,0,0,0,0,0,0,10.242749,0.090763626108407
"ABRACL","Abracl",37.088713,47.865666,52.35161,184,56,84,45.768663,16.160065,20.958007,19.636272,132,135,145,14.463645,3.02442684114903
"ABRAXAS1","Abraxas1",3.576158,3.463709,2.394861,158,35,60,3.14490933333333,3.82892,6.035163,5.406464,107,132,131,1.09453433333333,1.9789168730106
"ABRAXAS2","Abraxas2",19.151046,15.849001,18.553229,1604,384,645,17.851092,5.545332,5.945653,7.320012,243,210,286,24.0521246666667,0.752474780116454
"ABT1","Abt1",1.783222,1.437852,1.858162,334,66,136,1.69307866666667,4.559478,4.690372,4.720066,202,168,186,0.332005333333333,2.0218227354445
"ABTB1","Abtb1",46.710301,42.045226,46.427737,1463,361,559,45.061088,6.145615,3.499741,5.352266,109,78,105,35.8245523333333,1.25082547054634
"ABTB2","Abtb2",16.08518,16.368571,14.737303,2968,692,1128,15.7303513333333,1.812701,1.607969,1.602889,139,98,106,0.0702403333333333,15.632331180442
"ACAA1","Acaa1b",0.255714,0.200968,0.42739,5,3,3,0.294690666666667,38.003127,38.829187,39.570663,550,465,521,2.87314266666667,0.33427394188423
"ACAA2","Acaa2",48.921519,40.774913,50.141634,1806,371,659,46.6126886666667,13.362606,16.013843,12.490575,285,274,234,37.1715246666667,1.24733526057565
"ACACA","Acaca",28.483863,24.922881,36.571534,7673,1813,3098,29.9927593333333,42.363631,48.905645,32.241697,1667,1457,1400,0.334099666666667,23.2312173578236
"ACACB","Acacb",2.097291,2.286744,2.776692,428,116,205,2.386909,3.811888,6.196471,2.56891,69,75,51,1.88246233333333,1.17500546696939
"ACAD10","Acad10",5.900381,5.058764,3.772682,398,85,139,4.910609,21.73928,19.257871,23.277153,392,285,343,11.2976903333333,0.480627568249875
"ACAD11","Acad11",8.306437,8.234552,10.686786,908,217,371,9.075925,13.192374,11.007639,9.386726,340,270,275,16.9703503333333,0.560697193605074
"ACAD8","Acad8",19.029721,18.683449,17.581744,1000,249,370,18.431638,26.483493,20.192299,24.101738,534,375,468,1.015644,9.64041169968506
"ACAD9","Acad9",35.76316,32.365758,33.771603,1593,407,659,33.9668403333333,19.252462,17.316786,16.985834,406,304,324,0.0922513333333333,32.013547858643
"ACADL","Acadl",73.220247,63.531695,77.515492,4260,1046,1720,71.422478,0.207989,0.400506,0.246715,5,7,5,19.901956,3.46486606325265
"ACADM","Acadm",104.286834,133.069582,89.941463,2042,555,727,109.099293,27.650351,25.508799,28.982212,462,377,403,0,110.099293
"ACADS","Acads",9.784882,10.757871,9.318308,551,138,214,9.953687,4.599063,3.579749,4.281652,112,71,98,30.3830136666667,0.349032349676297
"ACADSB","Acadsb",96.232375,126.89331,108.03208,1698,455,653,110.385921666667,2.345294,3.480124,2.567987,193,175,184,1.14748833333333,51.8679985067827
"ACADVL","Acadvl",42.023617,41.941155,42.073591,3114,819,1237,42.0127876666667,487.069067,525.545782,529.790065,2890,2306,2580,17.40622,2.33686154281904
"ACAN","Acan",0.130892,0.191164,0.119876,36,15,14,0.147310666666667,13.521626,21.358045,13.180758,1180,1435,924,7.561401,0.134009686810216
"ACAP1","Acap1",0.091783,0.232758,0.226778,10,6,5,0.183773,8.203837,7.799579,5.089685,31,27,34,0.385942333333333,0.854128610930662
"ACAP2","Acap2",20.793923,20.213468,20.579347,2488,592,1000,20.5289126666667,4.317336,5.926497,4.813944,442,447,434,44.5875936666667,0.472253763251568
"ACAT1","Acat1",45.268253,39.492711,43.532401,3117,754,1257,42.764455,56.259875,44.471839,63.751794,369,255,375,3.553206,9.61178892411193
"ACAT2","Acat2",118.574216,110.048324,111.242826,6929,1639,2550,113.288455333333,25.297509,32.783013,27.509826,501,530,488,22.0492936666667,4.95843634022567
"ACBD3","Acbd3",19.496714,17.2792,18.511416,2687,586,1015,18.42911,54.125804,44.820301,37.958539,793,793,708,87.7579663333333,0.218899900511841
"ACBD5","Acbd5",54.568877,48.479724,53.439881,5713,1396,2284,52.1628273333333,7.912379,6.095147,7.392269,308,226,288,57.1031753333333,0.914972839751741
"ACBD6","Acbd6",31.172844,27.736285,33.386355,1047,224,446,30.7651613333333,24.856558,25.060157,20.197148,434,305,343,0.174427666666667,27.0473544134831
"ACBD7","Acbd7",2.097597,1.943282,1.424488,26,6,7,1.821789,0.811197,0.918754,0.914356,39,38,35,11.1193056666667,0.232834213247145
"ACCS","Accs",5.583149,6.109839,6.953522,303,83,147,6.21550333333333,23.189882,13.116107,20.465664,320,206,258,6.32711866666667,0.984766817843267
"ACCSL","Accsl",0.399985,0.65421,0.94449,14,3,7,0.666228333333333,0,0,0,0,0,0,0,1.66622833333333
"ACD","Acd",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,8.520872,12.288536,11.733328,141,109,166,13.9484126666667,0.678596108688285
"ACE","Ace",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,1.303784,1.277742,1.252099,41,16,21,4.61045833333333,0.479989424512258
"ACE2","Ace2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,0,0.275135,0.093605,0,1,2,0.032435,1.44033312831639
"ACER1","Acer1",0.010316,0,0,1,0,0,0.00343866666666667,0.050862,0,0,1,0,0,0,1.00343866666667
"ACER2","Acer2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,0.79589,1.105758,0.950331,33,37,35,42.3160396666667,0.0534737405471795
"ACER3","Acer3",11.530842,8.637076,12.811604,2090,500,908,10.993174,2.862275,3.818158,3.438456,324,261,332,0.936543333333333,6.19308320839709
"ACHE","Ache",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,23.639298,15.646921,24.253111,666,324,578,18.5912026666667,2.53309852953047
"ACIN1","Acin1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,177.532807,182.921232,142.933279,3282,2682,2593,5.776554,6.85205720586993
"ACKR1","Ackr1",401.909922,315.577281,419.361754,3251,659,1169,378.949652333333,7.550579,5.560224,10.119254,197,125,214,93.5780606666667,4.01731278538728
"ACKR2","Ackr2",0.230189,0,0.108776,12,0,5,0.112988333333333,0.359601,0.085355,0.268785,6,3,9,0.0201403333333333,1.0910149289918
"ACKR3","Ackr3",1.643219,1.944276,2.196828,207,60,91,1.92810766666667,0.58853,1.270426,0.550161,17,15,14,5.565056,0.446014118792995
"ACKR4","Ackr4",0.241529,0.299142,0.237301,17,5,6,0.259324,0,0,0,0,0,0,83.4959306666667,0.0149039603453566
"ACLY","Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,146.457605,153.677986,123.036365,4402,3834,3894,0,257.100435333333
"ACMSD","Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,0,0.090128,0.068505,0,2,1,111.293037,0.0103141895313301
"ACO1","Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,7.828545,10.438737,8.19943,589,574,554,8.036804,0.877687915624447
"ACO2","Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,44.21915,38.397711,34.421423,1102,814,929,1.38018433333333,69.1963382948071
"ACOD1","Acod1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1","Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,3.574162,4.075885,3.688916,68,59,57,0.555757666666667,0.65676338195773
"ACOT11","Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,0.37798,0.458171,0.465699,35,34,33,0.009225,9.39981801217106
"ACOT12","Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,0.838379,0.711122,0.64397,19,13,12,28.4359543333333,0.0426451832494237
"ACOT13","Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,12.191412,9.46509,13.396844,229,175,231,0.128003666666667,169.895309737468
"ACOT2","Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,21.539035,15.077116,15.11408,178,108,135,0.579736666666667,1.78193011071466
"ACOT4","Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,0.146906,0.447474,0.101508,5,12,3,8.40042833333333,0.171777030727501
"ACOT6","Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0,0.122286,0,0,1,0,60.099307,0.0573669408939996
"ACOT7","Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,38.203304,38.030315,39.780133,695,547,661,105.878071333333,3.66512907446615
"ACOT8","Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,9.983366,11.016138,11.40912,177,144,156,4.974236,1.21311600903167
"ACOT9","Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,23.22135,28.851472,24.154281,541,489,487,3.387781,6.35212582396432
"ACOX1","Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,33.537489,28.271905,20.230548,771,581,655,18.5512403333333,2.37973217419573
"ACOX2","Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,5.459635,7.803665,5.815802,51,58,35,72.0220853333333,0.0214695594195027
"ACOX3","Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,8.870189,7.235071,11.373044,158,135,150,15.2750176666667,1.88743473560592
"ACOXL","Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0.239138,0.162594,0.206492,7,4,5,6.31179633333333,0.172004927744842
"ACP1","Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,58.248272,76.17287,65.299677,903,859,858,32.6087256666667,2.10249727112038
"ACP2","Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,169.629988,98.736759,157.367625,899,467,753,0.231051666666667,18.1996596406054
"ACP4","Acp4",0.036404,0,0,2,0,0,0.0121346666666667,0.556063,0.142491,0.132265,10,2,2,5.758203,0.14976387460789
"ACP5","Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,7.63295,1.018418,10.927006,32,7,35,0.237713666666667,1.08933730230013
"ACP6","Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,24.331622,19.56541,23.987726,367,301,340,0.0874,4.84028324443627
"ACP7","Acp7",1.156246,3.81974,1.76337,62,16,28,2.246452,0.259018,0.140654,0.195719,11,5,8,85.97565,0.0373259872159622
"ACR","Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.050784,0.062833,0,1,1,0,6.30690966666667,0.195342955975597
"ACRBP","Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.933344,1.400639,0.994766,9,11,8,1.396431,1.41677199691263
"ACRV1","Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,0.230836,0.190941,0.387534,4,4,4,1.409463,0.482475002382965
"ACSBG1","Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,1.680716,3.357604,1.221717,49,54,34,42.5405296666667,0.746979283799709
"ACSBG2","Acsbg2",0,0,0,0,0,0,0,0.206484,0.414199,0.534768,2,2,6,74.0247403333333,0.0133289365022394
"ACSF2","Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,52.435691,50.495669,51.622443,334,301,283,4.91425733333333,0.821876142014337
"ACSF3","Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,19.896846,16.478566,14.431669,339,249,243,1.56849833333333,3.29802718709181
"ACSL1","Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,22.571965,34.049958,24.018834,390,247,333,0.187325333333333,25.767412526081
"ACSL3","Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,125.144372,117.20619,162.941162,2688,1748,2708,26.998922,2.01979205961334
"ACSL4","Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,25.373504,30.774505,32.691471,1627,1473,1507,3.55108633333333,10.2104447004191
"ACSL5","Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.550356,0.183705,0.680974,9,2,6,18.5806646666667,4.57768987208708
"ACSL6","Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,5.279576,2.761154,5.097792,259,134,211,6.56396133333333,6.91620977791002
"ACSM1","Acsm1",0,0,0,0,0,0,0,0,0.132055,0,0,1,0,94.2345353333333,0.010500392494171
"ACSM2B","Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.259345,0.573845,1.003013,6,3,7,8.893309,0.105380481562505
