"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ACOT11",0.37798,0.458171,0.465699,0.43395,35,34,33,"Acot11",31.291213,30.108627,23.60258,1932,2643,500,28.33414,0.0488833147997521
"ACOT12",0.838379,0.711122,0.64397,0.731157,19,13,12,"Acot12",0.079966,0.252288,0,4,14,0,0.110751333333333,1.55854595718094
"ACOT13",12.191412,9.46509,13.396844,11.6844486666667,229,175,231,"Acot13",157.51678,116.485561,68.278891,489,681,163,114.093744,0.110209714497312
"ACOT2",21.539035,15.077116,15.11408,17.2434103333333,178,108,135,"Acot1",9.050274,14.271405,12.906082,118,280,48,12.0759203333333,1.39519130342412
"ACOT2",21.539035,15.077116,15.11408,17.2434103333333,178,108,135,"Acot5",0.45798,0.176757,0.788994,13,7,7,0.474577,12.3719618123254
"ACOT2",21.539035,15.077116,15.11408,17.2434103333333,178,108,135,"Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,14.5928915080555
"ACOT2",21.539035,15.077116,15.11408,17.2434103333333,178,108,135,"Acot2",1.850343,1.867143,1.207003,80,121,16,1.64149633333333,6.90646816469806
"ACOT4",0.146906,0.447474,0.101508,0.231962666666667,5,12,3,"Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.428121533208051
"ACOT6",0,0.122286,0,0.040762,0,1,0,"Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.368129767887263
"ACOT7",38.203304,38.030315,39.780133,38.6712506666667,695,547,661,"Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,0.209584010761047
"ACOT8",9.983366,11.016138,11.40912,10.8028746666667,177,144,156,"Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,1.65164435958325
"ACOT9",23.22135,28.851472,24.154281,25.4090343333333,541,489,487,"Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,2.67565492873626
"ACOT9",23.22135,28.851472,24.154281,25.4090343333333,541,489,487,"Acot10",0,0.02616,0,0,1,0,0.00872,26.1807382953975
"ACOX1",33.537489,28.271905,20.230548,27.3466473333333,771,581,655,"Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.743254783438622
"ACOX2",5.459635,7.803665,5.815802,6.35970066666667,51,58,35,"Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,3.71914621235538
"ACOX3",8.870189,7.235071,11.373044,9.15943466666667,158,135,150,"Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.363964475329329
"ACOXL",0.239138,0.162594,0.206492,0.202741333333333,7,4,5,"Acoxl",0.032761,0.021899,0,2,2,0,0.01822,1.18121951379204
"ACP1",58.248272,76.17287,65.299677,66.5736063333333,903,859,858,"Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,1.59627067415919
"ACP2",169.629988,98.736759,157.367625,141.911457333333,899,467,753,"Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,9.48720327123169
"ACP3",0,0.025974,0.047048,0.0243406666666667,0,1,2,"Acpp",0.253367,0.296814,0.535873,12,28,9,0.362018,0.752075719018887
"ACP4",0.556063,0.142491,0.132265,0.276939666666667,10,2,2,"Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,1.22350355666389
"ACP5",7.63295,1.018418,10.927006,6.52612466666667,32,7,35,"Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,5.21625305593252
"ACP6",24.331622,19.56541,23.987726,22.6282526666667,367,301,340,"Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,1.9601133747715
"ACR",0.050784,0.062833,0,0.0378723333333333,1,1,0,"Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.633519716301263
"ACRBP",0.933344,1.400639,0.994766,1.109583,9,11,8,"Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.311573982653862
"ACRV1",0.230836,0.190941,0.387534,0.269770333333333,4,4,4,"Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,1.08472215696576
"ACSBG1",1.680716,3.357604,1.221717,2.086679,49,54,34,"Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.0318114071491963
"ACSBG2",0.206484,0.414199,0.534768,0.385150333333333,2,2,6,"Acsbg2",0.019263,0,0,1,0,0,0.006421,1.3763130273845
"ACSF2",52.435691,50.495669,51.622443,51.5179343333333,334,301,283,"Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,2.56377637243301
"ACSF3",19.896846,16.478566,14.431669,16.9356936666667,339,249,243,"Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,2.52552467206764
"ACSL1",22.571965,34.049958,24.018834,26.8802523333333,390,247,333,"Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,0.834721590983316
"ACSL3",125.144372,117.20619,162.941162,135.097241333333,2688,1748,2708,"Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,1.03034402970974
"ACSL4",25.373504,30.774505,32.691471,29.61316,1627,1473,1507,"Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,1.33355873081663
"ACSL5",0.550356,0.183705,0.680974,0.471678333333333,9,2,6,"Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.0332072720566368
"ACSL6",5.279576,2.761154,5.097792,4.37950733333333,259,134,211,"Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0466813482635654
"ACSM1",0,0.132055,0,0.0440183333333333,0,1,0,"Acsm1",0,0,0,0,0,0,0,1.04401833333333
"ACSM2A",0.231348,3.931815,1.327585,1.83024933333333,4,10,8,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,2.75635691709972
"ACSM2B",0.259345,0.573845,1.003013,0.612067666666667,6,3,7,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,1.56997965215178
"ACSM3",0.848148,3.771251,3.221045,2.61348133333333,19,43,27,"Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,1.07367729415087
"ACSM4",0.291138,0.408874,0.146039,0.282017,9,5,4,"Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,1.26309499491288
"ACSM5",0,0.083985,0,0.027995,0,1,0,"Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.529364601470968
"ACSS1",2.170075,1.974672,2.210112,2.11828633333333,125,92,110,"Acss1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.329965052453065
"ACSS2",53.386125,66.083436,55.009702,58.1597543333333,306,259,305,"Acss2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,1.49877920515105
"ACSS3",7.547094,17.434579,3.069008,9.350227,223,394,163,"Acss3",2.178701,1.623659,1.218299,157,191,32,1.673553,3.87133787884512
"ACTA1",0.240853,0.05949,0.233685,0.178009333333333,5,1,4,"Acta1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,0.246861551163991
"ACTA2",6.327661,72.105899,6.461854,28.2984713333333,99,1023,93,"Acta2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,2.19578495213763
"ACTB",1508.849694,1933.919489,1684.423797,1709.06432666667,16993,17349,16522,"Actb",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,1.55834115606608
"ACTBL2",0.024972,0,0,0.008324,1,0,0,"Actbl2",0.053245,0.023264,0,3,2,0,0.025503,0.983248220629291
"ACTC1",0.053354,2.151921,0.356773,0.854016,1,24,3,"Actc1",0.988564,0.518019,0,7,6,0,0.502194333333333,1.23420516164908
"ACTG1",1419.3332,1648.589858,1463.03336,1510.318806,26010,23050,24917,"Actg1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,2.37162004403833
"ACTG2",7.933159,66.52499,5.367457,26.6085353333333,155,991,99,"Actg2",0.289823,0.066606,0,7,2,0,0.118809666666667,24.6767043187864
"ACTL10",0.108181,0.047738,0.13155,0.095823,3,1,3,"Actl10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,0.663638696143067
"ACTL6A",127.358034,224.770196,142.955043,165.027757666667,297,293,270,"Actl6a",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,15.0641979283719
"ACTL6B",28.097481,15.805406,34.483202,26.1286963333333,158,77,164,"Actl6b",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,1.32503133119494
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0,0,0,0,0,0,1
"ACTL7B",0,0,0.060404,0.0201346666666667,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02013466666667
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.11365,0.15072,0.357541,3,6,3,0.207303666666667,0.828292025949837
"ACTN1",90.571305,205.524402,69.241953,121.77922,1789,3484,1635,"Actn1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,11.3137742282909
"ACTN2",1.088077,0.737005,1.599137,1.14140633333333,35,16,39,"Actn2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,0.683952450316658
"ACTN3",0.045257,0.139648,0.025741,0.0702153333333333,2,5,1,"Actn3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.456589818104766
"ACTR10",106.898089,119.583704,114.844543,113.775445333333,926,725,903,"Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,0.941761755584905
"ACTR1A",74.839265,81.902002,83.592002,80.1110896666667,2113,1784,2155,"Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,1.20307055295738
"ACTR1B",21.363274,19.600556,20.09068,20.3515033333333,569,419,496,"Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.178420690912928
"ACTR2",75.976968,94.052154,82.283986,84.1043693333333,4054,4017,3903,"Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,1.86393095851908
"ACTR3",45.55178,67.520844,47.924974,53.665866,1318,1529,1194,"Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,0.725018290069981
"ACTR3B",10.065129,3.446338,9.264419,7.591962,128,93,123,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.453726727787438
"ACTR3C",0.124921,0.064517,0.014714,0.0680506666666667,4,4,1,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.0564019177573014
"ACTR5",2.283258,2.083983,2.205831,2.191024,85,62,72,"Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.638714664626282
"ACTR8",27.345583,31.670753,28.516672,29.1776693333333,451,420,408,"Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,1.10507052814525
"ACTRT1",0.102041,0,0,0.0340136666666667,2,0,0,"Actrt1",0,0,0,0,0,0,0,1.03401366666667
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.292807,1.228868,1.115009,1.212228,30,23,23,"Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,1.32947645941378
"ACVR1",7.037928,8.229634,8.26402,7.84386066666667,266,286,274,"Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,1.2730962623633
"ACVR1B",23.506718,19.491365,37.165374,26.7211523333333,1068,588,961,"Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,2.30945630838036
"ACVR1C",0.0076,0,0,0.00253333333333333,1,0,0,"Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,0.524125893380567
"ACVR2A",16.277364,13.847823,12.988231,14.3711393333333,858,613,699,"Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,3.04531523775737
"ACVR2B",4.35859,4.450622,4.619946,4.476386,801,656,751,"Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,1.63581293664778
"ACVRL1",0.590729,2.94744,0.548938,1.362369,17,29,14,"Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.136889328435575
"ACY1",20.950655,16.690042,15.695317,17.7786713333333,158,95,107,"Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.946248334395237
"ACY3",0,0,0,0,0,0,0,"Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.104156026839203
"ACYP2",10.213957,4.257689,7.281641,7.25109566666667,107,43,69,"Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.259040855867008
"ADA",1.881756,4.803617,1.30235,2.66257433333333,34,81,20,"Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,1.58575380479381
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.3516,0,0,0.1172,2,0,0,"Adad2",0,0,0,0,0,0,0,1.1172
"ADAL",7.68946,6.63051,7.245079,7.18834966666667,179,129,165,"Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,0.835056779668507
"ADAM10",123.897107,145.822332,94.147613,121.289017333333,2639,2371,2045,"Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,7.00172738145907
"ADAM11",76.352617,40.073029,61.625283,59.3503096666667,3716,1536,3032,"Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,1.55826134111072
"ADAM12",263.2453,223.75449,242.910757,243.303515666667,19064,13110,16722,"Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,151.244461930136
"ADAM15",60.668103,38.00024,71.175865,56.614736,825,388,844,"Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.737905627796715
"ADAM17",20.368008,22.287947,19.327487,20.6611473333333,954,877,913,"Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,1.54081198672108
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0.906470933405206
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam20",0,0,0,0,0,0,0,1.04418466666667
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam39",0.027179,0,0,1,0,0,0.00905966666666667,1.03480963629835
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam25",0.081831,0.048812,0,5,4,0,0.0435476666666667,1.00061041773208
"ADAM21",0.668215,0.347816,0.872414,0.629481666666667,26,11,31,"Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,1.21075857224732
"ADAM22",4.293794,2.708427,3.651038,3.55108633333333,478,274,429,"Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.126130178822558
"ADAM23",37.576591,23.373305,38.05317,33.001022,1238,742,1078,"Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.451189969148867
"ADAM28",0.348438,0.553339,0.041631,0.314469333333333,9,6,4,"Adam28",0.07544,0.143584,0,4,14,0,0.073008,1.22503218366809
"ADAM29",0.239099,0.065655,0.330303,0.211685666666667,6,2,12,"Adam29",0,0,0,0,0,0,0,1.21168566666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",2.494698,2.736092,1.700388,2.31039266666667,101,92,56,"Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,1.04359426295099
"ADAM7",0,0,0,0,0,0,0,"Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,0.955968413528993
"ADAM8",5.202434,6.064427,4.039568,5.102143,86,51,59,"Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,2.03125581839183
"ADAMDEC1",0,0,0.041296,0.0137653333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01376533333333
"ADAMTS1",58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,"Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,23.6572332246823
"ADAMTS10",42.167717,37.796595,30.528394,36.830902,656,454,461,"Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,2.99287328657541
"ADAMTS12",2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,"Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,5.61490467569723
"ADAMTS13",8.033716,6.591312,8.465815,7.69694766666667,314,196,249,"Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,8.57165014210607
"ADAMTS14",1.42471,0.587428,0.773549,0.928562333333333,121,40,57,"Adamts14",0.087685,0.079658,0.199128,9,14,5,0.122157,1.71862077528664
"ADAMTS15",17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,"Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,15.316103090977
"ADAMTS16",38.407432,28.686978,28.018399,31.7042696666667,364,175,311,"Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,14.0208385910568
"ADAMTS17",1.589791,1.49711,1.624783,1.57056133333333,80,45,50,"Adamts17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.217771676356567
"ADAMTS18",0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,"Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0.800211430228025
"ADAMTS19",0.180133,0.223756,0.149189,0.184359333333333,4,5,10,"Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.928409275004834
"ADAMTS2",2.426145,2.693979,2.505131,2.54175166666667,114,108,129,"Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.202248111304943
"ADAMTS20",0.301329,0.112757,0.27111,0.228398666666667,27,9,20,"Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.26932235813569
"ADAMTS3",0.311518,0.618834,0.46883,0.466394,30,34,23,"Adamts3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,0.446655643050908
"ADAMTS4",6.532971,7.047095,3.966088,5.848718,241,351,176,"Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.476902193213714
"ADAMTS5",9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,"Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,5.10189379138948
"ADAMTS6",0.660235,2.234675,0.319661,1.07152366666667,44,48,29,"Adamts6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.681650970610753
"ADAMTS7",47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,"Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,38.0341229891558
"ADAMTS8",3.929698,1.378664,3.233674,2.84734533333333,189,53,134,"Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,3.2745436094255
"ADAMTS9",15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,"Adamts9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,11.4834462031136
"ADAMTSL1",28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,"Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,5.93785448773457
"ADAMTSL2",0.121693,0.420352,0.182929,0.241658,7,20,9,"Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.317900690374173
"ADAMTSL3",0.847963,1.791333,1.116183,1.25182633333333,48,72,20,"Adamtsl3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,1.23537839947275
"ADAMTSL4",1.589016,2.016736,1.720831,1.77552766666667,70,68,61,"Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,0.0630855083133203
"ADAMTSL5",3.215463,1.806809,1.858656,2.29364266666667,27,25,26,"Adamtsl5",12.650608,11.702998,18.941497,236,330,82,14.431701,0.213433546092337
"ADAP1",12.000304,6.450336,13.338759,10.5964663333333,167,77,148,"Adap1",70.470204,69.328768,75.463931,2071,3131,744,71.754301,0.159392175774369
"ADAP2",0.829332,2.203443,4.074633,2.369136,11,7,13,"Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,1.00183637808792
"ADAR",81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,"Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,2.6100083303169
"ADARB1",105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,"Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,4.01887579684641
"ADARB2",1.462916,2.153002,0.868352,1.49475666666667,39,48,24,"Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.675712375039702
"ADAT1",27.014364,30.208847,30.118773,29.1139946666667,245,210,212,"Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,8.21345644458971
"ADAT2",6.534624,5.544724,3.678619,5.25265566666667,206,149,184,"Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,2.66622191653053
"ADAT3",1.184894,0.938623,1.665099,1.262872,19,10,19,"Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.63515308297625
"ADCK1",8.663261,7.385662,8.66168,8.23686766666667,168,137,156,"Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,0.805443710185395
"ADCK2",5.161437,5.534839,5.097272,5.264516,89,65,99,"Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,0.251140133337585
"ADCK5",4.175554,5.241788,5.289252,4.902198,108,76,89,"Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.152174243547024
"ADCY1",3.661098,3.382841,3.704939,3.58295933333333,707,474,576,"Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,0.336800241928046
"ADCY10",0.053466,0.167833,0.0602,0.093833,2,3,2,"Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.876627264064576
"ADCY2",14.593373,4.981748,9.636167,9.737096,252,113,245,"Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,0.891513411232603
"ADCY3",8.478605,7.57696,7.556443,7.87066933333333,116,100,113,"Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,0.54982007405875
"ADCY4",0.732117,2.361618,0.879664,1.32446633333333,10,24,9,"Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,0.649497038824344
"ADCY5",6.913004,4.761138,6.939458,6.20453333333333,315,229,233,"Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,0.499046163224734
"ADCY6",71.638608,61.951681,41.722674,58.4376543333333,2644,1920,1815,"Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,2.94897946763131
"ADCY7",3.441974,6.103553,3.220625,4.255384,163,210,102,"Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,1.30988392858701
"ADCY8",0.058901,0.222647,0.022424,0.101324,3,2,1,"Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,0.224676915393736
"ADCY9",4.428433,4.191662,3.639031,4.08637533333333,316,208,256,"Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,0.611198788491357
"ADCYAP1",7.110352,6.317393,10.156609,7.86145133333333,315,201,354,"Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,0.575511983766899
"ADCYAP1R1",2.195651,1.502736,1.773417,1.82393466666667,188,124,120,"Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.077122544459053
"ADD1",150.96491,139.708909,137.07957,142.584463,2838,2435,2477,"Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,0.802515668131151
"ADD2",6.548549,5.855028,6.811138,6.404905,746,441,638,"Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,0.360238543732207
"ADD3",97.347876,172.838369,100.827951,123.671398666667,878,926,703,"Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,4.94972718509853
"ADGB",0.13078,0.101871,0.27447,0.169040333333333,14,9,8,"Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.717396311478763
"ADGRA1",0.123353,0.146378,0.181036,0.150255666666667,8,7,10,"Adgra1",15.000617,12.540341,9.054832,826,1147,294,12.1985966666667,0.0871498459811005
"ADGRA2",14.098574,19.597776,10.284916,14.660422,1038,1337,801,"Adgra2",3.375309,2.059197,3.167765,313,325,85,2.86742366666667,4.04931637952604
"ADGRA3",48.458343,46.206563,44.250117,46.3050076666667,750,584,681,"Adgra3",63.538993,29.740809,39.953645,413,546,129,44.411149,1.04170470706801
"ADGRB1",14.721522,8.951528,11.438913,11.7039876666667,563,271,366,"Adgrb1",59.583806,47.396928,61.191701,2872,3315,809,56.0574783333333,0.22265245569475
"ADGRB2",8.123411,7.513608,7.005955,7.547658,400,239,312,"Adgrb2",105.614388,74.995487,72.969318,2238,2616,612,84.5263976666667,0.0999417517070451
"ADGRB3",3.325258,3.190596,3.076982,3.197612,162,97,109,"Adgrb3",12.375486,9.569781,10.260891,1137,1367,256,10.735386,0.357688447572155
"ADGRD1",0.689386,2.10804,0.685718,1.161048,22,54,15,"Adgrd1",0.181547,0.109334,0.108892,21,19,4,0.133257666666667,1.9069343747362
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",2.681844,3.746421,1.769603,95,105,25,2.73262266666667,0.267908141085428
"ADGRE5",4.588936,4.290828,5.492799,4.79085433333333,128,99,134,"Adgre5",9.962192,7.674636,11.02439,308,349,122,9.55373933333333,0.548701663972624
"ADGRF1",0.237173,0.39026,0.385827,0.337753333333333,15,12,11,"Adgrf1",0,0.007967,0,0,1,0,0.00265566666666667,1.33421011600194
