"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"IFT57",14.011449,16.676157,16.732289,15.8066316666667,149,140,155,"Ift57",9.798766,10.188927,13.985046,224,279,64,11.3242463333333,1.36370462031498
"IFT74",3.325786,4.337508,3.697506,3.78693333333333,98,67,91,"Ift74",11.874961,9.663789,18.910866,368,405,119,13.4832053333333,0.33051615461918
"IFT80",24.842704,28.998702,18.072731,23.971379,378,397,318,"Ift80",17.885546,38.745624,12.035542,677,1006,178,22.888904,1.04531287831371
"IFT81",17.3982,15.257239,15.426706,16.0273816666667,329,297,334,"Ift81",28.912904,17.132873,17.728094,425,509,112,21.257957,0.765002002055565
"IFT88",4.279218,4.78702,4.891466,4.652568,108,126,98,"Ift88",9.219106,6.810469,6.600688,412,491,122,7.543421,0.661628169792873
"IFTAP",9.14667,17.301573,14.597712,13.681985,83,85,89,"Iftap",97.348763,89.415698,98.02972,462,623,147,94.9313936666667,0.15304671848108
"IGBP1",17.901689,15.422187,18.569943,17.2979396666667,425,295,390,"Igbp1",18.739998,15.164657,18.589372,683,831,204,17.498009,0.98918427743584
"IGDCC3",9.954839,5.879741,10.078811,8.637797,371,255,343,"Igdcc3",0.947379,0.596504,0.921837,47,60,19,0.821906666666667,5.2899510037104
"IGDCC4",9.048648,7.353572,11.044998,9.14907266666667,582,453,548,"Igdcc4",10.693476,9.26655,9.798624,1426,1819,418,9.91955,0.929440559974236
"IGF1",0,0.505096,0,0.168365333333333,0,2,0,"Igf1",2.111575,0.912717,1.00457,112,125,26,1.342954,0.498671904498908
"IGF1R",47.081788,73.791656,26.739598,49.2043473333333,3212,3245,2489,"Igf1r",6.277663,6.607366,6.089956,1209,1694,345,6.324995,6.85384049181376
"IGF2",1.669653,3.965879,1.095353,2.24362833333333,104,206,68,"Igf2",9.75994,8.026011,15.071387,328,480,169,10.952446,0.271377786047587
"IGF2BP1",11.877744,21.201159,11.690002,14.9229683333333,1519,1877,1288,"Igf2bp1",0.099671,0.16818,0,2,5,0,0.0892836666666667,14.6178344728692
"IGF2BP2",108.093992,139.893874,97.077789,115.021885,2120,1900,1871,"Igf2bp2",2.674369,1.130671,2.468728,38,27,9,2.091256,37.5322797594246
"IGF2BP3",27.264445,40.872055,28.205264,32.1139213333333,802,761,717,"Igf2bp3",3.510629,2.948601,2.108973,66,84,12,2.85606766666667,8.58748450385941
"IGF2R",114.992145,117.919026,113.894826,115.601999,7100,5880,5622,"Igf2r",5.179999,3.315276,2.414697,682,893,155,3.63665733333333,25.147857738319
"IGFALS",0.168197,0.213712,0.197938,0.193282333333333,5,2,2,"Igfals",0.171836,0.415825,0,2,6,0,0.195887,0.997821979278421
"IGFBP1",0.120592,0,0,0.0401973333333333,2,0,0,"Igfbp1",0,0,0.221816,0,0,2,0.0739386666666667,0.968581694299116
"IGFBP2",1729.45415,1408.414234,1731.488166,1623.11885,18882,12243,16299,"Igfbp2",11.589413,12.57671,21.03489,229,375,137,15.0670043333333,101.084111033102
"IGFBP3",8.23664,13.816473,11.478965,11.1773593333333,279,345,325,"Igfbp3",3.121809,1.784534,4.016957,148,127,60,2.97443333333333,3.06392341046522
"IGFBP4",94.838323,78.973705,89.801992,87.87134,2772,1809,2239,"Igfbp4",11.868748,17.429633,19.734781,361,678,187,16.3443873333333,5.12392500767107
"IGFBP5",822.576258,832.528653,746.717239,800.607383333333,81014,65776,64574,"Igfbp5",18.149824,9.938932,14.423671,2404,1930,611,14.170809,52.8388026856929
"IGFBP6",0.171001,0.712051,0.413542,0.432198,1,4,4,"Igfbp6",2.818794,1.229886,6.708014,58,39,43,3.58556466666667,0.312327511246525
"IGFBP7",21.290997,150.395692,17.016396,62.9010283333333,301,1659,202,"Igfbp7",19.137298,14.953569,25.535895,340,399,141,19.8755873333333,3.06104098117032
"IGFBPL1",1.72177,5.45082,1.736463,2.96968433333333,88,222,78,"Igfbpl1",0.203514,0.056879,0.109159,5,3,2,0.123184,3.53431346362959
"IGFL4",2.533003,4.983657,1.165101,2.89392033333333,22,62,17,"Igfl3",0,0,0,0,0,0,0,3.89392033333333
"IGFLR1",24.205415,11.020488,8.343165,14.5230226666667,25,13,12,"Igflr1",0.812239,0.843451,3.297737,18,29,23,1.65114233333333,5.85522039744628
"IGFN1",0.03634,0.04434,0.0059,0.02886,7,4,1,"Igfn1",0.344862,0.157142,0,33,20,0,0.167334666666667,0.881375349656939
"IGHA1",0,0,0,0,0,0,0,"Igha",0,0.066894,0,0,2,0,0.022298,0.978188356037085
"IGHA2",0,0,0,0,0,0,0,"Igha",0,0.066894,0,0,2,0,0.022298,0.978188356037085
"IGHE",0,0,0,0,0,0,0,"Ighe",0,0,0,0,0,0,0,1
"IGHM",0,0,0,0,0,0,0,"Ighm",27.625886,20.886254,19.258118,844,962,186,22.590086,0.0423906890377593
"IGHMBP2",83.277537,120.589266,118.223241,107.363348,241,196,209,"Ighmbp2",3.141858,2.365897,2.844013,269,315,82,2.78392266666667,28.6378336837046
"IGIP",2.765759,2.361902,2.546776,2.55814566666667,139,96,113,"Igip",41.582015,33.955251,39.031598,2266,2924,655,38.1896213333333,0.0907930606525211
"IGKC",0,0,0,0,0,0,0,"Igkc",0.299812,0.402454,1.42297,2,4,3,0.708412,0.585338899516042
"IGLC1",0,0,0,0,0,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.914438991678605
"IGLC1",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.822863086279663
"IGLC2",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.822863086279663
"IGLC2",0,0,0,0,0,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.914438991678605
"IGLC3",0,0,0,0,0,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.914438991678605
"IGLC3",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.822863086279663
"IGLC7",0,0,0,0,0,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.914438991678605
"IGLC7",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC7",0,0,0,0,0,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.822863086279663
"IGLC7",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL1",0.129377,0,0,0.0431256666666667,1,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.858349605450864
"IGLL1",0.129377,0,0,0.0431256666666667,1,0,0,"Iglc4",0,0,0,0,0,0,0,1.04312566666667
"IGLL1",0.129377,0,0,0.0431256666666667,1,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.95387478282074
"IGLL1",0.129377,0,0,0.0431256666666667,1,0,0,"Iglc1",0,0,0,0,0,0,0,1.04312566666667
"IGLL5",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc2",0,0,0.645807,0,0,1,0.215269,0.822863086279663
"IGLL5",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc3",0,0.2807,0,0,2,0,0.0935666666666667,0.914438991678605
"IGLON5",9.206742,11.266701,9.423328,9.96559033333333,363,357,324,"Iglon5",27.130548,20.943437,36.996468,1273,1665,449,28.3568176666667,0.373527895899434
"IGSF1",29.770896,21.204365,30.478273,27.151178,121,93,74,"Igsf1",8.353281,4.978812,7.244128,423,402,132,6.85874033333333,3.58214889485469
"IGSF10",0.299743,0.162217,0.146696,0.202885333333333,7,12,6,"Igsf10",0.919714,0.912559,0.43993,160,185,26,0.757401,0.684468333256515
"IGSF11",8.634272,3.481987,6.766198,6.29415233333333,346,117,249,"Igsf11",13.008529,14.165422,12.883272,794,1349,259,13.3524076666667,0.508218028831074
"IGSF21",0.422358,0.325628,0.300232,0.349406,7,6,6,"Igsf21",6.828434,6.60842,7.019036,271,400,87,6.81863,0.172588548121602
"IGSF23",0,0,0.302075,0.100691666666667,0,0,1,"Igsf23",0,0.020844,0,0,1,0,0.006948,1.09309682989257
"IGSF3",64.885451,88.247153,50.886225,68.0062763333333,2253,2335,1919,"Igsf3",3.467969,2.650462,2.511605,526,581,132,2.87667866666667,17.8003601192636
"IGSF6",0.407972,0.378455,1.220208,0.668878333333333,8,9,6,"Igsf6",0.603312,0.690142,0.498353,27,46,7,0.597269,1.04483235656194
"IGSF8",18.508947,12.88692,16.641073,16.0123133333333,560,313,435,"Igsf8",54.163929,41.948341,57.121018,1774,2129,586,51.0777626666667,0.32667135572286
"IGSF9",1.580738,1.131559,1.334813,1.34903666666667,87,57,73,"Igsf9",1.638445,1.155195,0.597672,45,53,10,1.13043733333333,1.10260772749007
"IGSF9B",26.155794,14.623382,14.168273,18.3158163333333,2995,1488,2239,"Igsf9b",4.350529,3.188034,2.416305,1588,1716,284,3.31828933333333,4.47302504355891
"IHH",0.089462,0.03795,0,0.0424706666666667,3,1,0,"Ihh",0.16628,0.054626,0,8,4,0,0.0736353333333333,0.970972763564041
"IHO1",0.432258,0.413183,0.189621,0.345020666666667,9,9,4,"Iho1",0.324476,0.221985,0.051321,20,20,1,0.199260666666667,1.12154154976594
"IK",78.217548,79.253794,65.951312,74.474218,859,692,761,"Ik",141.86456,99.116475,95.48414,1888,2340,561,112.155058333333,0.666998180299349
"IKBKB",47.141973,44.017113,76.653874,55.9376533333333,479,479,498,"Ikbkb",26.580079,17.50835,19.612057,768,985,197,21.2334953333333,2.56089528343167
"IKBKE",2.428545,3.857593,2.628627,2.97158833333333,113,118,95,"Ikbke",1.254626,1.285345,2.450134,58,81,21,1.66336833333333,1.49119004068157
"IKBKG",26.229686,27.805559,29.999959,28.0117346666667,173,141,130,"Ikbkg",15.031653,10.410648,9.087486,755,1025,201,11.509929,2.31909666846764
"IKZF1",0,0,0.067167,0.022389,0,0,2,"Ikzf1",0.451662,0.689167,0.625264,46,109,16,0.588697666666667,0.643539058092236
"IKZF3",0.207039,0.149302,0.10272,0.153020333333333,32,19,14,"Ikzf3",0.10634,0.048497,0.039503,4,6,1,0.06478,1.08287189215926
"IKZF5",2.854978,8.748148,3.19151,4.93154533333333,181,152,140,"Ikzf5",10.205326,5.286734,6.600425,361,479,88,7.36416166666667,0.709161966222158
"IL10",0.058284,0.143636,0.064968,0.0889626666666667,1,2,1,"Il10",0,0,0,0,0,0,0,1.08896266666667
"IL10RA",1.450486,0.242263,0.918486,0.870411666666667,23,6,18,"Il10ra",1.213539,1.136246,1.625085,90,126,38,1.32495666666667,0.804493130337913
"IL10RB",6.293062,8.001133,5.9281,6.740765,162,140,144,"Il10rb",5.656613,4.025658,6.03442,161,184,58,5.238897,1.24072652585866
"IL11",3.916113,6.748138,3.468365,4.710872,78,109,77,"Il11",0.204706,0.226497,1.092084,7,12,7,0.507762333333333,3.78764734583501
"IL11RA",48.647805,41.410842,45.660303,45.23965,616,416,490,"Gm13305",0.594593,0.192759,4.114991,3,3,19,1.63411433333333,17.5541545083528
"IL11RA",48.647805,41.410842,45.660303,45.23965,616,416,490,"Il11ra2",0.370764,0,0,9,0,0,0.123588,41.1535634058035
"IL11RA",48.647805,41.410842,45.660303,45.23965,616,416,490,"Il11ra1",29.280574,27.472206,31.571239,502,694,169,29.4413396666667,1.5189755282233
"IL12A",0.47139,0.150967,0.446864,0.356407,6,2,6,"Il12a",0.108688,0.438698,0.136599,1,10,1,0.227995,1.10457045834877
"IL12B",0.059419,0.146183,0.166524,0.124042,2,4,5,"Il12b",0,0.017873,0,0,1,0,0.00595766666666667,1.1173849926753
"IL12RB1",0.167714,0.136133,0.176542,0.160129666666667,5,3,4,"Il12rb1",0.63095,0.873009,0.762679,37,80,14,0.755546,0.660836951391001
"IL12RB2",0.409419,0.464275,0.868597,0.580763666666667,20,8,20,"Il12rb2",0.072785,0.107079,0,4,9,0,0.0599546666666667,1.49135025900479
"IL13",0,0,0,0,0,0,0,"Il13",0,0,0,0,0,0,0,1
"IL13RA1",25.730395,28.453558,28.497903,27.5606186666667,1309,953,1153,"Il13ra1",1.490115,1.400428,1.242346,119,168,31,1.37762966666667,12.0122233782132
"IL13RA2",0.056342,0.139247,0,0.0651963333333333,1,2,0,"Il13ra2",0,0.01429,0,0,1,0,0.00476333333333333,1.06014650216137
"IL15",0.310085,0.29164,0.156472,0.252732333333333,7,5,4,"Il15",5.365908,3.374703,2.243345,11,23,11,3.66131866666667,0.268750631080361
"IL15RA",0.200706,0,0.456461,0.219055666666667,1,0,2,"Il15ra",9.719181,7.511498,9.518625,169,181,55,8.91643466666667,0.122932859202353
"IL16",0.904453,0.295611,0.285322,0.495128666666667,6,4,7,"Il16",2.145608,0.509818,2.508796,147,56,46,1.72140733333333,0.54939539860626
"IL17A",0,0,0,0,0,0,0,"Il17a",0,0,0,0,0,0,0,1
"IL17B",0.628396,1.120983,0.719931,0.823103333333333,4,7,4,"Il17b",0,0.184258,0,0,3,0,0.0614193333333333,1.71760893746675
"IL17C",0.154747,0.094613,0.262695,0.170685,2,1,3,"Il17c",0,0,0,0,0,0,0,1.170685
"IL17D",3.170336,3.480345,4.630686,3.76045566666667,73,65,82,"Il17d",2.748085,2.105307,2.154006,58,66,14,2.33579933333333,1.42708094551651
"IL17F",0,0,0,0,0,0,0,"Il17f",0.231795,0.451518,0,3,8,0,0.227771,0.814484134256307
"IL17RA",1.796917,1.647992,1.186886,1.54393166666667,225,167,142,"Il17ra",2.705598,4.129483,3.089103,226,391,84,3.30806133333333,0.590504978883
"IL17RB",1.435127,1.801327,1.562789,1.59974766666667,41,42,40,"Il17rb",1.73086,1.249862,1.704835,50,80,14,1.56185233333333,1.01479216145297
"IL17RC",9.418099,8.5754,11.603427,9.865642,118,88,127,"Il17rc",2.77629,7.909458,34.139446,64,72,28,14.9417313333333,0.681584814899026
"IL17RD",3.56781,4.194322,3.310306,3.69081266666667,495,430,408,"Il17rd",0.676613,0.508644,0.546232,103,125,20,0.577163,2.97420917601203
"IL17RE",0.735479,2.675514,0.803826,1.40493966666667,14,18,9,"Il17re",0.177516,0.107821,0.051788,3,7,1,0.112375,2.16198644042402
"IL18",0.113284,0.398961,0,0.170748333333333,1,4,0,"Il18",20.343056,22.561342,18.018717,236,408,65,20.307705,0.0549448349004894
"IL18BP",10.8753,12.37521,10.428784,11.2264313333333,291,217,222,"Il18bp",2.90464,2.164101,2.152344,107,125,20,2.40702833333333,3.58859103510048
"IL18R1",1.565214,0.953579,2.638658,1.71915033333333,37,28,49,"Il18r1",0,0.030439,0.159046,0,4,4,0.0631616666666667,2.55760757614474
"IL18RAP",0.074498,0,0.04194,0.0388126666666667,2,0,1,"Il18rap",0.39603,0.275877,0.683786,21,24,3,0.451897666666667,0.715486146521346
"IL19",0.038856,0.13687,0.227671,0.134465666666667,2,4,7,"Il19",0.091191,0.184075,0,1,5,0,0.0917553333333333,1.03912079202117
"IL1A",0,0,0,0,0,0,0,"Il1a",0.150307,0.134251,0.297026,6,8,4,0.193861333333333,0.837618215850864
"IL1B",0,0,0,0,0,0,0,"Il1b",0,0.091549,0,0,2,0,0.0305163333333333,0.970387336574643
"IL1F10",0,0,0,0,0,0,0,"Il1f10",0,0,0,0,0,0,0,1
"IL1R1",1.304478,1.166651,0.470427,0.980518666666667,70,51,27,"Il1r1",1.379043,0.873742,1.258467,150,119,42,1.17041733333333,0.912505920520355
"IL1R2",0.111482,0,0,0.0371606666666667,1,0,0,"Il1r2",0.75857,0.274462,1.952982,7,6,4,0.995338,0.519791968411701
"IL1RAP",75.161593,62.603046,56.824606,64.8630816666667,3546,2443,3055,"Il1rap",14.271069,15.307015,11.313045,993,1770,268,13.6303763333333,4.50180365604175
"IL1RAPL1",0.285335,0.135239,0.128314,0.182962666666667,12,6,5,"Il1rapl1",0.636303,0.826314,0.460421,112,194,25,0.641012666666667,0.720873574406698
"IL1RAPL2",0.396278,1.294233,0.264189,0.651566666666667,9,32,11,"Il1rapl2",0.428265,0.411217,0.365588,20,31,6,0.40169,1.17826813822362
"IL1RL1",0,0.043223,0,0.0144076666666667,0,1,0,"Il1rl1",0.678124,0.06169,0.058873,8,10,2,0.266229,0.801124967653297
"IL1RL2",0.098727,0,0,0.032909,2,0,0,"Il1rl2",0.192103,0.455856,0.546232,15,27,5,0.398063666666667,0.738813992972662
"IL1RN",0,0,0,0,0,0,0,"Il1rn",0.024694,0,0,1,0,0,0.00823133333333333,0.991835868355609
"IL2",0,0,0,0,0,0,0,"Il2",0.137165,0,0,2,0,0,0.0457216666666667,0.956277403324339
"IL20",0,0,0,0,0,0,0,"Il20",0,0,0,0,0,0,0,1
"IL20RA",0,0,0,0,0,0,0,"Il20ra",0.410393,0.237506,0.291756,16,14,4,0.313218333333333,0.761487998314573
"IL20RB",0.313634,1.940379,1.16974,1.141251,8,14,11,"Il20rb",0.146795,0.291449,0,7,8,0,0.146081333333333,1.86832377225118
"IL21",0,0,0,0,0,0,0,"Il21",0.048735,0.025151,0,3,2,0,0.0246286666666667,0.975963324599546
"IL21R",0.242277,0.085707,0.10821,0.145398,14,5,7,"Il21r",0.318252,0.476327,0.479608,16,37,8,0.424729,0.803940960000112
"IL22",0,0,0,0,0,0,0,"Iltifb",0,0,0,0,0,0,0,1
"IL22",0,0,0,0,0,0,0,"Il22",0,0,0,0,0,0,0,1
"IL22RA1",0,0.028629,0,0.009543,0,1,0,"Il22ra1",0,0,0,0,0,0,0,1.009543
"IL22RA2",0,0,0,0,0,0,0,"Il22ra2",0,0.013611,0,0,1,0,0.004537,0.99548349139952
"IL23R",0,0.05849,0,0.0194966666666667,0,2,0,"Il23r",0.038648,0,0,2,0,0,0.0128826666666667,1.00652987776143
"IL24",0,0,0,0,0,0,0,"Il24",0,0,0,0,0,0,0,1
"IL25",0,0,0,0,0,0,0,"Il25",0.313782,0.306316,0.166039,6,9,1,0.262045666666667,0.792364354485852
"IL27",0,0,0,0,0,0,0,"Il27",0,0,0,0,0,0,0,1
"IL27RA",1.897008,1.983639,2.50738,2.12934233333333,85,72,99,"Il27ra",0.053096,0.12381,0.482863,3,11,4,0.219923,2.56519660120625
"IL2RA",0.050517,0.031853,0.027026,0.0364653333333333,2,1,1,"Il2ra",0.184638,0.128672,0.068423,13,18,2,0.127244333333333,0.91946821348699
"IL2RB",0.89414,0.702384,0.147143,0.581222333333333,10,14,8,"Il2rb",0.043181,0.034041,0.102117,4,3,3,0.0597796666666667,1.49202931804378
"IL2RG",0.687906,0.696408,0.29149,0.558601333333333,8,4,4,"Il2rg",1.153338,0.34139,0.775719,17,17,6,0.756815666666667,0.887174085993086
"IL3",0,0.112132,0,0.0373773333333333,0,1,0,"Il3",0,0,0,0,0,0,0,1.03737733333333
"IL31",0,0.112067,0,0.0373556666666667,0,1,0,"Il31",0,0,0,0,0,0,0,1.03735566666667
"IL31RA",0.978011,0.354616,1.162474,0.831700333333333,20,13,12,"Il31ra",0.051107,0.074758,0,3,2,0,0.041955,1.75794572062453
"IL33",0.164575,0.407906,0.184666,0.252382333333333,1,2,1,"Il33",57.523562,46.898997,61.102182,2401,3114,835,55.1749136666667,0.0222943348122398
"IL34",0.044103,0.097949,0.384751,0.175601,1,1,2,"Il34",8.755805,7.88275,15.683332,208,197,74,10.7739623333333,0.0998475251336374
"IL36A",0,0,0,0,0,0,0,"Il1f6",0,0,0,0,0,0,0,1
"IL36B",0,0,0,0,0,0,0,"Il1f8",0,0,0,0,0,0,0,1
"IL36G",0,0,0,0,0,0,0,"Il1f9",2.348302,1.466222,2.320837,76,71,24,2.04512033333333,0.328394247364718
"IL36RN",0,0,0,0,0,0,0,"Il1f5",0,0,0,0,0,0,0,1
"IL4",0,0.445166,0,0.148388666666667,0,1,0,"Il4",13.272296,13.287596,14.330651,91,134,31,13.630181,0.0784944948163435
"IL4I1",0,0.098234,0.045523,0.047919,0,2,1,"Il4i1",0.904528,0.311967,0.32437,7,13,2,0.513621666666667,0.692325581139276
"IL4R",4.070574,7.674319,3.974657,5.23985,114,152,94,"Il4ra",2.28516,2.566978,1.636481,120,165,42,2.162873,1.97284241257869
"IL5",0,0,0,0,0,0,0,"Il5",0.066339,0,0,2,0,0,0.022113,0.978365405781944
"IL5RA",0.023264,0.29717,0,0.106811333333333,2,3,0,"Il5ra",0.094845,0.127357,0.055671,7,15,1,0.0926243333333333,1.01298433465848
"IL6",0.214624,0.297507,0,0.170710333333333,1,2,0,"Il6",0,0.071682,0,0,1,0,0.023894,1.14339016864376
"IL6R",0.311962,1.117638,0.84148,0.757026666666667,25,34,29,"Il6ra",0.713985,0.90763,0.359427,113,154,22,0.660347333333333,1.05822837872076
"IL6ST",10.397692,22.570222,13.723471,15.563795,1369,1268,1247,"Il6st",149.370959,136.652381,40.967335,2740,3918,723,108.996891666667,0.150584209690168
"IL7",0.532652,0.63337,0.138631,0.434884333333333,10,7,3,"Il7",0.407265,0.339448,0.294569,17,25,4,0.347094,1.06517016134979
"IL7R",3.62282,14.082122,2.669695,6.79154566666667,146,573,153,"Il7r",0.086677,0.25901,0.14971,5,15,2,0.165132333333333,6.68726241969081
"IL9",0,0,0,0,0,0,0,"Il9",0,0,0,0,0,0,0,1
"IL9R",0.801807,3.340669,3.545114,2.56253,6,6,12,"Il9r",0.032701,0.02009,0.032023,3,3,1,0.0282713333333333,3.46458165711126
"ILDR1",0.100285,0,0.084995,0.06176,4,0,3,"Ildr1",0.470803,0.653339,0.708044,22,63,8,0.610728666666667,0.659179923951603
"ILDR2",0.599601,1.462363,0.279975,0.780646333333333,51,70,43,"Ildr2",4.308327,3.824111,3.509722,746,993,194,3.88072,0.364832715938086
"ILF2",138.644512,160.476815,152.942934,150.688087,1897,1701,1793,"Ilf2",38.693125,31.773634,39.565988,1227,1508,378,36.6775823333333,4.02595064773574
"ILF3",159.003541,161.509109,139.107309,153.206653,4238,3376,3399,"Ilf3",39.039124,28.860083,40.075837,1218,1397,375,35.9916813333333,4.16868461885899
"ILK",354.053613,318.343191,428.525232,366.974012,1222,1118,1115,"Ilk",48.924536,61.010179,57.742769,1078,1726,399,55.8924946666667,6.46788322705765
"ILKAP",23.871378,24.554566,20.747141,23.057695,300,259,251,"Ilkap",30.595105,24.498442,32.958686,591,696,177,29.3507443333333,0.79265584842933
"ILRUN",13.180063,14.324966,11.798191,13.1010733333333,655,626,580,"Ilrun",42.744824,40.550116,43.178353,3169,4484,1064,42.1577643333333,0.326733174230766
"ILVBL",33.432498,27.987238,29.259483,30.2264063333333,552,369,471,"Ilvbl",84.386661,144.201472,157.225659,605,1199,246,128.604597333333,0.240935946531444
"IMMP1L",14.714173,36.375465,55.268086,35.4525746666667,39,44,55,"Immp1l",12.908318,11.355587,13.681822,197,267,65,12.6485756666667,2.67079697962134
"IMMP2L",66.729437,54.335298,57.582253,59.548996,164,149,151,"Immp2l",15.162043,28.491009,16.065621,38,64,6,19.9062243333333,2.89621861100282
"IMMT",36.028363,29.826237,38.890683,34.9150943333333,1124,854,1028,"Immt",147.074923,133.541373,167.587765,2598,3323,774,149.401353666667,0.23879502050847
"IMP3",15.172026,13.108045,18.552189,15.6107533333333,247,169,256,"Imp3",16.369754,12.759768,17.820665,259,303,88,15.6500623333333,0.997639107937674
"IMP4",25.666545,23.583117,28.171624,25.8070953333333,387,243,294,"Imp4",15.91114,13.128582,19.428314,493,602,157,16.156012,1.56254818038909
"IMPA1",12.477435,13.626108,16.882059,14.328534,285,239,271,"Impa1",109.080165,81.875884,86.247022,1307,1729,423,92.4010236666667,0.164115267673137
"IMPA2",4.151627,2.786002,2.59414,3.17725633333333,44,25,30,"Impa2",7.734687,6.288032,6.581161,180,226,71,6.86796,0.530919874190176
"IMPACT",15.993539,16.279269,12.439121,14.9039763333333,442,375,381,"Impact",219.6652,141.91393,150.658104,6069,6552,1595,170.745744666667,0.0926018654156505
"IMPDH1",20.580911,23.637746,20.898792,21.7058163333333,443,375,451,"Impdh1",37.134631,33.505896,43.398882,808,1007,310,38.0131363333333,0.582004382814339
"IMPDH2",71.86409,74.20937,82.736162,76.269874,989,852,949,"Impdh2",83.355508,81.869864,78.015162,768,936,249,81.080178,0.941395058865491
"IMPG1",0.420088,0.520563,0.235094,0.391915,7,6,5,"Impg1",0,0.01853,0,0,2,0,0.00617666666666667,1.38337038227217
"IMPG2",0.3935,0.337031,0.356983,0.362504666666667,51,35,41,"Impg2",0.680748,0.140654,0.1093,25,32,5,0.310234,1.03989414613471
"INA",98.24607,65.416071,121.417229,95.0264566666667,4677,2447,5006,"Ina",69.217414,57.798758,75.070051,4623,5790,1568,67.3620743333333,1.4046744134539
"INAFM1",4.986368,5.764277,4.341001,5.03054866666667,39,33,27,"Inafm1",15.295787,11.850929,16.385489,441,510,147,14.510735,0.388798381679957
"INAFM2",9.577803,14.446166,14.917231,12.9804,260,315,277,"Inafm2",6.998369,6.367016,6.331198,410,553,115,6.56552766666667,1.84790811903272
"INAVA",5.554996,9.903314,6.432917,7.29707566666667,192,227,169,"Inava",0.517949,0.868942,0.808039,34,51,10,0.731643333333333,4.79144608300786
"INCA1",2.367832,3.170763,2.981913,2.84016933333333,33,32,33,"Inca1",2.436678,1.692646,2.248958,53,57,15,2.126094,1.22842413994376
"INCENP",10.911977,8.115382,10.742706,9.923355,218,192,188,"Incenp",8.02396,6.42018,8.238215,158,204,45,7.560785,1.27597585969044
"INF2",56.877613,57.750579,54.461758,56.3633166666667,1075,891,858,"Inf2",19.509798,23.135529,20.422962,1316,2522,434,21.022763,2.60472841971131
"ING1",9.300327,10.270064,8.294406,9.28826566666667,188,202,175,"Ing1",19.196466,13.631066,16.018697,425,537,123,16.2820763333333,0.595314212727024
"ING2",3.402644,3.13576,3.739091,3.42583166666667,59,47,54,"Ing2",8.424321,5.609647,5.700264,150,153,40,6.57807733333333,0.584030945052378
"ING3",5.710222,7.194234,7.401258,6.76857133333333,118,128,129,"Ing3",10.903839,8.944393,4.551926,218,319,59,8.133386,0.850568598910999
"ING4",30.40355,29.674992,33.709857,31.2627996666667,378,283,319,"Ing4",18.093029,14.415216,20.264944,467,587,177,17.591063,1.73539295018615
"ING5",32.060681,32.51554,37.05881,33.8783436666667,452,376,389,"Ing5",2.276957,2.183286,1.862969,222,283,59,2.10773733333333,11.2230667928607
"INHA",0.905282,0.202773,0.614032,0.574029,11,3,8,"Inha",6.97041,4.062013,6.691411,203,182,61,5.90794466666667,0.227857789248843
"INHBA",0.500685,4.142236,0.256941,1.63328733333333,41,307,21,"Inhba",1.079394,1.080231,0.939452,139,219,28,1.03302566666667,1.2952553312575
"INHBB",0.062739,0.052334,0,0.0383576666666667,3,2,0,"Inhbb",1.903992,1.754979,1.954512,151,211,48,1.871161,0.361650797940856
