"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"FKBP7",89.620074,70.74434,100.101362,86.8219253333333,1060,734,1033,"Fkbp7",6.902819,3.933462,6.268136,152,26,44,5.70147233333333,13.1048702382168
"FKBP8",188.882092,157.64852,183.744706,176.758439333333,1756,1205,1522,"Fkbp8",218.751914,180.75413,195.158631,9647,2081,3603,198.221558333333,0.892265078239734
"FKBP9",229.032021,209.552048,233.725028,224.103032333333,2907,1978,2685,"Fkbp9",12.927425,15.033877,13.843617,1574,444,669,13.934973,15.0722088572462
"FKBPL",2.794777,2.513435,3.101977,2.80339633333333,51,37,50,"Fkbpl",8.792309,9.580153,7.162727,259,64,86,8.51172966666667,0.399863796241195
"FKRP",16.899877,14.831366,18.953498,16.8949136666667,456,339,399,"Fkrp",9.462937,9.036657,9.035173,991,226,406,9.17825566666667,1.75815132304759
"FKTN",3.332852,4.61301,4.053359,3.99974033333333,284,265,246,"Fktn",11.796038,10.702096,11.765362,2906,658,1128,11.4211653333333,0.402517815290331
"FLACC1",2.210841,1.918214,0,1.37635166666667,9,7,0,"Flacc1",1.387858,1.607889,1.071671,80,24,21,1.355806,1.00872128972703
"FLAD1",28.868635,23.790145,28.615907,27.0915623333333,320,244,302,"Flad1",14.181845,15.944758,13.70704,1139,247,416,14.6112143333333,1.79944761076989
"FLCN",59.558528,66.825923,60.433805,62.272752,770,544,611,"Flcn",8.034694,8.351911,7.511096,969,240,360,7.96590033333333,7.05704387151898
"FLG",0.043001,0.220819,0.016195,0.0933383333333333,9,37,3,"Flg",0,0.022422,0,0,1,0,0.007474,1.08522734416306
"FLG2",0.016603,0.017077,0.015559,0.016413,2,2,2,"Flg2",0,0,0,0,0,0,0,1.016413
"FLI1",0.56368,2.312652,0.08835,0.988227333333333,19,65,5,"Fli1",1.119919,1.55486,1.585499,150,52,58,1.42009266666667,0.821550083894859
"FLII",114.271584,127.280333,132.422958,124.658291666667,1263,1130,1046,"Flii",38.240467,32.321137,42.84373,5261,1207,1926,37.801778,3.23846736267257
"FLNA",468.048149,708.518174,428.022288,534.862870333333,14769,18275,10363,"Flna",60.729175,66.97917,60.359392,4380,1055,1816,62.6892456666667,8.41371042668496
"FLNB",47.968799,75.407725,51.742391,58.3729716666667,2208,3002,1721,"Flnb",28.461907,5.715625,49.500531,2470,559,1098,27.8926876666667,2.05494803223741
"FLNC",3.425762,10.358,3.143592,5.64245133333333,512,1250,407,"Flnc",0.601459,0.363678,0.514609,240,35,81,0.493248666666667,4.44832229327288
"FLOT1",64.383903,53.420236,62.236116,60.0134183333333,873,622,795,"Flot1",364.126886,396.237498,340.420167,9742,2332,3692,366.928183666667,0.165829694603145
"FLOT2",95.79278,90.607696,118.983169,101.794548333333,829,609,802,"Flot2",125.853436,114.910249,117.675466,13349,2954,4866,119.479717,0.853210406639097
"FLRT1",5.077,4.640581,3.837722,4.51843433333333,313,231,207,"Flrt1",1.765444,1.600843,1.489149,450,99,148,1.61847866666667,2.10749638848818
"FLRT2",9.565652,23.930362,9.466891,14.3209683333333,376,615,304,"Flrt2",1.691755,1.55568,2.006256,460,108,210,1.75123033333333,5.56876977827253
"FLRT3",36.189375,43.739628,32.604381,37.511128,2140,1949,1765,"Flrt3",4.829822,4.104066,4.501189,780,164,285,4.478359,7.02968315877072
"FLT1",1.077526,4.524591,0.882372,2.16149633333333,71,259,52,"Flt1",3.372597,4.066278,3.895664,958,240,431,3.77817966666667,0.661652879105495
"FLT3",0,0,0.020275,0.00675833333333333,0,0,1,"Flt3",5.661059,6.140777,5.587033,867,228,336,5.79628966666667,0.148133523247415
"FLT4",0.798672,0.185904,0.435908,0.473494666666667,6,11,8,"Flt4",0.249375,0.215856,0.453556,66,14,25,0.306262333333333,1.12802354402013
"FLVCR1",11.630915,12.4289,8.554954,10.8715896666667,494,365,438,"Flvcr1",10.36916,11.102861,11.504105,1291,319,577,10.992042,0.989955644473782
"FLVCR2",8.559908,6.003408,0.897547,5.153621,25,29,21,"Flvcr2",0.375787,0.703099,0.4362,54,21,23,0.505028666666667,4.08870683747774
"FLYWCH1",22.004555,19.019372,27.474745,22.8328906666667,522,374,465,"Flywch1",131.075151,121.228962,132.052092,10425,2284,4004,128.118735,0.18458119704059
"FLYWCH2",7.96606,11.732342,10.127219,9.94187366666667,91,79,78,"Flywch2",10.668114,7.25524,11.178235,205,36,81,9.70052966666667,1.02255439754088
"FMC1",32.613032,17.302891,27.306317,25.7407466666667,67,31,53,"Fmc1",14.328766,12.225074,18.870375,150,31,77,15.141405,1.6566554563662
"FMN1",1.850118,3.729906,2.647148,2.74239066666667,372,331,367,"Fmn1",16.554331,19.561789,21.793404,6511,1503,2713,19.3031746666667,0.184325393841528
"FMN2",10.051476,6.649265,4.447466,7.04940233333333,182,128,148,"Fmn2",16.409353,13.299839,13.084146,1544,322,569,14.264446,0.527330132605751
"FMNL1",1.90623,1.504788,2.451809,1.95427566666667,51,28,45,"Fmnl1",56.333022,51.277309,47.014443,4259,906,1448,51.5415913333333,0.0562273732427366
"FMNL2",28.137922,23.214748,25.928789,25.7604863333333,1902,1272,1564,"Fmnl2",16.274998,14.19137,16.627599,3517,764,1423,15.697989,1.60261731717115
"FMNL3",9.155656,9.106397,9.367884,9.209979,984,979,816,"Fmnl3",2.190593,2.257541,1.710926,310,73,109,2.05302,3.34422276958553
"FMO1",0,0.192592,0,0.0641973333333333,0,3,0,"Fmo1",25.835644,26.428456,32.261516,1028,283,511,28.1752053333333,0.0364760871834367
"FMO2",0,0,0,0,0,0,0,"Fmo2",21.959247,18.998471,53.812421,495,172,352,31.5900463333333,0.0306842153512741
"FMO3",0.15848,0.394773,0.139902,0.231051666666667,2,3,1,"Fmo3",0,0,0,0,0,0,0,1.23105166666667
"FMO4",2.746422,4.502009,2.622716,3.29038233333333,39,36,25,"Fmo4",0.595257,0.45497,0.532866,42,12,21,0.527697666666667,2.80839751669888
"FMO5",0.725971,0.736446,0.847115,0.769844,21,17,18,"Fmo5",3.942195,4.108474,3.793712,458,102,159,3.948127,0.357679582597617
"FMOD",0.129475,0.628107,0.439911,0.399164333333333,3,13,3,"Fmod",0.321398,0.346989,0.372777,42,11,19,0.347054666666667,1.03868415139796
"FMR1",10.108211,14.075009,10.512827,11.565349,414,369,369,"Fmr1",19.319376,20.764002,21.692173,2722,716,1115,20.5918503333333,0.581948689251597
"FMR1NB",0,0.099488,0,0.0331626666666667,0,1,0,"Fmr1nb",0.1619,0,0.289635,4,0,3,0.150511666666667,0.898002772679402
"FN1",2134.687744,7824.356894,2027.577411,3995.540683,58033,183016,41589,"Fn1",6.052296,10.295585,7.5342,981,332,399,7.96069366666667,446.00795782886
"FN3K",10.688555,3.916022,12.308884,8.97115366666667,132,60,118,"Fn3k",6.259791,6.088507,5.384696,284,71,93,5.910998,1.44279504445909
"FN3KRP",16.105305,12.11933,14.177616,14.1340836666667,195,148,153,"Fn3krp",6.697406,5.893854,6.383799,679,146,253,6.32501966666667,2.0660809602377
"FNBP1",22.435047,23.436859,20.125841,21.999249,903,583,828,"Fnbp1",115.567864,85.992931,118.397812,10953,2504,4133,106.652869,0.213642694464557
"FNBP1L",51.697949,52.663837,47.555974,50.6392533333333,2945,2387,2688,"Fnbp1l",13.877643,11.499829,13.064029,1563,399,672,12.8138336666667,3.73822753186474
"FNBP4",67.029299,74.738543,48.933923,63.567255,1193,1035,1030,"Fnbp4",13.633515,12.169019,16.080201,1002,212,390,13.9609116666667,4.31572997946761
"FNDC1",0.560914,0.970791,0.366673,0.632792666666667,57,66,31,"Fndc1",0.951429,2.333368,1.39106,133,52,76,1.558619,0.638153889526603
"FNDC10",5.798901,3.447083,6.256397,5.16746033333333,152,69,135,"Fndc10",10.811864,9.950945,10.869676,820,180,352,10.5441616666667,0.53424930379671
"FNDC11",0.48579,0.528158,0.461129,0.491692333333333,16,17,10,"Fndc11",0.02411,0,0.061945,1,0,1,0.028685,1.45009632038314
"FNDC3A",14.924667,26.477442,15.801921,19.06801,1335,1698,1131,"Fndc3a",9.649551,7.455476,10.054197,1843,436,689,9.05307466666667,1.99620620212244
"FNDC3B",16.648641,28.037505,16.991503,20.5592163333333,1809,2285,1639,"Fndc3b",3.00925,2.828331,4.390585,886,185,373,3.40938866666667,4.88938897500984
"FNDC4",2.946114,2.790053,3.091878,2.94268166666667,51,47,48,"Fndc4",46.072801,48.552621,36.82524,956,225,391,43.8168873333333,0.0879731257849813
"FNDC5",44.037924,24.292426,40.08296,36.13777,223,136,217,"Fndc5",14.111051,11.503533,12.026986,1593,315,534,12.54719,2.74136333807971
"FNDC7",0.021532,0,0,0.00717733333333333,1,0,0,"Fndc7",0.035791,0.308344,0.128761,6,5,6,0.157632,0.870032387955182
"FNDC8",0.054241,0.201237,0,0.0851593333333333,1,3,0,"Fndc8",0.240497,0.377179,0.382585,21,8,13,0.333420333333333,0.813816398479999
"FNDC9",0.196224,0.111328,0.011571,0.106374333333333,3,1,0,"Fndc9",0.589907,0.538919,0.447222,54,12,16,0.525349333333333,0.725325215120121
"FNIP1",5.813525,6.996712,5.645138,6.15179166666667,563,525,483,"Fnip1",3.425217,3.09761,4.062433,860,198,404,3.52842,1.57931279931337
"FNIP2",5.402972,4.973777,4.872087,5.08294533333333,437,287,344,"Fnip2",2.165487,3.015885,2.09116,527,124,193,2.42417733333333,1.77646913146632
"FNTA",35.854811,47.503476,45.562636,42.973641,644,611,637,"Fnta",79.910372,74.876085,75.406064,3027,674,1138,76.7308403333333,0.565716783858604
"FNTB",84.062251,63.000726,67.537902,71.5336263333333,710,495,641,"Fntb",20.686904,23.364194,17.000605,1489,305,514,20.3505676666667,3.39726921858737
"FOCAD",60.835342,124.092619,78.857382,87.9284476666667,863,801,722,"Focad",7.531541,10.383248,5.330025,973,265,440,7.74827133333333,10.1652594299201
"FOLH1",0.368225,0.263443,0.021047,0.217571666666667,3,1,1,"Folh1",8.381028,10.1469,10.065191,819,198,366,9.53103966666667,0.115617422895156
"FOLR1",0.262262,0,0,0.0874206666666667,3,0,0,"Folr1",0.128143,0.273646,0.097604,3,1,1,0.166464333333333,0.932236533593112
"FOLR2",0,0,0,0,0,0,0,"Folr2",0.352993,0.72536,0,3,1,0,0.359451,0.73559105844933
"FOS",30.635596,38.195869,24.965926,31.265797,152,113,117,"Fos",1.893101,1.466523,1.650712,105,30,54,1.670112,12.0840612678419
"FOSB",0.365879,0.790771,0.462105,0.539585,18,15,10,"Fosb",0.192686,0.110392,0.453556,21,4,12,0.252211333333333,1.22949294501407
"FOSL1",6.380431,8.262806,8.403139,7.68212533333333,132,137,163,"Fosl1",0.413791,0,0,4,0,0,0.137930333333333,7.62975120621034
"FOSL2",7.899146,13.811178,8.065861,9.925395,423,581,413,"Fosl2",1.545096,1.465862,1.894823,430,96,209,1.63526033333333,4.14585035937626
"FOXA1",0.020436,0.051882,0.04884,0.040386,1,2,1,"Foxa1",0,0.035395,0.060067,0,1,3,0.0318206666666667,1.0083011841205
"FOXA2",0,0,0,0,0,0,0,"Foxa2",0,0,0,0,0,0,0,1
"FOXA3",0,0,0,0,0,0,0,"Foxa3",0.012343,0,0,1,0,0,0.00411433333333333,0.995902525044459
"FOXB1",0,0,0,0,0,0,0,"Foxb1",0.008498,0,0,1,0,0,0.00283266666666667,0.997175334668662
"FOXB2",0,0,0,0,0,0,0,"Foxb2",0,0,0,0,0,0,0,1
"FOXC1",0.874555,4.504381,0.478008,1.95231466666667,44,172,20,"Foxc1",0.458379,0.446247,0.380793,94,22,35,0.428473,2.0667626666144
"FOXC2",0.65195,1.931818,0.58994,1.05790266666667,23,51,17,"Foxc2",0.297144,0.585061,0.481035,26,12,20,0.454413333333333,1.41493660674178
"FOXD1",0.72425,2.530407,0.720866,1.32517433333333,10,41,7,"Foxd1",0.245368,0.282264,0.144509,43,12,11,0.224047,1.89957929175378
"FOXD2",4.642213,4.8156,4.006562,4.488125,151,117,106,"Foxd2",0.380973,0.10501,0.285904,31,2,11,0.257295666666667,4.36502339545167
"FOXD3",9.964183,14.522697,11.114446,11.8671086666667,312,329,275,"Foxd3",3.490576,2.430034,3.108632,213,34,100,3.00974733333333,3.20895747213332
"FOXD4",1.065197,0.774832,1.549079,1.12970266666667,30,17,37,"Foxd4",0,0,0,0,0,0,0,2.12970266666667
"FOXD4L1",0.619454,0.424523,0.411674,0.485217,23,12,13,"Foxd4",0,0,0,0,0,0,0,1.485217
"FOXD4L3",0.391601,0.461479,0.32139,0.39149,13,12,9,"Foxd4",0,0,0,0,0,0,0,1.39149
"FOXD4L4",0.449389,0.185644,0.427855,0.354296,15,5,12,"Foxd4",0,0,0,0,0,0,0,1.354296
"FOXD4L5",0.758718,0.86554,0.944433,0.856230333333333,36,33,39,"Foxd4",0,0,0,0,0,0,0,1.85623033333333
"FOXD4L6",0.549251,0.029357,0.355957,0.311521666666667,16,1,9,"Foxd4",0,0,0,0,0,0,0,1.31152166666667
"FOXE1",0.042968,0.056447,0,0.0331383333333333,2,2,0,"Foxe1",0,0,0,0,0,0,0,1.03313833333333
"FOXE3",0.104156,0,0.129869,0.0780083333333333,2,0,2,"Foxe3",0.122617,0,0,2,0,0,0.0408723333333333,1.03567776643757
"FOXF1",0,0,0,0,0,0,0,"Foxf1",0.182791,0.221888,0.179964,17,5,7,0.194881,0.836903423855597
"FOXF2",0.312087,1.577388,0.254315,0.714596666666667,9,34,6,"Foxf2",0.110961,0.10327,0.138389,9,2,5,0.11754,1.53425977295369
"FOXG1",0.061124,0.051811,0.023822,0.0455856666666667,3,2,1,"Foxg1",0.007433,0,0.015589,1,0,1,0.007674,1.03762294816247
"FOXH1",0.247392,0.085411,0.283543,0.205448666666667,1,2,5,"Foxh1",0.084726,0.242045,0.434729,1,3,3,0.253833333333333,0.961410607470424
"FOXI1",0,0,0,0,0,0,0,"Foxi1",0,0,0,0,0,0,0,1
"FOXI2",0.04156,0.05277,0,0.0314433333333333,2,2,0,"Foxi2",0.019371,0,0,2,0,0,0.006457,1.02482603164699
"FOXI3",0.219613,0.198675,0.132095,0.183461,8,6,4,"Foxi3",0.027322,0,0.063258,1,0,1,0.0301933333333333,1.14877563434695
"FOXJ1",0.02725,0.17802,0,0.0684233333333333,1,5,0,"Foxj1",8.078982,6.896055,7.050374,840,172,308,7.34180366666667,0.128080613740969
"FOXJ2",2.876188,3.387849,3.550777,3.27160466666667,223,202,199,"Foxj2",5.177051,4.882683,4.554064,965,214,369,4.871266,0.727544053815083
"FOXJ3",10.496761,11.472273,12.512275,11.4937696666667,831,673,762,"Foxj3",18.395635,21.91203,23.03215,1839,406,752,21.1132716666667,0.564989652141779
"FOXK1",5.137794,5.497501,4.585702,5.07366566666667,844,754,628,"Foxk1",4.963502,4.280091,4.287785,1560,332,543,4.51045933333333,1.10220678518149
"FOXK2",18.830131,17.655494,15.673198,17.3862743333333,822,711,693,"Foxk2",17.323954,16.553892,15.933025,2405,541,915,16.6036236666667,1.04445963407799
"FOXL1",0.258711,0.511946,0.21901,0.329889,19,14,14,"Foxl1",0.028963,0,0.023034,3,0,1,0.0173323333333333,1.30723162571916
"FOXL2",0,0.099757,0.060931,0.0535626666666667,0,3,2,"Foxl2",0,0.079933,0.020013,0,2,1,0.0333153333333333,1.01959453487254
"FOXM1",0.821317,3.331972,1.573642,1.908977,29,77,39,"Foxm1",0.702035,1.212357,0.900398,62,21,25,0.938263333333333,1.50081619456593
"FOXN1",0,0,0,0,0,0,0,"Foxn1",0,0,0,0,0,0,0,1
"FOXN2",4.085957,5.549947,4.375222,4.67037533333333,304,327,296,"Foxn2",2.514497,3.656732,2.798825,516,148,225,2.990018,1.42114028892434
"FOXN3",8.867599,22.622931,5.67998,12.39017,590,710,457,"Foxn3",8.907302,8.541875,8.501139,2276,548,782,8.65010533333333,1.38756723760805
"FOXN4",0,0.077407,0.051076,0.0428276666666667,0,1,1,"Foxn4",0,0,0,0,0,0,0,1.04282766666667
"FOXO1",8.362462,3.292476,1.245198,4.30004533333333,104,223,93,"Foxo1",2.083624,1.799326,2.15418,733,154,308,2.01237666666667,1.75942317970418
"FOXO3",2.728836,3.310728,2.908259,2.98260766666667,307,296,287,"Foxo3",13.71999,14.240428,14.025013,3891,965,1617,13.9951436666667,0.265593165040477
"FOXO4",4.539378,7.13882,4.785974,5.48805733333333,134,122,105,"Foxo4",4.843114,5.936951,5.472014,599,182,252,5.41735966666667,1.01101662838595
"FOXO6",0.142212,0.048611,0.28098,0.157267666666667,4,1,4,"Foxo6",0.920545,0.713952,0.711447,67,12,26,0.781981333333333,0.649427491197064
"FOXP1",3.672575,6.798824,3.860852,4.777417,98,220,72,"Foxp1",6.84044,6.329892,8.02165,680,151,236,7.063994,0.716446093585883
"FOXP2",4.566566,3.695485,4.450095,4.237382,79,74,71,"Foxp2",2.155616,2.426431,0.890059,117,39,52,1.82403533333333,1.85457382143236
"FOXP3",0.125438,0.300936,0.142207,0.189527,2,2,4,"Foxp3",0.082372,0.255863,0.069203,6,2,3,0.135812666666667,1.0472915427955
"FOXP4",10.925482,15.64121,10.065894,12.210862,684,598,548,"Foxp4",3.460294,2.220805,3.786634,379,73,163,3.155911,3.17881253953706
"FOXQ1",0.376731,0.460347,1.06953,0.635536,12,11,28,"Foxq1",0.160784,0.069736,0.138937,29,3,11,0.123152333333333,1.45620139981012
"FOXR1",0,0,0,0,0,0,0,"Foxr1",0.10559,0.159172,0.132335,8,3,4,0.132365666666667,0.883106958676776
"FOXR2",0,0,0,0,0,0,0,"Foxr2",0.064995,0.09832,0.079039,8,3,4,0.0807846666666667,0.925253689140668
"FOXRED1",35.780525,37.561647,39.205441,37.515871,546,444,528,"Foxred1",15.376485,14.612158,15.530664,798,192,323,15.1731023333333,2.38147698605835
"FOXRED2",6.908894,7.253543,6.03027,6.73090233333333,326,233,298,"Foxred2",1.355814,1.402029,1.414197,245,65,93,1.39068,3.23376710113162
"FOXS1",0.227809,0.993605,0.32996,0.517124666666667,4,14,5,"Foxs1",1.004725,0.932911,0.629971,49,11,12,0.855869,0.817474006337013
"FPGS",28.376173,28.982983,24.891304,27.41682,310,254,259,"Fpgs",5.565964,7.19493,9.031775,358,97,176,7.264223,3.43853499596998
"FPGT",5.398356,4.701246,2.658366,4.252656,118,94,95,"Fpgt",13.075575,16.492188,15.142441,1086,281,456,14.9034013333333,0.330285068577783
"FPR1",0.178908,0.04342,0.403394,0.208574,1,1,2,"Fpr1",0,0.171912,0.16013,0,2,3,0.110680666666667,1.08813814471726
"FPR2",0.423061,0.514046,0.413908,0.450338333333333,3,3,2,"Fpr2",0.182351,0.148718,0.092761,5,1,1,0.141276666666667,1.27080345694734
"FPR2",0.423061,0.514046,0.413908,0.450338333333333,3,3,2,"Fpr3",0,0,0,0,0,0,0,1.45033833333333
"FRA10AC1",12.40454,58.672915,41.246819,37.4414246666667,159,203,169,"Fra10ac1",8.638218,9.058159,8.096836,431,109,164,8.59773766666667,4.00525894765548
"FRAS1",1.605254,3.767312,0.946023,2.10619633333333,365,752,216,"Fras1",0.428135,5.078795,3.149695,299,54,104,2.88554166666667,0.799424275894609
"FRAT1",1.240516,0.956149,0.70357,0.966745,27,17,20,"Peg12",0.032706,0.045474,0.05078,3,1,2,0.0429866666666667,1.88568565913275
"FRAT1",1.240516,0.956149,0.70357,0.966745,27,17,20,"Frat1",1.56306,1.700085,1.652259,139,36,64,1.638468,0.745411731353194
"FRAT2",1.898143,1.563801,2.009774,1.823906,54,34,48,"Frat2",2.30216,2.436182,2.118674,149,37,64,2.285672,0.859460713059612
"FREM1",7.060765,7.957612,6.768185,7.26218733333333,392,360,274,"Frem1",0.92972,1.556763,0.881056,245,48,86,1.122513,3.8926439241283
"FREM2",3.308026,4.25474,2.758951,3.44057233333333,798,881,626,"Frem2",0.648898,0.382154,0.78316,220,46,87,0.604737333333333,2.76716459516116
"FREM3",0,0.023547,0,0.007849,0,2,0,"Frem3",0.003621,0,0,1,0,0,0.001207,1.00663399277073
"FRG2",0.122103,0.130647,0.05683,0.103193333333333,3,3,1,"Frg2f1",3.126453,5.298896,6.054204,121,35,58,4.82651766666667,0.189340082094777
"FRG2B",0.000368,5.3e-05,0.000167,0.000196,0,0,0,"Frg2f1",3.126453,5.298896,6.054204,121,35,58,4.82651766666667,0.17166274217653
"FRG2C",0.040235,0,0.05556,0.0319316666666667,1,0,1,"Frg2f1",3.126453,5.298896,6.054204,121,35,58,4.82651766666667,0.177109506175587
"FRK",0.233994,0.530956,0.203577,0.322842333333333,49,90,38,"Frk",0.066696,0.133322,0.052166,13,5,4,0.0840613333333333,1.2202652125464
"FRMD3",5.034781,1.945453,4.349938,3.776724,315,93,287,"Frmd3",28.583882,29.563728,31.980861,3752,997,1654,30.0428236666667,0.153875306295966
"FRMD4A",205.276095,319.223627,199.251979,241.250567,3287,2578,2756,"Frmd4a",38.502599,73.610199,52.918762,2904,721,1414,55.01052,4.32509048300212
"FRMD4B",5.642627,5.426188,5.610665,5.55982666666667,226,148,201,"Frmd4b",10.729677,12.239612,13.475588,1410,372,563,12.1482923333333,0.498910923210636
"FRMD5",11.780941,24.454616,12.935932,16.3904963333333,575,704,579,"Frmd5",1.543622,1.538186,1.498675,121,22,52,1.52682766666667,6.88234364485746
"FRMD6",53.445125,84.273913,55.608601,64.4425463333333,2803,3143,2800,"Frmd6",6.823283,6.436751,5.819535,1139,275,398,6.35985633333333,8.89182388478688
"FRMD7",1.826441,3.096329,1.722438,2.21506933333333,71,104,66,"Frmd7",2.095883,2.15263,2.112197,172,42,68,2.12023666666667,1.03039278003485
"FRMD8",15.400093,14.146307,12.823102,14.1231673333333,550,374,424,"Frmd8",9.155151,5.435407,7.583005,1154,230,431,7.39118766666667,1.80226779975485
"FRMPD1",2.106748,2.252883,2.22529,2.19497366666667,74,36,63,"Frmpd1",29.048297,23.374005,25.666482,6079,1189,2057,26.0295946666667,0.118202796085831
"FRMPD2",0.018795,0.300936,0.017307,0.112346,1,5,1,"Frmpd2",0,0.018517,0,0,1,0,0.00617233333333333,1.10552234756339
"FRMPD3",0.462812,0.17154,0.196744,0.277032,50,16,20,"Frmpd3",4.05034,2.825965,3.180119,1036,211,393,3.35214133333333,0.293426132607213
"FRMPD4",1.790688,1.351473,1.544352,1.562171,225,138,170,"Frmpd4",6.71689,6.723062,7.114942,2271,558,947,6.85163133333333,0.326323395893864
"FRRS1",0.448417,0.290487,0.14789,0.295598,32,22,14,"Frrs1",0.267601,0.159019,1.067128,40,11,23,0.497916,0.864933681194406
"FRRS1L",2.558619,2.924568,2.759982,2.747723,287,261,277,"Frrs1l",7.006304,6.490227,7.680134,1976,453,833,7.05888833333333,0.465042180135267
"FRS2",3.538983,8.41607,3.526434,5.16049566666667,283,350,256,"Frs2",6.957603,6.779165,8.286801,1779,384,722,7.34118966666667,0.738563192164954
"FRS3",3.670786,3.203597,4.088058,3.654147,75,50,63,"Frs3",16.374073,9.674937,14.978911,572,115,214,13.6759736666667,0.317126965863321
"FRY",18.487789,14.139726,15.115878,15.9144643333333,566,407,445,"Fry",24.856242,28.752872,32.168668,4800,1046,1925,28.592594,0.571577616120214
"FRYL",8.207234,10.415818,9.297142,9.30673133333333,417,376,415,"Fryl",146.965204,117.14976,132.078873,9021,2006,3575,132.064612333333,0.0774565915956263
"FRZB",11.543109,11.574589,10.058916,11.0588713333333,448,362,347,"Frzb",19.786367,20.17045,19.450816,1538,359,559,19.8025443333333,0.579682520566034
"FSBP",0.950492,1.475662,0.985682,1.13727866666667,74,95,69,"Fsbp",0.062662,0.149229,0.067871,11,6,5,0.093254,1.95496990330396
"FSCB",0,0,0,0,0,0,0,"Fscb",0,0,0,0,0,0,0,1
"FSCN1",124.301935,137.707235,128.592069,130.200413,3484,2763,3159,"Fscn1",19.156645,21.619924,21.296884,666,146,299,20.691151,6.04856851533605
"FSCN2",1.748917,1.18289,1.280656,1.40415433333333,24,20,20,"Fscn2",0.31536,0.276839,0.66479,10,2,8,0.418996333333333,1.6942639504119
"FSCN3",0.031814,0.298466,0.035932,0.122070666666667,1,4,1,"Fscn3",0,0,0,0,0,0,0,1.12207066666667
"FSD1",59.222392,44.628978,64.110974,55.987448,413,260,345,"Fsd1",184.261393,100.212919,175.39942,1782,358,591,153.291244,0.369349851116632
"FSD1L",3.550367,3.136982,3.073969,3.25377266666667,238,189,247,"Fsd1l",29.921337,26.759697,32.158997,5850,1406,2374,29.6133436666667,0.138951586373049
"FSD2",0.607251,0.348119,0.260848,0.405406,9,10,6,"Fsd2",0.257594,0.368561,0.336967,43,15,22,0.321040666666667,1.0638627829272
"FSHB",0,0,0,0,0,0,0,"Fshb",0,0,0,0,0,0,0,1
"FSHR",0.120909,0,0,0.040303,2,0,0,"Fshr",0.021356,0,0.081777,2,0,3,0.0343776666666667,1.00572840416444
"FSIP1",0.273136,0.119424,0.161878,0.184812666666667,6,4,6,"Fsip1",0.433552,0.259331,0.229602,25,3,6,0.307495,0.906169940739098
"FSIP2",2.241225,4.593466,2.119316,2.984669,120,193,96,"Fsip2",0.049882,0.004373,0.01581,4,1,1,0.023355,3.89373091449204
"FST",1.123135,10.835564,2.199071,4.71925666666667,23,158,38,"Fst",1.902726,1.463958,1.39795,95,20,34,1.58821133333333,2.20973325980336
"FSTL1",297.439359,670.424918,252.641704,406.835327,7481,12189,5554,"Fstl1",1505.08243,1503.443739,1503.802641,72153,16848,29918,1504.10960333333,0.270967194745669
"FSTL3",10.293526,11.162336,10.353428,10.6030966666667,322,305,255,"Fstl3",3.963555,3.690747,5.706885,241,46,127,4.453729,2.12755284809103
"FSTL4",0.661592,0.338504,0.245796,0.415297333333333,9,4,4,"Fstl4",0.339525,0.266789,0.287249,63,12,21,0.297854333333333,1.09049012434112
"FSTL5",6.200655,7.447913,5.376684,6.34175066666667,429,389,299,"Fstl5",9.724593,9.946906,10.093658,1487,362,643,9.921719,0.672215671055689
"FTCD",10.397285,4.894505,9.487979,8.259923,42,25,32,"Ftcd",0.01647,0,0,2,0,0,0.00549,9.20936359386966
"FTH1",623.464718,574.876701,589.432214,595.924544333333,5686,4189,4731,"Fth1",2831.417203,2509.066515,3009.749276,29580,5884,13403,2783.410998,0.214380903093004
"FTL",1019.368409,972.624604,1164.62634,1052.206451,10628,8165,10743,"Ftl1",544.060115,523.847504,477.52914,15400,3652,5344,515.145586333333,2.04052205208595
"FTMT",0,0,0,0,0,0,0,"Ftmt",0,0,0,0,0,0,0,1
"FTO",86.314923,74.223242,62.775024,74.4377296666667,803,581,777,"Fto",34.632602,35.725014,34.392345,4616,1066,1775,34.9166536666667,2.10035518249515
"FTSJ1",22.095321,28.387421,25.979499,25.4874136666667,381,312,331,"Ftsj1",9.023821,8.048738,9.363765,595,120,236,8.812108,2.69946209995514
"FTSJ3",36.310753,40.752611,31.698289,36.2538843333333,674,600,567,"Ftsj3",13.857498,17.888049,14.436929,933,260,385,15.3941586666667,2.27238768946891
"FUBP1",130.494601,130.352936,99.46222,120.103252333333,1339,1360,1113,"Fubp1",37.625174,32.923729,35.423304,2986,731,1200,35.324069,3.33396713714351
"FUBP3",96.2939,115.412481,106.710403,106.138928,965,951,831,"Fubp3",26.091788,30.36309,27.267007,1397,374,578,27.907295,3.70629379193038
"FUCA1",15.751893,8.256525,21.044739,15.017719,459,193,541,"Fuca1",54.02146,61.936921,56.867927,996,262,406,57.6087693333333,0.273299016208655
