"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACOT8",9.983366,11.016138,11.40912,10.8028746666667,177,144,156,"Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,1.37555876233904
"ACOT9",23.22135,28.851472,24.154281,25.4090343333333,541,489,487,"Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,2.72833379937903
"ACOT9",23.22135,28.851472,24.154281,25.4090343333333,541,489,487,"Acot10",0.357201,0,0.059722,7,0,2,0.138974333333333,23.1866808236533
"ACOX1",33.537489,28.271905,20.230548,27.3466473333333,771,581,655,"Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.61669672569712
"ACOX2",5.459635,7.803665,5.815802,6.35970066666667,51,58,35,"Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,6.36788000672577
"ACOX3",8.870189,7.235071,11.373044,9.15943466666667,158,135,150,"Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.756612022568748
"ACOXL",0.239138,0.162594,0.206492,0.202741333333333,7,4,5,"Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,1.16270400837301
"ACP1",58.248272,76.17287,65.299677,66.5736063333333,903,859,858,"Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,1.79692956396969
"ACP2",169.629988,98.736759,157.367625,141.911457333333,899,467,753,"Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,6.88711095621307
"ACP3",0,0.025974,0.047048,0.0243406666666667,0,1,2,"Acpp",0.01587,0.048691,0.033341,1,3,4,0.032634,0.991968758211202
"ACP4",0.556063,0.142491,0.132265,0.276939666666667,10,2,2,"Acp4",0,0.057198,0,0,1,0,0.019066,1.25304903378846
"ACP5",7.63295,1.018418,10.927006,6.52612466666667,32,7,35,"Acp5",0.06068,0,0.126958,1,0,4,0.062546,7.08310479420813
"ACP6",24.331622,19.56541,23.987726,22.6282526666667,367,301,340,"Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,2.40223065763089
"ACR",0.050784,0.062833,0,0.0378723333333333,1,1,0,"Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.589380048867395
"ACRBP",0.933344,1.400639,0.994766,1.109583,9,11,8,"Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.448239684660189
"ACRV1",0.230836,0.190941,0.387534,0.269770333333333,4,4,4,"Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,1.19715904573252
"ACSBG1",1.680716,3.357604,1.221717,2.086679,49,54,34,"Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.0542124573734303
"ACSBG2",0.206484,0.414199,0.534768,0.385150333333333,2,2,6,"Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,1.32948905810084
"ACSF2",52.435691,50.495669,51.622443,51.5179343333333,334,301,283,"Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,5.05366743379198
"ACSF3",19.896846,16.478566,14.431669,16.9356936666667,339,249,243,"Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,3.3154714352728
"ACSL1",22.571965,34.049958,24.018834,26.8802523333333,390,247,333,"Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,1.00177082110425
"ACSL3",125.144372,117.20619,162.941162,135.097241333333,2688,1748,2708,"Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,1.06589253018756
"ACSL4",25.373504,30.774505,32.691471,29.61316,1627,1473,1507,"Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,0.78599641549714
"ACSL5",0.550356,0.183705,0.680974,0.471678333333333,9,2,6,"Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.0210307488927911
"ACSL6",5.279576,2.761154,5.097792,4.37950733333333,259,134,211,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.067961414527334
"ACSM1",0,0.132055,0,0.0440183333333333,0,1,0,"Acsm1",0,0,0,0,0,0,0,1.04401833333333
"ACSM2A",0.231348,3.931815,1.327585,1.83024933333333,4,10,8,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,2.71189500365387
"ACSM2B",0.259345,0.573845,1.003013,0.612067666666667,6,3,7,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,1.54465481160857
"ACSM3",0.848148,3.771251,3.221045,2.61348133333333,19,43,27,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.98688875488144
"ACSM4",0.291138,0.408874,0.146039,0.282017,9,5,4,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,1.27418416520841
"ACSM5",0,0.083985,0,0.027995,0,1,0,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,0.883661298197597
"ACSS1",2.170075,1.974672,2.210112,2.11828633333333,125,92,110,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.32710602195703
"ACSS2",53.386125,66.083436,55.009702,58.1597543333333,306,259,305,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,3.14432157578716
"ACSS3",7.547094,17.434579,3.069008,9.350227,223,394,163,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,7.38690925648642
"ACTA1",0.240853,0.05949,0.233685,0.178009333333333,5,1,4,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,0.269812468840877
"ACTA2",6.327661,72.105899,6.461854,28.2984713333333,99,1023,93,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,2.27945868460073
"ACTB",1508.849694,1933.919489,1684.423797,1709.06432666667,16993,17349,16522,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,1.3150375326944
"ACTBL2",0.024972,0,0,0.008324,1,0,0,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,0.999420826140465
"ACTC1",0.053354,2.151921,0.356773,0.854016,1,24,3,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,1.7872778534342
"ACTG1",1419.3332,1648.589858,1463.03336,1510.318806,26010,23050,24917,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,2.49551228960662
"ACTG2",7.933159,66.52499,5.367457,26.6085353333333,155,991,99,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,22.4392623124476
"ACTL10",0.108181,0.047738,0.13155,0.095823,3,1,3,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,0.607012794934834
"ACTL6A",127.358034,224.770196,142.955043,165.027757666667,297,293,270,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,15.3270105829777
"ACTL6B",28.097481,15.805406,34.483202,26.1286963333333,158,77,164,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,0.699001345412504
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,0.982381640204034
"ACTL7B",0,0,0.060404,0.0201346666666667,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02013466666667
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,0.97078330563365
"ACTN1",90.571305,205.524402,69.241953,121.77922,1789,3484,1635,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,3.76797564125452
"ACTN2",1.088077,0.737005,1.599137,1.14140633333333,35,16,39,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.125243836016178
"ACTN3",0.045257,0.139648,0.025741,0.0702153333333333,2,5,1,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,0.814573000993528
"ACTR10",106.898089,119.583704,114.844543,113.775445333333,926,725,903,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,1.27271988289418
"ACTR1A",74.839265,81.902002,83.592002,80.1110896666667,2113,1784,2155,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,1.25606146948969
"ACTR1B",21.363274,19.600556,20.09068,20.3515033333333,569,419,496,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.163504049662932
"ACTR2",75.976968,94.052154,82.283986,84.1043693333333,4054,4017,3903,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,1.00714229989283
"ACTR3",45.55178,67.520844,47.924974,53.665866,1318,1529,1194,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.539158694773548
"ACTR3B",10.065129,3.446338,9.264419,7.591962,128,93,123,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.211464400898505
"ACTR3C",0.124921,0.064517,0.014714,0.0680506666666667,4,4,1,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0262867426969434
"ACTR5",2.283258,2.083983,2.205831,2.191024,85,62,72,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.6848228852309
"ACTR8",27.345583,31.670753,28.516672,29.1776693333333,451,420,408,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,1.17380596082764
"ACTRT1",0.102041,0,0,0.0340136666666667,2,0,0,"Actrt1",0,0,0,0,0,0,0,1.03401366666667
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.292807,1.228868,1.115009,1.212228,30,23,23,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,1.71816994926018
"ACVR1",7.037928,8.229634,8.26402,7.84386066666667,266,286,274,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,1.01652071415805
"ACVR1B",23.506718,19.491365,37.165374,26.7211523333333,1068,588,961,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,1.15581851140405
"ACVR1C",0.0076,0,0,0.00253333333333333,1,0,0,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.185431505574844
"ACVR2A",16.277364,13.847823,12.988231,14.3711393333333,858,613,699,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,1.30623032195582
"ACVR2B",4.35859,4.450622,4.619946,4.476386,801,656,751,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,1.45946525046569
"ACVRL1",0.590729,2.94744,0.548938,1.362369,17,29,14,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.0996746509305642
"ACY1",20.950655,16.690042,15.695317,17.7786713333333,158,95,107,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,1.70612330214486
"ACY3",0,0,0,0,0,0,0,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,0.453524269066274
"ACYP2",10.213957,4.257689,7.281641,7.25109566666667,107,43,69,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,0.580284281848682
"ADA",1.881756,4.803617,1.30235,2.66257433333333,34,81,20,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,2.42734901311902
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.3516,0,0,0.1172,2,0,0,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,1.10165093153533
"ADAL",7.68946,6.63051,7.245079,7.18834966666667,179,129,165,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,0.969661976075193
"ADAM10",123.897107,145.822332,94.147613,121.289017333333,2639,2371,2045,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,6.75421233564332
"ADAM11",76.352617,40.073029,61.625283,59.3503096666667,3716,1536,3032,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,1.88198256516598
"ADAM12",263.2453,223.75449,242.910757,243.303515666667,19064,13110,16722,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,130.299285275415
"ADAM15",60.668103,38.00024,71.175865,56.614736,825,388,844,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,1.22866376621216
"ADAM17",20.368008,22.287947,19.327487,20.6611473333333,954,877,913,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,2.39045538558766
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.089934,0,0,3,0.029978,0.970894523960706
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam20",0,0,0,0,0,0,0,1.04418466666667
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam39",0,0,0,0,0,0,0,1.04418466666667
"ADAM20",0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,"Adam25",0,0,0,0,0,0,0,1.04418466666667
"ADAM21",0.668215,0.347816,0.872414,0.629481666666667,26,11,31,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,1.34874379318422
"ADAM22",4.293794,2.708427,3.651038,3.55108633333333,478,274,429,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.103669442150151
"ADAM23",37.576591,23.373305,38.05317,33.001022,1238,742,1078,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.657969619037043
"ADAM28",0.348438,0.553339,0.041631,0.314469333333333,9,6,4,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,1.1643421601199
"ADAM29",0.239099,0.065655,0.330303,0.211685666666667,6,2,12,"Adam29",0,0,0,0,0,0,0,1.21168566666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",2.494698,2.736092,1.700388,2.31039266666667,101,92,56,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,1.13394400716595
"ADAM7",0,0,0,0,0,0,0,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,0.963811140564466
"ADAM8",5.202434,6.064427,4.039568,5.102143,86,51,59,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,2.0697520392052
"ADAMDEC1",0,0,0.041296,0.0137653333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01376533333333
"ADAMTS1",58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,32.4694033947193
"ADAMTS10",42.167717,37.796595,30.528394,36.830902,656,454,461,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,4.91354935319464
"ADAMTS12",2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,6.0133786052735
"ADAMTS13",8.033716,6.591312,8.465815,7.69694766666667,314,196,249,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,4.20136242770033
"ADAMTS14",1.42471,0.587428,0.773549,0.928562333333333,121,40,57,"Adamts14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,1.78981193583923
"ADAMTS15",17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,13.1963126701721
"ADAMTS16",38.407432,28.686978,28.018399,31.7042696666667,364,175,311,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,22.8250644182997
"ADAMTS17",1.589791,1.49711,1.624783,1.57056133333333,80,45,50,"Adamts17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.450463829695264
"ADAMTS18",0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.682871680602481
"ADAMTS19",0.180133,0.223756,0.149189,0.184359333333333,4,5,10,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,1.04571495842837
"ADAMTS2",2.426145,2.693979,2.505131,2.54175166666667,114,108,129,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,1.21302766150434
"ADAMTS20",0.301329,0.112757,0.27111,0.228398666666667,27,9,20,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.4555692198449
"ADAMTS3",0.311518,0.618834,0.46883,0.466394,30,34,23,"Adamts3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.230606103066442
"ADAMTS4",6.532971,7.047095,3.966088,5.848718,241,351,176,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,1.30292739832981
"ADAMTS5",9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,9.14577436593968
"ADAMTS6",0.660235,2.234675,0.319661,1.07152366666667,44,48,29,"Adamts6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,1.20826643501605
"ADAMTS7",47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,37.3466608945167
"ADAMTS8",3.929698,1.378664,3.233674,2.84734533333333,189,53,134,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,2.41681437554062
"ADAMTS9",15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,"Adamts9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,15.2706229389356
"ADAMTSL1",28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,13.3933618311196
"ADAMTSL2",0.121693,0.420352,0.182929,0.241658,7,20,9,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.169022516678895
"ADAMTSL3",0.847963,1.791333,1.116183,1.25182633333333,48,72,20,"Adamtsl3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,1.48042579768583
"ADAMTSL4",1.589016,2.016736,1.720831,1.77552766666667,70,68,61,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,0.278704699641066
"ADAMTSL5",3.215463,1.806809,1.858656,2.29364266666667,27,25,26,"Adamtsl5",2.893487,6.386214,5.010418,44,58,129,4.763373,0.571478310820186
"ADAP1",12.000304,6.450336,13.338759,10.5964663333333,167,77,148,"Adap1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.128533623157091
"ADAP2",0.829332,2.203443,4.074633,2.369136,11,7,13,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,1.08782564840165
"ADAR",81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,2.4711765629382
"ADARB1",105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,3.58914473262195
"ADARB2",1.462916,2.153002,0.868352,1.49475666666667,39,48,24,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.456915447257016
"ADAT1",27.014364,30.208847,30.118773,29.1139946666667,245,210,212,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,10.7202860642071
"ADAT2",6.534624,5.544724,3.678619,5.25265566666667,206,149,184,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,1.88839474788154
"ADAT3",1.184894,0.938623,1.665099,1.262872,19,10,19,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.47921239305391
"ADCK1",8.663261,7.385662,8.66168,8.23686766666667,168,137,156,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.80507178376318
"ADCK2",5.161437,5.534839,5.097272,5.264516,89,65,99,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,0.35279718447785
"ADCK5",4.175554,5.241788,5.289252,4.902198,108,76,89,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.186416423769842
"ADCY1",3.661098,3.382841,3.704939,3.58295933333333,707,474,576,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.0784057325369626
"ADCY10",0.053466,0.167833,0.0602,0.093833,2,3,2,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.863581684746667
"ADCY2",14.593373,4.981748,9.636167,9.737096,252,113,245,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.336755198064984
"ADCY3",8.478605,7.57696,7.556443,7.87066933333333,116,100,113,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.488192270354972
"ADCY4",0.732117,2.361618,0.879664,1.32446633333333,10,24,9,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,0.369058650506002
"ADCY5",6.913004,4.761138,6.939458,6.20453333333333,315,229,233,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.117007024876872
"ADCY6",71.638608,61.951681,41.722674,58.4376543333333,2644,1920,1815,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,2.08253813722553
"ADCY7",3.441974,6.103553,3.220625,4.255384,163,210,102,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,2.3862334154517
"ADCY8",0.058901,0.222647,0.022424,0.101324,3,2,1,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.354173770658748
"ADCY9",4.428433,4.191662,3.639031,4.08637533333333,316,208,256,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.422396232740589
"ADCYAP1",7.110352,6.317393,10.156609,7.86145133333333,315,201,354,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,0.475799908256175
"ADCYAP1R1",2.195651,1.502736,1.773417,1.82393466666667,188,124,120,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.105129549728606
"ADD1",150.96491,139.708909,137.07957,142.584463,2838,2435,2477,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.616232499844627
"ADD2",6.548549,5.855028,6.811138,6.404905,746,441,638,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.189709075884023
"ADD3",97.347876,172.838369,100.827951,123.671398666667,878,926,703,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,4.8755646184893
"ADGB",0.13078,0.101871,0.27447,0.169040333333333,14,9,8,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,1.02249618071348
"ADGRA1",0.123353,0.146378,0.181036,0.150255666666667,8,7,10,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.0686384531177756
"ADGRA2",14.098574,19.597776,10.284916,14.660422,1038,1337,801,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,3.47579254886509
"ADGRA3",48.458343,46.206563,44.250117,46.3050076666667,750,584,681,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,1.17491540655978
"ADGRB1",14.721522,8.951528,11.438913,11.7039876666667,563,271,366,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.107105716935626
"ADGRB2",8.123411,7.513608,7.005955,7.547658,400,239,312,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.0375563592559818
"ADGRB3",3.325258,3.190596,3.076982,3.197612,162,97,109,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,0.187837967871309
"ADGRD1",0.689386,2.10804,0.685718,1.161048,22,54,15,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,1.16249772051149
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.205333032725773
"ADGRE5",4.588936,4.290828,5.492799,4.79085433333333,128,99,134,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.821806893843276
"ADGRF1",0.237173,0.39026,0.385827,0.337753333333333,15,12,11,"Adgrf1",0,0,0.009763,0,0,1,0.00325433333333333,1.3334139598367
