"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"GALR2","Galr2",0.481695,0.280763,0.366179,6,13,9,0.376212333333333,0.104702,0.118716,0.038195,3,3,1,26.1375463333333,0.0507124821245507
"GALR3","Galr3",0,0.122803,0,0,3,0,0.0409343333333333,0,0.066141,0,0,1,0,6.686618,0.135421629295658
"GALT","Galt",24.02466,21.702002,22.747294,112,443,246,22.824652,24.786121,22.054325,20.690917,428,359,298,0,23.824652
"GAMT","Gamt",6.773432,12.332386,13.760327,34,168,102,10.9553816666667,67.55691,73.631753,62.900416,815,736,682,28.7788176666667,0.401472677676155
"GAN","Gan",1.578469,2.041206,2.248002,150,737,459,1.95589233333333,3.909703,0.353409,0.365956,168,109,98,7.129998,0.363578482225129
"GANAB","Ganab",25.407062,30.740965,32.658027,631,2681,1634,29.602018,98.254825,74.677648,58.123896,2124,1813,1423,31.165259,0.951399707367505
"GANC","Ganc",6.47794,6.170518,7.218612,71,295,180,6.62235666666667,5.012002,2.149361,1.488575,104,87,49,0.0178276666666667,7.48884798114154
"GAP43","Gap43",105.828043,95.66181,99.502666,731,2755,1521,100.330839666667,0.383819,0.286258,0.29089,11,8,8,0,101.330839666667
"GAPDH","Gapdh",1513.924111,1629.887187,1651.778443,3167,13638,7587,1598.52991366667,2887.344759,2491.962651,2386.372929,64425,51441,48337,0.060564,1508.18801474184
"GAPDHS","Gapdhs",0.983099,0.355555,0.057247,8,11,1,0.465300333333333,0,0,0,0,0,0,296.777403,0.00492079089471182
"GAPT","Gapt",0,0,0,0,0,0,0,0,0,0,0,0,0,58.3444926666667,0.0168507633154254
"GAPVD1","Gapvd1",28.723166,30.483457,32.826065,622,2370,1416,30.6775626666667,6.380107,5.456726,4.927994,620,413,356,0,31.6775626666667
"GAR1","Gar1",12.497923,19.672343,23.040787,32,162,93,18.4036843333333,3.096621,3.854412,3.962829,48,61,62,3.14767866666667,4.67820337416046
"GAREM1","Garem1",2.453402,3.16532,3.194703,81,390,223,2.93780833333333,2.606404,1.661022,1.085804,236,214,128,119.711972,0.0326215226881832
"GAREM2","Garem2",5.151864,6.220988,6.474417,132,566,335,5.94908966666667,0.138599,0.077011,0.071504,13,8,6,45.0492916666667,0.150905462715225
"GARNL3","Garnl3",46.528402,39.124134,54.708011,661,2291,1530,46.786849,9.12988,8.086078,12.387937,153,126,116,0.0234593333333333,46.6914975941073
"GART","Gart",13.656206,17.135765,12.433769,172,690,392,14.40858,19.353453,9.269115,8.512599,608,425,329,5.69483966666667,2.30156071947752
"GAS1","Gas1",3.815257,3.155112,4.522497,67,181,150,3.83095533333333,0.441228,0.213924,0.254236,26,11,14,0.524305,3.16928392502375
"GAS2","Gas2",11.805125,10.841649,9.545681,78,292,164,10.7308183333333,8.850212,1.412124,1.158814,42,37,29,0.006087,11.6598448576846
"GAS2L1","Gas2l1",18.613633,15.293939,15.992989,191,584,344,16.6335203333333,8.351526,7.091921,7.452813,417,307,301,1.46461533333333,7.15467444142061
"GAS2L2","Gas2l2",0.179092,0.233728,0.387968,3,15,14,0.266929333333333,0,0.096868,0.053733,0,7,3,0.490982,0.849728121019123
"GAS2L3","Gas2l3",0.362745,1.278593,0.648508,15,117,62,0.763282,2.903181,0.944142,0.929096,90,60,61,0.139776,1.54704257678702
"GAS6","Gas6",42.410016,44.135526,44.702501,695,2731,1564,43.7493476666667,43.462012,39.715975,31.326103,2198,1904,1500,0.123601,39.8267246706497
"GAS7","Gas7",62.741173,60.224744,77.790002,1927,7570,5379,66.9186396666667,3.435651,2.164793,1.821361,476,342,310,0,67.9186396666667
"GAS8","Gas8",7.340849,6.523652,7.402304,83,323,195,7.088935,20.46249,13.716098,7.787449,310,219,166,0.123407,7.20036015442311
"GASK1A","Gask1a",1.051268,1.316027,1.436441,25,103,62,1.267912,0.028124,0.029,0,2,2,0,2.60047633333333,0.62989221148424
"GAST","Gast",0,0,0,0,0,0,0,0,0,0,0,0,0,3.88543033333333,0.204690258947506
"GATA1","Gata1",0,0,0,0,0,0,0,0.139366,0.088225,0.089057,3,2,2,484.686710333333,0.00205894042131333
"GATA2","Gata2",1.583062,2.36511,3.889312,34,148,61,2.61249466666667,0.244465,0.220224,0.223683,10,15,11,15.7801606666667,0.215283675670805
"GATA3","Gata3",1.276525,8.141624,10.789546,13,70,27,6.73589833333333,0.062592,0.018977,0,1,1,0,43.9196493333333,0.172216356274909
"GATA4","Gata4",0.550906,0.439648,0.059511,1,3,2,0.350021666666667,59.529059,56.698993,43.763414,3265,3013,2303,215.222644666667,0.00624366457429974
"GATA5","Gata5",0,0.02468,0,0,2,0,0.00822666666666667,4.053867,3.656293,3.29624,228,184,170,1.17647466666667,0.463238411228923
"GATA6","Gata6",0.050722,0.334537,0.361661,1,6,2,0.248973333333333,12.330447,13.455881,10.439839,796,834,667,0.131637,1.10368725424613
"GATAD1","Gatad1",58.287756,49.911474,52.219746,396,1261,758,53.472992,6.862975,4.740863,4.409329,420,336,320,9.75784133333333,5.06356157449679
"GATAD2A","Gatad2a",19.783913,15.174263,16.240329,239,1039,586,17.0661683333333,7.536596,5.528089,4.086992,599,510,421,0.00881333333333333,17.9083361969839
"GATAD2B","Gatad2b",8.260582,12.264387,15.402753,416,1812,1272,11.9759073333333,6.590205,8.297915,2.608003,513,425,324,0.360585333333333,9.53700368174874
"GATB","Gatb",10.594342,5.314313,8.741282,65,225,136,8.21664566666667,21.630349,23.381763,14.942082,382,334,253,0,9.21664566666667
"GATC","Gatc",14.526124,12.462072,12.279687,162,521,291,13.0892943333333,3.465096,2.431632,2.260853,251,194,156,13.009627,1.0056866134504
"GATD1","Gatd1",17.080277,18.202661,14.813048,93,426,234,16.698662,29.957599,30.116402,15.353641,630,536,435,0.347965,13.1299121267985
"GATD3B","Gatd3a",37.090919,38.433316,39.583102,306,1165,686,38.3691123333333,194.219449,132.595369,104.113848,2264,2321,1817,20.310669,1.84738979021885
"GATM","Gatm",82.36102,84.19418,84.377312,1057,4162,2201,83.6441706666667,2.270581,1.705719,2.719478,63,35,44,4.29123966666667,15.9970396351353
"GBA","Gba",21.824539,21.829822,23.009183,141,656,358,22.2211813333333,15.635916,12.276757,11.636461,322,241,175,8.83620433333333,2.36078679807824
"GBA2","Gba2",14.756476,18.918275,22.754672,284,1347,798,18.8098076666667,54.5134,40.79302,33.324542,1920,1453,1240,9.79265866666667,1.8354891300185
"GBE1","Gbe1",4.484335,6.340678,7.564117,82,368,244,6.12971,52.874702,39.811697,32.243257,2696,1935,1618,20.6747486666667,0.328940838468162
"GBGT1","Gbgt1",0.166135,0.987299,1.165918,1,17,11,0.773117333333333,1.164651,1.150464,0.909995,44,40,22,1.69544933333333,0.657818832432144
"GBP2","Gbp2",1.170068,2.048269,1.578469,19,126,55,1.59893533333333,1.363794,1.801648,1.240263,51,54,32,25.010624,0.0999182231588651
"GBP4","Gbp4",0.44659,0.765439,0.772235,14,64,27,0.661421333333333,0.923872,2.067383,0.955223,59,57,44,0.342789,1.23729143844143
"GBP5","Gbp5",0.650613,1.076572,0.881441,13,82,39,0.869542,0.098986,0.025622,0.012354,4,1,1,0,1.869542
"GBX1","Gbx1",0.720535,0.675196,0.521313,15,50,22,0.639014666666667,0.049491,0.11331,0.251752,1,2,3,27.634921,0.0572383163434139
"GBX2","Gbx2",0.572207,0.830607,1.090608,6,25,19,0.831140666666667,0.063184,0,0,1,0,0,0.680364666666667,1.08972814234371
"GC","Gc",0,0.187884,0,0,2,0,0.062628,1.088203,0.1801,0.18287,5,4,5,2.715196,0.286022056440629
"GCA","Gca",3.328547,9.365929,9.675689,72,295,147,7.45672166666667,8.89472,6.710738,5.960593,114,116,89,27.1613603333333,0.300295211828131
"GCAT","Gcat",7.087075,6.794778,8.818144,43,143,133,7.56666566666667,14.072344,12.200094,11.027163,383,318,309,0.151481666666667,7.43968915411882
"GCC1","Gcc1",5.814565,7.178278,8.003952,108,504,331,6.99893166666667,1.658395,1.30058,0.988105,145,113,85,3.465133,1.7914206960166
"GCC2","Gcc2",72.94303,56.703576,57.960079,578,2039,1261,62.5355616666667,4.244382,2.388789,0.906514,206,112,99,0.294908666666667,49.0656702686367
"GCDH","Gcdh",12.158575,16.129884,16.300198,117,515,297,14.8628856666667,9.224402,5.412064,3.805667,172,154,90,64.2493216666667,0.243111886246174
"GCFC2","Gcfc2",3.048605,3.258974,3.724686,21,95,63,3.34408833333333,5.507226,6.773248,5.729713,119,134,103,0,4.34408833333333
"GCG","Gcg",0.689779,0.478831,0.461762,2,11,6,0.543457333333333,0,0,0,0,0,0,0.099313,1.40401990455251
"GCGR","Gcgr",0.162112,0.106196,0.301608,2,5,8,0.189972,0,0,0.02424,0,0,1,19.7694443333333,0.0572943590065232
"GCH1","Gch1",0.556728,1.217288,0.815526,10,84,31,0.863180666666667,0.426747,0.120735,0.892704,9,5,12,1.49807033333333,0.745847961846817
"GCHFR","Gchfr",1.76445,2.11271,3.259727,5,23,20,2.37896233333333,7.852375,5.794378,7.181136,59,43,47,0.879795333333333,1.79751607710485
"GCK","Gck",0.18017,0.617511,0.446463,2,13,9,0.414714666666667,4.392176,4.735309,4.074473,112,116,96,1.169798,0.652002936064402
"GCKR","Gckr",0,0.329959,0.179822,0,9,3,0.169927,0.401947,0.224684,0.085998,4,2,1,388.435542333333,0.0030041608246394
"GCLC","Gclc",18.245812,14.928023,16.53034,366,1214,765,16.5680583333333,18.35589,11.643512,7.07599,342,272,219,0.132792,15.508635595355
"GCLM","Gclm",102.818863,92.738348,115.282434,545,2192,1382,103.613215,2.588325,2.007896,0.648502,78,57,41,2.71911566666667,28.128518813657
"GCM1","Gcm1",0,0.020889,0,0,1,0,0.006963,0,0.018023,0,0,1,0,15.1171106666667,0.0624778858212221
"GCM2","Gcm2",0,0,0,0,0,0,0,0,0,0,0,0,0,42.145789,0.0231772328928786
"GCN1","Gcn1",65.003696,75.108329,76.718268,377,1568,935,72.2767643333333,30.876978,11.663343,11.547448,993,660,496,7.47583333333333,8.6453757939239
"GCNT1","Gcnt1",1.632153,1.088948,1.087757,38,112,70,1.26961933333333,0.225244,0.19464,0.215772,15,19,7,15.4423373333333,0.138035079035397
"GCNT2","Gcnt2",3.499443,3.058128,3.808074,58,204,92,3.455215,23.306549,16.021136,13.197355,1110,921,717,5.62667566666667,0.672315233777097
"GCNT3","Gcnt3",0,0.018144,0,0,2,0,0.006048,0.11395,0.049587,0.108827,12,5,1,118.552768,0.00841509583450213
"GCNT4","Gcnt4",0.575767,0.806629,0.650407,20,105,48,0.677601,0.02345,0.010838,0.022043,2,1,2,0.807492333333333,0.92813727010737
"GCNT7","Gcnt7",0.090063,0.023556,0,1,1,0,0.037873,0.024608,0.082317,0,1,2,0,38.5700936666667,0.0262287223462979
"GCSAM","Gcsam",0,0,0,0,0,0,0,1.119196,1.16779,1.078402,25,20,25,0.149975,0.869584121393943
"GCSH","Gcsh",60.084965,39.079795,41.240043,275,938,588,46.801601,14.552665,17.731917,7.54967,87,110,49,0.26807,37.6963424732073
"GDA","Gda",0.944932,1.093087,1.227262,30,123,97,1.088427,0.169989,0.164432,0.203655,4,4,2,8.20726133333333,0.226823908260234
"GDAP1","Gdap1",33.451715,29.601637,30.112723,800,2822,1680,31.0553583333333,2.156947,1.513405,1.301249,107,83,79,0.928015,16.6260938495465
"GDAP1L1","Gdap1l1",33.564127,31.94456,32.363254,310,1257,740,32.6239803333333,0.071847,0,0.31407,4,0,3,454.998846333333,0.0737369855290255
"GDAP2","Gdap2",13.647578,16.359003,16.637412,174,741,399,15.5479976666667,2.537756,1.840165,1.691465,108,115,77,1.092052,7.90993611376135
"GDE1","Gde1",99.193644,96.70419,106.904838,687,2503,1532,100.934224,30.678805,25.947266,24.8045,1115,971,907,5.949317,14.6682363173244
"GDF1","Gdf1",11.069135,14.780902,13.786496,202,922,489,13.2121776666667,0,0,0,0,0,0,6.91190866666667,1.79630203853887
"GDF10","Gdf10",13.204736,13.138294,15.243097,475,1773,1164,13.8620423333333,0.017868,0.020079,0,1,1,0,2.86659933333333,3.84369857130271
"GDF11","Gdf11",5.425445,6.372829,6.744864,146,646,387,6.181046,6.657458,4.753078,4.141299,1083,778,761,0.947811666666667,3.68672501704905
"GDF15","Gdf15",0.23633,0.168332,0.059207,2,5,1,0.154623,6.217427,10.01877,4.797797,74,63,49,17.5353393333333,0.062293059718824
"GDF2","Gdf2",0,0.026456,0,0,2,0,0.00881866666666667,1.360178,1.693203,1.243876,99,117,85,28.1592923333333,0.0345968158326476
"GDF3","Gdf3",0,0.039531,0.363557,0,2,2,0.134362666666667,0,0.045642,0.091676,0,1,2,7.243297,0.137610311343467
"GDF5","Gdf5",0.066319,0.104434,0.030924,1,6,1,0.0672256666666667,0.058413,0,0.020856,3,0,1,3.956675,0.215310801427704
"GDF6","Gdf6",0,0.011567,0.040719,0,1,2,0.0174286666666667,0.137918,0.205093,0.055902,10,14,4,49.0540496666667,0.0203266004137967
"GDF7","Gdf7",0,0.230045,0.315795,0,5,4,0.181946666666667,0.054142,0.010546,0.025904,11,2,5,0.985236,0.595368342437205
"GDF9","Gdf9",0.5392,0.608421,0.124394,6,17,3,0.424005,0.157821,0.120384,0.15337,6,5,4,14.5655156666667,0.0914846016344635
"GDI1","Gdi1",429.797803,470.06588,486.118538,2427,9566,5737,461.994073666667,38.114787,24.45453,19.98254,1136,881,784,17.9019586666667,24.4945024921227
"GDI2","Gdi2",228.238759,207.665703,216.028726,1545,5602,3497,217.311062666667,60.838983,54.962749,47.638029,2122,1861,1607,0.216639666666667,179.43773217981
"GDNF","Gdnf",0.243267,0.118251,0.0759,6,11,4,0.145806,0.058433,0.06801,0.027294,4,5,2,5.67254033333333,0.171719606440745
"GDPD1","Gdpd1",18.328849,15.313014,16.465423,276,867,528,16.7024286666667,1.76077,1.677716,0.600326,44,38,24,6.302033,2.42431507316752
"GDPD2","Gdpd2",2.735299,3.298238,4.044574,33,139,91,3.35937033333333,0.5052,0.485057,0.226538,20,17,8,3.41255166666667,0.987947714304384
"GDPD3","Gdpd3",2.670895,1.826895,1.444218,7,20,8,1.98066933333333,5.441017,0.189759,5.69099,6,2,3,0.0693866666666667,2.78726996159793
"GDPD4","Gdpd4",0.049741,0.013225,0.069996,1,1,3,0.0443206666666667,0,0,0,0,0,0,4.48718433333333,0.190319953409013
"GDPD5","Gdpd5",15.527604,19.880439,26.364179,150,743,442,20.5907406666667,4.848852,2.347096,2.873048,101,88,68,0.00653033333333333,21.450660702062
"GDPGP1","Gdpgp1",1.413259,1.529158,1.300335,40,164,79,1.41425066666667,1.915518,2.419212,2.483902,105,111,101,7.08402733333333,0.298644545239456
"GEM","Gem",0.735083,0.655676,0.537164,9,30,14,0.642641,4.814847,4.675669,3.463357,148,101,78,0.330005333333333,1.23506346841717
"GEMIN2","Gemin2",3.276088,2.97004,3.240114,33,98,61,3.16208066666667,5.980123,8.762083,6.146536,81,94,76,0,4.16208066666667
"GEMIN5","Gemin5",5.940155,3.925992,4.392846,133,512,318,4.75299766666667,5.261714,3.33187,2.389306,250,197,136,2.07633233333333,1.8700832820728
"GEMIN6","Gemin6",1.257317,1.967276,2.829451,8,44,36,2.01801466666667,5.629435,5.13348,3.60154,101,94,87,2.377913,0.893455416603881
"GEMIN7","Gemin7",31.488806,25.444306,28.81825,117,356,232,28.5837873333333,18.826548,15.159521,13.865124,220,193,164,2.42682833333333,8.63299367685474
"GEMIN8","Gemin8",4.225376,4.225469,4.677218,32,128,86,4.376021,6.440304,6.750164,4.700669,133,115,91,10.6445626666667,0.461676505498074
"GEN1","Gen1",1.035537,0.481107,1.285919,8,43,15,0.934187666666667,2.643532,0.686071,0.513272,102,117,54,40.5921776666667,0.0465036402317734
"GET4","Get4",35.491342,27.304493,30.086648,179,743,448,30.9608276666667,22.546597,20.531174,24.627769,593,486,477,2.39685666666667,9.40894209057982
"GFAP","Gfap",115.844678,135.035631,129.375984,1666,6991,3975,126.752097666667,2.886277,1.408918,1.033385,41,33,22,6.19011433333333,17.7677421726674
"GFER","Gfer",9.341241,8.29587,5.977954,80,273,131,7.87168833333333,14.545797,12.698385,7.007506,237,179,120,8.492107,0.934638466815991
"GFI1","Gfi1",0,0,0,0,0,0,0,0.017546,0.018814,0.074616,1,1,4,0.0135133333333333,0.986666842074105
"GFI1B","Gfi1b",0,0,0,0,0,0,0,0.201939,0.073166,0.017993,4,4,1,0,1
"GFM1","Gfm1",17.296308,23.104782,25.830197,325,1234,758,22.0770956666667,33.531997,30.017597,28.637912,769,722,604,0,23.0770956666667
"GFM2","Gfm2",9.956191,9.144802,8.032943,122,609,321,9.04464533333333,21.820256,20.872772,16.961557,787,723,538,9.74062533333333,0.935201165816664
"GFOD1","Gfod1",20.400294,18.429172,21.711992,959,3225,2115,20.180486,6.122928,5.967909,4.477689,1004,807,673,3.752582,4.45662715551252
"GFOD2","Gfod2",12.736403,9.177057,11.971409,117,452,272,11.2949563333333,2.153292,1.865481,1.625713,178,141,120,0.122857666666667,10.9497015501816
"GFPT1","Gfpt1",15.231328,14.011819,14.235119,522,2186,1299,14.4927553333333,7.990405,3.999431,2.796132,499,376,280,6.27857666666667,2.12854188982919
"GFPT2","Gfpt2",0.879023,0.908437,0.983398,17,67,41,0.923619333333333,1.873292,1.80018,1.313063,108,112,81,6.44690333333333,0.2583113070265
"GFRA1","Gfra1",10.876198,9.740341,7.842662,192,786,454,9.48640033333333,0.010262,0.005171,0.005254,2,1,1,0.667466333333333,6.28882282280962
"GFRA2","Gfra2",9.414705,9.027111,7.634777,119,501,246,8.69219766666667,0,0,0.035476,0,0,1,16.915079,0.541007810608408
"GFRA3","Gfra3",0,0,0,0,0,0,0,0.104097,0.027982,0,4,1,0,5.18561266666667,0.161665473395845
"GFRA4","Gfra4",10.59939,11.247895,11.500038,79,299,174,11.1157743333333,0,0.041884,0,0,1,0,16.5394896666667,0.690771200507563
"GFRAL","Gfral",0,0,0.044312,0,0,1,0.0147706666666667,0.053928,0,0.085736,2,0,3,0.132853666666667,0.895765001716903
"GFY","Gfy",0.085722,0.068817,0.091564,1,3,1,0.0820343333333333,0.592642,0.300536,0.578224,23,11,17,24.2388076666667,0.04287184829109
"GGA1","Gga1",15.820277,21.334044,24.266615,249,1149,644,20.4736453333333,16.358519,12.989209,9.481957,640,488,453,0.070535,20.0587980153226
"GGA2","Gga2",5.298752,6.657131,7.374685,110,537,323,6.44352266666667,128.135548,101.148392,72.572676,1912,1451,1200,1.54784,2.92150318178012
"GGA3","Gga3",159.123851,148.129932,116.348837,321,1391,729,141.200873333333,10.610109,9.011371,5.997261,359,285,240,1.38287333333333,59.6762200256833
"GGACT","Ggact",32.707897,31.047598,34.00485,183,669,427,32.5867816666667,0.600103,1.254591,1.6547,33,20,25,11.767579,2.63063041682896
"GGCT","Ggct",17.118996,19.473984,13.689109,78,265,137,16.7606963333333,16.813484,20.707175,15.019377,305,345,266,50.7826653333333,0.342985364291407
"GGCX","Ggcx",10.005173,9.005735,12.296809,76,282,167,10.4359056666667,6.446537,5.269564,3.292803,171,157,115,1.127326,5.37571846847482
"GGH","Ggh",5.090586,6.870047,7.090301,63,314,184,6.35031133333333,8.449737,7.70373,9.06626,84,126,95,0.0712906666666667,6.86117368706657
"GGN","Ggn",0.804098,0.527948,0.946355,5,13,10,0.759467,0.598896,0.364987,0.364944,7,1,4,1.098386,0.838485864850414
"GGNBP1","Ggnbp1",2.949949,3.634641,5.135287,10,44,30,3.90662566666667,0.248977,0,0,2,0,0,12.341558,0.367770066034766
"GGNBP2","Ggnbp2",82.658075,70.965643,81.539041,459,1854,1033,78.3875863333333,19.001914,19.735055,17.212227,573,459,384,9.078207,7.87715377679118
"GGPS1","Ggps1",31.438573,36.583795,37.147128,476,1668,1020,35.0564986666667,12.791704,11.687432,9.3328,343,337,262,0.231452333333333,29.2796543485104
"GGT1","Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,9.560734,6.875691,5.987731,177,115,91,4.974383,0.568709326692536
"GGT5","Ggt5",0.479997,1.253926,0.544363,11,62,25,0.759428666666667,0.752622,0.040912,0.465725,7,3,9,0.648959666666667,1.06699314860946
"GGT6","Ggt6",0.120211,0.057341,0.205032,1,1,3,0.127528,0.130744,0.059696,0.283991,6,3,5,15.7550976666667,0.0672946241455312
"GGT7","Ggt7",38.641594,58.530065,50.007065,383,2156,1156,49.0595746666667,65.749979,51.119941,45.316861,1148,881,740,9.106612,4.95315093392985
"GHDC","Ghdc",3.831428,4.68245,5.524265,35,167,88,4.679381,1.43248,0.55076,0.692485,35,29,35,1269.24158166667,0.0044711030421065
"GHITM","Ghitm",237.734251,233.913088,238.698965,3025,11742,6714,236.782101333333,79.335377,76.905681,60.791692,3254,3337,2574,10.4785653333333,20.7153154099165
"GHR","Ghr",1.696271,2.953378,2.811218,41,213,94,2.48695566666667,3.526572,2.013293,2.334472,201,148,129,2.156414,1.10472063128179
"GHRH","Ghrh",0,0.286819,0.508732,0,2,2,0.265183666666667,0,0.136618,0,0,1,0,0,1.26518366666667
"GHRHR","Ghrhr",0,0,0,0,0,0,0,0,0,0,0,0,0,5.183945,0.161709070827764
"GHRL","Ghrl",11.823892,13.821548,31.064114,4,32,24,18.9031846666667,3.627344,0,0.732718,1,0,2,0.218087666666667,16.3396980458166
"GHSR","Ghsr",0.099142,0.225064,0.12673,3,25,8,0.150312,0,0,0,0,0,0,0.042651,1.10325698627825
"GID4","Gid4",15.352528,16.367882,17.263316,435,1719,1021,16.3279086666667,3.628721,3.759325,3.16143,214,143,144,0.259040333333333,13.762790760476
"GID8","Gid8",54.300712,32.553273,36.870594,236,864,560,41.2415263333333,5.939513,5.03219,3.756407,444,407,338,2.64723366666667,11.5817987532286
"GIGYF1","Gigyf1",10.599646,14.075716,12.546292,252,1278,674,12.407218,11.119861,4.76338,3.190279,711,543,391,0.008967,13.2880639307331
"GIGYF2","Gigyf2",29.723266,31.909251,36.041405,395,1495,965,32.557974,11.455977,5.848285,4.202698,643,452,365,60.7529223333333,0.543423254026083
"GIMAP1","Gimap1",0.234673,0.932588,1.01688,2,21,19,0.728047,0.022699,0.022966,0.106738,2,2,1,60.368114,0.028158711216056
"GIMAP4","Gimap4",0.377413,0.428591,0.341592,4,10,3,0.382532,0.32163,0.224204,0.142172,3,3,1,20.9290603333333,0.0630456562654661
"GIMAP5","Gimap5",0.643582,0.660851,0.260882,1,13,7,0.521771666666667,0.033554,0.07014,0,1,2,0,0.489002333333333,1.02200757688537
"GIMAP6","Gimap6",6.260293,2.497999,2.453287,31,84,52,3.737193,0.014356,0.02926,0.014797,1,2,1,6.79912166666667,0.607400833384443
"GIMAP8","Gimap8",0.743184,0.814346,0.657735,15,61,28,0.738421666666667,0.077217,0.034198,0.023061,7,3,2,0,1.73842166666667
"GIMD1","Gimd1",0,0,0,0,0,0,0,0,0,0,0,0,0,31.6232743333333,0.030652962353881
"GIN1","Gin1",4.541982,3.88681,5.336809,43,129,100,4.58853366666667,2.089963,4.052725,3.016177,55,60,42,1.62220766666667,2.13123229624707
"GINM1","Ginm1",14.778505,14.883294,13.57788,93,337,198,14.4132263333333,21.279554,20.046413,14.872546,717,700,513,0,15.4132263333333
"GINS1","Gins1",1.530294,1.765192,0.327186,6,11,2,1.20755733333333,1.697055,2.395799,1.858282,108,131,113,4.68222133333333,0.388502524599535
"GINS2","Gins2",1.31441,2.047539,0.739036,2,18,8,1.366995,5.099616,3.42339,3.732072,171,122,108,1.02924866666667,1.16643910570513
