"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"SHISAL1","Shisal1",3.073463,4.478474,4.071525,126,675,360,3.87448733333333,8.725501,7.714444,8.832386,823,796,591,0,4.87448733333333
"SHISAL2A","Shisal2a",0,0,0.186503,0,0,1,0.0621676666666667,2.670003,3.202549,1.868151,23,26,14,3.99120366666667,0.212807919212006
"SHISAL2B","Shisal2b",0.261189,0.071644,0.333697,2,2,2,0.222176666666667,0.501088,0,0.352037,2,0,1,0.204460333333333,1.01470893880274
"SHKBP1","Shkbp1",4.511108,9.380889,7.02099,29,139,94,6.97099566666667,113.599591,118.489575,165.644044,230,262,196,1.127063,3.74741870206321
"SHLD1","Shld1",5.205697,7.208312,8.459166,28,135,82,6.957725,4.497141,6.512874,2.616931,47,54,33,4.650121,1.40841674010167
"SHLD2","Shld2",1.443117,2.4054,2.811629,20,117,72,2.22004866666667,6.380333,5.509371,5.627411,292,282,189,0,3.22004866666667
"SHLD3","Shld3",0.765457,0.897338,0.820404,7,31,16,0.827733,2.532646,3.033149,2.004621,34,38,25,42.1194396666667,0.0423876797595058
"SHMT1","Shmt1",1.692088,4.274253,2.551221,12,93,47,2.83918733333333,2.702492,1.546878,2.080836,77,47,40,0,3.83918733333333
"SHMT2","Shmt2",13.883233,17.199351,15.329745,109,585,331,15.4707763333333,18.793733,16.778475,12.47417,272,312,196,0.0156616666666667,16.216794306503
"SHOC1","Shoc1",0,0.01686,0,0,2,0,0.00562,0,0.027062,0.088214,0,2,4,11.4331216666667,0.0808823420988534
"SHOC2","Shoc2",26.830188,30.098676,35.617985,390,1296,827,30.8489496666667,48.183471,50.928852,66.669065,1210,1213,948,0,31.8489496666667
"SHOX2","Shox2",6.677646,6.67697,5.100513,56,208,110,6.15170966666667,7.386253,5.757715,24.858357,175,172,299,0,7.15170966666667
"SHPK","Shpk",0.86279,1.189867,1.027785,16,84,41,1.026814,2.162961,2.146434,3.445936,109,118,123,0.677492333333333,1.20824039533613
"SHPRH","Shprh",10.962343,10.325946,10.725291,445,1815,1127,10.6711933333333,1.90688,4.046802,6.68611,192,224,166,0.0742603333333333,10.8643994115641
"SHQ1","Shq1",1.951297,1.342826,1.393957,22,123,69,1.56269333333333,20.176877,29.810309,65.785916,130,138,106,0.37744,1.86047547140589
"SHROOM1","Shroom1",14.756405,22.244081,20.808409,43,183,79,19.2696316666667,16.709529,24.935067,24.175743,87,103,72,2.78393266666667,5.35676330745138
"SHROOM2","Shroom2",15.348936,18.508581,16.246912,379,1630,895,16.7014763333333,13.666675,15.545865,21.147645,793,990,872,0.204398666666667,14.697356301734
"SHROOM3","Shroom3",1.339187,1.864859,3.597052,51,207,116,2.26703266666667,0.850675,1.360368,2.149591,59,93,75,0,3.26703266666667
"SHROOM4","Shroom4",0.882364,1.403281,1.068902,50,224,131,1.11818233333333,0.202514,1.539585,0.274672,9,10,12,6.117893,0.297585582325182
"SHTN1","Shtn1",9.321083,8.837363,8.365869,235,831,447,8.84143833333333,79.447309,75.423938,96.737509,2687,3033,2159,0,9.84143833333333
"SIAE","Siae",7.111889,6.890772,7.163023,125,501,283,7.055228,18.876797,20.405806,21.484837,695,818,457,13.6079176666667,0.551428902038582
"SIAH1","Siah1a",11.312275,11.268897,12.3635,139,512,319,11.648224,18.172849,11.870942,23.181357,287,300,293,0.827344,6.92164365330228
"SIAH2","Siah2",6.290626,7.406809,9.303258,89,364,252,7.66689766666667,8.29561,9.692839,8.208862,212,268,146,2.39949533333333,2.54946596975277
"SIDT1","Sidt1",12.124337,7.717691,9.318658,118,533,295,9.72022866666667,10.689577,5.38784,4.71794,201,165,54,0.0122586666666667,10.5904044289075
"SIDT2","Sidt2",147.679008,158.703027,156.096653,287,1479,847,154.159562666667,19.439736,20.5828,23.922203,419,537,343,0,155.159562666667
"SIGIRR","Sigirr",1.208127,1.50409,1.435887,7,34,17,1.38270133333333,6.89238,12.04561,8.327248,34,80,30,1.18371633333333,1.09112218329945
"SIGLEC1","Siglec1",0.025322,0.062676,0.09597,1,10,9,0.0613226666666667,0.08768,0.047114,0,7,3,0,0,1.06132266666667
"SIGMAR1","Sigmar1",18.872675,21.198652,22.773089,124,541,307,20.9481386666667,30.438585,34.812968,28.635207,537,663,366,0.574757,13.9374764910819
"SIK1","Sik1",1.658557,4.83889,5.415341,52,292,141,3.97092933333333,19.860552,10.737091,15.473827,26,29,16,0,4.97092933333333
"SIK2","Sik2",6.961861,7.038275,6.597129,152,747,398,6.865755,8.510091,6.726244,7.147599,888,971,527,0,7.865755
"SIK3","Sik3",120.42724,193.835915,168.034989,745,3746,1979,160.766048,91.849397,92.400914,81.864487,960,953,619,0.683248333333333,96.1034951269817
"SIKE1","Sike1",20.702107,19.364038,23.728449,201,880,531,21.2648646666667,31.596405,31.124911,27.77878,805,1009,740,0.162244333333333,19.1567848756988
"SIL1","Sil1",26.730253,29.509968,24.766318,115,381,246,27.0021796666667,35.372234,30.50056,48.011077,92,148,75,0.055467,26.530606515094
"SIM1","Sim1",0,0.010627,0,0,2,0,0.00354233333333333,2.536146,2.493214,2.066371,277,293,169,0.060991,0.945853766274486
"SIM2","Sim2",0,0,0.019829,0,0,1,0.00660966666666667,0.195731,0.169727,0.471281,5,5,8,22.801805,0.0422913164218708
"SIN3A","Sin3a",7.354609,15.534698,13.542769,221,863,562,12.1440253333333,8.310706,6.899379,8.676172,496,487,411,0.0657146666666667,12.3335314267984
"SIN3B","Sin3b",20.838133,29.638484,31.807904,261,1190,656,27.4281736666667,36.691218,35.634877,41.837971,1165,1342,919,0,28.4281736666667
"SINHCAF","Sinhcaf",17.165709,4.96285,26.813895,28,76,35,16.3141513333333,14.786836,17.736813,14.185777,240,279,193,0,17.3141513333333
"SIPA1","Sipa1",29.024145,17.895122,32.045698,44,187,100,26.321655,3.293136,2.864548,6.487855,19,38,26,1.157373,12.6643167407769
"SIPA1L1","Sipa1l1",14.592066,13.571982,13.291828,571,2317,1403,13.8186253333333,4.744934,4.48463,4.030391,242,281,176,6.36261433333333,2.01268525858319
"SIPA1L2","Sipa1l2",11.057803,11.692262,11.135077,497,1983,1072,11.2950473333333,26.371087,29.452715,29.524869,1899,1752,1555,0,12.2950473333333
"SIPA1L3","Sipa1l3",11.395698,14.75934,15.634483,360,1633,974,13.9298403333333,42.798176,22.661689,73.092969,274,393,242,6.52967733333333,1.98279948428069
"SIRPA","Sirpa",105.209919,98.325175,108.621293,1541,5921,3860,104.052129,2.378988,2.416645,3.135034,124,139,117,0.213754666666667,86.5513697990588
"SIRT1","Sirt1",7.431171,5.898091,6.414397,143,437,293,6.58121966666667,6.951513,7.444683,10.337223,310,267,222,0,7.58121966666667
"SIRT2","Sirt2",72.203154,98.114446,101.473923,750,3122,1728,90.5971743333333,47.087533,54.498974,50.542288,819,1012,669,0.0152743333333333,90.2191371593162
"SIRT3","Sirt3",24.214152,26.397694,27.661892,155,768,401,26.091246,26.086416,22.115364,31.653558,347,367,261,0.191706,22.7331623739412
"SIRT4","Sirt4",8.171759,16.204108,14.556697,36,208,97,12.9775213333333,2.430818,3.549675,3.61186,19,22,17,11.321996,1.13435528897537
"SIRT5","Sirt5",15.127156,14.375326,15.849134,119,569,351,15.1172053333333,5.302676,8.462897,5.405563,187,219,149,0.0816073333333333,14.9011612963669
"SIRT6","Sirt6",4.769387,4.946101,4.205789,47,196,104,4.64042566666667,16.150833,13.124382,19.791953,153,176,121,0,5.64042566666667
"SIRT7","Sirt7",11.097547,11.01292,10.500233,86,386,222,10.8702333333333,10.92479,10.434693,13.693833,156,227,172,0.385179666666667,8.56945392643409
"SIT1","Sit1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SIVA1","Siva1",14.640772,10.771567,9.212325,31,102,53,11.5415546666667,7.861522,8.371703,11.821914,97,102,89,0.0723786666666667,11.6950803447538
"SIX1","Six1",0.089737,0.057457,0.101823,2,3,4,0.0830056666666667,7.934247,7.771498,15.802494,228,237,350,1.41615966666667,0.448234312329525
"SIX2","Six2",0.237538,0.067374,0.085082,3,3,2,0.129998,0,0.176885,0,0,5,0,0.0808343333333333,1.04548677364369
"SIX3","Six3",0.906436,0.769128,0.480792,14,47,16,0.718785333333333,4.441263,1.191694,0.689072,147,44,16,0.381397333333333,1.24423675350949
"SIX4","Six4",0.886675,0.800934,0.841772,40,133,79,0.843127,0.592291,0.820629,1.510902,40,66,91,4.352012,0.344380206920313
"SIX5","Six5",0.356632,0.450665,0.522138,7,32,21,0.443145,0.204772,0.39111,0.370201,4,9,9,1.10902566666667,0.684270951657456
"SIX6","Six6",0,0.019694,0,0,2,0,0.00656466666666667,0,0,0,0,0,0,0,1.00656466666667
"SKA1","Ska1",0,0.047034,0,0,3,0,0.015678,0.291434,0.150947,0.364823,10,6,7,5.427029,0.158032272765534
"SKA2","Ska2",2.725519,6.523048,6.889066,49,220,144,5.379211,120.794351,147.44017,70.800543,519,502,505,0.447334666666667,4.40755766231445
"SKA3","Ska3",0.414067,0.880308,0.765775,6,20,13,0.686716666666667,0.373543,0.129472,0.937559,2,1,12,0,1.68671666666667
"SKAP1","Skap1",1.083534,0.539583,0.603491,7,18,11,0.742202666666667,4.205989,3.220439,2.933023,31,17,14,2.171908,0.549260150882897
"SKAP2","Skap2",15.147149,20.103262,17.361375,109,393,231,17.537262,15.970624,12.534393,13.111714,439,480,334,0.0922706666666667,16.9713080884714
"SKI","Ski",27.522829,27.71288,31.81936,934,3513,2318,29.0183563333333,27.59149,40.034278,33.513835,653,834,566,0.00829966666666667,29.7712647595837
"SKIDA1","Skida1",2.803327,2.985945,2.376961,49,182,99,2.72207766666667,0.731803,0.871361,1.448443,59,66,62,0,3.72207766666667
"SKIL","Skil",6.60105,7.622323,7.217501,258,1063,639,7.146958,4.23762,4.148006,4.404511,393,406,294,0,8.146958
"SKOR1","Skor1",2.244319,1.734634,2.356462,54,146,114,2.111805,0.328991,0.494947,0.264201,12,21,7,0.0289976666666667,3.02411278548413
"SKOR2","Skor2",1.723688,1.698673,2.068381,33,107,75,1.83024733333333,1.781119,2.779104,3.514441,73,128,97,11.8317133333333,0.220566596198897
"SKP2","Skp2",2.09632,1.692017,1.138266,52,167,80,1.642201,3.779884,2.541524,3.856244,82,70,69,0,2.642201
"SLA","Sla",5.509058,4.162616,6.453232,64,254,223,5.37496866666667,0.475978,0.45163,0.615244,7,11,3,2.325919,1.91675403600228
"SLA2","Sla2",0,0.026899,0.047618,0,2,2,0.024839,0,0.14208,0,0,4,0,0.236067333333333,0.829112599583302
"SLAIN1","Slain1",26.401009,31.331984,32.186052,343,1501,805,29.973015,17.561243,12.376953,18.418903,219,225,165,0.305345,23.7278382343365
"SLAIN2","Slain2",7.862204,7.030801,8.319189,183,764,401,7.737398,17.164247,26.496932,31.845524,456,515,370,0,8.737398
"SLAMF1","Slamf1",0.071551,0,0.042549,2,0,2,0.0380333333333333,0,0,0,0,0,0,0,1.03803333333333
"SLAMF6","Slamf6",0.18999,0.050464,0.266937,2,4,6,0.169130333333333,0.058825,0.132055,0,2,5,0,0,1.16913033333333
"SLAMF7","Slamf7",0,0.033368,0.098745,0,2,1,0.0440376666666667,0.424904,0,0,3,0,0,0.0609946666666667,0.98401782729665
"SLAMF8","Slamf8",0.197355,0,0.045647,2,0,1,0.0810006666666667,0,0,0.19029,0,0,1,0,1.08100066666667
"SLAMF9","Slamf9",0.395133,0.515641,0.546695,3,15,9,0.485823,0.164293,0.150317,0,1,1,0,0.413799,1.05094359240599
"SLBP","Slbp",18.737188,18.525911,18.025395,150,578,344,18.429498,17.245977,25.046434,22.913248,335,379,287,0,19.429498
"SLC10A1","Slc10a1",0.481759,0.109278,0.153387,4,4,3,0.248141333333333,0.040129,0,0.169283,1,0,3,0.275904,0.978240787185661
"SLC10A2","Slc10a2",0.423259,0.055463,0.0393,1,5,2,0.172674,0,0,0,0,0,0,0,1.172674
"SLC10A3","Slc10a3",1.044461,1.801725,1.631456,11,77,41,1.49254733333333,4.149198,3.852122,3.989035,85,90,48,0.225245666666667,2.03432454498241
"SLC10A4","Slc10a4",2.769924,4.464924,3.763975,31,173,77,3.66627433333333,10.587115,12.019484,15.506329,232,299,240,0,4.66627433333333
"SLC10A5","Slc10a5",0,0.010078,0,0,1,0,0.00335933333333333,1.659068,1.158636,1.496706,28,21,18,0.088156,0.92207306060283
"SLC10A6","Slc10a6",0,0,0,0,0,0,0,0.051691,0.047409,0,1,1,0,0.539814,0.649429086889715
"SLC10A7","Slc10a7",1.637868,16.97088,2.347033,38,187,94,6.98526033333333,4.741538,6.525036,5.510671,113,129,96,5.08629333333333,1.3120071439212
"SLC11A1","Slc11a1",2.260565,3.217091,3.150304,11,32,18,2.87598666666667,0.176268,0.215385,0.73552,6,5,10,0,3.87598666666667
"SLC11A2","Slc11a2",15.302939,28.604621,27.990039,189,952,498,23.9658663333333,29.593833,25.95896,25.525701,742,718,524,0.131977333333333,22.0550938593588
"SLC12A1","Slc12a1",0,0.04219,0.014878,0,5,1,0.0190226666666667,3.343753,2.446743,1.936989,99,89,88,7.98579233333333,0.113403763281569
"SLC12A2","Slc12a2",29.639988,30.952778,30.696875,1285,4875,2755,30.4298803333333,4.952626,4.6349,7.414088,310,324,236,0.121075,28.0354840963658
"SLC12A3","Slc12a3",0.100711,0.387053,0.063637,2,26,3,0.183800333333333,0.159501,0.440084,0.369128,2,19,6,0.620116,0.730688625588127
"SLC12A4","Slc12a4",7.390185,10.330966,10.366528,169,819,474,9.36255966666667,5.873262,9.106176,4.374588,58,96,41,0,10.3625596666667
"SLC12A5","Slc12a5",100.958725,103.595139,117.078758,2733,12359,7363,107.210874,63.224991,48.534886,78.316912,693,832,699,0,108.210874
"SLC12A6","Slc12a6",22.27024,26.131002,26.99291,834,3520,2079,25.131384,11.675482,9.452398,12.057562,672,807,544,0.0846,24.0931071362714
"SLC12A7","Slc12a7",3.70651,4.881612,4.025058,28,142,81,4.20439333333333,4.004728,7.743422,4.713233,139,222,134,0.462121,3.55948196717873
"SLC12A8","Slc12a8",1.832268,1.913791,1.652185,21,79,37,1.79941466666667,1.475697,0.833206,0.691753,21,21,14,0.151216666666667,2.43170095406309
"SLC12A9","Slc12a9",5.50677,9.532044,5.022719,82,474,222,6.68717766666667,13.275934,12.451171,12.902898,331,389,240,4.79881066666667,1.32564729365194
"SLC13A1","Slc13a1",0.694784,0.868826,1.030916,9,37,26,0.864842,0.021371,0,0,1,0,0,0.201109666666667,1.5525992769464
"SLC13A2","Slc13a2",0,0,0,0,0,0,0,0,0.064748,0,0,1,0,0,1
"SLC13A3","Slc13a3",9.305841,14.757209,10.054997,145,660,370,11.3726823333333,3.054745,2.391513,3.161365,97,91,58,0,12.3726823333333
"SLC13A5","Slc13a5",2.484024,4.981662,2.733098,42,177,116,3.39959466666667,1.323242,1.142364,0.385014,20,25,20,0,4.39959466666667
"SLC14A1","Slc14a1",6.418204,6.978226,6.775571,145,595,340,6.72400033333333,0.082254,0.037763,0.397729,4,2,4,0,7.72400033333333
"SLC14A2","Slc14a2",0.550906,0.145467,0.436694,4,6,8,0.377689,0.037392,0.074506,0,2,4,0,0.0329473333333333,1.33374563788667
"SLC15A1","Slc15a1",0,0.051828,0.023017,0,4,1,0.0249483333333333,0.127776,0.120346,0.475072,4,3,13,0.163265,0.881096167539927
"SLC15A2","Slc15a2",10.024068,14.686608,8.52885,102,367,167,11.079842,1.826835,0.619271,4.154334,23,20,39,0.117351,10.8111434992227
"SLC15A3","Slc15a3",0.327279,0.644223,0.177814,5,22,9,0.383105333333333,0.516851,0.49873,1.222731,3,3,6,0,1.38310533333333
"SLC15A4","Slc15a4",174.491054,191.604416,170.570454,115,453,209,178.888641333333,7.594759,7.226161,7.871709,190,188,143,25.376904,6.81993009237678
"SLC15A5","Slc15a5",0.340844,0.030834,0,3,1,0,0.123892666666667,0,0,0,0,0,0,24.4481263333333,0.0441640634734877
"SLC16A1","Slc16a1",11.882317,11.626839,13.381535,353,1285,841,12.296897,5.622579,7.533987,7.901934,277,355,262,0.063599,12.5017953194766
"SLC16A10","Slc16a10",1.827539,0.679042,1.281132,23,71,47,1.262571,0.425629,1.27777,1.058954,62,79,46,0,2.262571
"SLC16A11","Slc16a11",20.414422,26.551736,21.135886,106,551,273,22.7006813333333,0.288084,0.096037,0.310147,5,2,2,0.072444,22.0996912970126
"SLC16A12","Slc16a12",0.830679,1.237635,1.177954,22,122,66,1.08208933333333,0.016558,0.060989,0.022962,1,4,1,0,2.08208933333333
"SLC16A13","Slc16a13",1.817291,5.740441,4.075652,30,132,66,3.87779466666667,0.323877,0.638697,0.588699,7,10,9,0.014506,4.80804910633024
"SLC16A14","Slc16a14",2.16892,1.89111,3.153297,16,89,46,2.40444233333333,17.7078,18.736412,21.564085,982,1155,895,0.0329706666666667,3.29577832477979
"SLC16A2","Slc16a2",4.177887,7.014115,6.655306,116,564,339,5.94910266666667,26.396558,20.415616,24.855972,1382,1126,933,0.193050666666667,5.8246500847128
"SLC16A3","Slc16a3",1.504744,1.177708,0.897262,6,24,14,1.193238,4.110672,6.48299,1.011833,51,91,24,0.0137373333333333,2.16351704517804
"SLC16A4","Slc16a4",2.281035,2.844353,2.62,30,142,74,2.581796,0.579483,0.852469,1.146191,13,25,15,0.611937666666667,2.22204373907759
"SLC16A5","Slc16a5",0.495555,0.592106,1.074826,6,33,29,0.720829,0.452438,0.354492,0.062499,5,5,1,0,1.720829
"SLC16A6","Slc16a6",4.913891,6.823077,5.539733,92,414,218,5.75890033333333,1.638101,1.998193,1.16662,59,73,35,0.266756666666667,5.33559483931405
"SLC16A7","Slc16a7",2.910418,7.239399,6.769771,170,551,362,5.63986266666667,1.15841,1.182957,1.602325,105,108,87,0,6.63986266666667
"SLC16A8","Slc16a8",0.173246,0.971318,0.695024,2,39,16,0.613196,2.682411,2.429171,3.705416,23,21,26,0,1.613196
"SLC16A9","Slc16a9",1.707168,1.483261,2.226816,43,140,99,1.80574833333333,2.089129,2.991394,2.433223,83,125,70,1.14164233333333,1.31009192789272
"SLC17A1","Slc17a1",0,0,0,0,0,0,0,0.07199,0,0,1,0,0,0,1
"SLC17A2","Slc17a2",0,0.025629,0.039334,0,3,1,0.0216543333333333,0,0.053044,0,0,1,0,0.0371466666666667,0.98506254338827
"SLC17A4","Slc17a4",0,0,0,0,0,0,0,0.239118,0.078427,0.120119,10,4,4,0,1
"SLC17A5","Slc17a5",3.734393,5.484941,5.088378,70,293,171,4.76923733333333,8.467905,11.021185,7.564153,367,445,233,2.78291666666667,1.52507650622315
"SLC17A6","Slc17a6",37.331032,38.082395,32.944404,892,3655,1893,36.119277,72.260069,78.24974,72.935668,3194,3858,2376,0.22292,30.3529887482419
"SLC17A7","Slc17a7",74.31634,76.159972,88.469139,1372,5466,3591,79.6484836666667,28.728972,29.309926,24.11837,862,1153,588,0,80.6484836666667
"SLC17A8","Slc17a8",0.538901,0.635391,0.440857,16,62,26,0.538383,0.828685,1.51949,1.169491,24,44,35,0.926512333333333,0.79853265062582
"SLC17A9","Slc17a9",0.816871,0.196654,0.072152,2,5,1,0.361892333333333,0.687869,0.720621,0.616921,12,17,5,0,1.36189233333333
"SLC18A1","Slc18a1",0.048291,1.031233,0.37701,1,23,6,0.485511333333333,0,0,0,0,0,0,8.90234766666667,0.150016075312511
"SLC18A2","Slc18a2",5.412679,5.477569,4.624613,136,513,245,5.17162033333333,0.246842,0.407569,0.201308,12,22,7,0.151213,5.36097171707871
"SLC18A3","Slc18a3",3.056308,3.818644,4.034252,49,229,136,3.63640133333333,12.915424,16.613551,14.562559,357,532,281,0,4.63640133333333
"SLC18B1","Slc18b1",47.393335,35.498859,17.702328,76,284,180,33.5315073333333,14.885728,15.045633,20.34181,309,309,269,0.0338983333333333,33.3993258524774
"SLC19A1","Slc19a1",7.483976,13.051619,14.905708,77,395,211,11.8137676666667,7.138155,8.819278,8.529436,243,306,215,0.0671043333333333,12.0079801631393
"SLC19A2","Slc19a2",8.219696,7.343857,5.700903,146,580,287,7.088152,3.783946,4.014287,4.070075,162,194,127,0.042786,7.75629131959961
"SLC19A3","Slc19a3",1.724231,1.724041,1.410026,26,83,46,1.61943266666667,1.873609,0.950496,1.81415,29,33,27,0,2.61943266666667
"SLC1A1","Slc1a1",14.331297,15.676014,15.200069,365,1416,792,15.0691266666667,27.20314,22.3455,19.613125,940,794,481,0.84345,8.71687687036083
"SLC1A2","Slc1a2",154.680102,137.333584,150.890756,9608,33859,19634,147.634814,14.153048,11.103948,13.404895,774,780,662,0.00676066666666667,147.636691540724
"SLC1A3","Slc1a3",201.798565,181.393457,244.876012,5627,17161,12470,209.356011333333,1.584218,1.18973,8.632841,40,20,106,0.041268,202.019087625216
"SLC1A4","Slc1a4",9.876176,11.578688,11.174889,259,1144,625,10.8765843333333,27.890098,29.993896,33.478674,1265,1396,940,0.0236293333333333,11.602426724778
"SLC1A5","Slc1a5",1.01847,2.336611,1.863075,8,45,28,1.73938533333333,8.850797,9.796019,12.05239,59,90,47,0,2.73938533333333
"SLC1A6","Slc1a6",36.328311,37.883524,46.004508,467,1831,1245,40.0721143333333,23.263905,26.852019,32.028063,536,662,496,0.997377666666667,20.5630187113671
"SLC1A7","Slc1a7",0.050433,0.041734,0.084815,1,3,0,0.058994,0.068552,0,0,2,0,0,0,1.058994
"SLC20A1","Slc20a1",88.392801,79.195744,78.579395,1060,4110,2428,82.05598,39.62833,39.109096,40.455159,1163,1236,818,0.0403086666666667,79.8378237740978
"SLC20A2","Slc20a2",41.038233,36.551641,42.776569,595,2315,1407,40.1221476666667,29.631717,29.356045,33.578149,641,647,453,0.664208666666667,24.709730510557
"SLC22A1","Slc22a1",0,0,0,0,0,0,0,0.17416,0.938165,1.328201,2,3,2,0,1
"SLC22A12","Slc22a12",0.720146,0.246001,0.112342,5,7,3,0.359496333333333,0.063479,0.028234,0,2,1,0,1.65689466666667,0.511686199076516
"SLC22A13","Slc22a13",0,0.026306,0.111271,0,1,3,0.045859,0.133057,0.19773,0.206465,2,3,3,0.107506,0.944337096142143
"SLC22A15","Slc22a15",3.434329,3.797457,4.561054,118,437,252,3.93094666666667,8.380768,7.321914,10.136235,369,405,317,0.114987333333333,4.42242393187127
"SLC22A16","Slc22a16",0,0,0,0,0,0,0,0.326851,0.08314,0.067761,1,2,1,0.029902,0.970966169596719
"SLC22A17","Slc22a17",149.425727,201.591394,186.19527,1671,8006,4284,179.070797,243.152094,294.914087,193.313817,3484,4435,1644,0,180.070797
"SLC22A18","Slc22a18",0,0.530539,0.313961,0,11,5,0.2815,18.824875,17.020124,16.651793,134,169,103,0,1.2815
"SLC22A2","Slc22a2",0.240607,0.333235,0.291397,3,16,8,0.288413,0,0,0,0,0,0,0.011385,1.27390953988837
"SLC22A20P","Slc22a20",0,0,0,0,0,0,0,2.713519,3.928125,3.955626,48,59,39,0.042376,0.959346723255332
"SLC22A23","Slc22a23",10.447267,12.341178,13.292478,380,1698,997,12.0269743333333,21.023456,23.676961,17.148419,1464,1635,811,4.30239866666667,2.45680778686577
"SLC22A25","Slc22a19",0,0.033788,0.01984,0,3,1,0.017876,0,0.058627,0.090188,0,1,2,0.0523596666666667,0.967232052159607
"SLC22A3","Slc22a3",0.259081,0.340065,0.309731,6,29,15,0.302959,0.199048,0.362314,0.31703,8,16,9,0,1.302959
"SLC22A4","Slc22a4",16.120011,16.146098,19.479687,167,700,395,17.2485986666667,3.874009,5.172447,3.0592,86,90,40,0,18.2485986666667
"SLC22A5","Slc22a5",4.424507,6.222557,6.707984,69,378,194,5.785016,6.021623,5.353575,5.121537,184,203,144,0,6.785016
"SLC22A6","Slc22a6",1.113747,1.408814,0.936068,30,144,54,1.15287633333333,0,0,0,0,0,0,0.965785,1.09517385336308
