"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"HPS6","Hps6",0.381502,0.455468,0.423308,34,40,26,0.420092666666667,6.34472,5.41612,5.72428,5.82837333333333,0.207969394370157
"HPSE","Hpse",0.071632,0.054027,0.100139,7,4,7,0.075266,0.38101,0.35923,0.56806,0.4361,0.748740338416545
"HPSE2","Hpse2",0,0,0,0,0,0,0,14.0644,79.14169,51.88996,48.36535,0.0202571236707529
"HPX","Hpx",0,0,0,0,0,0,0,25.94211,5.91352,3.10247,11.6527,0.0790345143724264
"HR","Hr",1.557683,2.004377,2.109436,296,279,227,1.89049866666667,14.84299,12.6284,44.57074,24.0140433333333,0.115555035551363
"HRAS","Hras",11.223857,9.104763,12.062766,254,260,205,10.7971286666667,351.16271,379.54298,179.09137,303.265686666667,0.0387724583600215
"HRCT1","Hrct1",0.845063,0.548298,0.595192,38,23,19,0.662851,7.22271,5.49902,5.57134,6.09769,0.23428058988206
"HRG","Hrg",0,0,0,0,0,0,0,0,0.1658,0.10924,0.09168,0.916019346328594
"HRH1","Hrh1",0.032874,0.035372,0.091335,3,3,6,0.0531936666666667,1.68972,1.18823,2.53441,1.80412,0.375587944405613
"HRH2","Hrh2",0.077332,0.05344,0.109837,9,5,9,0.080203,6.24532,5.55429,2.59996,4.79985666666667,0.186246499195095
"HRH3","Hrh3",0.011562,0,0,1,0,0,0.003854,127.98769,95.44532,34.54233,85.99178,0.0115396420213496
"HRH4","Hrh4",0,0.03001,0.038472,0,1,1,0.0228273333333333,0.34788,0.1658,0.26218,0.25862,0.812657778625267
"HRK","Hrk",0.040236,0.018159,0.095694,7,3,5,0.051363,0.89456,1.63036,3.75793,2.09428333333333,0.339775930883296
"HRNR","Hrnr",0,0,0,0,0,0,0,0.0497,0.05527,0.08739,0.06412,0.939743637935571
"HS1BP3","Hs1bp3",1.425911,2.27019,2.019214,126,115,94,1.905105,15.52219,18.23796,18.30896,17.35637,0.158261410071817
"HS2ST1","Hs2st1",1.150375,0.79585,1.162083,136,143,147,1.03610266666667,34.78827,34.48632,41.68675,36.9871133333333,0.0535998260462715
"HS3ST1","Hs3st1",1.029678,1.610035,0.626561,47,68,23,1.088758,1.37496,1.4922,6.2268,3.03132,0.51813252235
"HS3ST2","Hs3st2",0,0,0,0,0,0,0,1.47436,0.4974,26.23993,9.40389666666667,0.0961178327735538
"HS3ST3A1","Hs3st3a1",0.109543,0.022946,0.053877,13,3,4,0.062122,0.18222,0,1.07057,0.417596666666667,0.749241321579481
"HS3ST3B1","Hs3st3b1",0.125246,0.091471,0.169995,21,15,20,0.128904,0.16566,0.05527,0.50251,0.241146666666667,0.909565348172658
"HS3ST5","Hs3st5",0.266739,0.349264,0.227135,26,25,16,0.281046,20.40912,14.01007,5.37471,13.2646333333333,0.0898057433419249
"HS3ST6","Hs3st6",0,0,0,0,0,0,0,0,0.27633,0,0.09211,0.91565867907079
"HS6ST1","Hs6st1",2.174096,1.909462,2.473712,263,226,214,2.18575666666667,35.91474,34.59686,49.53033,40.0139766666667,0.0776749031813789
"HS6ST2","Hs6st2",0.027139,0.093255,0.028969,4,13,3,0.0497876666666667,29.83508,10.91514,4.26044,15.0035533333333,0.0655971611304656
"HS6ST3","Hs6st3",0,0,0,0,0,0,0,4.55561,3.75812,5.19992,4.50455,0.181667892924944
"HSBP1","Hsbp1",25.511481,29.62412,27.487005,624,672,500,27.5408686666667,75.45741,75.21776,54.88319,68.5194533333333,0.410545067577248
"HSBP1L1","Hsbp1l1",0.605085,0.652169,0.891138,18,19,19,0.716130666666667,38.53215,44.40667,53.28826,45.4090266666667,0.0369783809299168
"HSCB","Hscb",4.996907,6.199399,4.857695,48,58,38,5.35133366666667,20.6576,21.11182,22.02319,21.2642033333333,0.285271095110672
"HSD11B1","Hsd11b1",2.848923,3.994436,4.490751,110,140,109,3.77803666666667,7.85221,2.84623,4.80665,5.16836333333333,0.774603636080668
"HSD11B2","Hsd11b2",0,0,0.026062,0,0,1,0.00868733333333333,13.69995,5.60955,2.18484,7.16478,0.123541275249711
"HSD17B1","Hsd17b1",0.049594,0.103778,0.034729,2,4,1,0.0627003333333333,4.27399,4.72529,4.36968,4.45632,0.194765030887729
"HSD17B10","Hsd17b10",25.123793,30.675474,32.081362,635,720,585,29.293543,51.80139,58.7207,38.54058,49.6875566666667,0.597652461317429
"HSD17B11","Hsd17b11",4.725716,4.664928,4.889826,259,238,195,4.76015666666667,20.97236,18.76299,33.88687,24.54074,0.225528182294901
"HSD17B12","Hsd17b12",3.150875,5.398751,4.117145,158,194,141,4.222257,166.45357,177.29507,162.15885,168.63583,0.0307851059531468
"HSD17B13","Hsd17b13",0.022385,0,0,1,0,0,0.00746166666666667,0.34788,0.6632,1.42015,0.81041,0.556482601546979
"HSD17B2","Hsd17b2",0,0,0,0,0,0,0,0.92769,0.35923,0,0.428973333333333,0.699803122054995
"HSD17B3","Hsd17b3",0,0,0,0,0,0,0,7.81908,8.42815,10.72757,8.9916,0.10008407061932
"HSD17B4","Hsd17b4",13.895485,14.448572,15.574957,977,908,853,14.6396713333333,321.8246,323.5856,263.36066,302.92362,0.0514592164088245
"HSD17B6","Hsd17b6",0,0,0,0,0,0,0,20.1275,36.94568,18.83332,25.3021666666667,0.0380196815218011
"HSD17B7","Hsd17b7",1.347084,2.8151,2.918626,168,235,166,2.36027,8.66394,10.14141,12.71577,10.50704,0.292018625119927
"HSD3B2","Hsd3b6",0,0,0,0,0,0,0,0,1.3264,1.26721,0.864536666666667,0.5363262723
"HSD3B7","Hsd3b7",5.278146,8.333585,5.420922,117,129,96,6.34421766666667,7.10675,4.11736,4.1512,5.12510333333333,1.19903571694845
"HSDL1","Hsdl1",2.266505,3.412139,1.912019,177,138,123,2.530221,38.41619,27.77144,18.72408,28.3039033333333,0.120469309492444
"HSDL2","Hsdl2",49.263222,47.477497,61.437982,2748,2359,2341,52.7262336666667,27.56556,31.69536,19.16105,26.1406566666667,1.97954803844712
"HSF1","Hsf1",6.354624,6.630118,6.532747,263,243,188,6.50582966666667,93.18286,98.70604,130.89379,107.59423,0.069118125950768
"HSF2","Hsf2",2.067915,2.452804,2.134584,168,169,124,2.21843433333333,7.04048,6.77015,8.2587,7.35644333333333,0.385144038552287
"HSF2BP","Hsf2bp",0.060313,0.648316,0.041788,2,3,1,0.250139,1.01052,0.22107,2.14114,1.12424333333333,0.588510261693183
"HSF4","Hsf4",0.410771,0.480718,0.407582,17,18,16,0.433023666666667,296.19724,220.5964,729.34342,415.37902,0.00344163273804397
"HSF5","Hsf5",0,0,0,0,0,0,0,0.03313,0,0,0.0110433333333333,0.989077289796349
"HSH2D","Hsh2d",0.017683,0,0.038333,1,0,1,0.018672,0.41415,1.02243,1.09242,0.843,0.55272490504612
"HSP90AA1","Hsp90aa1",89.013974,90.846607,74.148616,1762,1416,959,84.6697323333333,613.20119,561.42517,639.59017,604.738843333333,0.141430144816039
"HSP90AB1","Hsp90ab1",270.59052,294.790988,241.426308,11020,10727,7952,268.935938666667,634.70365,456.47401,590.60605,560.59457,0.480659808848698
"HSP90B1","Hsp90b1",239.715406,222.131676,223.952333,4243,3601,2773,228.599805,444.57749,278.48811,180.31488,301.126826666667,0.759945111571688
"HSPA12A","Hspa12a",2.431784,2.022782,2.968045,359,294,341,2.47420366666667,40.56975,26.88717,26.82984,31.42892,0.107132882213366
"HSPA12B","Hspa12b",3.520309,3.009187,3.239253,357,306,216,3.25624966666667,5.13541,6.88068,4.65371,5.5566,0.649154999034052
"HSPA13","Hspa13",1.693748,1.672711,2.222061,233,187,191,1.86284,18.83536,15.22593,13.6771,15.9127966666667,0.169270644969224
"HSPA14","Hspa14",0.149751,0.146657,0.11177,21,20,12,0.136059333333333,26.24029,18.32086,19.9039,21.48835,0.0505176828594954
"HSPA1B","Hspa1b",0.191611,0.461226,0.277113,19,47,19,0.309983333333333,90.63172,127.74861,1146.53869,454.973006666667,0.0028729405341553
"HSPA1L","Hspa1l",1.179335,1.160077,1.045751,95,87,60,1.12838766666667,4.17459,4.61476,4.71926,4.50287,0.386777748096296
"HSPA2","Hspa2",0.600698,0.835587,0.811188,51,67,49,0.749157666666667,103.98379,69.91218,62.20241,78.69946,0.0219469199247607
"HSPA4","Hspa4",23.550918,24.376583,21.241893,1819,1733,1313,23.0564646666667,30.21609,28.60044,28.42477,29.0804333333333,0.799737969200355
"HSPA4L","Hspa4l",6.942336,6.24007,9.46757,813,716,633,7.549992,5.64895,4.03446,4.85035,4.84458666666667,1.46289078896939
"HSPA5","Hspa5",92.696379,92.043284,90.079983,6321,5556,4598,91.6065486666667,76.41823,63.36309,45.64132,61.8075466666667,1.47444938676159
"HSPA8","Hspa8",608.846307,597.053948,552.506418,14788,13420,10062,586.135557666667,730.38795,648.74631,549.48736,642.873873333333,0.911879767115052
"HSPA9","Hspa9",84.205203,84.429908,91.419179,7842,7324,6125,86.6847633333333,304.04945,310.10057,325.82525,313.32509,0.278962024104832
"HSPB1","Hspb1",44.93439,50.963859,49.685988,1007,1251,713,48.528079,276.3845,324.30407,783.09049,461.259686666667,0.10714340970796
"HSPB11","Hspb11",1.750809,1.477787,2.259069,21,19,18,1.82922166666667,34.0428,27.05297,28.42477,29.84018,0.0917381697080454
"HSPB2","Hspb2",16.801161,22.515545,23.715057,307,390,318,21.0105876666667,18.0899,13.6232,13.83004,15.1810466666667,1.36026971061205
"HSPB3","Hspb3",2.530803,2.776016,2.957112,49,50,41,2.75464366666667,1.39153,0.6632,18.26527,6.77333333333333,0.483015909090909
"HSPB6","Hspb6",202.809952,209.415305,239.644068,6096,5937,5175,217.289775,73.00566,143.19561,72.47116,96.2241433333333,2.24522189155828
"HSPB7","Hspb7",193.862944,214.148295,235.012297,18354,19180,15827,214.341178666667,13.69995,11.13621,6.07386,10.30334,19.0511104387435
"HSPB8","Hspb8",82.975278,83.303124,102.111769,4364,4302,3984,89.4633903333333,97.88756,122.44302,94.14477,104.825116666667,0.854838559907092
"HSPB9","Hspb9",0,0,0.093514,0,0,1,0.0311713333333333,1.50749,0.9119,0.48066,0.966683333333333,0.524319963390141
"HSPBAP1","Hspbap1",0.42809,0.160675,0.937984,31,16,19,0.508916333333333,6.14593,5.11216,8.52088,6.59299,0.198724920398069
"HSPBP1","Hspbp1",20.312109,15.047536,20.394489,153,141,134,18.5847113333333,151.13017,164.47323,163.88488,159.829426666667,0.121773183796299
"HSPD1","Hspd1",74.698704,79.897421,72.759059,4200,4027,3138,75.7850613333333,132.94088,110.33965,195.73985,146.340126666667,0.521141545554981
"HSPE1","Hspe1",31.527926,30.273019,30.462667,553,541,367,30.7545373333333,143.12887,131.1475,266.2228,180.16639,0.175278302632918
"HSPG2","Hspg2",19.25727,21.086881,21.311581,5116,5362,4912,20.5519106666667,22.82773,13.98244,11.84183,16.2173333333333,1.25175660187408
"HSPH1","Hsph1",10.057632,10.148522,9.712128,652,626,405,9.97276066666667,284.48519,211.97482,227.04861,241.16954,0.0453102428433678
"HTATIP2","Htatip2",3.26716,3.160716,3.78495,128,113,106,3.40427533333333,19.19981,15.72333,14.15777,16.3603033333333,0.253698063263487
"HTATSF1","Htatsf1",8.99315,9.948486,10.890837,794,802,668,9.94415766666667,60.99543,52.06108,51.9555,55.0040033333333,0.195417416885852
"HTR1A","Htr1a",0,0,0,0,0,0,0,0.6792,1.0777,5.39656,2.38448666666667,0.295465782107774
"HTR1B","Htr1b",0,0,0,0,0,0,0,7.43806,3.81339,0.15294,3.80146333333333,0.208269839958513
"HTR1D","Htr1d",0,0,0,0,0,0,0,11.19851,8.87028,0.87394,6.98091,0.125298994726165
"HTR1F","Htr1f",0,0,0,0,0,0,0,0,0.2487,0.24033,0.16301,0.859837834584397
"HTR2A","Htr2a",0.08598,0.064976,0.133978,16,11,18,0.094978,1.47436,2.62516,6.51082,3.53678,0.241355763338756
"HTR2B","Htr2b",0.049431,0,0.022752,3,0,1,0.024061,0.24849,0.05527,0.17479,0.159516666666667,0.883179198229147
"HTR2C","Htr2c",0,0,0,0,0,0,0,43.56816,26.33451,1.70418,23.86895,0.0402107849346273
"HTR3A","Htr3a",0,0,0,0,0,0,0,3.59479,2.01723,0.89578,2.16926666666667,0.315530406613517
"HTR3B","Htr3b",0,0,0,0,0,0,0,0.23192,0,1.33275,0.521556666666667,0.657221661149656
"HTR4","Htr4",0,0,0,0,0,0,0,8.01787,6.46619,1.00503,5.16303,0.162257850440449
"HTR5A","Htr5a",0,0,0,0,0,0,0,14.21349,6.35565,16.67033,12.4131566666667,0.0745536658410262
"HTR6","Htr6",0,0,0,0,0,0,0,6.87482,5.27795,1.3109,4.48789,0.182219395796927
"HTR7","Htr7",0.105024,0.085677,0.118953,10,8,6,0.103218,0.6295,0.1658,0.96133,0.585543333333333,0.695798075528263
"HTRA1","Htra1",27.614663,32.342682,44.289525,588,670,546,34.7489566666667,369.63362,445.94573,271.46642,362.34859,0.0983874924811643
"HTRA2","Htra2",6.1787,7.402783,6.781459,164,176,128,6.78764733333333,27.81405,21.00129,23.72737,24.1809033333333,0.309267988929706
"HTRA3","Htra3",18.517773,16.927262,14.701238,789,692,476,16.7154243333333,1.73941,1.10533,1.04872,1.29782,7.70966582819078
"HTRA4","Htra4",0.338811,0.364448,0.293179,21,22,11,0.332146,0,0,0.17479,0.0582633333333333,1.25880388939111
"HTT","Htt",0.839638,0.985364,0.90193,367,377,293,0.908977333333333,37.4885,25.09101,19.48878,27.3560966666667,0.0673215836359236
"HUNK","Hunk",0.106843,0.146093,0.094997,16,20,8,0.115977666666667,2.46831,0.96716,5.65874,3.03140333333333,0.276821140033123
"HUS1","Hus1",1.365995,1.134554,2.548871,165,124,102,1.68314,10.68497,9.53348,8.38979,9.53608,0.254662075458804
"HUS1B","Hus1b",0,0,0,0,0,0,0,0.28162,0,0.65545,0.312356666666667,0.761987975829741
"HUWE1","Huwe1",71.286327,98.124181,109.16476,3191,3188,2773,92.8584226666667,86.50682,63.91576,54.62101,68.3478633333333,1.35344361246602
"HVCN1","Hvcn1",0.201192,0.162563,0.426399,7,5,10,0.263384666666667,21.18771,19.06696,8.30239,16.1856866666667,0.0735137728955064
"HYAL1","Hyal1",1.021634,0.982144,1.307835,57,60,45,1.103871,3.62792,5.58192,4.93774,4.71586,0.368076020056474
"HYAL2","Hyal2",9.776248,10.386589,10.272505,179,177,159,10.145114,28.44355,26.61084,14.41995,23.1581133333333,0.461340413724361
"HYAL3","Hyal3",0.034755,0.038473,0.048472,2,1,2,0.0405666666666667,12.39125,13.07054,6.24864,10.5701433333333,0.0899355035359689
"HYAL4","Hyal4",0,0,0,0,0,0,0,0,0,0,0,1
"HYDIN","Hydin",0.001827,0.001964,0,1,1,0,0.00126366666666667,11.19851,11.74414,6.55452,9.83239,0.0924323871894076
"HYI","Hyi",0.81727,0.376492,0.082823,19,10,2,0.425528333333333,61.88998,60.93136,52.50171,58.4410166666667,0.0239822333680363
"HYLS1","Hyls1",0.262391,0.147275,0.241169,19,9,11,0.216945,4.96975,3.59233,5.5058,4.68929333333333,0.213900906263695
"HYOU1","Hyou1",3.571244,4.149912,4.299674,475,439,310,4.00694333333333,75.88812,60.51686,63.33852,66.5811666666667,0.0740878499187397
"IAH1","Iah1",3.42145,4.292554,6.140226,81,98,71,4.61807666666667,67.14136,51.53605,100.43711,73.0381733333333,0.0758808113940502
"IAPP","Iapp",0,0,0,0,0,0,0,0.44728,0.22107,0.52436,0.39757,0.715527665877201
"IARS2","Iars2",7.628606,8.114262,10.3504,1228,1195,1058,8.697756,22.39702,20.94602,20.01314,21.1187266666667,0.438440971134866
"IBA57","Iba57",1.874749,1.743626,1.998578,257,228,194,1.87231766666667,2.89902,3.09493,3.08062,3.02485666666667,0.713644709501042
"IBSP","Ibsp",0,0,0,0,0,0,0,0,0,0,0,1
"IBTK","Ibtk",4.227774,5.398084,4.805268,542,559,511,4.81037533333333,19.03415,13.56794,14.46364,15.6885766666667,0.34816482252431
"ICA1","Ica1",5.923021,6.436325,9.223855,71,76,52,7.19440033333333,86.73875,74.19533,131.78957,97.57455,0.0831289651673108
"ICA1L","Ica1l",0.046513,0.030234,0.127138,5,3,3,0.0679616666666667,20.62447,17.54713,29.10207,22.4245566666667,0.0455915423230351
"ICAM1","Icam1",1.120058,1.022679,1.029272,93,80,61,1.05733633333333,7.3221,6.41092,9.6133,7.78210666666667,0.234264557630819
"ICAM2","Icam2",5.760944,9.766974,9.481113,124,178,130,8.33634366666667,34.98706,50.78995,27.94411,37.90704,0.239965406432015
"ICAM4","Icam4",0.212929,0.154239,0.206634,6,4,4,0.191267333333333,0,0.13817,0,0.0460566666666667,1.13881720875542
"ICAM5","Icam5",0.01044,0,0,1,0,0,0.00348,74.26467,55.23891,70.06783,66.5238033333333,0.0148611297122333
"ICMT","Icmt",7.814708,5.143183,7.520256,452,421,405,6.826049,46.46719,48.57929,33.29697,42.78115,0.17875384726075
"ICOS","Icos",0,0.097588,0.013934,0,9,1,0.037174,0.0497,0.1658,0.08739,0.100963333333333,0.942060437980072
"ID1","Id1",8.583417,11.561453,6.411382,225,303,120,8.852084,38.49902,69.69111,62.55198,56.9140366666667,0.170115650143768
"ID2","Id2",1.376741,1.316306,2.083452,48,42,53,1.59216633333333,69.07956,129.21318,249.81465,149.36913,0.0172386867792168
"ID3","Id3",23.317549,20.96567,18.391852,309,380,181,20.8916903333333,68.88077,103.87347,64.19061,78.9816166666667,0.273709025219754
"ID4","Id4",0.048109,0.033087,0.034351,6,4,3,0.0385156666666667,43.99887,85.22101,47.56398,58.9279533333333,0.0173294032067172
"IDE","Ide",7.887434,8.409761,8.211309,871,804,756,8.16950133333333,6.49381,4.61476,2.59996,4.56951,1.6463748755875
"IDH1","Idh1",9.820626,9.303854,10.919917,596,488,437,10.014799,11.84458,10.16904,17.39133,13.1349833333333,0.779258011152
"IDH2","Idh2",465.938939,445.555635,554.758011,14833,14194,12117,488.750861666667,160.53957,176.38317,127.72577,154.882836666667,3.14178823107979
"IDH3A","Idh3a",96.967193,99.431684,117.677021,5455,5090,4754,104.691966,86.63935,79.88779,37.57925,68.0354633333333,1.53098075824701
"IDH3G","Idh3g",146.641908,151.739994,158.316392,3500,3320,2769,152.232764666667,328.45094,232.47871,300.83067,287.25344,0.531590411086392
"IDI1","Idi1",0.599045,0.764834,0.819907,58,54,57,0.727928666666667,40.30469,37.33255,92.57169,56.73631,0.0299279373182433
"IDNK","Idnk",2.859066,2.521994,2.761601,61,58,54,2.71422033333333,61.37644,51.01102,48.94042,53.77596,0.0678074895142565
"IDO1","Ido1",0,0.110687,0.030111,0,5,1,0.0469326666666667,0.46384,0,0,0.154613333333333,0.906738763915192
"IDO2","Ido2",0,0,0,0,0,0,0,0.01657,0,0.0437,0.02009,0.980305659304571
"IDS","Ids",3.735162,4.046424,2.894199,461,320,340,3.558595,321.22823,282.60546,321.45557,308.429753333333,0.0147322452055516
"IDUA","Idua",3.781036,4.004753,4.278515,231,206,159,4.02143466666667,25.95867,22.46585,45.07326,31.1659266666667,0.156110368549411
"IER2","Ier2",1.20274,1.681676,1.466474,57,84,48,1.45029666666667,11.9771,14.50747,35.17593,20.5535,0.11368439773896
"IER3","Ier3",7.61303,9.496213,8.442578,243,286,193,8.51727366666667,9.65789,13.40214,21.71731,14.92578,0.597601729187937
"IER3IP1","Ier3ip1",24.351326,27.141326,15.705352,243,233,204,22.3993346666667,15.33997,12.73894,24.79794,17.6256166666667,1.25629852076486
"IER5","Ier5",2.18574,3.109538,3.136029,210,319,203,2.81043566666667,5.63239,6.13459,19.16105,10.3093433333333,0.336928109294881
"IER5L","Ier5l",0.256741,0.390915,0.278982,18,33,12,0.308879333333333,5.31764,6.74252,16.43,9.49672,0.124694126673221
"IFFO1","Iffo1",2.154628,1.663196,1.875933,105,72,70,1.897919,31.67389,24.20675,43.69681,33.1924833333333,0.0847531011932934
"IFFO2","Iffo2",0.353621,0.377665,0.426281,65,54,53,0.385855666666667,6.22876,6.71488,5.48395,6.14253,0.19402867984687
"IFI16","Ifi203",4.64673,5.214447,4.677074,447,514,326,4.84608366666667,15.93634,12.8771,13.13089,13.9814433333333,0.390221658660837
"IFI27L2","Ifi27l2b",0,0.06871,0,0,2,0,0.0229033333333333,132.94088,114.76097,170.13352,139.278456666667,0.00729194886827122
"IFI30","Ifi30",1.674378,1.720698,2.859755,45,43,55,2.08494366666667,17.29474,7.54388,12.9561,12.59824,0.226863451936917
"IFI35","Ifi35",2.901314,4.218229,3.440617,105,140,92,3.52005333333333,23.29157,25.72658,25.82481,24.9476533333333,0.174198925631811
"IFI44","Ifi44",0.45445,2.351301,1.571017,34,90,32,1.45892266666667,31.27631,27.24641,19.57617,26.0329633333333,0.0909601598739514
"IFI44L","Ifi44l",0,0,0,0,0,0,0,10.6684,13.81664,7.60324,10.6960933333333,0.085498633731833
"IFIH1","Ifih1",1.371102,1.465451,0.765285,108,154,83,1.20061266666667,2.65053,3.53706,1.85711,2.68156666666667,0.59773810062745
"IFIT1B","Ifit1",0.521624,2.002527,0.590445,42,144,34,1.03819866666667,0,0,0,0,2.03819866666667
"IFIT2","Ifit2",0.955161,2.385726,1.571126,118,271,140,1.63733766666667,4.55561,5.58192,3.08062,4.40605,0.487849292305226
"IFIT3","Ifit3",1.182036,4.489921,2.262221,60,212,84,2.644726,18.00707,23.12905,16.29891,19.14501,0.18092450686299
"IFITM1","Ifitm1",2.293291,1.628093,1.602286,28,19,13,1.84122333333333,116.64009,115.97684,41.64306,91.4199966666667,0.0307425171587145
"IFITM10","Ifitm10",0.239288,0.249078,0.312662,8,7,5,0.267009333333333,5.2845,5.94115,17.36948,9.53171,0.120304236760539
"IFITM2","Ifitm2",24.834228,21.260032,20.095662,368,293,214,22.0633073333333,160.70523,161.68227,107.88742,143.424973333333,0.159690577059018
"IFITM3","Ifitm3",23.421461,38.615354,25.59012,364,558,287,29.2089783333333,510.72489,432.35016,174.48135,372.5188,0.0808767278469874
"IFITM5","Ifitm5",0,0.111959,0.080609,0,2,1,0.0641893333333333,0,0,0,0,1.06418933333333
"IFNA4","Ifna13",0,0,0,0,0,0,0,0,0,0,0,1
"IFNAR1","Ifnar1",3.405326,4.280927,3.246448,261,220,206,3.64423366666667,13.94844,16.49706,10.26875,13.5714166666667,0.31872217869459
"IFNAR2","Ifnar2",5.999133,7.080726,7.237535,164,155,140,6.77246466666667,20.54164,22.49348,11.73259,18.2559033333333,0.40364061514642
"IFNB1","Ifnb1",0,0,0,0,0,0,0,0,0,0,0,1
"IFNE","Ifne",0,0,0,0,0,0,0,0,0.19343,0.15294,0.115456666666667,0.896493812698536
"IFNG","Ifng",0,0,0,0,0,0,0,0,0,0,0,1
"IFNGR1","Ifngr1",19.318275,19.336161,9.349523,505,483,304,16.0013196666667,41.06672,36.25485,28.88359,35.40172,0.467047152350677
"IFNK","Ifnk",0,0,0,0,0,0,0,0.0994,0,0,0.0331333333333333,0.967929276634187
"IFRD1","Ifrd1",12.848319,14.342299,13.673718,279,273,191,13.6214453333333,34.73857,30.20317,27.74747,30.8964033333333,0.458404202521894
"IFT122","Ift122",2.612841,1.847177,2.982327,157,107,99,2.48078166666667,54.00464,40.92487,32.94739,42.6256333333333,0.0797875331704831
"IFT140","Ift140",1.128777,0.804961,0.939324,71,55,50,0.957687333333333,16.41675,25.75421,37.6885,26.61982,0.0708798005683358
"IFT172","Ift172",9.88238,10.323866,7.941629,370,358,283,9.382625,52.56341,46.67259,48.98412,49.4067066666667,0.205977055169643
"IFT20","Ift20",9.213464,8.423856,8.603246,172,157,113,8.74685533333333,76.53419,73.4216,86.3012,78.75233,0.122214051092091
"IFT27","Ift27",2.258043,2.366869,3.523987,48,33,36,2.71629966666667,54.22,59.1352,67.00905,60.1214166666667,0.0608019229484482
"IFT43","Ift43",6.623541,6.546413,7.229828,101,96,86,6.79992733333333,75.14266,92.73726,148.02294,105.300953333333,0.0733758925837165
"IFT46","Ift46",12.483401,15.405448,36.538782,103,68,78,21.475877,30.86216,33.65732,29.40795,31.3091433333333,0.695650663594403
"IFT52","Ift52",7.074756,6.470658,3.767006,211,200,148,5.77080666666667,17.74202,33.85076,52.19584,34.5962066666667,0.190211466352875
"IFT57","Ift57",2.245271,2.862276,4.009431,62,53,44,3.03899266666667,20.35942,19.64726,25.03827,21.68165,0.178073141357294
"IFT74","Ift74",0.479582,0.634068,0.967571,31,32,37,0.693740333333333,4.77096,6.10695,5.24362,5.37384333333333,0.26573297220463
"IFT80","Ift80",1.988923,0.87588,0.832219,53,54,65,1.23234066666667,25.82615,21.02892,23.98955,23.6148733333333,0.090690723305232
"IFT81","Ift81",15.416974,14.540605,11.346681,444,398,325,13.7680866666667,8.89586,5.99642,8.63012,7.8408,1.67044686755346
"IFT88","Ift88",1.153851,1.643051,1.676844,71,64,43,1.49124866666667,12.35812,13.07054,15.97118,13.7999466666667,0.16832821920079
"IGBP1","Igbp1",6.766741,6.870251,7.819061,304,285,249,7.15201766666667,35.89818,30.3966,33.07848,33.12442,0.238891024863329
"IGDCC3","Igdcc3",0.009715,0.057003,0.013895,1,2,1,0.026871,2.33578,2.73569,4.36968,3.14705,0.247614810527966
"IGDCC4","Igdcc4",0.835572,1.007915,0.957372,177,200,137,0.933619666666667,4.37338,2.34883,7.95282,4.89167666666667,0.328195143091695
"IGF1","Igf1",1.084076,1.143189,0.937985,123,116,95,1.05508333333333,1.60689,1.60273,1.57309,1.59423666666667,0.792172649372776
"IGF1R","Igf1r",1.103372,0.692675,1.234216,305,249,217,1.01008766666667,16.99655,16.13783,13.21828,15.4508866666667,0.122187193152304
"IGF2","Igf2",2.497949,4.468456,3.451354,200,189,139,3.47258633333333,10.17143,11.60597,10.50908,10.76216,0.38025212489316
"IGF2BP1","Igf2bp1",0.033803,0,0.050592,1,0,1,0.0281316666666667,0.5798,0.02763,0,0.202476666666667,0.855011739659536
"IGF2BP2","Igf2bp2",0.44408,0.953592,0.853125,36,30,24,0.750265666666667,9.12778,9.83744,0.43697,6.46739666666667,0.234387664777417
"IGF2BP3","Igf2bp3",0.203581,0.093055,0.149288,6,1,1,0.148641333333333,0.51354,1.0777,0.89578,0.829006666666667,0.62801374881083
"IGF2R","Igf2r",9.308999,16.568083,7.771061,2249,1999,1705,11.2160476666667,17.69232,9.31241,6.16125,11.0553266666667,1.01333194897525
"IGFALS","Igfals",0.702191,0.841408,1.146904,48,57,58,0.896834333333333,0.64607,1.8238,2.20669,1.55885333333333,0.741282944443866
"IGFBP1","Igfbp1",0,0,0,0,0,0,0,0.26505,0.2487,0.28403,0.265926666666667,0.789935172653498
"IGFBP2","Igfbp2",0,0,0,0,0,0,0,14.09753,12.82184,19.68541,15.5349266666667,0.0604780426402456
"IGFBP3","Igfbp3",2.958423,2.838489,3.139039,204,194,152,2.97865033333333,12.34155,13.81664,8.30239,11.48686,0.318626967334729
"IGFBP4","Igfbp4",10.866865,11.885279,13.766442,454,545,396,12.172862,24.7825,16.13783,15.64346,18.8545966666667,0.663466612853212
"IGFBP5","Igfbp5",5.242668,5.589474,6.686586,1040,1038,957,5.839576,49.58156,41.11831,22.39461,37.69816,0.17674163319393
"IGFBP6","Igfbp6",2.261384,2.919173,2.912359,74,96,67,2.69763866666667,55.16425,44.21323,54.64286,51.3401133333333,0.0706463633947041
"IGFBP7","Igfbp7",31.95484,34.70704,36.718867,797,982,608,34.460249,332.493,637.1956,374.30685,447.998483333333,0.0789763224515717
"IGFBPL1","Igfbpl1",0.011707,0.023337,0.15309,1,2,2,0.0627113333333333,2.94872,3.06729,0.21848,2.07816333333333,0.345242022028287
