"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"C9","C9",0,0,0,0,0,0,0,0.03313,0,0,0.0110433333333333,0.989077289796349
"CAAP1","Caap1",0.761988,0.362665,0.542186,45,19,23,0.555613,7.38837,11.16384,9.32927,9.29382666666667,0.151120963114462
"CAB39","Cab39",12.050021,17.778531,14.347053,1439,1438,1212,14.7252016666667,31.83955,30.20317,31.13398,31.0589,0.490509707652685
"CAB39L","Cab39l",3.239532,2.675501,4.87553,197,203,175,3.59685433333333,22.49641,26.52794,27.61638,25.54691,0.173159675959776
"CABLES1","Cables1",0.746985,0.83356,0.721216,73,68,43,0.767253666666667,368.6231,578.53016,355.51723,434.223496666667,0.00406056584766651
"CABLES2","Cables2",1.699831,1.380671,2.017276,163,133,121,1.69925933333333,7.43806,3.53706,6.20495,5.72669,0.40127601143108
"CABP1","Cabp1",1.146151,0.285413,1.07046,47,25,37,0.834008,50.04541,36.42065,468.71381,185.059956666667,0.0098570806575307
"CABP2","Cabp2",0,0,0,0,0,0,0,0,0,0,0,1
"CABP4","Cabp4",0.068763,0.036824,0.156331,6,3,1,0.087306,0.89456,0.80136,0.78654,0.827486666666667,0.594973424338709
"CABP5","Cabp5",0,0,0,0,0,0,0,0,0,0,0,1
"CABP7","Cabp7",0.011221,0,0,1,0,0,0.00374033333333333,2.43518,1.9896,1.22351,1.88276333333333,0.348186866999141
"CABS1","Cabs1",0,0,0,0,0,0,0,0,0,0,0,1
"CABYR","Cabyr",0.118784,0.154816,0.07641,6,8,3,0.11667,8.26635,4.67002,4.85035,5.92890666666667,0.161161068220479
"CACFD1","Cacfd1",5.255013,5.946979,6.739263,396,394,337,5.98041833333333,16.61554,23.62645,23.2904,21.1774633333333,0.314752784320539
"CACHD1","Cachd1",0.609468,0.380402,0.919703,31,37,33,0.636524333333333,23.12591,16.3589,10.2032,16.56267,0.0931819782147779
"CACNA1A","Cacna1a",0.545968,1.795659,0.677285,28,29,30,1.006304,117.65061,113.60038,168.3638,133.20493,0.014949555131842
"CACNA1B","Cacna1b",0.122997,0.065473,0.012584,4,3,3,0.067018,25.27947,15.41937,25.58448,22.09444,0.0462023759831371
"CACNA1C","Cacna1c",14.27364,11.195968,13.842219,3106,2614,2182,13.1039423333333,7.57059,9.09135,9.30742,8.65645333333333,1.46057168677527
"CACNA1D","Cacna1d",2.660107,0.556172,0.312423,30,30,22,1.176234,7.35523,8.28998,12.89056,9.51192333333333,0.207025292231647
"CACNA1E","Cacna1e",0.008998,0.011226,0.006589,2,2,1,0.00893766666666667,26.35625,17.32606,7.20997,16.9640933333333,0.0561641296304406
"CACNA1F","Cacna1f",0,0.005124,0,0,1,0,0.001708,0.81173,1.7409,2.18484,1.57915666666667,0.388385867731959
"CACNA1H","Cacna1h",0.494142,1.116732,1.061219,73,91,103,0.890697666666667,62.13847,52.50322,9.30742,41.31637,0.0446800532906454
"CACNA1S","Cacna1s",2.763252,1.892336,2.95042,168,130,157,2.535336,0.54667,0.35923,0.24033,0.382076666666667,2.557988341216
"CACNA2D1","Cacna2d1",14.682285,14.34437,16.435186,2793,2421,2321,15.153947,13.15328,7.79258,11.6889,10.8782533333333,1.35995979768069
"CACNA2D2","Cacna2d2",0.401317,0.281214,0.256924,21,16,19,0.313151666666667,27.86375,16.13783,9.54775,17.8497766666667,0.0696640437649748
"CACNA2D3","Cacna2d3",0.121249,0.16959,0.07251,4,4,3,0.121116333333333,158.40258,88.84097,156.65306,134.632203333333,0.00826585652802563
"CACNA2D4","Cacna2d4",0,0,0,0,0,0,0,2.31922,3.17783,1.3983,2.29845,0.303172702329882
"CACNB1","Cacnb1",0.75213,0.884557,0.871922,47,60,51,0.836203,62.81767,55.87447,76.75344,65.1485266666667,0.0277587890846448
"CACNB2","Cacnb2",11.542432,8.394617,11.231861,813,692,624,10.3896366666667,40.22186,24.98048,46.51525,37.2391966666667,0.297852404326137
"CACNB3","Cacnb3",0.551636,0.291828,0.782793,33,21,25,0.542085666666667,83.97225,79.47329,183.11147,115.519003333333,0.0132346280224791
"CACNB4","Cacnb4",0.087792,3.077927,0.057148,24,25,11,1.074289,18.90163,10.27958,9.06709,12.7494333333333,0.15086359922712
"CACNG1","Cacng1",0.026824,0,0,1,0,0,0.00894133333333333,2.45174,1.9067,0.89578,1.75140666666667,0.36670018487513
"CACNG2","Cacng2",0,0,0,0,0,0,0,5.93057,6.05169,16.21152,9.39792666666667,0.0961730191082966
"CACNG3","Cacng3",0,0,0,0,0,0,0,53.70646,44.65537,82.63066,60.33083,0.0163050133187501
"CACNG4","Cacng4",0.017039,0.009002,0.012021,2,1,1,0.0126873333333333,90.83051,87.708,24.66685,67.73512,0.0147331863730409
"CACNG5","Cacng5",0,0,0,0,0,0,0,0.6792,0.60793,0.37142,0.55285,0.643977203207007
"CACNG6","Cacng6",0.518499,0.223783,0.732226,29,13,24,0.491502666666667,0.21536,0.85663,3.05878,1.37692333333333,0.627492963592992
"CACNG7","Cacng7",0.341008,0.844831,0.74459,21,39,31,0.643476333333333,49.6147,60.65503,129.67028,79.9800033333333,0.0202948415125199
"CACNG8","Cacng8",0,0,0,0,0,0,0,28.67547,17.63003,56.65291,34.31947,0.0283129956366842
"CACTIN","Cactin",2.302147,2.874981,2.679448,136,158,107,2.61885866666667,29.20558,26.50031,30.65331,28.7864,0.121493657060493
"CACUL1","Cacul1",2.361385,2.594656,2.191995,403,386,291,2.38267866666667,15.05835,12.49024,8.14945,11.8993466666667,0.262236433679845
"CACYBP","Cacybp",8.347987,10.407968,7.543953,453,456,358,8.766636,275.17519,290.81255,329.84535,298.61103,0.032597718448483
"CAD","Cad",4.148568,4.046938,4.805767,171,186,157,4.33375766666667,26.73727,35.14952,26.6769,29.52123,0.174755659148293
"CADM1","Cadm1",0.309489,0.35534,0.20527,21,30,21,0.290033,85.39691,112.68848,117.39147,105.158953333333,0.0121519001411908
"CADM2","Cadm2",0.038321,0.059786,0.214516,5,4,5,0.104207666666667,45.32414,40.06824,72.29637,52.5629166666667,0.0206151519630341
"CADM3","Cadm3",0.412952,0.512006,0.475498,21,25,13,0.466818666666667,138.77205,97.60071,112.23525,116.20267,0.0125152325170294
"CADM4","Cadm4",3.30605,2.739375,2.733391,157,139,106,2.926272,130.34004,171.29865,154.51191,152.0502,0.0256534914688122
"CADPS","Cadps",0.008726,0,0,1,0,0,0.00290866666666667,44.8603,32.02696,95.1935,57.3602533333333,0.0171847894651588
"CADPS2","Cadps2",0.321035,0.108959,0.121195,17,10,11,0.183729666666667,5.58269,9.34005,27.76932,14.2306866666667,0.0777200458898111
"CAGE1","Cage1",0.092851,0.061215,0.063126,9,5,4,0.0723973333333333,0,0.5803,0,0.193433333333333,0.898581683099182
"CALB1","Calb1",0.302611,0.192906,0.083847,5,3,1,0.193121333333333,109.15233,121.00609,10.48723,80.2152166666667,0.0146908594510101
"CALB2","Calb2",0,0,0,0,0,0,0,19.54769,13.31924,35.43811,22.7683466666667,0.0420727623180634
"CALCB","Calcb",0,0.06448,0,0,1,0,0.0214933333333333,0.38101,0.9119,0,0.43097,0.71384678458202
"CALCOCO1","Calcoco1",27.399652,23.21285,31.603055,1241,1026,968,27.4051856666667,166.43701,126.09062,95.45568,129.32777,0.217951904392031
"CALCOCO2","Calcoco2",0,0,0,0,0,0,0,67.17449,65.04872,55.23276,62.4853233333333,0.0157516721581371
"CALCR","Calcr",0,0,0,0,0,0,0,0.14909,0.11053,0.06555,0.10839,0.902209511092666
"CALCRL","Calcrl",3.613125,4.207776,2.276648,356,321,237,3.36584966666667,8.61424,9.06371,6.1831,7.95368333333333,0.487603760835857
"CALHM1","Calhm1",0.026733,0.028507,0,1,1,0,0.0184133333333333,0.38101,0.0829,3.27726,1.24705666666667,0.453221028397148
"CALHM2","Calhm2",0.623312,0.55827,0.471721,50,42,27,0.551101,9.74071,9.80981,12.2788,10.6097733333333,0.13360303904871
"CALM1","Calm1",39.233256,51.378062,51.067275,1726,1941,1551,47.2261976666667,986.06515,916.20874,800.32888,900.86759,0.0534737007975491
"CALM2","Calm2",32.306582,38.516471,34.937116,671,676,601,35.2533896666667,1698.23067,1434.80234,1252.56899,1461.86733333333,0.0247824179545103
"CALM3","Calm3",48.934714,58.65822,49.460994,999,1129,902,52.3513093333333,1861.90118,1580.76127,1246.2985,1562.98698333333,0.0341123742728507
"CALML3","Calml3",0,0,0,0,0,0,0,0.49698,0.4974,0.6773,0.557226666666667,0.64216727173094
"CALML4","Calml4",0.012717,0,0.017702,1,0,1,0.0101396666666667,8.29949,7.84785,7.60324,7.91686,0.113284235332468
"CALML5","Calm4",0,0,0,0,0,0,0,2.79963,1.54746,1.09242,1.81317,0.355470874493898
"CALN1","Caln1",0,0,0,0,0,0,0,97.07583,100.75091,33.27512,77.0339533333333,0.012814934490482
"CALR","Calr",57.580129,56.226301,57.186741,2576,2277,1680,56.9977236666667,261.27645,302.72249,387.83102,317.276653333333,0.182224247550841
"CALR3","Calr3",2.555102,2.446796,2.403165,104,89,66,2.46835433333333,0.11596,0.80136,0,0.305773333333333,2.65616875823267
"CALU","Calu",43.492831,48.962327,43.439137,3191,3158,2419,45.2980983333333,27.23424,36.53118,23.203,28.9894733333333,1.54381165079925
"CALY","Caly",0.08298,0,0.050604,3,0,1,0.044528,764.01661,358.21009,600.76556,574.330753333333,0.00181552610206954
"CAMK1","Camk1",9.73476,10.716633,13.169078,454,464,425,11.2068236666667,93.81236,108.48822,88.70452,97.0017,0.124557264482827
"CAMK1D","Camk1d",0.229244,0.265582,0.24073,53,55,40,0.245185333333333,68.26783,61.48403,66.92166,65.55784,0.0187083194606876
"CAMK1G","Camk1g",0.052415,0.060745,0.077682,2,3,2,0.063614,67.37328,38.93528,40.72542,49.0113266666667,0.0212674622108938
"CAMK2A","Camk2a",5.5403,6.293698,6.608016,476,503,414,6.147338,216.58181,192.96313,671.31406,360.286333333333,0.0197830289733259
"CAMK2B","Camk2b",1.043997,1.580065,1.339117,125,131,108,1.32105966666667,729.57622,763.23095,606.88311,699.89676,0.00331155713527149
"CAMK2D","Camk2d",65.44208,64.540557,58.221217,1590,1621,1522,62.734618,28.21163,17.76819,45.66316,30.54766,2.02026451407173
"CAMK2G","Camk2g",10.295158,12.632926,18.093927,464,465,434,13.6740036666667,46.93103,61.42876,145.96919,84.7763266666667,0.171072884989479
"CAMK2N1","Camk2n1",1.205988,1.383229,1.287879,163,186,123,1.29236533333333,262.65142,280.58823,1063.42736,535.55567,0.00427237183670677
"CAMK2N2","Camk2n2",0.302596,0.166442,0.159303,9,6,3,0.209447,15.77068,18.15506,51.38745,28.43773,0.0410849274043889
"CAMK4","Camk4",0.011602,0,0.156331,1,0,1,0.0559776666666667,156.53064,109.42775,46.82113,104.25984,0.0100321040452528
"CAMKK1","Camkk1",0.111749,0.15049,0.155946,13,14,13,0.139395,75.75559,52.30978,60.76041,62.9419266666667,0.0178192159573129
"CAMKK2","Camkk2",1.193019,1.629966,1.703568,118,146,101,1.508851,100.30617,92.76489,127.74762,106.93956,0.0232431093845482
"CAMKMT","Camkmt",0.131322,0.248179,0.353486,6,9,12,0.244329,33.97654,30.92163,45.09511,36.6644266666667,0.0330372478788119
"CAMKV","Camkv",0,0,0,0,0,0,0,466.82541,280.50534,140.87851,296.069753333333,0.00336621277925232
"CAMP","Camp",0,0,0,0,0,0,0,0.19879,0,1.04872,0.415836666666667,0.706296159396917
"CAMSAP1","Camsap1",9.546325,5.300533,5.37016,338,301,273,6.739006,21.96631,19.06696,23.07191,21.3683933333333,0.345979520507955
"CAMSAP2","Camsap2",2.019255,1.780251,2.182675,376,312,292,1.99406033333333,16.59897,12.04811,14.81322,14.4867666666667,0.193330241087552
"CAMSAP3","Camsap3",0.051934,0.053983,0.190022,7,8,4,0.0986463333333333,9.92294,9.45058,19.77281,13.0487766666667,0.0782022776360362
"CAMTA1","Camta1",117.46044,124.891789,82.496179,1197,1137,1011,108.282802666667,116.35847,261.18968,253.944,210.497383333333,0.516709951415474
"CAMTA2","Camta2",5.176854,4.075443,3.76386,487,472,418,4.338719,154.11202,149.3302,256.30362,186.581946666667,0.0284607292698956
"CAND1","Cand1",3.494208,2.785261,4.103881,348,363,308,3.46111666666667,31.35914,24.06858,21.69546,25.7077266666667,0.167034683346318
"CAND2","Cand2",5.67709,6.086864,6.903103,1093,1136,949,6.22235233333333,7.13988,3.84102,8.95785,6.64625,0.944561364503297
"CANT1","Cant1",2.307878,2.037536,2.723332,220,196,171,2.35624866666667,23.58976,13.89954,8.01836,15.16922,0.2075702270528
"CANX","Canx",61.774117,53.680587,75.559858,3377,2680,2482,63.6715206666667,374.43771,323.5856,176.86283,291.628713333333,0.221001965015645
"CAP1","Cap1",5.946584,6.022727,5.802343,457,448,330,5.92388466666667,343.82404,316.95362,183.4392,281.40562,0.0245175172741487
"CAP2","Cap2",20.256198,19.328017,24.004039,1440,1215,1141,21.1960846666667,71.66383,56.23371,83.85417,70.5839033333333,0.310070890704433
"CAPG","Capg",3.539642,3.382456,3.261859,82,75,53,3.39465233333333,51.25471,32.82833,85.16508,56.41604,0.0765404986713353
"CAPN1","Capn1",5.452332,5.601584,5.122058,221,234,189,5.39199133333333,59.95178,53.69145,62.70492,58.7827166666667,0.106920389198327
"CAPN10","Capn10",1.802892,0.923519,3.149255,44,30,45,1.95855533333333,38.01861,50.18202,73.01737,53.7393333333333,0.0540480702480849
"CAPN11","Capn11",0.107119,0.268154,0,9,21,0,0.125091,0.11596,0.0829,0,0.0662866666666667,1.05514870922766
"CAPN12","Capn12",0.061265,0.029753,0.062766,6,3,4,0.0512613333333333,10.25426,23.35011,23.57443,19.0596,0.0524068941221826
"CAPN13","Capn13",0,0,0,0,0,0,0,0.74546,1.2435,1.28906,1.09267333333333,0.477857668500578
"CAPN2","Capn2",13.831136,12.927959,11.564145,836,852,630,12.7744133333333,94.3259,94.50579,51.67147,80.16772,0.169703095434162
"CAPN3","Capn3",2.501019,0.485526,4.026582,31,37,42,2.337709,115.72897,82.78928,92.57169,97.02998,0.034047839242648
"CAPN5","Capn5",0.20162,0.214806,0.284656,27,23,25,0.233694,5.84774,7.62678,19.53247,11.00233,0.102787875354202
"CAPN6","Capn6",0.026543,0.038104,0,3,4,0,0.021549,0,0,0,0,1.021549
"CAPN7","Capn7",6.339569,6.650211,7.046652,575,568,498,6.67881066666667,16.18483,12.18627,11.90738,13.42616,0.532283758579322
"CAPN8","Capn8",0,0,0,0,0,0,0,2.98185,2.12776,1.81342,2.30767666666667,0.302327011003695
"CAPN9","Capn9",0,0,0,0,0,0,0,4.40651,7.79258,5.4621,5.88706333333333,0.14519976826117
"CAPNS1","Capns1",91.158377,107.242456,109.982804,1771,1851,1471,102.794545666667,821.15219,614.75738,872.58155,769.49704,0.134711154330543
"CAPNS2","Capns2",0,0,0,0,0,0,0,0.11596,0.30397,0,0.139976666666667,0.877210937065963
"CAPRIN1","Caprin1",26.358218,29.88559,30.550353,1491,1440,1272,28.931387,102.60882,106.19466,52.52356,87.1090133333333,0.339708570867362
"CAPRIN2","Caprin2",1.678312,1.275916,1.486768,73,62,39,1.480332,44.03201,31.86116,26.98278,34.2919833333333,0.0702803233406642
"CAPS2","Caps2",0,0,0,0,0,0,0,5.69865,4.50422,11.99477,7.39921333333333,0.119058768995827
"CAPSL","Capsl",0,0,0,0,0,0,0,0.29819,5.69245,0,1.99688,0.333680360908678
"CAPZA1","Capza1",4.503605,7.684558,5.149284,439,452,371,5.779149,29.03992,30.34133,47.30179,35.5610133333333,0.185420161585602
"CAPZA2","Capza2",36.631169,42.720429,35.559608,1486,1392,1187,38.3037353333333,90.3004,99.83901,37.12044,75.7532833333333,0.512078879578876
"CAPZA3","Capza3",0,0,0,0,0,0,0,0,0,0,0,1
"CAPZB","Capzb",59.027406,72.016837,60.737919,1595,1664,1371,63.9273873333333,153.33343,162.9534,176.51325,164.266693333333,0.39286432144182
"CARD10","Card10",1.513794,1.493947,1.852777,251,243,212,1.62017266666667,5.26794,6.90832,4.43523,5.53716333333333,0.400811871000113
"CARD11","Card11",0.025441,0.054425,0.046353,2,3,1,0.042073,2.36892,3.01203,1.94451,2.44182,0.302768012272577
"CARD14","Card14",0.036875,0.007754,0.012952,4,1,1,0.0191936666666667,2.99842,3.20546,2.35963,2.85450333333333,0.264416340713157
"CARD9","Card9",0.113923,0.183139,0.312662,7,11,12,0.203241333333333,7.48776,5.16742,3.05878,5.23798666666667,0.192889372425719
"CARHSP1","Carhsp1",2.67347,2.9897,2.629824,249,260,176,2.76433133333333,155.75204,102.02204,50.25133,102.675136666667,0.0363089112236843
"CARM1","Carm1",6.935052,7.73329,9.04481,425,488,403,7.904384,52.49715,41.20121,51.67147,48.45661,0.180044366162582
"CARNS1","Carns1",4.234073,5.178842,7.753015,256,260,277,5.72197666666667,94.40873,46.28573,54.48992,65.06146,0.101753377334783
"CARS2","Cars2",8.742955,8.288341,9.481915,321,297,251,8.837737,72.12767,77.48369,72.44931,74.0202233333333,0.131134466986169
"CARTPT","Cartpt",0,0,0,0,0,0,0,9.88981,1.68563,49.55218,20.3758733333333,0.0467817143377534
"CASC3","Casc3",2.582418,1.936422,2.275947,257,206,160,2.264929,73.5192,164.16926,104.52276,114.070406666667,0.0283733159078665
"CASD1","Casd1",8.779132,6.933719,5.583241,397,339,285,7.09869733333333,45.17505,23.84751,28.97098,32.6645133333333,0.240570753337293
"CASK","Cask",3.161414,2.81005,2.345549,129,125,117,2.77233766666667,21.15458,44.95933,36.53053,34.2148133333333,0.10712360252939
"CASKIN1","Caskin1",0.0099,0.01545,0.070454,2,3,6,0.0319346666666667,238.51498,171.16048,240.83496,216.836806666667,0.00473719148961695
"CASKIN2","Caskin2",4.772849,5.863254,6.824071,634,676,560,5.820058,27.88031,39.62611,25.91221,31.1395433333333,0.212201459406756
"CASP1","Casp1",1.029142,0.603665,0.850373,26,17,11,0.827726666666667,10.95002,4.08972,13.21828,9.41934,0.175416741047578
"CASP12","Casp12",1.302741,1.896023,1.551066,67,71,48,1.58327666666667,0.16566,1.43693,0,0.534196666666667,1.68379760091601
"CASP14","Casp14",0,0,0,0,0,0,0,0.16566,0,0,0.05522,0.94766968025625
"CASP2","Casp2",2.295423,1.784516,2.855341,119,82,94,2.31176,7.10675,5.02926,5.85537,5.99712666666667,0.473302850979783
"CASP3","Casp3",0.273463,0.294092,0.411329,21,18,21,0.326294666666667,7.25584,7.32282,6.53267,7.03711,0.165021340589673
"CASP4","Casp4",0.995734,1.345405,1.23202,29,25,24,1.191053,22.91056,7.21228,6.20495,12.1092633333333,0.167137766958174
"CASP6","Casp6",2.10273,3.874684,2.106652,50,78,43,2.69468866666667,5.46673,8.56631,10.02842,8.02048666666667,0.409588617909012
"CASP7","Casp7",2.004133,2.958926,2.528684,65,87,70,2.49724766666667,6.72573,8.28998,5.19992,6.73854333333333,0.451925836171579
"CASP8","Casp8",1.266703,1.502512,1.524304,66,77,61,1.431173,6.52694,3.61996,6.33604,5.49431333333333,0.374354127251842
"CASP8AP2","Casp8ap2",2.14823,0.516238,0.75159,131,100,91,1.138686,8.61424,12.84947,16.93251,12.79874,0.154991397765303
"CASP9","Casp9",2.254839,1.386308,1.587096,145,127,134,1.74274766666667,27.00232,32.19276,26.56766,28.58758,0.0926992902652622
"CASQ1","Casq1",2.746593,2.067142,2.73605,95,86,70,2.516595,4.30712,2.51463,16.08043,7.63406,0.407293324345673
"CASQ2","Casq2",221.798284,248.16723,316.590225,8706,8904,8352,262.185246333333,3.47883,5.02926,1.59493,3.36767333333333,60.2575390253545
"CASR","Casr",0,0,0,0,0,0,0,0.06626,0,0,0.0220866666666667,0.978390612668202
"CASS4","Cass4",0.070705,0.086957,0.063594,7,9,5,0.073752,1.80568,1.21586,0.54621,1.18925,0.490465684595181
"CAST","Cast",59.020288,64.077927,66.471843,1728,1588,1421,63.1900193333333,45.92051,39.34978,28.86174,38.04401,1.64404269267766
"CASZ1","Casz1",2.606146,2.419024,3.518802,444,436,364,2.84799066666667,2.73336,1.10533,3.84532,2.56133666666667,1.08049056487218
"CAT","Cat",33.383372,34.008397,35.333401,2312,2261,1821,34.2417233333333,33.62866,42.41707,27.96596,34.6705633333333,0.987977762055716
"CATSPER1","Catsper1",0,0,0,0,0,0,0,0.38101,0.46977,0.39327,0.414683333333333,0.706871973704363
"CATSPER2","Catsper2",0.811854,0.721013,1.024454,55,46,33,0.852440333333333,12.29185,19.42619,18.54929,16.7557766666667,0.104328882262355
"CATSPER3","Catsper3",0,0.029237,0,0,1,0,0.00974566666666667,0.94425,1.29876,0.41512,0.886043333333333,0.535377766152421
"CATSPER4","Catsper4",0.021952,0,0,1,0,0,0.00731733333333333,0.06626,0.35923,0,0.14183,0.882195539908159
"CATSPERB","Catsperb",0,0,0,0,0,0,0,0,0.05527,0.89578,0.317016666666667,0.759291833816327
"CATSPERD","Catsperd",0,0,0,0,0,0,0,2.00447,1.3264,0.48066,1.27051,0.440429683198929
"CATSPERG","Catsperg2",0.035767,0,0,1,0,0,0.0119223333333333,6.39441,7.98602,7.07888,7.15310333333333,0.124114989343526
"CAV1","Cav1",74.752012,87.634224,78.300245,2613,2720,2071,80.228827,10.53588,15.58516,8.71751,11.61285,6.4401643561923
"CAV2","Cav2",11.977762,11.629223,12.899041,697,608,579,12.1686753333333,7.98474,15.22593,10.61832,11.27633,1.07268828170417
"CAV3","Cav3",11.310876,12.466868,13.607807,384,394,328,12.4618503333333,1.62345,0.2487,0.45882,0.77699,7.57564777141871
"CBFA2T2","Cbfa2t2",1.243469,1.848244,2.910986,169,176,141,2.00089966666667,15.77068,17.29843,15.86194,16.31035,0.173358693883524
"CBFA2T3","Cbfa2t3",2.128853,1.314713,3.067263,289,224,166,2.17027633333333,18.27212,13.23634,9.32927,13.6125766666667,0.216955325925863
"CBFB","Cbfb",5.284498,5.276868,4.803914,257,201,223,5.12176,15.50563,16.55233,29.69198,20.5833133333333,0.283633930780476
"CBL","Cbl",9.596185,23.483774,14.227026,493,443,329,15.768995,4.90349,4.14499,2.99323,4.01390333333333,3.34449906293899
"CBLB","Cblb",1.516872,2.281633,1.343373,190,157,112,1.71395933333333,4.96975,5.55429,8.63012,6.38472,0.367510119995522
"CBLC","Cblc",0.218555,0.475171,0.098799,2,6,2,0.264175,0.18222,0,0.15294,0.11172,1.13713435037599
"CBLL1","Cbll1",1.032577,0.815317,1.242353,100,71,80,1.03008233333333,10.83406,6.85305,3.36465,7.01725333333333,0.253214193056974
"CBLN1","Cbln1",0.01969,0.020653,0.033453,1,1,2,0.0245986666666667,3.82671,4.31079,5.37471,4.50407,0.186152913510669
"CBLN2","Cbln2",0,0,0,0,0,0,0,2.98185,0.4974,78.82904,27.4360966666667,0.0351665705642441
"CBLN3","Cbln3",0.024759,0,0.063233,4,0,6,0.0293306666666667,2.73336,3.03966,3.27726,3.01676,0.25625894170094
"CBLN4","Cbln4",0,0,0,0,0,0,0,6.14593,2.76333,17.76275,8.89067,0.101105385176131
"CBR1","Cbr1",5.594279,6.983289,6.162475,169,166,121,6.246681,100.05768,99.03764,117.89399,105.663103333333,0.0679399039924177
"CBR3","Cbr3",0.547436,0.499377,0.527846,18,13,12,0.524886333333333,18.86849,9.06371,12.08217,13.3381233333333,0.10635187729124
"CBR4","Cbr4",14.769628,18.496616,17.357376,294,320,239,16.87454,33.59553,29.01493,37.42632,33.3455933333333,0.520431830264882
"CBWD1","Cbwd1",2.224303,2.484353,2.555942,92,101,76,2.42153266666667,10.50274,8.06892,9.91918,9.49694666666667,0.325955039624221
"CBX1","Cbx1",3.976955,3.748967,3.856498,259,226,178,3.86080666666667,58.2952,54.65861,46.12198,53.0252633333333,0.0899728454200347
"CBX2","Cbx2",0.258667,0.300278,0.287514,34,38,27,0.282153,1.65658,2.34883,3.40835,2.47125333333333,0.369363131088099
"CBX3","Cbx3",9.010274,10.123076,11.948299,457,407,400,10.3605496666667,64.8884,68.14365,77.58368,70.2052433333333,0.159546532458073
