"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"MAML1","Maml1",0.87621,0.704454,1.055305,149,115,131,0.878656333333333,19.99848,19.99848,0.0894663010529016
"MAMLD1","Mamld1",0.411957,0.342454,0.666237,67,52,78,0.473549333333333,9.48061,9.48061,0.140597668774368
"MAMSTR","Mamstr",1.277177,1.005306,0.995522,51,55,39,1.09266833333333,4.75068,4.75068,0.363899283794844
"MAN1A2","Man1a2",3.645597,4.201239,4.101896,322,317,271,3.98291066666667,6.55552,6.55552,0.659505985910522
"MAN1B1","Man1b1",3.48148,6.657346,4.492474,312,324,265,4.8771,42.54863,42.54863,0.134954876881316
"MAN2A1","Man2a1",2.749909,2.753266,3.031304,481,443,340,2.84482633333333,32.5079,32.5079,0.114743876319714
"MAN2A2","Man2a2",14.037763,11.986742,16.040858,958,955,785,14.0217876666667,213.324,213.324,0.0700891531824092
"MAN2B1","Man2b1",3.259239,4.026481,3.355396,407,390,311,3.54703866666667,48.56476,48.56476,0.0917393459923273
"MAN2B2","Man2b2",1.899909,1.451676,2.29603,141,159,128,1.88253833333333,26.20132,26.20132,0.105970531332058
"MAN2C1","Man2c1",10.618157,12.25229,13.733413,267,265,243,12.2012866666667,178.22294,178.22294,0.0736584650752112
"MANBA","Manba",15.222679,12.871058,16.440721,272,227,225,14.8448193333333,13.17327,13.17327,1.11793674524886
"MANBAL","Manbal",2.970576,2.779843,3.780986,95,83,86,3.177135,49.12489,49.12489,0.0833345469685819
"MANEA","Manea",2.16675,2.291685,2.021518,230,203,208,2.15998433333333,1.86708,1.86708,1.10216120001302
"MANEAL","Maneal",0.047826,0.036855,0.067223,4,3,4,0.0506346666666667,12.03228,12.03228,0.080617870907214
"MANF","Manf",13.416332,13.439765,11.723423,240,213,155,12.85984,42.09223,42.09223,0.321631997230127
"MANSC1","Mansc1",0.498713,0.311846,0.399503,38,22,22,0.403354,14.16905,14.16905,0.092514297203846
"MANSC4","Mansc4",0.155845,0.200338,0.043477,5,6,1,0.13322,0.29043,0.29043,0.878172392148354
"MAOA","Maoa",0.369397,0.295095,0.434586,51,37,43,0.366359333333333,9.2939,9.2939,0.132734855917906
"MAOB","Maob",7.272141,7.728406,8.458808,497,517,411,7.819785,47.77644,47.77644,0.180820596993138
"MAP1A","Map1a",0.201542,0.18409,0.256037,77,60,68,0.213889666666667,100.46952,100.46952,0.0119630965699519
"MAP1B","Map1b",0.490145,0.509788,0.666969,162,145,145,0.555634,106.58939,106.58939,0.0144589907982562
"MAP1LC3A","Map1lc3a",103.917285,107.133451,107.895168,2268,2280,1645,106.315301333333,295.12275,295.12275,0.362401407299282
"MAP1LC3B","Map1lc3b",35.048136,38.510412,43.044272,1531,1518,1320,38.8676066666667,55.86711,55.86711,0.701066164021113
"MAP1S","Map1s",1.606026,2.77656,1.205132,82,103,63,1.86257266666667,27.57051,27.57051,0.100193264546789
"MAP2","Map2",1.434697,0.402088,1.563334,46,39,40,1.133373,164.82147,164.82147,0.0128654811708038
"MAP2K1","Map2k1",6.455175,6.380806,10.711685,382,355,365,7.849222,51.67656,51.67656,0.167991645619987
"MAP2K2","Map2k2",16.868395,22.947573,23.014457,558,593,481,20.943475,125.19793,125.19793,0.173881417864778
"MAP2K3","Map2k3",11.298419,12.486787,11.436638,640,672,506,11.7406146666667,9.25241,9.25241,1.24269461196603
"MAP2K4","Map2k4",6.720063,7.84508,6.617028,640,569,524,7.06072366666667,20.64158,20.64158,0.372464656770285
"MAP2K5","Map2k5",2.236543,2.234276,2.49895,159,153,126,2.32325633333333,57.65121,57.65121,0.0566613431049987
"MAP2K6","Map2k6",0.451679,1.054434,0.8868,28,40,34,0.797637666666667,7.11564,7.11564,0.221502884143046
"MAP2K7","Map2k7",19.833471,20.362174,15.045076,498,531,366,18.4135736666667,52.79681,52.79681,0.360868491396919
"MAP3K1","Map3k1",1.494511,1.84876,1.816722,226,171,178,1.71999766666667,5.78794,5.78794,0.400710328415788
"MAP3K10","Map3k10",2.032196,1.893626,2.409483,143,164,128,2.11176833333333,110.11609,110.11609,0.0280046601111804
"MAP3K11","Map3k11",5.069707,5.560792,5.438507,273,294,221,5.35633533333333,70.22287,70.22287,0.0892457062364004
"MAP3K12","Map3k12",0.335479,0.380753,0.417152,38,53,40,0.377794666666667,32.40417,32.40417,0.0412461877264625
"MAP3K13","Map3k13",0.087297,0.070429,0.085914,25,18,18,0.0812133333333333,44.45719,44.45719,0.0237853095040264
"MAP3K14","Map3k14",0.355156,0.238581,0.31861,52,32,34,0.304115666666667,4.27353,4.27353,0.247294633133151
"MAP3K15","Map3k15",0.118038,0.155623,0.092635,16,20,9,0.122098666666667,5.39378,5.39378,0.175498479251189
"MAP3K2","Map3k2",0.899539,0.79876,0.916806,299,252,208,0.871701666666667,9.21092,9.21092,0.183303920378053
"MAP3K3","Map3k3",4.699209,4.38613,5.136824,431,433,303,4.740721,10.43489,10.43489,0.502035524609332
"MAP3K4","Map3k4",2.709841,2.799477,3.902592,477,479,441,3.13730333333333,25.80716,25.80716,0.154335757063909
"MAP3K5","Map3k5",9.178264,7.828774,3.870776,544,481,398,6.95927133333333,9.41837,9.41837,0.763965124422854
"MAP3K6","Map3k6",3.351196,1.457512,0.793124,173,180,48,1.86727733333333,17.0319,17.0319,0.159011381680984
"MAP3K7","Map3k7",9.450879,10.741328,10.022316,717,649,606,10.0715076666667,18.3596,18.3596,0.571887211856994
"MAP3K8","Map3k8",0.508165,0.485677,0.428063,33,20,18,0.473968333333333,4.93738,4.93738,0.248252315555571
"MAP3K9","Map3k9",0,0.020237,0.013865,0,3,1,0.0113673333333333,5.12409,5.12409,0.165145733216418
"MAP4","Map4",38.423962,37.904586,39.714515,4222,3982,3205,38.681021,972.68523,972.68523,0.0407534383570756
"MAP4K1","Map4k1",0.109098,0.210277,0.137303,10,11,8,0.152226,9.7088,9.7088,0.107596182578814
"MAP4K2","Map4k2",38.96098,22.050515,37.207893,463,358,265,32.739796,34.85212,34.85212,0.941082312566175
"MAP4K3","Map4k3",3.423157,3.17398,3.488396,437,378,322,3.36184433333333,27.23859,27.23859,0.15446395635665
"MAP4K4","Map4k4",32.527247,48.849308,63.590835,1383,1260,1128,48.3224633333333,1394.56181,1394.56181,0.035342371065122
"MAP4K5","Map4k5",2.937717,2.857964,3.11914,337,301,294,2.971607,36.11758,36.11758,0.107000698860217
"MAP6","Map6",0.502362,0.558323,0.928805,42,42,46,0.663163333333333,55.09954,55.09954,0.0296466483207052
"MAP6D1","Map6d1",0.039171,0.010078,0.09655,4,1,7,0.0485996666666667,95.13798,95.13798,0.0109072363145831
"MAP7","Map7",7.008669,5.947133,3.607983,231,218,173,5.52126166666667,136.31742,136.31742,0.0474904179430888
"MAP7D1","Map7d1",38.285216,42.689806,43.302045,2148,2431,1898,41.425689,387.12818,387.12818,0.109308448049302
"MAP7D2","Map7d2",0.241143,0.088058,0.112781,16,7,7,0.147327333333333,16.13985,16.13985,0.0669391700238528
"MAP7D3","Map7d3",0.02547,0.082051,0.031656,2,6,2,0.0463923333333333,3.92086,3.92086,0.212644199049218
"MAP9","Map9",0.821382,0.877134,0.315431,27,33,33,0.671315666666667,4.68844,4.68844,0.293809140408735
"MAPK1","Mapk1",23.164001,23.005487,26.47077,1356,1223,1082,24.2134193333333,50.53557,50.53557,0.489243047730593
"MAPK10","Mapk10",3.623559,6.59765,5.72062,157,175,131,5.313943,455.91962,455.91962,0.0138184983170563
"MAPK11","Mapk11",0.37223,0.354554,0.39891,29,28,23,0.375231333333333,25.53747,25.53747,0.0518222473104382
"MAPK12","Mapk12",5.799629,5.810026,6.237719,181,196,177,5.94912466666667,16.38879,16.38879,0.399632445194097
"MAPK13","Mapk13",0,0,0,0,0,0,0,2.38571,2.38571,0.295359023661211
"MAPK14","Mapk14",77.969166,54.57834,43.659157,733,679,583,58.7355543333333,8.79601,8.79601,6.09794746364421
"MAPK15","Mapk15",0,0,0.025951,0,0,1,0.00865033333333333,6.82521,6.82521,0.128897541833808
"MAPK1IP1L","Mapk1ip1l",2.550666,2.067222,2.489531,339,291,241,2.36913966666667,16.13985,16.13985,0.196567628460381
"MAPK3","Mapk3",18.555101,18.482433,17.552029,358,363,317,18.196521,269.19111,269.19111,0.0710479371434538
"MAPK4","Mapk4",0.801215,0.381102,0.284262,72,56,31,0.488859666666667,16.45103,16.45103,0.0853164349993477
"MAPK6","Mapk6",3.59954,8.066286,10.663531,263,250,259,7.443119,17.17711,17.17711,0.464491825158125
"MAPK7","Mapk7",1.062923,1.735202,1.297745,62,69,49,1.36529,10.6216,10.6216,0.203525332140153
"MAPK8","Mapk8",6.067714,6.388459,5.466575,295,285,276,5.97424933333333,39.7895,39.7895,0.170981486248503
"MAPK8IP1","Mapk8ip1",0.417824,0.459561,0.691104,45,45,47,0.522829666666667,510.45904,510.45904,0.00297742252569564
"MAPK8IP2","Mapk8ip2",0.005261,0,0,1,0,0,0.00175366666666667,146.44113,146.44113,0.00679426199912241
"MAPK8IP3","Mapk8ip3",7.402803,5.768766,8.854852,800,680,593,7.34214033333333,205.52376,205.52376,0.0403931263566639
"MAPK9","Mapk9",5.646617,4.69149,6.570551,488,396,401,5.63621933333333,29.14716,29.14716,0.220127512287503
"MAPKAP1","Mapkap1",8.066861,11.808981,14.256542,365,388,353,11.3774613333333,153.619,153.619,0.0800513606564092
"MAPKAPK2","Mapkapk2",40.747948,41.254971,44.451557,3202,2874,2412,42.151492,69.55902,69.55902,0.61156592027497
"MAPKAPK3","Mapkapk3",4.674385,3.381853,5.427253,267,233,222,4.494497,10.95352,10.95352,0.459655147605057
"MAPKAPK5","Mapkapk5",23.343931,20.46898,29.895685,318,318,297,24.569532,25.45449,25.45449,0.966547909258504
"MAPKBP1","Mapkbp1",0.507282,0.751303,0.736164,122,118,114,0.664916333333333,19.10643,19.10643,0.0828051689600458
"MAPRE1","Mapre1",10.068102,12.287402,11.909316,647,671,575,11.4216066666667,27.23859,27.23859,0.439880555887056
"MAPRE2","Mapre2",13.699157,13.746912,15.587339,1003,894,806,14.3444693333333,236.66247,236.66247,0.0645641246315976
"MAPRE3","Mapre3",12.384974,9.364,12.2384,297,272,237,11.3291246666667,221.64287,221.64287,0.0553762384875234
"MAPT","Mapt",11.959972,7.01844,9.399778,999,844,681,9.45939666666667,456.54198,456.54198,0.0228599715957575
"MARCKS","Marcks",2.939425,3.029874,3.59337,368,379,311,3.18755633333333,87.66967,87.66967,0.0472264792835401
"MARCKSL1","Marcksl1",0.499333,0.932448,0.719562,23,44,23,0.717114333333333,617.73302,617.73302,0.00277521043459638
"MARCO","Marco",0,0.017214,0,0,1,0,0.005738,2.55167,2.55167,0.283173267786703
"MARK1","Mark1",1.110108,1.380256,0.923708,94,100,87,1.138024,18.89898,18.89898,0.107443899134528
"MARK2","Mark2",7.697868,7.399062,9.693382,392,351,348,8.26343733333333,27.75722,27.75722,0.322125620394925
"MARK3","Mark3",10.324839,13.678659,13.338063,459,448,288,12.447187,79.45453,79.45453,0.167140209507159
"MARK4","Mark4",2.018247,2.457281,2.35319,203,252,167,2.27623933333333,34.45796,34.45796,0.092397851803469
"MARS2","Mars2",0.550854,0.566936,0.643488,206,186,174,0.587092666666667,1.76335,1.76335,0.574336463591896
"MARVELD1","Marveld1",3.250385,3.468856,4.248696,320,342,286,3.655979,6.26508,6.26508,0.640870988344244
"MARVELD2","Marveld2",0.091813,0.032444,0.021466,7,3,1,0.0485743333333333,1.53515,1.53515,0.413614316049675
"MARVELD3","Marveld3",0,0,0,0,0,0,0,0.6431,0.6431,0.608605684377092
"MAS1","Mas1",0.47135,0.182243,0.697386,10,3,14,0.450326333333333,1.01652,1.01652,0.719222389727517
"MASP1","Masp1",1.829221,1.781625,1.576525,132,115,80,1.72912366666667,9.48061,9.48061,0.260397406893937
"MASP2","Masp2",0,0,0.077325,0,0,1,0.025775,0.91279,0.91279,0.536271624172021
"MAST1","Mast1",0.006572,0.1562,0.019868,1,2,2,0.06088,36.73994,36.73994,0.0281102725653512
"MAST2","Mast2",24.694902,23.163739,23.658219,1696,1477,1183,23.8389533333333,39.27087,39.27087,0.616797037991316
"MAST3","Mast3",0.935508,0.621522,1.16496,63,60,51,0.90733,49.97545,49.97545,0.0374166387937723
"MAST4","Mast4",3.068326,2.447941,1.870468,423,427,342,2.462245,16.28507,16.28507,0.200302631114598
"MASTL","Mastl",0.060013,0.192445,0.084058,8,11,7,0.112172,3.54745,3.54745,0.244570473562106
"MAT1A","Mat1a",0,0,0,0,0,0,0,0.6431,0.6431,0.608605684377092
"MAT2A","Mat2a",39.011485,48.657303,34.925814,1690,1651,1175,40.8648673333333,187.01895,187.01895,0.222663020580284
"MAT2B","Mat2b",15.413685,16.041927,14.524587,772,774,600,15.326733,26.98965,26.98965,0.583313224709848
"MATK","Matk",0.23929,0.137685,0.319777,4,8,5,0.232250666666667,56.46873,56.46873,0.0214421071540413
"MATN1","Matn1",0,0,0,0,0,0,0,0.74683,0.74683,0.572465551885415
"MATN2","Matn2",1.766045,1.826953,1.817338,210,204,156,1.80344533333333,37.79795,37.79795,0.0722575634365561
"MATN3","Matn3",0,0,0,0,0,0,0,2.28198,2.28198,0.304694117575366
"MATN4","Matn4",0.050921,0.030246,0.01036,4,3,1,0.030509,0.16596,0.16596,0.883828776287351
"MATR3","Matr3",21.420452,23.494215,24.40431,1208,1072,932,23.1063256666667,151.10882,151.10882,0.158480788074397
"MAU2","Mau2",2.701712,2.537757,2.943794,433,406,349,2.72775433333333,48.37806,48.37806,0.0754941432152931
"MAVS","Mavs",7.221647,6.928371,7.929119,707,632,557,7.35971233333333,8.69228,8.69228,0.862512466966837
"MAX","Max",33.121715,53.174095,39.704426,330,343,233,42.0000786666667,154.28285,154.28285,0.276914537997381
"MAZ","Maz",9.123401,7.264328,6.299845,374,360,213,7.56252466666667,155.07117,155.07117,0.0548629491703475
"MB","Mb",7013.12282,7570.968702,6783.40336,89805,90725,75018,7122.498294,78.35503,78.35503,89.7674450378256
"MB21D2","Mb21d2",1.258007,1.240692,1.417241,125,115,101,1.30531333333333,2.26124,2.26124,0.706882453708814
"MBD1","Mbd1",6.70821,6.310381,5.42897,603,492,374,6.149187,52.58935,52.58935,0.133406861624558
"MBD2","Mbd2",20.101393,22.022542,25.854803,529,496,462,22.6595793333333,31.38765,31.38765,0.730512381519911
"MBD3","Mbd3",15.765058,16.146819,20.271267,460,461,430,17.3943813333333,102.41958,102.41958,0.177861690536099
"MBD3L1","Mbd3l1",0,0,0,0,0,0,0,0,0,1
"MBD4","Mbd4",0.124099,0.272128,0.097002,13,21,7,0.164409666666667,21.07723,21.07723,0.0527425617555584
"MBD5","Mbd5",2.225084,1.978819,2.714281,203,173,192,2.30606133333333,48.93818,48.93818,0.0662030801549703
"MBD6","Mbd6",2.358031,2.182956,4.962352,198,190,177,3.16777966666667,39.1049,39.1049,0.103921956336175
"MBIP","Mbip",1.18343,1.187186,1.206817,43,42,34,1.19247766666667,15.35153,15.35153,0.134083946069063
"MBL1P","Mbl1",0,0,0,0,0,0,0,1.74261,1.74261,0.364616186770995
"MBL2","Mbl2",0,0,0,0,0,0,0,0,0,1
"MBLAC1","Mblac1",0.300086,0.230643,0.321046,11,9,8,0.283925,6.72148,6.72148,0.166279651051353
"MBLAC2","Mblac2",0.84305,0.553502,0.723717,58,50,61,0.706756333333333,1.72186,1.72186,0.627055151011931
"MBNL1","Mbnl1",12.318227,10.797049,13.63054,1497,1224,1114,12.2486053333333,26.13909,26.13909,0.488174265730109
"MBNL2","Mbnl2",29.752552,29.453997,32.191958,2277,1875,1736,30.466169,81.94396,81.94396,0.379366610902108
"MBNL3","Mbnl3",0.094299,0.047625,0.448664,8,6,10,0.196862666666667,1.68037,1.68037,0.446528899617093
"MBOAT1","Mboat1",0.281896,0.35746,0.655916,8,14,16,0.431757333333333,5.06186,5.06186,0.236191092063052
"MBOAT2","Mboat2",0.99157,0.918853,1.485579,78,73,96,1.13200066666667,71.88249,71.88249,0.0292525772193934
"MBOAT4","Mboat4",0.017248,0.01837,0,1,1,0,0.0118726666666667,0,0,1.01187266666667
"MBOAT7","Mboat7",3.602667,5.214583,4.621894,150,170,152,4.47971466666667,80.18061,80.18061,0.0675002893753406
"MBP","Mbp",0.798852,1.299738,0.742935,23,25,42,0.947175,43264.75377,43264.75377,4.5004994258303e-05
"MBTD1","Mbtd1",1.189914,0.828513,2.023515,164,122,143,1.347314,4.93738,4.93738,0.395345084869084
"MBTPS1","Mbtps1",7.464191,8.439759,7.185935,563,456,384,7.69662833333333,45.34924,45.34924,0.187632598362634
"MBTPS2","Mbtps2",1.527791,2.241214,1.882978,144,132,113,1.88399433333333,3.58894,3.58894,0.628466341537116
"MC1R","Mc1r",0.012504,0,0.011925,2,0,1,0.008143,3.02881,3.02881,0.25023344362231
"MC2R","Mc2r",0,0,0,0,0,0,0,0.12447,0.12447,0.889307851699023
"MC3R","Mc3r",0,0,0.016376,0,0,1,0.00545866666666667,0,0,1.00545866666667
"MC4R","Mc4r",0,0,0,0,0,0,0,0.76758,0.76758,0.565745256226026
"MC5R","Mc5r",0,0.008518,0,0,1,0,0.00283933333333333,0,0,1.00283933333333
"MCAM","Mcam",5.400316,5.160316,7.08645,479,324,345,5.88236066666667,130.05233,130.05233,0.0525161259373768
"MCAT","Mcat",5.046134,4.553219,6.711555,236,211,214,5.43696933333333,15.14407,15.14407,0.398720355730205
"MCCC1","Mccc1",21.713751,20.08475,22.174971,1264,1125,942,21.3244906666667,31.74032,31.74032,0.681865377817525
"MCCC2","Mccc2",10.37247,11.461728,12.091114,549,574,456,11.3084373333333,11.32694,11.32694,0.998499005700793
"MCEE","Mcee",39.24635,40.806064,40.183605,387,393,303,40.078673,18.3596,18.3596,2.12187612347363
"MCF2L","Mcf2l",10.571425,10.082895,7.113446,778,701,398,9.255922,145.6528,145.6528,0.0699333527897183
"MCFD2","Mcfd2",9.851375,11.50029,12.355269,558,509,481,11.2356446666667,27.52902,27.52902,0.428884156086212
"MCHR1","Mchr1",0,0,0,0,0,0,0,6.20285,6.20285,0.138833933790097
"MCL1","Mcl1",18.926736,19.494039,20.059619,1856,1906,1386,19.4934646666667,44.54018,44.54018,0.45000842479469
"MCM10","Mcm10",0.044182,0.124193,0.018545,2,4,1,0.0623066666666667,0.08298,0.08298,0.980910697027338
"MCM2","Mcm2",3.272176,3.091608,5.606716,65,66,58,3.99016666666667,3.2985,3.2985,1.16090884417045
"MCM3","Mcm3",0.77182,0.663862,1.499783,45,52,46,0.978488333333333,10.60085,10.60085,0.170546842113581
"MCM3AP","Mcm3ap",3.476414,4.860591,4.184898,285,236,186,4.17396766666667,40.34962,40.34962,0.125127332891249
"MCM4","Mcm4",1.648813,1.50373,1.782517,92,83,69,1.64502,15.84941,15.84941,0.156979977340453
"MCM5","Mcm5",0.636486,0.75207,0.434461,45,48,27,0.607672333333333,15.33078,15.33078,0.0984443078244477
"MCM6","Mcm6",1.132603,1.315241,1.201943,90,89,80,1.21659566666667,6.65924,6.65924,0.289401515903231
"MCM7","Mcm7",1.418693,1.403992,1.926021,71,71,68,1.582902,133.99394,133.99394,0.0191334662874496
"MCM8","Mcm8",0.367035,0.568117,0.407735,38,41,31,0.447629,3.04956,3.04956,0.35747809638578
"MCM9","Mcm9",1.310079,0.703613,3.657008,56,48,67,1.89023333333333,7.38533,7.38533,0.344677351199456
"MCMBP","Mcmbp",5.368223,4.553654,5.821677,268,243,220,5.24785133333333,6.53477,6.53477,0.829202660908473
"MCMDC2","Mcmdc2",0.108899,0.132506,0.021087,5,3,1,0.0874973333333333,0.74683,0.74683,0.622554761100584
"MCOLN1","Mcoln1",8.78586,5.427337,7.84578,216,170,135,7.35299233333333,27.63275,27.63275,0.291728609139301
"MCOLN2","Mcoln2",0,0,0.06839,0,0,2,0.0227966666666667,0.58087,0.58087,0.646983412087437
"MCOLN3","Mcoln3",0,0,0,0,0,0,0,0.93354,0.93354,0.517186093900307
"MCPH1","Mcph1",0.681908,0.556638,0.468182,68,54,49,0.568909333333333,25.03959,25.03959,0.0602509230496077
"MCRS1","Mcrs1",13.137036,16.329675,16.731809,333,293,291,15.3995066666667,72.25591,72.25591,0.223865987968297
"MCTP1","Mctp1",0.121108,0.18832,0.185715,12,17,8,0.165047666666667,20.95276,20.95276,0.0530706693220655
"MCTP2","Mctp2",0.015385,0,0.177649,3,0,3,0.0643446666666667,0.43565,0.43565,0.74136778927083
"MCTS1","Mcts1",9.904059,12.188692,11.607675,152,142,126,11.2334753333333,34.18827,34.18827,0.34765776587861
"MCU","Mcu",2.173748,2.340578,2.652225,181,182,156,2.38885033333333,4.99962,4.99962,0.564844162352505
"MDC1","Mdc1",0.807138,1.412522,1.439275,187,151,140,1.219645,82.73229,82.73229,0.0265088295089027
"MDFI","Mdfi",0.078101,0.044327,0.113531,3,1,3,0.078653,4.00384,4.00384,0.215565046044638
"MDFIC","Mdfic",1.517183,1.420643,1.429097,151,128,107,1.455641,3.54745,3.54745,0.540003958262323
"MDGA1","Mdga1",2.810771,3.360888,9.842545,126,132,132,5.338068,4.75068,4.75068,1.10214235533885
"MDGA2","Mdga2",0.153469,0.990538,0.249907,9,12,5,0.464638,6.30657,6.30657,0.20045493302603
"MDH1","Mdh1",641.801868,692.71373,769.718077,17159,17328,15219,701.411225,277.86265,277.86265,2.51884296803462
"MDH1B","Mdh1b",0,0,0,0,0,0,0,2.82136,2.82136,0.261686938681517
"MDH2","Mdh2",452.103484,479.828891,498.091694,10209,9769,8381,476.674689666667,156.39887,156.39887,3.03480380555888
"MDK","Mdk",0.356469,0.265722,0.430814,7,5,6,0.351001666666667,19.99848,19.99848,0.064338069549161
"MDM1","Mdm1",1.95553,0.825383,0.851362,56,40,31,1.21075833333333,8.75452,8.75452,0.226639376753888
"MDM2","Mdm2",11.636166,12.328483,13.66725,475,486,405,12.5439663333333,99.16257,99.16257,0.135219836445224
"MDM4","Mdm4",4.711926,4.554085,3.413679,527,425,265,4.22656333333333,26.26356,26.26356,0.191705094027828
"MDP1","Mdp1",7.019035,7.42421,9.143742,361,355,332,7.862329,22.73686,22.73686,0.373357259553285
"ME1","Me1",19.585245,16.773087,21.892868,1568,1370,1254,19.4170666666667,12.15675,12.15675,1.55183207605728
"ME2","Me2",1.079185,1.157709,1.098788,90,90,66,1.111894,19.04419,19.04419,0.105361902875596
"ME3","Me3",20.255964,21.742984,24.336444,737,732,631,22.1117973333333,57.29854,57.29854,0.396438698693541
"MEA1","Mea1",5.933838,7.22733,8.376126,122,133,117,7.179098,63.83331,63.83331,0.126155798616483
"MEAF6","Meaf6",4.6049,4.92097,6.882259,93,95,92,5.46937633333333,54.85059,54.85059,0.115833625631051
"MECOM","Mecom",2.131841,1.845061,1.254997,136,129,130,1.74396633333333,4.48099,4.48099,0.500633340570469
"MECP2","Mecp2",2.000304,1.971261,2.01547,623,569,459,1.99567833333333,47.7557,47.7557,0.0614426279047031
"MECR","Mecr",8.10387,8.82089,8.475088,133,122,100,8.466616,38.58627,38.58627,0.239138873149706
"MED1","Med1",4.559199,6.11265,5.539547,481,492,353,5.40379866666667,7.59278,7.59278,0.745253418179758
"MED10","Med10",5.139023,6.09514,9.118577,88,88,77,6.78424666666667,41.26242,41.26242,0.184188379810401
"MED11","Med11",1.050636,1.169929,1.819603,25,26,31,1.34672266666667,44.97583,44.97583,0.0510425296654061
"MED12","Med12",2.838127,2.210397,2.172212,320,267,212,2.406912,40.78527,40.78527,0.081533803658562
"MED12L","Med12l",0.31732,0.35899,0.458899,108,112,111,0.378403,11.32694,11.32694,0.111820370667822
"MED13","Med13",3.50269,2.53388,3.812949,834,683,674,3.283173,7.61353,7.61353,0.497261053249945
"MED13L","Med13l",1.269848,1.279232,1.327585,397,370,297,1.29222166666667,20.82829,20.82829,0.105011508765307
"MED14","Med14",2.212046,2.034246,2.213444,349,343,281,2.15324533333333,22.25971,22.25971,0.135566837820993
"MED15","Med15",5.059744,5.041267,3.5652,182,198,151,4.55540366666667,79.59975,79.59975,0.0689258175945542
"MED16","Med16",3.750271,4.571022,4.473067,328,328,310,4.26478666666667,20.41338,20.41338,0.245864345874713
"MED17","Med17",3.663852,3.814203,4.300921,115,114,104,3.92632533333333,19.79102,19.79102,0.236944860489448
"MED18","Med18",0.384696,0.207633,0.31986,17,10,10,0.304063,10.10296,10.10296,0.117451832664443
"MED19","Med19",2.228089,2.216401,3.268566,108,105,103,2.57101866666667,11.86632,11.86632,0.277547788852342
"MED20","Med20",2.211053,2.34036,1.760102,155,173,101,2.10383833333333,4.70918,4.70918,0.543657466279454
"MED21","Med21",7.038499,7.731092,7.625319,132,126,95,7.46497,12.26048,12.26048,0.63836075315524
"MED22","Med22",3.056381,3.107676,4.164408,165,181,141,3.44282166666667,29.27163,29.27163,0.146765194562257
"MED23","Med23",2.159952,2.10509,2.464513,195,152,127,2.243185,7.19862,7.19862,0.395576938557952
"MED24","Med24",9.085617,13.609396,12.559745,404,374,349,11.751586,114.0577,114.0577,0.110827749902875
"MED25","Med25",11.229188,15.731175,15.497085,476,521,440,14.1524826666667,37.88093,37.88093,0.389715026535288
"MED26","Med26",0.884403,1.001288,0.934236,87,98,65,0.939975666666667,4.19055,4.19055,0.373751465002103
"MED27","Med27",2.525132,2.797914,5.305891,67,63,59,3.542979,54.10376,54.10376,0.0824440836705154
"MED28","Med28",10.597078,11.079953,12.3355,200,194,177,11.3375103333333,26.20132,26.20132,0.453562927583416
"MED29","Med29",2.595376,3.063376,3.043137,99,109,83,2.90062966666667,38.77298,38.77298,0.0980723512964497
"MED30","Med30",2.876922,3.564843,2.709912,61,71,47,3.050559,12.77911,12.77911,0.293963761084714
"MED31","Med31",1.123372,1.027886,1.513792,36,30,34,1.22168333333333,10.08222,10.08222,0.20047276929472
"MED4","Med4",4.677828,4.945434,4.245616,177,172,116,4.62295933333333,40.80602,40.80602,0.134501187468535
"MED6","Med6",3.983452,4.186279,2.132887,62,61,34,3.434206,14.41799,14.41799,0.287599486054927
"MED7","Med7",6.536262,3.383469,7.242072,110,91,83,5.720601,4.46024,4.46024,1.23082520182263
"MED8","Med8",7.403556,8.179756,6.539104,130,141,88,7.37413866666667,21.26394,21.26394,0.376130130905252
"MED9","Med9",2.684911,3.707487,3.626912,162,213,157,3.33977,10.99501,10.99501,0.361797947646563
"MEF2A","Mef2a",13.758338,18.29239,20.70807,1956,1898,1917,17.586266,35.76491,35.76491,0.505543628421775
"MEF2B","Mef2b",0.030368,0.025989,0,1,1,0,0.0187856666666667,12.32271,12.32271,0.0764698523548637
"MEF2C","Mef2c",7.157864,7.480421,10.957546,734,742,683,8.53194366666667,42.07148,42.07148,0.221305227186683
"MEF2D","Mef2d",17.771995,17.441863,20.703873,1587,1352,1237,18.6392436666667,40.86826,40.86826,0.469072363328848
"MEFV","Mefv",0,0,0,0,0,0,0,0.6846,0.6846,0.593612727056868
"MEGF10","Megf10",0.02263,0.064662,0.042233,6,16,8,0.043175,9.0657,9.0657,0.103636607488799
"MEGF11","Megf11",0.052513,0.3635,0.073047,9,16,10,0.16302,28.56629,28.56629,0.0393360140890183
"MEGF6","Megf6",0.585483,0.297251,0.298251,42,37,25,0.393661666666667,10.22744,10.22744,0.124129958981448
"MEGF8","Megf8",1.922106,1.766858,2.118041,553,577,469,1.93566833333333,35.64044,35.64044,0.0801209901773378
"MEGF9","Megf9",0.785725,0.963023,1.093937,207,240,204,0.947561666666667,24.47946,24.47946,0.0764365362007934
"MEI1","Mei1",0,0,0,0,0,0,0,0.66385,0.66385,0.601015716560988
