"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"TMEM59L","Tmem59l",0,0.045434,0,0,2,0,0.0151446666666667,0.29097,0.29097,0.786342569282529
"TMEM60","Tmem60",3.751757,3.87447,5.085247,120,116,116,4.237158,22.89791,22.89791,0.219147113701575
"TMEM62","Tmem62",9.670479,4.931754,3.611968,69,55,37,6.07140033333333,14.82671,14.82671,0.44680166208475
"TMEM63A","Tmem63a",5.285543,1.940023,3.26919,186,178,166,3.498252,36.05472,36.05472,0.121394845245086
"TMEM63B","Tmem63b",10.695098,12.421765,12.578611,906,1032,817,11.8984913333333,13.94116,13.94116,0.863285804672016
"TMEM63C","Tmem63c",0.133955,0,0.024946,1,0,2,0.052967,0.25302,0.25302,0.840343330513479
"TMEM64","Tmem64",3.110258,2.826407,4.018886,451,392,414,3.318517,9.39953,9.39953,0.415260785823975
"TMEM65","Tmem65",21.993292,17.737753,23.746986,2486,1944,1897,21.1593436666667,69.00999,69.00999,0.316516880900378
"TMEM67","Tmem67",0.415882,0.305687,0.291541,43,31,23,0.337703333333333,75.639,75.639,0.0174546031828877
"TMEM68","Tmem68",1.601914,2.16051,1.078943,84,76,55,1.613789,11.03148,11.03148,0.217245841741831
"TMEM69","Tmem69",6.232603,6.618349,7.627855,219,221,193,6.826269,67.06177,67.06177,0.114987738344154
"TMEM70","Tmem70",15.983561,20.212264,19.504206,724,743,589,18.566677,62.43159,62.43159,0.308468966330499
"TMEM71","Tmem71",1.053549,0.931431,1.252166,100,80,86,1.07904866666667,39.59693,39.59693,0.0512119676701333
"TMEM72","Tmem72",0.042025,0.061375,0.054995,24,33,23,0.0527983333333333,0.06325,0.06325,0.990170076024767
"TMEM74","Tmem74",0,0,0,0,0,0,0,1.83436,1.83436,0.3528133335215
"TMEM79","Tmem79",0.342516,0.382174,0.346775,7,8,5,0.357155,1.12592,1.12592,0.63838479340709
"TMEM80","Tmem80",3.87025,3.228129,3.382385,114,85,71,3.493588,22.01235,22.01235,0.195268540587989
"TMEM81","Tmem81",0.250426,0.332266,0.266355,13,16,10,0.283015666666667,2.77052,2.77052,0.34027552344681
"TMEM82","Tmem82",2.656215,2.924399,2.789909,230,237,183,2.79017433333333,0,0,3.79017433333333
"TMEM86A","Tmem86a",4.462206,4.221093,4.496798,191,193,185,4.39336566666667,2.90968,2.90968,1.37949030781718
"TMEM86B","Tmem86b",0.753316,0.931768,0.611655,22,22,12,0.765579666666667,0.21506,0.21506,1.45308023197757
"TMEM87A","Tmem87a",2.349611,2.190837,2.952533,204,148,138,2.49766033333333,40.97587,40.97587,0.0833254994675115
"TMEM87B","Tmem87b",2.961901,2.60292,3.157977,318,280,250,2.90759933333333,7.2995,7.2995,0.470823463260839
"TMEM88","Tmem88",2.559449,2.531478,3.145062,124,116,109,2.74532966666667,13.09355,13.09355,0.265747782969278
"TMEM88B","Tmem88b",0.137598,0.174338,0.123794,15,18,10,0.145243333333333,0,0,1.14524333333333
"TMEM89","Tmem89",0,0,0,0,0,0,0,0,0,1
"TMEM8B","Tmem8b",2.397255,3.686782,4.913564,331,361,281,3.665867,3.55487,3.55487,1.02436886233855
"TMEM9","Tmem9",2.052758,2.389588,2.676394,83,83,71,2.37291333333333,11.34775,11.34775,0.273160157383599
"TMEM91","Tmem91",0.149096,0.135308,0.234635,4,3,4,0.173013,2.26449,2.26449,0.359325040052198
"TMEM92","Tmem92",0,0,0,0,0,0,0,0,0,1
"TMEM95","Tmem95",0.058806,0.031633,0,2,1,0,0.0301463333333333,0,0,1.03014633333333
"TMEM97","Tmem97",0.473524,0.746938,0.778606,19,28,23,0.666356,6.12298,6.12298,0.233940850599047
"TMEM98","Tmem98",1.494116,2.266271,2.136305,71,106,71,1.965564,11.411,11.411,0.238946418499718
"TMEM9B","Tmem9b",4.866344,6.658277,6.035604,237,304,212,5.85340833333333,101.49719,101.49719,0.0668643533869888
"TMF1","Tmf1",4.481639,3.977288,3.35017,352,257,244,3.93636566666667,13.67549,13.67549,0.33636803041443
"TMIE","Tmie",0.065315,0.547203,0.247698,6,20,16,0.286738666666667,0.10121,0.10121,1.16847709943305
"TMIGD1","Tmigd1",0.111708,0.028082,0.260417,1,1,2,0.133402333333333,0,0,1.13340233333333
"TMOD1","Tmod1",76.065177,78.722731,88.385741,3616,3634,2829,81.057883,141.30918,141.30918,0.576616933637029
"TMOD2","Tmod2",0.261697,0.345851,0.291068,86,67,69,0.299538666666667,5.61695,5.61695,0.196395418835969
"TMOD3","Tmod3",8.917352,10.609347,14.105288,568,608,517,11.2106623333333,75.04441,75.04441,0.160572780212685
"TMOD4","Tmod4",10.510356,11.900396,16.047484,166,191,187,12.819412,0.25302,0.25302,11.0288838166989
"TMPO","Tmpo",6.356153,7.445948,6.489665,391,345,268,6.763922,29.84318,29.84318,0.251722487759044
"TMPRSS11A","Tmprss11a",0.010665,0.024813,0,1,2,0,0.011826,0,0,1.011826
"TMPRSS11B","Tmprss11b",0,0.008277,0.156331,0,1,1,0.0548693333333333,0,0,1.05486933333333
"TMPRSS11CP","Tmprss11c",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"TMPRSS11D","Tmprss11d",0.041801,0,0.019543,3,0,1,0.020448,0,0,1.020448
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0,1
"TMPRSS11GP","Tmprss11g",0.047186,0.044845,0,3,3,0,0.030677,0,0,1.030677
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0,0,1
"TMPRSS13","Tmprss13",0.036802,0.098367,0.06417,4,10,5,0.0664463333333333,0.0253,0.0253,1.04013101856367
"TMPRSS15","Tmprss15",0,0,0,0,0,0,0,0.8476,0.8476,0.541242693223641
"TMPRSS2","Tmprss2",0,0,0,0,0,0,0,0,0,1
"TMPRSS3","Tmprss3",0,0,0,0,0,0,0,0.0759,0.0759,0.929454410261177
"TMPRSS4","Tmprss4",0,0,0,0,0,0,0,0.29097,0.29097,0.774611338760777
"TMPRSS5","Tmprss5",0.038109,0.040683,0.028722,2,2,2,0.035838,0.0759,0.0759,0.962764197416117
"TMPRSS6","Tmprss6",0.009144,0.009521,0,1,1,0,0.00622166666666667,0,0,1.00622166666667
"TMPRSS7","Tmprss7",0,0.931955,0,0,2,0,0.310651666666667,0,0,1.31065166666667
"TMPRSS9","Tmprss9",0,0,0,0,0,0,0,0.10121,0.10121,0.908092007882239
"TMSB10","Tmsb10",8.27225,8.988555,6.699579,96,99,57,7.98679466666667,551.08052,551.08052,0.0162780506486023
"TMSB4X","Tmsb4x",98.127988,116.157625,108.674763,1494,1644,1187,107.653458666667,1828.25241,1828.25241,0.0593977397939668
"TMTC1","Tmtc1",8.440183,8.531793,7.656774,2268,2192,1513,8.20958333333333,29.18534,29.18534,0.305101195922701
"TMTC2","Tmtc2",0.714685,0.507932,0.80736,101,77,76,0.676659,3.92174,3.92174,0.340663870907443
"TMTC3","Tmtc3",2.541663,2.533916,2.850091,322,259,232,2.64189,5.12356,5.12356,0.594734108917035
"TMTC4","Tmtc4",1.0528,1.421375,1.082927,62,48,70,1.18570066666667,6.00912,6.00912,0.311836673743161
"TMUB1","Tmub1",2.173298,1.856674,2.121397,62,48,48,2.05045633333333,1.18917,1.18917,1.39343053912366
"TMUB2","Tmub2",2.950227,4.213206,4.352059,168,207,175,3.83849733333333,15.19358,15.19358,0.298791084697351
"TMX1","Tmx1",13.930101,16.180705,14.77719,785,659,594,14.9626653333333,13.68814,13.68814,1.08677241184611
"TMX2","Tmx2",18.128642,19.038296,18.716149,864,902,785,18.6276956666667,148.24181,148.24181,0.13151606554937
"TMX3","Tmx3",10.058311,10.503429,14.098888,491,381,416,11.5535426666667,38.02824,38.02824,0.321652799784635
"TMX4","Tmx4",4.116906,4.116923,6.529489,740,684,685,4.921106,65.78404,65.78404,0.0886604943336761
"TNC","Tnc",0.071442,0.063034,0.046856,17,14,8,0.060444,0.97411,0.97411,0.537175739953701
"TNF","Tnf",0.039973,0.048982,0.083733,2,2,3,0.0575626666666667,0.0506,0.0506,1.00662732406879
"TNFAIP1","Tnfaip1",5.811,6.240459,6.383245,704,705,556,6.14490133333333,23.36599,23.36599,0.293232548044768
"TNFAIP2","Tnfaip2",11.362842,7.286977,14.505517,456,320,351,11.0517786666667,13.16946,13.16946,0.850546080561056
"TNFAIP3","Tnfaip3",0.21676,0.621303,0.426523,31,33,44,0.421528666666667,4.52898,4.52898,0.257105047706207
"TNFAIP6","Tnfaip6",0.080441,0.29342,0.277074,4,13,10,0.216978333333333,4.07355,4.07355,0.239867219862489
"TNFAIP8","Tnfaip8",17.099289,20.866596,21.009501,715,822,684,19.658462,11.92968,11.92968,1.59775508751957
"TNFAIP8L1","Tnfaip8l1",0.278299,0.291526,0.233533,22,22,13,0.267786,2.93498,2.93498,0.322183594325765
"TNFAIP8L2","Tnfaip8l2",0.273931,0.293072,0.387648,9,9,9,0.318217,1.06267,1.06267,0.639082839232645
"TNFAIP8L3","Tnfaip8l3",0,0.015167,0,0,2,0,0.00505566666666667,2.70727,2.70727,0.271103983973832
"TNFRSF10D","Tnfrsf10b",0.438554,0.38777,0.303333,45,37,22,0.376552333333333,2.4163,2.4163,0.402936607831084
"TNFRSF11A","Tnfrsf11a",0.11197,0.171617,0.129064,19,20,16,0.137550333333333,0.7717,0.7717,0.642067129498975
"TNFRSF11B","Tnfrsf11b",0.011851,0,0,1,0,0,0.00395033333333333,12.2586,12.2586,0.0757206894644482
"TNFRSF12A","Tnfrsf12a",11.028244,8.988052,8.52907,228,206,146,9.515122,18.77375,18.77375,0.531771768126936
"TNFRSF13B","Tnfrsf13b",0.157381,0.065277,0.191466,7,5,11,0.138041333333333,0,0,1.13804133333333
"TNFRSF13C","Tnfrsf13c",0.223416,0,0,3,0,0,0.074472,0,0,1.074472
"TNFRSF14","Tnfrsf14",0.986749,0.595496,0.333316,21,15,8,0.638520333333333,2.65666,2.65666,0.448092065801396
"TNFRSF17","Tnfrsf17",0.097203,0.052304,0,2,1,0,0.0498356666666667,0,0,1.04983566666667
"TNFRSF18","Tnfrsf18",0.683522,0.467499,0.160373,9,4,4,0.437131333333333,0,0,1.43713133333333
"TNFRSF19","Tnfrsf19",0.333488,0.344991,0.453097,44,33,43,0.377192,34.77699,34.77699,0.0384937916800715
"TNFRSF1A","Tnfrsf1a",34.337494,44.068035,50.657261,311,319,277,43.02093,54.86642,54.86642,0.787967619904766
"TNFRSF1B","Tnfrsf1b",0.70061,1.577721,1.07292,91,99,100,1.11708366666667,4.40247,4.40247,0.391873285120818
"TNFRSF21","Tnfrsf21",1.645641,1.68327,1.464388,191,190,121,1.59776633333333,9.47543,9.47543,0.247986606118635
"TNFRSF4","Tnfrsf4",0.264429,0.284374,0,2,3,0,0.182934333333333,0,0,1.18293433333333
"TNFRSF8","Tnfrsf8",0.009211,0,0,1,0,0,0.00307033333333333,0.16446,0.16446,0.861403855292009
"TNFRSF9","Tnfrsf9",0.048748,0,0.081936,3,0,1,0.0435613333333333,0,0,1.04356133333333
"TNFSF10","Tnfsf10",1.069006,1.424842,1.492321,171,211,173,1.328723,55.19534,55.19534,0.0414397884237376
"TNFSF11","Tnfsf11",0,0,0,0,0,0,0,0,0,1
"TNFSF12","Tnfsf12",3.882831,7.254769,4.683729,116,104,63,5.27377633333333,10.08267,10.08267,0.566088887725912
"TNFSF13","Tnfsf13",0.425558,0.278679,0.252698,17,12,8,0.318978333333333,7.98264,7.98264,0.146836379208488
"TNFSF13B","Tnfsf13b",0.343158,0.332366,0.349844,13,11,10,0.341789333333333,1.75846,1.75846,0.486426967704202
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.78435,0.78435,0.560428167119679
"TNFSF15","Tnfsf15",0,0,0,0,0,0,0,0,0,1
"TNFSF18","Tnfsf18",0,0.017841,0,0,1,0,0.005947,0.0506,0.0506,0.957497620407386
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.67049,0.67049,0.598626750234961
"TNFSF8","Tnfsf8",0,0.008832,0,0,1,0,0.002944,0.797,0.797,0.558121313299944
"TNFSF9","Tnfsf9",0.157805,0.083305,0.073153,6,3,2,0.104754333333333,0.0506,0.0506,1.0515461006409
"TNIK","Tnik",1.856968,2.107177,2.170926,343,300,248,2.04502366666667,25.87084,25.87084,0.11332074719907
"TNIP1","Tnip1",4.641864,5.628164,5.095979,309,281,251,5.12200233333333,56.19475,56.19475,0.107037837097519
"TNIP2","Tnip2",2.485384,2.031041,2.590633,66,82,39,2.36901933333333,4.64284,4.64284,0.597043214646053
"TNK1","Tnk1",0,0.018224,0.016967,0,1,1,0.0117303333333333,0.60724,0.60724,0.6294830475432
"TNK2","Tnk2",5.533144,11.262277,12.342905,138,158,145,9.71277533333333,0.93616,0.93616,5.53300106051841
"TNKS","Tnks",3.669177,5.192504,3.824946,723,720,589,4.22887566666667,14.16887,14.16887,0.34471095517772
"TNKS1BP1","Tnks1bp1",5.166481,8.737228,6.381688,455,498,421,6.761799,40.33068,40.33068,0.18779751506629
"TNKS2","Tnks2",22.172567,18.60382,23.283158,1263,1108,948,21.3531816666667,17.53398,17.53398,1.20606484234183
"TNMD","Tnmd",0,0,0,0,0,0,0,0.35422,0.35422,0.738432455583288
"TNN","Tnn",0.009822,0,0.013746,2,0,2,0.007856,0.08856,0.08856,0.925861688836628
"TNNC1","Tnnc1",862.571188,870.983564,919.321905,13843,13055,10979,884.292219,3876.65365,3876.65365,0.228306161124009
"TNNC2","Tnnc2",0.060952,0.615359,0.794815,1,1,2,0.490375333333333,0.15181,0.15181,1.29394199853564
"TNNI1","Tnni1",0,0,0.471531,0,0,7,0.157177,75.77816,75.77816,0.0150716948673946
"TNNI2","Tnni2",0.421629,0.566662,1.18761,4,5,3,0.725300333333333,0,0,1.72530033333333
"TNNI3","Tnni3",2921.792421,3172.450043,3555.078954,27396,28052,23622,3216.44047266667,4005.88135,4005.88135,0.802978723756486
"TNNT1","Tnnt1",3.684262,4.838902,9.497883,65,91,67,6.00701566666667,104.02734,104.02734,0.0667161109351781
"TNNT2","Tnnt2",2403.043001,2260.807208,2151.663889,53246,49864,40941,2271.83803266667,15203.45139,15203.45139,0.149485040556052
"TNNT3","Tnnt3",0.311827,0.12878,0.164051,3,2,2,0.201552666666667,89.70666,89.70666,0.0132465760140068
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0,0,0,0,0,0,0,1
"TNPO1","Tnpo1",5.490472,6.047132,5.178646,1068,820,817,5.57208333333333,49.73021,49.73021,0.129549696982002
"TNPO2","Tnpo2",2.070847,4.133819,3.06046,301,263,248,3.08837533333333,13.28332,13.28332,0.286234246192995
"TNPO3","Tnpo3",8.98905,13.605291,12.013853,650,661,601,11.5360646666667,21.49367,21.49367,0.557315220978465
"TNR","Tnr",0.007284,0.015589,0.018263,3,6,5,0.013712,0,0,1.013712
"TNRC18","Tnrc18",2.777783,3.356719,4.766228,422,470,423,3.63357666666667,5.49044,5.49044,0.713907942553458
"TNRC6A","Tnrc6a",5.398124,4.578158,4.04018,640,576,426,4.672154,57.0297,57.0297,0.0977457060780945
"TNRC6B","Tnrc6b",1.559776,1.615413,2.060332,902,793,736,1.74517366666667,10.01942,10.01942,0.24912142986352
"TNRC6C","Tnrc6c",2.134978,2.434101,2.94581,585,584,480,2.504963,4.76934,4.76934,0.607515417708091
"TNS3","Tns3",1.000392,1.099117,1.441239,262,230,205,1.18024933333333,18.81171,18.81171,0.110048518443553
"TNS4","Tns4",0.125064,0.132909,0.088103,4,4,3,0.115358666666667,0,0,1.11535866666667
"TOB1","Tob1",5.597961,5.602748,6.983949,376,341,336,6.06155266666667,77.04323,77.04323,0.0904825782667717
"TOB2","Tob2",6.118098,7.137932,6.407261,788,823,609,6.55443033333333,27.61665,27.61665,0.263987235869095
"TOE1","Toe1",1.889154,1.060807,1.05779,62,59,45,1.335917,4.18741,4.18741,0.450305065533667
"TOLLIP","Tollip",6.386699,5.688655,7.550176,766,661,619,6.54184333333333,7.85613,7.85613,0.851595824963425
"TOM1","Tom1",26.560541,31.748665,40.710933,586,605,532,33.006713,6.89467,6.89467,4.30755345061922
"TOM1L1","Tom1l1",3.212369,2.73534,2.223178,208,155,119,2.723629,19.15328,19.15328,0.184765407913749
"TOM1L2","Tom1l2",13.811021,12.28887,15.331713,1800,1532,1412,13.8105346666667,94.77963,94.77963,0.154631362291404
"TOMM20","Tomm20",19.684562,22.915769,24.952187,549,516,475,22.517506,118.95526,118.95526,0.196052311503472
"TOMM20L","Tomm20l",0,0,0,0,0,0,0,0,0,1
"TOMM22","Tomm22",20.112433,27.184628,26.945475,463,596,454,24.747512,128.5825,128.5825,0.198695904153724
"TOMM34","Tomm34",2.595113,2.306168,2.905789,158,131,127,2.60235666666667,10.81641,10.81641,0.304860500496062
"TOMM40","Tomm40",9.450712,12.356806,15.501066,424,455,391,12.4361946666667,15.64901,15.64901,0.807026644026682
"TOMM40L","Tomm40l",14.908768,16.024907,19.167962,590,591,486,16.7005456666667,35.35892,35.35892,0.486828147444057
"TOMM5","Tomm5",30.956294,36.815925,33.376665,415,443,316,33.7162946666667,114.84376,114.84376,0.299682043009193
"TOMM6","Tomm6",11.778657,15.857084,12.482744,187,232,141,13.3728283333333,379.28296,379.28296,0.0377950890393126
"TOMM7","Tomm7",11.448627,12.144884,9.86593,346,343,214,11.153147,381.47154,381.47154,0.0317752975816188
"TONSL","Tonsl",0.177812,0.253054,0.307671,5,12,3,0.246179,0.12651,0.12651,1.1062298603652
"TOP1","Top1",5.175002,4.635907,4.867869,581,511,398,4.892926,29.93174,29.93174,0.190513886383372
"TOP1MT","Top1mt",0.999395,0.845963,0.899822,42,41,30,0.91506,2.92233,2.92233,0.48824550713479
"TOP2A","Top2a",0.698787,0.404897,0.823696,60,49,31,0.64246,0.35422,0.35422,1.21284577099733
"TOP2B","Top2b",12.759099,13.293336,16.988063,955,895,821,14.3468326666667,159.48835,159.48835,0.0956258361847864
"TOP3A","Top3a",0.496267,0.650836,0.659726,59,43,37,0.602276333333333,13.04295,13.04295,0.114098272324072
"TOP3B","Top3b",7.108311,6.073935,5.844514,211,173,153,6.34225333333333,9.817,9.817,0.678769837601306
"TOPBP1","Topbp1",3.033653,4.088309,2.342506,219,177,151,3.15482266666667,13.83995,13.83995,0.279975516539252
"TOPORS","Topors",1.37363,1.206519,1.395988,162,133,118,1.325379,12.52427,12.52427,0.171941184256156
"TOR1A","Tor1a",2.017762,2.618565,1.68224,47,58,37,2.106189,18.64725,18.64725,0.158097901741974
"TOR1AIP1","Tor1aip1",17.638209,20.693078,19.223502,1243,1156,941,19.1849296666667,68.2636,68.2636,0.291421896445848
"TOR1AIP2","Tor1aip2",7.97749,10.820636,8.197386,631,741,558,8.998504,21.06354,21.06354,0.453168621173212
"TOR1B","Tor1b",4.839607,3.941037,4.760907,267,269,201,4.51385033333333,12.66343,12.66343,0.403548035400579
"TOR2A","Tor2a",1.694538,6.303776,1.856831,56,77,45,3.28504833333333,0.78435,0.78435,2.40146178346924
"TOR3A","Tor3a",1.028144,3.43897,1.581051,103,135,92,2.016055,7.3501,7.3501,0.36119986586987
"TOR4A","Tor4a",0.358188,0.389057,0.451026,40,41,36,0.399423666666667,1.11327,1.11327,0.662207700230764
"TOX","Tox",0.061754,0.034783,0.085725,8,4,8,0.060754,0.18976,0.18976,0.891569728348575
"TOX3","Tox3",0.322193,0.198244,0.20497,33,19,15,0.241802333333333,0,0,1.24180233333333
"TOX4","Tox4",3.097946,3.505075,2.535017,383,393,301,3.04601266666667,54.94233,54.94233,0.0723247077243058
"TP53I11","Trp53i11",2.703846,2.988086,3.011675,224,208,166,2.90120233333333,13.47308,13.47308,0.269548868197601
"TP53INP1","Trp53inp1",1.223981,1.535892,1.386622,217,185,140,1.382165,15.34539,15.34539,0.145739257368591
"TPBG","Tpbg",0.174544,0.009338,0.027804,3,1,2,0.070562,2.54281,2.54281,0.302178778991817
"TPBGL","Tpbgl",0.213329,0.143644,0.370565,18,14,20,0.242512666666667,0.11386,0.11386,1.11550164892057
"TPCN1","Tpcn1",2.564284,2.963094,3.120122,424,440,355,2.8825,57.56104,57.56104,0.0662983444283093
"TPCN2","Tpcn2",0.54788,0.506294,0.585848,29,27,23,0.546674,2.74522,2.74522,0.412972802665798
"TPD52","Tpd52",3.362796,3.040292,4.186919,210,175,187,3.53000233333333,38.28125,38.28125,0.115322255104747
"TPD52L1","Tpd52l1",1.911174,2.650181,1.631541,53,66,35,2.06429866666667,102.58515,102.58515,0.0295824127943693
"TPD52L2","Tpd52l2",14.194115,17.251423,13.643971,402,404,317,15.0298363333333,52.48808,52.48808,0.299689881060104
"TPGS1","Tpgs1",1.378842,1.657694,1.364392,44,59,28,1.466976,0.32892,0.32892,1.85637660656774
"TPGS2","Tpgs2",0.787044,0.866589,0.891047,100,106,81,0.848226666666667,48.41453,48.41453,0.0374024940977212
"TPH1","Tph1",0,0,0,0,0,0,0,0.37952,0.37952,0.724889816747854
"TPH2","Tph2",0,0,0,0,0,0,0,0,0,1
"TPI1","Tpi1",292.190438,291.244336,339.311891,4705,4670,4266,307.582221666667,841.88394,841.88394,0.366102860693569
"TPK1","Tpk1",0.479236,1.733048,0.466453,37,29,27,0.892912333333333,8.33686,8.33686,0.202735430683692
"TPM1","Tpm1",2289.615982,2350.692686,2583.881745,67817,64986,55353,2408.063471,18572.60645,18572.60645,0.129703591894508
"TPM2","Tpm2",15.275481,8.663866,19.329709,202,132,156,14.4230186666667,571.9796,571.9796,0.0269172212530196
"TPM3","Tpm3",21.671241,29.774495,28.376066,493,519,348,26.6072673333333,124.83787,124.83787,0.219387592410244
"TPM4","Tpm4",16.848795,19.044366,17.846126,1035,1120,786,17.9130956666667,142.08088,142.08088,0.132184647359358
"TPMT","Tpmt",3.808227,4.980609,5.17582,30,47,39,4.65488533333333,28.32509,28.32509,0.192834372659499
"TPO","Tpo",0,0,0.012474,0,0,1,0.004158,6.5278,6.5278,0.1333932888759
"TPP1","Tpp1",9.264426,13.997716,10.562536,471,520,369,11.2748926666667,117.8926,117.8926,0.103243538005449
"TPP2","Tpp2",14.178339,8.085313,8.754452,650,632,555,10.339368,54.79052,54.79052,0.203249010763836
"TPPP","Tppp",3.002351,1.762144,1.886825,267,270,220,2.21710666666667,1.89762,1.89762,1.1102583039414
"TPPP2","Tppp2",0,0,0,0,0,0,0,4.04825,4.04825,0.198088446491358
"TPPP3","Tppp3",4.505559,4.818121,4.015174,117,122,78,4.44628466666667,3.95969,3.95969,1.09810989530932
"TPR","Tpr",88.668966,96.152332,119.831585,1753,1694,1388,101.550961,65.80934,65.80934,1.53497940557413
"TPRA1","Tpra1",23.410364,23.9461,30.692447,182,166,133,26.0163036666667,2.18858,2.18858,8.47283231616163
"TPRKB","Tprkb",3.558293,2.27836,3.562778,93,92,88,3.13314366666667,87.73314,87.73314,0.0465794816532658
"TPRN","Tprn",0.973078,0.299123,0.977487,22,23,27,0.749896,26.22506,26.22506,0.0642751935165616
"TPSB2","Tpsab1",0,0,0,0,0,0,0,0.11386,0.11386,0.897778895013736
"TPSG1","Tpsg1",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"TPST1","Tpst1",2.608342,2.45023,2.708717,141,131,111,2.58909633333333,7.52721,7.52721,0.420899254660473
"TPST2","Tpst2",9.820543,15.046419,11.486099,163,196,160,12.117687,23.60635,23.60635,0.533101699358093
"TPT1","Tpt1",441.980386,445.103565,496.712957,6211,5763,5013,461.265636,10081.72086,10081.72086,0.0458473107029961
"TPX2","Tpx2",0.119237,0.547696,0.431997,14,16,13,0.36631,0.54398,0.54398,0.884927265897227
"TRA2A","Tra2a",6.262089,5.366627,4.438653,399,316,194,5.35578966666667,128.77226,128.77226,0.0489764890175039
"TRA2B","Tra2b",7.542993,8.54587,7.16989,415,462,327,7.75291766666667,92.08501,92.08501,0.0940314414390315
"TRABD","Trabd",5.052506,6.01076,5.594819,347,354,249,5.552695,0.91086,0.91086,3.42918633494866
"TRABD2B","Trabd2b",7.767566,8.112011,9.632229,1744,1709,1549,8.50393533333333,0,0,9.50393533333333
"TRADD","Tradd",0.80337,1.099599,0.722303,25,31,21,0.875090666666667,1.36628,1.36628,0.792421297000637
"TRAF1","Traf1",0.205526,0.435366,0.293323,7,11,5,0.311405,2.64401,2.64401,0.359879638091004
"TRAF2","Traf2",1.615422,1.464063,1.628938,127,114,90,1.56947433333333,0.8476,0.8476,1.39070920834235
"TRAF3","Traf3",1.105229,1.415098,1.707824,270,262,245,1.40938366666667,2.94763,2.94763,0.610336750573551
"TRAF3IP1","Traf3ip1",0.764934,0.790037,0.981527,77,78,52,0.845499333333333,8.36216,8.36216,0.19712324221476
"TRAF3IP2","Traf3ip2",1.464356,3.171939,3.114999,44,34,32,2.58376466666667,12.14475,12.14475,0.272638480508695
