"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"IL17RC",34.35756,46.11993,44.98586,41.8211166666667,14.01706,14.01706,2.85149800737739
"IL17RD",5.4336,8.70448,4.67556,6.27121333333333,5.36393,5.36393,1.14256651681168
"IL17RE",17.26161,6.96358,1.70418,8.64312333333333,0.65784,0.65784,5.81667913268671
"IL17REL",0.03313,0.11053,0.41512,0.18626,0,0,1.18626
"IL18",9.74071,3.59233,3.10247,5.47850333333333,3.2892,3.2892,1.51042230097299
"IL18BP",9.01182,11.02568,10.35614,10.1312133333333,4.46572,4.46572,2.03655023186942
"IL18R1",1.49093,1.27113,0.10924,0.9571,3.64342,3.64342,0.421478134650753
"IL18RAP",0.49698,0.38687,1.94451,0.942786666666667,0.8223,0.8223,1.06611790960142
"IL19",0,0,0,0,0,0,1
"IL1A",0.53011,0.05527,2.55626,1.04721333333333,0,0,2.04721333333333
"IL1B",1.09335,0.1658,4.52262,1.92725666666667,0.0506,0.0506,2.78627133701377
"IL1F10",0.13253,0,0,0.0441766666666667,0,0,1.04417666666667
"IL1R1",4.82066,6.49382,3.12432,4.81293333333333,23.5178,23.5178,0.237090331650202
"IL1R2",4.92005,3.23309,6.20495,4.78603,0.83495,0.83495,3.15323578299136
"IL1RAP",4.47278,5.91352,11.6015,7.32926666666667,7.04648,7.04648,1.03514414584597
"IL1RAPL1",1.44123,1.38166,2.44702,1.75663666666667,0.35422,0.35422,2.0355899829176
"IL1RAPL2",1.4081,0.80136,0.48066,0.896706666666667,0,0,1.89670666666667
"IL1RL1",3.03155,0.6632,0.48066,1.39180333333333,6.00912,6.00912,0.341241601418343
"IL1RL2",1.19274,0.30397,0.93948,0.812063333333333,0.10121,0.10121,1.64552023077645
"IL1RN",1.01052,0.9948,1.83527,1.28019666666667,0.20241,0.20241,1.89635537517708
"IL2",0,0,0,0,0,0,1
"IL20",0,0,0,0,0,0,1
"IL20RA",3.56166,6.74252,2.0319,4.11202666666667,3.2639,3.2639,1.19890866733898
"IL20RB",1.4081,0.60793,0.52436,0.846796666666667,0.65784,0.65784,1.11397762550467
"IL21",0,0,0,0,0,0,1
"IL21R",2.46831,1.10533,0.52436,1.366,0,0,2.366
"IL22",0,0,0,0,0,0,1
"IL22RA1",0.24849,0.19343,0,0.147306666666667,0.06325,0.06325,1.07905635237871
"IL22RA2",0,0,0,0,0.03795,0.03795,0.963437545161135
"IL23A",1.06021,0.829,0,0.629736666666667,0.18976,0.18976,1.36980287340864
"IL23R",0.13253,0.13817,0.10924,0.126646666666667,0,0,1.12664666666667
"IL24",0.06626,0,0,0.0220866666666667,0.8729,0.8729,0.545724099880755
"IL25",0,0.3316,0,0.110533333333333,0,0,1.11053333333333
"IL26",0,0,0,0,0,0,1
"IL27",0.51354,0.9119,0,0.475146666666667,0,0,1.47514666666667
"IL27RA",2.10386,2.29356,4.54447,2.98063,2.12533,2.12533,1.27366710075416
"IL28A",0,0,0,0,0,0,1
"IL28B",0,0,0,0,0,0,1
"IL28RA",3.76045,2.56989,2.27223,2.86752333333333,0.73375,0.73375,2.23072722903148
"IL29",0,0.19343,0,0.0644766666666667,0,0,1.06447666666667
"IL2RA",0.21536,0,0.41512,0.21016,0.78435,0.78435,0.678207750721551
"IL2RB",0.51354,0.80136,3.10247,1.47245666666667,0.25302,0.25302,1.97319808675573
"IL2RG",2.55114,4.28316,10.9242,5.9195,2.3657,2.3657,2.05588733398699
"IL3",0,0,0,0,0,0,1
"IL31",0,0,0,0,0,0,1
"IL31RA",0.03313,0.05527,0.06555,0.0513166666666667,0.21506,0.21506,0.86523847930692
"IL32",14.72703,13.1258,10.33429,12.72904,10.71521,10.71521,1.17189875384223
"IL33",9.11121,21.49868,9.02339,13.2110933333333,42.79758,42.79758,0.324472113147195
"IL34",29.60316,24.64888,15.0754,23.1091466666667,0.40482,0.40482,17.1617336503372
"IL36A",0,0,0,0,0,0,1
"IL36B",0,0,0,0,0,0,1
"IL36G",0.29819,0,0,0.0993966666666667,0,0,1.09939666666667
"IL36RN",0,1.51983,0,0.50661,0,0,1.50661
"IL37",0.59637,0,0,0.19879,0,0,1.19879
"IL3RA",0,0,0,0,0,0,1
"IL4",0,1.2435,0,0.4145,0,0,1.4145
"IL4I1",0.33132,0.1658,0.54621,0.347776666666667,0,0,1.34777666666667
"IL4R",20.40912,15.7786,13.41492,16.5342133333333,3.93439,3.93439,3.55347131729217
"IL5",0.16566,0,0.28403,0.149896666666667,0.11386,0.11386,1.03235295877998
"IL5RA",0,0.829,0.10924,0.312746666666667,0.10121,0.10121,1.19209475637405
"IL6",2.81619,1.79616,3.25541,2.62258666666667,0,0,3.62258666666667
"IL6R",5.35077,3.61996,8.936,5.96891,3.63077,3.63077,1.50491386961564
"IL6RP1",0,0,0,0,0,0,1
"IL6ST",36.14667,31.69536,17.08545,28.30916,68.82023,68.82023,0.419780341600135
"IL6STP1",0,0,0,0,0,0,1
"IL7",5.78148,3.09493,5.72428,4.86689666666667,0.8476,0.8476,3.17541495273147
"IL7R",0.53011,0.38687,0.41512,0.444033333333333,0.35422,0.35422,1.06632108027745
"IL8",0.77859,0.7461,3.08062,1.53510333333333,0.10121,0.10121,2.30210707615562
"IL9",0.49698,0,0.52436,0.340446666666667,0,0,1.34044666666667
"IL9R",0,0,0,0,0,0,1
"IL9RP2",0,0,0,0,0,0,1
"IL9RP3",0.31475,0,0,0.104916666666667,0,0,1.10491666666667
"IL9RP4",0,0,0,0,0,0,1
"ILDR1",0,0.19343,0,0.0644766666666667,0,0,1.06447666666667
"ILDR2",0.97738,1.4922,2.46887,1.64615,0.7717,0.7717,1.49356550206017
"ILF2",62.46979,52.47558,50.33872,55.0946966666667,134.36391,134.36391,0.414399204829904
"ILF3",118.31324,121.55876,160.17065,133.34755,51.53927,51.53927,2.55708825036968
"ILK",38.58184,41.64334,51.3656,43.8635933333333,170.25416,170.25416,0.261970823560335
"ILKAP",39.19478,31.97169,41.57751,37.5813266666667,38.86319,38.86319,0.967843433168963
"ILVBL",43.89948,41.58807,27.87856,37.7887033333333,10.24713,10.24713,3.44876455889932
"IMMP1L",440.81704,317.72735,533.27584,430.606743333333,48.35127,48.35127,8.74560560109868
"IMMP2L",74.81134,81.04838,93.92629,83.2620033333333,27.7052,27.7052,2.93542645002764
"IMMT",40.53661,34.37579,29.97601,34.9628033333333,398.14527,398.14527,0.0900995352727926
"IMMTP1",0,0,0,0,0.03795,0.03795,0.963437545161135
"IMP3",58.49399,54.68624,51.14711,54.77578,31.00706,31.00706,1.74260866196395
"IMP4",92.53679,88.92387,103.25556,94.9054066666667,18.87496,18.87496,4.82543897782268
"IMPA1",16.59897,15.06013,12.75947,14.80619,70.08531,70.08531,0.222355223603864
"IMPA1P",0,0.19343,0.30588,0.166436666666667,0,0,1.16643666666667
"IMPA2",15.3731,22.16188,14.96616,17.50038,27.08531,27.08531,0.658720875788802
"IMPACT",18.96789,20.83549,16.86697,18.8901166666667,22.24007,22.24007,0.855854421551513
"IMPAD1",11.24821,11.41254,11.25193,11.3042266666667,46.97234,46.97234,0.256485855529805
"IMPDH1",41.28208,48.05426,41.1187,43.4850133333333,4.31392,4.31392,8.37141193945963
"IMPDH1P10",1.09335,1.4093,0.96133,1.15466,1.20182,1.20182,0.978581355424149
"IMPDH1P11",0,0,0,0,0,0,1
"IMPDH1P4",0,0,0,0,0,0,1
"IMPDH1P6",0,0,0,0,0.12651,0.12651,0.887697401709705
"IMPDH2",57.20185,57.42194,62.50828,59.0440233333333,68.16239,68.16239,0.868160040931688
"IMPG1",7.3221,5.63719,1.15797,4.70575333333333,0.25302,0.25302,4.55360116624901
"IMPG2",0.0994,0,0,0.0331333333333333,0.03795,0.03795,0.995359442490807
"INA",66.59468,52.97298,73.1703,64.2459866666667,0.0506,0.0506,62.1035471793896
"INADL",7.83564,20.89075,24.29543,17.67394,188.6737,188.6737,0.0984529747666651
"INCA1",3.72731,5.91352,5.15622,4.93235,1.32833,1.32833,2.54789913800879
"INCENP",13.65025,4.75292,6.88225,8.42847333333333,3.66873,3.66873,2.01949423790481
"INE1",2.60084,3.01203,3.88902,3.16729666666667,2.97293,2.97293,1.04892275138668
"INF2",143.162,141.20602,150.79768,145.055233333333,3.54222,3.54222,32.1550328547128
"ING1",11.72862,16.63523,9.15448,12.50611,3.99765,3.99765,2.70249217132052
"ING2",11.48013,10.72171,7.99652,10.06612,18.45748,18.45748,0.568733463942915
"ING3",7.45463,7.70968,8.8486,8.00430333333333,20.92439,20.92439,0.410698009537932
"ING4",56.9368,44.62773,46.62449,49.39634,34.44807,34.44807,1.4216948905822
"ING5",49.96258,56.81401,23.81476,43.53045,7.00853,7.00853,5.5603774974933
"INGX",1.73941,0.93953,2.38148,1.68680666666667,0,0,2.68680666666667
"INHA",8.38232,6.35565,6.07386,6.93727666666667,0.63254,0.63254,4.86191864619958
"INHBA",1.02708,0.88426,0.43697,0.78277,2.89703,2.89703,0.457468892977473
"INHBB",5.31764,12.93237,5.33101,7.86034,0.64519,0.64519,5.38560287869486
"INHBC",0.26505,0.0829,0.21848,0.18881,0,0,1.18881
"INHBE",0.24849,0.2487,0.89578,0.464323333333333,0.21506,0.21506,1.20514487624754
"INIP",12.22559,14.2035,13.93928,13.4561233333333,15.50985,15.50985,0.875605976634151
"INMT",2.17013,2.45936,1.96636,2.19861666666667,31.98117,31.98117,0.0969831169320757
"INMT-FAM188B",0.16566,0,0,0.05522,2.77052,2.77052,0.279860602781579
"INO80",15.80381,15.47463,15.51237,15.5969366666667,14.91527,14.91527,1.04283098349363
"INO80B",57.50004,53.35985,66.76872,59.2095366666667,14.80141,14.80141,3.81039012763207
"INO80C",63.46374,63.66706,66.59393,64.57491,29.23595,29.23595,2.1687729342058
"INO80D",2.35235,1.96196,1.94451,2.08627333333333,5.51574,5.51574,0.473664285765444
"INO80E",83.16052,99.28634,133.99626,105.48104,10.90497,10.90497,8.94425101449227
"INPP1",29.23871,29.87157,34.82636,31.3122133333333,36.18122,36.18122,0.869046613675757
"INPP4A",23.73885,19.86832,15.09725,19.56814,12.00559,12.00559,1.5814845770165
"INPP4B",9.9892,10.39011,12.30065,10.89332,27.30038,27.30038,0.42025301427048
"INPP5A",382.40588,281.83173,98.84218,254.35993,70.36362,70.36362,3.57829283323912
"INPP5B",17.39413,13.18107,20.5812,17.0521333333333,16.10444,16.10444,1.05540627657692
"INPP5D",28.92396,23.07378,25.25675,25.7514966666667,3.84584,3.84584,5.52050762440912
"INPP5E",16.53271,17.38133,29.49535,21.1364633333333,3.41571,3.41571,5.01311529365229
"INPP5F",86.82157,51.78475,44.92032,61.1755466666667,8.22301,8.22301,6.74135088942402
"INPP5J",10.0389,9.56111,20.01314,13.2043833333333,6.27479,6.27479,1.95254891664685
"INPP5K",41.53056,46.06466,38.16916,41.92146,31.93056,31.93056,1.30339295778754
"INPPL1",108.10868,105.53146,110.53107,108.05707,87.64459,87.64459,1.2302732744322
"INS",0,1.43693,0,0.478976666666667,0,0,1.47897666666667
"INS-IGF2",1.19274,0.44213,0,0.544956666666667,0,0,1.54495666666667
"INSC",1.24244,0.80136,0.96133,1.00171,0.26567,0.26567,1.58154179209431
"INSIG1",10.13829,8.28998,37.77589,18.73472,8.88085,8.88085,1.99726946568362
"INSIG2",11.56296,7.35045,10.50908,9.80749666666667,25.65578,25.65578,0.405446648594289
"INSL3",1.15961,0.77373,2.42517,1.45283666666667,0,0,2.45283666666667
"INSL4",0,0,0,0,0,0,1
"INSL5",0.19879,0.2487,0,0.149163333333333,0,0,1.14916333333333
"INSL6",0,0,0,0,0,0,1
"INSM1",7.83564,4.94636,2.31593,5.03264333333333,0.0253,0.0253,5.88378360804968
"INSM2",1.29214,0.9948,1.09242,1.12645333333333,0.06325,0.06325,1.99995610941296
"INSR",9.04495,9.06371,8.54273,8.88379666666667,48.12356,48.12356,0.201202776563154
"INSRR",0.39758,0.4145,0,0.270693333333333,0.08856,0.08856,1.16731584233605
"INTS1",107.47918,78.28506,128.25013,104.671456666667,1.37893,1.37893,44.4197419287943
"INTS10",150.68289,110.86468,142.34235,134.629973333333,33.34745,33.34745,3.94876397908239
"INTS12",10.0389,9.56111,7.40661,9.00220666666667,38.72403,38.72403,0.251792345002928
"INTS2",5.74835,5.08452,5.06883,5.30056666666667,9.02,9.02,0.628799068529607
"INTS3",55.26365,45.87123,49.50848,50.2144533333333,34.04324,34.04324,1.46146456016434
"INTS4",14.71047,10.33484,15.44682,13.4973766666667,21.67078,21.67078,0.639474101317496
"INTS4L1",2.31922,1.35403,2.46887,2.04737333333333,0.92351,0.92351,1.5842773540732
"INTS4L2",0.36445,0,0.6773,0.34725,0,0,1.34725
"INTS5",7.2724,6.71488,7.18812,7.05846666666667,1.34098,1.34098,3.44234750688458
"INTS6",13.21954,10.80461,17.60981,13.8779866666667,29.91909,29.91909,0.481190962174717
"INTS6P1",0.0497,0,0,0.0165666666666667,0,0,1.01656666666667
"INTS7",5.54956,4.28316,2.62181,4.15151,9.89291,9.89291,0.472923213356211
"INTS8",31.40884,23.59881,30.41298,28.4735433333333,52.76639,52.76639,0.54817783625297
"INTS9",17.54323,14.92197,19.31399,17.25973,14.51044,14.51044,1.17725415913411
"INTU",13.78278,18.62482,22.08874,18.1654466666667,9.51338,9.51338,1.82295766600909
"INVS",5.18511,7.54388,7.42846,6.71915,5.21212,5.21212,1.24259512050637
"IP6K1",41.82875,40.89724,44.70183,42.47594,6.26213,6.26213,5.98666506933916
"IP6K2",86.04298,55.98501,50.6883,64.2387633333333,75.62635,75.62635,0.851388110399795
"IP6K3",2.88246,0.9119,1.59493,1.79643,34.25831,34.25831,0.0793126499823729
"IPCEF1",13.36863,8.64921,22.5694,14.8624133333333,0.20241,0.20241,13.1921834759636
"IPMK",1.83881,1.5751,2.09745,1.83712,2.45425,2.45425,0.821341825287689
"IPMKP1",0,0,0,0,0,0,1
"IPO11",14.13066,12.96,7.5814,11.5573533333333,30.93115,30.93115,0.393263422499137
"IPO13",148.57903,105.7249,138.32224,130.87539,30.33656,30.33656,4.20835567145851
"IPO4",11.43043,7.35045,6.42343,8.40143666666667,2.54281,2.54281,2.65366662809088
"IPO5",38.03517,36.28248,38.84646,37.72137,101.96527,101.96527,0.376062433478784
"IPO7",21.17115,19.23276,16.29891,18.90094,105.38098,105.38098,0.187072350715325
"IPO7P1",0,0,0,0,0,0,1
"IPO7P2",0,0.0829,0,0.0276333333333333,0,0,1.02763333333333
"IPO8",16.66524,15.5299,8.71751,13.63755,25.99735,25.99735,0.542184695905339
"IPO8P1",0.13253,0.27633,0,0.136286666666667,0,0,1.13628666666667
"IPO9",30.21609,25.20154,44.04638,33.15467,16.23095,16.23095,1.98216987455712
"IPP",30.59711,33.32572,30.7407,31.55451,18.96352,18.96352,1.63069989661142
"IPPK",14.57794,11.44017,11.88553,12.6345466666667,11.24654,11.24654,1.11333867906092
"IPPKP1",0,0,0,0,0,0,1
"IQCA1",29.63629,33.21519,16.53924,26.4635733333333,0.35422,0.35422,20.279993895625
"IQCB1",12.0268,6.93595,10.68387,9.88220666666667,12.44837,12.44837,0.809184062207291
"IQCB2P",0,0,0,0,0,0,1
"IQCC",5.51643,4.42132,3.77977,4.57250666666667,1.94822,1.94822,1.89012579341659
"IQCD",3.28004,3.92392,2.09745,3.10047,1.35363,1.35363,1.74218972395831
"IQCE",15.40623,28.2412,21.9358,21.8610766666667,2.83377,2.83377,5.96307985785967
"IQCF1",0,0,0.37142,0.123806666666667,0,0,1.12380666666667
"IQCF2",0,0,0,0,0,0,1
"IQCF3",0,0,1.00503,0.33501,0,0,1.33501
"IQCF5",0,0,0,0,0,0,1
"IQCF6",0,0,0,0,0,0,1
"IQCG",14.41228,23.93041,14.44179,17.5948266666667,8.9441,8.9441,1.86993560670817
"IQCH",3.06468,4.08972,3.10247,3.41895666666667,1.18917,1.18917,2.01855345481012
"IQCJ",0.0994,0,0,0.0331333333333333,0.11386,0.11386,0.927525302401858
"IQCJ-SCHIP1",82.94517,87.43167,144.57089,104.982576666667,59.3954,59.3954,1.75481206626112
"IQCK",41.49743,52.06108,50.55721,48.0385733333333,21.91115,21.91115,2.14038026608587
"IQGAP1",44.87686,36.44828,31.17767,37.5009366666667,94.28624,94.28624,0.404055576824804
"IQGAP2",1.06021,5.41612,3.40835,3.29489333333333,6.83142,6.83142,0.548418209383909
"IQGAP3",0.41415,0.02763,1.9882,0.809993333333333,0.0759,0.0759,1.68230628620999
"IQSEC1",80.77504,76.87576,103.64883,87.0998766666667,25.55457,25.55457,3.317691706801
"IQSEC2",53.5408,52.33742,59.71169,55.1966366666667,5.84466,5.84466,8.21028899414531
"IQSEC3",74.94387,75.9915,160.71686,103.884076666667,0.13916,0.13916,92.0714181209546
"IQUB",0.36445,0.6632,1.11427,0.713973333333333,0.49338,0.49338,1.14771413393331
"IRAK1",45.82112,47.55686,62.04947,51.80915,8.79229,8.79229,5.39293158188738
"IRAK1BP1",5.15198,3.97919,1.61678,3.58265,2.83377,2.83377,1.19533774848256
"IRAK2",1.52406,0.9119,2.77475,1.73690333333333,1.21447,1.21447,1.2359179999428
"IRAK3",1.37496,1.13296,1.07057,1.19283,7.10974,7.10974,0.270394611911109
"IRAK4",6.6429,4.86346,3.62684,5.0444,9.63989,9.63989,0.568088579863138
"IREB2",13.36863,16.91156,7.86543,12.7152066666667,19.38099,19.38099,0.672941141066585
"IRF1",7.47119,6.32802,6.46713,6.75544666666667,6.78082,6.78082,0.996738989806559
"IRF2",15.15774,23.73698,18.09048,18.9950666666667,25.2889,25.2889,0.760589703892771
"IRF2BP1",21.15458,22.57638,32.35749,25.3628166666667,0.98676,0.98676,13.2692507734536
"IRF2BP2",20.62447,21.30525,16.36445,19.43139,38.64813,38.64813,0.515317872494869
"IRF2BPL",22.38045,21.02892,25.49709,22.96882,7.05913,7.05913,2.97412003528917
"IRF3",31.21005,35.31532,32.99109,33.1721533333333,6.89467,6.89467,4.32850940360184
"IRF4",1.65658,0.0829,1.44199,1.06049,0.13916,0.13916,1.80878015379753
"IRF5",7.68655,4.47659,4.7848,5.64931333333333,0.98676,0.98676,3.34681256585261
"IRF5P1",0,0,0,0,0,0,1
"IRF6",0.76203,2.18303,0.24033,1.06179666666667,23.35334,23.35334,0.0846617616584282
"IRF7",17.62606,18.56956,16.25521,17.48361,0.22771,0.22771,15.0553550920006
"IRF8",5.35077,3.48179,1.83527,3.55594333333333,1.11327,1.11327,2.15587375646904
"IRF9",116.78918,134.10426,130.52236,127.1386,61.35627,61.35627,2.05494331203582
"IRG1",0.18222,0,0,0.06074,0,0,1.06074
"IRGC",0.14909,0,0.28403,0.144373333333333,0,0,1.14437333333333
"IRGM",0.06626,0,0,0.0220866666666667,0,0,1.02208666666667
"IRGQ",7.4215,6.88068,8.28055,7.52757666666667,10.57605,10.57605,0.736656861940529
"IRS1",10.51931,10.50064,16.69218,12.57071,6.5784,6.5784,1.79070912065871
"IRS2",13.78278,15.58516,19.99129,16.4530766666667,7.03383,7.03383,2.17244784451086
"IRS4",0.11596,0.27633,0.15294,0.181743333333333,0,0,1.18174333333333
"IRX1",1.02708,0.85663,0,0.627903333333333,0,0,1.62790333333333
"IRX1P1",0,0,0,0,0,0,1
"IRX2",0.38101,0.2487,0.15294,0.260883333333333,4.26331,4.26331,0.239560910023034
"IRX3",1.65658,5.63719,0.17479,2.48952,94.27359,94.27359,0.0366263095575594
"IRX4",0,0.93953,0,0.313176666666667,1.03736,1.03736,0.644548173453227
"IRX5",0.06626,0.35923,0,0.14183,21.87319,21.87319,0.0499200155290976
"IRX6",1.92164,1.1606,0.06555,1.04926333333333,3.39041,3.39041,0.466758989099727
"ISCA1",45.10879,40.81434,50.25133,45.3914866666667,181.90553,181.90553,0.253636326177053
"ISCA1P1",0,0,0,0,3.07414,3.07414,0.245450573617991
"ISCA1P2",0,0,0,0,0,0,1
"ISCA1P3",0,0,0,0,0,0,1
"ISCA1P4",0,0,0,0,0,0,1
"ISCA1P6",0,0,0,0,0,0,1
"ISCA2",28.14536,29.34653,18.15602,25.21597,54.90437,54.90437,0.468943125555301
"ISCA2P1",0,0,0,0,0.30362,0.30362,0.767094705512343
"ISCU",356.33125,389.21462,448.17631,397.907393333333,860.93601,860.93601,0.462803953779972
"ISCUP1",0,0,0,0,0,0,1
"ISG15",39.89055,55.84684,63.05449,52.9306266666667,0,0,53.9306266666667
"ISG20",8.21666,19.78542,12.25695,13.4196766666667,0.30362,0.30362,11.0612576261999
"ISG20L2",16.40018,14.39693,20.31902,17.03871,18.40688,18.40688,0.929500774982893
"ISL1",2.13699,1.21586,0,1.11761666666667,0.03795,0.03795,2.04019140292564
"ISL2",0.18222,0.11053,0,0.0975833333333333,0,0,1.09758333333333
"ISLR",6.19562,5.00162,7.88727,6.36150333333333,6.18623,6.18623,1.02439016470852
"ISLR2",20.93922,18.48666,11.12084,16.8489066666667,0.27832,0.27832,13.9627844879738
"ISM1",1.09335,1.79616,0.50251,1.13067333333333,1.36628,1.36628,0.900431619813941
"ISM2",4.80409,2.73569,0.78654,2.77544,0,0,3.77544
"ISOC1",10.28739,10.25194,7.62509,9.38814,136.96997,136.96997,0.0752927611711447
"ISOC2",61.55867,56.17844,75.15851,64.29854,1.60665,1.60665,25.0507509638808
"ISPD",4.05863,5.08452,5.57134,4.90483,6.69226,6.69226,0.767632659322488
"IST1",186.63077,147.009,116.08057,149.90678,170.59573,170.59573,0.879432023162814
"ISX",0.29819,0.05527,0.19664,0.183366666666667,0,0,1.18336666666667
"ISY1",21.63499,26.36214,26.52396,24.8403633333333,41.30479,41.30479,0.610814126091474
"ISY1-RAB43",3.66105,1.51983,0,1.72696,0.55663,0.55663,1.75183569634403
"ISYNA1",92.30487,141.37182,117.54441,117.0737,3.11209,3.11209,28.7137927428631
"ITCH",15.15774,8.70448,9.46036,11.1075266666667,24.80817,24.80817,0.469135419778569
"ITFG1",504.59553,293.52061,429.60516,409.240433333333,165.19385,165.19385,2.46844533256395
"ITFG2",44.99283,30.59003,36.46499,37.3492833333333,28.56546,28.56546,1.29709746891587
"ITFG3",26.671,31.03216,25.34415,27.6824366666667,39.59693,39.59693,0.706517381158296
"ITGA1",4.32368,7.01885,3.69238,5.01163666666667,17.87555,17.87555,0.318488026397465
"ITGA10",6.02997,6.54909,5.89907,6.15937666666667,2.30244,2.30244,2.16790514488277
"ITGA11",1.75598,0.88426,1.66048,1.43357333333333,6.37599,6.37599,0.329931756053538
"ITGA2",1.44123,2.40409,1.42015,1.75515666666667,0.64519,0.64519,1.67467384719495
"ITGA2B",8.94555,0.93953,14.3107,8.06526,0.0253,0.0253,8.84156832146689
"ITGA3",32.7341,17.13263,30.93734,26.93469,9.00735,9.00735,2.79141730827842
"ITGA4",0.43071,0.6632,1.07057,0.721493333333333,0.60724,0.60724,1.07108666616892
"ITGA5",9.52536,5.22269,9.87548,8.20784333333333,33.436,33.436,0.267390037557595
"ITGA6",8.41545,12.7942,6.88225,9.36396666666667,40.78611,40.78611,0.248024203896143
"ITGA7",98.36797,175.36074,85.99532,119.90801,214.30417,214.30417,0.561568361634612
"ITGA8",0.69577,1.27113,1.85711,1.27467,3.51692,3.51692,0.503588728602676
"ITGA9",2.65053,2.26593,4.63186,3.18277333333333,39.19211,39.19211,0.104069513477479
"ITGAD",1.39153,0,0.10924,0.500256666666667,0.44278,0.44278,1.03983744345407
"ITGAE",58.1958,63.61179,28.1189,49.9754966666667,40.34333,40.34333,1.23297994299604
"ITGAL",5.59925,2.68043,2.99323,3.75763666666667,2.31509,2.31509,1.43514555160393
"ITGAM",10.10516,5.41612,3.3865,6.30259333333333,1.96087,1.96087,2.46636743029357
"ITGAV",20.37598,18.45903,9.83178,16.2222633333333,117.80404,117.80404,0.144963616837721
"ITGAX",18.27212,10.47301,15.35943,14.70152,0.35422,0.35422,11.5945119699901
"ITGB1",59.27258,82.29188,24.90718,55.4905466666667,781.76745,781.76745,0.0721677257615485
"ITGB1BP1",168.70653,193.79213,153.02622,171.841626666667,252.58542,252.58542,0.681591341752482
"ITGB1BP2",1.01052,1.13296,0,0.714493333333333,196.50453,196.50453,0.00868077979443476
"ITGB2",27.69809,11.46781,9.89733,16.35441,2.65666,2.65666,4.74597310113601
"ITGB3",0.86142,0.7461,0.37142,0.659646666666667,2.83377,2.83377,0.432901991164485
"ITGB3BP",21.3865,15.08777,17.26024,17.9115033333333,17.42012,17.42012,1.02667644582844
"ITGB4",182.14143,213.54992,135.63489,177.108746666667,0.94881,0.94881,91.3935923289939
"ITGB5",56.2576,82.67875,51.54038,63.4922433333333,60.78699,60.78699,1.04378354299721
"ITGB6",1.83881,1.02243,2.27223,1.71115666666667,37.77522,37.77522,0.0699198268034757
"ITGB7",9.75728,20.00649,4.39153,11.3851,0.55663,0.55663,7.95635443233138
"ITGB8",3.90954,2.76333,2.16299,2.94528666666667,0.35422,0.35422,2.91332772124667
"ITGBL1",5.13541,1.93433,3.75793,3.60922333333333,2.93498,2.93498,1.1713460635971
"ITIH1",0,1.13296,0.15294,0.428633333333333,0,0,1.42863333333333
"ITIH2",1.9382,1.658,1.15797,1.58472333333333,0.0759,0.0759,2.40238250147164
"ITIH3",4.80409,3.28836,1.85711,3.31652,1.29038,1.29038,1.88463049799597
"ITIH4",16.91372,16.6905,42.36405,25.3227566666667,3.70668,3.70668,5.59263783955286
"ITIH5",23.49036,37.85758,30.28189,30.5432766666667,6.36334,6.36334,4.28382726679288
"ITIH6",0,0,0,0,0,0,1
"ITK",0.41415,0.2487,0.06555,0.2428,0.31627,0.31627,0.944183184301093
"ITLN1",0.24849,0,1.92266,0.723716666666667,2.5175,2.5175,0.490040274816394
"ITLN2",0.14909,0,0,0.0496966666666667,0.11386,0.11386,0.942395513499602
"ITM2A",143.65898,374.26502,145.24819,221.057396666667,140.7652,140.7652,1.56637451692423
"ITM2B",295.21986,322.03814,277.58397,298.280656666667,884.09959,884.09959,0.338132183144121
"ITM2BP1",0,0,0,0,0,0,1
"ITM2C",1357.0903,1205.41855,1087.04548,1216.51811,16.23095,16.23095,70.6587918832102
"ITPA",67.04196,85.69077,74.69969,75.8108066666667,5.66755,5.66755,11.5200945874672
"ITPK1",510.39357,867.38075,1019.22804,799.000786666667,9.94351,9.94351,73.1027601442925
"ITPKA",71.54787,72.0952,99.10436,80.91581,0.0506,0.0506,77.97050256996
"ITPKB",70.55392,89.0344,81.10127,80.2298633333333,10.95557,10.95557,6.79431121505151
"ITPKC",5.48329,4.80819,6.40158,5.56435333333333,2.83377,2.83377,1.71224495296623
"ITPR1",98.23544,93.09649,43.1069,78.1462766666667,18.02736,18.02736,4.15960367947349
"ITPR2",5.36733,7.15702,5.5058,6.01005,3.49161,3.49161,1.56069872495608
"ITPR3",5.01945,3.95156,3.71423,4.22841333333333,2.66931,2.66931,1.42490368307211
"ITPRIP",5.48329,2.32119,5.94277,4.58241666666667,17.02795,17.02795,0.309653436284584
"ITPRIPL1",0.16566,0.22107,0.87394,0.420223333333333,0.50603,0.50603,0.943024596676914
"ITPRIPL2",2.12043,3.03966,1.57309,2.24439333333333,4.28861,4.28861,0.613468063126858
"ITSN1",86.42399,100.14297,69.43423,85.33373,31.14621,31.14621,2.68565812268383
"ITSN2",12.85509,14.31403,24.03324,17.0674533333333,22.92321,22.92321,0.755226967172605
"IVD",78.43926,76.29546,62.00577,72.24683,94.2989,94.2989,0.768601001690471
"IVL",0.0994,0,0.30588,0.135093333333333,0,0,1.13509333333333
"IVNS1ABP",52.72907,38.27208,18.24342,36.4148566666667,96.8164,96.8164,0.382500855343957
"IWS1",24.153,24.75941,15.97118,21.6278633333333,55.39775,55.39775,0.401219256678384
