"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMEM241","Tmem241",3.496684,5.18947,6.474564,80,171,160,5.05357266666667,9.768849,4.724632,11.82998,170,107,153,0,6.05357266666667
"TMEM242","Tmem242",29.063249,35.596673,41.104105,328,718,844,35.2546756666667,5.717327,5.180499,6.519835,328,242,322,0,36.2546756666667
"TMEM245","Tmem245",6.717904,0.927702,1.455152,1682,398,530,3.033586,9.951369,11.034742,9.558318,1218,1025,1022,0,4.033586
"TMEM247","Tmem247",0,0,0,0,0,0,0,0,0,0,0,0,0,11.9876196666667,0.0769964031643571
"TMEM248","Tmem248",18.874998,12.040353,12.133619,712,931,914,14.3496566666667,24.427148,28.43746,29.77813,1340,1097,1331,5.80157466666667,2.25677985156771
"TMEM25","Tmem25",22.227789,27.016994,21.866762,512,954,990,23.7038483333333,35.276294,17.016103,33.402388,457,216,406,0,24.7038483333333
"TMEM251","Tmem251",2.062354,2.094169,2.170281,102,181,186,2.10893466666667,5.472017,7.077211,8.40566,74,78,104,0,3.10893466666667
"TMEM252","Tmem252",0.585381,0.454425,0.324523,45,61,44,0.454776333333333,0,0,0,0,0,0,0,1.45477633333333
"TMEM253","Tmem253",1.009755,0.565372,0.575639,6,4,4,0.716922,1.525087,8.359342,0.779589,17,8,14,0,1.716922
"TMEM254","Tmem254b",10.78156,8.866966,5.408971,207,303,188,8.352499,10.721295,15.08141,15.858679,191,163,218,0,9.352499
"TMEM255A","Tmem255a",12.599405,9.395196,11.602055,567,783,750,11.1988853333333,20.818417,12.301344,30.536351,958,387,1049,0,12.1988853333333
"TMEM255B","Tmem255b",0.777499,1.436413,1.249442,12,34,27,1.15445133333333,0.787372,1.404864,1.498729,14,8,11,0,2.15445133333333
"TMEM256","Tmem256",57.116504,74.033342,96.186985,169,415,528,75.7789436666667,41.419947,37.428581,44.393052,138,98,122,0,76.7789436666667
"TMEM258","Tmem258",58.238365,66.981284,67.572094,197,397,417,64.2639143333333,115.211397,71.499529,121.22903,503,260,487,0,65.2639143333333
"TMEM259","Tmem259",33.246309,31.548512,30.046509,814,1489,1529,31.6137766666667,122.552279,117.364644,113.863109,1681,1111,1340,0,32.6137766666667
"TMEM26","Tmem26",0.128874,0.079133,0.136977,6,10,13,0.114994666666667,0.059243,0.567732,0.033323,3,13,1,0,1.11499466666667
"TMEM260","Tmem260",4.634955,3.235592,3.120264,347,420,407,3.66360366666667,7.087868,8.12533,8.99761,376,308,364,0,4.66360366666667
"TMEM263","Tmem263",9.090792,7.266049,5.014151,460,637,416,7.123664,45.071772,57.439775,50.775586,1819,1883,1751,0.031296,7.87714099540772
"TMEM266","Tmem266",2.725962,2.696369,2.742754,96,174,178,2.721695,2.162413,1.728038,1.269393,61,37,29,7.624151,0.431543348440907
"TMEM267","Tmem267",8.548384,13.94111,8.589106,153,446,264,10.3595333333333,6.692804,9.105609,7.741363,98,110,103,10.8069146666667,0.962108531655913
"TMEM268","Tmem268",11.133051,3.807449,3.256763,149,310,306,6.06575433333333,2.76146,1.898129,5.062848,133,104,149,0,7.06575433333333
"TMEM269","Tmem269",0,0.245058,0.356167,0,8,12,0.200408333333333,0.3037,1.01802,0.828642,11,15,16,0,1.20040833333333
"TMEM270","Tmem270",0.105264,0,0,1,0,0,0.035088,0,0,0,0,0,0,0,1.035088
"TMEM30A","Tmem30a",113.738168,103.871319,86.269996,5897,9316,7260,101.293161,120.965285,126.519034,111.260829,4111,3452,3634,8.35934166666667,10.9295252426052
"TMEM30B","Tmem30b",0.024567,0.013152,0,1,1,0,0.012573,0.034598,0.266043,0.020097,2,3,1,0,1.012573
"TMEM30CP","Tmem30c",0.091445,0.06201,0.023782,4,5,2,0.059079,0,0,0,0,0,0,0,1.059079
"TMEM33","Tmem33",26.084583,32.63367,26.722991,1666,2131,1637,28.4804146666667,15.864262,14.476143,14.154399,847,659,678,0,29.4804146666667
"TMEM35A","Tmem35a",29.418147,31.766232,28.327682,788,1496,1351,29.8373536666667,15.720999,9.04235,17.800978,461,214,464,0,30.8373536666667
"TMEM35B","Tmem35b",1.6963,1.073532,1.046739,35,36,36,1.27219033333333,3.73128,3.626864,3.598504,41,32,35,0,2.27219033333333
"TMEM37","Tmem37",0.425699,0.9987,1.038462,7,31,33,0.820953666666667,0.124941,0.51328,0.283351,3,10,6,0,1.82095366666667
"TMEM38A","Tmem38a",36.725011,47.443097,44.076573,1007,2241,2197,42.748227,6.05261,2.488258,5.464328,130,66,123,0,43.748227
"TMEM38B","Tmem38b",5.238269,3.603061,3.496057,121,204,181,4.11246233333333,3.714549,2.609412,5.656552,72,46,80,0,5.11246233333333
"TMEM39A","Tmem39a",34.685831,17.554651,7.089785,75,122,105,19.7767556666667,45.731609,42.739307,39.855579,815,737,739,0,20.7767556666667
"TMEM39B","Tmem39b",3.123218,2.826653,2.801493,78,121,100,2.91712133333333,6.963154,4.661363,6.173382,137,80,116,0,3.91712133333333
"TMEM40","Tmem40",0.673015,1.152438,1.019136,8,22,19,0.948196333333333,2.638368,1.216926,0.654763,22,12,14,0,1.94819633333333
"TMEM41A","Tmem41a",7.533821,8.148076,8.013046,119,240,237,7.89831433333333,7.719175,6.860503,8.002875,282,215,264,0,8.89831433333333
"TMEM41B","Tmem41b",19.882603,22.021,21.637521,548,1009,892,21.1803746666667,13.992381,13.728902,13.891077,589,458,433,0,22.1803746666667
"TMEM42","Tmem42",7.837515,7.823571,10.151174,96,174,223,8.60408666666667,4.45221,2.75783,4.171151,80,40,64,0,9.60408666666667
"TMEM43","Tmem43",10.76019,10.753376,10.863818,396,824,807,10.7924613333333,31.730744,30.94936,31.599898,1508,1204,1365,0,11.7924613333333
"TMEM45A","Tmem45a",1.192928,0.157807,0.646609,11,9,12,0.665781333333333,28.229276,35.680004,30.505412,627,679,513,0,1.66578133333333
"TMEM45B","Tmem45b",0.042618,0.091781,0.307599,1,4,2,0.147332666666667,0.64314,0.354272,0.259552,21,9,5,0,1.14733266666667
"TMEM47","Tmem47",36.077786,27.136597,26.393049,1947,2593,2024,29.869144,24.361934,34.893606,38.767257,1433,1648,1998,0,30.869144
"TMEM50A","Tmem50a",51.881176,64.296486,57.203877,766,1597,1528,57.7938463333333,45.749092,46.845345,43.687323,1107,857,1074,8.07591366666667,6.47800855017682
"TMEM50B","Tmem50b",35.664063,30.750987,30.799464,1114,1746,1626,32.404838,34.961691,35.628215,32.461849,503,443,460,0.00692566666666667,33.1750784649115
"TMEM51","Tmem51",2.077651,2.238838,2.945331,53,106,142,2.42060666666667,1.498575,1.44329,1.308989,37,31,25,0,3.42060666666667
"TMEM52","Tmem52",0.589115,0.932832,0.700506,5,18,14,0.740817666666667,0.30407,0.805382,0.71781,2,3,3,0.329665,1.30921522839713
"TMEM52B","Tmem52b",0,0.026964,0,0,2,0,0.008988,0.103718,0.665788,0.607234,4,5,2,5.29003266666667,0.16041061365977
"TMEM53","Tmem53",1.795392,6.006462,2.633763,22,65,57,3.478539,6.646109,4.82365,6.688507,100,66,89,0,4.478539
"TMEM54","Tmem54",0,0,0,0,0,0,0,0.562824,0.54577,0.860327,3,3,5,0.0586383333333333,0.944609663671729
"TMEM59","Tmem59",139.712664,179.755094,190.829952,2113,4589,4698,170.099236666667,400.176265,270.989364,364.982248,3356,1934,2752,0,171.099236666667
"TMEM59L","Tmem59l",125.643125,144.448315,138.538049,2465,5263,5138,136.209829666667,120.291679,79.922617,128.400581,1187,640,1086,16.7186833333333,7.74379377323936
"TMEM60","Tmem60",10.341313,11.671183,11.556093,150,299,299,11.1895296666667,13.845569,13.692123,13.670989,142,113,125,0,12.1895296666667
"TMEM62","Tmem62",50.112367,55.214306,45.29964,341,615,670,50.208771,7.930285,8.500901,7.726388,133,77,111,0,51.208771
"TMEM63A","Tmem63a",22.873389,22.566503,9.679991,496,607,647,18.3732943333333,19.025244,21.655008,17.908815,427,330,330,0.348131,14.3704835311504
"TMEM63B","Tmem63b",37.55959,21.30809,18.596647,1335,1462,1437,25.8214423333333,39.682523,37.320657,34.681292,1043,688,915,0,26.8214423333333
"TMEM63C","Tmem63c",14.787928,5.862808,5.131687,563,383,329,8.594141,20.218898,19.382309,20.030935,710,517,623,0,9.594141
"TMEM64","Tmem64",11.604667,8.975773,7.944408,759,1034,894,9.50828266666667,9.364841,8.611917,7.800672,348,301,297,0,10.5082826666667
"TMEM65","Tmem65",28.32151,16.122531,13.096742,1439,1442,1145,19.180261,2.56656,3.752535,2.473587,349,409,295,0,20.180261
"TMEM67","Tmem67",2.927274,1.71597,1.566838,148,150,143,2.07002733333333,7.230582,18.062428,10.420485,112,133,110,0,3.07002733333333
"TMEM68","Tmem68",21.746212,22.642886,18.200018,481,804,575,20.8630386666667,11.752714,15.070149,12.687964,152,151,126,0,21.8630386666667
"TMEM69","Tmem69",5.589728,4.838685,6.599938,107,165,177,5.676117,16.471332,14.463714,12.729391,211,163,162,0,6.676117
"TMEM70","Tmem70",17.764609,21.442091,16.262319,365,665,596,18.489673,12.478689,12.655298,13.088212,146,118,118,0,19.489673
"TMEM71","Tmem71",0.115101,0.066965,0.097173,5,5,7,0.0930796666666667,2.835685,2.160957,1.552204,41,37,34,0,1.09307966666667
"TMEM72","Tmem72",0.760568,0.384447,0.160071,207,101,77,0.435028666666667,1.466391,2.815178,1.053553,45,67,35,0,1.43502866666667
"TMEM74","Tmem74",3.788508,2.007064,1.903079,199,182,169,2.566217,1.550975,1.178768,1.558548,150,92,134,5.78220933333333,0.525819364270089
"TMEM79","Tmem79",0.492571,0.62883,0.515671,5,10,8,0.545690666666667,2.562777,2.763869,3.259019,82,51,62,6.26950633333333,0.212626634573398
"TMEM80","Tmem80",15.860144,13.444681,12.285552,223,339,329,13.863459,19.931622,16.490106,19.787913,256,172,224,0,14.863459
"TMEM81","Tmem81",1.739004,1.219402,1.454695,42,52,63,1.47103366666667,2.70626,2.304201,3.311527,48,33,52,0,2.47103366666667
"TMEM82","Tmem82",0.104568,0.095906,0.082375,4,7,5,0.094283,0,0,0,0,0,0,0,1.094283
"TMEM86A","Tmem86a",7.061059,9.708147,8.936617,159,378,402,8.56860766666667,1.77148,1.307247,2.380804,99,46,77,20.8084776666667,0.438756331960386
"TMEM86B","Tmem86b",4.120696,1.421198,1.365715,50,32,30,2.30253633333333,3.321178,2.885014,3.898738,57,41,55,0,3.30253633333333
"TMEM87A","Tmem87a",11.207478,8.614242,7.614929,441,612,547,9.14554966666667,59.060428,57.854158,64.579387,1054,803,999,0,10.1455496666667
"TMEM87B","Tmem87b",11.34361,7.562771,6.506685,539,645,582,8.471022,7.690329,17.196616,6.511127,276,364,253,0,9.471022
"TMEM88","Tmem88",0.234976,0.66746,1.262392,5,26,50,0.721609333333333,6.171715,5.917246,6.246329,45,32,39,0,1.72160933333333
"TMEM88B","Tmem88b",21.456711,19.754654,22.68866,1077,1776,2060,21.3000083333333,0.250287,0.310885,0,1,1,0,0,22.3000083333333
"TMEM89","Tmem89",0,0.117738,0.212666,0,1,3,0.110134666666667,0.735618,0,0.422575,4,0,2,0,1.11013466666667
"TMEM8B","Tmem8b",28.341496,11.437741,12.673191,1203,894,1032,17.4841426666667,3.841892,3.859939,4.525446,443,275,372,0,18.4841426666667
"TMEM9","Tmem9",30.287922,49.758073,48.129629,452,1276,1311,42.725208,41.392728,46.693208,46.144047,711,541,674,0,43.725208
"TMEM91","Tmem91",44.690836,50.649058,65.922854,145,311,372,53.7542493333333,10.294081,7.457008,12.120319,77,48,64,0,54.7542493333333
"TMEM92","Tmem92",0,0,0.030321,0,0,1,0.010107,1.827406,2.457228,2.571548,44,48,41,0,1.010107
"TMEM94","Tmem94",23.613435,8.697674,5.791645,736,525,519,12.700918,100.251392,90.578565,70.88293,1006,734,805,0,13.700918
"TMEM95","Tmem95",0,0.036683,0.072242,0,1,2,0.0363083333333333,0,0,0,0,0,0,0,1.03630833333333
"TMEM97","Tmem97",8.229101,9.565708,10.549948,149,309,346,9.44825233333333,16.911948,20.873008,15.672707,340,345,301,0,10.4482523333333
"TMEM98","Tmem98",5.226036,6.402867,8.554829,109,247,338,6.72791066666667,20.550235,31.190291,15.144318,292,418,264,0,7.72791066666667
"TMEM9B","Tmem9b",43.968164,50.052328,45.37825,1006,2047,1877,46.4662473333333,22.993712,23.642679,26.817497,513,404,542,0,47.4662473333333
"TMF1","Tmf1",13.602828,12.190241,9.649945,644,887,795,11.814338,77.428298,100.733298,76.135141,606,654,487,0.055143,12.1446457968256
"TMIE","Tmie",2.370391,3.327126,3.710073,95,218,280,3.13586333333333,0.075618,0,0.048667,1,0,1,0,4.13586333333333
"TMIGD1","Tmigd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMIGD3","Tmigd3",0.205631,0.060845,0,2,1,0,0.0888253333333333,0,0,0,0,0,0,0,1.08882533333333
"TMOD1","Tmod1",26.046275,24.302139,19.864507,637,953,895,23.404307,39.959587,13.430369,39.206996,1847,503,1571,0,24.404307
"TMOD2","Tmod2",65.15924,30.575606,31.385392,8995,5349,4896,42.3734126666667,6.578708,5.077281,7.085609,921,574,810,0,43.3734126666667
"TMOD3","Tmod3",22.820488,22.099029,20.644343,339,565,488,21.85462,7.667694,10.457039,6.45337,540,622,433,0,22.85462
"TMOD4","Tmod4",0.293978,0.792625,0.393065,2,2,5,0.493222666666667,2.651465,2.947414,1.571902,14,16,10,0,1.49322266666667
"TMPO","Tmpo",19.612213,16.756436,11.785084,473,731,624,16.0512443333333,6.018338,11.36849,6.464461,304,408,290,0,17.0512443333333
"TMPRSS11A","Tmprss11a",0.199639,0.119675,0.138785,8,8,9,0.152699666666667,0,0,0,0,0,0,0,1.15269966666667
"TMPRSS11B","Tmprss11b",0.048524,0.018914,0.00981,3,2,1,0.0257493333333333,0.027172,0.184457,0.029926,1,2,1,0,1.02574933333333
"TMPRSS11D","Tmprss11d",0,0,0.018076,0,0,1,0.00602533333333333,0,0.300936,0,0,1,0,7.624151,0.116652100981689
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0.033496,0.041651,0.037501,1,1,1,16.3643983333333,0.0575890958502353
"TMPRSS11GP","Tmprss11g",0.041309,0.017896,0,1,1,0,0.019735,0,0,0,0,0,0,0,1.019735
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0,0.025843,0,0,1,0,0,1
"TMPRSS13","Tmprss13",0,0.011657,0.011371,0,1,1,0.007676,0.019817,0.03176,0.029105,1,1,1,27.8006246666667,0.0349879911169519
"TMPRSS15","Tmprss15",0.031841,0,0,2,0,0,0.0106136666666667,0.032966,0.040763,0,2,2,0,1.05190966666667,0.492523468788181
"TMPRSS2","Tmprss2",0,0.265503,0.035281,0,4,3,0.100261333333333,0.242278,0,0.670405,1,0,2,0,1.10026133333333
"TMPRSS3","Tmprss3",0,0.015945,0,0,1,0,0.005315,0.097064,0.039705,0,3,1,0,6.26950633333333,0.138292059171923
"TMPRSS4","Tmprss4",0,0,0.08379,0,0,4,0.02793,0.087065,0.146202,0.104271,7,4,8,0,1.02793
"TMPRSS5","Tmprss5",1.673706,1.276045,1.741506,17,39,52,1.56375233333333,4.46035,4.014118,1.711983,30,17,24,0,2.56375233333333
"TMPRSS6","Tmprss6",1.962665,1.766777,0.080164,9,11,7,1.26986866666667,0.103985,0.103153,0.047814,5,4,2,0,2.26986866666667
"TMPRSS7","Tmprss7",1.997393,1.294024,1.305056,20,24,36,1.53215766666667,0.064043,0,0.064647,2,0,2,0,2.53215766666667
"TMPRSS9","Tmprss9",0.121682,0.060121,0.069719,6,6,7,0.0838406666666667,0.801428,0.221648,0.20668,15,7,8,0,1.08384066666667
"TMSB10","Tmsb10",101.102571,160.016266,170.231463,524,1513,1633,143.783433333333,1312.330123,1610.793551,1424.609681,4657,4633,4472,6.729928,18.7302434554802
"TMSB4X","Tmsb4x",615.131296,796.901431,827.479674,4595,10273,10761,746.504133666667,613.064357,842.051462,703.117246,3012,3405,3060,0,747.504133666667
"TMTC1","Tmtc1",11.064008,5.16056,4.966234,1391,1151,1103,7.06360066666667,1.456915,1.242112,1.341958,189,125,145,0,8.06360066666667
"TMTC2","Tmtc2",4.786958,3.027279,3.577344,216,293,233,3.79719366666667,6.458818,6.508791,6.739228,515,398,456,0,4.79719366666667
"TMTC3","Tmtc3",4.480566,1.166316,1.304261,272,179,168,2.31704766666667,2.895439,5.185457,3.678691,303,420,337,0,3.31704766666667
"TMTC4","Tmtc4",4.396287,6.951198,6.334455,161,287,251,5.89398,8.30859,9.176588,7.953162,315,250,309,0,6.89398
"TMUB1","Tmub1",10.17879,18.846197,17.559575,121,421,449,15.5281873333333,12.931489,13.680299,12.502838,164,122,132,0.0681893333333333,15.4730877921767
"TMUB2","Tmub2",23.925925,28.030663,27.385667,578,1417,1343,26.4474183333333,15.885547,15.588772,21.439249,429,341,411,0,27.4474183333333
"TMX1","Tmx1",20.410258,20.230258,20.411343,562,1021,788,20.3506196666667,11.772269,15.828403,12.60541,495,494,480,0,21.3506196666667
"TMX2","Tmx2",102.318996,116.652213,120.282214,2550,5164,5509,113.084474333333,44.636321,34.560837,45.540862,847,583,792,0,114.084474333333
"TMX3","Tmx3",42.769415,42.925872,41.472811,1199,1649,1362,42.389366,25.23043,37.650802,27.525315,907,962,868,0,43.389366
"TMX4","Tmx4",49.771434,32.291918,27.218712,4151,4678,3878,36.4273546666667,10.501823,9.102648,11.025102,985,670,915,0,37.4273546666667
"TNC","Tnc",0.528506,0.230556,0.335722,56,44,66,0.364928,47.101426,220.827317,46.412646,1870,5289,1364,0,1.364928
"TNF","Tnf",0,0.028614,0,0,1,0,0.009538,0,0,0,0,0,0,0.0788766666666667,0.935730682839867
"TNFAIP1","Tnfaip1",11.680987,10.490422,9.134591,652,1042,923,10.4353333333333,30.883153,45.507829,31.681654,1067,1036,999,16.3643983333333,0.658550507412724
"TNFAIP2","Tnfaip2",1.159181,1.945528,2.951693,13,39,58,2.01880066666667,2.64632,5.120761,4.146143,69,59,65,0,3.01880066666667
"TNFAIP3","Tnfaip3",1.294554,0.671569,0.72062,52,80,78,0.895581,3.161661,3.574171,1.816725,96,127,78,0,1.895581
"TNFAIP6","Tnfaip6",6.637861,7.827981,8.84561,151,306,331,7.770484,2.421972,2.2719,1.083867,39,33,15,0,8.770484
"TNFAIP8","Tnfaip8",5.717582,4.332929,5.776734,116,200,216,5.27574833333333,2.98737,4.017294,1.321737,44,62,36,0,6.27574833333333
"TNFAIP8L1","Tnfaip8l1",1.732182,2.265341,1.698496,60,141,108,1.898673,0.655249,1.018231,0.600381,38,46,29,0,2.898673
"TNFAIP8L2","Tnfaip8l2",1.509011,1.48118,1.114927,21,38,29,1.36837266666667,0.06571,0.081139,0,1,1,0,0.0794416666666667,2.19407193533694
"TNFAIP8L3","Tnfaip8l3",3.559484,1.621585,1.147934,235,184,125,2.10966766666667,0.152531,0.190097,0.171646,4,4,4,0,3.10966766666667
"TNFRSF10D","Tnfrsf10b",0.636478,0.325275,0.188269,21,21,9,0.383340666666667,15.236625,23.121284,18.508121,825,1010,890,0,1.38334066666667
"TNFRSF11A","Tnfrsf11a",0.684251,0.505021,0.377691,46,35,33,0.522321,0.037101,0.046368,0.063214,2,2,5,0,1.522321
"TNFRSF11B","Tnfrsf11b",0.381599,0.471547,0.618264,15,32,41,0.49047,0.430336,0.699291,0.017668,5,10,0,6.26950633333333,0.205030428705406
"TNFRSF12A","Tnfrsf12a",6.290894,5.454408,4.069734,70,95,78,5.27167866666667,31.513375,38.061896,37.898386,346,348,370,0,6.27167866666667
"TNFRSF13B","Tnfrsf13b",0.383115,0.333796,0.382614,14,22,23,0.366508333333333,0,0.063231,0,0,1,0,0,1.36650833333333
"TNFRSF13C","Tnfrsf13c",0,0.020741,0.082711,0,1,4,0.034484,1.538952,1.836131,1.815797,91,87,94,0,1.034484
"TNFRSF14","Tnfrsf14",0.497598,0.38254,0.424079,7,10,9,0.434739,0.339506,0.229616,0.055776,3,2,1,0,1.434739
"TNFRSF17","Tnfrsf17",0.219453,0.183706,0.482574,2,3,8,0.295244333333333,0,0,0,0,0,0,0,1.29524433333333
"TNFRSF18","Tnfrsf18",0.789178,0.229435,0.862948,9,6,12,0.627187,0,0,0.146668,0,0,1,0,1.627187
"TNFRSF19","Tnfrsf19",14.288062,10.633833,10.510646,822,1131,1132,11.810847,30.326503,59.45222,28.409446,1846,2879,1569,0,12.810847
"TNFRSF1A","Tnfrsf1a",29.848825,37.242607,30.453459,130,277,269,32.5149636666667,87.759129,121.950477,100.667933,704,693,659,0,33.5149636666667
"TNFRSF1B","Tnfrsf1b",1.484407,0.809381,1.860207,71,67,83,1.384665,0.252342,0.136346,0.424031,14,6,6,0,2.384665
"TNFRSF21","Tnfrsf21",23.076231,12.950709,11.732772,1202,1230,1121,15.919904,9.980975,11.521206,10.369469,542,500,492,0,16.919904
"TNFRSF4","Tnfrsf4",0.159747,0.087582,0.215768,2,2,5,0.154365666666667,0,0.058957,0,0,1,0,0,1.15436566666667
"TNFRSF8","Tnfrsf8",0.588665,0.31539,0.439344,30,29,41,0.447799666666667,0,0,0,0,0,0,0,1.44779966666667
"TNFRSF9","Tnfrsf9",0.204022,0.183657,0.045215,3,8,2,0.144298,0.689645,0.674491,0.783921,24,22,21,0.261072333333333,0.907400765010307
"TNFSF10","Tnfsf10",0.424444,0.442011,0.695488,32,58,91,0.520647666666667,0.629951,0.446442,1.138838,15,8,17,0,1.52064766666667
"TNFSF11","Tnfsf11",0,0.019265,0.040106,0,1,2,0.0197903333333333,0,0.133614,0.120703,0,1,1,0,1.01979033333333
"TNFSF12","Tnfsf12",12.664897,10.484942,12.893094,95,203,194,12.014311,1.959559,1.621424,1.491184,14,14,14,0.0680756666666667,12.1848211752788
"TNFSF13","Tnfsf13",1.409274,0.809985,1.396482,26,27,48,1.205247,2.446808,2.042838,2.789314,33,25,40,0,2.205247
"TNFSF13B","Tnfsf13b",0.610861,0.76628,1.432085,22,37,63,0.936408666666667,0.632171,1.17502,0.792644,13,8,12,0,1.93640866666667
"TNFSF14","Tnfsf14",0,0.021363,0,0,1,0,0.007121,0.05309,0.191586,0.090824,2,10,5,0,1.007121
"TNFSF15","Tnfsf15",0.040182,0.023012,0.014423,2,2,1,0.0258723333333333,0.078513,0.391859,0.103451,8,31,10,4.44135066666667,0.188532663336284
"TNFSF18","Tnfsf18",0,0,0,0,0,0,0,0,0.129099,0,0,3,0,0,1
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.665343,1.604877,0.957274,35,68,45,0,1
"TNFSF8","Tnfsf8",0.017529,0,0.030617,1,0,3,0.0160486666666667,0,0,0,0,0,0,0,1.01604866666667
"TNFSF9","Tnfsf9",0.300136,0.197479,0.323991,5,6,10,0.273868666666667,0.944738,0.512031,1.095273,21,9,21,0,1.27386866666667
"TNIK","Tnik",27.793977,7.342972,8.474982,2468,976,1056,14.5373103333333,62.47633,52.455904,65.783135,3587,2477,2926,0,15.5373103333333
"TNIP1","Tnip1",11.500139,9.942094,7.710629,274,470,455,9.71762066666667,14.905499,17.328856,17.328684,364,305,313,0,10.7176206666667
"TNIP2","Tnip2",7.012829,2.920722,3.305598,106,125,106,4.41304966666667,10.641519,15.106715,9.650862,186,175,155,0,5.41304966666667
"TNK1","Tnk1",0.028608,0.10981,0.137823,1,3,1,0.0920803333333333,18.271891,10.527926,8.917541,89,51,57,44.6916503333333,0.0239010918924202
"TNK2","Tnk2",350.954833,147.996328,201.341773,2769,2487,3071,233.430978,49.02779,27.508358,38.08252,782,468,620,6.26950633333333,32.2485416822664
"TNKS","Tnks",15.391088,4.662253,4.273878,2031,886,987,8.109073,18.498532,15.730594,18.976135,2181,1556,2138,0,9.109073
"TNKS1BP1","Tnks1bp1",27.049769,7.288564,9.854224,970,561,661,14.7308523333333,36.598972,32.777724,44.140613,1731,1510,1441,0,15.7308523333333
"TNKS2","Tnks2",51.080207,31.36587,32.588481,2427,2045,1779,38.3448526666667,14.265111,18.346994,15.027927,1364,1405,1272,0,39.3448526666667
