"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"FHOD3","Fhod3",18.063199,16.84327,13.758416,688,784,747,16.2216283333333,162.39529,147.36775,109.130864,9524,6675,5173,13.0848696666667,1.22270413151853
"FIBCD1","Fibcd1",7.069731,5.140088,5.101541,498,682,691,5.77045333333333,0,0.020081,0.238128,0,1,2,10.713726,0.577993145249712
"FIBIN","Fibin",2.274764,1.92454,2.317021,74,111,132,2.17210833333333,0.56767,0.598535,0.33341,32,35,19,20.144136,0.15002307653211
"FIBP","Fibp",92.439359,141.203015,156.263652,285,710,760,129.968675333333,67.950762,65.829929,49.471981,526,464,419,111.165673666667,1.16763597143405
"FICD","Ficd",4.37101,3.11768,3.643081,200,262,311,3.71059033333333,1.108468,0.330825,0.37294,26,22,21,0,4.71059033333333
"FIG4","Fig4",8.770704,8.33277,8.192288,428,720,718,8.43192066666667,10.509253,6.446577,4.209357,199,158,96,12.2307343333333,0.712879605095237
"FIGLA","Figla",0,0.067309,0,0,1,0,0.0224363333333333,0,0,0,0,0,0,19.6613553333333,0.0494854435654479
"FIGN","Fign",1.046616,0.209964,0.48979,128,48,40,0.582123333333333,1.780945,0.84859,0.695669,179,157,126,3.35976066666667,0.362892244390785
"FIGNL1","Fignl1",0.378042,0.240968,0.201104,15,17,12,0.273371333333333,1.207394,0.641836,0.465653,62,34,28,0.969709666666667,0.6464766634812
"FILIP1","Filip1",4.189951,1.13778,1.269354,183,89,95,2.19902833333333,14.130308,8.274175,6.586693,1736,1076,867,0.209890333333333,2.64406470999713
"FILIP1L","Filip1l",1.153391,0.865343,0.637703,59,75,55,0.885479,2.029847,2.10326,1.869423,94,62,51,9.93824166666667,0.17237496276443
"FIP1L1","Fip1l1",16.516202,11.655478,11.026906,920,1040,929,13.0661953333333,36.4542,32.084441,34.812859,379,336,296,0.0123983333333333,13.8939337118624
"FIS1","Fis1",104.215455,135.021254,151.834375,835,2108,2432,130.357028,73.82398,79.871295,69.232899,758,758,672,0.0441456666666667,125.803355023581
"FITM1","Fitm1",0,0,0,0,0,0,0,63.538065,57.970491,51.200835,1104,1016,847,0.807762333333333,0.553170060887429
"FITM2","Fitm2",8.19657,5.851972,5.126741,491,626,555,6.391761,8.573982,7.911667,7.051665,862,769,678,7.46598466666667,0.87311296807609
"FIZ1","Fiz1",8.382533,5.751606,6.801814,184,319,364,6.978651,3.482019,3.502375,2.56459,137,136,124,0.00618633333333333,7.92959587670806
"FJX1","Fjx1",12.254658,10.596238,10.432356,446,775,800,11.0944173333333,0.343253,0.531268,0.758645,16,12,18,4.428734,2.2278522641436
"FKBP10","Fkbp10",2.878661,4.128259,4.093377,69,158,169,3.700099,60.695677,49.814572,40.346345,1879,1594,1394,2.577878,1.31365546840893
"FKBP11","Fkbp11",1.27864,1.421496,1.787683,14,28,33,1.49593966666667,8.062677,5.262994,3.293418,181,176,107,143.881961,0.0172274011853461
"FKBP14","Fkbp14",5.280092,2.890847,3.454438,139,198,225,3.87512566666667,2.615908,2.183015,1.778753,227,161,162,4.98836266666667,0.814099936499059
"FKBP15","Fkbp15",8.497092,5.469592,5.29126,454,523,572,6.41931466666667,4.590458,2.260385,1.681977,488,366,281,0,7.41931466666667
"FKBP1A","Fkbp1a",273.656757,277.130086,268.856754,4452,7891,7148,273.214532333333,89.077065,84.851841,72.327932,1391,1530,1195,0,274.214532333333
"FKBP1B","Fkbp1b",55.782447,108.803619,105.859388,151,328,341,90.1484846666667,2.867721,3.626472,2.859872,45,53,44,0.043012,87.3896797607953
"FKBP2","Fkbp2",73.077096,90.902713,82.540721,494,1090,1006,82.17351,46.532733,45.558116,49.285864,375,353,377,27.3184853333333,2.93707481247585
"FKBP3","Fkbp3",105.982421,108.182643,104.394126,886,1355,1348,106.186396666667,57.354744,60.093098,53.866503,1108,1301,1114,11.867532,8.32998873961741
"FKBP4","Fkbp4",66.679522,79.471041,73.475294,1359,2799,2749,73.208619,68.390483,30.205617,86.000333,914,834,715,0.336563333333333,55.5219622963371
"FKBP5","Fkbp5",19.867754,16.019913,10.640847,708,800,516,15.5095046666667,2.176912,1.959317,1.336576,166,146,100,13.58194,1.1321884925234
"FKBP6","Fkbp6",0.118147,0,0.064561,2,0,2,0.0609026666666667,0.246909,0.2249,0.133897,10,8,6,5.40823133333333,0.16555311621605
"FKBP7","Fkbp7",3.354099,3.050102,4.039949,22,52,67,3.48138333333333,3.111852,4.395203,2.785907,41,51,35,9.08194833333333,0.44449576462486
"FKBP8","Fkbp8",146.371689,223.543055,214.914372,2282,6473,6693,194.943038666667,119.636775,98.938752,82.512836,1794,1609,1343,0.29436,151.382180125055
"FKBP9","Fkbp9",11.69591,11.884809,10.861907,510,926,862,11.4808753333333,68.342351,35.424515,34.142283,1475,1054,1082,5.45886966666667,1.9323621589309
"FKBPL","Fkbpl",11.149377,14.982387,8.252398,68,177,140,11.4613873333333,1.508178,1.549109,0.701811,39,38,17,1.17767966666667,5.72232340875357
"FKRP","Fkrp",14.30579,14.79988,13.43072,506,1055,993,14.1787966666667,9.291705,4.431661,5.789891,353,264,278,0,15.1787966666667
"FKTN","Fktn",10.177505,6.228705,5.858795,893,982,905,7.42166833333333,2.86996,1.134172,0.607628,181,132,79,430.135925333333,0.0195336733463399
"FLACC1","Flacc1",0,0.075689,0.093577,0,3,4,0.056422,2.4018,2.387441,2.356577,16,16,12,0.182108333333333,0.893676129514356
"FLAD1","Flad1",8.542687,12.204197,9.631368,307,538,504,10.126084,13.999434,15.024563,14.869628,269,237,216,14.7521443333333,0.706321867331798
"FLCN","Flcn",12.095071,11.80162,12.437233,508,898,958,12.111308,40.348106,21.8739,18.069749,618,435,390,1.55932533333333,5.12295479954613
"FLG2","Flg2",0,0,0,0,0,0,0,0.009947,0.090281,0.015545,2,1,3,0.189671666666667,0.840568055892172
"FLI1","Fli1",1.357058,1.138721,1.300771,66,97,80,1.26551666666667,0.651338,0.543863,0.896712,33,33,25,19.0740696666667,0.11285786610717
"FLII","Flii",15.76879,10.73028,12.445677,730,897,924,12.9815823333333,127.571667,110.16679,86.073423,1777,1255,1058,9.19448033333333,1.3714855368956
"FLNA","Flna",37.881431,16.151027,23.743088,935,839,994,25.925182,173.011072,165.103454,135.673961,4906,3114,2298,8.29314633333333,2.89731604714141
"FLNB","Flnb",4.434821,1.098585,9.974333,634,283,348,5.16924633333333,42.562307,32.583463,26.457098,1380,810,710,0.155910333333333,5.33713226314267
"FLNC","Flnc",0.339963,0.136405,0.130486,47,35,34,0.202284666666667,68.303975,41.509987,38.16936,14752,8443,7734,3.838527,0.248481545451057
"FLOT1","Flot1",89.068357,114.469211,110.396784,855,2058,1993,104.644784,57.488521,50.062946,38.296434,1651,1428,1208,18.4638383333333,5.42774668545593
"FLOT2","Flot2",27.445226,32.987787,30.840629,1029,2249,2129,30.4245473333333,174.815813,117.906581,107.568607,1686,1410,1295,0.937917,16.2156311820028
"FLRT1","Flrt1",4.382279,1.462824,1.296788,394,239,215,2.38063033333333,0.111677,0.166382,0.047718,10,14,4,14.5168853333333,0.217867842721701
"FLRT2","Flrt2",9.125986,3.615426,3.539076,955,664,626,5.42682933333333,24.056454,22.117281,18.283755,833,633,569,30.5827723333333,0.203491614526515
"FLRT3","Flrt3",6.630572,4.496813,3.971648,393,463,404,5.033011,0.3882,0.362541,0.523719,34,32,28,0.0183746666666667,5.9241565972445
"FLT1","Flt1",10.347146,4.557733,3.874895,1068,629,710,6.25992466666667,1.113519,0.800899,0.573931,121,77,65,0.312387,5.53184744032566
"FLT3","Flt3",2.242385,1.128101,1.299306,123,110,129,1.55659733333333,0,0,0,0,0,0,4.48978766666667,0.465700585991091
"FLT4","Flt4",0.659778,0.334528,0.328594,62,58,58,0.440966666666667,0.124077,0.248647,0.028337,11,3,3,2.24454866666667,0.44411929507196
"FLVCR1","Flvcr1",3.097054,3.016828,3.060737,146,226,223,3.05820633333333,2.371952,2.296112,2.035069,106,109,88,24.3938583333333,0.159810544741297
"FLVCR2","Flvcr2",0.856965,1.32263,0.79713,44,58,51,0.992241666666667,11.924771,2.168279,18.326201,17,6,19,16.4565666666667,0.114125629896677
"FLYWCH1","Flywch1",121.532372,109.402538,107.464982,3655,6011,5865,112.799964,26.705866,20.258243,17.875635,727,508,483,9.90520433333333,10.4353811741201
"FLYWCH2","Flywch2",4.924948,14.562309,16.877692,35,180,210,12.1216496666667,28.303514,29.604395,25.375245,445,447,373,4.91805666666667,2.21722271443835
"FMC1","Fmc1",24.502436,40.741559,51.136191,90,274,349,38.7933953333333,50.740548,56.086311,43.178867,124,138,113,0.0216236666666667,38.9511291013553
"FMN1","Fmn1",4.783277,0.622777,0.956909,357,165,169,2.12098766666667,0.097714,0.044267,0.664841,25,13,20,8.88528666666667,0.315720501782784
"FMN2","Fmn2",32.850523,14.306181,12.957746,1227,734,863,20.03815,0.033044,0.007687,0.030599,1,1,1,6.23338566666667,2.90847895708773
"FMNL1","Fmnl1",65.451205,31.267688,24.974795,1349,1299,1067,40.5645626666667,0.928435,0.431955,0.427797,32,15,15,10.6635673333333,3.56362350203777
"FMNL2","Fmnl2",10.914855,6.049071,5.585618,863,854,781,7.51651466666667,3.098179,1.52306,1.336075,208,117,109,0.233457666666667,6.90458610523858
"FMNL3","Fmnl3",2.89993,2.674518,3.148454,149,261,327,2.907634,0.607992,0.712753,0.474311,73,68,44,112.793,0.034339845157435
"FMO1","Fmo1",7.226059,6.5157,4.431989,105,172,131,6.057916,0,0.180449,0,0,1,0,59.1186346666667,0.117399805220682
"FMO2","Fmo2",1.357688,11.071037,7.411322,37,120,60,6.613349,0,0,0,0,0,0,19.963438,0.36317272958758
"FMO3","Fmo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.489045333333333,0.671571225948796
"FMO4","Fmo4",0.177243,0.014638,0,2,1,0,0.0639603333333333,2.396823,2.246414,3.624981,62,50,41,10.3178663333333,0.0940071478136972
"FMO5","Fmo5",1.154036,1.061254,1.075547,71,97,102,1.09694566666667,0.262066,0.438902,0.182112,11,12,6,0.254683666666667,1.67129430499215
"FMOD","Fmod",8.571578,4.896925,5.71801,396,409,485,6.39550433333333,0.090954,0.368113,0.037196,4,8,2,2.502486,2.11150146876628
"FMR1","Fmr1",21.225185,11.392956,7.71881,1076,1072,698,13.4456503333333,10.628649,7.251776,7.98076,267,241,196,172.621087666667,0.083202164710933
"FMR1NB","Fmr1nb",0,0.080999,0.079858,0,1,1,0.053619,0,0,0,0,0,0,0.0853693333333333,0.970746977680102
"FN1","Fn1",16.208824,3.799732,5.481982,1268,388,583,8.496846,302.467535,253.515379,218.618876,7982,4954,4070,5.884584,1.37943643363201
"FN3K","Fn3k",18.785853,26.512422,27.654925,274,643,681,24.3177333333333,31.927957,31.00794,26.841101,678,626,559,45.014894,0.550207359672139
"FN3KRP","Fn3krp",11.710967,10.096625,8.294852,430,652,539,10.034148,6.936869,10.246915,6.06829,186,194,160,7.22519666666667,1.34150567423109
"FNBP1","Fnbp1",64.313138,22.7276,31.794689,1949,1630,2029,39.611809,8.111446,5.006798,4.127211,725,551,440,8.68703266666667,4.19238897993462
"FNBP1L","Fnbp1l",34.932717,14.944611,10.424525,1473,1001,809,20.1006176666667,2.314414,2.322087,2.34408,172,154,110,21.879632,0.922244626428723
"FNBP4","Fnbp4",15.150051,5.269376,6.614123,408,347,401,9.01118333333333,57.520574,22.857829,28.433624,930,660,614,17.5870336666667,0.538611136820989
"FNDC10","Fndc10",7.605603,10.853915,11.454682,199,552,603,9.9714,1.974864,2.170444,1.825621,83,78,69,3.427371,2.47808462403535
"FNDC11","Fndc11",0.208138,0.05936,0.134063,3,2,4,0.133853666666667,0,0.016652,0,0,1,0,5.96112266666667,0.162883735995075
"FNDC3A","Fndc3a",18.519376,6.052531,5.963755,1018,820,744,10.178554,5.286401,2.572266,1.32064,311,168,134,3.70685966666667,2.37494949746749
"FNDC3B","Fndc3b",2.944967,1.035482,0.858303,313,168,160,1.61291733333333,9.107952,4.759055,3.977223,949,600,521,10.0836576666667,0.23574504120526
"FNDC4","Fndc4",104.211431,142.625263,150.65251,792,1978,1947,132.496401333333,1.119616,1.175168,0.690708,35,34,20,52.0405656666667,2.51687363540373
"FNDC5","Fndc5",27.999752,28.046983,27.727428,1125,2027,2038,27.924721,96.269423,79.815539,59.621552,850,682,576,37.220984,0.756775937532116
"FNDC7","Fndc7",0.02406,0.052495,0,1,4,0,0.0255183333333333,0,0.032249,0,0,1,0,75.47582,0.0134097069287173
"FNDC8","Fndc8",0.611264,0.16123,0.105898,19,9,6,0.292797333333333,0.046824,0,0,1,0,0,4.42683533333333,0.238223062600143
"FNDC9","Fndc9",2.741922,1.58167,1.593158,90,92,94,1.97225,0.01307,0.009592,0,0,0,0,0.771627666666667,1.67769450428166
"FNIP1","Fnip1",9.24874,6.040777,5.121488,864,961,770,6.80366833333333,2.238987,1.87594,1.264776,195,161,133,0.176454666666667,6.63320785274627
"FNIP2","Fnip2",3.944179,1.37217,1.521171,332,217,238,2.27917333333333,3.269978,1.327403,1.375071,215,133,116,0,3.27917333333333
"FNTA","Fnta",40.23385,54.394415,62.768019,549,1295,1464,52.465428,21.330334,22.118632,13.945515,469,448,280,47.708936,1.09765132213112
"FNTB","Fntb",13.677737,9.387265,11.028065,314,495,519,11.3643556666667,27.665933,21.934536,12.149962,546,414,354,0.138903333333333,10.8563697240913
"FOCAD","Focad",7.574686,3.914839,3.136399,375,433,379,4.875308,84.343019,30.218678,17.5965,1010,671,508,0,5.875308
"FOLH1","Folh1",4.631737,3.316147,3.062985,128,172,182,3.67028966666667,0.562649,1.141721,0.842069,8,5,9,7.93099433333333,0.522930537447062
"FOLR1","Folr1",11.912514,23.107031,18.188279,71,206,161,17.7359413333333,0.806202,1.044172,1.128217,13,16,17,47.8463123333333,0.383569207957336
"FOLR2","Folr2",0.495143,0.550353,0.770547,3,9,9,0.605347666666667,0,0,0,0,0,0,67.3587986666667,0.023484141002751
"FOS","Fos",14.058749,9.383566,12.499877,354,375,505,11.9807306666667,1225.16807,656.840605,550.351035,8399,6022,5430,19.343951,0.638063406005385
"FOSB","Fosb",4.52314,1.503267,1.001453,215,127,101,2.34262,136.714691,62.87345,62.810292,6818,4058,4053,123.021496666667,0.026951940509023
"FOSL1","Fosl1",0,0.404347,0.39327,0,3,3,0.265872333333333,1.52734,1.1499,0.906081,22,30,24,16.16901,0.0737300714096697
"FOSL2","Fosl2",7.293105,2.092531,1.658922,707,335,297,3.68151933333333,3.298107,3.300266,3.112602,335,317,237,0,4.68151933333333
"FOXA1","Foxa1",0.218073,0.115172,0.100358,9,9,8,0.144534333333333,0,0.016186,0.015843,0,1,1,0.0672043333333333,1.0724603504546
"FOXA2","Foxa2",0.036959,0.191145,0.158898,1,10,7,0.129000666666667,0,0.04412,0,0,2,0,0.172103666666667,0.963225949013042
"FOXA3","Foxa3",0,0,0,0,0,0,0,0,0.026495,0,0,1,0,25.1375003333333,0.0382592056335507
"FOXB1","Foxb1",0.46225,0.510358,0.633165,19,40,51,0.535257666666667,0,0,0,0,0,0,0.0264216666666667,1.49573778158099
"FOXB2","Foxb2",0.066462,0.062289,0.029315,1,2,1,0.0526886666666667,0,0,0,0,0,0,7.207543,0.128258684318397
"FOXC1","Foxc1",0.885079,0.566346,0.571018,64,79,81,0.674147666666667,0.028324,0.031191,0.029562,2,2,2,9.24009866666667,0.163489407784352
"FOXC2","Foxc2",0.430945,0.226741,0.383684,13,14,25,0.347123333333333,0.185627,0.151076,0.060566,10,7,3,5.634213,0.203056991587899
"FOXD1","Foxd1",0.319761,0.162742,0.220443,20,19,26,0.234315333333333,0.680101,0.688268,1.232886,29,24,37,66.157916,0.0183792977336184
"FOXD2","Foxd2",0.248404,0.087615,0.115973,7,5,7,0.150664,0,0,0,0,0,0,17.06585,0.0636927684000476
"FOXD3","Foxd3",0,0,0.020677,0,0,1,0.00689233333333333,0,0,0,0,0,0,28.0218123333333,0.0346943299670109
"FOXD4","Foxd4",0,0,0,0,0,0,0,0.047208,0.098756,0.05459,2,4,2,23.8202376666667,0.0402897028396706
"FOXE1","Foxe1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304013333333333,0.9704956385926
"FOXE3","Foxe3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.70184,0.587599304282424
"FOXF1","Foxf1",0.489774,0.259712,0.397606,16,16,25,0.382364,0.072721,0.059613,0.059187,5,4,4,0,1.382364
"FOXF2","Foxf2",1.31962,1.100629,0.848814,37,61,49,1.08968766666667,0,0,0,0,0,0,9.392067,0.201084891645393
"FOXG1","Foxg1",22.4762,10.045485,7.496126,795,679,531,13.3392703333333,0,0,0,0,0,0,1.82893433333333,5.06878868285266
"FOXH1","Foxh1",0,0.030156,0.05941,0,1,2,0.0298553333333333,0.02278,0,0.05272,1,0,2,2.574801,0.288087458108391
"FOXI1","Foxi1",0.059154,0.016483,0.032473,2,1,2,0.0360366666666667,0,0,0,0,0,0,22.5062056666667,0.0440750277334565
"FOXI2","Foxi2",0,0,0,0,0,0,0,0,0,0,0,0,0,3.05026666666667,0.246897323633012
"FOXJ1","Foxj1",2.993306,4.334616,4.150984,106,303,299,3.826302,0.034682,0.019695,0.094789,2,1,5,6.958311,0.606448026471949
"FOXJ2","Foxj2",7.307755,2.376605,2.644709,413,296,314,4.10968966666667,4.13527,3.070603,2.672123,452,351,305,9.16883666666667,0.502485174475874
"FOXJ3","Foxj3",37.051421,9.782926,16.177216,1016,668,696,21.0038543333333,6.56775,5.055285,4.28736,518,498,426,0.0164706666666667,21.6473087270595
"FOXK1","Foxk1",7.910077,1.863161,2.117514,888,385,445,3.963584,3.547752,3.155208,2.323136,768,642,483,284.962556333333,0.0173574612831974
"FOXK2","Foxk2",33.415716,23.457712,20.477218,1450,2025,1806,25.7835486666667,11.398723,6.732884,6.62547,734,582,481,0.221291333333333,21.9305156236268
"FOXL1","Foxl1",0,0,0.014139,0,0,1,0.004713,0.040594,0.270762,0.010386,4,7,1,11.976476,0.0774257202032355
"FOXL2","Foxl2",0.269642,0.17436,0.267458,10,13,21,0.237153333333333,0,0,0,0,0,0,0.199694666666667,1.03122350020172
"FOXM1","Foxm1",0.315163,0.241792,0.318124,16,27,12,0.291693,9.974503,8.020619,5.353466,454,360,317,0.098176,1.17621674485693
"FOXN1","Foxn1",0,0.011474,0,0,1,0,0.00382466666666667,0,0.013813,0,0,1,0,0,1.00382466666667
"FOXN3","Foxn3",20.246257,2.858496,3.416778,886,534,605,8.84051033333333,7.333928,7.607054,5.175556,880,597,554,0.100923,8.93841833927834
"FOXN4","Foxn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.031275,0.969673462461516
"FOXO1","Foxo1",3.809217,1.308045,1.11997,486,297,257,2.07907733333333,32.044104,4.68687,4.397846,480,520,386,71.435804,0.0425076711143198
"FOXO3","Foxo3",14.283542,4.553291,4.355964,1432,827,800,7.73093233333333,1.891548,1.747189,1.269586,287,259,187,0.90699,4.57838391042079
"FOXO4","Foxo4",5.603136,3.639433,3.859182,260,305,310,4.36725033333333,8.821969,2.389744,2.224899,233,184,170,0.012956,5.29860165035138
"FOXO6","Foxo6",3.639213,2.86387,2.54856,89,151,144,3.01721433333333,5.642574,5.282915,4.782983,265,204,200,0,4.01721433333333
"FOXP1","Foxp1",40.664891,12.016835,10.199069,1101,636,541,20.960265,8.688988,9.244746,5.6551,389,368,366,3.74656533333333,4.62655909227276
"FOXP2","Foxp2",4.400168,1.669871,2.163084,323,266,239,2.74437433333333,5.120956,2.653665,2.678113,4,4,3,1.838859,1.3189715774307
"FOXP3","Foxp3",0.330149,0.146005,0,3,3,0,0.158718,0.15398,0.021791,0.045436,3,1,2,104.588508666667,0.0109739025073076
"FOXP4","Foxp4",12.351187,7.028572,7.30492,326,441,451,8.894893,5.75656,4.825315,4.120517,518,416,361,6.69897533333333,1.28522206807954
"FOXQ1","Foxq1",0.711122,0.386046,0.490307,45,47,62,0.529158333333333,0,0,0.021912,0,0,1,6.94839333333333,0.192385840660461
"FOXR1","Foxr1",0,0.040688,0.019957,0,2,1,0.020215,0,0,0,0,0,0,0.652037,0.61754972800246
"FOXR2","Foxr2",0.253665,0.110165,0.183238,12,9,14,0.182356,0,0,0,0,0,0,49.631781,0.0233520523404065
"FOXRED1","Foxred1",11.993709,14.011118,15.036919,271,633,632,13.680582,21.465707,21.750031,17.53075,629,519,434,14.5593563333333,0.94352116408243
"FOXRED2","Foxred2",5.150502,2.361602,2.356881,298,268,282,3.28966166666667,6.124627,3.933489,3.456704,409,312,288,7.74031633333333,0.490790207478761
"FOXS1","Foxs1",0.356716,0.348053,0.592528,6,11,19,0.432432333333333,0,0.041192,0.040848,0,1,1,18.608616,0.0730511696150985
"FPGS","Fpgs",2.185597,2.379255,2.462413,41,98,97,2.34242166666667,24.720544,19.646705,15.787616,425,359,338,1.099608,1.59192652469731
"FPGT","Fpgt",13.237987,9.576348,7.223426,340,432,333,10.012587,3.032436,1.874315,1.202462,65,84,39,0.247461333333333,8.82799867677929
"FPR1","Fpr1",0.115694,0.099648,0.032672,2,3,1,0.0826713333333333,0.68798,0,0.510251,7,0,7,12.6845936666667,0.0791160745949319
"FPR2","Fpr2",0.099359,0.202258,0.121506,1,4,3,0.141041,0,0,0,0,0,0,2.14493033333333,0.362819165787562
"FRA10AC1","Fra10ac1",7.303602,5.1933,6.039186,137,167,197,6.178696,12.523973,18.112965,14.925336,123,124,105,0.102380333333333,6.5119957086801
"FRAS1","Fras1",10.390848,1.937528,0.237706,418,99,108,4.188694,2.176364,3.040683,1.119872,732,450,311,0,5.188694
"FRAT1","Frat1",3.958059,3.348754,3.163596,123,200,197,3.49013633333333,0.692615,0.436841,0.345684,15,21,13,0.276773666666667,3.51678331920484
"FRAT2","Frat2",1.933269,1.336243,1.067155,44,59,50,1.44555566666667,1.501968,2.17389,1.71805,66,84,69,0.0313023333333333,2.37132758030542
"FREM1","Frem1",1.00936,0.754559,0.652506,60,43,41,0.805475,3.692231,2.628156,2.152911,169,128,84,12.0386393333333,0.138471120631759
"FREM2","Frem2",0.388378,0.134224,0.113594,42,19,30,0.212065333333333,2.207676,1.614847,1.064353,720,532,347,2.170961,0.382239117205583
"FREM3","Frem3",0.616916,0.18826,0.247166,61,33,44,0.350780666666667,0.006673,0,0,1,0,0,10.4808516666667,0.117655092660809
"FRG1","Frg1",15.837571,15.749894,15.947133,196,339,352,15.844866,19.582998,25.08473,21.812971,182,209,165,0,16.844866
"FRK","Frk",0.097098,0.063854,0.059042,7,8,6,0.0733313333333333,0.491361,0.339442,0.278938,121,89,72,0.012783,1.05978411301664
"FRMD3","Frmd3",1.847115,1.665298,1.058836,72,107,66,1.52374966666667,38.032375,28.950655,27.206272,1058,871,784,12.2893243333333,0.189908049752116
"FRMD4A","Frmd4a",71.775527,18.615777,16.086843,781,489,523,35.4927156666667,3.5625,2.994048,2.060438,150,124,98,0,36.4927156666667
"FRMD4B","Frmd4b",10.710872,3.971815,3.881679,314,350,347,6.188122,11.211142,6.317848,3.775925,468,332,215,3.61518533333333,1.55749368244944
"FRMD5","Frmd5",12.061683,6.822918,8.069159,469,430,471,8.98458666666667,7.092205,4.911357,5.96117,289,185,210,0,9.98458666666667
"FRMD6","Frmd6",6.567871,3.719123,2.778387,423,458,352,4.355127,1.620949,0.639008,0.728355,77,52,28,0.00746233333333333,5.31546125628518
"FRMD7","Frmd7",0.172012,0.217941,0.228369,5,11,12,0.206107333333333,0.017523,0,0,1,0,0,11.107743,0.099614546933589
"FRMD8","Frmd8",4.292797,5.359399,5.576573,278,619,688,5.07625633333333,4.68112,5.258633,5.071749,329,313,225,24.1664156666667,0.24144305704135
"FRMPD1","Frmpd1",2.819096,1.688399,1.825299,207,226,248,2.11093133333333,0.283452,0.499495,0.831106,33,35,18,181.426291,0.0170530865714599
