"Hs_symbol","Heart","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"PNPLA6",1.06267,1.06267,25.29296,25.29296,0.0784495165245754
"PNPLA7",1.03736,1.03736,9.55857,9.55857,0.19295794790393
"PNPLA8",53.12061,53.12061,21.53781,21.53781,2.40132515093525
"PNPO",15.57311,15.57311,7.72754,7.72754,1.89894403233901
"PNPT1",39.8373,39.8373,32.18258,32.18258,1.23068489550843
"PNRC1",118.43658,118.43658,75.00992,75.00992,1.57132884760305
"PNRC2",124.34449,124.34449,156.56808,156.56808,0.795494176231633
"POC1A",0.32892,0.32892,1.05517,1.05517,0.646622907107441
"POC1B",15.25684,15.25684,29.29639,29.29639,0.536593303690638
"POC1B-GALNT4",0.11386,0.11386,1.21034,1.21034,0.503931521847318
"POC5",8.41277,8.41277,7.44823,7.44823,1.11417066059991
"PODN",4.59223,4.59223,11.6689,11.6689,0.441414013844927
"PODNL1",0.58194,0.58194,3.75515,3.75515,0.332679305594986
"PODXL",69.04794,69.04794,17.53438,17.53438,3.77935166970786
"PODXL2",0.56928,0.56928,75.97198,75.97198,0.0203876787371197
"POF1B",6.48985,6.48985,0.18621,0.18621,6.31410121310729
"POFUT1",19.22918,19.22918,5.49307,5.49307,3.11550314412135
"POFUT2",10.23448,10.23448,12.10338,12.10338,0.857372677889216
"POGK",12.85319,12.85319,23.83435,23.83435,0.557823740101915
"POGLUT1",8.1977,8.1977,4.62411,4.62411,1.63540542414711
"POGZ",34.1824,34.1824,85.71676,85.71676,0.405716265229467
"POLA1",6.74286,6.74286,13.12751,13.12751,0.548069688147451
"POLA2",10.34834,10.34834,27.99294,27.99294,0.391417358846671
"POLB",80.20593,80.20593,34.63429,34.63429,2.27887043631289
"POLD1",0.30362,0.30362,6.54824,6.54824,0.172705160408254
"POLD2",30.74139,30.74139,159.60944,159.60944,0.197630911358635
"POLD2P1",0,0,0,0,1
"POLD3",8.51397,8.51397,4.40687,4.40687,1.75960768429794
"POLD4",20.89908,20.89908,60.61,60.61,0.35544684304496
"POLDIP2",133.78197,133.78197,36.186,36.186,3.62453530898725
"POLDIP3",25.84554,25.84554,26.90674,26.90674,0.961973344073869
"POLE",9.7411,9.7411,5.86548,5.86548,1.56450823540379
"POLE2",3.60547,3.60547,1.64482,1.64482,1.74131698943595
"POLE3",40.21682,40.21682,23.27573,23.27573,1.697861197171
"POLE4",48.54103,48.54103,97.01324,97.01324,0.505452426631341
"POLG",27.92027,27.92027,65.88583,65.88583,0.432382613776341
"POLG2",16.10444,16.10444,16.94473,16.94473,0.953173438664165
"POLH",4.8073,4.8073,2.63792,2.63792,1.59632427321107
"POLHP1",0,0,0,0,1
"POLI",21.53162,21.53162,12.13441,12.13441,1.71546495046218
"POLK",16.80023,16.80023,8.5965,8.5965,1.85486687854947
"POLL",7.88143,7.88143,15.8275,15.8275,0.527792601396524
"POLM",4.1115,4.1115,10.30339,10.30339,0.452209469902392
"POLN",1.21447,1.21447,9.27926,9.27926,0.215430877319963
"POLQ",0.24036,0.24036,0.06207,0.06207,1.16787029103543
"POLR1A",5.38923,5.38923,17.84473,17.84473,0.339045982616891
"POLR1B",7.53986,7.53986,2.1724,2.1724,2.69192409532215
"POLR1C",18.58399,18.58399,14.39992,14.39992,1.27169426854165
"POLR1D",160.67753,160.67753,45.46526,45.46526,3.47953567891367
"POLR1E",17.72374,17.72374,13.68613,13.68613,1.27492675061436
"POLR2A",20.65872,20.65872,44.6894,44.6894,0.474042556916922
"POLR2B",107.10148,107.10148,21.78608,21.78608,4.74418943495327
"POLR2C",58.00381,58.00381,32.67912,32.67912,1.75194037136362
"POLR2CP",0,0,0.74482,0.74482,0.573125021492188
"POLR2D",14.06766,14.06766,10.36546,10.36546,1.32574132503216
"POLR2E",4.31392,4.31392,199.8299,199.8299,0.0264598050389907
"POLR2F",30.71609,30.71609,128.85444,128.85444,0.244243400533705
"POLR2G",70.28772,70.28772,92.04775,92.04775,0.766141255430679
"POLR2H",46.95969,46.95969,60.73414,60.73414,0.77687467582767
"POLR2I",30.81729,30.81729,245.54343,245.54343,0.129053489683339
"POLR2J",38.1674,38.1674,45.09285,45.09285,0.849750015457929
"POLR2J2",7.38805,7.38805,13.49992,13.49992,0.578489398562199
"POLR2J3",21.08885,21.08885,30.16535,30.16535,0.70876309747845
"POLR2J4",10.47484,10.47484,38.1722,38.1722,0.292933253685011
"POLR2K",125.25535,125.25535,42.95148,42.95148,2.87260747533416
"POLR2KP1",0,0,0,0,1
"POLR2KP2",0,0,0,0,1
"POLR2L",7.99529,7.99529,208.36434,208.36434,0.0429647665882356
"POLR2LP",0,0,0,0,1
"POLR2M",49.17357,49.17357,21.97229,21.97229,2.18409091997359
"POLR3A",7.66637,7.66637,2.38964,2.38964,2.55672283782349
"POLR3B",16.61047,16.61047,1.76896,1.76896,6.35995825147348
"POLR3C",18.22977,18.22977,5.61721,5.61721,2.90602383784102
"POLR3D",10.12062,10.12062,9.80684,9.80684,1.02903531467108
"POLR3E",28.13533,28.13533,21.19643,21.19643,1.31261333466688
"POLR3F",23.93527,23.93527,6.2379,6.2379,3.44509733486232
"POLR3G",3.32715,3.32715,7.35513,7.35513,0.517903371940353
"POLR3GL",111.85817,111.85817,35.9998,35.9998,3.05023729857999
"POLR3H",49.42659,49.42659,67.37548,67.37548,0.73749522489641
"POLR3K",13.43513,13.43513,10.95511,10.95511,1.20744434806539
"POLR3KP1",0,0,0,0,1
"POLR3KP2",0,0,0,0,1
"POLRMT",3.59282,3.59282,43.417,43.417,0.103402300920819
"POLRMTP1",0.0759,0.0759,0.62069,0.62069,0.663853050244032
"POM121",5.7055,5.7055,8.53443,8.53443,0.703293222562859
"POM121B",0.8476,0.8476,0.83793,0.83793,1.00526135380564
"POM121C",22.12621,22.12621,10.95511,10.95511,1.93442051139638
"POM121L10P",0.12651,0.12651,0.65172,0.65172,0.682022376674013
"POM121L12",0,0,0,0,1
"POM121L13P",0,0,0,0,1
"POM121L1P",0,0,0,0,1
"POM121L2",0,0,0,0,1
"POM121L3P",0,0,0,0,1
"POM121L4P",0,0,0,0,1
"POM121L7",0,0,0.0931,0.0931,0.914829384319824
"POM121L8P",0,0,0,0,1
"POM121L9P",1.40424,1.40424,0.43448,0.43448,1.67603591545368
"POMC",0,0,13.62406,13.62406,0.0683804634280767
"POMGNT1",86.89819,86.89819,117.34071,117.34071,0.742755303732756
"POMP",190.79903,190.79903,72.77545,72.77545,2.59976767339271
"POMT1",10.87967,10.87967,34.94463,34.94463,0.330499159401557
"POMT2",14.63695,14.63695,21.50677,21.50677,0.694766508032916
"POMZP3",6.37599,6.37599,10.79994,10.79994,0.625087076713949
"PON1",0.45543,0.45543,1.11724,1.11724,0.687418526005554
"PON2",97.91702,97.91702,84.78573,84.78573,1.15307079627346
"PON3",3.2639,3.2639,2.79309,2.79309,1.12412307643636
"POP1",2.96028,2.96028,1.86206,1.86206,1.38371662369063
"POP4",88.18857,88.18857,55.83072,55.83072,1.56937251542828
"POP5",70.61664,70.61664,38.3584,38.3584,1.81960242286272
"POP7",11.76522,11.76522,46.48939,46.48939,0.268801515454294
"POPDC2",567.80485,567.80485,12.87924,12.87924,40.9824205071747
"POPDC3",135.46453,135.46453,7.35513,7.35513,16.3330229451846
"POR",25.78228,25.78228,56.82382,56.82382,0.463170368197743
"PORCN",6.86937,6.86937,13.90337,13.90337,0.528026211521287
"POSTN",79.05471,79.05471,4.18963,4.18963,15.4258993415716
"POT1",29.84318,29.84318,12.25855,12.25855,2.32628605692176
"POTEA",0,0,0,0,1
"POTEB",0,0,0,0,1
"POTEC",0,0,0.0931,0.0931,0.914829384319824
"POTED",0,0,0,0,1
"POTEE",0,0,0,0,1
"POTEF",0,0,0,0,1
"POTEG",0,0,0,0,1
"POTEH",0,0,0,0,1
"POTEI",0,0,0,0,1
"POTEJ",0,0,0,0,1
"POTEKP",0,0,0,0,1
"POTEM",0,0,0.03103,0.03103,0.969903882525242
"POU1F1",0.25302,0.25302,0.12414,0.12414,1.11464764175281
"POU2AF1",0.21506,0.21506,9.09305,9.09305,0.1203858100376
"POU2F1",3.49161,3.49161,4.31377,4.31377,0.845277458377009
"POU2F2",1.58135,1.58135,9.74477,9.74477,0.2402424621467
"POU2F3",0.10121,0.10121,0.15517,0.15517,0.953288260602336
"POU3F1",0,0,1.64482,1.64482,0.378097564295491
"POU3F2",0.0253,0.0253,7.13789,7.13789,0.125990889530333
"POU3F3",0,0,18.65162,18.65162,0.0508863900278959
"POU3F4",0,0,1.05517,1.05517,0.486577752691991
"POU4F1",0.0253,0.0253,0.40345,0.40345,0.730556842067762
"POU4F2",0,0,0.06207,0.06207,0.941557524456957
"POU4F3",0,0,0,0,1
"POU5F1",3.51692,3.51692,4.2517,4.2517,0.860087209855856
"POU5F1B",0.0506,0.0506,0.0931,0.0931,0.961119751166407
"POU5F1P2",0,0,0,0,1
"POU5F1P3",0,0,1.58275,1.58275,0.387184202884522
"POU5F1P4",0,0,0,0,1
"POU5F1P5",0,0,0,0,1
"POU5F1P6",0,0,0.31034,0.31034,0.76316070638155
"POU5F1P7",0,0,0,0,1
"POU5F2",0,0,0.15517,0.15517,0.865673450660942
"POU6F1",5.12356,5.12356,32.49292,32.49292,0.182831476025381
"POU6F2",0.37952,0.37952,0.71379,0.71379,0.804952765508026
"PP2D1",0.22771,0.22771,1.64482,1.64482,0.464194160661217
"PPA1",222.14765,222.14765,160.23013,160.23013,1.38403194241672
"PPA2",158.91907,158.91907,86.43054,86.43054,1.82909850493889
"PPAN",3.59282,3.59282,35.59635,35.59635,0.125499400896537
"PPAN-P2RY11",0,0,0.74482,0.74482,0.573125021492188
"PPAP2A",158.27388,158.27388,240.95036,240.95036,0.658291560301874
"PPAP2B",166.25652,166.25652,52.1066,52.1066,3.14944884439975
"PPAP2C",0.16446,0.16446,76.37543,76.37543,0.0150494801773638
"PPAPDC1A",0,0,54.80659,54.80659,0.0179190307094556
"PPAPDC1B",16.10444,16.10444,36.2791,36.2791,0.458821162528065
"PPAPDC2",4.12415,4.12415,3.13446,3.13446,1.23937587980051
"PPAPDC3",44.16386,44.16386,9.46546,9.46546,4.31551599260806
"PPARA",37.69932,37.69932,5.92755,5.92755,5.58629241218035
"PPARD",3.12474,3.12474,28.24122,28.24122,0.141059093977611
"PPARG",21.31656,21.31656,5.71031,5.71031,3.32571222491956
"PPARGC1A",65.72079,65.72079,5.74135,5.74135,9.89724461717609
"PPARGC1B",11.3351,11.3351,1.11724,1.11724,5.82602822542555
"PPAT",3.88379,3.88379,2.57585,2.57585,1.36577037627417
"PPATP1",0,0,0,0,1
"PPBP",0,0,2.14137,2.14137,0.318332447308022
"PPBPP1",0,0,0,0,1
"PPBPP2",0,0,0,0,1
"PPCDC",1.58135,1.58135,16.32405,16.32405,0.149003841480485
"PPCS",121.1818,121.1818,74.51337,74.51337,1.61801545871943
"PPDPF",7.80553,7.80553,1934.58558,1934.58558,0.0045492847699351
"PPEF1",0.30362,0.30362,8.22409,8.22409,0.14132776241342
"PPEF2",0,0,0.06207,0.06207,0.941557524456957
"PPFIA1",33.62577,33.62577,54.43417,54.43417,0.624628636092143
"PPFIA2",1.11327,1.11327,28.83087,28.83087,0.070841715310348
"PPFIA3",0.0506,0.0506,7.97582,7.97582,0.117047801760731
"PPFIA4",22.12621,22.12621,11.38959,11.38959,1.86658396282686
"PPFIBP1",138.95614,138.95614,20.66885,20.66885,6.45886329915985
"PPFIBP2",22.21477,22.21477,54.96176,54.96176,0.414832735782434
"PPHLN1",57.27007,57.27007,25.32399,25.32399,2.21357286642337
"PPIA",846.79244,846.79244,1151.68312,1151.68312,0.735494799299221
"PPIAL4A",0,0,0,0,1
"PPIAL4B",0,0,0,0,1
"PPIAL4C",0,0,0,0,1
"PPIAL4D",0,0,0,0,1
"PPIAL4E",0,0,0,0,1
"PPIAL4F",0,0,0,0,1
"PPIAL4G",0,0,1.42758,1.42758,0.411932871419274
"PPIAP1",0,0,0,0,1
"PPIAP10",0,0,0,0,1
"PPIAP11",0.25302,0.25302,0.83793,0.83793,0.681756106054093
"PPIAP13",0.26567,0.26567,0,0,1.26567
"PPIAP14",0,0,0,0,1
"PPIAP15",0,0,0,0,1
"PPIAP16",0.51868,0.51868,0,0,1.51868
"PPIAP17",0,0,0,0,1
"PPIAP19",0,0,1.42758,1.42758,0.411932871419274
"PPIAP2",0,0,0.58965,0.58965,0.629069291982512
"PPIAP20",0,0,0,0,1
"PPIAP21",0,0,0,0,1
"PPIAP22",2.25184,2.25184,1.9862,1.9862,1.08895586363941
"PPIAP23",0,0,0,0,1
"PPIAP24",0,0,0,0,1
"PPIAP25",0,0,0,0,1
"PPIAP26",0,0,0,0,1
"PPIAP27",0,0,0,0,1
"PPIAP28",0,0,0,0,1
"PPIAP29",0.75905,0.75905,0,0,1.75905
"PPIAP3",0,0,0.58965,0.58965,0.629069291982512
"PPIAP7",0,0,0,0,1
"PPIAP9",0,0,1.39654,1.39654,0.417268228362556
"PPIB",54.91703,54.91703,205.38504,205.38504,0.270935480594911
"PPIC",41.22888,41.22888,9.24822,9.24822,4.12060631016899
"PPID",177.89523,177.89523,22.46884,22.46884,7.6226703151924
"PPIE",42.31685,42.31685,53.34797,53.34797,0.797027929470043
"PPIEL",0.20241,0.20241,2.11033,2.11033,0.38658598926802
"PPIF",97.06942,97.06942,61.94448,61.94448,1.55803050561384
"PPIG",43.20241,43.20241,19.02403,19.02403,2.20746822692535
"PPIH",30.71609,30.71609,22.74815,22.74815,1.33551834563956
"PPIHP1",0.24036,0.24036,0,0,1.24036
"PPIL1",122.72519,122.72519,14.55509,14.55509,7.95400026615082
"PPIL1P1",0,0,0,0,1
"PPIL2",12.49897,12.49897,10.79994,10.79994,1.1439863253542
"PPIL3",56.68813,56.68813,51.0204,51.0204,1.10895206495913
"PPIL4",37.57281,37.57281,13.31372,13.31372,2.69481378705186
"PPIL6",1.41689,1.41689,7.38616,7.38616,0.288199843551757
"PPIP5K1",6.24948,6.24948,7.13789,7.13789,0.890830424102562
"PPIP5K2",24.51721,24.51721,11.42062,11.42062,2.05442320914737
"PPL",4.37717,4.37717,1.70689,1.70689,1.98647525388915
"PPM1A",90.73138,90.73138,24.11366,24.11366,3.65264879750701
"PPM1AP1",0,0,0,0,1
"PPM1B",71.94497,71.94497,37.30324,37.30324,1.90440730340305
"PPM1D",8.64048,8.64048,3.38274,3.38274,2.19964679629638
"PPM1E",0.0253,0.0253,1.39654,1.39654,0.427825114540129
"PPM1F",3.06149,3.06149,18.34128,18.34128,0.209990755523936
"PPM1G",45.39099,45.39099,30.50672,30.50672,1.47241572591498
"PPM1H",3.97234,3.97234,14.89647,14.89647,0.312795230639255
"PPM1J",3.04884,3.04884,5.83445,5.83445,0.592416361228775
"PPM1K",175.27652,175.27652,9.6827,9.6827,16.5011205032436
"PPM1L",14.35863,14.35863,2.88619,2.88619,3.95210476070393
"PPM1M",11.86643,11.86643,22.37574,22.37574,0.550418083021115
"PPM1N",0.24036,0.24036,1.42758,1.42758,0.51094505639361
"PPME1",30.62753,30.62753,36.86876,36.86876,0.835187896302916
"PPOX",16.07914,16.07914,41.89631,41.89631,0.398149397931897
"PPP1CA",32.17093,32.17093,95.7098,95.7098,0.342994505210434
"PPP1CB",413.85754,413.85754,73.73751,73.73751,5.55086114054375
"PPP1CC",236.43038,236.43038,47.32732,47.32732,4.9129639301331
"PPP1R10",17.45807,17.45807,27.65157,27.65157,0.644225429880457
"PPP1R10P1",0,0,0,0,1
"PPP1R11",87.88495,87.88495,44.34802,44.34802,1.96006242389414
"PPP1R11P1",0,0,0,0,1
"PPP1R11P2",0,0,0,0,1
"PPP1R12A",49.6037,49.6037,18.15507,18.15507,2.64179144216127
"PPP1R12B",359.28208,359.28208,41.92735,41.92735,8.39283300739505
"PPP1R12BP1",0,0,0,0,1
"PPP1R12BP2",0,0,0,0,1
"PPP1R12C",41.17828,41.17828,119.38898,119.38898,0.350350007118592
"PPP1R13B",46.3651,46.3651,12.50683,12.50683,3.50675176929006
"PPP1R13L",53.80376,53.80376,19.39644,19.39644,2.68692771875876
"PPP1R14A",5.94587,5.94587,1452.99521,1452.99521,0.004777092766351
"PPP1R14B",9.03266,9.03266,50.21351,50.21351,0.195898699386158
"PPP1R14BP2",0,0,0,0,1
"PPP1R14BP3",0,0,0,0,1
"PPP1R14BP5",0,0,0,0,1
"PPP1R14C",129.18974,129.18974,2.88619,2.88619,33.5006111384158
"PPP1R14D",0,0,0,0,1
"PPP1R15A",48.12356,48.12356,38.07909,38.07909,1.25702927064064
"PPP1R15B",16.58517,16.58517,9.71374,9.71374,1.64136613358174
"PPP1R16A",2.71992,2.71992,49.28248,49.28248,0.0739804401055795
"PPP1R16B",2.71992,2.71992,160.13702,160.13702,0.0230854461625268
"PPP1R17",0.03795,0.03795,0.46551,0.46551,0.708251734890925
"PPP1R18",15.01647,15.01647,23.74124,23.74124,0.647359226942546
"PPP1R1A",90.51631,90.51631,53.96866,53.96866,1.66488158889083
"PPP1R1AP1",0,0,0,0,1
"PPP1R1AP2",0,0,0,0,1
"PPP1R1B",0.40482,0.40482,124.13723,124.13723,0.0112262353897397
"PPP1R1C",64.68343,64.68343,9.77581,9.77581,6.09545175722289
"PPP1R2",79.86436,79.86436,20.14127,20.14127,3.82495280557885
"PPP1R21",23.21418,23.21418,51.05143,51.05143,0.465197209759655
"PPP1R26",2.65666,2.65666,7.5103,7.5103,0.429674629566525
"PPP1R26P1",0,0,0.06207,0.06207,0.941557524456957
"PPP1R26P2",0,0,0,0,1
"PPP1R26P3",0,0,0,0,1
"PPP1R26P5",0,0,0,0,1
"PPP1R27",0,0,3.94136,3.94136,0.202373435653342
"PPP1R2P1",0,0,1.73792,1.73792,0.365240766713417
"PPP1R2P10",0,0,0,0,1
"PPP1R2P2",0.18976,0.18976,0,0,1.18976
"PPP1R2P3",0,0,0.43448,0.43448,0.697116725224472
"PPP1R2P4",0,0,0.12414,0.12414,0.889568914903838
"PPP1R2P5",0,0,0,0,1
"PPP1R2P6",0,0,0,0,1
"PPP1R2P9",0,0,0,0,1
"PPP1R32",2.28979,2.28979,7.82065,7.82065,0.372964577440438
"PPP1R35",1.01206,1.01206,25.5102,25.5102,0.0758975790450468
"PPP1R36",0.98676,0.98676,4.99652,4.99652,0.331318831588988
"PPP1R37",4.26331,4.26331,28.42742,28.42742,0.178857337816227
"PPP1R3A",133.40245,133.40245,0.06207,0.06207,126.54763810295
"PPP1R3B",49.78081,49.78081,2.23447,2.23447,15.6998859163943
"PPP1R3C",179.42598,179.42598,7.13789,7.13789,22.1711008627544
"PPP1R3D",13.91586,13.91586,3.0724,3.0724,3.66267066103526
"PPP1R3E",27.40158,27.40158,58.15829,58.15829,0.480094674812271
"PPP1R3F",7.74228,7.74228,39.53771,39.53771,0.215657963905707
"PPP1R3G",3.15004,3.15004,1.30344,1.30344,1.80167054492411
"PPP1R42",0.70844,0.70844,7.16892,7.16892,0.209139029394339
"PPP1R7",126.52043,126.52043,217.05394,217.05394,0.584811400335165
"PPP1R8",32.60105,32.60105,28.27225,28.27225,1.14788067196748
"PPP1R8P1",0.48073,0.48073,0.49655,0.49655,0.989429020079516
"PPP1R9A",9.17181,9.17181,6.70341,6.70341,1.32042952406791
"PPP1R9B",6.78082,6.78082,44.5032,44.5032,0.170995006944567
"PPP2CA",169.78608,169.78608,81.15471,81.15471,2.07883492011596
"PPP2CB",186.34595,186.34595,315.12235,315.12235,0.592637470903275
"PPP2R1A",116.3492,116.3492,156.35084,156.35084,0.745780575432581
"PPP2R1B",7.64107,7.64107,31.68603,31.68603,0.264365846815903
"PPP2R2A",80.5475,80.5475,33.9205,33.9205,2.33523288612706
"PPP2R2B",1.11327,1.11327,259.63301,259.63301,0.00810822082743855
"PPP2R2C",2.65666,2.65666,170.13007,170.13007,0.0213677233930892
"PPP2R2D",43.9994,43.9994,18.21714,18.21714,2.34162835885048
"PPP2R3A",82.38186,82.38186,3.44481,3.44481,18.7593755413617
"PPP2R3B",0,0,0,0,1
"PPP2R3C",52.00735,52.00735,48.81696,48.81696,1.06404224585362
"PPP2R4",61.02735,61.02735,92.23396,92.23396,0.665287090669537
"PPP2R5A",88.30243,88.30243,28.55156,28.55156,3.02191931661137
"PPP2R5B",12.58752,12.58752,35.68945,35.68945,0.370338612325887
"PPP2R5C",213.82344,213.82344,354.28765,354.28765,0.604646516702734
"PPP2R5D",47.09884,47.09884,18.55852,18.55852,2.45922697627428
"PPP2R5E",24.15033,24.15033,10.11718,10.11718,2.26229403499808
"PPP3CA",14.78876,14.78876,55.02383,55.02383,0.281822217438544
"PPP3CB",90.41511,90.41511,28.05501,28.05501,3.14627701040199
"PPP3CC",55.81523,55.81523,11.79304,11.79304,4.44110469442759
"PPP3R1",44.59399,44.59399,37.86185,37.86185,1.17323261759283
"PPP3R2",0,0,0,0,1
"PPP4C",6.79347,6.79347,42.36183,42.36183,0.179731113746814
"PPP4R1",50.18563,50.18563,27.37226,27.37226,1.80407306291427
"PPP4R1L",4.0356,4.0356,3.22757,3.22757,1.19113344072363
"PPP4R2",38.81259,38.81259,34.04463,34.04463,1.13605394036119
"PPP4R4",0.20241,0.20241,4.53101,4.53101,0.217394291458522
"PPP5C",131.70724,131.70724,34.9136,34.9136,3.69518065579613
"PPP5D1",0.18976,0.18976,1.48965,1.48965,0.477882433273753
"PPP6C",54.5375,54.5375,25.01365,25.01365,2.1349368504612
"PPP6R1",16.33215,16.33215,24.88951,24.88951,0.669466127400634
"PPP6R2",11.13268,11.13268,55.98589,55.98589,0.212906738843598
"PPP6R2P1",0,0,0,0,1
"PPP6R3",61.10326,61.10326,22.2516,22.2516,2.67092415145624
"PPRC1",9.57664,9.57664,8.06892,8.06892,1.16625132871389
"PPT1",78.9282,78.9282,68.80306,68.80306,1.14505295326595
"PPT2",26.16181,26.16181,27.89984,27.89984,0.939860220679422
"PPTC7",97.80316,97.80316,3.97239,3.97239,19.8703561064196
"PPWD1",50.02117,50.02117,16.29301,16.29301,2.95039267310896
"PPY",0,0,0,0,1
"PPY2",0,0,0,0,1
"PPYR1",0,0,0,0,1
"PQBP1",23.31538,23.31538,70.35477,70.35477,0.340767407700985
"PQLC1",2.3657,2.3657,40.68598,40.68598,0.0807393756845827
"PQLC1P1",0,0,0,0,1
"PQLC2",2.83377,2.83377,18.52748,18.52748,0.196326919807369
"PQLC3",17.66049,17.66049,46.05491,46.05491,0.39656839211891
"PRAC",0,0,0,0,1
"PRADC1",32.33539,32.33539,39.19633,39.19633,0.829314268242897
"PRAF2",10.19653,10.19653,76.12715,76.12715,0.14516976188022
"PRAGMIN",1.08797,1.08797,2.48274,2.48274,0.599519343964809
"PRAM1",0,0,8.96891,8.96891,0.100311869602594
"PRAME",0,0,1.33448,1.33448,0.428360919776567
"PRAMEF1",0,0,0,0,1
"PRAMEF10",0,0,0,0,1
"PRAMEF11",0,0,0,0,1
"PRAMEF12",0,0,0,0,1
"PRAMEF13",0,0,0,0,1
"PRAMEF14",0,0,0,0,1
"PRAMEF15",0,0,0,0,1
"PRAMEF16",0,0,0,0,1
"PRAMEF17",0,0,0,0,1
"PRAMEF18",0,0,0,0,1
"PRAMEF19",0,0,0,0,1
"PRAMEF2",0,0,0,0,1
"PRAMEF20",0,0,0,0,1
"PRAMEF21",0,0,0,0,1
"PRAMEF22",0,0,0,0,1
"PRAMEF3",0,0,0,0,1
"PRAMEF4",0,0,0,0,1
"PRAMEF5",0,0,0,0,1
"PRAMEF6",0,0,0,0,1
"PRAMEF7",0,0,0,0,1
"PRAMEF8",0,0,0,0,1
"PRAMEF9",0,0,0,0,1
"PRAMEL",0,0,0.06207,0.06207,0.941557524456957
"PRAP1",0,0,0.43448,0.43448,0.697116725224472
"PRB1",0,0,0,0,1
"PRB2",0,0,0.9931,0.9931,0.501730971852893
"PRB4",0,0,0,0,1
"PRC1",4.09885,4.09885,11.5758,11.5758,0.405449355110609
"PRCC",56.48572,56.48572,33.73429,33.73429,1.65501353273667
"PRCD",5.37658,5.37658,49.22041,49.22041,0.126971882547355
"PRCP",72.29919,72.29919,39.66184,39.66184,1.80265305259182
"PRDM1",1.51809,1.51809,3.10343,3.10343,0.613654917958878
"PRDM10",3.16269,3.16269,2.01723,2.01723,1.37963960321222
"PRDM11",1.89762,1.89762,3.13446,3.13446,0.700846059703081
"PRDM12",0,0,0.15517,0.15517,0.865673450660942
"PRDM13",0,0,0.34138,0.34138,0.745500902056091
"PRDM14",0,0,0,0,1
"PRDM15",1.51809,1.51809,1.73792,1.73792,0.919709122253389
"PRDM16",2.08738,2.08738,3.94136,3.94136,0.624803697767416
"PRDM2",26.42747,26.42747,23.55504,23.55504,1.11697924336511
"PRDM4",13.99176,13.99176,9.99305,9.99305,1.36374891408663
"PRDM5",9.32362,9.32362,14.52406,14.52406,0.665007736378241
"PRDM6",0.54398,0.54398,0.49655,0.49655,1.03169289365541
"PRDM7",0,0,0,0,1
"PRDM8",1.70785,1.70785,14.27578,14.27578,0.177264270629716
"PRDM9",0,0,0,0,1
"PRDX1",512.05287,512.05287,684.55474,684.55474,0.74837622740381
"PRDX2",90.32655,90.32655,145.33366,145.33366,0.62409803732101
"PRDX2P1",0,0,0,0,1
"PRDX3",471.27941,471.27941,64.58239,64.58239,7.20131440772439
"PRDX3P1",1.39159,1.39159,0.31034,0.31034,1.82516751377505
"PRDX3P2",0,0,0.46551,0.46551,0.682356312819428
"PRDX3P3",0,0,0,0,1
"PRDX4",78.61193,78.61193,49.74799,49.74799,1.56877011286555
"PRDX4P1",0,0,0,0,1
"PRDX5",170.49453,170.49453,376.53924,376.53924,0.454242928496651
"PRDX6",540.1629,540.1629,115.54072,115.54072,4.64355205631131
"PREB",34.1571,34.1571,46.89284,46.89284,0.734078413391229
"PRELID1",26.7817,26.7817,99.18564,99.18564,0.27730221616591
"PRELID1P1",0,0,0.37241,0.37241,0.728645229924002
"PRELID1P2",0,0,0,0,1
"PRELID1P3",0,0,0,0,1
"PRELID1P4",0.24036,0.24036,1.67585,1.67585,0.463538688640993
"PRELID2",4.14946,4.14946,3.10343,3.10343,1.25491600928979
"PRELID2P1",0,0,2.45171,2.45171,0.289711476340712
"PRELP",23.6696,23.6696,8.72064,8.72064,2.53785758962373
"PREP",45.69461,45.69461,8.31719,8.31719,5.01166231449611
"PREPL",96.7405,96.7405,41.27563,41.27563,2.31198210411057
"PREX1",2.35304,2.35304,83.07884,83.07884,0.0398797128980371
"PREX2",4.17476,4.17476,8.22409,8.22409,0.56100493382003
"PRF1",2.80847,2.80847,7.88271,7.88271,0.428750910476645
"PRG2",0.08856,0.08856,0,0,1.08856
"PRG3",0,0,0.37241,0.37241,0.728645229924002
"PRG4",0.67049,0.67049,0.86896,0.86896,0.893807251091516
"PRH1",0,0,2.76205,2.76205,0.265812522427932
"PRH2",0,0,0,0,1
"PRHOXNB",0,0,0,0,1
"PRICKLE1",12.53692,12.53692,1.92413,1.92413,4.62938378252677
"PRICKLE2",4.65549,4.65549,3.69308,3.69308,1.20507001798393
"PRICKLE3",7.16034,7.16034,4.68618,4.68618,1.4351181285151
"PRICKLE4",4.41512,4.41512,7.57237,7.57237,0.63169461887436
"PRIM1",5.85731,5.85731,3.66205,3.66205,1.47087869070473
"PRIM2",5.76875,5.76875,11.35856,11.35856,0.547697304540335
"PRIMA1",4.50368,4.50368,35.81359,35.81359,0.149501311879662
"PRKAA1",42.45601,42.45601,11.29649,11.29649,3.53401743099047
"PRKAA2",77.58722,77.58722,0.89999,0.89999,41.3619124311181
"PRKAB1",14.72551,14.72551,15.14474,15.14474,0.974033028713996
"PRKAB2",44.37893,44.37893,10.52063,10.52063,3.93892781905156
"PRKACA",241.74371,241.74371,46.89284,46.89284,5.06847599766479
