"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"SLC5A12",0.208274,0.127461,0.230461,10,6,7,0,0.217954,0.249358,0.179823,15,12,7,11.4362263333333,0.0804102444902968
"SLC5A2",0.192722,0.530045,0,2,1,0,30.7940366666667,0,0.187463,0.229262,0,3,7,23.294111,1.30871373176268
"SLC5A3",0.267315,0.241462,0.108717,56,55,24,0,2.497214,3.658554,2.437414,455,537,396,0,1
"SLC5A4",0,0,0,0,0,0,0,3.692364,1.438494,2.316692,108,34,60,0,1
"SLC5A4.AS1",0.052532,0.038792,0,7,5,0,0,1.039181,0.728438,0.713666,94,55,56,0,1
"SLC5A5",0.037599,0.027116,0,3,2,0,3.00748666666667,0.094377,0.046718,0.043909,5,2,2,0,4.00748666666667
"SLC5A6",11.877333,8.195653,7.464269,461,391,324,0.749430666666667,31.22787,27.746238,27.503912,688,483,613,0.249256666666667,1.40037729102907
"SLC5A7",0,0,0,0,0,0,4.52954166666667,0.012859,0.079686,0,1,5,0,0,5.52954166666667
"SLC5A8",0.026918,0,0,2,0,0,0,0,0,0,0,0,0,6.26950633333333,0.137560922866885
"SLC5A9",0.024819,0,0.182111,1,0,1,7.386703,1.879292,1.906925,2.671397,55,42,51,5.047446,1.38681734404904
"SLC66A1",5.544344,3.735053,4.275544,197,118,135,0,12.591709,11.054321,13.100557,258,194,243,20.1897843333333,0.0471925520462667
"SLC66A1L",0.138411,0.17716,0.230895,1,2,2,0,0.484749,0.358117,0.218619,5,4,2,0,1
"SLC66A2",9.631528,7.017002,6.498237,359,280,250,0,7.368591,7.164437,9.538128,242,171,209,0,1
"SLC66A3",1.721517,2.715093,2.826861,42,53,34,11.3616043333333,3.645378,6.352367,5.928728,49,43,67,21.0940243333333,0.559499896751871
"SLC6A1",0.599122,0.395704,0.140723,12,19,8,0,1.26875,1.866535,0.884066,50,93,37,0,1
"SLC6A1.AS1",0,0,0,0,0,0,0,0,0.442679,0,0,2,0,0,1
"SLC6A10P",0.33458,0.300339,0.172792,28,25,14,0.0465126666666667,0.571945,0.233673,0.213023,12,6,8,0.026428,1.01956753582976
"SLC6A11",0.018269,0.018389,0.018466,1,1,1,0.0160256666666667,0.691515,0.597979,0.689507,35,16,32,0.196559333333333,0.849122678970092
"SLC6A12",0.819355,0.389834,0.444999,18,6,12,17.1131836666667,0.955185,0.352761,0.845411,12,4,12,171.224888333333,0.105171696390416
"SLC6A13",3.862814,3.174306,2.012903,74,60,47,6.538517,0.984135,0.546418,0.688977,10,8,9,9.072148,0.748451770168588
"SLC6A14",0.013437,0,0,1,0,0,9.00241633333333,0.029503,0.054839,0,2,3,0,12.7015183333333,0.73002247561128
"SLC6A15",0.174113,0.18045,0,1,1,0,12.0448406666667,34.286379,30.766722,23.173593,677,567,652,16.979259,0.725549404826231
"SLC6A16",2.547488,2.721938,2.075437,64,75,63,0,3.409995,3.386889,4.671608,65,59,68,0,1
"SLC6A17",0.717797,0.303613,0.356921,91,42,49,0,1.225588,0.814046,1.507365,76,67,84,4.770444,0.173296890152647
"SLC6A18",0,0,0,0,0,0,0.119538666666667,0,0.040694,0,0,1,0,0.2174,0.919614478944198
"SLC6A19",0.042602,0.028454,0.045246,5,3,5,1.34241033333333,0.03883,0,0,2,0,0,1.51147066666667,0.932684727089519
"SLC6A2",0.249564,0.431499,0.034753,17,16,1,9.05529166666667,0.258164,0.608251,0.245388,9,5,8,13.1216553333333,0.712047662212216
"SLC6A20",0.111886,0.056655,0.087797,11,6,10,0.146325666666667,0.148242,0.157276,0.792395,12,10,21,0.289369,0.889059428811044
"SLC6A3",0,0,0,0,0,0,0.00911566666666667,0,0.106293,0.036837,0,4,2,0.079827,0.934516053651804
"SLC6A4",0.052974,0.093554,0.042245,6,12,5,0,0.072738,0.183774,0.153056,7,7,13,0.272545666666667,0.785826415659739
"SLC6A5",0.007447,0,0,1,0,0,0.065397,0.018851,0.023475,0.032011,2,2,3,0.0106286666666667,1.05419234100491
"SLC6A6",6.921116,3.446401,2.207826,527,439,288,0.0170673333333333,47.076022,54.622684,40.200768,912,853,718,0,1.01706733333333
"SLC6A7",0.174112,0,0,1,0,0,1.34789,0.053226,0.022022,0.031437,3,1,1,1.93969133333333,0.798685893779778
"SLC6A8",211.294157,137.877167,71.346561,1819,1315,1151,39.4991466666667,197.979671,138.239521,153.501434,892,589,815,2.689463,10.9769759628072
"SLC6A9",0.223711,0.122315,0.364223,11,8,7,0.0124503333333333,4.437079,6.444919,4.173969,144,157,104,0.802299333333333,0.561754817642204
"SLC7A1",1.823947,1.836798,1.354538,296,271,210,0,11.776597,12.929316,10.442285,1325,1222,1080,0,1
"SLC7A10",0.034036,0,0,1,0,0,4.464494,0.582882,2.00597,0.393613,8,31,6,31.921811,0.165984003735396
"SLC7A11",0.321032,0.224974,0.189207,47,37,31,2.19958933333333,0.439799,0.987697,0.443886,64,117,57,3.15469133333333,0.770114811577659
"SLC7A11.AS1",0.772918,1.051745,0.385355,69,98,35,0,0.043434,0.058247,0,3,3,0,0.128577333333333,0.886071313382158
"SLC7A13",0.132529,0.065994,0.033548,4,2,1,0,0.044902,0,0.050257,1,0,1,0.342354666666667,0.74495960332391
"SLC7A14",0.437517,0.009972,0,8,2,0,0,1.40896,1.501962,1.857354,226,153,180,0,1
"SLC7A14.AS1",1.067193,0.572763,0.252883,26,14,6,0,2.078899,0.977333,2.723228,37,16,43,0.266593,0.789519601008374
"SLC7A2",1.100621,0.647572,0.689436,160,96,102,0,0.546045,0.834977,0.395244,64,79,41,0.0598183333333333,0.943557936816215
"SLC7A3",0.021453,0,0,1,0,0,0,0.181505,0.11264,0.102851,6,3,3,0,1
"SLC7A4",0.244618,0.021086,0.042326,4,1,2,0,5.144922,6.156278,4.533283,155,126,137,0,1
"SLC7A5",2.953509,2.514453,2.38255,276,219,206,0,20.152049,14.355883,17.561284,983,656,900,0,1
"SLC7A6",14.290543,8.57802,7.292681,945,742,612,0.138508333333333,36.328565,38.61121,26.399163,1655,1385,1432,0.196971,0.951157825321861
"SLC7A6OS",5.581863,2.785136,1.873932,67,78,30,35.525888,5.795117,6.095883,4.740814,60,58,44,82.96181,0.435029783183569
"SLC7A7",1.270777,1.864076,0.971989,29,36,20,2.729116,2.695772,2.192062,1.871878,23,20,17,1.69072233333333,1.38591632209789
"SLC7A8",0.599167,1.010792,0.904697,21,23,15,3.221604,0.499192,2.041851,1.293492,24,63,24,14.1402616666667,0.278832961605573
"SLC7A9",0.183127,0.034008,0,3,1,0,2.14684733333333,0.259041,0.099584,0.439338,6,2,6,1.13808933333333,1.47180348560428
"SLC8A1",76.644544,32.798867,24.787016,9010,6848,5743,0.0439193333333333,1.690052,2.745513,1.511614,167,233,154,0,1.04391933333333
"SLC8A1.AS1",2.253163,1.399133,12.730073,20,14,13,0.087406,3.343253,9.698403,0.405481,2,5,2,0.137786,0.955721023109794
"SLC8A2",0.017268,0.113851,0.226948,2,5,7,0,10.168022,7.558832,5.174207,216,110,157,0,1
"SLC8A3",0.036318,0,0.085043,2,0,5,39.6851823333333,3.557929,1.670443,3.822242,223,91,203,47.1160806666667,0.845563100103429
"SLC8B1",1.987952,2.44329,1.958156,91,70,64,6.00469333333333,1.611843,2.611444,2.762279,36,39,46,4.361768,1.30641484923132
"SLC9A1",8.415035,13.472758,6.710991,407,361,245,0,10.586643,10.645674,11.201375,362,295,338,0.927923666666667,0.518692735241419
"SLC9A2",0.130667,0.055862,0.084088,10,6,9,0,0.363642,0.563663,0.093889,12,5,7,0,1
"SLC9A3",0.539274,0.257409,0.222496,62,28,25,1.51675033333333,0.916747,1.187777,1.255934,66,74,80,2.06727666666667,0.820516245138195
"SLC9A3R1",1.448708,1.132703,0.654233,29,28,22,0,10.075714,10.597667,7.985567,154,133,142,0,1
"SLC9A3R2",8.232621,9.303018,9.318816,198,193,186,22.5685133333333,13.824386,13.277927,15.871529,210,153,202,43.1769613333333,0.533502364626195
"SLC9A4",0.47801,0.649284,0.48173,41,55,41,0,0.119974,0.136974,0.18082,8,7,10,0,1
"SLC9A5",0.886653,0.410548,0.320944,22,14,13,0,6.492841,4.053746,7.506844,203,142,180,0,1
"SLC9A6",3.340344,1.983508,1.827049,187,134,112,2.31456533333333,16.882647,10.935816,8.369815,467,352,464,1.45185566666667,1.35185989061074
"SLC9A7",1.357392,0.53811,0.388419,121,112,81,85.1457483333333,4.359551,4.078246,4.393751,615,479,617,106.041336,0.804789547220649
"SLC9A7P1",0.192854,0.14667,0.118782,13,10,8,0,0.51697,0.755671,0.756758,24,26,30,1.44212733333333,0.409479058012536
"SLC9A8",2.034053,1.452661,1.284097,227,167,144,0,3.886105,3.046389,3.350864,368,231,271,0.100949,0.908307287621861
"SLC9A9",0.751887,0.994802,0.321214,21,22,23,0,4.567575,1.330413,2.796831,105,45,79,0,1
"SLC9A9.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132546666666667,0.986918721321787
"SLC9B1",0.604091,0.547525,0.193838,7,7,2,5.03369566666667,2.337455,1.832766,2.103714,18,11,19,8.33680166666667,0.646227250195061
"SLC9B2",11.400269,9.658459,7.390208,180,164,152,0.0338646666666667,14.587594,15.585859,18.99141,275,183,270,0.132324666666667,0.913046140476789
"SLC9C1",0.022449,0.019918,0,1,1,0,0,0.074934,0.24101,0.083562,3,8,3,0,1
"SLC9C2",6.218304,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"SLCO1A2",0.373206,0.006651,0.083281,5,1,3,0.184542,0.785419,0.756121,0.794334,14,11,8,0.706869,0.693985302914283
"SLCO1B1",0,0,0,0,0,0,11.4517123333333,0.024623,0,0,1,0,0,13.8542796666667,0.838257567027989
"SLCO1B3",0,0,0,0,0,0,0.395140666666667,0,0,0,0,0,0,0.0549533333333333,1.3224667125876
"SLCO1B7",0,0,0,0,0,0,23.9123313333333,0,0,0,0,0,0,10.9808403333333,2.07934757831817
"SLCO1C1",0,0,0,0,0,0,0.00490666666666667,21.786877,26.947393,23.661712,174,172,136,0.253152,0.801903254087825
"SLCO2A1",0,0.023319,0.026945,0,2,1,2.54957133333333,0.566524,0.116472,0.106657,16,6,6,12.0194446666667,0.27263615493687
"SLCO2B1",0.222544,0.197403,0.017178,5,2,1,0.395235666666667,4.292838,3.541348,3.080874,207,97,155,0.782336333333333,0.782812783745081
"SLCO3A1",25.283495,24.716003,17.876222,802,705,539,1.332179,8.523757,10.418269,7.516481,214,172,209,0.055579,2.20938366526807
"SLCO4A1",0.434148,0.155247,0.018138,8,2,1,0,1.690532,2.001354,3.050635,31,25,39,0,1
"SLCO4A1.AS1",0,0,0,0,0,0,5.728872,0,0,0.057832,0,0,1,3.18759733333333,1.60685745652718
"SLCO4C1",0.046862,0,0.021934,4,0,2,0.377269666666667,0.196827,0.17843,0.297131,15,11,20,2.01701933333333,0.456500113025461
"SLCO5A1",0.602315,0.397887,0.397468,92,72,44,0.0854646666666667,1.931776,1.334735,2.049629,270,146,253,0.07408,1.01059945876161
"SLCO6A1",0.138446,0,0,1,0,0,9.410411,0.588753,0.131526,0.990512,5,3,7,53.956107,0.189431376571124
"SLED1",0.170948,0.342933,0.090983,2,1,1,0.534099333333333,0,0,0,0,0,0,0,1.53409933333333
"SLF1",3.624119,2.221165,1.46159,114,88,74,0.0597646666666667,3.121783,2.261806,1.984198,43,61,56,0,1.05976466666667
"SLF2",4.715666,5.736183,3.837064,585,510,367,0.103364,8.069575,8.180203,5.796122,625,440,483,0.878786666666667,0.58727476598372
"SLFN11",0.011252,1.17413,1.375695,1,7,8,0,0.282637,0.526785,0.184443,7,24,12,0,1
"SLFN12",1.339254,1.201928,0.457319,21,27,10,5.42999933333333,4.236542,11.330413,3.250858,93,240,72,11.6381606666667,0.508776514472755
"SLFN12L",0.452888,0.048864,0.199204,7,3,4,1.47557566666667,0.313508,0.407525,0.119943,11,7,5,4.70267666666667,0.434107667568972
"SLFN13",8.075709,3.074023,2.455787,326,232,169,0,2.017812,4.155717,1.437372,79,101,50,0,1
"SLFN14",0.036129,0.038369,0,5,6,0,0.113399333333333,0.135269,0.110936,0.050623,15,10,5,0.0791633333333333,1.03172457675545
"SLFN5",0.819369,0.568779,0.292977,108,69,58,0,4.814397,8.483499,5.574442,785,1028,804,0.0317586666666667,0.969218900027009
"SLFNL1",0.083302,0.062699,0.109494,8,6,8,0.116031333333333,0.28538,0.385357,0.295125,19,21,18,0.116979333333333,0.999151282417043
"SLFNL1.AS1",0.198699,0.100552,0.11911,22,10,12,0.216775333333333,0.394001,0.587385,0.327872,30,36,22,0.491282666666667,0.815925351062441
"SLIRP",423.930755,357.630738,309.420003,575,497,422,6.28438233333333,293.08094,229.679506,283.429302,303,194,262,11.1955796666667,0.597296933186639
"SLIT1",0.52423,0.191114,0.023096,5,3,4,0.400673666666667,17.762804,9.33683,13.7833,1560,731,1192,0.089588,1.28550761082782
"SLIT1.AS1",0,0,0,0,0,0,36.2269976666667,0,0,0,0,0,0,63.9357256666667,0.573289930688745
"SLIT2",8.244044,3.85379,2.826691,450,304,208,0.915823666666667,15.759063,13.065051,17.419593,715,701,600,2.78068233333333,0.506740185435663
"SLIT2.IT1",0.3489,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"SLIT3",30.354898,22.587921,15.609787,2804,1972,1715,0,9.955992,12.542948,8.178885,713,709,528,0,1
"SLITRK1",0,0,0,0,0,0,0.0568266666666667,4.063855,3.056731,3.975258,325,197,286,0.501183666666667,0.703995580376463
"SLITRK2",0.209268,0.012831,0,1,2,0,0,1.8534,1.142897,1.850884,230,113,203,0.056765,0.946284178601676
"SLITRK3",0.032902,0.022119,0.022513,3,2,2,0,3.860083,3.298448,3.281249,177,124,150,0,1
"SLITRK4",0.623349,0.557277,0.62063,66,57,67,0.207939666666667,0.356439,0.22181,0.245227,36,15,27,3.02387966666667,0.300192790722121
"SLITRK5",0.015922,0.023561,0.010054,4,7,3,0.110318666666667,1.482,0.865566,1.533143,434,207,386,0.095745,1.01330023560835
"SLITRK6",0,0,0,0,0,0,0.354904,44.563686,95.875485,45.160291,2635,4288,2450,0.623009,0.834809911713367
"SLK",15.744217,10.558199,5.812076,821,541,430,25.961033,6.443548,11.205075,8.032879,555,501,499,0.021077,26.4045052429934
"SLMAP",70.765966,38.810878,36.62041,1481,1247,1068,0.0307216666666667,12.142657,18.95719,15.819091,352,426,366,0,1.03072166666667
"SLN",0.365544,0.722227,0.577796,4,4,6,0,0.128789,0,0,1,0,0,0,1
"SLPI",0,0,0,0,0,0,0,0,0.213362,0,0,1,0,0,1
"SLTM",59.603494,46.92789,33.531903,863,700,515,0.012426,85.32926,74.260025,76.464111,982,962,815,11.4792206666667,0.081128944430344
"SLU7",19.227061,13.658129,17.063114,361,295,252,0.0193226666666667,25.073618,25.465841,28.97195,504,419,461,0.072681,0.950257035098661
"SLURP1",0,0,0,0,0,0,52.6174586666667,0,0,0,0,0,0,2.31814566666667,16.158862223951
"SLURP2",0.287996,0.061333,0.039631,2,0,0,0,0.385076,0.229433,0.213568,1,1,1,0,1
"SLX1A",20.948497,22.583743,5.83746,255,271,96,0.0631713333333333,34.649306,29.651671,31.588534,279,183,206,0,1.06317133333333
"SLX1A.SULT1A3",0.162325,1.075095,0.893391,8,41,39,0,2.165225,1.935902,2.610105,89,61,69,0,1
"SLX1B",5.049571,4.420254,14.999451,54,22,153,0.030205,5.28331,6.19917,0.897589,47,45,12,0.0690036666666667,0.963705768393061
"SLX1B.SULT1A4",2.848193,0.95536,0.486834,142,46,23,0,6.523548,5.323669,5.419789,232,153,170,0,1
"SLX4",0.919135,0.801775,0.720456,146,116,111,10.6895426666667,3.840099,3.146542,2.920399,370,259,269,11.512787,0.934207756167085
"SLX4IP",0.670731,0.527624,0.460291,82,66,56,0.192166666666667,1.919532,1.565383,1.500271,150,119,126,11.674589,0.0940595917285102
"SMAD1",15.856818,13.503731,3.384966,128,130,99,0,31.671065,38.94132,53.673415,385,261,379,0,1
"SMAD1.AS1",0,0,0,0,0,0,0.0364766666666667,0,0,0,0,0,0,0.510001,0.686407933946181
"SMAD1.AS2",0,0,0,0,0,0,0,0,0.180548,0,0,2,0,0,1
"SMAD2",25.363588,19.322822,16.371012,795,776,626,0.0934123333333333,26.856847,23.724279,22.844831,1060,919,996,0.529529,0.714868651286333
"SMAD3",10.343658,7.544945,4.749466,614,536,413,0,6.731833,17.977674,5.718745,415,744,318,0.124986,0.888899950754943
"SMAD4",15.080983,10.189026,8.692071,427,365,309,1.19987133333333,30.893349,44.144185,31.9087,894,787,774,24.5304246666667,0.0861666565306121
"SMAD5",2.86606,1.385893,1.084175,227,156,129,10.820755,4.495222,8.63163,4.658369,479,608,441,18.053856,0.620386498145047
"SMAD5.AS1",0,0.032014,0,0,1,0,17.181551,0.07977,0.098598,0.045263,2,2,1,9.20419666666667,1.78177191149132
"SMAD6",9.305244,12.794495,10.231982,352,317,276,0.0239286666666667,0.237041,0.89899,0.49307,5,32,9,0.124176,0.910825944217513
"SMAD7",6.969365,5.60564,4.944453,228,174,164,0,3.945348,9.632537,3.387628,100,140,61,0,1
"SMAD9",0.89768,0.505927,0.749158,73,54,47,0.597235333333333,0.830655,0.953257,0.823406,71,66,62,0.927514,0.828650444735205
"SMAGP",0.243472,0.370399,0.823525,6,9,8,0.306214666666667,0.674799,0.232279,0.826358,7,3,9,0.539957,0.84821502591739
"SMAP1",10.319437,7.765603,7.376575,464,454,422,2.97248233333333,10.505641,11.417537,13.352435,479,370,535,3.01958633333333,0.988281381193537
"SMAP2",5.965946,6.786806,5.489545,328,292,277,0.0342313333333333,28.768466,20.948605,28.675725,637,354,633,0.240867333333333,0.833474542806349
"SMARCA1",14.14737,10.048411,9.138241,1097,811,727,0.0497416666666667,29.982947,46.307917,29.942517,1596,1790,1452,0,1.04974166666667
"SMARCA2",44.104595,31.588356,23.404079,579,445,281,0,54.775134,46.103018,31.922269,325,348,247,0.357821666666667,0.736473739187645
"SMARCA4",44.465032,37.458758,39.379822,1361,852,733,310.240060333333,113.357494,99.411182,104.704541,3049,2253,2314,113.456641,2.71928354365505
"SMARCA5",34.74614,36.802141,26.757637,1123,855,691,0,58.605787,79.52524,49.356346,1707,1655,1471,0,1
"SMARCA5.AS1",0.570356,0.325103,0.24965,10,5,4,0.0809966666666667,2.002256,2.254843,1.420332,22,19,13,0.08773,0.993809738323542
"SMARCAD1",3.008519,1.91654,2.334769,209,182,124,0.348607666666667,16.070435,17.747579,16.381379,1011,870,884,0.72169,0.783304582512918
"SMARCAL1",5.177527,3.546542,2.404135,158,112,98,0.67113,12.950273,15.200733,5.992888,243,200,216,1.53492333333333,0.659242817337014
"SMARCB1",128.356363,78.962825,81.943549,492,442,385,7.41397866666667,239.464132,278.357613,266.099138,773,643,653,18.4183193333333,0.433301076279207
"SMARCC1",6.713074,5.850792,3.966074,841,663,517,0,42.827226,51.462712,27.36275,2721,2522,2171,0,1
"SMARCC2",18.927753,11.565309,8.701534,851,673,606,0,71.660616,77.110924,43.151468,1784,1336,1474,0,1
"SMARCD1",26.996772,22.552287,17.041934,442,354,298,0.209389666666667,93.92135,80.469738,99.196354,1331,962,1298,0.561540333333333,0.774485065067163
"SMARCD2",10.377089,6.260455,9.175691,232,217,190,0.0233753333333333,14.8252,16.573676,10.292258,252,209,211,0.039609,0.984384834426533
"SMARCD3",173.64179,141.316245,136.226712,2400,1971,1636,0,51.107368,59.437608,62.589997,568,421,492,0,1
"SMARCE1",37.76927,24.548081,19.330265,1162,986,802,0,47.654357,55.327911,53.781846,1325,1308,1325,0,1
"SMC1A",19.034154,9.583763,8.280848,1538,1011,845,7.371528,18.01425,24.424677,16.165804,1549,1305,1213,14.722387,0.532459097972846
"SMC1B",0.014389,0.013634,0,1,1,0,0,0.046329,0.01915,0.020259,3,1,1,0,1
"SMC2",3.920097,4.131359,2.838278,338,260,197,0,3.432256,5.455396,4.22343,263,381,251,0,1
"SMC2.AS1",0.075188,0.229594,0.023553,6,4,1,0.240809333333333,0.862277,0.146303,0.453598,20,13,11,0.444632333333333,0.858910121768007
"SMC3",5.39198,4.253448,2.921512,534,456,305,0.277227333333333,6.865078,9.705826,7.222849,581,623,544,0.465429666666667,0.87157190985397
"SMC4",18.436122,13.976439,9.607967,616,590,406,0.0665143333333333,10.899367,29.969621,9.322373,235,503,189,1.88410933333333,0.369789841531666
"SMC5",22.023167,7.750882,3.502148,192,124,115,6.15845533333333,32.513973,71.4284,15.510489,557,649,462,0.414721333333333,5.05997553346195
"SMC6",3.563753,2.658198,2.026731,281,239,167,0,4.585649,8.938799,5.972802,297,364,302,0,1
"SMCHD1",12.838268,9.468725,6.20641,472,400,292,0,10.64225,16.016028,9.223038,587,584,439,0.0303573333333333,0.97053708228084
"SMCO1",3.727602,3.959136,3.290147,112,121,100,0.015894,0.040802,0,0.046232,1,0,1,0.0264123333333333,0.989752331502902
"SMCO2",0,0,0,0,0,0,5.57240366666667,0.145744,0.118581,0.32888,2,1,3,10.4510123333333,0.573958308256705
"SMCO3",0.027806,0.025812,0.053201,1,1,2,3.115806,0.896626,1.033244,0.627042,27,25,17,17.361247,0.224157215465812
"SMCO4",131.000966,122.824112,91.458555,108,114,98,0.616317333333333,17.30553,42.990901,19.60496,36,34,32,0.151857333333333,1.4032270200129
"SMCP",0,0,0,0,0,0,1.02288466666667,0,0.430403,0,0,3,0,1.19245,0.922659429709534
"SMCR2",0.135238,0.999617,0.581849,1,7,4,0.245350333333333,1.681575,0.945729,1.722038,9,4,8,0.306860333333333,0.952932996410481
"SMCR5",0.08146,0.08605,0.069593,5,5,4,0,0.06928,0.257342,0.104664,3,9,4,0,1
"SMCR8",1.294303,0.944624,0.881965,243,170,156,0,3.579936,3.902312,3.089753,478,421,365,0,1
"SMDT1",53.102704,50.11664,42.606541,434,396,337,80.9340786666667,33.787439,27.1468,31.5223,220,137,195,117.003881,0.694333762350297
"SMG1",5.702163,4.560859,3.553633,749,456,355,0.011453,9.035819,13.598715,8.483,1278,1436,1106,0.0137763333333333,0.99770823873379
"SMG1P1",3.520056,3.085073,1.070291,81,73,20,0.0507123333333333,4.712911,10.171619,3.871267,102,162,93,0,1.05071233333333
"SMG1P3",1.813293,0.433129,0.562763,51,12,11,24.2147053333333,5.881752,4.964363,3.028966,95,119,32,19.684881,1.21899204222317
"SMG1P5",1.247828,0.519364,0.587058,67,31,24,0.0467663333333333,2.110454,3.623238,0.961391,84,134,45,0.158737666666667,0.903367831602954
"SMG1P6",0.069292,0,0,4,0,0,13.653271,0.05528,0.235795,0.082211,2,8,3,16.1868233333333,0.852587515203023
"SMG1P7",1.71544,1.37195,1.218872,51,46,26,0.225609,6.873893,6.537641,6.415844,121,114,103,0.82831,0.670350761085374
"SMG5",33.365641,18.463486,17.648234,2202,1473,1216,0.0499466666666667,37.397086,39.5162,31.391757,1483,1253,1133,0.338078,0.784667759776834
"SMG6",11.265282,9.88653,8.515521,483,372,315,7.05167033333333,20.173139,24.439547,21.011076,716,640,592,247.684364,0.032377067073398
"SMG7",15.149774,6.00135,11.827173,941,675,631,1385.03355666667,21.039622,50.027627,35.070358,916,783,697,486.832885333333,2.84120566353291
"SMG7.AS1",0.411432,0.075535,0.045579,16,3,2,0.393672,0.52934,0.493282,0.173422,13,13,5,0.329563,1.04821809872868
"SMG8",2.919959,4.41841,2.119919,189,172,105,0.323375666666667,7.97957,6.043725,9.231165,323,241,296,2.31730033333333,0.398931520721518
"SMG9",19.397034,12.861472,19.04365,300,261,269,0,48.371651,41.437468,42.7685,513,395,457,0,1
"SMIM1",4.282226,5.148442,3.632064,33,33,26,0,1.034484,0.910022,0.491253,5,3,2,0,1
"SMIM10",3.03751,3.457425,3.029911,77,91,78,1.72729433333333,0.198956,0.556443,0.16798,4,9,3,2.052471,0.893471005402945
"SMIM10L1",5.860633,5.687671,4.016055,475,503,349,0.00642933333333333,5.613711,7.43144,6.064279,405,433,387,0.073128,0.937846494857401
"SMIM10L2A",1.049447,0.544367,0.765483,123,60,84,0,0.656978,0.493543,0.888813,53,32,63,0.03165,0.969320990646052
"SMIM10L2B",5.071474,4.272179,3.994281,313,244,230,0.286868,1.528478,1.782465,2.002066,64,59,72,0.0548276666666667,1.21997937735801
"SMIM11A",8.426879,7.945898,6.588805,128,110,90,0.410971333333333,6.417711,8.198709,7.995443,78,88,82,1.26058066666667,0.624163231216994
"SMIM11A.1",1.846766,2.408352,1.620914,39,46,29,40.7924813333333,2.737744,0.936054,2.154022,43,11,26,81.5578373333333,0.506220640986429
"SMIM12",17.053446,16.266136,13.762084,426,381,290,0.023442,13.968816,14.95361,14.421888,354,301,362,0.009674,1.01363608451837
"SMIM13",3.732875,2.449607,2.130321,252,213,182,0.448338,4.69731,6.466947,5.125802,328,372,326,1.29565533333333,0.630903942316544
"SMIM14",3.729634,2.873292,3.054684,89,64,89,1.23162233333333,15.298907,10.939744,11.398245,459,376,425,2.74401133333333,0.596051169360777
"SMIM15",7.888115,5.341094,5.848149,99,114,89,0,15.999639,20.48982,14.716899,367,345,274,0,1
"SMIM17",0.172076,0.274008,0.144484,6,10,6,0.0158733333333333,1.503594,1.61002,1.16533,53,38,36,0.048966,0.968452107440406
"SMIM18",0.087208,0,0,1,0,0,0.0147983333333333,4.09276,2.646521,5.545914,44,23,53,0.101408333333333,0.921364313870877
"SMIM19",144.674476,95.458653,77.01438,272,260,203,0.155689666666667,69.280908,76.078978,87.952879,124,110,134,0.271326333333333,0.909042498660847
"SMIM2",0,0.091986,0,0,2,0,0,0,0,0.07054,0,0,1,0,1
"SMIM2.AS1",0.676752,0.927737,0.468917,17,13,10,0,0.243251,0.123546,0.863998,3,3,5,0.0721353333333333,0.932718071039539
"SMIM2.IT1",0,0,0,0,0,0,0.135063,0,0,0,0,0,0,0.396412666666667,0.812842096820472
"SMIM20",19.074125,18.093155,17.387031,209,222,212,92.4088013333333,16.220788,13.093682,20.709149,131,83,131,77.971782,1.18281237889925
"SMIM21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMIM22",1.574431,1.239268,1.382829,12,11,12,0,2.362572,1.390076,2.59322,16,7,12,6.75974566666667,0.128870203091278
"SMIM23",0,0,0,0,0,0,0.0631336666666667,0,0,0,0,0,0,0.101148,0.965477544041915
"SMIM24",0.103221,0.108535,0,1,1,0,0.260770666666667,1.064959,2.881499,0.658341,8,12,4,0.415300333333333,0.890814929504951
"SMIM25",0.054844,0,0,2,0,0,3.90547433333333,0.076507,0.047786,0.043308,3,1,1,1.318766,2.11555384775063
"SMIM26",49.418472,44.085711,46.00763,309,273,280,0.101878,18.018798,21.186719,20.776541,82,78,86,0,1.101878
"SMIM27",22.056966,16.781884,9.348092,81,67,28,10.0110183333333,4.679106,10.710542,17.509676,33,52,43,18.3433926666667,0.569239249964045
"SMIM28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMIM29",5.526284,4.551741,3.849411,79,62,56,0.161458,10.684376,8.748436,12.38305,107,74,111,0,1.161458
"SMIM3",12.212723,10.905815,10.576422,395,334,329,0,1.08229,1.951664,1.629824,26,35,32,0.012097,0.988047588324044
"SMIM30",48.88418,46.35602,35.67543,589,624,474,1278.74528066667,16.229945,20.015581,17.770091,189,189,181,369.149859333333,3.45737070647975
