"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"INSL3",0,0,0.297241,0.261934,0.536654,0.365276333333333,0.732452453459361
"INSL4",0,0,0.030568,0.039839,0,0.023469,0.977069163794898
"INSL5",0,0,0,0,0,0,1
"INSL6",0,0,0.055083,0,0.433705,0.162929333333333,0.859897477290108
"INSM1",3.09105,3.09105,0.562962,0.274753,0.64683,0.494848333333333,2.73676593723555
"INSM2",0.33192,0.33192,0,0.027225,0.031116,0.019447,1.30651225615456
"INSR",9.14868,9.14868,4.101578,4.4743,4.446206,4.34069466666667,1.90025467348692
"INSRR",0.04149,0.04149,0.069486,0.039292,0,0.0362593333333333,1.0050476425142
"INTS1",89.16333,89.16333,48.610058,51.290386,71.615637,57.172027,1.54994306799727
"INTS10",133.30935,133.30935,220.101584,147.995925,237.080109,201.725872666667,0.66251706421725
"INTS12",8.50558,8.50558,16.5167,15.746834,17.814378,16.6926373333333,0.537261902841996
"INTS2",5.7257,5.7257,5.047952,2.492186,2.215694,3.251944,1.5817941158209
"INTS3",34.72764,34.72764,26.960969,24.17992,29.384649,26.841846,1.28323531421013
"INTS4",23.64965,23.64965,21.357502,14.370375,20.370498,18.6994583333333,1.25128567409848
"INTS5",3.54745,3.54745,4.54438,5.521517,6.118444,5.39478033333333,0.711119031922963
"INTS6",11.57588,11.57588,18.123535,18.0233,17.216454,17.787763,0.669365480073386
"INTS7",4.14906,4.14906,9.66783,14.507409,14.855932,13.0103903333333,0.367517240954338
"INTS8",29.6243,29.6243,36.033664,22.667117,35.126195,31.2756586666667,0.948835787250033
"INTS9",17.675,17.675,17.919073,17.196347,12.162155,15.7591916666667,1.11431388645932
"INTU",19.56283,19.56283,11.974742,9.286295,6.484454,9.248497,2.00642396636307
"INVS",15.2478,15.2478,4.479587,2.872621,3.821998,3.72473533333333,3.43888045651375
"IP6K1",31.47063,31.47063,26.325989,31.643967,33.651726,30.5405606666667,1.02948804059518
"IP6K2",64.91207,64.91207,75.105621,81.205897,95.923372,84.0782966666667,0.774722491897561
"IP6K3",10.76681,10.76681,1.157694,0.036962,0,0.398218666666667,8.4155720993569
"IPCEF1",6.32732,6.32732,0.609695,0.609545,0.799768,0.673002666666667,4.37974197291576
"IPMK",1.70112,1.70112,3.061859,2.384356,2.547516,2.664577,0.737089164724878
"IPO11",11.11948,11.11948,13.445268,14.683793,11.131847,13.0869693333333,0.86033267434765
"IPO13",227.90795,227.90795,35.760946,45.656804,58.833981,46.750577,4.79382584214637
"IPO4",6.84595,6.84595,22.997725,32.469348,21.056785,25.5079526666667,0.295984759693123
"IPO5",26.84443,26.84443,52.882018,40.597981,37.957782,43.8125936666667,0.621352787725647
"IPO7",22.50866,22.50866,132.253179,100.64778,85.261058,106.054005666667,0.219596266889805
"IPO8",8.56781,8.56781,29.735165,39.092111,19.435728,29.4210013333333,0.314513315822915
"IPO9",29.41685,29.41685,45.047239,42.902572,34.517375,40.8223953333333,0.727286176642234
"IPP",30.88976,30.88976,7.671644,6.626071,8.695073,7.66426266666667,3.68060863651871
"IPPK",6.90819,6.90819,4.28543,4.366249,7.661607,5.437762,1.2284067040689
"IQCA1",7.30235,7.30235,1.221457,2.805009,1.873693,1.96671966666667,2.79849494823632
"IQCB1",11.63812,11.63812,11.674927,6.776984,10.706793,9.719568,1.17897661547555
"IQCC",2.01229,2.01229,3.14938,2.541133,2.605606,2.765373,0.799997769145314
"IQCD",3.25701,3.25701,0.780663,0.184071,0.193758,0.386164,3.07107239835979
"IQCE",41.61509,41.61509,9.93431,8.034365,6.456709,8.14179466666667,4.66156718170291
"IQCF1",0,0,0,0,0.151033,0.0503443333333333,0.952068734284915
"IQCF2",0,0,0,0,0,0,1
"IQCF3",0,0,0.057945,0.702867,0,0.253604,0.797700071154846
"IQCF5",0,0,0,0,0,0,1
"IQCF6",0,0,0,0,0,0,1
"IQCG",13.40147,13.40147,8.680236,6.017061,7.2397,7.31233233333333,1.73254261529566
"IQCH",2.84211,2.84211,1.931361,0.793876,2.902342,1.87585966666667,1.33598660759872
"IQCJ",0.95428,0.95428,0.139003,0,0,0.0463343333333333,1.86773953385836
"IQCK",35.18404,35.18404,10.777385,8.104225,4.762122,7.881244,4.07420852304024
"IQGAP1",79.47527,79.47527,53.531891,37.667013,48.463609,46.554171,1.69228625602579
"IQGAP2",5.78794,5.78794,5.174727,6.54129,13.819603,8.51187333333333,0.713628090085304
"IQGAP3",0.66385,0.66385,4.433287,1.918261,3.41835,3.25663266666667,0.390884093201058
"IQSEC1",94.61935,94.61935,16.748001,16.214894,14.85995,15.9409483333333,5.6442737513022
"IQSEC2",24.50021,24.50021,10.289194,5.961048,5.846583,7.36560833333333,3.04821944608531
"IQSEC3",125.86178,125.86178,10.686167,30.053397,24.788643,21.8427356666667,5.55370345527937
"IQUB",0.37342,0.37342,0.55471,0.149628,0.331859,0.345399,1.02082727874779
"IRAK1",48.81371,48.81371,53.173994,33.839389,39.038304,42.017229,1.15799439336272
"IRAK1BP1",3.13254,3.13254,1.803389,1.466685,1.736765,1.66894633333333,1.548378829648
"IRAK2",5.3108,5.3108,1.969748,1.411342,1.514553,1.631881,2.39782877721295
"IRAK3",1.3277,1.3277,0.102548,0.058955,0.045948,0.0691503333333333,2.17714939370859
"IRAK4",6.92893,6.92893,4.383607,4.525995,4.265843,4.391815,1.47054934191919
"IREB2",6.94968,6.94968,116.84108,108.768924,63.546169,96.385391,0.0816311350025796
"IRF1",6.51403,6.51403,1.470679,1.355674,1.459032,1.42846166666667,3.09415219648653
"IRF2",20.95276,20.95276,12.44384,19.270242,22.620051,18.1113776666667,1.14867490888892
"IRF2BP1",19.27239,19.27239,5.57357,5.626997,8.262155,6.487574,2.70747107140444
"IRF2BP2",32.13448,32.13448,29.635102,20.452864,24.23592,24.7746286666667,1.28554635756408
"IRF2BPL",22.65388,22.65388,12.011845,9.918835,13.527446,11.8193753333333,1.84516635053929
"IRF3",26.59548,26.59548,78.764233,57.487117,59.029015,65.093455,0.417522128325717
"IRF4",0.20745,0.20745,0.096739,0.048076,0.102896,0.0825703333333333,1.11535478372306
"IRF5",4.68844,4.68844,0.461682,0.457726,2.037091,0.985499666666667,2.86499166708498
"IRF6",2.24049,2.24049,1.031609,0.066767,0.215238,0.437871333333333,2.2536717471707
"IRF7",19.77028,19.77028,13.906612,14.488144,10.096384,12.83038,1.50178664649851
"IRF8",8.31887,8.31887,0,0,0,0,9.31887
"IRF9",124.30588,124.30588,70.868075,58.574252,59.37529,62.9392056666667,1.95976597915926
"IRGC",0,0,0,0,0,0,1
"IRGM",0,0,0.072728,0.189706,0.161337,0.141257,0.876226827086274
"IRGQ",7.0534,7.0534,22.240522,31.057475,36.795712,30.0312363333333,0.259525592647727
"IRS1",6.51403,6.51403,4.791238,2.568268,4.219934,3.85981333333333,1.54615609378687
"IRS2",14.02383,14.02383,5.45836,6.345268,7.879347,6.56099166666667,1.98701845767586
"IRS4",0.24894,0.24894,0.260044,0.143844,0.224907,0.209598333333333,1.03252457082861
"IRX1",2.51018,2.51018,0.587663,0.087389,1.394977,0.690009666666667,2.07701770542141
"IRX2",3.17403,3.17403,1.390392,0.175094,2.444108,1.33653133333333,1.78642158162085
"IRX3",2.75913,2.75913,3.897763,0.078777,0.753635,1.576725,1.45887900338608
"IRX4",0.72609,0.72609,0.036227,0.265054,0,0.100427,1.56856383930965
"IRX5",0.58087,0.58087,2.408983,0.222895,1.661063,1.43098033333333,0.650301435319441
"IRX6",0.31118,0.31118,0.370861,0.540764,0.723343,0.544989333333333,0.848666053357866
"ISCA1",30.62007,30.62007,21.116259,27.159523,38.816864,29.030882,1.05291845907157
"ISCA2",17.17711,17.17711,13.962798,6.504306,13.974692,11.4805986666667,1.45642933367833
"ISCU",235.68744,235.68744,38.326828,50.446231,53.066848,47.279969,4.90239419996314
"ISG15",58.19059,58.19059,56.762409,31.802934,31.70208,40.089141,1.44054094486911
"ISG20",24.12679,24.12679,7.043785,2.757394,7.315585,5.705588,3.74714193594954
"ISG20L2",10.76681,10.76681,16.607568,20.79389,23.199253,20.200237,0.555032002708272
"ISL1",0,0,52.058766,82.723973,91.226178,75.3363056666667,0.0130999265849548
"ISL2",0.18671,0.18671,6.064235,10.305361,12.016391,9.46199566666667,0.113430557401301
"ISLR",5.91241,5.91241,10.426066,1.358286,1.562878,4.44907666666667,1.26854702600991
"ISLR2",3.36074,3.36074,25.644192,101.060832,78.28821,68.331078,0.0628973344392539
"ISM1",2.67614,2.67614,0.039488,0.052044,0,0.0305106666666667,3.56729931956066
"ISM2",0.08298,0.08298,0.237263,0.220193,0.179965,0.212473666666667,0.893198780124709
"ISOC1",12.38495,12.38495,4.406035,4.274088,4.976148,4.55209033333333,2.41079470909185
"ISOC2",55.97084,55.97084,14.868201,14.79535,17.645177,15.769576,3.39727372952065
"IST1",187.6828,187.6828,263.167291,230.226193,124.410578,205.934687333333,0.911798801986576
"ISX",0.16596,0.16596,0,0,0,0,1.16596
"ISY1",19.874,19.874,13.142978,6.397722,14.946373,11.495691,1.67049585333056
"ISYNA1",81.778,81.778,117.493941,98.435587,120.48511,112.138212666667,0.73165377151471
"ITCH",16.36805,16.36805,23.243013,18.578365,13.523859,18.4484123333333,0.893031765386436
"ITFG1",341.38478,341.38478,109.664764,147.036629,173.504783,143.402058666667,2.37105193070932
"ITFG2",46.26204,46.26204,27.649351,48.486527,38.917054,38.3509773333333,1.20103853074992
"ITGA1",3.56819,3.56819,14.462881,3.138435,3.178879,6.92673166666667,0.576301834362586
"ITGA10",2.13677,2.13677,1.689638,1.248126,0.660612,1.19945866666667,1.42615546613288
"ITGA11",2.90434,2.90434,7.895291,5.314796,3.932526,5.71420433333333,0.581504494972921
"ITGA2",10.93278,10.93278,3.413386,0.636977,0.753191,1.60118466666667,4.58744054311664
"ITGA2B",6.80446,6.80446,1.499311,0.399873,0.250814,0.716666,4.54628914418996
"ITGA3",17.50904,17.50904,86.709812,130.803633,113.392406,110.301950333333,0.166295738255871
"ITGA4",0.47714,0.47714,19.151755,10.464578,11.387594,13.6679756666667,0.10070510297865
"ITGA5",13.4637,13.4637,23.342537,7.122356,14.194209,14.8863673333333,0.910447284550179
"ITGA6",7.88322,7.88322,74.009721,48.434046,56.348165,59.5973106666667,0.14659429440466
"ITGA7",75.45068,75.45068,117.996777,45.546342,66.842422,76.7951803333333,0.982717434067606
"ITGA8",3.60968,3.60968,0.743094,0.115868,0.037062,0.298674666666667,3.54952638895448
"ITGA9",8.87899,8.87899,4.257542,8.475832,6.764085,6.499153,1.31734743910412
"ITGAD",0,0,0.617904,0,0.294121,0.304008333333333,0.766866264913951
"ITGAE",36.73994,36.73994,16.135654,22.216298,15.52097,17.9576406666667,1.99075088844565
"ITGAL",8.06992,8.06992,0.676878,0.558092,0.615235,0.616735,5.61002266914491
"ITGAM",12.53017,12.53017,0.159701,0,0,0.0532336666666667,12.846313622713
"ITGAV",14.56321,14.56321,44.066505,22.301332,16.319054,27.562297,0.544886498449337
"ITGAX",34.89361,34.89361,0.263967,0.167329,0.054662,0.161986,30.8898816336858
"ITGB1",65.11952,65.11952,397.846626,308.01736,324.586265,343.483417,0.191938179712146
"ITGB1BP1",125.07346,125.07346,62.553187,65.410164,65.719903,64.5610846666667,1.92299228484393
"ITGB1BP2",1.99155,1.99155,4.084414,1.690188,2.346419,2.707007,0.806998745888529
"ITGB2",20.06071,20.06071,0.789343,0.022205,0.039862,0.283803333333333,16.4049348160803
"ITGB3",0.31118,0.31118,11.432175,8.810308,7.764827,9.33577,0.126858473050387
"ITGB3BP",11.51365,11.51365,29.829753,10.561181,23.667906,21.3529466666667,0.55982104671062
"ITGB4",145.07194,145.07194,10.938468,6.344684,9.661634,8.98159533333333,14.6341276240879
"ITGB5",45.41148,45.41148,180.363491,92.704722,98.728101,123.932104666667,0.371493621466085
"ITGB6",4.31502,4.31502,5.913741,0.071883,0.160962,2.048862,1.74327995166721
"ITGB7",3.36074,3.36074,0.389465,0.448875,0.672206,0.503515333333333,2.90036283855657
"ITGB8",3.25701,3.25701,3.819606,4.244371,8.41693,5.49363566666667,0.655566499034157
"ITGBL1",16.90743,16.90743,0.274182,0.250444,0.04218,0.188935333333333,15.0617359060179
"ITIH1",0,0,0.33661,0.46809,0.203648,0.336116,0.748438009873394
"ITIH2",1.20323,1.20323,1.259199,0.258275,0.154861,0.557445,1.41464385580229
"ITIH3",1.34844,1.34844,0.340021,1.724836,0.885082,0.983313,1.18409953446582
"ITIH4",10.12371,10.12371,7.576848,8.819667,5.105554,7.16735633333333,1.3619719216365
"ITIH5",17.52978,17.52978,92.00952,68.024018,75.390298,78.474612,0.233153450311906
"ITIH6",0,0,14.757909,13.962387,12.68855,13.8029486666667,0.0675541084764959
"ITK",0.14522,0.14522,0.302323,0.265055,0.194475,0.253951,0.913289275258762
"ITLN1",1.45217,1.45217,0,0.34968,0,0.11656,2.19618291896539
"ITLN2",0.58087,0.58087,0,0,0,0,1.58087
"ITM2A",118.80838,118.80838,156.795805,97.575829,49.846071,101.405901666667,1.16993628345736
"ITM2B",270.31136,270.31136,409.39875,658.187599,850.586281,639.390876666667,0.423665248655973
"ITM2C",540.18706,540.18706,260.272003,212.742081,210.079709,227.697931,2.36638371686887
"ITPA",53.27395,53.27395,39.004592,50.104664,66.086645,51.731967,1.02924190178606
"ITPK1",1017.74404,1017.74404,43.624379,46.978921,44.636374,45.0798913333333,22.108212726254
"ITPKA",32.71535,32.71535,0.380901,0.251045,0.054156,0.228700666666667,27.439840243162
"ITPKB",83.76955,83.76955,4.276397,1.419505,2.197714,2.63120533333333,23.3447415440383
"ITPKC",3.50596,3.50596,4.289416,5.658401,7.18263,5.710149,0.671514149685797
"ITPR1",26.05611,26.05611,3.852577,2.354203,2.791257,2.99934566666667,6.76513416319686
"ITPR2",1.84633,1.84633,2.157794,3.514159,1.314225,2.328726,0.855080892810042
"ITPR3",3.23627,3.23627,11.389771,10.784069,10.904943,11.026261,0.352251626669336
"ITPRIP",3.38149,3.38149,1.960641,0.386723,1.047527,1.13163033333333,2.05546427609165
"ITPRIPL1",0.14522,0.14522,1.653088,0.337121,0.348207,0.779472,0.643572925002473
"ITPRIPL2",0.93354,0.93354,4.360825,2.823368,4.041218,3.74180366666667,0.407764668451407
"ITSN1",59.49754,59.49754,91.441362,40.68314,76.533591,69.5526976666667,0.857480181492517
"ITSN2",18.73301,18.73301,17.195295,15.374459,5.687865,12.7525396666667,1.43486297646018
"IVD",57.29854,57.29854,72.422094,58.126451,59.878457,63.4756673333333,0.904194441270408
"IVL",1.18248,1.18248,0,0,0,0,2.18248
"IVNS1ABP",48.25359,48.25359,26.93261,19.733877,24.465556,23.710681,1.99321054729329
"IWS1",29.06418,29.06418,27.019221,24.215808,29.186146,26.8070583333333,1.08117081784091
"IYD",0.95428,0.95428,0.045233,0.099049,0.317818,0.154033333333333,1.69343462060599
"IZUMO1",0,0,0.358485,0.070504,0.078302,0.169097,0.85536101794804
"IZUMO2",0,0,0.447569,0.220184,0.277325,0.315026,0.760441238424183
"IZUMO3",0,0,1.145488,0.067151,0.55548,0.589373,0.629178927791022
"IZUMO4",63.79182,63.79182,9.153574,6.10497,6.817928,7.358824,7.75130807874409
"JAG1",4.54322,4.54322,31.268691,22.489404,24.161198,25.9730976666667,0.205509210269546
"JAG2",17.05264,17.05264,15.879311,24.959785,23.415632,21.4182426666667,0.805265616418819
"JAGN1",10.1652,10.1652,13.316309,12.410766,15.225991,13.651022,0.762076529541762
"JAK1",23.75338,23.75338,118.665522,196.168286,191.314778,168.716195333333,0.145851608041194
"JAK2",3.81714,3.81714,4.065243,2.911811,3.2421,3.40638466666667,1.09321821956231
"JAK3",2.03304,2.03304,2.004831,1.697101,1.827345,1.84309233333333,1.06681023491206
"JAKMIP1",26.0976,26.0976,11.597577,13.457041,11.176706,12.077108,2.07214010926575
"JAKMIP2",20.43413,20.43413,20.480016,18.212363,22.37755,20.356643,1.00362823876393
"JAKMIP3",18.50481,18.50481,3.537837,4.2651,4.116058,3.97299833333333,3.92214287892717
"JAM2",16.38879,16.38879,17.124384,2.143196,7.345286,8.87095533333333,1.7616116589323
"JAM3",326.59338,326.59338,87.035494,34.271763,45.841678,55.7163116666667,5.77599936197074
"JARID2",7.19862,7.19862,7.628128,7.124173,10.184582,8.31229433333333,0.880408168656467
"JAZF1",134.63705,134.63705,9.179807,8.408892,8.388863,8.65918733333333,14.04228381946
"JDP2",31.69883,31.69883,4.031449,2.459973,2.716479,3.06930033333333,8.03549193264264
"JKAMP",24.47946,24.47946,32.660781,28.761343,36.449783,32.623969,0.757776691978273
"JMJD1C",27.38381,27.38381,35.544256,24.344162,34.267216,31.3852113333333,0.876443562706822
"JMJD4",16.86594,16.86594,7.520362,9.131963,8.551643,8.40132266666667,1.90036451608511
"JMJD6",18.15214,18.15214,10.212592,10.65317,14.603557,11.8231063333333,1.49356478080623
"JMJD7",0.49789,0.49789,39.743081,46.837067,41.853364,42.8111706666667,0.0341896821565568
"JMJD8",57.29854,57.29854,21.273813,22.156307,25.949203,23.126441,2.4163754612626
"JMY",3.79639,3.79639,13.545396,9.525415,10.465488,11.1787663333333,0.393832172218648
"JOSD1",20.99425,20.99425,28.727342,25.985118,35.589552,30.1006706666667,0.707195360374437
"JOSD2",126.54638,126.54638,6.107856,1.007916,3.200517,3.438763,28.734667744144
"JPH1",5.80869,5.80869,10.365324,4.916554,4.1428,6.47489266666667,0.910874617686818
"JPH2",0.60161,0.60161,2.756082,0.037184,0.04464,0.945968666666667,0.823039973579568
"JPH3",79.45453,79.45453,16.238559,19.198572,23.607448,19.6815263333333,3.89016403834411
"JPH4",82.08918,82.08918,25.763836,43.676261,52.317253,40.5857833333333,1.99801887423867
"JRK",8.36036,8.36036,8.998317,5.963354,4.369588,6.443753,1.25747858640662
"JRKL",3.69266,3.69266,4.643996,4.789531,5.382706,4.93874433333333,0.790177137894413
"JSRP1",0.76758,0.76758,3.396129,1.293,1.357929,2.015686,0.586128661936289
"JTB",106.38194,106.38194,38.002583,32.141571,51.151884,40.4320126666667,2.59176257894882
"JUN",163.24483,163.24483,17.299405,9.303942,16.277663,14.29367,10.7393993724201
"JUNB",134.36736,134.36736,6.939147,5.234043,4.97731,5.71683333333333,20.1534492940622
"JUND",769.21526,769.21526,29.816908,20.643738,30.091016,26.850554,27.6552940383161
"JUP",26.5125,26.5125,38.499434,54.572879,59.812295,50.961536,0.529478189405332
"KAAG1",0,0,0,0,0,0,1
"KALRN",35.82715,35.82715,10.458903,16.754783,12.149308,13.120998,2.60797076807177
"KANK1",32.09299,32.09299,4.464536,4.133573,2.509345,3.70248466666667,7.03734139413107
"KANK2",58.77146,58.77146,29.758526,9.460837,8.106421,15.7752613333333,3.56307176456506
"KANK3",8.52632,8.52632,0.604818,0.107417,0.222249,0.311494666666667,7.26371234449041
"KANK4",2.44795,2.44795,9.872631,4.409788,6.406121,6.89618,0.436660511791778
"KANSL1",207.01742,207.01742,42.248486,42.908658,38.0611,41.072748,4.94423183387023
"KANSL1L",12.8206,12.8206,12.593107,8.818232,7.836003,9.749114,1.28574317846103
"KANSL2",16.30581,16.30581,31.954013,37.432367,39.471199,36.2858596666667,0.464138688358345
"KANSL3",18.60854,18.60854,17.264793,15.850437,19.755137,17.6234556666667,1.05289481989621
"KAT2A",110.7592,110.7592,56.001307,40.201142,41.577301,45.9265833333333,2.381575475166
"KAT2B",32.81908,32.81908,8.476764,19.160531,13.078435,13.57191,2.32084057614959
"KAT5",52.02923,52.02923,40.949566,37.445459,36.213775,38.2029333333333,1.35268525824598
"KAT6A",9.99924,9.99924,9.259749,8.34713,6.955469,8.18744933333333,1.1972027927374
"KAT6B",9.89551,9.89551,4.218353,5.169299,4.466629,4.61809366666667,1.93936068824295
"KAT7",17.98618,17.98618,25.064124,22.09405,23.917465,23.6918796666667,0.768924045326156
"KAT8",60.26512,60.26512,21.333508,14.821766,20.750917,18.9687303333333,3.06805284949597
"KATNA1",6.45179,6.45179,7.781229,5.008949,5.771466,6.18721466666667,1.03681194254019
"KATNAL1",8.50558,8.50558,9.740686,6.243239,6.179766,7.387897,1.13324949030728
"KATNAL2",11.01576,11.01576,13.727472,8.0192,9.021158,10.2559433333333,1.06750359735879
"KATNB1",46.82216,46.82216,23.289149,31.269003,30.485275,28.347809,1.62949677095145
"KAZALD1",0.26969,0.26969,7.823388,12.824253,7.606111,9.41791733333333,0.121875607127106
"KAZN",128.86985,128.86985,9.115386,15.244352,20.714332,15.02469,8.10435958511522
"KBTBD11",23.33847,23.33847,6.826827,8.475778,10.320578,8.541061,2.55091860328741
"KBTBD12",2.28198,2.28198,0.064476,0.101604,0.077207,0.0810956666666667,3.03579054212594
"KBTBD13",0.08298,0.08298,0.018412,0,0,0.00613733333333333,1.07637393437344
"KBTBD2",16.03612,16.03612,18.811635,17.822284,19.167064,18.6003276666667,0.869175265318269
"KBTBD3",26.7407,26.7407,5.968579,2.162664,2.889569,3.673604,5.93561200307086
"KBTBD4",10.31042,10.31042,7.215205,8.775469,10.017254,8.66930933333333,1.16972367002566
"KBTBD6",6.99117,6.99117,5.79106,6.87044,8.357933,7.00647766666667,0.998088089756324
"KBTBD7",4.00384,4.00384,3.188025,4.008313,4.786188,3.99417533333333,1.00193518769799
"KBTBD8",0.8713,0.8713,1.745749,2.656503,2.390994,2.26441533333333,0.573242007808238
"KCMF1",64.37269,64.37269,27.747794,26.86371,26.608247,27.0732503333333,2.32864699398126
"KCNA1",7.32309,7.32309,10.347709,12.784634,13.960579,12.3643073333333,0.622784989330536
"KCNA10",0,0,0,0,0,0,1
"KCNA2",5.66347,5.66347,12.968046,14.487717,10.14361,12.5331243333333,0.492382234572933
"KCNA3",0.14522,0.14522,0.14357,0.06341,0.217985,0.141655,1.00312265964762
"KCNA4",0.82981,0.82981,0.172626,0.226488,0.249824,0.216312666666667,1.50439114065517
"KCNA5",3.63043,3.63043,0.188228,0.028685,0.064402,0.0937716666666667,4.23345213732909
"KCNA6",2.8836,2.8836,8.818384,16.243894,13.296504,12.7862606666667,0.281700752212674
"KCNA7",0.26969,0.26969,0.255199,0.125836,0.347603,0.242879333333333,1.02157141562147
"KCNAB1",55.80488,55.80488,1.507875,9.703343,15.5319,8.91437266666667,5.72954859675438
"KCNAB2",159.42769,159.42769,38.854228,40.483892,35.307812,38.2153106666667,4.09094527807387
"KCNAB3",12.11526,12.11526,5.368873,5.615684,5.713397,5.56598466666667,1.99745516717117
"KCNB1",3.96235,3.96235,27.795074,35.797289,7.996917,23.8630933333333,0.19958699158914
"KCNB2",0.82981,0.82981,1.102673,2.432397,1.829656,1.788242,0.656259392118762
"KCNC1",8.04918,8.04918,9.219957,12.808692,14.220617,12.0830886666667,0.691670004733337
"KCNC2",10.26893,10.26893,0.255152,0.883119,0.871079,0.669783333333333,6.74873786020142
"KCNC3",11.34768,11.34768,1.010838,0.614815,0.78352,0.803057666666667,6.84818917790206
"KCNC4",17.98618,17.98618,9.154693,7.193927,8.255801,8.20147366666666,2.0633847020374
"KCND1",5.82943,5.82943,8.001239,9.22395,9.565684,8.930291,0.687737146877166
"KCND2",5.24856,5.24856,1.644164,0.483191,0.54354,0.890298333333333,3.30559461954418
"KCND3",7.19862,7.19862,2.715234,1.064658,1.770047,1.84997966666667,2.8767292959634
"KCNE1",0.31118,0.31118,0.241436,0.286353,0.128731,0.21884,1.07576055922024
"KCNE2",0.76758,0.76758,0.641166,0.679447,0.557526,0.626046333333333,1.0870415951657
"KCNE3",3.13254,3.13254,0.203278,0.188889,0.327226,0.239797666666667,3.33323743954995
"KCNE4",3.19478,3.19478,1.609383,14.128505,9.722478,8.48678866666667,0.442170701529278
"KCNF1",31.38765,31.38765,0.923433,1.488225,1.222015,1.21122433333333,14.6469308933377
"KCNG1",5.80869,5.80869,1.493652,0.84265,1.603867,1.31338966666667,2.94316608140234
"KCNG2",3.13254,3.13254,0.237322,0.236037,0.138296,0.203885,3.43267006400113
"KCNG3",0,0,0.016813,0,0,0.00560433333333333,0.994426900175782
"KCNG4",0.49789,0.49789,0.031283,0.033926,0.046536,0.0372483333333333,1.44409969325893
"KCNH1",4.54322,4.54322,1.61265,2.193144,2.702889,2.169561,1.74889203899215
"KCNH2",9.58433,9.58433,18.358805,18.75548,19.884429,18.9995713333333,0.529227843116771
"KCNH3",63.72958,63.72958,2.290242,5.789396,6.090426,4.72335466666667,11.3097272089376
"KCNH4",0.12447,0.12447,0.251662,0.517034,0.539714,0.436136666666667,0.782982585222855
"KCNH5",0.51863,0.51863,0.496118,0.369128,0.504905,0.456717,1.0425017350659
"KCNH6",0.82981,0.82981,0.704525,1.264521,1.443165,1.13740366666667,0.856090044448007
"KCNH7",0.20745,0.20745,0.746432,1.144201,1.103357,0.997996666666667,0.604330337554784
"KCNH8",61.84176,61.84176,3.356898,1.863756,1.908222,2.376292,18.6126555404568
"KCNIP1",49.43607,49.43607,3.380662,2.605435,2.51018,2.83209233333333,13.1614965436202
"KCNIP2",36.01385,36.01385,20.973778,17.631074,10.329157,16.3113363333333,2.13812783064754
"KCNIP3",60.53481,60.53481,4.622636,2.674385,3.794918,3.697313,13.1000020650104
"KCNIP4",49.14563,49.14563,1.68293,8.357494,6.621767,5.55406366666667,7.65107459285692
"KCNJ1",0.16596,0.16596,0.187153,0.04747,0,0.0782076666666667,1.08138722812519
"KCNJ10",83.7903,83.7903,2.030091,1.270197,2.039947,1.78007833333333,30.4992485223738
"KCNJ11",6.6385,6.6385,2.170427,3.336015,4.138689,3.21504366666667,1.81219949401869
"KCNJ12",1.36919,1.36919,2.074059,2.986186,3.53682,2.86568833333333,0.612876620075855
"KCNJ13",0.89205,0.89205,0.987471,0.448107,0.608259,0.681279,1.12536348815396
"KCNJ14",0.93354,0.93354,0.566085,0.256604,0.544512,0.455733666666667,1.32822372956958
"KCNJ15",0.24894,0.24894,0.128938,0.123537,0.144017,0.132164,1.10314406746726
"KCNJ16",3.07031,3.07031,1.045616,0.292702,0.234335,0.524217666666667,2.67042568067159
"KCNJ2",3.2985,3.2985,0.83869,2.04737,1.37041,1.41882333333333,1.77710374328014
"KCNJ3",31.65734,31.65734,1.195439,10.074043,7.737596,6.33569266666667,4.45184135758505
"KCNJ4",28.54554,28.54554,1.228952,0.672168,0.839657,0.913592333333333,15.4398298348812
"KCNJ5",0.95428,0.95428,0.145108,0.081298,0.11932,0.115242,1.75233716090319
"KCNJ6",1.61813,1.61813,1.224402,1.902341,1.579175,1.56863933333333,1.01926726964912
"KCNJ8",2.57242,2.57242,0.762183,0,0.313731,0.358638,2.62941269123931
"KCNJ9",57.11183,57.11183,1.219898,2.836513,2.387113,2.14784133333333,18.4608510551781
"KCNK1",121.04887,121.04887,0.550679,1.112585,0.786914,0.816726,67.1806700625191
"KCNK10",9.0657,9.0657,2.891451,3.506999,3.624809,3.34108633333333,2.31870532560245
"KCNK12",5.02036,5.02036,0.159018,0.185256,0.059981,0.134751666666667,5.30544274738526
"KCNK13",0.80907,0.80907,0.10252,0,0,0.0341733333333333,1.74929089901113
"KCNK15",0.62236,0.62236,0.022897,0.151697,0.105168,0.093254,1.48397353222581
"KCNK16",0,0,0,0,0,0,1
"KCNK17",0.14522,0.14522,0,0.046086,0,0.015362,1.12789330307811
"KCNK18",0.24894,0.24894,0.822765,0.144668,0.164934,0.377455666666667,0.90670068752364
"KCNK2",7.61353,7.61353,1.332099,0.845941,1.194161,1.124067,4.05520635648499
"KCNK3",1.92931,1.92931,6.001985,8.473852,9.189804,7.888547,0.32956005070345
