"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"KCNK4",7.57204,7.57204,1.064295,4.367564,3.688019,3.03995933333333,2.12181343739599
"KCNK5",0.20745,0.20745,1.075598,0.866111,1.481928,1.14121233333333,0.563909511076046
"KCNK6",1.12025,1.12025,2.935018,3.222218,1.204735,2.45399033333333,0.613855221173655
"KCNK7",3.60968,3.60968,0.463098,0.611311,0.69637,0.590259666666667,2.89869641834174
"KCNK9",3.87937,3.87937,6.000637,3.279834,3.708196,4.32955566666667,0.915530356595706
"KCNMA1",22.42568,22.42568,9.382259,11.039079,8.647349,9.68956233333333,2.19145361330197
"KCNMB1",2.36497,2.36497,0.4263,0.191764,0.150764,0.256276,2.678527648383
"KCNMB2",12.88284,12.88284,3.990895,3.028679,4.512667,3.84408033333333,2.86593925878328
"KCNMB3",3.94161,3.94161,1.342454,1.209214,1.21766,1.25644266666667,2.19000024817825
"KCNMB4",279.1696,279.1696,15.927977,9.483956,13.618325,13.010086,19.9977073659648
"KCNN1",127.3347,127.3347,1.820574,0.834287,1.391019,1.34862666666667,54.6424435272812
"KCNN2",23.50443,23.50443,2.415964,2.757037,1.657582,2.276861,7.4780193606015
"KCNN3",4.14906,4.14906,1.504402,1.39284,1.061875,1.31970566666667,2.21970402279485
"KCNN4",1.26546,1.26546,21.12687,13.916183,12.855794,15.9662823333333,0.133527189721999
"KCNQ1",7.77949,7.77949,0.594706,0.11739,0.460101,0.390732333333333,6.31285387530838
"KCNQ1DN",2.03304,2.03304,0,0,0,0,3.03304
"KCNQ1OT1",1.30695,1.30695,0.386501,0.396061,0.379769,0.387443666666667,1.6627341746728
"KCNQ2",41.59434,41.59434,232.914756,199.840499,390.230037,274.328430666667,0.154703747436704
"KCNQ3",4.46024,4.46024,6.301803,0.969252,0.639935,2.63699666666667,1.50130464788255
"KCNQ4",1.0995,1.0995,2.304571,1.384744,1.102318,1.597211,0.808367129201286
"KCNQ5",3.56819,3.56819,8.058244,21.083923,3.386893,10.84302,0.385728471285196
"KCNRG",0.51863,0.51863,0.637954,0.864766,1.332866,0.945195333333333,0.780708227074367
"KCNS1",0.53938,0.53938,2.141279,3.438551,2.919256,2.83302866666667,0.401609310513897
"KCNS2",0.37342,0.37342,0.296995,0.406889,0.329235,0.344373,1.02160635478398
"KCNS3",6.03688,6.03688,3.271397,2.349326,3.776743,3.13248866666667,1.70281894703321
"KCNT1",11.05725,11.05725,13.5898,82.641626,147.366755,81.1993936666667,0.146682955459432
"KCNT2",1.43143,1.43143,2.690021,1.893908,1.936751,2.17356,0.766152207615422
"KCNU1",0,0,0,0.019459,0,0.00648633333333333,0.993555468049078
"KCNV1",1.01652,1.01652,0.313176,0.134987,0.144465,0.197542666666667,1.68388154854886
"KCNV2",0,0,0.077982,0.034394,0,0.0374586666666667,0.96389382259727
"KCP",0.80907,0.80907,0.246118,0.056162,0.340253,0.214177666666667,1.48995492971512
"KCTD1",27.34232,27.34232,12.490886,16.315739,23.667607,17.4914106666667,1.53272892538647
"KCTD10",23.64965,23.64965,27.32595,35.552619,42.60392,35.1608296666667,0.681667158282108
"KCTD11",6.32732,6.32732,3.592184,2.762132,2.779852,3.04472266666667,1.81157537953983
"KCTD12",17.38457,17.38457,29.362113,16.048892,18.862306,21.424437,0.819845332125841
"KCTD13",91.15488,91.15488,30.809373,24.508781,14.570178,23.2961106666667,3.79298897936092
"KCTD14",0.18671,0.18671,0.671125,0.603778,0.858079,0.710994,0.69357928782918
"KCTD15",26.7407,26.7407,56.103589,60.737001,62.135142,59.6585773333333,0.457325265766756
"KCTD16",1.01652,1.01652,1.66681,1.835559,2.197686,1.90001833333333,0.695347328264017
"KCTD17",86.15526,86.15526,21.05831,23.154146,27.606022,23.9394926666667,3.49466852292825
"KCTD18",22.65388,22.65388,4.441978,2.435503,3.174229,3.35057,5.43696113382844
"KCTD19",0.12447,0.12447,1.045185,0.693599,0.485384,0.741389333333333,0.645731530838978
"KCTD2",36.01385,36.01385,16.461011,18.242207,22.046549,18.916589,1.85844323041461
"KCTD20",11.43066,11.43066,20.104919,25.159243,28.119034,24.4610653333333,0.48822230481165
"KCTD21",6.26508,6.26508,7.304378,15.781649,10.225198,11.1037416666667,0.600234225091552
"KCTD3",22.5294,22.5294,31.344895,29.329599,24.112437,28.2623103333333,0.804085519289881
"KCTD4",10.74607,10.74607,0.548986,0.251835,0.320753,0.373858,8.54969727584656
"KCTD5",20.06071,20.06071,9.320269,10.198277,13.345665,10.954737,1.76170416797961
"KCTD6",19.70804,19.70804,15.665477,12.607045,12.103335,13.458619,1.43222807102117
"KCTD7",11.90781,11.90781,21.677873,28.904105,28.721526,26.4345013333333,0.470495521065543
"KCTD8",23.11027,23.11027,3.532814,4.325908,4.526407,4.12837633333333,4.70134569557395
"KCTD9",4.56397,4.56397,13.856804,5.014573,6.527799,8.466392,0.587760363188002
"KDELR1",50.1829,50.1829,81.101883,63.15205,64.372026,69.5419863333333,0.725566469848815
"KDELR2",34.52019,34.52019,90.029824,66.565927,76.951083,77.8489446666667,0.45048402550169
"KDELR3",1.63888,1.63888,23.858006,24.738105,30.961617,26.5192426666667,0.0958921737768753
"KDM1A",29.6243,29.6243,56.049467,50.027165,61.889732,55.988788,0.537374123485483
"KDM1B",7.21937,7.21937,9.108867,7.811481,7.308941,8.07642966666667,0.905573039384172
"KDM2A",43.41993,43.41993,28.057584,26.184222,30.575255,28.2723536666667,1.51747039222823
"KDM2B",18.65003,18.65003,15.328035,12.368733,11.387908,13.0282253333333,1.40074952697747
"KDM3A",23.64965,23.64965,77.433671,36.580234,49.915883,54.6432626666667,0.44299433244353
"KDM3B",16.61699,16.61699,27.606822,22.897891,23.605325,24.703346,0.685396757293778
"KDM4A",6.47254,6.47254,20.22121,29.271007,35.413731,28.3019826666667,0.255018238356294
"KDM4B",19.25165,19.25165,27.073701,17.840133,16.872315,20.595383,0.937776838688159
"KDM4C",38.10913,38.10913,8.268674,7.491135,7.201635,7.65381466666667,4.51929368797822
"KDM4D",0.4564,0.4564,0.646764,0.30564,0.460507,0.470970333333333,0.990094746982207
"KDM4E",0.10373,0.10373,0,0,0,0,1.10373
"KDM5A",7.46831,7.46831,12.246619,10.356891,6.997655,9.867055,0.779264483339782
"KDM5B",8.87899,8.87899,62.196674,47.550687,38.298852,49.3487376666667,0.196211274757349
"KDM5C",35.84789,35.84789,72.952612,75.766142,97.805256,82.17467,0.443018168872807
"KDM5D",0,0,22.486299,14.962092,17.276343,18.241578,0.0519707895059335
"KDM6A",26.55399,26.55399,3.994162,4.423816,6.030917,4.81629833333333,4.73737563324211
"KDM6B",14.68768,14.68768,36.367354,17.507517,30.693919,28.1895966666667,0.537440793689167
"KDM8",4.4395,4.4395,2.1498,4.286646,8.997786,5.144744,0.885228090869205
"KDR",3.36074,3.36074,0.227881,0.168903,0.083881,0.160221666666667,3.75854039386152
"KDSR",39.18789,39.18789,11.060118,9.341335,12.153649,10.8517006666667,3.39089647387315
"KEAP1",76.36348,76.36348,33.30493,42.287816,57.311995,44.3015803333333,1.70774351426048
"KEL",15.22706,15.22706,3.205012,1.065652,1.452901,1.907855,5.5804226826991
"KERA",0.12447,0.12447,0.054886,0,0,0.0182953333333333,1.10426706593961
"KHDC1",9.0657,9.0657,6.668128,6.832209,7.583293,7.02787666666667,1.2538433782615
"KHDC1L",0,0,0.158484,0.301937,0.173308,0.211243,0.825598166511592
"KHDC3L",0,0,0,0,0,0,1
"KHDRBS1",43.27471,43.27471,54.63791,44.81906,56.76248,52.07315,0.834220505095326
"KHDRBS2",20.14369,20.14369,4.135456,2.493636,3.704515,3.44453566666667,4.75723260780072
"KHDRBS3",300.95218,300.95218,95.289925,91.047066,168.874285,118.403758666667,2.52883312361166
"KHK",9.45986,9.45986,5.480155,7.161867,6.374046,6.33868933333333,1.42530355556678
"KHNYN",12.07377,12.07377,16.674597,14.271879,13.941615,14.962697,0.819020119219202
"KHSRP",51.0542,51.0542,138.153312,107.68344,140.936702,128.924484666667,0.400649655325167
"KIAA0040",0.89205,0.89205,0.153149,0,0.072955,0.075368,1.75944420886617
"KIAA0087",0.06224,0.06224,0.04669,0.134916,0.109082,0.096896,0.968405391213023
"KIAA0100",36.07609,36.07609,84.778112,84.404301,79.482645,82.8883526666667,0.441969460853799
"KIAA0232",15.22706,15.22706,30.000876,18.932502,21.289039,23.4074723333333,0.664839839963218
"KIAA0319",2.61391,2.61391,0.908941,2.111317,2.416177,1.812145,1.28510798696369
"KIAA0319L",45.7434,45.7434,87.420555,89.76644,90.502471,89.229822,0.518048234651289
"KIAA0355",12.50942,12.50942,7.824103,6.799916,6.527622,7.050547,1.67807479417237
"KIAA0408",18.19363,18.19363,27.435237,38.34475,39.433936,35.0713076666667,0.532102417172326
"KIAA0513",30.10144,30.10144,26.031408,25.991722,20.079946,24.0343586666667,1.24235018017105
"KIAA0556",11.70035,11.70035,8.497576,5.606136,6.731182,6.94496466666667,1.59854077807101
"KIAA0586",5.55974,5.55974,6.350879,8.308607,7.284929,7.314805,0.788922891156197
"KIAA0753",6.76297,6.76297,11.344755,9.474945,10.252786,10.3574953333333,0.683510736492782
"KIAA0825",0.80907,0.80907,0.588861,1.044086,0.516444,0.716463666666667,1.05395181682649
"KIAA0895",3.7549,3.7549,5.770954,9.810595,9.841896,8.47448166666667,0.50186386625548
"KIAA0895L",56.05382,56.05382,79.18511,93.687435,94.077507,88.9833506666667,0.634048627632789
"KIAA0930",582.71494,582.71494,43.875204,74.780359,58.995151,59.2169046666667,9.69353943433625
"KIAA1107",5.26931,5.26931,9.298354,10.289509,7.613818,9.067227,0.622744475713123
"KIAA1109",26.11834,26.11834,21.279388,19.10113,16.341535,18.907351,1.36222745055332
"KIAA1143",17.32233,17.32233,20.237086,18.726466,16.321091,18.4282143333333,0.943078436630383
"KIAA1191",50.53557,50.53557,90.698078,72.396309,65.658838,76.251075,0.667117836224286
"KIAA1210",0.02075,0.02075,0.026981,0.026673,0.019967,0.0245403333333333,0.996300454740516
"KIAA1211L",23.19325,23.19325,0.131223,0.704875,0.623528,0.486542,16.2748512991897
"KIAA1217",12.65464,12.65464,5.867731,8.586849,6.785516,7.080032,1.68992400030099
"KIAA1257",3.25701,3.25701,1.379587,1.346288,2.295431,1.67376866666667,1.59213848717403
"KIAA1324",15.06109,15.06109,6.959615,6.480959,7.513409,6.984661,2.01149303646078
"KIAA1324L",27.01039,27.01039,23.779272,7.372832,5.538006,12.2300366666667,2.11718158503466
"KIAA1328",35.26702,35.26702,6.251715,4.467622,2.692453,4.47059666666667,6.62944505139293
"KIAA1522",6.22359,6.22359,10.822292,14.381229,15.12212,13.4418803333333,0.500183482570979
"KIAA1549",1.45217,1.45217,4.662404,6.039509,5.715323,5.472412,0.37886494246658
"KIAA1549L",3.21552,3.21552,1.634264,1.251754,1.918878,1.601632,1.62033677322542
"KIAA1586",2.48944,2.48944,6.891543,5.256584,5.642934,5.93035366666667,0.503500999780627
"KIAA1614",3.92086,3.92086,1.489907,1.569022,1.209699,1.422876,2.03099952288107
"KIAA1671",8.73377,8.73377,5.22803,5.841963,5.903612,5.65786833333333,1.46199496785883
"KIAA1755",47.65197,47.65197,72.895366,34.95701,60.444,56.098792,0.852066537589797
"KIAA1841",141.83567,141.83567,24.380058,22.486401,24.546056,23.8041716666667,5.75853416592625
"KIAA1958",4.81291,4.81291,1.740669,0.816023,0.953499,1.17006366666667,2.67868177753925
"KIAA2013",28.753,28.753,11.806677,7.40437,10.704287,9.971778,2.71177561193819
"KIAA2026",15.39302,15.39302,7.069561,4.914611,6.802901,6.26235766666667,2.25725869647566
"KIDINS220",34.14678,34.14678,56.089153,89.583549,67.168909,70.9472036666667,0.488507936497935
"KIF11",0.29043,0.29043,5.920717,1.385432,3.379018,3.56172233333333,0.282882189161448
"KIF12",4.72993,4.72993,0.404213,0.308939,0.153449,0.288867,4.44571084526177
"KIF13A",70.24361,70.24361,15.731278,9.478767,11.585111,12.265052,5.37077502598557
"KIF13B",44.76837,44.76837,4.776786,2.447348,2.725786,3.31664,10.60277669669
"KIF14",0.06224,0.06224,1.337154,0.358128,0.614424,0.769902,0.600168822906579
"KIF15",0.76758,0.76758,7.214825,1.304982,3.622813,4.04754,0.350186427447826
"KIF16B",6.78372,6.78372,17.640939,12.644399,12.119348,14.1348953333333,0.51428964842968
"KIF17",9.16943,9.16943,1.398449,4.750184,4.387908,3.51218033333333,2.25377295425766
"KIF18A",0.06224,0.06224,2.015865,0.519831,1.442653,1.32611633333333,0.45665815796831
"KIF18B",0.72609,0.72609,5.472192,1.754473,4.201128,3.80926433333333,0.35890936333783
"KIF19",26.18058,26.18058,0.228336,0.54885,0.41794,0.398375333333333,19.4372564733455
"KIF1A",357.46239,357.46239,7627.986304,10768.592696,8754.501224,9050.36007466667,0.0396031521277427
"KIF1B",69.68349,69.68349,83.693428,78.836536,63.661643,75.3972023333333,0.925210450660176
"KIF1C",592.88014,592.88014,19.588311,12.037778,17.191564,16.272551,34.3828853074453
"KIF20A",0,0,12.322785,3.873114,8.338062,8.177987,0.108956353936871
"KIF20B",0.76758,0.76758,2.594008,0.79378,1.29686,1.56154933333333,0.690043317533867
"KIF21A",31.98926,31.98926,49.269436,76.111742,69.902548,65.0945753333333,0.499122050994745
"KIF21B",16.1191,16.1191,13.708428,21.233982,18.977816,17.9734086666667,0.902268026834609
"KIF22",29.18865,29.18865,23.982504,14.239409,21.405048,19.8756536666667,1.44611759143159
"KIF23",0.16596,0.16596,7.900669,2.753526,6.810325,5.82150666666667,0.170924116470848
"KIF24",1.22397,1.22397,1.944759,0.280193,0.532679,0.919210333333333,1.15879430272624
"KIF25",3.60968,3.60968,0.39531,0.247877,0.804939,0.482708666666667,3.10895869406577
"KIF26A",0.85056,0.85056,1.350737,2.586491,4.036236,2.65782133333333,0.50591864155202
"KIF26B",3.69266,3.69266,4.618055,6.106504,5.564053,5.42953733333333,0.729859670566239
"KIF27",76.4672,76.4672,2.615778,1.699311,1.219599,1.844896,27.2302396994477
"KIF2A",20.28891,20.28891,140.897223,130.082729,135.059615,135.346522333333,0.156138269137176
"KIF2B",0,0,0,0,0,0,1
"KIF2C",2.17826,2.17826,18.272881,3.810927,7.258974,9.78092733333333,0.294803953475616
"KIF3A",23.214,23.214,62.834166,75.075798,62.508338,66.8061006666667,0.357106510504645
"KIF3B",17.96544,17.96544,15.827884,19.364242,23.736236,19.6427873333333,0.918744145049404
"KIF3C",69.33082,69.33082,115.86541,194.353154,189.939318,166.719294,0.419336489694501
"KIF4A",0.06224,0.06224,2.819426,1.201997,2.474642,2.165355,0.33558321262544
"KIF4B",0,0,0,0,0.018985,0.00632833333333333,0.99371146262734
"KIF5A",325.95027,325.95027,2617.853738,4242.713742,3785.212303,3548.593261,0.0921092209612464
"KIF5B",99.49449,99.49449,73.078827,44.266362,48.634688,55.3266256666667,1.7841382971299
"KIF5C",191.56217,191.56217,140.714893,235.175645,187.478575,187.789704333333,1.01998236969536
"KIF6",16.90743,16.90743,0.402452,0.286352,0.583586,0.42413,12.5742944815431
"KIF7",2.8836,2.8836,5.36547,5.690899,5.332293,5.46288733333333,0.600907891426443
"KIF9",8.94123,8.94123,5.4782,3.659632,4.884015,4.673949,1.75208307300612
"KIFAP3",38.04689,38.04689,57.263832,75.677717,84.182175,72.3745746666667,0.532158314748482
"KIFC1",0.35267,0.35267,12.518861,3.568008,6.564251,7.55037333333333,0.158200109780782
"KIFC2",168.16146,168.16146,48.411489,55.4666,78.800477,60.8928553333333,2.73313388256133
"KIFC3",71.36386,71.36386,38.320329,27.347442,31.026785,32.2315186666667,2.17756704789377
"KIN",22.36344,22.36344,9.664458,6.921675,7.759766,8.11529966666667,2.56310169214038
"KIR2DL1",0,0,0,0,0,0,1
"KIR2DL3",0,0,0,0,0,0,1
"KIR2DL4",0,0,0,0,0,0,1
"KIR3DL1",0,0,0,0,0,0,1
"KIR3DL2",0,0,0,0,0,0,1
"KIR3DL3",0,0,0,0,0,0,1
"KIR3DX1",0.62236,0.62236,0.177563,0.119068,0.145571,0.147400666666667,1.41394374879801
"KIRREL2",1.86708,1.86708,0.522148,0.375897,0.721159,0.539734666666667,1.86206108238562
"KIRREL3",36.69845,36.69845,29.359098,36.244405,40.968338,35.523947,1.03215706670476
"KISS1",0.91279,0.91279,0.541952,0,0,0.180650666666667,1.62011512296045
"KISS1R",1.90857,1.90857,1.103885,0.435805,0.519771,0.686487,1.72463232743567
"KIT",6.4103,6.4103,1.342487,1.085085,0.9687,1.13209066666667,3.47560266355152
"KITLG",1.88782,1.88782,7.844248,10.831838,10.060677,9.578921,0.27297869035982
"KL",0.89205,0.89205,0.045628,0.014963,0.03349,0.0313603333333333,1.83451887652586
"KLB",0.26969,0.26969,0.153954,0.215832,0.102575,0.157453666666667,1.09696831637033
"KLC1",367.31642,367.31642,368.095808,489.513281,517.457562,458.355550333333,0.801811189029347
"KLC2",74.82832,74.82832,90.026721,105.860963,132.702754,109.530146,0.686041978086232
"KLC3",2.32347,2.32347,0.202824,0.207702,0.221608,0.210711333333333,2.74505566149267
"KLC4",55.88786,55.88786,41.662694,40.598802,32.276068,38.179188,1.45199180748718
"KLF1",0.16596,0.16596,0,0,0,0,1.16596
"KLF10",2.96658,2.96658,9.696979,4.613941,5.672788,6.661236,0.517746744781129
"KLF11",3.36074,3.36074,4.292871,3.023213,3.763703,3.69326233333333,0.929148999200059
"KLF12",2.84211,2.84211,3.045811,1.761483,2.321953,2.37641566666667,1.13792565232144
"KLF13",132.43804,132.43804,22.676889,19.745261,20.635025,21.0190583333333,6.06011564981397
"KLF14",0,0,0.125792,0,0,0.0419306666666667,0.959756759246937
"KLF15",23.98158,23.98158,0.723381,0.289485,0.765078,0.592648,15.6855626604247
"KLF16",34.06379,34.06379,6.068791,4.535554,5.662884,5.42240966666667,5.45960034003852
"KLF17",0.08298,0.08298,0.33242,0.11704,0.23147,0.226976666666667,0.882641071685688
"KLF2",41.63583,41.63583,1.461523,0.649133,1.248578,1.11974466666667,20.1136630606768
"KLF3",13.35998,13.35998,5.933521,2.538321,4.334238,4.26869333333333,2.7255296695955
"KLF4",16.28507,16.28507,10.429616,3.906435,7.308073,7.214708,2.10416121912063
"KLF5",2.48944,2.48944,12.091992,2.104702,2.633223,5.60997233333333,0.527905386593398
"KLF6",22.42568,22.42568,16.621894,15.555881,17.933175,16.70365,1.32321188003604
"KLF7",32.9228,32.9228,15.749646,17.880628,11.712232,15.1141686666667,2.10515358885201
"KLF8",2.07453,2.07453,5.470191,4.990239,4.632617,5.03101566666667,0.509786438956357
"KLF9",13.25625,13.25625,6.03205,6.011847,4.771127,5.605008,2.15840011094612
"KLHDC1",8.92048,8.92048,2.806811,2.57719,2.128907,2.50430266666667,2.83094268493551
"KLHDC10",5.45602,5.45602,17.25231,13.749275,11.406575,14.1360533333333,0.426532587975377
"KLHDC2",40.93049,40.93049,57.296015,53.687688,60.32919,57.1042976666667,0.721641800758823
"KLHDC3",102.85523,102.85523,42.276936,34.763604,41.128695,39.389745,2.5713267068163
"KLHDC4",42.4449,42.4449,26.660495,33.303117,32.095541,30.6863843333333,1.37109048299641
"KLHDC7A",0,0,0,0,0,0,1
"KLHDC7B",0.08298,0.08298,0.019544,0,0.030261,0.0166016666666667,1.06529433849049
"KLHDC8A",5.04111,5.04111,34.385703,23.019578,24.452319,27.2858666666667,0.21357344539558
"KLHDC8B",17.13562,17.13562,24.574323,21.856151,27.310907,24.5804603333333,0.708963785783318
"KLHDC9",16.67923,16.67923,4.201859,5.325581,5.954454,5.16063133333333,2.86971075583487
"KLHL1",1.57664,1.57664,3.583385,6.323955,6.389934,5.43242466666667,0.400570567635615
"KLHL10",0.51863,0.51863,0.160081,0,0.042893,0.067658,1.42239368786634
"KLHL11",1.03727,1.03727,1.843348,1.567838,0.885415,1.43220033333333,0.837624258199126
"KLHL12",27.50828,27.50828,20.536992,20.72651,22.922218,21.39524,1.27296157576342
"KLHL13",3.21552,3.21552,20.337436,9.300176,6.536108,12.0579066666667,0.322832756245769
"KLHL14",0.16596,0.16596,2.940778,8.785294,10.577112,7.43439466666667,0.138238729165468
"KLHL15",1.57664,1.57664,2.047097,1.519833,1.626919,1.731283,0.943380821394195
"KLHL17",14.66693,14.66693,16.326296,9.853405,18.749775,14.976492,0.980623906674882
"KLHL18",19.39686,19.39686,8.625816,12.005077,13.194599,11.275164,1.66163645552923
"KLHL2",68.58399,68.58399,12.346552,14.435021,19.264385,15.3486526666667,4.25625226853556
"KLHL20",11.59663,11.59663,9.964774,10.561993,15.426974,11.9845803333333,0.970122227798352
"KLHL21",19.62506,19.62506,7.051425,6.519167,10.124039,7.89821033333333,2.31788856718042
"KLHL22",29.99771,29.99771,16.506588,17.672354,18.748042,17.642328,1.66275960813478
"KLHL23",10.47638,10.47638,16.754144,24.711821,22.38578,21.283915,0.515007349471581
"KLHL24",11.34768,11.34768,16.327766,12.115569,9.837365,12.7602333333333,0.89734524850596
"KLHL25",3.07031,3.07031,2.701036,1.313945,2.839721,2.28490066666667,1.23909682910757
"KLHL26",13.0488,13.0488,5.886164,3.999622,4.79164,4.89247533333333,2.38419326433611
"KLHL28",1.16174,1.16174,5.676902,3.243038,3.197919,4.03928633333333,0.428977410094908
"KLHL29",4.41875,4.41875,6.971785,9.376978,9.940936,8.763233,0.555015946049838
"KLHL3",11.80408,11.80408,4.164966,5.058971,3.839491,4.354476,2.39128534706291
"KLHL30",0.33192,0.33192,1.483631,0.22506,0.258283,0.655658,0.804465656554675
"KLHL31",0.29043,0.29043,2.861458,0.123862,0.17589,1.05373666666667,0.628332746327426
"KLHL32",138.12226,138.12226,1.858599,3.060933,1.692772,2.20410133333333,43.4200562112892
"KLHL33",0.41491,0.41491,0.197787,0.097772,0.165556,0.153705,1.22640536358948
"KLHL34",0.08298,0.08298,0.364256,0.442128,0.477691,0.428025,0.75837607885016
"KLHL35",12.03228,12.03228,2.803216,2.862,3.905591,3.190269,3.11012968379834
"KLHL36",9.16943,9.16943,10.512688,7.957472,8.011253,8.82713766666667,1.03483133593359
"KLHL38",0.12447,0.12447,0.227117,0,0,0.0757056666666667,1.04533241280065
"KLHL4",17.79947,17.79947,1.788101,0.977301,0.816937,1.194113,8.56814120330174
"KLHL5",35.78566,35.78566,7.136084,3.68722,4.020042,4.947782,6.18476938125843
