"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"CGA",0,0,1.378645,1.418455,0.740457,1.17918566666667,9,9,3,0.458887012380925
"CGB1",0,0,0.194091,0,0,0.064697,1,0,0,0.939234354938541
"CGB2",0,0,0,0.299187,0,0.099729,0,2,0,0.909314931223965
"CGB5",0,0,0,0,0,0,0,0,0,1
"CGB7",0.20745,0.20745,0.037607,0.113605,0,0.050404,2,4,0,1.14951009325936
"CGB8",0,0,0,0,0,0,0,0,0,1
"CGGBP1",19.12717,19.12717,27.450996,32.13069,37.968439,32.5167083333333,1359,1532,1268,0.600511535913058
"CGN",12.92433,12.92433,4.511525,11.631162,6.452226,7.53163766666667,111,132,70,1.63208173436651
"CGNL1",10.97427,10.97427,0.385988,0.73647,0.785354,0.635937333333333,38,60,36,7.31951631399084
"CGREF1",33.27547,33.27547,40.290409,34.1805,25.241007,33.2373053333333,433,441,298,1.00111471000113
"CGRRF1",16.86594,16.86594,16.994549,20.84314,19.450357,19.0960153333333,150,168,103,0.889028979310426
"CH25H",9.41837,9.41837,0.098229,0.226638,0.2062,0.177022333333333,2,5,3,8.85146331123142
"CHAC1",2.84211,2.84211,12.610641,11.408171,16.425884,13.4815653333333,190,205,168,0.265310407512116
"CHAC2",1.22397,1.22397,1.593746,1.381265,1.6139,1.529637,22,20,16,0.879165666852596
"CHAD",9.14868,9.14868,0,0.043695,0.284971,0.109555333333333,0,1,1,9.1466190960583
"CHADL",70.16063,70.16063,1.150836,1.836626,3.075295,2.020919,21,23,16,23.5559543304537
"CHAF1A",11.90781,11.90781,3.573447,3.466099,3.788907,3.60948433333333,68,91,52,2.80027201885851
"CHAF1B",1.61813,1.61813,1.429515,1.223602,2.063905,1.57234066666667,47,51,33,1.01780064900683
"CHAMP1",8.89974,8.89974,11.432726,13.719492,16.454997,13.8690716666667,560,649,515,0.665794087346632
"CHAT",0,0,13.566629,25.982409,9.558201,16.3690796666667,507,504,269,0.0575735743741863
"CHCHD1",27.46679,27.46679,19.289934,18.650509,21.114091,19.6848446666667,179,185,143,1.37621483065202
"CHCHD10",284.68786,284.68786,41.387904,47.224843,38.528414,42.380387,83,117,54,6.58564572049576
"CHCHD2",225.46,225.46,82.938103,94.066211,102.481436,93.1619166666667,634,797,555,2.40500627022779
"CHCHD2P1",0,0,0,0,0,0,0,0,0,1
"CHCHD2P5",0,0,0,0,0,0,0,0,0,1
"CHCHD3",145.92249,145.92249,17.150467,19.622149,22.450494,19.7410366666667,267,322,207,7.08366184203908
"CHCHD4",12.86209,12.86209,6.09976,7.813143,8.76066,7.55785433333333,106,145,103,1.61980906195217
"CHCHD5",30.82753,30.82753,8.685758,11.220188,8.953074,9.61967333333333,47,60,30,2.99703474871481
"CHCHD6",374.12088,374.12088,28.575752,31.75946,34.829636,31.721616,264,306,206,11.4640083790483
"CHCHD7",31.07647,31.07647,17.251177,19.441913,13.915784,16.8696246666667,210,237,162,1.79502762919438
"CHD1",9.37688,9.37688,15.908797,15.137395,13.894627,14.980273,310,328,229,0.649355614888432
"CHD1L",28.5248,28.5248,11.00491,10.653698,11.710114,11.1229073333333,249,250,222,2.43545538938652
"CHD2",135.75729,135.75729,132.721681,132.842009,184.763223,150.108971,1576,1931,1225,0.905024295347759
"CHD3",446.41827,446.41827,416.851571,436.145063,500.160037,451.052223666667,3826,4380,3344,0.989749074500552
"CHD4",198.42887,198.42887,342.628645,335.157886,456.656724,378.147751666667,4456,4782,3994,0.525992490060526
"CHD5",25.80716,25.80716,46.220398,46.807546,58.443002,50.4903153333333,3502,4019,2699,0.520625283151953
"CHD6",9.2939,9.2939,5.661032,5.897413,7.398897,6.319114,766,824,686,1.40644072492927
"CHD7",23.23474,23.23474,6.818836,13.585309,14.381508,11.5952176666667,276,375,286,1.92412236464459
"CHD8",51.90476,51.90476,35.050059,34.089881,33.132399,34.0907796666667,2115,2145,1576,1.50765416165019
"CHD9",14.00308,14.00308,10.770172,13.054553,15.036173,12.9536326666667,798,866,721,1.07520961447124
"CHDH",6.70073,6.70073,0.186731,0.062922,0.384484,0.211379,19,7,11,6.35699479683897
"CHEK1",7.30235,7.30235,5.454665,5.258726,6.476881,5.73009066666667,117,110,119,1.23361636732779
"CHEK2",3.50596,3.50596,3.803108,3.896138,4.004932,3.90139266666667,23,30,20,0.919322385787223
"CHEK2P2",0,0,1.024237,4.071124,1.683212,2.25952433333333,6,26,7,0.3067932304642
"CHERP",19.31388,19.31388,11.731202,18.159815,20.903843,16.93162,398,536,388,1.13285246954821
"CHFR",22.69537,22.69537,38.507998,42.115992,47.347031,42.657007,575,611,394,0.542762127509108
"CHGA",81.92322,81.92322,154.335283,160.052513,171.230027,161.872607666667,2865,3390,2215,0.509129320073943
"CHGB",56.94587,56.94587,116.731034,118.735157,112.780686,116.082292333333,3673,4080,2501,0.4949157455427
"CHI3L1",15.04035,15.04035,0.121558,0.452978,0.065911,0.213482333333333,1,6,1,13.2184454271687
"CHI3L2",8.96197,8.96197,0.138474,0.186494,0,0.108322666666667,2,2,0,8.98833011325222
"CHIA",0,0,0,0,0,0,0,0,0,1
"CHIC1",6.47254,6.47254,3.112664,3.206784,3.823057,3.380835,237,295,222,1.70573418081256
"CHIC2",22.21822,22.21822,8.393509,14.586582,9.551239,10.8437766666667,51,92,39,1.96037300039149
"CHID1",58.19059,58.19059,75.3355,69.489767,44.703524,63.1762636666667,392,490,271,0.922312808789206
"CHIT1",0.60161,0.60161,0.21703,0.107093,0.577011,0.300378,7,6,4,1.23164956651066
"CHKA",69.68349,69.68349,55.633527,52.873412,50.416962,52.9746336666667,657,776,482,1.30956868436612
"CHKB",60.63853,60.63853,40.822951,34.425822,47.173982,40.807585,353,369,284,1.47433844839399
"CHL1",36.20056,36.20056,0.808499,0.028232,0,0.278910333333333,38,3,0,29.0876999195409
"CHM",8.92048,8.92048,13.573465,17.075465,16.697244,15.782058,450,485,363,0.591136081164777
"CHML",0.85056,0.85056,8.488738,9.637761,10.283767,9.47008866666667,867,1048,753,0.17674730930327
"CHMP1A",76.98584,76.98584,52.60003,67.857929,80.602382,67.0201136666667,899,1177,835,1.14651146250902
"CHMP1AP1",0,0,0,0,0,0,0,0,0,1
"CHMP1B",23.46294,23.46294,9.048818,11.111032,10.707921,10.289257,353,465,299,2.16692205696088
"CHMP2A",189.34242,189.34242,40.077897,37.690694,47.506503,41.7583646666667,347,360,291,4.45158325122724
"CHMP2B",21.63736,21.63736,19.754761,24.503152,19.968736,21.408883,505,669,434,1.01019582279045
"CHMP3",68.41802,68.41802,46.409519,49.857479,49.510753,48.5925836666667,839,963,687,1.39976615186232
"CHMP4A",137.9148,137.9148,86.890688,61.289323,68.076653,72.0855546666667,180,195,137,1.90071486265065
"CHMP4B",116.81683,116.81683,41.404859,47.649089,55.956321,48.3367563333333,786,993,753,2.38801329386139
"CHMP4C",0.14522,0.14522,0.08793,0.260168,0.143528,0.163875333333333,2,6,2,0.983971364630691
"CHMP5",58.04537,58.04537,27.791233,35.01649,34.907678,32.5718003333333,632,784,569,1.75877877902705
"CHMP6",24.41723,24.41723,12.864306,13.268737,13.910951,13.347998,159,177,141,1.77148268350748
"CHMP7",18.02767,18.02767,29.426172,30.754071,41.272265,33.8175026666667,573,667,483,0.546497265532389
"CHN1",318.56494,318.56494,56.575917,58.425277,55.584056,56.86175,628,691,441,5.52290485510722
"CHN2",71.11491,71.11491,51.930825,46.771255,78.425448,59.0425093333333,978,968,974,1.2010642260077
"CHODL",9.83328,9.83328,2.233061,3.027965,8.094268,4.45176466666667,56,84,134,1.98711438632653
"CHORDC1",17.30159,17.30159,14.190526,13.513357,14.316176,14.0066863333333,355,375,246,1.21956237329676
"CHP1",35.18404,35.18404,41.321367,43.129995,45.238788,43.23005,1223,1517,1065,0.818087250636162
"CHP2",0.97503,0.97503,0.171433,0.168855,0.177214,0.172500666666667,4,4,3,1.68445959661146
"CHPF",37.44528,37.44528,20.023631,23.176471,19.596201,20.932101,615,853,445,1.75292280479649
"CHPF2",10.22744,10.22744,12.90152,12.071106,13.821649,12.931425,463,533,312,0.805907507667019
"CHPT1",42.9013,42.9013,17.51008,22.03437,20.84857,20.1310066666667,238,347,186,2.07757731056195
"CHRAC1",26.92741,26.92741,1.37241,3.428456,3.528329,2.77639833333333,28,44,42,7.39525005969091
"CHRD",15.39302,15.39302,5.433752,4.390921,4.591108,4.80526033333333,142,107,92,2.82382168218583
"CHRDL1",5.539,5.539,0.833704,0.786435,1.07228,0.897473,34,37,34,3.44616234328499
"CHRDL2",0.2282,0.2282,0.81592,0.037167,1.251123,0.701403333333333,2,1,3,0.721874687757753
"CHRFAM7A",0.14522,0.14522,1.851515,2.346918,2.037817,2.07875,29,25,39,0.371975639464068
"CHRM1",11.92855,11.92855,0,0,0,0,0,0,0,12.92855
"CHRM2",0.93354,0.93354,17.47412,22.630904,27.137006,22.41401,1329,1734,1325,0.0825804721190432
"CHRM3",9.48061,9.48061,2.093396,2.633959,2.588265,2.43854,238,320,173,3.04798257399943
"CHRM4",4.64695,4.64695,1.014699,2.33178,1.828518,1.724999,18,46,23,2.07227598982605
"CHRM5",6.32732,6.32732,0.43013,0.544007,0.125266,0.366467666666667,21,42,7,5.36223445218731
"CHRNA1",2.69689,2.69689,0.217761,0.092808,0,0.103523,4,2,0,3.35007969929036
"CHRNA10",1.49366,1.49366,0.763181,0.52551,0.913286,0.733992333333333,14,10,12,1.43810324420888
"CHRNA2",1.57664,1.57664,0.65857,0.244952,0.449463,0.450995,6,6,3,1.77577455470212
"CHRNA3",0.37342,0.37342,5.042841,9.801665,9.231567,8.02535766666667,161,233,175,0.152173470650637
"CHRNA4",15.97389,15.97389,22.825392,85.33301,81.998988,63.3857966666667,541,911,794,0.263627863267359
"CHRNA5",0.6846,0.6846,4.32183,3.495597,6.135271,4.65089933333333,68,47,70,0.298111840369008
"CHRNA6",0.10373,0.10373,9.888576,8.57991,1.164997,6.54449433333333,188,222,25,0.146296087084785
"CHRNA7",0.76758,0.76758,15.423602,11.100455,14.20295,13.575669,545,604,508,0.121269219272199
"CHRNA9",0.10373,0.10373,4.445581,2.449726,2.31844,3.071249,41,38,22,0.271103536040169
"CHRNB1",13.60892,13.60892,6.838196,8.872936,6.309267,7.340133,110,159,77,1.75164113090283
"CHRNB2",8.67154,8.67154,53.724702,21.553101,24.659473,33.3124253333333,1253,1418,1050,0.28186698859216
"CHRNB3",0,0,0.067268,0.618851,0.569375,0.418498,2,20,12,0.704971032740265
"CHRNB4",0.2282,0.2282,1.356864,1.661556,2.794648,1.93768933333333,45,44,63,0.418083691173153
"CHRND",0.53938,0.53938,0.026302,0.119696,0.074042,0.0733466666666667,1,5,2,1.43418715295462
"CHRNE",30.12219,30.12219,0.141785,0.243849,0.064661,0.150098333333333,4,6,1,27.0604600476191
"CHRNG",0,0,0.019507,0,0,0.00650233333333333,1,0,0,0.993539673860667
"CHST1",47.02961,47.02961,12.067481,11.686293,4.983242,9.57900533333333,217,274,102,4.54008751169297
"CHST10",13.23551,13.23551,14.828308,16.298813,17.735007,16.287376,321,367,281,0.823462739515818
"CHST11",41.92627,41.92627,17.28025,19.220148,13.060863,16.5204203333333,1066,1095,658,2.45007078502169
"CHST12",10.64234,10.64234,2.029616,2.670723,3.253338,2.65122566666667,236,299,193,3.18861145896488
"CHST13",0,0,0.106883,0.080166,0,0.0623496666666667,2,1,0,0.941309656676129
"CHST14",4.52248,4.52248,0.914706,1.282403,1.735388,1.31083233333333,22,34,29,2.38982288777045
"CHST15",9.08644,9.08644,12.799059,12.869604,8.86994,11.5128676666667,731,391,254,0.806085404936353
"CHST2",11.82483,11.82483,2.54716,3.811522,2.849368,3.06935,126,215,98,3.15156720360746
"CHST3",7.19862,7.19862,0.271761,0.799813,0.67869,0.583421333333333,25,82,44,5.1777880134662
"CHST4",0,0,0,0.058709,0,0.0195696666666667,0,1,0,0.980805954407562
"CHST5",1.5559,1.5559,1.067464,1.931016,1.657152,1.55187733333333,21,26,17,1.0015763558123
"CHST6",5.24856,5.24856,0.106557,0.13616,0.173454,0.138723666666667,12,17,14,5.48733655311751
"CHST7",4.93738,4.93738,0.273913,0.429935,0.746582,0.483476666666667,7,13,13,4.00234134679121
"CHST8",34.62392,34.62392,35.509898,39.359946,43.643923,39.504589,874,1135,748,0.879503307637562
"CHST9",6.30657,6.30657,0.236263,0.183185,0.410394,0.276614,15,18,30,5.72339798874209
"CHSY1",4.97887,4.97887,5.602713,6.596102,7.122825,6.44054666666667,287,298,221,0.803552516750561
"CHSY3",1.61813,1.61813,0.933852,2.101583,1.051635,1.36235666666667,37,64,16,1.10827041358417
"CHTF18",42.71459,42.71459,17.027683,8.113189,13.199065,12.779979,84,98,90,3.17232631486594
"CHTF8",45.22477,45.22477,11.758466,18.874298,19.640724,16.7578293333333,85,124,85,2.603064210851
"CHTOP",79.51676,79.51676,32.765551,37.146387,41.117359,37.0097656666667,843,982,717,2.11831771619183
"CHUK",7.44757,7.44757,15.462775,15.190872,16.962863,15.87217,311,335,263,0.500680706749636
"CHURC1",42.07148,42.07148,48.729276,45.239148,44.691839,46.2200876666667,737,856,684,0.912143160428835
"CIAO1",31.88554,31.88554,26.205918,29.492355,31.99966,29.2326443333333,1283,1447,1090,1.08774937572172
"CIAPIN1",32.57013,32.57013,125.949347,118.66369,130.766034,125.126357,800,813,590,0.266162686360631
"CIB1",40.37037,40.37037,5.358081,5.142476,5.445009,5.31518866666667,57,59,41,6.55093175891393
"CIB2",10.80831,10.80831,73.621725,60.283573,76.073664,69.9929873333333,526,656,442,0.166330653822982
"CIB3",0,0,0,0,0,0,0,0,0,1
"CIB4",0,0,0.208434,0,0.294118,0.167517333333333,1,0,1,0.856518332918398
"CIC",104.28666,104.28666,42.276459,45.976072,52.468173,46.9069013333333,2017,2221,1688,2.19773471190344
"CICP12",0,0,0,0,0,0,0,0,0,1
"CIDEA",4.75068,4.75068,0,0,0,0,0,0,0,5.75068
"CIDEB",23.6704,23.6704,0,0.095025,0.055178,0.0500676666666667,0,2,1,23.4941049830757
"CIDEC",4.75068,4.75068,0.363916,0,0,0.121305333333333,2,0,0,5.1285585014608
"CIITA",11.4929,11.4929,0.221737,0.936222,1.607484,0.921814333333333,47,57,47,6.50057593145921
"CILP",0.82981,0.82981,0.219417,0.165523,0.290664,0.225201333333333,17,14,16,1.49347699044837
"CILP2",0.16596,0.16596,0.797092,1.216537,1.193955,1.06919466666667,35,71,41,0.563484924247501
"CINP",112.04541,112.04541,17.153014,19.779067,19.483274,18.8051183333333,316,394,303,5.70788864259079
"CIR1",23.25549,23.25549,10.321433,13.059715,18.454104,13.945084,203,236,188,1.62297448445255
"CIR1P1",0,0,0,0,0,0,0,0,0,1
"CIR1P2",1.18248,1.18248,0,0,0,0,0,0,0,2.18248
"CIR1P3",0,0,0,0,0,0,0,0,0,1
"CIRBP",690.90172,690.90172,334.557849,335.423519,362.733269,344.238212333333,2422,2731,2005,2.00412844025492
"CISD1",90.98892,90.98892,61.017838,71.037538,64.279139,65.4448383333333,488,578,384,1.38444042167008
"CISD2",24.81139,24.81139,32.757551,42.080721,31.599326,35.4791993333333,685,711,478,0.707564597680589
"CISD3",70.07765,70.07765,3.469875,4.610561,3.937682,4.00603933333333,33,48,26,14.1983802497756
"CISH",1.26546,1.26546,0.280187,0.180797,0.733633,0.398205666666667,7,5,16,1.62026235053165
"CIT",17.84096,17.84096,19.768172,17.828192,19.713355,19.1032396666667,500,631,429,0.937210136893525
"CITED1",4.66769,4.66769,5.820184,1.973984,4.398682,4.06428333333333,22,15,9,1.11914946833543
"CITED2",8.79601,8.79601,16.785127,19.924215,15.617517,17.4422863333333,296,359,200,0.531171126125197
"CITED4",9.41837,9.41837,3.482261,2.954066,3.02604,3.15412233333333,26,29,14,2.50795936277595
"CIZ1",124.61706,124.61706,80.267244,87.975371,117.223708,95.155441,973,1119,836,1.30639575559744
"CKAP2",2.4272,2.4272,8.235623,4.627373,11.117529,7.99350833333333,251,215,225,0.381074867890821
"CKAP2L",0.6846,0.6846,0.046998,0.043736,0.326162,0.138965333333333,3,3,12,1.47906169810261
"CKAP4",10.12371,10.12371,31.794889,30.349444,33.426028,31.856787,1167,1248,859,0.338551362310624
"CKAP5",30.28815,30.28815,159.819448,158.001398,163.169822,160.330222666667,3184,3465,2487,0.193938553377232
"CKB",2283.53973,2283.53973,893.001252,1140.81452,1198.417118,1077.41096333333,1504,2191,1427,2.11843147712312
"CKLF",21.80332,21.80332,15.186664,18.347154,10.834601,14.789473,43,49,14,1.44421032924911
"CKM",50.43184,50.43184,0.053402,0.145763,0.150152,0.116439,1,3,2,46.067756500803
"CKMT1A",7.55129,7.55129,96.749085,97.782724,93.749225,96.093678,788,907,515,0.0880725725520461
"CKMT1B",9.91626,9.91626,95.986948,101.359117,86.70962,94.6852283333333,1257,1530,794,0.11408511209245
"CKMT2",10.95352,10.95352,0.234622,1.252318,1.152914,0.879951333333333,4,11,8,6.35841991654394
"CKS1B",9.60508,9.60508,3.134714,5.299868,7.15912,5.19790066666667,23,43,31,1.71107614825708
"CKS2",4.58471,4.58471,8.409229,9.239554,13.134373,10.261052,44,52,49,0.495931463596829
"CLASP1",21.57512,21.57512,30.292883,34.542703,40.467255,35.100947,2626,2808,2374,0.625333180317957
"CLASP2",81.44608,81.44608,210.479285,234.100998,252.152561,232.244281333333,5760,6617,5273,0.353475247190198
"CLASRP",296.94833,296.94833,61.71305,55.230828,54.695712,57.2131966666667,304,319,221,5.11822657164965
"CLC",0,0,0.752093,0,0,0.250697666666667,4,0,0,0.799553742404573
"CLCA1",0,0,0,0.023692,0.03623,0.019974,0,1,1,0.980417147888083
"CLCA2",1.28621,1.28621,0,0.035545,0,0.0118483333333333,0,2,0,2.25943940873879
"CLCA3P",0,0,0,0,0,0,0,0,0,1
"CLCA4",20.12295,20.12295,0,0,0,0,0,0,0,21.12295
"CLCC1",38.06764,38.06764,25.888161,27.940602,32.171765,28.6668426666667,549,630,452,1.31687892907781
"CLCF1",0.43565,0.43565,0.851049,0.935117,0.545835,0.777333666666667,12,17,8,0.807754912274022
"CLCN1",0,0,0.095743,0.108917,0.168618,0.124426,4,5,5,0.889342651272738
"CLCN2",13.96159,13.96159,20.002014,9.748864,14.603178,14.7846853333333,156,166,141,0.947854815224276
"CLCN3",30.10144,30.10144,68.402606,72.180145,75.461086,72.0146123333333,3304,3634,2647,0.425961858949722
"CLCN4",16.94892,16.94892,27.53425,35.478111,29.065909,30.6927566666667,2188,2780,1841,0.566341394305976
"CLCN5",0.58087,0.58087,7.813881,8.528355,7.087734,7.80999,1061,1216,675,0.179440612304895
"CLCN6",20.86978,20.86978,29.325849,28.474883,24.505989,27.4355736666667,1796,1832,999,0.769099306958475
"CLCN7",70.92821,70.92821,26.661065,27.673714,30.193311,28.17603,676,836,557,2.46531861942835
"CLCNKA",0.49789,0.49789,0.121145,1.164031,1.823954,1.03637666666667,1,14,13,0.735566275394369
"CLCNKB",0.58087,0.58087,0.325966,0.047037,0.176211,0.183071333333333,3,1,3,1.33624233421822
"CLDN1",2.4272,2.4272,4.60364,5.659797,1.253334,3.83892366666667,178,200,40,0.708256677741903
"CLDN10",13.40147,13.40147,0.100342,0.160533,0.089521,0.116798666666667,3,5,2,12.89531446432
"CLDN11",726.56291,726.56291,0.64774,1.056072,0.665883,0.789898333333333,15,24,12,406.482813269655
"CLDN12",12.136,12.136,14.442345,14.533617,19.372713,16.116225,505,590,431,0.767458946116915
"CLDN14",0.18671,0.18671,0.041959,0,0,0.0139863333333333,1,0,0,1.17034121761667
"CLDN15",24.9566,24.9566,3.733922,3.984143,3.568603,3.76222266666667,73,79,55,5.45052212314306
"CLDN16",1.30695,1.30695,0.110446,0.492055,0.152803,0.251768,4,4,4,1.84295332681455
"CLDN17",0,0,0,0,0,0,0,0,0,1
"CLDN18",0.33192,0.33192,0.160666,0.08504,0.223478,0.156394666666667,7,4,7,1.15178670257905
"CLDN19",1.18248,1.18248,0,0.049076,0,0.0163586666666667,0,2,0,2.14735218144776
"CLDN2",0.16596,0.16596,0.104945,0.311992,0.060632,0.159189666666667,4,13,1,1.00584057426323
"CLDN20",0,0,0.147157,0.202856,0,0.116671,2,3,0,0.895518912911681
"CLDN22",0.72609,0.72609,0,0,0,0,0,0,0,1.72609
"CLDN23",0.60161,0.60161,0.175012,0.332931,0.385874,0.297939,4,9,6,1.23396399984899
"CLDN24",0,0,0,0,0,0,0,0,0,1
"CLDN25",0,0,0,0,0,0,0,0,0,1
"CLDN3",0.20745,0.20745,0.16167,0.404367,0,0.188679,2,6,0,1.01579147944904
"CLDN4",2.8836,2.8836,0.665607,0.919552,1.548869,1.044676,11,17,8,1.89937183201642
"CLDN5",89.47451,89.47451,0.071884,0,0,0.0239613333333333,1,0,0,88.3573500822297
"CLDN6",0,0,13.140776,20.423714,24.540188,19.368226,151,234,186,0.0490960773903432
"CLDN7",4.54322,4.54322,0,0.816289,1.380055,0.732114666666667,0,8,4,3.20026156851817
"CLDN8",0,0,0,0,0,0,0,0,0,1
"CLDN9",1.36919,1.36919,0.220021,0.242603,0.782249,0.414957666666667,4,5,10,1.67438931624103
"CLDND1",721.83298,721.83298,78.407306,105.512648,90.560211,91.4933883333333,1019,1153,797,7.81496918887878
"CLDND2",3.92086,3.92086,0,1.633482,2.12434,1.25260733333333,0,5,4,2.18451743771884
"CLEC10A",0,0,0,0,0,0,0,0,0,1
"CLEC11A",13.277,13.277,1.397658,2.985468,3.797048,2.72672466666667,17,45,30,3.83097794363487
"CLEC12A",0,0,0.059242,0,0,0.0197473333333333,1,0,0,0.980635072347987
"CLEC12B",0,0,0,0,0,0,0,0,0,1
"CLEC14A",6.1821,6.1821,0.040588,0.072077,0.05781,0.056825,1,2,1,6.79592174674142
"CLEC16A",38.39956,38.39956,13.472635,13.496161,17.822812,14.930536,615,707,539,2.47320994095867
"CLEC17A",0.60161,0.60161,0.12544,0.258935,0.285714,0.223363,5,10,8,1.30918623499321
"CLEC18A",0.70534,0.70534,0,0.474691,0.213086,0.229259,0,21,4,1.38729104281522
"CLEC18B",0.51863,0.51863,1.640217,1.968611,3.69743,2.43541933333333,18,24,20,0.442050839402623
"CLEC18C",0.6431,0.6431,0.722225,0.296744,0.478825,0.499264666666667,35,16,16,1.09593725279548
"CLEC19A",0.6846,0.6846,0.133949,0.25517,0.468182,0.285767,4,8,4,1.31019072662465
"CLEC1A",1.26546,1.26546,0.611987,0,0,0.203995666666667,5,0,0,1.88161806783911
"CLEC1B",0,0,0.025469,0.104026,0.188413,0.105969333333333,1,1,1,0.904184202816956
"CLEC2A",0,0,0,0,0,0,0,0,0,1
"CLEC2B",3.40223,3.40223,0.236618,0.132391,0,0.123003,2,1,0,3.92005186094783
"CLEC2D",8.13216,8.13216,2.02513,4.623852,2.367434,3.005472,72,96,62,2.27992106797901
"CLEC2L",28.71151,28.71151,16.864174,27.582871,31.683667,25.376904,79,121,87,1.12642143293239
"CLEC3A",0,0,0,0.176826,0.844279,0.340368333333333,0,3,8,0.746063582025339
"CLEC3B",50.99197,50.99197,0,0.342837,1.46547,0.602769,0,3,7,32.4388417794455
"CLEC4A",2.4272,2.4272,2.060967,1.891725,3.842821,2.59850433333333,16,13,8,0.952395685133259
"CLEC4C",0,0,0.066495,0.061146,0.093639,0.07376,1,1,1,0.931306809715393
"CLEC4D",0.24894,0.24894,0,0.038123,0,0.0127076666666667,0,1,0,1.23326804082652
"CLEC4E",3.13254,3.13254,0.654492,2.541196,0.107039,1.100909,7,22,2,1.96702474976308
"CLEC4F",0,0,0,0,0,0,0,0,0,1
"CLEC4G",4.91664,4.91664,0.130971,0,0,0.043657,2,0,0,5.66914225650765
"CLEC4M",0,0,0.010996,0,0.040317,0.0171043333333333,0,0,1,0.983183305023116
"CLEC5A",1.49366,1.49366,0,0,0,0,0,0,0,2.49366
"CLEC6A",0,0,0.05085,0,0,0.01695,1,0,0,0.983332513889572
"CLEC7A",16.61699,16.61699,0.40918,0.749438,0.236124,0.464914,8,10,5,12.0259551072623
"CLEC9A",4.16981,4.16981,0,0,0,0,0,0,0,5.16981
"CLECL1",0,0,0,0,0,0,0,0,0,1
"CLGN",0.74683,0.74683,12.5376,16.469735,11.230544,13.4126263333333,440,514,282,0.121201366052206
"CLHC1",37.11336,37.11336,19.354087,24.931491,3.398321,15.894633,121,103,76,2.25594483171076
"CLIC1",21.22245,21.22245,118.467035,98.562738,94.772249,103.934007333333,1494,1371,845,0.211775482179082
"CLIC2",6.14061,6.14061,1.328575,1.759218,1.685597,1.59113,11,16,19,2.7557899449275
"CLIC3",3.79639,3.79639,0,0,0,0,0,0,0,4.79639
"CLIC4",403.91114,403.91114,8.3174,8.870835,13.729365,10.3058666666667,443,534,547,35.8142504186617
"CLIC5",2.28198,2.28198,0.168628,0.469189,0.498558,0.378791666666667,13,29,15,2.38033060348735
"CLIC6",1.30695,1.30695,0,0.041432,0,0.0138106666666667,0,2,0,2.27552350340234
"CLINT1",22.07301,22.07301,23.320844,22.643604,26.983521,24.3159896666667,506,518,375,0.911400672215474
"CLIP1",28.71151,28.71151,38.252795,35.421172,29.615946,34.429971,1411,1517,980,0.838598202634713
"CLIP2",110.13684,110.13684,46.970183,48.411277,55.46733,50.28293,1927,2349,1621,2.1671312462061
"CLIP3",124.84526,124.84526,131.501662,168.405244,157.48121,152.462705333333,3166,4100,2874,0.82003806544824
"CLIP4",18.29736,18.29736,4.60663,6.473407,3.90612,4.99538566666667,210,205,153,3.21870202734247
"CLK1",279.81271,279.81271,71.349454,67.085422,69.729952,69.388276,1016,969,666,3.98948128804859
"CLK2",17.94469,17.94469,14.201495,12.94201,15.631014,14.258173,281,265,227,1.24160933291292
"CLK3",81.15564,81.15564,28.744378,33.282838,43.478364,35.1685266666667,365,444,341,2.27146769779029
"CLK4",17.84096,17.84096,9.764333,9.685896,7.105835,8.85202133333333,274,243,152,1.91239537172473
"CLLU1",0.10373,0.10373,0.032597,0.030495,0.149858,0.0709833333333333,1,1,0,1.03057626169097
"CLMN",34.08454,34.08454,1.050242,1.30488,0.516308,0.957143333333333,119,118,30,17.9264029376149
"CLMP",4.08683,4.08683,4.497502,7.773038,18.646117,10.3055523333333,221,384,529,0.449940865339411
"CLN3",48.77222,48.77222,21.247755,23.614998,18.21501,21.025921,214,248,171,2.25971118301932
"CLN5",19.97773,19.97773,8.466988,7.352887,10.112564,8.64414633333333,298,281,237,2.17517748849311
"CLN6",29.52057,29.52057,6.341608,7.281288,8.736624,7.45317333333333,113,113,101,3.61054586206679
"CLN8",22.77835,22.77835,8.992085,7.339895,9.703464,8.67848133333333,421,545,357,2.45682655997959
"CLNK",0.29043,0.29043,0.160258,0.024337,0.113515,0.09937,2,1,1,1.17379044361771
"CLNS1A",72.17292,72.17292,114.770996,141.914544,127.260699,127.982079666667,355,441,265,0.567310747268951
"CLNS1AP1",0,0,1.303155,0.900682,0.459958,0.887931666666667,8,6,2,0.529680187930531
"CLOCK",3.46447,3.46447,2.197869,3.150445,3.159951,2.83608833333333,312,352,291,1.16380792413105
"CLP1",1.80484,1.80484,5.041131,5.251313,6.295894,5.529446,106,110,81,0.429567837761427
"CLPB",10.55936,10.55936,15.035484,15.48299,17.600787,16.0397536666667,683,712,584,0.678376003909759
"CLPP",30.12219,30.12219,46.110319,55.224247,61.164913,54.166493,228,300,200,0.564150235179894
"CLPS",0.74683,0.74683,0,0,0,0,0,0,0,1.74683
"CLPSL1",8.54707,8.54707,0,0,0,0,0,0,0,9.54707
