"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"NR2C1",31.90628,31.90628,13.08832,13.08832,2.33571355562622
"NR2C2",10.35191,10.35191,1.55764,1.55764,4.43843152281009
"NR2C2AP",15.20631,15.20631,17.86577,17.86577,0.859032522923793
"NR2E1",7.34384,7.34384,0,0,8.34384
"NR2E3",0.24894,0.24894,0.43907,0.43907,0.867879950245645
"NR2F1",45.7434,45.7434,54.96677,54.96677,0.835199172651915
"NR2F2",16.38879,16.38879,37.71778,37.71778,0.449116400785376
"NR2F6",14.66693,14.66693,48.22398,48.22398,0.318278408206732
"NR3C1",12.42644,12.42644,7.1714,7.1714,1.64310154930612
"NR3C2",23.64965,23.64965,2.98982,2.98982,6.17813585575289
"NR4A1",272.17843,272.17843,59.90102,59.90102,4.48561337724721
"NR4A2",19.27239,19.27239,2.23714,2.23714,6.26243844875415
"NR4A3",6.1821,6.1821,0.42861,0.42861,5.02733426197493
"NR5A1",0.14522,0.14522,0.03136,0.03136,1.11039792119144
"NR5A2",0.33192,0.33192,0.43907,0.43907,0.925542190442438
"NR6A1",1.3277,1.3277,0.48088,0.48088,1.5718356652801
"NRADDP",0,0,0.11499,0.11499,0.896869030215518
"NRAP",3.9831,3.9831,0.01045,0.01045,4.93156514424266
"NRARP",9.00346,9.00346,3.41844,3.41844,2.2640253121011
"NRAS",6.11987,6.11987,14.65641,14.65641,0.454757508266582
"NRBF2",10.33116,10.33116,17.86577,17.86577,0.6006200648052
"NRBP1",33.77336,33.77336,84.98,84.98,0.404435450104675
"NRBP2",131.11034,131.11034,72.56073,72.56073,1.79593568470568
"NRCAM",109.03734,109.03734,146.47002,146.47002,0.74616752611819
"NRD1",80.05614,80.05614,76.84684,76.84684,1.0412258223969
"NREP",35.45373,35.45373,10.29712,10.29712,3.22681621510615
"NRF1",13.33923,13.33923,5.80193,5.80193,2.1081119623401
"NRG1",11.74184,11.74184,147.28542,147.28542,0.0859278005888914
"NRG2",8.25663,8.25663,3.35571,3.35571,2.12517132683305
"NRG3",17.38457,17.38457,7.96589,7.96589,2.05050140030716
"NRG4",7.90396,7.90396,4.66245,4.66245,1.57245715193953
"NRGN",901.73628,901.73628,13.31831,13.31831,63.0476837001015
"NRIP1",1.5559,1.5559,2.72848,2.72848,0.685507230828649
"NRIP2",13.25625,13.25625,7.48501,7.48501,1.68016890964183
"NRIP3",40.72304,40.72304,47.75355,47.75355,0.855794911344917
"NRK",0.06224,0.06224,0.02091,0.02091,1.04048349021951
"NRL",2.44795,2.44795,2.62394,2.62394,0.951436833943167
"NRM",3.73416,3.73416,13.76783,13.76783,0.320572487630207
"NRN1",71.36386,71.36386,174.03703,174.03703,0.413420291694849
"NRN1L",3.27776,3.27776,8.66631,8.66631,0.442543224870711
"NRP1",8.67154,8.67154,7.5791,7.5791,1.12733736639041
"NRP2",16.20209,16.20209,14.98048,14.98048,1.07644388654158
"NRSN1",42.75608,42.75608,27.50429,27.50429,1.53506998420238
"NRSN2",91.34159,91.34159,120.24111,120.24111,0.761635966546331
"NRTN",1.28621,1.28621,1.00358,1.00358,1.14106249812835
"NRXN1",70.55479,70.55479,25.37169,25.37169,2.71331833492658
"NRXN2",119.90788,119.90788,41.49165,41.49165,2.84545034142002
"NRXN3",63.27319,63.27319,28.43469,28.43469,2.18358644171214
"NSA2",38.21286,38.21286,68.11781,68.11781,0.567333658285759
"NSD1",22.30121,22.30121,4.48474,4.48474,4.24837093462954
"NSDHL",11.70035,11.70035,41.40802,41.40802,0.299479909696326
"NSF",65.84561,65.84561,97.43063,97.43063,0.679113909968879
"NSFL1C",79.51676,79.51676,109.13903,109.13903,0.731046569050045
"NSFP1",0,0,0.01045,0.01045,0.989658073135732
"NSG1",26.98965,26.98965,71.10763,71.10763,0.388164886295667
"NSL1",34.7069,34.7069,16.26632,16.26632,2.068008701333
"NSMAF",10.22744,10.22744,9.77442,9.77442,1.04204588274821
"NSMCE1",41.44912,41.44912,103.64027,103.64027,0.405667148985759
"NSMCE2",38.79373,38.79373,31.15271,31.15271,1.23764777525751
"NSMCE4A",47.96315,47.96315,38.54364,38.54364,1.23820543581724
"NSRP1",154.78074,154.78074,15.57636,15.57636,9.3977652512373
"NSRP1P1",0.16596,0.16596,0.03136,0.03136,1.13050729134347
"NSUN2",33.87709,33.87709,22.23551,22.23551,1.50102537021998
"NSUN3",5.22782,5.22782,2.61348,2.61348,1.72349646324319
"NSUN4",11.01576,11.01576,10.86163,10.86163,1.01299399829534
"NSUN5",30.24666,30.24666,32.73126,32.73126,0.926341322559549
"NSUN5P1",31.63659,31.63659,19.06797,19.06797,1.62630251091665
"NSUN5P2",20.03997,20.03997,8.03907,8.03907,2.3276697713371
"NSUN6",24.72841,24.72841,4.33838,4.33838,4.81951640759931
"NSUN7",0.35267,0.35267,0.32407,0.32407,1.02160006646174
"NT5C",42.17521,42.17521,101.27768,101.27768,0.422137166193054
"NT5C1A",0.51863,0.51863,0.03136,0.03136,1.47245384734719
"NT5C1B",0,0,0.11499,0.11499,0.896869030215518
"NT5C1B-RDH14",0.16596,0.16596,0,0,1.16596
"NT5C2",137.54139,137.54139,25.4135,25.4135,5.24509777197267
"NT5C3",18.62929,18.62929,13.04651,13.04651,1.39744961559847
"NT5C3L",125.34315,125.34315,132.66038,132.66038,0.945255056135558
"NT5CP1",0.74683,0.74683,0.12545,0.12545,1.55211693100538
"NT5CP2",0,0,0,0,1
"NT5DC1",82.73229,82.73229,19.97746,19.97746,3.99153615356673
"NT5DC2",43.02577,43.02577,92.71591,92.71591,0.469779037518816
"NT5DC3",6.09912,6.09912,2.44622,2.44622,2.05997295587629
"NT5DC4",1.14099,1.14099,0,0,2.14099
"NT5E",4.75068,4.75068,6.3769,6.3769,0.779552386503816
"NT5M",25.39226,25.39226,26.52162,26.52162,0.958964624902168
"NTAN1",29.06418,29.06418,90.36377,90.36377,0.329060195304988
"NTF3",2.30273,2.30273,0.82586,0.82586,1.80886267293221
"NTF4",0,0,0.01045,0.01045,0.989658073135732
"NTF6A",0,0,0,0,1
"NTF6B",0,0,0,0,1
"NTF6G",0,0,0,0,1
"NTHL1",54.89208,54.89208,74.45289,74.45289,0.740754661617335
"NTM",329.78815,329.78815,9.25173,9.25173,32.2665686669469
"NTMT1",37.03037,37.03037,102.90849,102.90849,0.365998678260073
"NTN1",7.0949,7.0949,1.2022,1.2022,3.67582417582418
"NTN3",0.12447,0.12447,0.07318,0.07318,1.04779254179168
"NTN4",5.29005,5.29005,5.24787,5.24787,1.00675110077514
"NTN5",1.0995,1.0995,0.56451,0.56451,1.3419537107465
"NTNG1",24.18903,24.18903,11.37388,11.37388,2.03566140935584
"NTNG2",50.66004,50.66004,28.00608,28.00608,1.78100729226424
"NTPCR",30.84827,30.84827,49.65617,49.65617,0.628714527766312
"NTRK1",1.14099,1.14099,201.01863,201.01863,0.0105979829682045
"NTRK2",76.81987,76.81987,15.11638,15.11638,4.82861970243938
"NTRK3",231.31018,231.31018,13.59011,13.59011,15.9224419829597
"NTS",6.45179,6.45179,0.17772,0.17772,6.32730190537649
"NTSR1",1.36919,1.36919,0.11499,0.11499,2.1248531376963
"NTSR2",19.66655,19.66655,5.5824,5.5824,3.13966790228488
"NUAK1",14.04457,14.04457,12.94197,12.94197,1.07908494997479
"NUAK2",2.34422,2.34422,0.80495,0.80495,1.8528047868362
"NUB1",23.77412,23.77412,30.22231,30.22231,0.793474922259115
"NUBP1",13.44296,13.44296,19.19342,19.19342,0.715231000989431
"NUBP2",63.58437,63.58437,77.45317,77.45317,0.823221929719347
"NUBPL",50.30737,50.30737,6.60688,6.60688,6.74486386008455
"NUCB1",127.72886,127.72886,204.47888,204.47888,0.626482196126434
"NUCB2",70.57554,70.57554,56.69166,56.69166,1.24065662177167
"NUCKS1",620.16022,620.16022,42.53704,42.53704,14.2673966810789
"NUDC",116.77534,116.77534,110.52941,110.52941,1.05600253780595
"NUDCD1",3.92086,3.92086,7.77772,7.77772,0.560607993875403
"NUDCD2",48.64775,48.64775,30.02369,30.02369,1.60031737037084
"NUDCD3",140.67393,140.67393,69.2991,69.2991,2.01530218736798
"NUDT1",23.71189,23.71189,31.94721,31.94721,0.750044996222745
"NUDT10",5.16558,5.16558,11.1648,11.1648,0.50683776140997
"NUDT11",7.84173,7.84173,7.76727,7.76727,1.00849295162576
"NUDT12",7.40607,7.40607,4.33838,4.33838,1.57464811422192
"NUDT13",1.53515,1.53515,1.74581,1.74581,0.923279469446174
"NUDT14",69.37231,69.37231,111.25073,111.25073,0.626920733611265
"NUDT15",8.02843,8.02843,11.0289,11.0289,0.750561564232806
"NUDT16",36.11758,36.11758,53.58685,53.58685,0.679972923881851
"NUDT16L1",41.73956,41.73956,55.42674,55.42674,0.757434507114889
"NUDT16P",0.35267,0.35267,3.41844,3.41844,0.306141986764559
"NUDT17",9.95775,9.95775,8.33178,8.33178,1.1742400699545
"NUDT18",10.68383,10.68383,39.43223,39.43223,0.288973178080952
"NUDT19",3.48521,3.48521,6.34554,6.34554,0.610603168725512
"NUDT19P3",1.28621,1.28621,0,0,2.28621
"NUDT19P5",0,0,0,0,1
"NUDT2",42.6731,42.6731,51.04654,51.04654,0.839116298605056
"NUDT21",18.21438,18.21438,22.88365,22.88365,0.804499312291044
"NUDT22",51.2824,51.2824,71.024,71.024,0.725902476952127
"NUDT3",254.06778,254.06778,92.01549,92.01549,2.74220756134274
"NUDT4",29.37536,29.37536,36.54694,36.54694,0.808996951549181
"NUDT4P1",0,0,0.86768,0.86768,0.53542362717382
"NUDT5",19.70804,19.70804,36.86056,36.86056,0.546955459718504
"NUDT6",6.05763,6.05763,8.68722,8.68722,0.728550605849769
"NUDT7",4.39801,4.39801,3.51252,3.51252,1.19622960119844
"NUDT8",5.97465,5.97465,26.98159,26.98159,0.249258530340842
"NUDT9",29.8525,29.8525,48.75713,48.75713,0.620061888617772
"NUF2",0.4564,0.4564,1.10812,1.10812,0.690852513139669
"NUFIP1",2.84211,2.84211,2.50894,2.50894,1.0949489019476
"NUFIP1P",0,0,0.01045,0.01045,0.989658073135732
"NUFIP2",8.8375,8.8375,6.09464,6.09464,1.38661017331394
"NUGGC",0.24894,0.24894,0.02091,0.02091,1.22335955177244
"NUMA1",250.83151,250.83151,61.09277,61.09277,4.05572999883883
"NUMB",30.30889,30.30889,21.44101,21.44101,1.3951640322784
"NUMBL",40.90975,40.90975,49.37391,49.37391,0.831973336991312
"NUP107",19.16866,19.16866,6.73233,6.73233,2.60835479085864
"NUP133",22.25971,22.25971,15.03275,15.03275,1.45076234582339
"NUP153",6.4103,6.4103,3.64842,3.64842,1.59415457295167
"NUP155",2.73838,2.73838,5.09106,5.09106,0.613748674286577
"NUP160",7.738,7.738,5.08061,5.08061,1.43702687723765
"NUP188",15.57973,15.57973,7.48501,7.48501,1.95400241131124
"NUP205",16.16059,16.16059,16.17223,16.17223,0.99932216141992
"NUP210",5.68421,5.68421,1.53673,1.53673,2.63497100598014
"NUP210L",0.4564,0.4564,0.01045,0.01045,1.44133801771488
"NUP210P1",0,0,0,0,1
"NUP210P2",0,0,0.22999,0.22999,0.813014739957235
"NUP210P3",1.24472,1.24472,0.05227,0.05227,2.13321675995705
"NUP214",41.73956,41.73956,30.14914,30.14914,1.37209438205999
"NUP35",5.68421,5.68421,6.84732,6.84732,0.851782519382413
"NUP37",5.97465,5.97465,8.73949,8.73949,0.716120659295302
"NUP43",30.78604,30.78604,7.51638,7.51638,3.7323416756885
"NUP50",13.67116,13.67116,8.68722,8.68722,1.51448609611426
"NUP54",22.90282,22.90282,14.46824,14.46824,1.54528375561796
"NUP62",25.03959,25.03959,17.06081,17.06081,1.44177309877021
"NUP62CL",0.35267,0.35267,0.67951,0.67951,0.805395621341939
"NUP85",35.76491,35.76491,35.12521,35.12521,1.01770785553911
"NUP88",38.44105,38.44105,48.85122,48.85122,0.791175220987571
"NUP93",50.6393,50.6393,103.08621,103.08621,0.496120475517362
"NUP98",28.83598,28.83598,16.70538,16.70538,1.68513638227477
"NUPL1",8.02843,8.02843,7.49547,7.49547,1.06273461032762
"NUPL1P1",0,0,0,0,1
"NUPL2",26.84443,26.84443,18.6289,18.6289,1.41854255714788
"NUPR1",118.93285,118.93285,119.25844,119.25844,0.997292580878315
"NUPR1L",5.89167,5.89167,2.75984,2.75984,1.83296895612579
"NUS1",7.69651,7.69651,13.99781,13.99781,0.579851991724125
"NUS1P1",0.35267,0.35267,0.20908,0.20908,1.1187597181328
"NUS1P2",0.35267,0.35267,0.77359,0.77359,0.762673447640097
"NUS1P3",0,0,0,0,1
"NUS1P4",0,0,0,0,1
"NUSAP1",5.37303,5.37303,1.98625,1.98625,2.13412473838426
"NUTF2",116.96204,116.96204,310.13675,310.13675,0.37913245542354
"NVL",23.54592,23.54592,12.59699,12.59699,1.80524660237303
"NWD1",2.80062,2.80062,0.11499,0.11499,3.4086583736177
"NXF1",86.69464,86.69464,62.54587,62.54587,1.38002107768766
"NXF2",0,0,0,0,1
"NXF2B",0,0,0,0,1
"NXF3",1.41068,1.41068,0.06272,0.06272,2.26840560072267
"NXF5",0.58087,0.58087,0,0,1.58087
"NXN",13.0488,13.0488,6.66961,6.66961,1.83174894160198
"NXNL1",3.56819,3.56819,0.08363,0.08363,4.21563633343484
"NXNL2",2.80062,2.80062,3.89932,3.89932,0.775744389017251
"NXPE1",0.10373,0.10373,0,0,1.10373
"NXPE2",0,0,0.03136,0.03136,0.969593546385355
"NXPE2P1",0,0,0,0,1
"NXPE3",22.07301,22.07301,12.19974,12.19974,1.74798973313111
"NXPE4",0,0,0,0,1
"NXPH1",55.4937,55.4937,1.93398,1.93398,19.2549710631974
"NXPH2",5.02036,5.02036,0.21953,0.21953,4.93662312530237
"NXPH3",11.28545,11.28545,4.80881,4.80881,2.11496847030631
"NXPH4",9.14868,9.14868,0.7945,0.7945,5.65543605461131
"NXT1",6.45179,6.45179,16.34995,16.34995,0.429499220458849
"NXT1P1",0,0,0,0,1
"NXT2",4.56397,4.56397,2.78075,2.78075,1.47165773986643
"NYAP1",33.56591,33.56591,30.29549,30.29549,1.1045013195192
"NYAP2",4.10757,4.10757,0.96176,0.96176,2.60356516597341
"NYNRIN",1.63888,1.63888,2.43577,2.43577,0.768060725834383
"NYX",0,0,0.02091,0.02091,0.979518272913381
"O3FAR1",0.39416,0.39416,0.87813,0.87813,0.742312832445038
"OACYLP",0.70534,0.70534,0.11499,0.11499,1.52946663198773
"OAF",29.45834,29.45834,42.50568,42.50568,0.700100308741295
"OAS1",4.72993,4.72993,27.18022,27.18022,0.203331627645206
"OAS2",2.92509,2.92509,7.79863,7.79863,0.446102404578895
"OAS3",5.33154,5.33154,6.16782,6.16782,0.883328543406503
"OASL",0.85056,0.85056,4.03522,4.03522,0.367523166812969
"OAT",65.03654,65.03654,196.33527,196.33527,0.334641344144916
"OAZ1",577.3834,577.3834,1725.38984,1725.38984,0.335024793704764
"OAZ2",108.64318,108.64318,114.60644,114.60644,0.948417579505086
"OAZ3",8.87899,8.87899,7.41184,7.41184,1.17441487237037
"OBFC1",5.7672,5.7672,46.09138,46.09138,0.143703582269197
"OBP2A",0,0,0.02091,0.02091,0.979518272913381
"OBP2B",0,0,0.01045,0.01045,0.989658073135732
"OBSCN",7.34384,7.34384,3.38707,3.38707,1.90191631316574
"OBSL1",69.08187,69.08187,91.73324,91.73324,0.755736238699306
"OC90",0,0,0.02091,0.02091,0.979518272913381
"OCA2",3.65117,3.65117,0.35543,0.35543,3.43150882007924
"OCEL1",14.6047,14.6047,18.68117,18.68117,0.792874610604959
"OCIAD1",185.91945,185.91945,213.87696,213.87696,0.869890610887272
"OCIAD2",109.99162,109.99162,258.89159,258.89159,0.427068917466702
"OCLM",0.6846,0.6846,0.07318,0.07318,1.56972735235468
"OCLN",12.48868,12.48868,0.60633,0.60633,8.39720356340229
"OCM",3.33999,3.33999,0.19862,0.19862,3.62082227895413
"OCM2",0,0,0,0,1
"OCRL",11.70035,11.70035,10.88254,10.88254,1.06882451058444
"OCSTAMP",0,0,0,0,1
"ODAM",0,0,0.02091,0.02091,0.979518272913381
"ODC1",17.40531,17.40531,37.05918,37.05918,0.483597124268048
"ODF1",0.8713,0.8713,0.14636,0.14636,1.63238424229736
"ODF2",13.98234,13.98234,7.88226,7.88226,1.68677115959227
"ODF2L",24.23052,24.23052,16.24541,16.24541,1.463028133283
"ODF3",0.16596,0.16596,0,0,1.16596
"ODF3B",6.88744,6.88744,29.95051,29.95051,0.254840388736728
"ODF3L1",0.4564,0.4564,0.29271,0.29271,1.12662546124034
"ODF3L2",1.82559,1.82559,0.87813,0.87813,1.50446987162763
"ODF4",0.37342,0.37342,0,0,1.37342
"ODZ1",1.3277,1.3277,1.11857,1.11857,1.09871281099987
"ODZ2",14.87439,14.87439,2.66575,2.66575,4.33046170633567
"ODZ3",3.85863,3.85863,3.23026,3.23026,1.14854169720065
"ODZ4",29.49983,29.49983,5.76012,5.76012,4.51172908173228
"OFCC1",0,0,0,0,1
"OFD1",31.94777,31.94777,17.5626,17.5626,1.77495447835971
"OFD1P10Y",0,0,0,0,1
"OFD1P11Y",0,0,0,0,1
"OFD1P12Y",0,0,0,0,1
"OFD1P13Y",0,0,0,0,1
"OFD1P15Y",0,0,0,0,1
"OFD1P17",0,0,0.01045,0.01045,0.989658073135732
"OFD1P18Y",0,0,0,0,1
"OFD1P1Y",0,0,0,0,1
"OFD1P2Y",0,0,0,0,1
"OFD1P3Y",0,0,0,0,1
"OFD1P4Y",0,0,0,0,1
"OFD1P5Y",0,0,0,0,1
"OFD1P6Y",0,0,0,0,1
"OFD1P7Y",0,0,0,0,1
"OFD1P8Y",0,0,0,0,1
"OFD1P9Y",0,0,0,0,1
"OGDH",37.05112,37.05112,54.48589,54.48589,0.685780114548041
"OGDHL",21.07723,21.07723,37.45643,37.45643,0.574084229867411
"OGFOD1",20.72456,20.72456,17.33262,17.33262,1.18502210813293
"OGFOD1P1",0,0,0.02091,0.02091,0.979518272913381
"OGFOD2",31.13871,31.13871,36.49467,36.49467,0.85715409683563
"OGFR",56.1368,56.1368,41.98298,41.98298,1.32928894180906
"OGFRL1",8.1944,8.1944,27.85972,27.85972,0.318589369543433
"OGG1",23.81561,23.81561,18.25256,18.25256,1.2889511836348
"OGN",2.67614,2.67614,6.94141,6.94141,0.462907720417407
"OGT",37.38304,37.38304,18.80662,18.80662,1.93788945312224
"OIP5",0.78832,0.78832,0.73178,0.73178,1.03264848883807
"OIT3",0,0,0.02091,0.02091,0.979518272913381
"OLA1",170.09078,170.09078,105.69969,105.69969,1.60347963522668
"OLAH",0.74683,0.74683,0.74223,0.74223,1.00264029433542
"OLFM1",347.75359,347.75359,825.96504,825.96504,0.421727126457486
"OLFM2",78.45875,78.45875,6.42917,6.42917,10.6955083811516
"OLFM3",7.01191,7.01191,7.10867,7.10867,0.988067093617079
"OLFM4",0.41491,0.41491,0.34498,0.34498,1.0519933381909
"OLFML1",1.14099,1.14099,2.20578,2.20578,0.66785306540062
"OLFML2A",1.47292,1.47292,27.99563,27.99563,0.0852859551594499
"OLFML2B",4.89589,4.89589,9.87896,9.87896,0.541953458786502
"OLFML3",7.11564,7.11564,35.74199,35.74199,0.220881884731883
"OLIG1",654.59743,654.59743,1.43219,1.43219,269.550253064111
"OLIG2",172.02009,172.02009,0.04182,0.04182,166.074840183525
"OLIG3",0,0,0.08363,0.08363,0.922824211216005
"OLR1",45.70191,45.70191,9.10537,9.10537,4.62149431440907
"OMA1",59.6635,59.6635,7.45365,7.45365,7.17601272822982
"OMD",1.84633,1.84633,15.18956,15.18956,0.17581268422366
"OMG",97.87636,97.87636,17.87622,17.87622,5.23814407757485
"OMP",0,0,0.71087,0.71087,0.584497945489722
"ONECUT1",0.93354,0.93354,0.29271,0.29271,1.49572603290761
"ONECUT2",0.04149,0.04149,1.42173,1.42173,0.430060328773232
"ONECUT3",0.02075,0.02075,0,0,1.02075
"OOEP",0.82981,0.82981,0.4077,0.4077,1.29985792427364
"OPA1",23.52518,23.52518,31.81131,31.81131,0.747461165067777
"OPA3",6.01614,6.01614,12.48199,12.48199,0.520408337344858
"OPALIN",389.67986,389.67986,0,0,390.67986
"OPCML",123.22713,123.22713,18.0853,18.0853,6.5090478011873
"OPHN1",252.76083,252.76083,4.95516,4.95516,42.6119247845566
"OPLAH",16.61699,16.61699,16.79947,16.79947,0.98974800935084
"OPN1LW",0,0,0.01045,0.01045,0.989658073135732
"OPN1MW",0,0,0,0,1
"OPN1MW2",0,0,0,0,1
"OPN1SW",0.26969,0.26969,0.39725,0.39725,0.908706387546967
"OPN3",3.38149,3.38149,7.26548,7.26548,0.53009504590175
"OPN4",0.66385,0.66385,0.06272,0.06272,1.56565228846733
"OPN5",0.74683,0.74683,0.02091,0.02091,1.71105190467328
"OPRD1",0.4564,0.4564,0.5436,0.5436,0.943508681005442
"OPRK1",0.24894,0.24894,2.74938,2.74938,0.333105740149038
"OPRL1",3.48521,3.48521,4.67291,4.67291,0.790636551611078
"OPRM1",0.12447,0.12447,0.59587,0.59587,0.704612531095891
"OPTC",0,0,0.02091,0.02091,0.979518272913381
"OPTN",67.36001,67.36001,158.22024,158.22024,0.429342462993398
"OR10A2",0,0,0,0,1
"OR10A3",0,0,0,0,1
"OR10A4",0,0,0.01045,0.01045,0.989658073135732
"OR10A5",0,0,0,0,1
"OR10A6",0,0,0,0,1
"OR10A7",0,0,0,0,1
"OR10AA1P",0,0,0,0,1
"OR10AB1P",0,0,0.08363,0.08363,0.922824211216005
"OR10AC1P",0.51863,0.51863,0.22999,0.22999,1.23466857454126
"OR10AD1",0,0,0.01045,0.01045,0.989658073135732
"OR10AF1P",0,0,0,0,1
"OR10AG1",0,0,0,0,1
"OR10AK1P",0,0,0,0,1
"OR10C1",0,0,0,0,1
"OR10D1P",0,0,0,0,1
"OR10D3",0,0,0,0,1
"OR10D4P",0,0,0,0,1
"OR10D5P",0,0,0,0,1
"OR10G2",0,0,0.03136,0.03136,0.969593546385355
"OR10G3",0,0,0,0,1
"OR10G4",0,0,0,0,1
"OR10G5P",0,0,0,0,1
"OR10G6",0,0,0,0,1
"OR10G7",0,0,0,0,1
"OR10G8",0,0,0,0,1
"OR10G9",0,0,0,0,1
"OR10H1",0,0,0,0,1
"OR10H2",0,0,0.01045,0.01045,0.989658073135732
"OR10H3",0,0,0,0,1
"OR10H4",0,0,0,0,1
"OR10H5",0,0,0,0,1
"OR10J1",0,0,0,0,1
"OR10J2P",0,0,0,0,1
"OR10J3",0,0,0,0,1
"OR10J4",0,0,0,0,1
"OR10J5",0,0,0,0,1
"OR10J6P",0,0,0,0,1
"OR10J7P",0,0,0,0,1
"OR10J8P",0,0,0,0,1
"OR10J9P",0,0,0,0,1
"OR10K1",0,0,0,0,1
"OR10K2",0,0,0,0,1
"OR10N1P",0,0,0,0,1
"OR10P1",0,0,0,0,1
"OR10Q1",0,0,0,0,1
"OR10R1P",0,0,0,0,1
"OR10R2",0,0,0,0,1
"OR10R3P",0,0,0,0,1
"OR10S1",0,0,0,0,1
"OR10T1P",0,0,0,0,1
"OR10T2",0,0,0,0,1
"OR10U1P",0,0,0,0,1
"OR10V1",0,0,0,0,1
"OR10V2P",0,0,0.01045,0.01045,0.989658073135732
"OR10V3P",0.4564,0.4564,0,0,1.4564
"OR10W1",0,0,0,0,1
"OR10X1",0,0,0,0,1
"OR10Y1P",0,0,0,0,1
"OR10Z1",0,0,0,0,1
"OR11A1",0,0,0,0,1
"OR11G1P",0,0,0,0,1
"OR11G2",0,0,0,0,1
"OR11H1",0,0,0,0,1
"OR11H12",0,0,0,0,1
"OR11H2",0,0,0,0,1
"OR11H4",0,0,0,0,1
"OR11H5P",0,0,0,0,1
"OR11H6",0,0,0,0,1
"OR11I1P",0,0,0,0,1
"OR11K2P",0,0,0,0,1
"OR11L1",0,0,0,0,1
"OR11M1P",0,0,0,0,1
"OR11N1P",0,0,0,0,1
"OR11Q1P",0,0,0,0,1
"OR12D1P",0,0,0,0,1
"OR12D2",0,0,0,0,1
"OR12D3",0,0,0,0,1
"OR13A1",0.24894,0.24894,0.14636,0.14636,1.08948323388813
"OR13C2",0,0,0.02091,0.02091,0.979518272913381
"OR13C3",0,0,0,0,1
"OR13C4",0,0,0,0,1
"OR13C5",0,0,0.01045,0.01045,0.989658073135732
"OR13C8",0,0,0,0,1
"OR13C9",0,0,0.02091,0.02091,0.979518272913381
"OR13D1",0,0,0,0,1
"OR13E1P",2.28198,2.28198,0.64814,0.64814,1.99132355261082
"OR13F1",0,0,0,0,1
"OR13G1",0,0,0,0,1
"OR13H1",0,0,0,0,1
"OR13J1",0.26969,0.26969,0.29271,0.29271,0.982192448422307
"OR13K1P",0,0,0,0,1
"OR13Z1P",0,0,0,0,1
"OR14A16",0,0,0,0,1
"OR14A2",0,0,0,0,1
"OR14C36",0,0,0,0,1
"OR14I1",0,0,0,0,1
"OR14J1",0,0,0,0,1
"OR14K1",0,0,0.02091,0.02091,0.979518272913381
"OR14L1P",0,0,0,0,1
"OR1A1",0,0,0,0,1
"OR1A2",0,0,0,0,1
"OR1AA1P",0,0,0,0,1
"OR1AC1P",0,0,0,0,1
"OR1B1",0,0,0.09409,0.09409,0.914001590362767
"OR1C1",0,0,0,0,1
"OR1D2",0,0,0.01045,0.01045,0.989658073135732
"OR1D3P",0,0,0,0,1
"OR1D4",0,0,0,0,1
"OR1D5",0,0,0,0,1
"OR1E1",0,0,0.22999,0.22999,0.813014739957235
"OR1E2",0,0,0,0,1
"OR1E3P",0,0,0,0,1
"OR1F1",0.31118,0.31118,0.01045,0.01045,1.29761987233411
"OR1F12",0,0,0.03136,0.03136,0.969593546385355
"OR1F2P",0.33192,0.33192,0,0,1.33192
"OR1G1",0,0,0.01045,0.01045,0.989658073135732
"OR1H1P",0,0,0,0,1
"OR1I1",0,0,0,0,1
"OR1J1",0,0,0,0,1
"OR1J2",0,0,0,0,1
"OR1J4",0,0,0,0,1
"OR1K1",0,0,0.01045,0.01045,0.989658073135732
"OR1L1",0,0,0,0,1
"OR1L3",0,0,0,0,1
"OR1L4",0,0,0,0,1
"OR1L6",0,0,0,0,1
"OR1L8",0.78832,0.78832,0.07318,0.07318,1.66637469949123
"OR1M1",0,0,0,0,1
"OR1M4P",0,0,0,0,1
"OR1N1",0,0,0,0,1
"OR1N2",0,0,0,0,1
"OR1P1",0,0,0,0,1
"OR1Q1",0,0,0,0,1
"OR1R1P",0,0,0.24044,0.24044,0.806165554158202
"OR1S1",0,0,0,0,1
"OR1S2",0,0,0,0,1
"OR1X5P",0,0,0.09409,0.09409,0.914001590362767
"OR2A1",0,0,0.04182,0.04182,0.959858708798065
"OR2A12",0,0,0,0,1
"OR2A13P",0,0,0,0,1
"OR2A14",0,0,0.01045,0.01045,0.989658073135732
"OR2A15P",0,0,0,0,1
"OR2A2",0,0,0,0,1
"OR2A20P",0.08298,0.08298,0.10454,0.10454,0.980480562043928
"OR2A25",0,0,0,0,1
"OR2A3P",0,0,0,0,1
"OR2A4",0,0,0,0,1
"OR2A41P",0,0,0,0,1
"OR2A42",0,0,0,0,1
"OR2A5",0,0,0,0,1
"OR2A7",0.24894,0.24894,0.08363,0.08363,1.15255207035612
"OR2A9P",0,0,0.07318,0.07318,0.931810134367021
"OR2AD1P",0,0,0,0,1
"OR2AE1",0,0,0.05227,0.05227,0.950326437131155
"OR2AF1P",0,0,0,0,1
"OR2AG1",0,0,0,0,1
"OR2AG2",0,0,0.05227,0.05227,0.950326437131155
"OR2AH1P",0,0,0,0,1
"OR2AI1P",0,0,0,0,1
"OR2AJ1",0,0,0.09409,0.09409,0.914001590362767
"OR2AK2",0,0,0.02091,0.02091,0.979518272913381
