"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"CBX1",51.26165,51.26165,58.2952,54.65861,46.12198,53.0252633333333,0.967355766089433
"CBX1P1",0,0,1.49093,0,0,0.496976666666667,0.668013084149608
"CBX1P2",0,0,0,0,0,0,1
"CBX1P3",0,0,0,0.77373,0,0.25791,0.794969433425285
"CBX1P4",0,0,0,0,0,0,1
"CBX1P5",0,0,0,0,0,0,1
"CBX2",1.74261,1.74261,1.65658,2.34883,3.40835,2.47125333333333,0.790092147312786
"CBX3",76.67466,76.67466,64.8884,68.14365,77.58368,70.2052433333333,1.0908559027933
"CBX3P1",0,0,0,0,0,0,1
"CBX3P2",1.41068,1.41068,0.66263,1.02243,1.61678,1.10061333333333,1.14760768283549
"CBX3P3",0,0,0,0,0.6773,0.225766666666667,0.815815951921247
"CBX3P4",6.92893,6.92893,2.84932,2.45936,0,1.76956,2.86288435708199
"CBX3P5",0,0,0,0,0,0,1
"CBX3P6",0,0,0,0,0,0,1
"CBX3P7",0,0,0,0,0,0,1
"CBX3P8",0,0,0,0,0,0,1
"CBX3P9",0,0,0,0,0,0,1
"CBX4",52.94202,52.94202,38.64811,31.75063,48.72194,39.7068933333333,1.3251323199314
"CBX5",13.89936,13.89936,19.77961,17.46423,12.62838,16.6240733333333,0.84539820722489
"CBX5P1",0,0,0,0,0,0,1
"CBX6",69.06113,69.06113,68.01934,70.38194,79.70298,72.70142,0.950607600233483
"CBX7",70.72075,70.72075,108.57252,100.50221,99.1699,102.74821,0.691296264292174
"CBX8",5.16558,5.16558,4.19116,3.59233,2.81844,3.53397666666667,1.35986143142922
"CBY1",27.32157,27.32157,27.03545,31.6401,30.36928,29.68161,0.923079655858998
"CBY3",2.75913,2.75913,0,1.4093,0.34957,0.58629,2.36976214941782
"CC2D1A",81.44608,81.44608,76.1863,56.84164,144.76752,92.5984866666667,0.880848429671904
"CC2D1B",73.23094,73.23094,63.49687,38.99055,18.04678,40.1780666666667,1.80268152463043
"CC2D2A",13.23551,13.23551,19.77961,17.90636,24.66685,20.7842733333333,0.653476468192191
"CC2D2B",1.90857,1.90857,1.24244,3.37126,0.48066,1.69812,1.07799875468845
"CCAR1",57.63046,57.63046,49.83005,42.30654,66.57209,52.9028933333333,1.08770524872258
"CCBE1",2.15751,2.15751,0.31475,0.3316,0.17479,0.273713333333333,2.47898009494549
"CCBL1",20.68307,20.68307,41.81218,18.26559,29.34241,29.8067266666667,0.703842061333358
"CCBL2",5.9539,5.9539,7.52089,6.77015,10.90235,8.39779666666667,0.739950037934424
"CCBP2",0.70534,0.70534,2.94872,2.56989,1.74787,2.42216,0.498322696776305
"CCDC101",22.42568,22.42568,13.16984,14.92197,26.69875,18.26352,1.21606435376297
"CCDC102A",2.40646,2.40646,5.89744,5.58192,4.36968,5.28301333333333,0.542169786896309
"CCDC102B",23.08953,23.08953,7.15644,9.72691,14.13592,10.3397566666667,2.12434276220507
"CCDC103",0,0,1.67315,0,0,0.557716666666667,0.64196526967891
"CCDC104",79.47527,79.47527,126.61273,115.61761,139.28357,127.171303333333,0.62787276018181
"CCDC105",0,0,0.06626,0.0829,0,0.04972,0.952634988377853
"CCDC106",57.85866,57.85866,102.97327,110.91995,111.09913,108.330783333333,0.538353958560314
"CCDC107",51.07495,51.07495,43.4025,48.52402,64.21246,52.0463266666667,0.981688144538818
"CCDC108",1.3277,1.3277,2.36892,7.35045,1.94451,3.88796,0.476210934623033
"CCDC109B",15.14407,15.14407,13.69995,6.99122,11.0116,10.56759,1.39562951314837
"CCDC11",2.48944,2.48944,3.76045,6.82542,1.83527,4.14038,0.678829191616184
"CCDC110",1.45217,1.45217,2.0376,0.63557,0.93948,1.20421666666667,1.11249045390275
"CCDC111",15.99463,15.99463,13.31894,14.4522,18.37451,15.3818833333333,1.03740392079462
"CCDC112",13.58818,13.58818,10.83406,8.75975,5.83352,8.47577666666667,1.53952340933883
"CCDC113",5.3108,5.3108,5.69865,7.73732,4.23859,5.89152,0.91573411961367
"CCDC114",1.7841,1.7841,2.12043,24.42781,0.91763,9.15529,0.274152682985912
"CCDC115",34.81063,34.81063,36.16323,35.39822,28.35923,33.3068933333333,1.04383191016616
"CCDC116",1.99155,1.99155,0.71233,0.46977,0.15294,0.445013333333333,2.07025771388499
"CCDC117",6.47254,6.47254,8.28292,7.32282,11.25193,8.95255666666667,0.750816121954593
"CCDC11P1",0,0,0,0,0,0,1
"CCDC12",227.4723,227.4723,159.76097,173.61984,191.12984,174.836883333333,1.29934229763892
"CCDC120",6.26508,6.26508,7.20614,5.60955,5.98646,6.26738333333333,0.9996830587809
"CCDC121",3.17403,3.17403,2.20326,2.23829,3.75793,2.73316,1.11809566158429
"CCDC122",5.14484,5.14484,2.40205,1.658,2.46887,2.17630666666667,1.93458650088363
"CCDC124",119.57595,119.57595,124.01189,118.87833,144.96416,129.284793333333,0.925479842390406
"CCDC125",3.21552,3.21552,4.38995,5.13979,6.0957,5.20848,0.678993892224828
"CCDC126",5.35229,5.35229,4.52247,4.42132,4.19489,4.37956,1.18081962093554
"CCDC127",24.33425,24.33425,21.28711,25.50551,32.77261,26.5217433333333,0.920517631937802
"CCDC129",0.70534,0.70534,0,0.11053,0,0.0368433333333333,1.64474221434932
"CCDC13",16.45103,16.45103,10.41991,11.30201,9.65699,10.4596366666667,1.52282576730909
"CCDC130",79.64124,79.64124,57.74852,50.87285,59.07808,55.8998166666667,1.41724955762892
"CCDC132",11.38917,11.38917,18.62001,17.18789,16.18967,17.3325233333333,0.6758027672859
"CCDC134",2.32347,2.32347,0.87799,0.80136,0.80839,0.829246666666667,1.81685174589175
"CCDC135",2.90434,2.90434,3.9758,11.13621,1.28906,5.46702333333333,0.603730618981324
"CCDC136",37.48677,37.48677,29.57003,34.81792,57.85457,40.7475066666667,0.921893858411664
"CCDC137",19.89475,19.89475,21.55216,13.56794,18.22157,17.7805566666667,1.11257351796636
"CCDC138",1.28621,1.28621,1.49093,1.9067,3.51759,2.30507333333333,0.691727465452103
"CCDC14",14.33501,14.33501,19.11698,26.16871,12.51914,19.2682766666667,0.756601572605334
"CCDC140",0,0,0,0,0,0,1
"CCDC141",1.05801,1.05801,0.48041,0.9119,0.89578,0.762696666666667,1.16753497009317
"CCDC142",6.11987,6.11987,8.23322,7.04648,7.10073,7.46014333333333,0.841577940168862
"CCDC144A",0.82981,0.82981,0.87799,1.27113,0.74285,0.96399,0.931679896537152
"CCDC144B",0.93354,0.93354,2.38548,3.56469,1.00503,2.3184,0.58267237222758
"CCDC144C",1.03727,1.03727,1.22587,0.5803,0.17479,0.66032,1.2270345475571
"CCDC144NL",0.26969,0.26969,0.91112,0.05527,0.74285,0.569746666666667,0.808850260339248
"CCDC146",33.64889,33.64889,33.26421,34.59686,43.52202,37.1276966666667,0.908759065697561
"CCDC147",0.24894,0.24894,0.5798,0.9948,0.37142,0.648673333333333,0.757542428053263
"CCDC148",6.67999,6.67999,4.00893,5.63719,4.30414,4.65008666666667,1.3592694153364
"CCDC149",18.17289,18.17289,12.01024,17.40896,12.82501,14.0814033333333,1.27129349810727
"CCDC15",1.63888,1.63888,0.31475,0.30397,0.56806,0.395593333333333,1.89086601158886
"CCDC150",3.85863,3.85863,1.52406,3.01203,1.9882,2.17476333333333,1.53039124176185
"CCDC151",6.20285,6.20285,8.6308,14.1206,6.75116,9.83418666666667,0.664826093698466
"CCDC152",2.77987,2.77987,0.92769,1.658,1.04872,1.21147,1.70921151993923
"CCDC153",2.53093,2.53093,2.45174,7.87548,3.40835,4.57852333333333,0.632950655400443
"CCDC154",8.65079,8.65079,13.36863,16.66286,12.30065,14.1107133333333,0.638672032690272
"CCDC155",0,0,0.0994,0,0,0.0331333333333333,0.967929276634187
"CCDC157",5.70496,5.70496,7.93504,8.78738,8.49903,8.40715,0.712751470955603
"CCDC158",0.41491,0.41491,0.36445,0.19343,0.48066,0.34618,1.0510555794916
"CCDC159",183.4715,183.4715,91.94042,111.61078,107.97481,103.842003333333,1.75951902992061
"CCDC160",0.97503,0.97503,0.74546,2.43173,0.98318,1.38679,0.827483775279769
"CCDC162P",1.63888,1.63888,1.4081,4.42132,3.84532,3.22491333333333,0.624599794551999
"CCDC163P",18.17289,18.17289,11.84458,11.90994,17.56612,13.7735466666667,1.29778518541248
"CCDC164",3.27776,3.27776,1.02708,8.28998,1.37645,3.56450333333333,0.937179729667558
"CCDC166",0,0,0,0.11053,0.50251,0.204346666666667,0.830325709098156
"CCDC167",26.01462,26.01462,14.41228,29.70577,28.66511,24.2610533333333,1.06941779677701
"CCDC168",0,0,0.01657,0,0.02185,0.0128066666666667,0.987355270173314
"CCDC169",3.60968,3.60968,2.02103,2.29356,1.13612,1.81690333333333,1.63643528176922
"CCDC169-SOHLH2",0,0,0,0.35923,0,0.119743333333333,0.89306180285363
"CCDC17",10.78756,10.78756,1.37496,5.72009,1.96636,3.02047,2.93188607302131
"CCDC170",0.49789,0.49789,0.46384,2.54226,0.721,1.24236666666667,0.667995124199135
"CCDC171",19.60432,19.60432,17.75858,15.58516,38.38765,23.9104633333333,0.827135156993601
"CCDC172",0,0,0.14909,0,0,0.0496966666666667,0.95265616416171
"CCDC173",2.82136,2.82136,3.62792,2.81859,1.52939,2.65863333333333,1.04447744604087
"CCDC18",5.3108,5.3108,10.90032,5.08452,5.00328,6.99604,0.789240674133696
"CCDC19",0.72609,0.72609,1.259,8.78738,0.48066,3.50901333333333,0.382808803699849
"CCDC22",12.57166,12.57166,20.01154,11.93757,15.7527,15.9006033333333,0.803028136470868
"CCDC23",45.90937,45.90937,32.76723,35.72982,44.78923,37.7620933333333,1.21018670474281
"CCDC24",18.1314,18.1314,20.42568,21.60922,39.37082,27.13524,0.679979982399297
"CCDC25",30.57858,30.57858,25.39543,29.84393,20.90892,25.38276,1.19693997140557
"CCDC27",0,0,0.0994,0,0,0.0331333333333333,0.967929276634187
"CCDC28A",24.56244,24.56244,30.61367,25.78184,35.48181,30.6257733333333,0.808278732999625
"CCDC28B",14.83289,14.83289,19.43173,16.55233,17.21654,17.7335333333333,0.845163040963976
"CCDC3",20.51711,20.51711,25.11382,34.98372,70.96362,43.6870533333333,0.481506575058727
"CCDC30",12.40569,12.40569,12.20903,9.09135,11.20823,10.8362033333333,1.13260051576223
"CCDC33",0,0,0.6792,5.02926,0,1.90282,0.344492596854094
"CCDC34",9.43911,9.43911,18.58687,19.09459,15.40312,17.69486,0.558394660350492
"CCDC34P1",0,0,0,0,0,0,1
"CCDC36",4.33577,4.33577,3.59479,2.87386,5.30916,3.92593666666667,1.0831990667088
"CCDC37",7.9662,7.9662,12.90479,32.10986,8.78306,17.93257,0.473585994928317
"CCDC38",0,0,0.14909,0,0.15294,0.100676666666667,0.908532024239634
"CCDC39",14.39724,14.39724,19.94527,10.94278,17.43503,16.1076933333333,0.900018471221914
"CCDC40",9.83328,9.83328,14.44541,18.65246,16.84512,16.6476633333333,0.613864838385592
"CCDC41",10.80831,10.80831,4.88692,6.71488,10.44354,7.34844666666667,1.41443198614992
"CCDC42",0,0,0,0.46977,0,0.15659,0.864610622606109
"CCDC42B",2.57242,2.57242,3.61135,28.26884,2.31593,11.3987066666667,0.288128439202799
"CCDC43",16.94892,16.94892,16.38362,18.56956,15.0317,16.6616266666667,1.01626652735648
"CCDC47",41.09645,41.09645,55.97598,40.81434,32.07346,42.9545933333333,0.957725844049063
"CCDC48",2.51018,2.51018,1.06021,1.79616,1.94451,1.60029333333333,1.34991693244865
"CCDC50",6.36881,6.36881,10.90032,11.82704,8.71751,10.4816233333333,0.641791651412823
"CCDC51",5.82943,5.82943,9.77385,11.74414,12.08217,11.2000533333333,0.559786897106461
"CCDC53",69.8702,69.8702,68.73168,81.79448,68.90987,73.1453433333333,0.955828064365292
"CCDC54",0.20745,0.20745,0,0.11053,0,0.0368433333333333,1.16454430595429
"CCDC57",97.33698,97.33698,182.17456,142.11791,302.33821,208.876893333333,0.46854600541384
"CCDC58",45.61893,45.61893,34.722,38.02338,56.67476,43.1400466666667,1.05615950866688
"CCDC58P1",0,0,0,0,0,0,1
"CCDC59",33.81485,33.81485,26.25686,26.25161,34.23645,28.9149733333333,1.16379344925596
"CCDC6",9.75029,9.75029,34.24159,26.99771,11.16453,24.13461,0.427708645568799
"CCDC60",0.43565,0.43565,0,3.59233,0,1.19744333333333,0.653327427480117
"CCDC61",17.69575,17.69575,7.71968,13.98244,14.15777,11.9532966666667,1.44331983441024
"CCDC62",1.07876,1.07876,0.7289,0.35923,1.3109,0.799676666666667,1.15507415220882
"CCDC63",0,0,0,0,0,0,1
"CCDC64",27.36306,27.36306,25.52796,19.81306,86.80371,44.0482433333333,0.629615228059577
"CCDC64B",1.03727,1.03727,0.0497,0.0829,0.89578,0.342793333333333,1.51718805077972
"CCDC65",6.07838,6.07838,11.43043,11.24674,12.73762,11.80493,0.552785528698712
"CCDC66",33.151,33.151,30.28236,14.42457,22.21983,22.30892,1.46514724834956
"CCDC67",0,0,1.19274,0.13817,0.10924,0.48005,0.675652849565893
"CCDC68",1.03727,1.03727,1.19274,1.4922,3.73608,2.14034,0.648741855977378
"CCDC69",6.8667,6.8667,11.74518,10.08614,6.83855,9.55662333333333,0.745190933843429
"CCDC7",8.85825,8.85825,2.35235,2.62516,3.18987,2.72246,2.64831589862618
"CCDC70",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"CCDC71",6.28583,6.28583,5.91401,6.46619,6.31419,6.23146333333333,1.00751807264459
"CCDC71L",1.18248,1.18248,1.24244,1.10533,1.63863,1.3288,0.937169357609069
"CCDC73",0.89205,0.89205,6.07966,4.58712,2.66551,4.44409666666667,0.347541587860612
"CCDC74A",14.95737,14.95737,22.18166,22.07898,19.99129,21.41731,0.711832508003859
"CCDC74B",15.476,15.476,14.04783,26.22397,18.04678,19.4395266666667,0.806085202886303
"CCDC75",6.22359,6.22359,11.46356,8.37288,5.68058,8.50567333333333,0.759924073413
"CCDC75P1",0,0,0,0,0,0,1
"CCDC77",12.88284,12.88284,11.71205,12.98764,15.20649,13.30206,0.970688138631777
"CCDC78",8.36036,8.36036,37.25658,53.96778,15.0754,35.4332533333333,0.256918038978311
"CCDC79",5.51825,5.51825,5.36733,5.33322,6.1831,5.62788333333333,0.983458771402635
"CCDC8",2.26124,2.26124,3.62792,6.05169,4.50077,4.72679333333333,0.569470523934861
"CCDC80",10.60085,10.60085,5.00288,12.10337,6.05201,7.71942,1.33046120040094
"CCDC81",1.26546,1.26546,0.99395,2.45936,0.56806,1.34045666666667,0.967956395974005
"CCDC82",32.09299,32.09299,29.15588,30.6453,23.924,27.9083933333333,1.14475369206498
"CCDC83",0,0,0,0,0,0,1
"CCDC84",72.4841,72.4841,58.22893,48.96616,88.39864,65.19791,1.11006676796896
"CCDC85A",14.3765,14.3765,8.87929,12.40734,29.3861,16.89091,0.859458797791728
"CCDC85B",265.85112,265.85112,139.60035,297.63796,443.74108,293.659796666667,0.905624462579382
"CCDC85C",15.14407,15.14407,30.86216,47.11473,34.14906,37.3753166666667,0.420688906367331
"CCDC86",16.51326,16.51326,27.31707,21.60922,12.21326,20.37985,0.819147936023873
"CCDC87",0.35267,0.35267,0.38101,0.3316,0.34957,0.35406,0.998973457601583
"CCDC88A",70.36808,70.36808,33.84401,37.96811,44.83292,38.88168,1.78949532717779
"CCDC88B",16.65848,16.65848,18.33839,16.6076,20.75598,18.5673233333333,0.902447396569485
"CCDC88C",1.26546,1.26546,62.78454,46.81076,9.67884,39.7580466666667,0.0555831347495063
"CCDC89",0.80907,0.80907,0.49698,0.46977,0.17479,0.380513333333333,1.31043283416314
"CCDC9",20.20593,20.20593,16.58241,14.39693,18.96441,16.6479166666667,1.20161095502302
"CCDC90A",10.41414,10.41414,12.50721,12.57314,16.34261,13.8076533333333,0.770827067804577
"CCDC90B",40.68155,40.68155,46.98073,43.96453,34.14906,41.6981066666667,0.97619199664747
"CCDC91",348.10626,348.10626,187.01178,200.50702,215.11938,200.879393333333,1.72928130125482
"CCDC92",124.76228,124.76228,104.54703,92.23986,158.94714,118.57801,1.0517174520633
"CCDC93",14.64619,14.64619,16.26766,11.10857,11.33932,12.9051833333333,1.12520558880322
"CCDC94",19.6873,19.6873,25.08068,19.26039,19.33584,21.2256366666667,0.930785484810259
"CCDC96",1.5559,1.5559,5.00288,4.75292,3.08062,4.27880666666667,0.484181399583997
"CCDC97",13.44296,13.44296,14.24662,13.76137,13.0435,13.68383,0.983596241580024
"CCDC99",8.65079,8.65079,4.34025,7.90312,6.53267,6.25868,1.32955165401974
"CCER1",0,0,0,0,0,0,1
"CCHCR1",28.08915,28.08915,40.00651,24.04095,50.75384,38.2671,0.7408020964115
"CCIN",0,0,0,0,0,0,1
"CCK",179.46766,179.46766,20.93922,11.68887,630.74157,221.12322,0.812466431920085
"CCKAR",0,0,0.13253,0.0829,0,0.07181,0.933001184911505
"CCKBR",7.32309,7.32309,7.53746,5.85825,44.24302,19.21291,0.411770991905668
"CCL1",0,0,0,0,0,0,1
"CCL11",0,0,0,0,0,0,1
"CCL13",0.37342,0.37342,0.21536,0,0,0.0717866666666667,1.28143038415605
"CCL14",5.41453,5.41453,1.04365,0,1.52939,0.85768,3.45297898453986
"CCL15",0,0,0,0,0,0,1
"CCL16",0.16596,0.16596,0.23192,0,0.24033,0.157416666666667,1.00738138094895
"CCL17",0,0,0,0.30397,0,0.101323333333333,0.907998559308952
"CCL18",0.93354,0.93354,0.97738,0.2487,0.39327,0.539783333333333,1.25572212540725
"CCL19",5.41453,5.41453,4.68813,3.95156,0,2.87989666666667,1.65327341192076
"CCL2",15.08184,15.08184,2.38548,1.63036,7.66879,3.89487666666667,3.28544335131358
"CCL20",0.97503,0.97503,0.19879,0.27633,0,0.158373333333333,1.70500299270241
"CCL21",1.82559,1.82559,0.74546,2.01723,0.30588,1.02285666666667,1.39683154351025
"CCL22",0.16596,0.16596,0.28162,0.13817,0.19664,0.205476666666667,0.967219053044024
"CCL23",0,0,0,0,0,0,1
"CCL24",0,0,0,0,0,0,1
"CCL25",1.51441,1.51441,0,0.3316,0.89578,0.409126666666667,1.78437471909315
"CCL26",0,0,0,0.88426,0,0.294753333333333,0.772347886083836
"CCL27",2.26124,2.26124,1.55719,0.13817,1.22351,0.972956666666667,1.65297092181447
"CCL28",1.47292,1.47292,0.41415,1.35403,3.69238,1.82018666666667,0.876863942812296
"CCL3",2.8836,2.8836,1.17617,0.4974,12.78132,4.81829666666667,0.667480574211582
"CCL3L1",0.31118,0.31118,0,0.4145,0,0.138166666666667,1.15201054327134
"CCL3L3",0.6846,0.6846,0,0,0.15294,0.05098,1.6028849264496
"CCL4",1.0995,1.0995,0,1.35403,5.92092,2.42498333333333,0.612995683677293
"CCL4L1",0,0,0,0,0.19664,0.0655466666666667,0.938485409680164
"CCL4L2",0,0,0,0.9119,1.42015,0.77735,0.562635384139309
"CCL5",3.54745,3.54745,4.78753,2.68043,6.88225,4.78340333333333,0.786293076567949
"CCL7",0,0,0,0,0,0,1
"CCL8",0,0,0,0.11053,0,0.0368433333333333,0.964465862730789
"CCM2",131.48376,131.48376,213.05329,208.90753,162.07146,194.677426666667,0.677051830948717
"CCNA1",4.58471,4.58471,14.6442,9.11898,8.8486,10.8705933333333,0.470465952558395
"CCNA2",1.49366,1.49366,1.29214,1.60273,1.90081,1.59856,0.959631488208854
"CCNB1",4.39801,4.39801,9.87324,6.68725,7.20997,7.92348666666667,0.604921618829112
"CCNB1IP1",27.34232,27.34232,28.09567,27.60564,38.9557,31.5523366666667,0.870669294503283
"CCNB1IP1P1",0,0,0,0,0,0,1
"CCNB1IP1P2",0,0,0.16566,0,0,0.05522,0.94766968025625
"CCNB1IP1P3",0,0,0,0,0,0,1
"CCNB2",2.44795,2.44795,0.61294,0.3316,1.46384,0.802793333333333,1.91255976835947
"CCNB3",0.78832,0.78832,8.87929,0.2487,0.37142,3.16647,0.429217059045187
"CCNC",29.97697,29.97697,35.35151,34.32052,20.55935,30.0771266666667,0.996777158077034
"CCND1",38.42031,38.42031,19.10042,21.16709,25.34415,21.8705533333333,1.72362729600187
"CCND2",20.5586,20.5586,21.28711,21.77502,34.56417,25.8754333333333,0.802167530942137
"CCND3",95.32469,95.32469,175.86297,241.32136,224.75453,213.97962,0.448064286279788
"CCNDBP1",45.12104,45.12104,44.06514,40.84197,34.91375,39.9402866666667,1.12654413916333
"CCNE1",1.95006,1.95006,5.2845,5.47139,4.85035,5.20208,0.475656553930294
"CCNE2",8.98272,8.98272,3.59479,2.23829,3.25541,3.02949666666667,2.47741115722477
"CCNF",2.07453,2.07453,3.31317,2.29356,4.34783,3.31818666666667,0.711995621618951
"CCNG1",25.49598,25.49598,29.08962,28.3241,34.8482,30.7539733333333,0.83441463283545
"CCNG1P1",0,0,0,0,0,0,1
"CCNG2",14.95737,14.95737,23.63946,21.16709,11.55781,18.78812,0.806411624752629
"CCNH",55.2655,55.2655,30.08357,35.72982,50.09839,38.63726,1.41951032942237
"CCNI",173.90791,173.90791,219.28204,216.64485,235.78797,223.904953333333,0.777697011149273
"CCNI2",8.79601,8.79601,4.05863,3.15019,2.0756,3.09480666666667,2.39230097961483
"CCNJ",1.51441,1.51441,2.93215,3.50943,2.81844,3.08667333333333,0.61527061130406
"CCNJL",2.17826,2.17826,3.21377,3.86866,4.30414,3.79552333333333,0.662755611657261
"CCNJP1",0,0,0,0,0,0,1
"CCNJP2",0.2282,0.2282,0,0,0,0,1.2282
"CCNK",18.83674,18.83674,16.99655,17.98926,29.08023,21.3553466666667,0.887337615281892
"CCNL1",64.37269,64.37269,48.2066,42.88684,51.97735,47.6902633333333,1.34262346359597
"CCNL2",117.64664,117.64664,122.71975,101.71807,120.64689,115.028236666667,1.02256694929231
"CCNO",0.85056,0.85056,21.71782,12.6284,9.5259,14.62404,0.118443117145117
"CCNT1",2.61391,2.61391,3.69418,3.42653,2.94953,3.35674666666667,0.829497392549793
"CCNT2",9.66731,9.66731,9.32657,7.26755,10.18136,8.92516,1.07477461320523
"CCNT2P1",0,0,0,0,0,0,1
"CCNY",159.71812,159.71812,165.06204,193.2671,168.66968,175.666273333333,0.909727232977613
"CCNYL1",5.16558,5.16558,5.20167,7.29518,7.71249,6.73644666666667,0.796952433804667
"CCNYL2",0.85056,0.85056,0.49698,1.29876,1.72602,1.17392,0.851254875984397
"CCNYL3",0,0,0,0,0,0,1
"CCP110",59.8917,59.8917,22.94369,22.10662,17.7846,20.94497,2.77474519217844
"CCPG1",22.90282,22.90282,62.9502,39.23924,50.42612,50.8718533333333,0.460805204826561
"CCR1",1.92931,1.92931,2.0376,1.10533,1.02687,1.38993333333333,1.22568690897933
"CCR10",3.77565,3.77565,3.76045,2.45936,10.57463,5.59814666666667,0.723786578453344
"CCR12P",0,0,0.11596,0.30397,0,0.139976666666667,0.877210937065963
"CCR2",0,0,0.24849,0,0,0.08283,0.923505998171458
"CCR3",0,0,1.19274,0,0,0.39758,0.715522546115428
"CCR4",0,0,0.19879,0.19343,0.43697,0.276396666666667,0.783455508867411
"CCR5",0.43565,0.43565,0.49698,0.3316,0,0.276193333333333,1.12494710832737
"CCR6",0.60161,0.60161,1.22587,1.2435,1.15797,1.20911333333333,0.725001282565856
"CCR7",0.14522,0.14522,0.39758,0.4145,0.10924,0.307106666666667,0.876148847836953
"CCR8",0,0,0,0,0,0,1
"CCR9",0,0,0.08283,0,0,0.02761,0.973131830169033
"CCRL1",0.14522,0.14522,0.0497,0.85663,0.19664,0.367656666666667,0.837359278766357
"CCRL2",0.74683,0.74683,0.33132,1.21586,1.26721,0.93813,0.901296610650473
"CCRN4L",4.04533,4.04533,3.89297,2.90149,2.68735,3.16060333333333,1.21264383931497
"CCS",42.15446,42.15446,59.6039,53.44275,61.24108,58.09591,0.730244445004739
"CCSAP",17.96544,17.96544,18.65314,14.39693,15.31573,16.1219333333333,1.10766930525758
"CCT2",45.72266,45.72266,66.37933,57.67064,66.17882,63.4095966666667,0.725399046384341
"CCT3",115.92478,115.92478,183.96367,118.6849,139.19618,147.281583333333,0.78853204404458
"CCT4",42.07148,42.07148,57.10246,44.21323,46.10013,49.1386066666667,0.859048203839197
"CCT4P1",0,0,0.16566,0,0,0.05522,0.94766968025625
"CCT4P2",0,0,0,0.85663,0,0.285543333333333,0.777881207167916
"CCT5",58.75071,58.75071,83.92255,60.5445,49.74882,64.7386233333333,0.908913314126292
"CCT5P1",0,0,0,0,0,0,1
"CCT5P2",0,0,0.16566,0,0,0.05522,0.94766968025625
"CCT6A",91.54904,91.54904,112.4158,74.748,128.97113,105.37831,0.869999156782995
"CCT6B",1.92931,1.92931,2.25295,1.54746,3.97641,2.59227333333333,0.815447413986686
"CCT6P1",15.55898,15.55898,15.45593,7.90312,23.81476,15.7246033333333,0.990097024722659
"CCT6P2",0,0,0,0,0,0,1
"CCT6P3",19.93624,19.93624,17.09595,11.08094,33.23142,20.4694366666667,0.975164850622536
"CCT6P4",0,0,0,0,0,0,1
"CCT7",266.03782,266.03782,232.71694,195.56066,185.66774,204.648446666667,1.29851610517068
"CCT7P1",0.16596,0.16596,0,0,0,0,1.16596
"CCT7P2",0.18671,0.18671,0,0.11053,0,0.0368433333333333,1.14454128396125
"CCT8",47.83868,47.83868,62.51949,55.40471,61.08814,59.67078,0.804978607494415
"CCT8L1P",0,0,0,0,0,0,1
"CCT8L2",0,0,0,0,0,0,1
"CCT8P1",0.47714,0.47714,0.56324,1.0777,0.41512,0.685353333333333,0.876457162296333
"CCZ1",15.14407,15.14407,9.50879,8.56631,9.54775,9.20761666666667,1.58157095110351
"CCZ1B",35.8064,35.8064,28.89083,18.43139,39.37082,28.89768,1.23107879942524
"CD101",0.49789,0.49789,0.33132,3.09493,6.11755,3.18126666666667,0.358238332881583
"CD109",0.78832,0.78832,1.15961,1.71326,1.17981,1.35089333333333,0.760698060878985
"CD14",16.53401,16.53401,21.96631,8.75975,10.55278,13.7596133333333,1.18797217813294
"CD151",46.428,46.428,100.02455,80.49572,57.35206,79.2907766666667,0.590702967003308
"CD160",1.53515,1.53515,2.81619,1.87906,3.88902,2.86142333333333,0.656532522118355
"CD163",8.71303,8.71303,17.04625,8.64921,7.55955,11.0850033333333,0.803725885056989
"CD163L1",0.39416,0.39416,2.41861,1.8238,2.33778,2.19339666666667,0.436575892544929
"CD164",32.11374,32.11374,27.30051,31.69536,26.43657,28.47748,1.1233572204951
"CD164L2",0.29043,0.29043,0,0.63557,0.61176,0.415776666666667,0.911464378797974
"CD177",6.57626,6.57626,3.18064,0.71847,6.88225,3.59378666666667,1.64924071354351
"CD180",0.4564,0.4564,0.51354,0.11053,0.48066,0.368243333333333,1.06443054719799
"CD19",0,0,0.86142,0.44213,0.30588,0.536476666666667,0.650839691675543
"CD1A",0.12447,0.12447,0,0,0,0,1.12447
"CD1B",0,0,0,0,0,0,1
"CD1C",0,0,0,0,0,0,1
"CD1D",0,0,0.54667,0.05527,0.15294,0.251626666666667,0.798960286347367
"CD1E",0,0,0,0,0,0,1
"CD2",0.16596,0.16596,0,0.27633,0,0.09211,1.06762139344938
"CD200",29.25088,29.25088,52.53028,38.24445,47.43288,46.0692033333333,0.642689441454324
"CD200R1",0.33192,0.33192,0.49698,0.4145,0.21848,0.376653333333333,0.967505738554369
"CD200R1L",0,0,0,0,0,0,1
"CD207",0,0,0,0,0,0,1
"CD209",0.31118,0.31118,0.18222,0.0829,0.30588,0.190333333333333,1.10152338280594
"CD22",123.39309,123.39309,23.3247,19.01169,17.39133,19.90924,5.9491923188026
"CD226",9.48061,9.48061,5.98027,4.61476,2.55626,4.38376333333333,1.9467070432145
