"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"MFSD2B",3.5267,3.5267,4.57217,2.84623,2.14114,3.18651333333333,1.08125775307057
"MFSD3",26.7407,26.7407,31.01126,34.67976,55.18907,40.2933633333333,0.671795604927313
"MFSD4",12.21899,12.21899,18.28869,12.37971,29.58274,20.0837133333333,0.626976367540569
"MFSD5",15.2478,15.2478,18.10646,18.12743,15.40312,17.2123366666667,0.892131542337328
"MFSD6",59.37307,59.37307,28.59264,18.29323,29.10207,25.3293133333333,2.2929982729009
"MFSD6L",0,0,0.0994,0.2487,0,0.116033333333333,0.896030584510618
"MFSD7",4.58471,4.58471,6.87482,9.75454,8.76121,8.46352333333333,0.590130103058868
"MFSD8",13.33923,13.33923,16.16826,5.66482,14.07037,11.9678166666667,1.10575514510924
"MFSD9",3.79639,3.79639,7.12331,7.48862,9.80993,8.14062,0.524733551991003
"MGA",4.77142,4.77142,5.46673,5.13979,5.06883,5.22511666666667,0.927118367259516
"MGAM",0.10373,0.10373,0.36445,0.4145,0.6336,0.47085,0.750402828296563
"MGARP",1.57664,1.57664,1.80568,1.5751,0.96133,1.44737,1.0528199659226
"MGAT1",61.86251,61.86251,46.73224,53.58091,47.65137,49.3215066666667,1.24921756449794
"MGAT2",0.53938,0.53938,0.76203,0.77373,0.56806,0.701273333333333,0.904839904228597
"MGAT3",33.27547,33.27547,40.40409,38.43788,37.53556,38.79251,0.86135481275245
"MGAT4A",9.75029,9.75029,14.72703,11.38491,9.80993,11.9739566666667,0.828605357347938
"MGAT4B",104.63933,104.63933,93.81236,78.00872,102.77489,91.53199,1.14165198435698
"MGAT4C",1.22397,1.22397,16.41675,14.9496,12.65023,14.6721933333333,0.141905472495022
"MGAT5",15.82867,15.82867,17.22848,17.21553,11.44856,15.2975233333333,1.03259063698227
"MGAT5B",8.54707,8.54707,79.64857,59.66023,148.28512,95.86464,0.0985609402977185
"MGEA5",54.18674,54.18674,119.39002,81.15892,67.29308,89.2806733333333,0.611279667756133
"MGLL",613.14831,613.14831,806.97183,1652.55251,1396.48443,1285.33625666667,0.477439943729384
"MGMT",105.73883,105.73883,61.85685,99.12054,128.38122,96.45287,1.0952866754976
"MGP",79.37155,79.37155,32.36965,36.58645,39.69855,36.2182166666667,2.15946805618933
"MGRN1",60.63853,60.63853,71.89575,49.13196,68.93171,63.3198066666667,0.958313359358149
"MGST1",84.70309,84.70309,483.7557,537.99216,139.08694,386.944933333333,0.220915605891833
"MGST2",11.57588,11.57588,15.3234,29.42943,16.56109,20.4379733333333,0.586617018524139
"MGST3",209.1127,209.1127,239.54207,205.34284,215.81853,220.23448,0.949728541410001
"MIA",1.0995,1.0995,4.655,3.26073,0,2.63857666666667,0.577011340515018
"MIA2",0,0,0,0,0,0,1
"MIA3",70.01541,70.01541,105.27592,94.75449,90.38685,96.8057533333333,0.726086222739589
"MIAT",12.88284,12.88284,40.66914,27.578,89.55661,52.60125,0.259002168792705
"MIB1",5.93316,5.93316,5.93057,6.88068,5.17807,5.99644,0.990955400174946
"MIB2",142.47877,142.47877,91.6588,120.23236,229.16791,147.01969,0.9693221895006
"MICA",11.22321,11.22321,20.72387,18.98406,15.38128,18.36307,0.63126405058702
"MICAL1",38.25435,38.25435,48.47165,41.94731,78.6761,56.36502,0.684290705381084
"MICAL2",108.332,108.332,93.91176,47.03183,279.20075,140.048113333333,0.775139754912
"MICAL3",59.35232,59.35232,45.30758,32.74543,40.85652,39.63651,1.48517478494093
"MICALCL",0.16596,0.16596,0.11596,0,0.06555,0.0605033333333333,1.09944020292251
"MICALL1",23.4422,23.4422,8.051,8.56631,4.39153,7.00294666666667,3.05415005472984
"MICALL2",90.11762,90.11762,68.3341,93.23466,137.75419,99.7743166666667,0.904175022107981
"MICB",0.97503,0.97503,1.75598,1.5751,3.51759,2.28289,0.601613212748523
"MICC",0,0,0,0,0,0,1
"MICD",0.37342,0.37342,0,0.19343,0,0.0644766666666667,1.29023025399022
"MICE",0.33192,0.33192,0.34788,0.4974,0.21848,0.354586666666667,0.983266728350099
"MICF",0,0,131.98006,0,173.76036,101.913473333333,0.00971690068958253
"MICG",0,0,0,0,0,0,1
"MICU1",169.26096,169.26096,140.39551,104.3156,303.01551,182.57554,0.92747083843523
"MID1",3.23627,3.23627,9.54192,11.16384,4.19489,8.30021666666667,0.45550229116526
"MID1IP1",265.72664,265.72664,93.0172,143.33378,107.4286,114.593193333333,2.30745974142999
"MID2",2.8836,2.8836,6.90796,5.05689,2.16299,4.70928,0.680225877869013
"MIDN",63.8748,63.8748,26.07463,32.93886,60.65117,39.88822,1.58663791184845
"MIEN1",77.98161,77.98161,150.6332,151.34743,94.82207,132.267566666667,0.59265440178368
"MIER1",7.2816,7.2816,7.22271,7.84785,9.5696,8.21338666666667,0.898865997881344
"MIER2",19.21015,19.21015,14.95895,16.82866,22.30722,18.03161,1.06192539674783
"MIER3",2.63465,2.63465,3.23034,3.31599,13.30568,6.61733666666667,0.477154963611516
"MIF",274.02477,274.02477,322.38784,272.82329,451.67205,348.96106,0.785872491070864
"MIF4GD",22.1145,22.1145,25.67705,22.46585,25.2786,24.4738333333333,0.907382084884489
"MIIP",24.85288,24.85288,41.14955,25.06338,28.20629,31.4730733333333,0.796132837031543
"MINA",14.3765,14.3765,20.97236,17.63003,9.5696,16.05733,0.901459958856398
"MINK1",114.5141,114.5141,184.46064,151.34743,108.12775,147.978606666667,0.77537374381852
"MINOS1",201.51992,201.51992,294.30874,297.05766,304.5012,298.622533333333,0.675916853605581
"MINOS1P3",0,0,0,0,0,0,1
"MINOS1P4",0,0,0,0,0,0,1
"MINPP1",4.33577,4.33577,4.53904,3.89629,7.05703,5.16412,0.865617476622778
"MIOS",6.01614,6.01614,8.51484,8.45578,12.51914,9.82992,0.647847814203614
"MIOX",0.78832,0.78832,0.5798,0.829,1.07057,0.826456666666667,0.979119862319938
"MIP",0.10373,0.10373,0.6792,0.4974,0.41512,0.530573333333333,0.721121932522018
"MIPEP",15.33078,15.33078,16.08543,17.04973,15.44682,16.1939933333333,0.949795645688669
"MIPEPP1",0,0,0,0,0,0,1
"MIPEPP2",0,0,0,0,0,0,1
"MIPEPP3",0,0,0.41415,2.40409,0,0.939413333333333,0.515619843801562
"MIPOL1",9.21092,9.21092,10.23769,8.95318,6.53267,8.57451333333333,1.06646882661399
"MIR155HG",0.31118,0.31118,0.39758,0.4974,0.6336,0.509526666666667,0.868603403274316
"MIR210HG",18.85748,18.85748,4.95319,6.02405,5.33101,5.43608333333333,3.08533606101019
"MIR22HG",6.88744,6.88744,7.96817,5.96879,9.15448,7.69714666666667,0.906899734165688
"MIR7-3HG",24.45872,24.45872,20.60791,9.22951,36.2902,22.04254,1.10485736381493
"MIRLET7BHG",18.11065,18.11065,1.73941,3.59233,7.18812,4.17328666666667,3.69410226638642
"MIS12",15.35153,15.35153,11.08255,25.25681,10.2032,15.5141866666667,0.990150488791859
"MIS18A",8.98272,8.98272,7.45463,7.07412,5.76798,6.76557666666667,1.28550916802487
"MIS18BP1",3.19478,3.19478,9.59162,5.11216,9.43851,8.04743,0.463643266651414
"MITD1",25.14331,25.14331,18.83536,26.80427,21.49883,22.3794866666667,1.11821574069348
"MITF",19.64581,19.64581,7.22271,11.21911,6.29234,8.24472,2.23325422511444
"MIXL1",0.12447,0.12447,0.16566,0.22107,0.93948,0.44207,0.779761037952388
"MKI67",0.58087,0.58087,0.24849,0.05527,0.06555,0.123103333333333,1.40759087172151
"MKI67IP",25.89014,25.89014,42.22633,29.09783,22.83158,31.3852466666667,0.830320678942902
"MKKS",19.14792,19.14792,28.1785,27.27404,21.12741,25.52665,0.759535033635985
"MKL1",27.52902,27.52902,25.59423,19.26039,44.81108,29.8885666666667,0.9236110016975
"MKL2",14.93662,14.93662,26.45565,16.1931,22.21983,21.62286,0.704447625101336
"MKLN1",19.9155,19.9155,13.41833,15.80623,23.15931,17.46129,1.13293816412613
"MKNK1",27.65349,27.65349,43.94918,35.45349,38.43134,39.2780033333333,0.711393009302596
"MKNK2",79.43378,79.43378,91.74163,107.52106,151.2128,116.825163333333,0.682653668575436
"MKRN1",49.56054,49.56054,75.07639,58.6378,48.28497,60.6663866666667,0.819904371457687
"MKRN2",10.14446,10.14446,17.72545,15.30883,18.17787,17.0707166666667,0.616713780951318
"MKRN2-AS1",2.40646,2.40646,5.86431,2.81859,3.03693,3.90661,0.694259376636823
"MKRN3",22.63313,22.63313,6.84169,1.68563,5.35286,4.62672666666667,4.20015604099008
"MKRN4P",0.35267,0.35267,0.24849,0,0.15294,0.13381,1.19303057831559
"MKRN5P",0.53938,0.53938,0.26505,0.4145,0,0.226516666666667,1.25508282262777
"MKRN7P",0.2282,0.2282,0.28162,2.34883,0.721,1.11715,0.580119500271592
"MKRN9P",0,0,0,0,0,0,1
"MKRNP2",0,0,0.76203,0,0.6773,0.479776666666667,0.67577765113204
"MKS1",9.75029,9.75029,10.85063,15.1154,12.65023,12.8720866666667,0.774958393666322
"MKX",1.45217,1.45217,0.54667,0.85663,3.69238,1.69856,0.908695748843828
"MLANA",0.20745,0.20745,1.10991,0.4974,0.65545,0.754253333333333,0.688298535369274
"MLC1",66.28126,66.28126,246.91387,345.71986,168.29825,253.643993333333,0.264216952928191
"MLEC",25.1848,25.1848,57.23498,53.74671,28.42477,46.46882,0.551621043034143
"MLF1",8.67154,8.67154,34.97049,43.46714,11.27378,29.9038033333333,0.312956301710868
"MLF1IP",3.42298,3.42298,2.21982,1.2435,1.13612,1.53314666666667,1.74604181360732
"MLF2",433.57693,433.57693,538.63833,479.90702,516.43072,511.65869,0.847692506685101
"MLH1",31.07647,31.07647,29.5369,44.8488,17.60981,30.66517,1.01298903495544
"MLH3",25.16406,25.16406,18.48748,18.81826,22.13243,19.8127233333333,1.25711852221165
"MLIP",5.20707,5.20707,0.6792,5.02926,25.80296,10.5038066666667,0.539566613022588
"MLKL",6.88744,6.88744,6.12936,3.34363,11.6015,7.02483,0.982879388099187
"MLL",12.11526,12.11526,16.76463,13.98244,8.56457,13.10388,0.929904395102624
"MLL2",25.99387,25.99387,26.75383,20.19992,15.57791,20.8438866666667,1.23576314105274
"MLL3",32.98504,32.98504,33.97654,26.05817,21.76101,27.26524,1.20236162862937
"MLL4",29.54132,29.54132,34.30786,28.37937,34.2583,32.3151766666667,0.916738947704815
"MLL5",25.93163,25.93163,23.92108,18.95642,19.61987,20.8324566666667,1.2335593016941
"MLLT1",42.83906,42.83906,50.65834,55.01784,42.45145,49.3758766666667,0.870239148195469
"MLLT10",73.3969,73.3969,18.75253,21.63685,59.99572,33.4617,2.15882849656285
"MLLT10P1",32.15523,32.15523,57.20185,44.54483,43.84975,48.5321433333333,0.669367965300378
"MLLT10P2",4.35651,4.35651,0,0,0,0,5.35651
"MLLT11",30.43337,30.43337,29.85165,23.15668,55.14537,36.0512333333333,0.848375807552965
"MLLT3",22.92356,22.92356,24.11987,19.89596,24.20803,22.7412866666667,1.00767748336021
"MLLT4",30.45411,30.45411,41.76249,25.83711,37.20783,34.93581,0.875285961273727
"MLLT4-AS1",2.4272,2.4272,2.86589,1.02243,3.69238,2.5269,0.971731548952338
"MLLT6",149.13802,149.13802,87.55047,105.33803,168.05792,120.315473333333,1.23758343329768
"MLN",0,0,0,0,0,0,1
"MLNR",0,0,0.0994,0,0,0.0331333333333333,0.967929276634187
"MLPH",2.67614,2.67614,2.7665,2.10013,3.51759,2.79474,0.968746211861682
"MLST8",52.63085,52.63085,72.2105,63.16966,84.50963,73.2965966666667,0.72184800389466
"MLX",15.04035,15.04035,20.27659,22.07898,12.97795,18.4445066666667,0.824929645939419
"MLXIP",18.69152,18.69152,19.87901,17.29843,21.19295,19.4567966666667,0.962590591325882
"MLXIPL",14.18979,14.18979,24.21926,7.93075,37.40447,23.1848266666667,0.628071071558917
"MLYCD",6.43105,6.43105,7.38837,9.34005,4.80665,7.17835666666667,0.908623859642544
"MMAA",1.86708,1.86708,1.95477,1.7409,1.3109,1.66885666666667,1.07427275350119
"MMAB",41.32465,41.32465,35.53373,28.0754,27.50714,30.37209,1.34911795803212
"MMACHC",15.60047,15.60047,7.22271,8.26235,12.82501,9.43669,1.59058762883635
"MMADHC",19.74953,19.74953,37.40567,32.88359,22.24168,30.8436466666667,0.651606589446309
"MMD",39.49907,39.49907,117.56778,91.85299,33.07848,80.8330833333333,0.494898497653252
"MMD2",5.64272,5.64272,26.50535,32.77306,16.95436,25.4109233333333,0.251514114677551
"MME",1.99155,1.99155,14.14723,9.00845,3.40835,8.85467666666667,0.303566530002845
"MMEL1",25.08108,25.08108,39.55923,50.78995,51.25636,47.2018466666667,0.541080514619288
"MMGT1",6.51403,6.51403,10.70153,10.50064,6.42343,9.20853333333333,0.736053824251606
"MMP1",0,0,0.18222,0,0,0.06074,0.942738088504252
"MMP10",0,0,0,0,0,0,1
"MMP11",1.16174,1.16174,1.65658,1.9896,2.16299,1.93639,0.736189675077221
"MMP12",0,0,0,0,0,0,1
"MMP13",0,0,0,0,0,0,1
"MMP14",10.06147,10.06147,5.73178,5.41612,3.67053,4.93947666666667,1.86236441706705
"MMP15",4.58471,4.58471,5.53299,6.30039,7.82173,6.55170333333333,0.739529845584506
"MMP16",3.36074,3.36074,1.45779,2.65279,3.25541,2.45533,1.26203285937957
"MMP17",68.52175,68.52175,139.50095,93.20702,170.37385,134.360606666667,0.513604007192442
"MMP19",13.65041,13.65041,9.04495,8.09655,9.74439,8.96196333333333,1.47063480458504
"MMP2",14.70842,14.70842,10.10516,9.28478,10.59648,9.99547333333333,1.42862608309723
"MMP20",0,0,0,0,0,0,1
"MMP21",0,0,0.24849,0.30397,0,0.184153333333333,0.844485229953328
"MMP23A",0,0,0,0,0,0,1
"MMP23B",3.21552,3.21552,1.39153,2.04486,1.57309,1.66982666666667,1.57894894549958
"MMP24",8.71303,8.71303,18.1396,16.46943,15.27203,16.62702,0.551030747114373
"MMP25",1.01652,1.01652,1.07678,1.3264,3.23356,1.87891333333333,0.700444843772071
"MMP26",0,0,0,0,0,0,1
"MMP27",0,0,0,0,0,0,1
"MMP28",11.78333,11.78333,35.96444,46.5068,30.80625,37.7591633333333,0.329814394858369
"MMP3",0.24894,0.24894,0.28162,1.68563,0.30588,0.75771,0.710549521821006
"MMP7",0.76758,0.76758,0.0994,0,0.721,0.273466666666667,1.38800649146686
"MMP8",0.43565,0.43565,0.31475,0,0.30588,0.206876666666667,1.18955817081558
"MMP9",1.26546,1.26546,2.18669,0.63557,2.73105,1.85110333333333,0.794590632164624
"MMRN1",2.03304,2.03304,1.17617,1.7409,0.34957,1.08888,1.45199341273793
"MMRN2",6.47254,6.47254,10.12173,12.65604,8.215,10.3309233333333,0.659482001613873
"MMS19",52.04998,52.04998,57.71539,48.93852,56.63106,54.4283233333333,0.9570915519304
"MMS22L",1.72186,1.72186,2.43518,1.4093,1.74787,1.86411666666667,0.950331399442527
"MN1",2.90434,2.90434,41.21581,35.12189,6.16125,27.49965,0.136996068372769
"MNAT1",215.91716,215.91716,175.8961,148.39067,340.57292,221.619896666667,0.974383526575769
"MND1",3.36074,3.36074,1.55719,3.28836,1.3983,2.08128333333333,1.41523499407714
"MNDA",3.58894,3.58894,2.60084,2.29356,3.97641,2.95693666666667,1.15972035606669
"MNF1",65.67964,65.67964,101.71427,97.84941,81.34161,93.6350966666667,0.704597367664407
"MNS1",2.92509,2.92509,5.76491,4.89109,12.78132,7.81244,0.44540331622116
"MNT",20.06071,20.06071,16.93029,15.64043,24.44836,19.00636,1.05270074116431
"MNX1",0,0,0.16566,0,0,0.05522,0.94766968025625
"MOAP1",54.87134,54.87134,91.52627,68.64105,85.62389,81.9304033333333,0.673713593016409
"MOB1A",16.20209,16.20209,18.98445,14.4522,14.81322,16.08329,1.00695416398129
"MOB1AP1",0,0,0,0,0,0,1
"MOB1AP2",0,0,0,0,0,0,1
"MOB1B",9.14868,9.14868,7.20614,5.69245,7.5814,6.82666333333333,1.29668027967644
"MOB2",62.15294,62.15294,48.02437,42.8592,67.29308,52.72555,1.17547312219233
"MOB3A",8.79601,8.79601,12.78883,14.7838,13.28383,13.61882,0.670095808006392
"MOB3B",24.52095,24.52095,19.74648,16.46943,8.43348,14.88313,1.60679601564679
"MOB3C",8.42259,8.42259,15.65472,11.57834,8.69566,11.97624,0.726141779128623
"MOB4",13.277,13.277,11.82801,15.1983,15.64346,14.2232566666667,0.937841377348736
"MOBP",2193.25615,2193.25615,424.49969,670.63186,198.07763,431.069726666667,5.07847695539388
"MOCOS",0.08298,0.08298,0.33132,0.3316,0.52436,0.39576,0.77590703272769
"MOCS1",61.63431,61.63431,32.17086,63.77759,41.46827,45.8055733333333,1.33818059558719
"MOCS1P1",0,0,0,0,0,0,1
"MOCS2",47.36154,47.36154,81.22232,65.51849,63.70995,70.1502533333333,0.679710018366765
"MOCS3",2.55167,2.55167,4.73783,6.02405,5.37471,5.37886333333333,0.556787285509069
"MOG",715.13224,715.13224,140.47834,78.64429,99.36654,106.163056666667,6.68264103577735
"MOGAT1",0.29043,0.29043,0,0,0.39327,0.13109,1.14087296324784
"MOGAT2",0.12447,0.12447,0,0.1658,0.10924,0.09168,1.03003627436611
"MOGAT3",0,0,0.21536,0.05527,0.21848,0.163036666666667,0.859818119807057
"MOGS",28.96045,28.96045,26.7704,25.89238,30.45667,27.7064833333333,1.0436823505027
"MOK",22.84058,22.84058,33.24764,47.63976,53.41935,44.7689166666667,0.520890196585383
"MON1A",27.05188,27.05188,23.70572,21.85792,30.71886,25.4275,1.06146551887239
"MON1B",26.18058,26.18058,21.93317,22.99088,14.00483,19.64296,1.31669973685944
"MON2",27.67424,27.67424,8.86273,20.89075,10.59648,13.4499866666667,1.98437830161781
"MORC1",0,0,0.03313,0,0.06555,0.0328933333333333,0.968154181780629
"MORC2",16.28507,16.28507,16.86403,14.64563,16.03673,15.8487966666667,1.02589344164836
"MORC2-AS1",2.55167,2.55167,4.38995,2.95676,4.12935,3.82535333333333,0.736043509076365
"MORC3",9.23166,9.23166,12.77226,12.7113,16.10227,13.8619433333333,0.688446979679418
"MORC4",4.2113,4.2113,3.85984,5.77535,3.4302,4.35513,0.973141641752861
"MORF4",0,0,0,0.5803,0,0.193433333333333,0.837918610172332
"MORF4L1",295.35094,295.35094,359.67755,377.47048,356.95922,364.702416666667,0.810360901361284
"MORF4L1P1",0,0,0,0.3316,0.26218,0.197926666666667,0.834775640133787
"MORF4L1P4",0,0,0,0,0,0,1
"MORF4L1P5",0,0,0,0,0,0,1
"MORF4L1P6",0,0,0,0,0,0,1
"MORF4L1P7",0,0,0,0,0,0,1
"MORF4L2",183.84492,183.84492,195.01309,143.58248,260.82624,199.80727,0.920509103081776
"MORF4L2P1",0,0,0,0,0,0,1
"MORN1",5.29005,5.29005,12.77226,11.16384,10.33429,11.4234633333333,0.506304066042776
"MORN2",23.58741,23.58741,50.45955,52.14398,35.80953,46.1376866666667,0.521608329527697
"MORN3",2.82136,2.82136,1.92164,2.90149,5.22177,3.3483,0.878817008946025
"MORN4",12.61315,12.61315,30.08357,35.31532,28.92729,31.44206,0.419614229182734
"MORN5",5.99539,5.99539,9.87324,20.11702,6.92594,12.3054,0.525755708208697
"MOS",0.29043,0.29043,0.23192,0.13817,0,0.123363333333333,1.14872006385586
"MOSPD1",1.57664,1.57664,3.46226,4.00682,3.21172,3.56026666666667,0.56501958949769
"MOSPD2",12.98656,12.98656,6.27845,6.43855,5.24362,5.98687333333333,2.00183391521816
"MOSPD3",46.11682,46.11682,31.95551,38.79711,61.10999,43.9542033333333,1.04810710692904
"MOV10",27.32157,27.32157,43.86635,50.12675,34.45493,42.81601,0.646374920947845
"MOV10L1",1.86708,1.86708,1.82224,1.79616,3.58314,2.40051333333333,0.843131527200795
"MOXD1",4.83366,4.83366,8.87929,17.29843,7.38476,11.1874933333333,0.478659543882144
"MOXD2P",0,0,0,0,0,0,1
"MPC1",192.28826,192.28826,132.24511,137.89002,138.75921,136.298113333333,1.4077998255572
"MPC1L",0,0,0,0,0,0,1
"MPC2",66.55095,66.55095,69.39431,76.68233,69.45608,71.84424,0.927334131017085
"MPDU1",38.58627,38.58627,70.20604,47.80556,49.37739,55.79633,0.696986407396393
"MPDZ",31.26318,31.26318,31.04439,34.84555,25.40969,30.43321,1.02640423933795
"MPEG1",3.13254,3.13254,2.41861,1.21586,0.54621,1.39356,1.72652450742827
"MPG",26.15983,26.15983,38.44932,40.86961,37.38262,38.9005166666667,0.680688679469898
"MPHOSPH10",30.64082,30.64082,23.70572,17.96163,30.1071,23.9248166666667,1.26945046068543
"MPHOSPH6",36.09684,36.09684,37.65416,31.1427,37.90698,35.5679466666667,1.01446330411041
"MPHOSPH8",92.98047,92.98047,74.31436,78.89299,110.09411,87.7671533333333,1.05873024503884
"MPHOSPH9",17.65426,17.65426,23.98734,25.69894,16.77957,22.1552833333333,0.805615709013854
"MPI",42.00925,42.00925,61.32674,56.84164,45.94719,54.70519,0.772086945579039
"MPL",0.76758,0.76758,0.31475,0.22107,0.32773,0.28785,1.37250456186668
"MPLKIP",26.05611,26.05611,17.54323,18.92879,18.13418,18.2020666666667,1.40902073040749
"MPND",19.79102,19.79102,20.82326,21.27762,31.61464,24.57184,0.813043566673341
"MPO",8.56781,8.56781,2.13699,0.96716,3.18987,2.09800666666667,3.08837618167381
"MPP1",22.07301,22.07301,47.61023,32.44146,46.62449,42.2253933333333,0.533783691037166
"MPP2",42.98428,42.98428,25.62736,24.01331,34.30199,27.9808866666667,1.51769959649268
"MPP3",5.60123,5.60123,16.74807,4.36606,4.47892,8.53101666666667,0.692605021150245
"MPP4",2.28198,2.28198,2.31922,2.92913,3.62684,2.95839666666667,0.829118523577307
"MPP5",13.83712,13.83712,12.24216,12.46261,6.9041,10.53629,1.28612578220554
"MPP6",1.53515,1.53515,6.0631,5.36085,7.95282,6.45892333333333,0.339881493173501
"MPP7",2.51018,2.51018,4.30712,4.72529,5.72428,4.91889666666667,0.593046339154426
"MPPE1",43.48216,43.48216,250.16077,193.37763,34.9356,159.491333333333,0.277162380523144
"MPPED1",30.91051,30.91051,5.51643,3.45416,45.48838,18.15299,1.6660850342427
"MPPED2",37.83944,37.83944,69.85815,62.53409,49.15891,60.51705,0.631360574019723
"MPRIP",706.79263,706.79263,371.02515,601.65921,666.39816,546.36084,1.29310059886637
"MPST",53.75109,53.75109,30.82903,46.1752,39.41452,38.80625,1.37543953524886
"MPV17",99.9094,99.9094,123.58118,108.29479,111.77643,114.5508,0.873290362334142
"MPV17L",8.36036,8.36036,6.27845,5.91352,7.5814,6.59112333333333,1.23306651584724
"MPV17L2",9.16943,9.16943,8.76333,8.42815,12.23511,9.80886333333333,0.94084175980268
"MPZ",22.55015,22.55015,4.22429,3.97919,4.63186,4.27844666666667,4.46156823914106
"MPZL1",18.33885,18.33885,26.48878,30.92163,28.40292,28.6044433333333,0.653241467243712
"MPZL2",1.70112,1.70112,2.74993,0.85663,0.83024,1.47893333333333,1.08962994836489
"MPZL3",0.56012,0.56012,1.83881,0.88426,0.61176,1.11161,0.738829613422933
"MR1",1.34844,1.34844,4.0255,3.50943,1.85711,3.13068,0.568535931129983
"MRAP",0.99577,0.99577,0,0,0,0,1.99577
"MRAP2",4.35651,4.35651,7.10675,5.52665,11.6889,8.10743333333333,0.588147044721711
"MRAS",29.95622,29.95622,116.4413,96.60592,88.9667,100.671306666667,0.304473513864548
"MRC1",0.08298,0.08298,0.01657,0,0.06555,0.0273733333333333,1.05412508273526
"MRC1L1",0.10373,0.10373,0.06626,0.0829,0,0.04972,1.05145181572229
"MRC2",13.21476,13.21476,33.09855,53.52565,7.77803,31.46741,0.437816259442931
"MRE11A",4.25279,4.25279,3.28004,2.95676,2.09745,2.77808333333333,1.39033195844454
"MREG",7.75875,7.75875,8.051,8.51105,11.42672,9.32959,0.84792813654753
"MRFAP1",354.30911,354.30911,412.2244,382.8866,301.8357,365.6489,0.969071801388195
"MRFAP1L1",68.91591,68.91591,89.65433,81.49052,75.11481,82.0865533333333,0.841482853663525
"MRGPRD",0,0,0.29819,0,0,0.0993966666666667,0.909589805317462
"MRGPRE",0,0,0.16566,0.4145,0.17479,0.25165,0.798945392082451
"MRGPRF",2.77987,2.77987,1.70628,2.56989,1.79157,2.02258,1.25054423704253
"MRGPRG",0,0,0,0,0,0,1
"MRGPRG-AS1",0,0,0,0,0,0,1
"MRGPRX1",0,0,0,0,0,0,1
"MRGPRX2",0,0,0,0,0,0,1
"MRGPRX3",11.74184,11.74184,3.79358,4.28316,9.94102,6.00592,1.81872473565213
"MRGPRX4",0,0,0,0,0,0,1
"MRI1",33.06802,33.06802,24.81563,23.48828,33.66839,27.3241,1.20279267478931
"MRM1",6.78372,6.78372,9.24374,9.94798,7.64694,8.94622,0.782580719107359
"MRO",19.79102,19.79102,36.56081,51.72948,26.65505,38.3151133333333,0.528830219150668
"MRP63",24.23052,24.23052,28.94052,24.45544,32.31379,28.5699166666667,0.853249614613952
"MRP63P7",0,0,0,0,0,0,1
"MRPL1",50.90898,50.90898,29.12275,46.83839,89.94988,55.3036733333333,0.921946596497967
"MRPL10",45.68117,45.68117,48.8858,53.02825,66.74687,56.2203066666667,0.815814746885896
"MRPL11",15.12333,15.12333,23.45723,31.52956,18.48375,24.49018,0.632531037442654
"MRPL12",51.53134,51.53134,60.08431,61.56693,55.4294,59.02688,0.875130274970147
"MRPL13",20.35115,20.35115,38.34992,27.68854,27.22311,31.08719,0.665410402095042
"MRPL14",24.91511,24.91511,34.0925,27.02534,23.72737,28.2817366666667,0.885026400415003
"MRPL15",17.63351,17.63351,34.70544,41.03541,26.74245,34.1611,0.529946730904323
"MRPL15P1",0,0,0,0,0,0,1
"MRPL16",27.48753,27.48753,41.31521,36.39302,29.99786,35.90203,0.771977313985166
"MRPL17",52.54786,52.54786,49.71409,62.17486,35.13223,49.00706,1.07080600219249
"MRPL18",109.12032,109.12032,88.4119,102.29837,139.89533,110.201866666667,0.990274024177052
"MRPL19",13.98234,13.98234,19.99497,22.21715,11.33932,17.85048,0.794798859233293
"MRPL2",84.91054,84.91054,104.59672,70.07798,97.859,90.8445666666667,0.935390552952325
"MRPL20",98.47797,98.47797,140.4949,122.74699,110.50923,124.583706666667,0.792124811732477
"MRPL20P1",0,0,0,0,0,0,1
"MRPL21",102.5648,102.5648,146.14385,118.46383,188.59542,151.0677,0.681044034992309
"MRPL22",37.34155,37.34155,43.66756,31.36376,30.7844,35.2719066666667,1.05705912711877
"MRPL22P1",0,0,0,0,0,0,1
"MRPL23",91.96395,91.96395,91.72506,107.74212,116.71417,105.393783333333,0.873772386763826
"MRPL24",58.10761,58.10761,79.81422,62.17486,60.43268,67.47392,0.863213468719185
"MRPL27",54.89208,54.89208,83.01143,72.78604,71.92495,75.9074733333333,0.726744457690761
"MRPL28",93.20867,93.20867,143.92403,128.05258,112.2571,128.077903333333,0.729859004269024
"MRPL2P1",0,0,0,0,0,0,1
"MRPL3",36.38727,36.38727,50.7743,41.00777,33.20957,41.66388,0.876321375364829
"MRPL30",0,0,2.58427,1.46456,1.02687,1.6919,0.371484824844905
"MRPL32",27.81946,27.81946,39.44327,38.41025,34.19275,37.3487566666667,0.751509631733389
"MRPL32P1",0,0,0,0,0,0,1
"MRPL33",130.59171,130.59171,162.87535,181.13609,120.27546,154.7623,0.844823875867267
"MRPL34",44.85135,44.85135,80.64252,95.36242,92.46244,89.4891266666667,0.506705630709664
"MRPL35",12.23973,12.23973,33.64522,28.02014,12.51914,24.7281666666667,0.514600599861371
"MRPL35P1",0,0,0,0,0,0,1
