"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"DDX43",0.70534,0.70534,0.71379,0.71379,0.995069407570356
"DDX46",19.60432,19.60432,12.87924,12.87924,1.48454238128313
"DDX47",18.5463,18.5463,17.06887,17.06887,1.08176659636159
"DDX49",26.36729,26.36729,26.03778,26.03778,1.01218702127172
"DDX5",228.3436,228.3436,246.03998,246.03998,0.928366331635875
"DDX50",14.31426,14.31426,18.31024,18.31024,0.793064198062789
"DDX50P1",0.31118,0.31118,0.34138,0.34138,0.977485872757906
"DDX50P2",0,0,0,0,1
"DDX51",22.57089,22.57089,18.74472,18.74472,1.19378193258755
"DDX52",6.24434,6.24434,4.65515,4.65515,1.28101641866263
"DDX53",0,0,0.12414,0.12414,0.889568914903838
"DDX54",45.57744,45.57744,35.1929,35.1929,1.2869220206173
"DDX55",25.26778,25.26778,19.39644,19.39644,1.28786101888369
"DDX56",72.83677,72.83677,39.19633,39.19633,1.83690326952734
"DDX58",2.34422,2.34422,4.49997,4.49997,0.608043316599909
"DDX59",15.39302,15.39302,14.80336,14.80336,1.03731231839305
"DDX6",13.277,13.277,15.14474,15.14474,0.884312785464492
"DDX60",2.82136,2.82136,3.81722,3.81722,0.793270807644243
"DDX60L",3.17403,3.17403,7.57237,7.57237,0.48691668698388
"DDX6P1",0,0,0,0,1
"DDX6P2",0,0,0,0,1
"DEAF1",206.37432,206.37432,99.18564,99.18564,2.06990063645848
"DEC1",0.4564,0.4564,0.34138,0.34138,1.08574751375449
"DECR1",32.2797,32.2797,64.48929,64.48929,0.508170114533231
"DECR2",18.44258,18.44258,14.55509,14.55509,1.24991755110385
"DEDD",30.86902,30.86902,37.11703,37.11703,0.836083503882648
"DEDD2",22.07301,22.07301,18.58955,18.58955,1.17782235937017
"DEF6",11.82483,11.82483,21.3516,21.3516,0.573776821346123
"DEF8",72.31814,72.31814,70.16857,70.16857,1.03020392288337
"DEFA1",0,0,0,0,1
"DEFA10P",0,0,0,0,1
"DEFA11P",0,0,0,0,1
"DEFA1B",0,0,0,0,1
"DEFA3",0,0,2.35861,2.35861,0.297742220740128
"DEFA4",0.53938,0.53938,0.83793,0.83793,0.837561822267442
"DEFA5",0,0,0,0,1
"DEFA6",0,0,0.89999,0.89999,0.526318559571366
"DEFA7P",0,0,0,0,1
"DEFA8P",0,0,2.0793,2.0793,0.324749131296074
"DEFA9P",0,0,0,0,1
"DEFB1",1.74261,1.74261,1.27241,1.27241,1.20691688559723
"DEFB103A",0,0,0,0,1
"DEFB103B",0,0,0,0,1
"DEFB104A",0,0,0,0,1
"DEFB104B",0,0,0,0,1
"DEFB105A",0,0,0,0,1
"DEFB105B",0,0,0,0,1
"DEFB106A",0,0,0,0,1
"DEFB106B",0,0,0,0,1
"DEFB107A",0,0,0,0,1
"DEFB107B",0,0,0,0,1
"DEFB108B",0,0,0,0,1
"DEFB108P1",0,0,0,0,1
"DEFB108P2",0,0,0,0,1
"DEFB108P3",0,0,0,0,1
"DEFB108P4",0,0,0,0,1
"DEFB109",0,0,0,0,1
"DEFB109P1",0,0,0,0,1
"DEFB109P1B",0,0,0,0,1
"DEFB109P3",21.94854,21.94854,8.03789,8.03789,2.53914796484578
"DEFB110",0,0,0,0,1
"DEFB112",0,0,0,0,1
"DEFB113",0,0,0,0,1
"DEFB114",0,0,0,0,1
"DEFB115",0,0,0,0,1
"DEFB116",0,0,0,0,1
"DEFB117",0,0,0,0,1
"DEFB118",0,0,0,0,1
"DEFB119",0,0,0.68275,0.68275,0.594265339474075
"DEFB121",0,0,0,0,1
"DEFB122",0,0,0,0,1
"DEFB123",0,0,0.65172,0.65172,0.605429491681399
"DEFB124",0.62236,0.62236,0.65172,0.65172,0.982224590124234
"DEFB125",0,0,0,0,1
"DEFB126",0,0,0,0,1
"DEFB127",0,0,0,0,1
"DEFB128",0,0,0,0,1
"DEFB129",0,0,0,0,1
"DEFB130",0,0,0,0,1
"DEFB131",0,0,0,0,1
"DEFB132",0,0,0,0,1
"DEFB133",0,0,0,0,1
"DEFB134",0,0,0,0,1
"DEFB135",0,0,0,0,1
"DEFB136",0,0,0,0,1
"DEFB4A",0,0,1.9862,1.9862,0.334873752595272
"DEFB4B",0,0,0,0,1
"DEFT1P",0,0,0,0,1
"DEFT1P2",0,0,0,0,1
"DEGS1",34.52019,34.52019,47.38939,47.38939,0.734049137631204
"DEGS2",4.56397,4.56397,8.56547,8.56547,0.581672411287684
"DEK",23.04804,23.04804,27.6826,27.6826,0.838419111238172
"DEM1",3.87937,3.87937,2.63792,2.63792,1.34125269384703
"DENND1A",39.1464,39.1464,27.12398,27.12398,1.42747932547243
"DENND1B",5.18633,5.18633,4.22067,4.22067,1.18496859598481
"DENND1C",4.23204,4.23204,9.55857,9.55857,0.495525435736089
"DENND2A",45.66042,45.66042,53.53418,53.53418,0.855617889551104
"DENND2C",2.32347,2.32347,1.67585,1.67585,1.24202402974756
"DENND2D",3.83788,3.83788,6.36203,6.36203,0.657139403126583
"DENND3",25.35077,25.35077,19.92402,19.92402,1.25935503789425
"DENND4A",11.11948,11.11948,10.11718,10.11718,1.09015775583376
"DENND4B",53.54364,53.54364,33.48602,33.48602,1.58161597076149
"DENND4C",8.79601,8.79601,9.52753,9.52753,0.93051361525448
"DENND5A",226.70472,226.70472,252.15374,252.15374,0.89947207574338
"DENND5B",4.19055,4.19055,3.19653,3.19653,1.236867125935
"DENR",30.22591,30.22591,25.47917,25.47917,1.1792631717686
"DEPDC1",0.06224,0.06224,0.18621,0.18621,0.89549068040229
"DEPDC1B",0.4564,0.4564,0.9931,0.9931,0.730720987406553
"DEPDC4",0.74683,0.74683,4.96549,4.96549,0.292822551039395
"DEPDC5",19.08568,19.08568,17.72059,17.72059,1.07291917615844
"DEPDC7",3.09105,3.09105,3.19653,3.19653,0.974864947945088
"DEPTOR",30.43337,30.43337,26.96881,26.96881,1.12387227057569
"DERA",111.09112,111.09112,119.57518,119.57518,0.929636762723473
"DERL1",11.57588,11.57588,21.04126,21.04126,0.570560848154779
"DERL2",21.6581,21.6581,30.9412,30.9412,0.709369090704169
"DERL3",1.22397,1.22397,22.81022,22.81022,0.0934040088667807
"DES",74.06075,74.06075,137.69922,137.69922,0.5411764392042
"DESI1",42.9013,42.9013,33.70326,33.70326,1.26504829805615
"DESI2",3.81714,3.81714,4.12756,4.12756,0.939460484128903
"DET1",3.13254,3.13254,2.97929,2.97929,1.03851189533811
"DEXI",45.57744,45.57744,30.72396,30.72396,1.46821014778735
"DFFA",29.95622,29.95622,28.30329,28.30329,1.05640765934474
"DFFB",9.33539,9.33539,5.83445,5.83445,1.51224897394816
"DFNA5",11.01576,11.01576,46.17905,46.17905,0.254684229546801
"DFNB31",100.92592,100.92592,44.84457,44.84457,2.22329318390379
"DFNB59",3.94161,3.94161,4.65515,4.65515,0.873824743817582
"DGAT1",58.99965,58.99965,45.46526,45.46526,1.29127976471024
"DGAT2",3.1118,3.1118,2.11033,2.11033,1.32198191188716
"DGAT2L6",0,0,0,0,1
"DGCR14",15.57973,15.57973,15.76543,15.76543,0.988923636315919
"DGCR2",46.57322,46.57322,31.9343,31.9343,1.44448857270384
"DGCR5",26.78219,26.78219,11.42062,11.42062,2.23677964546053
"DGCR6",55.80488,55.80488,28.52053,28.52053,1.92425000499652
"DGCR6L",51.26165,51.26165,46.27215,46.27215,1.10554840429301
"DGCR8",12.53017,12.53017,15.23784,15.23784,0.833249373069325
"DGKA",39.54056,39.54056,41.46183,41.46183,0.954753009938573
"DGKB",33.73187,33.73187,14.12061,14.12061,2.29698867968951
"DGKD",22.09375,22.09375,12.47579,12.47579,1.71372142189809
"DGKE",3.94161,3.94161,2.88619,2.88619,1.27158219232719
"DGKG",12.3642,12.3642,11.42062,11.42062,1.07596883247374
"DGKH",0.12447,0.12447,0.21724,0.21724,0.923786599191614
"DGKI",5.80869,5.80869,5.55514,5.55514,1.03867957053549
"DGKK",0.06224,0.06224,0.18621,0.18621,0.89549068040229
"DGKQ",16.55476,16.55476,12.87924,12.87924,1.26482141673463
"DGKZ",257.67746,257.67746,74.10992,74.10992,3.44398529515143
"DGKZP1",0.35267,0.35267,0,0,1.35267
"DGUOK",44.58167,44.58167,48.63076,48.63076,0.91841571638234
"DHCR24",64.72536,64.72536,373.21857,373.21857,0.175633614333997
"DHCR7",67.06958,67.06958,56.94795,56.94795,1.17466761119246
"DHDDS",30.10144,30.10144,18.093,18.093,1.62894463939664
"DHDH",3.7549,3.7549,1.92413,1.92413,1.62609049529262
"DHFR",41.42838,41.42838,35.50325,35.50325,1.16231787580558
"DHFRL1",6.74222,6.74222,7.4172,7.4172,0.919809437817801
"DHFRP1",0,0,0,0,1
"DHFRP2",0.70534,0.70534,0,0,1.70534
"DHH",0.26969,0.26969,1.42758,1.42758,0.523027047512337
"DHODH",8.54707,8.54707,6.5172,6.5172,1.27003006438568
"DHPS",59.2486,59.2486,55.79968,55.79968,1.06072076462403
"DHRS1",32.88131,32.88131,29.63776,29.63776,1.10586772662231
"DHRS11",25.01884,25.01884,11.20338,11.20338,2.13210110641478
"DHRS12",17.09413,17.09413,18.03093,18.03093,0.950774870171873
"DHRS13",7.84173,7.84173,10.21029,10.21029,0.788715546163391
"DHRS2",1.65962,1.65962,0.43448,0.43448,1.85406558474151
"DHRS3",23.17251,23.17251,32.30671,32.30671,0.725754960486941
"DHRS4",28.17213,28.17213,27.86881,27.86881,1.01050684112023
"DHRS4-AS1",13.62967,13.62967,18.74472,18.74472,0.740940869255173
"DHRS4L2",16.18134,16.18134,20.76195,20.76195,0.789512888321129
"DHRS7",54.49792,54.49792,70.63408,70.63408,0.774741854714962
"DHRS7B",16.26432,16.26432,21.66195,21.66195,0.761819702188029
"DHRS7C",0.97503,0.97503,0.21724,0.21724,1.62254773093227
"DHRS9",4.04533,4.04533,3.72412,3.72412,1.06799361574219
"DHRSX",0,0,0,0,1
"DHTKD1",16.20209,16.20209,13.12751,13.12751,1.2176307077468
"DHX15",47.25781,47.25781,50.39971,50.39971,0.938873195977176
"DHX16",17.88246,17.88246,18.993,18.993,0.944453558745561
"DHX29",7.0949,7.0949,7.66547,7.66547,0.934155908450436
"DHX30",37.38304,37.38304,29.97914,29.97914,1.23899630525573
"DHX32",7.61353,7.61353,8.34823,8.34823,0.921407581970063
"DHX33",6.03688,6.03688,4.40687,4.40687,1.30147016665834
"DHX34",15.18557,15.18557,10.39649,10.39649,1.42022412163745
"DHX35",9.95775,9.95775,3.97239,3.97239,2.2037189359644
"DHX36",27.59126,27.59126,16.9137,16.9137,1.59605553291615
"DHX37",9.08644,9.08644,7.13789,7.13789,1.2394416734559
"DHX38",65.94933,65.94933,59.18242,59.18242,1.11243997831925
"DHX40",9.72955,9.72955,10.4896,10.4896,0.933848872023395
"DHX57",13.15252,13.15252,8.62754,8.62754,1.4700037600467
"DHX58",14.56321,14.56321,18.03093,18.03093,0.817785047814269
"DHX8",16.47177,16.47177,9.65167,9.65167,1.6402845750948
"DHX9",68.12759,68.12759,60.08242,60.08242,1.13171007304557
"DHX9P1",0,0,0.0931,0.0931,0.914829384319824
"DIABLO",48.08762,48.08762,70.91339,70.91339,0.682593603221876
"DIAPH1",12.77911,12.77911,13.8413,13.8413,0.928430124045737
"DIAPH2",4.99962,4.99962,7.3241,7.3241,0.720752994317704
"DIAPH3",1.24472,1.24472,1.64482,1.64482,0.848723164525374
"DICER1",16.88668,16.88668,15.54819,15.54819,1.08088437466575
"DIDO1",23.60816,23.60816,17.96886,17.96886,1.2972925099347
"DIEXF",3.65117,3.65117,3.2586,3.2586,1.09218287700183
"DIMT1",14.68768,14.68768,15.85853,15.85853,0.93054851164366
"DIO1",1.12025,1.12025,0.71379,0.71379,1.23717024839683
"DIO2",8.06992,8.06992,1.9862,1.9862,3.03727814613891
"DIO3",0.39416,0.39416,0.27931,0.27931,1.08977495681266
"DIO3OS",8.50558,8.50558,4.00343,4.00343,1.89981272846827
"DIP2A",40.32888,40.32888,22.56194,22.56194,1.7540525101074
"DIP2B",26.65772,26.65772,16.97577,16.97577,1.53861114155332
"DIP2C",21.22245,21.22245,10.6758,10.6758,1.90329142328577
"DIRAS1",53.41917,53.41917,8.19306,8.19306,5.91959260572649
"DIRAS2",33.31696,33.31696,13.8413,13.8413,2.31226105529839
"DIRAS3",2.30273,2.30273,4.2517,4.2517,0.628887788716035
"DIRC1",0,0,0,0,1
"DIRC2",4.14906,4.14906,7.26203,7.26203,0.623219717188149
"DIRC3",0.66385,0.66385,0.74482,0.74482,0.953594067009778
"DIS3",8.21514,8.21514,4.71721,4.71721,1.61182464873601
"DIS3L",35.43299,35.43299,35.68945,35.68945,0.993009979708063
"DIS3L2",116.00776,116.00776,52.1997,52.1997,2.19940638763001
"DIS3L2P1",0,0,0,0,1
"DISC1",19.04419,19.04419,4.3448,4.3448,3.75022264631043
"DISP1",3.9831,3.9831,2.2655,2.2655,1.52598376971367
"DISP2",12.86209,12.86209,10.05512,10.05512,1.25390678708146
"DIXDC1",27.71573,27.71573,25.5102,25.5102,1.08319552474142
"DKC1",35.08032,35.08032,27.18605,27.18605,1.28007720131058
"DKK1",4.48099,4.48099,12.44476,12.44476,0.407667373757508
"DKK2",0.93354,0.93354,3.2586,3.2586,0.454031841450242
"DKK3",483.09598,483.09598,418.31142,418.31142,1.15450225514965
"DKK4",0,0,0.24827,0.24827,0.801108734488532
"DKKL1",0,0,1.02413,1.02413,0.494039414464486
"DKKL1P1",0,0,0,0,1
"DLAT",7.9662,7.9662,9.15512,9.15512,0.882924081645515
"DLC1",58.27357,58.27357,86.55468,86.55468,0.676989168368841
"DLD",18.7745,18.7745,15.9206,15.9206,1.16866423176483
"DLEC1",1.45217,1.45217,1.70689,1.70689,0.905899390074957
"DLEU1",6.1821,6.1821,6.92065,6.92065,0.906756389942745
"DLEU2",4.75068,4.75068,7.78961,7.78961,0.654258835147407
"DLEU2L",0,0,0,0,1
"DLEU7",2.71764,2.71764,2.97929,2.97929,0.934247064174765
"DLG1",294.58337,294.58337,210.44363,210.44363,1.39792988798007
"DLG2",293.62908,293.62908,151.35431,151.35431,1.93384145154804
"DLG3",16.94892,16.94892,5.08963,5.08963,2.94745657782164
"DLG4",188.90677,188.90677,66.63066,66.63066,2.80799817715811
"DLG5",12.15675,12.15675,15.39302,15.39302,0.802582440575318
"DLGAP1",102.75151,102.75151,18.03093,18.03093,5.45173094536105
"DLGAP2",1.59739,1.59739,0.31034,0.31034,1.98222598714837
"DLGAP3",39.5613,39.5613,6.79651,6.79651,5.20249444943956
"DLGAP4",64.14449,64.14449,28.08605,28.08605,2.23971594630416
"DLGAP5",0,0,0.55862,0.55862,0.641593204244781
"DLGAP5P1",0,0,0,0,1
"DLK1",0.41491,0.41491,1.9862,1.9862,0.473816221284576
"DLK2",5.60123,5.60123,2.97929,2.97929,1.65889643629894
"DLL1",18.21438,18.21438,6.08272,6.08272,2.71285325411706
"DLL3",12.15675,12.15675,3.44481,3.44481,2.96002528792007
"DLL4",4.46024,4.46024,13.34475,13.34475,0.380643789539727
"DLST",29.93548,29.93548,18.65162,18.65162,1.57419490098017
"DLX1",6.43105,6.43105,0,0,7.43105
"DLX2",2.07453,2.07453,0,0,3.07453
"DLX3",0.18671,0.18671,0.06207,0.06207,1.11735572984831
"DLX4",0,0,0.27931,0.27931,0.781671369722741
"DLX5",2.4272,2.4272,0.18621,0.18621,2.88920174336753
"DLX6",1.7841,1.7841,0.0931,0.0931,2.54697648888482
"DLX6-AS1",4.64695,4.64695,0.06207,0.06207,5.31692826273221
"DMAP1",51.03346,51.03346,34.1067,34.1067,1.48215183996217
"DMBT1",0.6846,0.6846,4.93445,4.93445,0.283867923733455
"DMBX1",0,0,0,0,1
"DMC1",0.8713,0.8713,2.60688,2.60688,0.518814044270949
"DMD",34.74839,34.74839,32.9274,32.9274,1.05367313734622
"DMGDH",3.87937,3.87937,4.28273,4.28273,0.923645539332883
"DMKN",52.31967,52.31967,32.0274,32.0274,1.61440712862653
"DMP1",0.08298,0.08298,0,0,1.08298
"DMPK",65.55517,65.55517,54.1859,54.1859,1.20601766030816
"DMRT1",0,0,0,0,1
"DMRT2",6.11987,6.11987,2.76205,2.76205,1.89255060405896
"DMRT3",0.58087,0.58087,0,0,1.58087
"DMRTA1",0.74683,0.74683,0,0,1.74683
"DMRTA2",1.45217,1.45217,1.33448,1.33448,1.0504137966485
"DMRTB1",0,0,0.0931,0.0931,0.914829384319824
"DMRTC1",0,0,0,0,1
"DMRTC1-AS1",0,0,0,0,1
"DMRTC1B",0,0,0,0,1
"DMRTC2",0,0,0,0,1
"DMTF1",147.91404,147.91404,87.26847,87.26847,1.68705813072324
"DMWD",71.73727,71.73727,31.71706,31.71706,2.22322146305322
"DMXL1",19.21015,19.21015,18.74472,18.74472,1.02357237783063
"DMXL2",46.75992,46.75992,24.3309,24.3309,1.88544110157949
"DNA2",6.26508,6.26508,2.29654,2.29654,2.20385009737482
"DNAAF1",7.21937,7.21937,3.10343,3.10343,2.00304866904029
"DNAAF2",2.67614,2.67614,3.84825,3.84825,0.758240602279173
"DNAAF3",1.86708,1.86708,1.27241,1.27241,1.26169133210996
"DNAH1",8.48483,8.48483,5.39997,5.39997,1.48201163442954
"DNAH10",2.13677,2.13677,5.08963,5.08963,0.515100260606966
"DNAH10OS",4.58471,4.58471,1.92413,1.92413,1.90987062818685
"DNAH11",0.72609,0.72609,0.03103,0.03103,1.67414139258799
"DNAH12",0.35267,0.35267,0.52758,0.52758,0.885498631822883
"DNAH14",3.65117,3.65117,11.69993,11.69993,0.36623587689066
"DNAH17",31.65734,31.65734,47.91697,47.91697,0.667607580763894
"DNAH2",1.26546,1.26546,0.12414,0.12414,2.01528279395805
"DNAH3",0.31118,0.31118,0.06207,0.06207,1.23455139491747
"DNAH5",0.47714,0.47714,0.18621,0.18621,1.24526011414505
"DNAH6",0.37342,0.37342,0.12414,0.12414,1.22175173910723
"DNAH7",6.09912,6.09912,2.14137,2.14137,2.25988024333332
"DNAH8",0.02075,0.02075,0.03103,0.03103,0.990029388087641
"DNAH9",4.10757,4.10757,13.40682,13.40682,0.354524454390351
"DNAI1",4.33577,4.33577,2.54481,2.54481,1.50523441312793
"DNAI2",0.12447,0.12447,0.0931,0.0931,1.02869819778611
"DNAJA1",93.22941,93.22941,105.45457,105.45457,0.885160777973177
"DNAJA1P1",0,0,0,0,1
"DNAJA1P2",0,0,0,0,1
"DNAJA1P3",0.24894,0.24894,0,0,1.24894
"DNAJA1P4",0,0,0,0,1
"DNAJA1P5",0,0,0,0,1
"DNAJA1P6",0,0,0,0,1
"DNAJA2",36.88516,36.88516,30.35155,30.35155,1.20839830885554
"DNAJA3",24.91511,24.91511,22.53091,22.53091,1.10132204831857
"DNAJA4",45.57744,45.57744,31.46879,31.46879,1.43452958979993
"DNAJB1",280.45581,280.45581,91.58224,91.58224,3.04006265132492
"DNAJB11",38.58627,38.58627,33.76533,33.76533,1.13867091150868
"DNAJB12",18.79525,18.79525,22.62401,22.62401,0.837929293121701
"DNAJB13",0.29043,0.29043,0.86896,0.86896,0.690453514253917
"DNAJB14",8.40185,8.40185,11.79304,11.79304,0.734919143534297
"DNAJB1P1",0,0,0,0,1
"DNAJB2",440.63033,440.63033,316.30165,316.30165,1.39183118020344
"DNAJB3",0,0,0,0,1
"DNAJB4",19.08568,19.08568,17.25507,17.25507,1.10027953878019
"DNAJB5",18.04842,18.04842,17.84473,17.84473,1.01080885743654
"DNAJB6",97.15028,97.15028,103.68562,103.68562,0.937571750542243
"DNAJB7",1.05801,1.05801,0.55862,0.55862,1.3204052302678
"DNAJB8",0,0,0.06207,0.06207,0.941557524456957
"DNAJB9",14.43873,14.43873,16.47922,16.47922,0.88326195333659
"DNAJC1",56.98736,56.98736,90.40294,90.40294,0.634414604169188
"DNAJC10",12.5924,12.5924,21.50677,21.50677,0.603924952358779
"DNAJC11",24.02307,24.02307,19.83092,19.83092,1.201246512396
"DNAJC12",23.91934,23.91934,28.61363,28.61363,0.841482114823478
"DNAJC13",15.78718,15.78718,11.85511,11.85511,1.30587602906548
"DNAJC14",14.81215,14.81215,13.68613,13.68613,1.07667234322453
"DNAJC15",41.01347,41.01347,93.47533,93.47533,0.444703077512405
"DNAJC16",7.15713,7.15713,4.68618,4.68618,1.4345536018909
"DNAJC17",13.89936,13.89936,14.95854,14.95854,0.933629266837693
"DNAJC18",14.91588,14.91588,13.62406,13.62406,1.08833525026566
"DNAJC19",22.69537,22.69537,23.3378,23.3378,0.973603612487571
"DNAJC2",14.81215,14.81215,11.23442,11.23442,1.29243151698242
"DNAJC21",15.64196,15.64196,25.01365,25.01365,0.639739521366667
"DNAJC22",8.23589,8.23589,4.49997,4.49997,1.67926188688302
"DNAJC24",28.02691,28.02691,20.97919,20.97919,1.32065421883154
"DNAJC25",10.22744,10.22744,8.75167,8.75167,1.15133510465387
"DNAJC25-GNG10",6.6385,6.6385,5.3379,5.3379,1.20520992757854
"DNAJC27",6.65924,6.65924,4.49997,4.49997,1.39259668689102
"DNAJC28",1.99155,1.99155,0.9931,0.9931,1.50095328884652
"DNAJC3",3.07031,3.07031,4.09653,4.09653,0.798643390699162
"DNAJC30",14.27277,14.27277,9.89994,9.89994,1.40117927254645
"DNAJC4",102.85523,102.85523,97.85117,97.85117,1.05062216259049
"DNAJC5",51.30315,51.30315,25.07572,25.07572,2.00581805603067
"DNAJC5B",0.93354,0.93354,11.11028,11.11028,0.159661048299461
"DNAJC5G",0.16596,0.16596,0.31034,0.31034,0.889814857212632
"DNAJC6",138.76536,138.76536,59.18242,59.18242,2.32236191233254
"DNAJC7",412.6864,412.6864,275.02603,275.02603,1.49872242121513
"DNAJC8",76.90286,76.90286,94.00292,94.00292,0.820004900901993
"DNAJC9",14.62544,14.62544,9.21719,9.21719,1.52932851400434
"DNAJC9-AS1",55.74264,55.74264,37.086,37.086,1.48985558998057
"DNAL1",9.91626,9.91626,13.87234,13.87234,0.733997474506366
"DNAL4",17.75798,17.75798,10.83097,10.83097,1.58549806144382
"DNALI1",19.79102,19.79102,25.38606,25.38606,0.787954700322822
"DNASE1",12.11526,12.11526,10.5827,10.5827,1.13231457259534
"DNASE1L1",18.29736,18.29736,25.91365,25.91365,0.717010141693899
"DNASE1L2",8.25663,8.25663,6.36203,6.36203,1.25734749790479
"DNASE1L3",0.12447,0.12447,0.40345,0.40345,0.80121842602159
"DNASE2",9.41837,9.41837,18.21714,18.21714,0.542139465081693
"DNASE2B",0.24894,0.24894,4.96549,4.96549,0.209360840433896
"DND1",8.27738,8.27738,6.331,6.331,1.26549993179648
"DND1P1",10.72532,10.72532,6.98272,6.98272,1.46883768940912
"DNER",157.45688,157.45688,95.15118,95.15118,1.64799724766768
"DNHD1",18.83674,18.83674,14.80336,14.80336,1.25522293993176
"DNLZ",52.87979,52.87979,26.31709,26.31709,1.97238395451346
"DNM1",160.17452,160.17452,32.67912,32.67912,4.78559178505852
"DNM1L",53.35693,53.35693,33.39291,33.39291,1.58046905597694
"DNM1P17",0,0,0,0,1
"DNM1P24",0,0,0,0,1
"DNM1P30",0,0,0,0,1
"DNM1P31",0,0,0,0,1
"DNM1P32",1.36919,1.36919,0,0,2.36919
"DNM1P33",0,0,0,0,1
"DNM1P34",0.33192,0.33192,0.12414,0.12414,1.18483462913872
"DNM1P35",0,0,0,0,1
"DNM1P38",0,0,0,0,1
"DNM1P42",0,0,0,0,1
"DNM1P44",0,0,0,0,1
"DNM1P46",1.3277,1.3277,1.55172,1.55172,0.912208236013356
"DNM1P48",0,0,0,0,1
"DNM2",248.15537,248.15537,311.21203,311.21203,0.798032574209264
"DNM3",37.3623,37.3623,23.27573,23.27573,1.58027379609182
"DNMBP",1.68037,1.68037,1.33448,1.33448,1.14816575854152
"DNMBP-AS1",0.12447,0.12447,0.89999,0.89999,0.591829430681214
"DNMT1",73.41764,73.41764,43.26182,43.26182,1.68130546823425
"DNMT3A",12.26048,12.26048,6.82755,6.82755,1.69407796820206
"DNMT3B",0.82981,0.82981,0.9931,0.9931,0.918072349606141
"DNMT3L",0,0,0,0,1
"DNPEP",39.76875,39.76875,71.06856,71.06856,0.565693972517281
"DNTT",0,0,0,0,1
"DNTTIP1",21.94854,21.94854,21.44471,21.44471,1.02244760569417
"DNTTIP2",19.97773,19.97773,22.56194,22.56194,0.890322698385617
"DOC2A",31.71958,31.71958,21.97229,21.97229,1.42430641438011
"DOC2B",38.93894,38.93894,12.35165,12.35165,2.99131118625788
"DOC2GP",2.26124,2.26124,2.35861,2.35861,0.971008839966534
"DOCK1",169.40618,169.40618,88.01329,88.01329,1.91439031182872
"DOCK10",108.26976,108.26976,90.30983,90.30983,1.19669218527731
"DOCK11",2.13677,2.13677,1.86206,1.86206,1.09598331271881
"DOCK2",8.50558,8.50558,14.02751,14.02751,0.632545245353355
"DOCK3",18.33885,18.33885,9.09305,9.09305,1.91605609800804
"DOCK4",33.73187,33.73187,9.65167,9.65167,3.26069714889778
"DOCK5",48.93818,48.93818,19.48954,19.48954,2.43725237365017
"DOCK6",22.7576,22.7576,19.95506,19.95506,1.13374049036366
"DOCK7",5.0826,5.0826,8.19306,8.19306,0.661651289124622
"DOCK8",12.34346,12.34346,18.093,18.093,0.698866600324726
"DOCK9",77.42149,77.42149,56.42037,56.42037,1.36574337643592
"DOHH",163.82569,163.82569,144.06125,144.06125,1.13624892933158
"DOK1",8.52632,8.52632,9.15512,9.15512,0.938080495356037
"DOK2",1.90857,1.90857,5.3379,5.3379,0.458916991432493
"DOK3",8.33961,8.33961,10.27236,10.27236,0.828540784715889
"DOK4",14.04457,14.04457,6.36203,6.36203,2.04353554658158
"DOK5",18.56705,18.56705,14.12061,14.12061,1.29406485584907
"DOK6",43.37844,43.37844,13.12751,13.12751,3.14127825781047
"DOK7",4.08683,4.08683,1.05517,1.05517,2.4751383097262
"DOLK",4.04533,4.04533,4.3448,4.3448,0.943969839844335
"DOLPP1",12.61315,12.61315,17.93783,17.93783,0.718833678409828
"DOM3Z",38.52404,38.52404,32.15154,32.15154,1.19222334769365
"DONSON",17.13562,17.13562,9.06202,9.06202,1.80238361680855
"DOPEY1",7.40607,7.40607,7.23099,7.23099,1.02127083133378
"DOPEY2",4.06608,4.06608,4.43791,4.43791,0.931622627075476
"DOT1L",17.0319,17.0319,6.73444,6.73444,2.3313775787258
"DPAGT1",18.52556,18.52556,12.662,12.662,1.4291875274484
"DPCD",42.65235,42.65235,14.61716,14.61716,2.79515289591706
"DPCR1",0.04149,0.04149,0.12414,0.12414,0.926477129183198
"DPEP1",0,0,0.62069,0.62069,0.61702114531465
"DPEP2",3.48521,3.48521,13.06544,13.06544,0.31888159915367
"DPEP3",0.89205,0.89205,0.77586,0.77586,1.06542745486694
"DPF1",29.74877,29.74877,7.94478,7.94478,3.43762171903613
"DPF2",43.3162,43.3162,36.93082,36.93082,1.16834278826558
"DPF3",14.08606,14.08606,10.52063,10.52063,1.30948220713624
"DPH1",53.54364,53.54364,25.19986,25.19986,2.08182944489016
"DPH2",14.35575,14.35575,11.51373,11.51373,1.2271121400254
"DPH3",10.89129,10.89129,12.35165,12.35165,0.890623256301656
"DPH3P1",33.10951,33.10951,25.5102,25.5102,1.28665607954674
"DPH3P2",0,0,0,0,1
"DPH5",15.22706,15.22706,25.54123,25.54123,0.611390655218315
"DPM1",22.69537,22.69537,26.44123,26.44123,0.863495185893635
"DPM2",42.17521,42.17521,38.57564,38.57564,1.09095418292667
"DPM3",73.60435,73.60435,71.00649,71.00649,1.03607813684572
"DPP10",73.14795,73.14795,48.04111,48.04111,1.51195497002413
"DPP3",23.13102,23.13102,15.29991,15.29991,1.48043884904886
"DPP4",0.6846,0.6846,2.57585,2.57585,0.471104772291903
