"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"RAB23",8.5034,8.5034,1.727688,1.192244,1.137753,1.35256166666667,4.03959655326074
"RAB24",30.50672,30.50672,11.071237,10.678181,10.247675,10.6656976666667,2.70080032075807
"RAB25",2.91722,2.91722,0,0.071952,0.230817,0.100923,3.55812350182529
"RAB26",24.08262,24.08262,4.167237,2.022262,2.896411,3.02863666666667,6.22608144525319
"RAB27A",11.51373,11.51373,3.649758,3.099681,2.445511,3.06498333333333,3.0784209857359
"RAB27B",1.83102,1.83102,0.784699,0.187756,0.497573,0.490009333333333,1.90000152124327
"RAB28",412.38387,412.38387,54.553136,18.294964,55.459028,42.7690426666667,9.44466327829514
"RAB2A",261.55714,261.55714,67.470031,64.029337,63.366979,64.955449,3.98082560244567
"RAB2B",18.34128,18.34128,6.494718,4.710539,3.861779,5.02234533333333,3.21158600669197
"RAB30",21.19643,21.19643,2.75386,2.122994,1.620622,2.16582533333333,7.01126172890566
"RAB31",213.32982,213.32982,13.875963,8.203981,13.068413,11.716119,16.8549712376866
"RAB32",17.06887,17.06887,2.86832,3.273438,2.573987,2.90524833333333,4.62681715930144
"RAB33A",16.75853,16.75853,1.340861,1.412476,0.776087,1.17647466666667,8.15930930507806
"RAB33B",8.93788,8.93788,0.977584,0.663688,0.714826,0.785366,5.56629845084985
"RAB34",37.89289,37.89289,52.131748,43.983575,38.240213,44.7851786666667,0.849464633154648
"RAB35",19.83092,19.83092,10.959362,7.097502,5.499419,7.85209433333333,2.35321938691495
"RAB36",2.73102,2.73102,0.207824,0.191391,0.29237,0.230528333333333,3.03204721007372
"RAB37",10.95511,10.95511,0.043666,0.049817,0.069856,0.0544463333333333,11.3378079301649
"RAB38",2.66895,2.66895,0.234941,0.328806,0.267403,0.27705,2.8729885282487
"RAB39A",0.40345,0.40345,0,0,0,0,1.40345
"RAB39B",5.12066,5.12066,0.107374,0.119593,0.106634,0.111200333333333,5.50815169541886
"RAB3A",53.84452,53.84452,6.394081,6.433136,4.747851,5.858356,7.99674440930159
"RAB3B",0.93103,0.93103,0.149773,0.077287,0.057532,0.094864,1.76371677212878
"RAB3C",5.2448,5.2448,0.012472,0.259266,0,0.0905793333333333,5.72613088211831
"RAB3D",3.72412,3.72412,1.360312,1.339755,1.478172,1.39274633333333,1.97435053360581
"RAB3GAP1",31.31362,31.31362,13.930074,13.456961,15.060879,14.1493046666667,2.13301010911084
"RAB3GAP2",9.5896,9.5896,6.013811,3.327968,1.7946,3.71212633333333,2.24730816852038
"RAB3IL1",15.88957,15.88957,6.288547,24.311415,1.89622,10.8320606666667,1.42744112592166
"RAB3IP",13.00337,13.00337,38.417765,34.19543,31.041532,34.5515756666667,0.39388887095459
"RAB40A",0.74482,0.74482,0.069265,0.219841,0.048093,0.112399666666667,1.568518988529
"RAB40AL",0,0,0.055098,0,0.011579,0.0222256666666667,0.978257573262525
"RAB40B",121.53035,121.53035,8.391388,4.910062,8.574849,7.29209966666667,14.7767579896029
"RAB40C",16.97577,16.97577,8.99172,4.799195,4.329067,6.039994,2.55337859662949
"RAB41",2.38964,2.38964,0.107014,0.137595,0,0.0815363333333333,3.13409720554927
"RAB42",1.30344,1.30344,0.205946,0.421518,0.522716,0.383393333333333,1.66506512970522
"RAB43",5.12066,5.12066,0.563368,0.135035,0,0.232801,4.96484022968833
"RAB44",0,0,0,0,0,0,1
"RAB4A",91.98569,91.98569,24.833828,23.429734,20.926657,23.0634063333333,3.86419481564393
"RAB4B",109.52007,109.52007,6.346792,7.701871,5.243232,6.43063166666667,14.8735766968219
"RAB5A",53.81349,53.81349,18.363129,13.726704,10.807467,14.2991,3.58279179821035
"RAB5B",88.94432,88.94432,42.367626,32.510452,26.029249,33.6357756666667,2.59686172082937
"RAB5C",183.19551,183.19551,25.620752,16.658144,13.633195,18.6373636666667,9.3798492061672
"RAB6A",115.35452,115.35452,40.544361,26.703571,16.554973,27.9343016666667,4.02133500025143
"RAB6B",82.17884,82.17884,8.620662,5.757237,4.403559,6.260486,11.4563735816032
"RAB6C",0.40345,0.40345,0,0.031404,0,0.010468,1.38891088089875
"RAB7A",988.10129,988.10129,112.535905,77.466067,64.832483,84.9448183333333,11.5085622284268
"RAB8A",25.38606,25.38606,27.74957,30.630085,25.234665,27.87144,0.913915620419349
"RAB8B",44.09975,44.09975,2.310566,1.072054,0.68577,1.35613,19.1414522967748
"RAB9A",30.78603,30.78603,11.449779,12.643559,11.936486,12.0099413333333,2.44321086356936
"RAB9B",2.88619,2.88619,3.82951,3.429351,3.321263,3.526708,0.858502470227812
"RAB9BP1",0,0,0,0,0,0,1
"RABAC1",292.00179,292.00179,44.528839,49.231699,45.505021,46.421853,6.17862380873223
"RABEP1",53.84452,53.84452,16.149871,8.135271,5.724369,10.0031703333333,4.98442888172442
"RABEP2",14.36888,14.36888,7.395139,6.543545,4.804559,6.24774766666667,2.12050428723995
"RABEPK",22.28263,22.28263,5.254988,5.263976,4.131737,4.883567,3.95723036722451
"RABGAP1L",68.15134,68.15134,13.661647,15.756539,16.375389,15.264525,4.25166674095924
"RABGEF1",14.64819,14.64819,6.005561,4.399519,3.44908,4.61805333333333,2.78534023647574
"RABGGTA",36.24807,36.24807,14.770019,9.7161,11.082465,11.8561946666667,2.89728578057208
"RABGGTB",53.25487,53.25487,36.629168,33.113735,27.43683,32.3932443333333,1.62472593134182
"RABIF",10.86201,10.86201,1.838842,1.942805,1.408655,1.73010066666667,4.34489839324606
"RABL2A",20.94816,20.94816,8.62281,6.77208,6.535565,7.31015166666667,2.64112628509989
"RABL2B",20.82402,20.82402,7.486978,5.25109,3.911216,5.54976133333333,3.33203286185899
"RABL3",9.46546,9.46546,5.693526,3.604454,2.927853,4.07527766666667,2.06204678588029
"RABL6",79.29265,79.29265,17.266269,15.233621,13.686319,15.395403,4.8972660202375
"RAC1",307.2086,307.2086,65.081383,50.066103,40.583138,51.910208,5.82512546539224
"RAC2",10.64477,10.64477,1.291012,2.045094,0.931154,1.42242,4.80708134840366
"RAC3",13.62406,13.62406,10.29441,10.322515,6.516343,9.04442266666667,1.45593833367161
"RACGAP1",6.98272,6.98272,11.57005,10.48133,9.597163,10.5495143333333,0.691173651948366
"RAD1",8.78271,8.78271,9.206827,22.262651,16.320956,15.9301446666667,0.577827903577276
"RAD17",15.42405,15.42405,12.10458,10.731213,9.93504,10.923611,1.37743926734946
"RAD18",2.01723,2.01723,1.034287,1.636704,0.452637,1.04120933333333,1.47815804617785
"RAD21",62.56516,62.56516,25.466489,10.93454,12.242023,16.2143506666667,3.69256797603674
"RAD21L1",0.49655,0.49655,0,0,0,0,1.49655
"RAD23A",102.41321,102.41321,41.847073,43.726769,42.549519,42.707787,2.36601340626099
"RAD23B",31.06534,31.06534,24.683795,14.846991,11.703752,17.0781793333333,1.7737040555227
"RAD50",11.38959,11.38959,13.999508,7.591039,5.929866,9.173471,1.21783312696326
"RAD51",0.37241,0.37241,5.058852,3.926766,3.550582,4.17873333333333,0.265008818115112
"RAD51AP1",2.35861,2.35861,2.628101,2.184024,2.108633,2.30691933333333,1.01563106367477
"RAD51AP2",0,0,0.040976,0,0.017498,0.0194913333333333,0.980881315322609
"RAD51B",66.00997,66.00997,2.865506,3.354616,2.796551,3.00555766666667,16.7292486031699
"RAD51C",24.5171,24.5171,19.75908,19.958497,17.986414,19.2346636666667,1.26105876630088
"RAD51D",14.86543,14.86543,2.075352,3.295988,14.224887,6.53207566666667,2.10638218495504
"RAD52",15.42405,15.42405,9.867934,8.857846,7.037009,8.58759633333333,1.71305188797929
"RAD54B",3.19653,3.19653,2.838346,1.271765,4.159092,2.756401,1.11716773581947
"RAD54L",10.42753,10.42753,45.310657,13.454735,14.363888,24.3764266666667,0.450320691329276
"RAD54L2",1.58275,1.58275,3.33885,2.835894,2.699244,2.957996,0.652539820656716
"RAD9A",13.99647,13.99647,2.805722,2.470128,2.489381,2.58841033333333,4.17914023396247
"RAD9B",0.52758,0.52758,0.408715,0.203684,0.281404,0.297934333333333,1.17693165267991
"RADIL",18.06197,18.06197,0.078968,0.016809,0.273355,0.123044,16.973484565164
"RAE1",10.7689,10.7689,11.284337,12.119639,8.066314,10.4900966666667,1.0242646638598
"RAET1E",1.48965,1.48965,0.117979,0.049058,0.043488,0.070175,2.32639521573574
"RAET1G",5.89652,5.89652,0,0.061884,0,0.020628,6.75713384308485
"RAET1K",0.0931,0.0931,0.133533,0.027526,0,0.0536863333333333,1.03740550239651
"RAET1L",0.27931,0.27931,0,0,0,0,1.27931
"RAF1",39.4446,39.4446,40.135479,26.539075,25.073763,30.5827723333333,1.28059055655838
"RAG1",0.12414,0.12414,0.830764,0.643377,0.838914,0.771018333333333,0.634742158701538
"RAG2",0,0,0,0,0,0,1
"RAI1",12.72407,12.72407,6.094426,5.9145,7.682486,6.563804,1.81444019437838
"RAI14",587.60356,587.60356,84.40989,25.095175,29.315228,46.273431,12.4510438009037
"RAI2",7.88271,7.88271,0.068408,0.051161,0.426756,0.182108333333333,7.51429437516302
"RALA",60.45483,60.45483,21.838484,22.122515,14.399295,19.4534313333333,3.00462201175242
"RALB",39.3515,39.3515,13.232349,11.15568,8.574459,10.987496,3.3661325100755
"RALBP1",27.03088,27.03088,5.963698,4.783996,3.855467,4.86772033333333,4.77713292516043
"RALGAPA1",22.3447,22.3447,7.005415,5.600716,6.126426,6.24418566666667,3.22254302611515
"RALGAPA2",6.82755,6.82755,1.596759,1.773598,1.539453,1.63660333333333,2.96880076765434
"RALGAPB",6.02066,6.02066,4.732756,3.641993,2.306388,3.560379,1.53949046778787
"RALGDS",198.77473,198.77473,106.937982,52.967317,46.209673,68.7049906666667,2.86600325298564
"RALGPS1",49.90317,49.90317,11.090419,7.902844,6.739876,8.577713,5.31475207077097
"RALGPS2",1.83102,1.83102,1.70568,0.729353,0.8025,1.07917766666667,1.36160562196625
"RALY",286.16734,286.16734,81.123908,72.448955,68.76853,74.1137976666667,3.82309707298206
"RALYL",29.48259,29.48259,0.05198,0.18945,0.038151,0.0931936666666667,27.8839796913081
"RAMP1",191.35754,191.35754,7.286977,7.121504,4.915712,6.44139766666667,25.8496519896598
"RAMP2",53.25487,53.25487,0.783187,0.595401,1.174565,0.851051,29.310305334645
"RAMP3",118.70622,118.70622,0,0,0,0,119.70622
"RAN",120.66138,120.66138,170.933806,187.34094,159.588517,172.621087666667,0.700729281419872
"RANBP1",104.64768,104.64768,55.525148,57.918854,46.547052,53.3303513333333,1.94454255139672
"RANBP10",7.47927,7.47927,4.64998,2.758145,3.197977,3.53536733333333,1.86958836557303
"RANBP17",24.39297,24.39297,5.893774,11.636766,5.192566,7.57436866666667,2.96149734017346
"RANBP2",6.4241,6.4241,26.122875,7.518717,7.587987,13.743193,0.50356120278694
"RANBP3",106.75802,106.75802,43.815257,35.002043,23.433145,34.0834816666667,3.07147451965643
"RANBP3L",3.87929,3.87929,0.085409,0.013216,0.024602,0.0410756666666667,4.68677749007677
"RANBP6",5.86548,5.86548,4.609433,3.85523,2.657399,3.707354,1.45845840359574
"RANBP9",22.03436,22.03436,24.273153,22.366907,22.768826,23.1362953333333,0.954345299553428
"RANGAP1",139.62335,139.62335,24.09011,12.629216,11.369603,16.029643,8.25756300352274
"RANGRF",25.32399,25.32399,22.271321,18.974204,20.675147,20.640224,1.21643796293421
"RAP1A",157.93359,157.93359,14.535965,11.642956,15.002572,13.7271643333333,10.7918664043336
"RAP1B",51.54798,51.54798,19.995236,16.955282,12.99145,16.6473226666667,2.97767434712665
"RAP1GAP",28.08605,28.08605,1.430585,1.216,0.983973,1.210186,13.1600010134894
"RAP1GAP2",3.78619,3.78619,8.047977,5.348805,4.25697,5.884584,0.695203951320806
"RAP1GDS1",193.03339,193.03339,11.111981,9.710723,8.938184,9.920296,17.7681438305335
"RAP2A",48.72386,48.72386,4.601926,2.566974,1.974812,3.047904,12.2838535696499
"RAP2B",6.48617,6.48617,0.787718,1.00139,0.919182,0.902763333333333,3.93436738497869
"RAP2C",24.92055,24.92055,30.289706,36.193266,31.89833,32.7937673333333,0.767021615090325
"RAPGEF1",18.40334,18.40334,19.839351,10.800135,8.993426,13.2109706666667,1.36537752804688
"RAPGEF2",23.71021,23.71021,16.738088,5.198582,6.057394,9.33135466666667,2.39176863027708
"RAPGEF3",62.06861,62.06861,0.185566,0.18013,0.182112,0.182602666666667,53.3303465125508
"RAPGEF4",43.44803,43.44803,1.807242,0.66901,0.865731,1.11399433333333,21.0256145435899
"RAPGEF5",97.01324,97.01324,0.026538,0.043886,0.026878,0.032434,94.9341459115062
"RAPGEF6",47.20318,47.20318,2.243246,1.037096,0.671553,1.31729833333333,20.8014562935718
"RAPGEFL1",11.29649,11.29649,2.429174,0.995604,1.984409,1.80306233333333,4.38680576374387
"RAPH1",3.10343,3.10343,1.770927,1.090379,1.1278,1.329702,1.76135402725327
"RAPSN",1.79999,1.79999,0,0.281949,0,0.093983,2.55944562209833
"RARA",6.88962,6.88962,16.551806,9.957502,9.093288,11.867532,0.613141665394731
"RARB",6.02066,6.02066,2.459959,1.409564,1.119925,1.66314933333333,2.63622468035339
"RARG",6.17583,6.17583,2.249394,1.179614,1.187,1.53866933333333,2.82661073885427
"RARRES1",14.33785,14.33785,0,0.037103,0,0.0123676666666667,15.1504739878759
"RARRES2",113.64763,113.64763,0.656794,0.602245,0.063385,0.440808,79.5717611229255
"RARS2",17.0999,17.0999,13.825408,11.054417,11.341125,12.07365,1.38445652132343
"RASA1",9.46546,9.46546,3.260674,2.651214,2.147839,2.68657566666667,2.83880244060274
"RASA2",4.06549,4.06549,3.511089,0.816691,0.304837,1.54420566666667,1.99099077026923
"RASA3",19.89299,19.89299,2.569666,1.923546,1.77231,2.08850733333333,6.76475324326034
"RASA4",23.98952,23.98952,2.09046,3.030512,2.652717,2.59122966666667,6.95848562177728
"RASA4B",2.82412,2.82412,1.366198,0.506744,0.8521,0.908347333333333,2.00389097582166
"RASAL1",8.16202,8.16202,0.085394,0,0,0.0284646666666667,8.90844410794861
"RASAL2",4.37584,4.37584,4.244372,3.11437,2.167491,3.175411,1.2874996018356
"RASAL3",5.64824,5.64824,0.082791,0,0,0.027597,6.46969580487292
"RASD1",14.18268,14.18268,2.639199,2.544649,1.99346,2.392436,4.47545067909903
"RASD2",6.36203,6.36203,0.318561,0.331061,0.285942,0.311854666666667,5.61192499982213
"RASEF",1.33448,1.33448,0.287498,0.077136,0.019287,0.127973666666667,2.06962278374702
"RASGEF1A",6.2379,6.2379,0.384881,0.296352,0.342913,0.341382,5.39585293376533
"RASGEF1B",5.15169,5.15169,0.564738,0.417909,0.165203,0.382616666666667,4.44930988343359
"RASGEF1C",13.90337,13.90337,0.025247,0.180449,0,0.0685653333333333,13.9470835662521
"RASGRF1",60.61,60.61,0.016418,0.014878,0,0.010432,60.9739200658728
"RASGRF2",28.95501,28.95501,0.053555,0.072505,0.005755,0.0439383333333333,28.6942332162021
"RASGRP1",2.14137,2.14137,1.105512,0.308629,0.311681,0.575274,1.99417371200185
"RASGRP2",21.1654,21.1654,33.530201,28.320082,30.107084,30.6524556666667,0.700274260974401
"RASGRP3",93.32016,93.32016,25.738035,16.065192,11.211094,17.6714403333333,5.05157386447655
"RASGRP4",4.22067,4.22067,0.022385,0.021685,0,0.01469,5.14508864776434
"RASIP1",5.86548,5.86548,0.478308,0.685441,0.06695,0.410233,4.86833026882792
"RASL10A",3.2586,3.2586,0.536421,0.735748,0.704993,0.659054,2.56688450164974
"RASL10B",9.74477,9.74477,19.011366,19.065983,15.742416,17.9399216666667,0.567308048528536
"RASL11A",13.09648,13.09648,2.186697,2.102394,1.058966,1.78268566666667,5.06578237307196
"RASL11B",0.83793,0.83793,3.680148,4.22366,2.544525,3.48277766666667,0.409998027264792
"RASL12",13.99647,13.99647,2.272744,2.011507,1.498056,1.92743566666667,5.12273255762979
"RASSF1",28.48949,28.48949,6.028347,4.752074,4.906686,5.22903566666667,4.73419828976203
"RASSF10",0.12414,0.12414,0,0,0.017395,0.00579833333333333,1.11765943802518
"RASSF2",285.20528,285.20528,0.009077,0.018387,0.009228,0.0122306666666667,282.747094535765
"RASSF3",43.35493,43.35493,9.394545,7.268268,7.255555,7.97278933333333,4.94327107794945
"RASSF4",53.96866,53.96866,129.778662,67.337098,62.866161,86.6606403333333,0.627062040511903
"RASSF5",4.2517,4.2517,5.868638,3.600842,3.285158,4.251546,1.00002932469791
"RASSF6",0.37241,0.37241,0,0.120824,0.186477,0.102433666666667,1.24489122701562
"RASSF7",11.94821,11.94821,5.835915,3.862244,3.437924,4.37869433333333,2.40731471200291
"RASSF8",31.49982,31.49982,5.379821,2.84333,2.323272,3.51547433333333,7.19743211916533
"RASSF9",0.0931,0.0931,0.362854,0.22934,0.230009,0.274067666666667,0.857960710093106
"RAVER1",15.20681,15.20681,10.319357,7.740227,6.261026,8.10687,1.77962461306684
"RAVER2",5.2448,5.2448,11.230808,9.822453,7.486371,9.51321066666667,0.5939955164981
"RAX",0,0,0,0,0,0,1
"RAX2",0,0,0,0.02405,0,0.00801666666666667,0.992047089168499
"RB1",15.42405,15.42405,11.360437,10.446567,8.092736,9.96658,1.49764557409876
"RB1CC1",13.87234,13.87234,13.195887,13.70077,8.379149,11.758602,1.16567159944326
"RBAK",7.29306,7.29306,2.037541,1.882944,0.775854,1.56544633333333,3.2325992916892
"RBBP4",45.37216,45.37216,78.100546,43.671745,36.251227,52.674506,0.863951314242184
"RBBP5",6.20686,6.20686,2.213295,1.12724,1.450291,1.596942,2.7751332143729
"RBBP6",18.993,18.993,9.822369,9.921336,9.593538,9.779081,1.85479634117231
"RBBP7",120.07173,120.07173,587.095705,437.419948,366.403981,463.639878,0.260571112667174
"RBBP8",10.11718,10.11718,8.750714,5.682259,4.686367,6.37311333333333,1.50779996148167
"RBBP9",10.42753,10.42753,2.193504,2.180778,1.658603,2.01096166666667,3.79530902917506
"RBCK1",91.61327,91.61327,32.78727,28.213076,19.063127,26.6878243333333,3.34490962110385
"RBFA",11.54476,11.54476,5.567269,6.342058,5.145898,5.685075,1.87653242484191
"RBFOX1",36.77565,36.77565,2.081174,1.47864,1.58022,1.71334466666667,13.9221715781531
"RBFOX2",19.45851,19.45851,25.941226,17.587179,15.258806,19.595737,0.993337116316838
"RBFOX3",26.5033,26.5033,0.182305,0.161035,0.204407,0.182582333333333,23.2569853487298
"RBKS",4.00343,4.00343,2.135496,1.484412,1.005764,1.54189066666667,1.96838914655653
"RBL1",1.33448,1.33448,0.953818,0.729025,0.875404,0.852749,1.26000877614831
"RBL2",23.18263,23.18263,9.843698,5.149645,6.297893,7.09707866666667,2.98658701434542
"RBM10",27.86881,27.86881,12.159293,7.196579,6.496198,8.61735666666667,3.00174060301393
"RBM11",29.88604,29.88604,0.156265,0.107423,0,0.087896,28.3906182208593
"RBM12",15.39302,15.39302,7.256925,4.411063,3.097116,4.92170133333333,2.76829564296387
"RBM12B",4.40687,4.40687,3.23595,3.588152,1.296415,2.706839,1.45862013429771
"RBM14",24.20676,24.20676,14.59813,10.989536,10.546856,12.0448406666667,1.93231643406811
"RBM15",1.30344,1.30344,1.444042,1.317172,0.549705,1.10363966666667,1.09497840171931
"RBM15B",5.05859,5.05859,4.255632,4.012324,3.030155,3.766037,1.27120079009038
"RBM17",73.272,73.272,53.975797,42.69951,38.472568,45.0492916666667,1.6128804008024
"RBM18",8.90685,8.90685,13.156342,9.366135,5.413111,9.31186266666667,0.960723617084634
"RBM19",48.35145,48.35145,4.953597,5.122588,5.328941,5.135042,8.04419105851272
"RBM20",0.62069,0.62069,34.637068,23.353719,15.854463,24.6150833333333,0.0632709243577189
"RBM22",23.61711,23.61711,8.852664,6.049983,6.416279,7.10630866666667,3.03678419022287
"RBM23",37.76875,37.76875,68.041908,27.117158,29.74088,41.6333153333333,0.909353394097602
"RBM24",3.32067,3.32067,103.897386,87.854998,70.350435,87.3676063333333,0.0488942744890238
"RBM25",28.92397,28.92397,20.85077,14.033669,11.85623,15.580223,1.80479900662373
"RBM26",26.93778,26.93778,6.241039,4.768609,3.567961,4.859203,4.76818775522883
"RBM27",2.94826,2.94826,2.034828,2.436502,1.121378,1.864236,1.37846881332404
"RBM28",8.96891,8.96891,20.791302,13.66709,10.250668,14.90302,0.626856408405448
"RBM3",79.35472,79.35472,54.169567,49.528093,44.23999,49.31255,1.59711086001405
"RBM33",13.71716,13.71716,5.634962,4.067714,3.137566,4.28008066666667,2.78729832536649
"RBM34",75.41337,75.41337,36.866722,37.751828,29.942845,34.8537983333333,2.13124894856561
"RBM38",13.22061,13.22061,55.808672,48.424476,44.662195,49.631781,0.280863317843787
"RBM39",268.7571,268.7571,142.174713,106.294898,73.73623,107.401947,2.48848943644896
"RBM4",27.52743,27.52743,37.218122,33.293458,31.670316,34.060632,0.81365989067168
"RBM41",5.18273,5.18273,5.867913,3.372644,4.697462,4.64600633333333,1.095062533582
"RBM42",86.39951,86.39951,21.821775,19.450552,16.81565,19.362659,4.29214622707182
"RBM43",2.23447,2.23447,0.130482,0.162765,0.06336,0.118869,2.89083887389855
"RBM44",0.12414,0.12414,0.016625,0.395347,0,0.137324,0.988407876735213
"RBM45",12.25855,12.25855,4.121911,6.882914,4.816595,5.27380666666667,2.11331822997415
"RBM46",0.06207,0.06207,0,0,0,0,1.06207
"RBM47",8.53443,8.53443,0.40821,0.095403,0.01346,0.172357666666667,8.13269727412539
"RBM48",12.04131,12.04131,1.722326,1.801975,1.463106,1.662469,4.89820163164341
"RBM4B",21.01023,21.01023,7.14899,4.475705,4.477726,5.36747366666667,3.45666604248749
"RBM5",93.32016,93.32016,75.971028,39.275818,39.100142,51.448996,1.79832155414376
"RBM6",158.95772,158.95772,53.736688,39.891939,43.844956,45.8245276666667,3.41610963251361
"RBM7",8.75167,8.75167,9.634442,8.535616,4.946358,7.705472,1.12017705645369
"RBM8A",40.15839,40.15839,56.30334,49.328943,40.730927,48.7877366666667,0.82667726543906
"RBMS1",11.20338,11.20338,21.14819,18.838489,12.255477,17.414052,0.66272105672342
"RBMS2",5.08963,5.08963,22.030282,61.27524,47.79305,43.699524,0.136234784066157
"RBMS3",34.66532,34.66532,3.045397,1.947711,3.982324,2.99181066666667,8.93462214974792
"RBMX",96.11325,96.11325,45.278666,33.903548,26.916491,35.366235,2.67042353985778
"RBMX2",13.90337,13.90337,11.453422,6.992267,3.949391,7.46502666666667,1.76058157721889
"RBMXL1",6.76548,6.76548,2.836156,2.49023,1.693186,2.33985733333333,2.32509332733973
"RBMXL2",0,0,0,0,0,0,1
"RBMXL3",0,0,0,0,0,0,1
"RBMY1A1",0,0,0,0,0,0,1
"RBMY1B",0,0,0,0,0,0,1
"RBMY1D",0,0,0,0,0,0,1
"RBMY1E",0,0,0,0,0,0,1
"RBMY1J",0,0,0,0,0,0,1
"RBMY2FP",0,0,0,0,0,0,1
"RBP1",116.8752,116.8752,63.263087,59.796121,64.754483,62.6045636666667,1.85325066637907
"RBP2",0.34138,0.34138,6.218305,0,0,2.07276833333333,0.436537953560877
"RBP3",0.27931,0.27931,0,0,0,0,1.27931
"RBP4",16.75853,16.75853,0.1505,0,0,0.0501666666666667,16.9102015553087
"RBP5",0.80689,0.80689,0.194772,0.040529,0.344567,0.193289333333333,1.5142094624718
"RBP7",32.95843,32.95843,0,0,0,0,33.95843
"RBPJ",54.21693,54.21693,13.164745,4.946853,6.128073,8.07989033333333,6.08123313971009
"RBPJL",0.12414,0.12414,0,0,0,0,1.12414
"RBPMS",72.46511,72.46511,222.595494,255.79873,202.504466,226.96623,0.322263126428857
"RBPMS2",7.60341,7.60341,58.61067,58.960994,51.288446,56.2867033333333,0.150181621552552
"RBX1",46.02388,46.02388,41.957974,33.587136,34.976442,36.8405173333333,1.2426859703257
"RC3H1",1.95516,1.95516,7.03482,1.210139,0.80759,3.01751633333333,0.735568882565837
"RC3H2",9.5896,9.5896,9.435964,4.10793,2.914027,5.48597366666667,1.63269241354202
"RCAN1",148.68536,148.68536,20.194333,22.085031,15.683994,19.3211193333333,7.36599975349127
"RCAN2",167.52319,167.52319,29.025067,25.553114,21.498216,25.358799,6.39343203762812
"RCAN3",8.06892,8.06892,3.007441,1.824901,2.738522,2.52362133333333,2.57374988458843
"RCBTB1",31.46879,31.46879,10.295257,3.915024,2.937286,5.71585566666667,4.834646783902
"RCBTB2",22.77918,22.77918,0.834513,1.127875,0.551277,0.837888333333333,12.9383159840143
"RCC1",5.21376,5.21376,4.240339,2.004636,3.167327,3.137434,1.50183906256873
"RCC2",17.03783,17.03783,7.862132,7.54879,6.380439,7.263787,2.18275592049989
"RCCD1",4.96549,4.96549,17.752261,9.229066,9.105584,12.0289703333333,0.457863503206994
"RCE1",10.55166,10.55166,6.297711,4.568939,2.743662,4.53677066666667,2.08635334483783
"RCHY1",18.40334,18.40334,7.417611,10.315514,6.405263,8.04612933333333,2.14493285304934
"RCL1",7.54134,7.54134,2.671629,3.198003,4.25856,3.376064,1.9518316002691
"RCN1",26.62744,26.62744,29.080998,23.815275,30.399546,27.765273,0.96044421340969
"RCN2",34.04463,34.04463,17.548163,15.641005,14.020723,15.7366303333333,2.09388803492921
"RCN3",11.5758,11.5758,6.864215,10.787468,11.234498,9.628727,1.1831896707856
"RCOR1",7.10686,7.10686,10.586085,4.734007,3.372438,6.23084333333333,1.12114999956206
"RCOR2",9.34133,9.34133,24.819246,28.707829,26.057537,26.528204,0.375663083577846
"RCOR3",27.27916,27.27916,22.213191,13.174604,12.653205,16.0136666666667,1.66214376677573
"RCSD1",24.5171,24.5171,20.652715,17.050694,14.155294,17.2862343333333,1.39542672016872
"RCVRN",0,0,0.093472,0.097814,0.396786,0.196024,0.836103623338662
"RD3",0.06207,0.06207,0.016436,0.034487,0,0.0169743333333333,1.04434297424091
"RD3L",0,0,0.300731,0.206563,0.170121,0.225805,0.815790439751837
"RDH10",5.36894,5.36894,6.150448,3.85986,1.486281,3.83219633333333,1.31802177739881
"RDH11",52.04453,52.04453,13.819637,10.459792,8.877385,11.0522713333333,4.40120609078001
"RDH12",0.34138,0.34138,0,0.027968,0.028256,0.0187413333333333,1.31670322594155
"RDH13",14.61716,14.61716,18.204791,17.751352,18.024484,17.9935423333333,0.822235248481909
"RDH14",11.85511,11.85511,20.033344,18.1415,13.369809,17.181551,0.70704143997396
"RDH16",1.05517,1.05517,0.08656,0.16911,0.101522,0.119064,1.83650801026572
"RDH5",9.31029,9.31029,2.664785,3.1061,2.170816,2.64723366666667,2.82687947696615
"RDH8",0.12414,0.12414,0,0.247888,0,0.0826293333333333,1.03834245515855
"RDM1",0,0,0.742004,1.152531,0.620145,0.838226666666667,0.544002553185316
"RDX",73.98579,73.98579,41.431512,27.109599,21.594136,30.0450823333333,2.41538383422122
"REC8",43.26182,43.26182,24.70228,19.808389,21.338815,21.949828,1.92863406209406
"RECK",3.56895,3.56895,1.874421,1.569247,1.259081,1.567583,1.7794750938918
"RECQL",9.83788,9.83788,2.231074,1.90397,0.967266,1.70077,4.01288521421669
"RECQL4",7.72754,7.72754,10.17305,15.80244,7.758817,11.244769,0.712756606514994
"RECQL5",28.5826,28.5826,11.553816,10.077227,7.100644,9.577229,2.79681946944705
"REEP1",5.95859,5.95859,9.456618,7.90394,4.81616,7.39223933333333,0.829169632038616
"REEP2",45.96181,45.96181,22.337778,16.267042,12.59273,17.06585,2.59947968127711
"REEP3",38.32737,38.32737,17.735974,16.263473,11.146971,15.048806,2.4504857246078
"REEP4",19.48954,19.48954,5.59112,6.318718,4.889823,5.599887,3.10452891087378
"REEP5",92.20293,92.20293,73.850957,52.474888,46.996364,57.7740696666667,1.58578316132598
