"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"C1QTNF4","C1qtnf4",0.456512,0.485823,0.275186,12,18,4,0.405840333333333,3.28038,3.156353,4.202548,39,22,28,0.247105666666667,1.12728245160728
"C1QTNF5","C1qtnf5",5.647876,6.435324,8.041591,21,33,23,6.70826366666667,11.875559,16.572905,16.327178,196,208,173,3.881549,1.57906100433831
"C1QTNF6","C1qtnf6",10.443256,4.449099,1.482576,91,82,80,5.45831033333333,11.03185,4.920036,7.965036,490,169,247,111.203442,0.0575589324018539
"C1QTNF7","C1qtnf7",1.427395,1.836953,1.548659,74,84,63,1.60433566666667,0.025778,0.033568,0,2,2,0,16.7023466666667,0.147118103362567
"C1QTNF9B","C1qtnf9",7.506525,8.598011,8.773416,443,474,372,8.29265066666667,0.899491,0.136908,0.391974,13,1,5,114.421697666667,0.0805104313532407
"C1R","C1ra",1.706763,1.931663,1.72759,168,177,123,1.788672,10.204396,0.969383,1.723253,216,16,22,3.19626966666667,0.664559768918569
"C1RL","C1rl",0.162091,0.185182,0.183845,16,17,13,0.177039333333333,23.764126,10.918697,10.165966,260,104,107,9.42016166666667,0.112957876373319
"C1orf87","Gm12695",0,0,0,0,0,0,0,0,0,0.614883,0,0,4,0.301342666666667,0.768437111619076
"C2","C2",0.218327,0.189966,0.175875,6,9,1,0.194722666666667,1.335717,1.102169,0.576517,28,15,7,45.650245,0.0256102120506906
"C20orf204","Gm29797",0,0.056459,0.074304,0,1,1,0.0435876666666667,0.635098,0.519968,1.077203,35,31,41,68.7170773333333,0.0149688958083689
"C2CD2","C2cd2",4.638296,4.451543,6.122841,303,263,197,5.07089333333333,4.937709,5.640361,6.144096,303,334,339,8.27231366666667,0.654733387111113
"C2CD2L","C2cd2l",4.480398,4.283719,8.892825,163,140,121,5.88564733333333,10.326309,18.647882,16.500436,543,606,571,0.0210683333333333,6.74357152067851
"C2CD3","C2cd3",1.03391,0.958676,1.046646,164,149,114,1.01307733333333,14.84257,8.306558,11.470098,543,320,313,25.0915846666667,0.0771542763328263
"C2CD4C","C2cd4c",0.021288,0,0.015107,3,0,1,0.0121316666666667,4.486461,9.908316,11.031075,235,388,371,7.42950233333333,0.120070156771216
"C2CD4D","C2cd4d",0.085464,0.085186,0.100768,2,3,1,0.0904726666666667,0.088361,0.178736,0.072164,2,3,1,44.793855,0.0238126418198832
"C2CD5","C2cd5",1.535152,2.495052,1.829116,185,168,160,1.95310666666667,32.280774,28.303127,35.9747,938,730,761,31.6429383333333,0.0904669376424089
"C3","C3",28.106089,28.34064,22.300709,1096,1129,778,26.249146,2.504154,1.039777,1.247467,13,9,5,11.1138066666667,2.24942883354585
"C3AR1","C3ar1",0.458467,0.377614,0.458291,64,49,46,0.431457333333333,0.470151,0.413307,0.236313,10,10,7,7.218891,0.174166725575669
"C4B","C4b",0.412782,0.787976,0.734978,78,100,83,0.645245333333333,2.289612,2.017348,3.054817,90,29,18,4.020805,0.327685567022287
"C4orf33","D3Ertd751e",2.911191,3.56972,3.808853,225,225,198,3.42992133333333,8.714498,9.466251,4.794584,227,168,171,9.98992966666667,0.403089143215324
"C4orf48","Gm1673",0.301913,0.293315,0,2,3,0,0.198409333333333,14.455474,19.750179,17.621025,56,59,45,48.6636366666667,0.0241305191034809
"C5AR1","C5ar1",0.583393,0.611596,0.9773,47,37,33,0.724096333333333,0.816538,0.094758,1.118211,4,3,5,4.134471,0.335788503495946
"C5AR2","C5ar2",0.125201,0.088143,0.091701,14,9,7,0.101681666666667,0.09425,0.105524,0.087142,12,10,7,46.6552553333333,0.0231177371511443
"C5orf46","Gm94",0,0,0,0,0,0,0,0.315518,0,0.469053,2,0,2,26.415995,0.0364750577172195
"C6orf163","Gm136",0,0,0,0,0,0,0,1.657802,0.330586,0.75533,18,7,14,4.33718666666667,0.187364629055507
"C7orf57","Gm11992",0.043112,0.144863,0.098932,3,9,5,0.0956356666666667,0.163413,0.806398,0.844584,5,13,16,11.4564196666667,0.087957510744326
"C8A","C8a",0,0,0,0,0,0,0,0,0,0,0,0,0,4.43223233333333,0.184086382657786
"C8B","C8b",0,0,0,0,0,0,0,0,0,0,0,0,0,82.7981673333333,0.0119334352029704
"C8G","C8g",0.907024,0.793823,0.569787,21,13,10,0.756878,1.528565,0.41415,0.823333,7,2,2,42.3828633333333,0.0404970503330078
"C9","C9",0,0,0,0,0,0,0,0.190892,0,0.087804,3,0,3,43.8204416666667,0.0223112482343901
"CAAP1","Caap1",0.761988,0.362665,0.542186,45,19,23,0.555613,21.3408,16.204582,17.489191,379,199,243,25.7471236666667,0.0581600107505641
"CAB39","Cab39",12.050021,17.778531,14.347053,1439,1438,1212,14.7252016666667,29.956272,33.379953,37.143785,1405,1316,1426,0.066097,14.750254120091
"CAB39L","Cab39l",3.239532,2.675501,4.87553,197,203,175,3.59685433333333,9.527747,10.209339,14.910559,413,336,329,152.452145,0.0299562729040597
"CABCOCO1","Cabcoco1",3.538033,3.772323,5.259448,108,115,112,4.18993466666667,0.149042,0,0.140309,3,0,2,63.6813233333333,0.0802385356267448
"CABLES1","Cables1",0.746985,0.83356,0.721216,73,68,43,0.767253666666667,1.810721,1.794934,2.683947,88,70,72,12.574342,0.130190742701684
"CABLES2","Cables2",1.699831,1.380671,2.017276,163,133,121,1.69925933333333,8.893434,6.15071,7.216108,385,231,265,7.314805,0.324632908809447
"CABP1","Cabp1",1.146151,0.285413,1.07046,47,25,37,0.834008,1.681144,0.250757,0.287455,33,5,5,11.07405,0.15189667095962
"CABP2","Cabp2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.79637533333333,0.357605786347708
"CABP4","Cabp4",0.068763,0.036824,0.156331,6,3,1,0.087306,0.52903,0.362074,0.147883,4,5,2,264.852075666667,0.00408989095636514
"CABP5","Cabp5",0,0,0,0,0,0,0,0,0,0,0,0,0,52.0218993333333,0.0188601316168116
"CABP7","Cabp7",0.011221,0,0,1,0,0,0.00374033333333333,0.173399,0.045838,0.240479,10,2,9,0.212473666666667,0.827845058353157
"CABS1","Cabs1",0,0,0,0,0,0,0,0,0,0,0,0,0,16.9724056666667,0.055640854015147
"CABYR","Cabyr",0.118784,0.154816,0.07641,6,8,3,0.11667,18.401556,19.094244,18.799844,193,187,164,2.17479533333333,0.351729759797639
"CACFD1","Cacfd1",5.255013,5.946979,6.739263,396,394,337,5.98041833333333,19.192794,18.524998,23.155255,346,260,243,39.4313733333333,0.172648558726507
"CACHD1","Cachd1",0.609468,0.380402,0.919703,31,37,33,0.636524333333333,10.562867,30.487806,31.380613,1055,2322,2131,6.914217,0.206782848301144
"CACNA1A","Cacna1a",0.545968,1.795659,0.677285,28,29,30,1.006304,32.603605,30.715626,24.444463,1093,779,602,33.7473656666667,0.0577397440498535
"CACNA1B","Cacna1b",0.122997,0.065473,0.012584,4,3,3,0.067018,16.066764,21.121794,21.052472,2124,2337,2001,91.602641,0.0115225439412684
"CACNA1C","Cacna1c",14.27364,11.195968,13.842219,3106,2614,2182,13.1039423333333,6.670937,9.886226,7.087896,720,1142,891,45.0798913333333,0.306075859235606
"CACNA1D","Cacna1d",2.660107,0.556172,0.312423,30,30,22,1.176234,6.012134,9.41904,8.822677,215,372,307,1.68552,0.810358515296851
"CACNA1E","Cacna1e",0.008998,0.011226,0.006589,2,2,1,0.00893766666666667,5.598198,15.171131,9.911026,785,1143,819,1.81589033333333,0.358301477413124
"CACNA1F","Cacna1f",0,0.005124,0,0,1,0,0.001708,0.449835,0.194664,0.89061,10,2,5,261.10703,0.00382175174774976
"CACNA1H","Cacna1h",0.494142,1.116732,1.061219,73,91,103,0.890697666666667,14.805855,11.075728,9.305757,1336,679,753,330.919114,0.00569626028426512
"CACNA1S","Cacna1s",2.763252,1.892336,2.95042,168,130,157,2.535336,4.996966,0.01127,0,585,1,0,174.318203,0.020165253462015
"CACNA2D1","Cacna2d1",14.682285,14.34437,16.435186,2793,2421,2321,15.153947,18.300425,14.703332,12.241451,2118,1511,1151,0,16.153947
"CACNA2D2","Cacna2d2",0.401317,0.281214,0.256924,21,16,19,0.313151666666667,4.93802,6.536683,6.52313,482,500,428,17.882415,0.069543629173846
"CACNA2D3","Cacna2d3",0.121249,0.16959,0.07251,4,4,3,0.121116333333333,39.015109,50.342697,47.757537,1667,1629,1543,22.626543,0.0474515604476429
"CACNA2D4","Cacna2d4",0,0,0,0,0,0,0,1.95651,0.265055,0.360281,59,3,2,0,1
"CACNB1","Cacnb1",0.75213,0.884557,0.871922,47,60,51,0.836203,36.640262,26.518493,30.425679,1140,794,776,38.5116596666667,0.0464724340989675
"CACNB2","Cacnb2",11.542432,8.394617,11.231861,813,692,624,10.3896366666667,3.831756,3.958854,3.932548,223,145,170,23.389781,0.466983966222028
"CACNB3","Cacnb3",0.551636,0.291828,0.782793,33,21,25,0.542085666666667,52.316278,84.106313,93.806235,1049,1169,1131,19.6496093333333,0.0746786848009457
"CACNB4","Cacnb4",0.087792,3.077927,0.057148,24,25,11,1.074289,3.735452,6.14839,5.591014,444,298,245,0.692617666666667,1.22549175803238
"CACNG1","Cacng1",0.026824,0,0,1,0,0,0.00894133333333333,6.158874,0,0.070823,132,0,1,26.590819,0.0365680095735227
"CACNG2","Cacng2",0,0,0,0,0,0,0,1.754258,2.373494,1.489436,72,74,41,24.0944456666667,0.0398494556637414
"CACNG3","Cacng3",0,0,0,0,0,0,0,0.059933,0.118571,0.090318,2,3,2,134.242237666667,0.00739413970999736
"CACNG4","Cacng4",0.017039,0.009002,0.012021,2,1,1,0.0126873333333333,18.44048,29.319236,31.009305,1209,1455,1338,0.995529666666667,0.507477964496978
"CACNG5","Cacng5",0,0,0,0,0,0,0,3.630235,0.563857,0.807177,700,88,68,1.65160633333333,0.377129888184759
"CACNG6","Cacng6",0.518499,0.223783,0.732226,29,13,24,0.491502666666667,0.684365,0,0.058658,21,0,1,34.0646863333333,0.0425357481452446
"CACNG7","Cacng7",0.341008,0.844831,0.74459,21,39,31,0.643476333333333,37.187355,50.518443,56.164551,1094,1051,1218,3.578592,0.358947976437589
"CACNG8","Cacng8",0,0,0,0,0,0,0,5.947728,5.826713,6.510816,964,714,694,172.324418666667,0.00576952750046822
"CACTIN","Cactin",2.302147,2.874981,2.679448,136,158,107,2.61885866666667,10.674112,9.498828,13.310108,307,207,226,31.655189,0.110820325267959
"CACUL1","Cacul1",2.361385,2.594656,2.191995,403,386,291,2.38267866666667,19.290969,16.909462,9.582287,1116,778,775,45.590723,0.0726041247882474
"CACYBP","Cacybp",8.347987,10.407968,7.543953,453,456,358,8.766636,337.444708,313.425665,271.263836,920,673,759,4.991334,1.6301271135944
"CAD","Cad",4.148568,4.046938,4.805767,171,186,157,4.33375766666667,30.294581,32.055843,44.261256,1242,1009,910,160.794454666667,0.0329662575744973
"CADM1","Cadm1",0.309489,0.35534,0.20527,21,30,21,0.290033,218.96073,170.241458,173.085875,6178,4425,4739,172.497551,0.00743545365663403
"CADM2","Cadm2",0.038321,0.059786,0.214516,5,4,5,0.104207666666667,11.02287,10.9728,10.282747,1746,1336,1092,15.5078436666667,0.066889879075868
"CADM3","Cadm3",0.412952,0.512006,0.475498,21,25,13,0.466818666666667,36.412341,65.78369,69.229687,2047,2852,2539,17.361168,0.0798870021050222
"CADM4","Cadm4",3.30605,2.739375,2.733391,157,139,106,2.926272,492.523075,568.62325,748.608394,4940,4710,5019,20.618773,0.18161400741846
"CADPS","Cadps",0.008726,0,0,1,0,0,0.00290866666666667,120.032055,66.416406,75.177459,2707,1437,1300,184.757020333333,0.00539903506670697
"CADPS2","Cadps2",0.321035,0.108959,0.121195,17,10,11,0.183729666666667,1.010637,3.884691,5.646014,67,166,227,0.476255666666667,0.80184597654381
"CAGE1","Cage1",0.092851,0.061215,0.063126,9,5,4,0.0723973333333333,0.040244,0.026971,0.596093,2,1,5,25.3991496666667,0.0406224195428315
"CALB1","Calb1",0.302611,0.192906,0.083847,5,3,1,0.193121333333333,0.842734,1.661308,4.422479,25,21,63,15.5412656666667,0.0721299903753838
"CALB2","Calb2",0,0,0,0,0,0,0,38.878542,39.867891,55.997529,493,396,533,43.4689033333333,0.0224876244980481
"CALCB","Calcb",0,0.06448,0,0,1,0,0.0214933333333333,0,0.497503,0.54257,0,6,8,10.8029773333333,0.0865453948173303
"CALCOCO1","Calcoco1",27.399652,23.21285,31.603055,1241,1026,968,27.4051856666667,44.681237,32.564753,32.158156,1521,791,821,13.9407376666667,1.90119030936737
"CALCOCO2","Calcoco2",0,0,0,0,0,0,0,40.044181,30.209794,36.935465,535,339,327,101.587561333333,0.00974777046069692
"CALCR","Calcr",0,0,0,0,0,0,0,0,0.081547,0,0,4,0,17.627618,0.0536837291810472
"CALCRL","Calcrl",3.613125,4.207776,2.276648,356,321,237,3.36584966666667,2.257651,0.480809,0.629767,134,13,15,32.4929996666667,0.130351109489058
"CALHM1","Calhm1",0.026733,0.028507,0,1,1,0,0.0184133333333333,0.26883,0.025886,0.101543,16,1,4,167.129570666667,0.00605731240075809
"CALHM2","Calhm2",0.623312,0.55827,0.471721,50,42,27,0.551101,4.929542,1.536638,2.372105,117,37,49,203.403738666667,0.0075884179522248
"CALHM4","Calhm4",0,0,0,0,0,0,0,0.159741,0,0.239893,1,0,2,32.3988796666667,0.029941124073034
"CALHM5","Calhm5",0.168726,0.151601,0.096847,29,24,12,0.139058,0.940626,0.380457,0.416746,171,53,53,31.5827313333333,0.0349589476814272
"CALHM6","Calhm6",0,0,0,0,0,0,0,15.585802,4.23928,2.452282,92,20,11,28.9567083333333,0.0333815046991422
"CALM1","Calm1",39.233256,51.378062,51.067275,1726,1941,1551,47.2261976666667,329.182514,318.46526,340.942522,12455,10424,10746,10.833631,4.07535080878106
"CALM2","Calm2",32.306582,38.516471,34.937116,671,676,601,35.2533896666667,620.686971,876.743046,969.745286,11054,11634,11978,34.1902273333333,1.03021186317618
"CALM3","Calm3",48.934714,58.65822,49.460994,999,1129,902,52.3513093333333,1306.683221,1201.294591,1109.124964,27124,18539,15856,1.92120766666667,18.2634428706027
"CALML3","Calml3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.042128,0.959575023413631
"CALML4","Calml4",0.012717,0,0.017702,1,0,1,0.0101396666666667,2.338715,1.799907,0.459345,21,12,2,29.9477733333333,0.0326401403999771
"CALML5","Calm4",0,0,0,0,0,0,0,0,0,0,0,0,0,97.4906673333333,0.0101532462625681
"CALN1","Caln1",0,0,0,0,0,0,0,0.344732,0.500501,0.631499,31,40,44,0.721031333333333,0.581046945881675
"CALR","Calr",57.580129,56.226301,57.186741,2576,2277,1680,56.9977236666667,564.542352,552.140554,704.993962,7748,6356,6513,2.97807066666667,14.579359827025
"CALR3","Calr3",2.555102,2.446796,2.403165,104,89,66,2.46835433333333,0,0,0.073557,0,0,1,23.55226,0.14126415789558
"CALU","Calu",43.492831,48.962327,43.439137,3191,3158,2419,45.2980983333333,201.840408,152.620855,172.09413,6445,3651,4046,0.541894333333333,30.0267646961541
"CALY","Caly",0.08298,0,0.050604,3,0,1,0.044528,40.190601,44.001528,46.789255,534,460,359,93.4925116666667,0.0110540822926233
"CAMK1","Camk1",9.73476,10.716633,13.169078,454,464,425,11.2068236666667,8.386204,6.808001,14.695233,177,125,151,57.002395,0.210453786721508
"CAMK1D","Camk1d",0.229244,0.265582,0.24073,53,55,40,0.245185333333333,5.842279,8.076647,7.033232,734,762,649,1.84485366666667,0.437697498441923
"CAMK1G","Camk1g",0.052415,0.060745,0.077682,2,3,2,0.063614,7.105599,4.033203,4.306626,152,81,71,114.068112666667,0.00924334270677676
"CAMK2A","Camk2a",5.5403,6.293698,6.608016,476,503,414,6.147338,3.850267,1.650729,1.980698,225,108,122,3.984115,1.4340234926361
"CAMK2B","Camk2b",1.043997,1.580065,1.339117,125,131,108,1.32105966666667,26.331098,40.321116,39.522368,938,1137,981,0.0698446666666667,2.16952959526212
"CAMK2D","Camk2d",65.44208,64.540557,58.221217,1590,1621,1522,62.734618,40.276505,46.686429,51.297407,1800,1631,1606,0.016808,62.6810744998072
"CAMK2G","Camk2g",10.295158,12.632926,18.093927,464,465,434,13.6740036666667,38.435977,55.550044,48.855989,1734,1958,1691,18.5612326666667,0.750157411688677
"CAMK2N1","Camk2n1",1.205988,1.383229,1.287879,163,186,123,1.29236533333333,7.968263,9.73441,13.573104,217,236,265,0.072256,2.13788995662727
"CAMK2N2","Camk2n2",0.302596,0.166442,0.159303,9,6,3,0.209447,12.486307,12.229764,13.602866,220,160,147,59.4787883333333,0.0199978708788616
"CAMK4","Camk4",0.011602,0,0.156331,1,0,1,0.0559776666666667,2.162164,1.442721,1.543892,332,244,237,7.79053733333333,0.120126634655477
"CAMKK1","Camkk1",0.111749,0.15049,0.155946,13,14,13,0.139395,4.234381,3.807458,4.167277,275,185,178,16.9374846666667,0.0635203330440942
"CAMKK2","Camkk2",1.193019,1.629966,1.703568,118,146,101,1.508851,9.862083,11.322665,13.060628,694,626,666,32.9156303333333,0.0739732971300322
"CAMKMT","Camkmt",0.131322,0.248179,0.353486,6,9,12,0.244329,8.868506,8.985706,9.792046,102,86,90,6.73700033333333,0.160828350315439
"CAMKV","Camkv",0,0,0,0,0,0,0,9.424631,10.226422,11.880414,312,289,273,1.42314533333333,0.412686761393869
"CAMP","Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,46.153564,0.0212073047118983
"CAMSAP1","Camsap1",9.546325,5.300533,5.37016,338,301,273,6.739006,48.743095,58.347136,67.166999,1861,1896,1722,28.7669046666667,0.259986924628621
"CAMSAP2","Camsap2",2.019255,1.780251,2.182675,376,312,292,1.99406033333333,20.535156,20.556995,18.865904,2206,1910,1606,10.984772,0.249822051961717
"CAMSAP3","Camsap3",0.051934,0.053983,0.190022,7,8,4,0.0986463333333333,10.163492,21.000321,17.043105,422,527,549,3.165212,0.263767206407101
"CAMTA1","Camta1",117.46044,124.891789,82.496179,1197,1137,1011,108.282802666667,71.243659,67.225858,80.468184,2439,2186,1829,28.0773343333333,3.758350109191
"CAMTA2","Camta2",5.176854,4.075443,3.76386,487,472,418,4.338719,139.239359,117.55306,119.090095,959,899,729,27.1105403333333,0.189918761314928
"CAND1","Cand1",3.494208,2.785261,4.103881,348,363,308,3.46111666666667,59.940484,51.329568,45.642514,3225,2396,2375,40.5679463333333,0.107321074534041
"CAND2","Cand2",5.67709,6.086864,6.903103,1093,1136,949,6.22235233333333,9.610588,5.951938,8.888398,514,392,388,13.0889166666667,0.512626520846765
"CANT1","Cant1",2.307878,2.037536,2.723332,220,196,171,2.35624866666667,28.598874,30.664749,24.718852,639,490,488,23.6395746666667,0.136213742001282
"CANX","Canx",61.774117,53.680587,75.559858,3377,2680,2482,63.6715206666667,458.87006,459.982111,533.626012,10500,7980,8566,0.296361666666667,49.8869430727279
"CAP1","Cap1",5.946584,6.022727,5.802343,457,448,330,5.92388466666667,307.843552,379.380092,249.953423,4098,3906,3509,20.2883056666667,0.32524357621885
"CAP2","Cap2",20.256198,19.328017,24.004039,1440,1215,1141,21.1960846666667,40.739867,27.939479,30.408233,1815,917,957,3.11585866666667,5.39281993486009
"CAPG","Capg",3.539642,3.382456,3.261859,82,75,53,3.39465233333333,2.813078,0.749921,1.215061,23,6,4,17.9076133333333,0.232427660533217
"CAPN1","Capn1",5.452332,5.601584,5.122058,221,234,189,5.39199133333333,87.012661,117.26028,113.357474,2115,1993,1819,128.992842666667,0.0491718713292851
"CAPN10","Capn10",1.802892,0.923519,3.149255,44,30,45,1.95855533333333,16.890989,17.493535,17.981343,408,287,263,7.43188866666667,0.350876944690842
"CAPN11","Capn11",0.107119,0.268154,0,9,21,0,0.125091,0.082304,0.0821,0,2,1,0,4.21326466666667,0.215813136669191
"CAPN12","Capn12",0.061265,0.029753,0.062766,6,3,4,0.0512613333333333,1.456516,0.307859,0.410376,18,4,5,3.590427,0.229011665654052
"CAPN13","Capn13",0,0,0,0,0,0,0,0.026862,0,0,1,0,0,12.373418,0.0747751995787464
"CAPN15","Capn15",0.616561,0.753899,0.642248,96,87,80,0.670902666666667,28.381202,23.004671,49.042654,403,330,385,7.221817,0.203227907732155
"CAPN2","Capn2",13.831136,12.927959,11.564145,836,852,630,12.7744133333333,158.14392,117.569113,108.14541,5079,3402,2911,1.75206333333333,5.00512221739083
"CAPN3","Capn3",2.501019,0.485526,4.026582,31,37,42,2.337709,7.360411,62.691633,49.96334,148,653,527,36.77732,0.0883521912089052
"CAPN5","Capn5",0.20162,0.214806,0.284656,27,23,25,0.233694,20.148579,17.359599,16.997631,1163,740,781,62.779974,0.0193429680607897
"CAPN6","Capn6",0.026543,0.038104,0,3,4,0,0.021549,11.13655,0.040639,0.068928,723,2,3,0,1.021549
"CAPN7","Capn7",6.339569,6.650211,7.046652,575,568,498,6.67881066666667,23.247485,17.636632,20.138454,687,498,474,183.493135666667,0.041621118525192
"CAPN8","Capn8",0,0,0,0,0,0,0,0.438274,0.226844,0,1,2,0,71.5179166666667,0.0137896956499256
"CAPN9","Capn9",0,0,0,0,0,0,0,0.189772,0.117878,0,3,4,0,259.122471,0.00384434299795653
"CAPNS1","Capns1",91.158377,107.242456,109.982804,1771,1851,1471,102.794545666667,398.229842,420.5667,463.964988,2778,2239,2189,0.156105,89.7795145481307
"CAPNS2","Capns2",0,0,0,0,0,0,0,0.135865,0.089875,0.303489,2,1,3,2.91765566666667,0.255254694410356
"CAPRIN1","Caprin1",26.358218,29.88559,30.550353,1491,1440,1272,28.931387,204.758496,224.336707,232.867252,5143,4350,4684,40.3742243333333,0.723430770782708
"CAPRIN2","Caprin2",1.678312,1.275916,1.486768,73,62,39,1.480332,43.984367,46.970956,35.416307,1707,1316,1199,0.429483666666667,1.73512440739092
"CAPS2","Caps2",0,0,0,0,0,0,0,2.161338,1.442159,2.176441,57,20,27,0.0305106666666667,0.970392672629622
"CAPSL","Capsl",0,0,0,0,0,0,0,0.375017,0,0,3,0,0,11.6819106666667,0.0788524715466113
"CAPZA1","Capza1",4.503605,7.684558,5.149284,439,452,371,5.779149,115.869494,125.732589,130.189936,1953,1439,1662,59.6329126666667,0.111806421658626
"CAPZA2","Capza2",36.631169,42.720429,35.559608,1486,1392,1187,38.3037353333333,376.324273,430.545386,269.761698,1378,1138,1298,37.7159786666667,1.01518124265247
"CAPZA3","Capza3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAPZB","Capzb",59.027406,72.016837,60.737919,1595,1664,1371,63.9273873333333,176.462305,155.462892,188.126395,2927,1983,1933,6.28645066666667,8.91070156151015
"CARD10","Card10",1.513794,1.493947,1.852777,251,243,212,1.62017266666667,7.682395,6.442114,6.381874,238,146,182,4.43497766666667,0.482094467974815
"CARD11","Card11",0.025441,0.054425,0.046353,2,3,1,0.042073,0.012105,0.031978,0.055261,1,2,3,84.530885,0.0121835872503833
"CARD14","Card14",0.036875,0.007754,0.012952,4,1,1,0.0191936666666667,1.134199,1.308453,1.516529,55,51,53,0.134259,0.898554621710444
"CARD19","Card19",18.926727,17.237308,17.269348,355,310,244,17.8111276666667,84.878712,68.487733,73.817394,485,292,299,0.069497,17.5887615081358
"CARD9","Card9",0.113923,0.183139,0.312662,7,11,12,0.203241333333333,0.73229,1.040375,0.988866,43,40,43,0.370986666666667,0.877646269353458
"CARF","Carf",1.62073,1.589411,1.453853,106,66,57,1.55466466666667,6.496314,5.213521,2.620327,350,227,144,23.052743,0.106210949273713
"CARHSP1","Carhsp1",2.67347,2.9897,2.629824,249,260,176,2.76433133333333,56.162786,23.454055,33.840846,1230,428,521,0.257408333333333,2.99372227266401
"CARM1","Carm1",6.935052,7.73329,9.04481,425,488,403,7.904384,45.115799,40.831717,53.25912,1361,964,1115,0,8.904384
"CARMIL1","Carmil1",0.127522,0.354445,4.005535,20,16,21,1.495834,6.957833,6.835698,7.484644,434,301,276,0.182406666666667,2.11080846409301
"CARMIL2","Carmil2",0.051038,0.040022,0.017178,4,3,1,0.0360793333333333,10.369585,17.050398,21.066133,179,223,235,1.208204,0.469195478920124
"CARMIL3","Carmil3",0.811395,0.495592,0.657032,25,33,23,0.654673,18.048926,27.244918,29.478641,841,1162,1104,5.298667,0.262702092363352
"CARNMT1","Carnmt1",16.85016,11.974766,9.913673,730,477,607,12.9128663333333,4.128681,2.108069,2.789949,180,111,135,11.9552783333333,1.07391489208967
"CARNS1","Carns1",4.234073,5.178842,7.753015,256,260,277,5.72197666666667,3.453999,1.221403,0.298866,146,30,15,0.106580333333333,6.07454918922892
"CARS2","Cars2",8.742955,8.288341,9.481915,321,297,251,8.837737,169.084676,200.618621,164.512647,646,488,537,7.97380833333333,1.09627224413269
"CARTPT","Cartpt",0,0,0,0,0,0,0,9.887659,1.801522,1.206102,108,15,9,18.8520776666667,0.050372561340473
"CASC3","Casc3",2.582418,1.936422,2.275947,257,206,160,2.264929,39.277947,35.658753,36.996836,1461,1107,1124,19.8060133333333,0.156922373724007
"CASD1","Casd1",8.779132,6.933719,5.583241,397,339,285,7.09869733333333,26.596966,31.365261,39.599074,1533,1388,1429,3.05729633333333,1.99608228435208
"CASK","Cask",3.161414,2.81005,2.345549,129,125,117,2.77233766666667,73.134217,81.003936,38.275243,2831,2491,1978,15.5986306666667,0.227268004356665
"CASKIN1","Caskin1",0.0099,0.01545,0.070454,2,3,6,0.0319346666666667,229.194403,152.361099,235.943553,1310,945,977,5.03848866666667,0.170892871317801
"CASKIN2","Caskin2",4.772849,5.863254,6.824071,634,676,560,5.820058,6.592359,6.631681,6.994343,364,214,265,46.056497,0.144933397826022
"CASP1","Casp1",1.029142,0.603665,0.850373,26,17,11,0.827726666666667,0.865214,0.058586,0,1,1,0,0.03046,1.77369977162303
"CASP12","Casp12",1.302741,1.896023,1.551066,67,71,48,1.58327666666667,0,0,0.102964,0,0,1,0.0214766666666667,2.52896297190668
"CASP14","Casp14",0,0,0,0,0,0,0,0.097079,0.046659,0.224571,1,2,4,128.900608333333,0.00769819335590743
"CASP2","Casp2",2.295423,1.784516,2.855341,119,82,94,2.31176,8.340557,6.604097,8.306542,591,346,401,2.40960433333333,0.971303317403495
"CASP3","Casp3",0.273463,0.294092,0.411329,21,18,21,0.326294666666667,18.538599,16.664698,16.406793,665,422,517,10.806777,0.112333337596422
"CASP4","Casp4",0.995734,1.345405,1.23202,29,25,24,1.191053,4.581952,0.184764,0.016294,9,6,1,53.093856,0.0405046554640143
"CASP6","Casp6",2.10273,3.874684,2.106652,50,78,43,2.69468866666667,7.739482,6.308954,10.011181,78,63,83,0,3.69468866666667
"CASP7","Casp7",2.004133,2.958926,2.528684,65,87,70,2.49724766666667,4.08237,3.028976,3.503863,167,67,81,1.96075766666667,1.18120024007368
"CASP8","Casp8",1.266703,1.502512,1.524304,66,77,61,1.431173,28.016904,18.274563,25.985416,124,62,59,0.155773666666667,2.10350267540848
"CASP8AP2","Casp8ap2",2.14823,0.516238,0.75159,131,100,91,1.138686,3.425935,2.532918,2.332354,411,152,165,5.40840433333333,0.333731439022288
"CASP9","Casp9",2.254839,1.386308,1.587096,145,127,134,1.74274766666667,9.745814,5.928993,8.188122,231,164,175,13.6548453333333,0.187156370762107
"CASQ1","Casq1",2.746593,2.067142,2.73605,95,86,70,2.516595,0.33222,0.194523,0.139243,10,4,3,64.2612863333333,0.0538848557479909
