"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"KIT","Kit",0.789491,1.098705,1.770881,66,73,81,1.21969233333333,4.801442,7.960022,5.455387,373,880,519,0.303875666666667,1.70238036499901
"KIZ","Kiz",11.156292,14.585284,14.031317,513,461,413,13.257631,75.822949,69.751642,60.618628,326,300,342,0.0740186666666667,13.2750309119395
"KL","Kl",0,0.005903,0.033585,0,1,4,0.0131626666666667,0.039191,0.009568,0.026634,3,1,3,0.263889666666667,0.801622715484922
"KLB","Klb",0.027423,0,0.012133,2,0,1,0.0131853333333333,0.155296,0.316606,0.124188,15,43,18,3.071601,0.248841999334742
"KLC1","Klc1",105.870011,95.403265,88.18375,696,640,503,96.4856753333333,571.739302,612.713361,553.281205,9313,13115,13364,0,97.4856753333333
"KLC2","Klc2",5.882264,7.023492,6.975846,466,477,418,6.62720066666667,102.673003,136.103005,103.596628,1659,2923,2647,0.079731,7.06398229435542
"KLC3","Klc3",0,0,0,0,0,0,0,1.160617,1.459315,3.479431,31,44,139,6.041062,0.142024029897763
"KLC4","Klc4",3.042597,2.855894,3.210024,238,213,178,3.03617166666667,48.981681,45.120069,38.878177,626,951,756,10.8593713333333,0.340336056037147
"KLF1","Klf1",0.022829,0.041253,0,1,2,0,0.0213606666666667,0,0.069735,0,0,2,0,0.0908506666666667,0.936297421706362
"KLF10","Klf10",2.513203,1.467246,2.862407,182,88,117,2.280952,6.191817,4.905431,5.422264,284,307,354,20.3466373333333,0.153698774601689
"KLF11","Klf11",1.243377,0.735312,0.904345,151,92,77,0.961011333333333,5.131935,4.123886,2.697132,189,232,170,15.0337996666667,0.122304841902831
"KLF12","Klf12",1.430023,5.635051,1.865957,234,211,170,2.97701033333333,1.88148,2.301945,1.854946,318,555,469,6.53319033333333,0.527931747022986
"KLF13","Klf13",3.006371,3.386081,2.355748,618,691,340,2.91606666666667,16.964037,18.106911,18.173568,811,1309,1115,9.39363,0.376775646878585
"KLF14","Klf14",0,0.010748,0.01594,0,1,1,0.008896,0,0,0.015514,0,0,1,8.41307533333333,0.107180274700164
"KLF15","Klf15",6.946289,7.61903,6.335541,503,525,314,6.96695333333333,0.562118,1.022382,1.088843,22,41,50,9.89417633333333,0.731303871863772
"KLF16","Klf16",0.505747,0.485896,0.845433,41,41,47,0.612358666666667,2.8525,3.403536,6.009693,113,179,252,3.66137766666667,0.345897453921527
"KLF17","Klf17",0,0,0,0,0,0,0,0.128583,0.043625,0.08896,2,3,1,9.239844,0.0976577377545986
"KLF2","Klf2",6.176028,7.476803,8.218427,266,374,233,7.29041933333333,0.19522,0.276532,0.242454,5,3,3,2.95687333333333,2.09519452227432
"KLF3","Klf3",5.503168,4.265491,4.8193,555,493,404,4.862653,9.32887,10.146153,8.33591,827,1209,982,0.190984,4.92252876612952
"KLF4","Klf4",3.92766,4.14622,4.552582,348,374,253,4.20882066666667,0.22134,0.163519,0.240182,5,8,13,30.1541386666667,0.167195142911777
"KLF5","Klf5",0.009662,0.010121,0.013633,1,1,1,0.0111386666666667,0.790636,0.664585,0.224913,28,18,14,47.6914963333333,0.0207662270172309
"KLF6","Klf6",6.194558,7.744931,7.546125,669,676,527,7.16187133333333,10.658053,7.737595,6.195311,493,566,410,0.112820666666667,7.33439949294016
"KLF7","Klf7",1.508397,1.505045,1.452903,368,341,251,1.48878166666667,23.447634,21.769767,19.989288,2333,3300,3072,2.71693533333333,0.669578952409359
"KLF8","Klf8",0.019853,0.04979,0.018558,3,7,2,0.0294003333333333,7.015878,5.028338,4.886964,821,960,978,0.566502666666667,0.657132831777284
"KLF9","Klf9",13.809365,12.888484,14.019939,1974,1807,1400,13.572596,0.456114,0.180204,0.184358,37,20,22,33.265419,0.42528579615501
"KLHDC1","Klhdc1",12.811989,12.786121,10.419638,382,326,261,12.005916,3.514585,2.729579,2.137451,87,92,80,14.9318193333333,0.816348448842147
"KLHDC10","Klhdc10",4.305714,4.642926,3.410757,587,543,458,4.119799,14.782419,13.660041,11.271284,1324,1530,1586,77.833095,0.0649447925392248
"KLHDC2","Klhdc2",14.881674,15.717522,16.961186,811,848,652,15.8534606666667,61.873233,57.027668,47.356239,721,873,907,29.165794,0.558694416154492
"KLHDC3","Klhdc3",10.246911,10.88619,11.680671,504,449,364,10.937924,33.095252,37.639278,35.12059,938,1458,1430,3.636974,2.57450742661054
"KLHDC4","Klhdc4",2.34485,2.167388,3.09896,98,93,75,2.537066,28.825427,28.447014,20.621321,428,637,561,10.3080913333333,0.312790717348881
"KLHDC7A","Klhdc7a",0.242421,0.237889,0.321463,66,61,63,0.267257666666667,0.011867,0,0.008032,1,0,1,1.894542,0.437809389764138
"KLHDC8A","Klhdc8a",1.214554,1.289566,1.807875,163,173,170,1.43733166666667,18.730773,8.695843,11.503463,414,271,426,4.086209,0.479203993911117
"KLHDC8B","Klhdc8b",3.075211,1.881378,2.811934,78,56,47,2.58950766666667,49.555318,27.883211,31.153558,767,531,634,97.039016,0.0366130527734659
"KLHDC9","Klhdc9",0,0.0218,0.029255,0,1,1,0.0170183333333333,12.690421,10.795125,11.198647,93,100,125,11.2479043333333,0.0830361101503269
"KLHL1","Klhl1",0,0,0.006145,0,0,1,0.00204833333333333,2.021103,0.630902,0.4721,133,56,45,1.84040733333333,0.352783321453191
"KLHL10","Klhl10",0.09646,0.103824,0.022162,6,6,1,0.0741486666666667,0.185948,0.345221,0.128058,2,4,1,27.3315846666667,0.0379134693418843
"KLHL11","Klhl11",0.731472,0.753632,0.914663,53,53,47,0.799922333333333,1.013777,0.975526,0.890408,123,162,156,9.31446733333333,0.174504632683892
"KLHL12","Klhl12",2.930788,3.050982,2.468665,290,305,189,2.81681166666667,19.100952,20.076049,18.014994,924,1149,1184,0,3.81681166666667
"KLHL13","Klhl13",2.170266,2.523677,5.021439,148,193,174,3.23846066666667,37.315699,28.831211,19.637472,836,904,669,0.423594,2.97729596125487
"KLHL14","Klhl14",0,0,0,0,0,0,0,0.146461,4.43064,0.9373,10,413,93,0.034908,0.966269465498383
"KLHL15","Klhl15",0.438727,0.704253,0.592036,53,39,36,0.578338666666667,1.794867,1.832475,1.455719,181,251,206,113.381883666667,0.0137988518467337
"KLHL18","Klhl18",1.26041,1.012292,1.334147,142,137,101,1.202283,12.34177,11.604647,9.882801,580,651,585,0,2.202283
"KLHL2","Klhl2",5.456979,3.747471,1.843057,148,150,92,3.68250233333333,15.709327,16.183379,12.793111,343,473,401,0.987775666666667,2.35564928772143
"KLHL20","Klhl20",1.393574,1.352411,1.392015,173,145,118,1.37933333333333,7.196006,10.690191,10.30172,283,565,485,8.64124433333333,0.246786955196966
"KLHL21","Klhl21",8.70637,7.279716,8.393405,1065,942,694,8.126497,3.907451,2.376394,2.201418,217,233,214,5.94944966666667,1.31326902672245
"KLHL22","Klhl22",6.981749,14.911272,15.637127,181,148,134,12.5100493333333,23.950093,20.748487,17.5502,517,784,749,0,13.5100493333333
"KLHL23","Klhl23",6.345589,6.647936,5.905381,521,502,458,6.29963533333333,22.471409,25.146378,21.155861,792,1254,1113,2.363266,2.17040083458559
"KLHL24","Klhl24",14.952651,14.124528,17.217998,3586,2732,2498,15.4317256666667,9.897755,9.338672,5.648132,692,885,709,12.6697693333333,1.20204849591707
"KLHL25","Klhl25",0.44871,0.753885,0.629178,44,43,34,0.610591,3.184174,2.593263,2.089599,167,196,193,5.52384166666667,0.246877696040549
"KLHL26","Klhl26",0.956432,0.941391,1.206005,99,92,80,1.03460933333333,3.975786,3.166146,5.102225,176,241,228,4.11419933333333,0.397835360086994
"KLHL28","Klhl28",1.335524,1.321831,1.434697,225,172,195,1.36401733333333,3.111521,3.094123,3.089447,323,434,437,60.0763503333333,0.038705936429262
"KLHL29","Klhl29",0.021632,0.077991,0.053469,5,10,9,0.0510306666666667,14.998282,16.369172,11.188754,1224,1877,1383,4.139757,0.204490341988282
"KLHL3","Klhl3",0.438792,0.336417,0.376779,105,74,66,0.383996,2.5218,4.281352,3.009522,262,396,426,4.96173733333333,0.232146423536942
"KLHL30","Klhl30",3.818618,4.125555,5.026817,402,415,374,4.32366333333333,0.067527,0,0.033479,4,0,3,8.84144633333333,0.540943185891477
"KLHL31","Klhl31",3.477656,3.529884,4.341245,723,708,637,3.78292833333333,0.085863,0.110046,0.14199,8,14,19,127.711736666667,0.0371600015445367
"KLHL35","Klhl35",0,0,0,0,0,0,0,0.960548,2.14004,1.229461,28,78,42,23.4938663333333,0.0408265476095587
"KLHL36","Klhl36",0.24298,0.407749,0.246157,18,25,13,0.298962,8.006861,7.056297,6.517654,771,1012,983,33.7804116666667,0.0373475165403208
"KLHL38","Klhl38",5.606554,4.407285,4.399793,405,296,227,4.804544,0,0,0,0,0,0,46.662872,0.121783345325896
"KLHL40","Klhl40",1.657277,1.854029,2.445428,130,145,139,1.985578,0,0,0,0,0,0,10.6868676666667,0.255464345550474
"KLHL41","Klhl41",9.475366,8.986799,9.654456,725,640,534,9.372207,2.607696,1.369808,0.592815,21,27,23,43.8026893333333,0.231508580273619
"KLHL42","Klhl42",0.518875,0.562494,0.736848,106,112,90,0.606072333333333,15.179669,15.013649,12.697371,1510,2107,1836,16.130565,0.09375477886067
"KLHL6","Klhl6",0.725833,1.093182,1.671053,51,62,57,1.163356,0.775885,0.622186,0.427575,57,50,37,2.333968,0.6488832526287
"KLHL7","Klhl7",5.918154,4.830149,5.133779,551,418,349,5.29402733333333,100.448752,156.176418,113.655952,1473,2647,2239,0.0437583333333333,6.03015768337179
"KLHL8","Klhl8",1.677952,1.934591,1.408146,124,110,98,1.673563,8.646486,8.478787,8.440106,523,721,742,1.326604,1.14912679596528
"KLHL9","Klhl9",6.086403,5.65503,6.76499,807,694,637,6.16880766666667,15.332417,16.703707,12.711317,1429,2113,1685,8.73508833333333,0.736388558706795
"KLK11","Klk11",0,0,0,0,0,0,0,0.228327,0.066097,0.062145,5,2,2,0.0266873333333333,0.974006367404293
"KLK14","Klk14",0.118493,0.088851,0.038173,4,3,1,0.081839,0.919044,1.317542,1.242165,14,28,28,0.110107333333333,0.974535495366514
"KLK3","Klk1b16",0,0,0,0,0,0,0,0,0.03104,0,0,1,0,6.53949533333333,0.132634872201437
"KLK4","Klk4",0,0,0,0,0,0,0,15.083324,2.053943,3.619467,17,8,12,8.811621,0.101919957976363
"KLK7","Klk7",0,0,0,0,0,0,0,0.277258,0.178777,0.12006,8,7,5,17.670563,0.0535602488259192
"KLK8","Klk8",1.571471,1.254685,1.666119,25,17,23,1.497425,2.072187,0,0.129452,1,0,1,8.52122333333333,0.262300852796577
"KLKB1","Klkb1",0.005755,0.010211,0.112267,1,2,1,0.0427443333333333,0.417473,0.135269,0.086133,3,4,1,9.35641066666667,0.100685881131532
"KLRB1","Klrb1c",0.012599,0.013541,0,1,1,0,0.00871333333333333,0,0,0,0,0,0,0.320260333333333,0.764026084754497
"KLRD1","Klrd1",0,0.195634,0.144998,0,2,2,0.113544,0.11026,0.145289,0.608776,26,27,35,39.8628683333333,0.0272507546684294
"KLRG1","Klrg1",0.025015,0.026915,0,1,1,0,0.01731,3.53003,3.602013,3.34841,41,56,48,4.904201,0.172302738338346
"KLRG2","Klrg2",0.060074,0.029123,0,2,2,0,0.0297323333333333,0,0.063178,0.021261,0,2,1,15.7873996666667,0.0613395971847854
"KLRK1","Klrk1",0.030955,0.052739,0.041334,1,3,3,0.041676,0.169782,0.076331,0.210979,5,3,9,21.8754116666667,0.0455369291350458
"KMO","Kmo",0.071184,0.23858,0.312661,4,9,3,0.207475,0,0.012187,0.022133,0,1,3,3.43722366666667,0.272123988040269
"KMT2A","Kmt2a",1.201451,1.629327,1.61025,686,663,514,1.48034266666667,19.274133,11.663313,13.394209,1394,1506,1368,0.0415653333333333,2.38136061876099
"KMT2B","Kmt2b",2.95314,2.032588,4.677421,296,286,237,3.22104966666667,77.687883,117.294241,54.076118,965,1536,1198,9.02711833333333,0.420963384129472
"KMT2C","Kmt2c",2.652181,2.563346,2.461453,742,674,568,2.55899333333333,7.75495,5.786595,4.248661,816,866,707,0.116413333333333,3.18788142981691
"KMT2D","Kmt2d",3.308714,3.386552,3.356933,742,612,645,3.350733,21.315586,23.53208,14.289201,1701,2457,1519,10.9945136666667,0.362726920066038
"KMT2E","Kmt2e",8.474226,10.077781,9.740197,661,624,542,9.43073466666667,44.046264,50.06517,30.880392,1460,1939,1575,7.225923,1.26803213045717
"KMT5A","Kmt5a",38.965935,39.577807,37.35384,1546,1582,1259,38.6325273333333,24.745955,22.306925,21.565549,397,555,582,0.104143666666667,35.8943573466134
"KMT5B","Kmt5b",4.808945,4.330325,5.196013,375,320,317,4.77842766666667,13.718309,14.622503,11.258533,743,1207,883,0.00985933333333333,5.72201243869608
"KMT5C","Kmt5c",2.223053,1.361476,1.383758,87,46,39,1.65609566666667,8.833278,9.590486,5.790496,105,188,174,13.8777673333333,0.178527840041949
"KNCN","Kncn",0.037843,0,0,1,0,0,0.0126143333333333,0.027556,0.020263,0,1,1,0,2.424589,0.295689302667658
"KNDC1","Kndc1",0.046727,0.02011,0,5,2,0,0.022279,9.810127,14.967332,10.723928,915,1615,1471,5.831765,0.149636148198891
"KNG1","Kng1",0,0,0,0,0,0,0,0,0,0.010301,0,0,1,0.203023,0.83123930298922
"KNL1","Knl1",0.039297,0.246467,0.01231,9,7,2,0.099358,0.052141,2.133231,1.911218,8,14,10,12.7301386666667,0.0800689655574248
"KNOP1","Knop1",1.435076,1.919313,1.867392,195,180,154,1.74059366666667,14.629824,19.296624,14.366738,389,560,470,51.171866,0.0525301062964983
"KNSTRN","Knstrn",0.264694,0.302166,0.404703,9,6,6,0.323854333333333,18.921348,22.53291,20.244399,246,323,331,9.524229,0.125791099123112
"KNTC1","Kntc1",0.047542,0.023622,0.086573,7,5,4,0.052579,22.271308,19.19992,19.976622,132,130,142,117.846083,0.00885665705953472
"KPNA1","Kpna1",18.338877,24.733918,19.53806,1525,1476,1343,20.870285,27.318993,26.161099,22.87484,1475,1911,1800,13.5888746666667,1.49910705929706
"KPNA2","Kpna2",12.273024,13.35843,15.850474,452,455,422,13.8273093333333,152.539241,144.596181,145.075021,2009,2957,2866,82.17462,0.178267232640598
"KPNA3","Kpna3",6.675617,6.591995,8.071817,904,821,782,7.113143,29.752412,29.522317,25.599969,1344,1974,1754,5.985206,1.16147512328198
"KPNA4","Kpna4",11.05599,13.832752,10.889666,1114,1007,883,11.926136,21.051189,24.02985,21.193704,1172,1275,1236,10.767108,1.09849726882765
"KPNA6","Kpna6",5.882658,9.195964,10.799182,935,919,832,8.62593466666667,14.864047,13.900808,13.105598,1773,2299,2306,0.204091,7.99435812298794
"KPNA7","Kpna7",0,0,0,0,0,0,0,0,0.02853,0.026934,0,1,1,349.443451,0.00285352742973645
"KPNB1","Kpnb1",14.793357,11.997376,15.184019,1479,1402,1221,13.991584,132.667672,120.219163,105.582057,2686,3439,2973,0.0289453333333333,14.5698546991159
"KPRP","Kprp",0,0,0,0,0,0,0,0,0,0,0,0,0,30.9690656666667,0.0312802385414308
"KPTN","Kptn",3.046433,4.053676,2.996493,144,115,103,3.365534,21.814647,22.124317,21.493691,162,269,300,4.95517,0.733066226488916
"KRAS","Kras",5.07975,7.561405,6.142715,459,449,356,6.26129,31.782876,30.774683,23.566261,2665,3504,2762,20.0656446666667,0.344698209568205
"KRBA1","Krba1",2.953151,2.46703,1.598263,327,239,162,2.33948133333333,16.549482,11.145269,10.30153,314,348,398,9.86571533333333,0.307341139620015
"KRCC1","Krcc1",9.819646,13.398538,11.580885,362,370,335,11.5996896666667,2.941522,3.252514,2.635215,78,117,99,0,12.5996896666667
"KREMEN1","Kremen1",10.012616,11.21345,12.452105,1695,1776,1505,11.226057,3.852282,3.609728,3.85398,187,287,365,47.7100136666667,0.250996788538505
"KREMEN2","Kremen2",0.015955,0.028849,0.101679,1,2,5,0.0488276666666667,2.586239,2.778121,3.768909,68,96,180,0.184933333333333,0.885136435242489
"KRI1","Kri1",1.820001,2.790845,4.016662,102,83,98,2.875836,9.300896,7.89788,6.128318,154,179,210,6.60049566666667,0.509945162786971
"KRIT1","Krit1",5.351508,5.36969,5.137626,529,450,367,5.28627466666667,17.650341,14.142684,12.04607,274,277,315,24.690021,0.244697140055536
"KRR1","Krr1",3.235721,4.249682,3.62814,246,265,192,3.70451433333333,10.786027,7.875605,7.810508,508,617,547,8.50759866666667,0.494816251534387
"KRT1","Krt1",0,0,0,0,0,0,0,0,0,0,0,0,0,17.024138,0.055481155326263
"KRT10","Krt10",1.189264,0.294772,1.277392,15,5,11,0.920476,17.277592,14.82775,18.441669,111,136,199,5.62013266666667,0.29009630119195
"KRT12","Krt12",0,0,0,0,0,0,0,0,0,0,0,0,0,49.1940016666667,0.0199226992627705
"KRT13","Krt13",0,0,0,0,0,0,0,0.176891,0,0,1,0,0,0.835243333333333,0.544886872403841
"KRT14","Krt14",0,0,0.043064,0,0,1,0.0143546666666667,0,0,0,0,0,0,6.68970233333333,0.131910784409644
"KRT15","Krt15",0,0,0,0,0,0,0,0.096494,0.03676,0.125583,4,2,7,0.0267783333333333,0.973920044410754
"KRT16","Krt16",0,0,0,0,0,0,0,0,0,0,0,0,0,0.308990666666667,0.763947387452724
"KRT17","Krt17",0,0,0,0,0,0,0,0.131101,0,0,1,0,0,1.12690366666667,0.470167039378527
"KRT18","Krt18",0.045242,0.047522,0.0629,2,2,2,0.051888,56.758692,25.880341,35.009309,864,576,763,3.697893,0.223906334180025
"KRT19","Krt19",0.185581,0.337546,0.065579,5,6,2,0.196235333333333,3.771369,0.259994,2.164367,71,5,57,5.46670933333333,0.18498362485031
"KRT2","Krt2",0,0,0,0,0,0,0,0,0,0,0,0,0,316.077445666667,0.00315380363272911
"KRT20","Krt20",0.017099,0,0,1,0,0,0.00569966666666667,0,0,0.026052,0,0,1,17.7244946666667,0.0537103769458202
"KRT222","Krt222",3.478007,3.1765,4.325669,306,273,274,3.66005866666667,5.128133,5.944084,5.838385,189,301,290,2.99240766666667,1.16723016679242
"KRT23","Krt23",0,0,0,0,0,0,0,0.135869,0.035395,0,1,1,0,0.236797,0.808540124207934
"KRT24","Krt24",0,0,0,0,0,0,0,0,0.025851,0,0,1,0,0.00514033333333333,0.994885954564885
"KRT25","Krt25",0,0,0,0,0,0,0,0,0,0,0,0,0,13.47998,0.0690608688686034
"KRT26","Krt26",0.008541,0,0,1,0,0,0.002847,0,0,0,0,0,0,0.037961,0.966170212560973
"KRT27","Krt27",0,0,0,0,0,0,0,0,0,0,0,0,0,2.42672333333333,0.291823967891582
"KRT28","Krt28",0,0,0,0,0,0,0,0,0,0,0,0,0,0.804405,0.554199306696667
"KRT31","Krt31",0,0,0,0,0,0,0,0,0,0,0,0,0,0.380640666666667,0.72430142334887
"KRT32","Krt32",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203373333333333,0.980068029788841
"KRT33A","Krt33a",0,0,0,0,0,0,0,0,0,0,0,0,0,8.10904766666667,0.109780960270893
"KRT33B","Krt33b",0,0,0,0,0,0,0,0,0,0,0,0,0,4.876743,0.170162282066784
"KRT34","Krt34",0,0,0,0,0,0,0,0,0,0,0,0,0,15.8368046666667,0.0593936925561529
"KRT35","Krt35",0.012685,0,0,1,0,0,0.00422833333333333,0.07461,0,0,2,0,0,69.943508,0.0141553238857787
"KRT36","Krt36",0,0,0,0,0,0,0,0,0,0,0,0,0,2.00694366666667,0.332563596413679
"KRT39","Krt39",0,0,0,0,0,0,0,0,0,0,0,0,0,1.24205433333333,0.446019521085052
"KRT4","Krt4",0,0,0,0,0,0,0,0.330625,0,0,11,0,0,6.15404766666667,0.139781008820974
"KRT40","Krt40",0,0,0,0,0,0,0,0.037668,0,0,1,0,0,18.328935,0.0517359078500704
"KRT5","Krt5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KRT6C","Krt6b",0,0,0,0,0,0,0,0,0,0,0,0,0,11.5885823333333,0.0794370623729487
"KRT7","Krt7",0.028753,0.017605,0.040258,4,2,4,0.028872,7.502856,1.085066,0.158714,31,3,1,1.21218433333333,0.465093249462485
"KRT71","Krt71",0,0,0,0,0,0,0,0,0,0,0,0,0,31.074224,0.0311776833634385
"KRT72","Krt72",0,0,0,0,0,0,0,0,0,0.027707,0,0,1,0.082283,0.923972750195651
"KRT73","Krt73",0,0,0,0,0,0,0,0,0,0,0,0,0,5.99263933333333,0.143007518667963
"KRT74","Krt74",0,0,0,0,0,0,0,0,0,0,0,0,0,4.04422666666667,0.198246444119614
"KRT75","Krt75",0,0,0,0,0,0,0,0,0,0,0,0,0,0.768647666666667,0.565403736904072
"KRT76","Krt76",0,0,0,0,0,0,0,0,0,0,0,0,0,9.82510633333333,0.0923778454647359
"KRT77","Krt77",0,0,0,0,0,0,0,0,0,0,0,0,0,11.2593333333333,0.0815705041057154
"KRT79","Krt79",0,0.030766,0.1053,0,2,1,0.0453553333333333,0.110594,0,0.021004,2,0,1,37.8560573333333,0.0269032785381588
"KRT8","Krt8",0.104521,0.016499,0.021979,7,1,1,0.0476663333333333,111.627515,35.890495,89.223975,1474,720,1133,0.536738666666667,0.681746581938894
"KRT80","Krt80",0.283901,0.323096,0.397345,12,29,15,0.334780666666667,0.254505,0.072245,0.223289,16,6,19,3.72431033333333,0.28253450186133
"KRT81","Krt81",0,0,0,0,0,0,0,0.041184,0,0,1,0,0,0.426975666666667,0.700782797744507
"KRT82","Krt82",0,0,0,0,0,0,0,0,0,0,0,0,0,138.580085333333,0.00716434581345816
"KRT84","Krt84",0,0,0,0,0,0,0,0,0,0,0,0,0,50.1048083333333,0.0195676303778982
"KRT86","Krt86",0,0,0,0,0,0,0,0.187593,0.116214,0.234096,6,5,11,4.567892,0.179601184793096
"KRT87P","Krt87",0,0,0,0,0,0,0,0,0,0,0,0,0,0.436284,0.696241133369166
"KRT9","Krt9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.005639,0.994392620015731
"KRTCAP2","Krtcap2",15.713641,13.06846,14.527293,193,148,110,14.4364646666667,222.463696,194.399926,225.208256,307,399,457,33.346392,0.449434824672899
"KRTCAP3","Krtcap3",0.581706,0.188837,0.752447,11,4,8,0.507663333333333,2.304971,3.41989,2.90002,13,25,19,2.40593066666667,0.442658257282983
"KRTDAP","Krtdap",0,0,0,0,0,0,0,0.648167,0.239476,0.225255,2,1,1,34.3846266666667,0.0282608605545082
"KSR1","Ksr1",0.731031,0.491626,0.554216,111,89,72,0.592291,51.490621,44.801663,31.041946,1066,1612,1221,11.3203966666667,0.129240238206616
"KSR2","Ksr2",0.00438,0.013697,0.006097,2,2,2,0.008058,2.674549,2.912477,2.342305,779,1147,986,0.328693,0.758683909676652
"KTI12","Kti12",2.348199,3.222095,3.062904,109,159,93,2.87773266666667,2.944354,2.808791,2.816715,74,97,104,11.7172703333333,0.304918631516601
"KTN1","Ktn1",30.682822,29.029446,32.388336,3269,2938,2417,30.7002013333333,141.593506,168.107444,130.922502,2170,3031,3041,5.62399333333333,4.78566323033739
"KXD1","Kxd1",20.374928,15.834617,19.596409,476,420,354,18.6019846666667,37.097692,32.622052,30.059913,392,498,564,1.935211,6.67821995306868
"KY","Ky",2.099446,1.65557,3.326749,262,249,255,2.36058833333333,0.287475,0.766974,0.546133,25,93,63,0.689163333333333,1.98949874592747
"KYAT1","Kyat1",5.303362,4.251092,5.743852,252,206,213,5.09943533333333,33.955615,28.190344,40.82712,256,290,343,40.2610786666667,0.147825396970556
"KYAT3","Kyat3",12.009877,8.136752,6.352866,285,212,212,8.833165,10.422186,10.335582,10.014163,289,386,398,7.94924733333333,1.09877005671464
"KYNU","Kynu",0,0,0,0,0,0,0,0.304729,0.221834,0.17515,74,73,60,2.23164333333333,0.309440088788676
"L1CAM","L1cam",0.668304,0.546918,1.801088,33,28,36,1.00543666666667,487.722751,415.375872,381.830368,14430,18232,17380,5.85050733333333,0.292742795399776
"L1TD1","L1td1",0,0,0,0,0,0,0,0.194158,0.012276,0.033116,12,1,3,0.284443333333333,0.778547386286666
"L2HGDH","L2hgdh",8.936639,8.350314,7.191214,504,480,399,8.159389,3.506929,2.725037,2.487547,274,316,299,9.619363,0.862517742354226
"L3HYPDH","L3hypdh",0.803503,1.577263,1.448125,46,75,58,1.276297,4.471725,1.874106,2.031376,40,24,29,2.505347,0.649378506607192
"L3MBTL1","L3mbtl1",0,0.008258,0.010791,0,1,1,0.00634966666666667,36.416655,28.94483,35.406691,1339,1544,1584,1.90799133333333,0.346063502711035
"L3MBTL2","L3mbtl2",1.709423,2.2112,4.719748,111,126,103,2.88012366666667,6.887991,8.643973,6.525199,297,544,425,9.05544,0.385873086276351
"L3MBTL3","L3mbtl3",0.815386,1.959146,2.546102,96,71,65,1.77354466666667,25.496421,31.001564,26.673443,797,1588,1388,103.782954333333,0.0264694261038253
