"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"CENPN","Cenpn",0.086628,0.146884,0.238717,4,8,6,0.157409666666667,2.647492,4.586534,11.605573,32,34,29,2.336909,0.346850833111321
"CENPO","Cenpo",0.164329,0.309759,0.572136,9,18,17,0.348741333333333,8.714935,10.625065,9.974793,289,284,184,4.28639366666667,0.255134486452989
"CENPP","Cenpp",0.543971,0.610242,0.395617,17,18,9,0.51661,0.817914,1.537597,0.811083,57,58,49,3.58355333333333,0.330880844992168
"CENPQ","Cenpq",1.278664,1.074122,1.076963,70,62,47,1.14324966666667,0.632335,0.961539,2.105374,13,21,31,82.097048,0.0257921276176582
"CENPT","Cenpt",0.494436,0.172955,0.498274,18,11,15,0.388555,36.121281,39.079832,45.967168,627,720,516,4.172105,0.268469994325328
"CENPU","Cenpu",0.101759,0.370233,0.194387,3,4,5,0.222126333333333,0.666497,1.265402,1.99598,10,14,18,58.870505,0.0204128282087037
"CENPV","Cenpv",7.40428,14.940581,5.626234,92,88,62,9.32369833333333,53.193514,48.464685,60.319024,389,374,303,46.184278,0.218795301547972
"CENPW","Cenpw",0.339858,0.412377,0.319061,44,46,31,0.357098666666667,1.543706,3.3368,2.562686,9,14,7,200.008430333333,0.00675145149094584
"CENPX","Cenpx",5.13278,4.356378,4.960447,71,60,50,4.816535,23.286115,28.308978,29.075214,154,207,136,37.573498,0.150790965341022
"CEP104","Cep104",5.625582,5.149217,4.185886,562,524,446,4.986895,12.217338,16.26249,12.144256,500,554,331,22.8504676666667,0.251017929026493
"CEP112","Cep112",2.188034,0.668663,1.706019,39,27,31,1.52090533333333,4.053197,4.977582,5.077883,35,37,33,30.0760873333333,0.0811204224744638
"CEP120","Cep120",1.998793,1.880047,2.566156,299,263,279,2.148332,6.604471,8.255613,12.641612,399,519,501,2.50619966666667,0.897932890112077
"CEP126","Cep126",1.084585,0.681036,0.999766,50,49,47,0.921795666666667,5.085435,7.072577,4.358021,291,356,230,7.69699066666667,0.220972488108147
"CEP128","Cep128",2.849479,4.485791,5.634651,118,142,112,4.323307,0.519577,1.618761,1.03994,15,24,22,16.698818,0.300771893354686
"CEP131","Cep131",2.101993,1.455155,1.609542,79,55,64,1.72223,6.123784,4.93526,6.964075,133,158,108,1.740594,0.993299262860533
"CEP135","Cep135",0.398603,0.328763,0.449157,70,54,56,0.392174333333333,2.617095,2.674433,2.607234,149,166,113,26.3954626666667,0.0508176974513103
"CEP152","Cep152",0.164559,0.143509,0.213721,32,26,30,0.173929666666667,3.674021,4.770509,0.267523,22,39,13,18.3190426666667,0.0607654161193081
"CEP162","Cep162",1.090723,0.378163,0.750479,81,80,67,0.739788333333333,2.107061,2.143798,2.686459,96,95,62,0.467991333333333,1.18514891323155
"CEP164","Cep164",0.674443,0.76077,0.705975,97,95,99,0.713729333333333,12.610478,15.96735,17.012635,516,626,464,9.41124,0.164603767978966
"CEP170","Cep170",2.390166,3.142177,3.336283,224,206,196,2.95620866666667,174.82538,146.697713,203.192144,4084,3679,3336,45.5097033333333,0.085062006057374
"CEP170B","Cep170b",1.763074,3.087167,2.05262,136,117,105,2.30095366666667,24.388429,23.598179,27.232765,1681,2045,1365,8.365675,0.352452296995856
"CEP19","Cep19",1.690923,2.175803,2.369735,71,86,67,2.07882033333333,10.205564,10.6659,10.525982,248,291,183,0.122832,2.74201334957797
"CEP250","Cep250",1.345269,0.581437,0.605105,128,124,99,0.843937,36.97289,51.889301,39.404742,769,992,663,23.892642,0.0740755842630123
"CEP290","Cep290",0.784312,0.65575,0.890329,106,79,79,0.776797,11.093474,10.354003,12.394638,400,385,323,1.014881,0.881837190384941
"CEP295","Cep295",0.677564,1.791097,2.601036,81,114,109,1.689899,5.323888,5.423972,7.985791,181,198,190,15.8170176666667,0.159951012320793
"CEP295NL","Cep295nl",0,0.043159,0.056204,0,2,2,0.033121,0,0.078749,0.060755,0,2,1,4.44520933333333,0.18973026320139
"CEP350","Cep350",2.855135,3.75417,3.312056,617,646,530,3.30712033333333,3.803176,4.693356,4.312869,439,487,313,3.376852,0.984068077543708
"CEP41","Cep41",1.012891,0.299037,0.17921,25,17,13,0.497046,10.383068,10.353912,12.894291,462,450,354,14.1468153333333,0.0988356936461407
"CEP44","Cep44",3.29704,2.339928,2.395811,79,45,43,2.677593,3.106869,4.230241,2.885976,94,127,99,1.777497,1.32406731672437
"CEP55","Cep55",0.098739,0.179932,0.097444,7,5,5,0.125371666666667,0,0.129272,0.982007,0,2,10,11.9746626666667,0.0867361021691816
"CEP57","Cep57",2.98118,2.578289,2.070317,112,87,76,2.543262,21.884107,35.128384,35.508175,552,567,409,0,3.543262
"CEP57L1","Cep57l1",0.415904,0.464783,0.397584,24,20,16,0.426090333333333,5.511694,11.985804,5.58075,84,128,64,60.277836,0.0232725309251021
"CEP63","Cep63",10.392798,15.74468,11.404619,363,351,233,12.5140323333333,18.545434,33.61034,21.924335,281,333,220,0.364544,9.9036984760721
"CEP68","Cep68",3.866007,3.421117,3.742066,618,524,438,3.67639666666667,7.997082,8.264596,10.7792,609,665,592,48.6807226666667,0.0941289984455943
"CEP70","Cep70",1.661585,1.215095,1.000604,58,60,46,1.292428,11.42393,14.386753,10.484105,202,235,142,10.4851373333333,0.199599528805518
"CEP72","Cep72",0.23971,0.023231,0.362586,9,3,8,0.208509,2.951064,3.32686,4.233374,39,66,44,23.883867,0.0485659644459601
"CEP76","Cep76",2.553544,3.35742,1.561579,84,92,61,2.49084766666667,7.725913,7.278859,10.986312,86,109,82,0.274143333333333,2.739760571155
"CEP78","Cep78",0.79647,0.619022,0.746917,61,45,42,0.720803,5.912676,5.603499,6.316584,356,359,286,4.807701,0.296296761833986
"CEP83","Cep83",3.527137,3.475367,3.865445,256,240,191,3.62264966666667,3.684264,8.223627,3.075287,84,89,60,3.00054666666667,1.15550449771865
"CEP85","Cep85",17.869394,10.088467,14.189072,643,450,338,14.0489776666667,10.364915,7.118429,12.088108,343,325,274,0,15.0489776666667
"CEP89","Cep89",4.677202,5.206429,3.606347,108,93,85,4.49665933333333,21.194118,17.331764,22.608819,504,523,440,0.00396,5.47497841879491
"CEP95","Cep95",3.016343,2.557538,1.683653,81,79,55,2.419178,42.891267,47.531573,55.346566,325,347,266,36.5479826666667,0.0910615632896674
"CEP97","Cep97",0.343701,0.273447,0.376126,80,67,55,0.331091333333333,3.563344,3.715792,74.574165,361,408,316,2.987312,0.333831747636837
"CEPT1","Cept1",4.395916,4.776689,3.816863,222,172,154,4.32982266666667,12.676705,15.655666,13.537336,255,320,198,2.60265366666667,1.47941577509393
"CER1","Cer1",0,0,0,0,0,0,0,0.142827,0.1312,0.100641,2,2,1,4.38627566666667,0.185657040576027
"CERCAM","Cercam",0.888444,0.512681,0.339562,36,26,18,0.580229,16.19804,23.502612,22.696336,220,320,168,2.22677166666667,0.489724456280607
"CERK","Cerk",3.590708,3.592082,3.354011,451,385,286,3.512267,40.409317,42.081932,40.665369,1649,1968,1255,41.100527,0.107178397078022
"CERS2","Cers2",5.427429,6.862594,7.145863,309,333,235,6.47862866666667,144.774574,171.734563,153.769409,653,647,463,0,7.47862866666667
"CERS3","Cers3",0.033047,0,0,2,0,0,0.0110156666666667,0.019531,0.375254,0.752904,1,4,2,0.008874,1.00212282868492
"CERS4","Cers4",5.038986,4.366414,5.564163,359,313,306,4.98985433333333,26.422049,25.263978,40.90269,349,427,345,0.708374666666667,3.50617136287824
"CERS5","Cers5",4.543138,4.351414,4.78038,219,213,165,4.55831066666667,127.385868,107.076589,161.003008,998,921,897,0.268761,4.38089653344221
"CERS6","Cers6",0.184947,0.289714,0.520238,31,46,35,0.331633,17.357287,19.32197,20.157538,1627,1949,1344,0.0867263333333333,1.22536185896541
"CES1","Ces1f",0.017364,0,0,1,0,0,0.005788,0,0,0,0,0,0,0.043663,0.963709549921766
"CES2","Ces2e",0.325964,0.522803,0.369697,21,32,22,0.406154666666667,35.099027,48.927772,49.58565,523,619,455,0.653641333333333,0.850338364385344
"CES3","Ces3b",0,0.11929,0.06786,0,1,1,0.0623833333333333,1.828375,4.143277,2.129522,57,82,52,72.687759,0.0144173652143952
"CES4A","Ces4a",0,0,0,0,0,0,0,18.335434,17.075491,22.245016,350,379,318,0,1
"CES5A","Ces5a",0.111708,0,0,1,0,0,0.037236,0.42839,0.388111,0.122149,6,12,2,0.0568146666666667,0.981473888199886
"CETN1","Cetn1",0,0,0,0,0,0,0,0.047357,0,0,1,0,0,0.178909333333333,0.848241651605665
"CETN2","Cetn2",5.452468,6.704051,5.51846,144,167,103,5.89165966666667,20.389319,19.081136,21.274651,337,344,248,5.617707,1.04139691688778
"CETN3","Cetn3",24.562241,23.749581,27.855739,233,228,179,25.389187,11.583243,10.298599,8.937192,81,91,52,38.5941093333333,0.666492754713479
"CFAP100","Cfap100",0.017996,0.03197,0.024963,1,3,1,0.0249763333333333,3.015533,0.48334,1.017458,3,2,4,59.0425093333333,0.0170708443853179
"CFAP126","Cfap126",0.898704,1.291146,0.359723,11,10,5,0.849857666666667,8.258778,9.680002,12.229864,61,78,64,29.054995,0.0615490924775288
"CFAP157","Cfap157",0.981322,2.076808,0.025555,2,4,1,1.027895,2.235018,2.668214,1.412565,26,37,25,5.802245,0.298121429028211
"CFAP161","Cfap161",0,0,0,0,0,0,0,0,0,0,0,0,0,1.94233866666667,0.339865703200266
"CFAP20","Cfap20",5.013584,7.21584,7.582983,146,138,90,6.60413566666667,118.066183,127.059069,160.522139,399,501,379,4.47276333333333,1.3894508502408
"CFAP206","Cfap206",0,0,0,0,0,0,0,1.78896,1.747904,1.849184,51,55,34,10.874817,0.0842118240643203
"CFAP221","Cfap221",0,0.014141,0,0,1,0,0.00471366666666667,5.775352,8.033781,6.753544,76,85,43,59.7930393333333,0.0165267878968468
"CFAP298","Cfap298",6.68662,8.924484,9.058009,94,115,84,8.22303766666667,18.381034,17.818874,17.57276,267,289,194,0.955772333333333,4.71580332202947
"CFAP299","Cfap299",0,0,0,0,0,0,0,5.360127,5.194543,0.407093,2,7,3,70.5084733333333,0.0139843567256505
"CFAP300","Cfap300",0.14932,0.159671,0.030006,7,7,1,0.112999,0.700432,0.184096,1.96369,7,3,3,0.981913666666667,0.561577942934279
"CFAP36","Cfap36",2.821406,2.244428,2.496608,101,91,81,2.520814,55.814136,49.273539,47.94754,641,674,405,12.9344686666667,0.252669411674254
"CFAP410","Cfap410",3.869086,4.768999,1.890673,97,108,87,3.509586,11.908331,13.753146,14.051333,237,282,184,1.35653966666667,1.91364739740572
"CFAP43","Cfap43",0.056442,0.049718,0.049815,11,9,7,0.0519916666666667,0.5612,0.995226,1.72621,25,29,13,3.88695,0.215265485971141
"CFAP44","Cfap44",0,0,0,0,0,0,0,1.32865,1.308586,0.86016,75,58,44,8.20498533333333,0.108636783632753
"CFAP52","Cfap52",0,0.07812,0,0,1,0,0.02604,0.216363,0.284244,0.060274,3,2,1,22.8578923333333,0.0430063136200198
"CFAP53","Cfap53",0,0.06204,0,0,2,0,0.02068,0.356753,0.616548,0.314467,8,15,5,166.465378666667,0.00609487171692738
"CFAP54","Cfap54",0.094169,0.021163,0.169925,5,4,6,0.0950856666666667,1.078103,1.567571,1.721248,40,50,46,147.767168333333,0.00736107085276354
