"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"CEACAM3",0.41415,0.1658,0.24033,0.273426666666667,0,0.06911,0,0.0230366666666667,1.24475173584525
"CEACAM4",0.26505,0.11053,0.54621,0.307263333333333,0,0,0,0,1.30726333333333
"CEACAM5",0.14909,0.19343,0.28403,0.20885,0.018283,0.365771,0.03757,0.140541333333333,1.0598914433614
"CEACAM6",0.56324,0.13817,0.21848,0.30663,0,0,0,0,1.30663
"CEACAM7",0.13253,0.1658,0.32773,0.208686666666667,0,0,0,0,1.20868666666667
"CEACAM8",0.0497,0,0.34957,0.13309,0.277365,0.021122,0.020896,0.106461,1.02406682205699
"CEBPA",2.13699,2.56989,0.41512,1.70733333333333,0.368975,0.24077,0.639114,0.416286333333333,1.91157202439526
"CEBPB",19.9784,23.90278,22.28537,22.0555166666667,1.486073,0.899754,1.523169,1.30299866666667,10.0110855470173
"CEBPD",17.4107,17.96163,17.47872,17.6170166666667,0.244935,0.057159,0.295612,0.199235333333333,15.5240728397484
"CEBPE",0,0,0,0,0,0.032377,0.029773,0.0207166666666667,0.979703802883595
"CEBPG",12.20903,12.57314,11.16453,11.9822333333333,16.172262,15.492885,14.377626,15.347591,0.794137395126495
"CEBPZ",24.55058,26.74901,29.88862,27.0627366666667,20.384816,21.263948,19.350888,20.3332173333333,1.31544793399814
"CECR2",8.99525,8.64921,8.04021,8.56155666666667,2.744641,0.479854,0.679558,1.301351,4.15475808195563
"CEL",1.73941,2.34883,2.64366,2.24396666666667,1.248881,1.077148,1.13771,1.15457966666667,1.5056146295511
"CELA1",0.13253,0,0,0.0441766666666667,0,0,0,0,1.04417666666667
"CELA2A",0.91112,1.96196,1.55124,1.47477333333333,0.385141,0.197769,0.56894,0.38395,1.78819562363766
"CELA2B",0.5798,0.52503,0.32773,0.47752,1.518511,2.0165,2.483275,2.00609533333333,0.491508031570522
"CELA3A",2.0873,18.92879,2.94953,7.98854,0,0,0,0,8.98854
"CELA3B",1.12648,5.19505,7.88727,4.73626666666667,0.920272,0.501905,0.159047,0.527074666666667,3.75637602527185
"CELF1",58.17924,57.643,59.25287,58.35837,69.340227,59.632809,47.438069,58.8037016666667,0.992553443110447
"CELF2",37.15718,29.70577,32.139,33.00065,4.208908,7.36876,4.799047,5.458905,5.26415081194103
"CELF3",163.60425,133.7174,132.33578,143.219143333333,109.459598,119.781675,98.275738,109.172337,1.3090322603698
"CELF4",193.07488,139.07825,302.01049,211.387873333333,163.700522,63.741144,53.756714,93.7327933333333,2.24196781135769
"CELF5",152.67079,132.91603,146.20952,143.932113333333,51.572477,55.009168,45.247389,50.609678,2.80823517893937
"CELF6",5.30107,6.52145,16.49554,9.43935333333333,12.946405,10.324117,9.127036,10.799186,0.884751993343722
"CELP",0,0,0,0,0.187887,0.519617,0.136531,0.281345,0.780429938853314
"CELSR1",0.29819,2.04486,0.24033,0.861126666666667,3.197154,0.100238,2.520655,1.939349,0.633176484543573
"CELSR2",90.66485,62.17486,80.16179,77.6671666666667,23.79198,23.945489,18.563383,22.100284,3.40546318247285
"CELSR3",17.361,12.57314,19.88205,16.6053966666667,25.079541,27.975952,19.22921,24.094901,0.701552744386864
"CEMP1",21.12145,20.19992,43.45648,28.2592833333333,0,0,0,0,29.2592833333333
"CEND1",292.78468,247.48358,464.27858,334.848946666667,35.02183,27.281982,34.588062,32.2972913333333,10.0863743931764
"CENPA",0.19879,0.13817,0,0.11232,0.169831,0,0,0.0566103333333333,1.05272489290439
"CENPB",90.9299,166.62862,95.73971,117.766076666667,8.036419,8.543817,6.756513,7.77891633333333,13.5285577578311
"CENPBD1",8.39888,10.61118,5.4621,8.15738666666667,4.215993,3.806709,3.744346,3.92234933333333,1.8603691137186
"CENPE",3.37943,0.44213,0.19664,1.3394,4.099482,1.021061,0.95943,2.02665766666667,0.772931813784028
"CENPF",0.36445,0.44213,0.37142,0.392666666666667,1.361211,0.442928,0.158883,0.654340666666667,0.841825806937789
"CENPH",2.35235,3.15019,9.19818,4.90024,6.342383,3.920849,3.388961,4.550731,1.06296630119528
"CENPI",0.26505,1.38166,0.13109,0.5926,0.821533,0.301732,0.28352,0.468928333333333,1.08419176338306
"CENPJ",11.89427,6.18985,8.78306,8.95572666666667,12.208118,15.508388,13.916796,13.8777673333333,0.669168057519025
"CENPK",2.83276,0.3316,0.89578,1.35338,4.048204,2.850473,2.787419,3.22869866666667,0.556525821655456
"CENPL",2.74993,1.85143,4.65371,3.08502333333333,2.989302,3.136144,1.93152,2.68565533333333,1.10835739207302
"CENPM",1.09335,2.68043,2.59996,2.12458,2.468582,1.007319,1.068462,1.51478766666667,1.24248263239719
"CENPN",7.88534,7.65442,7.18812,7.57596,4.351592,2.734416,4.114666,3.733558,1.81173654151909
"CENPO",4.85379,5.02926,3.53944,4.47416333333333,8.531584,7.058378,7.91666,7.83554066666667,0.619561783466788
"CENPP",1.72285,0.96716,1.44199,1.37733333333333,1.507544,1.529287,1.159809,1.39888,0.991018030636519
"CENPQ",5.31764,4.20026,1.59493,3.70427666666667,1.050308,1.33971,1.038587,1.14286833333333,2.19531764667451
"CENPT",55.03173,43.30134,67.40233,55.2451333333333,37.242805,43.361382,38.676469,39.7602186666667,1.37990263971106
"CENPV",60.20027,51.97818,67.68635,59.9549333333333,54.036915,58.788176,45.681844,52.835645,1.13224116351412
"CENPW",3.03155,1.63036,3.53944,2.73378333333333,3.227083,4.1667,2.884887,3.42622333333333,0.843559633607884
"CEP104",21.02205,27.60564,15.51237,21.38002,12.244633,14.876184,8.27124,11.7973523333333,1.74880080012384
"CEP112",66.23023,119.40336,117.82844,101.15401,6.947876,6.362382,7.659163,6.989807,12.7855416282271
"CEP120",5.16854,6.27275,3.10247,4.84792,7.240319,7.166998,6.235046,6.88078766666667,0.742047654035259
"CEP128",5.13541,4.61476,5.59319,5.11445333333333,0.29244,1.098735,0.78301,0.724728333333333,3.54516894931279
"CEP135",1.27557,1.21586,1.81342,1.43495,2.307625,2.301079,2.39393,2.33421133333333,0.730292640918382
"CEP152",2.28609,1.02243,0.76469,1.35773666666667,0.510802,2.157835,0.69664,1.121759,1.11121794071177
"CEP164",22.13196,18.54192,22.6131,21.09566,17.20061,17.351051,13.691452,16.0810376666667,1.29357831949046
"CEP170",20.06123,15.30883,11.44856,15.6062066666667,125.388437,117.756781,106.217126,116.454114666667,0.141384631043322
"CEP19",13.46803,11.27437,13.19644,12.64628,8.611368,11.134378,9.381767,9.709171,1.27426109826802
"CEP192",27.06858,26.27924,23.2467,25.5315066666667,7.145325,6.665297,5.014368,6.27499666666667,3.6469441681302
"CEP250",33.18138,21.71975,14.11407,23.0050666666667,69.939547,67.814442,44.483579,60.745856,0.388772109122055
"CEP290",5.76491,5.66482,5.74613,5.72528666666667,10.868438,13.015689,10.804701,11.5629426666667,0.535327338913272
"CEP350",6.07966,5.55429,4.56632,5.40009,4.193478,2.949863,3.203768,3.44903633333333,1.43853399264215
"CEP41",7.83564,7.48862,6.27049,7.19825,8.751927,8.276901,7.340625,8.123151,0.898620443747999
"CEP44",4.67157,4.39369,4.17305,4.41277,3.476128,2.945513,2.541647,2.98776266666667,1.35734507102061
"CEP55",0.28162,0,0,0.0938733333333333,0.436419,0,0.016772,0.151063666666667,0.950315230174062
"CEP57",20.79013,12.90474,20.51565,18.0701733333333,38.835175,30.15135,30.057127,33.0145506666667,0.560647515829794
"CEP57L1",3.95924,4.44896,5.13437,4.51419,9.853613,6.554186,8.320497,8.24276533333333,0.596595261389304
"CEP63",14.7933,11.21911,15.0754,13.6959366666667,19.472109,15.215933,12.686614,15.791552,0.875198234604322
"CEP68",14.92582,12.49024,11.05529,12.8237833333333,7.61462,8.162501,7.085786,7.620969,1.60350690662886
"CEP70",21.17115,15.58516,19.35769,18.7046666666667,17.956689,14.760759,20.612347,17.7765983333333,1.04942686192982
"CEP72",9.95607,5.69245,4.69741,6.78197666666667,2.237083,4.075652,2.037408,2.783381,2.05688421722969
"CEP76",9.69102,3.61996,4.50077,5.93725,7.635183,6.998715,6.182276,6.93872466666667,0.873849426864281
"CEP78",6.62634,5.55429,4.69741,5.62601333333333,3.983659,4.446779,3.907974,4.112804,1.29596466700725
"CEP85",12.27529,6.77015,5.19992,8.08178666666667,5.298653,6.876331,5.091559,5.75551433333333,1.34435162425086
"CEP85L",1.9382,3.23309,3.77977,2.98368666666667,1.871227,1.290884,1.163207,1.44177266666667,1.63147320020783
"CEP89",9.06152,10.66644,10.07211,9.93335666666667,19.551522,19.349178,14.949391,17.9500303333333,0.576957211906662
"CEP95",40.42065,33.21519,39.37082,37.6688866666667,46.614415,47.347204,33.545639,42.5024193333333,0.888890486075495
"CEP97",9.60819,4.08972,4.17305,5.95698666666667,3.049709,21.2721,9.99407,11.4386263333333,0.559305061526221
"CEPT1",23.98734,25.28444,29.14577,26.1391833333333,11.396873,9.998573,9.837022,10.4108226666667,2.37837219332243
"CER1",0.71233,0.2487,0,0.320343333333333,0.820658,0.34574,0.366147,0.510848333333333,0.873908587780154
"CERCAM",368.98755,247.34541,482.74048,366.357813333333,37.953979,19.730639,18.379746,25.354788,13.9389401779037
"CERK",19.21638,22.65928,23.05007,21.64191,39.49739,57.372398,46.739568,47.8697853333333,0.463311018159032
"CERKL",0.13253,2.26593,0.50251,0.96699,0.027491,0.158931,0.503039,0.229820333333333,1.5994124887077
"CERS2",119.14153,117.0269,41.57751,92.58198,206.950337,143.463728,112.718026,154.377363666667,0.602288375807191
"CERS3",0.49698,0.38687,0.61176,0.498536666666667,0.829831,0.847298,0.225393,0.634174,0.916999454566446
"CERS4",56.09194,59.19047,90.19021,68.4908733333333,33.566805,28.083913,21.30701,27.652576,2.42529234835057
"CERS5",119.48941,102.4089,113.17473,111.691013333333,101.336411,112.566871,84.183725,99.3623356666667,1.12284167745571
"CERS6",6.31159,5.66482,6.77301,6.24980666666667,15.174542,20.356583,16.398145,17.3097566666667,0.395953195809811
"CES1",2.89902,4.94636,2.25039,3.36525666666667,0,0,0,0,4.36525666666667
"CES1P1",1.02708,2.21066,0.30588,1.18120666666667,0,0,0,0,2.18120666666667
"CES2",27.68152,30.4795,35.59105,31.25069,43.438812,40.233495,32.673143,38.7818166666667,0.810689221918389
"CES3",3.84328,2.87386,7.10073,4.60595666666667,3.431184,3.713565,4.277658,3.807469,1.16609314936127
"CES4A",77.32935,40.84197,67.57711,61.9161433333333,16.489008,12.162845,12.716366,13.7894063333333,4.25413582636707
"CES5A",0.26505,0.3316,0.61176,0.402803333333333,0.232085,0.052339,0.098222,0.127548666666667,1.24411777052639
"CETN1",0,0,0,0,0,0,0,0,1
"CETN2",46.23526,54.93494,37.44816,46.20612,21.58122,10.077412,12.564363,14.7409983333333,2.99892795872011
"CETN3",25.03099,19.95122,22.67864,22.5536166666667,18.517034,10.111602,14.116684,14.24844,1.54465746441385
"CETP",0.81173,0.19343,0.85209,0.619083333333333,0.079802,0.159287,0.160129,0.133072666666667,1.42893159544342
"CFB",22.61237,22.10662,14.3544,19.69113,0.719221,1.562008,1.822414,1.367881,8.73824740348016
"CFC1",0.26505,0,0,0.08835,4.783452,1.296663,3.196702,3.09227233333333,0.26595248589272
"CFC1B",0,0,0,0,0,0,0,0,1
"CFD",5.36733,6.52145,10.35614,7.41497333333333,0.94778,1.56466,1.130197,1.21421233333333,3.80043648328217
"CFDP1",177.4036,168.25899,296.15511,213.939233333333,115.098536,105.772879,90.477448,103.782954333333,2.05128052268476
"CFH",13.15328,16.7734,6.62007,12.18225,1.097032,0.013091,0.058421,0.389514666666667,9.48694556180767
"CFHR1",9.37627,5.99642,6.83855,7.40374666666667,0.405086,0.573173,0.513435,0.497231333333333,5.61285786609684
"CFHR2",0,0,0,0,0,0,0.039102,0.013034,0.987133699362509
"CFHR3",0.06626,0.19343,0.39327,0.217653333333333,0.044873,0.066089,0.048219,0.0530603333333333,1.15629968653268
"CFHR4",0.0497,0,0.17479,0.07483,0.111949,0.123325,0.324886,0.18672,0.905714911689362
"CFHR5",0,0,0,0,0,0,0,0,1
"CFI",3.08125,3.12256,1.55124,2.58501666666667,5.120185,0.309049,0.373493,1.93424233333333,1.22178615785767
"CFL1",1156.56079,930.7991,963.14318,1016.83435666667,797.491401,784.276558,788.521283,790.096414,1.28661227462809
"CFL1P1",4.6053,5.08452,5.33101,5.00694333333333,3.02493,1.52955,3.186944,2.58047466666667,1.67769468927025
"CFL2",75.45741,67.61861,44.24302,62.43968,63.991494,76.448935,67.257292,69.2325736666667,0.903280012221869
"CFLAR",39.97338,32.93886,27.59453,33.5022566666667,13.684634,13.891688,13.391124,13.6558153333333,2.35416835446844
"CFP",9.54192,4.78056,8.23685,7.51977666666667,0.559631,1.394067,0.277249,0.743649,4.88617644185651
"CFTR",0.59637,0.2487,6.40158,2.41555,11.841545,10.516329,5.230962,9.19627866666667,0.334980056122436
"CGA",0.44728,2.76333,0.65545,1.28868666666667,0.442569,0.117595,0.220745,0.260303,1.8159812891556
"CGB1",0,0,0,0,0,0.025253,0,0.00841766666666667,0.991652598972714
"CGB2",0.46384,0,0,0.154613333333333,0,0,0.093004,0.0310013333333333,1.11989509227922
"CGB5",0,0,0,0,0.270165,0,0.074635,0.114933333333333,0.896914613728773
"CGB7",0,0.0829,0.06555,0.0494833333333333,0.242522,0.06292,0.55466,0.286700666666667,0.815639068604923
"CGB8",0,0,0,0,0,0,1e-06,3.33333333333333e-07,0.999999666666778
"CGGBP1",21.41963,21.08419,21.1711,21.2249733333333,31.965714,29.148816,27.387843,29.500791,0.728668752667212
"CGN",4.72126,8.48341,7.77803,6.99423333333333,7.459918,6.783886,4.406477,6.21676033333333,1.10773158094345
"CGNL1",15.57189,25.67131,17.71906,19.6540866666667,0.753061,0.476592,0.39994,0.543197666666667,13.3839540538445
"CGREF1",82.06718,54.76914,51.23451,62.6902766666667,19.643616,28.460248,22.05114,23.3850013333333,2.61186275104298
"CGRRF1",26.68757,36.83515,21.06186,28.19486,13.619092,12.105937,12.029704,12.584911,2.1490652386313
"CH25H",1.72285,0.7461,5.81168,2.76021,0.363481,0.472563,0.651022,0.495688666666667,2.51403255490336
"CHAC1",4.42308,3.34363,9.26372,5.67681,13.684677,15.083054,16.344959,15.0375633333333,0.4163232195082
"CHAC2",1.19274,1.51983,2.46887,1.72714666666667,2.353112,1.182873,0.874351,1.470112,1.10405789966879
"CHAD",41.18268,27.52274,17.47872,28.7280466666667,0.330738,0.028484,0.11455,0.157924,25.6735732799965
"CHADL",28.69204,29.34653,18.52745,25.5220066666667,1.033668,1.482059,1.192933,1.23622,11.8601956277409
"CHAF1A",7.73625,13.0429,11.47041,10.7498533333333,3.20292,3.795633,3.064734,3.354429,2.6983683356264
"CHAF1B",2.46831,1.658,12.80316,5.64315666666667,1.37174,1.041319,1.492016,1.30169166666667,2.88620615996206
"CHAMP1",6.94109,7.18465,8.30239,7.47604333333333,12.411681,14.84239,11.009397,12.7544893333333,0.616238315208988
"CHAT",1.77255,0.69083,0,0.821126666666667,54.245497,32.426395,28.29521,38.3223673333333,0.0463127423440478
"CHCHD1",30.23266,35.53639,38.73722,34.8354233333333,21.865225,18.564182,19.641191,20.0235326666667,1.7045386187713
"CHCHD10",523.16584,540.58968,492.89999,518.88517,55.741575,69.888554,84.382598,70.0042423333333,7.32188884657582
"CHCHD2",321.47672,310.294,272.23111,301.333943333333,93.453913,97.50041,98.029158,96.327827,3.10634638265717
"CHCHD3",127.95456,151.40269,171.7503,150.369183333333,19.308099,15.708196,16.820847,17.2790473333333,8.28102146534187
"CHCHD4",22.18166,20.19992,22.5257,21.63576,8.02804,8.37066,8.166875,8.188525,2.46348135310074
"CHCHD5",47.94155,42.14074,33.86503,41.3157733333333,13.822637,13.152051,13.489319,13.4880023333333,2.92074589441328
"CHCHD6",180.73333,145.12994,355.73571,227.19966,38.271723,40.998404,35.317231,38.195786,5.82204576787923
"CHCHD7",36.14667,33.35336,22.5694,30.68981,10.318765,10.928186,9.292363,10.1797713333333,2.83456692048025
"CHD1",14.82643,12.18627,13.78634,13.59968,17.606093,15.255233,13.782381,15.5479023333333,0.882267716228363
"CHD1L",28.77487,21.27762,16.23336,22.0952833333333,9.027789,7.989453,6.290668,7.76930333333333,2.63365086774282
"CHD2",73.58547,84.86178,82.80545,80.4175666666667,86.688708,70.561911,102.689227,86.6466153333333,0.928929957614716
"CHD3",94.17681,78.28506,156.63121,109.697693333333,438.241598,449.070692,314.933871,400.748720333333,0.275539628953857
"CHD4",266.13024,195.45013,115.38142,192.320596666667,375.48671,365.198671,279.145465,339.943615333333,0.567016327546305
"CHD5",10.51931,8.98081,71.83755,30.44589,46.253528,34.738403,32.197702,37.7298776666667,0.811928461810358
"CHD6",9.95607,12.37971,6.72931,9.68836333333333,5.8606,4.541352,4.257636,4.88652933333333,1.81573262071573
"CHD7",14.49511,16.41416,10.68387,13.86438,8.783475,7.496031,4.521587,6.93369766666667,1.87357530177291
"CHD8",69.14582,52.64138,76.36017,66.0491233333333,30.183977,32.387858,24.839913,29.1372493333333,2.22479240197856
"CHD9",12.35812,10.66644,11.84183,11.62213,9.993333,13.151966,8.442479,10.5292593333333,1.09479105596202
"CHDH",16.20139,36.28248,17.58797,23.35728,0.345946,0.293785,0.372269,0.337333333333333,18.2133200398804
"CHEK1",3.21377,5.52665,5.76798,4.83613333333333,5.116951,3.012545,4.311916,4.14713733333333,1.13386003818822
"CHEK2",2.60084,4.00682,1.52939,2.71235,3.11491,3.130565,2.310738,2.852071,0.963728342494206
"CHEK2P2",0,0.27633,0,0.09211,0.707298,0.14962,0.750779,0.535899,0.711055870210216
"CHERP",23.57319,19.31566,23.61812,22.16899,14.098819,15.670546,15.340667,15.0366773333333,1.44475002635625
"CHFR",35.5006,22.41058,30.56592,29.4923666666667,37.023517,43.111071,34.053284,38.062624,0.780602108723333
"CHGA",47.21265,23.68171,581.102,217.33212,114.159194,122.343656,184.519989,140.340946333333,1.54471952865728
"CHGB",57.94731,35.42585,81.56009,58.3110833333333,100.468316,100.315839,97.585232,99.4564623333333,0.590415807561768
"CHI3L1",89.33958,54.74151,49.72697,64.6026866666667,0.612885,0.083967,0.398208,0.36502,48.0598721386256
"CHI3L2",6.19562,1.1606,2.49072,3.28231333333333,0.232085,0,0.173748,0.135277666666667,3.77204049640719
"CHIA",0,0.35923,0,0.119743333333333,0,0.010628,0,0.00354266666666667,1.11579045966489
"CHIC1",7.58716,9.00845,9.08894,8.56151666666667,3.151714,3.430481,3.306078,3.296091,2.22563178169798
"CHIC2",10.80093,15.30883,25.78112,17.29696,10.453181,9.953254,7.962855,9.45643,1.74982857437959
"CHID1",99.57727,72.64787,79.4408,83.8886466666667,97.651558,81.382476,85.384057,88.1393636666667,0.952313805874861
"CHIT1",0.89456,0.4145,0.721,0.676686666666667,0.236726,0.065514,0.066717,0.122985666666667,1.49306150241751
"CHKA",90.74768,85.05521,69.49977,81.7675533333333,45.246775,50.599067,46.067217,47.304353,1.71345951644013
"CHKB",74.51315,90.5266,69.28129,78.1070133333333,39.394937,38.130898,29.040341,35.5220586666667,2.16600641424229
"CHL1",26.25686,21.00129,32.75076,26.6696366666667,0,0,0,0,27.6696366666667
"CHM",13.53429,11.35727,11.88553,12.25903,12.24401,12.171327,8.106358,10.840565,1.11979707049452
"CHML",1.47436,0.88426,2.55626,1.63829333333333,5.975156,4.48111,4.198342,4.88486933333333,0.448318082168689
"CHMP1A",79.6817,62.64463,98.25227,80.1928666666667,63.628249,71.570297,62.584555,65.9277003333333,1.21314293278098
"CHMP1B",24.81563,25.47788,23.74921,24.6809066666667,12.68014,12.142455,11.363677,12.0620906666667,1.96606403385349
"CHMP2A",209.88921,180.16893,193.77349,194.610543333333,54.205348,53.545314,51.314387,53.021683,3.6209635181735
"CHMP2B",22.61237,21.16709,13.48047,19.0866433333333,21.608577,18.459893,18.826871,19.6317803333333,0.973577801275867
"CHMP3",141.40602,151.07109,60.45453,117.64388,45.322892,45.960864,40.039395,43.7743836666667,2.64981603952992
"CHMP4A",131.71501,126.28405,99.73796,119.245673333333,60.695142,62.942384,77.36387,67.0004653333333,1.76830662472525
"CHMP4B",122.20621,111.16865,145.48852,126.287793333333,39.383635,42.159762,44.641915,42.0617706666667,2.95593495954091
"CHMP4C",0.77859,1.2435,0,0.67403,0.327502,0.142062,0.503519,0.324361,1.26402846353826
"CHMP5",63.61283,63.80522,49.15891,58.8589866666667,37.396076,39.821673,32.544466,36.587405,1.5925277806932
"CHMP6",15.33997,16.33126,17.39133,16.3541866666667,13.562522,13.743357,9.734023,12.346634,1.30026691873522
"CHMP7",25.37887,20.89075,25.3223,23.8639733333333,34.289637,36.039254,28.696663,33.008518,0.731110168732826
"CHN1",543.02828,368.40677,720.38557,543.940206666667,49.639751,48.137022,40.090518,45.9557636666667,11.6053954640187
"CHN2",58.11297,32.02696,24.81979,38.3199066666667,8.790617,14.1669,6.875029,9.944182,3.59276798089311
"CHODL",3.396,1.79616,0.43697,1.87637666666667,1.564764,2.738084,1.865682,2.05617666666667,0.941168322511897
"CHORDC1",17.16221,17.87873,21.58622,18.87572,14.635415,18.479976,13.83827,15.6512203333333,1.19364945043768
"CHP1",34.0925,24.86994,28.22814,29.0635266666667,39.594586,40.174434,41.189676,40.3195653333333,0.727585743560904
"CHP2",1.24244,1.7409,0.30588,1.09640666666667,0.136136,0.260334,0.210888,0.202452666666667,1.74344215350958
"CHPF",47.5274,52.89008,58.48818,52.9685533333333,22.686446,21.845082,30.074297,24.8686083333333,2.0862565406656
"CHPF2",10.80093,12.54551,16.80142,13.38262,12.743905,11.387346,9.484194,11.2051483333333,1.17840599779683
"CHPT1",67.63833,87.1277,61.5688,72.11161,16.329831,15.797911,17.73073,16.6194906666667,4.14947352242797
"CHRAC1",14.46198,13.09817,16.75773,14.7726266666667,3.196671,3.249973,2.457708,2.96811733333333,3.97483878164893
"CHRD",17.74202,14.47983,58.68481,30.30222,13.261099,16.78309,12.41356,14.152583,2.0658009264823
"CHRDL1",25.89241,48.77272,27.17941,33.94818,0.544829,0.386181,0.637452,0.522820666666667,22.9496360044146
"CHRDL2",2.70023,1.02243,0.721,1.48122,1.329649,2.557671,1.716159,1.86782633333333,0.865191860176563
"CHRFAM7A",0.69577,0.0829,0.69915,0.492606666666667,2.356922,1.065599,1.042013,1.488178,0.59987937626113
"CHRM1",50.52582,34.43106,46.25307,43.73665,0,0,0,0,44.73665
"CHRM2",0.5798,0.30397,0.45882,0.44753,11.036863,13.413501,13.892243,12.780869,0.105039094414148
"CHRM3",5.54956,2.95676,25.23491,11.2470766666667,0.714515,0.440671,0.461954,0.539046666666667,7.95757330295378
"CHRM4",32.35309,34.04419,8.30239,24.89989,1.691059,1.026009,1.398642,1.37190333333333,10.9194542779287
"CHRM5",1.06021,1.96196,0.24033,1.0875,0.11328,0.222417,0.236987,0.190894666666667,1.75288382627739
"CHRNA1",0.59637,0.5803,0.30588,0.494183333333333,0.069448,0.035153,0.074548,0.0597163333333333,1.40998424421127
"CHRNA10",1.54062,1.71326,1.00503,1.41963666666667,0.564244,0.580244,0.191431,0.445306333333333,1.6741341339633
"CHRNA2",0.61294,0.35923,4.34783,1.77333333333333,0.046733,0.27098,0.132688,0.150133666666667,2.41131393133726
"CHRNA3",5.61582,2.40409,0.98318,3.00103,70.86889,13.939746,21.061704,35.2901133333333,0.110251240144928
"CHRNA4",6.26189,8.78738,17.1073,10.7188566666667,65.169949,57.544445,33.149985,51.954793,0.221299263065133
"CHRNA5",1.27557,0.3316,0.76469,0.79062,5.579484,2.206864,2.638358,3.474902,0.400147310488587
"CHRNA6",0,0,0.24033,0.08011,25.284246,23.237587,19.154452,22.5587616666667,0.0458474861829537
"CHRNA7",1.4081,0.96716,1.68233,1.35253,7.516821,8.743923,6.243234,7.501326,0.276725066183793
"CHRNA9",0,0.05527,0.15294,0.0694033333333333,1.770976,1.785814,0.957678,1.50482266666667,0.426937741966564
"CHRNB1",17.19534,14.14823,23.63997,18.3278466666667,10.085799,7.189687,7.62174,8.29907533333333,2.07846973745705
"CHRNB2",16.88059,14.9496,11.6015,14.47723,51.707906,28.721079,16.208416,32.212467,0.466006635399894
"CHRNB3",0.31475,0,0.08739,0.134046666666667,0.055678,0.082006,0.057668,0.0651173333333333,1.06471524889903
"CHRNB4",0.13253,0.60793,0.21848,0.319646666666667,17.385462,3.124539,6.859246,9.12308233333333,0.130360163358677
"CHRND",0.34788,0.27633,0.30588,0.31003,0.531079,0.256704,0.490972,0.426251666666667,0.918512511232824
"CHRNE",53.93838,51.28735,44.52705,49.9175933333333,0.229417,0.084917,0.04076,0.118364666666667,45.5286141014231
"CHRNG",0.23192,0.19343,0,0.141783333333333,0.046425,0,0,0.015475,1.12438349869109
"CHST1",70.9018,81.73922,122.91912,91.85338,9.521101,6.564087,7.936343,8.007177,10.3088215097805
"CHST10",25.21321,27.35694,25.56263,26.04426,11.13694,16.381897,11.339414,12.9527503333333,1.9382744873884
"CHST11",45.62233,38.29971,56.25964,46.7272266666667,19.392361,17.030248,11.34432,15.9223096666667,2.82037308185413
"CHST12",13.41833,15.88913,10.88051,13.39599,3.203311,2.472522,3.072566,2.916133,3.67607279936611
"CHST13",0,0,0.50251,0.167503333333333,0.125586,0.059069,0.043262,0.0759723333333333,1.08506817244681
"CHST14",4.35682,5.47139,4.32598,4.71806333333333,1.692345,1.06076,0.444153,1.06575266666667,2.76802902186741
"CHST15",37.65416,32.38619,10.61832,26.8862233333333,4.632905,2.653091,2.94942,3.41180533333333,6.32081908116828
"CHST2",31.70702,24.78704,17.28209,24.59205,5.015971,1.765694,4.057985,3.61321666666667,5.54754997416842
"CHST3",6.87482,5.11216,3.40835,5.13177666666667,1.859524,1.059572,1.837262,1.58545266666667,2.37164530053925
"CHST4",0,0,0,0,0.052488,0.153766,0.189061,0.131771666666667,0.883570449280847
"CHST5",5.08571,3.70286,5.24362,4.67739666666667,2.13781,1.109495,0.781847,1.34305066666667,2.42307891478232
"CHST6",3.72731,4.86346,1.90081,3.49719333333333,0.393889,0.480496,0.583848,0.486077666666667,3.02621688906793
"CHST7",8.86273,13.23634,13.61156,11.9035433333333,0.902261,0.509652,0.701752,0.704555,7.57003636335192
"CHST8",8.59767,3.97919,33.51545,15.3641033333333,32.395773,21.379937,26.01345,26.5963866666667,0.592979926357509
"CHST9",0.92769,2.48699,0.37142,1.26203333333333,0.111226,0.048245,0.022953,0.060808,2.13236828279324
"CHSY1",11.14881,13.6232,7.77803,10.8500133333333,4.518586,5.253509,6.480067,5.41738733333333,1.84654793575911
"CHSY3",11.94397,5.30559,7.18812,8.14589333333333,0.474375,2.381343,1.485662,1.44712666666667,3.73740087013613
"CHTF18",33.67836,36.25485,53.33195,41.0883866666667,5.589714,6.119617,6.926145,6.21182533333333,5.83602412999834
"CHTF8",50.36016,60.82083,58.77221,56.6510666666667,17.785725,20.402684,14.492831,17.5604133333333,3.10613053875955
"CHTOP",72.07798,75.1625,72.29637,73.17895,47.272395,43.624248,42.077036,44.3245596666667,1.63661711322822
"CHUK",12.20903,10.22431,7.64694,10.02676,13.437456,13.991517,11.022084,12.817019,0.798056368019759
"CHURC1",44.97626,35.72982,39.85149,40.1858566666667,69.836772,66.391276,52.64885,62.958966,0.64394187777624
"CIAO1",46.8979,45.98176,32.96924,41.9496333333333,23.974551,25.50541,22.381634,23.953865,1.72116156488517
"CIAPIN1",59.27258,41.61571,44.52705,48.47178,114.036635,124.387793,110.434578,116.286335333333,0.421803442484573
"CIB1",42.60734,49.13196,50.71015,47.48315,10.02564,5.194028,7.823813,7.68116033333333,5.58486977988849
