"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"UFSP2",33.03229,19.61962,25.84666,26.16619,36.708731,40.564929,39.928202,39.0672873333333,0.678014205803235
"UGCG",10.50274,8.75975,12.89056,10.7176833333333,23.834381,22.43781,25.593589,23.95526,0.469547635782329
"UGDH",11.46356,12.93237,12.3662,12.2540433333333,15.529696,9.815496,10.362837,11.9026763333333,1.02723210215638
"UGGT1",9.3597,10.25194,6.35789,8.65651,9.006057,7.497233,7.017993,7.84042766666667,1.09231254008337
"UGGT2",9.04495,10.39011,16.32076,11.9186066666667,13.670435,10.882949,10.764422,11.772602,1.01143108245811
"UGP2",138.15912,128.57761,95.67416,120.80363,68.077617,47.872101,52.033256,55.9943246666667,2.13711857649639
"UGT1A1",0,0,0,0,0.181956,0.082537,0.051748,0.105413666666667,0.904638715943745
"UGT1A10",0,0,0.24033,0.08011,0,0,0,0,1.08011
"UGT1A3",0,0,0,0,0,0,0,0,1
"UGT1A4",0.0497,0,0,0.0165666666666667,0.030364,0,0,0.0101213333333333,1.00638075161928
"UGT1A5",0,0,0,0,0,0,0,0,1
"UGT1A6",0,0.44213,0.08739,0.176506666666667,0,0,0,0,1.17650666666667
"UGT1A7",0,0,0,0,0.058725,0,0.020256,0.026327,0.9743483314772
"UGT1A8",0,0,0,0,0,0,0,0,1
"UGT1A9",0,0,0,0,0,0,0,0,1
"UGT2A1",0,0,0.13109,0.0436966666666667,0.431956,0.029774,0.027877,0.163202333333333,0.897261496781729
"UGT2A3",0,0,0,0,0.115697,0.030744,0,0.0488136666666667,0.95345820881434
"UGT2B10",0,0,0,0,0,0,0.03297,0.01099,0.989129467155956
"UGT2B11",0,0,0,0,0,0,0,0,1
"UGT2B15",0.0994,0.13817,0,0.07919,0.031231,0,0,0.0104103333333333,1.06807102461013
"UGT2B17",0.0497,0,0.10924,0.05298,0,0,0,0,1.05298
"UGT2B28",0,0,0.19664,0.0655466666666667,0,0,0,0,1.06554666666667
"UGT2B4",0,0.63557,0,0.211856666666667,0.184652,0.136523,0.034016,0.118397,1.08356573440975
"UGT2B7",0,0,0,0,0.383996,0,0,0.127998666666667,0.886525870597956
"UGT3A1",0,0,0,0,0.208806,0.185362,0.028503,0.140890333333333,0.87650843449458
"UGT3A2",0.0497,0,0.15294,0.0675466666666667,0.539452,0.505815,0.625848,0.557038333333333,0.685626451072174
"UGT8",23.25844,13.01527,12.3225,16.1987366666667,0.238523,0.147529,0.309279,0.231777,13.9625408386962
"UHMK1",12.52378,11.74414,11.77629,12.0147366666667,10.214752,7.258145,6.854246,8.10904766666667,1.42877028893946
"UHRF1",1.07678,2.04486,1.63863,1.58675666666667,0.399004,0.114257,0.091253,0.201504666666667,2.15293101927195
"UHRF1BP1",3.32973,2.51463,2.0756,2.63998666666667,3.896455,3.987234,3.328683,3.73745733333333,0.768341836253653
"UHRF1BP1L",29.68599,26.88717,11.66705,22.7467366666667,9.796559,12.357156,9.352669,10.502128,2.06455159138089
"UHRF2",17.12908,15.1983,12.58468,14.9706866666667,24.282173,9.465464,13.648346,15.798661,0.950711885111954
"UIMC1",18.80223,18.37613,20.99632,19.39156,18.118236,16.04696,16.61975,16.9283153333333,1.13739409536639
"ULBP1",0.6792,0.829,2.59996,1.36938666666667,1.988953,2.836481,2.446336,2.42392333333333,0.692009264226127
