"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"REG3G",0.14909,0.3316,0,0.16023,0,0,0,0,0,0,0,1.16023
"REG4",0,0.2487,0.28403,0.177576666666667,0,0,0,0,0,0,0,1.17757666666667
"REL",0.38101,0.38687,0.6336,0.46716,0.428814,0.570104,0.181804,0.393574,38,54,23,1.05280379800427
"RELA",33.61209,36.39302,33.55915,34.52142,53.538579,54.3373,80.297428,62.7244356666667,551,479,517,0.557422276531524
"RELB",4.655,6.02405,9.78808,6.82237666666667,3.124476,2.926039,5.111139,3.72055133333333,51,42,55,1.65708963091458
"RELL1",4.58874,4.31079,1.85711,3.58554666666667,2.387717,1.169272,2.088709,1.88189933333333,130,51,101,1.59115435214138
"RELL2",33.16481,23.15668,39.21788,31.8464566666667,8.01999,5.120417,6.836029,6.658812,175,113,126,4.2887143158321
"RELN",18.6697,11.55071,11.84183,14.0207466666667,116.661795,49.079088,122.320261,96.0203813333333,8794,3711,6747,0.154820528019363
"RELT",7.81908,6.82542,12.62838,9.09096,3.717199,4.285918,2.495005,3.499374,152,111,100,2.24274754665871
"REM1",0.61294,3.48179,1.04872,1.71448333333333,0,0,0,0,0,0,0,2.71448333333333
"REM2",10.86719,7.07412,1.74787,6.56306,0.152572,0.339979,0.356352,0.282967666666667,4,7,8,5.89497319106249
"REN",0,0,0.15294,0.05098,0,0,0,0,0,0,0,1.05098
"RENBP",58.9744,54.18884,40.04812,51.0704533333333,22.73932,15.538725,19.843514,19.373853,191,129,156,2.55574894612881
"REP15",1.07678,0.9948,1.72602,1.26586666666667,1.661678,0.943212,1.011703,1.205531,24,11,13,1.02735652623639
"REPIN1",105.90542,93.56626,76.86268,92.1114533333333,37.694201,32.193272,33.120444,34.3359723333333,885,565,687,2.6350330041859
"REPS1",90.89677,52.50322,110.02856,84.4761833333333,49.319096,43.030586,57.952252,50.1006446666667,346,254,304,1.6727026418336
"REPS2",18.40465,15.64043,14.46364,16.1695733333333,0.292348,0.458285,0.393796,0.381476333333333,21,23,30,12.4284237949305
"RER1",58.46085,57.0627,59.01254,58.1786966666667,94.878094,101.71381,102.435169,99.675691,1651,1401,1557,0.58781515258402
"RERE",136.17122,119.04413,194.03567,149.75034,88.989809,117.201624,87.590859,97.9274306666667,2183,1775,1773,1.52384772336754
"RERG",48.60418,60.73793,46.31862,51.88691,3.20407,5.769666,3.684326,4.219354,93,92,68,10.1328459422373
"RERGL",10.25426,25.06338,14.20146,16.5063666666667,0.177587,0,0.199021,0.125536,2,0,1,15.5538042911703
"RESP18",99.97485,66.23695,3.23356,56.4817866666667,0,0,0,0,0,0,0,57.4817866666667
"REST",1.77255,2.1554,1.52939,1.81911333333333,6.431291,9.002668,5.584659,7.006206,621,698,495,0.352116012669838
"RET",1.22587,0.88426,2.92769,1.67927333333333,23.356536,10.832343,23.134245,19.107708,1612,637,1409,0.133246083210147
"RETN",0,0,4.43523,1.47841,0,0,0,0,0,0,0,2.47841
"RETNLB",0,0,0,0,0,0,0,0,0,0,0,1
"RETSAT",31.64076,34.51396,22.67864,29.61112,21.496822,19.891061,14.151855,18.513246,625,412,411,1.56873541183256
"REV1",28.21163,18.48666,19.1829,21.9603966666667,30.701796,32.339484,28.416929,30.4860696666667,429,374,343,0.729223968241871
"REV3L",27.21768,24.70414,36.83641,29.5860766666667,14.343124,14.430394,13.047915,13.9404776666667,483,399,390,2.04719536744843
"REXO1",242.83867,277.96307,316.08086,278.960866666667,83.331303,76.680336,69.282905,76.4315146666667,495,331,407,3.61559331328936
"REXO1L2P",0,0,0,0,0,0,0,0,0,0,0,1
"REXO2",43.17058,35.86799,38.05992,39.03283,74.475785,88.537081,77.8046,80.2724886666667,453,488,496,0.492575417054002
"REXO4",16.61554,21.52632,17.0636,18.40182,6.161449,8.530128,7.141823,7.2778,191,210,192,2.3438377346638
"RFC1",29.81851,24.26201,14.70398,22.9281666666667,23.023824,25.981288,15.240286,21.4151326666667,382,349,334,1.06750055966655
"RFC2",21.02205,19.81306,20.36271,20.3992733333333,16.291019,11.795267,10.651518,12.9126013333333,122,99,108,1.53812165105764
"RFC3",1.47436,1.96196,1.63863,1.69165,6.915955,11.160377,6.502269,8.192867,216,272,174,0.292797665842441
"RFC4",18.45435,15.50227,9.48221,14.47961,21.629121,24.651581,23.887415,23.3893723333333,148,124,136,0.634686690105747
"RFC5",9.21061,6.35565,10.07211,8.54612333333333,9.676966,13.896392,7.862916,10.478758,128,170,113,0.831633817293938
"RFESD",0.59637,0.77373,2.51257,1.29422333333333,0.292891,1.239741,0.317217,0.616616333333333,11,11,7,1.41915140038381
"RFFL",28.55951,15.88913,17.41318,20.6206066666667,13.136451,10.824931,9.768765,11.2433823333333,257,183,209,1.76590145419238
"RFK",34.88766,25.25681,20.18793,26.7774666666667,12.326265,12.148715,9.669953,11.3816443333333,287,208,192,2.24343923301733
"RFNG",83.75689,78.45086,69.80565,77.3378,59.414732,57.561571,59.869945,58.9487493333333,522,399,449,1.30674619355973
"RFPL1",19.77961,16.66286,26.23993,20.8941333333333,0,0.068283,0.058623,0.042302,0,1,1,21.0055562911069
"RFPL2",5.36733,5.58192,29.12392,13.3577233333333,1.339954,0.46318,0.891012,0.898048666666667,33,8,17,7.56446532983172
"RFPL3",0,0,1.42015,0.473383333333333,0,0.176919,0,0.058973,0,2,0,1.39133229396154
"RFPL4A",0,0,0,0,0,0,0,0,0,0,0,1
"RFPL4B",0,0,0.26218,0.0873933333333333,0,0.093137,0.084741,0.0592926666666667,0,2,2,1.02652776475371
"RFT1",6.47724,4.86346,4.50077,5.28049,8.34991,8.510531,7.871177,8.24387266666667,246,200,208,0.679421950785562
"RFTN1",14.95895,22.16188,80.0307,39.05051,2.834662,7.208868,3.073167,4.37223233333333,109,141,108,7.45509641336559
"RFTN1P1",0,0,0,0,0.043424,0.203588,0,0.0823373333333333,1,3,0,0.923926366764274
"RFTN2",24.30209,22.68692,16.84512,21.2780433333333,12.481714,17.203099,11.438555,13.7077893333333,281,324,253,1.51471052708397
"RFWD3",5.86431,3.03966,5.26547,4.72314666666667,8.234719,12.807641,7.84159,9.62798333333333,312,325,288,0.538497896276967
"RFX1",12.39125,6.60435,12.71577,10.5704566666667,15.154509,5.126062,2.784777,7.68844933333333,153,118,112,1.33170560393055
"RFX2",13.74965,20.91839,28.29368,20.98724,14.984765,7.509427,14.571419,12.3552036666667,40,41,32,1.64634254548121
"RFX3",3.47883,3.61996,3.71423,3.60434,1.646787,2.011239,1.879949,1.84599166666667,234,231,216,1.61783326842723
"RFX4",19.10042,29.0702,22.72234,23.6309866666667,0.326478,1.100751,0.356666,0.594631666666667,4,29,5,15.4461918583079
"RFX5",18.02364,16.30363,18.09048,17.4725833333333,38.457608,36.470101,32.506046,35.8112516666667,794,672,684,0.501818941138061
"RFX6",0,0,0,0,0.019058,0.094391,0.064419,0.0592893333333333,1,4,3,0.944029141550247
"RFX7",3.01498,3.75812,2.29408,3.02239333333333,2.851939,4.29281,2.672207,3.27231866666667,343,414,295,0.941501242572729
"RFX8",0.13253,0.35923,1.83527,0.775676666666667,0,0,0,0,0,0,0,1.77567666666667
"RFXANK",49.4159,55.45998,46.27492,50.3836,74.440207,103.600931,98.305553,92.1155636666667,193,181,193,0.551826117746997
"RFXAP",4.55561,5.47139,10.57463,6.86721,1.601169,1.976209,1.300193,1.625857,35,39,28,2.99605424057746
"RGCC",223.75482,165.71673,159.23117,182.900906666667,126.994557,146.883937,172.148048,148.675514,245,184,256,1.22866393942477
"RGL1",30.96156,23.62645,26.23993,26.9426466666667,8.69736,10.4325,9.139944,9.423268,640,621,601,2.68079518502898
"RGL2",77.11399,83.09325,44.13378,68.1136733333333,33.088923,32.054425,30.846175,31.9965076666667,802,619,697,2.09457540269186
"RGL3",26.07463,31.86116,29.51719,29.1509933333333,0.48455,0.205846,0.208773,0.299723,2,2,3,23.1980147564776
"RGL4",6.92452,5.25032,6.16125,6.11203,0.099194,0.144463,0.127281,0.123646,4,3,5,6.32942225576383
"RGMA",54.46849,88.2054,77.3215,73.3317966666667,8.027939,8.323992,7.880455,8.077462,334,242,296,8.1886100615642
"RGMB",11.84458,11.13621,14.00483,12.32854,111.818992,80.67192,117.628554,103.373155333333,6044,3370,6171,0.127700843741219
"RGN",22.34732,26.19634,27.00463,25.1827633333333,0.242743,0.211694,0,0.151479,4,4,0,22.7383767600914
"RGP1",6.12936,6.85305,6.1831,6.38850333333333,6.691039,8.034919,5.802647,6.84286833333333,682,636,552,0.942066476104299
"RGPD1",0.0994,0,0.08739,0.0622633333333333,0.022998,0,0.039909,0.020969,2,0,4,1.04044621661709
"RGPD2",0.06626,0,0.08739,0.0512166666666667,0.501243,2.066754,0.018017,0.862004666666667,3,22,1,0.564561778756731
"RGPD3",1.80568,0.4974,2.31593,1.53967,0.177964,0.189552,0.367297,0.244937666666667,20,17,37,2.03999771876129
"RGPD4",0,0.02763,0.0437,0.0237766666666667,0.105777,0.217301,0.359139,0.227405666666667,12,20,36,0.834098044737722
"RGPD5",1.88851,1.4093,1.15797,1.48526,131.67047,107.575375,89.173428,109.473091,177,135,147,0.0224965190844529
"RGPD6",0,0,0,0,8.006375,12.155543,9.563551,9.90848966666667,493,572,426,0.0916717190516047
"RGPD8",0.31475,0.22107,0.24033,0.258716666666667,1.151343,0.656975,1.342415,1.05024433333333,130,57,135,0.61393495702057
"RGR",11.48013,16.88393,16.73588,15.0333133333333,1.109169,0.531114,0.786199,0.808827333333333,20,9,19,8.86392694198562
"RGS1",9.87324,2.21066,21.19295,11.0922833333333,0,0,0,0,0,0,0,12.0922833333333
"RGS10",20.83983,14.06534,8.34609,14.4170866666667,49.608114,42.670073,77.367626,56.5486043333333,226,147,248,0.267896795157146
"RGS11",63.64596,65.76719,123.64012,84.35109,35.905407,21.541563,22.380984,26.609318,817,325,598,3.09138711792881
"RGS12",260.84574,284.09766,231.15611,258.699836666667,194.808498,172.421331,126.986294,164.738707666667,584,433,469,1.56692326326675
"RGS13",0,0.11053,0.26218,0.124236666666667,0,0.016442,0,0.00548066666666667,0,1,0,1.11810868566344
"RGS14",532.72433,440.25328,34.2583,335.745303333333,6.156193,3.542349,3.070369,4.25630366666667,50,43,39,64.0650397481475
"RGS16",3.19721,2.34883,8.08391,4.54331666666667,4.051507,4.662824,4.393285,4.36920533333333,146,136,140,1.03242776584691
"RGS17",5.01945,3.75812,3.32096,4.03284333333333,0.629854,0.619805,0.767618,0.672425666666667,71,57,76,3.00930763838632
"RGS18",0.96082,0.3316,0.50251,0.59831,0.068891,0.326661,0.039307,0.144953,2,5,1,1.39596123159641
"RGS19",10.28739,7.79258,10.2469,9.44229,3.26825,4.087963,3.280638,3.545617,63,66,56,2.29722169729654
"RGS2",77.77663,69.47004,35.70029,60.98232,3.681073,5.971438,5.513283,5.05526466666667,61,65,78,10.236104185702
"RGS20",127.62324,160.54931,149.09351,145.755353333333,4.089475,2.145677,6.300964,4.17870533333333,55,29,65,28.3382320265889
"RGS21",0,0,0,0,0,0,0,0,0,0,0,1
"RGS22",1.45779,4.83582,2.57811,2.95724,0,0.03872,0.211866,0.0835286666666667,0,1,1,3.65217840721642
"RGS3",22.99339,31.99933,32.51042,29.1677133333333,13.773839,19.669386,14.054561,15.8325953333333,271,312,262,1.79221995990082
"RGS4",47.82558,70.76881,169.58731,96.0605666666667,15.60613,12.414511,20.967588,16.3294096666667,351,192,404,5.60091593041186
"RGS5",102.41003,612.85069,243.19458,319.4851,8.371064,17.270839,2.529026,9.39030966666667,68,250,56,30.8446148653446
"RGS6",11.2979,8.06892,18.98626,12.78436,0,1.600725,0,0.533575,0,3,0,8.98838335262377
"RGS7",96.92674,61.89853,140.00457,99.6099466666667,1.962494,1.228565,2.335758,1.84227233333333,59,32,65,35.3977152318386
"RGS7BP",30.59711,20.11702,9.19818,19.97077,0.199591,0.247759,0.101523,0.182957666666667,7,9,6,17.7274052917645
"RGS8",27.48273,20.28282,0.65545,16.1403333333333,1.377235,0.929391,1.038283,1.11496966666667,87,66,81,8.10429274872185
"RGS9",75.82186,66.92778,4.61001,49.1198833333333,2.057822,4.294226,2.144409,2.83215233333333,50,82,44,13.0787815759238
"RGS9BP",0.46384,0.71847,0.06555,0.415953333333333,0.02946,0.077502,0.035302,0.0474213333333333,1,2,1,1.35184694856957
"RGSL1",2.53457,2.56989,2.62181,2.57542333333333,0,0,0,0,0,0,0,3.57542333333333
"RHAG",0,0,0,0,0.164138,0.140248,0,0.101462,2,3,0,0.907884248389867
"RHBDD1",15.90321,19.12222,23.09376,19.3730633333333,5.896993,8.070546,3.596999,5.854846,153,127,137,2.97206725480534
"RHBDD2",521.54239,370.97666,309.35155,400.623533333333,123.892475,100.905929,138.737372,121.178592,925,524,781,3.28718416834705
"RHBDD3",23.22531,29.7334,38.2784,30.41237,19.129396,16.046029,17.599081,17.591502,291,200,243,1.68960904826302
"RHBDF1",30.29892,35.20479,35.06669,33.5234666666667,66.754587,50.545486,62.997848,60.099307,1336,782,1042,0.565038596373387
"RHBDF2",25.04755,13.67847,14.07037,17.5987966666667,4.989912,4.902681,4.759085,4.88389266666667,97,71,78,3.16096803941246
"RHBDL1",20.57478,17.29843,79.87776,39.2503233333333,3.28403,3.154586,3.955185,3.46460033333333,71,46,72,9.01543706674453
"RHBDL2",9.85668,10.22431,7.494,9.19166333333333,1.684564,0.903302,0.997607,1.19515766666667,34,22,19,4.64279331188511
"RHBDL3",9.87324,6.99122,21.49883,12.7877633333333,0.491453,0.139953,0.266851,0.299419,24,8,13,10.6107139678066
"RHBG",0.69577,0.71847,0.56806,0.660766666666667,0.11861,0,0.043749,0.0541196666666667,1,0,1,1.57550107372376
"RHCE",6.16249,4.61476,2.01005,4.26243333333333,1.023343,1.179223,1.087103,1.09655633333333,6,7,14,2.51003669668468
"RHCG",4.43965,5.52665,7.05703,5.67444333333333,0.103093,0.096462,0.219335,0.13963,2,1,4,5.85667570468778
"RHD",6.46068,3.59233,4.1075,4.72017,0.717284,1.239353,0.627454,0.861363666666667,30,35,25,3.07310715387697
"RHEB",133.43785,128.19074,136.2248,132.617796666667,48.671814,56.383168,56.127601,53.7275276666667,589,567,621,2.44150982811618
"RHEBL1",0.5798,2.51463,10.50908,4.53450333333333,3.513526,4.248641,4.210391,3.99085266666667,46,35,39,1.10892941606905
"RHNO1",19.498,18.62482,11.6889,16.6039066666667,8.087803,8.47385,8.03473,8.19879433333333,94,78,97,1.91371891019196
"RHO",0.19879,0.05527,0.6336,0.295886666666667,0,0.029613,0,0.009871,0,1,0,1.28322000202666
"RHOA",205.21764,185.72322,134.7828,175.24122,194.725398,210.573437,216.600523,207.299786,4054,3404,3920,0.846094100163886
"RHOB",234.47292,228.61005,270.15551,244.412826666667,131.327322,139.258909,139.952009,136.84608,4375,3640,3990,1.78033954006285
"RHOBTB1",10.83406,8.40051,5.74613,8.3269,17.844529,14.581834,14.187468,15.5379436666667,318,300,257,0.563969752708675
"RHOBTB2",75.78872,75.9915,70.04598,73.9420666666667,6.151926,10.124855,7.920524,8.06576833333333,382,280,273,8.26648816858876
"RHOBTB3",45.5892,51.89528,34.56417,44.0162166666667,8.912045,25.764182,8.400765,14.3589973333333,600,631,489,2.93093459746678
"RHOC",158.73389,176.93583,141.40287,159.024196666667,215.334937,206.148963,244.319697,221.934532333333,2185,1711,2275,0.71780802638237
"RHOD",3.14751,2.87386,6.53267,4.18468,2.424103,1.33517,2.799849,2.186374,20,15,34,1.62714107006899
"RHOF",35.5006,24.31728,19.07366,26.29718,3.103043,4.849568,2.922676,3.62509566666667,59,61,38,5.90197089256604
"RHOG",31.62419,27.93724,22.37277,27.3114,5.646519,8.476014,7.062337,7.06162333333333,99,112,107,3.51187333237681
"RHOH",1.49093,0.5803,0,0.69041,0.019276,0.299103,0.041278,0.119885666666667,1,5,2,1.50944873241524
"RHOJ",61.19422,77.56659,104.80679,81.1892,42.153641,37.214834,30.802616,36.723697,1585,1343,1328,2.17871541063433
"RHOQ",43.83322,54.79678,30.12895,42.91965,61.054047,53.869306,63.034752,59.3193683333333,1501,1296,1423,0.728118533292554
"RHOT1",27.64839,26.05817,31.418,28.3748533333333,13.503946,16.756871,21.115783,17.1255333333333,406,371,417,1.6206338756009
"RHOT1P1",0,1.05006,1.70418,0.91808,0,0,0,0,0,0,0,1.91808
"RHOT2",176.0452,134.24243,211.05558,173.78107,111.594363,127.064662,107.521678,115.393567666667,984,816,841,1.50163856563402
"RHOU",59.70329,54.60334,46.44971,53.5854466666667,3.407594,2.943571,3.725848,3.35900433333333,196,135,188,12.5224575367479
"RHOV",0.92769,1.27113,3.60499,1.93460333333333,0.433991,0.325201,0.448263,0.402485,10,6,9,2.09243117276358
"RHOXF1",1.95477,0.69083,2.92769,1.85776333333333,0.849028,0.451335,1.247061,0.849141333333333,7,3,9,1.54545425047734
"RHOXF2",0.19879,0,0,0.0662633333333333,0,0,0,0,0,0,0,1.06626333333333
"RHOXF2B",0,0,0,0,0.059423,0,0,0.0198076666666667,1,0,0,0.980577056523403
"RHPN1",57.28468,54.29938,81.29791,64.29399,8.645119,7.764872,9.191094,8.533695,342,228,310,6.84876010822666
"RHPN2",6.92452,8.15181,4.1075,6.39461,3.588969,3.183577,3.343494,3.37201333333333,79,82,77,1.69135120051479
"RIBC1",2.12043,7.48862,0.78654,3.46519666666667,0.098085,0.144872,0.066239,0.103065333333333,2,2,1,4.04798930012003
"RIBC2",0.38101,3.73049,0.45882,1.52344,0,0.519281,0.175463,0.231581333333333,0,3,1,2.04894303908471
"RIC3",46.98073,29.70577,37.33892,38.0084733333333,13.143219,8.836618,14.69882,12.226219,346,180,321,2.9493291569823
"RIC8A",130.53883,108.29479,113.72094,117.518186666667,112.60488,179.258081,106.074497,132.645819333333,960,909,899,0.886808036778644
"RIC8B",33.54583,30.2308,8.10576,23.9607966666667,6.472914,9.733576,9.984864,8.73045133333333,254,230,244,2.56522496352858
"RICTOR",5.18511,6.05169,4.89404,5.37694666666667,3.383399,3.280351,2.595391,3.08638033333333,386,358,310,1.56053674560069
"RIF1",2.7168,3.92392,2.77475,3.13849,3.70836,5.137686,3.43778,4.09460866666667,473,534,448,0.812327358346006
"RIIAD1",42.44169,35.72982,21.9358,33.3691033333333,1.915488,0.890468,2.072181,1.62604566666667,48,18,46,13.087778239957
"RILP",11.96054,15.30883,23.74921,17.0061933333333,0.971727,1.074783,1.130245,1.05891833333333,12,9,12,8.74546262560195
"RILPL1",25.89241,26.72137,26.69875,26.43751,8.185293,8.141689,6.204884,7.510622,266,224,211,3.22391359879454
"RILPL2",10.60214,13.2087,9.19818,11.0030066666667,0.725122,0.79881,1.015055,0.846329,70,61,85,6.50101182761397
"RIMBP2",22.03257,9.64401,26.28363,19.32007,2.225977,2.069104,2.50245,2.26584366666667,106,86,87,6.22199715418099
"RIMBP3",0.08283,0.11053,0.06555,0.0863033333333333,0.26211,0.242853,0.331769,0.278910666666667,25,18,27,0.849397351704524
"RIMBP3B",0,0.05527,0,0.0184233333333333,0,0.24192,0.224607,0.155509,0,18,18,0.881363393390561
"RIMBP3C",0,0,0.0437,0.0145666666666667,0.287068,0.001173,0.122869,0.137036666666667,25,0,9,0.892290192928402
"RIMKLA",7.38837,6.24512,5.94277,6.52542,0.916682,0.769669,0.781958,0.822769666666667,131,71,117,4.12856332734672
"RIMKLB",59.67016,74.19533,76.11984,69.99511,24.649334,23.379632,23.658245,23.895737,663,498,610,2.85169746129629
"RIMS1",25.14695,22.52112,68.82247,38.83018,5.405224,9.70026,6.070275,7.05858633333333,327,445,352,4.94257657019165
"RIMS2",97.83786,58.61017,139.02139,98.4898066666667,2.775562,2.57945,3.992683,3.11589833333333,173,130,187,24.1720758408756
"RIMS3",31.49166,27.63327,70.35186,43.15893,10.26132,9.692795,9.901622,9.95191233333333,1188,802,1010,4.03207482455804
"RIMS4",48.63731,47.11473,25.73742,40.4964866666667,3.648677,3.186573,3.70504,3.51343,271,217,275,9.19400249182256
"RIN1",49.91288,31.11506,23.44334,34.82376,8.981176,12.382028,21.638152,14.3337853333333,79,70,68,2.33626330493388
"RIN2",20.14406,23.18431,22.24168,21.8566833333333,3.125212,3.726761,6.149534,4.33383566666667,113,99,105,4.28522451041642
"RIN3",6.41098,4.69766,13.6771,8.26191333333333,6.08466,5.671691,4.154545,5.303632,175,197,144,1.46929791163782
"RING1",62.73484,64.82765,70.65774,66.07341,19.526354,19.692382,17.012378,18.7437046666667,441,349,340,3.39720488795804
"RINL",12.39125,12.7113,8.76121,11.28792,9.105021,9.903779,27.592334,15.5337113333333,25,21,39,0.743203975941356
"RINT1",14.32945,10.41774,14.33255,13.02658,16.439231,14.447595,17.45723,16.1146853333333,402,344,381,0.81956400172203
"RIOK1",13.61712,7.65442,5.96461,9.07871666666667,13.50254,23.586631,27.377952,21.489041,218,165,227,0.448161247367848
"RIOK2",16.31735,6.63199,8.97969,10.64301,39.427256,36.670816,41.025756,39.041276,580,482,499,0.290775199072077
"RIOK3",18.98445,19.23276,21.91395,20.04372,31.56897,34.021342,37.366754,34.319022,877,702,805,0.595818310031348
"RIOK3P1",0,0,0,0,0,0,0,0,0,0,0,1
"RIPK1",5.06915,5.25032,9.00154,6.44033666666667,8.482407,8.733563,7.675937,8.29730233333333,461,347,407,0.800268335901163
"RIPK2",3.79358,5.99642,3.93271,4.57423666666667,4.37096,5.398745,5.371315,5.04700666666667,132,122,139,0.921817516324881
"RIPK3",1.44123,1.21586,0.6336,1.09689666666667,0.079291,0.181785,0,0.0870253333333333,2,3,0,1.9290228133291
"RIPK4",0.0497,0.19343,0.08739,0.110173333333333,0.420385,0.714052,0.695415,0.609950666666667,25,34,36,0.689569783918845
"RIPPLY1",0,0.13817,0,0.0460566666666667,0,0,0,0,0,0,0,1.04605666666667
"RIPPLY2",44.56211,21.55395,22.91898,29.6783466666667,0.476741,0.063699,0.783252,0.441230666666667,3,3,7,21.2862155768727
"RIT1",10.45305,13.0429,7.88727,10.4610733333333,13.347328,17.423691,18.518606,16.429875,405,429,464,0.657553386546566
"RIT2",235.93071,164.39033,197.18184,199.167626666667,0,0,0,0,0,0,0,200.167626666667
"RLBP1",15.25714,33.79549,31.63649,26.8963733333333,9.355702,7.241828,10.121993,8.90650766666667,98,41,96,2.81596444195958
"RLF",5.31764,3.45416,4.36968,4.38049333333333,3.981116,4.85623,4.04627,4.29453866666667,389,383,354,1.01623459041065
"RLIM",8.34918,6.99122,6.62007,7.32015666666667,5.043539,5.887228,5.002776,5.311181,837,780,745,1.31832008409625
"RLIMP2",2.02103,1.8238,0.61176,1.48553,0,0,0,0,0,0,0,2.48553
"RLN1",0.29819,0.19343,0,0.163873333333333,0,0,0,0,0,0,0,1.16387333333333
"RLN3",0,0,0,0,0,0,0,0,0,0,0,1
"RMI1",2.6174,3.92392,2.27223,2.93785,2.365417,3.063747,2.794294,2.74115266666667,113,120,117,1.05257666576558
"RMI2",8.6308,3.92392,2.84029,5.13167,0.92217,1.908197,2.020383,1.61691666666667,16,24,31,2.34308951374073
"RMND1",10.12173,9.78218,9.96287,9.95559333333333,14.842797,14.527851,15.498485,14.9563776666667,267,209,247,0.686596517217055
"RMND5A",21.98287,15.47463,12.2788,16.5787666666667,10.236088,9.568159,8.147015,9.31708733333333,667,496,546,1.70384974932525
"RMND5B",28.41042,33.96129,29.16762,30.51311,12.326197,9.253807,9.867091,10.482365,347,262,310,2.74447903371823
"RMST",3.21377,8.45578,7.01334,6.22763,0.926102,0.349602,1.185535,0.820413,10,6,11,3.97032431651499
"RNASE1",264.70558,195.42249,148.48175,202.86994,0,0.361589,0.259155,0.206914666666667,0,2,2,168.918272045745
"RNASE10",10.25426,8.78738,12.86871,10.6367833333333,0.86159,1.152709,0.245113,0.753137333333333,13,14,3,6.63769067720878
"RNASE11",0,0,0,0,0,0,0,0,0,0,0,1
"RNASE12",0,0,0,0,0,0,0,0,0,0,0,1
"RNASE13",0,0,0,0,0,0,0,0,0,0,0,1
"RNASE2",2.6174,0,0.37142,0.996273333333333,0,0,0,0,0,0,0,1.99627333333333
"RNASE3",1.07678,0,0,0.358926666666667,0,0,0,0,0,0,0,1.35892666666667
"RNASE4",2.30265,2.73569,0.43697,1.82510333333333,4.35103,5.632099,3.426705,4.46994466666667,72,77,49,0.516477497578586
"RNASE6",4.40651,2.51463,0.6336,2.51824666666667,0.103604,0.128618,0,0.0774073333333333,1,1,0,3.26547495809384
"RNASE7",0,0,0,0,0,0,0,0,0,0,0,1
"RNASE8",0,0,0,0,0,0,0,0,0,0,0,1
"RNASE9",0,0,0,0,0,0,0,0,0,0,0,1
"RNASEH1",11.52983,11.44017,6.27049,9.74683,8.035509,9.377207,9.876897,9.09653766666667,651,553,567,1.06440745875492
"RNASEH1P1",0.18222,0.22107,0.37142,0.258236666666667,1.242533,1.442403,1.523699,1.40287833333333,10,10,11,0.523637276682756
"RNASEH1P2",0,0,0,0,0,0,0,0,0,0,0,1
"RNASEH2A",8.23322,8.28998,12.19141,9.57153666666667,4.622187,7.689868,4.675953,5.66266933333333,52,87,56,1.58668187445192
"RNASEH2B",27.89688,19.92359,37.40447,28.4083133333333,15.902318,14.429695,12.039933,14.123982,132,139,108,1.94448216966493
"RNASEH2C",40.7354,28.37937,40.33215,36.4823066666667,8.543996,9.564683,10.434027,9.51423533333333,191,164,198,3.56491037896368
"RNASEK",414.12947,349.20165,397.40062,386.91058,123.575996,97.993087,138.132373,119.900485333333,635,421,647,3.2085113548593
"RNASEL",3.47883,3.01203,2.14114,2.87733333333333,1.138563,1.183661,0.823071,1.04843166666667,73,61,47,1.89283020587295
"RNASET2",103.35428,65.98825,62.79231,77.37828,8.68937,4.112323,8.101708,6.96780033333333,82,39,71,9.8368780241774
"RND1",26.25686,26.77664,62.13686,38.39012,0.484602,0.28165,0.555221,0.440491,9,6,8,27.3449261397676
"RND2",110.61012,104.92353,45.44468,86.9927766666667,2.395923,2.452789,3.042766,2.63049266666667,155,128,126,24.2371448576584
"RND3",8.86273,6.49382,7.42846,7.59500333333333,152.362242,169.178294,154.472269,158.670935,2905,2711,3134,0.053829479568923
"RNF10",467.23956,353.70587,330.80668,383.91737,255.15645,269.082887,261.070267,261.769868,1181,949,1003,1.46484592365819
"RNF103",31.22661,26.97007,19.44508,25.8805866666667,11.433521,14.454512,12.216522,12.7015183333333,451,349,457,1.96186918943655
"RNF11",119.19123,124.65369,102.86229,115.56907,47.749711,53.635354,50.652211,50.679092,897,903,871,2.25563309045755
"RNF111",17.37757,20.94602,20.4938,19.6057966666667,19.534132,20.544023,17.599651,19.2259353333333,515,458,500,1.01878090318559
"RNF112",52.51372,32.52436,42.25481,42.4309633333333,2.415864,1.28256,1.531305,1.743243,40,15,35,15.8319781854299
"RNF113A",12.15933,11.32964,9.94102,11.14333,4.819266,5.002322,5.854341,5.22530966666667,81,68,87,1.95063870718292
"RNF113B",0,0.2487,0,0.0829,0.10748,0.067613,0,0.0583643333333333,2,1,0,1.02318262803641
"RNF114",30.61367,29.1531,23.77106,27.8459433333333,21.804263,21.039966,22.249342,21.697857,594,498,595,1.27086637885389
"RNF115",20.17719,18.68009,25.71557,21.5242833333333,5.319104,5.272145,5.006281,5.19917666666667,616,502,541,3.63343142879726
"RNF121",24.38492,28.13067,17.30394,23.2731766666667,39.993844,53.824206,44.538043,46.1186976666667,523,468,453,0.515149566280104
