"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"CRIM1",37.14062,28.84914,20.42826,28.8060066666667,26.228499,42.315574,17.293375,28.6124826666667,1092,1454,1020,1.00653521699543
"CRIP1",26.25686,68.77921,16.14597,37.06068,3.126812,4.1928,4.732952,4.01752133333333,23,20,30,7.58555419528527
"CRIP2",388.55181,400.6548,385.9739,391.726836666667,24.577979,23.938575,29.689205,26.0685863333333,380,298,341,14.5085831905099
"CRIP3",32.8335,24.06858,27.37605,28.09271,1.795,1.977301,3.837954,2.53675166666667,14,10,20,8.22582774872046
"CRIPT",28.84113,26.30687,22.30722,25.8184066666667,3.194141,3.810088,4.329851,3.77802666666667,221,175,224,5.61286249274456
"CRISP1",0,0,0,0,0,0,0,0,0,0,0,1
"CRISP2",0.19879,0.2487,0,0.149163333333333,0,0,0,0,0,0,0,1.14916333333333
"CRISP3",0,0.85663,0.41512,0.423916666666667,0,0,0,0,0,0,0,1.42391666666667
"CRISPLD1",2.60084,4.06209,1.76972,2.81088333333333,31.069909,42.924654,26.909325,33.6346293333333,781,741,592,0.110031012506481
"CRISPLD2",6.14593,4.39369,5.94277,5.49413,12.126118,4.646964,9.659882,8.810988,737,234,583,0.661924160950966
"CRK",27.66496,25.53314,24.6013,25.9331333333333,22.413833,25.898733,21.749472,23.3540126666667,1173,1093,1041,1.10590126161003
"CRKL",29.63629,41.06304,74.13163,48.2769866666667,9.147978,10.318069,9.952336,9.80612766666667,751,676,717,4.56009665873835
"CRLF1",26.27342,55.90211,46.86483,43.0134533333333,36.880635,35.48769,29.289468,33.885931,222,182,190,1.26163906399211
"CRLF2",0,0,0,0,1.564407,0.629881,1.294119,1.16280233333333,33,11,19,0.462363103917495
"CRLF3",18.58687,13.34687,14.07037,15.3347033333333,9.543486,9.627864,6.55186,8.57440333333333,172,125,129,1.70608055297441
"CRLS1",31.02782,30.61766,23.77106,28.47218,29.538974,34.705748,28.053225,30.7659823333333,395,334,367,0.927790606024283
"CRMP1",72.54182,62.47883,77.67108,70.8972433333333,97.201409,74.538321,105.098319,92.2793496666667,4302,2666,4106,0.77077341973607
"CRNDE",12.95449,7.35045,0.78654,7.03049333333333,3.395509,5.696634,4.75709,4.616411,58,84,77,1.42982650901676
"CRNKL1",13.83248,7.43335,13.78634,11.6840566666667,8.377321,8.617926,8.590169,8.528472,242,222,252,1.33117426032911
"CRNN",0.13253,2.34883,1.13612,1.20582666666667,0,0,0,0,0,0,0,2.20582666666667
"CROCC",42.30916,67.45281,83.83233,64.5314333333333,19.241661,17.881016,14.282909,17.1351953333333,378,266,244,3.61349476136513
"CROCCP1",0.0497,0,0.06555,0.0384166666666667,0,0,0,0,0,0,0,1.03841666666667
"CROCCP3",13.65025,14.67327,17.23839,15.1873033333333,27.111108,28.549335,16.330707,23.99705,280,186,205,0.647568546421811
"CROCCP4",1.45779,0.4145,0.69915,0.857146666666667,0,0,0,0,0,0,0,1.85714666666667
"CROT",9.9892,7.48862,6.2268,7.90154,5.583702,6.213619,4.536506,5.444609,137,126,132,1.38123817907339
"CRP",0,21.66448,2.7529,8.13912666666667,0,0,0,0,0,0,0,9.13912666666667
"CRPP1",0,0,0,0,0,0,0,0,0,0,0,1
"CRTAC1",22.96026,21.22235,29.05838,24.4136633333333,0.976742,0.840611,0.778776,0.865376333333333,17,20,20,13.6238800070549
"CRTAM",0.89456,0.22107,0.34957,0.4884,0.044774,0.220667,0.198905,0.154782,1,4,2,1.28890128180037
"CRTAP",45.00939,46.72786,34.41124,42.0494966666667,117.527483,99.661187,121.146237,112.778302333333,2549,1724,2522,0.378362972410554
"CRTC1",75.85499,69.47004,75.04927,73.4581,8.122898,6.782843,6.647873,7.184538,654,369,532,9.09741026310832
"CRTC2",126.66242,69.63584,68.88802,88.3954266666667,145.16456,118.703654,121.569224,128.479146,441,334,370,0.690423357184227
"CRTC3",37.17375,33.43626,25.366,31.9920033333333,7.592161,9.712695,8.493203,8.599353,360,290,351,3.43689864653725
"CRX",0.97738,1.38166,1.48569,1.28157666666667,0.1817,0.18457,0.201752,0.189340666666667,7,5,7,1.91835420297296
"CRY1",14.6939,19.34329,17.80645,17.2812133333333,10.439839,12.486792,9.893864,10.940165,230,282,195,1.53106873592897
"CRY2",64.22577,52.22688,54.29328,56.91531,9.658391,8.405491,6.993968,8.35261666666667,353,263,305,6.19241780820697
"CRYAA",0.24849,0,0,0.08283,0.577276,0.000352,0.699967,0.425865,8,0,9,0.759419720660792
"CRYAB",1317.99491,806.55992,1027.98925,1050.84802666667,59.144057,266.024235,108.711376,144.626556,466,1583,708,7.22291356438222
"CRYBA1",0,0,0,0,0,0,0,0,0,0,0,1
"CRYBA2",2.33578,6.32802,5.57134,4.74504666666667,0,0,0.282376,0.0941253333333333,0,0,1,5.25081221651633
"CRYBA4",0,0,0,0,0,0,0,0,0,0,0,1
"CRYBB1",0.82829,0.55267,1.42015,0.933703333333333,0,0.093062,0,0.0310206666666667,0,1,0,1.87552334870753
"CRYBB2",3.57822,10.80461,6.9041,7.09564333333333,0,0.199,0.094564,0.0978546666666667,0,2,1,7.37405740407656
"CRYBB2P1",36.01414,122.08379,102.29423,86.7973866666667,16.373972,17.099711,14.193325,15.8890026666667,236,229,207,5.1984944522479
"CRYBB3",0,0.38687,0.50251,0.29646,0,0.243757,0,0.0812523333333333,0,2,0,1.19903556277489
"CRYBG3",19.28264,16.96683,7.90912,14.71953,3.010251,3.261098,2.736517,3.002622,126,154,98,3.927308149508
"CRYGA",0.48041,1.63036,1.00503,1.0386,0,0,0,0,0,0,0,2.0386
"CRYGB",0,0,0,0,0,0,0,0,0,0,0,1
"CRYGC",0,0,0,0,0,0.194427,0,0.064809,0,1,0,0.939135563279424
"CRYGD",0.54667,0.9948,1.79157,1.11101333333333,0,0,0,0,0,0,0,2.11101333333333
"CRYGEP",0,0,0,0,0,0,0,0,0,0,0,1
"CRYGGP",0,0,0,0,0,0,0,0,0,0,0,1
"CRYGN",13.41833,1.2435,1.83527,5.49903333333333,0.034623,0,0.078639,0.037754,1,0,2,6.26259530999961
"CRYGS",3.56166,5.22269,6.46713,5.08382666666667,2.822872,3.540796,3.281383,3.215017,52,44,54,1.44336942571446
"CRYL1",99.34535,113.51748,131.30891,114.723913333333,6.588611,9.6677,7.498729,7.91834666666667,123,155,133,12.9759379914962
"CRYM",494.77199,342.23806,182.43417,339.81474,0.308362,0.713119,0.342439,0.45464,5,4,5,234.294904581202
"CRYZ",10.53588,9.86508,7.23182,9.21092666666667,4.588308,5.225021,4.364983,4.726104,96,116,83,1.78322410257772
"CRYZL1",70.75271,57.8917,34.06166,54.2353566666667,26.329568,31.167427,34.668487,30.7218273333333,179,211,200,1.74124132529482
"CS",86.12581,79.41802,74.21903,79.9209533333333,134.678216,141.54054,154.082378,143.433711333333,2476,1928,2421,0.560263615649803
"CSAD",60.53158,54.38228,54.97058,56.6281466666667,39.360256,38.241036,28.005421,35.2022376666667,377,293,283,1.59183935527079
"CSAG1",2.55114,4.91872,3.10247,3.52411,0,0,0,0,0,0,0,4.52411
"CSAG2",0,0,0,0,0.051525,0.082073,0,0.0445326666666667,0,1,0,0.957365941642802
"CSAG3",0,0,0,0,0.058989,0.054672,0,0.037887,1,0,0,0.963496026060641
"CSAG4",0,0,0,0,0,0,0,0,0,0,0,1
"CSDC2",29.60316,55.37708,25.80296,36.9277333333333,1.030373,1.919683,0.923051,1.29103566666667,39,47,30,16.5548419368417
"CSDE1",164.26688,155.21608,93.09605,137.526336666667,185.291722,230.712507,177.671913,197.892047333333,5393,5039,5039,0.696490073504565
"CSE1L",28.14536,20.33809,26.41472,24.9660566666667,16.589058,23.839181,18.894543,19.7742606666667,859,989,854,1.24991483852566
"CSF1",11.14881,11.99284,9.59145,10.9110333333333,1.241804,2.216125,1.558164,1.672031,68,98,77,4.4576703389045
"CSF1R",44.03201,17.85109,7.51585,23.1329833333333,0.27283,0.37185,0.106888,0.250522666666667,2,4,1,19.2983173968858
"CSF2",0,0,0,0,0,0,0,0,0,0,0,1
"CSF2RA",0,0,0,0,2.611621,6.202657,4.883297,4.56585833333333,21,29,22,0.179666807904741
"CSF2RB",0.66263,0.6632,0.80839,0.711406666666667,0.052496,0.039069,0.018002,0.0365223333333333,4,2,1,1.65110447853351
"CSF2RBP1",0,0,0,0,0,0,0,0,0,0,0,1
"CSF3",0.6295,0,5.30916,1.97955333333333,0,0,0,0,0,0,0,2.97955333333333
"CSF3R",23.25844,16.0273,20.79968,20.0284733333333,0.05157,0.1503,0.1824,0.12809,5,4,4,18.6407762973994
"CSGALNACT1",73.53577,53.33221,69.01911,65.2956966666667,2.800249,2.204744,3.121137,2.70871,106,51,92,17.8756755493599
"CSGALNACT2",6.72573,6.99122,7.05703,6.92466,10.420879,12.820469,11.22243,11.487926,583,579,556,0.634585759076407
"CSH1",0,0,0,0,0,0,0.049741,0.0165803333333333,0,0,1,0.983690090404398
"CSH2",0,0,0,0,0,0,0,0,0,0,0,1
"CSHL1",0,0,0,0,0,0,0.000688,0.000229333333333333,0,0,0,0.999770719248386
"CSK",32.51875,29.92683,40.17921,34.2082633333333,38.212055,38.890498,33.813355,36.9719693333333,528,402,471,0.927217206573115
"CSMD1",6.79199,18.23796,233.23171,86.08722,1.897528,24.679528,1.668999,9.41535166666667,224,181,200,8.36142866675489
"CSMD2",4.77096,2.84623,3.40835,3.67518,7.198652,6.182127,3.608057,5.66294533333333,718,520,467,0.701668671452405
"CSMD3",17.77515,12.26917,30.08525,20.04319,2.905218,2.937528,3.275863,3.03953633333333,180,59,153,5.2093082630193
"CSN1S1",0,0,0,0,0,0.225453,0,0.075151,0,1,0,0.930101911266418
"CSN1S2AP",0,0,0,0,0,0,0,0,0,0,0,1
"CSN2",0,0,0,0,0,0,0,0,0,0,0,1
"CSN3",0,0,0,0,0,0.13031,0,0.0434366666666667,0,1,0,0.958371535087579
"CSNK1A1",37.90265,36.36538,28.73065,34.3328933333333,59.443507,67.465424,61.333363,62.7474313333333,2081,1859,1947,0.5542637968984
"CSNK1A1L",0.0994,0,0.15294,0.0841133333333333,0,0,0,0,0,0,0,1.08411333333333
"CSNK1D",93.51417,92.29513,98.29597,94.7017566666667,90.297605,82.138532,78.314269,83.5834686666667,1907,1537,1699,1.13144752958543
"CSNK1E",133.45442,141.39945,214.09251,162.982126666667,119.745644,117.885425,128.249031,121.960033333333,1880,1429,1637,1.3336213582679
"CSNK1G1",3.82671,3.26073,2.22854,3.10532666666667,6.618368,8.497072,9.470458,8.19529933333333,430,386,389,0.446459274227723
"CSNK1G2",95.02167,67.78441,88.81376,83.87328,74.460038,82.048512,63.823359,73.4439696666667,634,524,548,1.14009610691144
"CSNK1G3",8.56454,6.35565,8.01836,7.64618333333333,20.299907,11.075367,11.868399,14.4145576666667,443,393,366,0.560910246035171
"CSNK2A1",23.09278,24.12385,20.01314,22.4099233333333,68.299695,67.795542,65.780168,67.2918016666667,2090,1697,1901,0.342792586547907
"CSNK2A2",26.05807,26.61084,20.75598,24.4749633333333,25.291137,27.980287,24.641036,25.97082,915,747,829,0.944537961149618
"CSNK2B",121.70924,122.80226,105.72443,116.74531,67.901279,70.887009,67.981543,68.923277,757,657,690,1.6839215072829
"CSPG4",10.68497,10.03088,6.51082,9.07555666666667,6.147072,4.987417,4.66408,5.26618966666667,823,537,541,1.60792398612894
"CSPG5",85.52944,113.51748,117.45702,105.501313333333,2.295563,3.57374,2.684246,2.851183,69,81,71,27.6541814121358
"CSPP1",5.79804,6.38329,5.70243,5.96125333333333,5.830626,5.516271,5.411086,5.58599433333333,278,229,195,1.05697833630083
"CSRNP1",5.94714,6.30039,17.80645,10.0179933333333,2.644326,5.495508,2.684061,3.607965,126,213,110,2.39107574240111
"CSRNP2",18.85193,15.80623,15.0754,16.5778533333333,23.658908,22.409873,22.484688,22.8511563333333,1087,769,1020,0.736981179766421
"CSRNP3",8.26635,5.49902,7.25367,7.00634666666667,1.194408,1.806823,1.152296,1.384509,219,206,187,3.35765000956871
"CSRP1",648.28764,655.35066,560.36786,621.335386666667,130.098567,157.88835,130.397831,139.461582666667,2268,2063,2016,4.4306448414692
"CSRP2",24.33522,35.03899,21.32404,26.8994166666667,27.051775,69.951059,7.786271,34.9297016666667,38,267,50,0.77650009247224
"CSRP3",2.13699,2.95676,0.58991,1.89455333333333,0,0,0,0,0,0,0,2.89455333333333
"CST1",0,0,0.43697,0.145656666666667,28.3111,18.726025,31.674944,26.2373563333333,221,120,221,0.0420619627193628
"CST11",0,0,0,0,0,0,0,0,0,0,0,1
"CST12P",0,0,0,0,0,0,0,0,0,0,0,1
"CST13P",0,0,0,0,0,0,0,0,0,0,0,1
"CST2",0,0,0,0,6.336337,5.552995,5.083217,5.65751633333333,53,38,37,0.150206165472419
"CST3",2218.46435,3540.01546,2946.84716,2901.77565666667,163.811951,135.947419,168.427832,156.062400666667,1457,959,1281,18.4816712615212
"CST4",0,0,0,0,0.140646,0,0.651976,0.264207333333333,1,0,5,0.791009491586559
"CST5",0.41415,0,0,0.13805,0.118724,0,0.134356,0.08436,1,0,1,1.04951307683795
"CST6",1.01052,0.6632,0,0.557906666666667,0,0,0,0,0,0,0,1.55790666666667
"CST7",3.41256,2.51463,6.48898,4.13872333333333,0.093857,0,0.106631,0.0668293333333333,1,0,1,4.81681856016957
"CST8",0,0,0,0,0,0,0,0,0,0,0,1
"CST9",0,0,0,0,0,0,0,0,0,0,0,1
"CST9L",0,0,0,0,0,0,0,0,0,0,0,1
"CSTA",0.89456,1.4922,1.22351,1.20342333333333,0,0,0,0,0,0,0,2.20342333333333
"CSTB",71.94545,64.49605,65.54521,67.3289033333333,55.315656,47.0088,58.567301,53.6305856666667,368,245,354,1.25074447764935
"CSTF1",9.27687,8.06892,5.15622,7.50067,9.865747,14.549596,13.109618,12.5083203333333,264,236,237,0.629291413753612
"CSTF2",11.49669,5.96879,8.30239,8.58929,4.948015,7.805984,4.64275,5.79891633333333,128,124,129,1.41041447340456
"CSTF2T",13.36863,10.22431,10.9679,11.52028,5.441109,5.918838,5.714157,5.691368,340,299,316,1.87110916631696
"CSTF3",46.10274,49.49119,34.97929,43.5244066666667,25.673746,29.69394,24.868556,26.745414,590,520,573,1.60474832585546
"CSTL1",0.34788,0,0,0.11596,0,0.320732,0.285268,0.202,0,1,1,0.928419301164726
"CSTP2",0,0,0,0,0,0,0,0,0,0,0,1
"CT45A1",0,0,0,0,0,0,0,0,0,0,0,1
"CT45A2",0,0,0,0,0,0,0,0,0,0,0,1
"CT45A3",0,0,0,0,0,0,0,0,0,0,0,1
"CT45A5",0.53011,0.19343,0.85209,0.52521,0,0,0,0,0,0,0,1.52521
"CT45A6",3.87641,3.45416,4.87219,4.06758666666667,0,0,0,0,0,0,0,5.06758666666667
"CT47A1",0,0,0,0,0,0,0,0,0,0,0,1
"CT47A10",0,0,0,0,0,0,0,0,0,0,0,1
"CT47A11",0,0,0,0,0,0,0,0,0,0,0,1
"CT47A12",0,0,0,0,0,0,0,0,0,0,0,1
"CT47A7",0,0,0,0,0,0,0,0,0,0,0,1
"CT47B1",0,0,0,0,0,0,0,0,0,0,0,1
"CT62",0.03313,0.05527,0,0.0294666666666667,0.135657,0.047968,0,0.0612083333333333,4,1,0,0.97008912795948
"CTAG1A",0,0,0,0,0,0,0,0,0,0,0,1
"CTAG1B",0,0,0,0,0,0,0,0,0,0,0,1
"CTAG2",0,0,0.61176,0.20392,0,0,0,0,0,0,0,1.20392
"CTAGE1",0,0,0,0,0.031564,0,0,0.0105213333333333,2,0,0,0.989588212552992
"CTAGE10P",0.0497,0.05527,0,0.03499,0,0.043312,0,0.0144373333333333,0,1,0,1.02026016392667
"CTAGE11P",0,0,0,0,0,0.036302,0,0.0121006666666667,0,1,0,0.988044008797544
"CTAGE12P",0,0,0.19664,0.0655466666666667,0,0,0,0,0,0,0,1.06554666666667
"CTAGE13P",0.21536,0.05527,0,0.09021,0,0,0.03261,0.01087,0,0,1,1.07848684796265
"CTAGE14P",0,0,0,0,0.047267,0,0,0.0157556666666667,0,0,0,0.984488723830239
"CTAGE16P",0,0,0,0,0,0,0,0,0,0,0,1
"CTAGE3P",0.19879,0.11053,0,0.103106666666667,0.19501,0.169608,0.223452,0.196023333333333,7,5,7,0.922311995027968
"CTAGE4",0,0,0,0,0.034969,0.036074,0.220821,0.097288,1,1,8,0.911337770940719
"CTAGE7P",0.53011,0.1658,0.17479,0.290233333333333,0.337667,0.243054,0.2541,0.278273666666667,12,7,8,1.0093561081469
"CTAGE8",0,0,0,0,0,0.062529,0,0.020843,0,2,0,0.979582560687589
"CTAGE9",0,0,0,0,0,0,0,0,0,0,0,1
"CTBP1",339.06964,323.55797,381.80086,348.142823333333,79.166818,83.610483,77.016882,79.9313943333333,1088,870,920,4.31405916343556
"CTBP2",25.99181,33.74022,34.73896,31.49033,35.474422,33.40492,31.544189,33.4745103333333,1162,1118,1067,0.942445003158904
"CTBS",4.50591,6.38329,5.30916,5.39945333333333,7.89379,5.193644,8.488988,7.19214066666667,212,114,194,0.781169854586644
"CTC1",27.89688,23.79225,24.71054,25.4665566666667,23.867991,15.812249,24.00352,21.22792,420,212,332,1.19068975714627
"CTCF",16.99655,16.49706,11.6889,15.0608366666667,11.203437,11.987366,12.091416,11.7607396666667,560,513,495,1.25861330034186
"CTCFL",0.13253,0.11053,0,0.08102,0.415296,1.017657,0.307389,0.580114,11,23,8,0.684140511380824
"CTDNEP1",111.88569,106.49863,113.08734,110.490553333333,56.164113,49.948034,61.253938,55.788695,697,497,631,1.96325260394403
"CTDP1",8.38232,13.73374,6.31419,9.47675,5.42482,7.188716,8.78706,7.133532,246,227,246,1.28809353673164
"CTDSP1",56.04224,75.21776,48.6127,59.9575666666667,10.982304,19.473168,11.067364,13.8409453333333,240,234,219,4.10739109251711
"CTDSP2",50.44299,50.92812,36.50868,45.95993,30.924102,31.404327,25.629553,29.3193273333333,1169,1039,943,1.54884471821286
"CTDSPL",19.64709,25.92001,16.95436,20.8404866666667,22.718331,19.3743,21.755041,21.2825573333333,1000,775,893,0.980160685326484
"CTDSPL2",5.61582,5.36085,6.27049,5.74905333333333,10.737253,8.872042,6.358709,8.65600133333333,304,305,250,0.698949088794658
"CTF1",6.90796,8.20708,5.35286,6.82263333333333,0.832932,1.2845,1.156284,1.09123866666667,16,19,19,3.74066980398858
"CTF2P",0,0,0,0,0,0,0,0,0,0,0,1
"CTH",3.72731,4.97399,5.15622,4.61917333333333,2.997742,3.416436,4.350655,3.58827766666667,44,57,61,1.22468031395659
"CTHRC1",1.10991,2.37646,3.67053,2.38563333333333,6.418259,18.929198,6.982972,10.7768096666667,71,145,55,0.287483064527747
"CTIF",123.15047,162.75997,262.7926,182.901013333333,44.545033,33.465788,37.09026,38.367027,1099,842,835,4.671447842209
"CTLA4",0,0.1658,0.34957,0.17179,0,0.133966,0,0.0446553333333333,0,3,0,1.12170010778675
"CTNNA1",554.04457,533.6261,546.66891,544.77986,681.086793,810.561135,683.89542,725.181116,6586,5952,5853,0.751575396240406
"CTNNA2",419.36428,538.79352,776.90739,578.355063333333,20.471931,14.013367,27.311322,20.5988733333333,1011,515,945,26.8233927942538
"CTNNA3",8.20009,15.3641,14.68213,12.7487733333333,1.493138,0.749579,0.538904,0.927207,35,29,26,7.1340407819883
"CTNNAL1",9.70758,5.91352,10.44354,8.68821333333333,5.998517,7.754003,4.51026,6.08759333333333,150,180,125,1.36692567952074
"CTNNB1",135.34292,145.35101,141.88353,140.859153333333,291.899029,322.325212,309.00776,307.744000333333,10708,9417,9350,0.459471773314384
"CTNNBIP1",21.94974,29.09783,33.79948,28.28235,11.876867,13.81129,14.747596,13.4785843333333,427,310,340,2.02245947019728
"CTNNBL1",40.75197,35.20479,34.1709,36.70922,21.696829,19.754333,17.130451,19.5272043333333,282,246,260,1.83703632446263
"CTNND1",32.75067,29.09783,28.99283,30.2804433333333,71.253946,78.247089,57.078181,68.8597386666667,3781,3028,2565,0.447760669168645
"CTNND2",434.63798,574.16411,870.24377,626.34862,35.26317,22.524072,33.504596,30.4306126666667,1090,740,1010,19.9597960960311
"CTNS",15.12461,17.74056,10.50908,14.4580833333333,19.616499,21.307971,25.57056,22.16501,469,392,462,0.667303115057293
"CTPS1",17.21191,10.69408,10.53093,12.8123066666667,24.48365,26.65056,28.592397,26.5755356666667,791,669,732,0.500889876941285
"CTPS2",6.97422,10.83224,4.69741,7.50129,9.784948,9.984422,9.213218,9.66086266666667,293,255,292,0.797429839011152
"CTR9",17.72545,15.2812,10.18136,14.3960033333333,16.147904,21.669115,14.616521,17.4778466666667,722,571,552,0.833214151576825
"CTRB1",0.14909,2.51463,0,0.887906666666667,0.213657,0.371294,0.068365,0.217772,3,3,1,1.55029567658533
"CTRB2",1.20931,3.12256,0.93948,1.75711666666667,0.090076,0.089753,0.104592,0.094807,3,2,3,2.51835863916349
"CTRC",2.05416,1.63036,5.37471,3.01974333333333,0.154035,0.051353,1.315502,0.506963333333333,5,2,2,2.66744601173663
"CTRL",14.99209,14.2864,14.90061,14.7263666666667,0.650938,1.719647,2.622724,1.66443633333333,4,7,20,5.90232405628257
"CTSA",130.24065,94.33999,123.61827,116.066303333333,138.058966,101.425506,133.871637,124.452036333333,2030,1116,1854,0.933155863825768
"CTSB",317.20273,263.15164,299.47607,293.276813333333,354.463392,322.871392,370.807852,349.380878666667,4701,3274,4458,0.839876920376389
"CTSC",9.60819,6.57672,7.36291,7.84927333333333,422.099279,315.450079,499.850533,412.466630333333,4899,3429,4809,0.0214026300652102
"CTSD",377.22078,339.33657,464.43152,393.662956666667,414.19648,326.260735,414.247073,384.901429333333,5184,3288,4608,1.02270405514815
"CTSE",0.96082,0.3316,0,0.430806666666667,0.033919,0.184445,0.137873,0.118745666666667,1,1,4,1.27893828713527
"CTSF",153.81384,114.76097,173.23599,147.270266666667,40.982992,36.003964,35.932959,37.6399716666667,624,438,512,3.83722503592243
"CTSG",0,0.4145,0,0.138166666666667,0.448613,0.111022,0.101648,0.220427666666667,5,1,1,0.932596578849545
"CTSH",67.98621,58.6378,135.41641,87.3468066666667,3.538679,2.60633,5.575719,3.90690933333333,61,39,57,18.0045728716678
"CTSK",3.37943,4.80819,4.17305,4.12022333333333,6.315667,8.32082,8.314826,7.65043766666667,107,100,86,0.591903384618728
"CTSO",10.15486,11.55071,11.71074,11.13877,6.515642,4.413896,6.661839,5.86379233333333,278,152,253,1.76852232854558
"CTSS",12.0765,12.65604,11.33932,12.0239533333333,2.211519,0.7889,1.268267,1.42289533333333,21,17,18,5.37536770745084
"CTSW",1.60689,0.69083,2.84029,1.71267,0.457396,0.420077,0.942991,0.606821333333333,4,3,6,1.68822129985827
"CTSZ",78.63805,53.71908,45.83795,59.39836,19.786468,18.298472,26.560652,21.5485306666667,400,295,463,2.67859404645317
"CTTN",157.37549,124.40499,146.5154,142.765293333333,148.1423,158.84548,128.891501,145.293093666667,3257,2741,2625,0.982720986548463
"CTTNBP2",27.54899,20.08939,15.46867,21.0356833333333,4.599163,5.850777,6.473374,5.64110466666667,228,159,166,3.31807499495315
"CTTNBP2NL",10.28739,7.90312,6.70746,8.29932333333333,10.360715,12.284679,9.571485,10.7389596666667,712,708,691,0.792176103964238
"CTU1",3.95924,5.11216,3.36465,4.14535,0.630688,0.961444,0.779317,0.790483,16,18,16,2.87372178345173
"CTU2",33.28078,21.33289,46.66819,33.76062,23.427071,17.188266,16.53104,19.0487923333333,166,136,125,1.73380118972087
"CTXN1",1162.82267,1380.55823,810.59763,1117.99284333333,15.684089,18.247254,16.207509,16.7129506666667,206,167,163,63.1737119574958
"CTXN2",0.97738,0.88426,1.00503,0.955556666666667,0.453755,0.086779,0.568598,0.369710666666667,18,3,21,1.42771514762728
"CTXN3",1.55719,0.4974,9.11078,3.72179,1.572162,1.716186,1.64917,1.64583933333333,34,27,33,1.78460949631862
"CUBN",0.77859,1.2435,0.24033,0.75414,19.322022,11.977645,16.273046,15.857571,770,506,749,0.104056509683394
"CUEDC1",57.81479,59.68787,37.84144,51.7813666666667,53.230769,56.158497,46.857831,52.0823656666667,816,692,639,0.994329585800864
"CUEDC2",90.84707,95.66638,86.71631,91.0765866666667,96.814819,71.559459,88.292761,85.5556796666667,898,538,754,1.06378445667877
"CUL1",28.46012,25.00811,24.77609,26.08144,16.345965,22.077417,17.891374,18.7715853333333,706,592,703,1.36971515148777
"CUL2",18.91819,15.72333,12.86871,15.8367433333333,18.804564,21.314319,18.895359,19.671414,677,589,594,0.814494031870937
"CUL3",33.28078,33.43626,35.11038,33.9424733333333,59.077322,65.238579,52.07619,58.7973636666667,898,862,841,0.584348058020016
"CUL4A",18.62001,21.36052,10.39984,16.7934566666667,35.721033,38.3555,30.409198,34.828577,923,822,804,0.496627501188972
"CUL4B",21.51903,16.41416,11.29562,16.4096033333333,17.83253,20.022543,19.191238,19.015437,1040,1001,975,0.869808804740728
"CUL5",7.45463,6.52145,8.08391,7.35333,5.229009,5.570762,4.442851,5.080874,349,420,318,1.37370549036208
"CUL7",14.57794,11.88231,8.19315,11.5511333333333,16.433819,15.308438,14.629868,15.457375,1149,953,928,0.762644913501292
"CUL9",80.90757,61.31823,86.2138,76.1465333333333,25.967935,16.297478,23.789246,22.0182196666667,603,329,413,3.35154214576601
"CUTA",316.72232,231.87078,346.3409,298.311333333333,148.561525,119.465055,159.635429,142.554003,1049,747,1052,2.08500861751193
"CUTC",17.22848,16.5247,6.48898,13.4140533333333,5.340417,6.991454,4.940828,5.75756633333333,57,72,70,2.13302432004737
"CUX1",149.72207,222.1715,260.06155,210.651706666667,10.947117,15.479264,12.671002,13.032461,864,952,764,15.0830069413103
"CUX2",0.87799,0.96716,21.43328,7.75947666666667,1.764623,1.260071,1.562312,1.529002,185,105,142,3.46361001955185
"CUZD1",1.10991,1.85143,0.76469,1.24201,0.108938,0,0.080227,0.063055,3,0,2,2.10902540320115
"CWC15",55.29678,50.09912,47.08331,50.8264033333333,35.724459,35.494587,35.529191,35.5827456666667,324,265,327,1.41668981889887
"CWC22",7.66998,5.85825,6.94779,6.82534,4.067946,5.403004,4.450145,4.640365,208,208,197,1.38738184496925
"CWC25",15.07492,13.15344,8.8923,12.3735533333333,7.18061,8.410561,8.862929,8.15136666666667,220,182,195,1.46137225405313
"CWC27",74.64568,80.71678,102.20683,85.85643,10.444841,11.527407,10.188174,10.7201406666667,189,162,171,7.41086924383331
"CWF19L1",55.86002,61.87089,102.31608,73.3489966666667,7.696976,4.849586,7.545415,6.69732566666667,176,110,139,9.6590686020517
"CWF19L2",3.64449,6.57672,4.80665,5.00928666666667,1.466196,3.65842,1.463542,2.19605266666667,72,77,56,1.88022141479104
"CWH43",0.14909,0.13817,0,0.0957533333333333,0,0,0,0,0,0,0,1.09575333333333
"CX3CL1",71.39878,61.01426,52.89499,61.7693433333333,1.342258,1.188935,0.75241,1.09453433333333,48,42,42,29.9681615786357
"CX3CR1",10.17143,5.25032,1.52939,5.65038,0.021438,0.026595,0.048297,0.03211,1,1,2,6.44347986164265
"CXADR",5.86431,4.11736,4.76295,4.91487333333333,14.620188,7.782836,14.196695,12.1999063333333,705,490,686,0.448099644343436
"CXADRP1",0,0,0,0,0,0,0,0,0,0,0,1
"CXCL1",1.15961,1.1606,7.69064,3.33695,5.795962,5.701192,5.048922,5.51535866666667,82,69,64,0.665650230767546
