"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"OR51E2",0.26505,0.0829,0.30588,0.217943333333333,0,0,0,0,1.21794333333333
"OR51F1",0,0,0,0,0,0,0,0,1
"OR51F2",0,0,0,0,0,0,0,0,1
"OR51G1",0,0,0,0,0,0,0,0,1
"OR51G2",0,0,0,0,0,0,0,0,1
"OR51I1",0,0,0,0,0,0,0,0,1
"OR51I2",0,0,0,0,0,0,0,0,1
"OR51J1",0,0,0,0,0,0,0,0,1
"OR51L1",0,0,0,0,0.025062,0.073792,0.025062,0.0413053333333333,0.960333120352788
"OR51M1",0,0,0,0,0.203655,0,0.031762,0.0784723333333333,0.927237509106245
"OR51Q1",0,0,0,0,0,0,0,0,1
"OR51S1",0,0,0,0,0,0,0,0,1
"OR51T1",0,0,0,0,0,0,0,0,1
"OR51V1",0,0,0,0,0,0,0,0,1
"OR52A1",0,0,0,0,0.019168,0.013776,0.024701,0.019215,0.98114725548584
"OR52A5",0,0,0.26218,0.0873933333333333,0,0,0,0,1.08739333333333
"OR52B2",0,0,0,0,0,0,0,0,1
"OR52B4",0,0,0,0,0,0,0,0,1
"OR52B6",0,0.1658,0,0.0552666666666667,0,0,0.179638,0.0598793333333333,0.995647932248891
"OR52D1",0,0,0,0,0,0,0,0,1
"OR52E1",0,0,0,0,0,0,0,0,1
"OR52E2",0,0,0,0,0,0,0,0,1
"OR52E4",0,0,0,0,0.058733,0.035296,0.03627,0.043433,0.958374902844744
"OR52E6",0,0,0,0,0,0,0,0,1
"OR52E8",0,0,0,0,0,0,0,0,1
"OR52H1",0,0,0.24033,0.08011,0,0,0,0,1.08011
"OR52I1",0,0.1658,0,0.0552666666666667,0.018341,0.020044,0.04661,0.0283316666666667,1.02619291117166
"OR52I2",0,0,0,0,0,0,0,0,1
"OR52J3",0,0,0,0,0,0,0,0,1
"OR52K1",0,0,0,0,0.097616,0.152814,0.087923,0.112784333333333,0.898646727892467
"OR52K2",0,0,0,0,0,0,0,0,1
"OR52L1",0,0,0,0,0,0,0,0,1
"OR52M1",0,0,0,0,0,0,0,0,1
"OR52N1",0,0,0,0,0.051509,0.025127,0,0.0255453333333333,0.97509097598806
"OR52N2",0,0,0,0,0,0,0,0,1
"OR52N4",0,0,0,0,0,0,0,0,1
"OR52N5",0,0,0,0,0,0,0,0,1
"OR52R1",0,0,0,0,0,0,0,0,1
"OR52W1",0,0,0,0,0,0,0,0,1
"OR52Z1",0,0,0,0,0,0,0,0,1
"OR56A1",0,0,0,0,0.053959,0,0.011861,0.02194,0.978531029218936
"OR56A3",0,0,0,0,0,0,0,0,1
"OR56A4",0,0,0,0,0.070363,0.076566,0,0.0489763333333333,0.953310354316859
"OR56B1",0,0,0,0,0,0,0,0,1
"OR56B4",0.0994,0,0,0.0331333333333333,0,0,0.100773,0.033591,0.999557207186724
"OR5A1",0,0,0,0,0.014306,0.011556,0.012409,0.012757,0.987403691112478
"OR5A2",0,0,0,0,0.074266,0.065241,0.033729,0.0577453333333333,0.945407149042807
"OR5AC2",0,0,0,0,0,0,0,0,1
"OR5AK2",0,0,0,0,0,0,0,0,1
"OR5AK4P",0,0,0,0,0,0,0,0,1
"OR5AN1",0,0,0,0,0.006478,0.006252,0.006402,0.00637733333333333,0.993663079322136
"OR5AP2",0,0,0,0,0,0,0,0,1
"OR5AR1",0,0,0,0,0,0,0,0,1
"OR5AS1",0,0,0,0,0.090283,0.038454,0.016533,0.0484233333333333,0.953813186149361
"OR5AU1",0,0,0,0,0.059116,0,0,0.0197053333333333,0.980675463107643
"OR5B12",0,0,0.39327,0.13109,0,0,0,0,1.13109
"OR5B17",0,0,0,0,0,0,0,0,1
"OR5B2",0,0,0,0,0,0,0,0,1
"OR5B21",0,0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,0,1
"OR5C1",0,0,0,0,0,0,0,0,1
"OR5D13",0,0,0,0,0,0,0,0,1
"OR5D14",0,0,0,0,0,0,0,0,1
"OR5D16",0,0,0,0,0,0,0,0,1
"OR5D18",0,0,0,0,0,0,0,0,1
"OR5F1",0,0,0,0,0,0,0,0,1
"OR5H1",0,0,0,0,0.030196,0.027146,0.009255,0.022199,0.978283093605061
"OR5H14",0,0,0,0,0.022636,0.043492,0,0.0220426666666667,0.978432733401867
"OR5H15",0,0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,0,1
"OR5I1",0,0,0,0,0,0,0,0,1
"OR5J2",0,0,0,0,0,0,0,0,1
"OR5K1",0,0,0,0,0,0,0,0,1
"OR5K2",0.11596,0.13817,0,0.08471,0,0,0,0,1.08471
"OR5K3",0,0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,0,1
"OR5L1",0,0,0,0,0,0,0,0,1
"OR5L2",0,0,0,0,0,0,0,0,1
"OR5M1",0,0,0,0,0,0,0,0,1
"OR5M10",0,0,0,0,0,0,0,0,1
"OR5M11",0,0,0,0,0,0,0,0,1
"OR5M3",0,0,0,0,0,0,0,0,1
"OR5M8",0,0,0,0,0,0,0,0,1
"OR5M9",0,0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,0,1
"OR5P3",0,0,0,0,0,0,0,0,1
"OR5R1",0,0,0,0,0,0,0,0,1
"OR5T1",0,0,0,0,0,0,0,0,1
"OR5T2",0,0,0,0,0,0,0,0,1
"OR5T3",0,0,0,0,0,0,0,0,1
"OR5V1",0,0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,0,1
"OR6A2",0,0,0,0,0,0,0,0,1
"OR6B1",0,0,0,0,0,0,0,0,1
"OR6B2",0,0.13817,0,0.0460566666666667,0,0,0,0,1.04605666666667
"OR6B3",0,0,0,0,0,0,0,0,1
"OR6C1",0,0,0,0,0,0,0,0,1
"OR6C2",0,0,0,0,0,0,0,0,1
"OR6C3",0,0,0,0,0,0,0,0,1
"OR6C4",0,0,0,0,0.024743,0.011248,0.011378,0.0157896666666667,0.984455771519629
"OR6C6",0,0,0,0,0,0,0,0,1
"OR6C65",0,0,0,0,0,0,0,0,1
"OR6C68",0,0,0,0,0,0,0,0,1
"OR6C70",0,0,0,0,0,0,0,0,1
"OR6C74",0,0,0,0,0,0,0,0,1
"OR6C75",0,0,0,0,0.026228,0.088363,0.048958,0.0545163333333333,0.948302049375559
"OR6C76",0,0,0,0,0,0,0,0,1
"OR6F1",0,0,0,0,0,0,0,0,1
"OR6J1",0,0,0,0,0.034841,0.035001,0.035022,0.0349546666666667,0.966225895884651
"OR6K2",0,0,0,0,0,0,0,0,1
"OR6K3",0,0,0,0,0,0.058172,0.030557,0.0295763333333333,0.971273297204125
"OR6K6",0,0,0,0,0,0,0,0,1
"OR6M1",0,0,0,0,0,0,0,0,1
"OR6N1",0,0,0,0,0,1.804492,0,0.601497333333333,0.624415651019921
"OR6N2",0,0,0,0,0,0,0,0,1
"OR6P1",0,0,0,0,0,0,0,0,1
"OR6Q1",0,0,0,0,0,0,0,0,1
"OR6S1",0,0,0,0,0,0,0,0,1
"OR6T1",0,0,0,0,0,0,0,0,1
"OR6V1",0,0,0,0,0,0,0,0,1
"OR6X1",0,0,0,0,0,0,0,0,1
"OR6Y1",0,0,0,0,0.094318,0.079205,0.024228,0.065917,0.938159350118255
"OR7A10",0,0,0,0,0,0,0,0,1
"OR7A17",0,0,0,0,0.036771,0.039435,0.044637,0.040281,0.961278731419684
"OR7A5",0.77859,0.3316,0.24033,0.450173333333333,0.023829,0,0.011923,0.0119173333333333,1.4330946664945
"OR7C1",0.11596,0.13817,0,0.08471,0.027164,0.02583,0.013498,0.022164,1.0611897895054
"OR7C2",0,0,0,0,0,0,0,0,1
"OR7D2",0.08283,0.22107,0.13109,0.144996666666667,0.075695,0.065194,0.016859,0.0525826666666667,1.08779737965157
"OR7D4",0,0,0,0,0.063301,0.010789,0.021239,0.0317763333333333,0.969202304504626
"OR7E12P",0,0,0,0,0.078242,0.230368,0,0.10287,0.906725180664992
"OR7E14P",6.97422,3.61996,3.84532,4.81316666666667,0.695356,0.86113,0.597768,0.718084666666667,3.38351582983687
"OR7E24",0,0,0,0,0,0,0,0,1
"OR7E2P",0,0,0,0,0,0,0,0,1
"OR7E91P",0.28162,0,0,0.0938733333333333,0,0,0,0,1.09387333333333
"OR7G1",0,0,0,0,0,0,0,0,1
"OR7G2",0,0,0,0,0.097245,0.019353,0.033387,0.049995,0.952385487549941
"OR7G3",0,0,0,0,0,0,0,0,1
"OR8A1",0,0.13817,0,0.0460566666666667,0.04271,0.066703,0.058605,0.056006,0.990578336360463
"OR8B12",0,0,0,0,0,0,0,0,1
"OR8B2",0,0,0,0,0,0,0,0,1
"OR8B3",0,0,0,0,0,0,0,0,1
"OR8B4",0,0,0,0,0,0,0,0,1
"OR8B8",0,0,0,0,0.08768,0,0,0.0292266666666667,0.971603274950772
"OR8D1",0,0,0,0,0.007966,0.007122,0.014328,0.00980533333333333,0.990289877652986
"OR8D2",0,0,0,0,0,0,0,0,1
"OR8D4",0,0.13817,0,0.0460566666666667,0,0,0,0,1.04605666666667
"OR8G1",0,0,0,0,0,0.010779,0.011067,0.007282,0.99277064416916
"OR8G2P",0,0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,0,1
"OR8H1",0,0,0,0,0.023434,0.02173,0,0.0150546666666667,0.985168614892334
"OR8H2",0,0,0,0,0.024054,0.021417,0,0.015157,0.985069304550922
"OR8H3",0,0,0,0,0,0,0,0,1
"OR8I2",0,0,0,0,0,0,0,0,1
"OR8J1",0,0,0,0,0,0,0,0,1
"OR8J3",0,0,0,0,0,0,0,0,1
"OR8K1",0,0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,0,1
"OR8K5",0,0,0,0,0,0,0,0,1
"OR8S1",0.34788,0.46977,0.17479,0.330813333333333,0,0,0,0,1.33081333333333
"OR8U1",0,0,0,0,0,0,0,0,1
"OR9A2",0,0,0,0,0,0,0,0,1
"OR9A4",0,0,0,0,0,0,0,0,1
"OR9G1",0,0,0,0,0,0,0,0,1
"OR9G4",0,0,0,0,0,0,0,0,1
"OR9I1",0,0,0,0,0,0,0,0,1
"OR9K2",0,0,0,0,0,0,0,0,1
"OR9Q1",0,0,0,0,0,0,0,0,1
"OR9Q2",0,0,0,0,0,0,0,0,1
"ORAI1",7.40493,17.21553,9.54775,11.3894033333333,5.989775,6.441621,4.823349,5.75158166666667,1.83503717277112
"ORAI2",34.27473,30.3137,17.45687,27.3484333333333,1.593656,1.149944,0.975474,1.23969133333333,12.6572947403169
"ORAI3",6.24532,13.31924,9.94102,9.83519333333333,10.909521,9.15634,7.953409,9.33975666666667,1.04791569885429
"ORC1",0.33132,0.19343,0.21848,0.247743333333333,0.54075,0.512782,0.274646,0.442726,0.864851214529532
"ORC2",8.7302,6.38329,8.06206,7.72518333333333,5.380072,3.693587,2.530287,3.867982,1.79236146175835
"ORC3",18.48748,12.43497,10.57463,13.83236,10.319531,8.482035,8.433055,9.078207,1.47172607190942
"ORC4",23.10935,24.86994,20.64674,22.8753433333333,6.210839,5.59091,5.298011,5.69992,3.56352662917368
"ORC5",10.35365,6.71488,8.01836,8.36229666666667,3.40646,2.69622,3.306055,3.136245,2.26347730046616
"ORC6",9.70758,6.16222,9.11078,8.32686,11.170605,7.775901,6.822078,8.589528,0.972608870843278
"ORM1",1.62345,9.97561,4.04195,5.21367,0,0,0,0,6.21367
"ORM2",0,0.52503,1.57309,0.699373333333333,0.16655,0,0,0.0555166666666667,1.60999194707173
"ORMDL1",46.99729,45.512,40.52879,44.3460266666667,27.958772,28.600349,22.911416,26.490179,1.64953551836336
"ORMDL2",15.00865,13.1258,10.50908,12.8811766666667,16.799154,17.501808,17.241832,17.1809313333333,0.763501957747159
"ORMDL3",90.73111,108.81982,90.3213,96.6240766666667,116.390524,96.829442,95.389284,102.86975,0.939870141852336
"OS9",151.70998,116.83347,101.52953,123.35766,42.210854,38.419822,35.087874,38.57285,3.14249946617441
"OSBP",15.43936,17.38133,9.5696,14.1300966666667,9.710334,7.478879,5.934228,7.70781366666667,1.73753105496324
"OSBP2",28.50981,16.22073,37.38262,27.3710533333333,14.609278,10.765615,9.36593,11.5802743333333,2.25520148302012
"OSBPL10",8.49828,10.14141,19.42323,12.68764,1.194791,0.895004,0.784933,0.958242666666667,6.98975680235749
"OSBPL11",11.447,7.59915,5.37471,8.14028666666667,2.806004,2.418135,1.667436,2.29719166666667,2.77214296004428
"OSBPL1A",82.96173,104.53666,96.83213,94.77684,10.279708,7.211615,5.565846,7.685723,11.0269277525889
"OSBPL2",34.49008,37.16675,33.64654,35.1011233333333,15.723945,12.329183,10.752527,12.9352183333333,2.59063923289804
"OSBPL3",1.82224,5.05689,8.71751,5.19888,2.006027,1.607199,2.375752,1.996326,2.06882695674636
"OSBPL5",31.11065,49.40829,39.17419,39.89771,5.914308,3.375846,3.925091,4.40508166666667,7.56652952206396
"OSBPL6",6.54351,11.74414,9.76624,9.35129666666667,1.038159,0.722084,0.909959,0.890067333333333,5.47668143039701
"OSBPL7",19.56426,24.70414,36.88011,27.0495033333333,5.810681,3.706081,2.922473,4.14641166666667,5.45030307524952
"OSBPL8",20.27659,14.39693,13.41492,16.02948,6.52478,2.526526,1.415729,3.48901166666667,3.79359227922108
"OSBPL9",34.45695,36.58645,27.15757,32.7336566666667,69.401206,65.676005,60.255498,65.110903,0.51025859783925
"OSCAR",2.26952,0.88426,2.44702,1.86693333333333,0.073681,0,0.027818,0.033833,2.77311067970681
"OSCP1",28.34415,30.9769,23.98955,27.7702,7.940635,4.964298,2.614303,5.17307866666667,4.66059183003014
"OSGEP",86.07611,67.06595,92.61538,81.9191466666667,19.061463,18.071663,13.179215,16.7707803333333,4.6660385819486
"OSGEPL1",6.27845,7.57152,7.12258,6.99085,2.871406,2.536572,2.400197,2.602725,2.21800165152766
"OSGIN1",7.00735,10.25194,8.30239,8.52056,0.692586,0.631694,0.355323,0.559867666666667,6.10344082607007
"OSGIN2",5.83118,7.76495,6.75116,6.78243,3.126701,1.967791,1.418053,2.17084833333333,2.45436841560276
"OSM",1.29214,0.22107,0.96133,0.824846666666667,0,0,0,0,1.82484666666667
"OSMR",9.07808,8.62158,3.93271,7.21079,0.915352,0.333007,1.153087,0.800482,4.56032884527588
"OSR1",0.16566,0.13817,1.74787,0.6839,0.024765,0.211593,0.026404,0.0875873333333333,1.54828945537554
"OSR2",0.5798,0.38687,0.50251,0.489726666666667,0,0,0,0,1.48972666666667
"OST4",178.91109,187.90624,116.29905,161.038793333333,201.811691,207.586198,199.11683,202.838239666667,0.79493815094907
"OSTC",23.49036,21.83028,14.63843,19.9863566666667,52.650656,48.506262,47.488518,49.5484786666667,0.415172864153986
"OSTCP1",0.81173,0.2487,0.41512,0.49185,0.207288,0.199749,0,0.135679,1.31361942943385
"OSTF1",36.51111,25.45024,42.03633,34.6658933333333,6.233785,5.532018,6.082148,5.949317,5.13228758068359
"OSTM1",23.82168,18.26559,17.36948,19.8189166666667,17.592961,19.240682,8.651171,15.1616046666667,1.2881713849619
"OSTN",0.0994,0.0829,0.48066,0.220986666666667,0,0.022237,0.297568,0.106601666666667,1.10336601095546
"OTC",3.49539,0.30397,0,1.26645333333333,0,0,0,0,2.26645333333333
"OTOA",0.28162,0.13817,0.41512,0.278303333333333,0.037666,0.026787,0,0.0214843333333333,1.25141746341027
"OTOF",32.99916,14.7838,1.02687,16.2699433333333,0,0,0,0,17.2699433333333
"OTOG",0.16566,0.19343,0.17479,0.17796,0.027598,0.00901,0,0.0122026666666667,1.16375903639851
"OTOGL",0.6295,0.27633,2.7529,1.21957666666667,0.265415,0.275075,0.27761,0.2727,1.74399046646238
"OTOL1",0,0.19343,0,0.0644766666666667,0,0.03812,0,0.0127066666666667,1.05112042973944
"OTOP1",0.44728,0.0829,0.13109,0.220423333333333,0,0,0,0,1.22042333333333
"OTOP2",0,0,0,0,0,0,0,0,1
"OTOP3",0,0,0,0,0,0,0,0,1
"OTOR",0,0,0,0,0,0,0,0,1
"OTOS",2.25295,4.89109,8.04021,5.06141666666667,0,0,0,0,6.06141666666667
"OTP",0,0,0.06555,0.02185,0,0,0,0,1.02185
"OTUB1",134.99504,115.67287,127.09216,125.920023333333,37.095244,32.567649,30.120108,33.2610003333333,3.7045043080616
"OTUB2",1.02708,0.829,0.96133,0.939136666666667,0.276651,0.194897,0.09951,0.190352666666667,1.62904382958776
"OTUD1",4.37338,5.52665,5.72428,5.20810333333333,13.824912,15.004299,11.145926,13.3250456666667,0.433374069290343
"OTUD3",8.0013,14.42457,7.71249,10.04612,1.308956,0.90743,0.679871,0.965419,5.62023670270818
"OTUD4",11.16538,9.61638,6.68561,9.15579,5.07067,3.097915,2.538325,3.56897,2.22277449840993
"OTUD5",83.93912,72.261,62.39904,72.8663866666667,14.103808,10.83914,10.871181,11.938043,5.70923954006542
"OTUD6A",0.94425,0.44213,1.17981,0.855396666666667,0.060873,0.068299,0.092425,0.0738656666666667,1.72777352350403
"OTUD6B",6.04653,4.64239,4.1512,4.94670666666667,1.735013,1.541162,1.225094,1.500423,2.3782802616464
"OTUD7A",7.75281,10.61118,12.3662,10.2433966666667,0.031815,0.009011,0.013534,0.01812,11.043292211789
"OTUD7B",9.72415,9.39531,4.0638,7.72775333333333,1.819802,1.381647,1.245649,1.482366,3.51590109328493
"OTX1",1.17617,2.51463,3.71423,2.46834333333333,0.055613,0,0,0.0185376666666667,3.40521852734623
"OTX2",0.14909,0.96716,0,0.372083333333333,0,0,0,0,1.37208333333333
"OVCA2",0,0,0,0,16.246276,15.652907,14.3654,15.4215276666667,0.0608956742818669
"OVCH1",1.19274,1.02243,0.85209,1.02242,0.014271,0.270066,0,0.094779,1.84733174458041
"OVCH2",0,0.0829,0,0.0276333333333333,0.108546,0.1135,0.076173,0.0994063333333333,0.934716584920528
"OVGP1",12.15933,6.24512,7.90912,8.77119,1.574017,1.401399,0.676848,1.21742133333333,4.40655542233441
"OVOL1",0.86142,0.3316,0.13109,0.44137,0,0,0,0,1.44137
"OVOL2",0.94425,0.1658,4.65371,1.92125333333333,0,0,0,0,2.92125333333333
"OVOL3",0,1.60273,0,0.534243333333333,0,0,0.101659,0.0338863333333333,1.48395745631612
"OXA1L",56.09194,47.00419,49.59588,50.8973366666667,61.409395,57.077972,50.355981,56.281116,0.906011270218036
"OXCT1",91.34405,59.2181,108.08405,86.2154,226.081119,120.319729,146.850422,164.41709,0.527245401306479
"OXCT2",0.19879,0.0829,1.3983,0.559996666666667,0.084607,0,0,0.0282023333333333,1.51720786472961
"OXCT2P1",0,0.0829,0.30588,0.129593333333333,0.182116,0.17403,0.068951,0.141699,0.989396796645467
"OXER1",2.18669,2.68043,0.76469,1.87727,0.053037,0,0,0.017679,2.82728640366953
"OXGR1",0,1.29876,0.6336,0.64412,0,0,0,0,1.64412
"OXLD1",48.30599,39.73664,31.00288,39.6818366666667,13.478127,15.111934,13.519927,14.0366626666667,2.70550969776361
"OXNAD1",5.68208,4.67002,5.85537,5.40249,8.351029,5.082117,4.782368,6.071838,0.905350207400113
"OXR1",18.28869,20.28282,54.86134,31.1442833333333,6.761015,6.43467,3.812199,5.66929466666667,4.81974255748384
"OXSM",12.10963,7.01885,6.77301,8.63383,13.058439,8.645066,16.116293,12.6065993333333,0.708026286656294
"OXSR1",8.16696,9.25715,7.5814,8.33517,5.796149,4.34156,4.54985,4.895853,1.58334510714565
"OXT",1.49093,0.4145,0.65545,0.853626666666667,0,0,0,0,1.85362666666667
"OXTR",11.3973,2.37646,1.3109,5.02822,0.370768,0.199453,0.070566,0.213595666666667,4.96723922602448
"P2RX1",1.20931,0.77373,0.69915,0.894063333333333,4.734395,3.212163,2.133788,3.36011533333333,0.434406704532128
"P2RX2",0.0994,0,1.70418,0.601193333333333,0,0,0,0,1.60119333333333
"P2RX3",0.66263,0.9948,0.85209,0.836506666666667,0.14525,0.088319,0,0.0778563333333333,1.70385106982409
"P2RX4",15.73755,9.11898,17.54427,14.1336,1.876145,2.967779,2.289815,2.377913,4.48016275137933
"P2RX5",36.32889,27.8267,9.67884,24.6114766666667,3.400833,3.304018,3.029187,3.24467933333333,6.03378362778562
"P2RX6",10.41991,3.73049,16.3863,10.1789,2.461323,5.453602,2.135703,3.35020933333333,2.56973840645829
"P2RX7",15.25714,15.2812,18.72408,16.4208066666667,0.077595,0.082518,0.121619,0.0939106666666667,15.9252553224943
"P2RY1",5.78148,4.86346,1.42015,4.02169666666667,0.184934,0.23349,0.139636,0.18602,4.23407418649489
"P2RY10",0,0,0,0,0.01885,0.07709,0.035394,0.043778,0.958058131135165
"P2RY11",29.68599,28.68334,40.85652,33.0752833333333,6.289438,5.012358,4.724536,5.34211066666667,5.37286167402104
"P2RY12",12.55691,6.18985,2.49072,7.07916,0,0,0,0,8.07916
"P2RY13",3.26347,1.9067,1.37645,2.18220666666667,0.039346,0,0.019089,0.0194783333333333,3.12140686331408
"P2RY14",3.99237,13.98244,4.26044,7.41175,0.096988,0.444382,0.182112,0.241160666666667,6.77732563229794
"P2RY2",0.56324,0.63557,0.85209,0.683633333333333,0.766748,0.501499,0.432065,0.566770666666667,1.07458824009981
"P2RY4",0.06626,0.0829,0,0.04972,0,0,0,0,1.04972
"P2RY6",1.3584,0.35923,0.80839,0.842006666666667,0.982925,0.51682,1.16502,0.888255,0.975507368796411
"P2RY8",0,0,0,0,0.041516,0.05507,0.011071,0.0358856666666667,0.965357502452812
"P4HA1",14.09753,27.68854,12.10402,17.9633633333333,22.087034,17.120934,18.866458,19.358142,0.931487919346143
"P4HA2",9.11121,7.10175,15.62161,10.6115233333333,15.974162,13.185054,14.113014,14.4240766666667,0.752818050913042
"P4HA3",0.92769,0.7461,2.62181,1.43186666666667,0.398917,0.627288,0.448356,0.491520333333333,1.63046162517396
"P4HB",271.34848,239.80153,217.23868,242.79623,359.503749,251.680861,253.915939,288.366849666667,0.842516101207995
"P4HTM",165.12831,128.68814,169.80579,154.540746666667,14.684661,12.45615,12.453187,13.1979993333333,10.9551171974981
"PA2G4",59.35541,48.99379,44.39596,50.9150533333333,96.746412,86.858033,89.351706,90.9853836666667,0.564383723412637
"PAAF1",71.46504,60.43396,62.70492,64.8679733333333,24.957836,18.260498,13.360305,18.8595463333333,3.31669073541609
"PABPC1",551.54312,422.12585,199.01711,390.89536,359.127564,316.28335,260.359067,311.923327,1.25236863533667
"PABPC1L",39.12852,29.37417,16.45185,28.31818,13.576786,16.503526,7.568288,12.5495333333333,2.16377784228731
"PABPC1L2A",3.19721,2.01723,5.78983,3.66809,0,0,0.02339,0.00779666666666667,4.63197602691019
"PABPC1L2B",3.69418,2.04486,4.1512,3.29674666666667,0,0,0,0,4.29674666666667
"PABPC3",0.23192,0.2487,0.10924,0.19662,0,0.018156,0,0.006052,1.18942162035362
"PABPC4",129.52831,131.8107,93.66411,118.334373333333,364.224064,293.199753,257.330771,304.918196,0.390085895163076
"PABPC4L",0.06626,0.3316,0,0.13262,0.30874,0.244426,0.146229,0.233131666666667,0.918490726186309
"PABPC5",1.72285,1.18823,0.69915,1.20341,1.06037,0.45657,0.507229,0.674723,1.31568623587304
"PABPN1",211.19791,263.75957,322.43874,265.79874,164.193579,169.067597,155.547858,162.936344666667,1.62745326878237
"PABPN1L",0.29819,0.5803,0.61176,0.49675,0,0,0,0,1.49675
"PACRG",61.88998,61.92616,96.4607,73.4256133333333,6.468179,5.283423,6.057712,5.936438,10.7296588441118
"PACRGL",18.0402,21.99608,19.8165,19.9509266666667,6.302139,2.57758,3.009351,3.96302333333333,4.22140402321972
"PACS1",62.86737,51.34262,40.63803,51.6160066666667,65.086133,38.936687,39.683362,47.9020606666667,1.07594661552844
"PACS2",117.05424,116.41897,91.93808,108.47043,13.311797,10.636932,7.547134,10.498621,9.52030943536621
"PACSIN1",241.43057,177.26743,300.24077,239.646256666667,1.100184,0.780397,0.717768,0.866116333333333,128.95565639084
"PACSIN2",48.60418,36.97332,41.33718,42.3048933333333,11.649714,8.963743,9.716244,10.1099003333333,3.89786515036544
"PACSIN3",41.23238,36.47592,25.60633,34.43821,24.273529,21.472466,19.571153,21.7723826666667,1.55619245112516
"PADI1",0.14909,1.29876,0.52436,0.657403333333333,0.127808,0.135835,0.208298,0.157313666666667,1.43211246965314
"PADI2",67.87025,63.50126,92.02548,74.4656633333333,0.310682,0.224813,0.232188,0.255894333333333,60.0891821312993
"PADI3",0,0.05527,0,0.0184233333333333,0.02877,0,0,0.00959,1.00874942633478
"PADI4",0.23192,2.1554,5.81168,2.733,0.073753,0,0,0.0245843333333333,3.64342873353845
"PADI6",0,0,0,0,0,0,0,0,1
"PAEP",0.61294,0,0,0.204313333333333,0.260034,0,0,0.086678,1.10825224522198
"PAF1",47.62679,43.3566,40.87836,43.9539166666667,109.212657,105.182457,69.724914,94.706676,0.469705129730623
"PAFAH1B1",86.50682,70.71354,79.59374,78.9380333333333,44.497263,29.669349,29.579748,34.58212,2.24657871237951
"PAFAH1B2",36.7596,43.32897,59.05624,46.3816033333333,15.773975,9.234069,7.046506,10.68485,4.05496034038377
"PAFAH1B3",37.02466,32.99413,34.36754,34.7954433333333,9.842513,12.298641,7.14348,9.76154466666667,3.3262365619508
"PAFAH2",8.41545,8.31761,2.18484,6.30596666666667,81.640663,55.462211,24.098704,53.7338593333333,0.133481664835158
"PAG1",6.67603,6.82542,5.4184,6.30661666666667,6.246278,3.180567,1.258046,3.56163033333333,1.60175554193307
"PAGE1",0.21536,0,0,0.0717866666666667,0,0,0,0,1.07178666666667
"PAGE2",0.66263,0,0.98318,0.548603333333333,0,0,0,0,1.54860333333333
"PAGE2B",0,0,0,0,0,0,0,0,1
"PAGE3",0,0,0,0,0,0,0,0,1
"PAGE4",0,0,0,0,0,0,0,0,1
"PAGE5",0,0,0,0,0,0,0,0,1
"PAH",1.60689,2.29356,8.45533,4.11859333333333,0.023424,0,0,0.007808,5.07893699328973
"PAICS",41.06672,40.86961,55.23276,45.72303,20.506458,16.635902,12.327794,16.4900513333333,2.67140611022411
"PAIP1",43.18715,62.39593,56.89324,54.1587733333333,75.08482,88.391588,56.609975,73.3621276666667,0.74175894456095
"PAIP2",203.01439,200.50702,159.03453,187.518646666667,129.093594,108.717211,113.098393,116.969732666667,1.59802554778472
"PAIP2B",75.45741,151.70666,36.31205,87.8253733333333,3.289215,2.655758,2.539822,2.828265,23.2025142808383
"PAK1",59.35541,42.3618,95.1498,65.6223366666667,7.103637,6.116922,2.424494,5.21501766666667,10.7195731757909
"PAK1IP1",11.447,13.09817,11.77629,12.1071533333333,3.068546,3.724176,2.359716,3.05081266666667,3.23568488890871
"PAK2",16.53271,15.1983,8.58642,13.4391433333333,14.889164,5.117211,5.570122,8.525499,1.51584114735966
"PAK3",3.61135,2.01723,1.83527,2.48795,0.024365,0.04334,0.043987,0.0372306666666667,3.36275248321492
"PAK4",25.04755,26.08581,21.28035,24.1379033333333,15.219787,14.630199,8.396631,12.7488723333333,1.82836109928725
"PAK6",47.428,37.00095,40.68173,41.70356,1.276276,0.498849,0.556335,0.777153333333333,24.0291927539548
"PALB2",9.65789,3.95156,10.66202,8.09049,2.915495,1.880609,2.659527,2.48521033333333,2.60830455856753
"PALD1",21.80065,17.82346,10.90235,16.8421533333333,0.484157,0.325872,0.325277,0.378435333333333,12.9437724801986
"PALLD",37.85295,45.56726,26.41472,36.6116433333333,189.935072,92.795432,75.011112,119.247205333333,0.312786008032963
