"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"KCNIP4",1074,0.153771,1527,0.234666,1107,0.166631,0.185022666667,"Kcnip4",19.355415,12.742848,16.157306,843,838,226,16.0851896666667,0.0693596436321095
"KCNJ10",1563,3.81841,1727,4.52852,1411,3.62401,3.99031333333,"Kcnj10",141.360508,137.5616,130.739452,17128,24796,4996,136.553853333333,0.0362789788319271
"KCNJ11",53,2.66601,44,2.37563,27,1.42787,2.15650333333,"Kcnj11",13.547592,10.455564,15.921665,548,656,184,13.3082736666667,0.220606860538568
"KCNJ12",1498,6.01414,1427,6.1493,764,3.22473,5.12939,"Kcnj12",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,1.39960020273769
"KCNJ13",20,0.324599,47,0.818757,23,0.392449,0.511935,"Kcnj13",0,0.084645,0,0,3,0,0.028215,1.47044635606366
"KCNJ14",118,1.79694,119,1.94509,138,2.20937,1.9838,"Kcnj14",7.394432,9.449553,12.32346,422,814,221,9.72248166666667,0.278275131891886
"KCNJ15",18,0.0207141,9,0.0111167,19,0.0229871,0.0182726333333,"Kcnj15",0.01364,0.034592,0.057989,1,5,1,0.035407,0.983451563813361
"KCNJ16",54,0.114794,44,0.100396,35,0.0782223,0.0978041,"Kcnj16",21.847714,21.344963,17.167265,1156,1575,341,20.1199806666667,0.051979408377615
"KCNJ18",202,2.91888,216,3.35011,101,1.53435,2.60111333333,"Kcnj12",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,0.82228720172971
"KCNJ2",61,0.936765,31,0.510979,119,1.92126,1.12300133333,"Kcnj2",1.580859,1.480485,1.012839,185,263,37,1.358061,0.90031654538623
"KCNJ3",1325,1.44222,1888,2.20576,1155,1.32171,1.65656333333,"Kcnj3",13.032615,11.443092,11.07951,1123,1513,288,11.851739,0.206708472163184
"KCNJ4",14,0.0847084,14,0.0909216,9,0.0572505,0.0776268333333,"Kcnj4",0.022384,0.029184,0.142067,1,2,2,0.064545,1.01228866166606
"KCNJ6",139,0.047246,131,0.0477927,132,0.0471696,0.0474027666667,"Kcnj6",3.344938,2.005853,1.578824,180,168,26,2.30987166666667,0.316448150305938
"KCNJ8",50,0.820492,80,1.40908,90,1.55269,1.260754,"Kcnj8",2.041495,1.23174,2.266679,100,94,35,1.846638,0.794183875856361
"KCNJ9",131,2.53552,109,2.26445,128,2.60461,2.46819333333,"Kcnj9",5.359227,3.95607,5.124518,456,488,138,4.81327166666667,0.596599218511779
"KCNK1",299,0.894297,386,1.23919,300,0.943344,1.02561033333,"Kcnk1",38.760177,33.997039,39.525494,1536,2105,472,37.42757,0.0527124232245234
"KCNK10",275,0.327252,147,0.187762,170,0.212685,0.242566333333,"Kcnk10",1.933717,1.660298,1.365271,265,314,58,1.65309533333333,0.468345904393811
"KCNK12",973,3.12703,913,3.14942,523,1.76709,2.68118,"Kcnk12",3.182957,3.274088,3.125085,107,164,32,3.19404333333333,0.877716253130432
"KCNK13",107,0.150919,47,0.0711538,149,0.220945,0.1476726,"Kcnk13",4.720508,6.227961,5.354162,311,617,111,5.43421033333333,0.178370388989978
"KCNK16",5,0.105609,8,0.181369,1,0.022206,0.103061333333,"Kcnk16",0,0.015068,0,0,1,0,0.00502266666666667,1.09754871200218
"KCNK18",19,0.259096,85,1.24413,20,0.286732,0.596652666667,"Kcnk18",0,0.008768,0,0,1,0,0.00292266666666667,1.59199978197089
"KCNK2",177,0.133676,314,0.254536,926,0.735239,0.374483666667,"Kcnk2",6.637364,4.6439,6.024825,357,436,113,5.76869633333333,0.203064755601189
"KCNK3",1299,5.57153,1039,4.78323,842,3.79678,4.71718,"Kcnk3",7.192936,7.910824,8.942344,597,860,211,8.015368,0.634159359884144
"KCNK4",173,3.46196,135,2.89968,71,1.49373,2.61845666667,"Kcnk4",6.159968,3.730584,5.451617,124,131,48,5.11405633333333,0.591825863125021
"KCNK5",156,0.672832,162,0.749959,97,0.439837,0.620876,"Kcnk5",1.153312,0.97569,0.65972,34,81,11,0.929574,0.840017537549739
"KCNK6",139,1.98522,146,2.23814,342,5.1352,3.11952,"Kcnk6",0.766723,0.69305,0.976399,61,92,19,0.812057333333333,2.27339385140867
"KCNK7",14,0.778417,20,1.19359,15,0.876827,0.949611333333,"Kcnk7",0.086259,0.288814,0.348262,2,8,2,0.241111666666667,1.5708589208328
"KCNK9",693,1.17231,306,0.55561,738,1.31251,1.01347666667,"Kcnk9",16.728772,13.148841,13.623465,4703,5506,1207,14.5003593333333,0.12989870901509
"KCNMA1",1806,0.410405,1684,0.41075,2125,0.507682,0.442945666667,"Kcnma1",10.813494,8.275479,6.959257,2297,2572,464,8.68274333333333,0.149022401709192
"KCNMB1",95,1.10909,97,1.2155,122,1.49741,1.274,"Kcnmb1",0.341784,0.15812,0.311804,31,22,9,0.270569333333333,1.78974884749829
"KCNMB2",159,0.0486041,196,0.0643091,158,0.0507775,0.0545635666667,"Kcnmb2",6.124239,2.56099,0.65182,67,72,7,3.11234966666667,0.256438204954856
"KCNMB3",577,3.32546,783,4.84371,812,4.92006,4.36307666667,"Kcnmb3",0,0,0,0,0,0,0,5.36307666667
"KCNMB4",1158,2.97489,1510,4.1637,1736,4.68868,3.94242333333,"Kcnmb4",7.563119,8.131345,7.748885,126,206,55,7.81444966666667,0.560718311435893
"KCNN1",151,0.540698,144,0.553453,74,0.278578,0.457576333333,"Kcnn1",8.706622,7.552359,14.328744,276,294,84,10.1959083333333,0.130188305400232
"KCNN2",209,0.0828021,384,0.163293,171,0.0712245,0.1057732,"Kcnn2",25.172269,23.665998,22.037593,539,646,147,23.6252866666667,0.0449039726914854
"KCNN3",73,0.0737907,125,0.135622,114,0.12115,0.110187566667,"Kcnn3",3.929526,2.590349,2.188125,556,548,109,2.90266666666667,0.284468969935173
"KCNN4",41,0.486429,33,0.420233,63,0.785803,0.564155,"Kcnn4",0.203739,0.147721,0.546231,8,12,4,0.299230333333333,1.20390892967144
"KCNQ1",742,0.320614,754,0.349695,952,0.432467,0.367592,"Kcnq1",0.464771,0.352288,0.14794,15,21,3,0.321666333333333,1.03474830636779
"KCNQ2",1641,3.95597,1496,3.87094,863,2.18722,3.33804333333,"Kcnq2",44.574253,30.543185,24.713628,5796,6118,1288,33.277022,0.126558349594373
"KCNQ3",1962,0.951483,2020,1.05146,2066,1.05335,1.01876433333,"Kcnq3",8.959199,8.237673,5.059069,2160,3029,405,7.418647,0.239796767025628
"KCNQ4",106,0.326794,153,0.506291,141,0.45701,0.430031666667,"Kcnq4",2.802438,2.452392,2.54093,209,294,67,2.59858666666667,0.397387029722873
"KCNQ5",1127,0.341188,744,0.241759,488,0.15532,0.246089,"Kcnq5",2.101849,1.437405,1.770454,276,278,66,1.76990266666667,0.449867432164885
"KCNRG",338,10.416,345,11.4115,403,13.0565,11.628,"Kcnrg",0.367395,0.209947,0.260848,13,11,3,0.279396666666667,9.87027739637694
"KCNS1",630,11.1015,736,13.9207,669,12.3938,12.472,"Kcns1",1.117758,1.250726,1.453849,64,108,26,1.274111,5.92407318728066
"KCNS2",17,0.503712,34,1.08132,45,1.40179,0.995607333333,"Kcns2",1.32537,0.629704,0.849511,144,107,31,0.934861666666667,1.03139535384511
"KCNS3",1217,0.439483,1182,0.458152,804,0.305243,0.400959333333,"Kcns3",7.828854,7.999193,10.621783,382,582,161,8.81661,0.142713149787248
"KCNT1",854,1.59866,1069,2.14791,545,1.07259,1.60638666667,"Kcnt1",57.630077,42.527094,51.630501,3625,3860,807,50.5958906666667,0.0505153924662036
"KCNT2",377,0.171762,548,0.267982,687,0.329064,0.256269333333,"Kcnt2",2.954632,1.623839,1.415106,161,198,28,1.997859,0.419055510393584
"KCNU1",3,0.00345251,7,0.00864672,13,0.0157288,0.00927601,"Kcnu1",1.985592,1.906378,3.218152,47,61,22,2.37004066666667,0.299484816305876
"KCNV1",407,5.85881,284,4.38807,135,2.04309,4.09665666667,"Kcnv1",0.320497,0.199782,0.308072,27,27,8,0.276117,3.99387882668282
"KCNV2",5,0.0697234,16,0.23948,9,0.131944,0.147049133333,"Kcnv2",0.044154,0.035367,0,5,6,0,0.026507,1.11742943139501
"KCP",1115,4.0355,1202,4.66947,1014,3.85832,4.18776333333,"Kcp",1.355627,1.205698,2.676162,46,76,26,1.745829,1.88932498466948
"KCTD1",1177,1.01545,1357,1.25662,1066,0.966892,1.079654,"Kctd1",9.329995,7.326103,6.874325,326,388,89,7.84347433333333,0.235162552817194
"KCTD10",2299,13.9917,2421,15.815,3016,19.2976,16.3681,"Kctd10",15.814704,11.75287,14.547262,862,1085,303,14.0382786666667,1.15492606467637
"KCTD11",394,22.5234,422,25.8935,502,30.1703,26.1957333333,"Kctd11",0.894761,0.63883,1.304941,52,57,24,0.946177333333333,13.9739235821436
"KCTD12",5635,157.989,8086,243.336,9827,289.662,230.329,"Kctd12",12.048844,7.407663,13.655779,1017,1360,259,11.0374286666667,19.2174762904791
"KCTD13",1064,8.75759,910,8.03942,814,7.04377,7.94692666667,"Kctd13",61.733631,67.479834,64.16245,803,1235,300,64.4586383333333,0.136680610756212
"KCTD14",105,0.601877,85,0.522971,94,0.56648,0.563776,"Kctd14",0.877745,0.751535,0.975434,40,53,13,0.868238,0.837032540821887
"KCTD15",658,5.79658,535,5.05871,521,4.82527,5.22685333333,"Kctd15",51.917516,15.803716,10.138229,286,374,106,25.9531536666667,0.231025037379238
"KCTD16",1468,0.814634,1730,1.03044,783,0.456811,0.767295,"Kctd16",2.439503,1.473673,0.985082,108,68,7,1.63275266666667,0.67127270342397
"KCTD17",458,6.86505,530,8.52697,400,6.30342,7.23181333333,"Kctd17",78.914012,77.974182,83.110175,1359,2021,542,79.9994563333333,0.101628007223332
"KCTD18",353,2.00048,412,2.50609,484,2.88365,2.46340666667,"Kctd18",10.221463,8.863781,6.958382,299,395,91,8.68120866666667,0.357745276020632
"KCTD19",13,0.0608333,27,0.135613,41,0.201706,0.132717433333,"Kctd19",0.031072,0.010357,0,2,1,0,0.0138096666666667,1.11728805768571
"KCTD2",3677,19.2817,4066,22.8854,3571,19.687,20.6180333333,"Kctd2",23.859229,21.87008,28.915075,769,1065,287,24.8814613333333,0.835270970787791
"KCTD20",2894,10.4508,3038,11.7755,3641,13.8233,12.0165333333,"Kctd20",25.050998,21.603681,29.338048,1104,1301,358,25.330909,0.494344245134112
"KCTD21",587,5.90104,592,6.38782,489,5.16818,5.81901333333,"Kctd21",5.407093,4.728639,5.678085,346,452,115,5.27127233333333,1.08734128752236
"KCTD3",1810,5.80151,2827,9.72587,3160,10.6485,8.72529333333,"Kctd3",55.608791,69.986293,53.712475,2071,3661,673,59.7691863333333,0.160036589596321
"KCTD4",209,19.5775,275,27.6493,127,12.507,19.9112666667,"Kctd4",3.357797,4.037904,2.778184,266,501,68,3.391295,4.76198175406116
"KCTD5",445,2.93274,463,3.27518,577,3.99786,3.40192666667,"Kctd5",9.89214,10.201676,11.788154,486,730,186,10.6273233333333,0.378584695761449
"KCTD6",511,8.69666,444,8.11064,485,8.67784,8.49504666667,"Kctd6",10.842835,10.029881,9.8874,398,538,112,10.253372,0.843751247774445
"KCTD7",2422,20.8424,2259,20.8655,1711,15.4797,19.0625333333,"Kctd7",4.418913,4.499594,3.955819,317,512,117,4.291442,3.7915058566833
"KCTD8",1615,1.02631,1517,1.03474,805,0.537822,0.866290666667,"Kctd8",4.171591,3.884108,4.669659,219,323,76,4.241786,0.356040988065327
"KCTD9",2136,12.1827,2970,18.182,3004,18.0128,16.1258333333,"Kctd9",55.893451,53.438117,61.081573,1436,2285,542,56.8043803333333,0.296272241559248
"KDELR1",1159,22.555,1046,21.849,1248,25.5336,23.3125333333,"Kdelr1",39.55498,35.648286,53.789162,700,935,264,42.997476,0.552589274287007
"KDELR2",2106,9.62174,2092,10.2588,2985,14.3376,11.4060466667,"Kdelr2",10.127118,9.294158,12.919821,358,505,143,10.7803656666667,1.05311218834265
"KDELR3",136,1.54581,145,1.76899,231,2.76037,2.02505666667,"Kdelr3",0.984215,0.366498,0.924053,27,15,8,0.758255333333333,1.72048769556981
"KDF1",8,0.128137,13,0.223496,8,0.134714,0.162115666667,"Kdf1",0,0,0,0,0,0,0,1.162115666667
"KDM1A",1319,3.5866,1528,4.45966,1544,4.41391,4.15339,"Kdm1a",23.619136,22.085381,23.392663,828,1085,280,23.0323933333333,0.214435155438812
"KDM1B",610,1.55512,607,1.66098,712,1.90833,1.70814333333,"Kdm1b",3.869801,3.495085,2.229877,182,263,42,3.19825433333333,0.645064142929089
"KDM2A",2285,2.87558,2256,3.04732,2730,3.61193,3.17827666667,"Kdm2a",22.449736,20.147026,16.171002,1627,1944,405,19.5892546666667,0.202934818880768
"KDM2B",586,0.67383,526,0.649201,638,0.771279,0.698103333333,"Kdm2b",10.237746,8.980511,5.424172,295,431,76,8.214143,0.184293138638395
"KDM3A",1697,5.69357,2204,7.93698,2132,7.52018,7.05024333333,"Kdm3a",19.386171,16.232856,18.280135,730,932,214,17.9663873333333,0.42444790311657
"KDM3B",1858,3.84842,1927,4.28409,2153,4.68833,4.27361333333,"Kdm3b",7.642136,7.068741,6.344923,912,1267,260,7.0186,0.65767257792258
"KDM4A",966,3.04785,910,3.08175,962,3.19102,3.10687333333,"Kdm4a",11.137104,9.807689,7.915731,935,1326,229,9.62017466666667,0.386704876542206
"KDM4B",1276,1.20831,1389,1.41179,1567,1.56003,1.39337666667,"Kdm4b",56.838567,26.347488,65.64441,752,908,218,49.610155,0.0472904433244672
"KDM4C",1498,0.575434,1639,0.675776,1680,0.67847,0.643226666667,"Kdm4c",4.440233,4.9319,3.810914,397,487,101,4.394349,0.304620013771263
"KDM4D",30,0.203052,31,0.22521,42,0.298864,0.242375333333,"Kdm4d",0.614355,0.63087,0.361945,33,53,6,0.535723333333333,0.808983823040825
"KDM5A",1098,1.75556,1335,2.29105,1555,2.61386,2.22015666667,"Kdm5a",14.316409,12.575193,6.919982,1105,1371,208,11.270528,0.262430163288002
"KDM5B",911,1.87289,935,2.06322,934,2.01873,1.98494666667,"Kdm5b",9.391771,7.39875,6.433917,853,978,178,7.74147933333333,0.34146928143932
"KDM5C",1408,7.21296,1407,7.73651,1563,8.41798,7.78915,"Kdm5c",14.572486,11.381182,13.755127,861,1073,203,13.236265,0.617377521421524
"KDM5D",1804,7.67272,1871,8.54136,2011,8.99214,8.40207333333,"Kdm5d",4.622346,3.892603,3.699936,611,685,135,4.07162833333333,1.85385693023575
"KDM6A",605,0.441443,793,0.621059,913,0.700371,0.587624333333,"Kdm6a",7.881076,7.632493,6.922748,535,694,147,7.47877233333333,0.187246958747959
"KDM6B",432,5.06748,309,3.89052,289,3.56405,4.17401666667,"Kdm6b",5.423122,4.66793,3.004114,543,715,143,4.36505533333333,0.964392041685684
"KDM7A",839,1.58907,1118,2.27281,1099,2.18835,2.01674333333,"Kdm7a",6.107735,5.069854,4.211675,1147,1451,246,5.12975466666667,0.492147483444144
"KDM8",135,1.2906,135,1.38526,130,1.30659,1.32748333333,"Kdm8",2.682874,2.261236,1.915742,128,138,30,2.28661733333333,0.708169858938045
"KDR",2047,7.59013,2113,8.40952,2363,9.21156,8.40373666667,"Kdr",1.894128,1.405796,1.654087,251,277,69,1.651337,3.54679041806832
"KDSR",1363,6.02777,1792,8.50627,1682,7.82032,7.45145333333,"Kdsr",5.703086,5.894293,3.658626,496,744,132,5.085335,1.3888230201509
"KEAP1",873,8.74798,862,9.27131,695,7.32178,8.44702333333,"Keap1",14.526832,11.653801,17.002905,894,1090,273,14.3945126666667,0.613661733754352
"KEL",43,0.353509,51,0.450031,36,0.311152,0.371564,"Kel",0.315544,0.012407,0,2,1,0,0.109317,1.23640402157364
"KERA",0,0,2,0.0500501,0,0,0.0166833666667,"Kera",0,0,0,0,0,0,0,1.0166833666667
"KHDC1",435,1.10053,396,1.07535,492,1.30863,1.16150333333,"Khdc1c",0.025332,0.017033,0,1,1,0,0.0141216666666667,2.13140435154559
"KHDC1",435,1.10053,396,1.07535,492,1.30863,1.16150333333,"Khdc1a",0,0,0,0,0,0,0,2.16150333333
"KHDC1",435,1.10053,396,1.07535,492,1.30863,1.16150333333,"Khdc1b",0,0.02925,0,0,2,0,0.00975,2.14063216967566
"KHDC1L",6,0.470676,3,0.252599,2,0.164945,0.296073333333,"Khdc1c",0.025332,0.017033,0,1,1,0,0.0141216666666667,1.27802548346402
"KHDC1L",6,0.470676,3,0.252599,2,0.164945,0.296073333333,"Khdc1b",0,0.02925,0,0,2,0,0.00975,1.2835586366259
"KHDC1L",6,0.470676,3,0.252599,2,0.164945,0.296073333333,"Khdc1a",0,0,0,0,0,0,0,1.296073333333
"KHDC3L",0,0,0,0,2,0.242623,0.0808743333333,"Khdc3",0,0.253032,0.149003,0,8,1,0.134011666666667,0.953142163440382
"KHDC4",1037,8.47784,1111,9.74902,1422,12.2221,10.1496533333,"Khdc4",21.194948,17.074888,18.61502,929,1096,267,18.9616186666667,0.558554570122036
"KHDRBS1",1746,6.49223,1889,7.53915,2564,10.0232,8.01819333333,"Khdrbs1",24.767759,20.358633,22.675202,1778,2183,515,22.6005313333333,0.382118233100656
"KHDRBS2",134,0.0386129,177,0.0547447,139,0.0421096,0.0451557333333,"Khdrbs2",20.172535,10.752798,4.647082,124,126,35,11.8574716666667,0.0812878115098549
"KHDRBS3",1940,1.70081,1991,1.87356,1543,1.4222,1.66552333333,"Khdrbs3",44.497877,38.100582,40.964845,598,877,186,41.187768,0.0631823739366823
"KHK",552,6.88027,515,6.88992,314,4.11466,5.96161666667,"Khk",18.343056,15.8089,21.681883,195,277,67,18.6112796666667,0.354980235099226
"KHNYN",2156,29.9929,2108,31.4761,2237,32.7171,31.3953666667,"Khnyn",4.438457,3.549559,4.143647,498,630,143,4.04388766666667,6.42269788853347
"KHSRP",1506,22.9839,1569,25.7017,1732,27.7898,25.4918,"Khsrp",16.909652,14.247888,16.129539,980,1310,316,15.7623596666667,1.58043381282894
"KIAA0232",3276,5.56747,3449,6.29141,3446,6.15698,6.00528666667,"D5Ertd579e",22.078414,18.32201,22.975597,2557,3249,651,21.1253403333333,0.316618255860953
"KIAA0319",1267,2.16817,1306,2.39883,928,1.66956,2.07885333333,"D130043K22Rik",11.258487,8.780384,6.894519,624,691,117,8.97779666666667,0.30857046261683
"KIAA0319L",2854,4.00607,2962,4.46262,3055,4.50831,4.32566666667,"AU040320",34.829833,31.694706,39.664725,1094,1535,355,35.3964213333333,0.146323909647472
"KIAA1210",7,0.0169976,4,0.0104253,20,0.0510573,0.0261600666667,"Gm14569",0.353221,0.46476,0.546231,5,9,1,0.454737333333333,0.705391992872963
"KIAA1217",3511,0.718985,4143,0.910635,4368,0.940394,0.856671333333,"Etl4",38.954522,28.977429,40.404533,1643,2062,388,36.1121613333333,0.0500286500874143
"KIAA1328",437,0.189406,608,0.282851,546,0.248796,0.240351,"AW554918",2.668549,2.273632,2.11733,274,323,71,2.35317033333333,0.369903964516764
"KIAA1522",1756,9.25656,1336,7.55913,832,4.61091,7.1422,"C77080",3.645016,1.856339,3.310493,249,276,65,2.93728266666667,2.06797446089723
"KIAA1549L",593,0.347616,1003,0.631083,915,0.563903,0.514200666667,"D430041D05Rik",6.912031,5.398751,4.91608,1627,1957,321,5.74228733333333,0.224582636693769
"KIAA1614",360,1.62435,332,1.60789,384,1.82157,1.68460333333,"BC034090",11.375963,10.634888,9.509845,380,521,136,10.5068986666667,0.233303812877643
"KIAA1755",750,2.60641,981,3.65924,807,2.94845,3.07136666667,"D630003M21Rik",1.88297,1.314101,1.929327,163,175,53,1.70879933333333,1.5030152350414
"KIAA1958",412,0.394279,422,0.43347,311,0.3129,0.380216333333,"E130308A19Rik",4.446357,4.28595,3.552442,421,669,100,4.09491633333333,0.270900686690962
"KIAA2012",161,0.213187,138,0.196134,183,0.254755,0.221358666667,"Gm973",15.317844,20.339591,13.854425,186,301,40,16.5039533333333,0.0697761610424959
"KIDINS220",5234,7.84534,5981,9.6226,5276,8.31421,8.59405,"Kidins220",83.161838,76.772357,70.700375,6001,7367,1409,76.87819,0.123193027470207
"KIF11",119,0.333877,97,0.292114,187,0.551594,0.392528333333,"Kif11",0.457444,0.32441,0.457156,44,49,15,0.413003333333333,0.985509588323453
"KIF13A",1129,0.863352,1418,1.16389,1281,1.02987,1.01903733333,"Kif13a",20.752871,16.300523,22.547008,1180,1624,341,19.8668006666667,0.0967583562800443
"KIF13B",1851,1.65113,2226,2.13127,2110,1.97877,1.92039,"Kif13b",19.65679,14.944821,16.244702,3052,4132,935,16.948771,0.162706961941851
"KIF14",49,0.123605,25,0.0676893,58,0.153817,0.1150371,"Kif14",0.111197,0.087936,0.814708,19,23,3,0.337947,0.833394073158354
"KIF15",375,0.586732,365,0.612974,391,0.643166,0.614290666667,"Kif15",4.1476,2.325064,0.067274,39,34,1,2.17997933333333,0.507641873563644
"KIF17",67,0.21674,61,0.211804,51,0.173449,0.200664333333,"Kif17",2.904565,2.205331,1.663423,182,203,33,2.257773,0.368553712408139
"KIF18A",35,0.0698493,33,0.0706884,39,0.081827,0.0741215666667,"Kif18a",0.312535,0.427869,0.262264,24,52,6,0.334222666666667,0.80505420384606
"KIF18B",26,0.196929,8,0.0650381,19,0.151296,0.137754366667,"Kif18b",0.069566,0.064344,0.043931,5,7,1,0.0592803333333333,1.0740824037455
"KIF19",1631,9.62258,1426,9.0302,1148,7.12062,8.59113333333,"Kif19a",11.387348,7.33425,7.357578,238,331,80,8.69305866666667,0.989484708919881
"KIF1A",26082,42.4746,21657,37.8553,16481,28.2169,36.1822666667,"Kif1a",223.593245,191.031304,131.103593,25711,32662,6485,181.909380666667,0.203282448014303
"KIF1B",12403,12.6862,12817,14.0712,11098,11.9341,12.8971666667,"Kif1b",196.429495,177.476685,129.895854,26368,39100,6232,167.934011333333,0.0822638766286009
"KIF1C",2188,12.5523,2119,13.0481,2037,12.2858,12.6287333333,"Kif1c",30.832864,30.618771,29.966532,3576,5345,1143,30.4727223333333,0.433033189469776
"KIF20A",50,0.970011,37,0.770458,54,1.10138,0.947283,"Kif20a",0.842151,0.689901,1.147707,36,29,8,0.893253,1.02853818269402
"KIF20B",131,0.31209,213,0.544664,201,0.503435,0.453396333333,"Kif20b",0.290023,0.562029,0.962442,11,27,3,0.604831333333333,0.905638058744907
"KIF21A",20016,23.2865,20428,25.509,17619,21.55,23.4485,"Kif21a",80.00942,73.244768,83.578733,5362,7522,1323,78.944307,0.305819149823889
"KIF21B",758,2.43821,832,2.87254,640,2.16432,2.49169,"Kif21b",11.420165,9.303783,9.881929,1514,1771,436,10.201959,0.311703515429757
"KIF22",357,4.25224,391,4.99881,329,4.11987,4.45697333333,"Kif22",8.897409,8.333165,11.220159,100,120,23,9.48357766666667,0.520525865008933
"KIF23",174,0.889288,178,0.976458,164,0.881201,0.915649,"Kif23",1.794197,1.551368,1.17283,19,27,3,1.50613166666667,0.764384818834339
"KIF24",120,0.355374,147,0.467264,180,0.560422,0.46102,"Kif24",2.440175,1.788041,1.383141,64,86,10,1.87045233333333,0.508985982116407
"KIF26A",104,0.430824,87,0.386835,91,0.39632,0.404659666667,"Kif26a",1.39761,0.897497,0.749905,111,133,33,1.015004,0.697100187725186
"KIF26B",410,0.129185,501,0.169437,405,0.13416,0.144260666667,"Kif26b",1.886401,1.847885,1.004403,573,834,95,1.579563,0.443587021005883
"KIF27",306,0.611878,397,0.852068,321,0.674817,0.712921,"Kif27",0.962789,0.634869,1.519313,47,50,10,1.03899033333333,0.840082943012154
"KIF2A",4433,3.35128,4891,3.96873,4705,3.73948,3.68649666667,"Kif2a",57.182673,57.235513,31.56576,1497,2002,404,48.6613153333333,0.0943691610907527
"KIF2C",59,0.368774,66,0.442785,72,0.473129,0.428229333333,"Kif2c",0.09214,0.288198,0.292825,4,8,2,0.224387666666667,1.16648458018307
"KIF3A",5772,22.4026,6732,28.0451,6065,24.748,25.0652333333,"Kif3a",47.404826,38.285025,36.74137,2233,2737,589,40.810407,0.62341496300909
"KIF3B",1695,5.1623,1567,5.12252,1740,5.57136,5.28539333333,"Kif3b",7.524892,6.071201,5.899007,954,1143,236,6.49836666666667,0.838234993398118
"KIF3C",15624,48.6091,14744,49.2358,10606,34.6909,44.1786,"Kif3c",44.309449,41.186423,43.835851,4138,5262,1133,43.1105743333333,1.02421246340154
"KIF4A",65,0.0868266,59,0.0845925,60,0.0842614,0.0852268333333,"Kif4",0.252182,0.688934,0.587659,28,51,15,0.509591666666667,0.7188876682988
"KIF5A",30865,147.365,25411,130.224,22695,113.919,130.502666667,"Kif5a",264.005568,220.653314,212.984859,37368,46911,9559,232.547913666667,0.563065045636367
"KIF5B",5403,19.9089,6708,26.5305,5865,22.7205,23.0533,"Kif5b",158.434163,146.306889,108.206175,11716,18614,3466,137.649075666667,0.173483305852163
"KIF5C",17062,19.6704,15887,19.6592,13902,16.85,18.7265333333,"Kif5c",292.786276,246.119029,197.655524,18205,23257,5031,245.520276333333,0.0800199222015584
"KIF6",83,0.03667,103,0.0488439,57,0.0264756,0.0373298333333,"Kif6",1.061061,1.555369,0.737022,65,131,18,1.11781733333333,0.489810814656332
"KIF7",248,0.928155,229,0.919909,216,0.849886,0.899316666667,"Kif7",0.470665,0.739497,0.517253,46,111,14,0.575805,1.20529930205006
"KIF9",249,0.784831,257,0.869462,239,0.791978,0.815423666667,"Kif9",1.668043,1.479605,1.309751,89,129,24,1.48579966666667,0.730317768970253
"KIFAP3",7151,7.62296,7336,8.39376,6525,7.31266,7.77646,"Kifap3",56.181701,47.212735,48.966587,4869,6106,1330,50.7870076666667,0.169472236289278
"KIFBP",1458,4.64598,1667,5.70159,1558,5.21946,5.18901,"Kifbp",67.921495,53.497439,56.970218,2201,2727,637,59.4630506666667,0.102360200680579
"KIFC1",120,1.15989,67,0.695107,131,1.33121,1.062069,"Kifc5b",0.560156,0.704464,0.841779,29,53,13,0.702133,1.2114617365388
"KIFC1",120,1.15989,67,0.695107,131,1.33121,1.062069,"Kifc1",1.082091,1.247787,1.666664,32,42,6,1.33218066666667,0.884180642380193
"KIFC2",989,21.1737,1100,25.2775,654,14.7203,20.3905,"Kifc2",61.188593,42.335235,46.888935,2960,2993,873,50.1375876666667,0.418293098599626
"KIFC3",727,1.21146,704,1.25918,957,1.67659,1.38241,"Kifc3",31.227325,33.505544,36.408965,1051,1551,428,33.7139446666667,0.0686297688976747
"KIN",331,1.5615,361,1.82794,391,1.93923,1.77622333333,"Kin",7.106135,6.107675,4.078458,144,189,35,5.76408933333333,0.410435639820546
"KIR2DL1",0,0,0,0,5,0.0632023,0.0210674333333,"Kir3dl1",0,0,0,0,0,0,0,1.0210674333333
"KIR2DL1",0,0,0,0,5,0.0632023,0.0210674333333,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.01445890984162
"KIR2DL3",0,0,0,0,10,0.126318,0.042106,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.03536131129777
"KIR2DL3",0,0,0,0,10,0.126318,0.042106,"Kir3dl1",0,0,0,0,0,0,0,1.042106
"KIR2DL4",0,0,0,0,6,0.100337,0.0334456666667,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.02675702912663
"KIR2DL4",0,0,0,0,6,0.100337,0.0334456666667,"Kir3dl1",0,0,0,0,0,0,0,1.0334456666667
"KIR2DS4",0,0,0,0,4,0.0462227,0.0154075666667,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.00883567480248
