"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"KIR2DS4",0,0,0,0,4,0.0462227,0.0154075666667,"Kir3dl1",0,0,0,0,0,0,0,1.0154075666667
"KIR3DL1",0,0,0,0,6,0.0770034,0.0256678,"Kir3dl1",0,0,0,0,0,0,0,1.0256678
"KIR3DL1",0,0,0,0,6,0.0770034,0.0256678,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.01902950214652
"KIR3DL2",2,0.0208409,2,0.0223696,11,0.120509,0.0545731666667,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.04774778832429
"KIR3DL2",2,0.0208409,2,0.0223696,11,0.120509,0.0545731666667,"Kir3dl1",0,0,0,0,0,0,0,1.0545731666667
"KIR3DL3",0,0,0,0,2,0.0304638,0.0101546,"Kir3dl2",0,0.019543,0,0,1,0,0.00651433333333333,1.00361670623667
"KIR3DL3",0,0,0,0,2,0.0304638,0.0101546,"Kir3dl1",0,0,0,0,0,0,0,1.0101546
"KIRREL1",750,1.22464,690,1.20931,1522,2.61276,1.68223666667,"Kirrel",1.735371,0.873475,1.043695,285,215,54,1.21751366666667,1.20956939611646
"KIRREL2",5,0.0776509,3,0.0500079,5,0.0816366,0.0697651333333,"Kirrel2",3.193226,3.833404,4.865703,102,201,44,3.964111,0.215499841428465
"KIRREL3",325,0.0978743,382,0.123478,377,0.119362,0.113571433333,"Kirrel3",10.094768,7.752216,9.483411,745,849,225,9.11013166666667,0.110144107915476
"KISS1",2,0.0568035,2,0.0609699,2,0.0597191,0.0591641666667,"Kiss1",0.265105,0,0,2,0,0,0.0883683333333333,0.973167019131115
"KISS1R",0,0,1,0.0504202,1,0.0493859,0.0332687,"Kiss1r",1.170013,1.291468,1.661848,84,109,18,1.374443,0.435162562335672
"KIT",627,1.32293,566,1.28182,323,0.716492,1.10708066667,"Kit",8.669745,6.506116,9.032495,499,479,106,8.069452,0.232327230649658
"KITLG",682,1.35301,982,2.09107,977,2.03774,1.82727333333,"Kitl",7.095616,6.042844,5.057108,621,902,162,6.06518933333333,0.400169507134227
"KIZ",2022,2.92806,2348,3.64954,1614,2.4572,3.0116,"Kiz",16.725001,13.399669,14.29345,356,431,106,14.80604,0.253801711244562
"KL",72,0.252978,141,0.531753,91,0.336148,0.373626333333,"Kl",0.545746,0.458901,0.406558,61,78,14,0.470401666666667,0.934184423530305
"KLB",19,0.0744167,24,0.100895,26,0.10706,0.0941239,"Klb",0.064768,0.191875,0.171415,5,15,4,0.142686,0.957501798394309
"KLC1",27459,31.4863,25080,30.8677,19896,23.985,28.7796666667,"Klc1",1841.156287,1672.485056,1606.034845,9064,12434,3238,1706.55872933333,0.0174399077203784
"KLC2",3011,49.7794,2497,44.3096,1610,27.9836,40.6908666667,"Klc2",126.417658,105.864256,146.965824,4795,6407,1745,126.415912666667,0.327202982689985
"KLC3",93,0.89827,76,0.787913,74,0.751439,0.812540666667,"Klc3",0.360756,0.592807,0.908635,13,32,6,0.620732666666667,1.11834647622351
"KLC4",1818,9.25443,1890,10.3266,1463,7.82958,9.13687,"Klc4",9.212164,7.376707,9.838719,449,553,151,8.80919666666667,1.03340470626375
"KLF1",2,0.125773,2,0.134998,3,0.198343,0.153038,"Klf1",0,0.089141,0,0,4,0,0.0297136666666667,1.11976565653688
"KLF10",499,12.5576,305,8.23846,479,12.673,11.1563533333,"Klf10",4.240875,3.060488,1.42559,105,131,20,2.90898433333333,3.10984959178228
"KLF11",470,6.84923,423,6.61644,536,8.21196,7.22587666667,"Klf11",0.95078,1.130342,1.109568,82,148,30,1.06356333333333,3.98624870571939
"KLF12",765,0.432552,1040,0.631177,854,0.50766,0.523796333333,"Klf12",9.126831,6.212732,13.735715,737,808,104,9.69175933333333,0.142520635362817
"KLF13",1738,2.78989,1575,2.71368,2157,3.64021,3.04792666667,"Klf13",14.512665,15.21474,12.315887,1931,3014,531,14.0144306666667,0.269602408278906
"KLF15",1739,20.5633,1861,23.62,1997,24.8261,23.0031333333,"Klf15",11.315198,8.987661,13.501352,514,606,172,11.2680703333333,1.95655328679373
"KLF16",268,4.1874,269,4.51131,253,4.15593,4.28488,"Klf16",3.486289,2.546503,3.561283,188,208,60,3.198025,1.25889674311134
"KLF17",32,0.342547,35,0.402142,50,0.562702,0.435797,"Klf17",0,0,0,0,0,0,0,1.435797
"KLF2",1585,90.5487,1634,100.195,661,39.7002,76.8146333333,"Klf2",4.543392,4.008242,6.594548,141,187,63,5.04872733333333,12.864629044275
"KLF3",1137,5.32228,1118,5.6172,1549,7.62302,6.1875,"Klf3",10.724801,8.929101,4.152946,435,704,136,7.935616,0.804365362164175
"KLF4",636,19.7316,853,28.405,501,16.3411,21.4925666667,"Klf4",3.321248,1.815,3.399078,142,147,40,2.84510866666667,5.84965695812151
"KLF5",727,5.62821,1163,9.66398,1351,10.9959,8.76269666667,"Klf5",0.528642,0.131186,0.300678,34,13,6,0.320168666666667,7.39503740178906
"KLF6",4684,88.1209,4925,99.4509,6081,120.275,102.6156,"Klf6",8.481935,7.004015,5.860401,462,694,118,7.11545033333333,12.767695660019
"KLF7",3965,7.43771,3568,7.18392,3874,7.64001,7.42054666667,"Klf7",4.842711,4.763408,4.281753,824,1164,229,4.62929066666667,1.49584506561928
"KLF8",823,2.42966,834,2.64272,630,1.95535,2.34257666667,"Klf8",0.608161,3.491545,0.400192,59,89,12,1.499966,1.33704885053237
"KLF9",4809,27.9781,5261,32.8528,5670,34.6805,31.8371333333,"Klf9",25.403866,22.853869,21.116058,2358,3251,613,23.1245976666667,1.36114739764848
"KLHDC1",310,0.90192,516,1.61138,542,1.65784,1.39038,"Klhdc1",11.898878,9.579125,1.673033,139,193,28,7.717012,0.274220111203243
"KLHDC10",2262,6.06348,2370,6.81896,2483,6.99752,6.62665333333,"Klhdc10",31.231625,23.939064,19.444919,2971,3470,755,24.8718693333333,0.294785553957008
"KLHDC2",1980,18.9474,2407,24.723,2255,22.6866,22.119,"Klhdc2",65.640575,49.967234,62.817798,2475,2821,743,59.4752023333333,0.382288923525553
"KLHDC3",1603,38.9164,1700,44.2985,1495,38.1574,40.4574333333,"Klhdc3",47.63709,43.662272,53.953964,1620,2106,589,48.4177753333333,0.838917435146784
"KLHDC4",1748,4.39336,1708,4.6077,1278,3.37695,4.12600333333,"Klhdc4",17.257314,13.270106,28.261875,371,464,143,19.5964316666667,0.248878223970511
"KLHDC7A",2,0.0679102,6,0.218674,4,0.142792,0.1431254,"Klhdc7a",4.005484,3.628132,3.234004,711,971,181,3.62254,0.247293782206319
"KLHDC7B",2,0.0681752,0,0,14,0.501722,0.189965733333,"Klhdc7b",0.091889,0.071422,0.145786,8,8,4,0.103032333333333,1.07881310218437
"KLHDC8A",1154,9.58826,1032,9.20352,493,4.30645,7.69941,"Klhdc8a",6.972936,5.665705,8.392513,631,768,239,7.01038466666667,1.08601651006856
"KLHDC8B",247,8.82607,312,11.9665,252,9.46693,10.0865,"Klhdc8b",15.483601,11.273833,14.415089,246,323,99,13.7241743333333,0.752945445294125
"KLHDC9",120,10.5558,140,13.2184,80,7.39843,10.3908766667,"Klhdc9",1.453738,0.817636,1.626078,45,38,16,1.29915066666667,4.95438460464821
"KLHL1",117,0.0501098,148,0.068036,122,0.0549332,0.057693,"Klhl1",2.235719,1.556142,1.677146,309,335,72,1.82300233333333,0.374669545083621
"KLHL10",58,0.797838,65,0.959711,52,0.752018,0.836522333333,"Klhl10",0.312004,0.382005,0.651666,13,18,4,0.448558333333333,1.26782766773838
"KLHL11",430,4.44343,510,5.65666,456,4.95396,5.01801666667,"Klhl11",12.2206,9.316309,7.470076,616,697,118,9.668995,0.564065937482397
"KLHL12",1451,6.75591,1501,7.50131,1390,6.80408,7.02043333333,"Klhl12",11.045868,9.844497,9.379235,741,1007,214,10.0898666666667,0.723221800081456
"KLHL13",338,0.268978,459,0.392061,381,0.31876,0.326599666667,"Klhl13",26.334013,14.982807,19.347147,1163,1261,291,20.2213223333333,0.0625125826670682
"KLHL14",41,0.0713761,41,0.0766114,41,0.0750397,0.0743424,"Klhl14",1.229938,1.011819,0.727758,108,141,20,0.989838333333333,0.53991441515768
"KLHL15",207,0.831958,282,1.21652,280,1.18312,1.07719933333,"Klhl15",2.359902,2.010552,1.832452,224,325,56,2.06763533333333,0.677133722759963
"KLHL18",515,1.40798,424,1.24422,484,1.39115,1.34778333333,"Klhl18",5.529874,3.74967,6.7179,404,477,118,5.33248133333333,0.370752507547331
"KLHL2",860,1.29971,1081,1.75353,1326,2.10683,1.72002333333,"Klhl2",60.846249,70.780741,47.749386,1526,2840,495,59.7921253333333,0.0447430208833078
"KLHL20",780,1.89911,944,2.467,952,2.43687,2.26766,"Klhl20",8.853056,8.057477,8.161219,629,919,202,8.35725066666667,0.349211549033349
"KLHL21",1749,12.793,1708,13.4095,1559,11.9886,12.7303666667,"Klhl21",3.575396,3.30146,3.335351,297,412,87,3.404069,3.1176547567034
"KLHL22",703,2.26068,747,2.57836,696,2.35304,2.39736,"Klhl22",84.601417,93.143416,51.209169,891,1024,294,76.3180006666667,0.0439400911910112
"KLHL23",623,1.31921,812,1.84554,714,1.58951,1.58475333333,"Klhl23",8.71983,4.272686,5.994854,532,501,125,6.32912333333333,0.352668827603756
"KLHL24",1153,4.11834,1623,6.22231,1459,5.47881,5.27315333333,"Klhl24",8.303735,8.095189,6.059294,1254,1802,323,7.48607266666667,0.739229273627478
"KLHL25",295,1.44765,277,1.45902,249,1.28463,1.3971,"Klhl25",2.672398,3.060142,9.643305,178,268,67,5.12528166666667,0.391345268748185
"KLHL26",304,1.53064,275,1.48618,259,1.371,1.46260666667,"Klhl26",8.349503,6.590099,8.028368,528,656,162,7.65599,0.284497401992147
"KLHL28",1005,1.48785,1404,2.23101,1204,1.87395,1.86427,"Klhl28",3.921681,4.227201,3.538769,428,789,129,3.89588366666667,0.585036368306954
"KLHL29",1288,0.6957,1414,0.819778,1371,0.778542,0.764673333333,"Klhl29",4.349428,2.385866,2.275643,546,483,112,3.00364566666667,0.440766611297603
"KLHL3",1368,2.01525,1394,2.20417,1198,1.8554,2.02494,"Klhl3",1.987492,1.266596,1.459114,307,299,71,1.57106733333333,1.17653083635045
"KLHL31",8,0.078336,17,0.178674,12,0.123535,0.126848333333,"Klhl31",0.0212,0.023605,0.045257,3,5,2,0.0300206666666667,1.09400555716973
"KLHL32",154,0.124476,165,0.14315,186,0.158058,0.141894666667,"Klhl32",5.47598,4.357185,3.687665,453,482,114,4.50694333333333,0.207355441585017
"KLHL33",41,0.694393,44,0.799861,37,0.658812,0.717688666667,"Klhl33",4.634601,3.854192,3.784201,504,639,142,4.090998,0.337397238550673
"KLHL34",27,1.29549,28,1.44201,17,0.857545,1.19834833333,"Klhl34",3.023423,2.139782,2.090857,119,129,26,2.41802066666667,0.643164143145419
"KLHL35",82,1.73935,90,2.04907,61,1.36032,1.71624666667,"Klhl35",1.651707,0.74447,1.169309,9,10,1,1.18849533333333,1.24114802773321
"KLHL36",892,8.12639,952,9.30915,961,9.20437,8.87997,"Klhl36",1.556936,1.239734,1.667555,69,88,24,1.488075,3.97092933291802
"KLHL38",1,0.0235317,2,0.0505153,0,0,0.0246823333333,"Klhl38",0.174265,0.183754,0.137177,8,13,2,0.165065333333333,0.879506328114332
"KLHL4",25,0.0286125,54,0.0663362,27,0.0324877,0.0424788,"Klhl4",8.828261,12.567664,10.459706,536,1180,187,10.6185436666667,0.0897254277221376
"KLHL40",1,0.0249285,1,0.026757,1,0.026208,0.0259645,"Klhl40",0.139205,0.104085,0.126632,7,8,2,0.123307333333333,0.913342653034699
"KLHL41",232,2.44792,278,3.14843,331,3.67177,3.08937333333,"Klhl41",0.258955,0.164931,0,14,13,0,0.141295333333333,3.58309826903992
"KLHL42",2132,16.1988,2553,20.8203,2617,20.9044,19.3078333333,"Klhl42",5.488212,4.712262,3.446801,554,678,149,4.54909166666667,3.65966802373962
"KLHL5",1449,3.09389,1489,3.41249,1692,3.79817,3.43485,"Klhl5",12.670348,13.572256,19.463183,782,1264,285,15.2352623333333,0.273161585501123
"KLHL6",246,0.630553,224,0.616276,430,1.15876,0.801863,"Klhl6",0.63494,0.71019,1.38476,32,53,22,0.909963333333333,0.943401880315329
"KLHL7",1098,2.65836,1288,3.3471,1049,2.67009,2.89185,"Klhl7",22.33971,17.406267,16.632394,1282,1515,305,18.7927903333333,0.196629678507011
"KLHL8",620,1.35034,730,1.70653,709,1.62344,1.56010333333,"Klhl8",7.065313,5.187881,7.832651,437,495,132,6.69528166666667,0.332684811839896
"KLHL9",1298,39.5051,1352,44.1668,1538,49.2122,44.2947,"Klhl9",17.511486,15.384098,16.968094,1463,1995,439,16.621226,2.570462463849
"KLK4",11,0.438042,27,1.15406,7,0.293062,0.628388,"Klk4",0,0.028131,0,0,1,0,0.009377,1.61326045669755
"KLK5",4,0.0713713,5,0.0957578,0,0,0.0557097,"Klk5",0,0,0,0,0,0,0,1.0557097
"KLK6",29,0.458777,11,0.186783,7,0.116423,0.253994333333,"Klk6",74.570846,166.376978,105.607689,1103,3843,545,115.518504333333,0.0107621904392594
"KLK7",41,0.938504,61,1.49873,26,0.625696,1.02097666667,"Klk7",0,0,0,0,0,0,0,2.02097666667
"KLK8",19,0.495046,14,0.391526,35,0.958734,0.615102,"Klk8",1.065507,1.548684,2.481255,10,25,7,1.698482,0.598522428535747
"KLK9",2,0.0490246,1,0.0263102,0,0,0.0251116,"Klk9",0.069406,0.04594,0,2,2,0,0.0384486666666667,0.987156739572426
"KLKB1",985,3.47683,1183,4.482,1150,4.26759,4.07547333333,"Klkb1",0.02608,0.04715,0,3,8,0,0.02441,4.95453317844418
"KLRB1",21,0.274479,12,0.168349,23,0.316049,0.252959,"Klrb1b",0,0,0,0,0,0,0,1.252959
"KLRB1",21,0.274479,12,0.168349,23,0.316049,0.252959,"Klrb1a",0.107681,0.072357,0.933966,1,1,5,0.371334666666667,0.91367849909723
"KLRB1",21,0.274479,12,0.168349,23,0.316049,0.252959,"Klrb1c",0.021906,0.044779,0,1,1,0,0.0222283333333333,1.22571343323491
"KLRB1",21,0.274479,12,0.168349,23,0.316049,0.252959,"Klrb1f",0.082285,0.571248,0,1,2,0,0.217844333333333,1.02883346065302
"KLRB1",21,0.274479,12,0.168349,23,0.316049,0.252959,"Klrb1",0.138766,0.060575,0,2,1,0,0.066447,1.17489101661873
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klrc1",0,0.138098,0,0,2,0,0.0460326666666667,1.00630942692035
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klrc2",0,0.034516,0,0,1,0,0.0115053333333333,1.04065940004927
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klrh1",0,0,0,0,0,0,0,1.0526325333333
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klre1",0.12674,0.217147,0,4,10,0,0.114629,0.944379280759158
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Clec2m",0,0,0,0,0,0,0,1.0526325333333
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klri2",0.115675,0.093605,0,9,11,0,0.06976,0.983989430651081
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klri1",0.518822,0.5815,0.948418,7,12,4,0.682913333333333,0.625482318360601
"KLRC1",7,0.0984458,1,0.0150952,3,0.0443566,0.0526325333333,"Klrc3",0,0,0,0,0,0,0,1.0526325333333
"KLRC2",11,0.124405,12,0.145669,6,0.0713404,0.1138048,"Clec2m",0,0,0,0,0,0,0,1.1138048
"KLRC2",11,0.124405,12,0.145669,6,0.0713404,0.1138048,"Klri2",0.115675,0.093605,0,9,11,0,0.06976,1.04117259946156
"KLRC2",11,0.124405,12,0.145669,6,0.0713404,0.1138048,"Klrh1",0,0,0,0,0,0,0,1.1138048
"KLRC2",11,0.124405,12,0.145669,6,0.0713404,0.1138048,"Klre1",0.12674,0.217147,0,4,10,0,0.114629,0.999260561137383
"KLRC2",11,0.124405,12,0.145669,6,0.0713404,0.1138048,"Klri1",0.518822,0.5815,0.948418,7,12,4,0.682913333333333,0.661831348019506
"KLRC3",5,0.105444,4,0.0905422,36,0.798162,0.331382733333,"Clec2m",0,0,0,0,0,0,0,1.331382733333
"KLRC3",5,0.105444,4,0.0905422,36,0.798162,0.331382733333,"Klre1",0.12674,0.217147,0,4,10,0,0.114629,1.19446267173472
"KLRC3",5,0.105444,4,0.0905422,36,0.798162,0.331382733333,"Klri2",0.115675,0.093605,0,9,11,0,0.06976,1.24456208246055
"KLRC3",5,0.105444,4,0.0905422,36,0.798162,0.331382733333,"Klrh1",0,0,0,0,0,0,0,1.331382733333
"KLRC3",5,0.105444,4,0.0905422,36,0.798162,0.331382733333,"Klri1",0.518822,0.5815,0.948418,7,12,4,0.682913333333333,0.791117823456744
"KLRC4",5,0.367633,1,0.0789195,19,1.46871,0.638420833333,"Clec2m",0,0,0,0,0,0,0,1.638420833333
"KLRC4",5,0.367633,1,0.0789195,19,1.46871,0.638420833333,"Klri1",0.518822,0.5815,0.948418,7,12,4,0.682913333333333,0.973562215522883
"KLRC4",5,0.367633,1,0.0789195,19,1.46871,0.638420833333,"Klri2",0.115675,0.093605,0,9,11,0,0.06976,1.53157795517967
"KLRC4",5,0.367633,1,0.0789195,19,1.46871,0.638420833333,"Klre1",0.12674,0.217147,0,4,10,0,0.114629,1.46992482102386
"KLRC4-KLRK1",80,0.369792,90,0.44653,413,2.00704,0.941120666667,"Clec2m",0,0,0,0,0,0,0,1.941120666667
"KLRC4-KLRK1",80,0.369792,90,0.44653,413,2.00704,0.941120666667,"Klre1",0.12674,0.217147,0,4,10,0,0.114629,1.74149485314576
"KLRC4-KLRK1",80,0.369792,90,0.44653,413,2.00704,0.941120666667,"Klri1",0.518822,0.5815,0.948418,7,12,4,0.682913333333333,1.15342877628894
"KLRC4-KLRK1",80,0.369792,90,0.44653,413,2.00704,0.941120666667,"Klri2",0.115675,0.093605,0,9,11,0,0.06976,1.81453846345629
"KLRD1",70,0.118096,83,0.150299,202,0.358283,0.208892666667,"Klrd1",0,0.098815,0,0,1,0,0.0329383333333333,1.17034350227458
"KLRG1",99,0.28485,96,0.296478,62,0.187547,0.256291666667,"Klrg1",0.036524,0.04929,0,1,2,0,0.0286046666666667,1.22135520805888
"KLRG2",93,0.524368,88,0.532569,91,0.539427,0.532121333333,"Klrg2",0.73145,0.637418,0.575466,24,37,9,0.648111333333333,0.92962247291526
"KLRK1",44,0.393749,42,0.403419,171,1.60879,0.801986,"Klrk1",0.042174,0.057058,0,1,2,0,0.0330773333333333,1.74428955302475
"KMO",281,0.772968,304,0.897572,515,1.48936,1.0533,"Kmo",0.130182,0.089446,0.283669,7,7,7,0.167765666666667,1.75831509575123
"KMT2A",2489,4.81306,2994,6.21424,2765,5.6212,5.5495,"Kmt2a",9.592809,7.759287,7.101006,3222,3478,573,8.151034,0.715711470419627
"KMT2B",809,6.77524,698,6.2744,911,8.02108,7.02357333333,"Kmt2b",19.182464,15.988715,11.888697,1132,1426,223,15.6866253333333,0.480838586176082
"KMT2C",2881,1.67165,3431,2.1368,3443,2.10028,1.96957666667,"Kmt2c",13.065,10.08654,12.162513,2439,3210,413,11.771351,0.232518600942845
"KMT2D",2177,9.32157,2070,9.51352,2775,12.492,10.4423633333,"Kmt2d",17.510537,13.061606,10.096461,2464,2983,434,13.5562013333333,0.786081689258947
"KMT2E",2357,4.08376,3107,5.77807,3085,5.61945,5.16042666667,"Kmt2e",39.033684,27.537218,25.536361,1793,2140,453,30.702421,0.194320385394857
"KMT5A",1142,7.799,1094,8.0192,865,6.21051,7.34290333333,"Kmt5a",25.10097,27.91429,26.856838,805,1292,253,26.6240326666667,0.302016126103022
"KMT5B",1159,3.43378,1226,3.8987,1316,4.09905,3.81051,"Kmt5b",17.100424,11.768311,6.779094,800,1103,196,11.8826096666667,0.373411142964848
"KMT5C",206,4.35216,173,3.92305,145,3.22065,3.83195333333,"Kmt5c",18.296222,13.760773,14.308732,335,443,103,15.4552423333333,0.293642186207245
"KNCN",100,2.96905,47,1.49781,27,0.842791,1.76988366667,"Kncn",0.108928,0,0,3,0,0,0.0363093333333333,2.67283481637722
"KNDC1",1056,2.78699,971,2.75063,563,1.56213,2.36658333333,"Kndc1",38.132551,41.537415,38.085042,4969,7994,1341,39.2516693333333,0.0836383531189862
"KNG1",7,0.0451869,11,0.0762163,17,0.115372,0.0789250666667,"Kng2",0.171836,0,0,1,0,0,0.0572786666666667,1.02047369410023
"KNG1",7,0.0451869,11,0.0762163,17,0.115372,0.0789250666667,"Kng1",0,0,0,0,0,0,0,1.0789250666667
"KNL1",66,0.16396,63,0.167986,79,0.206328,0.179424666667,"Knl1",0.066086,0.076191,0.018992,11,20,1,0.0537563333333333,1.11925748805337
"KNOP1",288,3.0869,313,3.60093,359,4.04541,3.57774666667,"Knop1",9.839292,11.964161,5.928047,513,736,160,9.24383333333333,0.446878284496689
"KNSTRN",162,2.45543,204,3.31881,349,5.56129,3.77851,"Knstrn",0.851511,1.179201,0.666741,17,32,3,0.899151,2.51612957579466
"KNTC1",401,0.706542,375,0.709194,594,1.10032,0.838685333333,"Kntc1",0.880013,0.710971,1.801194,23,26,12,1.130726,0.862938422553158
"KPNA1",2750,5.16339,2926,5.89681,3019,5.95941,5.67320333333,"Kpna1",37.813376,32.224617,23.775687,2408,3118,619,31.2712266666667,0.206784929567702
"KPNA2",1376,21.5651,1164,19.5806,1409,23.2157,21.4538,"Gm10184",0,0,0,0,0,0,0,22.4538
"KPNA2",1376,21.5651,1164,19.5806,1409,23.2157,21.4538,"Kpna2",10.013195,10.050395,6.968882,274,382,87,9.010824,2.24295222850786
"KPNA3",1735,3.2465,1752,3.51877,2031,3.99543,3.5869,"Kpna3",15.024852,12.313292,13.984932,1185,1579,330,13.7743586666667,0.310463560787162
"KPNA4",2478,6.13483,2820,7.4936,2692,7.00671,6.87838,"Kpna4",17.882505,15.540551,14.374504,1608,2197,422,15.93252,0.465281009560302
"KPNA6",2352,5.99773,2250,6.15846,2124,5.69432,5.95017,"Kpna6",24.510081,20.054565,18.028939,1873,2368,511,20.8645283333333,0.317874225048074
"KPNA7",11,0.0566319,14,0.0773636,15,0.0811891,0.0717282,"Kpna7",0,0,0,0,0,0,0,1.0717282
"KPNB1",4468,21.664,4732,24.627,5089,25.9416,24.0775333333,"Kpnb1",42.143981,38.058225,36.291211,3717,4894,980,38.831139,0.629596189385897
"KPTN",236,4.5227,196,4.03165,150,3.02215,3.85883333333,"Kptn",8.348622,8.030399,6.969519,158,260,67,7.78284666666667,0.55321850850142
"KRAS",1639,6.2667,1717,7.04645,2200,8.84343,7.38552666667,"Kras",29.676126,20.640439,23.922215,1643,2152,413,24.74626,0.325698826418672
"KRBA1",387,3.41544,473,4.4806,334,3.09899,3.66501,"Krba1",13.049997,8.451411,10.150947,999,1060,233,10.550785,0.403869520556395
"KRBOX1",782,1.02479,839,1.18013,1102,1.51826,1.24106,"Zfp65",3.197231,2.488448,1.82896,201,242,47,2.50487966666667,0.639411395864375
"KRBOX4",686,2.39061,760,2.84275,715,2.61956,2.61764,"Zfp78",1.295829,0.769583,0.776609,42,50,12,0.947340333333333,1.85773382190855
"KRCC1",990,4.66832,1544,7.81472,1455,7.21318,6.56540666667,"Krcc1",11.277506,16.414036,12.851741,289,555,103,13.5144276666667,0.521233550534304
"KREMEN1",574,1.05271,571,1.12402,504,0.971778,1.04950266667,"Kremen1",3.157954,2.599953,2.807733,326,411,93,2.85521333333333,0.531618483716422
"KREMEN2",15,0.628715,10,0.449887,8,0.352526,0.477042666667,"Kremen2",0.430112,0.351406,0.71803,19,24,10,0.499849333333333,0.984794028200388
"KRI1",451,6.08552,476,6.89396,495,7.02206,6.66718,"Kri1",13.204713,8.570863,13.202652,294,451,92,11.6594093333333,0.605650690179647
"KRIT1",924,3.4201,1159,4.60459,1247,4.85257,4.29242,"Krit1",18.383642,13.918086,15.413937,1160,1416,305,15.9052216666667,0.31306421792951
"KRR1",1135,9.54479,1485,13.4041,2186,19.3267,14.0918633333,"Krr1",9.882285,7.656186,6.297089,569,629,131,7.94518666666667,1.6871490663843
"KRT1",0,0,1,0.0330594,0,0,0.0110198,"Krt1",2.407175,2.080812,2.561391,54,59,14,2.34979266666667,0.301815634758689
"KRT10",205,7.96205,203,8.46267,252,10.2899,8.90487333333,"Krt10",5.238643,3.39473,5.42904,52,55,14,4.687471,1.7415250703397
"KRT12",3,0.088515,4,0.126676,3,0.0930583,0.102749766667,"Krt12",0,0.017614,0,0,1,0,0.00587133333333333,1.09631294791216
"KRT14",92,3.48112,53,2.15252,22,0.875168,2.16960266667,"Krt14",0,0.032389,0,0,1,0,0.0107963333333333,3.13574808509396
"KRT16",3,0.0856088,5,0.153147,1,0.030001,0.0895856,"Krt16",0,0,0,0,0,0,0,1.0895856
"KRT19",157,5.84564,557,22.2602,314,12.2914,13.4657466667,"Krt19",0.074969,0.049348,0,1,1,0,0.041439,13.8901526317912
"KRT2",0,0,2,0.0489973,0,0,0.0163324333333,"Krt2",0,0,0.057081,0,0,1,0.019027,0.997355745562483
"KRT20",3,0.0560292,6,0.120278,2,0.03927,0.0718590666667,"Krt20",0,0.034119,0,0,2,0,0.011373,1.0598058942316
