"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"APLNR",30,1.40208,14,0.702295,55,2.70242,1.602265,"Aplnr",4.303951,1.717374,1.01152,10,48,36,2.34428166666667,0.778123752534799
"APLP1",1657,24.3401,1589,25.0532,1007,15.5513,21.6482,"Aplp1",373.285291,527.857137,458.152558,3558,16751,8761,453.098328666667,0.049875100986388
"APLP2",17408,39.6682,17163,41.9785,16291,39.0283,40.225,"Aplp2",304.742634,296.207482,311.772998,4361,16397,9813,304.241038,0.135057200270692
"APMAP",4049,23.7153,4082,25.6622,4100,25.2466,24.8747,"Apmap",21.590101,24.261441,32.227588,275,1184,751,26.0263766666667,0.957386937921016
"APOA1",15,1.19113,7,0.596632,3,0.250454,0.679405333333,"Apoa1",0,0.13761,0.244541,0,3,3,0.127383666666667,1.48964845153247
"APOA2",0,0,1,0.139935,5,0.685321,0.275085333333,"Apoa2",1.324293,2.150089,1.754081,2,14,6,1.742821,0.464880986886494
"APOB",96,0.393273,85,0.373751,188,0.809689,0.525571,"Apob",0,0.002828,0.009979,0,1,2,0.004269,1.51908602177305
"APOBEC1",2,0.0211641,3,0.0340747,4,0.0445008,0.0332465333333,"Apobec1",3.722336,1.265274,0.823006,10,34,21,1.936872,0.351818715059185
"APOBEC2",10,0.15587,45,0.752862,43,0.704643,0.537791666667,"Apobec2",0.713813,0.908573,0.44031,6,13,8,0.687565333333333,0.911248670668948
"APOBEC3H",10,0.255259,12,0.328778,21,0.563557,0.382531333333,"Apobec3",2.742472,1.688077,2.416643,11,52,30,2.28239733333333,0.421195605813211
"APOBEC4",0,0,3,0.0798833,1,0.0260815,0.0353216,"Apobec4",0,0,0,0,0,0,0,1.0353216
"APOBR",117,4.72269,122,5.28571,239,10.1424,6.71693333333,"Apobr",0.647353,0.17208,0.307351,5,13,11,0.375594666666667,5.60988895953605
"APOC1",960,32.8652,904,33.218,1088,39.159,35.0807333333,"Apoc1",6.773432,5.759754,6.324136,9,29,18,6.285774,4.95221692757695
"APOC2",249,12.0968,260,13.5577,479,24.465,16.7065,"Gm44805",0,0,0,0,0,0,0,17.7065
"APOC2",249,12.0968,260,13.5577,479,24.465,16.7065,"Apoc2",0,0,0,0,0,0,0,17.7065
"APOC4",2,0.107177,12,0.690231,2,0.112679,0.303362333333,"Apoc4",0.078898,0.297306,0.192765,1,15,5,0.189656333333333,1.09557886325126
"APOC4-APOC2",252,6.00766,272,6.96008,481,12.0556,8.34111333333,"Apoc2",0,0,0,0,0,0,0,9.34111333333
"APOC4-APOC2",252,6.00766,272,6.96008,481,12.0556,8.34111333333,"Gm44805",0,0,0,0,0,0,0,9.34111333333
"APOD",59996,683.753,80703,987.204,105520,1264.3,978.419,"Apod",454.499655,436.333419,401.867693,1676,6368,3317,430.900255666667,2.26769719894748
"APOE",11489,557.068,16296,848.101,11250,573.478,659.549,"Apoe",1161.493797,1181.084225,1212.24863,4506,16075,9348,1184.94221733333,0.556982448508568
"APOH",17,0.0667495,15,0.0632165,12,0.0495357,0.0598339,"Apoh",0.297573,0.429659,0.137978,2,11,2,0.288403333333333,0.822594813735864
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,1.43237888276665
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol7b",0,3e-06,0,0,0,0,1e-06,9.92227674439326
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol11a",0,0,0,0,0,0,0,9.92228666667
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol7c",0,0,0,0,0,0,0,9.92228666667
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,9.8280422931073
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,7.81544365395173
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,8.99515322534888
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,9.55950964851528
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,7.51636756263459
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,8.84720393515032
"APOL1",577,6.94176,545,7.0377,1011,12.7874,8.92228666667,"Apol11b",0,0,0.038457,0,0,1,0.012819,9.79670273431877
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol11a",0,0,0,0,0,0,0,43.413
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,39.3565112650719
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,34.1949257008189
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol7c",0,0,0,0,0,0,0,43.413
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,32.8863775013433
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,6.26709008987117
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,43.0006524104851
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol7b",0,3e-06,0,0,0,0,1e-06,43.4129565870434
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,38.7091884501642
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol11b",0,0,0.038457,0,0,1,0.012819,42.8635323784408
"APOL2",3463,44.0116,3005,40.992,3161,42.2354,42.413,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,41.8257410124065
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol7b",0,3e-06,0,0,0,0,1e-06,11.1984554682445
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,8.82064671022282
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,10.7890301646387
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,1.61660791626076
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol7c",0,0,0,0,0,0,0,11.1984666667
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol11a",0,0,0,0,0,0,0,11.1984666667
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol11b",0,0,0.038457,0,0,1,0.012819,11.0567304391999
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,11.0921008146217
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,8.48310419084851
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,9.98510945003046
"APOL3",1001,6.76547,1178,8.54573,2151,15.2842,10.1984666667,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,10.1520876124551
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol7b",0,3e-06,0,0,0,0,1e-06,3.5974394025606
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol7c",0,0,0,0,0,0,0,3.597443
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol9a",0,0.1361,0.173111,0,5,5,0.103070333333333,3.26129974788552
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol8",5.115406,5.680552,6.985457,40,201,114,5.92713833333333,0.519325993922936
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol11a",0,0,0,0,0,0,0,3.597443
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol10a",0,0.005368,0.0234,0,0,1,0.00958933333333333,3.56327358186563
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol9b",0.458128,0.316384,0.034211,2,11,0,0.269574333333333,2.83358201685972
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol7e",0.213907,0.413945,0.33242,3,22,10,0.320090666666667,2.72514842414864
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol10b",0.06689,0.141181,0.156479,1,8,5,0.121516666666667,3.20765897371119
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol7a",0,0,0.113848,0,0,2,0.0379493333333333,3.46591387890481
"APOL4",128,1.42276,51,0.608459,493,5.76111,2.597443,"Apol11b",0,0,0.038457,0,0,1,0.012819,3.55191105222157
"APOL6",975,8.53407,1113,10.4565,1888,17.3737,12.1214233333,"Apol6",0.078071,0.515609,0.161816,1,8,5,0.251832,10.4817765748918
"APOLD1",2060,3.45842,1851,3.33548,1939,3.42237,3.40542333333,"Apold1",1.301929,1.003213,1.526868,31,88,76,1.27733666666667,1.93446291793923
"APOM",65,1.95952,67,2.16797,75,2.37704,2.16817666667,"Apom",0,0.189251,0.083742,0,4,1,0.0909976666666667,2.90392616177609
"APOO",4283,10.0319,4886,12.2836,5128,12.6276,11.6477,"Apoo",22.209103,18.656338,21.401383,105,383,244,20.755608,0.581353552610435
"APOOL",1195,2.33414,1234,2.58711,1587,3.25892,2.72672333333,"Apool",2.727863,3.538379,4.727247,22,87,64,3.66449633333333,0.798955142637408
"APP",28928,17.3918,30331,19.5728,24283,15.3485,17.4377,"App",536.267427,514.375808,509.741118,9039,33709,19054,520.128117666667,0.0353803592148399
"APPBP2",1344,2.82597,1742,3.93148,1739,3.8442,3.53388333333,"Appbp2",20.216495,19.686415,21.21779,889,3199,1961,20.3735666666667,0.212125725389617
"APPL1",1829,6.34229,2245,8.35582,2145,7.81984,7.50598333333,"Appl1",14.607393,17.81883,23.549392,679,2505,1564,18.6585383333333,0.432686458631928
"APPL2",1457,4.04624,1682,5.0137,2482,7.24655,5.43549666667,"Appl2",171.454287,158.460195,163.006032,1023,3941,2285,164.306838,0.038930613787858
"APRT",640,43.0194,593,42.7838,624,44.0968,43.3,"Aprt",16.275812,18.554767,18.348843,62,204,122,17.726474,2.36563487605835
"APTX",1030,1.29892,1187,1.60671,959,1.27146,1.39236333333,"Aptx",12.993062,17.952598,15.950358,104,548,281,15.632006,0.143840937366785
"AQP1",10351,130.809,9334,126.609,14448,191.956,149.791333333,"Aqp1",1.281162,2.886283,3.366901,22,190,125,2.51144866666667,42.9427702487653
"AQP11",216,1.79982,272,2.43268,296,2.59301,2.27517,"Aqp11",4.136471,8.465126,4.475793,73,263,136,5.69246333333333,0.489381836981799
"AQP12A",33,0.86915,47,1.32868,30,0.830692,1.00950733333,"Aqp12",0,0.042678,0,0,1,0,0.014226,1.98132105993142
"AQP12B",33,0.888437,44,1.27147,38,1.07556,1.078489,"Aqp12",0,0.042678,0,0,1,0,0.014226,2.0493351580417
"AQP2",0,0,0,0,1,0.0225606,0.0075202,"Aqp2",0,0.100715,0,0,3,0,0.0335716666666667,0.974794716702438
"AQP3",103,2.79367,58,1.68852,161,4.59094,3.02437666667,"Aqp3",0,0,0,0,0,0,0,4.02437666667
"AQP4",83,1.05616,273,3.72868,38,0.508362,1.76440066667,"Aqp4",82.304182,81.780848,91.802554,2619,9689,6189,85.2958613333333,0.0320339889301528
"AQP5",9,0.412567,15,0.738046,8,0.385549,0.512054,"Aqp5",0.70993,0.237877,0.099984,2,9,2,0.349263666666667,1.12065123915736
"AQP7",736,6.59242,640,6.15301,707,6.6577,6.46771,"Aqp7",0.146329,0.07815,0.068072,2,4,2,0.097517,6.80418617661503
"AQP8",8,0.105862,10,0.142034,7,0.0973839,0.1150933,"Aqp8",0,0.039805,0,0,1,0,0.0132683333333333,1.10049161048159
"AQP9",28,0.102456,15,0.0589132,115,0.442402,0.201257066667,"Aqp9",0.582422,1.074712,1.535651,10,54,29,1.06426166666667,0.581930617646342
"AQR",1434,2.12374,1515,2.40827,1932,3.00814,2.51338333333,"Aqr",9.381069,10.71824,12.835702,303,1099,680,10.978337,0.293311444930127
"AR",552,0.516797,648,0.651173,475,0.467534,0.545168,"Ar",2.286994,2.367009,2.442932,162,626,366,2.365645,0.45910011305411
"ARAF",579,9.34763,607,10.5185,786,13.3409,11.06901,"Araf",85.804874,95.765352,92.145423,793,3103,1774,91.2385496666667,0.130845617625334
"ARAP1",3234,5.20567,2072,3.57987,2416,4.08857,4.29137,"Arap1",76.972372,63.291349,67.533658,170,818,490,69.265793,0.0753050634467329
"ARAP2",1054,0.621453,1571,0.994224,1593,0.987465,0.867714,"Arap2",40.514424,47.195076,52.955421,606,2293,1408,46.888307,0.0390014622985106
"ARAP3",355,2.15117,431,2.80326,389,2.47818,2.47753666667,"Arap3",4.070455,4.261642,3.902066,38,191,108,4.07805433333333,0.684816750353137
"ARC",139,7.07758,116,6.33969,103,5.51373,6.31033333333,"Arc",6.016129,6.038965,6.524531,124,471,286,6.19320833333333,1.01628272038972
"ARCN1",3029,17.2681,3317,20.297,3962,23.7464,20.4371666667,"Arcn1",43.277068,41.802999,45.552681,841,3176,1935,43.5442493333333,0.481255537752617
"AREG",306,5.4162,81,1.53886,241,4.48465,3.81323666667,"Areg",0,0,0,0,0,0,0,4.81323666667
"AREL1",1754,5.13511,1922,6.03968,1907,5.8696,5.68146333333,"Arel1",18.140838,21.308641,18.676751,573,2395,1415,19.37541,0.327917982181954
"ARF1",5632,59.4397,5715,64.7397,5604,62.1799,62.1197666667,"Arf1",125.818217,123.639533,131.050355,1406,5253,3148,126.836035,0.493755666520007
"ARF3",4458,35.7826,4321,37.2269,4670,39.4082,37.4725666667,"Arf3",47.218099,58.560682,57.337537,1464,6626,3825,54.372106,0.694800495157255
"ARF4",2387,15.5263,2479,17.3075,3210,21.9513,18.2617,"Arf4",103.294838,96.172935,127.189725,507,1722,1060,108.885832666667,0.175288292699473
"ARF5",1691,89.115,1650,93.3322,1324,73.3556,85.2676,"Arf5",47.877104,61.810372,64.146285,290,1229,701,57.944587,1.4635372710305
"ARF6",1203,52.8978,1164,54.9371,1618,74.7978,60.8775666667,"Arf6",20.809297,20.909694,19.145209,167,591,308,20.2880666666667,2.90667854604144
"ARFGAP1",1556,15.9845,1338,14.7532,1369,14.7853,15.1743333333,"Arfgap1",29.540507,34.167899,26.451765,306,1388,741,30.0533903333333,0.520855634752967
"ARFGAP2",1914,26.068,2005,29.3103,1707,24.442,26.6067666667,"Arfgap2",32.94395,31.182719,33.587673,363,1561,946,32.5714473333333,0.822328760288182
"ARFGAP3",854,2.42177,979,2.97987,1374,4.09637,3.16600333333,"Arfgap3",8.304099,10.100105,10.22741,83,416,242,9.54387133333333,0.395111359160807
"ARFGEF1",3289,3.37453,3693,4.06696,3471,3.74406,3.72851666667,"Arfgef1",39.259177,42.181411,40.211859,944,3444,2072,40.5508156666667,0.11380081451598
"ARFGEF2",2608,3.96246,3263,5.32126,2577,4.11632,4.46668,"Arfgef2",10.908793,12.352785,11.943415,558,2393,1357,11.7349976666667,0.429264311081015
"ARFGEF3",4482,4.28513,4871,4.99863,3509,3.52707,4.27027666667,"Arfgef3",10.831365,12.04737,12.64998,1115,4643,2763,11.842905,0.41036484087284
"ARFIP1",912,1.15014,1140,1.54313,1263,1.67455,1.45594,"Arfip1",9.473285,9.350384,10.989839,170,594,387,9.937836,0.224536187962591
"ARFIP2",718,18.4543,804,22.1804,698,18.8611,19.8319333333,"Arfip2",42.481875,56.217733,52.634341,353,1352,773,50.4446496666667,0.404938773386146
"ARFRP1",727,13.5343,829,16.5652,697,13.6419,14.5804666667,"Arfrp1",19.96426,19.719633,18.922126,140,563,296,19.5353396666667,0.758714826226639
"ARG1",20,0.0307837,23,0.0379979,48,0.077673,0.0488182,"Arg1",0,0.308657,0.666643,0,8,9,0.3251,0.79150116972304
"ARG2",2063,11.3374,2169,12.7942,2034,11.7518,11.9611333333,"Arg2",0.473002,0.970517,1.001186,4,31,18,0.814901666666667,7.14150720744283
"ARGLU1",3911,25.817,4825,34.1866,4642,32.2153,30.7396333333,"Arglu1",31.316696,31.315562,28.045987,555,1925,1008,30.2260816666667,1.0164462410659
"ARHGAP1",1243,9.22476,1406,11.1998,1754,13.6852,11.36992,"Arhgap1",15.863937,19.444929,21.622323,176,818,479,18.977063,0.619206136557711
"ARHGAP10",1381,0.708099,1798,0.989534,2169,1.16923,0.955621,"Arhgap10",3.67642,3.433474,3.950757,69,242,147,3.68688366666667,0.417254009078243
"ARHGAP11A",144,1.01446,114,0.862024,159,1.17763,1.018038,"Arhgap11a",0.661814,0.803085,0.833181,21,95,56,0.766026666666667,1.14269961948479
"ARHGAP11B",123,0.351922,114,0.350095,226,0.67981,0.460609,"Arhgap11a",0.661814,0.803085,0.833181,21,95,56,0.766026666666667,0.827059425301241
"ARHGAP11B",98,0.683836,85,0.636627,162,1.18844,0.836301,"Arhgap11a",0.661814,0.803085,0.833181,21,95,56,0.766026666666667,1.03979233986652
"ARHGAP12",2012,2.84659,2213,3.36062,2438,3.62635,3.27785333333,"Arhgap12",16.45772,23.823258,20.381998,417,1625,888,20.220992,0.201585926488733
"ARHGAP15",3,0.000774157,3,0.000830939,1,0.000271298,0.000625464666667,"Arhgap15",1.101812,1.181318,1.208054,12,54,43,1.163728,0.46245436795506
"ARHGAP17",1661,3.01393,1724,3.35769,1605,3.0618,3.14447333333,"Arhgap17",9.740481,5.049934,4.88764,89,343,184,6.55935166666667,0.548257776074271
"ARHGAP18",1140,1.48574,1181,1.65206,2031,2.78282,1.97354,"Arhgap18",5.35152,5.387026,7.477189,44,166,92,6.07191166666667,0.420471880894063
"ARHGAP19",2971,7.36204,3288,8.74516,2777,7.23451,7.78057,"Arhgap19",0.796787,0.750988,0.742311,16,99,53,0.763362,4.97944834923289
"ARHGAP19-SLIT1",3106,3.88712,3444,4.62627,2875,3.78271,4.0987,"Arhgap19",0.796787,0.750988,0.742311,16,99,53,0.763362,2.89146528052663
"ARHGAP20",601,0.771176,602,0.829118,645,0.870116,0.82347,"Arhgap20",9.242129,8.847416,8.982354,403,1597,951,9.02396633333333,0.181911025971456
"ARHGAP21",2195,2.73358,2431,3.24955,2920,3.82313,3.26875333333,"Arhgap21",123.550249,164.114752,232.356491,1144,4735,2780,173.340497333333,0.0244851506025492
"ARHGAP22",1406,1.16836,1091,0.973099,855,0.746958,0.962805666667,"Arhgap22",4.680149,2.857494,3.416371,19,87,46,3.651338,0.421987322070983
"ARHGAP23",1363,2.55746,1396,2.8115,1355,2.67295,2.68063666667,"Arhgap23",16.467665,19.683523,18.703861,570,2456,1320,18.2850163333333,0.19085473421706
"ARHGAP24",1619,0.536166,1987,0.706303,1894,0.659433,0.633967333333,"Arhgap24",3.422388,4.437192,3.761861,77,348,174,3.87381366666667,0.335254370619079
"ARHGAP25",339,0.40224,382,0.486507,587,0.732254,0.540333666667,"Arhgap25",0.619805,0.307127,0.527998,10,21,18,0.484976666666667,1.03727802681546
"ARHGAP26",2288,0.871524,2105,0.860629,3386,1.35596,1.029371,"Arhgap26",17.960854,17.734441,21.192277,829,3096,2085,18.962524,0.101659038706729
"ARHGAP27",634,2.73345,615,2.84601,1006,4.55992,3.37979333333,"Arhgap27",4.583665,8.229446,8.082264,118,445,279,6.965125,0.549871261697713
"ARHGAP28",121,0.113649,143,0.144164,115,0.113558,0.123790333333,"Arhgap28",0.308575,0.250489,0.288674,4,13,13,0.282579333333333,0.876195572567311
"ARHGAP29",1199,1.66135,1597,2.37512,1664,2.424,2.15349,"Arhgap29",7.339733,5.495068,5.542525,120,450,254,6.12577533333333,0.442546930331698
"ARHGAP30",401,3.04253,306,2.49203,968,7.72155,4.41870333333,"Arhgap30",0.260624,0.387325,0.496003,8,45,32,0.381317333333333,3.92285190561812
"ARHGAP31",2510,3.47097,3037,4.50778,2407,3.49938,3.82604333333,"Arhgap31",7.681301,7.738012,9.41945,417,1592,1105,8.27958766666667,0.520070881022623
"ARHGAP32",1412,0.784927,1697,1.01255,1894,1.10691,0.968129,"Arhgap32",32.434014,37.851084,30.343223,709,2896,1695,33.5427736666667,0.0569765768954222
"ARHGAP33",456,5.57433,410,5.37963,365,4.69093,5.21496333333,"Arhgap33",4.607575,6.489385,6.38371,77,469,243,5.82689,0.910365237074275
"ARHGAP35",6155,7.46297,6379,8.30189,4818,6.1417,7.30218666667,"Arhgap35",25.627923,26.744057,28.382982,1360,5691,3388,26.9183206666667,0.297374142441973
"ARHGAP36",26,0.144013,11,0.0653976,11,0.064056,0.0911555333333,"Arhgap36",3.136561,6.106218,12.587804,62,364,173,7.276861,0.131832047600328
"ARHGAP39",1074,2.44822,982,2.40269,1235,2.95973,2.60354666667,"Arhgap39",11.640726,11.635535,11.700662,201,816,444,11.6589743333333,0.284663399402053
"ARHGAP4",1603,10.1344,1448,9.82588,2105,13.9911,11.3171266667,"Arhgap4",3.545168,1.220985,3.244839,11,42,35,2.67033066666667,3.35586294133172
"ARHGAP40",1,0.00355788,5,0.0190942,4,0.014962,0.0125380266667,"Arhgap40",0,0.1608,0.095135,0,3,1,0.0853116666666667,0.932946781800036
"ARHGAP42",1229,0.700154,1816,1.11045,1831,1.09665,0.969084666667,"Arhgap42",2.388253,2.500745,3.507312,76,297,189,2.79877,0.518347956487758
"ARHGAP44",1228,1.06126,1369,1.2699,820,0.745036,1.02539866667,"Arhgap44",35.138484,39.598109,40.398218,875,3697,2124,38.3782703333333,0.0514344243544775
"ARHGAP5",2734,5.71222,3733,8.37153,2831,6.21848,6.76741,"Arhgap5",69.451719,60.284523,71.16238,2199,6912,4736,66.9662073333333,0.114283410900148
"ARHGAP6",635,0.202334,739,0.252744,971,0.325277,0.260118333333,"Arhgap6",2.754529,1.350554,2.635958,30,145,68,2.24701366666667,0.388085318601882
"ARHGAP8",244,0.386702,266,0.45249,242,0.403218,0.414136666667,"Arhgap8",1.101812,0.626096,0,2,4,0,0.575969333333333,0.897312299647328
"ARHGAP9",245,2.58602,285,3.22888,556,6.16992,3.99494,"Arhgap9",0.090098,0.33206,0.147863,1,16,5,0.190007,4.19740388081751
"ARHGDIA",6507,310.762,5893,302.081,5052,253.658,288.833666667,"Arhgdia",61.897357,74.438953,76.919267,738,3373,1957,71.0851923333333,4.02071018034832
"ARHGDIB",1237,10.9708,1059,10.081,2715,25.3149,15.4555666667,"Arhgdib",8.432232,7.477001,6.000172,26,81,50,7.303135,1.98184982740856
"ARHGDIG",898,61.2572,799,58.5017,497,35.6431,51.8006666667,"Arhgdig",20.255883,23.84481,19.412286,104,462,214,21.170993,2.38152015413563
"ARHGEF1",1470,5.46515,1253,5.00008,1694,6.6212,5.69547666667,"Arhgef1",11.071336,22.213101,20.115328,118,844,443,17.7999216666667,0.356143859819451
"ARHGEF10",4503,5.83947,4873,6.78279,5339,7.27896,6.63374,"Arhgef10",20.309717,16.058393,14.281194,487,1881,991,16.8831013333333,0.426868911477398
"ARHGEF10L",1437,1.5871,1531,1.81494,1544,1.7928,1.73161333333,"Arhgef10l",20.314724,29.303812,29.641349,333,1521,856,26.4199616666667,0.0996213403409207
"ARHGEF11",3850,6.08509,3659,6.20739,2989,4.96673,5.75307,"Arhgef11",20.319177,21.957439,27.47615,685,3077,1824,23.250922,0.278466525932499
"ARHGEF12",4809,5.47225,5528,6.75181,6021,7.20308,6.47571333333,"Arhgef12",30.446417,29.132883,38.031908,1659,6597,3989,32.5370693333333,0.222908962587846
"ARHGEF15",233,3.31635,225,3.43738,187,2.79824,3.18399,"Arhgef15",4.682591,6.117536,6.648453,103,397,227,5.81619333333333,0.613830887034699
"ARHGEF16",582,3.84419,403,2.85711,231,1.6041,2.76846666667,"Arhgef16",0.123624,0.649208,0.324075,3,21,13,0.365635666666667,2.75949637128937
"ARHGEF17",4066,11.6232,3998,12.2671,3725,11.1949,11.6950666667,"Arhgef17",25.067501,34.418277,35.529121,700,3325,1880,31.671633,0.388565415958853
"ARHGEF18",601,1.357,510,1.236,565,1.3412,1.3114,"Arhgef18",7.164783,8.83114,9.979174,258,1168,740,8.65836566666667,0.239315851125537
"ARHGEF19",147,1.7353,144,1.82457,177,2.19669,1.91885333333,"Arhgef19",6.78659,9.778283,9.156713,98,430,231,8.573862,0.304877314225962
