"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"PBX3",897,0.712189,1112,0.94765,952,0.794654,0.818164333333,"Pbx3",14.75281,18.155422,15.888278,189,734,422,16.2655033333333,0.105306187617641
"PBX4",54,0.165542,76,0.250074,62,0.199823,0.205146333333,"Pbx4",2.328264,7.207963,6.632964,10,55,34,5.38973033333333,0.18860675966967
"PBXIP1",992,14.3843,1100,17.1202,871,13.278,14.9275,"Pbxip1",12.070194,13.460971,13.627154,305,1343,696,13.052773,1.13340619676985
"PC",1400,2.22405,1388,2.36672,1133,1.89228,2.16101666667,"Pcx",31.718819,40.620053,44.316827,497,2214,1402,38.885233,0.0792528068388118
"PCARE",33,0.425529,26,0.359856,25,0.338917,0.374767333333,"Pcare",0,0.0076,0.013489,0,1,1,0.00702966666666667,1.36517063879912
"PCBD1",930,25.8463,899,26.8174,603,17.6186,23.4274333333,"Pcbd1",9.837603,18.771568,13.846133,16,154,62,14.151768,1.61218369587628
"PCBD2",9028,15.3044,10070,18.323,3531,6.29306,13.30682,"Pcbd2",10.420721,9.002958,9.006684,22,73,41,9.47678766666667,1.36557315612295
"PCBP1",3299,333.719,3079,334.309,3348,356.059,341.362333333,"Pcbp1",58.707715,61.109623,63.846135,635,2375,1410,61.2211576666667,5.50234592495233
"PCBP3",3107,1.8168,2678,1.68081,2211,1.35923,1.61894666667,"Pcbp3",42.071086,69.296712,82.528667,221,1088,674,64.632155,0.0399034081186272
"PCBP4",3300,34.8069,3537,40.043,2611,28.9532,34.6010333333,"Pcbp4",636.614691,847.511169,730.157215,595,2787,1545,738.094358333333,0.0481684549907549
"PCCA",1101,0.435735,1106,0.46982,1132,0.470999,0.458851333333,"Pcca",112.41547,75.75103,104.939619,201,773,539,97.7020396666667,0.0147803564977967
"PCCB",1501,2.99489,1628,3.48654,1568,3.28915,3.25686,"Pccb",28.478186,21.593351,21.250678,307,1056,645,23.7740716666667,0.17182722554757
"PCDH1",1503,10.0464,1147,8.22916,951,6.68298,8.31951333333,"Pcdh1",15.300804,27.686147,33.819206,394,1695,1105,25.6020523333333,0.350330614215517
"PCDH10",1051,3.09559,1305,4.12564,963,2.98198,3.40107,"Pcdh10",11.325223,16.991935,17.69011,458,1984,1062,15.335756,0.269413304165415
"PCDH11X",891,0.184434,919,0.204183,935,0.203476,0.197364333333,"Pcdh11x",2.1663,2.485625,1.800022,91,371,189,2.150649,0.380037361614385
"PCDH11Y",1174,0.276411,1213,0.306541,1073,0.265598,0.28285,"Pcdh11x",2.1663,2.485625,1.800022,91,371,189,2.150649,0.407170078291806
"PCDH12",172,1.14876,223,1.59863,521,3.65829,2.13522666667,"Pcdh12",0.450914,0.10363,0.119726,14,9,7,0.224756666666667,2.55987720009961
"PCDH15",686,0.0656615,310,0.0318485,230,0.0231448,0.0402182666667,"Pcdh15",2.200268,3.066834,1.7882,82,331,164,2.35176733333333,0.310349186926469
"PCDH17",783,1.40199,915,1.75851,667,1.25559,1.47203,"Pcdh17",5.277151,5.633036,5.494707,427,1694,941,5.468298,0.382176269553444
"PCDH18",317,4.07893,329,4.54384,1193,16.1386,8.25379,"Pcdh18",1.878337,1.716317,1.552658,28,161,95,1.71577066666667,3.40742689122498
"PCDH19",284,0.418229,292,0.461551,315,0.487691,0.455823666667,"Pcdh19",6.405881,6.390229,9.511225,143,529,322,7.43577833333333,0.172577278484716
"PCDH20",25,0.748112,82,2.63379,34,1.06965,1.48385066667,"Pcdh20",3.478584,3.513508,3.420552,119,434,245,3.47088133333333,0.555561752031143
"PCDH7",1234,0.505589,2230,0.980681,1307,0.562984,0.683084666667,"Pcdh7",15.325089,17.54624,18.244807,762,2830,1598,17.038712,0.0933040378197179
"PCDH8",45,1.3665,43,1.40154,35,1.11738,1.29514,"Pcdh8",1.647667,1.982369,1.956475,34,172,82,1.86217033333333,0.801887984537608
"PCDH9",4021,0.757283,4536,0.916933,2820,0.558356,0.744190666667,"Pcdh9",49.771695,44.398388,39.795344,1236,4464,2589,44.6551423333333,0.0382035971749352
"PCDHA1",590,0.455645,641,0.531341,405,0.328827,0.438604333333,"Pcdha1",1.087669,0.441501,0.698823,39,60,51,0.742664333333333,0.825520041820829
"PCDHA10",257,0.28695,246,0.294815,201,0.235943,0.272569333333,"Pcdha9",1.538672,1.741526,2.22385,57,242,174,1.83468266666667,0.448928322135411
"PCDHA11",3625,4.39286,3780,4.91668,2255,2.87293,4.06082333333,"Pcdha11",5.047283,5.231498,1.565315,63,152,81,3.948032,1.02279519076069
"PCDHA13",3521,4.72352,3706,5.33636,2188,3.08592,4.38193333333,"Pcdha12",1.442194,1.694243,1.854488,53,234,145,1.66364166666667,2.02051702399785
"PCDHA2",541,0.434547,597,0.5147,388,0.327649,0.425632,"Pcdha2",1.105845,1.375609,1.265637,37,165,96,1.24903033333333,0.633887404216128
"PCDHA3",503,0.415832,573,0.508446,370,0.321581,0.415286333333,"Pcdha3",1.00038,0.869128,1.019749,37,120,80,0.963085666666667,0.720949858360571
"PCDHA4",467,0.397161,522,0.476498,331,0.295948,0.389869,"Pcdha11",5.047283,5.231498,1.565315,63,152,81,3.948032,0.28089329252519
"PCDHA4",467,0.397161,522,0.476498,331,0.295948,0.389869,"Pcdha4",0.789993,2.132772,1.529581,23,262,107,1.48411533333333,0.559502604951515
"PCDHA5",392,0.359026,391,0.384377,267,0.257092,0.333498333333,"Pcdha5",1.054463,1.015375,0.939206,38,137,72,1.00301466666667,0.665745666032567
"PCDHA6",361,0.342027,371,0.377283,246,0.245034,0.321448,"Pcdha6",1.103919,1.341499,1.334745,37,157,86,1.26005433333333,0.58469744753924
"PCDHA7",295,0.289367,273,0.287428,193,0.199032,0.258609,"Pcdha7",0.975903,1.086582,1.040186,36,151,82,1.03422366666667,0.618717115833379
"PCDHA7",295,0.289367,273,0.287428,193,0.199032,0.258609,"Pcdha8",0.438745,0.271037,0.241521,16,38,19,0.317101,0.955590345766953
"PCDHA8",241,0.245982,239,0.261833,167,0.179201,0.229005333333,"Pcdha6",1.103919,1.341499,1.334745,37,157,86,1.26005433333333,0.543794596088472
"PCDHA9",242,0.256409,235,0.267255,179,0.199392,0.241018666667,"Pcdha8",0.438745,0.271037,0.241521,16,38,19,0.317101,0.942235004503831
"PCDHA9",242,0.256409,235,0.267255,179,0.199392,0.241018666667,"Pcdha7",0.975903,1.086582,1.040186,36,151,82,1.03422366666667,0.61006991856533
"PCDHAC1",3480,7.07119,3649,7.95843,2149,4.59079,6.54013666667,"Pcdhac1",1.206253,1.400038,1.597345,45,197,127,1.401212,3.14013784150254
"PCDHAC2",3172,12.0787,3279,13.4019,1919,7.68244,11.0543466667,"Pcdhac2",9.996726,11.027903,12.161532,404,1651,1033,11.0620536666667,0.999361054080868
"PCDHB10",165,8.74821,129,7.34117,153,8.52834,8.20590666667,"Pcdhb18",1.302006,1.534368,1.884666,45,197,137,1.57368,3.57694300249837
"PCDHB11",58,2.42987,72,3.23763,79,3.47952,3.04900666667,"Pcdhb19",1.238463,1.603228,1.606889,62,296,169,1.48286,1.63078331708997
"PCDHB12",61,2.7501,76,3.67767,89,4.21839,3.54872,"Pcdhb19",1.238463,1.603228,1.606889,62,296,169,1.48286,1.83204852468524
"PCDHB13",115,3.96965,115,4.26081,129,4.68147,4.30397666667,"Pcdhb16",1.849838,1.923019,2.340074,66,256,176,2.03764366666667,1.74608257211758
"PCDHB14",237,8.57574,217,8.42798,246,9.35829,8.78733666667,"Pcdhb20",2.219316,2.939067,3.462701,52,259,173,2.87369466666667,2.52661541728896
"PCDHB15",194,8.53478,270,12.7496,214,9.89789,10.39409,"Pcdhb22",2.421061,1.92278,2.872092,85,332,218,2.405311,3.34597632932792
"PCDHB16",123,4.29674,93,3.48704,197,7.23499,5.00625666667,"Pcdhb17",3.168409,3.296651,3.2501,100,388,217,3.23838666666667,1.41710918305472
"PCDHB2",105,4.47618,154,7.0466,134,6.00567,5.84281666667,"Pcdhb2",1.071636,1.710181,1.005499,16,59,37,1.26243866666667,3.02453134641293
"PCDHB3",79,4.11363,113,6.31563,96,5.25542,5.22822666667,"Pcdhb3",1.232287,1.164168,1.232366,31,111,67,1.209607,2.81870335614885
"PCDHB4",238,10.9244,294,14.4847,327,15.78,13.7297,"Pcdhb9",2.348881,2.991287,3.493786,47,229,151,2.94465133333333,3.73409428497018
"PCDHB4",238,10.9244,294,14.4847,327,15.78,13.7297,"Pcdhb5",0.592714,1.061593,0.936842,14,94,47,0.863716333333333,7.90340232392304
"PCDHB4",238,10.9244,294,14.4847,327,15.78,13.7297,"Pcdhb7",0.821207,1.286656,1.448412,19,113,72,1.185425,6.73997048628985
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb12",1.419045,1.82754,1.865355,29,139,80,1.70398,1.6273702714776
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb6",0.880124,1.263753,1.642419,22,68,55,1.26209866666667,1.94526292398828
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb4",0.598877,0.751165,0.799258,15,71,43,0.716433333333333,2.56367467422951
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb11",1.303698,1.094192,1.454235,38,120,91,1.28404166666667,1.92657460277067
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb8",2.395654,3.997106,3.117306,35,120,62,3.170022,1.05524063582159
"PCDHB5",62,3.17635,68,3.73926,61,3.28552,3.40037666667,"Pcdhb10",1.014715,1.151476,1.266973,19,82,51,1.144388,2.05204313149952
"PCDHB6",37,1.97914,71,4.07637,82,4.61133,3.55561333333,"Pcdhb13",0.981473,1.059076,1.172331,24,97,61,1.07096,2.19975920989783
"PCDHB7",77,3.59675,80,4.01097,118,5.79481,4.46751,"Pcdhb15",1.036568,1.157953,1.427865,19,80,56,1.207462,2.47683085824354
"PCDHB9",104,4.11522,91,3.86493,113,4.70085,4.227,"Pcdhb18",1.302006,1.534368,1.884666,45,197,137,1.57368,2.03094401790432
"PCDHGA1",760,0.727869,789,0.811068,830,0.83571,0.791549,"Pcdhga1",1.332364,0.971528,1.46216,40,114,90,1.25535066666667,0.794354965051998
"PCDHGA10",745,1.3016,915,1.71586,1054,1.93597,1.65114333333,"Pcdhga10",2.503889,3.089457,3.278608,81,381,228,2.957318,0.669934368006311
"PCDHGA11",531,1.0091,671,1.36868,761,1.52041,1.29939666667,"Pcdhga11",6.384634,6.496113,8.071247,207,805,564,6.983998,0.288000656647209
"PCDHGA12",2442,5.17304,2521,5.73209,2648,5.89734,5.60082333333,"Pcdhga12",5.103442,4.841188,4.267949,178,641,318,4.73752633333333,1.15046501747298
"PCDHGA2",720,0.721996,745,0.801861,769,0.810713,0.77819,"Pcdhga2",2.770208,2.382176,2.939612,89,291,203,2.697332,0.480938687680738
"PCDHGA3",559,0.577335,599,0.664023,586,0.636285,0.625881,"Pcdhga3",2.628706,3.397928,4.774472,85,418,331,3.60036866666667,0.353424066158176
"PCDHGA4",1724,1.90675,1924,2.28403,2105,2.44764,2.21280666667,"Pcdhga4",5.044583,3.556394,4.91477,78,356,255,4.505249,0.583589709869617
"PCDHGA5",1532,1.79928,1751,2.20732,1920,2.37071,2.12577,"Pcdhga5",2.681334,2.59544,3.107989,85,315,213,2.794921,0.823671955226473
"PCDHGA6",1438,1.80646,1634,2.20324,1820,2.40369,2.13779666667,"Pcdhga6",4.09426,4.324029,4.801873,132,531,333,4.40672066666667,0.580351170352676
"PCDHGA7",1316,1.76527,1483,2.1352,1677,2.36498,2.08848333333,"Pcdhga7",4.814331,5.691489,5.261785,155,683,358,5.25586833333333,0.493693787778995
"PCDHGA8",1198,1.70399,1355,2.06867,1543,2.30736,2.02667333333,"Pcdhga8",2.323126,2.704933,3.366478,75,333,234,2.798179,0.796874853273108
"PCDHGA9",1008,1.60018,1190,2.02766,1343,2.24142,1.95642,"Pcdhga9",1.475086,1.66675,1.994963,45,190,139,1.71226633333333,1.09001832293018
"PCDHGB1",1800,1.93064,1991,2.29213,2152,2.42666,2.21647666667,"Pcdhgb1",0.936165,1.628905,2.203987,29,201,153,1.58968566666667,1.24203362132753
"PCDHGB2",1623,1.85393,1839,2.25474,2009,2.41264,2.17377,"Pcdhgb2",3.599683,4.243943,4.262208,115,508,292,4.035278,0.630306807290481
"PCDHGB4",1269,1.76955,1425,2.13283,1622,2.37789,2.09342333333,"Pcdhgb4",1.62358,1.847879,1.649976,51,222,113,1.707145,1.14268845345558
"PCDHGB5",1174,1.78356,1319,2.15082,1489,2.37822,2.1042,"Pcdhgb5",1.888822,1.665104,2.191788,60,201,150,1.915238,1.06481872149032
"PCDHGB6",884,1.47137,1062,1.8973,1217,2.12961,1.83276,"Pcdhgb6",5.289268,5.967395,7.998026,171,730,553,6.41822966666667,0.381864693773074
"PCDHGB7",667,1.22226,850,1.67185,943,1.81672,1.57027666667,"Pcdhgb7",4.624512,4.399336,3.810774,150,541,264,4.27820733333333,0.48696015604351
"PCDHGC3",2346,11.0676,2397,12.1376,2493,12.3648,11.8566666667,"Pcdhgc3",38.196849,35.538074,40.062809,1225,4267,2759,37.9325773333333,0.330229015064265
"PCDHGC4",1935,12.0803,1890,12.6648,1939,12.7266,12.4905666667,"Pcdhgc4",4.88787,17.840241,15.435503,168,1423,763,12.7212046666667,0.98319112602941
"PCDHGC5",1906,13.956,1871,14.7046,1925,14.8186,14.4930666667,"Pcdhgc5",2.388004,4.36392,3.824459,78,446,270,3.525461,3.42353335200546
"PCED1A",936,27.8234,831,26.5141,869,27.1577,27.1650666667,"Pced1a",3.964902,5.080347,5.211157,76,309,168,4.75213533333333,4.8964541052233
"PCED1B",365,0.405992,297,0.354586,852,0.996329,0.585635666667,"Pced1b",2.151975,3.134217,1.685867,13,63,27,2.32401966666667,0.477023551505361
"PCF11",1421,8.14888,1765,10.864,1942,11.7082,10.24036,"Pcf11",20.084174,23.598734,24.648013,361,1319,781,22.7769736666667,0.472741407614799
"PCGF1",236,15.5405,238,16.8217,194,13.4305,15.2642333333,"Pcgf1",16.923144,14.593801,15.473679,59,182,127,15.6635413333333,0.976037026461202
"PCGF2",505,5.54165,569,6.70194,534,6.16066,6.13475,"Pcgf2",4.438966,8.605493,10.164404,51,292,178,7.73628766666667,0.816679838419545
"PCGF3",1911,5.14462,1940,5.60577,2711,7.67291,6.1411,"Pcgf3",12.433907,7.981391,11.18103,271,839,482,10.5321093333333,0.619236238019249
"PCGF5",1415,2.03748,2016,3.11579,2075,3.14118,2.76481666667,"Pcgf5",11.195538,11.390204,7.619148,217,821,455,10.0682966666667,0.340144177559691
"PCGF6",144,0.520314,154,0.597261,240,0.911701,0.676425333333,"Pcgf6",5.313752,6.349709,4.781819,80,344,147,5.48176,0.25863736598285
"PCID2",811,4.54397,850,5.1118,827,4.87145,4.84240666667,"Pcid2",33.660416,31.505869,28.806308,125,644,336,31.3241976666667,0.18074405827232
"PCIF1",475,6.22008,559,7.85696,462,6.36037,6.81247,"Pcif1",18.140002,20.17489,24.241116,460,1734,1156,20.8520026666667,0.357517346083672
"PCK1",46,1.14118,6,0.159767,8,0.208652,0.503199666667,"Pck1",0,0.015103,0,0,1,0,0.00503433333333333,1.495669965504
"PCK2",343,3.62153,307,3.47918,542,6.01638,4.37236333333,"Pck2",10.771307,16.561957,16.962662,158,604,326,14.7653086666667,0.340771211456775
"PCLAF",46,0.34366,31,0.248584,51,0.400572,0.330938666667,"Pclaf",2.7739,0.052763,0.41221,10,3,9,1.07962433333333,0.639989946902429
"PCLO",1228,0.524628,1720,0.788719,1014,0.455438,0.589595,"Pclo",17.503939,21.314086,23.540495,1650,7178,4537,20.7861733333333,0.0729634789771861
"PCM1",4073,6.64347,4923,8.61889,5026,8.61869,7.96035,"Pcm1",21.301529,19.364968,21.591047,917,3227,2049,20.7525146666667,0.411922489758425
"PCMT1",6447,18.1723,6908,20.9,5469,16.2069,18.4264,"Pcmt1",85.345063,64.037167,66.155869,863,2984,1761,71.846033,0.266677527930725
"PCMTD1",1469,3.14455,2140,4.91689,2111,4.75076,4.27073333333,"Pcmtd1",38.409781,40.605065,47.922672,1045,3743,2239,42.312506,0.121690796033136
"PCMTD2",1918,10.4296,2102,12.2686,1897,10.8449,11.1810333333,"Pcmtd2",32.795242,46.920246,40.423968,465,1881,1112,40.0464853333333,0.296761908708611
"PCNA",505,7.55722,539,8.65765,625,9.83307,8.68264666667,"Pcna",32.621882,27.230459,34.58515,228,724,482,31.4791636666667,0.298118719005295
"PCNT",1323,1.90026,1354,2.08743,1206,1.82112,1.93627,"Pcnt",5.551772,11.530204,13.518047,235,887,612,10.2000076666667,0.262166784826308
"PCNX1",3017,2.53424,2923,2.63538,4357,3.84768,3.00576666667,"Pcnx",49.641647,63.075276,64.541284,720,2787,1765,59.086069,0.0666671448696369
"PCNX2",2774,1.55181,2972,1.78452,2321,1.36504,1.56712333333,"Pcnx2",8.668919,10.964513,10.426216,392,1628,961,10.0198826666667,0.232953780995793
"PCNX3",742,5.98268,665,5.75511,740,6.2728,6.00353,"Pcnx3",15.574021,21.36695,21.400985,231,1229,709,19.4473186666667,0.342515814135434
"PCNX4",3205,7.25057,3620,8.79008,3533,8.40283,8.14782666667,"Pcnx4",8.741791,8.083929,9.158807,252,879,565,8.661509,0.946832080441057
"PCOLCE",499,14.9965,546,17.6126,2111,66.6986,33.1025666667,"Pcolce",5.120266,5.566267,9.119104,37,177,114,6.601879,4.48607070261181
"PCOLCE2",139,0.331353,95,0.243075,167,0.418533,0.330987,"Pcolce2",5.623267,7.286919,7.487312,78,298,144,6.799166,0.170657606210715
"PCP2",9,0.745515,3,0.266732,9,0.783781,0.598676,"Pcp2",393.270883,330.071052,406.181029,715,2242,1574,376.507654666667,0.00423481744075258
"PCP4L1",184,1.20365,106,0.744266,219,1.50614,1.151352,"Pcp4l1",82.479319,80.697959,75.932102,793,2922,1557,79.7031266666667,0.0266576040961321
"PCSK1",2051,8.17849,1794,7.67839,1257,5.26964,7.04217333333,"Pcsk1",7.013847,7.84004,6.191876,208,682,428,7.01525433333333,1.00335847109489
"PCSK1N",578,22.3646,603,25.0432,456,18.5497,21.9858333333,"Pcsk1n",60.647366,56.848626,53.507824,815,2643,1424,57.001272,0.396298780021583
"PCSK2",3609,2.43929,4549,3.30015,1969,1.39914,2.37952666667,"Pcsk2",25.962464,28.464775,28.766166,827,3421,1960,27.731135,0.117625936694461
"PCSK4",64,1.19901,51,1.02554,42,0.827235,1.01726166667,"Pcsk4",0.711644,1.83612,1.310947,7,57,21,1.286237,0.882350196707516
"PCSK5",512,0.189626,623,0.247661,601,0.234014,0.223767,"Pcsk5",0.627071,0.671323,0.545219,20,98,45,0.614537666666667,0.757967451156812
"PCSK6",1471,1.12681,1505,1.23742,1403,1.12989,1.16470666667,"Pcsk6",17.199028,16.072211,22.116133,463,1555,1015,18.4624573333333,0.11122473537617
"PCSK7",2646,16.3984,2807,18.6721,5989,39.0214,24.6973,"Pcsk7",9.778472,23.27497,16.284762,82,465,261,16.446068,1.47295654241403
"PCSK9",14,0.0966523,14,0.103742,28,0.203227,0.134540433333,"Pcsk9",0.041443,0.033375,0.039464,1,3,2,0.038094,1.09290722548536
"PCTP",661,1.25818,808,1.6508,712,1.42482,1.4446,"Pctp",0.900643,1.005503,1.097916,16,68,42,1.001354,1.22147306273653
"PCYOX1",4328,31.7688,4886,38.4953,3967,30.6136,33.6259,"Pcyox1",39.843053,42.910612,41.982665,616,2325,1346,41.5787766666667,0.813219700299829
"PCYOX1L",910,13.6848,838,13.5264,823,13.0117,13.4076333333,"Pcyox1l",6.187672,6.745488,7.934523,76,327,200,6.95589433333333,1.81093824649422
"PCYT1A",1797,4.25754,1657,4.2138,2292,5.70905,4.72679666667,"Pcyt1a",14.506122,12.690924,13.806854,397,1506,903,13.6679666666667,0.390428802901788
"PCYT1B",673,1.02602,653,1.06855,486,0.778959,0.957843,"Pcyt1b",27.272565,27.931413,19.869857,337,1374,751,25.0246116666667,0.0752304405182607
"PCYT2",1921,31.9616,1886,33.6809,1248,21.83,29.1575,"Pcyt2",43.258702,52.652888,55.292002,345,1558,832,50.4011973333333,0.586708122856178
"PDAP1",2976,31.4142,2871,32.5287,3108,34.4915,32.8114666667,"Pdap1",59.881477,42.190917,39.913808,403,1159,638,47.328734,0.699614160526117
"PDC",51,0.507701,59,0.630421,61,0.63842,0.592180666667,"Pdc",0,0,0,0,0,0,0,1.592180666667
"PDCD1",7,0.135711,11,0.228903,32,0.652237,0.338950333333,"Pdcd1",0,0.043154,0,0,2,0,0.0143846666666667,1.31996310406867
"PDCD10",695,2.35111,827,3.00285,882,3.13685,2.83027,"Pdcd10",46.011574,35.098899,43.441672,214,695,448,41.5173816666667,0.0900871561195619
"PDCD11",826,2.90526,837,3.15988,989,3.65712,3.24075333333,"Pdcd11",3.827965,4.111027,4.304906,169,701,422,4.08129933333333,0.834580499029185
"PDCD1LG2",98,0.28181,99,0.305566,149,0.450458,0.345944666667,"Pdcd1lg2",0,0.051967,0,0,2,0,0.0173223333333333,1.3230267561874
"PDCD2",672,12.4918,750,14.9643,905,17.6865,15.0475333333,"Pdcd2",53.584477,28.680948,39.142395,93,197,142,40.4692733333333,0.386974066420423
"PDCD2L",96,0.770377,114,0.981923,83,0.700242,0.817514,"Pdcd2l",14.346505,21.091226,23.212371,45,208,111,19.550034,0.0884433573199928
"PDCD4",1777,11.0038,2206,14.6623,2724,17.7338,14.4666333333,"Pdcd4",17.212453,21.062644,24.466266,229,1000,655,20.9137876666667,0.705794615178575
"PDCD5",996,27.7778,1126,33.7068,1168,34.2468,31.9104666667,"Pdcd5",21.498696,20.17818,22.734075,41,140,84,21.470317,1.46461959867767
"PDCD6",1563,6.29826,1763,7.62525,1947,8.24832,7.39061,"Pdcd6",36.377212,39.409484,41.018811,235,840,513,38.935169,0.210105784202391
"PDCD7",407,4.3276,351,4.0059,384,4.29262,4.20870666667,"Pdcd7",10.277663,7.423557,8.541431,102,351,231,8.74755033333333,0.534360581741033
"PDCL",593,3.43035,643,3.99241,662,4.02606,3.81627333333,"Pdcl",15.656778,14.721966,15.608302,229,731,463,15.3290153333333,0.294951853189719
"PDCL2",4,0.0195593,5,0.0262425,10,0.0514082,0.0324033333333,"Pdcl2",0,0,0,0,0,0,0,1.0324033333333
"PDCL3",462,5.87117,492,6.71101,492,6.57334,6.38517333333,"Pdcl3",34.52257,34.283584,33.410695,141,534,308,34.072283,0.210570077041463
"PDE10A",578,0.152811,699,0.198355,394,0.109512,0.153559333333,"Pde10a",16.871472,11.482959,15.999923,363,1678,998,14.7847846666667,0.0730804605633307
"PDE11A",237,0.086209,346,0.135089,278,0.106313,0.109203666667,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.489683727105529
"PDE11A",237,0.086209,346,0.135089,278,0.106313,0.109203666667,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.489683727105529
"PDE11A",381,0.148065,648,0.270298,450,0.183856,0.200739666667,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.530094420823321
"PDE11A",381,0.148065,648,0.270298,450,0.183856,0.200739666667,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.530094420823321
"PDE12",481,7.94612,578,10.2489,698,12.1228,10.10594,"Pde12",2.410489,2.618129,2.7149,130,513,303,2.58117266666667,3.10120204573586
"PDE1A",531,0.242108,651,0.318592,1392,0.667254,0.409318,"Pde1a",3.463201,4.419221,3.749443,72,318,165,3.87728833333333,0.288955235713287
"PDE1B",145,0.854663,131,0.828779,195,1.20837,0.963937333333,"Pde7b",4.385469,4.16769,4.36293,106,371,237,4.305363,0.370179633953982
"PDE1C",1375,0.354842,1695,0.469507,1305,0.354063,0.392804,"Pde1c",7.616363,8.668539,8.64665,363,1453,842,8.31051733333333,0.14959469491706
"PDE2A",975,1.73012,1101,2.097,488,0.910392,1.57917066667,"Pde2a",0,0.000674,1.367049,0,0,83,0.455907666666667,1.77152076723043
"PDE3A",7483,4.14827,7248,4.31271,5188,3.02363,3.82820333333,"Pde3a",2.224548,1.792578,2.106482,189,559,374,2.04120266666667,1.58759670516204
"PDE3B",901,0.689639,1202,0.987511,811,0.652613,0.776587666667,"Pde3b",5.079387,7.305282,7.815812,144,470,337,6.73349366666667,0.229726400931127
"PDE4A",217,0.717199,279,0.989748,344,1.1953,0.967415666667,"Pde4a",14.231171,17.135226,16.652045,377,1583,824,16.0061473333333,0.115688499464586
"PDE4B",837,0.251214,918,0.295734,1487,0.46921,0.338719333333,"Pde4b",35.023381,30.963438,32.648289,612,2222,1250,32.8783693333333,0.0395154595594959
"PDE4C",129,0.569829,255,1.20903,71,0.329725,0.702861333333,"Pde4c",0.510911,0.446232,0.306262,10,36,13,0.421135,1.19824037359786
"PDE4D",1048,0.117885,1390,0.167823,1372,0.162251,0.149319666667,"Pde4d",12.102454,12.735248,12.622177,218,1021,569,12.4866263333333,0.0852192118518446
"PDE4DIP",9843,7.16168,11699,9.13643,9330,7.13686,7.81165666667,"Pde4dip",33.86929,39.940763,48.428608,984,4158,2541,40.7462203333333,0.211076753687186
"PDE5A",1392,1.80928,2349,3.27709,1763,2.40911,2.49849333333,"Pde5a",20.287758,13.093532,17.108669,422,1309,910,16.8299863333333,0.196214022149278
"PDE6A",19,0.0382225,19,0.0410261,30,0.0634491,0.0475659,"Pde6a",0,0.091472,0.161594,0,6,6,0.0843553333333333,0.966072529730414
"PDE6B",139,0.53725,160,0.663777,165,0.670477,0.623834666667,"Pde6b",0.109597,0.1292,0.050736,2,9,2,0.096511,1.48091051222195
"PDE6C",104,0.339767,176,0.617165,165,0.566722,0.507884666667,"Pde6c",0.119693,0.102516,0.111709,2,7,4,0.111306,1.35685820707078
"PDE6D",726,2.35571,824,2.86981,553,1.88647,2.37066333333,"Pde6d",25.676975,24.169625,25.615789,171,601,343,25.1541296666667,0.128876906870501
"PDE6G",6,0.082835,5,0.0740923,7,0.101601,0.0861761,"Pde6g",0.089515,0.33146,0.133888,1,12,2,0.184954333333333,0.916639628587656
"PDE6H",16,0.316771,11,0.233754,7,0.145701,0.232075333333,"Pde6h",0.100107,0.02359,0.936018,4,4,7,0.353238333333333,0.910464404520761
"PDE7A",583,0.816017,600,0.90141,1175,1.72905,1.14882566667,"Pde7a",8.146975,20.397863,20.545198,139,503,292,16.3633453333333,0.123756432036445
"PDE8A",1967,2.16522,2433,2.87462,2064,2.38861,2.47615,"Pde8a",8.444309,10.801181,9.960165,157,694,362,9.73521833333333,0.323808039302414
"PDE8B",1082,0.861712,956,0.81721,908,0.760255,0.813059,"Pde8b",14.145677,19.28051,14.769373,149,644,285,16.0651866666667,0.106243139053465
"PDE9A",903,1.29424,917,1.4107,994,1.49779,1.40091,"Pde9a",39.041316,38.350721,43.065817,177,650,408,40.152618,0.0583416102470079
"PDF",279,13.2593,268,13.6707,245,12.2411,13.0570333333,"Pdf",9.290727,10.156542,8.64092,57,225,114,9.36272966666667,1.35649908715815
"PDGFA",595,4.51174,476,3.87413,402,3.20473,3.86353333333,"Pdgfa",23.939229,21.812403,23.781039,147,509,291,23.177557,0.20115900598766
"PDGFB",426,3.44163,496,4.30107,352,2.98975,3.57748333333,"Pdgfb",3.433789,5.132495,3.64379,53,240,137,4.07002466666667,0.902852280665433
