"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"DEFB131B",39,1.11528,64,1.96445,48,1.44311,1.50761333333,"Defb43",0,0,0,0,0,0,0,2.50761333333
"DEFB135",0,0,1,0.0826048,0,0,0.0275349333333,"Defb30",0,0,0,0,0,0,0,1.0275349333333
"DEGS1",2183,21.5633,2457,26.0499,2540,26.3774,24.6635333333,"Degs1",34.802155,41.00303,37.678321,713,863,1497,37.8278353333333,0.660957097221129
"DEGS2",217,2.41632,202,2.41428,195,2.2828,2.37113333333,"Degs2",1.907632,0.734185,2.111594,24,12,55,1.58447033333333,1.30438074287433
"DEK",1419,6.09251,1896,8.7376,2359,10.6483,8.49280333333,"Dek",44.593308,42.851538,40.400279,692,672,1220,42.6150416666667,0.217649759591655
"DELE1",1053,10.1115,1139,11.7395,1493,15.0725,12.3078333333,"Dele1",15.604769,13.112334,11.605018,337,373,649,13.440707,0.921549985973678
"DENND10",682,3.5147,784,4.33671,687,3.72219,3.85786666667,"Dennd10",47.05608,14.424861,30.048238,273,340,555,30.5097263333333,0.154170385844671
"DENND11",1568,6.02848,1844,7.60962,1660,6.70978,6.78262666667,"Dennd11",15.537791,16.239684,18.528271,1447,1438,2742,16.768582,0.437999310618596
"DENND1A",808,0.256416,824,0.280674,862,0.287594,0.274894666667,"Dennd1a",16.114326,23.389917,21.008681,503,585,1088,20.1709746666667,0.0602189878708938
"DENND1B",840,0.541605,1314,0.909366,882,0.597874,0.682948333333,"Dennd1b",1.765043,1.798273,1.792448,181,171,349,1.78525466666667,0.604234992754582
"DENND1C",91,1.03561,85,1.03828,197,2.35699,1.47696,"Dennd1c",3.2702,0.574325,1.36811,22,18,38,1.737545,0.904810697175754
"DENND2A",942,1.0578,950,1.14503,658,0.776815,0.993215,"Dennd2a",4.603443,4.806262,4.26536,243,252,412,4.558355,0.358598002466557
"DENND2B",1406,1.12879,1412,1.21676,1577,1.33107,1.22554,"Denn2b",4.370684,4.8186,5.155027,137,140,302,4.781437,0.384945818833622
"DENND2C",110,0.219434,117,0.250517,126,0.264253,0.244734666667,"Dennd2c",0.142797,0.164886,0.262827,9,8,15,0.19017,1.04584611162019
"DENND2D",85,0.799775,58,0.585757,229,2.26528,1.21693733333,"Dennd2d",0.08983,0.038063,0.145535,3,2,10,0.0911426666666667,2.03175753368945
"DENND3",2388,5.31231,1840,4.39347,4168,9.74799,6.48459,"Dennd3",2.717737,2.432586,1.538883,62,68,133,2.22973533333333,2.31740041444056
"DENND4A",1249,1.62534,1530,2.13705,1409,1.92767,1.89668666667,"Dennd4a",26.440944,24.059354,17.931201,1018,1140,1947,22.8104996666667,0.121655853813316
"DENND4B",1171,11.8813,1013,11.0321,1440,15.3606,12.758,"Dennd4b",10.882848,11.475683,11.849038,424,508,944,11.402523,1.10929042421449
"DENND4C",868,1.05959,1428,1.87105,1385,1.77748,1.56937333333,"Dennd4c",2.092958,5.303555,3.167199,236,227,499,3.52123733333333,0.568289860474035
"DENND5A",3099,4.2789,2890,4.28301,3399,4.93401,4.49864,"Dennd5a",71.134906,84.341828,78.010263,3445,3676,6377,77.828999,0.0697540254189959
"DENND5B",1096,0.916516,1418,1.27276,1108,0.974108,1.05446133333,"Dennd5b",8.46852,9.275454,8.260172,1164,1180,2122,8.66804866666667,0.212500102571198
"DENND6A",1011,2.61181,1238,3.43282,1675,4.54928,3.53130333333,"Dennd6a",7.755381,7.992971,8.078612,380,361,712,7.94232133333333,0.50672562128126
"DENND6B",688,6.6837,655,6.82983,453,4.62663,6.04672,"Dennd6b",11.261657,11.005688,13.851807,474,443,1134,12.0397173333333,0.540404352323384
"DENR",1457,13.9541,1663,17.0952,1805,18.1743,16.4078666667,"Denr",38.250856,37.249596,34.166606,436,507,840,36.555686,0.463521466941118
"DEPDC1",20,0.151451,24,0.195072,20,0.159225,0.168582666667,"Depdc1a",0,0.07783,0.059822,0,3,3,0.045884,1.11731575075917
"DEPDC1B",170,0.287559,125,0.226949,102,0.181391,0.231966333333,"Depdc1b",0.149338,0.228237,0.379286,5,3,8,0.252287,0.98377315530146
"DEPDC5",619,0.701439,615,0.748023,635,0.756504,0.735322,"Depdc5",100.845771,128.201992,76.204424,554,613,1036,101.750729,0.016888658765623
"DEPDC7",259,2.55532,373,3.94998,272,2.82132,3.10887333333,"Depdc7",0.478284,0.573964,1.090669,11,13,26,0.714305666666667,2.39681488151374
"DEPP1",2455,54.7817,2673,64.0212,5155,120.935,79.9126333333,"Depp1",0.497916,0.500032,1.791663,8,7,17,0.929870333333333,41.9264610351024
"DEPTOR",603,0.594483,514,0.543908,547,0.566953,0.568448,"Deptor",3.642337,3.596612,3.543294,448,434,833,3.594081,0.341406257312398
"DERA",551,0.763477,712,1.05892,943,1.37371,1.065369,"Dera",2.909224,4.30673,3.043489,15,25,41,3.41981433333333,0.467297683620647
"DERL1",1082,6.48833,1122,7.22169,1269,8.00028,7.23676666667,"Derl1",13.963124,16.058954,13.190179,603,612,1077,14.4040856666667,0.53471311734482
"DERL2",566,6.35555,525,6.32756,728,8.59422,7.09244333333,"Derl2",6.811607,6.400867,7.701243,281,253,533,6.971239,1.01520520628349
"DERL3",106,4.00305,29,1.1755,57,2.26307,2.48054,"Derl3",2.219044,0.485143,0.776316,9,4,10,1.16016766666667,1.61123604139987
"DES",35,0.731571,54,1.2115,154,3.38413,1.77573366667,"Des",0.792615,1.162203,0.716905,23,29,52,0.890574333333333,1.46819599617435
"DESI1",1253,9.51068,1270,10.3468,1229,9.80733,9.88827,"Desi1",43.145984,48.609085,45.528903,1297,1221,2205,45.761324,0.232847769665376
"DESI2",551,1.72103,693,2.32333,710,2.33149,2.12528333333,"Desi2",4.181413,4.399796,4.157179,308,326,577,4.24612933333333,0.595731278196344
"DET1",341,1.14045,370,1.3282,466,1.63849,1.36904666667,"Det1",1.595677,1.444452,1.585773,45,39,83,1.54196733333333,0.931973686523902
"DEUP1",12,0.0193185,14,0.0241914,24,0.0406202,0.0280433666667,"Deup1",0.348002,0.154574,0.288334,5,6,7,0.263636666666667,0.813559303702831
"DEXI",1690,21.7441,1662,22.9523,1681,22.7384,22.4782666667,"Dexi",16.462233,16.891445,18.390716,223,218,496,17.2481313333333,1.28661210497827
"DFFA",1083,11.819,1141,13.3653,954,10.9456,12.0433,"Dffa",29.506788,16.339602,20.085866,412,380,724,21.9774186666667,0.56765732431563
"DFFB",246,1.52597,256,1.70448,280,1.82603,1.68549333333,"Dffb",3.772764,3.615034,4.633029,51,59,130,4.00694233333333,0.536353957075067
"DGAT1",471,6.67504,492,7.48409,435,6.48128,6.88013666667,"Dgat1",16.512264,14.837842,15.622734,143,128,280,15.6576133333333,0.473065169000001
"DGAT2",167,0.69424,202,0.901332,143,0.624982,0.740184666667,"Dgat2",25.047798,38.358369,31.469394,581,715,1207,31.625187,0.0533386878875821
"DGAT2L6",14,0.0866624,20,0.132884,17,0.110634,0.110060133333,"Dgat2l6",0.38974,0.195473,0.390937,19,12,35,0.325383333333333,0.837538925845101
"DGCR2",1913,3.87824,1950,4.24321,1668,3.55511,3.89218666667,"Dgcr2",25.116908,28.65483,24.514915,1264,1337,2328,26.095551,0.180553134596525
"DGCR6",1151,24.4889,1262,28.82,1011,22.6143,25.3077333333,"Dgcr6",27.990075,38.354981,30.73231,240,298,544,32.359122,0.788621874799343
"DGCR6L",644,19.2549,740,23.748,495,15.5596,19.5208333333,"Dgcr6",27.990075,38.354981,30.73231,240,298,544,32.359122,0.615149083758859
"DGCR8",789,4.35561,764,4.52695,884,5.13053,4.67103,"Dgcr8",25.345515,22.859143,35.370087,401,337,732,27.8582483333333,0.196513313438001
"DGKB",536,0.112855,611,0.138082,321,0.0710555,0.107330833333,"Dgkb",38.843918,38.982479,34.730283,3269,3189,5484,37.5188933333333,0.0287477322816734
"DGKD",1097,1.62966,986,1.5722,1205,1.88198,1.69461333333,"Dgkd",23.245212,25.476215,20.942325,1084,1124,2047,23.2212506666667,0.111249966833394
"DGKE",706,3.47812,984,5.20326,697,3.61003,4.09713666667,"Dgke",13.212292,14.898049,13.502721,1139,1274,2223,13.8710206666667,0.342756343422695
"DGKG",958,0.652312,940,0.687002,980,0.701543,0.680285666667,"Dgkg",11.083645,9.192446,10.371641,513,425,946,10.2159106666667,0.149812682768663
"DGKH",14287,11.5262,24595,21.2977,10554,8.95162,13.9251733333,"Dgkh",9.830152,9.7183,10.214071,2090,2036,4021,9.920841,1.36666886124429
"DGKI",7432,2.78585,7489,3.01312,9045,3.5645,3.12115666667,"Dgki",8.523909,9.667155,11.683398,497,531,1049,9.958154,0.376081287657574
"DGKK",44,0.0729176,17,0.0302391,27,0.0470416,0.0500661,"Dgkk",0.915627,0.77551,0.635287,90,75,122,0.775474666666667,0.59142837671203
"DGKQ",788,4.91495,799,5.34909,519,3.40329,4.55577666667,"Dgkq",14.35813,9.849832,14.448036,406,378,849,12.8853326666667,0.400118369508516
"DGKZ",1879,6.88897,1681,6.61509,1410,5.43482,6.31296,"Dgkz",273.554043,241.659113,246.848501,4546,4162,8569,254.020552333333,0.0286759633021316
"DGLUCY",1250,1.32108,1188,1.34764,1235,1.37222,1.34698,"Dglucy",4.379793,6.554624,5.553232,89,81,142,5.495883,0.361302689719011
"DGUOK",789,4.28919,819,4.77885,1164,6.65258,5.24020666667,"Dguok",19.825869,33.420672,16.625338,105,120,238,23.2906263333333,0.25689772593911
"DHCR24",17366,80.7534,14884,74.2884,10617,51.904,68.9819333333,"Dhcr24",16.25282,21.196448,17.947628,910,1169,1929,18.465632,3.59515341363178
"DHCR7",3752,26.5631,2901,22.0447,1700,12.6533,20.4203666667,"Dhcr7",57.610956,46.425267,42.351506,298,284,475,48.7959096666667,0.430163176254591
"DHDDS",1315,5.88672,1293,6.21279,1226,5.77001,5.95650666667,"Dhdds",17.501545,21.229532,17.559208,556,621,1080,18.7634283333333,0.351988862931086
"DHDH",8,0.123999,12,0.199641,3,0.0488863,0.124175433333,"Dhdh",1.472581,3.080988,2.004271,103,152,264,2.18594666666667,0.352854442007713
"DHFR",4658,28.2964,3776,24.6209,3473,22.1807,25.0326666667,"Dhfr",0.677231,0.729294,0.604974,50,53,86,0.670499666666667,15.5837604676964
"DHFR2",431,4.8409,532,6.41358,663,7.82889,6.36112333333,"Dhfr",0.677231,0.729294,0.604974,50,53,86,0.670499666666667,4.40653983967472
"DHH",796,17.071,909,20.9243,867,19.548,19.1811,"Dhh",0.269222,0,0,1,0,0,0.0897406666666667,18.5191767337917
"DHODH",473,4.33153,454,4.46249,459,4.41907,4.40436333333,"Dhodh",10.558134,10.778078,13.160972,117,138,258,11.4990613333333,0.432381535637183
"DHRS1",317,6.03067,330,6.73846,318,6.36021,6.37644666667,"Dhrs1",35.052083,41.96769,45.747999,411,450,877,40.9225906666667,0.17595397968893
"DHRS11",187,3.65995,146,3.06709,137,2.81898,3.18200666667,"Dhrs11",2.193703,2.50562,1.556716,30,35,43,2.08534633333333,1.35544156631254
"DHRS13",238,7.84646,339,11.996,164,5.68432,8.50892666667,"Dhrs13",2.797365,2.947799,3.327238,42,46,91,3.024134,2.36297465906205
"DHRS2",225,2.53187,210,2.53641,349,4.12879,3.06569,"Dhrs2",0,0,0,0,0,0,0,4.06569
"DHRS3",649,2.25402,494,1.84154,1075,3.92519,2.67358333333,"Dhrs3",6.903645,8.275583,6.918172,108,123,214,7.3658,0.439119191629013
"DHRS4",549,6.16942,578,6.97172,527,6.22617,6.45577,"Dhrs4",7.782027,9.541831,7.523852,74,70,138,8.28257,0.803201053156615
"DHRS4L2",579,2.7686,678,3.47978,655,3.29277,3.18038333333,"Dhrs4",7.782027,9.541831,7.523852,74,70,138,8.28257,0.450347622838287
"DHRS7",1866,12.6656,1925,14.0245,1745,12.4523,13.0474666667,"Dhrs7",11.5984,15.591306,15.250083,177,236,422,14.1465963333333,0.927433883993167
"DHRS7B",531,1.32708,529,1.41905,451,1.18499,1.31037333333,"Dhrs7b",7.363492,6.860202,6.104373,165,153,251,6.77602233333333,0.297115058868358
"DHRS7C",1,0.00879476,2,0.0188797,1,0.00924617,0.0123068766667,"Dhrs7c",0,0,0,0,0,0,0,1.0123068766667
"DHRS9",12,0.0668087,13,0.0776847,10,0.0585315,0.0676749666667,"Dhrs9",0.058611,0.017562,0.165345,3,1,1,0.080506,0.988124977248345
"DHTKD1",807,2.59789,958,3.31019,975,3.29981,3.06929666667,"Dhtkd1",6.696957,4.061516,5.165035,114,67,174,5.307836,0.645117702278563
"DHX15",2630,6.84594,3330,9.30384,3502,9.58367,8.57781666667,"Dhx15",31.706433,30.732322,33.295125,1074,1028,1924,31.9112933333333,0.291019151683394
"DHX16",723,6.35094,767,7.23161,635,5.86423,6.48226,"Dhx16",15.607217,11.536849,19.159507,223,196,414,15.4345243333333,0.45527694311323
"DHX29",1015,3.43376,1144,4.15404,1233,4.38536,3.99105333333,"Dhx29",7.084779,6.101594,5.536645,307,289,555,6.241006,0.689276232243144
"DHX30",1628,6.01455,1791,7.10207,1441,5.59694,6.23785333333,"Dhx30",74.937018,96.81864,81.577065,1007,1013,1931,84.444241,0.0847084981810535
"DHX32",861,2.50276,873,2.72377,1081,3.30354,2.84335666667,"Dhx32",10.28905,17.305277,15.774994,260,336,609,14.4564403333333,0.248657296491575
"DHX33",492,3.06249,517,3.45415,610,3.99189,3.50284333333,"Dhx33",6.854216,8.415258,9.724249,432,398,806,8.331241,0.482555678642316
"DHX34",357,1.86785,314,1.76337,349,1.91972,1.85031333333,"Dhx34",1.393872,1.930698,2.003599,68,89,180,1.77605633333333,1.02674909694916
"DHX35",475,1.07177,531,1.28601,623,1.47787,1.27855,"Dhx35",7.596835,11.209824,6.751808,151,152,302,8.519489,0.239356335198244
"DHX36",2463,8.28393,2812,10.1514,2686,9.49765,9.31099333333,"Dhx36",16.166285,19.648951,15.755448,1122,1177,2077,17.190228,0.566842446028164
"DHX37",472,1.94904,524,2.32247,515,2.23575,2.16908666667,"Dhx37",8.557039,9.69277,8.481539,133,148,267,8.91044933333333,0.319772248470201
"DHX38",1027,9.29616,1148,11.1536,1223,11.6385,10.6960866667,"Dhx38",6.094282,5.63919,5.523007,360,336,607,5.75215966666667,1.73219936199672
"DHX40",1123,4.5851,1245,5.45605,1396,5.99228,5.34447666667,"Dhx40",6.632176,6.844163,6.785141,297,293,550,6.75382666666667,0.81823813446135
"DHX57",807,1.8027,723,1.73352,1011,2.37432,1.97018,"Dhx57",8.199469,13.826939,11.690736,466,485,1014,11.239048,0.242680639866761
"DHX58",466,7.1974,463,7.67558,602,9.77517,8.21605,"Dhx58",1.744445,0.489615,1.242074,18,12,30,1.15871133333333,4.2692368626097
"DHX8",1268,1.75149,1184,1.75542,1340,1.94595,1.81762,"Dhx8",8.506667,7.111169,8.856104,460,425,845,8.15798,0.307668284927462
"DHX9",3044,10.934,3257,12.5571,3318,12.5299,12.007,"Dhx9",38.558315,38.218762,32.246889,1726,1701,2900,36.341322,0.348327249902936
"DIABLO",956,8.43965,930,8.81232,836,7.7591,8.33702333333,"Diablo",19.976431,22.241393,19.412416,265,237,495,20.5434133333333,0.433405012885454
"DIAPH1",858,1.44071,885,1.59505,1388,2.45029,1.82868333333,"Diaph1",16.42484,15.579569,14.704963,659,706,1372,15.5697906666667,0.170713281189511
"DIAPH2",1329,0.252272,1702,0.346772,1548,0.308925,0.302656333333,"Diaph2",3.92838,4.279911,4.103904,446,495,909,4.104065,0.255219385594227
"DIAPH3",94,0.0329524,67,0.0252101,109,0.0401721,0.0327782,"Diaph3",0.627299,0.892421,0.57291,15,25,33,0.697543333333333,0.608395779783727
"DICER1",1867,4.54374,2625,6.85707,2937,7.51469,6.30516666667,"Dicer1",6.940744,6.8747,8.673819,774,711,1452,7.496421,0.859793396145271
"DIDO1",1718,4.98436,1911,5.95096,1942,5.92343,5.61958333333,"Dido1",8.123247,8.56943,8.745417,822,827,1585,8.47936466666667,0.698315083985235
"DIMT1",3861,11.9054,4250,14.0661,4062,13.1681,13.0465333333,"Dimt1",6.62319,6.902004,7.855919,139,123,296,7.12703766666667,1.72837064492913
"DIO1",24,0.211244,34,0.321213,33,0.30537,0.279275666667,"Dio1",0,0,0,0,0,0,0,1.279275666667
"DIO2",60,0.0551011,98,0.0965997,118,0.113928,0.0885429333333,"Dio2",20.239764,14.54989,15.116162,1676,1173,2371,16.635272,0.0617253271360544
"DIO3",34,2.82577,36,3.21145,40,3.49507,3.17743,"Dio3",0.450667,0.341833,0.556156,11,8,26,0.449552,2.88187660739318
"DIP2A",1923,3.02314,1655,2.79265,1805,2.98328,2.93302333333,"Dip2a",22.29045,20.633856,21.95154,896,855,1638,21.625282,0.173833118779691
"DIP2B",2997,2.14867,4279,3.2928,3360,2.53256,2.65801,"Dip2b",8.769321,8.665451,8.763057,1087,1057,2002,8.73260966666667,0.375850889461679
"DIP2C",2224,0.935139,2840,1.28174,2628,1.16173,1.126203,"Dip2c",12.407133,12.464241,11.617672,1123,1152,2043,12.1630153333333,0.161528566681505
"DIPK1A",7429,10.0775,7486,10.8996,8422,12.0109,10.996,"Dipk1a",16.759653,22.298199,21.940257,220,323,458,20.332703,0.562329115068072
"DIPK1B",724,10.3921,843,12.9877,571,8.61665,10.6654833333,"Dipk1b",20.819896,19.20383,19.079331,377,366,666,19.701019,0.563522178946843
"DIPK1C",345,2.52752,448,3.52284,339,2.61104,2.88713333333,"Dipk1c",1.469812,1.843139,2.256548,39,52,115,1.85649966666667,1.36080300610222
"DIPK2A",324,0.735843,371,0.904387,425,1.01477,0.885,"Dipk2a",8.679915,10.13852,8.520869,434,507,849,9.11310133333333,0.186391882951567
"DIPK2B",621,2.0653,754,2.69155,468,1.63635,2.13106666667,"Dipk2b",0.568905,0.41533,0.314663,20,16,29,0.432966,2.18502509247951
"DIRAS1",2507,64.3507,2456,67.6655,1911,51.57,61.1954,"Diras1",22.387182,28.101513,23.156407,872,963,1745,24.5483673333333,2.4344177922811
"DIRAS2",1081,5.71735,1044,5.92666,725,4.0313,5.22510333333,"Diras2",55.113951,62.782404,52.792806,3611,4100,6769,56.896387,0.107521447466661
"DIS3",982,5.73224,1341,8.40199,1514,9.29131,7.80851333333,"Dis3",5.805865,8.203695,9.389097,194,164,353,7.79955233333333,1.00101834725873
"DIS3L",1290,5.53959,1623,7.48079,1402,6.32957,6.44998333333,"Dis3l",7.938046,8.038378,7.852788,312,265,546,7.94307066666667,0.833045338789302
"DIS3L2",696,0.317381,767,0.375411,742,0.355724,0.349505333333,"Dis3l2",5.494391,6.121337,6.120436,241,259,512,5.91205466666667,0.195239389503237
"DISC1",1679,0.707719,2143,0.969555,2108,0.934155,0.870476333333,"Disc1",0.370349,0.424309,0.289936,10,13,21,0.361531333333333,1.37380336944112
"DISP1",1162,1.51804,1545,2.16644,1473,2.02311,1.90253,"Disp1",0.91174,1.041376,1.267349,55,56,109,1.07348833333333,1.39982943397318
"DISP2",1102,9.43579,942,8.65741,705,6.34635,8.14651666667,"Disp2",37.874618,40.18635,35.554858,3505,3667,6234,37.871942,0.235298680643998
"DISP3",98,0.293174,37,0.118807,76,0.23903,0.217003666667,"Disp3",12.623092,6.62287,6.170384,337,283,553,8.47211533333333,0.128482775371647
"DIXDC1",1471,2.69063,1740,3.41611,1512,2.90758,3.00477333333,"Dixdc1",34.714487,28.688961,31.382143,1207,1139,2309,31.595197,0.122863909468932
"DKC1",500,5.84356,573,7.18791,687,8.44116,7.15754333333,"Dkc1",23.900837,20.5971,19.75571,273,248,519,21.4178823333333,0.363885545121293
"DKK2",54,0.0260597,60,0.031079,113,0.0573314,0.0381567,"Dkk2",0.273803,0.198786,0.245105,14,10,24,0.239231333333333,0.837742455403807
"DKK3",8890,28.9953,10131,35.4665,7762,26.6157,30.3591666667,"Dkk3",65.134138,59.912884,60.652736,3020,2726,5373,61.8999193333333,0.498556548228854
"DKKL1",13,0.170323,18,0.25313,25,0.344356,0.255936333333,"Dkkl1",14.340526,12.581414,13.210552,134,119,233,13.3774973333333,0.0873543082092034
"DLAT",1084,4.78495,1169,5.53863,1237,5.74058,5.35472,"Dlat",36.163451,39.447023,38.857335,899,1027,1755,38.1559363333333,0.162292632869317
"DLC1",2055,0.688742,2489,0.895385,2383,0.839666,0.807931,"Dlc1",10.797308,11.893023,8.933566,816,855,1441,10.541299,0.156648831297066
"DLD",5970,25.7081,5379,24.8621,6628,30.0066,26.8589333333,"Dld",58.549743,55.36131,49.870945,1255,1237,2211,54.5939993333333,0.501114035100479
"DLEC1",452,0.930948,421,0.9307,448,0.970071,0.943906333333,"Dlec1",4.604479,1.754189,2.656083,38,18,57,3.004917,0.485379930054231
"DLEU7",1079,0.580759,1611,0.930701,1089,0.616226,0.709228666667,"Dleu7",3.26511,3.265009,2.810353,45,45,78,3.11349066666667,0.415517818119193
"DLG1",1302,0.885841,1679,1.22613,1785,1.27679,1.129587,"Dlg1",65.609732,56.984414,73.883167,2373,2266,4156,65.4924376666667,0.0320275068072528
"DLG2",1748,0.140537,1977,0.170607,1887,0.159499,0.156881,"Dlg2",113.566025,102.61498,106.091465,5672,5399,10014,107.424156666667,0.0106699561755103
"DLG3",320,0.921652,349,1.0789,307,0.929594,0.976715333333,"Dlg3",54.221792,72.377159,60.363269,2145,2225,4011,62.32074,0.0312175020906736
"DLG4",1518,8.11658,1361,7.81088,1072,6.02607,7.31784333333,"Dlg4",527.187722,571.532548,539.28271,7184,6932,13109,546.000993333333,0.0152062673280398
"DLG5",1221,1.56884,1553,2.14178,1327,1.79256,1.83439333333,"Dlg5",10.254807,7.003811,6.880659,402,345,716,8.04642566666667,0.313316379061609
"DLGAP2",159,0.0286103,100,0.0193137,84,0.0158907,0.0212715666667,"Dlgap2",13.316536,13.794202,14.723104,731,688,1408,13.944614,0.0683370990155182
"DLGAP3",223,0.606679,254,0.7417,152,0.434746,0.594375,"Dlgap3",66.164054,69.300621,77.696176,2526,2955,6088,71.053617,0.0221276192144525
"DLGAP4",2422,1.90336,1826,1.54024,2055,1.69784,1.71381333333,"Dlgap4",114.448988,112.571376,102.675396,2368,2384,4573,109.898586666667,0.0244711264128824
"DLGAP5",38,0.152621,11,0.0474203,31,0.130897,0.110312766667,"Dlgap5",0.29969,0.283055,0.43804,4,2,5,0.340261666666667,0.828429846410838
"DLK1",0,0,0,0,3,0.0440094,0.0146698,"Dlk1",7.598036,6.885815,3.393475,252,197,252,5.95910866666667,0.145804563285547
"DLK2",100,2.78139,64,1.91065,42,1.22814,1.97339333333,"Dlk2",9.404843,8.725774,10.281469,157,153,339,9.47069533333333,0.283972863183617
"DLL1",135,0.96816,137,1.05457,91,0.686109,0.902946333333,"Dll1",2.780622,3.441561,2.452046,67,57,95,2.89140966666667,0.489012079512831
"DLL3",13,0.236892,18,0.352063,11,0.210736,0.266563666667,"Dll3",0.325538,0.830656,0.770112,5,9,13,0.642102,0.771306329732867
"DLL4",154,2.76388,113,2.1768,98,1.84911,2.26326333333,"Dll4",0.603291,1.236077,0.556527,27,26,43,0.798631666666667,1.81430328054753
"DLST",2670,21.3447,2520,21.6232,2404,20.2047,21.0575333333,"Dlst",63.418168,57.755815,57.484944,1215,1204,2249,59.5529756666667,0.364268363205184
"DLX1",24,0.849084,24,0.911363,20,0.743888,0.834778333333,"Dlx1",14.460257,13.810479,15.2033,371,308,735,14.4913453333333,0.118438927920936
"DLX2",6,0.302684,2,0.108295,3,0.15911,0.190029666667,"Dlx2",2.158379,2.530551,1.977968,62,62,124,2.22229933333333,0.369310713736816
"DLX3",18,0.602411,10,0.35922,6,0.21111,0.390913666667,"Dlx3",0,0,0,0,0,0,0,1.390913666667
"DLX4",1,0.0291651,2,0.0626086,3,0.0919863,0.0612533333333,"Dlx4",0.050906,0.08486,0.051889,1,2,3,0.0625516666666667,0.998778098633604
"DLX5",4,0.153413,5,0.205832,15,0.604828,0.321357666667,"Dlx5",3.495243,4.198031,3.351969,59,72,113,3.68174766666667,0.282235985522002
"DMAC1",710,1.34997,724,1.47756,672,1.3433,1.39027666667,"Dmac1",17.97345,17.976575,15.267699,129,129,214,17.0725746666667,0.132259886084669
"DMAC2",892,16.5778,916,18.2725,669,13.0715,15.9739333333,"Dmac2",31.048451,31.621215,31.072338,249,326,589,31.2473346666667,0.526367016336565
