"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"PPIA",14660,91.8447,15777,106.093,13148,86.6,94.8459,"Ppia",366.96618,451.050517,411.726806,2691,3311,5820,409.914501,0.233250225452618
"PPIB",2218,52.405,1941,49.224,2970,73.7744,58.4678,"Ppib",65.484371,64.273842,61.583501,913,802,1732,63.7805713333333,0.917988198869132
"PPIC",216,2.80016,230,3.20035,205,2.79397,2.93149333333,"Ppic",0.945077,0.834692,0.912947,16,14,30,0.897572,2.07185462966886
"PPID",785,9.61028,862,11.327,891,11.4679,10.8017266667,"Ppid",52.346539,38.684305,53.813374,758,636,1329,48.281406,0.239476257367738
"PPIE",3252,7.91994,3705,9.68501,3478,8.90511,8.83668666667,"Ppie",7.849123,8.257996,7.098959,91,100,150,7.73535933333333,1.12607693528234
"PPIF",863,19.1667,729,17.3782,1024,23.9097,20.1515333333,"Ppif",8.808713,9.56792,9.139578,188,202,414,9.17207033333333,2.07937348447027
"PPIG",1422,4.35347,1769,5.81305,1695,5.45562,5.20738,"Ppig",37.738786,39.751094,43.364511,1022,908,1668,40.284797,0.150355105294571
"PPIH",477,4.54469,578,5.91091,713,7.1419,5.86583333333,"Gm7879",0,0,0,0,0,0,0,6.86583333333
"PPIH",477,4.54469,578,5.91091,713,7.1419,5.86583333333,"Ppih",11.158209,12.327362,9.502754,88,89,129,10.9961083333333,0.572338390297131
"PPIL1",727,6.35762,703,6.59866,684,6.28861,6.41496333333,"Ppil1",8.303796,8.978718,9.752064,109,119,217,9.011526,0.74064266859318
"PPIL2",1077,5.53271,1033,5.69591,1137,6.14074,5.78978666667,"Ppil2",34.766206,34.310831,34.075502,587,555,1066,34.3841796666667,0.191887638222294
"PPIL4",616,2.59007,608,2.74394,799,3.53195,2.95532,"Ppil4",10.064291,10.292523,9.831516,446,476,843,10.0627766666667,0.357534109128118
"PPIL6",96,0.329123,126,0.463658,131,0.472168,0.421649666667,"Ppil6",4.887283,2.103817,3.124674,24,16,36,3.37192466666667,0.325177073042048
"PPIP5K1",872,2.68238,801,2.6447,828,2.67776,2.66828,"Ppip5k1",31.98517,34.901288,33.418668,1426,1288,2653,33.435042,0.106527530879736
"PPIP5K2",1951,3.67873,3048,6.16873,2376,4.71004,4.8525,"Ppip5k2",7.933101,6.7319,7.46723,426,394,806,7.37741033333333,0.69860491096075
"PPL",332,0.741357,912,2.18587,669,1.57056,1.49926233333,"Ppl",0.17839,0.060874,0.064668,11,5,11,0.101310666666667,2.2693526985392
"PPM1B",1837,4.19967,2229,5.46962,2295,5.51604,5.06177666667,"Ppm1b",36.641011,40.244528,36.58871,1348,1270,2346,37.8247496666667,0.156131764369736
"PPM1D",338,0.893344,451,1.27944,469,1.30321,1.15866466667,"Ppm1d",4.652385,4.618444,4.740284,168,168,327,4.670371,0.380691962954452
"PPM1E",1066,0.812072,1142,0.933778,940,0.752841,0.832897,"Ppm1e",35.265429,31.11134,30.55628,3073,2670,5010,32.3110163333333,0.0550237489501596
"PPM1F",1548,8.09102,1635,9.17256,1596,8.77007,8.67788333333,"Ppm1f",17.87571,17.964318,16.095601,875,832,1721,17.3118763333333,0.528503095868621
"PPM1G",3302,20.314,3515,23.2105,3680,23.8015,22.442,"Ppm1g",43.412482,48.459222,41.124352,596,629,1104,44.3320186666667,0.517117937596661
"PPM1H",1030,0.618017,1378,0.887469,783,0.493928,0.666471333333,"Ppm1h",19.574453,14.448415,16.898279,1033,910,1794,16.9737156666667,0.0927171300714171
"PPM1J",1245,39.6609,1089,37.2359,771,25.8217,34.2395,"Ppm1j",0.283459,0.280844,0.217797,6,6,5,0.2607,27.9523280717062
"PPM1K",3167,20.3783,3927,27.122,3614,24.4482,23.9828333333,"Ppm1k",27.48149,38.985939,27.549043,969,1001,1923,31.338824,0.772533761069976
"PPM1L",1195,0.645731,1400,0.811992,1144,0.649902,0.702541666667,"Ppm1l",17.780394,24.290594,23.068765,2323,2541,4195,21.713251,0.0749580791700404
"PPM1M",341,12.3058,325,12.5887,480,18.211,14.3685,"Ppm1m",11.784264,9.830739,10.012862,138,143,246,10.5426216666667,1.33145661738025
"PPM1N",1521,19.3474,1623,22.1591,905,12.1026,17.8697,"Ppm1n",0,0.120215,0.061814,0,1,1,0.0606763333333333,17.790252697257
"PPME1",2143,4.48698,1930,4.3374,1876,4.12955,4.31797666667,"Ppme1",126.353252,134.396941,112.659329,1952,1980,3422,124.469840666667,0.0423845016333301
"PPOX",737,10.7671,714,11.1962,658,10.1064,10.6899,"Ppox",17.078242,9.60188,14.01257,167,142,369,13.5642306666667,0.802644524626681
"PPP1CA",1099,8.34721,1101,8.97577,1276,10.189,9.17066,"Ppp1ca",191.58023,227.478342,203.442116,1757,1926,3454,207.500229333333,0.0487800902306921
"PPP1CB",4793,16.322,5961,21.7883,6563,23.4966,20.5356333333,"Ppp1cb",204.292246,215.873829,199.080704,3635,3638,6291,206.415593,0.103828420138596
"PPP1CC",1815,13.6319,2102,16.9455,2361,18.643,16.4068,"Ppp1cc",139.377038,148.091744,136.663002,1444,1612,2826,141.377261333333,0.122258286449598
"PPP1R10",958,9.1957,1361,14.0223,982,9.90989,11.04263,"Ppp1r10",8.306901,9.204755,7.763062,471,477,860,8.424906,1.27774536955594
"PPP1R11",1471,70.8917,1421,73.505,1127,57.1011,67.1659333333,"Ppp1r11",69.436155,64.089169,57.148535,477,393,724,63.557953,1.05588746491544
"PPP1R12A",1872,2.02002,2456,2.84458,2510,2.84748,2.57069333333,"Ppp1r12a",41.845827,32.446532,37.102796,1560,1350,2848,37.1317183333333,0.0936410287655102
"PPP1R12B",4627,3.31273,5207,4.00142,6381,4.80301,4.03905333333,"Ppp1r12b",24.247748,23.727024,22.703157,1720,1769,3371,23.5593096666667,0.205178948501525
"PPP1R12C",1878,12.2768,1816,12.7422,1739,11.9516,12.3235333333,"Ppp1r12c",68.261885,57.926357,74.405747,924,907,1881,66.864663,0.196325049655076
"PPP1R13B",1142,1.74423,1174,1.92462,880,1.41305,1.69396666667,"Ppp1r13b",12.97163,17.160605,18.345194,756,818,1505,16.159143,0.156998905287403
"PPP1R13L",76,0.497047,83,0.582643,77,0.529435,0.536375,"Ppp1r13l",1.965122,0.752794,1.794335,21,29,46,1.50408366666667,0.613547790136405
"PPP1R14A",44,1.45143,80,2.83252,61,2.11549,2.13314666667,"Ppp1r14a",4.379009,6.074102,5.93809,39,56,111,5.46373366666667,0.48472706770509
"PPP1R14B",263,18.6393,261,19.8543,369,27.494,21.9958666667,"Ppp1r14b",17.648771,20.975338,21.330531,83,98,194,19.98488,1.09583026763555
"PPP1R14B",263,18.6393,261,19.8543,369,27.494,21.9958666667,"Ppp1r14bl",0,0,0,0,0,0,0,22.9958666667
"PPP1R14C",385,0.626546,371,0.648048,210,0.359294,0.544629333333,"Ppp1r14c",4.968222,4.594701,4.483678,141,132,260,4.68220033333333,0.271836479307458
"PPP1R14D",6,0.0790196,9,0.127223,11,0.152305,0.119515866667,"Ppp1r14d",0,0.126884,0,0,1,0,0.0422946666666667,1.07408768601617
"PPP1R15A",1193,57.2886,888,45.77,1062,53.6155,52.2247,"Ppp1r15a",9.615056,6.850425,7.764485,139,134,231,8.07665533333333,5.86391110440608
"PPP1R15B",926,19.174,986,21.9139,1086,23.6413,21.5764,"Ppp1r15b",11.5349,11.327638,10.531082,793,762,1404,11.1312066666667,1.86101849719814
"PPP1R16A",488,3.52971,468,3.63334,455,3.45994,3.54099666667,"Ppp1r16a",21.258575,23.699636,22.042545,586,557,1171,22.3335853333333,0.194612041047242
"PPP1R16B",278,0.413936,216,0.34521,253,0.396048,0.385064666667,"Ppp1r16b",29.203829,24.83644,25.93567,2520,2128,4327,26.6586463333333,0.0500770952408384
"PPP1R18",1860,28.2385,1229,20.0272,1589,25.3624,24.5427,"Ppp1r18",2.943932,2.75613,2.853321,79,81,149,2.85112766666667,6.63252486306392
"PPP1R1B",42,0.742122,114,2.16208,109,2.02484,1.643014,"Ppp1r1b",276.19793,290.768233,267.015968,3129,4328,7568,277.994043666667,0.00947337070449357
"PPP1R1C",2307,2.27498,2383,2.52229,1617,1.6764,2.15789,"Ppp1r1c",0,0.04405,0.115629,0,2,4,0.0532263333333333,2.99830140973181
"PPP1R2",2263,13.6519,2066,13.3776,2178,13.8135,13.6143333333,"Ppp1r2",46.538824,52.668379,52.62499,2064,2101,3819,50.610731,0.2831646258469
"PPP1R21",1225,2.86128,1247,3.1263,1282,3.14811,3.04523,"Ppp1r21",68.08481,79.54873,99.830723,698,782,1382,82.4880876666667,0.0484527806667572
"PPP1R26",332,5.90933,397,7.58457,277,5.18344,6.22578,"Ppp1r26",5.026562,4.313044,4.114067,276,278,503,4.48455766666667,1.31747725872515
"PPP1R27",1,0.112058,1,0.120278,0,0,0.0774453333333,"Ppp1r27",0,0,0,0,0,0,0,1.0774453333333
"PPP1R2B",247,19.3154,221,18.5498,237,19.4847,19.1166333333,"Ppp1r2",46.538824,52.668379,52.62499,2064,2101,3819,50.610731,0.389776175293855
"PPP1R32",123,2.18997,127,2.42704,115,2.15263,2.25654666667,"Ppp1r32",0.481521,1.24818,0.570732,8,7,20,0.766811,1.84317771774683
"PPP1R35",100,14.3667,104,16.0373,138,20.8437,17.0825666667,"Ppp1r35",7.389372,16.545693,14.022606,19,45,85,12.652557,1.32448204879862
"PPP1R36",108,0.478118,151,0.717512,121,0.563164,0.586264666667,"Ppp1r36",0.265998,0.734575,0.641337,5,10,25,0.547303333333333,1.02518015213587
"PPP1R37",596,1.83693,581,1.92204,420,1.36092,1.70663,"Ppp1r37",41.941833,38.39821,43.983943,1094,1110,2370,41.4413286666667,0.0637734511390493
"PPP1R3A",4,0.003509,10,0.00941594,12,0.0110673,0.00799741333333,"Ppp1r3a",0.010006,0,0.010755,1,0,2,0.00692033333333333,1.00106967747531
"PPP1R3B",235,2.67978,273,3.34145,494,5.92239,3.98120666667,"Ppp1r3b",0.261544,0.327287,0.194599,16,19,22,0.261143333333333,3.94975458777088
"PPP1R3C",111,4.18825,195,7.89741,138,5.47428,5.85331333333,"Ppp1r3c",11.391231,12.438739,11.52894,417,447,807,11.7863033333333,0.535988639927203
"PPP1R3D",409,19.6135,445,22.9051,417,21.0235,21.1807,"Ppp1r3d",1.725894,1.748874,1.614588,71,74,136,1.696452,8.2258834943103
"PPP1R3E",777,18.832,790,20.5515,682,17.3779,18.9204666667,"Ppp1r3e",8.34721,6.962719,8.388797,77,68,161,7.89957533333333,2.2383614858664
"PPP1R3F",1030,5.6819,1149,6.80325,854,4.95282,5.81265666667,"Ppp1r3f",10.377458,9.876056,9.293696,184,226,359,9.84907,0.627948447808891
"PPP1R3G",12,0.427224,13,0.496773,7,0.262006,0.395334333333,"Ppp1r3g",3.25766,2.916156,2.799744,69,70,157,2.99118666666667,0.349603877209368
"PPP1R42",1209,2.28322,1226,2.48514,1148,2.2793,2.34922,"Ppp1r42",0.745674,0.508911,0.733538,6,4,11,0.662707666666667,2.01431680814607
"PPP1R8",604,5.04993,723,6.48824,801,7.04075,6.19297333333,"Ppp1r8",13.89568,12.789785,13.656712,300,293,575,13.4473923333333,0.497873468607495
"PPP1R9A",1506,0.675969,2121,1.02184,1439,0.679049,0.792286,"Ppp1r9a",60.244357,77.313877,65.702144,5264,6109,10719,67.7534593333333,0.0260683028516509
"PPP1R9B",1293,13.3337,1257,13.9132,990,10.7331,12.66,"Ppp1r9b",232.382403,228.513818,219.542348,8021,8352,16623,226.812856333333,0.059961497431966
"PPP2CA",4726,26.0106,5244,30.9784,5018,29.0352,28.6747333333,"Ppp2ca",74.399771,61.850278,64.624809,4004,4200,7225,66.958286,0.436661003093869
"PPP2CB",3089,13.5392,3154,14.8381,3450,15.8976,14.7583,"Ppp2cb",55.320387,54.534718,44.27503,872,863,1388,51.3767116666667,0.300864630454241
"PPP2R1A",5655,25.0291,5466,25.967,4154,19.3293,23.4418,"Ppp2r1a",324.847946,421.332025,365.677707,4071,4673,7904,370.619226,0.0657710858049094
"PPP2R1B",916,4.0531,1052,4.99629,1089,5.06591,4.7051,"Ppp2r1b",6.362684,5.60116,5.097141,193,165,319,5.686995,0.853163491224384
"PPP2R2A",1457,3.13573,1831,4.22968,1616,3.65644,3.67395,"Ppp2r2a",43.359869,48.780569,41.829617,1277,1383,2348,44.656685,0.102371646123673
"PPP2R2B",6134,2.12772,7497,2.79125,5330,1.94373,2.28756666667,"Ppp2r2b",45.817231,48.686759,44.534738,1145,1302,2280,46.3462426666667,0.069436696166485
"PPP2R2C",3443,2.47503,3449,2.6612,2046,1.54628,2.22750333333,"Ppp2r2c",125.452728,133.015496,119.679326,6890,7197,12599,126.049183333333,0.0254035740226849
"PPP2R2D",1231,3.65571,1294,4.12466,1076,3.35942,3.71326333333,"Ppp2r2d",23.917002,25.792337,25.785688,484,531,961,25.165009,0.180136125056559
"PPP2R3A",609,0.584034,783,0.805978,682,0.687612,0.692541333333,"Ppp2r3a",8.201613,7.28789,8.663987,560,590,1027,8.05116333333333,0.186997104239602
"PPP2R3C",815,3.8428,867,4.38783,933,4.62499,4.28520666667,"Ppp2r3c",8.494965,5.808738,8.047233,219,186,363,7.450312,0.625445151216902
"PPP2R5A",708,1.61801,877,2.15123,1054,2.53236,2.10053333333,"Ppp2r5a",254.252623,201.175021,226.877492,954,936,1856,227.435045333333,0.0135729319851325
"PPP2R5B",3324,34.3142,2998,33.2189,1921,20.8487,29.4606,"Ppp2r5b",35.281639,39.241358,39.013888,1041,1123,2270,37.8456283333333,0.784144865378889
"PPP2R5C",2389,2.51129,2630,2.9674,2926,3.23365,2.90411333333,"Ppp2r5c",62.828443,75.305289,68.184835,1917,2086,3800,68.7728556666667,0.055954615817669
"PPP2R5D",1470,9.24101,1444,9.74338,1124,7.42859,8.80432666667,"Ppp2r5d",30.005312,26.522737,30.033878,897,965,1860,28.8539756666667,0.328409414415681
"PPP2R5E",1160,1.17811,1268,1.38225,1326,1.41582,1.32539333333,"Ppp2r5e",69.29559,80.485881,63.957217,1023,992,1852,71.2462293333333,0.0321870546710609
"PPP3CA",3716,1.99828,3563,2.05654,3047,1.72263,1.92581666667,"Ppp3ca",445.619594,548.712911,468.677509,13725,15704,25805,487.670004666667,0.00598730562287278
"PPP3CB",4146,12.1533,4300,13.5293,4054,12.4936,12.7254,"Ppp3cb",127.804704,140.311133,125.636709,3800,4005,6594,131.250848666667,0.103783076920696
"PPP3CC",1331,2.31774,1379,2.57745,1462,2.67652,2.52390333333,"Ppp3cc",6.571941,6.708228,6.360762,164,166,305,6.546977,0.466929120537932
"PPP3R1",4259,9.61532,3982,9.64935,3748,8.89598,9.38688333333,"Ppp3r1",256.683551,299.544362,257.255464,9679,11062,18500,271.161125666667,0.0381644634511524
"PPP3R2",0,0,1,0.0548604,2,0.10747,0.0541101333333,"Ppp3r2",0.024149,0.098753,0.025371,1,4,2,0.0494243333333333,1.00446511468348
"PPP4C",569,10.576,577,11.5113,659,12.8775,11.6549333333,"Ppp4c",56.952489,40.81165,45.583802,240,224,455,47.782647,0.259414650732257
"PPP4R1",1323,3.37658,1362,3.73108,1635,4.38705,3.83157,"Ppp4r1",37.582803,30.581163,33.290012,341,307,689,33.8179926666667,0.138766471871469
"PPP4R3A",1125,3.71216,1281,4.53694,1456,5.05095,4.43335,"Ppp4r3a",28.820921,16.022267,19.886613,678,530,1191,21.5766003333333,0.240662895200297
"PPP4R3B",1559,3.80444,1930,5.05524,2126,5.45438,4.77135333333,"Ppp4r3b",20.596934,31.137663,26.487557,715,755,1336,26.0740513333333,0.213169180418313
"PPP4R4",767,1.0029,982,1.3782,660,0.907284,1.096128,"Ppp4r4",14.890862,22.548533,30.819023,449,509,936,22.752806,0.0882475948315328
"PPP5C",1878,7.1486,2036,8.31847,1657,6.6311,7.36605666667,"Ppp5c",113.103439,102.369778,107.488605,970,942,1777,107.653940666667,0.0769972687169788
"PPP6C",1609,6.48167,1879,8.12453,2056,8.70748,7.77122666667,"Ppp6c",31.987513,27.493793,27.686575,697,643,1136,29.0559603333333,0.291829859016095
"PPP6R1",1771,10.5815,1673,10.7291,1738,10.9173,10.7426333333,"Ppp6r1",52.352452,57.455444,53.324824,1549,1439,2835,54.3775733333333,0.21204672986694
"PPP6R2",2359,4.0488,2278,4.19655,2223,4.01121,4.08552,"Ppp6r2",26.37267,28.50369,31.395264,957,966,1896,28.757208,0.170900442003833
"PPP6R3",1854,2.09498,2495,3.02608,2556,3.03647,2.71917666667,"Ppp6r3",29.3212,24.59338,25.981825,1018,964,1828,26.632135,0.1345960660177
"PPRC1",606,6.1054,587,6.34775,693,7.34028,6.59781,"Pprc1",9.557326,13.596335,8.093263,238,258,503,10.4156413333333,0.665561380052702
"PPT1",7039,46.8157,7632,54.4827,8137,56.8961,52.7315,"Ppt1",32.009021,35.487888,33.719474,961,1055,1880,33.7387943333333,1.54672898214094
"PPT2",789,13.4633,923,16.9051,709,12.7192,14.3625333333,"Ppt2",12.752599,18.748533,18.455484,208,235,454,16.6522053333333,0.87028974811948
"PPTC7",1838,6.41245,2111,7.90509,1897,6.95799,7.09184333333,"Pptc7",14.0714,15.525603,14.315346,855,886,1690,14.6374496666667,0.517465667728342
"PPWD1",882,6.33728,1127,8.69158,1244,9.39707,8.14197666667,"Ppwd1",2.87889,2.899934,2.753182,88,87,164,2.844002,2.37824451357466
"PQBP1",835,11.267,892,12.9189,759,10.7672,11.6510333333,"Pqbp1",44.262649,41.933449,40.571577,371,388,741,42.2558916666667,0.292469599997842
"PRADC1",163,5.44473,171,6.13092,143,5.02184,5.53249666667,"Pradc1",18.946136,15.521563,10.957636,123,123,187,15.1417783333333,0.404694980427291
"PRAF2",788,48.4387,740,48.8246,562,36.3196,44.5276333333,"Praf2",27.735992,35.642459,31.659075,447,568,984,31.6791753333333,1.39316959099825
"PRAG1",158,0.401759,166,0.453061,220,0.588125,0.480981666667,"Prag1",4.808854,4.120172,4.591312,318,273,594,4.50677933333333,0.26893789945466
"PRAM1",312,4.33104,338,5.0361,621,9.0629,6.14334666667,"Pram1",0.495459,0.776706,1.128866,15,18,46,0.800343666666667,3.96776837607672
"PRAP1",54,1.7746,56,1.9753,64,2.21118,1.98702666667,"Prap1",0.539268,0.184333,0.094832,3,1,1,0.272811,2.34679513821769
"PRC1",522,3.08188,431,2.73126,488,3.02903,2.94739,"Prc1",12.292763,7.428753,8.744627,35,25,74,9.48871433333333,0.376346411442928
"PRCC",829,2.88463,808,3.01777,886,3.24121,3.04787,"Prcc",11.638489,14.025996,10.750704,293,363,554,12.1383963333333,0.308094678932023
"PRCP",2023,2.39362,2392,3.03782,1979,2.46175,2.63106333333,"Prcp",3.343932,3.812967,3.813075,90,101,181,3.656658,0.77975735674168
"PRDM1",328,0.491954,170,0.273678,471,0.742693,0.502775,"Prdm1",0.177251,0.472271,0.171187,10,22,19,0.273569666666667,1.17997078552698
"PRDM10",439,0.743653,434,0.789107,516,0.918953,0.817237666667,"Prdm10",4.710124,3.464029,3.899612,301,230,535,4.02458833333333,0.36166896591535
"PRDM11",599,0.751192,685,0.922051,660,0.870174,0.847805666667,"Prdm11",2.270263,2.784956,2.6607,112,110,215,2.571973,0.517306728429078
"PRDM12",1103,10.4781,923,9.41133,638,6.37188,8.75377,"Prdm12",0.689581,0.346852,0.438091,19,10,25,0.491508,6.53953582548669
"PRDM14",2,0.0174324,3,0.0280666,4,0.0366544,0.0273844666667,"Prdm14",0,0,0,0,0,0,0,1.0273844666667
"PRDM15",281,0.604131,264,0.609213,309,0.698427,0.637257,"Prdm15",4.582119,5.157387,8.780918,225,198,452,6.17347466666667,0.228237649964517
"PRDM16",1436,0.679023,1290,0.654727,1378,0.685043,0.672931,"Prdm16",4.608311,4.468283,4.221938,209,171,329,4.432844,0.307929143557223
"PRDM2",1771,2.47748,1803,2.70724,2091,3.07527,2.75333,"Prdm2",8.569531,7.357126,7.037432,739,758,1411,7.65469633333333,0.433675527764521
"PRDM4",1337,8.22381,1431,9.44761,1486,9.60945,9.09362333333,"Prdm4",8.322115,10.123646,8.239401,345,371,599,8.895054,1.02006753407612
"PRDM5",344,0.252557,545,0.429475,590,0.455398,0.379143333333,"Prdm5",1.908379,1.258707,0.977947,44,25,49,1.38167766666667,0.579063805583403
"PRDM6",26,0.0432481,24,0.0428495,66,0.115419,0.0671722,"Prdm6",0.493158,0.651341,0.573231,10,12,15,0.572576666666667,0.678613782475894
"PRDM7",4,0.0196805,3,0.015843,2,0.0103453,0.0152896,"Prdm9",1.02266,0.885691,1.35702,27,20,50,1.088457,0.486143406352154
"PRDM8",336,2.87022,379,3.47501,229,2.0566,2.80061,"Prdm8",3.993713,3.409914,3.680288,132,123,278,3.69463833333333,0.809563960021059
"PRDM9",4,0.00821997,2,0.00441144,3,0.00648141,0.00637094,"Zfp78",1.955604,0.691669,1.221446,38,34,63,1.289573,0.439545251450816
"PRDX1",7004,101.864,8221,128.334,5934,90.7321,106.9767,"Prdx1",111.384394,127.180007,114.856592,1040,1198,2119,117.806997666667,0.908841247743227
"PRDX2",4157,145.799,4311,162.29,2951,108.813,138.967333333,"Prdx2",165.330424,171.456803,158.455199,1594,1651,2945,165.080808666667,0.842766448794949
"PRDX3",2744,43.2141,3258,55.0723,3181,52.6676,50.318,"Prdx3",24.068746,27.392029,23.654198,439,489,822,25.0383243333333,1.97086415174207
"PRDX4",589,4.64843,725,6.14144,769,6.38052,5.72346333333,"Prdx4",8.518455,11.556002,10.293511,92,124,215,10.122656,0.604483617341937
"PRDX5",3677,174.036,3774,191.729,2825,140.573,168.779333333,"Prdx5",144.453208,173.242543,150.804298,1021,1133,2013,156.166683,1.08025015284569
"PRDX6",3426,52.1086,3362,54.8858,3570,57.0858,54.6934,"Prdx6b",0,0,0.013871,0,0,1,0.00462366666666667,55.4370774329757
"PRDX6",3426,52.1086,3362,54.8858,3570,57.0858,54.6934,"Prdx6",156.183642,152.96865,159.074256,1748,1669,3388,156.075516,0.354564488586496
"PREB",943,42.1225,1004,48.1368,736,34.5636,41.6076333333,"Preb",44.597287,47.568738,43.982582,566,608,1090,45.382869,0.918607111890815
"PRELID2",165,0.079284,234,0.120686,171,0.0863845,0.0954515,"Prelid2",0.10996,0.223702,0.354505,1,2,4,0.229389,0.891053604676795
"PRELID3A",400,2.87063,367,2.82698,364,2.74635,2.81465333333,"Prelid3a",11.265893,12.555619,14.655716,181,211,474,12.8257426666667,0.275909470131177
"PRELID3B",524,9.47153,598,11.6019,737,14.0054,11.6929433333,"Prelid3b",35.815743,33.465935,33.154813,409,390,686,34.145497,0.361154185223217
"PRELP",1637,18.3947,1490,17.9709,2292,27.0768,21.1474666667,"Prelp",3.779563,4.769144,4.539947,191,172,396,4.36288466666667,4.12976747465015
"PREP",1831,1.76879,1851,1.91927,1696,1.72247,1.80351,"Prep",1.77249,2.130678,2.111008,281,331,638,2.00472533333333,0.933033701582929
"PREPL",6551,25.1076,8216,33.7986,6276,25.2882,28.0648,"Prepl",105.045905,110.017035,99.176607,4250,4670,7858,104.746515666667,0.274853500531572
"PREX1",2305,1.97637,2045,1.88205,3578,3.22534,2.36125333333,"Prex1",25.771536,24.946336,20.946673,2061,1676,3381,23.8881816666667,0.135054194731783
"PREX2",357,0.218844,599,0.394124,383,0.246833,0.286600333333,"Prex2",12.318979,11.632648,10.623992,1343,1079,2247,11.5252063333333,0.102720889308543
"PRF1",21,0.677879,7,0.242533,55,1.86652,0.928977333333,"Prf1",0,0,0,0,0,0,0,1.928977333333
"PRG2",3,0.135391,1,0.0484404,8,0.379573,0.187801466667,"Prg2",0,0,0.059427,0,0,1,0.019809,1.16472934310935
"PRG4",264,2.52245,255,2.61517,668,6.71018,3.94926666667,"Prg4",1.642286,4.92339,2.403349,52,81,119,2.989675,1.24051875570567
"PRICKLE1",533,0.696971,605,0.849148,834,1.14655,0.897556333333,"Prickle1",14.857999,15.878165,14.342363,847,891,1566,15.0261756666667,0.118403565067603
"PRICKLE2",1074,0.531158,1091,0.579141,1080,0.561541,0.55728,"Prickle2",26.018501,28.121962,26.754077,2755,2920,5344,26.9648466666667,0.0556870566308606
"PRICKLE3",245,3.64981,304,4.86091,354,5.54428,4.685,"Prickle3",0.46901,0.403046,0.633591,12,12,36,0.501882333333333,3.78524993191877
"PRICKLE4",224,5.91931,302,8.56586,165,4.58401,6.35639333333,"Prickle4",2.169553,3.694387,2.012396,24,38,40,2.62544533333333,2.0291006088806
"PRIM1",123,1.0194,140,1.2454,156,1.35926,1.20802,"Prim1",2.97565,2.781722,2.442452,57,59,87,2.73327466666667,0.591443222679214
"PRIM2",279,0.14679,317,0.179016,346,0.191384,0.172396666667,"Prim2",2.79384,2.44524,2.646366,73,62,133,2.628482,0.323109406817231
"PRIMA1",7658,19.0609,7006,18.7171,6774,17.726,18.5013333333,"Prima1",4.123689,4.246893,4.38834,37,40,80,4.252974,3.71243667554798
"PRIMPOL",633,2.44132,738,3.05505,738,2.99237,2.82958,"Primpol",8.188791,5.237422,4.139828,58,53,99,5.855347,0.558626718676677
"PRKAA1",2135,9.56463,2612,12.5598,3417,16.0936,12.7393433333,"Prkaa1",5.477813,6.287357,5.933416,354,391,716,5.89952866666667,1.99134520589474
"PRKAA2",517,1.28987,693,1.85579,588,1.54231,1.56265666667,"Prkaa2",5.903182,6.234295,6.169313,670,681,1312,6.10226333333333,0.360822535915077
"PRKAB1",464,5.89059,521,7.09935,762,10.1703,7.72008,"Prkab1",4.834348,8.275973,7.453645,83,126,218,6.85465533333333,1.1101798398453
"PRKAB2",2030,20.329,2069,22.2393,2120,22.32,21.6294333333,"Prkab2",8.289725,11.786754,13.095271,561,554,1218,11.05725,1.87683205816418
"PRKACA",1925,12.7399,1824,12.9569,1929,13.4217,13.0395,"Prkaca",58.681165,62.321871,56.597975,1553,1627,2957,59.200337,0.233212980186473
"PRKACB",1476,1.60721,1847,2.15871,1664,1.90492,1.89028,"Prkacb",175.262912,176.409714,159.307638,6200,6657,10826,170.326754666667,0.0168699862763602
"PRKAG1",1036,10.9464,984,11.1596,1132,12.5747,11.5602333333,"Prkag1",26.832864,23.628676,24.738942,411,385,689,25.0668273333333,0.481847413675788
"PRKAG2",2462,1.3399,2718,1.58772,2452,1.40295,1.44352333333,"Prkag2",63.755489,41.237186,52.760458,757,690,1519,52.5843776666667,0.0456014129440948
"PRKAG3",2,0.0360056,0,0,2,0.0378537,0.0246197666667,"Prkag3",0.027152,0,0.140262,1,0,4,0.0558046666666667,0.970463381168392
"PRKAR1A",9929,43.8692,10546,50.0129,12040,55.9266,49.9362333333,"Prkar1a",185.475903,232.349887,213.400322,7285,7397,12816,210.408704,0.240937257404974
"PRKAR1B",3329,3.25895,3107,3.26472,2081,2.14178,2.88848333333,"Prkar1b",379.786208,477.368106,431.513969,7116,7842,13628,429.556094333333,0.00903130482765752
"PRKAR2A",2277,3.85164,2210,4.0125,2195,3.90351,3.92255,"Prkar2a",23.452016,29.181291,27.490274,803,743,1438,26.7078603333333,0.177658972608507
"PRKAR2B",2810,4.19193,2694,4.31366,1986,3.11476,3.87345,"Prkar2b",24.04592,26.072549,22.481802,1034,1104,1873,24.2000903333333,0.193390179778588
"PRKCA",4847,1.66643,5146,1.899,5448,1.9692,1.84487666667,"Prkca",27.089838,23.128904,22.437933,2776,2601,4723,24.2188916666667,0.112807362998837
"PRKCB",1633,0.741711,1089,0.530905,1373,0.655628,0.642748,"Prkcb",346.890311,383.877286,351.74514,6697,7005,12573,360.837579,0.00454001489988966
