"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"OSBPL1A",2439,1.80673,2659,2.11417,2481,1.93217,1.95102333333,"Osbpl1a",51.474046,56.631888,55.908612,4096,1038,1546,54.6715153333333,0.0530077781368217
"OSBPL2",1091,2.96455,1067,3.11199,1077,3.07672,3.05108666667,"Osbpl2",21.248891,24.14958,20.825623,2307,578,831,22.074698,0.17556401677153
"OSBPL3",5290,4.99288,3892,3.94284,4808,4.77088,4.56886666667,"Osbpl3",91.208056,79.973074,88.570892,17377,3864,6544,86.5840073333333,0.0635831453278407
"OSBPL5",943,2.06876,923,2.1734,1214,2.79998,2.34738,"Osbpl5",27.588629,32.212073,26.175137,1803,479,700,28.658613,0.112863673024763
"OSBPL6",956,0.801353,1060,0.953701,685,0.603663,0.786239,"Osbpl6",12.311031,10.378174,11.851006,3034,643,1175,11.5134036666667,0.142746054357553
"OSBPL7",557,6.72802,437,5.66571,389,4.93992,5.77788333333,"Osbpl7",5.613022,9.542991,10.535208,580,150,255,8.56374033333333,0.708706332156097
"OSBPL8",3118,2.61864,4963,4.47389,2681,2.3672,3.15324333333,"Osbpl8",16.61377,13.314513,14.203145,3894,903,1583,14.710476,0.264361393845101
"OSBPL9",5017,3.96144,5533,4.68933,5653,4.69274,4.44783666667,"Osbpl9",85.958696,89.535213,92.493869,5155,1252,2056,89.3292593333333,0.0603108749797934
"OSCAR",86,1.87216,86,2.00948,116,2.65486,2.17883333333,"Oscar",0.351749,0.29514,0.803273,25,5,15,0.483387333333333,2.14295569464437
"OSCP1",225,1.13523,259,1.40262,221,1.17228,1.23671,"Oscp1",15.891711,23.042847,13.856618,876,197,310,17.5970586666667,0.12027224520236
"OSER1",906,10.6706,926,11.7061,988,12.2337,11.5368,"Oser1",12.723321,16.252202,12.681706,726,172,259,13.885743,0.842201830301652
"OSGEP",592,11.9026,786,16.9623,906,19.1508,16.0052333333,"Osgep",24.286988,25.241859,21.02142,595,134,212,23.5167556666667,0.693616788636539
"OSGEPL1",372,3.9225,433,4.9006,455,5.04394,4.62234666667,"Osgepl1",8.163976,7.416216,9.152949,435,86,188,8.24438033333333,0.608190756323274
"OSGIN1",229,1.14231,211,1.12972,179,0.93873,1.07025333333,"Osgin1",0.838645,3.426886,1.268997,47,12,22,1.84484266666667,0.727721556480921
"OSGIN2",1367,9.17103,1528,11.0031,1732,12.2162,10.7967766667,"Osgin2",6.984317,8.466957,7.729731,543,114,214,7.72700166666667,1.35175597728582
"OSM",116,5.03731,57,2.65678,124,5.66109,4.45172666667,"Osm",0,0,0.027608,0,0,1,0.00920266666666667,5.4020137349386
"OSMR",3802,6.65944,4962,9.32874,6958,12.8129,9.60036,"Osmr",12.359092,11.344974,11.919615,2320,467,937,11.8745603333333,0.823357048749445
"OSR1",9,0.22024,4,0.105064,12,0.308726,0.211343333333,"Osr1",0.074927,0.051554,0.157792,6,1,5,0.0947576666666667,1.10649449665086
"OSR2",250,5.67057,481,11.7104,569,13.5687,10.3165566667,"Osr2",0.48976,0.599962,0.322676,29,3,5,0.470799333333333,7.69415406318741
"OST4",842,124.342,993,157.397,893,138.642,140.127,"Ost4",67.022915,47.077544,63.300859,1071,185,396,59.1337726666667,2.34688418407231
"OSTC",984,9.97354,808,8.79034,1120,11.9347,10.23286,"Ostc",40.416422,34.08779,40.656731,1461,304,570,38.386981,0.28519220602361
"OSTF1",1270,3.77634,1540,4.91506,1468,4.58915,4.42685,"Ostf1",115.999531,99.014259,129.27944,5103,1177,2073,114.76441,0.0468783972552531
"OSTM1",1099,1.54279,1424,2.14566,1424,2.10164,1.93003,"Ostm1",19.830706,19.368086,19.912066,2356,572,950,19.7036193333333,0.141522598190481
"OSTN",12,0.031584,18,0.0508509,25,0.0691774,0.0505374333333,"Ostn",0.039011,0,0.049634,2,0,1,0.0295483333333333,1.0203867067921
"OTC",34,0.0862574,28,0.0762458,21,0.0560112,0.0728381333333,"Otc",0.008376,0,0,1,0,0,0.002792,1.06985110903687
"OTOA",34,0.0606315,29,0.0555083,33,0.0618688,0.0593362,"Otoa",3.561375,2.670092,3.209829,399,72,138,3.14709866666667,0.255440317471749
"OTOF",933,1.60592,639,1.18055,202,0.365537,1.050669,"Otof",0.095571,0.068049,0.107149,29,5,13,0.0902563333333333,1.88090537729812
"OTOG",2,0.00350176,2,0.0037586,3,0.00552224,0.00426086666667,"Otog",0.044226,0.0272,0.019198,10,1,3,0.030208,0.974813694580774
"OTOGL",52,0.0322892,65,0.043322,99,0.0646291,0.0467467666667,"Otogl",0.053583,0.054234,0.020488,20,5,3,0.0427683333333333,1.00381526098002
"OTOL1",1,0.0244848,1,0.0262807,0,0,0.0169218333333,"Otol1",0.035475,0,0,3,0,0,0.011825,1.00503726764342
"OTOP1",51,0.233929,80,0.393862,53,0.255581,0.294457333333,"Otop1",1.054162,1.386016,0.708957,127,41,35,1.04971166666667,0.63153142677775
"OTOP2",1,0.0181261,4,0.0778223,0,0,0.0319828,"Otop2",0.160651,0,0,2,0,0,0.0535503333333333,0.979528711015547
"OTOP3",1,0.0123106,1,0.0132135,1,0.0129424,0.0128221666667,"Otop3",0.072115,0.042588,0.105828,7,1,4,0.0735103333333333,0.943467552400551
"OTOR",0,0,0,0,2,0.0169238,0.00564126666667,"Otor",0.032696,0,0,1,0,0,0.0108986666666667,0.994799280903859
"OTOS",10,0.315512,11,0.37252,5,0.165853,0.284628333333,"Otos",0.14438,0.397665,0.248171,4,2,3,0.263405333333333,1.01679825107566
"OTP",3,0.047745,0,0,1,0.0167319,0.0214923,"Otp",0.030039,0,0.025713,3,0,1,0.018584,1.00285523825232
"OTUB1",1609,17.6133,1649,19.3752,1234,14.2016,17.0633666667,"Otub1",102.618348,105.355412,103.929201,4381,982,1603,103.967653666667,0.172085076075547
"OTUB2",92,0.711448,93,0.771931,55,0.447153,0.643510666667,"Otub2",7.313567,5.223903,7.146018,500,95,175,6.56116266666667,0.21736216229184
"OTUD1",791,47.1145,521,33.3086,524,32.8132,37.7454333333,"Otud1",3.001153,3.173379,2.909795,257,66,113,3.028109,9.618764867907
"OTUD3",720,4.11716,445,2.73128,485,2.91571,3.25471666667,"Otud3",4.727498,4.146301,4.948592,285,60,122,4.60746366666667,0.7587595603984
"OTUD4",2634,6.59705,3061,8.22882,3188,8.39441,7.74009333333,"Otud4",13.2224,9.737022,15.495402,2656,685,1193,12.8182746666667,0.632502504412755
"OTUD5",1488,7.1496,1378,7.10671,1361,6.87503,7.04378,"Otud5",26.898143,24.861034,28.814564,2167,511,799,26.8579136666667,0.28874308737717
"OTUD6B",308,3.18386,444,4.92637,423,4.59708,4.23577,"Otud6b",25.968657,23.991254,26.682797,3035,704,1237,25.5475693333333,0.197222198923723
"OTUD7A",736,0.325192,656,0.311105,596,0.276852,0.304383,"Otud7a",11.34479,12.106162,14.519936,990,235,475,12.6569626666667,0.0955104756333326
"OTUD7B",1947,4.66487,2288,5.88397,2408,6.06552,5.53812,"Otud7b",9.356922,8.906243,10.510392,2767,653,1228,9.59118566666667,0.617317097988116
"OTULIN",693,3.44066,751,4.00211,828,4.32192,3.92156333333,"Otulin",9.55096,7.093874,9.140177,396,83,146,8.59500366666667,0.512929802249858
"OTULINL",293,1.48847,382,2.08293,841,4.49164,2.68768,"Otulinl",7.443707,7.491922,8.567223,227,49,109,7.834284,0.417428282812733
"OVCA2",384,47.7809,413,55.1587,387,50.6259,51.1885,"Ovca2",9.772437,7.298074,9.42807,850,186,296,8.83286033333333,5.30756038739626
"OVCH2",7,0.0720027,7,0.0772839,7,0.0756984,0.074995,"Ovch2",0,0,0,0,0,0,0,1.074995
"OVGP1",45,0.585933,87,1.21589,82,1.1225,0.974774333333,"Ovgp1",1.295185,1.315024,1.522802,59,19,24,1.37767033333333,0.830550100090831
"OVOL1",4,0.0688334,5,0.0923527,3,0.0542748,0.0718203,"Ovol1",0.008098,0,0,1,0,0,0.00269933333333333,1.06893488842451
"OVOL2",495,0.846062,541,0.99251,743,1.33513,1.05790066667,"Ovol2",0.37108,0.29281,0.425868,21,4,10,0.363252666666667,1.50955190991985
"OVOL3",1,0.0682152,6,0.439312,1,0.0717165,0.193081233333,"Ovol3",0.090396,0,0.115383,2,0,1,0.068593,1.11649733184945
"OXA1L",1100,29.4692,1108,31.8608,1287,36.2488,32.5262666667,"Oxa1l",20.110252,21.828655,23.678195,980,244,424,21.8723673333333,1.46579784147835
"OXCT1",2552,3.17632,3241,4.32976,2664,3.48591,3.66399666667,"Oxct1",136.9802,149.457456,136.91827,8798,2073,3384,141.118642,0.0328176275894193
"OXCT2",78,7.4625,46,4.72376,80,8.0467,6.74432,"Oxct2b",0.029455,0,0,2,0,0,0.00981833333333333,7.66902297607986
"OXCT2",78,7.4625,46,4.72376,80,8.0467,6.74432,"Oxct2a",0,0,0.035818,0,0,1,0.0119393333333333,7.65294889219314
"OXGR1",0,0,0,0,5,0.101901,0.033967,"Oxgr1",0.006491,0,0,1,0,0,0.00216366666666667,1.03173467008549
"OXLD1",174,18.9985,184,21.564,188,21.5808,20.7144333333,"Oxld1",6.60412,2.955191,8.707753,111,12,41,6.08902133333333,3.06310734758216
"OXNAD1",1045,2.14424,942,2.07467,1487,3.20779,2.47556666667,"Oxnad1",18.31417,10.80964,15.125381,334,62,130,14.7497303333333,0.220674677795224
"OXR1",5201,2.3107,6619,3.15638,5239,2.44705,2.63804333333,"Oxr1",150.568984,143.609511,149.950804,10363,2556,4295,148.043099666667,0.0244093375772944
"OXSM",192,2.88709,192,3.09885,194,3.0669,3.01761333333,"Oxsm",4.311704,4.033539,4.130295,501,127,201,4.15851266666667,0.778831727852692
"OXSR1",1509,2.91629,1445,2.99743,1462,2.97048,2.9614,"Oxsr1",16.699823,13.53649,15.782998,2587,589,1097,15.3397703333333,0.242439148114505
"OXTR",46,0.418093,33,0.321936,51,0.48733,0.409119666667,"Oxtr",0.393273,0.397413,0.197852,62,16,13,0.329512666666667,1.05987682704816
"P2RX1",24,0.210851,31,0.292326,39,0.36022,0.287799,"P2rx1",0.042484,0.104075,0.025288,3,1,1,0.0572823333333333,1.21802754042046
"P2RX2",3,0.145059,2,0.103799,0,0,0.0829526666667,"P2rx2",3.344817,3.105289,3.119056,220,49,75,3.18972066666667,0.258478488860284
"P2RX3",2724,13.978,2198,12.1061,1242,6.70034,10.9281466667,"P2rx3",135.940878,118.407477,125.494592,9309,2003,3381,126.614315666667,0.0934702866554311
"P2RX4",318,2.2909,262,2.02591,467,3.53699,2.61793333333,"P2rx4",27.870689,23.930322,23.741403,1112,249,416,25.1808046666667,0.138190303139779
"P2RX5",340,2.47058,456,3.55652,294,2.24598,2.75769333333,"P2rx5",3.418775,4.406272,3.222773,325,93,122,3.68260666666667,0.802478961147708
"P2RX5-TAX1BP3",2401,12.66,2556,14.4659,2254,12.495,13.2069666667,"P2rx5",3.418775,4.406272,3.222773,325,93,122,3.68260666666667,3.03398676806081
"P2RX6",448,4.11424,463,4.56387,306,2.95441,3.87750666667,"P2rx6",8.454618,8.823,8.179155,790,205,296,8.485591,0.514201662992849
"P2RX7",537,1.69909,766,2.60142,705,2.34514,2.21521666667,"P2rx7",8.07762,5.109595,13.772699,655,137,279,8.986638,0.321951858740649
"P2RY1",356,9.8578,446,13.2558,428,12.4598,11.8578,"P2ry1",26.306495,27.092864,24.304396,3512,887,1313,25.9012516666667,0.477962890326479
"P2RY10",4,0.0379863,8,0.0815451,9,0.0898562,0.0697958666667,"P2ry10",0.029136,0,0,3,0,0,0.009712,1.05950594492954
"P2RY12",764,2.81387,1042,4.11925,842,3.26032,3.39781333333,"P2ry12",2.666562,1.978759,3.563922,203,40,97,2.73641433333333,1.17701436216433
"P2RY13",131,7.06781,195,11.2925,389,22.0649,13.47507,"P2ry13",0.089396,0.121511,0.075927,9,3,3,0.0956113333333333,13.2118658867469
"P2RY14",554,1.45701,538,1.51871,881,2.43594,1.80388666667,"P2ry14",0.836298,1.186147,1.17777,64,20,33,1.06673833333333,1.35667230894574
"P2RY2",119,1.15144,61,0.633524,45,0.457766,0.747576666667,"P2ry2",6.637421,7.502717,5.339886,508,145,186,6.49334133333333,0.233217277704018
"P2RY6",84,0.43018,61,0.335306,105,0.565325,0.443603666667,"P2ry6",0.206587,0.692731,0.396907,16,13,12,0.432075,1.00805032324913
"P3H1",518,4.36116,496,4.48223,554,4.90366,4.58235,"P3h1",6.193082,9.252986,5.988468,264,73,135,7.14484533333333,0.685384408363637
"P3H2",244,0.257236,285,0.322498,252,0.279306,0.286346666667,"P3h2",4.620561,1.34102,4.636983,186,29,61,3.53285466666667,0.283782905312723
"P3H3",158,2.41259,175,2.86817,207,3.32304,2.86793333333,"P3h3",4.433956,5.898249,6.625302,303,84,136,5.65250233333333,0.581425325316935
"P3H4",245,4.01588,192,3.37798,187,3.22251,3.53879,"P3h4",14.710302,16.625306,10.393992,217,43,75,13.9098666666667,0.304415197095436
"P4HA1",1035,2.01446,947,1.97837,878,1.79659,1.92980666667,"P4ha1",13.59712,9.86745,10.568332,1626,307,512,11.3443006666667,0.237340838155487
"P4HA2",1812,3.05915,1993,3.61152,1694,3.00673,3.2258,"P4ha2",10.822351,6.433544,19.858919,562,99,183,12.3716046666667,0.31602788934781
"P4HA3",1556,3.58428,1403,3.46889,1327,3.21367,3.42228,"P4ha3",7.765501,7.825293,8.599088,563,121,251,8.063294,0.487932974479257
"P4HB",3728,37.2926,3307,35.5076,4824,50.7332,41.1778,"P4hb",93.697332,96.57396,94.169119,5175,1265,1999,94.8134703333333,0.440207413981189
"P4HTM",1185,11.9906,1214,13.1851,1009,10.7338,11.9698333333,"P4htm",82.363912,89.144659,80.123335,1765,391,639,83.877302,0.152806852099281
"PABPC1L",2228,7.94768,2086,7.98693,1690,6.33797,7.42419333333,"Pabpc1l",0.734351,1.63401,0.678709,18,5,9,1.01569,4.1793099798729
"PABPC4",1862,20.3624,1831,21.4921,2157,24.7992,22.2179,"Pabpc4",18.013462,9.34871,11.002277,1004,274,418,12.7881496666667,1.68390252218759
"PABPC4L",17,0.544234,28,0.962133,37,1.24531,0.917225666667,"Pabpc4l",0.195009,0.076527,0.259454,17,4,13,0.176996666666667,1.62891342088225
"PABPC5",80,3.50274,108,5.07554,102,4.69522,4.4245,"Pabpc5",0.398011,0.359236,0.642983,35,8,21,0.466743333333333,3.69832940550835
"PABPN1L",1,0.0524937,0,0,0,0,0.0174979,"Pabpn1l",0,0,0,0,0,0,0,1.0174979
"PACC1",320,1.09677,282,1.03743,270,0.972903,1.035701,"Pacc1",7.673347,7.40175,7.345931,691,162,258,7.473676,0.240238238988604
"PACRG",507,0.150541,501,0.159671,320,0.0998929,0.136701633333,"Pacrg",5.692923,3.493694,5.05556,243,44,78,4.74739233333333,0.19777693385232
"PACS1",1201,1.20256,1233,1.32515,1353,1.42429,1.31733333333,"Pacs1",7.401812,6.381161,6.228234,1032,221,411,6.67040233333333,0.302113661399422
"PACS2",4592,8.22071,4100,7.87829,3406,6.41048,7.50316,"Pacs2",41.254315,37.381831,39.421174,8646,1792,3153,39.35244,0.210722325589233
"PACSIN1",523,1.32093,594,1.6103,322,0.855014,1.26208133333,"Pacsin1",92.606812,96.885045,93.736759,12042,2768,4558,94.4095386666667,0.0237091737885146
"PACSIN2",2866,2.78565,3325,3.46883,2996,3.06147,3.10531666667,"Pacsin2",64.53305,75.013791,69.882414,4332,1057,1652,69.8097516666667,0.0579767132357076
"PACSIN3",373,7.3036,519,10.9078,341,7.01974,8.41038,"Pacsin3",7.186698,8.122562,6.359071,281,87,123,7.222777,1.14442845768528
"PADI1",3,0.0128204,6,0.0275215,4,0.0179712,0.0194377,"Padi1",0.031106,0.025722,0.03196,5,1,2,0.029596,0.990133702928139
"PADI2",975,3.23265,1505,5.35588,1507,5.25298,4.61383666667,"Padi2",3.255638,1.917689,1.790353,221,48,98,2.32122666666667,1.69029013376684
"PADI3",3,0.0149162,3,0.0160103,1,0.00522729,0.0120512633333,"Padi3",0.014296,0.05904,0.036592,2,2,2,0.0366426666666667,0.976277839872788
"PADI4",9,0.0281722,4,0.0134394,8,0.0263273,0.0226463,"Padi4",0.142906,0.380108,0.237542,3,3,8,0.253518666666667,0.815820559513008
"PADI6",1,0.0059212,1,0.00635551,4,0.0249005,0.0123924033333,"Padi6",0.021061,0,0.027069,2,0,1,0.0160433333333333,0.996406718217366
"PAF1",792,25.0383,899,30.5056,829,27.5532,27.6990333333,"Paf1",33.74582,36.643961,33.963191,913,252,401,34.784324,0.802000153287792
"PAFAH1B1",16973,32.0885,16965,34.4259,15727,31.259,32.5911333333,"Pafah1b1",295.15727,266.339839,324.344007,47744,11829,19476,295.280372,0.113376168345367
"PAFAH1B2",4305,23.0621,4371,25.1332,3826,21.5481,23.2478,"Pafah1b2",92.404935,79.001531,122.116382,12308,2833,4703,97.8409493333333,0.245321399314228
"PAFAH1B3",404,10.8349,541,15.5733,314,8.85341,11.75387,"Pafah1b3",31.642177,21.810712,22.175707,646,106,194,25.209532,0.486611893718667
"PAFAH2",552,2.51451,504,2.46425,511,2.44722,2.47532666667,"Pafah2",8.327495,7.486523,9.069388,763,217,319,8.29446866666667,0.373913430805763
"PAG1",2053,2.4862,2721,3.53685,2265,2.88373,2.96892666667,"Pag1",4.227453,3.777379,4.380211,1424,325,572,4.12834766666667,0.773919188916794
"PAGR1",487,13.4235,582,17.2188,396,11.4755,14.0392666667,"Pagr1a",64.452016,117.605144,108.270258,1128,257,595,96.775806,0.1538137836133
"PAH",7,0.0100631,9,0.0138873,17,0.0256935,0.0165479666667,"Pah",0.060412,0,0.153367,1,0,1,0.0712596666666667,0.948927695401613
"PAICS",1552,9.40161,1826,11.8728,1798,11.4509,10.9084366667,"Paics",79.350466,83.140261,86.409701,4034,943,1543,82.9668093333333,0.141823141325111
"PAIP1",1459,8.09367,1826,10.8726,1663,9.69886,9.55504333333,"Paip1",62.647787,60.438123,56.267953,2311,594,859,59.784621,0.173646609285102
"PAIP2",3306,20.5287,3663,24.4139,3443,22.4768,22.4731333333,"Paip2",160.436167,155.729112,159.561364,6221,1387,2465,158.575547666667,0.147097307053161
"PAIP2B",541,2.13028,599,2.53167,504,2.08645,2.24946666667,"Paip2b",38.513763,38.90851,50.117467,4502,1068,1873,42.5132466666667,0.0746776422261144
"PAK1",2303,2.63084,2076,2.54547,2477,2.97485,2.71705333333,"Pak1",41.880336,45.806517,47.737117,3826,876,1568,45.1413233333333,0.0805580131821823
"PAK1IP1",391,4.61193,362,4.58306,416,5.15867,4.78455333333,"Pak1ip1",60.119078,46.773519,63.640832,2649,618,1063,56.8444763333333,0.100001827313572
"PAK2",2765,5.20571,3215,6.4969,3679,7.28203,6.32821333333,"Pak2",8.581763,8.996454,8.482112,1883,459,721,8.68677633333333,0.756517243834025
"PAK3",1184,0.730698,1297,0.859145,1714,1.11208,0.900641,"Pak3",10.261264,9.97719,13.404999,2945,707,1171,11.2144843333333,0.155605504754151
"PAK4",393,1.20351,438,1.4397,343,1.10431,1.24917333333,"Map3k5",14.511961,16.091955,18.704412,1483,365,562,16.4361093333333,0.128995138211835
"PAK5",52,0.0301152,74,0.0459997,49,0.0298344,0.0353164333333,"Pak5",0.56624,0.622618,0.509427,104,31,36,0.566095,0.661081501015775
"PAK6",41,0.119258,25,0.0780523,70,0.214063,0.137124433333,"Pak6",0.05763,0.052482,0.064416,9,2,4,0.058176,1.07460803621798
"PALB2",232,1.06236,243,1.19435,304,1.46351,1.24007333333,"Palb2",0.479182,0.645912,0.356055,54,11,16,0.493716333333333,1.49966448337022
"PALD1",975,1.89924,1283,2.68252,1966,4.02622,2.86932666667,"Pald1",3.270366,3.065905,3.923195,449,110,189,3.419822,0.875448528621741
"PALLD",168,0.0680321,219,0.0951895,189,0.0804645,0.0812287,"Palld",5.416699,4.180493,4.928725,640,151,257,4.84197233333333,0.185079394133842
"PALM",1953,8.66067,1671,7.95365,1147,5.3475,7.32060666667,"Palm",108.808013,107.625697,110.19505,5317,1189,1979,108.876253333333,0.0757270694462765
"PALM2AKAP2",2945,0.967584,2838,1.00082,2994,1.03417,1.000858,"Pakap",14.9771,14.189989,14.708105,3146,875,1209,14.6250646666667,0.128054382025598
"PALM2AKAP2",2945,0.967584,2838,1.00082,2994,1.03417,1.000858,"Pakap",14.9771,14.189989,14.708105,3146,875,1209,14.6250646666667,0.128054382025598
"PALM3",709,14.2141,776,16.6984,506,10.665,13.8591666667,"Palm3",17.726515,20.425957,29.994103,1714,498,725,22.715525,0.626558622113573
"PALMD",746,2.69106,1056,4.08874,1290,4.8923,3.8907,"Palmd",43.161716,47.783986,40.930301,2640,587,1113,43.9586676666667,0.108782138213274
"PAM",3760,2.3703,4712,3.18831,4903,3.24949,2.93603333333,"Pam",124.038878,142.387029,123.638383,7431,1868,2869,130.02143,0.0300411416157647
"PAM16",825,5.99055,802,6.25069,916,6.99273,6.41132333333,"Gm9803",15.019153,10.474418,3.441286,214,36,19,9.64495233333333,0.696228888702711
"PAM16",825,5.99055,802,6.25069,916,6.99273,6.41132333333,"Pam16",45.133596,32.070498,56.115981,298,62,158,44.440025,0.163101216016717
"PAMR1",77,0.136597,102,0.194219,176,0.328248,0.219688,"Pamr1",0.358186,0.567344,0.486798,40,7,22,0.470776,0.829281957279695
"PAN3",1228,1.36792,1600,1.91303,2076,2.43123,1.90406,"Pan3",33.106657,14.791104,34.581389,1027,220,499,27.49305,0.101921696694457
"PANK1",579,1.53082,549,1.55797,359,0.997883,1.36222433333,"Pank1",4.905866,3.775298,4.343435,715,150,253,4.341533,0.442237150520272
"PANK2",1715,7.2997,1900,8.6803,2065,9.24058,8.40686,"Pank2",26.461899,25.801135,29.095619,1337,306,544,27.119551,0.334530946102233
"PANK3",2525,14.2876,3087,18.7489,2637,15.6872,16.2412333333,"Pank3",19.521892,18.928414,20.61825,5786,1409,2423,19.6895186666667,0.833331775914039
"PANK4",388,3.75011,381,3.95255,281,2.85533,3.51933,"Pank4",9.7576,9.136519,9.538769,839,195,310,9.47762933333333,0.431331349508833
"PANX1",878,2.8871,769,2.71415,1007,3.48125,3.0275,"Panx1",83.289874,65.833529,81.166286,2362,461,819,76.7632296666667,0.0517918303710371
"PANX2",483,8.82171,466,9.13549,332,6.37502,8.11074,"Panx2",38.589065,34.394713,33.126509,2554,545,950,35.3700956666667,0.250500853324673
"PANX3",2,0.0391307,2,0.0420009,2,0.0411392,0.0407569333333,"Panx3",0.088961,0,0.100858,9,0,4,0.063273,0.978823814141147
"PAOX",135,1.89676,134,2.02081,139,2.05321,1.99026,"Paox",2.486175,2.752833,3.603493,255,73,137,2.94750033333333,0.75750721912542
"PAPLN",2558,12.031,2689,13.5748,4025,19.9024,15.1694,"Papln",1.881711,2.099888,1.855112,346,94,135,1.94557033333333,5.4893953191408
"PAPOLA",3810,10.1342,4044,11.5456,4120,11.5212,11.067,"Papola",108.599092,75.384261,114.206573,3414,702,1277,99.396642,0.120193263037622
"PAPOLB",7,0.284858,0,0,3,0.128348,0.137735333333,"Papolb",0.11604,0.116622,0.102211,20,5,7,0.111624333333333,1.02348905040732
"PAPOLG",495,1.88672,523,2.13966,659,2.64074,2.22237333333,"Papolg",5.015718,4.743295,4.612349,692,167,256,4.790454,0.556497527366593
"PAPPA",2716,1.90915,863,0.65112,1242,0.917846,1.159372,"Pappa",1.184084,1.001097,1.401577,548,114,256,1.195586,0.983505997943146
"PAPPA2",117,0.053447,116,0.0568769,143,0.0686771,0.059667,"Pappa2",0.931494,0.739484,1.57708,162,41,97,1.082686,0.508798253793419
"PAPSS1",2178,2.9278,2879,4.154,2452,3.46532,3.51570666667,"Papss1",24.218809,26.493344,26.895783,2524,618,965,25.869312,0.16806186428108
"PAPSS2",284,0.563206,231,0.491702,569,1.18631,0.747072666667,"Papss2",0.306741,0.377346,0.504213,46,12,27,0.3961,1.25139507676169
"PAQR3",1511,5.04608,1757,6.29798,2647,9.29354,6.8792,"Paqr3",9.256397,5.515729,8.141872,429,91,163,7.63799933333333,0.912155661970801
"PAQR4",365,15.1282,245,10.8993,288,12.5494,12.8589666667,"Paqr4",61.348472,40.29568,52.496651,3556,725,1443,51.3802676666667,0.264583731318339
"PAQR5",129,0.207003,152,0.2618,245,0.413324,0.294042333333,"Paqr5",23.888507,21.772341,23.961593,2147,487,825,23.2074803333333,0.0534563000987395
"PAQR6",826,30.0753,967,37.7918,732,28.0207,31.9626,"Paqr6",14.670133,16.87092,18.285291,704,197,325,16.6087813333333,1.87194101488454
"PAQR7",395,6.87038,370,6.90758,367,6.71101,6.82965666667,"Paqr7",20.235585,19.929998,18.897824,2228,518,796,19.6878023333333,0.378467298774139
"PAQR8",3117,11.7466,4321,17.4783,2692,10.6657,13.2968666667,"Paqr8",13.950259,12.684893,15.626087,2934,663,1282,14.0870796666667,0.947623196972138
"PAQR9",543,6.53722,687,8.87749,445,5.63237,7.01569333333,"Paqr9",11.143366,10.985283,11.923276,3863,937,1654,11.3506416666667,0.649010274094801
"PARD3",2209,0.546796,2855,0.758536,2221,0.577985,0.627772333333,"Pard3",15.511755,13.515399,13.309967,693,151,247,14.1123736666667,0.107711228509614
"PARD3B",1414,0.229857,2160,0.376879,1960,0.334967,0.313901,"Pard3b",0.596933,0.809215,0.940474,199,68,126,0.782207333333333,0.737232405806881
"PARD6A",147,14.0102,188,19.2321,72,7.21438,13.48556,"Pard6a",10.84474,13.550506,17.84492,394,90,168,14.0800553333333,0.960577377191764
"PARD6B",66,0.457255,70,0.520539,80,0.582697,0.520163666667,"Pard6b",1.42859,0.994961,1.414163,195,33,77,1.279238,0.666961355798297
"PARD6G",314,0.607595,297,0.616853,314,0.638782,0.621076666667,"Pard6g",2.379575,2.376627,2.994569,306,75,151,2.58359033333333,0.452361044617265
"PARG",1053,1.21085,1322,1.63167,1374,1.66106,1.50119333333,"Parg",34.101506,39.282732,41.865304,1700,426,696,38.416514,0.0634554677597821
"PARK7",2672,14.9542,2777,16.6818,2503,14.7274,15.4544666667,"Park7",143.878612,134.364225,141.734727,3331,756,1281,139.992521333333,0.116704535184519
"PARL",633,1.98668,668,2.2503,907,2.99274,2.40990666667,"Parl",61.498826,60.117201,79.482862,926,194,388,67.032963,0.0501213899307899
"PARM1",855,1.27642,815,1.30594,1238,1.94306,1.50847333333,"Parm1",128.085643,115.517304,126.071032,27391,6034,10603,123.224659666667,0.0201930384841545
"PARN",778,0.689827,956,0.909827,904,0.842688,0.814114,"Parn",8.54682,9.605976,10.507016,943,244,383,9.55327066666667,0.171900641734701
"PARP1",4296,15.8325,4605,18.2161,3992,15.4673,16.5053,"Parp1",45.132554,47.292702,44.935694,4812,1179,1812,45.7869833333333,0.3741489352986
"PARP10",5504,26.9945,5460,28.7428,4890,25.2141,26.9838,"Parp10",4.395814,4.553563,4.020786,284,69,93,4.32338766666667,5.25676538179354
"PARP11",732,1.5519,826,1.87963,921,2.05282,1.82811666667,"Parp11",10.804095,17.050055,11.247761,969,209,363,13.0339703333333,0.201519356211883
"PARP12",931,4.06836,1048,4.91554,1475,6.77641,5.25343666667,"Parp12",5.700377,6.367318,5.33554,563,151,192,5.80107833333333,0.919477229959367
"PARP14",1670,5.83472,1509,5.65891,4327,15.8938,9.12914333333,"Parp14",2.15644,2.462951,2.401612,686,190,293,2.34033433333333,3.03237410466697
"PARP16",233,0.615258,276,0.78226,237,0.657943,0.685153666667,"Parp16",1.545886,1.546931,2.254699,142,37,87,1.78250533333333,0.605624595388736
