"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"PEA15",177.127261,124.411153,185.95903,162.499148,3945,3626,5630,"Pea15a",9.932207,9.459682,9.736129,717,650,530,9.70933933333333,15.2669686626794
"PEAK1",4.320469,3.125658,3.096439,3.51418866666667,477,427,572,"Peak1",2.489419,2.359338,3.101901,558,540,544,2.65021933333333,1.2366897039429
"PEAR1",0.237597,0.056851,0.352942,0.215796666666667,2,3,7,"Pear1",3.675739,2.679642,2.381076,231,199,152,2.91215233333333,0.310774367426217
"PEBP1",269.100344,342.929617,297.648894,303.226285,4858,8069,7763,"Pbp2",0,0,0,0,0,0,0,304.226285
"PEBP4",0,0.064017,0.347681,0.137232666666667,0,1,5,"Pebp4",0,0,0,0,0,0,0,1.13723266666667
"PECAM1",0.088748,0.057049,0.02787,0.057889,10,9,5,"Pecam1",15.758397,16.708038,20.119547,1424,1263,1138,17.5286606666667,0.0570947365830471
"PECR",7.234407,7.110991,5.657067,6.66748833333333,77,113,99,"Pecr",1.745696,2.052699,2.919846,58,62,61,2.23941366666667,2.36693708254405
"PEDS1",12.593921,12.176566,11.981764,12.2507503333333,662,890,839,"Tmem189",4.787682,4.328369,5.499167,287,238,233,4.87173933333333,2.2566993493921
"PEF1",29.719292,28.501879,23.452117,27.2244293333333,580,708,694,"Pef1",4.422494,4.167153,4.55418,214,189,157,4.38127566666667,5.2449328154966
"PEG10",287.867714,261.847726,232.322428,260.679289333333,12501,14412,13043,"Peg10",0.040763,0.08813,0.069148,9,18,11,0.0660136666666667,245.474610237955
"PEG3",0,0,0,0,0,0,0,"Peg3",0.547214,0.366018,0.328921,94,91,62,0.414051,0.707188071717357
"PELI1",5.449133,6.650217,6.327608,6.14231933333333,278,507,480,"Peli1",1.258062,1.074362,1.356196,135,108,104,1.22954,3.20349459230753
"PELI2",3.917575,5.356363,3.9536,4.40917933333333,337,697,541,"Peli2",1.230569,2.077132,1.721998,203,173,131,1.67656633333333,2.02093976374457
"PELI3",8.213006,10.994168,13.351859,10.853011,221,351,309,"Peli3",0.184947,0.609923,0.288594,25,21,29,0.361154666666667,8.70805595445436
"PELO",10.267469,6.906414,7.453588,8.209157,341,374,395,"Pelo",1.577886,2.138487,1.729692,80,105,62,1.815355,3.27104645772913
"PELP1",35.662166,28.740556,23.683741,29.3621543333333,1080,1622,1263,"Pelp1",1.269171,1.299585,1.904178,150,146,151,1.490978,12.1888488510671
"PEMT",50.357915,42.275591,45.814393,46.1492996666667,240,290,319,"Pemt",0.916311,0.885366,0.762739,6,8,5,0.854805333333333,25.4200798430599
"PENK",615.377439,66.927815,151.245215,277.850156333333,6835,1051,2378,"Penk",1.196991,0.838401,1.66796,43,27,37,1.23445066666667,124.795843780843
"PEPD",36.76618,43.633559,33.143909,37.8478826666667,492,764,693,"Pepd",4.648457,6.744817,7.874869,189,200,153,6.42271433333333,5.2336491641894
"PER1",23.265335,26.93875,18.34118,22.8484216666667,439,685,582,"Per1",4.409132,8.00176,9.917075,624,660,487,7.44265566666667,2.82475356194202
"PER2",1.252595,1.532837,1.375156,1.38686266666667,133,222,176,"Per2",14.894398,23.858038,13.027562,308,395,207,17.2599993333333,0.130715375345578
"PER3",2.071415,2.796996,2.364411,2.41094066666667,148,111,167,"Per3",3.21212,2.544931,2.87003,499,438,360,2.87569366666667,0.880085207972663
"PERCC1",0.116984,0.164602,0,0.093862,3,6,0,"Percc1",0.081342,0,0,2,0,0,0.027114,1.06498597039861
"PERM1",0.46417,0.045016,0.040251,0.183145666666667,2,1,1,"Perm1",28.05157,26.846396,28.998867,3697,3314,2745,27.965611,0.040846563418485
"PERP",10.44357,6.726811,6.493944,7.88810833333333,700,612,617,"Perp",20.323179,20.058148,24.28324,1222,1171,1021,21.5548556666667,0.394066291741732
"PES1",22.278927,24.133408,20.25693,22.2230883333333,448,640,625,"Pes1",4.234087,4.125027,6.320803,270,252,214,4.89330566666667,3.94058778669606
"PET100",281.131402,313.399038,320.044658,304.858366,198,256,283,"Pet100",13.446385,16.934901,12.224733,67,71,42,14.2020063333333,20.1196052214073
"PET117",4.34645,4.331312,4.3546,4.34412066666667,68,92,98,"Pet117",0.134351,1.08522,0,2,16,0,0.406523666666667,3.79952416963715
"PEX1",18.171476,13.275487,12.919058,14.7886736666667,391,560,502,"Pex1",2.612439,2.642629,3.230243,122,92,113,2.828437,4.1240521044663
"PEX10",4.539873,5.382767,4.566169,4.829603,107,190,198,"Pex10",2.918558,2.816355,2.188597,124,121,84,2.64117,1.60102467064158
"PEX11A",6.326309,5.0944,4.739912,5.38687366666667,142,192,197,"Pex11a",3.452889,4.979671,4.94049,201,187,140,4.45768333333333,1.1702536179881
"PEX11B",21.64159,21.909771,22.309656,21.9536723333333,418,601,607,"Pex11b",7.027116,7.389307,8.293558,192,207,168,7.56999366666667,2.67837681404743
"PEX11G",0.750876,0.683934,1.129565,0.854791666666667,8,13,18,"Pex11g",1.06597,1.152658,0.726653,31,38,24,0.981760333333333,0.935931371452418
"PEX12",1.485408,1.761052,1.496738,1.581066,54,89,81,"Pex12",8.274666,8.83631,11.580055,98,76,74,9.563677,0.24433405148605
"PEX13",7.675263,7.422861,7.023681,7.373935,278,370,361,"Pex13",8.181035,11.080902,14.279378,308,296,245,11.1804383333333,0.68749044745653
"PEX14",9.597574,10.986537,8.792064,9.79205833333333,224,372,373,"Pex14",2.653884,3.283216,3.403979,179,177,156,3.113693,2.62344767422686
"PEX16",46.4213,41.60647,47.053114,45.0269613333333,261,297,331,"Pex16",3.076262,3.673928,3.369568,96,107,83,3.37325266666667,10.5246517504363
"PEX19",29.053661,33.061229,32.347495,31.4874616666667,747,934,1026,"Pex19",23.065301,27.707224,28.985219,1232,1317,1102,26.5859146666667,1.17768296100483
"PEX2",17.41232,11.634784,12.439124,13.8287426666667,241,277,273,"Pex2",6.187108,6.597062,6.023908,282,273,188,6.26935933333333,2.03989677586443
"PEX26",18.959386,20.34081,17.213499,18.8378983333333,1603,2372,2147,"Pex26",0.846244,0.811568,0.893671,102,104,84,0.850494333333333,10.7203237405212
"PEX3",15.954376,13.758092,18.772089,16.161519,150,185,249,"Pex3",3.682229,6.088629,4.38573,180,176,153,4.71886266666667,3.000862234379
"PEX5",30.552969,34.615912,28.877783,31.348888,955,1594,1469,"Pex5",2.38399,2.302408,3.553829,236,210,203,2.74674233333333,8.63387047254473
"PEX5L",3.492011,5.374582,4.102072,4.32288833333333,282,671,429,"Pex5l",0.072189,0.045217,0.041454,6,2,4,0.0529533333333333,5.05519871092736
"PEX6",6.60908,6.042058,5.956788,6.202642,334,417,463,"Pex6",3.852193,4.648942,4.837619,349,309,254,4.44625133333333,1.32249533838382
"PEX7",2.564814,2.613941,2.676323,2.61835933333333,49,72,76,"Pex7",6.776472,7.95145,10.45531,325,298,259,8.39441066666667,0.385160864445923
"PFAS",20.92707,31.264408,20.088487,24.0933216666667,311,603,485,"Pfas",1.606725,1.148319,1.130112,151,126,97,1.295052,10.9336614885705
"PFDN1",111.171906,110.159854,97.81452,106.382093333333,850,1157,1133,"Pfdn1",25.312554,30.583976,31.432458,382,395,292,29.1096626666667,3.5663665356242
"PFDN2",76.631828,79.88285,86.35051,80.9550626666667,450,543,665,"Pfdn2",15.04648,17.409749,16.859292,250,263,215,16.438507,4.69966050801635
"PFDN4",48.354718,59.791167,69.310001,59.151962,330,556,558,"Pfdn4",4.44141,5.471008,5.659839,41,44,38,5.19075233333333,9.7164219728383
"PFDN5",221.598949,260.66774,222.293363,234.853350666667,1221,1851,1797,"Pfdn5",93.231417,90.190615,113.693142,514,476,436,99.0383913333333,2.35762838169589
"PFDN6",57.582202,53.763393,55.607633,55.651076,296,391,414,"Pfdn6",20.164755,18.74258,17.181973,180,175,124,18.696436,2.8762094827714
"PFKFB1",0.367054,0.328667,0.544754,0.413491666666667,7,9,17,"Pfkfb1",5.391313,3.215695,3.542769,156,121,100,4.04992566666667,0.27990345996512
"PFKFB2",5.79088,4.104201,4.948709,4.94793,378,396,462,"Pfkfb2",10.731769,9.022822,7.596539,886,642,458,9.11704333333333,0.587911883346683
"PFKFB3",163.863361,149.285987,200.73687,171.295406,1578,1669,3087,"Pfkfb3",0.639917,1.53777,1.545526,84,137,108,1.241071,76.8808333158566
"PFKFB4",15.599447,15.021907,23.387216,18.0028566666667,472,679,1152,"Pfkfb4",0.40359,0.596432,0.489128,28,26,27,0.496383333333333,12.6991902698729
"PFKL",37.673818,55.564433,38.200279,43.8128433333333,1632,2297,2506,"Pfkl",12.507587,14.782908,14.461456,1089,993,867,13.917317,3.00408198963214
"PFKM",136.18711,147.103431,132.449715,138.580085333333,2795,4025,4088,"Pfkm",137.888731,139.900754,166.692122,10167,9331,8505,148.160535666667,0.93577087739385
"PFKP",247.425911,217.035876,274.481228,246.314338333333,3021,3708,5434,"Pfkp",10.357691,9.476655,9.002596,589,477,424,9.612314,23.3044685950051
"PFN1",145.322721,126.868778,154.574204,142.255234333333,1407,1666,2179,"Pfn1",30.659447,41.364967,39.367577,679,905,586,37.1306636666667,3.75695622781843
"PFN2",386.875072,412.487962,398.203737,399.188923666667,5827,8421,8375,"Pfn2",6.804745,6.331775,6.909645,363,317,281,6.682055,52.0939935559777
"PFN3",0,0,0,0,0,0,0,"Pfn3",0,0,0,0,0,0,0,1
"PFN4",1.278693,0.490163,1.056908,0.941921333333333,15,13,25,"Pfn4",1.095176,0.877133,1.341073,28,25,37,1.10446066666667,0.922764375733957
"PGAM1",176.213665,153.283282,215.730334,181.742427,4698,5566,8368,"Pgam1",13.440888,11.926278,12.582982,563,553,378,12.6500493333333,13.387675204495
"PGAM2",4.802936,1.15621,2.17832,2.71248866666667,49,16,33,"Pgam2",156.429405,162.05865,183.869377,3460,3333,2885,167.452477333333,0.0220387893691845
"PGAM4",0,0.082227,0.038087,0.0401046666666667,0,3,1,"Pgam1",13.440888,11.926278,12.582982,563,553,378,12.6500493333333,0.0761978686865796
"PGAM5",7.899641,8.931445,8.254736,8.36194066666667,281,447,443,"Pgam5",3.774693,4.926342,4.762468,228,277,211,4.48783433333333,1.70594447609357
"PGAP1",15.895839,20.794541,17.004343,17.898241,1503,3089,2396,"Pgap1",0.328774,0.331353,0.251082,109,68,57,0.303736333333333,14.4954470599756
"PGAP2",11.773846,12.218596,12.145529,12.0459903333333,175,230,252,"Pgap2",25.568377,28.564537,32.345092,516,580,489,28.826002,0.437403254158346
"PGAP3",3.395327,3.417735,3.064751,3.29260433333333,79,133,100,"Pgap3",0.794057,1.305417,1.23792,60,72,63,1.11246466666667,2.03203603878818
"PGAP4",29.442735,24.856797,24.35645,26.2186606666667,2025,2325,2420,"Pgap4",24.118769,27.111408,15.988372,418,404,344,22.406183,1.16288335721662
"PGAP6",57.629848,47.216453,53.785484,52.8772616666667,908,1085,1273,"Pgap6",0.51887,0.71821,0.747299,48,58,49,0.661459666666667,32.4276675188624
"PGBD1",6.175098,6.678112,5.400228,6.08447933333333,304,446,382,"Pgbd1",0.18848,0.105272,0.119529,11,8,6,0.137760333333333,6.22668863184719
"PGBD5",15.889916,19.436391,13.467332,16.2645463333333,1011,1971,1621,"Pgbd5",0.168597,0.096034,0.050499,6,5,3,0.105043333333333,15.6234111482808
"PGC",0,0.180389,0,0.0601296666666667,0,3,0,"Pgc",0,0,0,0,0,0,0,1.06012966666667
"PGD",168.196362,188.996857,158.756652,171.983290333333,2253,3634,3307,"Pgd",3.638404,4.13618,4.410209,228,239,197,4.06159766666667,34.1756302506066
"PGF",6.915568,1.859126,5.008383,4.594359,182,65,194,"Pgf",1.030345,1.584816,1.024028,50,67,36,1.213063,2.52788058902977
"PGGHG",26.46448,27.984945,27.040298,27.163241,792,1085,1193,"Pgghg",0.3441,1.255348,0.670672,34,38,29,0.756706666666667,16.0318404514508
"PGGT1B",3.366013,2.547352,2.86895,2.92743833333333,173,207,215,"Pggt1b",2.986025,2.786613,3.04177,499,425,385,2.938136,0.997283571043086
"PGK1",582.196286,586.52857,951.072961,706.599272333333,5253,6834,12195,"Pgk1",44.823538,46.207463,49.726607,2441,2335,1959,46.9192026666667,14.7665076411121
"PGK2",0,0,0.029489,0.00982966666666667,0,0,1,"Pgk2",0,0,0,0,0,0,0,1.00982966666667
"PGLS",20.188417,21.31815,24.185311,21.8972926666667,220,357,413,"Pgls",7.4379,8.242876,10.618846,180,215,172,8.76654066666667,2.34446294221816
"PGLYRP1",0.249584,0.361933,0.085681,0.232399333333333,2,4,1,"Pglyrp1",0.181299,0,0.287808,3,0,2,0.156369,1.06574919712768
"PGLYRP2",0,0,0,0,0,0,0,"Pglyrp2",0.021798,0.045946,0,1,2,0,0.0225813333333333,0.977917322957848
"PGLYRP3",0,0,0,0,0,0,0,"Pglyrp3",0,0,0,0,0,0,0,1
"PGLYRP4",0,0,0,0,0,0,0,"Pglyrp4",0,0,0,0,0,0,0,1
"PGM1",8.694096,6.691617,9.617445,8.334386,314,329,487,"Pgm1",27.539212,27.875825,31.449495,2087,1971,1715,28.954844,0.311615243264161
"PGM2",2.1692,2.18642,3.505661,2.620427,44,68,95,"Pgm2",2.493099,0.921609,1.7552,64,54,38,1.72330266666667,1.32942512938946
"PGM2L1",49.550683,52.495184,45.153919,49.0665953333333,6868,9834,8792,"Pgm2l1",0.588584,0.51452,0.748656,158,146,122,0.617253333333333,30.957793872739
"PGM3",88.472333,79.173507,106.63458,91.4268066666667,621,805,833,"Pgm3",0.798403,0.803572,1.183473,63,51,57,0.928482666666667,47.9272166995538
"PGM5",1.462982,0.504646,0.17698,0.714869333333333,13,11,9,"Pgm5",19.778743,21.552132,27.778904,1224,1216,1053,23.036593,0.0713441099299444
"PGP",8.158495,10.024707,7.93197,8.70505733333333,250,433,431,"Pgp",4.05729,4.439726,4.994318,320,361,266,4.49711133333333,1.76548313192856
"PGPEP1",12.910667,19.048617,15.343812,15.7676986666667,607,849,779,"Pgpep1",21.009114,13.479687,17.741501,274,260,253,17.4101006666667,0.910787994604846
"PGPEP1L",0.157119,0.114298,0.108761,0.126726,2,1,2,"Pgpep1l",0.0393,0,0.177328,1,0,2,0.0722093333333333,1.05084517078133
"PGR",0,0.003456,0,0.001152,0,1,0,"Pgr",0,0,0,0,0,0,0,1.001152
"PGRMC1",102.583375,86.869008,81.787431,90.4132713333333,2854,3298,3277,"Pgrmc1",3.006153,2.886715,2.918711,177,162,123,2.937193,23.2178791675524
"PGRMC2",26.741296,20.508113,18.417909,21.889106,725,755,659,"Pgrmc2",4.935779,4.5064,4.701546,375,375,279,4.714575,4.00539077709191
"PGS1",21.092773,18.337884,14.682669,18.0377753333333,473,693,564,"Pgs1",2.775474,2.665267,2.867703,195,189,150,2.76948133333333,5.05050261556762
"PHACTR1",21.561334,27.653851,19.49863,22.904605,537,1013,711,"Phactr1",2.38425,0.974809,4.272682,71,57,76,2.54391366666667,6.74525602156787
"PHACTR2",0.479722,0.349511,0.344013,0.391082,75,56,76,"Phactr2",3.94466,4.604372,4.919816,805,814,636,4.489616,0.253402423776089
"PHACTR3",17.555088,20.330329,20.823001,19.5694726666667,641,996,1114,"Phactr3",0,0,0.169653,0,0,6,0.056551,19.4685090134472
"PHACTR4",15.269248,15.634915,11.214096,14.0394196666667,861,1292,1051,"Phactr4",2.70345,3.767094,2.581655,238,273,176,3.01739966666667,3.74357069610284
"PHAX",31.585437,29.170265,24.085497,28.2803996666667,562,823,734,"Phax",3.106533,3.914465,3.320661,119,145,98,3.44721966666667,6.58397872408521
"PHB",88.927224,83.81488,84.484293,85.7421323333333,722,1052,1050,"Phb",44.78524,43.834942,48.604696,1279,1174,1031,45.741626,1.85577909363558
"PHB2",87.704213,89.974166,88.946618,88.874999,865,1278,1306,"Phb2",94.406052,93.551014,92.375818,1072,1209,981,93.4442946666667,0.951619145626598
"PHC1",64.725951,49.9635,42.797257,52.4955693333333,1978,2822,2221,"Phc1",2.045501,1.181436,1.258391,103,123,110,1.49510933333333,21.4401704240616
"PHC2",41.566463,59.563444,33.266493,44.7988,1069,1794,1310,"Phc2",3.604861,3.033002,4.428307,259,237,231,3.68872333333333,9.76786147188609
"PHC3",3.209144,2.642358,3.075099,2.97553366666667,580,554,542,"Phc3",1.406646,1.331069,1.402679,504,404,347,1.38013133333333,1.67030012629555
"PHETA1",6.705247,6.727008,5.976754,6.46966966666667,203,316,306,"Pheta1",0.958532,0.897009,1.62508,73,71,82,1.160207,3.45784902403643
"PHETA2",0.328162,0.319629,0.408336,0.352042333333333,12,16,16,"Pheta2",0.067419,0.048283,0.07817,6,4,5,0.064624,1.26997168327347
"PHEX",0.174339,0.057011,0.047117,0.0928223333333333,18,8,7,"Phex",0.006512,0,0.011629,1,0,1,0.006047,1.08625375686557
"PHF1",49.63301,53.552725,56.196647,53.1274606666667,919,1250,1356,"Phf1",2.211917,2.133204,2.54634,170,160,139,2.29715366666667,16.4164203852191
"PHF10",12.000681,9.921718,7.815413,9.912604,680,796,647,"Phf10",10.661339,9.221985,8.727365,496,426,415,9.53689633333333,1.03565638825525
"PHF11",22.761694,15.821653,16.113005,18.2321173333333,217,199,246,"Phf11d",1.510217,3.43776,1.608973,79,128,55,2.18565,6.03710932881306
"PHF11",22.761694,15.821653,16.113005,18.2321173333333,217,199,246,"Phf11a",0.172706,0.106025,0.083384,6,4,2,0.120705,17.1607312658847
"PHF11",22.761694,15.821653,16.113005,18.2321173333333,217,199,246,"Phf11b",0.237137,0.299548,0.051494,7,9,1,0.196059666666667,16.0795634777418
"PHF11",22.761694,15.821653,16.113005,18.2321173333333,217,199,246,"Phf11c",0.102566,0.1187,0.0272,11,12,2,0.082822,17.7611069347809
"PHF12",18.41201,18.188176,12.957187,16.5191243333333,460,648,550,"Phf12",5.716469,3.533307,4.173753,309,258,233,4.47450966666667,3.2001266597453
"PHF13",7.059307,5.972274,5.597299,6.20962666666667,363,451,473,"Phf13",0.714571,0.514487,0.706511,72,51,50,0.645189666666667,4.38224650491159
"PHF14",25.624087,25.703582,21.415362,24.247677,1208,1592,1395,"Phf14",7.08928,8.486243,11.782709,357,379,315,9.11941066666667,2.49497503675445
"PHF19",5.425314,5.258291,3.742368,4.80865766666667,96,117,121,"Phf19",0.169142,0.422609,0.389121,18,10,7,0.326957333333333,4.37742610161794
"PHF2",9.663382,9.701351,7.836965,9.06723266666667,852,1173,893,"Phf2",2.677469,2.666616,2.691021,496,475,355,2.67836866666667,2.73687429916849
"PHF20",21.804926,19.991889,16.421743,19.406186,775,953,893,"Phf20",1.777423,4.105301,4.307889,289,221,190,3.396871,4.64106997908285
"PHF20L1",9.310749,15.586325,12.786728,12.5612673333333,597,839,758,"Phf20l1",7.023931,7.295275,6.939797,909,791,698,7.08633433333333,1.67705993523312
"PHF21A",42.725389,51.417561,29.449235,41.197395,873,1335,1222,"Phf21a",3.816083,3.863942,4.930716,161,125,137,4.20358033333333,8.10930019273268
"PHF21B",10.600234,18.444465,13.279914,14.1082043333333,501,1164,894,"Phf21b",1.301428,0.475729,0.644166,13,18,12,0.807107666666667,8.36043397524922
"PHF23",25.640326,27.236952,22.011953,24.963077,485,705,654,"Phf23",2.583399,4.341629,3.273839,136,154,126,3.39962233333333,5.90120583834961
"PHF24",18.205784,19.407134,27.243615,21.6188443333333,1009,1161,1816,"Phf24",0.573415,1.43028,1.645563,55,60,70,1.21641933333333,10.2051286023192
"PHF3",4.497709,3.621505,3.877589,3.99893433333333,530,588,566,"Phf3",9.809576,3.472308,6.71248,441,419,357,6.664788,0.652194729108402
"PHF5A",69.625489,61.452734,47.971538,59.6832536666667,204,255,262,"Phf5a",10.020824,10.084276,8.932928,145,135,104,9.67934266666667,5.68230232522426
"PHF6",6.701313,6.43247,5.842334,6.32537233333333,485,641,612,"Phf6",2.279659,0.973708,2.334187,88,62,74,1.862518,2.55906594590264
"PHF7",8.322526,6.749775,6.248585,7.106962,67,83,81,"Phf7",0.922021,0.732752,0.957572,44,38,35,0.870781666666667,4.33346239406166
"PHF8",16.207915,14.282905,10.590027,13.6936156666667,542,747,653,"Phf8",1.351194,0.990272,2.16683,193,167,131,1.50276533333333,5.87095221072797
"PHGDH",12.510156,14.481047,14.502098,13.8311003333333,156,255,233,"Phgdh",0.688404,0.432916,0.383196,12,8,6,0.501505333333333,9.87748761465161
"PHIP",3.092251,2.687091,2.341206,2.70684933333333,596,704,629,"Phip",1.47312,1.750265,1.782818,456,386,353,1.66873433333333,1.38899151070739
"PHKA1",5.705718,6.194477,5.816393,5.90552933333333,565,834,831,"Phka1",2.883374,3.427088,3.007206,556,585,408,3.10588933333333,1.68185958575925
"PHKA2",6.704372,10.48982,7.510918,8.23503666666667,204,301,290,"Phka2",4.067287,2.520163,4.315031,185,184,141,3.63416033333333,1.99281768484345
"PHKB",20.089198,19.360291,15.126902,18.1921303333333,795,1237,834,"Phkb",8.190665,10.274375,9.920338,732,708,572,9.46179266666667,1.83449729361233
"PHKG1",0.974086,0.481884,0.35766,0.604543333333333,9,12,8,"Phkg1",5.566694,7.427131,7.680752,271,301,210,6.89152566666667,0.203324857715515
"PHKG2",19.396431,18.292965,17.87102,18.5201386666667,365,493,506,"Phkg2",4.173187,3.331559,2.739104,113,90,66,3.41461666666667,4.42170637692212
"PHLDA1",9.380467,8.771008,8.100027,8.75050066666667,882,1129,1088,"Phlda1",1.467721,2.341081,4.253705,83,116,104,2.68750233333333,2.64420189745417
"PHLDA2",4.658365,3.741894,8.202803,5.534354,49,55,139,"Phlda2",0,0,0,0,0,0,0,6.534354
"PHLDA3",19.96162,17.010807,21.481391,19.484606,366,355,477,"Phlda3",2.164135,2.514708,2.875535,50,58,45,2.518126,5.82259020853716
"PHLDB1",64.422196,43.342947,36.22705,47.9973976666667,2420,2509,2167,"Phldb1",19.808254,18.7041,23.741218,1258,1243,1059,20.7511906666667,2.25263059928735
"PHLDB2",2.690987,0.770198,0.595651,1.35227866666667,123,24,36,"Phldb2",2.131215,2.194016,3.563265,254,252,195,2.62949866666667,0.6481001600221
"PHLDB3",9.810179,7.72678,5.654383,7.73044733333333,95,106,98,"Phldb3",0.131619,0.012707,0.059065,1,1,3,0.067797,8.17613023199478
"PHLPP1",4.821251,3.461671,3.102001,3.79497433333333,197,224,211,"Phlpp1",1.736895,1.590849,1.931561,322,302,248,1.75310166666667,1.74166264594902
"PHLPP2",2.597905,3.252694,3.083731,2.97811,332,596,578,"Phlpp2",0.353973,0.321281,0.291512,94,79,56,0.322255333333333,3.00857928095582
"PHOSPHO1",0.259041,0.294607,0.231794,0.261814,4,7,10,"Phospho1",12.63846,18.867862,20.960479,455,652,449,17.4889336666667,0.0682469861566381
"PHOSPHO2",4.651197,3.800036,3.463606,3.971613,41,74,68,"Phospho2",3.633699,4.252612,3.576482,257,237,175,3.820931,1.03125578856034
"PHOX2A",28.565137,124.461465,52.779213,68.6019383333333,317,1801,1043,"Phox2a",0.074259,0.040887,0,2,2,0,0.038382,67.0292227073787
"PHOX2B",49.247796,48.91003,40.240634,46.13282,1906,2570,2391,"Phox2b",0,0,0,0,0,0,0,47.13282
"PHPT1",80.924251,80.309033,86.501437,82.5782403333333,490,669,765,"Phpt1",11.497129,11.833372,9.55843,223,191,145,10.962977,6.98640817693901
"PHRF1",5.79128,5.598035,4.107897,5.16573733333333,466,640,533,"Phrf1",3.941752,3.44062,4.466133,230,209,208,3.94950166666667,1.24572891344954
"PHTF1",23.644457,19.186652,16.470712,19.7672736666667,723,765,771,"Phtf1",2.495015,1.538579,1.216121,120,80,65,1.749905,7.55199676594888
"PHTF2",15.030551,13.561109,18.218796,15.6034853333333,649,654,851,"Phtf2",15.662683,15.286876,15.624058,1260,1082,970,15.524539,1.00477752107537
"PHYH",14.25552,15.378769,12.826239,14.1535093333333,308,426,376,"Phyh",149.515332,135.47156,172.09166,5643,5099,4561,152.359517333333,0.098810361409762
"PHYHD1",1.468768,0.603435,0.759423,0.943875333333333,10,5,9,"Phyhd1",21.60878,25.365431,20.377094,453,448,295,22.450435,0.0828929328318785
"PHYHIP",6.330927,5.501417,5.889696,5.90734666666667,237,243,357,"Phyhip",1.693148,2.072529,2.707148,164,189,186,2.15760833333333,2.18752484079459
"PHYHIPL",94.725333,77.306512,88.201638,86.7444943333333,1156,1391,1508,"Phyhipl",0,0.025406,0,0,1,0,0.00846866666666667,87.0076555014434
"PHYKPL",19.702737,18.301314,15.282129,17.76206,301,366,336,"Phykpl",1.621312,1.858251,2.045832,107,88,84,1.84179833333333,6.60217855008478
"PI15",0.047378,0.035052,0.02081,0.0344133333333333,5,5,3,"Pi15",0.222118,0.116132,0.219556,52,24,37,0.185935333333333,0.87223418027852
"PI16",0.069867,0,0.182414,0.0840936666666667,2,0,1,"Pi16",9.546576,8.677324,13.552234,506,412,361,10.5920446666667,0.0935204873549199
"PI4K2A",8.368103,8.025323,7.085913,7.82644633333333,551,722,693,"Pi4k2a",2.412186,2.532258,2.681067,259,251,210,2.541837,2.49205322925175
"PI4K2B",1.077137,0.528671,0.443089,0.682965666666667,37,39,34,"Pi4k2b",0.328763,0.285888,0.258776,31,25,17,0.291142333333333,1.30347028613163
"PI4KA",109.303962,129.846242,95.17255,111.440918,2658,4140,2986,"Pi4ka",7.958802,7.263936,6.945765,694,626,533,7.389501,13.4025751948775
"PI4KB",33.075559,39.597355,35.984845,36.219253,826,1196,1123,"Pi4kb",4.744536,6.296947,5.687853,271,272,210,5.57644533333333,5.65947880861272
"PIANP",64.767898,71.2368,65.910379,67.3050256666667,1197,1501,1578,"Pianp",0.99672,0.121264,0.145109,9,8,7,0.421031,48.0672312332853
"PIAS1",9.561049,9.405614,10.068493,9.67838533333333,810,1186,1080,"Pias1",1.850873,1.718105,2.035883,307,227,216,1.868287,3.72291382742847
"PIAS2",6.894234,7.032631,6.562016,6.829627,437,594,629,"Pias2",2.531931,2.467493,3.045312,190,172,181,2.68157866666667,2.12670370753995
"PIAS3",13.06643,15.355151,14.342763,14.2547813333333,495,826,728,"Pias3",1.781047,2.635603,1.577135,114,108,86,1.99792833333333,5.08844096228673
"PIAS4",52.044009,43.678634,43.480408,46.401017,283,476,469,"Pias4",12.854876,21.74157,28.979843,82,123,87,21.1920963333333,2.13594138597902
"PIBF1",13.218928,10.089658,9.882363,11.0636496666667,174,237,250,"Pibf1",1.025091,1.102119,1.065788,84,75,66,1.06433266666667,5.84384961855308
"PICALM",141.336265,127.035057,129.792635,132.721319,2871,3867,3953,"Picalm",51.304966,44.706407,37.810254,2027,1962,1165,44.607209,2.93202153633212
"PICK1",42.960775,39.388317,32.28129,38.2101273333333,686,995,912,"Pick1",3.615787,3.881868,4.240645,200,188,123,3.91276666666667,7.98127205987122
"PID1",9.224004,6.066069,5.816427,7.0355,343,299,288,"Pid1",1.74054,1.183214,1.744667,106,93,71,1.55614033333333,3.14360674772551
"PIDD1",6.71355,7.251492,5.030632,6.33189133333333,178,222,213,"Pidd1",0.141544,0.073651,0.145802,8,7,9,0.120332333333333,6.54438965580749
"PIEZO1",83.065889,68.681562,51.481585,67.743012,2423,2356,2088,"Piezo1",3.221602,3.960661,4.018313,315,318,290,3.73352533333333,14.5225824642606
"PIEZO2",4.839046,3.637945,3.834125,4.10370533333333,181,221,255,"Piezo2",0.111289,0.083563,0.218301,9,6,10,0.137717666666667,4.48591551565371
"PIF1",5.558183,10.828273,4.225779,6.870745,34,58,47,"Pif1",0.060107,0,0,4,0,0,0.0200356666666667,7.71614685368845
