"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ACOT12",0.137311,0.78691,0.64326,0.522493666666667,4,17,11,"Acot12",0,0,0,0,0,0,0,1.52249366666667
"ACOT13",14.096614,5.754241,11.441671,10.430842,306,262,371,"Acot13",395.632453,377.75228,442.9371,1311,1270,1043,405.440611,0.0281242614311492
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot1",8.562106,6.189232,7.189175,155,116,95,7.31350433333333,1.35710793118008
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot5",0,0,0,0,0,0,0,11.2823226666667
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot3",0.184964,0.130714,0.304544,11,9,16,0.206740666666667,9.34941779813503
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot2",7.7519,7.104215,8.971836,492,470,388,7.94265033333333,1.26163075219572
"ACOT4",0.689296,0.540441,0.531756,0.587164333333333,24,26,28,"Acot4",0.165596,0.144667,0.185633,33,17,26,0.165298666666667,1.36202364143556
"ACOT6",0.172208,0.138878,0.065032,0.125372666666667,2,2,1,"Acot6",0.552336,0.322506,0.388205,56,33,27,0.421015666666667,0.791949514044767
"ACOT7",144.140782,166.680788,158.146086,156.322552,2648,4286,4367,"Acot7",12.066454,10.657095,11.339034,443,375,355,11.3541943333333,12.7343433133087
"ACOT8",21.302306,21.395702,21.651743,21.449917,347,511,489,"Acot8",1.641596,1.505389,1.975407,52,44,36,1.707464,8.2918616831101
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot9",4.072205,4.855018,4.790514,198,221,169,4.572579,2.17853672419897
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot10",0,0,0,0,0,0,0,12.140068
"ACOX1",32.7541,26.088828,22.676301,27.1730763333333,735,866,739,"Acox1",32.90367,31.658302,34.80923,3684,3423,2793,33.123734,0.825615283876417
"ACOX2",0.363302,0.170177,0,0.177826333333333,2,1,0,"Acox2",0.180945,0.256774,0.112875,6,4,5,0.183531333333333,0.995179679794423
"ACOX3",12.315552,13.017171,11.277513,12.203412,264,352,310,"Acox3",5.436548,3.876888,8.096525,278,282,221,5.80332033333333,1.94073060698156
"ACOXL",0.066887,0.263478,0.058643,0.129669333333333,2,6,3,"Acoxl",0.021636,0,0,2,0,0,0.007212,1.1215804948048
"ACP1",61.38661,54.776346,47.901782,54.688246,891,1273,1150,"Acp1",5.66495,7.242556,7.48916,190,232,154,6.79888866666667,7.14053609176624
"ACP2",93.073029,93.19527,67.827959,84.6987526666667,600,764,662,"Acp2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,28.7588810697251
"ACP3",0.058078,0.051093,0.026328,0.0451663333333333,2,3,1,"Acpp",0.022749,0.024615,0.063146,1,1,2,0.0368366666666667,1.00803373080299
"ACP4",0.222704,0.198325,0.140824,0.187284333333333,4,5,4,"Acp4",0,0,0,0,0,0,0,1.18728433333333
"ACP5",5.678997,0.947109,4.648666,3.75825733333333,17,15,26,"Acp5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,4.37109355024511
"ACP6",7.807588,6.333138,5.476793,6.539173,192,222,243,"Acp6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,1.55296831095896
"ACR",0.12567,0.035491,0.308103,0.156421333333333,1,1,3,"Acr",0.021936,0,0.11907,1,0,2,0.047002,1.10450728206186
"ACRBP",0.628518,0.288323,1.583194,0.833345,6,4,18,"Acrbp",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,1.09192890992438
"ACRV1",0.438865,0.108582,0.152571,0.233339333333333,4,3,4,"Acrv1",0,0.020824,0.013454,0,2,1,0.011426,1.2194063958543
"ACSBG1",0.55242,0.59011,0.153687,0.432072333333333,22,36,23,"Acsbg1",0.030745,0,0.04316,3,0,3,0.024635,1.39764143654407
"ACSBG2",0.197015,0.231607,0.314471,0.247697666666667,2,4,3,"Acsbg2",0.011693,0,0,1,0,0,0.00389766666666667,1.24285343824885
"ACSF2",3.790468,0.103387,0.401622,1.43182566666667,28,1,5,"Acsf2",7.891,12.373069,10.895599,350,367,340,10.386556,0.213569903548243
"ACSF3",15.936521,17.370704,11.494527,14.9339173333333,269,384,286,"Acsf3",2.997409,3.249149,4.273128,216,222,220,3.506562,3.53571466082866
"ACSL1",66.084552,37.18949,48.558232,50.610758,814,835,908,"Acsl1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.233480879631626
"ACSL3",73.488712,65.270923,63.439938,67.3998576666667,2253,3100,3088,"Acsl3",1.316494,1.101578,1.23888,64,36,54,1.218984,30.8248539271426
"ACSL4",54.339586,41.762906,53.930897,50.0111296666667,3694,4075,4130,"Acsl4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,9.32286076518626
"ACSL5",0.142479,0.46299,0.406441,0.337303333333333,6,13,6,"Acsl5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,0.179024681819105
"ACSL6",11.708049,13.623248,10.446289,11.925862,765,1133,1069,"Acsl6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.5833303223969
"ACSM1",0,0,0,0,0,0,0,"Acsm1",0,0,0,0,0,0,0,1
"ACSM2A",2.512588,2.655216,3.553189,2.90699766666667,9,16,15,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,3.71348664002603
"ACSM2B",0.796975,0.262418,0.897249,0.652214,9,2,14,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,1.57038092646177
"ACSM3",3.872745,2.186119,2.135456,2.73144,48,24,27,"Acsm3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,3.61266520193427
"ACSM4",0.061611,0.022679,0,0.0280966666666667,2,1,0,"Acsm4",0,0,0,0,0,0,0,1.02809666666667
"ACSM5",0.022484,0.016566,0,0.0130166666666667,1,1,0,"Acsm5",0.870292,1.135048,0.688642,49,59,32,0.897994,0.533730173365494
"ACSS1",0.353285,0.35178,0.113193,0.272752666666667,16,26,8,"Acss1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.0183583646039106
"ACSS2",146.808707,110.205765,81.323006,112.779159333333,912,903,911,"Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,20.0673831419332
"ACSS3",0.364544,0.348917,0.164893,0.292784666666667,30,34,21,"Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,1.09412757073941
"ACTA1",4.15909,2.452237,3.446297,3.35254133333333,90,68,106,"Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,0.0657081002219189
"ACTA2",8.348186,2.056176,1.61452,4.006294,137,28,26,"Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,0.242748653331608
"ACTB",1765.679464,2247.587352,2160.56381,2057.943542,20610,36378,39169,"Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,12.5575640962498
"ACTBL2",0.117374,0,0,0.0391246666666667,5,0,0,"Actbl2",0,0,0,0,0,0,0,1.03912466666667
"ACTC1",1.111111,1.335114,1.670489,1.372238,22,24,38,"Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,0.00121962949654701
"ACTG1",1443.150928,1808.077082,1625.665986,1625.631332,28017,45544,48114,"Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,23.4650956213079
"ACTG2",2.589937,0.036068,0,0.875335,57,1,0,"Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,1.41132020283257
"ACTL10",0.26036,0.131968,0.19882,0.197049333333333,7,5,9,"Actl10",0.041749,0,0,2,0,0,0.0139163333333333,1.18061943967106
"ACTL6A",59.834895,86.693273,51.995615,66.1745943333333,108,173,115,"Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,8.64640344771869
"ACTL6B",142.900347,135.126617,106.324192,128.117052,688,989,886,"Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,128.275649257967
"ACTL7A",0,0.033462,0,0.011154,0,1,0,"Actl7a",0,0,0,0,0,0,0,1.011154
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0,0,0,0,0,0,1
"ACTN1",60.429453,20.280129,28.820641,36.5100743333333,1218,642,688,"Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,8.09607459511074
"ACTN2",14.750099,6.175347,6.173399,9.03294833333333,325,140,165,"Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,0.0302208031362919
"ACTN3",0.021642,0.01576,0.04478,0.027394,1,1,3,"Actn3",0.03636,0,0,2,0,0,0.01212,1.01509109591748
"ACTR10",157.59723,204.668492,146.120837,169.462186333333,1359,2145,1819,"Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,5.08031599601289
"ACTR1A",121.577592,133.893846,110.388319,121.953252333333,3612,4992,4748,"Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,7.52862346317887
"ACTR1B",35.74644,38.012808,33.295135,35.6847943333333,1025,1582,1445,"Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,1.84861665487384
"ACTR2",90.042114,90.869445,84.111564,88.341041,4966,6866,6444,"Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,9.36108339604078
"ACTR3",90.295305,79.77323,77.820988,82.629841,2346,3037,2842,"Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,3.39680763379709
"ACTR3B",17.121055,10.72034,9.94134,12.594245,310,443,425,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,1.53792690872194
"ACTR3C",2.335739,0.036714,0.337758,0.903403666666667,15,4,5,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,0.215333453025649
"ACTR5",2.258189,2.089738,1.574489,1.97413866666667,87,110,90,"Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,1.68211284034002
"ACTR8",16.878315,19.754835,16.982766,17.871972,349,559,466,"Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,3.02199242557847
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.932933,1.298673,1.10969,1.44709866666667,47,43,39,"Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,2.43229490908501
"ACVR1",10.293467,6.920874,8.64507,8.61980366666667,387,394,432,"Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,3.66037089471386
"ACVR1B",48.344712,56.21844,50.405514,51.656222,1934,3134,2948,"Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,20.2929633937387
"ACVR1C",0.085592,0.01581,0.078937,0.060113,12,3,11,"Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.05642010744441
"ACVR2A",21.953394,22.142775,18.03743,20.7111996666667,1579,2187,1704,"Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,7.10001109690146
"ACVR2B",5.621371,6.286207,4.135278,5.34761866666667,1079,1653,1157,"Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,4.3372982684385
"ACVRL1",0.977561,0.665953,0.737498,0.793670666666667,19,12,30,"Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.13733874951982
"ACY1",11.585949,14.971368,6.534318,11.030545,94,148,90,"Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,2.16147770823313
"ACY3",0,0.060569,0.057567,0.0393786666666667,0,1,1,"Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0.152188076735563
"ACYP2",18.41451,13.003516,14.903801,15.440609,192,190,228,"Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,0.773007693492551
"ADA",2.258658,0.858817,1.431334,1.51626966666667,50,22,40,"Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,2.06714007535435
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.178842,0.074922,0.070358,0.108040666666667,7,4,2,"Adad2",0,0,0,0,0,0,0,1.10804066666667
"ADAL",8.23178,6.902908,8.197069,7.77725233333333,203,306,300,"Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,2.97433488572787
"ADAM10",48.401335,37.964021,33.127324,39.8308933333333,1280,1456,1284,"Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,7.92664342888907
"ADAM11",12.135299,18.856095,12.260095,14.417163,544,1288,1005,"Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,4.83954510368379
"ADAM12",5.204425,0.663844,0.321587,2.06328533333333,342,35,34,"Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,2.74571419864224
"ADAM15",18.325861,18.913974,21.753602,19.664479,250,395,414,"Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,1.30969414009963
"ADAM17",9.314443,10.543808,8.210981,9.35641066666667,495,521,480,"Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,1.36715182321265
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0.957915269839942
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam20",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam39",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam25",0,0,0,0,0,0,0,1.081825
"ADAM21",0.189499,0.210079,0.228701,0.209426333333333,8,12,14,"Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,1.19120252300144
"ADAM22",7.358498,6.092743,6.007486,6.48624233333333,912,1197,1183,"Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,3.72871032272107
"ADAM23",27.791034,31.634925,27.866773,29.0975773333333,1328,1806,1813,"Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,19.2666583590741
"ADAM28",0.355878,0.070795,0.656699,0.361124,14,11,18,"Adam28",0.010701,0,0,1,0,0,0.003567,1.35628612738362
"ADAM29",1.590352,2.275208,1.575598,1.81371933333333,35,73,69,"Adam29",0,0,0,0,0,0,0,2.81371933333333
"ADAM30",0,0,0,0,0,0,0,"Adam30",0.009117,0,0,1,0,0,0.003039,0.996970207539288
"ADAM33",0.444232,0.218073,0.256207,0.306170666666667,18,12,18,"Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,1.10701466871165
"ADAM7",0.036155,0,0,0.0120516666666667,1,0,0,"Adam7",0,0,0,0,0,0,0,1.01205166666667
"ADAM8",5.609723,5.136056,1.568834,4.104871,53,76,60,"Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,4.18989557142974
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",55.689489,22.602635,30.236182,36.176102,2055,1298,1715,"Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,7.62528625170021
"ADAMTS10",48.620767,43.508264,28.643638,40.2575563333333,697,851,775,"Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,9.68360472060269
"ADAMTS12",2.080716,0.450845,0.431766,0.987775666666667,207,17,20,"Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,1.82725441199677
"ADAMTS13",10.04404,9.219637,9.619661,9.62777933333333,335,425,492,"Adamts13",0,0,0,0,0,0,0,10.6277793333333
"ADAMTS14",3.928993,0.380792,1.570922,1.96023566666667,344,46,203,"Adamts14",0.048595,0.056218,0.076699,9,10,10,0.060504,2.79134795028276
"ADAMTS15",1.427798,0.893566,0.827734,1.04969933333333,132,114,114,"Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,1.39574935383214
"ADAMTS16",1.432414,0.115256,0.125197,0.557622333333333,108,7,10,"Adamts16",0,0,0,0,0,0,0,1.55762233333333
"ADAMTS17",1.976097,1.195484,3.145809,2.10579666666667,91,71,185,"Adamts17",0.190093,1.242606,1.628445,9,9,5,1.02038133333333,1.53723290520733
"ADAMTS18",1.366388,1.547924,0.38092,1.09841066666667,88,131,52,"Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,2.07750336529942
"ADAMTS19",0.03761,0.181964,0.167547,0.129040333333333,3,14,11,"Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,1.08381871979567
"ADAMTS2",3.004416,1.513027,3.126211,2.54788466666667,98,158,214,"Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.438832803678234
"ADAMTS20",0.066632,0.128782,0.303561,0.166325,4,9,23,"Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,1.09078657527978
"ADAMTS3",0.622413,0.414049,0.789348,0.608603333333333,63,57,58,"Adamts3",0.872053,0.572352,0.534859,47,37,36,0.659754666666667,0.969181389056696
"ADAMTS4",0.689029,0.211108,0.171046,0.357061,34,47,41,"Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,1.30822706407647
"ADAMTS5",1.658729,0.507028,0.635813,0.933856666666667,259,108,142,"Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,1.03573737309179
"ADAMTS6",0.575044,0.43741,0.797161,0.603205,53,69,78,"Adamts6",0.183717,0.260604,0.160965,39,36,26,0.201762,1.33404534342074
"ADAMTS7",5.225607,7.926553,5.892613,6.34825766666667,332,721,451,"Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,2.32463096564762
"ADAMTS8",0.259596,0.126229,0.215574,0.200466333333333,11,8,14,"Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,1.13615503501311
"ADAMTS9",6.259008,1.208773,3.446049,3.63794333333333,369,89,262,"Adamts9",1.379221,0.847281,1.32475,327,198,218,1.18375066666667,2.123842892931
"ADAMTSL1",0.534643,0.391798,0.357426,0.427955666666667,32,44,21,"Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,1.03018259375037
"ADAMTSL2",1.503801,0.858924,1.307203,1.22330933333333,88,71,118,"Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.799536431684329
"ADAMTSL3",1.141787,0.488298,0.557855,0.729313333333333,39,30,28,"Adamtsl3",1.139235,0.629925,0.845288,101,84,80,0.871482666666667,0.924033849810346
"ADAMTSL4",0.717708,0.666369,0.399532,0.594536333333333,29,32,22,"Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.0781447616407108
"ADAMTSL5",2.484078,1.829524,1.172891,1.828831,13,13,16,"Adamtsl5",22.14108,20.030403,30.03998,685,699,594,24.0704876666667,0.112835100681395
"ADAP1",53.265804,60.189014,55.280346,56.2450546666667,693,1149,1327,"Adap1",0.401047,0.782644,0.394686,16,34,20,0.526125666666667,37.5100530166039
"ADAP2",4.717453,6.427834,6.170847,5.77204466666667,45,56,89,"Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,2.37401607697015
"ADAR",93.089729,94.857624,66.868309,84.938554,4291,5755,4863,"Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,34.2665089280232
"ADARB1",34.100105,17.143214,24.363699,25.2023393333333,847,781,869,"Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,9.22570479089389
"ADARB2",0.753625,0.498108,0.982045,0.744592666666667,57,72,104,"Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,1.7096899169096
"ADAT1",56.120434,59.301982,46.931663,54.1180263333333,592,751,637,"Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,40.9853794741062
"ADAT2",1.034206,0.933793,1.210028,1.05934233333333,88,111,154,"Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,1.43370900150889
"ADAT3",0.640923,0.544088,0.678522,0.621177666666667,10,12,22,"Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.25333057422947
"ADCK1",5.533056,5.09672,4.52841,5.05272866666667,112,153,134,"Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,1.20566087772116
"ADCK2",18.274489,18.137657,20.53215,18.981432,419,534,646,"Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,4.55387396062845
"ADCK5",4.64823,6.892405,2.963806,4.83481366666667,75,109,110,"Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,1.02775086406047
"ADCY1",7.782219,24.050607,11.111329,14.3147183333333,1642,6944,3355,"Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,12.50451253958
"ADCY10",0.05134,0.113811,0.077332,0.0808276666666667,4,3,9,"Adcy10",0,0,0,0,0,0,0,1.08082766666667
"ADCY2",72.342279,68.200436,73.510891,71.351202,1798,2338,2855,"Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,71.3727763992679
"ADCY3",32.320064,33.406767,28.267331,31.3313873333333,529,729,649,"Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,19.0708031434508
"ADCY4",0.230327,0.319736,0.365302,0.305121666666667,2,11,8,"Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.230910331752123
"ADCY5",26.717633,28.211033,23.810448,26.2463713333333,1319,1647,1608,"Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,4.96533847586147
"ADCY6",34.684876,31.848539,24.33093,30.288115,1468,2087,1784,"Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,0.699800507935028
"ADCY7",12.07316,11.612199,12.140766,11.9420416666667,1038,1272,1488,"Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,6.7007285072918
"ADCY8",18.344465,20.437146,13.60388,17.4618303333333,987,1474,1224,"Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,17.8230922927756
"ADCY9",5.484777,5.057732,4.294656,4.94572166666667,500,681,550,"Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,1.9600207593035
"ADCYAP1",23.761483,14.864341,12.375151,17.000325,871,688,393,"Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,17.8738200595585
"ADCYAP1R1",9.448235,5.412402,8.491945,7.784194,738,700,1206,"Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,5.97899095411716
"ADD1",154.741787,190.237059,146.304246,163.761030666667,4090,5785,4997,"Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,5.12577250875461
"ADD2",44.498774,62.72364,41.285624,49.5026793333333,5346,8854,7243,"Add2",0,0.028096,0,0,3,0,0.00936533333333333,50.0340933708839
"ADD3",60.690166,38.499272,41.292527,46.8273216666667,654,511,502,"Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,9.00779645873138
"ADGB",0.232085,0.088882,0.281014,0.200660333333333,13,13,13,"Adgb",0,0.009494,0,0,1,0,0.00316466666666667,1.19687263041561
"ADGRA1",7.07337,6.258642,5.991872,6.44129466666667,416,515,542,"Adgra1",0,0,0,0,0,0,0,7.44129466666667
"ADGRA2",2.491863,0.646435,0.510239,1.216179,192,64,85,"Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,1.09127387892073
"ADGRA3",21.529329,33.751969,18.355146,24.5454813333333,415,584,415,"Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,0.876546572002869
"ADGRB1",13.774813,14.63682,18.093358,15.5016636666667,608,729,905,"Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,16.3537710636808
"ADGRB2",32.053266,29.109362,31.28533,30.815986,1563,1909,2559,"Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,15.230030720802
"ADGRB3",9.524438,5.772536,4.978414,6.75846266666667,321,318,264,"Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,7.46636119520095
"ADGRD1",1.832749,0.066885,0.16873,0.689454666666667,33,6,16,"Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,1.04818383344256
"ADGRE1",0.180927,0.132124,0,0.104350333333333,1,1,0,"Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.341602220699889
"ADGRE5",0.630166,0.353481,0.58142,0.521689,12,7,11,"Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.114818060563035
"ADGRF1",0.348689,0.081872,0.212964,0.214508333333333,12,8,15,"Adgrf1",0,0,0.011202,0,0,1,0.003734,1.2099902298152
"ADGRF2",0.033705,0,0.021453,0.018386,2,0,1,"Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,0.994643851270181
"ADGRF3",0.061628,0.077472,0.036307,0.058469,4,6,3,"Adgrf3",0,0.168489,0,0,1,0,0.056163,1.00218337510403
"ADGRF4",1.284735,0.076585,0.244421,0.535247,63,5,17,"Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,1.48580630009555
"ADGRF5",0.557972,0.289901,0.271867,0.373246666666667,21,10,33,"Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.062681713316799
"ADGRG1",42.020882,30.060196,30.493056,34.191378,978,1104,1021,"Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,1.33990190809562
"ADGRG2",0.31826,0.112059,0.058447,0.162922,26,12,7,"Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,0.993680633150031
"ADGRG3",0,0.027015,0.08982,0.038945,0,1,1,"Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0.83803030673748
"ADGRG4",0.006708,0.004944,0,0.003884,1,1,0,"Adgrg4",0,0,0,0,0,0,0,1.003884
"ADGRG5",0.221076,0.058948,0.314313,0.198112333333333,6,3,13,"Adgrg5",0,0,0.046221,0,0,2,0.015407,1.17993310400001
"ADGRG6",2.24986,0.19714,0.163197,0.870065666666667,156,9,15,"Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,1.64214040949036
"ADGRG7",0.802901,0.049287,0.373542,0.408576666666667,31,2,17,"Adgrg7",0,0,0,0,0,0,0,1.40857666666667
