"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"IFT27",42.944345,44.285465,31.158401,39.462737,720,950,779,"Ift27",21.861341,24.114622,19.058798,67,290,166,21.6782536666667,1.78420867826669
"IFT43",20.609599,21.291908,20.721316,20.8742743333333,182,257,270,"Ift43",10.768898,12.259292,9.948668,38,132,79,10.992286,1.82402874092007
"IFT46",19.899224,18.014983,14.109178,17.3411283333333,282,377,374,"Ift46",310.742006,178.908436,201.631734,178,704,417,230.427392,0.0792521929873078
"IFT52",162.79039,168.024032,113.105129,147.973183666667,453,671,602,"Ift52",34.846451,18.590728,26.518885,168,574,353,26.6520213333333,5.38742473365178
"IFT57",60.359985,35.6074,28.809515,41.5923,714,585,578,"Ift57",35.574928,21.004337,26.474952,153,463,314,27.684739,1.48484181780423
"IFT74",4.776316,3.627018,3.80778,4.07037133333333,118,106,121,"Ift74",7.743123,7.8711,13.401636,94,339,235,9.671953,0.475111850036571
"IFT80",28.981493,27.581709,25.917021,27.4934076666667,596,784,738,"Ift80",21.63602,38.303121,42.270479,241,863,525,34.0698733333333,0.812475351588571
"IFT81",23.794067,24.001127,15.584088,21.1264273333333,563,731,591,"Ift81",14.471395,35.425013,42.460776,169,581,373,30.785728,0.696112020254289
"IFT88",7.428507,7.676021,4.930944,6.67849066666667,222,290,247,"Ift88",6.488534,7.684779,5.903356,80,346,191,6.692223,0.998214777011362
"IFTAP",36.002509,32.288398,36.290815,34.860574,245,277,324,"Iftap",75.738637,74.48761,70.916395,129,471,253,73.714214,0.479969902380289
"IGBP1",21.733887,22.724281,23.167782,22.5419833333333,540,768,832,"Igbp1",17.570198,17.352484,17.983971,195,713,434,17.635551,1.26328345930492
"IGDCC3",4.781509,6.496198,3.723296,5.00033433333333,139,354,225,"Igdcc3",1.271726,0.640694,0.695301,18,50,30,0.869240333333333,3.21003898018464
"IGDCC4",16.976571,16.11453,13.309904,15.4670016666667,981,1186,1035,"Igdcc4",9.022141,9.913832,9.574368,358,1551,856,9.503447,1.56777119612892
"IGF1",0.508958,0.006284,0,0.171747333333333,23,1,0,"Igf1",1.388002,1.869799,1.122411,46,221,109,1.46007066666667,0.476306371686884
"IGF1R",11.711237,6.479124,10.308584,9.49964833333333,1237,1686,1503,"Igf1r",5.445703,7.066292,7.839258,327,1820,1064,6.783751,1.34891883531903
"IGF2",0.424634,0.040655,0.05522,0.173503,26,4,6,"Igf2",41.297552,52.273763,53.711854,507,2344,1425,49.0943896666667,0.0234258368613454
"IGF2BP1",7.397183,8.399694,6.505375,7.434084,1003,1445,1216,"Igf2bp1",0,0.048729,0.076139,0,2,1,0.0416226666666667,8.09706265992676
"IGF2BP2",31.05205,27.507447,20.930586,26.4966943333333,546,922,720,"Igf2bp2",1.738659,0.765835,0.091214,4,8,4,0.865236,14.7416704016721
"IGF2BP3",20.505105,23.176225,13.480101,19.0538103333333,587,818,637,"Igf2bp3",0.710171,3.460692,2.427082,20,87,33,2.199315,6.26815750663293
"IGF2R",35.567419,33.742012,21.667675,30.325702,2079,2127,1725,"Igf2r",22.954735,11.935942,5.994175,299,1178,801,13.628284,2.14144748625334
"IGFALS",0.300071,0,0.158131,0.152734,3,0,6,"Igfals",0,0.073787,0.085791,0,2,1,0.0531926666666667,1.09451388761411
"IGFBP1",0.059468,0.113606,0.076988,0.083354,1,3,2,"Igfbp1",0.107496,0.029219,0.051515,1,1,1,0.0627433333333333,1.01939383294179
"IGFBP2",71.182558,76.346572,92.015255,79.8481283333333,791,1214,1587,"Igfbp2",34.124262,43.118314,39.843987,206,980,507,39.0288543333333,2.01974624754645
"IGFBP3",18.160051,0.416012,0.353822,6.30996166666667,622,20,17,"Igfbp3",6.220442,4.537016,4.553122,92,243,140,5.10352666666667,1.19766195281635
"IGFBP4",4.464675,0.70617,1.167384,2.112743,132,29,55,"Igfbp4",11.350488,11.346067,11.475995,89,357,195,11.39085,0.251213032197145
"IGFBP5",144.690797,602.01429,268.056898,338.253995,14952,84195,39692,"Igfbp5",26.333421,24.998828,28.32184,980,3707,2373,26.551363,12.3135104060006
"IGFBP6",12.126553,5.882625,16.333369,11.4475156666667,89,67,202,"Igfbp6",5.091763,5.351973,4.671888,33,128,63,5.03854133333333,2.06134478171991
"IGFBP7",54.738902,0.451207,1.696649,18.9622526666667,773,11,40,"Igfbp7",22.00066,18.053382,18.626982,123,349,206,19.5603413333333,0.970910567243501
"IGFBPL1",9.229766,5.467264,6.09614,6.93105666666667,488,396,488,"Igfbpl1",0,0.218695,0.15955,0,6,6,0.126081666666667,7.04305637986588
"IGFL4",2.35826,2.485681,3.936784,2.92690833333333,36,43,77,"Igfl3",0,0,0,0,0,0,0,3.92690833333333
"IGFLR1",10.57859,10.355728,9.878232,10.27085,24,40,42,"Igflr1",0.277286,0.505119,0.44752,2,13,7,0.409975,7.99365236972287
"IGFN1",0.23306,0.124039,0.408493,0.255197333333333,32,28,52,"Igfn1",0.202684,0.253378,0.371632,7,27,19,0.275898,0.983775610067053
"IGHA1",0,0,0,0,0,0,0,"Igha",0,0,0,0,0,0,0,1
"IGHA2",0,0,0,0,0,0,0,"Igha",0,0,0,0,0,0,0,1
"IGHE",0,0,0,0,0,0,0,"Ighe",0,0,0,0,0,0,0,1
"IGHM",0,0,0,0,0,0,0,"Ighm",12.386272,13.038223,12.243329,113,462,251,12.5559413333333,0.0737683924273893
"IGHMBP2",138.217453,176.984346,128.142293,147.781364,277,415,406,"Ighmbp2",2.174332,2.528466,2.58721,52,252,144,2.43000266666667,43.3764572389059
"IGIP",1.835483,1.960178,1.624651,1.80677066666667,98,142,121,"Igip",37.724298,47.040579,47.674802,695,3197,1844,44.1465596666667,0.0621702005067511
"IGKC",0,0,0,0,0,0,0,"Igkc",0.494797,0.51712,0.456843,1,4,2,0.489586666666667,0.671327169058083
"IGLC1",0,0,0,0,0,0,0,"Iglc3",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.693755025387965
"IGLC2",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.693755025387965
"IGLC2",0,0,0,0,0,0,0,"Iglc3",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc3",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.693755025387965
"IGLC7",0,0,0,0,0,0,0,"Iglc3",0,0,0,0,0,0,0,1
"IGLC7",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLC7",0,0,0,0,0,0,0,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.693755025387965
"IGLC7",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL1",0,0,0.095979,0.031993,0,0,1,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.715950329915202
"IGLL1",0,0,0.095979,0.031993,0,0,1,"Iglc4",0,0,0,0,0,0,0,1.031993
"IGLL1",0,0,0.095979,0.031993,0,0,1,"Iglc3",0,0,0,0,0,0,0,1.031993
"IGLL1",0,0,0.095979,0.031993,0,0,1,"Iglc1",0,0,0,0,0,0,0,1.031993
"IGLL5",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc2",1.324293,0,0,2,0,0,0.441431,0.693755025387965
"IGLL5",0,0,0,0,0,0,0,"Iglc1",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc3",0,0,0,0,0,0,0,1
"IGLON5",46.777874,62.561074,56.426422,55.2551233333333,1909,3529,3397,"Iglon5",15.883841,17.026373,17.734133,245,1060,578,16.881449,3.14600474118923
"IGSF1",59.414464,27.483672,101.555186,62.817774,539,320,514,"Igsf1",3.324009,5.235901,4.937654,66,362,194,4.499188,11.604944948236
"IGSF10",0.280812,0.414062,6.662714,2.45252933333333,15,23,28,"Igsf10",0.900535,1.287665,1.591357,53,231,171,1.25985233333333,1.52776766977547
"IGSF11",0.482641,0.246726,0.315675,0.348347333333333,14,17,23,"Igsf11",6.305135,9.117569,7.805065,126,630,318,7.74258966666667,0.15422745259042
"IGSF21",6.927083,1.85836,4.457838,4.414427,120,55,114,"Igsf21",17.461288,16.225388,18.100709,218,734,463,17.2624616666667,0.296478486790344
"IGSF23",0,0.052301,0,0.0174336666666667,0,1,0,"Igsf23",0,0,0.040106,0,0,1,0.0133686666666667,1.00401137328764
"IGSF3",78.170451,67.875847,46.570296,64.2055313333333,2213,3223,2970,"Igsf3",2.144013,2.819051,2.848423,106,548,302,2.603829,18.0934032478604
"IGSF6",0.511157,0.099141,0.202023,0.270773666666667,16,4,7,"Igsf6",0.144139,0.287831,0.575564,2,15,17,0.335844666666667,0.951288498113803
"IGSF8",37.733156,28.429988,30.842875,32.3353396666667,1088,1200,1378,"Igsf8",55.613364,59.192152,67.862502,505,2498,1387,60.8893393333333,0.538628138961445
"IGSF9",6.470548,5.89417,4.853041,5.739253,410,495,430,"Igsf9",0.444976,1.136223,1.085413,3,38,18,0.888870666666667,3.56787424302211
"IGSF9B",13.729314,8.769193,15.16841,12.555639,1824,2273,2576,"Igsf9b",3.585533,5.127652,5.220675,412,2212,1265,4.64462,2.40151489382811
"IHH",0.383761,0.14793,0.129289,0.220326666666667,13,7,7,"Ihh",0,0.091701,0.032393,0,5,1,0.0413646666666667,1.17185334372141
"IHO1",0.27103,0.268412,0.097884,0.212442,7,10,4,"Iho1",0,0.22572,0.261817,0,16,11,0.162512333333333,1.04294979522798
"IK",83.791741,92.230774,91.874642,89.2990523333333,1084,1651,1322,"Ik",164.105554,141.778413,156.758238,781,2500,1523,154.214068333333,0.58177105531059
"IKBKB",16.759889,16.537481,12.657597,15.3183223333333,249,320,260,"Ikbkb",19.171175,20.356682,27.445345,195,859,496,22.3244006666667,0.699624507679383
"IKBKE",1.438393,1.342336,1.235135,1.33862133333333,58,76,75,"Ikbke",0.991256,0.939244,0.684885,7,42,17,0.871795,1.2494003527808
"IKBKG",31.617124,27.372369,25.267433,28.085642,191,219,221,"Ikbkg",10.129346,15.520734,13.688607,218,898,587,13.1128956666667,2.06092659415725
"IKZF1",0.048276,0,0.031704,0.02666,1,0,1,"Ikzf1",0.438662,0.615427,0.50501,15,54,38,0.519699666666667,0.675567694406285
"IKZF3",0.145754,0.124277,0.095992,0.122007666666667,24,28,23,"Ikzf3",0,0.019288,0.104396,0,2,1,0.041228,1.0775811509743
"IKZF5",18.917378,7.056737,8.028164,11.334093,263,294,251,"Ikzf5",11.182399,9.997887,13.160464,182,702,473,11.4469166666667,0.990935613237549
"IL10",0.094418,0.077392,0.159905,0.110571666666667,1,2,4,"Il10",0,0,0,0,0,0,0,1.11057166666667
"IL10RA",2.72219,6.960351,5.016387,4.89964266666667,85,149,172,"Il10ra",0.599441,1.293444,1.131296,13,108,55,1.00806033333333,2.93798078112195
"IL10RB",8.13616,8.997747,5.612364,7.58209033333333,180,212,216,"Il10rb",4.617117,4.905633,3.709155,38,172,92,4.410635,1.5861521491162
"IL11",4.055495,1.507144,2.227222,2.59662033333333,75,43,71,"Il11",0.598999,0.53685,0.586937,4,20,13,0.574262,2.28463898216011
"IL11RA",27.631213,28.80525,26.429307,27.6219233333333,334,510,466,"Gm13305",0.841545,0.332859,2.039411,3,5,8,1.07127166666667,13.8185269435926
"IL11RA",27.631213,28.80525,26.429307,27.6219233333333,334,510,466,"Il11ra2",0,0.275516,0.257029,0,8,4,0.177515,24.3070562441526
"IL11RA",27.631213,28.80525,26.429307,27.6219233333333,334,510,466,"Il11ra1",30.310894,36.507133,40.315659,146,725,438,35.7112286666667,0.779650378722456
"IL12A",0.189094,0.675443,0.990288,0.618275,2,17,29,"Il12a",0.13756,0.03626,0.332278,1,1,3,0.168699333333333,1.38468034835307
"IL12B",0.027602,0.08235,0.079329,0.0630936666666667,1,4,4,"Il12b",0,0,0,0,0,0,0,1.06309366666667
"IL12RB1",0.35589,0.025382,0.136748,0.172673333333333,11,1,6,"Il12rb1",0.423793,0.306471,0.568461,7,21,9,0.432908333333333,0.818386847262851
"IL12RB2",1.38387,0.300147,1.374407,1.01947466666667,99,34,42,"Il12rb2",0,0.094403,0.167384,0,7,6,0.0872623333333333,1.85739412168851
"IL13",0.11145,0.080332,0.159382,0.117054666666667,2,1,2,"Il13",0,0,0,0,0,0,0,1.11705466666667
"IL13RA1",44.441565,50.850093,42.036168,45.775942,2139,3537,3315,"Il13ra1",1.661489,1.991921,2.087342,42,187,111,1.913584,16.0544339892037
"IL13RA2",0,0.125063,0.233823,0.119628666666667,0,2,2,"Il13ra2",0.104647,0.170409,0.050151,1,6,1,0.108402333333333,1.01012839200687
"IL15",1.112161,0.233019,0.402307,0.582495666666667,24,8,15,"Il15",13.47324,6.547637,6.962705,6,23,14,8.99452733333333,0.158336218801343
"IL15RA",0.281152,0.190999,0.077471,0.183207333333333,2,6,3,"Il15ra",2.811845,5.342332,3.902853,18,80,38,4.01901,0.235745163554831
"IL16",0.602514,1.132281,0.912312,0.882369,11,9,11,"Il16",25.679842,19.675199,22.485626,568,2165,1392,22.6135556666667,0.0797156102440424
"IL17A",0,0,0,0,0,0,0,"Il17a",0,0,0,0,0,0,0,1
"IL17B",0.1514,0,0.103334,0.0849113333333333,1,0,1,"Il17b",0,0.242109,0.14332,0,3,1,0.128476333333333,0.961394848333845
"IL17C",0,0,0,0,0,0,0,"Il17c",0.2885,0.07606,0,1,1,0,0.12152,0.891647050431557
"IL17D",4.894208,5.011055,5.395521,5.10026133333333,114,164,195,"Il17d",4.617902,4.441418,4.519418,31,99,58,4.526246,1.10387075300907
"IL17F",0,0,0,0,0,0,0,"Il17f",0.257722,0,0.11679,1,0,1,0.124837333333333,0.889017434224563
"IL17RA",1.589966,1.377673,1.483573,1.48373733333333,137,151,219,"Il17ra",1.253647,2.431048,3.254352,43,222,127,2.31301566666667,0.749690790273957
"IL17RB",1.407951,1.773546,1.694279,1.62525866666667,45,68,77,"Il17rb",0.554634,0.869539,0.683676,7,37,17,0.702616333333333,1.54189679452153
"IL17RC",1.713912,0.993056,2.476592,1.72785333333333,25,9,31,"Il17rc",1.997469,23.06373,34.193753,14,64,33,19.7516506666667,0.131452354183809
"IL17RD",6.37591,6.279533,4.918193,5.85787866666667,888,1202,1008,"Il17rd",0.565765,0.705053,0.68085,24,141,81,0.650556,4.1548900289761
"IL17RE",0.472272,0.201514,0.374612,0.349466,12,10,13,"Il17re",0.868855,0.692699,1.199225,17,44,42,0.920259666666667,0.702751832694849
"IL18",0.15958,0.05109,0,0.0702233333333333,2,1,0,"Il18",12.791747,12.042406,10.813563,46,179,89,11.882572,0.0830752844488921
"IL18BP",3.630378,2.867364,1.759117,2.75228633333333,95,113,69,"Il18bp",2.293249,3.209591,1.731099,31,130,46,2.411313,1.09995369329444
"IL18R1",0.803545,0.258602,0.781533,0.61456,15,6,14,"Il18r1",0,0.046429,0.067061,0,3,4,0.03783,1.55570758216664
"IL18RAP",0,0,0.024618,0.008206,0,0,1,"Il18rap",0.127187,0.165533,0.193312,2,10,7,0.162010666666667,0.867639195509393
"IL19",0.26047,0.0803,0.237206,0.192658666666667,9,6,10,"Il19",0,0,0.138424,0,0,1,0.0461413333333333,1.14005500850108
"IL1A",0.198829,0.219175,0.486263,0.301422333333333,6,9,21,"Il1a",0.399427,0.042865,0.037813,5,2,1,0.160035,1.12188195471114
"IL1B",0.046247,0,0,0.0154156666666667,1,0,0,"Il1b",0,0,0,0,0,0,0,1.01541566666667
"IL1F10",0,0,0,0,0,0,0,"Il1f10",0,0,0.221792,0,0,1,0.0739306666666667,0.93115880851402
"IL1R1",1.105083,0.340354,0.373977,0.606471333333333,67,17,21,"Il1r1",1.25059,1.102072,0.911743,41,138,65,1.088135,0.769333081114647
"IL1R2",0,0.106797,0.100159,0.0689853333333333,0,1,1,"Il1r2",1.451768,0.509457,0.253647,2,10,2,0.738290666666667,0.614963512047851
"IL1RAP",34.367564,38.921751,48.15716,40.4821583333333,1528,2631,3170,"Il1rap",8.462819,11.160948,9.82777,246,1035,540,9.817179,3.83484070415525
"IL1RAPL1",0.08636,0.281099,0.144114,0.170524333333333,5,15,12,"Il1rapl1",1.21222,1.476871,1.642402,75,317,185,1.443831,0.478971063601916
"IL1RAPL2",0.040723,0.041338,0,0.0273536666666667,2,1,0,"Il1rapl2",0.460087,0.47453,0.506958,9,36,17,0.480525,0.693911731761819
"IL1RL1",0,0,0,0,0,0,0,"Il1rl1",0.029426,0.116099,0.041308,1,8,3,0.0622776666666667,0.941373457598814
"IL1RL2",0.424679,0.229739,0.097853,0.250757,6,10,5,"Il1rl2",0.16421,0.146549,0.266494,4,10,9,0.192417666666667,1.04892525074408
"IL1RN",0,0,0,0,0,0,0,"Il1rn",0,0,0,0,0,0,0,1
"IL2",0,0,0,0,0,0,0,"Il2",0,0,0,0,0,0,0,1
"IL20",0.088689,0,0,0.029563,1,0,0,"Il20",0,0,0,0,0,0,0,1.029563
"IL20RA",0.12286,0,0,0.0409533333333333,3,0,0,"Il20ra",0.44958,0.158153,0.353087,6,8,8,0.320273333333333,0.788437747739105
"IL20RB",0.737537,0.913017,1.019841,0.890131666666667,12,15,26,"Il20rb",6.773265,7.525597,7.166746,83,364,193,7.15520266666667,0.231770042256869
"IL21",0,0,0,0,0,0,0,"Il21",0,0.072035,0.04711,0,5,2,0.039715,0.961802032287694
"IL21R",0.281926,0.135539,0.211803,0.209756,23,15,23,"Il21r",0.438285,0.286178,0.314883,6,17,11,0.346448666666667,0.898479110232201
"IL22",0,0,0,0,0,0,0,"Iltifb",22.087312,20.179428,22.129372,64,211,133,21.4653706666667,0.0445129535068729
"IL22",0,0,0,0,0,0,0,"Il22",2.781543,1.783013,1.516678,16,38,18,2.027078,0.330351579972502
"IL22RA1",0.022143,0,0,0.007381,1,0,0,"Il22ra1",0,0,0,0,0,0,0,1.007381
"IL22RA2",0,0,0,0,0,0,0,"Il22ra2",0,0,0.030087,0,0,1,0.010029,0.9900705821318
"IL23R",0.044661,0.037783,0.020609,0.034351,2,2,1,"Il23r",0,0.04987,0.029328,0,3,1,0.0263993333333333,1.00774714714676
"IL24",0.108648,0.03994,0,0.0495293333333333,2,1,0,"Il24",0,0,0,0,0,0,0,1.04952933333333
"IL25",0,0,0,0,0,0,0,"Il25",0,0.220384,0.235968,0,5,3,0.152117333333333,0.867967151493829
"IL27",0,0,0,0,0,0,0,"Il27",0,0,0.083435,0,0,1,0.0278116666666667,0.97294089221923
"IL27RA",3.464902,4.013409,3.557978,3.678763,162,258,243,"Il27ra",0,0.015028,0.026643,0,1,1,0.0138903333333333,4.61466378184886
"IL2RA",0.03221,0,0,0.0107366666666667,1,0,0,"Il2ra",0.067582,0.082159,0.048925,2,9,3,0.066222,0.947960806161068
"IL2RB",0.365705,0.055197,0.125726,0.182209333333333,7,5,6,"Il2rb",0.07023,0.043789,0.038886,2,3,2,0.0509683333333333,1.12487626490491
"IL2RG",0.220536,0.231571,0.599431,0.350512666666667,3,5,8,"Il2rg",2.063541,1.450662,1.3084,5,29,14,1.60753433333333,0.517927088975371
"IL3",0,0,0,0,0,0,0,"Il3",0,0,0,0,0,0,0,1
"IL31",0,0,0,0,0,0,0,"Il31",0,0,0,0,0,0,0,1
"IL31RA",0.525876,0.40386,0.964482,0.631406,16,11,18,"Il31ra",0.550906,0.090179,0,2,6,0,0.213695,1.3441647201315
"IL33",0.95116,0.337754,0.415505,0.568139666666667,26,3,9,"Il33",46.66764,37.57571,41.859789,459,1943,1025,42.0343796666667,0.0364392301878888
"IL34",0.630633,0.126796,0.449052,0.402160333333333,9,2,6,"Il34",14.681567,11.010987,12.636191,56,212,147,12.7762483333333,0.101781000124732
"IL36A",0,0,0,0,0,0,0,"Il1f6",0,0,0,0,0,0,0,1
"IL36B",0,0,0,0,0,0,0,"Il1f8",0,0,0,0,0,0,0,1
"IL36G",0.482085,0,0.110219,0.197434666666667,1,0,2,"Il1f9",1.491806,1.13211,0.587923,15,43,13,1.070613,0.578299598556885
"IL36RN",0,0,0,0,0,0,0,"Il1f5",0,0,0,0,0,0,0,1
"IL4",0.34149,0.743872,0,0.361787333333333,1,1,0,"Il4",20.148853,14.04002,15.884247,42,111,71,16.69104,0.0769761039109817
"IL4I1",0.038314,0,0.153586,0.0639666666666667,1,0,3,"Il4i1",0.449273,0.046094,0.728017,4,3,7,0.407794666666667,0.755768360158584
"IL4R",5.171755,3.141381,3.627484,3.98020666666667,77,65,73,"Il4ra",2.157488,3.289584,2.788204,53,231,151,2.745092,1.32979554752371
"IL5",0,0,0,0,0,0,0,"Il5",0,0.028709,0.050661,0,1,1,0.0264566666666667,0.974225247372028
"IL5RA",0,0,0.007684,0.00256133333333333,0,0,1,"Il5ra",0.068773,0.087835,0.064988,1,5,3,0.0738653333333333,0.933600612863934
"IL6",0,0,0,0,0,0,0,"Il6",0,0,0,0,0,0,0,1
"IL6R",1.082434,0.645775,0.737186,0.821798333333333,32,39,53,"Il6ra",0.855312,0.715328,1.029921,27,115,77,0.866853666666667,0.97586563203222
"IL6ST",52.90849,34.777429,72.331831,53.33925,7487,6441,7813,"Il6st",33.058503,164.682546,143.892555,956,3468,2167,113.877868,0.473017570277331
"IL7",2.316551,2.952304,1.569643,2.27949933333333,37,64,29,"Il7",0,0.092201,0.032511,0,6,1,0.0415706666666667,3.14860953585482
"IL7R",0.964636,0.992283,1.067708,1.008209,10,32,45,"Il7r",0,0.022566,0.588521,0,2,10,0.203695666666667,1.6683693857279
"IL9",0,0,0,0,0,0,0,"Il9",0,0,0,0,0,0,0,1
"IL9R",0.975707,0.049082,0,0.341596333333333,1,2,0,"Il9r",0,0,0,0,0,0,0,1.34159633333333
"ILDR1",0.048482,0.037378,0.016621,0.0341603333333333,2,2,1,"Ildr1",0.314805,0.315823,0.171618,6,14,7,0.267415333333333,0.815960093060786
"ILDR2",7.076805,3.322578,4.658953,5.01944533333333,906,457,674,"Ildr2",2.094675,3.333641,3.171044,119,690,373,2.86645333333333,1.55683899801368
"ILF2",130.294563,134.368354,127.195517,130.619478,1866,2598,2502,"Ilf2",44.861389,42.610657,47.877369,464,1675,1076,45.1164716666667,2.85406652424226
"ILF3",136.914431,160.981941,110.879217,136.258529666667,3756,5708,4107,"Ilf3",43.482226,45.176494,42.4003,379,1684,988,43.68634,3.07159927769127
"ILK",329.961978,285.524225,209.906694,275.130965666667,1065,1339,1360,"Ilk",55.832683,51.930625,55.591866,326,1291,798,54.4517246666667,4.97966415520085
"ILKAP",14.46299,18.381956,14.135442,15.6601293333333,238,334,272,"Ilkap",30.158243,32.101241,28.420443,162,721,356,30.2266423333333,0.533522917881864
"ILRUN",27.643621,26.464756,24.386202,26.1648596666667,1420,1901,1865,"Ilrun",61.955983,56.354009,54.640642,1214,4846,2671,57.6502113333333,0.463167293844477
"ILVBL",31.798015,29.921131,28.943978,30.2210413333333,541,738,688,"Ilvbl",120.697069,120.951487,137.875944,179,767,441,126.508166666667,0.244855228880765
"IMMP1L",45.660183,31.671434,38.174078,38.5018983333333,85,107,105,"Immp1l",15.485873,13.53002,14.860731,78,251,157,14.6255413333333,2.52803390875589
"IMMP2L",48.490303,61.055157,59.7678,56.4377533333333,74,79,108,"Immp2l",48.609336,23.706494,34.272676,21,68,45,35.529502,1.57236617497094
"IMMT",35.43125,35.79543,30.461064,33.8959146666667,1151,1633,1480,"Immt",125.836068,160.145922,154.941337,804,3025,1727,146.974442333333,0.235823930919494
"IMP3",14.538935,15.622817,19.507539,16.5564303333333,239,356,484,"Imp3",14.790258,16.773599,19.261754,73,299,195,16.9418703333333,0.978517289845535
"IMP4",29.395969,34.345797,36.174709,33.3054916666667,500,691,789,"Imp4",19.969141,19.579262,20.847569,183,687,371,20.1319906666667,1.62339138833616
"IMPA1",29.192206,32.621584,32.489442,31.4344106666667,758,1042,982,"Impa1",163.097112,107.246781,97.105914,484,1662,1060,122.483269,0.262662390859337
"IMPA2",0.735806,0.437172,0.255838,0.476272,7,8,7,"Impa2",8.943276,7.116171,6.861622,40,228,101,7.64035633333333,0.170857768250221
"IMPACT",8.714171,6.773302,4.858509,6.781994,311,269,237,"Impact",185.658572,162.916036,169.540167,1751,6732,3807,172.704925,0.0448000769120392
"IMPDH1",35.191741,48.4722,41.318122,41.6606876666667,832,1575,1579,"Impdh1",26.274254,33.032268,28.43792,176,805,435,29.2481473333333,1.41035704423638
"IMPDH2",58.055762,52.650123,54.063916,54.923267,1020,1186,1319,"Impdh2",54.947706,88.080077,83.327518,174,760,474,75.451767,0.731484296497686
"IMPG1",0.19804,0.290919,0.347058,0.278672333333333,6,10,9,"Impg1",0.102075,0.067357,0.083663,2,5,4,0.084365,1.17918997139647
"IMPG2",0.428719,0.528945,0.375415,0.444359666666667,59,98,73,"Impg2",0.167638,0.56365,2.987874,8,32,27,1.23972066666667,0.644883841169479
"INA",364.865154,422.655388,371.191673,386.237405,17760,28361,27666,"Ina",80.562048,79.913922,80.50652,1684,6020,3452,80.3274966666667,4.76145732835172
"INAFM1",48.480409,39.885191,58.981044,49.115548,358,421,828,"Inafm1",11.822369,14.918437,14.474296,107,464,258,13.7383673333333,3.40034597228793
"INAFM2",7.579496,6.560434,6.385554,6.841828,186,268,276,"Inafm2",8.863043,9.522427,11.198247,162,618,415,9.861239,0.722001237612026
"INAVA",0.430798,1.220179,1.002323,0.884433333333333,19,30,29,"Inava",0.52418,0.357613,0.722266,7,27,13,0.534686333333333,1.22789477719551
"INCA1",4.516178,4.210864,4.234406,4.32048266666667,62,76,86,"Inca1",1.437056,1.718057,2.32638,9,42,31,1.82716433333333,1.88191489399331
"INCENP",7.225903,7.342644,5.16295,6.57716566666667,183,205,201,"Incenp",10.452617,10.566372,9.848375,53,210,120,10.2891213333333,0.671191799869633
"INF2",24.86339,18.733384,20.967854,21.5215426666667,517,611,729,"Inf2",11.979188,12.954524,12.159425,273,1081,574,12.364379,1.68519185715002
"ING1",6.37596,5.046531,5.449489,5.62399333333333,169,253,296,"Ing1",24.70964,19.797734,19.799823,143,568,338,21.4357323333333,0.29524301836548
"ING2",7.429995,10.286352,10.334703,9.35035,194,313,326,"Ing2",10.354097,7.191132,7.722089,66,204,118,8.42243933333333,1.09847881571219
"ING3",4.246741,5.911595,3.828021,4.662119,84,159,117,"Ing3",26.168288,13.110389,19.909326,159,424,286,19.7293343333333,0.273145239926743
"ING4",36.938218,37.129732,30.812827,34.960259,452,578,575,"Ing4",17.135208,17.837677,18.771834,152,600,342,17.9149063333333,1.90115977136128
"ING5",37.476627,44.788654,48.676253,43.647178,781,918,1127,"Ing5",2.280633,2.28877,2.407344,61,267,159,2.32558233333333,13.425371416154
