"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"PYCR1",37.028768,28.681489,37.182572,34.2976096666667,476,676,795,"Pycr1",2.229637,0.967828,1.201086,31,26,41,1.46618366666667,14.3126443272473
"PYCR2",15.026561,18.695187,17.20259,16.9747793333333,299,425,431,"Pycr2",6.241527,7.264592,7.651419,131,144,296,7.05251266666667,2.23219510200087
"PYCR3",2.214052,1.780648,1.536005,1.84356833333333,66,79,94,"Pycrl",6.108292,7.471356,5.972236,99,119,185,6.51729466666667,0.37827017024387
"PYDC2",0,0,0,0,0,0,0,"Nlrp2",0,0,0,0,0,0,0,1
"PYGB",69.708808,89.936923,74.79124,78.145657,3175,5722,4446,"Pygb",53.023468,61.125991,55.461414,1843,1951,3556,56.5369576666667,1.3755620771352
"PYGL",1.394352,0.2649,0.419151,0.692801,35,8,12,"Pygl",0.976156,4.688078,1.76544,32,39,75,2.476558,0.486918670708212
"PYGM",0.828153,0.817639,4.522343,2.056045,19,43,80,"Pygm",12.33139,10.419097,11.282976,258,275,471,11.3444876666667,0.247563534633529
"PYGO1",1.594321,1.973194,1.206436,1.591317,218,357,223,"Pygo1",4.686624,4.978797,4.576182,533,553,992,4.747201,0.450883308239959
"PYGO2",15.916745,15.304983,13.7867,15.0028093333333,533,719,685,"Pygo2",11.409885,15.449314,15.695945,395,445,843,14.185048,1.0538530621262
"PYROXD1",5.362463,6.200796,4.271193,5.27815066666667,243,378,277,"Pyroxd1",5.044887,4.82287,5.666217,120,104,304,5.17799133333333,1.01621228129488
"PYROXD2",5.45906,4.09595,7.368465,5.64115833333333,51,40,49,"Pyroxd2",0.364347,0.444932,0.40378,13,15,23,0.404353,4.72898077145371
"PYURF",25.744687,28.36163,30.796399,28.3009053333333,466,698,810,"Pyurf",2.578149,4.003892,3.306447,128,194,312,3.29616266666667,6.82025044365173
"PYY",0.17537,0.052858,0.049167,0.092465,2,1,1,"Pyy",0,0,0,0,0,0,0,1.092465
"PZP",0.02833,0.053671,0.009705,0.0305686666666667,2,1,1,"Gm7298",0,0,0,0,0,0,0,1.03056866666667
"PZP",0.02833,0.053671,0.009705,0.0305686666666667,2,1,1,"Mug2",0,0,0,0,0,0,0,1.03056866666667
"PZP",0.02833,0.053671,0.009705,0.0305686666666667,2,1,1,"Mug1",0,0,0,0,0,0,0,1.03056866666667
"QARS1",162.243341,170.933478,152.703471,161.960096666667,1011,1423,1325,"Qars",106.442173,98.560241,96.112571,454,473,850,100.371661666667,1.6075508084549
"QDPR",42.1382,44.425419,44.844449,43.8026893333333,851,1072,1150,"Qdpr",142.680099,180.384119,160.626768,1319,1513,2711,161.230328666667,0.276167161230309
"QKI",16.312707,26.465891,15.613653,19.4640836666667,687,1510,889,"Qk",75.29016,62.865567,63.58512,4523,3850,7353,67.246949,0.299853458162161
"QPCT",34.04187,21.991297,21.667084,25.9000836666667,574,493,501,"Qpct",7.171339,6.555751,5.702356,130,124,227,6.476482,3.59796006553171
"QPCTL",2.564296,2.520087,4.815114,3.29983233333333,80,92,117,"Qpctl",4.102754,4.653679,4.378607,143,163,299,4.37834666666667,0.799471027031851
"QPRT",18.49227,13.475646,18.913954,16.9606233333333,549,553,814,"Qprt",0.038513,0.191816,0.150708,1,5,8,0.127012333333333,15.9364922655386
"QRFP",0.358156,0.259872,0.027985,0.215337666666667,5,6,1,"Qrfp",0,0.102407,0.052435,0,4,4,0.051614,1.15568798691028
"QRFPR",0.120566,0.020782,0,0.047116,3,1,0,"Qrfprl",0.686789,0.699023,0.436605,13,12,33,0.607472333333333,0.651405301532406
"QRFPR",0.120566,0.020782,0,0.047116,3,1,0,"Qrfpr",0.515271,0.875511,0.527151,11,19,23,0.639311,0.638753720312985
"QRICH1",334.73115,245.914115,202.897375,261.18088,828,1170,975,"Qrich1",31.553816,29.51411,31.353835,787,792,1510,30.8072536666667,8.24280155550682
"QRICH2",6.015886,8.879143,6.698533,7.197854,233,406,349,"Qrich2",0,0.035894,0.018445,0,1,1,0.018113,8.0520079794679
"QRSL1",6.014397,7.170343,6.825219,6.66998633333333,252,389,323,"Qrsl1",6.718809,4.827671,5.99878,138,118,238,5.84842,1.11996436160944
"QSER1",5.682422,6.188248,5.814732,5.895134,366,440,403,"Qser1",2.027791,2.140625,2.045263,263,270,502,2.07122633333333,2.24507517572514
"QSOX1",19.841972,18.419973,17.295666,18.5192036666667,766,1126,993,"Qsox1",7.446529,6.787436,8.638264,220,211,435,7.62407633333333,2.26333846225619
"QSOX2",6.440898,6.27617,4.982685,5.89991766666667,340,448,410,"Qsox2",6.506904,5.689638,5.649512,298,266,514,5.94868466666667,0.99298183723404
"QTRT1",41.499728,56.685934,54.191194,50.7922853333333,344,654,592,"Qtrt1",19.566739,21.676817,23.373446,69,68,151,21.5390006666667,2.29789625987854
"QTRT2",7.947468,6.86798,4.698095,6.50451433333333,201,312,260,"Qtrt2",14.222866,11.361357,13.78335,167,131,336,13.1225243333333,0.531386185373422
"R3HCC1",31.974085,34.343652,26.945591,31.087776,493,810,705,"R3hcc1",9.398965,11.149174,7.527132,139,197,268,9.35842366666667,3.09774701562538
"R3HCC1L",4.658071,6.778579,5.340138,5.59226266666667,205,357,320,"R3hcc1l",5.574197,5.82381,4.992203,159,150,296,5.46340333333333,1.01993676190201
"R3HDM1",103.01163,109.962818,99.36816,104.114202666667,1431,1904,1798,"R3hdm1",113.872935,100.022021,108.152488,3859,3095,7034,107.349148,0.970143324677243
"R3HDM2",173.178835,153.734538,100.527126,142.480166333333,1342,1886,1881,"R3hdm2",339.931025,256.694083,259.900976,2496,2335,4377,285.508694666667,0.500788175033441
"R3HDM4",18.922864,23.204872,29.213212,23.780316,442,692,646,"R3hdm4",126.244656,151.24089,136.254016,1591,1756,3371,137.913187333333,0.178387066596763
"R3HDML",0,0,0,0,0,0,0,"R3hdml",0,0,0,0,0,0,0,1
"RAB10",101.334911,95.7956,88.071648,95.0673863333333,2954,3979,3718,"Rab10",35.931784,35.666053,33.9001,1640,1622,3046,35.165979,2.65629160303758
"RAB11A",335.833789,304.73255,292.303811,310.956716666667,3154,4106,3961,"Rab11a",133.979373,138.362821,144.747126,1164,1079,2026,139.029773333333,2.2277884855535
"RAB11B",114.54415,128.275631,108.617547,117.145776,1450,2221,2361,"Rab11b",77.419188,96.096138,93.982931,1435,1708,2977,89.1660856666667,1.31031279805992
"RAB11FIP1",5.211821,3.979578,3.098995,4.096798,454,510,436,"Rab11fip1",0.404021,0.308336,0.749957,29,31,66,0.487438,3.42656164492234
"RAB11FIP2",37.133594,39.140664,54.367743,43.5473336666667,898,1100,1134,"Rab11fip2",12.544844,15.795727,14.583709,775,896,1647,14.3080933333333,2.91005108844385
"RAB11FIP3",63.235155,54.101022,37.948333,51.7615033333333,991,1455,1308,"Rab11fip3",20.032608,19.170438,20.35612,1139,1171,2402,19.8530553333333,2.53015697172178
"RAB11FIP4",82.468717,135.974113,91.950759,103.464529666667,2569,5005,4256,"Rab11fip4",42.749799,43.763375,42.518427,4316,4307,8025,43.0105336666667,2.37362560649401
"RAB11FIP5",14.832379,13.479336,14.973356,14.428357,632,954,1055,"Rab11fip5",19.124819,19.023338,15.874363,957,1033,1658,18.0075066666667,0.811698097523575
"RAB12",29.190823,29.08982,24.611051,27.6305646666667,721,932,895,"Rab12",34.102898,37.360793,34.459747,781,880,1530,35.3078126666667,0.788551073828573
"RAB13",10.756955,3.558157,8.254205,7.52310566666667,164,77,185,"Rab13",2.583998,2.421279,2.568578,35,30,63,2.52461833333333,2.41816414164938
"RAB14",51.039907,48.917566,43.125218,47.6942303333333,2426,3418,3277,"Rab14",77.972911,85.24572,93.473976,2759,2780,4977,85.5642023333333,0.562521562271505
"RAB15",170.548782,121.082777,114.960817,135.530792,7257,7292,7517,"Rab15",97.473529,94.611974,81.242077,2761,2604,4647,91.1091933333333,1.48227106393072
"RAB17",2.634162,0.925853,1.226286,1.59543366666667,22,25,28,"Rab17",0,0,0,0,0,0,0,2.59543366666667
"RAB18",90.032063,79.402508,68.850277,79.4282826666667,2368,2742,2551,"Rab18",83.288012,62.260215,64.497588,1467,1422,2636,70.0152716666667,1.1325491092139
"RAB19",0.534684,0.411259,0.575643,0.507195333333333,22,23,35,"Rab19",0.050154,0,0,1,0,0,0.016718,1.48241236344132
"RAB1A",152.329762,143.081841,138.136622,144.516075,3539,4470,4523,"Rab1a",85.951162,92.152799,81.473941,2101,2226,3830,86.5259673333333,1.66254746372374
"RAB1B",36.215639,40.155605,38.10388,38.1583746666667,997,1526,1528,"Rab1b",62.548437,61.658644,55.905806,923,1026,1894,60.037629,0.641544819289535
"RAB20",0.503598,0.233734,0.747845,0.495059,11,7,24,"Rab20",0.179487,0.119774,0.091931,3,2,3,0.130397333333333,1.32259600753953
"RAB21",23.208499,20.311425,20.23539,21.2517713333333,995,1158,1101,"Rab21",15.466441,15.646933,14.679185,907,906,1661,15.2641863333333,1.36814537642922
"RAB22A",6.088314,5.42373,5.433629,5.64855766666667,857,1041,1109,"Rab22a",7.012921,7.90188,7.717683,690,703,1311,7.54416133333333,0.778140464264018
"RAB23",12.079618,8.681209,9.674738,10.1451883333333,579,611,690,"Rab23",8.136168,7.077755,10.679337,297,277,547,8.63108666666667,1.15720984755614
"RAB24",14.429381,15.220573,17.82017,15.8233746666667,282,401,500,"Rab24",38.158276,43.433815,39.850139,326,313,662,40.4807433333333,0.40557071341457
"RAB25",0.150592,0.412297,0.136133,0.233007333333333,1,5,2,"Rab25",0,0.082299,0.661612,0,1,1,0.247970333333333,0.9880101316511
"RAB26",9.867704,4.515541,5.498787,6.627344,106,81,92,"Rab26",19.929489,17.15079,18.252838,253,235,426,18.4443723333333,0.39226486045654
"RAB27A",4.38429,2.422209,2.97704,3.26117966666667,129,127,124,"Rab27a",1.573423,1.285149,1.550371,60,51,117,1.46964766666667,1.72542007679098
"RAB27B",5.223944,4.667904,5.172719,5.02152233333333,595,681,754,"Rab27b",7.644122,7.642119,7.500764,549,534,1029,7.59566833333333,0.700529859904243
"RAB28",19.719902,23.507014,17.042564,20.0898266666667,180,181,185,"Rab28",25.234592,25.482218,23.549966,555,508,895,24.755592,0.818844570401126
"RAB29",28.88311,37.650024,23.652496,30.0618766666667,430,433,470,"Rab29",1.614157,2.782786,3.238626,19,29,64,2.54518966666667,8.76169671787189
"RAB2A",153.63921,136.657782,134.443826,141.580272666667,3122,3664,3668,"Rab2a",88.269122,95.600848,82.744874,2448,2599,4400,88.8716146666667,1.58648838340666
"RAB2B",35.454322,44.611619,36.325006,38.7969823333333,1049,1618,1545,"Rab2b",63.045726,68.460668,48.264783,308,366,627,59.9237256666667,0.653226339949652
"RAB30",7.127012,5.439869,5.838953,6.135278,808,976,871,"Rab30",9.131578,9.107463,9.155404,586,628,1074,9.13148166666667,0.704267967386804
"RAB31",38.974995,15.741379,24.017029,26.2444676666667,467,305,551,"Rab31",17.079665,18.010711,16.384719,801,844,1484,17.158365,1.50038110075806
"RAB33A",20.281641,8.995242,10.578471,13.285118,245,148,185,"Rab33a",11.034806,12.771897,10.194804,148,170,265,11.3338356666667,1.15820563740823
"RAB33B",4.297845,4.022552,3.635432,3.98527633333333,244,303,281,"Rab33b",6.59382,9.058011,7.270491,304,316,507,7.640774,0.576947890702075
"RAB34",9.485513,0.63385,1.499472,3.872945,107,6,25,"Rab34",19.974277,19.917792,23.276667,115,136,252,21.0562453333333,0.220932662216791
"RAB35",19.988409,21.110641,22.372705,21.1572516666667,616,1001,1014,"Rab35",25.009735,30.835879,26.390449,733,826,1483,27.412021,0.779854825063893
"RAB36",2.987177,2.346723,2.631757,2.655219,130,146,178,"Rab36",12.136874,8.400979,12.544746,310,250,625,11.027533,0.303904300241787
"RAB37",0.261088,0.121778,0.570794,0.317886666666667,10,5,19,"Rab37",0.78548,0.649756,0.694282,21,19,42,0.709839333333333,0.770766376100054
"RAB38",0.155752,0,0,0.0519173333333333,3,0,0,"Rab38",0.204553,0.208636,0.159811,1,2,6,0.191,0.883221942345368
"RAB39A",1.07571,1.051041,1.070199,1.06565,30,40,43,"Rab39",0.59775,0.258626,0.38536,24,10,29,0.413912,1.46094665014513
"RAB39B",11.005891,12.328203,10.860276,11.3981233333333,594,906,844,"Rab39b",12.258008,13.719268,10.690456,579,624,948,12.2225773333333,0.937648010730737
"RAB3A",161.162124,204.193285,208.020129,191.125179333333,2940,5305,5714,"Rab3a",305.560187,331.294847,314.638657,3257,4063,7086,317.164563666667,0.603854738312775
"RAB3B",42.913384,57.942255,51.465533,50.773724,9203,16878,15948,"Rab3b",33.069776,36.724704,28.279506,519,549,779,32.6913286666667,1.53670769450015
"RAB3C",52.116493,74.501594,58.947677,61.8552546666667,7082,13748,11328,"Rab3c",43.854002,45.852092,41.428127,5244,5401,9295,43.711407,1.40579907643404
"RAB3D",7.946578,9.945169,8.701198,8.864315,549,937,872,"Rab3d",2.0674,2.133737,2.129706,81,112,211,2.110281,3.17151890777714
"RAB3GAP1",25.541138,19.619267,19.618356,21.5929203333333,1106,1419,1220,"Rab3gap1",34.879664,29.036842,28.127112,1287,1174,2194,30.681206,0.713133216372298
"RAB3GAP2",13.616376,11.669161,12.946366,12.7439676666667,1077,1409,1390,"Rab3gap2",15.460342,17.173419,15.61481,1171,1116,2089,16.082857,0.804547369720807
"RAB3IL1",8.092466,11.086341,6.680417,8.61974133333333,73,113,99,"Rab3il1",3.556686,3.593813,3.496987,102,119,197,3.549162,2.11461832604188
"RAB3IP",9.851316,7.825185,4.655939,7.44414666666667,366,514,411,"Rab3ip",14.341758,17.644422,16.771011,284,277,572,16.252397,0.489447736837187
"RAB40B",8.299579,8.32106,7.720419,8.113686,128,164,175,"Rab40b",16.826348,25.4997,20.842674,303,390,632,21.0562406666667,0.413202147080912
"RAB40C",15.542125,16.333649,15.399731,15.7585016666667,523,768,809,"Rab40c",20.664985,21.604425,24.488106,348,344,726,22.2525053333333,0.720718108712472
"RAB42",0.371821,0.160249,0.122063,0.218044333333333,11,2,5,"Rab42",0.405046,0.26876,0.754352,3,2,11,0.476052666666667,0.8252038432233
"RAB43",1.766692,1.27988,1.001607,1.349393,94,107,83,"Rab43",5.453352,5.304113,9.698431,126,177,401,6.818632,0.300486453384684
"RAB44",0.028827,0,0,0.009609,2,0,0,"Rab44",0.070516,0,0.065256,1,0,4,0.0452573333333333,0.965895160745105
"RAB4A",207.119093,163.026192,166.646936,178.930740333333,3552,3823,3903,"Rab4a",21.24664,18.447586,18.4152,261,281,528,19.3698086666667,8.83320718803675
"RAB4B",34.427264,31.147175,33.912103,33.1621806666667,373,469,533,"Rab4b",87.399959,122.223391,106.992291,291,376,698,105.538547,0.320655590193723
"RAB5A",49.34969,49.319589,43.550516,47.4065983333333,1199,1581,1471,"Rab5a",43.262245,47.901063,39.350861,1286,1395,2254,43.504723,1.08767328657081
"RAB5C",77.8519,64.628259,68.607289,70.3624826666667,1140,1517,1411,"Rab5c",53.575135,58.143388,54.812838,1082,1034,1849,55.5104536666667,1.26281914294312
"RAB5IF",62.753132,50.725604,57.569513,57.016083,383,469,561,"Rab5if",31.311231,30.830321,29.014345,265,286,544,30.385299,1.84851140019408
"RAB6A",204.824149,225.038685,196.485793,208.782875666667,5701,7942,7642,"Rab6a",148.920195,156.933641,140.895739,5543,5793,9915,148.916525,1.39933123227521
"RAB6B",165.430962,161.087998,143.239515,156.586158333333,9764,13864,14541,"Rab6b",145.595178,155.61603,137.245803,10034,10541,18085,146.152337,1.07090489723811
"RAB7A",239.41275,217.534242,219.235055,225.394015666667,4066,4964,5359,"Rab7",152.859268,189.362916,181.845887,2723,3015,5219,174.689357,1.28860404256967
"RAB7B",0.22874,0.234422,0.091029,0.184730333333333,11,6,5,"Rab7b",1.605301,2.732715,0.525891,19,31,22,1.62130233333333,0.45196249141807
"RAB8A",45.883978,36.268609,39.885491,40.6793593333333,367,416,423,"Rab8a",29.614373,23.748141,27.117255,310,325,616,26.8265896666667,1.4978249161183
"RAB8B",12.695137,9.548751,8.484563,10.242817,720,856,787,"Rab8b",7.330214,8.154771,7.205274,495,535,921,7.56341966666667,1.3128887100749
"RAB9A",7.814734,7.216171,6.996451,7.342452,88,137,124,"Rab9",11.785724,13.819538,13.048435,195,202,431,12.8845656666667,0.600843569779652
"RAB9B",9.582234,8.294657,5.955019,7.94397,578,681,514,"Rab9b",5.606618,6.193291,5.545768,310,335,587,5.78189233333333,1.31880153213874
"RABAC1",68.172479,74.153506,90.468271,77.5980853333333,557,798,972,"Rabac1",86.980798,123.683606,108.796026,384,571,1030,106.48681,0.731234700642184
"RABEP1",43.928696,37.007092,30.895355,37.2770476666667,2513,2670,2717,"Rabep1",28.384132,28.293774,27.506362,1689,1746,3178,28.0614226666667,1.31710852925897
"RABEP2",9.415562,14.021918,8.000541,10.4793403333333,154,306,255,"Rabep2",3.655973,3.745878,4.88301,67,55,164,4.09495366666667,2.25308041728348
"RABEPK",14.58367,13.975926,14.422435,14.3273436666667,253,321,375,"Rabepk",11.508538,16.651098,13.671804,161,201,309,13.9438133333333,1.02566482361486
"RABGAP1",21.637247,24.9329,25.018007,23.862718,1463,1866,1666,"Rabgap1",26.072537,34.222538,28.808269,1054,1162,1930,29.7011146666667,0.809831117532497
"RABGAP1L",26.037341,21.954368,12.205225,20.0656446666667,1143,1290,1105,"Rabgap1l",32.601528,41.929214,36.54554,1765,1750,3293,37.0254273333333,0.553988374200344
"RABGEF1",13.006181,11.645499,10.206358,11.619346,559,736,683,"Rabgef1",16.425247,18.199292,15.017245,355,337,579,16.5472613333333,0.719163279116832
"RABGGTA",29.226134,27.116061,20.896738,25.746311,316,442,396,"Rabggta",14.93636,11.411047,13.143359,340,323,592,13.1635886666667,1.88838518467754
"RABGGTB",54.806823,56.025423,58.158147,56.330131,775,1134,1271,"Rabggtb",23.564088,23.897598,23.810912,365,350,630,23.7575326666667,2.31566415651705
"RABIF",7.808348,8.466475,7.174511,7.81644466666667,383,564,508,"Rabif",8.123344,9.130278,8.230511,316,348,611,8.494711,0.928563772680039
"RABL2A",30.090704,26.548481,23.329242,26.6561423333333,406,608,519,"Rabl2",70.764534,69.840182,88.40528,176,162,346,76.3366653333333,0.357607122237957
"RABL2B",34.484028,41.523439,37.617498,37.8749883333333,684,1061,1121,"Rabl2",70.764534,69.840182,88.40528,176,162,346,76.3366653333333,0.50267215641864
"RABL3",2.963252,3.24887,2.332692,2.84827133333333,119,146,119,"Rabl3",3.245958,3.438201,2.54473,73,82,130,3.07629633333333,0.944060740104845
"RABL6",26.719295,30.785918,20.417846,25.974353,1040,1745,1365,"Rabl6",129.984461,99.613834,123.170615,1356,1329,2542,117.589636666667,0.227459614163587
"RAC1",107.004681,107.013874,107.520269,107.179608,2505,3429,3567,"Rac1",142.842738,175.716697,144.36059,2830,3088,5265,154.306675,0.696554787487402
"RAC2",0.125639,0.35934,0.512384,0.332454333333333,1,2,8,"Rac2",9.856095,9.341489,8.484568,17,20,47,9.227384,0.130283006224596
"RAC3",118.902975,122.258053,122.619292,121.260106666667,1247,1839,2189,"Rac3",11.864846,17.96218,16.569054,90,107,198,15.46536,7.42529204746612
"RACGAP1",10.453246,13.275958,14.736772,12.821992,206,425,354,"Racgap1",4.387007,4.146883,5.217611,140,138,319,4.58383366666667,2.47535883500828
"RACK1",675.706881,792.913327,751.451468,740.023892,3765,5943,5771,"Rack1",207.08249,213.88166,193.732872,1327,1276,2387,204.899007333333,3.59896777355679
"RAD1",31.166214,11.654368,26.925408,23.2486633333333,394,430,382,"Rad1",7.369582,9.205763,7.013488,95,106,193,7.86294433333333,2.73596024315922
"RAD17",24.629908,27.269547,17.836007,23.245154,545,703,602,"Rad17",4.156265,4.617419,5.122668,153,164,355,4.63211733333333,4.30480271717824
"RAD18",2.076673,2.410512,2.516156,2.334447,85,123,130,"Rad18",1.360708,2.430678,1.911203,52,69,111,1.900863,1.14946724474751
"RAD21",44.328095,38.039512,31.09154,37.8197156666667,2557,2709,2475,"Rad21",24.683013,25.820647,23.334076,1359,1376,2396,24.6125786666667,1.51565042207907
"RAD21L1",0.195312,0.027349,0,0.0742203333333333,1,1,0,"Rad21l",0.333369,0.243054,0.324991,7,5,13,0.300471333333333,0.826023846738644
"RAD23A",37.835112,34.586765,33.156413,35.1927633333333,703,944,975,"Rad23a",40.108739,44.891633,40.162945,494,462,872,41.7211056666667,0.847186952878256
"RAD23B",43.634857,43.998723,39.037561,42.2237136666667,2480,3523,3330,"Rad23b",45.057051,52.115386,49.771648,1994,2003,3613,48.9813616666667,0.864796640694429
"RAD50",9.560032,16.313159,11.631779,12.5016566666667,552,835,745,"Rad50",2.60537,6.187481,4.894979,157,200,330,4.56261,2.42721612096959
"RAD51",0.372753,0.314424,0.522018,0.403065,3,5,9,"Rad51",0.35767,1.528405,0.747148,6,22,30,0.877741,0.747209013383635
"RAD51AP1",0.997998,0.606949,0.436037,0.680328,12,8,8,"Rad51ap1",3.620009,3.077388,1.508826,22,16,38,2.73540766666667,0.449837915950807
"RAD51AP2",0.017492,0.064519,0.063669,0.04856,1,5,5,"Rad51ap2",0.300257,0.489343,0.364275,13,20,29,0.384625,0.757288074388372
"RAD51B",8.396094,3.516261,11.444492,7.78561566666667,19,19,24,"Rad51b",0.083701,0.128023,0.065626,2,3,3,0.09245,8.04212153111508
"RAD51C",15.959142,14.172109,9.207481,13.1129106666667,132,163,139,"Rad51c",0.8525,1.383662,1.087089,25,32,58,1.10775033333333,6.69572218468
"RAD51D",15.242623,44.194432,36.660003,32.0323526666667,291,512,409,"Rad51d",5.347944,5.674337,4.990323,156,169,280,5.33753466666667,5.21217703792705
"RAD52",17.683997,18.680761,13.870404,16.745054,334,361,379,"Rad52",11.597115,9.312088,11.372593,118,116,251,10.7605986666667,1.50885635187052
"RAD54B",1.461218,0.616678,0.624168,0.900688,30,13,19,"Rad54b",0.732892,1.15058,1.718626,14,28,63,1.20069933333333,0.86367454709094
"RAD54L",1.699198,2.929634,0.636766,1.75519933333333,12,9,9,"Rad54l",0.366347,5.069978,2.135984,17,15,25,2.524103,0.781815779315569
"RAD54L2",5.768381,7.856234,4.682302,6.10230566666667,896,1490,1081,"Rad54l2",3.422202,3.49503,3.143374,370,338,742,3.35353533333333,1.63138808413637
"RAD9A",14.141723,13.077917,12.400928,13.206856,202,232,236,"Rad9a",4.014786,3.592599,2.906621,74,78,152,3.50466866666667,3.15380709465424
"RAD9B",0.196972,0.194406,0.181574,0.190984,10,14,12,"Rad9b",1.473346,2.473163,2.456854,32,35,70,2.13445433333333,0.379965337932823
"RADIL",6.338356,6.928613,5.708122,6.32503033333333,147,221,209,"Radil",10.964108,4.020044,9.93142,146,122,306,8.30519066666667,0.787198306378963
