"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"OR5B3",0,0,0,0,0,0,0,"Olfr1454",0.012752,0.008187,0,1,1,0,0.00697966666666667,0.993068711417212
"OR5B3",0,0,0,0,0,0,0,"Olfr1446",0,0,0,0,0,0,0,1
"OR5C1",0.079976,0,0,0.0266586666666667,1,0,0,"Olfr368",0,0,0,0,0,0,0,1.02665866666667
"OR5D14",0,0,0,0,0,0,0,"Olfr1163",0,0,0,0,0,0,0,1
"OR5D14",0,0,0,0,0,0,0,"Olfr1162",0.011954,0.014683,0,1,2,0,0.008879,0.991199142810981
"OR5D16",0,0,0,0,0,0,0,"Olfr1155",0,0,0,0,0,0,0,1
"OR5D18",0,0,0,0,0,0,0,"Olfr73",0.072455,0.030822,0,4,3,0,0.0344256666666667,0.966720018870375
"OR5D18",0,0,0,0,0,0,0,"Olfr1161",0.033149,0.009941,0,2,1,0,0.0143633333333333,0.985840050737901
"OR5D18",0,0,0,0,0,0,0,"Olfr74",0,0,0,0,0,0,0,1
"OR5G3",0,0.062207,0,0.0207356666666667,0,1,0,"Olfr1000",0,0,0,0,0,0,0,1.02073566666667
"OR5G3",0,0.062207,0,0.0207356666666667,0,1,0,"Olfr998",0,0,0,0,0,0,0,1.02073566666667
"OR5G3",0,0.062207,0,0.0207356666666667,0,1,0,"Olfr996",0,0,0,0,0,0,0,1.02073566666667
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr187",0,0,0,0,0,0,0,1.05119766666667
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr183",0,0.021123,0,0,1,0,0.007041,1.04384793336782
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr186",0,0,0,0,0,0,0,1.05119766666667
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr190",0.061248,0.080756,0.041044,10,20,2,0.061016,0.990746290976448
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr193",0,0,0,0,0,0,0,1.05119766666667
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr191",0,0,0,0,0,0,0,1.05119766666667
"OR5H1",0.041031,0.097558,0.015004,0.0511976666666667,4,1,2,"Olfr196",0,0,0,0,0,0,0,1.05119766666667
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr187",0,0,0,0,0,0,0,1.06206733333333
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr196",0,0,0,0,0,0,0,1.06206733333333
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr183",0,0.021123,0,0,1,0,0.007041,1.05464160181495
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr193",0,0,0,0,0,0,0,1.06206733333333
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr190",0.061248,0.080756,0.041044,10,20,2,0.061016,1.00099087415584
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr191",0,0,0,0,0,0,0,1.06206733333333
"OR5H14",0.034198,0.074499,0.077505,0.0620673333333333,4,12,13,"Olfr186",0,0,0,0,0,0,0,1.06206733333333
"OR5H15",0,0,0,0,0,0,0,"Olfr183",0,0.021123,0,0,1,0,0.007041,0.993008229059194
"OR5H15",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H15",0,0,0,0,0,0,0,"Olfr190",0.061248,0.080756,0.041044,10,20,2,0.061016,0.942492855904152
"OR5H2",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr183",0,0.021123,0,0,1,0,0.007041,0.993008229059194
"OR5H2",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,"Olfr190",0.061248,0.080756,0.041044,10,20,2,0.061016,0.942492855904152
"OR5H6",0,0,0,0,0,0,0,"Olfr191",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr187",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr193",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr183",0,0.021123,0,0,1,0,0.007041,0.993008229059194
"OR5H6",0,0,0,0,0,0,0,"Olfr186",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr196",0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,"Olfr190",0.061248,0.080756,0.041044,10,20,2,0.061016,0.942492855904152
"OR5I1",0,0,0,0,0,0,0,"Olfr152",0.054707,0.095037,0,2,6,0,0.0499146666666667,0.952458358520566
"OR5J2",0,0,0,0,0,0,0,"Olfr1052",0,0,0,0,0,0,0,1
"OR5K1",0,0,0,0,0,0,0,"Olfr173",0.055969,0.191281,0.117255,3,16,2,0.121501666666667,0.89166162630164
"OR5K1",0,0,0,0,0,0,0,"Olfr172",0,0.019145,0,0,1,0,0.00638166666666667,0.993658800753193
"OR5K2",0.145165,0.106802,0,0.083989,2,2,0,"Olfr173",0.055969,0.191281,0.117255,3,16,2,0.121501666666667,0.966551394633089
"OR5K2",0.145165,0.106802,0,0.083989,2,2,0,"Olfr172",0,0.019145,0,0,1,0,0.00638166666666667,1.07711520976965
"OR5K3",0,0,0,0,0,0,0,"Olfr175",0,0,0,0,0,0,0,1
"OR5K3",0,0,0,0,0,0,0,"Olfr195",0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,"Olfr181",0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,"Olfr178",0,0.018209,0,0,1,0,0.00606966666666667,0.993966951924138
"OR5K4",0,0,0,0,0,0,0,"Olfr180",0,0,0,0,0,0,0,1
"OR5L1",0,0,0,0,0,0,0,"Olfr1157",0.047415,0.082367,0.036655,4,12,1,0.055479,0.947437135177488
"OR5L1",0,0,0,0,0,0,0,"Olfr1156",0.349432,0.218587,0.329008,23,22,7,0.299009,0.769817607114346
"OR5L2",0,0,0,0,0,0,0,"Olfr1156",0.349432,0.218587,0.329008,23,22,7,0.299009,0.769817607114346
"OR5L2",0,0,0,0,0,0,0,"Olfr1157",0.047415,0.082367,0.036655,4,12,1,0.055479,0.947437135177488
"OR5M1",0,0,0,0,0,0,0,"Olfr1022",0,0,0,0,0,0,0,1
"OR5M1",0,0,0,0,0,0,0,"Olfr1023",0.033901,0.03033,0,3,4,0,0.0214103333333333,0.979038460220525
"OR5M10",0,0,0,0,0,0,0,"Olfr1022",0,0,0,0,0,0,0,1
"OR5M10",0,0,0,0,0,0,0,"Olfr1023",0.033901,0.03033,0,3,4,0,0.0214103333333333,0.979038460220525
"OR5M11",0,0,0,0,0,0,0,"Olfr1028",0.62212,0.807596,0.523132,44,88,11,0.650949333333333,0.605712107458173
"OR5M11",0,0,0,0,0,0,0,"Olfr1029",0.01392,0.008839,0,1,1,0,0.00758633333333333,0.992470785795361
"OR5M3",0,0,0,0,0,0,0,"Olfr1033",6.451137,6.392193,4.076352,21,25,5,5.639894,0.150604813872029
"OR5M3",0,0,0,0,0,0,0,"Olfr1032",0,0,0,0,0,0,0,1
"OR5M8",0,0,0,0,0,0,0,"Olfr1031",0.017086,0.036645,0,1,2,0,0.0179103333333333,0.982404802518624
"OR5M9",0,0,0,0,0,0,0,"Olfr1034",0.012229,0,0,1,0,0,0.00407633333333333,0.995940215700732
"OR5M9",0,0,0,0,0,0,0,"Olfr1036",0,0.011524,0,0,1,0,0.00384133333333333,0.996173366043239
"OR5P2",0,0,0,0,0,0,0,"Olfr487",0.113466,0.034873,0.041928,1,4,1,0.0634223333333333,0.940360164211961
"OR5P2",0,0,0,0,0,0,0,"Olfr495",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr485",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr483",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr488",0.021517,0.020815,0,2,3,0,0.0141106666666667,0.986085673752897
"OR5P2",0,0,0,0,0,0,0,"Olfr484",0.060559,0.049107,0,6,7,0,0.0365553333333333,0.964733833151213
"OR5P2",0,0,0,0,0,0,0,"Olfr478",0,0.013154,0.172829,0,1,0,0.0619943333333333,0.941624610049708
"OR5P2",0,0,0,0,0,0,0,"Olfr492",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr507",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr493",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr498",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr469",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr506",0.093617,0.114186,0.238695,6,11,5,0.148832666666667,0.870448785985078
"OR5P2",0,0,0,0,0,0,0,"Olfr510",0.114952,0.107034,0.030105,6,9,1,0.0840303333333333,0.922483411442054
"OR5P2",0,0,0,0,0,0,0,"Olfr494",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr490",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr486",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr502",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr470",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr497",0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,"Olfr482",0,0.01623,0.153986,0,1,2,0.0567386666666667,0.946307759471279
"OR5P3",0,0,0,0,0,0,0,"Olfr508",0,0,0,0,0,0,0,1
"OR5P3",0,0,0,0,0,0,0,"Olfr480",0,0,0,0,0,0,0,1
"OR5T1",0,0,0,0,0,0,0,"Olfr1102",0,0,0,0,0,0,0,1
"OR5T1",0,0,0,0,0,0,0,"Olfr1094",0,0,0,0,0,0,0,1
"OR5T1",0,0,0,0,0,0,0,"Olfr1093",0,0,0,0,0,0,0,1
"OR5T2",0,0,0.044743,0.0149143333333333,0,0,2,"Olfr141",0,0,0,0,0,0,0,1.01491433333333
"OR5T2",0,0,0.044743,0.0149143333333333,0,0,2,"Olfr1101",0,0,0,0,0,0,0,1.01491433333333
"OR5T2",0,0,0.044743,0.0149143333333333,0,0,2,"Olfr1095",0,0,0,0,0,0,0,1.01491433333333
"OR5T3",0,0,0,0,0,0,0,"Olfr1102",0,0,0,0,0,0,0,1
"OR5T3",0,0,0,0,0,0,0,"Olfr1093",0,0,0,0,0,0,0,1
"OR5T3",0,0,0,0,0,0,0,"Olfr1094",0,0,0,0,0,0,0,1
"OR5V1",0,0,0,0,0,0,0,"Olfr110",0,0,0,0,0,0,0,1
"OR5V1",0,0,0,0,0,0,0,"Olfr111",0,0.036808,0,0,2,0,0.0122693333333333,0.987879378610699
"OR5W2",0,0,0,0,0,0,0,"Olfr1135",0.022408,0.013412,0.072105,1,1,1,0.035975,0.96527425854871
"OR5W2",0,0,0,0,0,0,0,"Olfr1153",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1136",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1140",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1152",0.553146,0.433801,0.395367,67,83,15,0.460771333333333,0.684569841412551
"OR5W2",0,0,0,0,0,0,0,"Olfr1138",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1141",0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,"Olfr1137",0,0,0,0,0,0,0,1
"OR6A2",0.014614,0,0,0.00487133333333333,1,0,0,"Olfr2",0.058264,0.084688,0,6,14,0,0.0476506666666667,0.959166414250042
"OR6B1",0.023991,0.061871,0.016828,0.03423,2,7,2,"Olfr449",0,0,0,0,0,0,0,1.03423
"OR6B2",0,0,0,0,0,0,0,"Olfr1414",0,0,0,0,0,0,0,1
"OR6B2",0,0,0,0,0,0,0,"Olfr1415",0.033593,0.033748,0,2,3,0,0.022447,0.978045805797269
"OR6B2",0,0,0,0,0,0,0,"Olfr1416",0.019794,0.046696,0,2,7,0,0.0221633333333333,0.978317229144723
"OR6B3",0,0,0,0,0,0,0,"Olfr1415",0.033593,0.033748,0,2,3,0,0.022447,0.978045805797269
"OR6B3",0,0,0,0,0,0,0,"Olfr1416",0.019794,0.046696,0,2,7,0,0.0221633333333333,0.978317229144723
"OR6B3",0,0,0,0,0,0,0,"Olfr1414",0,0,0,0,0,0,0,1
"OR6F1",0,0,0,0,0,0,0,"Olfr308",0,0.009457,0,0,1,0,0.00315233333333333,0.996857572645165
"OR6K2",0,0,0,0,0,0,0,"Olfr420",0.014556,0.072919,0,1,9,0,0.0291583333333333,0.971667786783699
"OR6K6",0,0,0,0,0,0,0,"Olfr231",0,0,0,0,0,0,0,1
"OR6N1",0,0,0,0,0,0,0,"Olfr429",0,0,0,0,0,0,0,1
"OR6N2",0,0,0,0,0,0,0,"Olfr430",0,0,0,0,0,0,0,1
"OR6P1",0,0,0,0,0,0,0,"Olfr220",0,0,0,0,0,0,0,1
"OR6S1",0,0,0,0,0,0,0,"Olfr750",0.023126,0.010418,0,3,2,0,0.0111813333333333,0.988942306424433
"OR6X1",0,0,0,0,0,0,0,"Olfr986",3.315361,3.3315,3.325,229,345,71,3.32395366666667,0.231269823196533
"OR6Y1",0.352571,0.348681,0.128791,0.276681,20,27,11,"Olfr414",0.131135,0.084146,0.084563,12,12,2,0.099948,1.16067395913261
"OR7A10",0,0,0,0,0,0,0,"Olfr19",0,0.032891,0,0,1,0,0.0109636666666667,0.989155231757422
"OR7A10",0,0,0,0,0,0,0,"Olfr1354",0,0,0,0,0,0,0,1
"OR7A10",0,0,0,0,0,0,0,"Olfr8",0,0,0,0,0,0,0,1
"OR7A10",0,0,0,0,0,0,0,"Olfr1352",0.076046,0.07209,0,6,10,0,0.0493786666666667,0.952944853716612
"OR7A17",0.182892,0.054205,0.031762,0.0896196666666667,10,4,3,"Olfr1352",0.076046,0.07209,0,6,10,0,0.0493786666666667,1.03834745385841
"OR7A17",0.182892,0.054205,0.031762,0.0896196666666667,10,4,3,"Olfr8",0,0,0,0,0,0,0,1.08961966666667
"OR7A17",0.182892,0.054205,0.031762,0.0896196666666667,10,4,3,"Olfr1354",0,0,0,0,0,0,0,1.08961966666667
"OR7A17",0.182892,0.054205,0.031762,0.0896196666666667,10,4,3,"Olfr19",0,0.032891,0,0,1,0,0.0109636666666667,1.07780299390911
"OR7A5",0,0.010846,0.030695,0.013847,0,1,3,"Olfr1354",0,0,0,0,0,0,0,1.013847
"OR7A5",0,0.010846,0.030695,0.013847,0,1,3,"Olfr8",0,0,0,0,0,0,0,1.013847
"OR7A5",0,0.010846,0.030695,0.013847,0,1,3,"Olfr19",0,0.032891,0,0,1,0,0.0109636666666667,1.00285206425157
"OR7A5",0,0.010846,0.030695,0.013847,0,1,3,"Olfr1352",0.076046,0.07209,0,6,10,0,0.0493786666666667,0.966140281106026
"OR7C2",0,0,0,0,0,0,0,"Olfr1356",0.268681,0.310412,0.300677,17,29,6,0.293256666666667,0.773241712781943
"OR7D4",0.090386,0.054714,0.027033,0.0573776666666667,7,6,3,"Olfr77",0.116088,0.116009,0.065776,23,36,4,0.099291,0.961872394722295
"OR7D4",0.090386,0.054714,0.027033,0.0573776666666667,7,6,3,"Olfr867",0.017712,0.015368,0,1,2,0,0.0110266666666667,1.04584547720469
"OR7D4",0.090386,0.054714,0.027033,0.0573776666666667,7,6,3,"Olfr39",0,0.05307,0.083963,0,3,1,0.0456776666666667,1.01118891640604
"OR7E24",0,0,0,0,0,0,0,"Olfr872",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr873",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr868",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr869",0,0,0,0,0,0,0,1
"OR7E24",0,0,0,0,0,0,0,"Olfr866",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr850",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr829",0.056059,0.062246,0,3,5,0,0.039435,0.962061119742937
"OR7G1",0,0,0,0,0,0,0,"Olfr854",0,0,0,0,0,0,0,1
"OR7G1",0,0,0,0,0,0,0,"Olfr843",0.008034,0,0.026071,1,0,1,0.0113683333333333,0.988759452952353
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr837",0.017017,0.03023,0,1,3,0,0.015749,1.09777907731142
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr836",0,0,0,0,0,0,0,1.115068
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr828",0,0,0,0,0,0,0,1.115068
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr846",0.05828,0.039203,0.074741,5,5,2,0.057408,1.05452956663842
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr844",0,0,0,0,0,0,0,1.115068
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr845",0,0.030953,0,0,3,0,0.0103176666666667,1.10368059154992
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr855",0.156985,0.039957,0,5,2,0,0.0656473333333333,1.04637619324967
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr847",0.024505,0,0,1,0,0,0.00816833333333333,1.10603354929154
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr835",0,0,0,0,0,0,0,1.115068
"OR7G2",0.150391,0.062649,0.132164,0.115068,7,4,9,"Olfr830",0,0.021286,0,0,2,0,0.00709533333333333,1.10721196205854
"OR7G3",0,0,0,0,0,0,0,"Olfr832",0,0,0,0,0,0,0,1
"OR7G3",0,0,0,0,0,0,0,"Olfr834",0,0,0,0,0,0,0,1
"OR8A1",0.097597,0.073599,0.038502,0.0698993333333333,9,9,5,"Olfr151",0,0,0,0,0,0,0,1.06989933333333
"OR8A1",0.097597,0.073599,0.038502,0.0698993333333333,9,9,5,"Olfr160",0.014556,0.009678,0,1,1,0,0.008078,1.06132594237086
"OR8B12",0,0,0,0,0,0,0,"Olfr874",0.019513,0,0,1,0,0,0.00650433333333333,0.993537699622423
"OR8B12",0,0,0,0,0,0,0,"Olfr875",0,0,0,0,0,0,0,1
"OR8B12",0,0,0,0,0,0,0,"Olfr876",0.013397,0.008547,0,1,1,0,0.00731466666666667,0.992738449157231
"OR8B2",0,0,0,0,0,0,0,"Olfr918",0.045287,0.036877,0.049288,3,4,1,0.0438173333333333,0.958022029397225
"OR8B2",0,0,0,0,0,0,0,"Olfr147",0.139003,0.241476,0.170772,13,38,5,0.183750333333333,0.844772729384659
"OR8B3",0,0,0,0,0,0,0,"Olfr918",0.045287,0.036877,0.049288,3,4,1,0.0438173333333333,0.958022029397225
"OR8B3",0,0,0,0,0,0,0,"Olfr147",0.139003,0.241476,0.170772,13,38,5,0.183750333333333,0.844772729384659
"OR8B4",0,0,0,0,0,0,0,"Olfr878",0,0,0,0,0,0,0,1
"OR8B8",0.047963,0.011752,0.011054,0.0235896666666667,3,1,1,"Olfr145",0.014138,0.004574,0.045674,2,1,2,0.021462,1.00208296213336
"OR8D1",0.007605,0.011241,0.010975,0.00994033333333333,1,2,2,"Olfr933",0,0.016558,0,0,2,0,0.00551933333333333,1.00439673296519
"OR8D1",0.007605,0.011241,0.010975,0.00994033333333333,1,2,2,"Olfr930",0,0,0,0,0,0,0,1.00994033333333
"OR8D1",0.007605,0.011241,0.010975,0.00994033333333333,1,2,2,"Olfr26",0,0,0,0,0,0,0,1.00994033333333
"OR8D2",0,0,0,0,0,0,0,"Olfr924",0,0,0.05008,0,0,1,0.0166933333333333,0.983580758537481
"OR8D2",0,0,0,0,0,0,0,"Olfr926",0,0,0,0,0,0,0,1
"OR8D4",0.022459,0.033405,0.015848,0.023904,1,2,1,"Olfr985",0,0,0,0,0,0,0,1.023904
"OR8G2P",0,0,0,0,0,0,0,"Olfr229",0,0,0,0,0,0,0,1
"OR8G2P",0,0,0,0,0,0,0,"Olfr971",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr936",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr935",0,0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,0,"Olfr146",0,0,0,0,0,0,0,1
"OR8H1",0.026265,0.033992,0.041027,0.0337613333333333,1,2,2,"Olfr1098",0,0,0,0,0,0,0,1.03376133333333
"OR8H1",0.026265,0.033992,0.041027,0.0337613333333333,1,2,2,"Olfr1097",0,0,0,0,0,0,0,1.03376133333333
"OR8H1",0.026265,0.033992,0.041027,0.0337613333333333,1,2,2,"Olfr1100",0,0.076757,0,0,6,0,0.0255856666666667,1.00797170527279
"OR8H1",0.026265,0.033992,0.041027,0.0337613333333333,1,2,2,"Olfr1099",0,0,0,0,0,0,0,1.03376133333333
"OR8H1",0.026265,0.033992,0.041027,0.0337613333333333,1,2,2,"Olfr1096",0,0,0,0,0,0,0,1.03376133333333
"OR8H2",0.043244,0.016032,0.031633,0.030303,2,1,2,"Olfr1099",0,0,0,0,0,0,0,1.030303
"OR8H2",0.043244,0.016032,0.031633,0.030303,2,1,2,"Olfr1097",0,0,0,0,0,0,0,1.030303
"OR8H2",0.043244,0.016032,0.031633,0.030303,2,1,2,"Olfr1100",0,0.076757,0,0,6,0,0.0255856666666667,1.00459964826602
"OR8H2",0.043244,0.016032,0.031633,0.030303,2,1,2,"Olfr1096",0,0,0,0,0,0,0,1.030303
"OR8H2",0.043244,0.016032,0.031633,0.030303,2,1,2,"Olfr1098",0,0,0,0,0,0,0,1.030303
"OR8H3",0,0,0,0,0,0,0,"Olfr1100",0,0.076757,0,0,6,0,0.0255856666666667,0.975052628465621
"OR8H3",0,0,0,0,0,0,0,"Olfr1096",0,0,0,0,0,0,0,1
"OR8H3",0,0,0,0,0,0,0,"Olfr1099",0,0,0,0,0,0,0,1
"OR8H3",0,0,0,0,0,0,0,"Olfr1097",0,0,0,0,0,0,0,1
"OR8H3",0,0,0,0,0,0,0,"Olfr1098",0,0,0,0,0,0,0,1
"OR8I2",0,0,0,0,0,0,0,"Olfr1104",0.020399,0.012832,0,1,1,0,0.011077,0.989044355672219
"OR8J1",0,0,0,0,0,0,0,"Olfr1045",0,0,0,0,0,0,0,1
"OR8J3",0,0,0.013238,0.00441266666666667,0,0,1,"Olfr1045",0,0,0,0,0,0,0,1.00441266666667
"OR8K1",0,0,0,0,0,0,0,"Olfr1046",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1085",0.031212,0.012921,0,3,2,0,0.014711,0.985502276017507
"OR8K3",0,0,0,0,0,0,0,"Olfr1065",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1061",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1087",0,0.01778,0,0,2,0,0.00592666666666667,0.994108251761229
"OR8K3",0,0,0,0,0,0,0,"Olfr1082",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1076",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1054",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1066",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1079",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1047",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1080",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1089",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr228",0.106022,0,0,3,0,0,0.0353406666666667,0.965865663540052
"OR8K3",0,0,0,0,0,0,0,"Olfr1084",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1058",0,0,0,0,0,0,0,1
"OR8K3",0,0,0,0,0,0,0,"Olfr1090",0.126054,0.082662,0,5,5,0,0.069572,0.934953420620585
"OR8K5",0,0,0,0,0,0,0,"Olfr1049",0,0,0,0,0,0,0,1
"OR8K5",0,0,0,0,0,0,0,"Olfr1008",0,0,0,0,0,0,0,1
"OR8K5",0,0,0,0,0,0,0,"Olfr1051",0.149872,0.09838,0.201124,6,7,3,0.149792,0.869722523726031
"OR8K5",0,0,0,0,0,0,0,"Olfr1053",0,0,0,0,0,0,0,1
"OR8S1",0,0,0.058316,0.0194386666666667,0,0,1,"Olfr285",0.008798,0.038178,0.028124,1,7,1,0.0250333333333333,0.994541966114923
"OR8U1",0,0,0,0,0,0,0,"Olfr52",0,0.012663,0,0,1,0,0.004221,0.99579674195222
"OR9A1P",0,0,0,0,0,0,0,"Olfr461",0.123869,0.336121,0.394241,9,21,4,0.284743666666667,0.778365385987503
"OR9A2",0,0,0,0,0,0,0,"Olfr459",0,0,0,0,0,0,0,1
"OR9A4",0,0,0,0,0,0,0,"Olfr460",0.041208,0.009304,0.166995,3,1,3,0.0725023333333333,0.932398903871849
"OR9G1",0,0.064861,0.012596,0.025819,0,2,1,"Olfr1016",0.022622,0.013617,0,1,1,0,0.0120796666666667,1.01357534765873
"OR9G4",0,0,0,0,0,0,0,"Olfr1006",0,0,0,0,0,0,0,1
"OR9G4",0,0,0,0,0,0,0,"Olfr1015",0,0,0,0,0,0,0,1
"OR9I1",0,0,0,0,0,0,0,"Olfr1505",0.178616,0.174552,0.160751,13,20,4,0.171306333333333,0.853747624802962
"OR9I1",0,0,0,0,0,0,0,"Olfr1499",0,0,0,0,0,0,0,1
"OR9I1",0,0,0,0,0,0,0,"Olfr1502",0,0.041818,0,0,1,0,0.0139393333333333,0.986252300433491
"OR9Q1",0,0,0,0,0,0,0,"Olfr1500",0,0,0.118424,0,0,2,0.0394746666666667,0.96202440720056
"OR9Q2",0,0,0,0,0,0,0,"Olfr1497",0,0,0,0,0,0,0,1
"ORAI1",2.569379,1.621075,1.988177,2.05954366666667,64,67,71,"Orai1",3.607583,4.045016,4.285771,102,178,39,3.97945666666667,0.61443323468357
"ORAI2",42.874077,43.912545,25.781749,37.5227903333333,2766,3547,3378,"Orai2",10.526883,9.479538,9.784268,887,1095,248,9.93022966666667,3.52442643092983
