"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ZIC3",0.142041,0.09186,0.03235,0.0887503333333333,9,8,3,"Zic3",1.356927,0.687189,1.184362,65,66,22,1.07615933333333,0.524405962419711
"ZIC4",0,0,0,0,0,0,0,"Zic4",1.705765,0.692447,1.092462,57,49,16,1.163558,0.462201614192917
"ZIC5",0.047263,0,0.009969,0.0190773333333333,3,0,1,"Zic5",0.893537,0.491455,1.184076,34,39,16,0.856356,0.548966541618813
"ZIK1",2.90261,2.894558,1.462165,2.41977766666667,135,182,121,"Zik1",2.126523,1.79861,1.294217,190,244,36,1.73978333333333,1.24819274030185
"ZKSCAN1",22.327872,19.12484,15.600293,19.0176683333333,2395,3354,2719,"Zkscan1",5.638393,4.815444,3.986044,928,1186,223,4.81329366666667,3.44342974587957
"ZKSCAN2",6.267743,7.698493,5.573667,6.513301,764,1263,993,"Zkscan2",4.619608,4.149991,2.374088,643,692,123,3.71456233333333,1.59363700568317
"ZKSCAN4",1.307288,1.251285,1.148749,1.235774,114,148,143,"Zkscan3",18.441169,15.508192,18.662676,881,1188,266,17.5373456666667,0.12060917675071
"ZKSCAN4",1.307288,1.251285,1.148749,1.235774,114,148,143,"Zkscan4",1.434303,1.100815,1.921647,73,80,28,1.48558833333333,0.899494888198837
"ZKSCAN5",6.686913,6.829716,4.788169,6.10159933333333,436,622,499,"Zkscan5",7.805171,5.96126,7.195672,246,359,68,6.98736766666667,0.889103848689742
"ZKSCAN7",5.322902,5.322411,4.270969,4.972094,200,272,222,"Zkscan7",1.815546,1.76621,1.77467,139,198,33,1.78547533333333,2.14401252401445
"ZKSCAN8",5.5342,4.945433,4.471582,4.98373833333333,672,826,787,"Zkscan8",3.498213,3.022601,2.34586,609,818,140,2.955558,1.51274190223815
"ZMAT1",2.129339,2.1505,1.355729,1.87852266666667,95,137,100,"Zmat1",5.264892,4.494835,5.043862,356,464,107,4.93452966666667,0.485046470124647
"ZMAT2",69.826829,67.468368,61.922176,66.405791,889,1135,1153,"Zmat2",61.002364,47.407776,56.581713,1528,1857,433,54.9972843333333,1.20373321318147
"ZMAT3",6.146857,4.172312,4.06052,4.79322966666667,877,827,824,"Zmat3",16.648085,13.167628,12.606652,2433,3082,575,14.1407883333333,0.382624044344675
"ZMAT5",11.019983,9.88402,11.546041,10.8166813333333,138,172,210,"Zmat5",11.629123,13.53099,13.658975,103,177,55,12.939696,0.847700074186219
"ZMIZ1",55.326425,50.132174,52.515854,52.658151,5074,6500,6822,"Zmiz1",14.434839,11.157214,12.354791,1800,2118,488,12.648948,3.93130305720265
"ZMIZ2",47.102132,53.283691,46.390458,48.925427,1314,2017,1791,"Zmiz2",33.998095,24.473428,29.078477,2563,2815,729,29.1833333333333,1.65407267807841
"ZMPSTE24",14.112528,15.451385,11.10026,13.5547243333333,625,874,709,"Zmpste24",21.820913,18.94967,17.610256,795,1180,233,19.4602796666667,0.711364877237993
"ZMYM1",3.947095,3.194455,3.020137,3.387229,157,174,169,"Zmym1",16.591331,9.701706,2.327194,232,210,40,9.540077,0.416242594812163
"ZMYM2",59.508322,66.362672,65.389129,63.7533743333333,1786,2379,2105,"Zmym2",46.388881,36.536336,30.902194,1590,1797,407,37.9424703333333,1.66279575432858
"ZMYM3",24.814587,28.532417,24.073587,25.8068636666667,1893,2517,2294,"Zmym3",43.919672,34.694281,34.478503,1674,1842,472,37.6974853333333,0.692728828133328
"ZMYM4",20.608325,20.917626,17.924565,19.8168386666667,1305,1642,1567,"Zmym4",15.119098,12.269966,8.75521,1276,1378,279,12.0480913333333,1.59539339010349
"ZMYM5",3.746988,4.758722,3.816784,4.107498,151,249,191,"Zmym5",11.740335,8.617196,10.381477,810,878,234,10.246336,0.454147733092805
"ZMYM6",9.719948,6.871037,4.88,7.156995,330,414,322,"Zmym6",15.529363,11.837066,9.181546,715,980,176,12.1826583333333,0.618767079730378
"ZMYND10",3.065999,2.409509,2.936849,2.804119,30,45,36,"Zmynd10",1.110239,0.753558,0.969341,18,23,6,0.944379333333333,1.95646957092392
"ZMYND11",38.844919,33.845892,31.189007,34.626606,1791,2207,1908,"Zmynd11",176.574418,164.299551,86.343156,2068,2493,530,142.405708333333,0.248432272425232
"ZMYND12",0.345365,0.613472,0.479869,0.479568666666667,5,11,12,"Zmynd12",0.245788,0.093508,0.390406,4,4,2,0.243234,1.19009668868987
"ZMYND15",0,0.079473,0.147091,0.0755213333333333,0,4,6,"Zmynd15",0.420549,0.097712,0.19531,12,12,5,0.237857,0.868857495925081
"ZMYND19",13.617289,15.808631,12.366063,13.930661,253,404,347,"Zmynd19",7.581949,7.605346,10.215831,331,500,133,8.46770866666667,1.57700891796206
"ZMYND8",58.428168,73.255209,51.683495,61.1222906666667,1249,1647,1468,"Zmynd8",26.200788,26.810445,15.675552,1636,1931,406,22.895595,2.59973818047497
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp955b",16.757996,15.73912,12.534324,629,729,151,15.01048,0.435508325380209
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp952",5.638448,4.445703,4.454695,300,332,84,4.846282,1.19267208344266
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp81",2.9608,3.369796,2.307968,330,447,73,2.87952133333333,1.79730867141341
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp472",1.614782,1.743813,1.036196,47,85,15,1.46493033333333,2.82876040715688
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp101",7.624437,7.565304,7.897092,555,882,194,7.695611,0.801863990159327
"ZNF101",6.005599,6.458153,5.45434,5.97269733333333,136,153,167,"Zfp955a",2.081794,2.015927,1.607423,153,224,37,1.90171466666667,2.40295760759385
"ZNF106",5.249267,4.39369,3.838231,4.49372933333333,653,853,765,"Zfp106",66.737289,55.300242,41.58958,5482,6941,1359,54.5423703333333,0.0989106028490166
"ZNF112",2.598322,3.611431,2.944199,3.05131733333333,95,140,114,"Zfp112",3.260185,2.279429,1.506575,193,210,32,2.34872966666667,1.20980722142496
"ZNF12",5.07957,5.700754,4.895425,5.22524966666667,342,435,456,"Zfp12",7.105438,4.340332,5.867608,473,498,145,5.771126,0.919381749308264
"ZNF121",4.235018,4.200855,4.582913,4.33959533333333,378,546,498,"Zfp560",5.745209,4.218942,3.798999,113,153,30,4.58771666666667,0.955595219275613
"ZNF124",7.921964,10.021779,10.675526,9.53975633333333,173,254,271,"Zfp78",1.295829,0.769583,0.776609,42,50,12,0.947340333333333,5.41238537143225
"ZNF131",26.526261,24.710452,17.412002,22.882905,428,566,501,"Zfp131",25.318159,29.542531,19.033828,456,680,127,24.631506,0.9317792329487
"ZNF134",6.010944,5.675299,4.690129,5.45879066666667,476,588,503,"Zfy2",0,0,0,0,0,0,0,6.45879066666667
"ZNF134",6.010944,5.675299,4.690129,5.45879066666667,476,588,503,"Zfy1",0.01731,0,0,1,0,0,0.00577,6.42173724277585
"ZNF142",9.547321,13.287341,7.550547,10.128403,484,750,635,"Zfp142",4.176446,4.292767,3.691246,574,755,164,4.05348633333333,2.20212389347842
"ZNF143",25.456203,28.476287,13.842927,22.5918056666667,202,254,266,"Zfp143",2.900953,2.606389,2.372686,138,191,46,2.626676,6.50507673325841
"ZNF146",26.773316,29.78156,22.060799,26.205225,1093,1802,1498,"Zfp146",11.081764,10.190655,10.361309,422,554,119,10.544576,2.35653739037276
"ZNF148",6.449607,5.438242,7.159931,6.34926,518,727,627,"Zfp148",9.082423,7.562652,6.878311,1085,1359,260,7.84112866666667,0.83125812066378
"ZNF154",9.100035,9.658139,7.43648,8.73155133333333,674,968,785,"Zfy1",0.01731,0,0,1,0,0,0.00577,9.67572241499879
"ZNF154",9.100035,9.658139,7.43648,8.73155133333333,674,968,785,"Zfy2",0,0,0,0,0,0,0,9.73155133333333
"ZNF160",8.173061,7.468473,6.753841,7.465125,397,538,539,"Zfp160",7.45183,6.851663,4.650455,368,492,98,6.31798266666667,1.15675663438758
"ZNF169",2.327811,2.488724,2.544428,2.45365433333333,81,91,107,"Zfp169",6.122406,3.025866,3.207862,236,338,54,4.11871133333333,0.674711681989751
"ZNF174",4.837943,5.501907,4.553119,4.964323,111,187,173,"Zfp174",0.678218,0.5827,0.676313,89,114,28,0.645743666666667,3.62408989978391
"ZNF18",4.958798,5.175669,5.390309,5.17492533333333,154,205,238,"Zkscan6",3.306323,2.605598,2.859606,158,188,43,2.92384233333333,1.57369354035377
"ZNF180",1.907302,2.652573,1.816346,2.125407,99,186,136,"Zfp180",8.192351,7.40639,5.524301,631,726,149,7.041014,0.388683193438041
"ZNF182",4.975299,4.813698,4.107746,4.63224766666667,284,371,333,"Zfp182",4.529918,3.385071,3.061165,261,300,54,3.658718,1.20896943465277
"ZNF185",0.940433,0.307614,0.436905,0.561650666666667,41,25,35,"Zfp185",0.834158,0.276612,0.210657,21,28,5,0.440475666666667,1.08412151819295
"ZNF189",10.100642,10.08127,9.023057,9.73498966666667,461,614,603,"Zfp189",1.614942,1.377544,1.220787,101,127,24,1.40442433333333,4.46468184415036
"ZNF195",30.488997,33.64235,26.590498,30.240615,1017,1615,1306,"Zfp54",0.729297,0.46832,1.201869,34,33,14,0.799828666666667,17.3575494037766
"ZNF2",2.574005,2.444953,1.660898,2.22661866666667,105,128,108,"Zfp661",2.6984,1.669498,1.806534,137,166,36,2.058144,1.0550904949756
"ZNF20",2.785856,3.717881,3.542235,3.34865733333333,22,80,92,"Zfp78",1.295829,0.769583,0.776609,42,50,12,0.947340333333333,2.2331265156356
"ZNF200",3.651591,3.448223,3.10125,3.40035466666667,140,174,154,"Zfp65",3.197231,2.488448,1.82896,201,242,47,2.50487966666667,1.25549379298709
"ZNF202",5.012414,6.245531,4.411734,5.22322633333333,229,362,303,"Zfp202",1.16973,0.976169,0.885937,94,117,21,1.010612,3.09519008805942
"ZNF205",14.352228,13.321136,11.696389,13.123251,239,333,401,"Zfp13",7.188399,5.301413,8.698194,157,184,58,7.06266866666667,1.75168440920678
"ZNF207",52.031952,49.956914,59.852885,53.9472503333333,1590,2184,1861,"Zfp207",33.428772,27.898197,26.681145,1728,2015,427,29.336038,1.81128631014153
"ZNF212",3.139052,2.74228,2.273004,2.718112,92,144,113,"Zfp212",2.791,2.369334,3.121999,167,215,59,2.76077766666667,0.98865509465108
"ZNF213",6.027834,6.318578,7.964418,6.77027666666667,317,424,553,"Zfp213",1.917864,1.538183,2.556062,110,135,46,2.00403633333333,2.5866120793701
"ZNF217",1.313317,0.430858,0.703456,0.815877,73,54,48,"Zfp217",1.156569,0.440114,0.523571,51,84,21,0.706751333333333,1.06393764840572
"ZNF219",7.163098,7.964855,6.848573,7.32550866666667,170,240,311,"Zfp219",17.56722,17.801432,19.389836,696,839,252,18.2528293333333,0.432430398801298
"ZNF22",10.416728,10.595381,8.067941,9.69335,329,455,363,"Zfp422",14.127497,7.586671,7.318602,343,401,89,9.67759,1.00147598849553
"ZNF226",18.667086,14.241481,16.637365,16.5153106666667,365,450,438,"Zfp61",12.395445,6.327221,8.654465,198,195,57,9.12571033333333,1.729785870825
"ZNF23",11.337891,12.629527,12.283232,12.08355,376,498,493,"Zfp612",15.393838,11.029066,11.788596,1556,1665,384,12.7371666666667,0.952419834269561
"ZNF233",0.973627,0.750823,0.874251,0.866233666666667,38,33,51,"Zfp109",2.209023,1.60251,1.942099,117,115,27,1.91787733333333,0.639586059820655
"ZNF233",0.973627,0.750823,0.874251,0.866233666666667,38,33,51,"Zfp93",11.691839,5.508113,2.274038,176,169,36,6.49133,0.249119137278249
"ZNF233",0.973627,0.750823,0.874251,0.866233666666667,38,33,51,"Zfp108",1.829999,1.332289,1.334398,93,109,22,1.49889533333333,0.746823463060878
"ZNF233",0.973627,0.750823,0.874251,0.866233666666667,38,33,51,"Zfp235",4.550954,3.886708,4.245364,239,292,75,4.22767533333333,0.356991118933298
"ZNF233",0.973627,0.750823,0.874251,0.866233666666667,38,33,51,"Zfp114",0.6747,0.805234,0.680352,46,85,15,0.720095333333333,1.0849594382947
"ZNF236",1.902336,11.549042,1.587553,5.012977,180,245,208,"Zfp236",52.568385,20.219608,24.777542,789,933,167,32.521845,0.179374882259613
"ZNF239",3.613387,4.322222,3.971023,3.96887733333333,69,159,115,"Zfp239",9.590692,10.637407,12.497051,421,656,123,10.9083833333333,0.417258765883418
"ZNF24",7.8429,9.036617,7.323892,8.067803,764,1252,1051,"Zfp24",14.003881,13.684016,11.625117,935,1325,257,13.104338,0.642908798697252
"ZNF248",15.894159,15.565919,15.221857,15.560645,938,1283,1185,"Zfp248",4.489423,3.521868,3.323951,252,293,65,3.778414,3.46572000668004
"ZNF25",17.751902,13.84722,12.468004,14.689042,1105,1108,1085,"Zfp9",4.146239,3.440925,3.456064,345,423,87,3.681076,3.35158882274075
"ZNF250",9.979952,8.46442,6.757645,8.40067233333333,362,504,366,"Zfp647",1.546125,1.219963,1.389013,55,63,18,1.38503366666667,3.94152605253231
"ZNF251",9.699025,10.635165,7.733397,9.35586233333333,408,617,427,"Zfp251",7.752314,5.72552,8.585057,574,654,183,7.354297,1.23958513006341
"ZNF256",1.520473,1.101845,1.014235,1.21218433333333,51,45,45,"Zfy2",0,0,0,0,0,0,0,2.21218433333333
"ZNF256",1.520473,1.101845,1.014235,1.21218433333333,51,45,45,"Zfy1",0.01731,0,0,1,0,0,0.00577,2.19949325723906
"ZNF257",0.0553,0.251959,0.221446,0.176235,3,4,3,"Gm10037",10.329597,7.154437,1.954451,55,46,5,6.479495,0.157261285688405
"ZNF260",8.694819,6.192898,5.841355,6.90969066666667,460,705,644,"Zfp260",29.385485,18.545282,21.225461,895,1120,258,23.052076,0.328856879824705
"ZNF263",9.574842,8.885238,8.123889,8.861323,295,411,361,"Zfp263",7.865631,4.602045,4.621295,379,432,83,5.69632366666667,1.47264730483209
"ZNF266",6.902321,6.922341,5.620653,6.48177166666667,272,377,350,"Zfp266",7.932793,7.489629,4.891566,756,1103,188,6.77132933333333,0.962740265629372
"ZNF273",4.667909,5.091592,4.978225,4.91257533333333,148,235,247,"Gm10037",10.329597,7.154437,1.954451,55,46,5,6.479495,0.790504617401754
"ZNF274",9.273562,8.602533,8.526998,8.801031,366,422,397,"Zfp110",4.608066,5.23778,5.050604,291,472,103,4.96548333333333,1.64295673164231
"ZNF274",9.273562,8.602533,8.526998,8.801031,366,422,397,"Zfp369",13.645435,11.774235,8.034641,486,653,112,11.151437,0.80657382332641
"ZNF276",20.184158,18.974331,17.087393,18.7486273333333,471,568,551,"Zfp276",35.140318,46.04976,27.688501,598,1012,184,36.2928596666667,0.529555188576358
"ZNF277",13.497683,9.357697,12.235536,11.696972,207,228,256,"Zfp277",5.845778,5.031557,4.645281,293,386,74,5.17420533333333,2.05645444466376
"ZNF280B",1.859526,1.708,1.637787,1.73510433333333,160,183,202,"Zfp280b",3.701425,3.072829,2.491578,411,396,87,3.08861066666667,0.668956904024122
"ZNF280C",1.777054,1.99688,1.747967,1.84063366666667,132,202,185,"Zfp280c",15.097513,17.07662,8.092731,681,1009,174,13.422288,0.196961374413454
"ZNF280D",10.379423,13.42555,4.95289,9.58595433333333,298,401,284,"Zfp280d",17.550999,13.281263,13.645173,582,707,129,14.8258116666667,0.668904354247444
"ZNF281",4.952082,4.867847,4.013697,4.61120866666667,389,520,453,"Zfp281",5.465559,5.648122,5.231853,554,885,164,5.44851133333333,0.870155664868181
"ZNF282",41.019481,84.434304,40.112102,55.188629,327,528,490,"Zfp282",1.847224,1.721842,1.740488,223,311,67,1.76985133333333,20.2857923541986
"ZNF286A",31.28688,39.180816,30.652569,33.706755,888,1265,1038,"Zfp286",6.622492,3.657029,5.130895,165,168,53,5.13680533333333,5.65550854472816
"ZNF287",10.688994,6.596004,9.526227,8.937075,216,330,355,"Zfp287",4.269221,4.190593,3.67179,253,368,67,4.043868,1.97012986858498
"ZNF292",10.979856,9.628353,8.00278,9.53699633333333,851,942,964,"Zfp292",3.191513,2.362342,1.954998,694,780,132,2.502951,3.0080341784208
"ZNF296",0.316077,0.284686,0.28146,0.294074333333333,7,9,10,"Zfp296",0.272184,0.257198,0.105201,8,12,1,0.211527666666667,1.06813436369454
"ZNF304",3.036767,3.59341,2.847611,3.15926266666667,209,335,278,"Zfy1",0.01731,0,0,1,0,0,0.00577,4.13540140058529
"ZNF304",3.036767,3.59341,2.847611,3.15926266666667,209,335,278,"Zfy2",0,0,0,0,0,0,0,4.15926266666667
"ZNF316",23.415088,21.549493,13.599329,19.5213033333333,806,1170,1267,"Zfp316",3.152068,2.703407,2.931555,360,495,115,2.92901,5.22302140573155
"ZNF317",8.211592,8.621978,8.075076,8.302882,384,619,519,"Zfp317",8.524096,7.033509,6.870042,516,681,151,7.47588233333333,1.09757092349127
"ZNF318",7.963017,7.290376,5.559183,6.93752533333333,740,993,849,"Zfp318",18.015628,11.186496,15.589397,1227,1399,288,14.930507,0.498259429742778
"ZNF319",3.421735,4.675772,3.831438,3.976315,188,310,299,"Zfp319",2.296335,1.80979,2.158752,376,449,111,2.08829233333333,1.61134842912647
"ZNF32",23.125532,23.131779,19.615997,21.9577693333333,332,421,401,"Zfp637",18.295745,16.531901,17.937023,269,364,102,17.588223,1.23507068606468
"ZNF322",8.890071,9.701971,8.98321,9.19175066666667,693,1033,972,"Zfp322a",6.804771,5.71344,4.316151,492,549,114,5.611454,1.54152939227387
"ZNF324",3.896669,6.870637,4.600658,5.12265466666667,264,428,338,"Zfp324",2.487069,2.074265,2.726944,159,194,37,2.429426,1.78532928445363
"ZNF324B",5.824269,4.601446,3.032803,4.48617266666667,123,178,161,"Zfp324",2.487069,2.074265,2.726944,159,194,37,2.429426,1.59973496050554
"ZNF326",11.214342,12.012579,8.927481,10.718134,657,1021,754,"Zfp326",13.891135,11.568192,8.182577,392,583,91,11.213968,0.959404347547005
"ZNF329",9.172796,8.395021,7.083252,8.217023,405,541,454,"Zfp329",7.829866,7.751978,5.050522,585,773,120,6.87745533333333,1.17005081082444
"ZNF330",17.139356,16.986508,20.601746,18.2425366666667,286,400,491,"Zfp330",12.910201,12.947596,12.058932,393,547,127,12.6389096666667,1.41085593621132
"ZNF334",6.335356,5.388562,5.281066,5.668328,302,353,364,"Zfp334",3.004585,2.355091,2.539439,556,654,148,2.63303833333333,1.83546865961135
"ZNF335",5.780161,6.544357,5.120005,5.814841,380,614,501,"Zfp335",4.062304,3.089324,3.250148,416,486,104,3.46725866666667,1.52550848484559
"ZNF337",9.240682,10.503982,9.581597,9.77542033333333,474,769,737,"Zfp78",1.295829,0.769583,0.776609,42,50,12,0.947340333333333,5.53340376558044
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp991",2.863941,5.53618,1.119134,77,112,18,3.173085,1.79058011039794
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp760",2.644112,2.333417,2.305,229,314,62,2.42750966666667,2.18007933651342
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Gm7072",5.283033,4.556665,3.739492,373,510,81,4.52639666666667,1.3521003740231
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp946",8.842948,8.275996,7.961875,472,651,139,8.360273,0.798293276275168
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp995",2.386038,1.738682,2.695052,75,80,22,2.27325733333333,2.28281562952785
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp988",0.055835,0.180126,0.075021,3,16,1,0.103660666666667,6.77041705451736
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp979",1.59265,2.715969,1.333568,69,199,18,1.880729,2.59387224553229
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp987",0,0.277659,0,0,2,0,0.092553,6.839249903666
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Rex2",0,0.040974,0.136826,0,5,3,0.0592666666666667,7.05416608974762
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp980",0,0,0,0,0,0,0,7.472243
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp985",0.143444,0.024858,0,4,2,0,0.0561006666666667,7.07531321193497
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp978",0.411449,0.30616,1.449006,7,8,3,0.722205,4.33876512958678
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp992",0.871035,0.74951,0.465385,79,109,13,0.69531,4.4075968406958
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp994",1.445833,1.471272,1.131134,147,235,35,1.349413,3.18047231372262
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp990",0,0.073439,0,0,7,0,0.0244796666666667,7.29369575905037
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp984",1.171551,1.833545,1.736073,63,152,28,1.58038966666667,2.89578085687058
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp944",4.938162,3.775564,3.648776,270,328,61,4.120834,1.45918477341777
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp942",6.388916,5.660063,3.734697,359,510,73,5.26122533333333,1.19341544221695
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp943",8.402733,7.361425,5.888607,397,552,89,7.21758833333333,0.909298774397111
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp534",0.138661,0.03017,0.146054,8,3,2,0.104961666666667,6.7624454543672
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp947",0.402815,0.311725,0.593512,23,28,11,0.436017333333333,5.20344902986315
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp945",2.912644,2.354654,2.276545,289,369,71,2.51461433333333,2.12604920236388
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp981",0.024942,0.072597,0.102531,1,6,2,0.06669,7.00507457649364
"ZNF34",6.559691,6.416196,6.440842,6.472243,171,235,236,"Zfp820",0.515335,0.354321,0.237096,35,41,5,0.368917333333333,5.45850565118127
"ZNF341",1.247395,1.356638,1.248663,1.284232,66,100,98,"Zfp341",1.058644,0.945775,0.751944,76,97,17,0.918787666666667,1.19045584859746
"ZNF345",3.005543,3.503439,3.092666,3.20054933333333,51,67,45,"Zfp11",0.891124,1.043516,1.15899,76,134,31,1.03121,2.06800347247864
"ZNF346",28.478596,29.735704,22.333628,26.8493093333333,378,571,499,"Zfp346",10.968482,12.040152,6.108415,405,550,127,9.705683,2.60135755311766
"ZNF35",5.051223,3.618638,2.437269,3.70237666666667,128,154,118,"Zfp105",2.395595,1.973758,2.078872,99,109,27,2.14940833333333,1.49309843912481
"ZNF354A",6.646197,7.189573,6.948665,6.928145,261,364,341,"Zfp354a",2.292854,2.290283,2.364548,129,152,40,2.315895,2.39095176415417
"ZNF354B",6.710871,5.40715,5.308905,5.80897533333333,166,218,209,"Zfp354b",1.776668,1.788519,1.204972,69,79,12,1.590053,2.62889420924334
"ZNF354C",1.679499,1.533109,1.179043,1.46388366666667,158,196,157,"Zfp354c",10.463062,6.613504,5.317059,702,838,157,7.46454166666667,0.291082939123501
"ZNF358",27.308997,30.123529,30.063915,29.1654803333333,619,851,1269,"Zfp358",6.758422,6.273438,10.491168,281,357,123,7.84100933333333,3.41199507838999
"ZNF362",60.832585,18.947799,69.034105,49.6048296666667,630,802,773,"Zfp362",4.461085,3.985105,6.772793,252,330,117,5.07299433333333,8.3327641833795
