"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,1.43219,1.43219,1.00459736561151
"ADAMTS16","Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,3.16754,3.16754,0.432098952059648
"ADAMTS18","Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.07318,0.07318,3.06126465271436
"ADAMTS19","Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,0.08363,0.08363,0.99660000799781
"ADAMTS2","Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,7.24457,7.24457,1.03522488134615
"ADAMTS20","Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.01045,0.01045,2.30580500437099
"ADAMTS4","Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,2.04897,2.04897,3.81024313128696
"ADAMTS5","Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.43907,0.43907,1.19296675399158
"ADAMTS7","Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,2.4044,2.4044,0.305871323385423
"ADAMTS8","Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,19.88338,19.88338,0.0722447866836371
"ADAMTSL1","Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,3.7216,3.7216,0.6677133457585
"ADAMTSL2","Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,11.72931,11.72931,0.163313512934584
"ADAMTSL4","Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,19.39204,19.39204,0.902395215649505
"ADAP2","Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,12.90015,12.90015,0.169661862162159
"ADAR","Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,37.63415,37.63415,0.897858638881232
"ADARB1","Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,13.57966,13.57966,3.65700734219225
"ADARB2","Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,8.26906,8.26906,0.627595246982973
"ADAT1","Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,29.59508,29.59508,0.106125233207431
"ADAT2","Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,3.40798,3.40798,0.657658836927572
"ADAT3","Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,3.73205,3.73205,0.37792281710182
"ADCK1","Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,7.49547,7.49547,1.23033730525405
"ADCK2","Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,40.61352,40.61352,0.623621025089923
"ADCK5","Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,14.31143,14.31143,1.56931092218907
"ADCY1","Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,3.07346,3.07346,24.6328960310563
"ADCY10","Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.11499,0.11499,0.983757701862797
"ADCY2","Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,3.4707,3.4707,3.16680609300557
"ADCY3","Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,163.3113,163.3113,0.0827340379714197
"ADCY4","Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,11.96975,11.96975,0.281367438334072
"ADCY5","Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,16.97718,16.97718,0.875020034658754
"ADCY6","Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,4.34884,4.34884,3.14782002577506
"ADCY7","Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,8.76039,8.76039,0.287701994148458
"ADCY8","Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,1.08721,1.08721,2.73720277307985
"ADCY9","Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,6.63825,6.63825,1.1443828974787
"ADCYAP1","Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,30.46275,30.46275,0.798020442163087
"ADCYAP1R1","Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.94085,0.94085,16.4387910795098
"ADD1","Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,327.90843,327.90843,0.541920282594561
"ADD2","Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,16.43358,16.43358,1.24928371950378
"ADD3","Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,65.51478,65.51478,0.532431453580693
"ADGB","Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,0,0,1.13672166666667
"ADH1C","Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,5.18515,5.18515,0.278715956767419
"ADH4","Adh4",0,0,0,0,0,0,0,0.19862,0.19862,0.834292770018855
"ADH5","Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,78.63446,78.63446,0.50531934290758
"ADH7","Adh7",0,0.14655,0.020772,0,2,1,0.055774,0.34498,0.34498,0.784973754256569
"ADHFE1","Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,20.23881,20.23881,0.363937292155257
"ADI1","Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,142.58116,142.58116,0.20389809962997
"ADIG","Adig",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"ADIPOQ","Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,0.90949,0.90949,0.529802547626155
"ADIPOR1","Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,57.29799,57.29799,0.400295384683646
"ADIPOR2","Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,59.36787,59.36787,0.471509562951285
"ADK","Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,61.78273,61.78273,1.50878477250034
"ADM","Adm",1.084481,1.458994,1.012796,9,46,18,1.18542366666667,18.608,18.608,0.111455715354277
"ADM2","Adm2",0.129944,0.1711,0.243971,1,5,4,0.181671666666667,0.07318,0.07318,1.10109363449437
"ADNP","Adnp",11.683257,12.076154,13.964542,141,1288,690,12.574651,11.76067,11.76067,1.06378826503624
"ADNP2","Adnp2",3.792306,4.264431,5.151077,130,555,379,4.40260466666667,2.62394,2.62394,1.49080963444943
"ADO","Ado",20.398217,18.600319,19.884655,625,2060,1251,19.6277303333333,17.2908,17.2908,1.12776534286818
"ADORA1","Adora1",43.438848,41.673367,46.811297,1360,4873,3148,43.974504,16.47539,16.47539,2.57359086120539
"ADORA2A","Adora2a",1.415185,0.991421,0.666315,17,47,21,1.024307,2.23714,2.23714,0.625338107094534
"ADORA2B","Adora2b",0.77331,2.175531,2.063558,9,95,51,1.67079966666667,0.84677,0.84677,1.44620048336645
"ADORA3","Adora3",0.394917,0.258343,0.268209,5,12,8,0.307156333333333,65.88067,65.88067,0.0195446058380296
"ADPGK","Adpgk",6.082975,6.29692,6.020875,105,418,237,6.13359,36.56785,36.56785,0.189885500501093
"ADPRH","Adprh",22.900852,26.665782,33.810938,341,1524,928,27.792524,5.79148,5.79148,4.23950655821706
"ADPRHL1","Adprhl1",0.591101,1.088274,0.458138,8,37,23,0.712504333333333,8.02862,8.02862,0.18967509246522
"ADPRM","Adprm",12.995828,12.178521,13.88118,59,236,143,13.0185096666667,9.60716,9.60716,1.32160820301256
"ADRA1A","Adra1a",2.189529,2.402153,2.322216,60,228,138,2.30463266666667,0.19862,0.19862,2.75703114136813
"ADRA1B","Adra1b",2.731138,2.962852,2.497766,41,161,74,2.73058533333333,0.6586,0.6586,2.2492375095462
"ADRA1D","Adra1d",1.576033,1.578587,1.763054,18,63,40,1.63922466666667,1.64127,1.64127,0.999225625046537
"ADRA2A","Adra2a",6.224169,5.212863,5.471706,147,444,270,5.636246,2.19533,2.19533,2.07685778933631
"ADRA2B","Adra2b",0.150476,0.13912,0.489809,4,14,28,0.259801666666667,0.44952,0.44952,0.869116443144397
"ADRA2C","Adra2c",2.135569,2.403806,1.683391,41,154,62,2.07425533333333,10.69437,10.69437,0.2628833646732
"ADRB1","Adrb1",1.695102,1.934742,0.944753,22,69,35,1.52486566666667,0.2718,0.2718,1.98526943439744
"ADRB2","Adrb2",1.090102,0.75578,1.266362,15,39,37,1.03741466666667,2.10124,2.10124,0.656967750534195
"ADRB3","Adrb3",0.247325,0.304165,0.231472,2,13,2,0.260987333333333,0.02091,0.02091,1.23516013491232
"ADRM1","Adrm1",31.577483,35.634879,35.815376,263,1124,619,34.3425793333333,160.39465,160.39465,0.218982347514824
"ADSL","Adsl",23.15599,37.521522,40.54203,159,565,350,33.7398473333333,37.03828,37.03828,0.91328649279971
"ADTRP","Adtrp",0,0.027205,0,0,1,0,0.00906833333333333,0.10454,0.10454,0.913564319384842
"AEBP1","Aebp1",4.346562,7.217415,5.57136,92,602,267,5.711779,21.11694,21.11694,0.303467794369384
"AEBP2","Aebp2",23.19834,19.975992,22.39774,403,1388,855,21.8573573333333,4.50564,4.50564,4.15162584791838
"AEN","Aen",22.291168,24.778421,15.0125,128,607,329,20.6940296666667,7.3073,7.3073,2.61144170388293
"AFAP1","Afap1",5.011372,4.246532,5.045449,105,536,315,4.76778433333333,2.69711,2.69711,1.56007917896231
"AFAP1L1","Afap1l1",4.872293,5.408317,5.10897,101,437,233,5.12986,8.57222,8.57222,0.640380183489305
"AFAP1L2","Afap1l2",147.627924,102.641946,176.128212,238,940,645,142.132694,50.47158,50.47158,2.78081018690314
"AFF1","Aff1",5.408857,4.387032,4.826274,295,922,565,4.87405433333333,14.17553,14.17553,0.387074081322585
"AFF2","Aff2",3.8533,3.38842,3.868895,82,377,219,3.70353833333333,2.19533,2.19533,1.47200393490917
"AFF3","Aff3",5.518619,7.461934,7.422348,227,936,569,6.800967,9.60716,9.60716,0.735443511741126
"AFF4","Aff4",60.744826,42.896219,67.531202,1599,6449,3914,57.0574156666667,5.27923,5.27923,9.24594507075974
"AFG3L1P","Afg3l1",15.69064,12.107221,12.160276,179,686,363,13.319379,9.68034,9.68034,1.34072314177264
"AFG3L2","Afg3l2",19.91661,21.227415,21.091449,412,1659,932,20.745158,52.70872,52.70872,0.404872020781728
"AFM","Afm",0,0.020674,0.029625,0,1,1,0.0167663333333333,0,0,1.01676633333333
"AFMID","Afmid",0,1.198287,2.782963,0,41,16,1.32708333333333,40.5508,40.5508,0.0560057407639163
"AFP","Afp",0.15407,0.127811,0.145691,2,3,1,0.142524,0.02091,0.02091,1.11912313524209
"AFTPH","Aftph",56.498377,64.949211,86.301579,545,2221,1452,69.2497223333333,11.4366,11.4366,5.64862762598567
"AGA","Aga",5.55121,5.978904,6.097457,38,158,91,5.875857,8.2377,8.2377,0.744325643829092
"AGAP1","Agap1",24.091042,36.349091,33.773968,1118,4601,2706,31.4047003333333,13.62147,13.62147,2.21624093427907
"AGAP2","Agap2",22.966337,25.262982,27.551297,742,3064,1923,25.2602053333333,3.59615,3.59615,5.71352225957232
"AGAP3","Agap3",111.942529,128.267366,130.857284,812,3463,1973,123.689059666667,109.69309,109.69309,1.12643941610688
"AGBL1","Agbl1",0,0.046881,0.020348,0,4,1,0.0224096666666667,0.01045,0.01045,1.01183598066868
"AGBL2","Agbl2",1.696074,1.74472,2.587374,44,151,116,2.00938933333333,0.45997,0.45997,2.06126792559664
"AGBL3","Agbl3",5.227028,6.424334,8.083678,35,142,97,6.57834666666667,0.82586,0.82586,4.15056283979422
"AGBL4","Agbl4",3.115861,3.595418,2.501066,14,145,71,3.07078166666667,1.2022,1.2022,1.84850679623407
"AGBL5","Agbl5",6.190271,7.650526,6.843566,39,204,144,6.89478766666667,9.77442,9.77442,0.73273435290871
"AGER","Ager",0.13592,0.256131,0.365975,1,8,6,0.252675333333333,6.82642,6.82642,0.160057259044791
"AGFG1","Agfg1",17.435253,17.09983,18.839426,616,2409,1377,17.791503,41.04213,41.04213,0.446968386235426
"AGFG2","Agfg2",11.079632,21.595021,22.711854,204,785,469,18.462169,24.98489,24.98489,0.748980234282308
"AGGF1","Aggf1",19.28164,16.235581,17.833945,400,1253,780,17.783722,12.76425,12.76425,1.3646745736237
"AGK","Agk",15.73495,13.81339,16.28639,198,659,419,15.2782433333333,12.22064,12.22064,1.23127498618322
"AGMAT","Agmat",0.233842,0.625539,0.442829,2,20,8,0.43407,1.69354,1.69354,0.532410879363217
"AGMO","Agmo",3.625354,4.137189,3.495915,47,170,98,3.75281933333333,1.18129,1.18129,2.17890300387997
"AGPAT1","Agpat1",30.957458,35.201623,40.581492,357,1518,925,35.580191,93.93902,93.93902,0.385301965408954
"AGPAT2","Agpat2",0.948764,0.682288,1.462418,7,19,16,1.03115666666667,52.19647,52.19647,0.0381821701076531
"AGPAT3","Agpat3",77.929759,80.807923,86.036119,1757,7215,4186,81.591267,33.04487,33.04487,2.42595336683618
"AGPAT4","Agpat4",22.646742,38.029041,38.72292,184,873,465,33.132901,16.96673,16.96673,1.89978371133757
"AGPAT5","Agpat5",24.610605,19.635465,21.438905,589,1889,1178,21.8949916666667,13.93509,13.93509,1.5329664345288
"AGPS","Agps",12.504687,14.766253,23.753802,340,1316,788,17.0082473333333,7.22367,7.22367,2.18980665971924
"AGR2","Agr2",0,0,0,0,0,0,0,0.1359,0.1359,0.880359186548112
"AGR3","Agr3",0.24222,0,0,1,0,0,0.08074,0,0,1.08074
"AGRN","Agrn",11.768153,17.352136,15.915665,382,2128,1092,15.0119846666667,38.97225,38.97225,0.400577517319307
"AGRP","Agrp",1.643238,0.690307,0.303274,5,8,2,0.878939666666667,0.42861,0.42861,1.31522225566576
"AGT","Agt",33.866784,44.922492,41.519024,402,2041,1060,40.1027666666667,56.07488,56.07488,0.720155113189317
"AGTPBP1","Agtpbp1",329.901521,267.709528,326.355805,1330,4702,2888,307.988951333333,29.5219,29.5219,10.1235162730149
"AGTR1","Agtr1a",0.071508,0.353783,0.346189,1,12,6,0.25716,1.21266,1.21266,0.568166821834353
"AGTR2","Agtr2",4.237737,2.254604,5.975748,19,100,53,4.15602966666667,0.01045,0.01045,5.102706384944
"AGTRAP","Agtrap",16.76762,5.440376,14.509408,117,367,244,12.2391346666667,56.72303,56.72303,0.229356197459951
"AGXT","Agxt",0.405547,0,0,2,0,0,0.135182333333333,0.04182,0.04182,1.08961464872371
"AGXT2","Agxt2",0.071842,0,0,1,0,0,0.0239473333333333,0,0,1.02394733333333
"AHCTF1","Ahctf1",20.218376,28.447836,21.07159,385,1542,889,23.245934,4.31747,4.31747,4.55967480775632
"AHCY","Ahcy",31.916478,21.5643,21.640168,106,629,237,25.0403153333333,105.30244,105.30244,0.244964417875388
"AHCYL1","Ahcyl1",192.244475,182.532511,188.686744,3277,12100,7271,187.821243333333,29.04102,29.04102,6.28544714305085
"AHCYL2","Ahcyl2",317.293295,358.825095,399.012869,1445,5482,3164,358.377086333333,10.31803,10.31803,31.7526182854555
"AHDC1","Ahdc1",13.519046,15.279516,17.197688,310,1426,827,15.3320833333333,5.9901,5.9901,2.33645918274894
"AHI1","Ahi1",41.312939,43.568495,37.173669,1114,4173,2146,40.6850343333333,9.23082,9.23082,4.07445682099121
"AHR","Ahr",1.077549,0.952943,1.209367,40,132,85,1.079953,11.66659,11.66659,0.164207809678848
"AHRR","Ahrr",0.242499,0.286924,3.703395,7,11,13,1.41093933333333,3.64842,3.64842,0.518657809176738
"AHSA1","Ahsa1",90.686009,78.636221,84.000705,608,2087,1157,84.4409783333333,306.99012,306.99012,0.277414672695778
"AHSG","Ahsg",0,0,0,0,0,0,0,0.44952,0.44952,0.689883547657156
"AICDA","Aicda",0,0.069713,0.062479,0,3,1,0.044064,0.01045,0.01045,1.03326636647038
"AIDA","Aida",31.995461,36.323252,38.251521,264,1160,687,35.5234113333333,37.92686,37.92686,0.938257319838624
"AIF1","Aif1",7.146184,3.275136,4.275103,18,26,21,4.89880766666667,166.1025,166.1025,0.0353005351007116
"AIF1L","Aif1l",56.908045,39.663229,60.91759,55,263,165,52.496288,77.58907,77.58907,0.680709009535295
"AIFM1","Aifm1",8.836467,12.847934,12.797819,100,580,362,11.4940733333333,22.40277,22.40277,0.533871560218441
"AIFM2","Aifm2",2.221908,3.655855,3.75303,33,158,97,3.21026433333333,8.36314,8.36314,0.449663716801557
"AIFM3","Aifm3",41.980928,58.874823,56.185567,399,2266,1226,52.347106,24.97444,24.97444,2.05383084293636
"AIG1","Aig1",36.377588,37.132775,39.745537,306,1023,596,37.7519666666667,60.93596,60.93596,0.625677985239377
"AIM2","Aim2",1.788655,3.204997,4.546432,13,64,43,3.180028,15.34637,15.34637,0.255715978532237
"AIMP1","Aimp1",70.987698,75.579033,72.125797,207,621,380,72.8975093333333,20.61515,20.61515,3.41878309118065
"AIMP2","Aimp2",12.023744,9.572788,10.351281,48,209,119,10.649271,15.1582,15.1582,0.720951034149843
"AIP","Aip",113.496797,87.540896,84.994621,320,1133,658,95.3441046666667,168.03648,168.03648,0.569960429054525
"AIPL1","Aipl1",0,0,0.031273,0,0,1,0.0104243333333333,0.05227,0.05227,0.960232956687289
"AIRE","Aire",0.165672,0.127941,0.124536,1,5,3,0.139383,0.20908,0.20908,0.9423553445595
"AJAP1","Ajap1",19.470327,15.646682,14.316464,139,513,288,16.4778243333333,1.17084,1.17084,8.05118034186459
"AJUBA","Ajuba",0.710991,0.748205,0.937854,13,46,34,0.799016666666667,2.85392,2.85392,0.466801767204993
"AK1","Ak1",117.083766,86.62071,99.90911,516,1858,1184,101.204528666667,193.75315,193.75315,0.524790118499581
"AK2","Ak2",16.73312,16.778159,16.336483,74,318,173,16.6159206666667,95.12031,95.12031,0.183269494934699
"AK3","Ak3",42.715675,35.36447,37.245455,723,2450,1449,38.4418666666667,26.61571,26.61571,1.4282401816454
"AK4","Ak4",26.099208,26.5819,31.737999,526,1904,1227,28.1397023333333,7.60001,7.60001,3.38833354069743
"AK5","Ak5",11.13964,13.061348,15.701669,161,593,322,13.3008856666667,84.72911,84.72911,0.166814815488772
"AK7","Ak7",1.274564,1.094796,1.29749,26,77,57,1.22228333333333,1.94443,1.94443,0.754741438354226
"AK8","Ak8",0.649432,0.742165,0.902293,4,27,12,0.76463,2.74938,2.74938,0.470645813441156
"AKAP1","Akap1",8.770284,9.791817,9.690993,173,700,417,9.417698,14.4996,14.4996,0.672126893597254
"AKAP10","Akap10",8.240824,9.760715,8.385378,201,908,457,8.795639,9.10537,9.10537,0.969349860519704
"AKAP12","Akap12",15.240378,15.486166,17.099347,607,2473,1402,15.9419636666667,147.83948,147.83948,0.113827081811
"AKAP13","Akap13",6.526119,4.187093,4.768148,125,530,300,5.16045333333333,23.04046,23.04046,0.256253554771137
"AKAP3","Akap3",0.052855,0.01385,0.07345,1,1,3,0.0467183333333333,1.22311,1.22311,0.470835151357033
"AKAP4","Akap4",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"AKAP5","Akap5",1.11025,1.17785,1.360829,43,205,128,1.21630966666667,0.89904,0.89904,1.16706844861965
"AKAP7","Akap7",40.819352,32.213799,41.582915,283,947,654,38.2053553333333,5.36287,5.36287,6.1615835830896
"AKAP8","Akap8",36.111518,46.332596,40.941751,406,1946,982,41.1286216666667,8.96947,8.96947,4.22576342239524
"AKAP8L","Akap8l",58.524899,71.31645,78.372067,277,1371,744,69.404472,42.77748,42.77748,1.60823491895833
"AKAP9","Akap9",25.008541,21.653114,19.708219,610,2561,1536,22.1232913333333,11.86521,11.86521,1.79735047724315
"AKIP1","Akip1",2.59865,4.147619,3.257221,9,50,35,3.33449666666667,29.28146,29.28146,0.143140280114191
"AKIRIN1","Akirin1",23.346428,19.434578,21.853038,293,1131,681,21.5446813333333,63.4449,63.4449,0.349828789141318
"AKIRIN2","Akirin2",38.099445,29.527637,30.277273,310,873,509,32.634785,44.2933,44.2933,0.742599567706482
"AKNA","Akna",0.534034,1.041899,1.134718,20,132,91,0.903550333333333,6.60688,6.60688,0.250240615512974
"AKR1A1","Akr1a1",193.237077,194.714896,225.20119,1091,4701,2792,204.384387666667,153.80868,153.80868,1.32669813906214
"AKR1B15","Akr1b8",0.943556,1.030488,0.657282,5,25,11,0.877108666666667,0.14636,0.14636,1.63745129511381
"AKR1C2","Akr1c21",0,0,0,0,0,0,0,42.64158,42.64158,0.0229139274975837
"AKR1C3","Akr1c18",0,0,0,0,0,0,0,14.7714,14.7714,0.0634059119672318
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AKR1D1","Akr1d1",0,0.084122,0.054547,0,5,2,0.046223,0.02091,0.02091,1.02479454604226
"AKT1","Akt1",80.80516,95.351437,94.221368,676,3071,1744,90.1259883333333,67.75192,67.75192,1.32543190551381
"AKT1S1","Akt1s1",28.138801,47.674351,53.827584,130,430,289,43.2135786666667,68.33734,68.33734,0.637658996821434
"AKT2","Akt2",38.741945,28.584784,42.554198,511,1696,1113,36.6269756666667,28.93648,28.93648,1.25689378533036
"AKT3","Akt3",41.30122,32.282612,36.27031,804,3164,1778,36.6180473333333,25.77939,25.77939,1.40473876863264
"AKTIP","Aktip",61.334609,63.212296,66.123896,676,2629,1476,63.5569336666667,54.04682,54.04682,1.1727640882192
"ALAD","Alad",13.238151,14.898528,15.919052,94,399,243,14.6852436666667,43.68697,43.68697,0.351002622613855
"ALAS1","Alas1",33.305721,54.500741,44.870498,208,987,527,44.2256533333333,43.55107,43.55107,1.01514179868931
"ALAS2","Alas2",2.805865,1.153397,3.453827,34,55,93,2.47102966666667,0.05227,0.05227,3.29861125629987
"ALB","Alb",0,0.020596,0,0,1,0,0.00686533333333333,0.73178,0.73178,0.581404874368184
"ALCAM","Alcam",20.080247,23.284569,20.425834,495,1857,1002,21.26355,75.49829,75.49829,0.29103330283592
"ALDH16A1","Aldh16a1",24.837762,30.215643,33.694059,34,171,116,29.582488,17.80304,17.80304,1.62646508224202
"ALDH18A1","Aldh18a1",31.19767,15.172856,15.08392,152,527,349,20.4848153333333,10.48529,10.48529,1.8706376010822
"ALDH1A1","Aldh1a7",0.15518,0.269361,0.256631,2,13,7,0.227057333333333,54.9145,54.9145,0.0219452437799378
"ALDH1A2","Aldh1a2",3.388512,3.667742,3.177226,49,202,99,3.41116,0.96176,0.96176,2.2485727102194
"ALDH1A3","Aldh1a3",2.146421,0.59219,0.753528,15,32,21,1.16404633333333,5.16424,5.16424,0.351064581089207
"ALDH1B1","Aldh1b1",1.017632,2.417772,2.642337,15,54,53,2.02591366666667,10.03577,10.03577,0.274191439896506
"ALDH1L1","Aldh1l1",34.531031,39.379414,35.763261,352,1446,870,36.557902,19.61157,19.61157,1.82217570034694
"ALDH1L2","Aldh1l2",4.388381,3.95483,4.934136,74,313,167,4.42578233333333,3.64842,3.64842,1.16723151809289
"ALDH2","Aldh2",65.283929,77.403924,72.506477,426,1756,931,71.7314433333333,176.086,176.086,0.410712553975658
"ALDH3A1","Aldh3a1",0.283109,0.29521,0.522312,3,12,12,0.366877,0.73178,0.73178,0.789290210072873
"ALDH3A2","Aldh3a2",31.17744,35.273232,37.676315,325,1374,823,34.7089956666667,42.05616,42.05616,0.829358578811177
"ALDH3B1","Aldh3b1",1.24347,1.964397,2.751831,15,91,44,1.986566,24.43084,24.43084,0.117438747599371
"ALDH3B2","Aldh3b3",0,0,0.018038,0,0,1,0.00601266666666667,0.02091,0.02091,0.985407789782318
"ALDH4A1","Aldh4a1",7.010492,7.610575,8.034844,160,597,366,7.55197033333333,66.13156,66.13156,0.127391205169868
"ALDH5A1","Aldh5a1",19.751522,19.860127,20.621745,757,2851,1678,20.077798,4.74608,4.74608,3.66820475872247
"ALDH6A1","Aldh6a1",25.630913,23.357302,24.455446,497,1859,1135,24.4812203333333,11.09162,11.09162,2.10734544530289
