"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"CACUL1","Cacul1",11.383686,12.777338,14.430067,456,1667,1029,12.863697,15.05835,12.49024,8.14945,11.8993466666667,1.07475962606892
"CACYBP","Cacybp",32.327912,35.113295,34.205275,359,1415,736,33.8821606666667,275.17519,290.81255,329.84535,298.61103,0.11642482143153
"CAD","Cad",10.277523,13.446375,17.51081,127,552,312,13.7449026666667,26.73727,35.14952,26.6769,29.52123,0.483103160215583
"CADM1","Cadm1",32.271889,26.280784,29.109428,704,2299,1428,29.2207003333333,85.39691,112.68848,117.39147,105.158953333333,0.284674060777917
"CADM2","Cadm2",38.46799,42.951961,46.429992,1148,4267,2667,42.6166476666667,45.32414,40.06824,72.29637,52.5629166666667,0.814306807414956
"CADM3","Cadm3",165.691501,182.10236,215.987618,3477,13345,9017,187.927159666667,138.77205,97.60071,112.23525,116.20267,1.61196975859566
"CADM4","Cadm4",114.505755,121.598573,133.426474,1070,4306,2567,123.176934,130.34004,171.29865,154.51191,152.0502,0.811347740806611
"CADPS","Cadps",158.35177,168.308292,154.816668,1890,7846,4202,160.492243333333,44.8603,32.02696,95.1935,57.3602533333333,2.76716145166379
"CADPS2","Cadps2",45.926427,38.945287,51.729331,1171,3556,2593,45.5336816666667,5.58269,9.34005,27.76932,14.2306866666667,3.05525828776378
"CAGE1","Cage1",1.147307,0.606968,0.540042,14,48,24,0.764772333333333,0,0.5803,0,0.193433333333333,1.47873558081725
"CALB1","Calb1",126.920656,98.569695,129.758534,3408,9952,7370,118.416295,109.15233,121.00609,10.48723,80.2152166666667,1.47036848390275
"CALB2","Calb2",178.824418,175.793698,186.751361,1519,5705,3418,180.456492333333,19.54769,13.31924,35.43811,22.7683466666667,7.63437587300982
"CALCB","Calcb",2.374,1.597564,1.850337,8,31,14,1.94063366666667,0.38101,0.9119,0,0.43097,2.05499323302841
"CALCOCO1","Calcoco1",26.283892,33.975265,35.020995,249,1142,632,31.7600506666667,166.43701,126.09062,95.45568,129.32777,0.25136661715816
"CALCOCO2","Calcoco2",0,0,0.180225,0,0,3,0.060075,67.17449,65.04872,55.23276,62.4853233333333,0.0166979538630372
"CALCR","Calcr",0.461114,0.601588,0.32073,11,49,14,0.461144,0.14909,0.11053,0.06555,0.10839,1.31825801387598
"CALCRL","Calcrl",4.372914,2.582558,3.047741,61,194,144,3.33440433333333,8.61424,9.06371,6.1831,7.95368333333333,0.484091761118795
"CALHM1","Calhm1",0,0,0,0,0,0,0,0.38101,0.0829,3.27726,1.24705666666667,0.445026605173879
"CALHM2","Calhm2",0.22823,0.517564,0.350621,4,32,12,0.365471666666667,9.74071,9.80981,12.2788,10.6097733333333,0.117613981553473
"CALM1","Calm1",873.50493,690.565171,732.555596,12192,40226,24066,765.541899,986.06515,916.20874,800.32888,900.86759,0.849949490922498
"CALM2","Calm2",1450.431118,1065.110344,1235.99519,6042,17873,11792,1250.51221733333,1698.23067,1434.80234,1252.56899,1461.86733333333,0.855519970140833
"CALM3","Calm3",1201.658181,1112.942009,1141.804505,5186,19350,11353,1152.13489833333,1861.90118,1580.76127,1246.2985,1562.98698333333,0.73730466469462
"CALML3","Calml3",0,0,0,0,0,0,0,0.49698,0.4974,0.6773,0.557226666666667,0.64216727173094
"CALML4","Calml4",2.849513,7.932914,6.438433,12,71,47,5.74028666666667,8.29949,7.84785,7.60324,7.91686,0.755903610314244
"CALML5","Calm4",0,0,0,0,0,0,0,2.79963,1.54746,1.09242,1.81317,0.355470874493898
"CALN1","Caln1",63.226197,68.717203,84.486861,2384,9567,6355,72.1434203333333,97.07583,100.75091,33.27512,77.0339533333333,0.937328139981459
"CALR","Calr",211.474792,145.183074,159.81175,1879,5088,3006,172.156538666667,261.27645,302.72249,387.83102,317.276653333333,0.544044110220421
"CALR3","Calr3",3.163274,1.880285,2.183837,28,62,40,2.409132,0.11596,0.80136,0,0.305773333333333,2.61081453646881
"CALU","Calu",47.704681,33.364804,39.062741,668,2241,1328,40.0440753333333,27.23424,36.53118,23.203,28.9894733333333,1.36861607661888
"CALY","Caly",38.844344,42.702624,40.49886,214,900,483,40.6819426666667,764.01661,358.21009,600.76556,574.330753333333,0.0724486609227321
"CAMK1","Camk1",22.672593,24.575374,27.157791,212,871,543,24.8019193333333,93.81236,108.48822,88.70452,97.0017,0.263280324048801
"CAMK1D","Camk1d",11.487051,13.948861,14.690988,554,2420,1510,13.3756333333333,68.26783,61.48403,66.92166,65.55784,0.215987077304993
"CAMK1G","Camk1g",8.013137,9.84493,9.174172,92,464,224,9.01074633333333,67.37328,38.93528,40.72542,49.0113266666667,0.200169581584118
"CAMK2A","Camk2a",27.826454,29.268358,26.208429,619,2392,1447,27.767747,216.58181,192.96313,671.31406,360.286333333333,0.0796258932204281
"CAMK2B","Camk2b",109.759955,118.304922,133.81842,2754,11023,6975,120.627765666667,729.57622,763.23095,606.88311,699.89676,0.173531642044781
"CAMK2D","Camk2d",176.022554,164.659981,252.368251,1020,4005,2514,197.683595333333,28.21163,17.76819,45.66316,30.54766,6.2978869219883
"CAMK2G","Camk2g",154.4753,184.323533,199.798272,1234,5814,3198,179.532368333333,46.93103,61.42876,145.96919,84.7763266666667,2.10468756764201
"CAMK2N1","Camk2n1",71.521512,53.092297,56.895517,2014,5516,3355,60.5031086666667,262.65142,280.58823,1063.42736,535.55567,0.114625773438694
"CAMK2N2","Camk2n2",76.958348,86.733883,83.023511,526,1989,1095,82.2385806666667,15.77068,18.15506,51.38745,28.43773,2.82761546717993
"CAMK4","Camk4",35.33748,33.999955,42.738259,615,2149,1560,37.3585646666667,156.53064,109.42775,46.82113,104.25984,0.36441785078399
"CAMKK1","Camkk1",24.34062,29.514753,27.242095,468,1974,1127,27.0324893333333,75.75559,52.30978,60.76041,62.9419266666667,0.4384054531148
"CAMKK2","Camkk2",43.78191,47.132376,45.45837,1042,3911,2407,45.457552,100.30617,92.76489,127.74762,106.93956,0.430403385005461
"CAMKMT","Camkmt",3.98037,3.9,4.137951,37,139,81,4.006107,33.97654,30.92163,45.09511,36.6644266666667,0.132913399805723
"CAMKV","Camkv",14.999142,12.519035,10.201793,173,689,350,12.5733233333333,466.82541,280.50534,140.87851,296.069753333333,0.0456906944615903
"CAMP","Camp",0,0,0,0,0,0,0,0.19879,0,1.04872,0.415836666666667,0.706296159396917
"CAMSAP1","Camsap1",55.06355,60.588005,74.6078,572,2314,1356,63.419785,21.96631,19.06696,23.07191,21.3683933333333,2.87994689828714
"CAMSAP2","Camsap2",31.735918,29.830289,32.358194,1159,4169,2582,31.3081336666667,16.59897,12.04811,14.81322,14.4867666666667,2.08617682193184
"CAMSAP3","Camsap3",8.68825,9.624326,9.26918,128,585,310,9.19391866666667,9.92294,9.45058,19.77281,13.0487766666667,0.725608991340409
"CAMTA1","Camta1",149.295024,162.251549,201.346312,2427,10098,6097,170.964295,116.35847,261.18968,253.944,210.497383333333,0.813080012101017
"CAMTA2","Camta2",28.89838,28.804162,37.87239,886,3226,2399,31.8583106666667,154.11202,149.3302,256.30362,186.581946666667,0.17516776667776
"CAND1","Cand1",44.910173,45.044828,48.975796,1046,4585,2769,46.3102656666667,31.35914,24.06858,21.69546,25.7077266666667,1.7714074378975
"CAND2","Cand2",0.804176,1.061425,1.118271,31,153,91,0.994624,7.13988,3.84102,8.95785,6.64625,0.260863037436652
"CANT1","Cant1",11.753689,13.961622,13.199837,251,1078,616,12.971716,23.58976,13.89954,8.01836,15.16922,0.864093382364765
"CANX","Canx",277.393726,230.064516,220.106739,2701,8486,5070,242.521660333333,374.43771,323.5856,176.86283,291.628713333333,0.832186484912497
"CAP1","Cap1",56.609492,47.960579,56.62025,788,2932,1808,53.730107,343.82404,316.95362,183.4392,281.40562,0.193799638264989
"CAP2","Cap2",40.645134,34.402047,41.142307,556,1883,1210,38.7298293333333,71.66383,56.23371,83.85417,70.5839033333333,0.555010658588004
"CAPG","Capg",4.250817,2.254037,5.464911,6,54,30,3.98992166666667,51.25471,32.82833,85.16508,56.41604,0.0869081473864562
"CAPN1","Capn1",13.626545,19.807861,19.389769,132,590,336,17.6080583333333,59.95178,53.69145,62.70492,58.7827166666667,0.311261504509525
"CAPN10","Capn10",10.498844,21.680255,25.661023,96,553,313,19.2800406666667,38.01861,50.18202,73.01737,53.7393333333333,0.370483881182331
"CAPN11","Capn11",0.534031,0.155348,0.329922,9,10,12,0.339767,0.11596,0.0829,0,0.0662866666666667,1.25647918320902
"CAPN12","Capn12",0.049169,0.127759,0,1,9,0,0.058976,10.25426,23.35011,23.57443,19.0596,0.0527914813854713
"CAPN13","Capn13",0,0.015405,0.027216,0,1,1,0.014207,0.74546,1.2435,1.28906,1.09267333333333,0.484646592396966
"CAPN2","Capn2",43.371822,46.140217,42.303553,599,2443,1266,43.9385306666667,94.3259,94.50579,51.67147,80.16772,0.553650277064166
"CAPN3","Capn3",13.037854,1.121591,12.328941,13,37,29,8.829462,115.72897,82.78928,92.57169,97.02998,0.100269958231145
"CAPN5","Capn5",6.120066,5.620963,5.885284,171,611,369,5.87543766666667,5.84774,7.62678,19.53247,11.00233,0.572841912084292
"CAPN6","Capn6",0.20043,0.264091,0.408944,5,24,22,0.291155,0,0,0,0,1.291155
"CAPN7","Capn7",11.901012,13.28562,14.722509,250,1142,660,13.303047,16.18483,12.18627,11.90738,13.42616,0.991465989563404
"CAPN8","Capn8",0,0.032707,0,0,2,0,0.0109023333333333,2.98185,2.12776,1.81342,2.30767666666667,0.305623080853328
"CAPN9","Capn9",0.133464,0.017392,0.092422,2,1,3,0.0810926666666667,4.40651,7.79258,5.4621,5.88706333333333,0.15697440466885
"CAPNS1","Capns1",179.593935,212.144858,205.572987,682,3035,1644,199.103926666667,821.15219,614.75738,872.58155,769.49704,0.259707586503728
"CAPNS2","Capns2",0,0.337145,0,0,7,0,0.112381666666667,0.11596,0.30397,0,0.139976666666667,0.975793364191665
"CAPRIN1","Caprin1",119.73046,99.173875,99.592118,1752,5881,3439,106.165484333333,102.60882,106.19466,52.52356,87.1090133333333,1.21628287821027
"CAPRIN2","Caprin2",2.681334,6.700129,5.052672,49,342,158,4.81137833333333,44.03201,31.86116,26.98278,34.2919833333333,0.164665677143865
"CAPS2","Caps2",0.164201,0.153639,0.210809,2,10,8,0.176216333333333,5.69865,4.50422,11.99477,7.39921333333333,0.140038868719451
"CAPSL","Capsl",1.19652,0.903159,0.937491,6,17,10,1.01239,0.29819,5.69245,0,1.99688,0.671495021489015
"CAPZA1","Capza1",41.981579,29.304807,41.879686,501,1894,1088,37.722024,29.03992,30.34133,47.30179,35.5610133333333,1.05910696858876
"CAPZA2","Capza2",119.22743,131.03518,143.090749,957,3609,2131,131.117786333333,90.3004,99.83901,37.12044,75.7532833333333,1.72133074437424
"CAPZA3","Capza3",0,0,0,0,0,0,0,0,0,0,0,1
"CAPZB","Capzb",127.826789,136.349902,156.797392,737,2694,1727,140.324694333333,153.33343,162.9534,176.51325,164.266693333333,0.855131130676703
"CARD10","Card10",4.912046,2.216006,1.74697,73,270,120,2.95834066666667,5.26794,6.90832,4.43523,5.53716333333333,0.605513502543662
"CARD11","Card11",0,0.06889,0,0,4,0,0.0229633333333333,2.36892,3.01203,1.94451,2.44182,0.297215814113851
"CARD14","Card14",0.095169,0.09822,0.103565,2,8,5,0.0989846666666667,2.99842,3.20546,2.35963,2.85450333333333,0.28511706220689
"CARD9","Card9",3.679784,1.312952,0.707135,14,36,13,1.899957,7.48776,5.16742,3.05878,5.23798666666667,0.464886694211166
"CARHSP1","Carhsp1",21.346908,20.784649,18.561188,401,1488,751,20.230915,155.75204,102.02204,50.25133,102.675136666667,0.204783091516542
"CARM1","Carm1",19.458752,21.591023,23.56903,233,1089,596,21.5396016666667,52.49715,41.20121,51.67147,48.45661,0.455744978611892
"CARNS1","Carns1",6.257895,7.172483,6.508518,78,332,187,6.64629866666667,94.40873,46.28573,54.48992,65.06146,0.115745226742895
"CARS2","Cars2",8.141428,8.960849,4.803163,52,205,116,7.30181333333333,72.12767,77.48369,72.44931,74.0202233333333,0.110661005319143
"CARTPT","Cartpt",2.38355,2.540115,2.819323,11,47,29,2.580996,9.88981,1.68563,49.55218,20.3758733333333,0.167525131916637
"CASC3","Casc3",16.038355,17.468633,19.865534,265,1245,740,17.7908406666667,73.5192,164.16926,104.52276,114.070406666667,0.163298637860032
"CASD1","Casd1",30.201332,32.898807,30.538245,413,1516,980,31.2127946666667,45.17505,23.84751,28.97098,32.6645133333333,0.956876885392868
"CASK","Cask",46.350389,35.803007,35.123945,437,1765,1042,39.092447,21.15458,44.95933,36.53053,34.2148133333333,1.13851084827559
"CASKIN1","Caskin1",21.290973,30.406743,26.897941,752,3443,1849,26.1985523333333,238.51498,171.16048,240.83496,216.836806666667,0.124857468990318
"CASKIN2","Caskin2",6.559973,5.704186,4.558667,130,550,303,5.60760866666667,27.88031,39.62611,25.91221,31.1395433333333,0.205591243103122
"CASP1","Casp1",2.243611,1.600596,1.785721,11,35,25,1.87664266666667,10.95002,4.08972,13.21828,9.41934,0.276086841073107
"CASP12","Casp12",2.229236,1.7123,1.639865,25,63,37,1.860467,0.16566,1.43693,0,0.534196666666667,1.86447217762173
"CASP14","Casp14",0,0,0,0,0,0,0,0.16566,0,0,0.05522,0.94766968025625
"CASP2","Casp2",9.79495,5.943684,9.641163,83,321,192,8.45993233333333,7.10675,5.02926,5.85537,5.99712666666667,1.35197385784069
"CASP3","Casp3",3.302561,4.60921,5.353195,52,232,158,4.42165533333333,7.25584,7.32282,6.53267,7.03711,0.674577719271397
"CASP4","Casp4",1.187297,0.327119,0.129667,1,6,1,0.548027666666667,22.91056,7.21228,6.20495,12.1092633333333,0.118086548977199
"CASP6","Casp6",3.118774,3.44474,3.304456,20,47,34,3.28932333333333,5.46673,8.56631,10.02842,8.02048666666667,0.475509081919453
"CASP7","Casp7",1.553571,1.594011,1.371862,16,45,25,1.50648133333333,6.72573,8.28998,5.19992,6.73854333333333,0.323895754713527
"CASP8","Casp8",0.811046,0.830567,0.945225,8,34,24,0.862279333333333,6.52694,3.61996,6.33604,5.49431333333333,0.286755387020645
"CASP8AP2","Casp8ap2",7.945758,4.227382,4.979791,160,457,317,5.71764366666667,8.61424,12.84947,16.93251,12.79874,0.486830222662842
"CASP9","Casp9",11.08964,8.720264,8.663673,150,612,350,9.49119233333333,27.00232,32.19276,26.56766,28.58758,0.354580953674932
"CASQ1","Casq1",0.375445,1.033171,1.483861,2,23,17,0.964159,4.30712,2.51463,16.08043,7.63406,0.227489616704077
"CASQ2","Casq2",13.492076,10.921454,11.097626,141,396,276,11.837052,3.47883,5.02926,1.59493,3.36767333333333,2.93910533602177
"CASR","Casr",0.04065,0.071598,0.059922,1,8,4,0.05739,0.06626,0,0,0.0220866666666667,1.03454044992923
"CASS4","Cass4",0.058101,0.05431,0.081988,1,5,4,0.0647996666666667,1.80568,1.21586,0.54621,1.18925,0.486376460736173
"CAST","Cast",34.150117,28.745528,27.439633,203,786,373,30.1117593333333,45.92051,39.34978,28.86174,38.04401,0.796838217522568
"CASZ1","Casz1",2.018001,2.07249,1.235071,31,145,63,1.77518733333333,2.73336,1.10533,3.84532,2.56133666666667,0.779254418518889
"CAT","Cat",21.731245,25.60341,27.931748,305,1344,850,25.088801,33.62866,42.41707,27.96596,34.6705633333333,0.73138180510933
"CATSPER1","Catsper1",0,0,0,0,0,0,0,0.38101,0.46977,0.39327,0.414683333333333,0.706871973704363
"CATSPER2","Catsper2",2.358826,1.458841,1.686669,22,71,40,1.83477866666667,12.29185,19.42619,18.54929,16.7557766666667,0.159653881656918
"CATSPER3","Catsper3",0.131579,0.173164,0.061159,1,5,1,0.121967333333333,0.94425,1.29876,0.41512,0.886043333333333,0.594878873408706
"CATSPER4","Catsper4",0,0.028875,0,0,1,0,0.009625,0.06626,0.35923,0,0.14183,0.884216564637468
"CATSPERB","Catsperb",0,0.041651,0.036247,0,2,1,0.025966,0,0.05527,0.89578,0.317016666666667,0.779007605573202
"CATSPERD","Catsperd",0.102331,0.4716,0.324725,1,20,9,0.299552,2.00447,1.3264,0.48066,1.27051,0.572361275660535
"CATSPERG","Catsperg2",0,0.23892,0,0,2,0,0.07964,6.39441,7.98602,7.07888,7.15310333333333,0.132420742858241
"CAV1","Cav1",14.015689,19.211376,15.451509,109,466,221,16.2261913333333,10.53588,15.58516,8.71751,11.61285,1.36576517863396
"CAV2","Cav2",9.718329,13.515596,11.682289,125,554,288,11.638738,7.98474,15.22593,10.61832,11.27633,1.02952087472396
"CAV3","Cav3",0,0.079864,0.14167,0,2,2,0.0738446666666667,1.62345,0.2487,0.45882,0.77699,0.604305407833846
"CBFA2T2","Cbfa2t2",23.250114,26.285545,29.484886,285,1345,854,26.3401816666667,15.77068,17.29843,15.86194,16.31035,1.57941241319018
"CBFA2T3","Cbfa2t3",6.668095,11.006207,7.998758,170,623,434,8.55768666666667,18.27212,13.23634,9.32927,13.6125766666667,0.654072644728639
"CBFB","Cbfb",18.426628,12.701734,15.508099,161,478,304,15.545487,15.50563,16.55233,29.69198,20.5833133333333,0.76658698062114
"CBL","Cbl",48.043972,35.539559,68.148417,412,1818,991,50.577316,4.90349,4.14499,2.99323,4.01390333333333,10.2868588744232
"CBLB","Cblb",8.484755,4.999688,6.346652,145,587,361,6.610365,4.96975,5.55429,8.63012,6.38472,1.03055566087814
"CBLC","Cblc",0,0.239603,0,0,2,0,0.0798676666666667,0.18222,0,0.15294,0.11172,0.97134860096667
"CBLL1","Cbll1",6.80784,5.288953,5.471605,167,518,304,5.85613266666667,10.83406,6.85305,3.36465,7.01725333333333,0.855172261822004
"CBLN1","Cbln1",168.808746,162.449258,205.523268,2012,6986,5039,178.927090666667,3.82671,4.31079,5.37471,4.50407,32.6898260135984
"CBLN2","Cbln2",7.089381,7.689265,6.103359,105,419,189,6.96066833333333,2.98185,0.4974,78.82904,27.4360966666667,0.27994940468271
"CBLN3","Cbln3",141.356959,132.556768,174.926323,4695,16668,12436,149.61335,2.73336,3.03966,3.27726,3.01676,37.4962283034087
"CBLN4","Cbln4",3.135214,3.986525,3.294629,61,286,134,3.47212266666667,6.14593,2.76333,17.76275,8.89067,0.452155684768238
"CBR1","Cbr1",33.446159,37.586301,31.598374,166,735,445,34.210278,100.05768,99.03764,117.89399,105.663103333333,0.330107383899793
"CBR3","Cbr3",2.106003,1.731578,1.489169,9,43,21,1.77558333333333,18.86849,9.06371,12.08217,13.3381233333333,0.193580656882805
"CBR4","Cbr4",8.538356,7.343202,10.103325,57,187,109,8.66162766666667,33.59553,29.01493,37.42632,33.3455933333333,0.281306180181485
"CBWD1","Cbwd1",6.675422,5.76921,8.754013,56,183,150,7.066215,10.50274,8.06892,9.91918,9.49694666666667,0.768434408227916
"CBX1","Cbx1",19.375516,16.445399,18.802259,254,813,554,18.2077246666667,58.2952,54.65861,46.12198,53.0252633333333,0.355532272895292
"CBX2","Cbx2",0.461717,0.875653,0.954083,12,76,46,0.763817666666667,1.65658,2.34883,3.40835,2.47125333333333,0.508121274160342
"CBX3","Cbx3",83.285522,64.440273,66.897927,734,2277,1459,71.5412406666667,64.8884,68.14365,77.58368,70.2052433333333,1.01876262576731
"CBX4","Cbx4",13.42432,9.039024,10.240703,206,694,431,10.901349,38.64811,31.75063,48.72194,39.7068933333333,0.292366919345683
"CBX5","Cbx5",41.109384,36.596567,45.562047,1331,5129,3087,41.0893326666667,19.77961,17.46423,12.62838,16.6240733333333,2.38817280605959
"CBX6","Cbx6",56.442402,65.939483,77.06907,1738,6816,4236,66.4836516666667,68.01934,70.38194,79.70298,72.70142,0.915635705074158
"CBX7","Cbx7",29.629995,28.747096,29.300768,309,1545,871,29.225953,108.57252,100.50221,99.1699,102.74821,0.29133951323112
"CBX8","Cbx8",3.768314,6.167286,6.282701,38,192,143,5.40610033333333,4.19116,3.59233,2.81844,3.53397666666667,1.41290985911558
"CBY1","Cby1",14.08087,19.762726,19.122612,91,414,241,17.6554026666667,27.03545,31.6401,30.36928,29.68161,0.608032064375587
"CC2D1A","Cc2d1a",9.181262,11.876972,13.645569,180,767,501,11.5679343333333,76.1863,56.84164,144.76752,92.5984866666667,0.134274973676569
"CC2D1B","Cc2d1b",30.52477,50.269731,38.708591,118,625,285,39.834364,63.49687,38.99055,18.04678,40.1780666666667,0.991653258773684
"CC2D2A","Cc2d2a",4.560292,4.9977,5.554598,148,636,395,5.03753,19.77961,17.90636,24.66685,20.7842733333333,0.277150855923279
"CCAR1","Ccar1",27.810412,19.952618,19.612668,374,1228,741,22.458566,49.83005,42.30654,66.57209,52.9028933333333,0.435200497586153
"CCBE1","Ccbe1",0.354968,0.443802,0.446812,13,69,33,0.415194,0.31475,0.3316,0.17479,0.273713333333333,1.11107732247445
"CCDC102A","Ccdc102a",1.251606,0.742988,1.655533,9,33,28,1.216709,5.89744,5.58192,4.36968,5.28301333333333,0.352809851323993
"CCDC103","Ccdc103",1.073037,0.482021,0.498469,7,17,7,0.684509,1.67315,0,0,0.557716666666667,1.08139627446155
"CCDC105","Ccdc105",0.093784,0.281649,0.045121,1,11,1,0.140184666666667,0.06626,0.0829,0,0.04972,1.08617980667861
"CCDC106","Ccdc106",26.593024,32.38413,29.306544,64,257,149,29.4278993333333,102.97327,110.91995,111.09913,108.330783333333,0.278310448399178
"CCDC107","Ccdc107",23.24864,20.255615,22.716928,97,313,199,22.0737276666667,43.4025,48.52402,64.21246,52.0463266666667,0.434973147370933
"CCDC110","Ccdc110",0,0.015361,0,0,1,0,0.00512033333333333,2.0376,0.63557,0.93948,1.20421666666667,0.455998880932758
"CCDC112","Ccdc112",4.796807,3.81323,2.654598,38,115,72,3.75487833333333,10.83406,8.75975,5.83352,8.47577666666667,0.50179299286989
"CCDC113","Ccdc113",0.403802,0.9204,0.87522,3,26,14,0.733140666666667,5.69865,7.73732,4.23859,5.89152,0.251488882955671
"CCDC115","Ccdc115",6.379729,4.877518,7.375763,69,198,169,6.21100333333333,36.16323,35.39822,28.35923,33.3068933333333,0.210191090847826
"CCDC116","Ccdc116",0.197751,0.342599,0.543943,3,23,7,0.361431,0.71233,0.46977,0.15294,0.445013333333333,0.94215808850668
"CCDC117","Ccdc117",5.994667,6.169318,6.636081,134,513,313,6.26668866666667,8.28292,7.32282,11.25193,8.95255666666667,0.73013286033371
"CCDC12","Ccdc12",29.266213,40.298238,43.854283,92,399,241,37.8062446666667,159.76097,173.61984,191.12984,174.836883333333,0.220694566071794
"CCDC120","Ccdc120",17.990886,40.241187,80.230952,86,368,226,46.1543416666667,7.20614,5.60955,5.98646,6.26738333333333,6.48848966730345
"CCDC122","Ccdc122",2.120877,1.558978,2.702418,14,45,37,2.12742433333333,2.40205,1.658,2.46887,2.17630666666667,0.984610323100624
"CCDC124","Ccdc124",25.823912,23.005157,22.727737,206,683,372,23.8522686666667,124.01189,118.87833,144.96416,129.284793333333,0.190753410515702
