"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"PI4KB","Pi4kb",31.046454,30.455775,32.868821,271,1109,622,31.4570166666667,58.79217,65.02109,63.81919,62.54415,0.510778988571988
"PIANP","Pianp",425.951139,298.021475,327.560761,343,1613,961,350.511125,228.36012,146.12474,138.01637,170.833743333333,2.04564667091095
"PIAS1","Pias1",9.015675,9.681474,10.171435,324,1247,744,9.62286133333333,21.86691,15.50227,25.56263,20.97727,0.48335672871714
"PIAS2","Pias2",18.17145,19.327892,20.633815,315,1226,750,19.377719,18.0899,16.7734,18.94257,17.93529,1.07617675778929
"PIAS3","Pias3",12.682929,13.823538,11.960686,123,504,339,12.8223843333333,16.38362,19.50909,9.96287,15.2851933333333,0.848770048375232
"PIAS4","Pias4",64.083611,71.565026,112.772675,89,328,198,82.807104,10.20456,13.9548,15.42497,13.1947766666667,5.90408049157988
"PICALM","Picalm",153.556989,146.437079,139.42705,1135,4743,2661,146.473706,88.75978,79.08642,47.47658,71.77426,2.02645421609234
"PICK1","Pick1",23.385677,25.516195,23.438103,165,728,414,24.113325,47.428,32.82833,52.89499,44.3837733333333,0.553354715914616
"PID1","Pid1",7.537268,12.395035,12.605901,130,756,401,10.846068,102.17811,114.59518,110.83695,109.203413333333,0.10749275037579
"PIEZO1","Piezo1",1.318074,3.024875,0.874225,48,139,71,1.739058,63.56313,65.73955,51.3656,60.22276,0.0447392113651851
"PIEZO2","Piezo2",0.568339,0.694478,0.405128,18,78,34,0.555981666666667,2.84932,2.29356,1.46384,2.20224,0.485904137936778
"PIF1","Pif1",0,0.0607,0.128308,0,6,6,0.0630026666666667,2.81619,2.76333,4.85035,3.47662333333333,0.237456356614025
"PIGA","Piga",2.809129,4.713084,3.484139,60,322,167,3.668784,3.61135,2.51463,4.30414,3.47670666666667,1.04290594573987
"PIGB","Pigb",5.989434,5.946144,7.126232,115,430,269,6.35393666666667,10.7678,14.5351,16.01488,13.7725933333333,0.497809457062154
"PIGC","Pigc",8.918722,7.916477,8.557483,86,300,185,8.46422733333333,22.8443,18.40376,16.97621,19.40809,0.46374880419154
"PIGF","Pigf",10.442431,6.938829,7.532771,56,138,85,8.304677,56.87053,40.98014,34.1709,44.00719,0.206737567930813
"PIGH","Pigh",4.379392,2.752156,3.522289,56,167,117,3.551279,38.10144,29.34653,43.65311,37.0336933333333,0.11966439756749
"PIGK","Pigk",131.775727,117.862202,123.979376,477,2025,1218,124.539101666667,25.32917,24.56598,31.78943,27.2281933333333,4.44729495027312
"PIGL","Pigl",3.617675,2.004407,3.242036,31,106,63,2.954706,44.0817,45.23566,39.80779,43.0417166666667,0.0897945470639012
"PIGM","Pigm",2.278821,2.063482,2.494692,121,406,278,2.27899833333333,2.41861,2.40409,2.90584,2.57618,0.916899689985776
"PIGN","Pign",5.47978,7.320487,8.538399,122,595,340,7.11288866666667,6.37785,4.89109,5.02513,5.43135666666667,1.26145836518682
"PIGO","Pigo",8.672634,12.020355,9.485608,104,477,276,10.0595323333333,18.07333,15.75096,17.26024,17.0281766666667,0.613458173714369
"PIGP","Pigp",41.355504,43.639045,50.61245,110,418,266,45.202333,16.38362,14.25877,13.06535,14.5692466666667,2.96753812109085
"PIGQ","Pigq",71.872216,79.259081,75.807241,513,2131,1197,75.6461793333333,81.95122,84.61308,165.6546,110.739633333333,0.685935482754702
"PIGR","Pigr",0.03922,0.010285,0,1,1,0,0.0165016666666667,3.69418,0.55267,3.64868,2.63184333333333,0.279885879805755
"PIGS","Pigs",18.93427,23.256973,23.628315,308,1448,829,21.9398526666667,41.87845,40.89724,45.35729,42.7109933333333,0.52480739780336
"PIGT","Pigt",26.784512,29.084215,27.735729,394,1723,976,27.868152,51.47007,37.02858,33.62469,40.70778,0.692152687100584
"PIGU","Pigu",10.141768,12.061502,10.584038,109,494,239,10.9291026666667,21.80065,15.41937,22.06689,19.7623033333333,0.574555841668819
"PIGV","Pigv",4.300278,3.54094,3.05858,62,217,107,3.633266,10.00577,10.44538,6.40158,8.95091,0.465612290735219
"PIGW","Pigw",1.029164,1.229071,1.151313,13,60,29,1.136516,2.45174,1.85143,2.88399,2.39572,0.629179084259008
"PIGX","Pigx",10.402413,9.97254,9.338154,36,122,72,9.904369,26.90293,24.23438,32.37933,27.83888,0.378113470426036
"PIGZ","Pigz",22.559549,16.517162,10.901227,88,303,155,16.6593126666667,16.6818,14.39693,16.10227,15.727,1.05573699208864
"PIH1D1","Pih1d1",32.124021,25.320428,28.309275,72,265,157,28.5845746666667,58.16267,57.61537,65.7637,60.5139133333333,0.480941189781781
"PIH1D2","Pih1d2",0.928692,1.138052,1.821462,5,24,17,1.29606866666667,3.2966,5.66482,3.64868,4.20336666666667,0.441265975233983
"PIK3AP1","Pik3ap1",0.423582,0.482131,0.562896,13,55,32,0.489536333333333,2.84932,1.43693,2.64366,2.30997,0.450015055524169
"PIK3C2A","Pik3c2a",8.796722,9.430105,10.194616,384,1267,798,9.47381433333333,15.67129,17.27079,7.01334,13.3184733333333,0.731489600148247
"PIK3C2G","Pik3c2g",0.094782,0.103299,0.33735,2,3,12,0.178477,0,0,0,0,1.178477
"PIK3C3","Pik3c3",13.895686,12.479012,14.312768,296,1010,652,13.5624886666667,40.03964,14.0377,16.56109,23.5461433333333,0.593269927129082
"PIK3CA","Pik3ca",36.054045,32.225486,38.300064,734,2702,1678,35.5265316666667,3.77701,9.45058,3.32096,5.51618333333333,5.6055101273496
"PIK3CB","Pik3cb",7.073495,6.994811,7.415236,256,947,568,7.16118066666667,27.78092,23.90278,15.59976,22.42782,0.34835425006111
"PIK3CD","Pik3cd",4.323338,3.846674,2.742085,79,324,185,3.63736566666667,6.12936,9.72691,7.64694,7.83440333333333,0.524921207657488
"PIK3CG","Pik3cg",0.348955,0.436144,0.63967,12,56,30,0.474923,0.23192,0.11053,0,0.11415,1.32381007943275
"PIK3IP1","Pik3ip1",27.419975,27.08858,26.741474,244,933,567,27.083343,41.44774,32.24803,27.76932,33.8216966666667,0.806489794820451
"PIK3R1","Pik3r1",31.871729,26.315115,33.723371,828,3309,1950,30.6367383333333,32.1543,35.48112,50.53536,39.39026,0.783276421922843
"PIK3R2","Pik3r2",29.560145,67.481536,56.842986,352,1384,840,51.294889,83.44214,129.37898,116.47384,109.764986666667,0.472124726177009
"PIK3R3","Pik3r3",26.862397,25.891486,29.944274,934,3504,2263,27.5660523333333,11.31447,7.54388,13.19644,10.68493,2.44469178106615
"PIK3R4","Pik3r4",7.911569,9.202326,9.892112,190,781,475,9.00200233333333,24.16956,22.96325,19.31399,22.1489333333333,0.43207184492302
"PIK3R5","Pik3r5",0.23473,0.24768,0.202884,7,28,13,0.228431333333333,2.51801,1.60273,2.1193,2.08001333333333,0.39883961541292
"PIK3R6","Pik3r6",0.721081,0.611398,0.844745,12,37,17,0.725741333333333,1.39153,1.79616,0.76469,1.31746,0.744669307488946
"PIKFYVE","Pikfyve",5.750309,6.222825,6.710156,334,1454,863,6.22776333333333,9.16091,9.58875,9.17633,9.30866333333333,0.701134870702603
"PILRA","Pilra",0.912621,0.032469,0.140281,3,2,1,0.361790333333333,12.27529,14.34167,15.7527,14.12322,0.0900463217048574
"PILRB","Pilrb2",0,0,0.667395,0,0,2,0.222465,132.79178,126.75381,111.71089,123.75216,0.00979914896864311
"PIM1","Pim1",4.631287,4.931015,5.075039,40,127,90,4.87911366666667,28.32759,18.01689,16.91066,21.0850466666667,0.266203361731633
"PIM2","Pim2",10.485189,13.976085,10.917549,120,522,282,11.792941,25.32917,18.04453,23.05007,22.1412566666667,0.552819632238353
"PIM3","Pim3",26.441797,29.862564,33.01479,225,892,505,29.7730503333333,23.05965,24.70414,45.20435,30.98938,0.96197707905978
"PIN1","Pin1",8.469137,8.756388,8.914912,219,864,497,8.713479,289.22303,289.01638,478.85147,352.363626666667,0.0274886215415795
"PIN4","Pin4",7.404648,10.339282,6.214642,14,67,23,7.98619066666667,26.1409,20.25519,25.21306,23.8697166666667,0.361330641080886
"PINK1","Pink1",166.96719,154.386648,155.792097,2352,8083,4608,159.048645,102.50943,102.76814,103.34295,102.873506666667,1.54080333028133
"PINLYP","Pinlyp",0,0,0,0,0,0,0,16.79776,23.46065,15.51237,18.59026,0.0510457747880835
"PINX1","Pinx1",2.893413,2.745307,2.125088,15,76,34,2.587936,23.4241,28.02014,34.12721,28.5238166666667,0.121526835114475
"PIP","Pip",0,0,0,0,0,0,0,0,0.7461,2.66551,1.13720333333333,0.467901197983034
"PIP4K2A","Pip4k2a",75.015055,102.73471,92.74379,784,3122,1661,90.1645183333333,161.71574,206.94557,87.6558,152.105703333333,0.595435155899156
"PIP4K2B","Pip4k2b",20.15325,25.931668,31.698518,649,2651,1605,25.927812,78.70431,75.9915,83.83233,79.50938,0.334468008572417
"PIP4K2C","Pip4k2c",17.215,17.17297,19.804738,379,1445,938,18.064236,26.78697,20.80785,34.95745,27.5174233333333,0.6685118699948
"PIP5K1A","Pip5k1a",6.566228,9.541472,10.680952,141,629,395,8.92955066666667,21.30367,18.90116,22.91898,21.04127,0.450498118605083
"PIP5K1B","Pip5k1b",12.369541,11.973996,14.222409,203,748,499,12.8553153333333,12.01024,9.97561,31.81128,17.9323766666667,0.731831802064647
"PIP5K1C","Pip5k1c",68.619127,68.974112,70.119473,1488,6089,3688,69.2375706666667,53.87212,49.62935,72.493,58.6648233333333,1.17720235714545
"PIP5KL1","Pip5kl1",2.801935,3.560504,3.191638,18,83,43,3.18469233333333,8.58111,2.34883,5.11253,5.34749,0.659267258921768
"PIPOX","Pipox",1.615376,2.216712,1.582746,13,67,43,1.80494466666667,9.09465,24.12385,18.44005,17.2195166666667,0.153952748472105
"PIR","Pir",3.133676,3.331164,2.853151,18,91,46,3.105997,19.58082,31.66773,35.30702,28.8518566666667,0.137545783026114
"PIRT","Pirt",0.247098,0.223124,0.180603,7,24,11,0.216941666666667,0.86142,1.0777,0.61176,0.850293333333333,0.657702022021733
"PISD","Pisd",24.715786,35.718036,36.121756,334,1882,1043,32.1851926666667,51.86765,50.23729,45.9035,49.3361466666667,0.659271614222357
"PITHD1","Pithd1",68.49827,71.809602,84.366542,301,1299,795,74.8914713333333,107.87676,87.90144,98.82033,98.19951,0.765038772200925
"PITPNA","Pitpna",160.818989,156.183229,161.466312,2006,7326,4360,159.48951,62.08877,48.60692,53.74707,54.8142533333333,2.87542160676281
"PITPNB","Pitpnb",41.179106,37.662481,45.694624,411,1504,944,41.5120703333333,29.03992,27.63327,32.20455,29.6259133333333,1.38810783765469
"PITPNC1","Pitpnc1",20.900584,15.831524,16.118596,495,1860,1044,17.6169013333333,120.30114,146.37344,181.05772,149.2441,0.123911031004434
"PITPNM1","Pitpnm1",104.067954,110.325304,112.469869,1170,5089,3007,108.954375666667,90.3004,95.80455,73.10476,86.4032366666667,1.25801263042471
"PITPNM2","Pitpnm2",24.740465,13.309952,15.556889,425,1841,1033,17.869102,29.30497,33.49152,28.73065,30.5090466666667,0.598847124751685
"PITPNM3","Pitpnm3",14.314711,15.177532,17.366837,435,1755,1123,15.6196933333333,45.97021,44.79353,55.10167,48.6218033333333,0.334927233935674
"PITRM1","Pitrm1",12.282142,14.895019,10.682668,184,774,431,12.619943,71.49817,66.09878,131.11227,89.56974,0.150380723186353
"PITX1","Pitx1",0,0.018631,0,0,1,0,0.00621033333333333,0.08283,0.7461,1.07057,0.633166666666667,0.616110011225635
"PITX2","Pitx2",0.208825,0.049295,0.147991,3,2,2,0.135370333333333,0.26505,0,0,0.08835,1.04320332001041
"PITX3","Pitx3",0,0.037875,0.065634,0,1,1,0.034503,0,0.13817,0,0.0460566666666667,0.988955027930291
"PIWIL1","Piwil1",0.096241,0.039376,0.04652,1,3,2,0.0607123333333333,0.39758,1.27113,1.28906,0.985923333333333,0.534115449236879
"PIWIL2","Piwil2",0.194946,0.321839,0.360622,2,41,26,0.292469,1.10991,1.05006,0.34957,0.836513333333333,0.703762383066463
"PIWIL4","Piwil4",0,0.089398,0.034625,0,5,1,0.041341,3.72731,6.82542,3.34281,4.63184666666667,0.184902228635486
"PJA1","Pja1",66.793591,66.081489,72.112902,995,3681,2230,68.3293273333333,68.73168,65.18689,67.33678,67.0851166666667,1.01827434140648
"PJA2","Pja2",107.405092,105.073652,112.012959,3220,11669,7060,108.163901,93.49761,73.86373,89.62215,85.6611633333333,1.25966346170674
"PKD1","Pkd1",133.226289,128.134853,111.789544,667,3620,2218,124.383562,380.61677,256.18806,669.01997,435.274933333333,0.287395750752889
"PKD1L1","Pkd1l1",0.023354,0.254865,0.300499,1,5,4,0.192906,4.12489,0.4974,1.87896,2.16708333333333,0.376657597684515
"PKD1L2","Pkd1l2",0,0.049133,0,0,5,0,0.0163776666666667,3.51196,3.17783,6.00831,4.2327,0.19423579923685
"PKD1L3","Pkd1l3",0.063218,0.281394,0.405911,1,18,12,0.250174333333333,0.13253,0.0829,0,0.07181,1.16641413434595
"PKD2","Pkd2",8.080792,9.280915,8.967561,276,1139,614,8.77642266666667,13.50116,11.30201,8.936,11.24639,0.798310576967308
"PKD2L1","Pkd2l1",1.31664,1.436208,1.595396,29,121,76,1.44941466666667,1.06021,0.2487,12.10402,4.47097666666667,0.447710676887064
"PKD2L2","Pkd2l2",4.403461,4.074826,4.305179,69,242,143,4.26115533333333,1.90507,0.6632,2.09745,1.55524,2.05896719421007
"PKDCC","Pkdcc",2.612205,3.615654,3.604297,26,120,52,3.27738533333333,14.03127,15.30883,70.83253,33.3908766666667,0.124375582942879
"PKDREJ","Pkdrej",0.123482,0.108744,0.057584,6,20,6,0.0966033333333333,0.14909,0.11053,0.10924,0.122953333333333,0.976535089021212
"PKHD1L1","Pkhd1l1",0,0.028533,0.010481,0,7,2,0.0130046666666667,0.48041,1.5751,1.33275,1.12942,0.475718583777116
"PKIA","Pkia",52.175537,53.357877,70.349795,1001,3914,2575,58.6277363333333,93.7461,99.45214,51.01602,81.4047533333333,0.723595835450592
"PKIB","Pkib",61.717362,63.466417,66.845153,118,617,360,64.009644,4.7544,4.17262,7.25367,5.39356333333333,10.1679831121821
"PKIG","Pkig",21.855657,23.352202,26.177435,104,331,236,23.795098,575.01692,599.36565,1160.34688,778.24315,0.0318194622564215
"PKLR","Pklr",0.054689,0,0.050734,1,0,2,0.035141,0.0994,0,0.32773,0.142376666666667,0.906129326871172
"PKM","Pkm",593.733764,629.996695,651.165965,6073,26315,15014,624.965474666667,904.87596,794.04205,634.71798,777.878663333333,0.803675211730347
"PKMYT1","Pkmyt1",2.293124,2.075846,3.064124,22,93,76,2.477698,8.03443,3.97919,8.08391,6.69917666666667,0.451697389287946
"PKN1","Pkn1",19.004888,16.547829,11.861442,223,988,535,15.8047196666667,137.41365,133.68977,99.2136,123.439006666667,0.13504382682579
"PKN2","Pkn2",10.112906,7.260539,9.523175,289,964,585,8.96554,6.6429,7.01885,5.76798,6.47657666666667,1.33290146604529
"PKN3","Pkn3",0.432054,0.976288,0.763654,9,38,15,0.723998666666667,7.23927,4.06209,6.51082,5.93739333333333,0.248508133218144
"PKNOX1","Pknox1",36.560954,8.412072,17.563685,136,386,238,20.8455703333333,13.07045,11.38491,12.89056,12.44864,1.62437022132597
"PKNOX2","Pknox2",7.419921,9.698587,10.207391,127,488,271,9.108633,18.62001,18.48666,41.24979,26.11882,0.372753423637164
"PKP1","Pkp1",0,0.146549,0.059822,0,1,3,0.0687903333333333,1.77255,0.71847,1.37645,1.28915666666667,0.466892611107147
"PKP3","Pkp3",6.506238,3.638675,3.29709,37,137,95,4.48066766666667,0.99395,3.28836,1.90081,2.06104,1.79045934279417
"PKP4","Pkp4",146.294567,169.317225,168.568499,2056,7470,4620,161.393430333333,287.96402,775.52775,293.75179,452.41452,0.358156660561584
"PLA1A","Pla1a",2.489032,0.655028,1.543965,3,17,15,1.562675,15.17431,15.33647,7.73433,12.74837,0.18639846032657
"PLA2G10","Pla2g10",0,0.145657,0.257761,0,2,1,0.134472666666667,2.55114,2.79096,0,1.7807,0.407980964025845
"PLA2G12A","Pla2g12a",7.010555,11.18371,12.180738,72,244,153,10.125001,36.31232,37.22202,30.87179,34.8020433333333,0.310736482172852
"PLA2G12B","Pla2g12b",0,0.065358,0,0,1,0,0.021786,0,0,0.37142,0.123806666666667,0.909218667505087
"PLA2G15","Pla2g15",5.213151,6.071058,7.120666,54,304,207,6.13495833333333,14.61107,11.08094,9.32927,11.67376,0.562970920495049
"PLA2G1B","Pla2g1b",0,0,0,0,0,0,0,1.09335,8.45578,3.93271,4.49394666666667,0.182018512496178
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,3.9758,2.98439,5.57134,4.17717666666667,0.193155471482848
"PLA2G2C","Pla2g2c",0,0.222501,0,0,4,0,0.074167,0.13253,0,1.24536,0.459296666666667,0.736085420145321
"PLA2G2D","Pla2g2d",0.289588,0.1385,0.067262,2,7,2,0.165116666666667,0.03313,0.05527,0,0.0294666666666667,1.13176725812719
"PLA2G2E","Pla2g2e",0,0,0,0,0,0,0,0,0,0,0,1
"PLA2G2F","Pla2g2f",0.187886,0.114247,0.260457,3,7,9,0.18753,0.13253,0.05527,0,0.0626,1.11757011104837
"PLA2G3","Pla2g3",1.665121,2.407029,2.120887,30,161,78,2.06434566666667,0.26505,0.11053,0.08739,0.154323333333333,2.65466839158295
"PLA2G4A","Pla2g4a",23.913813,12.47302,9.104075,43,150,60,15.163636,0.92769,2.01723,1.55124,1.49872,6.4687664084011
"PLA2G4B","Pla2g4b",1.003148,4.096423,1.701205,17,149,26,2.26692533333333,54.00464,13.3745,40.11367,35.8309366666667,0.0887005769877696
"PLA2G4C","Pla2g4c",0,0.082657,0.083369,0,7,4,0.055342,28.52638,17.54713,26.0433,24.0389366666667,0.0421480358391151
"PLA2G4D","Pla2g4d",0,0.010603,0,0,1,0,0.00353433333333333,0.54667,0.13817,0.17479,0.286543333333333,0.780023732844858
"PLA2G4E","Pla2g4e",0.867017,1.817046,1.416389,22,155,75,1.36681733333333,0.59637,0.0829,0.0437,0.24099,1.90720097126756
"PLA2G4F","Pla2g4f",0,0,0,0,0,0,0,0.44728,2.37646,0,0.941246666666667,0.515132887113779
"PLA2G5","Pla2g5",2.962258,1.850324,1.342683,15,53,36,2.051755,11.84458,19.45382,9.83178,13.71006,0.207460404648248
"PLA2G6","Pla2g6",3.437296,6.892209,7.58301,54,311,172,5.97083833333333,70.15634,50.56889,55.34201,58.68908,0.116785823023798
"PLA2G7","Pla2g7",156.129965,161.374905,177.179878,1654,6016,3800,164.894916,4.47278,3.42653,2.0756,3.32497,38.3574720749508
"PLA2R1","Pla2r1",0.789786,0.209179,0.480458,5,30,20,0.493141,0.77859,3.01203,1.3546,1.71507333333333,0.549944998416249
"PLAA","Plaa",19.483519,20.145274,18.607848,260,1021,584,19.4122136666667,9.70758,8.40051,8.95785,9.02198,2.0367446020314
"PLAC1","Plac1",0,0,0,0,0,0,0,0,0,0,0,1
"PLAC8","Plac8",0,0.226026,0,0,3,0,0.075342,3.04811,0.52503,1.68233,1.75182333333333,0.390774359303589
"PLAC8L1","Plac8l1",0,0.153832,0,0,1,0,0.0512773333333333,1.42466,3.12256,6.83855,3.79525666666667,0.219232755702336
"PLAG1","Plag1",0.938932,1.112252,0.997066,30,101,60,1.01608333333333,0.61294,0.4974,0.48066,0.530333333333333,1.31741450664343
"PLAT","Plat",13.74914,13.229826,12.463947,227,831,446,13.1476376666667,30.23266,25.45024,18.39636,24.6930866666667,0.550639860839349
"PLAU","Plau",0.234302,0.450248,0.558188,3,26,18,0.414246,1.52406,1.38166,2.0319,1.64587333333333,0.534510092445846
"PLAUR","Plaur",0.113032,0.463209,0.205968,1,14,3,0.260736333333333,3.46226,1.87906,6.64191,3.99441,0.252429482828469
"PLB1","Plb1",0.550905,0.146549,0.517898,2,2,5,0.405117333333333,20.59134,5.58192,7.88727,11.35351,0.113742356086111
"PLBD1","Plbd1",0.078468,0.161899,0.142875,1,6,2,0.127747333333333,3.51196,1.60273,1.81342,2.30937,0.340774024461856
"PLBD2","Plbd2",13.910911,19.338722,16.732182,353,1910,981,16.660605,15.85351,17.38133,13.89558,15.71014,1.05687953541981
"PLCB1","Plcb1",16.43649,13.624873,11.785207,624,1784,1168,13.9488566666667,60.9126,53.96778,47.49843,54.12627,0.27117482584377
"PLCB2","Plcb2",0.380049,0.269892,0.340081,6,18,19,0.330007333333333,80.3112,52.08872,16.67033,49.6900833333333,0.0262380182843127
"PLCB3","Plcb3",13.804814,13.875286,12.634643,228,945,599,13.4382476666667,9.54192,9.80981,10.48723,9.94632,1.31900471269492
"PLCD1","Plcd1",1.954135,2.833988,2.530968,34,162,95,2.439697,38.56528,35.01135,43.80605,39.12756,0.0857190668956697
"PLCD3","Plcd3",4.838222,5.735624,5.272086,43,215,135,5.28197733333333,121.44418,151.07109,149.72711,140.74746,0.0443180945417529
"PLCD4","Plcd4",12.070317,12.245272,13.566353,159,550,342,12.627314,6.75886,7.51625,8.76121,7.67877333333333,1.570188951434
"PLCE1","Plce1",6.079624,4.980473,5.6763,303,1138,738,5.578799,4.52247,6.49382,3.34281,4.78636666666667,1.13694817127616
"PLCG1","Plcg1",12.213312,22.679909,18.935356,321,1715,940,17.942859,67.5555,60.26816,73.214,67.0125533333333,0.278520038898701
"PLCG2","Plcg2",0.444717,0.894311,0.744603,13,100,47,0.694543666666667,12.52378,12.90474,5.13437,10.18763,0.151465830266702
"PLCH1","Plch1",7.021954,4.849022,4.802421,177,611,321,5.557799,4.87036,4.33842,4.93774,4.71550666666667,1.1473696703471
"PLCH2","Plch2",18.261541,22.822763,23.780108,638,2351,1501,21.6214706666667,14.80986,15.55753,50.62275,26.9967133333333,0.808004511005697
"PLCL1","Plcl1",15.302939,19.635681,19.040375,297,1478,749,17.9929983333333,10.0389,12.93237,10.07211,11.01446,1.58084494295485
"PLCL2","Plcl2",7.841902,9.212486,10.132962,216,942,588,9.06245,9.31,11.21911,9.28557,9.93822666666667,0.919934309888135
"PLCXD1","Plcxd1",1.558028,1.680767,2.867305,34,142,85,2.03536666666667,0,0,0,0,3.03536666666667
"PLCXD2","Plcxd2",22.893433,24.715922,27.060238,1132,4592,2850,24.8898643333333,0.38101,0.35923,0.89578,0.54534,16.7535068873732
"PLCXD3","Plcxd3",8.880173,9.023277,11.700713,103,395,289,9.86805433333333,1.78911,1.0777,2.92769,1.9315,3.70733560748195
"PLCZ1","Plcz1",0,0.03846,0.161819,0,2,5,0.0667596666666667,0,0,0,0,1.06675966666667
"PLD1","Pld1",4.044136,3.310262,2.541532,79,314,168,3.29864333333333,5.36733,5.52665,5.61504,5.50300666666667,0.661023977626759
"PLD2","Pld2",6.227669,6.623332,7.532805,72,419,186,6.794602,43.17058,48.55166,40.13552,43.9525866666667,0.173396073017971
"PLD3","Pld3",152.672408,174.959109,184.19362,571,2719,1497,170.608379,708.22285,489.4405,853.77008,683.811143333333,0.250592270103393
"PLD4","Pld4",1.120218,2.380158,2.545805,14,79,63,2.01539366666667,14.59451,10.00324,9.13263,11.24346,0.246286071638791
"PLD5","Pld5",14.914471,15.678511,17.608761,260,1041,634,16.0672476666667,8.36575,7.90312,14.76952,10.34613,1.5042351591835
"PLD6","Pld6",0.787523,0.39626,0.306158,4,16,7,0.496647,14.90926,9.20188,6.88225,10.33113,0.132082766679051
"PLEC","Plec",6.645458,16.261594,13.874068,642,3359,1923,12.2603733333333,46.99729,49.82279,67.57711,54.7990633333333,0.237645088307635
"PLEK","Plek",2.771564,3.170536,3.644103,76,305,205,3.195401,9.3597,9.45058,4.71926,7.84318,0.474422210109938
"PLEK2","Plek2",0.209028,0.43947,0.533928,2,16,11,0.394142,0.19879,0.5803,0.41512,0.39807,0.997190412497228
"PLEKHA1","Plekha1",39.98816,40.703649,39.849505,536,2098,1163,40.180438,27.05202,21.00129,36.57423,28.20918,1.40984574027754
"PLEKHA2","Plekha2",2.297176,2.628165,3.205034,62,248,148,2.710125,27.71465,16.22073,20.05683,21.3307366666667,0.166144317376602
"PLEKHA3","Plekha3",15.129787,15.389826,15.274616,227,885,493,15.264743,12.09306,16.13783,9.85363,12.69484,1.18765483934095
"PLEKHA4","Plekha4",1.287163,0.361598,0.599464,8,19,12,0.749408333333333,4.38995,6.96358,3.75793,5.03715333333333,0.289773712334621
"PLEKHA6","Plekha6",22.831788,29.767803,33.036891,815,3718,2073,28.545494,40.90106,32.82833,58.64112,44.1235033333333,0.654769506297937
"PLEKHA7","Plekha7",4.880507,6.588494,3.53254,70,357,178,5.00051366666667,13.55086,21.44342,9.65699,14.8837566666667,0.377776730819556
"PLEKHA8","Plekha8",3.946492,3.651224,3.427754,182,630,335,3.67515666666667,3.41256,3.06729,3.56129,3.34704666666667,1.07547883083841
"PLEKHB1","Plekhb1",322.770255,305.909896,299.120001,2876,11126,6093,309.266717333333,1167.92495,1210.69651,832.40234,1070.34126666667,0.289605867884363
"PLEKHB2","Plekhb2",334.360267,310.306625,327.390128,1835,6558,3994,324.019006666667,95.43581,76.0744,51.62778,74.37933,4.31177892754773
"PLEKHD1","Plekhd1",21.825573,22.750127,24.843605,276,1123,749,23.1397683333333,0.14909,0,0.98318,0.377423333333333,17.5253081236221
"PLEKHF1","Plekhf1",2.782755,2.91472,1.766772,101,403,138,2.48808233333333,4.6053,4.78056,5.30916,4.89834,0.591366780031896
"PLEKHF2","Plekhf2",2.320162,2.12273,1.91347,41,128,78,2.11878733333333,2.13699,2.43173,1.61678,2.06183333333333,1.01860127374667
"PLEKHG2","Plekhg2",1.409937,2.977561,1.700878,39,168,79,2.02945866666667,5.20167,5.63719,6.31419,5.71768333333333,0.450967769146606
"PLEKHG3","Plekhg3",9.450687,8.423124,10.985761,181,857,519,9.61985733333333,36.7596,32.19276,27.07017,32.00751,0.321740638216374
"PLEKHG5","Plekhg5",4.91688,5.922774,4.036816,54,319,170,4.95882333333333,26.7207,15.25357,34.91375,25.62934,0.223769095791835
"PLEKHG6","Plekhg6",0.090136,0.047672,0.063546,2,4,3,0.067118,0,1.658,4.43523,2.03107666666667,0.352059059322155
"PLEKHH1","Plekhh1",13.42532,20.30323,15.266874,491,2099,1085,16.331808,223.75482,149.9105,103.25556,158.973626666667,0.108341658316679
"PLEKHH2","Plekhh2",2.148942,1.730089,1.427965,70,304,146,1.76899866666667,4.34025,5.55429,2.84029,4.24494333333333,0.527936812790478
"PLEKHH3","Plekhh3",8.933918,10.184597,10.327707,129,565,320,9.81540733333333,14.19693,20.36572,26.58951,20.3840533333333,0.505769751166601
"PLEKHJ1","Plekhj1",37.480773,39.17529,40.913736,99,361,221,39.189933,95.35298,112.16345,178.34852,128.62165,0.310055712143766
"PLEKHM1","Plekhm1",4.127921,4.595829,5.159199,136,654,382,4.62764966666667,37.68729,24.34491,27.17941,29.7372033333333,0.183089190178981
"PLEKHM2","Plekhm2",82.55884,56.674476,59.268832,693,2868,1582,66.1673826666667,114.98351,94.36762,260.93549,156.762206666667,0.425750780784802
"PLEKHM3","Plekhm3",5.32761,5.961262,7.650985,317,1253,792,6.31328566666667,3.26347,2.68043,1.76972,2.57120666666667,2.04784722624099
"PLEKHN1","Plekhn1",8.305958,12.870392,11.060068,168,1023,495,10.7454726666667,0.19879,0.05527,0,0.0846866666666667,10.8284475393816
"PLEKHO1","Plekho1",24.968475,26.003058,30.409231,130,527,337,27.1269213333333,81.40454,74.4164,75.48624,77.1023933333333,0.360128801857459
