"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"CPA5","Cpa5",0,0.036068,0,0,1,0,0.0120226666666667,0,0,1.01202266666667
"CPA6","Cpa6",0.304353,0.395824,0.303043,6,44,19,0.334406666666667,0,0,1.33440666666667
"CPB2","Cpb2",0,0,0.108465,0,0,1,0.036155,0.16596,0.16596,0.888671137946413
"CPD","Cpd",22.756409,25.569372,23.533819,833,3217,1816,23.9532,10.82905,10.82905,2.10948470080015
"CPE","Cpe",784.737904,741.68199,797.043021,4965,19203,11201,774.487638333333,1429.78734,1429.78734,0.542000629061572
"CPEB1","Cpeb1",36.189294,39.654385,29.463872,242,1168,629,35.102517,55.9086,55.9086,0.634394748772593
"CPEB2","Cpeb2",13.591649,20.17007,18.859858,458,2011,1127,17.5405256666667,17.65426,17.65426,0.993903036982795
"CPEB3","Cpeb3",19.958477,20.848003,21.999494,497,2191,1312,20.9353246666667,3.17403,3.17403,5.25519094655924
"CPEB4","Cpeb4",29.65665,32.419365,35.310485,984,3735,2333,32.4621666666667,23.37996,23.37996,1.37252754584776
"CPLX1","Cplx1",379.678322,311.229767,292.273539,3801,15595,8394,327.727209333333,274.91682,274.91682,1.19139967376158
"CPLX2","Cplx2",90.259728,101.425404,113.429105,3057,13059,8236,101.704745666667,315.68134,315.68134,0.324315748021865
"CPLX3","Cplx3",0,0.375639,1.837066,0,7,18,0.737568333333333,6.4103,6.4103,0.234480160497326
"CPLX4","Cplx4",0,0,0,0,0,0,0,0,0,1
"CPM","Cpm",7.073029,4.487258,4.454209,170,584,302,5.33816533333333,166.4396,166.4396,0.0378534428733306
"CPN1","Cpn1",0,0.045843,0.234992,0,2,6,0.0936116666666667,0,0,1.09361166666667
"CPN2","Cpn2",0,0,0,0,0,0,0,0,0,1
"CPNE1","Cpne1",12.567696,14.118433,12.511025,155,558,303,13.065718,179.23946,179.23946,0.0780390598152036
"CPNE2","Cpne2",9.251316,20.567156,19.076217,94,428,299,16.2982296666667,103.10418,103.10418,0.166162681139861
"CPNE3","Cpne3",4.115341,4.056686,4.730799,157,571,379,4.300942,10.01998,10.01998,0.481030092613598
"CPNE4","Cpne4",4.128721,6.225712,5.235668,72,358,181,5.19670033333333,55.41072,55.41072,0.109849694053423
"CPNE5","Cpne5",3.614894,4.417887,4.721493,44,225,95,4.25142466666667,13.17327,13.17327,0.370516095909177
"CPNE6","Cpne6",9.582279,13.472432,12.303766,129,714,360,11.786159,64.16524,64.16524,0.19621133905131
"CPNE7","Cpne7",0.581599,1.715872,2.030387,9,127,55,1.44261933333333,23.8571,23.8571,0.0982664644440958
"CPNE8","Cpne8",13.594426,15.215335,16.846029,76,276,155,15.2185966666667,9.60508,9.60508,1.52932336829771
"CPNE9","Cpne9",33.562538,26.729459,37.0642,218,946,497,32.4520656666667,2.75913,2.75913,8.89888502570187
"CPOX","Cpox",28.026238,30.913046,28.547763,292,1088,601,29.162349,65.82486,65.82486,0.451364192906652
"CPPED1","Cpped1",10.582437,9.813818,10.659439,181,632,387,10.351898,82.8775,82.8775,0.135339012250007
"CPQ","Cpq",10.924117,11.158267,13.277258,129,476,301,11.7865473333333,369.74362,369.74362,0.0344889207623676
"CPS1","Cps1",0.131311,0.131679,0.183516,5,19,15,0.148835333333333,4.19055,4.19055,0.221332100323344
"CPSF1","Cpsf1",106.689006,101.78343,87.19039,235,996,591,98.5542753333333,105.65585,105.65585,0.933415985464776
"CPSF2","Cpsf2",8.8423,8.273762,9.542972,349,1224,800,8.88634466666667,8.15291,8.15291,1.08013130978745
"CPSF3","Cpsf3",85.075379,127.600322,137.58585,256,954,604,116.753850333333,17.88246,17.88246,6.23614986253557
"CPSF4","Cpsf4",5.789059,6.700071,5.534577,69,293,132,6.00790233333333,36.94739,36.94739,0.184674158969387
"CPSF6","Cpsf6",42.71353,30.320995,31.191132,782,3012,1714,34.7418856666667,29.02269,29.02269,1.19049577724936
"CPSF7","Cpsf7",21.619274,24.544886,23.768945,399,1726,959,23.311035,35.37075,35.37075,0.668422702308861
"CPT1A","Cpt1a",12.361586,12.032786,16.384072,275,961,584,13.5928146666667,8.89974,8.89974,1.47406039619896
"CPT1B","Cpt1b",3.422532,3.381451,2.098939,23,71,42,2.96764066666667,24.39648,24.39648,0.156227975950473
"CPT1C","Cpt1c",15.247635,20.92679,22.250369,241,1195,665,19.4749313333333,24.43797,24.43797,0.804896433690791
"CPT2","Cpt2",6.04408,9.400328,8.526442,53,285,159,7.99028333333333,3.77565,3.77565,1.8825255898848
"CPVL","Cpvl",0.112625,0.059261,0.052314,1,2,1,0.0747333333333333,11.36843,11.36843,0.0868932704743717
"CPXCR1","Cpxcr1",0,0,0,0,0,0,0,0,0,1
"CPXM1","Cpxm1",1.624033,3.386561,2.097017,16,116,60,2.36920366666667,0.97503,0.97503,1.70589999476801
"CPXM2","Cpxm2",2.884838,1.825814,0.937236,13,55,25,1.88262933333333,3.69266,3.69266,0.614284719824861
"CPZ","Cpz",0.207342,0.054966,0.065028,3,3,2,0.109112,2.82136,2.82136,0.290240123934934
"CR1L","Cr1l",19.468427,11.76831,12.707829,139,440,275,14.6481886666667,0.97503,0.97503,7.92301315254283
"CR2","Cr2",13.865968,0.181188,0.334734,5,16,9,4.79396333333333,0.06224,0.06224,5.45447670331877
"CRABP1","Crabp1",0.49313,1.56176,1.843369,2,24,16,1.29941966666667,8.1944,8.1944,0.250089148467183
"CRABP2","Crabp2",2.454205,2.030081,2.079041,12,38,22,2.18777566666667,10.49713,10.49713,0.277267080277136
"CRADD","Cradd",3.305434,2.747988,2.992974,14,89,60,3.01546533333333,57.34003,57.34003,0.0688286470427481
"CRAT","Crat",60.575948,67.178878,53.533081,188,931,491,60.4293023333333,31.47063,31.47063,1.89184202257035
"CRB1","Crb1",0.663866,0.270718,0.758567,11,41,23,0.564383666666667,7.40607,7.40607,0.186101670181984
"CRB2","Crb2",0.361142,0.448283,0.412414,16,73,38,0.407279666666667,19.27239,19.27239,0.069418537561021
"CRB3","Crb3",0.429205,0.961244,1.094602,3,18,12,0.828350333333333,2.09528,2.09528,0.590689802968821
"CRBN","Crbn",32.903729,33.784129,34.01237,390,1540,886,33.5667426666667,47.71421,47.71421,0.709582330631384
"CRCP","Crcp",25.984955,18.164333,18.277823,88,342,213,20.809037,43.79334,43.79334,0.486881241720309
"CREB1","Creb1",9.123732,9.630386,9.708714,466,1627,974,9.48761066666667,8.65079,8.65079,1.08671006898572
"CREB3","Creb3",70.442435,80.409495,82.093018,173,712,398,77.648316,42.07148,42.07148,1.82599520610854
"CREB3L1","Creb3l1",0.730193,1.008195,1.228164,12,61,42,0.988850666666667,9.45986,9.45986,0.190141231973149
"CREB3L2","Creb3l2",1.900752,2.533073,2.226004,93,470,234,2.219943,12.3642,12.3642,0.24093795363733
"CREB3L3","Creb3l3",0.06751,0.141302,0.129488,1,8,3,0.112766666666667,0.6846,0.6846,0.660552455577981
"CREB3L4","Creb3l4",0.240621,0.167303,0,2,6,0,0.135974666666667,2.6554,2.6554,0.310766172420711
"CREB5","Creb5",3.379328,3.853998,3.385803,78,316,193,3.53970966666667,72.4841,72.4841,0.0617781216163315
"CREBBP","Crebbp",14.295374,24.301951,28.620752,382,1477,1038,22.4060256666667,13.54669,13.54669,1.60902759780174
"CREBL2","Crebl2",25.024804,19.382239,17.403452,429,1495,823,20.6034983333333,18.5463,18.5463,1.1052474551876
"CREBRF","Crebrf",22.303879,21.473281,23.952009,506,1933,1086,22.5763896666667,5.0826,5.0826,3.87603815254442
"CREBZF","Crebzf",39.659433,38.917097,37.398185,285,972,614,38.6582383333333,57.15332,57.15332,0.681960003888571
"CREG1","Creg1",45.387125,35.804642,42.299924,275,827,547,41.163897,36.65696,36.65696,1.11968403716073
"CREG2","Creg2",6.796928,6.830891,6.767741,288,1076,604,6.79852,18.71227,18.71227,0.395617551910561
"CRELD1","Creld1",18.437374,26.866831,26.667576,232,1036,571,23.9905936666667,56.26127,56.26127,0.436431005925413
"CRELD2","Creld2",9.306923,7.558387,6.632102,75,232,115,7.83247066666667,31.30467,31.30467,0.273411573827148
"CREM","Crem",9.292605,9.654818,10.431233,53,195,131,9.79288533333333,115.34391,115.34391,0.0927670845283895
"CRH","Crh",5.399954,3.266349,4.078149,43,93,66,4.24815066666667,3.17403,3.17403,1.25733419900352
"CRHBP","Crhbp",2.293877,1.887764,1.825863,25,77,42,2.00250133333333,14.89513,14.89513,0.188894418185528
"CRHR1","Crhr1",14.49063,15.571874,16.277757,232,941,555,15.4467536666667,5.80869,5.80869,2.41555331005915
"CRHR2","Crhr2",0.375788,0.295333,0.57983,3,20,16,0.416983666666667,0.70534,0.70534,0.830909769703793
"CRIM1","Crim1",13.027731,21.869471,23.889569,351,1522,858,19.5955903333333,17.77873,17.77873,1.09675096949226
"CRIP1","Crip1",11.242976,14.626628,17.175196,16,82,52,14.3482666666667,21.28469,21.28469,0.688735928867158
"CRIP2","Crip2",31.955602,26.068497,25.985884,108,444,261,28.0033276666667,211.3117,211.3117,0.136607297980595
"CRIP3","Crip3",1.101812,0.728202,1.121707,1,10,9,0.983907,18.48407,18.48407,0.101822001255385
"CRIPT","Cript",46.079298,43.305591,43.780809,238,847,505,44.388566,21.51288,21.51288,2.01611548589074
"CRISP2","Crisp2",0,0,0,0,0,0,0,0,0,1
"CRISPLD1","Crispld1",0.746921,0.891159,0.567805,9,70,31,0.735295,2.96658,2.96658,0.43747888609331
"CRISPLD2","Crispld2",1.129273,1.235254,0.977625,32,128,54,1.11405066666667,5.49751,5.49751,0.325363203237343
"CRK","Crk",41.766506,37.319177,41.568414,1014,3357,2093,40.2180323333333,28.85672,28.85672,1.38052781194094
"CRKL","Crkl",20.027815,18.908781,19.398229,563,2172,1300,19.4449416666667,42.61086,42.61086,0.468803909546078
"CRLF1","Crlf1",0.452169,1.011752,0.468283,4,18,7,0.644068,5.68421,5.68421,0.24596294850102
"CRLF2","Crlf2",3.41881,4.455749,5.453081,29,84,54,4.44254666666667,0,0,5.44254666666667
"CRLF3","Crlf3",7.650249,10.811044,10.6077,104,368,205,9.68966433333333,10.91203,10.91203,0.897383933161126
"CRLS1","Crls1",12.524023,10.415143,9.752555,112,386,216,10.8972403333333,19.66655,19.66655,0.575676169139664
"CRMP1","Crmp1",48.875465,54.759247,57.024425,647,2704,1683,53.5530456666667,38.48255,38.48255,1.3817001603662
"CRNKL1","Crnkl1",10.594342,6.619311,6.381541,123,456,275,7.86506466666667,13.38072,13.38072,0.616454855297
"CROCC","Crocc",3.43462,5.814192,5.549552,93,451,232,4.932788,75.5959,75.5959,0.077455686270414
"CROT","Crot",12.631776,10.01925,12.124263,237,696,457,11.591763,3.44372,3.44372,2.83360855319417
"CRP","Crp",0.19598,0.087133,0.046302,2,3,1,0.109805,0,0,1.109805
"CRTAC1","Crtac1",23.738948,30.440538,22.626847,190,882,450,25.602111,24.29276,24.29276,1.05176781814242
"CRTAM","Crtam",17.522491,13.382396,15.944504,319,936,628,15.6164636666667,0.70534,0.70534,9.74378344885282
"CRTAP","Crtap",1.831526,4.416755,4.433177,18,113,64,3.560486,73.79106,73.79106,0.060976351986454
"CRTC1","Crtc1",13.382589,26.631375,26.032274,549,2762,1666,22.0154126666667,28.67002,28.67002,0.775712745278455
"CRTC2","Crtc2",12.706027,15.226933,14.830011,113,530,305,14.2543236666667,129.90712,129.90712,0.116527837956153
"CRTC3","Crtc3",8.036502,6.793505,6.331309,121,518,342,7.053772,46.8429,46.8429,0.168337872495187
"CRX","Crx",0.060739,0.056177,0.024788,1,4,1,0.0472346666666667,1.3277,1.3277,0.44990104681302
"CRY1","Cry1",44.330035,54.869606,65.039138,198,653,544,54.7462596666667,23.11027,23.11027,2.31213751097216
"CRY2","Cry2",17.22187,20.325722,20.795178,459,2051,1188,19.44759,24.10605,24.10605,0.814448708578211
"CRYAB","Cryab",181.917094,172.042075,159.236621,633,2208,1156,171.065263333333,3728.80307,3728.80307,0.0461325330329929
"CRYBA1","Cryba1",0,0.065861,0.058237,0,2,1,0.041366,1.05801,1.05801,0.506006287627368
"CRYBA2","Cryba2",0.288694,0.811117,0.407505,1,11,3,0.502438666666667,0,0,1.50243866666667
"CRYBA4","Cryba4",0.277952,0.798948,0.647745,1,11,5,0.574881666666667,1.28621,1.28621,0.68886133236521
"CRYBB1","Crybb1",0.492308,1.251342,0.701809,2,20,6,0.815153,2.86285,2.86285,0.469899944341613
"CRYBB2","Crybb2",0,0,0,0,0,0,0,0.35267,0.35267,0.739278611930478
"CRYBB3","Crybb3",0,0.809317,0.509405,0,8,4,0.439574,0.56012,0.56012,0.922732866702561
"CRYBG3","Crybg3",10.286757,4.271928,4.341562,117,396,244,6.30008233333333,13.79563,13.79563,0.493394491031023
"CRYGA","Cryga",0,0.388603,0.171697,0,4,1,0.186766666666667,0,0,1.18676666666667
"CRYGB","Crygb",0,0,0,0,0,0,0,1.01652,1.01652,0.495903834328447
"CRYGC","Crygc",0,0,0,0,0,0,0,0,0,1
"CRYGD","Crygd",0,0,0,0,0,0,0,4.58471,4.58471,0.179060327214842
"CRYGN","Crygn",0.265276,0.347805,5.642476,1,5,3,2.08518566666667,0.47714,0.47714,2.08862102892527
"CRYGS","Crygs",0.444333,0.116237,0.513649,2,2,5,0.358073,5.20707,5.20707,0.218794535908247
"CRYL1","Cryl1",5.839773,5.653297,6.731619,30,143,96,6.07489633333333,115.55136,115.55136,0.060701962922898
"CRYM","Crym",0.603536,0.064217,0.258949,5,2,3,0.308900666666667,145.69429,145.69429,0.00892264222872388
"CRYZ","Cryz",7.959391,12.862543,15.497056,96,331,206,12.10633,6.1821,6.1821,1.82486041686972
"CRYZL1","Cryzl1",58.808409,60.904656,69.642149,291,1085,678,63.1184046666667,64.84983,64.84983,0.973706457050332
"CS","Cs",78.627691,81.325853,83.205174,1517,5970,3457,81.052906,50.97122,50.97122,1.57881431299862
"CSAD","Csad",32.488688,49.648808,66.320597,101,487,297,49.486031,61.32313,61.32313,0.81006892625579
"CSDC2","Csdc2",62.248891,67.662405,74.496745,1013,4207,2516,68.1360136666667,18.81599,18.81599,3.48890031064139
"CSDE1","Csde1",94.418584,89.911921,99.893154,1688,5906,3562,94.7412196666667,126.44265,126.44265,0.751249441742358
"CSE1L","Cse1l",42.364153,46.128978,52.720005,466,1888,1117,47.0710453333333,35.84789,35.84789,1.3045806783871
"CSF1","Csf1",9.935562,9.077316,6.081659,153,601,328,8.36484566666667,16.09836,16.09836,0.547704321740019
"CSF1R","Csf1r",14.844768,14.083216,13.924322,297,1067,586,14.284102,36.0346,36.0346,0.412697909522447
"CSF2","Csf2",0.252916,0,0.117422,1,0,1,0.123446,0,0,1.123446
"CSF2RA","Csf2ra",2.400413,12.095864,12.538105,34,175,115,9.01146066666667,0,0,10.0114606666667
"CSF2RB","Csf2rb",1.861169,0.862115,0.14045,5,13,6,0.954578,0.82981,0.82981,1.06818631442609
"CSF3","Csf3",0,0,0,0,0,0,0,1.0995,1.0995,0.476303881876637
"CSF3R","Csf3r",0.239044,1.219952,0.66883,5,53,21,0.709275333333333,27.36306,27.36306,0.0602641369913307
"CSGALNACT1","Csgalnact1",2.445573,4.579664,6.358126,65,283,167,4.461121,34.10529,34.10529,0.155564047469769
"CSGALNACT2","Csgalnact2",6.867391,5.355026,5.599159,139,386,241,5.94052533333333,8.29812,8.29812,0.746443940638896
"CSK","Csk",36.803742,40.917771,41.058107,187,843,432,39.5932066666667,29.52057,29.52057,1.33002780310678
"CSMD1","Csmd1",1.712489,1.830835,1.786161,96,537,291,1.776495,19.60432,19.60432,0.134753051787198
"CSMD3","Csmd3",2.033511,2.565308,2.904827,125,661,326,2.50121533333333,23.00655,23.00655,0.145844168917788
"CSN1S1","Csn1s1",0,0,0,0,0,0,0,3.40223,3.40223,0.227157599671076
"CSN1S2AP","Csn1s2a",0,0,0,0,0,0,0,0,0,1
"CSN2","Csn2",0,0,0.018496,0,0,1,0.00616533333333333,0.53938,0.53938,0.65361725716414
"CSN3","Csn3",0,0.050248,0.490442,0,1,5,0.18023,0.37342,0.37342,0.85933654672278
"CSNK1A1","Csnk1a1",114.522423,92.110512,90.991521,1700,5878,3488,99.208152,34.54094,34.54094,2.81951327117403
"CSNK1D","Csnk1d",55.380017,79.125366,66.043844,645,2674,1467,66.8497423333333,86.54942,86.54942,0.774987913493126
"CSNK1E","Csnk1e",46.152301,68.624435,64.024481,325,1485,807,59.6004056666667,192.03931,192.03931,0.313927798781847
"CSNK1G1","Csnk1g1",5.358259,6.910957,6.862133,149,663,481,6.37711633333333,1.80484,1.80484,2.63013802332159
"CSNK1G2","Csnk1g2",207.874393,243.219705,214.55621,495,1995,1099,221.883436,63.89555,63.89555,3.43449490758611
"CSNK1G3","Csnk1g3",19.357404,21.834151,27.04194,435,1288,780,22.7444983333333,7.21937,7.21937,2.8888465093229
"CSNK2A1","Csnk2a1",30.605487,40.313156,40.365563,774,2975,1710,37.0947353333333,22.30121,22.30121,1.63488228007616
"CSNK2A2","Csnk2a2",34.281441,31.212532,31.19428,255,963,504,32.2294176666667,17.0319,17.0319,1.84281288531251
"CSNK2B","Csnk2b",153.62114,167.338146,177.813254,297,1231,765,166.257513333333,114.16143,114.16143,1.45237440463646
"CSPG4","Cspg4",1.135359,2.182612,1.802127,62,361,175,1.70669933333333,10.47638,10.47638,0.235849573936497
"CSPG5","Cspg5",32.842278,35.913534,40.215809,481,2040,1229,36.3238736666667,66.82064,66.82064,0.550332076882003
"CSPP1","Cspp1",20.137395,23.445513,18.64055,104,480,203,20.7411526666667,7.0534,7.0534,2.69962409251579
"CSRNP1","Csrnp1",2.875088,3.318624,2.608888,27,164,77,2.9342,13.06954,13.06954,0.279625346670893
"CSRNP2","Csrnp2",3.186985,3.565265,4.739603,94,392,295,3.83061766666667,12.61315,12.61315,0.354849367462099
"CSRNP3","Csrnp3",6.221518,7.022866,6.452761,436,1832,945,6.565715,15.18557,15.18557,0.467435808562812
"CSRP1","Csrp1",142.415404,156.657849,158.943039,1615,6804,3894,152.672097333333,660.77954,660.77954,0.232210408519631
"CSRP2","Csrp2",19.697345,22.674321,7.089,18,96,33,16.4868886666667,20.12295,20.12295,0.827862048940449
"CSRP3","Csrp3",0,0,0,0,0,0,0,3.1118,3.1118,0.243202490393502
"CST11","Cst11",0,0,0,0,0,0,0,0,0,1
"CST12P","Cst12",0,0.124916,0,0,1,0,0.0416386666666667,0,0,1.04163866666667
"CST13P","Cst13",0,0,0,0,0,0,0,0,0,1
"CST3","Cst3",911.887407,883.85625,895.385374,1914,7627,4232,897.043010333333,1324.7331,1324.7331,0.677393519354185
"CST5","Cst10",0,0,0,0,0,0,0,0,0,1
"CST7","Cst7",0,0.099265,0.263077,0,2,3,0.120780666666667,1.88782,1.88782,0.388106137732499
"CST8","Cst8",0,0,0,0,0,0,0,0,0,1
"CST9L","Cst9",0,0,0,0,0,0,0,0,0,1
"CSTA","Stfa2",0,0,0,0,0,0,0,4.29428,4.29428,0.18888309647393
"CSTB","Cstb",35.555164,35.006662,37.510925,90,338,205,36.0242503333333,43.50291,43.50291,0.831951221466941
"CSTF1","Cstf1",6.061254,6.660887,5.881639,92,391,260,6.20126,4.35651,4.35651,1.34439401774663
"CSTF2","Cstf2",30.709699,39.779918,35.308156,595,2423,1297,35.2659243333333,5.3108,5.3108,5.74664453529399
"CSTF2T","Cstf2t",17.744707,17.913745,19.682645,507,1919,1195,18.4470323333333,12.67538,12.67538,1.42204694372905
"CSTF3","Cstf3",33.0419,33.6699,32.21754,191,726,412,32.9764466666667,29.79026,29.79026,1.10348034302623
"CSTL1","Cstl1",0,0.178507,0.155143,0,2,1,0.111216666666667,1.53515,1.53515,0.438323833566719
"CTBP1","Ctbp1",147.296787,168.574176,183.235523,970,3884,2258,166.368828666667,241.97327,241.97327,0.6888363837992
"CTBP2","Ctbp2",39.955283,46.912198,40.777978,246,1050,606,42.5484863333333,31.94777,31.94777,1.32174305979838
"CTBS","Ctbs",4.543314,3.347738,2.149864,38,170,77,3.346972,3.65117,3.65117,0.934597531373826
"CTC1","Ctc1",21.278671,25.584757,27.864293,155,693,456,24.9092403333333,20.37189,20.37189,1.21230458950207
"CTCF","Ctcf",30.792542,23.848773,35.829591,546,1695,1128,30.1569686666667,14.83289,14.83289,1.96786364755055
"CTCFL","Ctcfl",0,0.119559,0.091204,0,10,4,0.0702543333333333,0,0,1.07025433333333
"CTDNEP1","Ctdnep1",56.906031,70.910159,66.641111,202,913,486,64.8191003333333,99.63971,99.63971,0.654007253531765
"CTDP1","Ctdp1",6.005307,5.971386,5.389663,108,391,235,5.78878533333333,12.03228,12.03228,0.520920770067351
"CTDSP1","Ctdsp1",23.451705,17.660543,25.720276,191,791,467,22.277508,67.00734,67.00734,0.342279348082134
"CTDSP2","Ctdsp2",16.997826,22.030124,23.737412,527,2575,1565,20.9217873333333,51.24091,51.24091,0.419628741791315
"CTDSPL","Ctdspl",2.525664,3.371899,3.369643,75,359,192,3.08906866666667,6.03688,6.03688,0.581091146455058
"CTDSPL2","Ctdspl2",12.586386,9.881525,11.016772,209,660,450,11.161561,7.34384,7.34384,1.45754964141211
"CTF1","Ctf1",3.531447,4.188934,6.639721,5,24,20,4.78670066666667,3.23627,3.23627,1.36598957730897
"CTF2P","Ctf2",0.092386,0.22718,0.18833,1,9,4,0.169298666666667,0,0,1.16929866666667
"CTH","Cth",3.073755,1.493512,1.211326,16,61,28,1.92619766666667,2.73838,2.73838,0.782744843131695
"CTHRC1","Cthrc1",7.651365,11.941192,7.550752,47,183,95,9.04776966666667,2.34422,2.34422,3.00451814374254
"CTIF","Ctif",10.308525,13.951584,13.382326,435,2198,1203,12.5474783333333,125.28091,125.28091,0.107280493412134
"CTLA4","Ctla4",0,0,0,0,0,0,0,0.72609,0.72609,0.579344066647741
"CTNNA1","Ctnna1",29.110494,27.045661,33.012027,530,1867,1139,29.7227273333333,860.84728,860.84728,0.0356475306545416
"CTNNA2","Ctnna2",23.809724,22.662006,21.933924,532,2087,1207,22.8018846666667,234.46347,234.46347,0.101085253974498
"CTNNA3","Ctnna3",3.00858,2.311745,2.910364,65,190,152,2.743563,74.22671,74.22671,0.0497637474774585
"CTNNAL1","Ctnnal1",18.244392,12.327904,11.932597,134,614,332,14.1682976666667,6.92893,6.92893,1.91303210731671
"CTNNB1","Ctnnb1",332.543758,380.70292,397.633049,2298,9573,5754,370.293242333333,123.87023,123.87023,2.97343283770145
"CTNNBIP1","Ctnnbip1",11.050564,12.693067,11.238246,179,759,421,11.6606256666667,38.52404,38.52404,0.320327215200335
"CTNNBL1","Ctnnbl1",23.257505,24.867556,28.945187,134,489,267,25.6900826666667,35.72342,35.72342,0.726786412231395
"CTNND1","Ctnnd1",13.14629,18.357763,24.783929,361,1578,1010,18.7626606666667,27.96467,27.96467,0.682302289881662
"CTNND2","Ctnnd2",46.021807,36.910153,41.276155,800,2738,1712,41.402705,589.54015,589.54015,0.0718032550369352
"CTNS","Ctns",5.51547,5.631269,5.766591,75,292,177,5.63777666666667,13.06954,13.06954,0.471783488775516
"CTPS2","Ctps2",100.260146,128.119854,80.607302,181,948,493,102.995767333333,4.50173,4.50173,18.902375676984
