"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"SHROOM2","Shroom2",22.090014,28.871875,23.256053,1102,1379,2177,24.739314,5.43527,5.43527,3.99972557483991
"SHROOM3","Shroom3",1.655557,0.662722,0.820698,41,37,91,1.04632566666667,3.63043,3.63043,0.441929943151428
"SHROOM4","Shroom4",1.238956,1.030235,0.882503,116,120,200,1.05056466666667,38.85596,38.85596,0.0514493859053117
"SIAE","Siae",7.600445,7.364221,6.625897,324,283,510,7.19685433333333,18.44258,18.44258,0.421592933310977
"SIAH1","Siah1a",8.550866,7.402373,8.204584,217,181,392,8.05260766666667,41.67732,41.67732,0.212117529091955
"SIAH2","Siah2",5.35936,5.176364,4.507915,136,133,241,5.01454633333333,15.64196,15.64196,0.361408532007849
"SIDT1","Sidt1",14.585921,14.793877,13.908699,464,511,1021,14.429499,10.95352,10.95352,1.29079124810098
"SIDT2","Sidt2",139.036733,159.27137,113.354504,660,683,1290,137.220869,35.97236,35.97236,3.73849191666423
"SIGIRR","Sigirr",1.6961,1.484759,1.465985,21,13,24,1.548948,105.32393,105.32393,0.023973417837358
"SIGLEC1","Siglec1",0.137242,0.06388,0.138239,12,5,22,0.113120333333333,0.80907,0.80907,0.615299758070906
"SIGMAR1","Sigmar1",16.241509,18.271632,23.10113,266,277,507,19.204757,43.98005,43.98005,0.449193742559201
"SIK1","Sik1",7.619478,6.462665,8.812545,239,208,349,7.63156266666667,17.75798,17.75798,0.460154167275297
"SIK2","Sik2",8.900163,7.33313,8.884403,524,425,1001,8.37256533333333,11.7211,11.7211,0.736773182612615
"SIK3","Sik3",143.165592,138.018029,137.825124,1686,1620,2955,139.669581666667,91.44532,91.44532,1.52165173603885
"SIKE1","Sike1",14.779616,21.097902,20.303747,524,510,1092,18.7270883333333,14.72917,14.72917,1.25417223752641
"SIL1","Sil1",17.561346,8.553056,18.307764,153,141,275,14.8073886666667,227.51379,227.51379,0.0691747691317302
"SIM1","Sim1",0,0.02939,0.03014,0,3,6,0.0198433333333333,0.08298,0.08298,0.941700985552211
"SIM2","Sim2",0.022353,0.021213,0.031364,1,1,3,0.0249766666666667,2.61391,2.61391,0.283619865095331
"SIN3A","Sin3a",13.625338,16.958657,10.638618,446,472,784,13.740871,10.53862,10.53862,1.27752460866204
"SIN3B","Sin3b",27.959031,33.861073,32.201966,610,595,1345,31.34069,35.30851,35.30851,0.890719283165296
"SIPA1","Sipa1",30.492312,39.366754,33.460109,127,118,229,34.439725,49.53979,49.53979,0.70122422352764
"SIPA1L1","Sipa1l1",57.129598,57.667664,54.228533,5661,5329,9899,56.3419316666667,59.68425,59.68425,0.944922803967531
"SIPA1L2","Sipa1l2",6.61674,6.323552,5.687772,607,569,1001,6.20935466666667,9.66731,9.66731,0.675836238626858
"SIPA1L3","Sipa1l3",11.494047,9.348259,14.435122,499,519,1070,11.7591426666667,8.13216,8.13216,1.39716591328521
"SIRPA","Sirpa",115.874782,128.573644,107.219424,4367,4671,8001,117.222616666667,68.10684,68.10684,1.7107223636136
"SIRT1","Sirt1",6.057163,5.016201,4.910176,224,183,350,5.32784666666667,9.12794,9.12794,0.624791089468013
"SIRT2","Sirt2",74.367444,65.027622,60.555304,1076,1057,2109,66.6501233333333,354.84849,354.84849,0.190109344944342
"SIRT3","Sirt3",30.672357,30.372858,25.459625,425,473,798,28.8349466666667,21.28469,21.28469,1.33880914056541
"SIRT4","Sirt4",15.060256,10.657181,17.873482,105,80,237,14.5303063333333,3.27776,3.27776,3.63047630847297
"SIRT5","Sirt5",10.316715,11.255719,12.300263,225,212,471,11.290899,13.98234,13.98234,0.820359102783677
"SIRT6","Sirt6",3.890478,3.676157,4.051167,76,86,164,3.87260066666667,17.32233,17.32233,0.26593782923169
"SIRT7","Sirt7",12.392295,12.50448,11.975964,240,214,444,12.290913,25.93163,25.93163,0.493505703145335
"SIT1","Sit1",0,0,0.061448,0,0,1,0.0204826666666667,0,0,1.02048266666667
"SIVA1","Siva1",8.703724,7.920476,11.360134,32,44,77,9.32811133333333,87.62818,87.62818,0.116533040995915
"SIX1","Six1",0.246715,0.548034,0.126433,3,2,4,0.307060666666667,0.35267,0.35267,0.966281995362259
"SIX2","Six2",0.140016,0.341067,0.211287,3,8,10,0.23079,0.93354,0.93354,0.636547472511559
"SIX3","Six3",3.002189,3.835788,4.191606,98,128,277,3.67652766666667,0.18671,0.18671,3.94075019732426
"SIX4","Six4",0.274844,0.246883,0.266848,25,22,47,0.262858333333333,0.70534,0.70534,0.74053170237802
"SIX5","Six5",0.338256,0.42792,0.51997,12,16,39,0.428715333333333,3.67192,3.67192,0.30580903211813
"SIX6","Six6",0,0.018014,0.102464,0,1,1,0.0401593333333333,0,0,1.04015933333333
"SKA1","Ska1",0.057212,0,0.069846,2,0,3,0.0423526666666667,1.07876,1.07876,0.5014300191781
"SKA2","Ska2",5.729567,5.425571,5.672484,132,118,253,5.60920733333333,35.10106,35.10106,0.183075159935285
"SKA3","Ska3",1.444039,0.536191,0.977519,21,7,22,0.985916333333333,1.0995,1.0995,0.945899658648885
"SKAP1","Skap1",0.894359,1.382436,0.657136,14,25,23,0.977977,7.32309,7.32309,0.237649358591581
"SKAP2","Skap2",16.717725,15.04154,12.576193,137,138,272,14.778486,35.99311,35.99311,0.426524993437967
"SKI","Ski",23.267042,24.502546,24.387889,1524,1646,3299,24.0524923333333,131.79494,131.79494,0.188655473870716
"SKIDA1","Skida1",1.869594,1.335514,2.063464,94,78,140,1.75619066666667,3.15329,3.15329,0.663616233556209
"SKIL","Skil",14.897147,14.395372,12.513469,1409,1201,2128,13.9353293333333,6.84595,6.84595,1.90357182155549
"SKOR1","Skor1",0.04993,0.179986,0,2,8,0,0.0766386666666667,1.36919,1.36919,0.454433231048024
"SKOR2","Skor2",0,0,0,0,0,0,0,0,0,1
"SKP2","Skp2",1.195929,0.923867,1.381764,77,54,154,1.16718666666667,4.95813,4.95813,0.363736049174266
"SLA","Sla",2.95207,4.932307,3.132079,108,121,217,3.672152,4.27353,4.27353,0.885962912887572
"SLA2","Sla2",0.347042,0.230691,0.294675,14,8,22,0.290802666666667,1.24472,1.24472,0.575039500100978
"SLAIN1","Slain1",16.387657,20.773283,15.962822,434,471,797,17.7079206666667,204.85991,204.85991,0.0908769496045474
"SLAIN2","Slain2",4.841924,5.388581,6.075398,289,294,553,5.435301,13.85787,13.85787,0.433124061524297
"SLAMF1","Slamf1",0.114474,0.055928,0.082412,5,2,7,0.0842713333333333,0.26969,0.26969,0.853965403628707
"SLAMF6","Slamf6",0.012274,0.187693,0.252552,1,5,14,0.150839666666667,0.10373,0.10373,1.04268223810775
"SLAMF7","Slamf7",0.018098,0.03691,0.009474,1,2,1,0.021494,0.26969,0.26969,0.804522363726579
"SLAMF8","Slamf8",0,0,0,0,0,0,0,0.39416,0.39416,0.717277787341482
"SLAMF9","Slamf9",0.377212,0.514625,0.296197,6,8,9,0.396011333333333,1.47292,1.47292,0.56451940755598
"SLBP","Slbp",8.762408,15.891486,11.980834,160,243,385,12.211576,21.03574,21.03574,0.599552182046076
"SLC10A1","Slc10a1",0.495614,0.144643,0.055287,4,3,2,0.231848,0.12447,0.12447,1.09549209849974
"SLC10A2","Slc10a2",0.125636,0.041374,0.071674,7,2,7,0.0795613333333333,0.06224,0.06224,1.01630642164985
"SLC10A3","Slc10a3",1.250627,1.113064,0.898578,31,27,43,1.087423,7.15713,7.15713,0.255901646780179
"SLC10A4","Slc10a4",2.958395,2.697094,2.652061,58,57,117,2.76918333333333,0.8713,0.8713,2.01420581057732
"SLC10A5","Slc10a5",0.018342,0,0,1,0,0,0.006114,0,0,1.006114
"SLC10A6","Slc10a6",0,0,0.018737,0,0,1,0.00624566666666667,0.16596,0.16596,0.863019028668794
"SLC10A7","Slc10a7",1.880273,1.333467,1.488484,60,50,95,1.567408,7.53055,7.53055,0.300966291739689
"SLC11A1","Slc11a1",3.370776,3.250194,3.609692,24,24,54,3.41022066666667,15.0196,15.0196,0.275301547271259
"SLC11A2","Slc11a2",31.216309,19.673192,22.157246,431,474,825,24.3489156666667,29.20939,29.20939,0.839107167230675
"SLC12A1","Slc12a1",0,0.031406,0.086134,0,2,9,0.03918,0.80907,0.80907,0.574427744642275
"SLC12A2","Slc12a2",13.243973,12.138546,11.475045,1149,1036,1924,12.2858546666667,53.10799,53.10799,0.245543304540913
"SLC12A3","Slc12a3",0.120103,0.103388,0.096706,5,3,9,0.106732333333333,0,0,1.10673233333333
"SLC12A4","Slc12a4",4.663531,4.224972,4.577841,176,181,363,4.48878133333333,30.62007,30.62007,0.173585363135924
"SLC12A5","Slc12a5",98.353409,108.939576,109.80105,5619,6272,11400,105.698011666667,29.18865,29.18865,3.53437506038417
"SLC12A6","Slc12a6",22.617203,24.707269,24.788273,1612,1703,3245,24.0375816666667,26.38803,26.38803,0.91417972255276
"SLC12A7","Slc12a7",2.977249,1.102516,3.173898,49,68,126,2.41788766666667,11.07799,11.07799,0.282984806798703
"SLC12A8","Slc12a8",1.188994,0.4484,1.104005,21,15,33,0.913799666666667,2.199,2.199,0.598249348754819
"SLC12A9","Slc12a9",9.022001,9.632564,9.589477,238,215,474,9.41468066666667,30.57858,30.57858,0.329802057808384
"SLC13A1","Slc13a1",0.171756,0.351396,0.381362,6,11,24,0.301504666666667,0.06224,0.06224,1.22524539338254
"SLC13A2","Slc13a2",0,0,0,0,0,0,0,0.12447,0.12447,0.889307851699023
"SLC13A3","Slc13a3",5.881005,4.2058,7.028288,210,193,441,5.705031,17.69575,17.69575,0.358639316422181
"SLC13A5","Slc13a5",5.197074,6.432585,5.348832,110,99,255,5.659497,0.47714,0.47714,4.50837225990766
"SLC14A1","Slc14a1",1.784068,2.014329,1.680222,77,88,150,1.82620633333333,24.02307,24.02307,0.112944028583756
"SLC14A2","Slc14a2",0.626798,0.751271,0.313172,12,14,11,0.563747,1.63888,1.63888,0.592579806584612
"SLC15A1","Slc15a1",0.073544,0.073839,0.140262,3,3,6,0.0958816666666667,0,0,1.09588166666667
"SLC15A2","Slc15a2",12.08418,14.115097,10.603999,228,232,407,12.2677586666667,6.38955,6.38955,1.79547586343778
"SLC15A3","Slc15a3",0.418758,0.520572,0.533219,13,16,21,0.490849666666667,29.97697,29.97697,0.0481276789391172
"SLC15A4","Slc15a4",84.713041,69.726443,128.542149,172,152,299,94.327211,16.86594,16.86594,5.33569523909741
"SLC15A5","Slc15a5",0.107727,0,0.204588,2,0,7,0.104105,0.43565,0.43565,0.769062793856441
"SLC16A1","Slc16a1",5.481439,6.810825,5.050269,338,406,586,5.78084433333333,20.91127,20.91127,0.309468339048048
"SLC16A10","Slc16a10",0.646477,0.660894,0.719999,33,25,54,0.67579,0.8713,0.8713,0.895521829744028
"SLC16A11","Slc16a11",8.21347,8.467897,11.389654,100,109,248,9.357007,2.63465,2.63465,2.84951976118746
"SLC16A12","Slc16a12",1.212709,0.849847,1.263618,42,45,117,1.10872466666667,0,0,2.10872466666667
"SLC16A13","Slc16a13",2.719409,1.680138,1.579523,37,56,75,1.99302333333333,0.58087,0.58087,1.89327606528894
"SLC16A14","Slc16a14",2.686574,1.437245,2.93187,65,62,116,2.35189633333333,2.199,2.199,1.0477950401167
"SLC16A2","Slc16a2",7.452644,9.667378,9.278593,324,417,772,8.79953833333333,9.81253,9.81253,0.906313169381572
"SLC16A3","Slc16a3",0.844518,1.27883,0.729647,27,26,38,0.950998333333333,25.1848,25.1848,0.0745088117279236
"SLC16A4","Slc16a4",1.815844,2.056444,2.354274,48,55,119,2.07552066666667,3.15329,3.15329,0.740502268482737
"SLC16A5","Slc16a5",0.907691,0.696901,0.257202,10,10,14,0.620598,2.05379,2.05379,0.53068416623278
"SLC16A6","Slc16a6",5.132105,5.989463,6.978656,211,200,363,6.033408,2.03304,2.03304,2.31893018225938
"SLC16A7","Slc16a7",13.526757,10.558991,11.392644,640,683,1198,11.8261306666667,2.11602,2.11602,4.11619009719664
"SLC16A8","Slc16a8",0.309242,0.28443,0.237856,6,6,10,0.277176,19.52133,19.52133,0.0622365119609694
"SLC16A9","Slc16a9",0.713696,0.729742,0.833357,34,25,54,0.758931666666667,5.51825,5.51825,0.269847223820299
"SLC17A1","Slc17a1",0,0,0,0,0,0,0,0,0,1
"SLC17A2","Slc17a2",0,0.015818,0.01624,0,1,2,0.010686,0,0,1.010686
"SLC17A4","Slc17a4",0,0,0.140262,0,0,1,0.046754,0,0,1.046754
"SLC17A5","Slc17a5",5.484942,6.087905,7.349863,185,190,388,6.30757,6.01614,6.01614,1.04153708449375
"SLC17A6","Slc17a6",6.450452,6.491303,4.133426,299,301,397,5.691727,0.89205,0.89205,3.5367601279036
"SLC17A7","Slc17a7",232.318819,271.241708,246.556798,8748,10281,18308,250.039108333333,297.94411,297.94411,0.839752649193635
"SLC17A8","Slc17a8",1.023063,1.236123,1.152357,64,74,134,1.137181,1.12025,1.12025,1.00798537908266
"SLC17A9","Slc17a9",0.536508,0.101185,0.550346,8,3,13,0.396013,2.44795,2.44795,0.404882031351963
"SLC18A1","Slc18a1",0.64455,1.827198,0.036274,2,4,2,0.836007333333333,0,0,1.83600733333333
"SLC18A2","Slc18a2",1.554839,1.604139,1.529555,82,81,150,1.56284433333333,4.72993,4.72993,0.447273236031388
"SLC18A3","Slc18a3",0.685277,0.828747,0.746156,21,26,46,0.753393333333333,0,0,1.75339333333333
"SLC18B1","Slc18b1",55.251422,54.81507,43.960837,202,150,322,51.342443,10.87054,10.87054,4.40944076680589
"SLC19A1","Slc19a1",8.049603,6.520794,8.953345,108,134,255,7.84124733333333,47.63123,47.63123,0.181801844891304
"SLC19A2","Slc19a2",3.737167,4.816114,3.831261,160,183,291,4.12818066666667,2.55167,2.55167,1.44387870119315
"SLC19A3","Slc19a3",1.667456,0.887886,1.110438,45,29,71,1.22192666666667,5.97465,5.97465,0.318571780184908
"SLC1A1","Slc1a1",27.22492,28.881613,28.142785,1334,1401,2574,28.083106,9.21092,9.21092,2.84823561442064
"SLC1A2","Slc1a2",317.330811,278.131446,303.312223,39992,37968,73192,299.591493333333,29.27163,29.27163,9.92980864701813
"SLC1A3","Slc1a3",133.555367,152.530006,134.128673,7064,6873,13176,140.071348666667,102.95896,102.95896,1.3569907650737
"SLC1A4","Slc1a4",13.070473,13.331118,11.738994,690,702,1214,12.7135283333333,12.8206,12.8206,0.992252748312905
"SLC1A5","Slc1a5",1.294511,0.83295,2.94384,33,23,64,1.69043366666667,7.75875,7.75875,0.307170962370962
"SLC1A6","Slc1a6",2.906326,2.367989,2.756263,69,61,130,2.67685933333333,10.72532,10.72532,0.313582856018713
"SLC1A7","Slc1a7",0.024405,0,0,1,0,0,0.008135,0.93354,0.93354,0.521393402774186
"SLC20A1","Slc20a1",57.910006,52.040219,67.341129,1461,1411,2829,59.097118,13.21476,13.21476,4.22779688155129
"SLC20A2","Slc20a2",14.378337,16.682532,15.38173,479,571,896,15.4808663333333,66.50946,66.50946,0.244126768801488
"SLC22A1","Slc22a1",1.005966,1.721458,0.354044,3,5,2,1.027156,0.66385,0.66385,1.21835261592091
"SLC22A12","Slc22a12",0.172928,0.192567,0.148246,5,2,6,0.171247,0,0,1.171247
"SLC22A13","Slc22a13",0.138308,0.104291,0.117513,4,3,6,0.120037333333333,0,0,1.12003733333333
"SLC22A15","Slc22a15",1.250536,1.583642,1.994546,74,85,148,1.60957466666667,10.89129,10.89129,0.219452613355378
"SLC22A16","Slc22a16",0,0,0.017783,0,0,1,0.00592766666666667,0.8713,0.8713,0.537555531804984
"SLC22A17","Slc22a17",184.97521,210.868471,191.014807,3706,4455,8388,195.619496,299.02286,299.02286,0.655348382453257
"SLC22A18","Slc22a18",0.220426,0.267303,0.345125,2,5,9,0.277618,8.58856,8.58856,0.13324399075565
"SLC22A2","Slc22a2",0.225064,0.301621,0.423598,6,8,22,0.316761,0.10373,0.10373,1.19301006586756
"SLC22A23","Slc22a23",15.08567,13.774567,14.553564,942,998,1760,14.471267,67.38076,67.38076,0.226251755610789
"SLC22A25","Slc22a19",0.020086,0.041558,0.032024,1,2,3,0.0312226666666667,0,0,1.03122266666667
"SLC22A3","Slc22a3",0.777404,1.008188,0.981369,35,46,89,0.922320333333333,2.44795,2.44795,0.557525582834244
"SLC22A4","Slc22a4",3.922737,1.492702,2.184798,60,44,98,2.53341233333333,1.5559,1.5559,1.38245327803644
"SLC22A5","Slc22a5",3.616505,4.842556,4.319711,128,121,256,4.25959066666667,4.16981,4.16981,1.01736633776999
"SLC22A6","Slc22a6",1.132773,1.577675,1.969535,63,86,209,1.55999433333333,1.63888,1.63888,0.970106383516239
"SLC22A7","Slc22a7",0,0.039265,0.090893,0,1,3,0.043386,0.66385,0.66385,0.627091384439703
"SLC22A8","Slc22a8",4.51801,5.957024,5.548058,151,215,434,5.34103066666667,0.20745,0.20745,5.25158860960426
"SLC23A1","Slc23a1",0.096913,0.349605,0.082576,4,7,7,0.176364666666667,0.2282,0.2282,0.957795690169896
"SLC23A2","Slc23a2",41.298642,46.246766,55.568187,1918,2171,3651,47.7045316666667,20.7868,20.7868,2.23550643814909
"SLC23A3","Slc23a3",0.187825,0.250688,0.280583,5,2,7,0.239698666666667,1.05801,1.05801,0.602377377498976
"SLC24A3","Slc24a3",23.854102,27.681075,22.191928,1205,1382,2174,24.5757016666667,38.10913,38.10913,0.65395731550834
"SLC24A4","Slc24a4",8.942309,9.917146,11.374348,341,380,835,10.0779343333333,5.70496,5.70496,1.65219991369573
"SLC24A5","Slc24a5",6.325789,4.206298,4.714946,37,34,72,5.08234433333333,2.34422,2.34422,1.81876321932568
"SLC25A1","Slc25a1",19.082505,16.96408,19.255898,215,222,464,18.434161,119.55521,119.55521,0.161205484192678
"SLC25A10","Slc25a10",7.06889,5.846071,5.321991,102,124,214,6.078984,8.44334,8.44334,0.749627144633149
"SLC25A11","Slc25a11",38.754148,45.509407,39.411941,657,898,1502,41.2251653333333,128.18526,128.18526,0.326857455202965
"SLC25A12","Slc25a12",365.323447,490.172776,451.699564,1527,1755,2775,435.731929,19.52133,19.52133,21.2818530280445
"SLC25A13","Slc25a13",1.101876,1.526074,1.047074,37,30,67,1.225008,35.8064,35.8064,0.0604516605807686
"SLC25A14","Slc25a14",26.168342,28.841218,25.172948,421,459,833,26.7275026666667,11.80408,11.80408,2.1655208860509
"SLC25A15","Slc25a15",2.648229,3.092627,2.800238,126,146,257,2.84703133333333,5.14484,5.14484,0.626058828762561
"SLC25A16","Slc25a16",14.096005,12.868287,12.113492,418,514,832,13.025928,3.63043,3.63043,3.02907678120607
"SLC25A17","Slc25a17",14.458195,17.060037,15.302255,271,305,542,15.606829,15.66271,15.66271,0.996646343842028
"SLC25A18","Slc25a18",18.465119,20.41577,15.586745,457,496,737,18.155878,44.29123,44.29123,0.422948946186712
"SLC25A19","Slc25a19",26.999507,31.008863,29.096554,315,339,682,29.0349746666667,11.2647,11.2647,2.44889599147689
"SLC25A20","Slc25a20",5.020757,4.800063,3.911887,111,100,166,4.577569,9.62582,9.62582,0.524907160106232
"SLC25A21","Slc25a21",0.665188,0.207641,0.231998,7,3,12,0.368275666666667,0.08298,0.08298,1.26343576674238
"SLC25A22","Slc25a22",801.067148,774.282781,739.73922,1511,1638,3161,771.696383,104.47337,104.47337,7.32598553549583
"SLC25A23","Slc25a23",121.371567,123.434399,124.717993,3336,3669,7023,123.174653,183.59597,183.59597,0.672683444822766
"SLC25A24","Slc25a24",0.818327,0.825966,0.76959,36,38,69,0.804627666666667,2.11602,2.11602,0.57914508464858
"SLC25A25","Slc25a25",75.073188,70.615165,81.087494,635,612,1146,75.591949,14.27277,14.27277,5.01493501178896
"SLC25A26","Slc25a26",14.86824,9.432415,13.896653,124,141,249,12.732436,182.57945,182.57945,0.0748037756949375
"SLC25A28","Slc25a28",12.818099,13.24118,14.222966,244,272,551,13.427415,81.1349,81.1349,0.175655111286432
"SLC25A29","Slc25a29",3.220301,3.72501,4.514935,65,85,174,3.820082,147.54063,147.54063,0.0324495863522324
"SLC25A3","Slc25a3",221.506273,214.480392,202.875881,2708,2819,5194,212.954182,208.44885,208.44885,1.02151041650503
"SLC25A30","Slc25a30",3.221127,2.638969,3.829096,107,93,177,3.22973066666667,2.63465,2.63465,1.16372433842782
"SLC25A31","Slc25a31",0.036444,0.038122,0.019614,1,1,1,0.0313933333333333,0,0,1.03139333333333
"SLC25A32","Slc25a32",3.093314,3.461106,3.098642,227,214,380,3.21768733333333,8.81676,8.81676,0.429641483884024
"SLC25A33","Slc25a33",11.0086,11.846632,10.865321,259,277,499,11.2401843333333,13.65041,13.65041,0.835484080877828
"SLC25A34","Slc25a34",1.945458,1.579853,2.185506,69,56,151,1.90360566666667,1.63888,1.63888,1.10031743264819
"SLC25A35","Slc25a35",1.797868,2.347237,1.597343,53,76,110,1.91414933333333,7.86247,7.86247,0.328819091442153
"SLC25A36","Slc25a36",28.165577,29.975669,29.116146,905,740,1649,29.0857973333333,22.15599,22.15599,1.29926629495579
"SLC25A37","Slc25a37",5.709352,4.988453,6.235817,430,341,816,5.64454066666667,21.55437,21.55437,0.294601031492641
"SLC25A38","Slc25a38",8.025271,7.487768,6.311358,140,166,258,7.274799,12.34346,12.34346,0.620138929483058
"SLC25A39","Slc25a39",35.393155,36.313075,39.919413,399,427,813,37.2085476666667,94.1837,94.1837,0.401419020973829
"SLC25A4","Slc25a4",186.712538,203.545292,182.779943,4451,4898,8667,191.012591,78.4795,78.4795,2.41587567863411
"SLC25A40","Slc25a40",6.724859,4.373313,3.85905,152,122,249,4.98574066666667,9.937,9.937,0.547292737191795
"SLC25A41","Slc25a41",0,0,0.038179,0,0,1,0.0127263333333333,3.46447,3.46447,0.226841334656372
"SLC25A42","Slc25a42",7.918601,8.020837,8.373548,318,311,619,8.10432866666667,10.37265,10.37265,0.80054592963528
"SLC25A43","Slc25a43",0.4023,0.267089,0.327389,6,4,10,0.332259333333333,5.99539,5.99539,0.190448185638447
"SLC25A44","Slc25a44",20.764586,21.776314,20.10133,1010,1031,1859,20.8807433333333,28.44182,28.44182,0.743185826600846
"SLC25A45","Slc25a45",4.129312,1.131546,1.861029,49,37,58,2.37396233333333,14.93662,14.93662,0.211711287169634
"SLC25A46","Slc25a46",15.579415,16.419851,15.91248,928,953,1800,15.970582,16.88668,16.88668,0.948783228637176
"SLC25A47","Slc25a47",1.692958,2.03604,2.157923,24,22,46,1.962307,0.16596,0.16596,2.54065919928642
"SLC25A48","Slc25a48",0.06526,0.043974,0.04579,3,2,4,0.0516746666666667,40.53633,40.53633,0.025319393087128
"SLC25A5","Slc25a5",133.628151,150.269091,123.156999,1983,2171,3481,135.684747,147.41616,147.41616,0.920955959243252
"SLC25A51","Slc25a51",23.208026,25.237013,26.91497,961,1014,1932,25.120003,10.22744,10.22744,2.32644333881989
"SLC26A1","Slc26a1",0.287951,0.413773,0.520839,14,13,36,0.407521,1.26546,1.26546,0.62129589575627
"SLC26A10","Slc26a10",2.728569,3.112208,3.959388,62,59,130,3.26672166666667,5.89167,5.89167,0.619112880719284
"SLC26A11","Slc26a11",1.217621,2.4009,1.184632,36,40,65,1.601051,26.2843,26.2843,0.0953314177017552
"SLC26A2","Slc26a2",1.133391,1.922414,1.368474,113,164,258,1.47475966666667,1.12025,1.12025,1.16720182368431
"SLC26A3","Slc26a3",0.112298,0.021346,0.169936,3,1,7,0.101193333333333,0,0,1.10119333333333
"SLC26A4","Slc26a4",0.494893,0.503708,0.773502,15,18,45,0.590701,6.90819,6.90819,0.201146027093431
"SLC26A5","Slc26a5",0.214356,0.513563,0.73053,7,2,11,0.486149666666667,0.10373,0.10373,1.34647936240445
"SLC26A6","Slc26a6",5.107888,9.876654,9.258545,64,72,172,8.081029,8.31887,8.31887,0.974477484931113
