"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"DNAJC27","Dnajc27",24.012644,25.667763,23.601084,1543,1658,2963,24.4271636666667,4.49997,4.49997,4.62314588382603
"DNAJC28","Dnajc28",2.701668,4.964076,2.79507,130,148,248,3.486938,0.9931,0.9931,2.25123576338367
"DNAJC3","Dnajc3",10.317774,10.053041,10.11497,750,710,1392,10.1619283333333,4.09653,4.09653,2.19010352795595
"DNAJC30","Dnajc30",11.144777,15.063252,12.064428,220,306,485,12.7574856666667,9.89994,9.89994,1.26216159599655
"DNAJC4","Dnajc4",13.634327,12.731791,8.887507,67,63,107,11.7512083333333,97.85117,97.85117,0.128994005162846
"DNAJC5","Dnajc5",59.007087,65.887268,56.500395,4175,4384,7463,60.4649166666667,25.07572,25.07572,2.35717045077439
"DNAJC5B","Dnajc5b",0,0,0,0,0,0,0,11.11028,11.11028,0.0825744739180267
"DNAJC6","Dnajc6",57.552518,63.205545,53.24206,3727,3908,6485,58.000041,59.18242,59.18242,0.980353415499078
"DNAJC7","Dnajc7",187.869669,165.349963,180.567498,1607,1339,2880,177.929043333333,275.02603,275.02603,0.648232499425266
"DNAJC8","Dnajc8",64.158955,61.800944,63.837873,658,703,1263,63.265924,94.00292,94.00292,0.67646261820163
"DNAJC9","Dnajc9",13.995179,14.690095,16.3319,188,213,385,15.0057246666667,9.21719,9.21719,1.56654859767379
"DNAL1","Dnal1",25.069246,26.721465,25.445067,1532,1475,2906,25.7452593333333,13.87234,13.87234,1.79832220977555
"DNAL4","Dnal4",26.433029,32.187821,26.915718,282,357,574,28.5121893333333,10.83097,10.83097,2.4944860255189
"DNALI1","Dnali1",0.283217,0.434795,0.390809,8,12,21,0.369607,25.38606,25.38606,0.0519064612147475
"DNASE1","Dnase1",6.821211,8.31804,7.024247,78,70,134,7.38783266666667,10.5827,10.5827,0.724169033702562
"DNASE1L1","Dnase1l1",0.839541,1.315046,1.399105,9,6,28,1.184564,25.91365,25.91365,0.081169369446359
"DNASE1L2","Dnase1l2",1.9129,1.125017,2.470452,24,22,63,1.836123,6.36203,6.36203,0.385236544811689
"DNASE1L3","Dnase1l3",0.01488,0.030419,0.031237,1,2,4,0.025512,0.40345,0.40345,0.730707898393245
"DNASE2B","Dnase2b",0,0,0,0,0,0,0,4.96549,4.96549,0.167630823285262
"DND1","Dnd1",0.610988,0.380976,0.537263,14,9,20,0.509742333333333,6.331,6.331,0.205939480743873
"DNER","Dner",36.951374,48.657966,39.961142,1709,1813,3071,41.8568273333333,95.15118,95.15118,0.445723363284084
"DNLZ","Dnlz",7.208965,7.004275,6.842377,282,271,519,7.018539,26.31709,26.31709,0.293535621839662
"DNM1","Dnm1",296.380478,345.294376,287.050349,9573,11012,18891,309.575067666667,32.67912,32.67912,9.22159093428411
"DNM1L","Dnm1l",55.070597,57.302985,52.894148,2793,2923,5019,55.0892433333333,33.39291,33.39291,1.63083738285982
"DNM2","Dnm2",17.340758,18.392582,22.611709,475,456,959,19.4483496666667,311.21203,311.21203,0.0654950729049956
"DNM3","Dnm3",28.110193,27.011939,23.080576,2355,2580,4119,26.0675693333333,23.27573,23.27573,1.11500537093358
"DNMBP","Dnmbp",1.8621,1.749782,2.171269,138,131,276,1.927717,1.33448,1.33448,1.25411954696549
"DNMT1","Dnmt1",10.935124,9.637098,9.855148,572,550,1066,10.1424566666667,43.26182,43.26182,0.25173968595658
"DNMT3A","Dnmt3a",18.591315,18.064098,14.665571,1255,1111,2347,17.1069946666667,6.82755,6.82755,2.31323909354353
"DNMT3B","Dnmt3b",0.203637,0.111822,0.300549,11,6,17,0.205336,0.9931,0.9931,0.604754402689278
"DNMT3L","Dnmt3l",0.077238,0,0.040652,1,0,1,0.0392966666666667,0,0,1.03929666666667
"DNPEP","Dnpep",13.87328,17.906192,20.723825,247,292,523,17.501099,71.06856,71.06856,0.25671525835954
"DNTT","Dntt",0,0.118133,0,0,2,0,0.0393776666666667,0,0,1.03937766666667
"DNTTIP1","Dnttip1",8.536209,9.502529,10.365326,152,168,305,9.46802133333333,21.44471,21.44471,0.466391471902882
"DNTTIP2","Dnttip2",10.159804,13.906362,10.41718,234,233,427,11.4944486666667,22.56194,22.56194,0.53028098139061
"DOC2A","Doc2a",48.193431,63.283471,41.078811,368,415,730,50.8519043333333,21.97229,21.97229,2.25714999825152
"DOC2B","Doc2b",8.251999,8.768635,7.41187,471,502,838,8.144168,12.35165,12.35165,0.68487175742324
"DOC2GP","Doc2g",2.815103,1.975392,2.595303,50,33,67,2.46193266666667,2.35861,2.35861,1.03076352022613
"DOCK1","Dock1",4.118946,4.198928,5.813887,382,380,716,4.710587,88.01329,88.01329,0.0641543189786604
"DOCK10","Dock10",9.400903,9.054838,8.896194,745,652,1311,9.11731166666667,90.30983,90.30983,0.110801998718721
"DOCK11","Dock11",3.570076,1.836639,3.171842,200,120,289,2.859519,1.86206,1.86206,1.34851086280511
"DOCK2","Dock2",0.631337,1.171013,0.694985,58,65,101,0.832445,14.02751,14.02751,0.121939363207877
"DOCK3","Dock3",111.857962,132.097912,123.191905,3880,4648,7912,122.382593,9.09305,9.09305,12.2245102322886
"DOCK4","Dock4",14.01294,14.874936,14.628343,1566,1564,2952,14.5054063333333,9.65167,9.65167,1.45567843665203
"DOCK5","Dock5",1.391596,1.040207,1.326838,202,148,323,1.25288033333333,19.48954,19.48954,0.109952704322954
"DOCK6","Dock6",4.43321,3.868221,5.892811,161,150,383,4.731414,19.95506,19.95506,0.273509787134945
"DOCK7","Dock7",21.863072,21.40352,28.196902,494,528,1019,23.8211646666667,8.19306,8.19306,2.69998941230305
"DOCK8","Dock8",1.044656,1.592783,1.9966,48,75,145,1.54467966666667,18.093,18.093,0.133278147314024
"DOCK9","Dock9",22.158547,26.123138,21.13628,1659,1495,2848,23.1393216666667,56.42037,56.42037,0.420396484151298
"DOHH","Dohh",35.231266,31.957213,32.859256,269,324,696,33.349245,144.06125,144.06125,0.236791320907548
"DOK1","Dok1",2.039557,1.383924,1.062588,12,12,24,1.49535633333333,9.15512,9.15512,0.245723963215928
"DOK2","Dok2",1.352668,9.195039,1.379192,10,11,14,3.975633,5.3379,5.3379,0.785060193439467
"DOK3","Dok3",2.394394,1.553493,2.561089,57,39,138,2.16965866666667,10.27236,10.27236,0.281188559154132
"DOK4","Dok4",7.187952,7.981078,5.787496,158,154,262,6.98550866666667,6.36203,6.36203,1.08468841700817
"DOK5","Dok5",8.149843,8.177289,7.37332,182,181,318,7.90015066666667,14.12061,14.12061,0.588610556496508
"DOK6","Dok6",12.15206,12.777813,11.082495,1740,1491,2918,12.0041226666667,13.12751,13.12751,0.920482283620161
"DOK7","Dok7",3.341405,6.147043,6.121413,118,150,314,5.203287,1.05517,1.05517,3.01838144776345
"DOLK","Dolk",5.317243,6.098223,5.338424,145,166,284,5.58463,4.3448,4.3448,1.23196939080976
"DOLPP1","Dolpp1",8.545072,10.496151,10.104357,119,110,261,9.71519333333333,17.93783,17.93783,0.565808930238223
"DONSON","Donson",27.864162,24.892292,27.80719,135,136,320,26.854548,9.06202,9.06202,2.76828589090461
"DPAGT1","Dpagt1",5.688036,5.022513,4.820806,114,106,207,5.17711833333333,12.662,12.662,0.452138657102425
"DPCD","Dpcd",33.604456,37.13986,33.471013,259,283,493,34.738443,14.61716,14.61716,2.28840858389105
"DPEP1","Dpep1",0,0,0,0,0,0,0,0.62069,0.62069,0.61702114531465
"DPEP2","Dpep2",0,0,0.056985,0,0,3,0.018995,13.06544,13.06544,0.0724467204723066
"DPEP3","Dpep3",0,0,0,0,0,0,0,0.77586,0.77586,0.563107452164022
"DPF1","Dpf1",74.291455,58.089289,53.726493,490,455,917,62.0357456666667,7.94478,7.94478,7.04721029099281
"DPF2","Dpf2",45.570186,40.665339,41.821724,408,420,906,42.6857496666667,36.93082,36.93082,1.15172173094773
"DPF3","Dpf3",2.161061,2.565131,2.244675,33,35,66,2.32362233333333,10.52063,10.52063,0.28849310613511
"DPH1","Dph1",13.527017,12.280564,9.613327,125,131,181,11.8069693333333,25.19986,25.19986,0.488818235415507
"DPH2","Dph2",3.781837,2.974812,4.086619,90,93,181,3.61442266666667,11.51373,11.51373,0.36874877967374
"DPH3","Dph3",16.742489,13.328043,15.113588,298,312,511,15.0613733333333,12.35165,12.35165,1.20295044682368
"DPH5","Dph5",3.961255,5.831991,4.42186,81,89,171,4.73836866666667,25.54123,25.54123,0.21620583019953
"DPM1","Dpm1",63.717735,56.315684,46.651182,434,346,603,55.5615336666667,26.44123,26.44123,2.06118798853647
"DPM2","Dpm2",24.947978,30.498929,27.23605,238,279,492,27.5609856666667,38.57564,38.57564,0.721680954917385
"DPM3","Dpm3",19.695566,15.520694,18.518003,58,46,94,17.911421,71.00649,71.00649,0.262634951377299
"DPP10","Dpp10",30.402136,36.071476,31.353726,1877,2107,3455,32.6091126666667,48.04111,48.04111,0.685325284575872
"DPP3","Dpp3",15.933599,13.395273,14.624268,329,339,570,14.6510466666667,15.29991,15.29991,0.960192213740239
"DPP4","Dpp4",1.602509,1.832845,8.675666,56,47,105,4.03700666666667,2.57585,2.57585,1.40861799758566
"DPP6","Dpp6",40.687351,45.10958,38.164115,2462,2632,4305,41.3203486666667,29.6688,29.6688,1.37991537545214
"DPP7","Dpp7",10.641394,12.200887,13.173217,157,140,316,12.005166,313.10512,313.10512,0.0414038650500189
"DPP8","Dpp8",71.867737,83.340839,72.080599,2777,2781,4983,75.7630583333333,9.96201,9.96201,7.00264443595046
"DPP9","Dpp9",15.719981,14.959855,13.914272,741,692,1286,14.8647026666667,18.46541,18.46541,0.815020216202313
"DPPA2","Dppa2",0.063662,0,0.128516,2,0,8,0.0640593333333333,0,0,1.06405933333333
"DPPA3","Dppa3",0,0,0,0,0,0,0,0,0,1
"DPPA4","Dppa4",0,0,0,0,0,0,0,1.30344,1.30344,0.434133296287292
"DPPA5","Dppa5a",0,0,0,0,0,0,0,0,0,1
"DPT","Dpt",0,0,0.047733,0,0,2,0.015911,3.0724,3.0724,0.249462479127787
"DPY19L1","Dpy19l1",24.452745,26.711305,22.831429,1215,1217,2096,24.6651596666667,38.01703,38.01703,0.657793780476542
"DPY19L2","Dpy19l2",0.042444,0.130963,0.078491,2,6,7,0.083966,3.04136,3.04136,0.268218124591722
"DPY19L3","Dpy19l3",27.490316,37.548657,34.742599,702,698,1300,33.260524,6.08272,6.08272,4.83719870332302
"DPY19L4","Dpy19l4",7.390244,4.558596,7.392678,481,413,828,6.44717266666667,9.55857,9.55857,0.705320196453371
"DPY30","Dpy30",16.698272,23.526731,19.393283,108,125,212,19.872762,91.58224,91.58224,0.225451036829526
"DPYD","Dpyd",1.975558,1.096068,0.693281,39,52,75,1.254969,36.24807,36.24807,0.0605392171997099
"DPYS","Dpys",0.060523,0.036709,0.063141,2,1,4,0.0534576666666667,0.83793,0.83793,0.573176163763945
"DPYSL2","Dpysl2",26.093295,25.366862,24.157573,1668,1585,2937,25.20591,174.50591,174.50591,0.149316396239876
"DPYSL3","Dpysl3",8.027888,13.025456,9.630643,498,533,940,10.2279956666667,92.01672,92.01672,0.120709434461532
"DPYSL4","Dpysl4",12.646188,13.77441,13.50235,349,394,788,13.3076493333333,26.22399,26.22399,0.525552989599737
"DPYSL5","Dpysl5",8.124159,8.419519,9.035556,341,354,638,8.52641133333333,169.13697,169.13697,0.0559926001581745
"DQX1","Dqx1",0.294118,0.202147,0.218531,13,6,19,0.238265333333333,0.49655,0.49655,0.827413272749546
"DR1","Dr1",11.817912,11.253542,9.004715,464,425,653,10.6920563333333,20.42057,20.42057,0.545833109638695
"DRAM1","Dram1",0.547198,1.113891,0.914353,13,10,26,0.858480666666667,18.58955,18.58955,0.0948710239217678
"DRAM2","Dram2",13.755645,16.38484,10.670601,238,218,379,13.6036953333333,46.61353,46.61353,0.30671314085163
"DRAP1","Drap1",82.538734,100.318281,99.039462,600,712,1354,93.9654923333333,190.79892,190.79892,0.495130485267244
"DRAXIN","Draxin",0.233063,0.193764,0.106283,17,14,15,0.177703333333333,0.74482,0.74482,0.674971248228088
"DRD1","Drd1",34.002898,41.479506,33.71698,813,995,1631,36.3997946666667,0.15517,0.15517,32.376009303104
"DRD2","Drd2",15.597788,18.996456,17.856086,537,640,1171,17.4834433333333,1.70689,1.70689,6.82829495595807
"DRD3","Drd3",0.439439,0.620158,0.667177,9,11,23,0.575591333333333,0,0,1.57559133333333
"DRD4","Drd4",0.028574,0.136516,0.055168,1,2,4,0.0734193333333333,4.09653,4.09653,0.210617681703695
"DRD5","Drd5",0.632571,0.699483,0.774083,26,29,63,0.702045666666667,0.18621,0.18621,1.43486032546233
"DRG1","Drg1",92.719707,111.126624,98.027751,578,679,1188,100.624694,49.9342,49.9342,1.99521527775051
"DRG2","Drg2",24.704018,24.917077,21.419847,388,436,722,23.680314,24.23779,24.23779,0.977911061150758
"DROSHA","Drosha",23.86397,21.815445,20.939318,1203,1202,2189,22.2062443333333,38.20323,38.20323,0.591947253665918
"DRP2","Drp2",9.705125,11.246805,11.186536,900,1037,1987,10.712822,4.18963,4.18963,2.25696668163241
"DSC1","Dsc1",0.019175,0.026303,0.030231,1,1,3,0.0252363333333333,0.12414,0.12414,0.912018372563323
"DSC2","Dsc2",0.207455,0.185565,0.138996,10,7,13,0.177338666666667,2.11033,2.11033,0.378525322607783
"DSC3","Dsc3",0.092818,0.054296,0.006979,7,4,1,0.0513643333333333,0.68275,0.68275,0.624789382459268
"DSCAM","Dscam",9.940441,10.979277,8.033646,787,807,1252,9.65112133333333,2.48274,2.48274,3.05825911016422
"DSCAML1","Dscaml1",9.592389,8.67637,11.396691,561,518,1038,9.88848333333333,22.87228,22.87228,0.456114092718975
"DSE","Dse",1.520135,3.203577,1.695048,62,61,116,2.13958666666667,5.89652,5.89652,0.455242160780606
"DSEL","Dsel",4.71905,5.283182,4.651425,315,300,559,4.88455233333333,4.12756,4.12756,1.1476320771153
"DSG1","Dsg1c",0.330754,0.327961,0.523777,19,18,57,0.394164,0.43448,0.43448,0.97189504210585
"DSG2","Dsg2",0.650145,0.542855,0.466042,45,34,59,0.553014,0.31034,0.31034,1.18519926126044
"DSG3","Dsg3",0.011218,0.02126,0,1,1,0,0.010826,0.62069,0.62069,0.623701016233826
"DSG4","Dsg4",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"DSN1","Dsn1",2.085431,1.584466,2.41734,28,34,83,2.029079,6.05169,6.05169,0.429553624733929
"DSP","Dsp",0.036242,0.00919,0.015094,4,1,4,0.0201753333333333,3.04136,3.04136,0.252433669193869
"DSPP","Dspp",0.016014,0.032745,0.050445,1,2,6,0.033068,0,0,1.033068
"DST","Dst",55.847057,53.814287,42.493571,6226,5954,11647,50.718305,282.90874,282.90874,0.182165244366905
"DSTN","Dstn",62.413719,66.364527,58.869441,1530,1609,2787,62.549229,213.70224,213.70224,0.295987731660368
"DSTYK","Dstyk",12.517073,10.1023,12.52107,873,775,1584,11.713481,9.09305,9.09305,1.25962726826876
"DTD1","Dtd1",29.562045,30.289017,26.646055,355,372,658,28.8323723333333,152.09914,152.09914,0.194856563749041
"DTL","Dtl",1.668377,1.580249,1.325483,99,91,148,1.524703,0.15517,0.15517,2.18556835790403
"DTNA","Dtna",42.665089,48.400582,47.50577,1933,1859,3552,46.1904803333333,600.20349,600.20349,0.0784933572713181
"DTNB","Dtnb",49.027704,51.470103,59.693788,457,546,1058,53.3971983333333,651.56527,651.56527,0.083359015310964
"DTNBP1","Dtnbp1",34.267849,34.947637,33.061817,393,407,747,34.0924343333333,75.69267,75.69267,0.457572207791609
"DTWD1","Dtwd1",3.218482,3.148066,3.299976,50,47,97,3.22217466666667,7.54134,7.54134,0.494322280422822
"DTWD2","Dtwd2",1.547119,1.553157,1.159605,30,33,65,1.41996033333333,4.87239,4.87239,0.412091215558458
"DTX1","Dtx1",28.105474,31.155761,23.742134,537,656,1161,27.6677896666667,6.85858,6.85858,3.64796053061325
"DTX2","Dtx2",1.564827,4.25501,1.670403,59,67,114,2.49674666666667,11.762,11.762,0.2739967612182
"DTX3","Dtx3",179.540353,140.633707,172.043572,1475,1421,2812,164.072544,65.04791,65.04791,2.499284897887
"DTX3L","Dtx3l",0.874803,1.028651,1.0072,63,61,137,0.970218,4.81032,4.81032,0.339089413319748
"DTX4","Dtx4",6.341584,6.1699,6.194959,456,440,866,6.235481,68.30651,68.30651,0.10439828812618
"DTYMK","Dtymk",14.929927,13.517088,14.278686,154,141,281,14.2419003333333,29.6688,29.6688,0.496983916336255
"DUOXA1","Duoxa1",0,0.054392,0.070769,0,1,1,0.0417203333333333,1.33448,1.33448,0.446232280136619
"DUOXA2","Duoxa2",0,0.050921,0,0,1,0,0.0169736666666667,0,0,1.01697366666667
"DUS1L","Dus1l",10.737269,11.37271,12.425513,226,170,404,11.5118306666667,67.43755,67.43755,0.182821136447267
"DUS3L","Dus3l",14.725333,13.241791,13.770277,419,395,797,13.912467,39.72391,39.72391,0.36618455840807
"DUS4L","Dus4l",3.714255,2.957018,3.730479,55,44,76,3.46725066666667,5.92755,5.92755,0.644852894120817
"DUSP1","Dusp1",11.591434,12.759138,10.231531,238,262,409,11.5273676666667,192.62994,192.62994,0.0646974722332025
"DUSP10","Dusp10",2.117785,1.268772,1.261789,58,47,91,1.54944866666667,5.98962,5.98962,0.364747821293098
"DUSP11","Dusp11",30.516498,23.871506,31.184407,887,671,1718,28.524137,8.68961,8.68961,3.04698919770765
"DUSP12","Dusp12",31.250756,23.55122,24.676571,122,129,236,26.492849,11.07925,11.07925,2.2760394064201
"DUSP13","Dusp13",0.599138,0.386546,0.274002,4,3,6,0.419895333333333,2.57585,2.57585,0.397079109395901
"DUSP14","Dusp14",39.151795,35.392286,34.704306,652,555,1079,36.416129,12.81717,12.81717,2.70794446330182
"DUSP15","Dusp15",6.088715,3.619681,6.057584,147,101,287,5.25532666666667,27.43433,27.43433,0.219992054205837
"DUSP18","Dusp18",5.138114,4.873329,5.083085,317,312,634,5.03150933333333,6.39307,6.39307,0.81583284526365
"DUSP19","Dusp19",8.0919,9.816926,10.74969,164,166,292,9.55283866666667,1.42758,1.42758,4.34706113358434
"DUSP2","Dusp2",0.237902,0.34355,0.283478,4,6,10,0.28831,5.86548,5.86548,0.18765039006741
"DUSP21","Dusp21",0,0,0,0,0,0,0,0,0,1
"DUSP22","Dusp22",6.221405,12.598333,7.87397,233,286,480,8.89790266666667,65.63756,65.63756,0.148533389677933
"DUSP23","Dusp23",1.480585,1.896509,1.679523,25,32,55,1.685539,57.07209,57.07209,0.0462449173088139
"DUSP26","Dusp26",34.743194,50.0883,42.786203,557,644,1135,42.5392323333333,62.93757,62.93757,0.680964765056497
"DUSP28","Dusp28",8.061875,10.277203,9.555886,112,151,283,9.29832133333333,11.63787,11.63787,0.814877929060303
"DUSP3","Dusp3",65.727515,61.416049,65.923794,2489,2287,4208,64.355786,55.39624,55.39624,1.15886778976754
"DUSP4","Dusp4",3.317174,2.31899,2.541538,115,83,180,2.72590066666667,0.74482,0.74482,2.13540689966109
"DUSP6","Dusp6",27.695725,23.043691,21.353734,708,584,1080,24.03105,13.77923,13.77923,1.69366401361911
"DUSP7","Dusp7",23.485671,53.14207,62.748859,645,627,1222,46.4588666666667,15.54819,15.54819,2.86791888820872
"DUSP8","Dusp8",26.207128,29.274899,25.588039,1410,1596,2901,27.0233553333333,19.61368,19.61368,1.35945427179103
"DVL1","Dvl1",25.305882,23.461096,24.182329,786,744,1575,24.3164356666667,54.46521,54.46521,0.45643811078452
"DVL2","Dvl2",6.065963,5.113983,7.618402,148,137,346,6.266116,24.82745,24.82745,0.281333077791265
"DVL3","Dvl3",8.617233,10.046423,10.247436,432,479,961,9.63703066666667,32.21361,32.21361,0.320261202159797
"DYDC1","Dydc1",0,0,0.122588,0,0,2,0.0408626666666667,0.43448,0.43448,0.725602773595078
"DYM","Dym",14.24368,16.20807,13.969701,450,511,847,14.8071503333333,62.47206,62.47206,0.249041079387266
"DYNC1H1","Dync1h1",160.155746,164.103686,147.138193,7603,7927,14605,157.132541666667,242.19173,242.19173,0.65023815434294
"DYNC1I1","Dync1i1",30.046432,36.137111,29.501069,1001,1198,1948,31.8948706666667,87.36157,87.36157,0.372275760454083
"DYNC1I2","Dync1i2",55.14094,56.347655,58.109654,1500,1490,2935,56.5327496666667,157.406,157.406,0.363198045949438
"DYNC1LI1","Dync1li1",23.827804,25.950481,23.029834,815,880,1526,24.269373,14.9275,14.9275,1.58652475278606
"DYNC1LI2","Dync1li2",548.207195,502.262169,480.595918,3223,2839,5674,510.355094,392.95639,392.95639,1.29799923793596
"DYNC2H1","Dync2h1",3.532071,4.439301,3.051794,616,567,1039,3.67438866666667,12.44476,12.44476,0.347673641378996
"DYNC2LI1","Dync2li1",9.157058,10.941445,9.977688,142,172,292,10.025397,21.53781,21.53781,0.489195578452387
"DYNLL1","Dynll1",310.680796,320.941751,302.346749,1702,1700,3152,311.323098666667,583.3829,583.3829,0.534449414359432
"DYNLL2","Dynll2",269.644502,296.274064,270.987819,7497,7235,12916,278.968795,176.02659,176.02659,1.5815070210639
"DYNLRB1","Dynlrb1",103.8722,115.101458,106.318709,590,688,1249,108.430789,254.60545,254.60545,0.428123848689455
"DYNLRB2","Dynlrb2",1.982089,2.587662,1.445315,8,10,11,2.005022,15.26888,15.26888,0.184709826367888
"DYNLT3","Dynlt3",107.108478,96.660352,83.454667,1324,1462,2468,95.7411656666667,17.0068,17.0068,5.37247960029915
"DYRK1A","Dyrk1a",12.242052,13.842107,14.587443,876,917,1756,13.5572006666667,45.46526,45.46526,0.313292138399025
"DYRK1B","Dyrk1b",6.15943,7.24312,5.906066,171,212,353,6.43620533333333,13.28268,13.28268,0.520644958322481
"DYRK2","Dyrk2",8.813214,9.347921,12.658391,716,592,1207,10.2731753333333,4.31377,4.31377,2.1215023106633
"DYRK3","Dyrk3",1.88868,3.345047,3.567501,81,78,159,2.93374266666667,1.89309,1.89309,1.35970283215063
"DYRK4","Dyrk4",0.035894,0.118974,0.18297,1,2,5,0.112612666666667,57.16519,57.16519,0.0191284970730202
"DYSF","Dysf",1.840709,1.983035,0.877549,55,41,94,1.56709766666667,8.81374,8.81374,0.261581992865785
"DYTN","Dytn",0.030697,0.086568,0.03167,1,4,4,0.049645,0,0,1.049645
"DZANK1","Dzank1",118.218744,108.481473,74.983175,3260,3558,6313,100.561130666667,2.91722,2.91722,25.9268385913139
"DZIP1","Dzip1",22.716017,16.997157,25.695744,767,634,1543,21.8029726666667,12.19648,12.19648,1.72795871828447
"DZIP1L","Dzip1l",7.516328,5.020945,6.780854,247,203,511,6.43937566666667,3.87929,3.87929,1.52468405580867
"DZIP3","Dzip3",31.993056,22.252653,26.8448,1360,1085,2129,27.0301696666667,5.431,5.431,4.35860203182501
"E2F1","E2f1",3.070158,3.543464,3.596334,105,123,244,3.40331866666667,5.77238,5.77238,0.650187772491601
"E2F2","E2f2",0.376884,0.111055,0.302626,6,7,14,0.263521666666667,0.24827,0.24827,1.01221824338217
"E2F3","E2f3",6.309979,6.024664,5.470587,401,380,674,5.93507666666667,2.35861,2.35861,2.06486512773637
"E2F4","E2f4",11.62452,8.429866,11.651701,247,174,431,10.5686956666667,37.36531,37.36531,0.301540523631027
"E2F5","E2f5",3.91835,4.788696,3.901924,82,100,161,4.20299,3.35171,3.35171,1.19561965296401
"E2F6","E2f6",13.234896,9.986045,12.548153,370,305,659,11.9230313333333,8.16202,8.16202,1.41050023175384
"E2F7","E2f7",0.531071,0.282215,0.276906,5,8,17,0.363397333333333,0,0,1.36339733333333
"E2F8","E2f8",0.082385,0.127394,0.306155,4,6,11,0.171978,0,0,1.171978
"E4F1","E4f1",9.962847,7.846523,11.182498,190,149,371,9.663956,26.87571,26.87571,0.382553699977507
"EAF1","Eaf1",4.588465,5.233299,4.788283,234,266,433,4.87001566666667,8.5034,8.5034,0.617675323217656
"EAF2","Eaf2",1.392183,0.415197,0.560841,22,10,17,0.789407,4.59308,4.59308,0.319932309210668
