"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"SPARC","Sparc",77.165817,74.975932,61.786168,2170,2065,3301,71.3093056666667,519.45357,519.45357,0.138935170848509
"SPARCL1","Sparcl1",479.093507,495.16306,469.174297,16800,17008,31062,481.143621333333,1439.49402,1439.49402,0.334707131469614
"SPAST","Spast",14.243047,13.754552,10.952865,673,633,1174,12.983488,5.71815,5.71815,2.08144920848746
"SPATA1","Spata1",4.292863,3.751107,2.90064,38,27,50,3.64820333333333,2.97293,2.97293,1.16996859580545
"SPATA13","Spata13",4.22733,5.351444,6.381837,239,261,527,5.32020366666667,11.86643,11.86643,0.491216574190872
"SPATA16","Spata16",0,0,0.019801,0,0,1,0.00660033333333333,0,0,1.00660033333333
"SPATA17","Spata17",0.206596,0.39261,0.348713,4,5,8,0.315973,1.42954,1.42954,0.541655210451361
"SPATA18","Spata18",0.234433,0.345299,0.203958,6,8,8,0.26123,0.58194,0.58194,0.797267911551639
"SPATA19","Spata19",0.537927,0.133749,0.204994,3,1,3,0.292223333333333,0.24036,0.24036,1.04181312952154
"SPATA2","Spata2",12.143957,15.74592,13.348023,633,679,1191,13.7459666666667,4.69344,4.69344,2.58999245915767
"SPATA20","Spata20",0,0,0,0,0,0,0,15.76287,15.76287,0.0596556556246037
"SPATA21","Spata21",0.207284,0.120055,0.335816,7,4,5,0.221051666666667,7.71697,7.71697,0.140077534586751
"SPATA22","Spata22",0.065407,0,0.034381,1,0,1,0.0332626666666667,1.89762,1.89762,0.356590121087881
"SPATA24","Spata24",5.263651,3.548208,6.034182,26,21,63,4.94868033333333,15.68696,15.68696,0.356486761718931
"SPATA25","Spata25",0.134497,0,0.064465,1,0,1,0.0663206666666667,0,0,1.06632066666667
"SPATA2L","Spata2l",12.166092,13.399278,13.432761,407,444,866,12.999377,0,0,13.999377
"SPATA3","Spata3",0.19185,0.376302,0.252355,1,4,4,0.273502333333333,0,0,1.27350233333333
"SPATA4","Spata4",0.741619,0.084339,0.260083,9,1,6,0.362013666666667,0.36687,0.36687,0.996447113965971
"SPATA5","Spata5",16.367554,16.168521,15.997699,145,129,241,16.1779246666667,1.83436,1.83436,6.06060086462788
"SPATA6","Spata6",18.721093,11.997696,18.85244,34,56,67,16.523743,5.54104,5.54104,2.67904538116263
"SPATA7","Spata7",7.942701,8.956406,7.67403,195,218,352,8.19104566666667,12.72668,12.72668,0.669575284531049
"SPATA9","Spata9",2.167938,1.467025,1.136618,26,17,26,1.590527,0.86025,0.86025,1.39256927832281
"SPATC1","Spatc1",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"SPATS1","Spats1",1.469695,0.941815,1.434403,25,20,53,1.281971,0,0,2.281971
"SPATS2","Spats2",8.331667,11.941982,9.855862,289,292,505,10.0431703333333,10.13327,10.13327,0.991907169531803
"SPATS2L","Spats2l",17.049559,28.832828,27.643062,184,243,435,24.508483,60.72373,60.72373,0.413268656965482
"SPC24","Spc24",0.721847,1.92068,2.479313,12,21,34,1.70728,1.89762,1.89762,0.934311607457154
"SPC25","Spc25",0.641228,0.416431,0.081737,5,7,3,0.379798666666667,1.03736,1.03736,0.677248334445884
"SPCS1","Spcs1",72.845356,87.917659,76.502803,496,580,970,79.088606,138.22239,138.22239,0.575256652324385
"SPCS2","Spcs2",45.735614,45.418604,39.055339,593,595,1015,43.4031856666667,102.30684,102.30684,0.429818448291194
"SPCS3","Spcs3",22.245701,23.059362,22.24635,1063,1065,1999,22.5171376666667,54.80317,54.80317,0.421430138586512
"SPDEF","Spdef",0,0.257311,0.147442,0,3,4,0.134917666666667,0,0,1.13491766666667
"SPDYA","Spdya",0.67663,0.828348,0.427624,12,20,20,0.644200666666667,0.75905,0.75905,0.934709454914111
"SPECC1","Specc1",14.193598,12.742796,14.766928,1003,1003,1875,13.9011073333333,6.02177,6.02177,2.12212979538397
"SPECC1L","Specc1l",8.139138,8.995745,9.676029,685,710,1266,8.93697066666667,16.87614,16.87614,0.555878991027519
"SPEF1","Spef1",4.664879,5.54897,2.854137,98,84,146,4.35599533333333,0,0,5.35599533333333
"SPEF2","Spef2",0.336735,0.351066,0.35962,26,24,38,0.349140333333333,5.43983,5.43983,0.209499370842605
"SPEG","Speg",42.900076,46.892245,48.202238,1156,1189,2702,45.9981863333333,10.5634,10.5634,4.06439164374953
"SPEM1","Spem1",0.084102,0.086223,0,1,1,0,0.056775,0,0,1.056775
"SPEN","Spen",9.463511,9.47064,10.196217,810,904,1625,9.71012266666667,8.66578,8.66578,1.10804535864324
"SPESP1","Spesp1",0,0,0,0,0,0,0,5.7308,5.7308,0.14857074939086
"SPG11","Spg11",2.278113,2.330735,2.470148,252,240,523,2.35966533333333,56.83994,56.83994,0.0580855604852518
"SPG21","Spg21",13.313162,19.498105,14.134597,225,290,489,15.6486213333333,67.84612,67.84612,0.241823668978489
"SPG7","Spg7",37.723621,29.470453,29.414441,417,427,858,32.2028383333333,93.45129,93.45129,0.351533984695533
"SPHK1","Sphk1",1.258218,0.99441,1.384784,27,24,55,1.21247066666667,0.25302,0.25302,1.76571057658032
"SPHK2","Sphk2",8.297924,9.853351,7.676848,172,181,368,8.60937433333333,0.48073,0.48073,6.48961953450888
"SPHKAP","Sphkap",27.766657,33.28985,37.653761,1896,2101,3737,32.9034226666667,41.00117,41.00117,0.807201862868741
"SPI1","Spi1",2.53502,3.371936,2.319295,20,20,45,2.74208366666667,1.35363,1.35363,1.58992010922136
"SPIB","Spib",0.106405,0.080675,0.027566,4,3,2,0.0715486666666667,0,0,1.07154866666667
"SPIC","Spic",0.201847,0.149427,0.193688,5,3,8,0.181654,0,0,1.181654
"SPICE1","Spice1",9.030654,6.764762,9.061475,140,104,251,8.28563033333333,3.25125,3.25125,2.18421178084877
"SPIN1","Spin1",39.997203,44.675133,36.972386,2395,2653,4251,40.5482406666667,57.0044,57.0044,0.716294637418311
"SPIN4","Spin4",0.135411,0.389044,0.222283,7,18,20,0.248912666666667,0.93616,0.93616,0.645046208302344
"SPINK1","Spink1",0,0,0,0,0,0,0,0.44278,0.44278,0.693106364102635
"SPINK13","Spink13",0,0,0,0,0,0,0,0,0,1
"SPINK2","Spink2",0,0,0,0,0,0,0,0,0,1
"SPINK4","Spink4",0,5.269558,0,0,1,0,1.75651933333333,0,0,2.75651933333333
"SPINK6","Spink6",0,0,0,0,0,0,0,0,0,1
"SPINK7","Spink7",0,0,0.12207,0,0,1,0.04069,0,0,1.04069
"SPINK8","Spink8",12.237343,24.910637,19.283961,6,6,11,18.810647,0,0,19.810647
"SPINT1","Spint1",2.012848,1.748097,2.558678,32,46,71,2.106541,0.08856,0.08856,2.85380778275887
"SPINT2","Spint2",7.1769,9.700618,7.848964,92,128,213,8.24216066666667,4.14946,4.14946,1.794782494993
"SPINT4","Spint4",0,0,0,0,0,0,0,0,0,1
"SPIRE1","Spire1",38.805491,38.262525,38.905281,2285,2179,4052,38.6577656666667,39.62224,39.62224,0.976257480303072
"SPIRE2","Spire2",4.364148,4.509227,4.344653,120,129,253,4.40600933333333,1.02471,1.02471,2.67001661143242
"SPN","Spn",0.114619,0.055227,0.202656,6,2,4,0.124167333333333,1.31568,1.31568,0.485458842902877
"SPNS1","Spns1",44.242444,42.659773,45.339593,414,382,854,44.0806033333333,2.61871,2.61871,12.4576446671143
"SPNS2","Spns2",16.811767,16.366229,18.053671,505,434,884,17.0772223333333,1.12592,1.12592,8.50324675121046
"SPNS3","Spns3",0.089102,0.10057,0.141889,5,3,7,0.110520333333333,0,0,1.11052033333333
"SPO11","Spo11",0.572927,0,0.149745,6,0,10,0.240890666666667,0,0,1.24089066666667
"SPOCK1","Spock1",45.384717,56.637419,49.227736,2745,3304,5566,50.416624,32.04442,32.04442,1.55598506495196
"SPOCK2","Spock2",100.406718,109.329197,98.738179,7411,7960,14004,102.824698,1.68255,1.68255,38.7037326424484
"SPOCK3","Spock3",40.857679,51.288589,38.458979,1568,1806,2627,43.5350823333333,3.09944,3.09944,10.863699025558
"SPON1","Spon1",8.568949,9.163782,7.983531,743,785,1338,8.57208733333333,13.39717,13.39717,0.664858950289073
"SPON2","Spon2",0.075702,0,0.136243,1,0,3,0.0706483333333333,3.04884,3.04884,0.264433352104142
"SPOP","Spop",100.017194,112.836781,90.632224,2030,2189,3748,101.162066333333,52.82965,52.82965,1.89787721698605
"SPOPL","Spopl",41.402483,34.498584,50.818835,284,247,423,42.2399673333333,6.94528,6.94528,5.44222070629774
"SPP1","Spp1",5.769034,5.361726,4.684024,96,91,155,5.27159466666667,5.54104,5.54104,0.958806958322632
"SPP2","Spp2",0.196544,0.10064,0.206905,2,1,4,0.168029666666667,0.24036,0.24036,0.941686015887861
"SPPL2A","Sppl2a",13.220535,11.990688,11.3775,717,630,1190,12.196241,77.03058,77.03058,0.169116274670777
"SPPL2B","Sppl2b",34.835261,29.805453,36.268979,284,239,536,33.6365643333333,1.42954,1.42954,14.256428926189
"SPPL2C","Sppl2c",0,0,0,0,0,0,0,0,0,1
"SPPL3","Sppl3",19.992273,26.584752,21.095554,622,711,1165,22.5575263333333,26.36422,26.36422,0.860887916166927
"SPR","Spr",8.149712,9.12036,10.752741,120,136,327,9.34093766666667,22.7461,22.7461,0.43547941205784
"SPRED1","Spred1",40.460076,32.939982,33.96483,3341,2651,5386,35.788296,9.46278,9.46278,3.51611101447225
"SPRED2","Spred2",21.882519,20.460166,18.751414,1154,1055,1939,20.3646996666667,17.50868,17.50868,1.1543070422454
"SPRED3","Spred3",13.911862,10.433322,12.212296,597,410,996,12.1858266666667,0.41748,0.41748,9.30230173735549
"SPRN","Sprn",36.363153,37.314943,38.947262,1620,1669,2891,37.541786,0.11386,0.11386,34.6020020469359
"SPRR1A","Sprr1a",0.130203,0.12472,0.125766,1,1,2,0.126896333333333,0,0,1.12689633333333
"SPRR1B","Sprr1b",0,0,0,0,0,0,0,0,0,1
"SPRR3","Sprr3",0,0,0,0,0,0,0,0,0,1
"SPRR4","Sprr4",0,0,0,0,0,0,0,0,0,1
"SPRTN","Sprtn",4.787677,3.066179,3.342408,191,184,344,3.732088,7.12239,7.12239,0.582597979166231
"SPRY1","Spry1",2.539139,2.277491,1.719377,73,66,99,2.178669,48.37657,48.37657,0.0643760593334045
"SPRY2","Spry2",20.243492,18.102503,17.704726,549,473,901,18.6835736666667,47.55427,47.55427,0.405393257208206
"SPRY4","Spry4",2.352117,1.989423,2.375515,157,131,305,2.23901833333333,7.33745,7.33745,0.388490285798815
"SPRYD4","Spryd4",2.559099,3.232058,2.766653,51,63,105,2.85260333333333,23.72021,23.72021,0.155848325452467
"SPRYD7","Spryd7",18.173286,22.496703,17.431496,536,611,996,19.3671616666667,26.87025,26.87025,0.730785036613115
"SPSB1","Spsb1",4.397861,10.648466,5.539602,158,166,288,6.86197633333333,3.73198,3.73198,1.66145595149036
"SPSB2","Spsb2",0.963131,1.587756,1.928042,12,23,45,1.49297633333333,0.31627,0.31627,1.89397033536686
"SPSB3","Spsb3",39.565478,53.634328,39.65323,342,346,664,44.2843453333333,4.12415,4.12415,8.83743554215496
"SPSB4","Spsb4",0.635615,1.2816,1.250965,17,30,60,1.05606,5.66755,5.66755,0.308368141221288
"SPTA1","Spta1",0,0.008725,0.00933,0,1,2,0.00601833333333333,0.18976,0.18976,0.845564091357361
"SPTAN1","Sptan1",295.587744,281.685845,279.629946,11625,11585,21277,285.634511666667,47.45307,47.45307,5.91571414704304
"SPTB","Sptb",19.4848,24.335584,17.021348,2247,2481,4203,20.2805773333333,17.92615,17.92615,1.12440075415937
"SPTBN1","Sptbn1",97.300165,97.794789,98.673478,11140,10991,20848,97.9228106666667,327.31357,327.31357,0.301305884696349
"SPTLC1","Sptlc1",7.729063,8.802276,8.771956,272,303,570,8.43443166666667,59.72432,59.72432,0.155364961957032
"SPTLC2","Sptlc2",13.851481,17.510241,12.610578,350,372,682,14.6574333333333,9.53869,9.53869,1.48570964069854
"SPTLC3","Sptlc3",0.034414,0,0.035987,1,0,2,0.023467,6.5531,6.5531,0.135502906091539
"SPTSSA","Sptssa",14.358658,14.936741,13.781895,204,238,412,14.359098,28.05942,28.05942,0.528541106463928
"SPTSSB","Sptssb",0.776475,1.579996,0.839195,17,26,25,1.065222,0.13916,0.13916,1.81293409178693
"SPTY2D1","Spty2d1",3.745779,3.783374,3.580112,279,274,505,3.70308833333333,7.69167,7.69167,0.541102956432231
"SPZ1","Spz1",0,0,0,0,0,0,0,0,0,1
"SQLE","Sqle",15.135369,18.029968,16.939745,566,666,1226,16.701694,5.60429,5.60429,2.68033263227387
"SQSTM1","Sqstm1",273.899278,333.047712,277.477961,2895,3328,5869,294.808317,32.57575,32.57575,8.81017749417362
"SRA1","Sra1",25.436348,33.000311,30.736655,231,253,435,29.724438,22.17681,22.17681,1.32565430704225
"SRBD1","Srbd1",4.0012,4.796554,3.897491,125,111,202,4.23174833333333,12.24595,12.24595,0.394969657392134
"SRC","Src",22.579894,23.406831,38.661185,953,981,1890,28.21597,1.92292,1.92292,9.99547370437781
"SRCIN1","Srcin1",39.459024,41.055838,48.791229,3278,3472,6706,43.1020303333333,0.12651,0.12651,39.1492577370226
"SRD5A1","Srd5a1",4.223283,3.896965,2.945787,93,103,170,3.68867833333333,2.3657,2.3657,1.39307672500025
"SRD5A2","Srd5a2",0,0.050395,0,0,1,0,0.0167983333333333,0,0,1.01679833333333
"SRD5A3","Srd5a3",11.019336,17.690873,14.126172,143,177,290,14.2787936666667,13.56163,13.56163,1.04925023274638
"SREBF1","Srebf1",45.029917,37.359674,37.453331,432,485,848,39.9476406666667,18.49544,18.49544,2.10037017203339
"SREBF2","Srebf2",52.774163,50.368765,50.430502,2103,2348,4262,51.1911433333333,49.6543,49.6543,1.03033983952662
"SREK1","Srek1",25.238303,20.347393,25.657704,862,691,1649,23.7478,47.20005,47.20005,0.513439301411513
"SREK1IP1","Srek1ip1",8.922593,8.076714,7.695328,209,201,369,8.231545,7.43866,7.43866,1.09395863798281
"SRF","Srf",26.50267,25.919665,26.942674,279,279,599,26.455003,28.31244,28.31244,0.936633149611564
"SRFBP1","Srfbp1",7.971462,9.519928,7.321506,136,158,258,8.27096533333333,7.3754,7.3754,1.10692806711719
"SRGAP1","Srgap1",3.329016,3.494656,3.570261,368,364,723,3.46464433333333,2.32774,2.32774,1.34164457960458
"SRGAP2","Srgap2",55.70391,52.853294,37.849485,912,886,1793,48.8022296666667,20.83583,20.83583,2.28075734545775
"SRGAP3","Srgap3",31.892234,34.295457,33.393936,3750,3978,7445,33.1938756666667,6.14828,6.14828,4.78351095181871
"SRGN","Srgn",6.964545,4.452531,6.488131,51,45,112,5.96840233333333,111.20033,111.20033,0.0621067900008256
"SRI","Sri",34.221212,36.288443,35.019088,475,464,876,35.1762476666667,119.96732,119.96732,0.299058023825498
"SRL","Srl",1.734094,3.441529,3.456665,89,84,167,2.87742933333333,355.70191,355.70191,0.0108702230759946
"SRM","Srm",54.709328,36.707632,35.661044,359,343,661,42.3593346666667,28.21123,28.21123,1.48433786138641
"SRMS","Srms",0.406314,0.05907,0.060741,14,2,4,0.175375,0,0,1.175375
"SRP14","Srp14",71.156336,74.173599,66.787184,453,500,852,70.7057063333333,484.99286,484.99286,0.147544773257231
"SRP19","Srp19",30.23733,31.491428,30.818159,240,245,468,30.8489723333333,108.46777,108.46777,0.290943830620952
"SRP68","Srp68",17.215993,19.397652,18.932314,577,631,1122,18.5153196666667,54.99293,54.99293,0.34853185333696
"SRP9","Srp9",35.193805,35.95735,32.138315,448,477,876,34.4298233333333,376.52509,376.52509,0.093847599197535
"SRPK1","Srpk1",36.397648,36.24373,36.185837,838,793,1596,36.2757383333333,20.89908,20.89908,1.70216001463684
"SRPK2","Srpk2",44.240434,47.167519,44.1423,2914,3009,5264,45.1834176666667,26.64254,26.64254,1.67073711991252
"SRPK3","Srpk3",2.108615,1.245904,2.484701,44,40,74,1.94640666666667,8.0965,8.0965,0.323905531431503
"SRPRB","Srprb",54.503712,82.205104,46.753888,305,313,536,61.1542346666667,32.29743,32.29743,1.86663759535396
"SRPX","Srpx",0.138062,0.211676,0.180834,3,5,6,0.176857333333333,83.28007,83.28007,0.0139636492154472
"SRPX2","Srpx2",0.32534,0.333437,0.210452,12,10,13,0.289743,8.1218,8.1218,0.141391282422329
"SRR","Srr",45.345893,48.716852,49.845409,916,1029,1812,47.9693846666667,10.614,10.614,4.2164099075828
"SRRD","Srrd",12.200401,10.524926,13.716527,76,72,182,12.1472846666667,25.9594,25.9594,0.487669779990158
"SRRM1","Srrm1",65.61074,46.345872,69.553212,1275,1108,2674,60.5032746666667,81.71137,81.71137,0.743589117997521
"SRRM2","Srrm2",116.644778,92.501193,123.15032,5741,5104,12630,110.765430333333,455.12437,455.12437,0.245032797377902
"SRRM3","Srrm3",19.118469,17.069768,16.280554,387,421,844,17.489597,0.49338,0.49338,12.3810396550108
"SRRM4","Srrm4",5.323562,6.038176,5.571676,452,501,1077,5.64447133333333,0.48073,0.48073,4.48729433004892
"SRRT","Srrt",87.859089,64.760736,78.6468,995,746,1793,77.088875,34.46072,34.46072,2.20212322254032
"SRSF1","Srsf1",92.174833,85.319148,97.318069,1901,1655,3247,91.6040166666667,174.98555,174.98555,0.526202388018031
"SRSF10","Srsf10",51.187157,38.866487,47.05872,932,695,1545,45.7041213333333,97.03146,97.03146,0.476419726211701
"SRSF12","Srsf12",7.649422,8.857081,8.357632,205,229,367,8.288045,0.0759,0.0759,8.63281438795427
"SRSF2","Srsf2",60.91342,70.195377,70.780708,859,926,2054,67.2965016666667,243.2871,243.2871,0.279574736720304
"SRSF3","Srsf3",99.475384,96.351481,94.995851,1497,1415,2692,96.9409053333333,153.12501,153.12501,0.635464064744154
"SRSF4","Srsf4",16.544043,15.439839,17.797251,436,420,923,16.593711,100.852,100.852,0.17273800219927
"SRSF5","Srsf5",123.673766,97.490146,114.84541,2518,1828,4337,112.003107333333,463.15762,463.15762,0.243458477172762
"SRSF6","Srsf6",31.281419,26.715354,33.95633,1161,975,2380,30.6510343333333,85.70902,85.70902,0.365025856979278
"SRSF7","Srsf7",42.041754,38.925393,42.948554,1074,926,1989,41.3052336666667,58.67431,58.67431,0.708935447542949
"SRSF9","Srsf9",23.962052,22.013848,25.400988,296,278,617,23.792296,61.92556,61.92556,0.393994046298515
"SRXN1","Srxn1",36.357666,34.795811,37.430225,954,909,1535,36.1945673333333,29.21065,29.21065,1.23117401755121
"SRY","Sry",0,0,0,0,0,0,0,0,0,1
"SS18","Ss18",11.440703,8.823085,11.001651,311,241,556,10.421813,51.67843,51.67843,0.216821439059592
"SS18L1","Ss18l1",8.485992,8.906665,8.640957,498,515,980,8.67787133333333,9.62724,9.62724,0.910666488508148
"SS18L2","Ss18l2",71.357473,80.896738,83.05627,203,187,395,78.436827,18.79906,18.79906,4.01215143547219
"SSB","Ssb",95.46891,94.51655,82.230431,1117,1082,1970,90.7386303333333,150.67076,150.67076,0.604853765704961
"SSBP1","Ssbp1",11.469388,12.914496,12.215304,130,133,264,12.1997293333333,254.95112,254.95112,0.0515712896014416
"SSBP2","Ssbp2",39.99774,40.350969,38.788897,850,878,1568,39.7125353333333,65.75874,65.75874,0.609845772004285
"SSBP3","Ssbp3",85.038915,69.282088,77.85524,1201,1113,1986,77.392081,50.59046,50.59046,1.5195073081341
"SSC5D","Ssc5d",0.304353,0.747627,0.797096,16,17,61,0.616358666666667,0.35422,0.35422,1.19357169933
"SSH1","Ssh1",2.464797,4.053506,2.399697,278,278,477,2.97266666666667,12.85319,12.85319,0.286769088323099
"SSH2","Ssh2",5.159485,4.31456,4.886372,617,520,1064,4.78680566666667,23.07502,23.07502,0.240365560097839
"SSH3","Ssh3",27.121691,18.998155,25.860334,327,282,724,23.9933933333333,6.5278,6.5278,3.32014577078739
"SSNA1","Ssna1",16.344779,19.813481,18.543531,152,170,322,18.2339303333333,1.80906,1.80906,6.84710555606977
"SSPN","Sspn",2.00431,2.566744,1.900229,124,156,225,2.15709433333333,24.92203,24.92203,0.121791940420304
"SSR1","Ssr1",20.349534,28.584704,22.240626,1713,1698,3105,23.7249546666667,55.95439,55.95439,0.43411850546844
"SSR2","Ssr2",30.286171,30.910741,26.15685,329,354,597,29.1179206666667,84.51984,84.51984,0.352174661068901
"SSR3","Ssr3",39.388673,38.745368,36.550865,1421,1472,2735,38.228302,219.80726,219.80726,0.177658569740868
"SSR4","Ssr4",41.053615,38.099224,37.276185,222,232,435,38.8096746666667,34.9794,34.9794,1.10645743582902
"SSRP1","Ssrp1",42.526438,35.039189,40.802596,963,908,1705,39.4560743333333,37.64871,37.64871,1.04676389802747
"SST","Sst",111.292229,143.110631,136.202253,746,988,1849,130.201704333333,0,0,131.201704333333
"SSTR1","Sstr1",3.531673,4.164195,4.003302,82,100,192,3.89972333333333,0.35422,0.35422,3.61811473271207
"SSTR2","Sstr2",7.969419,9.96573,6.743547,183,224,344,8.226232,1.79641,1.79641,3.29931304780057
"SSTR3","Sstr3",6.233492,6.196365,5.462451,266,242,456,5.96410266666667,0,0,6.96410266666667
"SSTR4","Sstr4",4.135481,4.281006,4.828798,69,73,162,4.415095,0,0,5.415095
"SSTR5","Sstr5",0.148737,0.211852,0.233258,5,7,15,0.197949,0,0,1.197949
"SSU72","Ssu72",25.979814,32.742157,29.691756,398,477,834,29.4712423333333,95.37421,95.37421,0.316176312452609
"SSX2IP","Ssx2ip",20.098185,21.530426,18.783162,903,979,1646,20.1372576666667,9.95616,9.95616,1.92925784824853
"ST13","St13",76.872934,70.216061,59.58007,1695,1626,2883,68.8896883333333,310.60189,310.60189,0.224291605976245
"ST14","St14",0.706597,0.392156,0.352267,20,19,32,0.483673333333333,0.0253,0.0253,1.44706264833057
"ST18","St18",3.617154,2.511049,3.130169,100,85,168,3.086124,0,0,4.086124
"ST3GAL1","St3gal1",5.181628,7.616002,4.563637,342,334,630,5.787089,78.9029,78.9029,0.0849417105011207
"ST3GAL2","St3gal2",19.592081,21.536237,22.11116,1140,1136,2253,21.079826,2.13798,2.13798,7.03631826844021
"ST3GAL3","St3gal3",17.974068,17.59447,13.455785,431,450,709,16.341441,47.65548,47.65548,0.356412905596656
"ST3GAL4","St3gal4",16.316459,15.91513,15.938825,198,218,417,16.0568046666667,53.32303,53.32303,0.313988462474694
"ST3GAL5","St3gal5",43.686266,58.667469,47.41638,1073,1255,2075,49.9233716666667,7.2995,7.2995,6.13571560535775
"ST3GAL6","St3gal6",9.716802,10.357378,10.660687,117,151,271,10.2449556666667,88.88436,88.88436,0.125104697487601
"ST6GAL1","St6gal1",8.338722,6.668555,9.850986,264,270,535,8.28608766666667,48.50308,48.50308,0.187586058618306
"ST6GAL2","St6gal2",7.568932,8.656478,8.075327,621,718,1294,8.10024566666667,0.27832,0.27832,7.11891049711079
"ST6GALNAC1","St6galnac1",0.031132,0,0,1,0,0,0.0103773333333333,2.63136,2.63136,0.278236620256139
"ST6GALNAC2","St6galnac2",1.48523,0.95989,2.5427,40,33,78,1.66260666666667,16.80023,16.80023,0.149582711384441
"ST6GALNAC3","St6galnac3",5.028445,5.197019,3.557354,127,117,221,4.59427266666667,5.16152,5.16152,0.90793711075622
"ST6GALNAC4","St6galnac4",12.624466,16.411548,11.053497,292,250,488,13.3631703333333,1.55605,1.55605,5.61928379074483
"ST6GALNAC5","St6galnac5",8.743757,8.773681,9.957466,648,594,1277,9.15830133333333,0.60724,0.60724,6.32033880026215
