"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"CPT1A","Cpt1a",10.97167,10.658848,10.207577,335,359,645,10.6126983333333,40.72851,40.72851,0.278291708314851
"CPT1B","Cpt1b",0.713482,2.517118,1.028497,19,12,28,1.419699,8.88584,8.88584,0.244764127276994
"CPT1C","Cpt1c",21.570867,25.362609,26.240242,705,802,1624,24.3912393333333,15.67044,15.67044,1.52312952347589
"CPT2","Cpt2",3.154966,3.038447,2.387335,64,43,96,2.86024933333333,8.85448,8.85448,0.391725320192779
"CPVL","Cpvl",0.054038,0.055303,0,1,1,0,0.036447,23.55271,23.55271,0.0422131406268391
"CPXCR1","Cpxcr1",0,0,0,0,0,0,0,0,0,1
"CPXM1","Cpxm1",2.637756,3.345881,2.951849,55,62,130,2.97849533333333,1.25447,1.25447,1.76471424917312
"CPXM2","Cpxm2",1.556613,1.865892,1.282713,27,34,67,1.568406,7.91363,7.91363,0.288143663131631
"CPZ","Cpz",0.034852,0,0.377047,1,0,3,0.137299666666667,0.55406,0.55406,0.731824811568837
"CR1L","Cr1l",8.509534,10.965732,16.760704,250,226,449,12.0786566666667,0.14636,0.14636,11.4088564383498
"CR2","Cr2",6.73054,0.302439,0.313911,8,7,11,2.44896333333333,0.03136,0.03136,3.34409258971972
"CRABP1","Crabp1",1.226149,2.587564,1.325386,10,21,21,1.713033,2.35213,2.35213,0.809345997917742
"CRABP2","Crabp2",1.371268,3.008353,2.523369,14,30,49,2.30099666666667,8.69767,8.69767,0.340390698659231
"CRADD","Cradd",2.087375,2.686992,1.898136,36,40,60,2.22416766666667,23.31226,23.31226,0.132614889223242
"CRAT","Crat",50.945857,75.293581,49.907283,406,449,839,58.7155736666667,83.76734,83.76734,0.704464404175791
"CRB1","Crb1",0.256647,0.326016,0.177685,19,26,29,0.253449333333333,1.37992,1.37992,0.526677087185003
"CRB2","Crb2",0.879831,0.86137,1.273756,73,74,118,1.00498566666667,0.14636,0.14636,1.74900176791467
"CRB3","Crb3",0.146774,0.129706,0.367234,2,1,7,0.214571333333333,0.89904,0.89904,0.63957122195074
"CRBN","Crbn",25.544172,24.516508,22.409538,627,646,1163,24.1567393333333,86.78853,86.78853,0.286560662689458
"CRCP","Crcp",15.276642,17.607581,18.696099,174,184,336,17.1934406666667,15.82725,15.82725,1.08118918222922
"CREB1","Creb1",7.807195,7.858105,8.153837,799,772,1434,7.93971233333333,5.18515,5.18515,1.44535093463107
"CREB3","Creb3",61.964103,62.062632,58.951965,310,317,542,60.9929,45.24461,45.24461,1.34054325466254
"CREB3L1","Creb3l1",0.674081,0.751083,0.472404,21,24,30,0.632522666666667,14.25916,14.25916,0.106986404668846
"CREB3L2","Creb3l2",1.47222,2.694488,2.773178,148,175,331,2.31329533333333,9.48171,9.48171,0.316102557057325
"CREB3L3","Creb3l3",0.065974,0.167191,0.223305,2,5,13,0.152156666666667,0.66905,0.66905,0.6903068611885
"CREB3L4","Creb3l4",0.057566,0.294977,0.107474,1,5,4,0.153339,6.39781,6.39781,0.155902760411527
"CREB5","Creb5",2.015471,0.768292,0.684227,69,56,90,1.15599666666667,1.63081,1.63081,0.819518196550365
"CREBBP","Crebbp",24.724225,21.767345,22.144628,788,702,1597,22.8787326666667,4.25475,4.25475,4.54421859587357
"CREBL2","Crebl2",12.682821,13.3001,10.203448,479,458,804,12.062123,28.65422,28.65422,0.440481084985543
"CREBRF","Crebrf",19.2331,15.798425,16.726165,787,801,1453,17.2525633333333,3.79478,3.79478,3.80675720957653
"CREBZF","Crebzf",34.334555,32.383268,33.91322,426,431,869,33.543681,14.31143,14.31143,2.25607150997653
"CREG1","Creg1",18.738433,26.856781,20.521238,193,237,401,22.0388173333333,61.10322,61.10322,0.370976212398219
"CREG2","Creg2",18.046012,22.623766,18.822928,1527,1910,3122,19.830902,4.41156,4.41156,3.84933401828678
"CRELD1","Creld1",28.238317,27.714441,31.241163,576,623,1156,29.0646403333333,123.36683,123.36683,0.241741631054947
"CRELD2","Creld2",4.961643,6.749723,6.850329,82,110,218,6.18723166666667,47.16813,47.16813,0.149211349219217
"CREM","Crem",20.106173,13.95457,14.927849,176,149,233,16.3295306666667,51.90376,51.90376,0.327567089119311
"CRH","Crh",3.831142,2.50794,2.039928,55,38,62,2.79300333333333,0.01045,0.01045,3.75377637026407
"CRHBP","Crhbp",5.957746,5.325143,5.084467,132,115,218,5.45578533333333,1.56809,1.56809,2.51384699653569
"CRHR1","Crhr1",5.860888,6.295306,5.749717,187,201,360,5.968637,1.28583,1.28583,3.04862435089224
"CRHR2","Crhr2",0.479212,0.882103,0.885177,15,25,28,0.748830666666667,0.9304,0.9304,0.905942119077221
"CRIM1","Crim1",17.728277,18.831756,18.164292,710,605,1186,18.2414416666667,6.00056,6.00056,2.74855749635267
"CRIP1","Crip1",11.359358,10.847236,8.06549,36,33,50,10.0906946666667,159.47471,159.47471,0.0691117913013625
"CRIP2","Crip2",115.146215,100.809312,99.844217,750,934,1659,105.266581333333,944.14672,944.14672,0.112433952406176
"CRIP3","Crip3",3.960981,1.506364,3.948233,14,8,35,3.138526,2.09079,2.09079,1.3389864727141
"CRIPT","Cript",32.811156,36.342337,33.084084,346,393,695,34.0791923333333,13.9769,13.9769,2.34221984077702
"CRISP2","Crisp2",0,0,0.01683,0,0,1,0.00561,0.05227,0.05227,0.95565776844346
"CRISPLD1","Crispld1",1.735684,1.129067,1.390796,76,60,137,1.41851566666667,3.25117,3.25117,0.568905893357985
"CRISPLD2","Crispld2",0.555469,0.469113,0.517893,30,27,58,0.514158333333333,13.94554,13.94554,0.101311717966252
"CRK","Crk",36.667111,37.250077,33.18808,1807,1775,3035,35.701756,36.28559,36.28559,0.984341564663453
"CRKL","Crkl",9.715452,9.356243,9.27257,680,648,1173,9.44808833333333,15.34637,15.34637,0.639168716561128
"CRLF1","Crlf1",1.589892,1.3065,1.267471,7,7,14,1.38795433333333,4.52655,4.52655,0.432087709933563
"CRLF2","Crlf2",2.88438,8.01115,5.560098,26,79,146,5.48520933333333,0,0,6.48520933333333
"CRLF3","Crlf3",6.631174,6.575472,6.474918,129,93,221,6.56052133333333,4.96562,4.96562,1.26734879749856
"CRLS1","Crls1",11.904601,13.451173,10.660377,243,242,435,12.0053836666667,28.69604,28.69604,0.437950099294945
"CRMP1","Crmp1",48.414388,56.669231,52.243682,1314,1541,2833,52.4424336666667,31.20498,31.20498,1.65944626162372
"CRNKL1","Crnkl1",6.24083,6.389865,6.470921,232,256,456,6.36720533333333,12.18928,12.18928,0.558575246968245
"CROCC","Crocc",14.462966,10.183191,13.392594,480,458,1218,12.6795836666667,20.19699,20.19699,0.645355008737876
"CROT","Crot",9.898362,8.872856,9.289103,391,352,672,9.35344033333333,8.34224,8.34224,1.10823960135185
"CRP","Crp",0.095918,0.049645,0.025253,2,1,1,0.0569386666666667,0.08363,0.08363,0.975368591370363
"CRTAC1","Crtac1",25.169535,45.519945,33.127038,476,525,897,34.605506,41.97253,41.97253,0.828564340987138
"CRTAM","Crtam",0.047939,0,0,3,0,0,0.0159796666666667,0.7945,0.7945,0.566163090925978
"CRTAP","Crtap",3.304799,2.814705,3.833488,37,43,91,3.317664,61.24958,61.24958,0.0693605322317034
"CRTC1","Crtc1",25.723157,32.102683,39.981096,1816,2040,4033,32.602312,5.36287,5.36287,5.28099929748683
"CRTC2","Crtc2",8.018621,9.870499,9.492642,187,189,389,9.127254,23.50044,23.50044,0.413349882695984
"CRTC3","Crtc3",4.501277,5.614881,4.180934,174,189,342,4.76569733333333,9.83715,9.83715,0.532030776849387
"CRX","Crx",0.025843,0.059108,0.047028,1,2,4,0.043993,0.10454,0.10454,0.94518351530954
"CRY1","Cry1",7.262862,14.297913,43.560534,193,235,427,21.707103,2.72848,2.72848,6.09017696219371
"CRY2","Cry2",25.454598,26.705033,26.976945,1326,1405,2777,26.3788586666667,16.34995,16.34995,1.57803674746421
"CRYAB","Cryab",104.011888,83.547668,81.522063,762,614,1130,89.693873,751.45988,751.45988,0.12052984539189
"CRYBA1","Cryba1",0,0.061133,0.129899,0,1,3,0.0636773333333333,0.15681,0.15681,0.919491820898275
"CRYBA2","Cryba2",0.146578,0.145602,0.148774,1,1,2,0.146984666666667,19.25614,19.25614,0.056624049136048
"CRYBA4","Cryba4",0.538863,0.552702,0.426273,4,4,6,0.505946,0.56451,0.56451,0.962567193562202
"CRYBB1","Crybb1",4.644299,1.889185,2.91235,38,16,53,3.14861133333333,9.59671,9.59671,0.391499940390304
"CRYBB2","Crybb2",0,0,0,0,0,0,0,0.30316,0.30316,0.76736548083121
"CRYBB3","Crybb3",1.160988,1.617598,2.309349,7,8,17,1.69597833333333,0.26135,0.26135,2.13737529895218
"CRYBG3","Crybg3",5.893385,4.173073,4.048017,215,237,475,4.704825,5.69739,5.69739,0.851798237821002
"CRYGA","Cryga",0,0.182745,0.188022,0,1,2,0.123589,0,0,1.123589
"CRYGB","Crygb",0,0,0,0,0,0,0,0.21953,0.21953,0.819988028174789
"CRYGC","Crygc",0,0,0,0,0,0,0,0.17772,0.17772,0.849098257650375
"CRYGD","Crygd",0,0,0,0,0,0,0,17.66714,17.66714,0.053570070187506
"CRYGN","Crygn",0.394158,5.708688,8.812812,3,2,5,4.971886,6.82642,6.82642,0.76304185055236
"CRYGS","Crygs",0,0,0,0,0,0,0,5.78102,5.78102,0.147470439550392
"CRYL1","Cryl1",6.046162,8.407022,7.099716,85,122,189,7.1843,41.32439,41.32439,0.193370772738839
"CRYM","Crym",39.018901,41.914446,44.656454,647,696,1461,41.863267,2.46713,2.46713,12.3627516130056
"CRYZ","Cryz",10.607853,10.141564,8.987035,147,151,259,9.91215066666667,32.79398,32.79398,0.322902205264567
"CRYZL1","Cryzl1",65.305362,57.896169,62.063341,579,582,1118,61.7549573333333,44.49193,44.49193,1.3794744987371
"CS","Cs",62.323908,65.471994,57.423427,2494,2566,4382,61.7397763333333,60.29827,60.29827,1.02351626454276
"CSAD","Csad",27.269363,33.09329,34.318832,178,171,328,31.560495,11.31115,11.31115,2.64479719603774
"CSDC2","Csdc2",30.033704,26.86445,24.892345,982,879,1607,27.2634996666667,20.88695,20.88695,1.29134025831222
"CSDE1","Csde1",61.724036,65.105213,61.372362,2504,2454,4333,62.7338703333333,174.17293,174.17293,0.363834014384148
"CSE1L","Cse1l",39.79134,39.83647,34.128127,801,817,1394,37.9186456666667,67.0306,67.0306,0.572075590494082
"CSF1","Csf1",4.307171,4.28603,4.964044,179,187,323,4.51908166666667,25.37169,25.37169,0.209280545413156
"CSF1R","Csf1r",37.078419,22.561281,32.125802,1120,1047,2046,30.5885006666667,59.13788,59.13788,0.525267945372645
"CSF2","Csf2",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"CSF2RA","Csf2ra",8.254054,12.436118,19.350445,97,107,325,13.3468723333333,0,0,14.3468723333333
"CSF2RB","Csf2rb",0.851967,0.554362,1.425014,14,26,18,0.943781,1.10812,1.10812,0.922044760260327
"CSF3","Csf3",0,0,0,0,0,0,0,0.3868,0.3868,0.721084511104702
"CSF3R","Csf3r",2.703995,1.563471,1.799694,64,58,115,2.02238666666667,17.84486,17.84486,0.160382548167865
"CSGALNACT1","Csgalnact1",7.428061,11.103146,8.140185,209,244,477,8.890464,31.77995,31.77995,0.301722973952065
"CSGALNACT2","Csgalnact2",4.099743,5.756892,5.19383,218,203,386,5.01682166666667,6.59643,6.59643,0.792059120753652
"CSK","Csk",23.070804,27.796825,22.059798,229,245,438,24.3091423333333,42.23388,42.23388,0.585400670338478
"CSMD1","Csmd1",6.738643,6.336465,6.850517,949,960,2060,6.641875,29.386,29.386,0.251493286381886
"CSMD3","Csmd3",3.669635,3.528516,3.683383,473,528,933,3.627178,2.98982,2.98982,1.15974605370668
"CSN1S1","Csn1s1",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"CSN1S2AP","Csn1s2a",0.137699,0,0,1,0,0,0.0458996666666667,0,0,1.04589966666667
"CSN2","Csn2",0.018182,0,0.029873,1,0,3,0.0160183333333333,0,0,1.01601833333333
"CSN3","Csn3",0.18329,0.083604,0.24476,2,1,6,0.170551333333333,0,0,1.17055133333333
"CSNK1A1","Csnk1a1",97.227678,89.286426,84.28794,3223,2962,5875,90.267348,79.02126,79.02126,1.1405387518267
"CSNK1D","Csnk1d",92.281144,68.524481,86.883443,1318,1302,2421,82.5630226666667,129.05377,129.05377,0.642526723113576
"CSNK1E","Csnk1e",59.051816,67.97679,59.874285,856,848,1644,62.3009636666667,57.08891,57.08891,1.08972545132396
"CSNK1G1","Csnk1g1",6.989261,7.25236,7.380037,480,417,883,7.20721933333333,1.24402,1.24402,3.6573735231118
"CSNK1G2","Csnk1g2",249.864242,246.395619,280.694745,1197,1160,2373,258.984868666667,70.65812,70.65812,3.62812851727992
"CSNK1G3","Csnk1g3",25.230692,18.935439,16.123063,725,714,1292,20.096398,10.1194,10.1194,1.89726046369408
"CSNK2A1","Csnk2a1",43.340504,49.030299,34.244311,1472,1579,2657,42.205038,25.35078,25.35078,1.63961135116304
"CSNK2A2","Csnk2a2",38.177655,42.659754,37.323446,711,664,1280,39.3869516666667,25.90484,25.90484,1.50110358086748
"CSNK2B","Csnk2b",138.672447,141.015774,130.719511,558,580,1024,136.802577333333,193.69042,193.69042,0.707803585473458
"CSPG4","Cspg4",2.675103,2.371908,2.737573,216,207,417,2.59486133333333,3.52297,3.52297,0.794801056238121
"CSPG5","Cspg5",81.09874,94.789206,91.538174,2477,2811,5413,89.14204,35.04157,35.04157,2.50105752884794
"CSPP1","Cspp1",30.665152,17.61786,30.54644,355,233,664,26.276484,2.47758,2.47758,7.84352451992477
"CSRNP1","Csrnp1",4.902254,5.147719,3.441729,124,97,170,4.497234,8.11225,8.11225,0.603279541276853
"CSRNP2","Csrnp2",4.338788,4.012754,4.273387,253,235,493,4.20830966666667,11.93839,11.93839,0.402546968105511
"CSRNP3","Csrnp3",12.265447,13.188095,13.786711,1429,1400,2678,13.0800843333333,1.59945,1.59945,5.41656286265684
"CSRP1","Csrp1",91.867064,93.447745,86.738466,2161,2154,3888,90.684425,546.55239,546.55239,0.167444114343104
"CSRP2","Csrp2",23.334238,7.401647,9.553607,34,32,51,13.4298306666667,22.18324,22.18324,0.622425108253491
"CSRP3","Csrp3",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"CST11","Cst11",0,0.188643,0,0,1,0,0.062881,0,0,1.062881
"CST12P","Cst12",0,0,0,0,0,0,0,0,0,1
"CST13P","Cst13",0,0,0,0,0,0,0,0,0,1
"CST3","Cst3",791.639605,1385.308228,1558.455566,4505,6225,12344,1245.13446633333,2890.3863,2890.3863,0.430981659674231
"CST5","Cst10",0,0,0,0,0,0,0,1.25447,1.25447,0.44356323215656
"CST7","Cst7",0.181603,0,0.047575,2,0,1,0.0763926666666667,3.3139,3.3139,0.249517296800266
"CST8","Cst8",0,0,0,0,0,0,0,0,0,1
"CST9L","Cst9",0,0,0,0,0,0,0,0,0,1
"CSTA","Stfa2",0,0,0,0,0,0,0,9.79533,9.79533,0.092632647635598
"CSTB","Cstb",23.322046,21.897969,23.064597,123,113,232,22.7615373333333,107.87411,107.87411,0.218247821574232
"CSTF1","Cstf1",5.885139,6.585785,4.065209,169,220,371,5.51204433333333,11.1648,11.1648,0.535318651628743
"CSTF2","Cstf2",42.224854,34.121923,36.773307,1272,1070,2254,37.7066946666667,6.72188,6.72188,5.01259986773515
"CSTF2T","Cstf2t",15.574275,16.25643,15.698218,925,935,1756,15.8429743333333,8.26906,8.26906,1.81711784510332
"CSTF3","Cstf3",24.062496,18.414752,27.213084,351,307,667,23.2301106666667,19.39204,19.39204,1.18821415938114
"CSTL1","Cstl1",0.17732,0,0.343284,1,0,3,0.173534666666667,0.03136,0.03136,1.13785163925949
"CTBP1","Ctbp1",121.804752,137.692034,121.852143,1508,1691,2995,127.116309666667,156.78805,156.78805,0.811951916933295
"CTBP2","Ctbp2",14.846966,7.757637,10.228805,179,141,263,10.9444693333333,16.31859,16.31859,0.689690634938141
"CTBS","Ctbs",4.121638,3.679259,3.668536,110,108,200,3.82314433333333,4.73563,4.73563,0.840909252049615
"CTC1","Ctc1",19.851289,18.887455,23.132097,315,375,707,20.6236136666667,10.94527,10.94527,1.81022393522011
"CTCF","Ctcf",21.708034,25.756358,22.722648,806,814,1361,23.39568,10.04623,10.04623,2.20850733689232
"CTCFL","Ctcfl",0.11975,0.133973,0.065796,5,6,6,0.106506333333333,0,0,1.10650633333333
"CTDNEP1","Ctdnep1",80.487701,75.316075,78.526556,520,514,1077,78.1101106666667,127.1407,127.1407,0.617369115875492
"CTDP1","Ctdp1",4.052164,3.314071,5.274242,154,160,296,4.21349233333333,11.19616,11.19616,0.427469985088203
"CTDSP1","Ctdsp1",10.082814,12.119788,13.794305,220,275,496,11.998969,58.17612,58.17612,0.219665787483194
"CTDSP2","Ctdsp2",15.698026,17.046323,17.712269,966,1051,2078,16.8188726666667,29.08283,29.08283,0.592327007354915
"CTDSPL","Ctdspl",7.603911,7.691284,8.207553,369,384,750,7.83424933333333,24.52492,24.52492,0.346102919552082
"CTDSPL2","Ctdspl2",6.563339,6.690896,7.781386,281,288,553,7.01187366666667,2.23714,2.23714,2.47498522358213
"CTF1","Ctf1",0.534792,5.345406,6.66142,7,6,20,4.18053933333333,4.98652,4.98652,0.865367414346454
"CTF2P","Ctf2",0.230932,0.261026,0.121196,5,6,5,0.204384666666667,0,0,1.20438466666667
"CTH","Cth",2.666479,1.625048,1.583559,39,30,51,1.958362,2.42531,2.42531,0.863677156228195
"CTHRC1","Cthrc1",6.696403,6.374221,6.852975,59,51,99,6.64119966666667,2.16396,2.16396,2.41507467435324
"CTIF","Ctif",9.715902,10.720929,9.982208,820,903,1645,10.1396796666667,175.17651,175.17651,0.0632302210247363
"CTLA4","Ctla4",0.306008,0,0,2,0,0,0.102002666666667,0.19862,0.19862,0.919392857341498
"CTNNA1","Ctnna1",24.557022,23.642984,23.858207,810,747,1398,24.0194043333333,188.19165,188.19165,0.132243702792028
"CTNNA2","Ctnna2",31.668069,37.835213,32.110338,1521,1750,2986,33.8712066666667,32.92988,32.92988,1.0277432948972
"CTNNA3","Ctnna3",0.512486,0.662708,0.533131,25,28,42,0.569441666666667,0.95131,0.95131,0.804301554682068
"CTNNAL1","Ctnnal1",6.731002,7.143625,7.239568,183,145,384,7.038065,65.31616,65.31616,0.121208239439678
"CTNNB1","Ctnnb1",322.725456,340.85525,335.303662,4504,4707,8569,332.961456,57.87296,57.87296,5.67257797127917
"CTNNBIP1","Ctnnbip1",12.538434,9.805035,9.440094,363,293,597,10.594521,24.31584,24.31584,0.45799471793154
"CTNNBL1","Ctnnbl1",20.477161,21.62373,15.66493,295,250,378,19.2552736666667,57.02619,57.02619,0.349071232604909
"CTNND1","Ctnnd1",20.809195,16.097678,17.792879,983,895,1788,18.2332506666667,27.75519,27.75519,0.668861887772839
"CTNND2","Ctnnd2",61.481738,55.689539,58.381603,2146,2212,3996,58.5176266666667,29.89824,29.89824,1.92624650034004
"CTNS","Ctns",6.539858,5.330327,6.594736,156,129,317,6.15497366666667,15.14775,15.14775,0.44309415656464
"CTPS2","Ctps2",104.730526,98.855366,100.076552,317,349,662,101.220814666667,3.81568,3.81568,21.2266626243161
"CTR9","Ctr9",15.422036,19.58498,17.250533,568,622,1080,17.419183,10.80936,10.80936,1.55971051775879
"CTRB2","Ctrb1",0,0,0,0,0,0,0,0.21953,0.21953,0.819988028174789
"CTRC","Ctrc",0,0,0,0,0,0,0,0.4077,0.4077,0.710378631810755
"CTSA","Ctsa",69.357678,58.700541,53.849524,767,757,1361,60.6359143333333,168.60099,168.60099,0.363417184848587
"CTSB","Ctsb",177.901232,210.263061,180.835328,4976,5584,9462,189.666540333333,1246.1085,1246.1085,0.152886890221126
"CTSC","Ctsc",4.45623,4.049484,2.87247,101,119,197,3.792728,51.14063,51.14063,0.0919192575923996
"CTSD","Ctsd",94.934258,95.424636,88.132924,2364,2333,4205,92.830606,1257.87962,1257.87962,0.0745350107423298
"CTSE","Ctse",0,0.036364,0.044249,0,1,2,0.026871,0,0,1.026871
"CTSF","Ctsf",39.163761,49.665813,40.410141,410,469,889,43.079905,108.03092,108.03092,0.404288113867149
"CTSG","Ctsg",0.088327,0,0,1,0,0,0.0294423333333333,2.35213,2.35213,0.307100957699532
"CTSH","Ctsh",11.318554,12.01629,10.48174,87,86,189,11.2721946666667,125.83396,125.83396,0.0967579555717307
"CTSK","Ctsk",1.056368,1.081595,1.718612,20,20,62,1.285525,17.99121,17.99121,0.120346465549062
"CTSO","Ctso",6.590116,7.867206,7.376641,306,350,641,7.27798766666667,13.88282,13.88282,0.556210964499111
"CTSS","Ctss",36.097239,37.751553,36.26843,598,611,1144,36.7057406666667,26.17664,26.17664,1.38743202495477
"CTSW","Ctsw",0.467541,0,0.179823,7,0,3,0.215788,1.29629,1.29629,0.52945751625448
"CTSZ","Ctsz",15.940613,16.559486,15.406037,279,288,524,15.968712,270.78816,270.78816,0.0624335953413129
"CTTN","Cttn",73.296008,73.127486,69.431927,1038,971,1803,71.951807,73.29251,73.29251,0.981953725887038
"CTTNBP2","Cttnbp2",49.102262,48.570801,51.570428,1434,1332,2991,49.7478303333333,2.45667,2.45667,14.6811325157835
"CTTNBP2NL","Cttnbp2nl",7.212642,6.40198,6.581092,382,358,660,6.73190466666667,4.90289,4.90289,1.30985071154412
"CTU1","Ctu1",1.838147,2.259467,1.728896,53,70,108,1.94217,9.01129,9.01129,0.29388520360513
"CTU2","Ctu2",19.105996,28.819133,30.999134,96,114,191,26.3080876666667,25.37169,25.37169,1.03550768519828
"CTXN1","Ctxn1",142.542413,188.455468,164.880642,1869,2578,4499,165.292841,30.89136,30.89136,5.21435401312456
"CTXN2","Ctxn2",14.173832,20.022686,14.308152,57,80,113,16.1682233333333,1.42173,1.42173,7.0892392353125
"CTXN3","Ctxn3",2.391123,2.962712,2.602636,27,33,62,2.652157,1.589,1.589,1.41064387794515
"CUBN","Cubn",0.030625,0.08738,0.140262,5,14,16,0.086089,0.44952,0.44952,0.749274932391412
"CUEDC2","Cuedc2",83.299564,95.760299,91.361172,673,712,1312,90.140345,169.60457,169.60457,0.53421983361876
"CUL1","Cul1",121.37176,117.051259,118.974347,1325,1372,2429,119.132455333333,33.89164,33.89164,3.44301544247657
"CUL2","Cul2",31.766328,34.933406,34.119395,640,730,1203,33.6063763333333,26.96069,26.96069,1.23767962569355
"CUL3","Cul3",93.161168,97.457179,88.888562,1795,1687,3016,93.1689696666667,78.4672,78.4672,1.18500424913256
"CUL4A","Cul4a",28.757521,46.543018,34.589691,744,805,1411,36.6300766666667,47.61765,47.61765,0.774000320185502
"CUL4B","Cul4b",10.502801,11.322461,9.903562,494,517,882,10.5762746666667,13.38103,13.38103,0.804968397024877
"CUL5","Cul5",14.563737,19.979101,14.268618,848,884,1469,16.2704853333333,6.36644,6.36644,2.34448191166063
"CUL7","Cul7",4.854105,5.356284,5.733113,270,315,602,5.31450066666667,7.33866,7.33866,0.757256041937993
"CUL9","Cul9",13.202312,11.26383,12.221808,663,692,1385,12.2293166666667,22.61185,22.61185,0.560282937028088
"CUTA","Cuta",36.926563,34.711023,31.406226,205,224,401,34.3479373333333,312.5307,312.5307,0.112741550774241
