"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"NFKB2","Nfkb2",0.996079,0.535406,0.737855,30,24,74,0.756446666666667,6.26189,10.52828,15.29388,10.6946833333333,0.150191896317557
"NFKBIA","Nfkbia",11.649503,11.537738,12.886659,161,146,375,12.0246333333333,81.23889,61.40113,86.58522,76.4084133333333,0.168258626840045
"NFKBIB","Nfkbib",8.445998,9.178272,9.534901,120,132,272,9.053057,32.23713,43.08027,39.89519,38.4041966666667,0.255126556316886
"NFKBID","Nfkbid",0.624911,0.582545,0.803706,16,15,41,0.670387333333333,6.75886,5.19505,25.84666,12.60019,0.122820882159244
"NFKBIE","Nfkbie",0.549934,0.594573,0.57738,17,19,36,0.573962333333333,6.27845,4.39369,15.51237,8.72817,0.161794287449061
"NFKBIL1","Nfkbil1",3.712321,4.92626,3.130271,51,72,94,3.92295066666667,23.19218,26.38977,33.12218,27.5680433333333,0.172323690818634
"NFKBIZ","Nfkbiz",8.471864,1.069416,13.33406,44,49,90,7.62511333333333,4.67157,5.74772,10.68387,7.03438666666667,1.07352479923794
"NFRKB","Nfrkb",5.414366,4.224938,6.194565,321,256,619,5.27795633333333,16.33392,16.16546,6.92594,13.1417733333333,0.443929922037123
"NFS1","Nfs1",19.843015,20.916785,15.633828,292,337,620,18.797876,51.18845,45.65016,50.51351,49.1173733333333,0.395030199773705
"NFU1","Nfu1",26.335713,29.998523,26.367964,222,266,462,27.5674,43.25341,37.69178,48.19758,43.04759,0.648557616886645
"NFX1","Nfx1",24.34093,24.629468,27.203721,962,1022,1984,25.391373,20.87296,19.45382,18.94257,19.75645,1.2714781670276
"NFYA","Nfya",8.107697,8.470101,7.849819,232,237,426,8.142539,10.0886,10.30721,7.71249,9.36943333333333,0.881681641234011
"NFYB","Nfyb",16.071706,22.300897,20.615778,447,440,872,19.6627936666667,27.58213,30.53476,28.14074,28.7525433333333,0.694488314332343
"NFYC","Nfyc",21.140182,24.953974,27.072247,315,325,582,24.388801,61.34331,53.60855,73.38879,62.7802166666667,0.398067023395186
"NGB","Ngb",2.857854,3.613139,2.243087,51,71,83,2.90469333333333,3.9758,4.11736,35.19778,14.4303133333333,0.253053405266776
"NGDN","Ngdn",19.342901,36.518372,15.833136,114,107,207,23.8981363333333,26.1409,26.44504,27.57269,26.7195433333333,0.898215963875307
"NGEF","Ngef",120.01309,139.728027,124.667842,3229,3839,6804,128.136319666667,399.70062,284.73323,163.42606,282.61997,0.455314622826688
"NGF","Ngf",2.845753,1.663637,1.177076,16,18,27,1.89548866666667,1.97134,0.7461,1.74787,1.48843666666667,1.1635774000008
"NGFR","Ngfr",0.973271,0.860123,0.691889,45,40,63,0.841761,2.88246,0.96716,1.24536,1.69832666666667,0.68255672033779
"NGLY1","Ngly1",7.867236,8.631523,10.823388,234,249,491,9.10738233333333,14.1141,10.30721,15.16279,13.1947,0.712053254618508
"NGRN","Ngrn",13.55498,14.258514,13.326238,239,260,469,13.713244,339.10277,313.22313,401.46442,351.26344,0.0417677292880578
"NHEJ1","Nhej1",0.993506,1.442531,1.001264,12,17,23,1.145767,7.81908,14.9496,7.82173,10.1968033333333,0.191641036831643
"NHLH1","Nhlh1",0,0.124369,0.17458,0,4,11,0.0996496666666667,3.59479,2.32119,0.83024,2.24874,0.338484971609506
"NHLH2","Nhlh2",0.183157,0.201478,0.102344,7,7,7,0.162326333333333,0.64607,0.6632,1.37645,0.89524,0.613287147450103
"NHLRC1","Nhlrc1",5.130581,5.364034,4.556975,140,150,254,5.01719666666667,2.63397,2.79096,3.01508,2.81333666666667,1.57793480949754
"NHLRC2","Nhlrc2",3.056753,3.358338,3.487747,264,294,584,3.300946,1.54062,1.54746,0.96133,1.34980333333333,1.83034296487224
"NHLRC3","Nhlrc3",2.464471,2.201167,2.495523,149,151,278,2.38705366666667,14.27976,10.74934,14.28886,13.1059866666667,0.240114622727561
"NHLRC4","Nhlrc4",0.177345,0.526956,2.827415,5,3,8,1.17723866666667,0.11596,1.658,0.45882,0.74426,1.24823057724575
"NHP2","Nhp2",17.38977,20.944536,16.405882,166,208,324,18.2467293333333,207.17241,184.23102,140.9222,177.441876666667,0.107859935643283
"NHSL1","Nhsl1",3.207977,2.982126,4.63717,278,245,530,3.609091,9.92294,11.96521,10.90235,10.9301666666667,0.386339196155404
"NHSL2","Nhsl2",6.800264,7.638843,7.940407,956,1187,2080,7.459838,1.85537,1.8238,0.26218,1.31378333333333,3.6562792540356
"NICN1","Nicn1",30.309627,36.996796,29.543014,722,886,1456,32.2831456666667,52.48059,45.12513,68.01408,55.2066,0.592157249623117
"NID1","Nid1",2.702113,2.071395,2.213013,144,111,250,2.32884033333333,6.0134,6.32802,2.49072,4.94404666666667,0.560029306633977
"NID2","Nid2",0.589358,0.617348,0.856468,37,38,57,0.687724666666667,5.58269,8.17945,3.05878,5.60697333333333,0.255445963154082
"NIF3L1","Nif3l1",8.291851,10.677155,9.303577,195,199,380,9.42419433333333,28.37729,13.4574,16.12412,19.3196033333333,0.513011704132676
"NIN","Nin",18.371327,21.70953,17.141079,819,685,1536,19.0739786666667,9.39283,12.49024,7.88727,9.92344666666667,1.83769640473672
"NINJ1","Ninj1",6.639732,6.864281,6.908313,71,90,159,6.80410866666667,43.4025,48.16479,45.57577,45.7143533333333,0.167060188353244
"NINJ2","Ninj2",0.881668,0.712553,1.449141,8,6,25,1.014454,15.19088,11.13621,18.76778,15.0316233333333,0.125655023082503
"NINL","Ninl",1.37395,2.38557,1.87647,72,68,136,1.87866333333333,16.58241,19.14986,11.84183,15.8580333333333,0.17075914351417
"NIP7","Nip7",13.490671,15.071301,13.029036,239,251,406,13.8636693333333,8.7799,6.96358,8.69566,8.14638,1.62508766674174
"NIPA1","Nipa1",18.261258,20.841232,17.800759,763,864,1453,18.9677496666667,22.09883,33.43626,14.92246,23.48585,0.815481172459468
"NIPA2","Nipa2",17.761348,16.698753,17.55067,462,433,773,17.3369236666667,24.0039,21.24999,16.03673,20.4302066666667,0.855657808246366
"NIPAL1","Nipal1",0.016864,0.052048,0.044543,1,3,5,0.0378183333333333,3.87641,3.12256,1.46384,2.82093666666667,0.271613592129679
"NIPAL2","Nipal2",2.626142,2.434985,2.190785,106,102,194,2.417304,35.63312,4.11736,16.16782,18.6394333333333,0.174002169105354
"NIPAL3","Nipal3",23.091307,28.979319,23.155556,1155,1401,2417,25.075394,52.51372,45.37383,39.23973,45.7090933333333,0.558250913027071
"NIPAL4","Nipal4",0.93641,0.797233,0.832322,44,37,76,0.855321666666667,1.80568,0.88426,1.70418,1.46470666666667,0.752755567937767
"NIPBL","Nipbl",5.907376,5.842836,6.025113,814,787,1581,5.92510833333333,21.50246,21.16709,19.51062,20.7267233333333,0.318736894978948
"NIPSNAP1","Nipsnap1",40.928055,41.850508,34.429022,515,556,909,39.069195,67.25732,57.53247,46.73374,57.17451,0.688775805760977
"NIPSNAP3B","Nipsnap3b",5.85298,10.539116,5.214857,67,77,121,7.20231766666667,9.09465,6.13459,5.30916,6.84613333333333,1.04539616116643
"NISCH","Nisch",201.452534,219.318619,204.0582,3838,4065,7815,208.276451,111.55438,84.66834,137.07689,111.09987,1.86687505525207
"NIT1","Nit1",20.170675,19.270752,18.538558,291,257,513,19.3266616666667,43.70069,28.87677,31.5054,34.6942866666667,0.569465412111705
"NIT2","Nit2",5.745535,8.797883,6.827001,76,85,127,7.123473,24.99785,23.81988,19.27029,22.6960066666667,0.342820337378928
"NKAIN1","Nkain1",14.794429,11.471524,11.950732,158,136,282,12.738895,7.20614,4.00682,10.66202,7.29166,1.65695349302793
"NKAIN2","Nkain2",36.694405,57.738381,69.189862,614,701,1250,54.5408826666667,73.65173,149.1644,97.57497,106.797033333333,0.51523572541112
"NKAIN3","Nkain3",1.18253,0.774714,0.894338,74,48,104,0.950527333333333,27.10172,24.75941,34.41124,28.7574566666667,0.0655475148693823
"NKAIN4","Nkain4",56.248792,66.549269,60.811964,167,166,308,61.2033416666667,98.79868,133.77267,55.75713,96.1094933333333,0.640548514172044
"NKAP","Nkap",7.78194,4.833953,7.035976,158,177,367,6.550623,10.48618,10.25194,11.57965,10.77259,0.641373138791039
"NKAPL","Nkapl",0.112096,0.11267,0.05764,2,2,2,0.0941353333333333,2.6174,1.8238,1.3109,1.91736666666667,0.375042104180711
"NKD1","Nkd1",3.465812,4.958859,4.630983,99,147,252,4.35188466666667,8.21666,19.73016,24.03324,17.3266866666667,0.292026854827005
"NKD2","Nkd2",0.725602,0.45878,0.935034,38,25,68,0.706472,5.05258,4.58712,18.57114,9.40361333333333,0.164026857335464
"NKG7","Nkg7",0,0,0.126273,0,0,1,0.042091,3.62792,1.51983,4.76295,3.30356666666667,0.242145894490616
"NKIRAS1","Nkiras1",38.665087,42.969867,36.527326,689,730,1213,39.3874266666667,26.48878,22.24478,24.09879,24.27745,1.59776506992069
"NKIRAS2","Nkiras2",4.665033,3.159608,2.546859,79,82,114,3.45716666666667,11.82801,12.46261,12.71577,12.3354633333333,0.33423410610155
"NKPD1","Nkpd1",0.226126,0.20712,0.273958,6,6,16,0.235734666666667,0.31475,0.6632,0.91763,0.63186,0.757255320105074
"NKRF","Nkrf",8.255973,9.165185,7.999584,371,404,686,8.47358066666667,12.59004,6.35565,20.27532,13.07367,0.673142163107893
"NKTR","Nktr",46.301888,30.693864,47.063894,1911,1386,3852,41.3532153333333,44.82717,31.3085,25.82481,33.9868266666667,1.21054749368524
"NLE1","Nle1",8.384474,6.846343,6.872161,65,57,125,7.36765933333333,8.34918,8.92555,7.5814,8.28537666666667,0.901165309036108
"NLGN1","Nlgn1",15.334526,15.988549,13.718263,1002,1034,1694,15.0137793333333,11.76175,11.32964,8.32424,10.4718766666667,1.39591627408826
"NLGN2","Nlgn2",76.829739,90.912862,91.399691,2445,2596,4782,86.380764,104.48076,86.21581,60.95705,83.88454,1.02940728665078
"NLGN3","Nlgn3",12.569644,14.999796,14.621496,1248,1216,2307,14.0636453333333,47.09669,52.19925,42.29851,47.19815,0.312535757769403
"NLK","Nlk",51.374785,42.41784,41.331937,1542,1341,2484,45.0415206666667,30.18296,26.41741,68.16702,41.58913,1.08106271874224
"NLN","Nln",16.141382,20.155399,16.045662,320,409,707,17.447481,5.40046,5.88589,4.47892,5.25509,2.94919513548166
"NLRC3","Nlrc3",0.236981,0.27316,0.418804,15,15,43,0.309648333333333,2.0376,2.10013,1.00503,1.71425333333333,0.48250777377695
"NLRC4","Nlrc4",0.165117,0.274016,0.163715,11,17,21,0.200949333333333,1.39153,0.4974,0.87394,0.920956666666667,0.625182938362309
"NLRC5","Nlrc5",0.580032,0.370991,0.198845,18,10,24,0.383289333333333,13.00419,12.13101,18.04678,14.3939933333333,0.0898590315963066
"NLRP1","Nlrp1a",0.057116,0.058372,0.059954,3,3,6,0.0584806666666667,191.96497,191.38804,254.77424,212.709083333333,0.00495290443511799
"NLRP10","Nlrp10",0.162418,0.160857,0.115685,10,10,14,0.14632,0,0,0,0,1.14632
"NLRP12","Nlrp12",0.026778,0.274017,0.042334,1,4,3,0.114376333333333,1.06021,1.76853,1.63863,1.48912333333333,0.447698319488655
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0,0.11053,0,0.0368433333333333,0.964465862730789
"NLRP3","Nlrp3",0.180762,0.129665,0.410578,10,7,18,0.240335,3.46226,0.829,3.80162,2.69762666666667,0.335440841332458
"NLRP4","Nlrp4c",0,0,0.012615,0,0,1,0.004205,0,0,0,0,1.004205
"NLRP5","Nlrp5",0.037042,0.022502,0.077745,1,1,1,0.045763,0,0,0,0,1.045763
"NLRP6","Nlrp6",0.187788,0.163162,0.24393,11,10,25,0.198293333333333,0,0.11053,0.13109,0.08054,1.10897637600953
"NLRP9","Nlrp9b",0.329928,0,1.031336,1,0,6,0.453754666666667,0.49698,0.1658,0.17479,0.27919,1.13646500259279
"NLRX1","Nlrx1",1.137479,1.389621,1.785391,56,55,130,1.437497,10.13829,7.10175,4.54447,7.26150333333333,0.295042790839924
"NMB","Nmb",2.251929,1.792928,2.998775,15,9,27,2.34787733333333,3.85984,8.92555,10.11581,7.63373333333333,0.387767053263942
"NMBR","Nmbr",2.52425,1.416936,2.039491,34,24,71,1.993559,0.86142,0.3316,0.17479,0.455936666666667,2.05610523351519
"NMD3","Nmd3",18.149594,19.912937,18.020965,298,275,560,18.6944986666667,17.47696,11.57834,8.82676,12.6273533333333,1.44521817149136
"NME1","Nme1",132.88068,120.216865,125.57651,1028,1006,1962,126.224685,134.61403,118.98887,208.7615,154.121466666667,0.820161694792296
"NME2","Nme2",59.879592,65.825282,65.139421,445,504,959,63.614765,270.20544,211.58796,190.62732,224.14024,0.286997850761818
"NME3","Nme3",13.89118,20.332554,21.087307,73,103,219,18.4370136666667,106.51836,139.07825,111.4924,119.02967,0.161935075441486
"NME4","Nme4",0.998144,1.830821,2.172788,10,17,40,1.667251,124.88988,153.14359,178.34852,152.12733,0.0174185169949741
"NME5","Nme5",9.024585,12.343132,10.457295,48,57,109,10.6083373333333,26.671,34.98372,39.56746,33.7407266666667,0.334142041550081
"NME6","Nme6",6.916722,4.978093,7.831786,29,30,60,6.57553366666667,14.09753,17.16026,14.57289,15.2768933333333,0.46541643491346
"NME7","Nme7",15.476178,13.608575,15.797951,113,120,277,14.9609013333333,233.5121,211.83666,564.82494,336.724566666667,0.047260113443529
"NME8","Nme8",0.073588,0,0.038551,1,0,1,0.0373796666666667,2.36892,0,0,0.78964,0.579658292543007
"NMI","Nmi",2.421058,1.971345,2.885196,20,23,51,2.42586633333333,3.01498,4.89109,2.92769,3.61125333333333,0.742936049201374
"NMNAT1","Nmnat1",2.523063,1.998884,2.413529,67,49,128,2.31182533333333,12.67287,10.72171,10.70572,11.3667666666667,0.267800422099013
"NMNAT2","Nmnat2",28.875333,29.810744,26.718729,1691,1728,2996,28.4682686666667,80.50999,45.8436,56.71846,61.0240166666667,0.475110614409848
"NMNAT3","Nmnat3",1.409404,1.537137,1.113133,37,30,58,1.35322466666667,19.46486,13.789,21.04001,18.0979566666667,0.123218661961568
"NMRAL1","Nmral1",6.316402,5.983568,5.246918,103,102,169,5.84896266666667,98.73241,79.72199,65.43597,81.29679,0.0832227194604633
"NMRK1","Nmrk1",1.654883,2.316571,2.485195,39,44,89,2.15221633333333,25.31261,21.24999,27.22311,24.5952366666667,0.123156365943611
"NMRK2","Nmrk2",0.084059,0.097721,0.089477,2,2,4,0.090419,0.53011,0.44213,0.93948,0.63724,0.66601048105348
"NMS","Nms",0.088725,0,0,1,0,0,0.029575,0,0,1.20166,0.400553333333333,0.735120166791221
"NMT1","Nmt1",43.415539,50.620733,45.742178,1875,1925,3460,46.5928166666667,76.58388,60.48923,92.3969,76.4900033333333,0.614180082841653
"NMT2","Nmt2",25.313414,24.394644,23.7512,1354,1251,2311,24.4864193333333,34.35756,30.25843,28.49032,31.0354366666667,0.795569593713462
"NMU","Nmu",0,0,0,0,0,0,0,0.82829,1.46456,1.24536,1.17940333333333,0.458841181301916
"NMUR1","Nmur1",0.069398,0,0.054824,1,0,2,0.0414073333333333,0.0994,0.0829,0.21848,0.133593333333333,0.918678067972642
"NMUR2","Nmur2",0.109718,0.022446,0.034589,5,1,3,0.0555843333333333,0,0.52503,0.96133,0.495453333333333,0.705862436362664
"NNAT","Nnat",81.806092,72.958329,71.706312,986,942,1756,75.4902443333333,824.68072,800.50823,179.76867,601.65254,0.126922628308068
"NNMT","Nnmt",1.313248,0.222977,0.535573,7,2,5,0.690599333333333,2.70023,2.76333,17.95939,7.80765,0.191946697851678
"NNT","Nnt",1.31846,0.777575,0.411238,55,32,34,0.835757666666667,28.06254,31.28086,49.00597,36.1164566666667,0.0494593997253869
"NOA1","Noa1",12.165528,15.220554,14.585021,127,161,287,13.9903676666667,7.60372,5.94115,6.00831,6.51772666666667,1.99400275260518
"NOB1","Nob1",11.018203,16.810423,12.911646,198,210,376,13.5800906666667,32.55188,28.95967,15.97118,25.8275766666667,0.543474009890072
"NOBOX","Nobox",0,0.04141,0,0,1,0,0.0138033333333333,0,0,0,0,1.01380333333333
"NOC2L","Noc2l",25.302122,20.642239,23.915702,768,677,1359,23.2866876666667,49.4159,41.94731,69.56532,53.6428433333333,0.444462370278072
"NOC3L","Noc3l",3.18578,2.555177,3.06315,176,138,322,2.93470233333333,3.3463,5.94115,3.34281,4.21008666666667,0.75520861457199
"NOC4L","Noc4l",7.429865,7.228537,10.664576,116,143,291,8.44099266666667,26.45565,25.67131,35.48181,29.2029233333333,0.312585393224078
"NOD1","Nod1",4.5958,1.658373,3.306108,56,35,111,3.18676033333333,2.79963,2.45936,3.49574,2.91824333333333,1.06852994496683
"NOD2","Nod2",0.331854,0.212262,0.227819,22,14,29,0.257311666666667,0.29819,0.80136,2.55626,1.21860333333333,0.566713142352321
"NODAL","Nodal",0.110626,0.111237,0.209181,3,3,11,0.143681333333333,0.54667,0.1658,1.00503,0.5725,0.727301324854266
"NOG","Nog",2.813992,2.729789,2.891417,50,52,112,2.81173266666667,10.17143,11.85467,4.63186,8.88598666666667,0.385569270442067
"NOL10","Nol10",4.676711,5.779704,5.449642,194,234,430,5.302019,7.83564,8.73211,8.30239,8.29004666666667,0.678362469653902
"NOL11","Nol11",16.555705,13.985898,16.707784,283,292,529,15.7497956666667,24.02047,12.29681,19.44508,18.5874533333333,0.855128810347304
"NOL12","Nol12",13.05887,15.122456,13.796266,133,145,263,13.9925306666667,30.43145,25.00811,30.19449,28.5446833333333,0.507452745304993
"NOL3","Nol3",4.226351,5.783287,5.11503,180,247,429,5.041556,58.1958,90.72003,70.11153,73.00912,0.0816325879837512
"NOL4","Nol4",84.453241,74.442921,55.993169,1065,1147,2052,71.629777,40.98389,31.52956,62.57383,45.0290933333333,1.57791022460577
"NOL6","Nol6",28.735727,30.340429,25.619561,1099,1222,2243,28.2319056666667,19.26607,17.10499,16.45185,17.6076366666667,1.57096283586793
"NOL7","Nol7",42.380569,29.495372,80.810694,260,245,471,50.895545,46.94759,45.31856,36.83641,43.0341866666667,1.17852852359561
"NOL8","Nol8",10.698562,10.128525,7.471513,321,329,551,9.43286666666667,15.17431,17.74056,24.71054,19.20847,0.516262075588437
"NOL9","Nol9",4.696103,5.137279,4.945359,218,232,421,4.926247,8.54797,8.56631,9.89733,9.00387,0.592395442963573
"NOLC1","Nolc1",14.423695,16.449862,15.598676,600,649,1230,15.4907443333333,49.54843,31.19796,25.45339,35.3999266666667,0.453043339464603
"NOM1","Nom1",11.704882,15.16014,10.490347,301,328,603,12.4517896666667,7.07361,6.10695,6.24864,6.4764,1.7992335437733
"NOMO3","Nomo1",23.273098,23.942284,20.909277,1341,1355,2277,22.7082196666667,24.84876,12.10337,11.71074,16.2209566666667,1.37670746901982
"NONO","Nono",72.255085,74.332517,70.60243,1127,1150,2121,72.3966773333333,237.67013,223.69133,218.46219,226.607883333333,0.32246983829573
"NOP10","Nop10",15.916746,16.366349,14.057663,201,203,340,15.4469193333333,174.50457,95.66638,245.27018,171.81371,0.0951713804034028
"NOP14","Nop14",15.873357,11.45866,9.839272,202,209,337,12.3904296666667,14.21349,14.47983,13.19644,13.9632533333333,0.894887586834948
"NOP16","Nop16",13.240023,12.166062,10.164604,132,146,237,11.8568963333333,30.66337,26.58321,25.9559,27.73416,0.447442915795462
"NOP2","Nop2",7.463867,6.532454,5.750241,228,225,385,6.58218733333333,22.24793,19.53672,18.4619,20.0821833333333,0.359649055956412
"NOP56","Nop56",95.958443,91.267032,112.624505,582,598,1204,99.9499933333333,151.41179,118.62963,142.86671,137.636043333333,0.728165568679795
"NOP58","Nop58",42.960921,50.116361,49.564005,486,548,967,47.5470956666667,38.08487,27.08061,62.26795,42.47781,1.1165947794212
"NOP9","Nop9",3.606303,3.680003,3.553531,107,82,180,3.613279,9.88981,10.33484,6.51082,8.91182333333333,0.46543192355796
"NOS1","Nos1",4.385528,4.168462,4.429742,632,588,1091,4.32791066666667,19.54769,7.84785,2.7529,10.04948,0.482186552368679
"NOS1AP","Nos1ap",48.236325,55.894384,45.745783,860,862,1508,49.9588306666667,6.0134,3.09493,16.97621,8.69484666666667,5.25628020934833
"NOS2","Nos2",0.084778,0.171491,0.175659,5,4,12,0.143976,0.77859,0.52503,2.16299,1.15553666666667,0.530715166060734
"NOS3","Nos3",1.799994,1.535333,1.716734,102,87,190,1.68402033333333,12.93792,15.3641,19.64172,15.9812466666667,0.158057908587002
"NOSIP","Nosip",23.501343,28.722877,26.495924,309,334,546,26.240048,56.87053,54.85204,36.09356,49.2720433333333,0.541852811101836
"NOSTRIN","Nostrin",3.191247,1.371776,3.727618,51,31,109,2.763547,15.60502,21.05655,14.85691,17.1728266666667,0.2070975016178
"NOTCH1","Notch1",6.457122,42.526017,15.080344,352,372,672,21.3544943333333,13.50116,19.09459,9.89733,14.16436,1.47414690322133
"NOTCH2","Notch2",1.481686,1.674436,1.800092,226,251,525,1.65207133333333,10.85063,14.39693,9.65699,11.63485,0.209901291533602
"NOTCH3","Notch3",2.657313,3.808877,3.269633,201,219,480,3.24527433333333,18.80223,31.8059,12.23511,20.9477466666667,0.193426432235109
"NOTCH4","Notch4",3.635753,1.710077,8.983268,104,68,192,4.776366,19.99497,29.4847,23.48703,24.3222333333333,0.228114397492586
"NOTO","Noto",0,0,0,0,0,0,0,0,0,0,0,1
"NOTUM","Notum",2.306398,1.674363,1.620199,26,22,42,1.86698666666667,1.73941,2.37646,2.55626,2.22404333333333,0.889251902114632
"NOVA1","Nova1",18.818547,22.734201,16.225319,795,859,1454,19.2593556666667,105.59067,119.1823,261.08843,161.9538,0.124325763907725
"NOX1","Nox1",0.116902,0.184276,0.046097,4,2,3,0.115758333333333,2.23639,3.45416,2.29408,2.66154333333333,0.304723509121381
"NOX3","Nox3",0,0.044372,0.022757,0,1,1,0.0223763333333333,0,0,0,0,1.02237633333333
"NOX4","Nox4",0.498534,0.516101,0.785811,9,9,23,0.600148666666667,1.14304,0.55267,0.83024,0.841983333333333,0.868709633637655
"NOXA1","Noxa1",0,0,0,0,0,0,0,22.81116,20.58679,33.66839,25.68878,0.0374689288907174
"NOXO1","Noxo1",0.616226,0.450244,1.300442,13,12,27,0.788970666666667,7.60372,5.74772,6.11755,6.48966333333333,0.238858622483699
"NOXRED1","Noxred1",0.551341,0.893653,0.808503,9,15,25,0.751165666666667,1.65658,1.21586,0.56806,1.14683333333333,0.815697073208602
"NPAS1","Npas1",2.213861,2.422222,2.721716,53,61,138,2.45259966666667,3.28004,3.73049,25.19121,10.7339133333333,0.294241108536112
"NPAS2","Npas2",9.430826,7.260607,8.211661,527,421,899,8.30103133333333,77.56127,60.48923,40.92206,59.65752,0.15333682177137
"NPAS3","Npas3",7.698242,18.682978,3.187764,123,134,214,9.856328,59.83582,62.58936,46.64634,56.3571733333333,0.189275854598135
"NPAS4","Npas4",3.577806,2.393303,3.102434,140,118,243,3.02451433333333,0.94425,1.71326,4.0638,2.24043666666667,1.24196666910118
"NPAT","Npat",5.559459,4.706131,4.604492,345,345,640,4.956694,5.93057,3.84102,2.7966,4.18939666666667,1.14785867849763
"NPB","Npb",0.269222,0.240657,0.24158,1,1,2,0.250486333333333,0.19879,0,0.80839,0.335726666666667,0.936184299182967
"NPBWR1","Npbwr1",0.157917,0.381034,0.197949,8,19,19,0.245633333333333,0,0.05527,0,0.0184233333333333,1.22309975877746
"NPC1","Npc1",15.504323,15.078616,14.28246,758,775,1415,14.955133,50.0951,31.86116,34.9356,38.9639533333333,0.399238105072354
"NPC1L1","Npc1l1",0.252847,0.242522,0.282561,16,15,34,0.25931,0.29819,0.0829,0.0437,0.141596666666667,1.10311289159335
"NPC2","Npc2",12.552948,10.979189,11.162307,516,464,885,11.5648146666667,118.72739,98.04285,81.58194,99.4507266666667,0.125084358108841
"NPDC1","Npdc1",103.51851,111.259166,117.52853,1085,1111,2307,110.768735333333,367.84451,315.76539,466.66006,383.42332,0.290743900066555
"NPEPL1","Npepl1",4.258726,6.187892,5.409027,99,99,191,5.285215,75.37458,54.96258,49.46479,59.9339833333333,0.10314794234963
"NPEPPS","Npepps",90.042286,61.367625,84.612152,1661,1619,3045,78.674021,126.86121,112.66085,128.0098,122.51062,0.645078301768706
"NPFF","Npff",1.366607,0.640583,1.067982,11,7,17,1.02505733333333,5.71522,7.59915,6.40158,6.57198333333333,0.267440807010052
"NPFFR2","Npffr2",0.193541,0.098642,0.075926,4,2,3,0.122703,0.49698,0.60793,0.58991,0.56494,0.717409613148108
"NPHP1","Nphp1",4.097578,5.836375,6.835354,124,117,258,5.589769,8.64737,15.17067,5.4621,9.76004666666667,0.612429407059573
"NPHP3","Nphp3",17.441246,16.203149,13.601271,84,83,183,15.7485553333333,16.97999,15.447,10.83681,14.4212666666667,1.08606871895521
"NPHP4","Nphp4",3.124672,3.499336,2.551653,146,175,306,3.05855366666667,14.92582,12.76657,15.09725,14.2632133333333,0.265904274416658
"NPHS1","Nphs1",0.96129,0.603766,0.780818,16,22,39,0.781958,0.51354,0.5803,0.80839,0.634076666666667,1.09049840582755
"NPHS2","Nphs2",0.120294,0.266041,0.376305,5,11,16,0.254213333333333,0,0,0,0,1.25421333333333
"NPL","Npl",2.026386,1.918757,1.76955,43,40,71,1.90489766666667,26.1906,34.87319,29.36425,30.14268,0.0932770611478096
"NPLOC4","Nploc4",20.84866,18.53853,19.402293,647,700,1246,19.5964943333333,47.49427,40.70381,42.97581,43.72463,0.46051793683555
"NPM1","Npm1",96.048125,107.697752,109.876705,1196,1233,2278,104.540860666667,394.7143,314.21793,235.59134,314.84119,0.33415800094556
"NPM2","Npm2",0,0.181999,0.3493,0,2,4,0.177099666666667,98.08635,63.63942,347.6955,169.80709,0.00689139816541964
"NPM3","Npm3",5.247544,5.033448,4.507153,50,43,77,4.92938166666667,15.12461,9.83744,10.2906,11.7508833333333,0.46501732559705
"NPNT","Npnt",3.808431,5.036009,4.137147,242,284,508,4.32719566666667,8.26635,5.00162,2.77475,5.34757333333333,0.839249172387138
"NPPA","Nppa",0.219665,0.4442,0.057004,2,4,1,0.240289666666667,2.25295,3.34363,10.72757,5.44138333333333,0.192550202725605
"NPPB","Nppb",0,0,0,0,0,0,0,11.89427,5.33322,3.53944,6.92231,0.126225810401259
"NPPC","Nppc",2.16321,2.158391,1.551323,24,24,34,1.95764133333333,1.47436,1.93433,5.22177,2.87682,0.762903960806365
"NPR1","Npr1",1.697108,2.075052,1.159513,25,36,62,1.643891,1.90507,3.17783,0.83024,1.97104666666667,0.889885382704636
"NPR2","Npr2",31.125127,41.749324,38.631814,351,419,859,37.168755,30.19953,40.45511,23.42149,31.35871,1.17955119348083
"NPR3","Npr3",1.929797,1.487703,2.094463,156,133,300,1.837321,0.71233,0.7461,0.24033,0.566253333333333,1.81153389404864
"NPRL2","Nprl2",14.179865,16.478634,15.114064,227,233,411,15.257521,49.49873,31.19796,48.98412,43.2269366666667,0.36759319603189
"NPRL3","Nprl3",17.582738,21.126249,19.683773,211,222,433,19.4642533333333,50.75774,42.11311,46.79928,46.55671,0.430312637971242
"NPS","Nps",0,0,0.06011,0,0,1,0.0200366666666667,0.82829,0,0,0.276096666666667,0.799341220231487
"NPSR1","Npsr1",1.135155,2.047026,0.763357,31,33,51,1.31517933333333,0,0.11053,0.61176,0.240763333333333,1.86593145617348
"NPTN","Nptn",611.643009,696.202532,614.83042,6519,7313,12130,640.891987,323.49775,213.57755,185.25262,240.775973333333,2.65490395158096
