"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"ACTN4","Actn4",52.979119,53.63751,54.046956,1411,1322,2613,53.5545283333333,605.08392,637.55483,640.02714,627.555296666667,0.0867935225789124
"ACTR10","Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,94.92227,68.00548,97.15985,86.6958666666667,1.02834071997312
"ACTR1A","Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,84.3864,74.4993,79.79037,79.55869,0.801598594349867
"ACTR1B","Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,82.74638,66.76198,96.67919,82.0625166666667,1.57215318341546
"ACTR2","Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,77.5944,65.71192,67.97038,70.4255666666667,1.18306151345433
"ACTR3","Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,66.84317,54.07831,32.35749,51.09299,1.94634728524254
"ACTR3B","Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,70.88524,60.59976,35.35072,55.6119066666667,0.717707193751703
"ACTR5","Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,7.00735,4.94636,5.72428,5.89266333333333,0.676028085901966
"ACTR6","Actr6",11.04082,13.233711,10.107169,169,164,304,11.4605666666667,22.91056,19.42619,15.0317,19.1228166666667,0.619225771077442
"ACTR8","Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,18.55374,15.06013,11.47041,15.0280933333333,1.60401166451905
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,1
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0.22107,0,0.07369,0.931367526939806
"ACTRT3","Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,1.09335,0.69083,2.84029,1.54149,0.506611869415186
"ACVR1","Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,20.72387,14.34167,7.86543,14.3103233333333,0.568252423147171
"ACVR1B","Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,22.71177,19.23276,27.72562,23.2233833333333,0.990117716834216
"ACVR1C","Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,1.87194,0.4145,0.61176,0.966066666666667,2.74990098674172
"ACVR2A","Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,7.15644,6.13459,6.68561,6.65888,1.53645920378262
"ACVR2B","Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,0.71233,0.63557,0.50251,0.616803333333333,2.32082875468259
"ACVRL1","Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,30.6965,35.06662,9.85363,25.2055833333333,0.9044179643651
"ACY1","Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,21.70125,22.05135,19.77281,21.1751366666667,0.496350131476078
"ACY3","Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,3.59479,5.22269,3.60499,4.14082333333333,0.428910609001022
"ACYP1","Acyp1",17.566235,16.39642,14.898027,103,92,163,16.286894,28.46012,29.12547,44.26487,33.9501533333333,0.494615684089512
"ACYP2","Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,276.00348,372.55176,479.90019,376.15181,0.0377011518694996
"ADA","Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,7.9516,7.84785,7.82173,7.87372666666667,0.170038856279098
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,1
"ADAD2","Adad2",0,0,0.042343,0,0,2,0.0141143333333333,1.87194,1.43693,0.96133,1.4234,0.418467579984044
"ADAL","Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,17.52666,9.11898,13.39307,13.3462366666667,0.588624078184499
"ADAM10","Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,21.23741,19.75779,11.42672,17.4739733333333,0.980059478271413
"ADAM11","Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,12.93792,7.79258,39.74225,20.1575833333333,1.51564624189121
"ADAM12","Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,2.89902,4.17262,1.76972,2.94712,0.475015032057129
"ADAM15","Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,165.77438,142.67058,170.98561,159.81019,0.291599624377037
"ADAM17","Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,12.24216,12.10337,18.09048,14.1453366666667,0.598303966391415
"ADAM18","Adam18",0.348735,0.325276,1.454176,10,10,15,0.709395666666667,0,0,0,0,1.70939566666667
"ADAM19","Adam19",3.196038,2.621631,2.697094,233,235,395,2.83825433333333,2.30265,1.38166,4.47892,2.72107666666667,1.03149025864378
"ADAM1A","Adam1a",3.49633,2.379589,3.362294,190,129,360,3.07940433333333,4.73783,4.17262,2.40332,3.77125666666667,0.854995783780234
"ADAM1B","Adam1b",0.090653,0.095105,0.100435,4,4,9,0.0953976666666667,0.5798,1.1606,0.41512,0.718506666666667,0.63741252094842
"ADAM2","Adam2",0,0,0.089934,0,0,3,0.029978,0,0,0,0,1.029978
"ADAM20","Adam25",0,0,0,0,0,0,0,0.11596,0,0.08739,0.0677833333333333,0.936519581063574
"ADAM21","Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,0.79516,0.1658,0.24033,0.40043,0.862697647627276
"ADAM22","Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,11.67892,15.08777,11.75444,12.8403766666667,3.17187747539626
"ADAM23","Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,66.1971,41.50517,40.09182,49.2646966666667,1.02807089455562
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,13.13671,4.58712,6.24864,7.99082333333333,0.12556551179777
"ADAM29","Adam29",0,0,0,0,0,0,0,0.19879,0.4145,0.15294,0.25541,0.796552520690452
"ADAM32","Adam32",1.43203,0.563668,0.088941,2,2,5,0.694879666666667,3.56166,2.76333,7.29737,4.54078666666667,0.305891522022144
"ADAM33","Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,12.52378,18.43139,13.17459,14.70992,0.185829187333014
"ADAM3A","Adam3",0.029978,0.030545,0.015685,1,1,1,0.0254026666666667,0.34788,1.79616,0.78654,0.97686,0.518702723848258
"ADAM5","Adam5",0.108981,0.2155,0.095015,3,2,5,0.139832,0,0,0,0,1.139832
"ADAM7","Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,0.06626,0,0,0.0220866666666667,1.01512689726246
"ADAM8","Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,15.12461,6.88068,5.57134,9.19221,0.289264873205451
"ADAM9","Adam9",16.026197,14.423145,12.933197,751,695,1247,14.4608463333333,14.44541,11.79941,14.33255,13.52579,1.06437215004026
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0.0829,0.10924,0.0640466666666667,0.939808404393291
"ADAMTS1","Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,13.58399,6.18985,13.98298,11.2522733333333,0.222484398813608
"ADAMTS10","Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,7.98474,9.89271,21.2585,13.0453166666667,0.548175773893789
"ADAMTS12","Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,4.53904,1.21586,1.13612,2.29700666666667,0.311309652593969
"ADAMTS13","Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,12.95449,16.49706,14.96616,14.8059033333333,0.130965645536235
"ADAMTS15","Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,0.0994,0.35923,0.6336,0.364076666666667,1.4372471733016
"ADAMTS16","Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.21536,0.11053,0.61176,0.31255,1.09163282668597
"ADAMTS18","Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,1.37496,0.69083,0.65545,0.90708,0.819556250043697
"ADAMTS19","Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,6.75886,4.44896,2.7092,4.63900666666667,0.200848021696493
"ADAMTS2","Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,1.65658,2.90149,7.55955,4.03920666666667,0.579408994272908
"ADAMTS20","Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0,0,0,0,2.696404
"ADAMTS4","Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,13.10358,4.44896,8.8923,8.81494666666667,0.535551356366684
"ADAMTS5","Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.11596,0.13817,0.19664,0.150256666666667,1.0603879713803
"ADAMTS7","Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,1.02708,2.01723,3.40835,2.15088666666667,0.38121650413746
"ADAMTS8","Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,8.99525,9.03608,8.34609,8.79247333333333,0.162564411714848
"ADAMTSL1","Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,1.27557,0.88426,2.42517,1.52833333333333,0.870545286750165
"ADAMTSL2","Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,16.7812,10.74934,12.2788,13.26978,0.51480191005047
"ADAMTSL4","Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,5.01945,6.07932,1.26721,4.12199333333333,1.94429545007868
"ADAP2","Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,6.97422,6.07932,4.93774,5.99709333333333,0.442630749530281
"ADAR","Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,103.02297,85.91184,100.5682,96.5010033333333,0.371416499269529
"ADARB1","Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,17.26161,16.7734,16.05858,16.6978633333333,1.85127377900044
"ADARB2","Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,27.97971,22.38295,18.57114,22.9779333333333,0.227709213193242
"ADAT1","Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,23.15905,21.52632,29.91046,24.8652766666667,0.108603761310369
"ADAT2","Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,5.16854,2.54226,5.11253,4.27444333333333,0.627762108228799
"ADAT3","Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.42466,1.4922,2.42517,1.78067666666667,0.550147266312876
"ADCK1","Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,13.93187,9.28478,12.82501,12.0138866666667,0.881623373596307
"ADCK2","Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,22.14853,18.37613,17.87199,19.46555,0.867638853259909
"ADCK5","Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,11.61265,9.42295,24.90718,15.31426,1.94071705775602
"ADCY1","Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,10.00577,13.98244,27.22311,17.07044,3.23466611770383
"ADCY10","Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.69577,0.85663,0.15294,0.568446666666667,0.807565659442251
"ADCY2","Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,383.03539,425.58001,759.84379,522.81973,0.0608682303738349
"ADCY3","Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,177.73491,174.06197,95.73971,149.178863333333,0.120992006442806
"ADCY4","Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,22.76147,22.43822,10.77126,18.6569833333333,0.320413644345224
"ADCY5","Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,207.80191,157.17805,57.5487,140.842886666667,0.434096572954687
"ADCY6","Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,20.06123,18.87352,16.69218,18.54231,1.46047053802749
"ADCY7","Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,5.99683,2.92913,4.39153,4.43916333333333,0.404910865580429
"ADCY8","Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,4.43965,7.40572,7.90912,6.58483,0.409970735446059
"ADCY9","Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,20.22689,17.07736,12.89056,16.7316033333333,0.67911036809794
"ADCYAP1","Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,1.14304,0.3316,17.7846,6.41974666666667,2.51010232155276
"ADCYAP1R1","Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,66.46216,77.81529,45.79425,63.3572333333333,0.417380807233789
"ADD1","Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,391.05325,307.58594,317.56655,338.735246666667,0.685839103496415
"ADD2","Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,36.34546,28.71097,40.61618,35.2242033333333,1.07753786349661
"ADD3","Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,712.86129,964.3459,1067.11974,914.775643333333,0.0279224052886927
"ADGB","Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0.6295,4.08972,0.17479,1.63133666666667,0.43450160311426
"ADH1C","Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,0,0.52503,0,0.17501,1.00054552727211
"ADH4","Adh4",0,0,0,0,0,0,0,0,2.84623,0,0.948743333333333,0.513151210267129
"ADH5","Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,54.15374,57.9746,40.70358,50.9439733333333,0.567220746558215
"ADH7","Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,0,0,0.15294,0.05098,0.961968511928549
"ADHFE1","Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,47.12982,58.11277,40.41955,48.5540466666667,0.207905886461745
"ADI1","Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,40.93419,61.76036,32.96924,45.2212633333333,0.34713440329303
"ADIG","Adig",0,0,0,0,0,0,0,0,0.71847,0,0.23949,0.80678343512251
"ADIPOQ","Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,0.0497,0.19343,0.39327,0.212133333333333,0.842927620723793
"ADIPOR1","Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,61.45927,54.35464,35.6566,50.49017,0.334681221677846
"ADIPOR2","Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,51.86765,70.68591,48.00094,56.8515,0.273657508160261
"ADK","Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,221.89945,181.68876,200.21877,201.268993333333,0.216987123318852
"ADM","Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,10.86719,10.72171,25.93406,15.8409866666667,0.113998091164888
"ADM2","Adm2",0,0,0,0,0,0,0,0.79516,0.02763,0.15294,0.325243333333333,0.754578404469116
"ADNP","Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,15.10805,15.83386,11.44856,14.1301566666667,1.1634959276694
"ADNP2","Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,5.4336,5.00162,4.56632,5.00051333333333,0.892499308392504
"ADO","Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,11.09911,9.47821,10.00657,10.19463,1.11740566682418
"ADORA1","Adora1",35.862294,39.998988,31.524166,2327,2411,3838,35.7951493333333,49.36621,50.12675,42.29851,47.2638233333333,0.76237535263645
"ADORA2A","Adora2a",29.881172,32.896398,31.273367,539,869,1294,31.3503123333333,203.99177,184.70078,12.40989,133.700813333333,0.24016419450474
"ADORA2B","Adora2b",0.972689,0.94328,1.402977,23,22,64,1.10631533333333,6.60977,8.31761,8.12761,7.68499666666667,0.242523447523872
"ADORA3","Adora3",0.221095,0.862153,0.543653,7,15,27,0.542300333333333,26.62131,8.37288,7.40661,14.1336,0.10191232313087
"ADPGK","Adpgk",4.372676,4.667824,4.383292,154,172,327,4.47459733333333,20.37598,17.40896,15.40312,17.7293533333333,0.292300392645697
"ADPRH","Adprh",20.460839,29.436998,22.276133,594,694,1163,24.05799,2.18669,1.46456,0.78654,1.47926333333333,10.1070304485607
"ADPRHL1","Adprhl1",0.026911,0.013711,0.086119,2,1,6,0.042247,5.01945,3.15019,9.46036,5.87666666666667,0.15156282113427
"ADPRM","Adprm",9.537624,11.449098,10.716602,100,106,198,10.5677746666667,3.4457,4.36606,5.94277,4.58484333333333,2.07128006574938
"ADRA1A","Adra1a",2.927121,2.923332,2.813915,168,153,310,2.88812266666667,2.91559,2.73569,3.80162,3.15096666666667,0.936678845891318
"ADRA1B","Adra1b",5.501385,6.354655,5.447414,154,182,313,5.767818,2.36892,4.86346,25.2786,10.8369933333333,0.571751441385172
"ADRA1D","Adra1d",6.88608,5.796355,5.714702,132,122,247,6.132379,1.59032,1.2435,1.59493,1.47625,2.88031458859162
"ADRA2A","Adra2a",3.541914,3.450572,3.619188,152,162,338,3.53722466666667,0.31475,0.55267,2.99323,1.28688333333333,1.98402104756838
"ADRA2B","Adra2b",0.387645,0.353287,0.286327,21,19,30,0.342419666666667,2.48488,2.43173,0.28403,1.73354666666667,0.491090817302064
"ADRA2C","Adra2c",5.26442,6.706082,5.477276,158,229,397,5.815926,32.204,49.60172,11.12084,30.97552,0.213160755477941
"ADRB1","Adrb1",6.113933,7.118309,6.526915,160,235,373,6.58638566666667,15.02522,12.21391,12.65023,13.2964533333333,0.530648090808536
"ADRB2","Adrb2",0.786558,0.759934,0.757129,22,21,41,0.767873666666667,2.26952,2.59753,2.88399,2.58368,0.493312367919755
"ADRB3","Adrb3",0.31446,0.259353,0.491523,11,9,24,0.355112,0.03313,0,0.39327,0.142133333333333,1.18647443380808
"ADRM1","Adrm1",26.105802,25.544039,26.023859,423,463,845,25.8912333333333,68.40036,82.12608,67.53342,72.68662,0.364940518825987
"ADSL","Adsl",17.436064,24.448458,16.665253,166,203,417,19.5165916666667,33.62866,22.96325,25.12566,27.23919,0.726529042322626
"ADTRP","Adtrp",0.254661,0,0,2,0,0,0.084887,0.19879,0.4974,7.01334,2.56984333333333,0.303903252523687
"AEBP1","Aebp1",3.786127,4.96105,4.815202,153,198,443,4.520793,39.74145,63.25256,59.73354,54.2425166666667,0.0999373912182977
"AEBP2","Aebp2",22.756323,19.767092,22.090415,828,769,1447,21.5379433333333,13.08701,11.27437,9.87548,11.4122866666667,1.81577689418496
"AEN","Aen",24.413214,17.565064,17.651239,216,252,408,19.8765056666667,5.20167,4.36606,4.65371,4.74048,3.63671777737518
"AFAP1","Afap1",2.393401,3.422973,4.55253,220,206,456,3.45630133333333,8.08413,6.41092,7.38476,7.29327,0.537339473251604
"AFAP1L1","Afap1l1",6.794219,6.48644,5.871648,291,284,501,6.38410233333333,1.20931,1.4093,1.42015,1.34625333333333,3.14718885144542
"AFAP1L2","Afap1l2",2.520357,2.849148,2.427505,104,96,208,2.59900333333333,29.65286,33.68496,34.03981,32.45921,0.107563906420185
"AFF1","Aff1",2.299451,2.20895,2.638307,275,260,593,2.382236,9.92294,13.15344,9.19818,10.7581866666667,0.287649456151969
"AFF2","Aff2",2.082206,2.508984,1.968925,109,122,218,2.186705,0.69577,0.13817,1.20166,0.678533333333333,1.89850563984431
"AFF3","Aff3",7.45718,7.792619,7.313308,569,635,1142,7.52103566666667,30.05044,8.31761,24.95088,21.10631,0.385457168865662
"AFF4","Aff4",42.512612,49.443813,41.37965,3026,3070,5446,44.4453583333333,10.7181,11.49544,7.66879,9.96077666666667,4.14618048660177
"AFG3L1P","Afg3l1",7.024649,8.776087,12.43991,252,226,498,9.41354866666667,28.808,28.68334,40.17921,32.55685,0.310325571877774
"AFG3L2","Afg3l2",19.610099,20.580652,19.349601,829,862,1602,19.846784,26.62131,26.74901,23.44334,25.6045533333333,0.783579552673064
"AFM","Afm",0,0,0.039541,0,0,2,0.0131803333333333,0,0.1658,0,0.0552666666666667,0.960117821719629
"AFMID","Afmid",1.20278,1.043133,2.758787,14,11,33,1.66823333333333,56.96993,31.08743,63.6007,50.5526866666667,0.0517574059832381
"AFP","Afp",0,0,0,0,0,0,0,0,0,0,0,1
"AFTPH","Aftph",71.182837,72.36101,64.610325,1169,1187,2119,69.384724,18.0899,19.37092,20.36271,19.27451,3.47158693354365
"AGA","Aga",3.401045,3.098589,3.457643,50,43,95,3.31909233333333,12.82196,10.69408,5.04698,9.52100666666667,0.410520824686611
"AGAP1","Agap1",16.89842,22.480385,18.997449,1499,1628,2949,19.4587513333333,103.38742,100.22587,173.54187,125.718386666667,0.16145053509204
"AGAP2","Agap2",148.754883,141.447654,145.784861,8737,9170,19013,145.329132666667,270.85151,234.8828,158.33538,221.356563333333,0.658083262634823
"AGAP3","Agap3",123.648467,142.845335,134.770877,1690,1956,3708,133.754893,406.72454,312.31123,563.25185,427.429206666667,0.314532461613534
"AGBL1","Agbl1",0.149239,0.130584,0.045441,7,6,4,0.108421333333333,0.82829,0.44213,0,0.423473333333333,0.778673760426375
"AGBL2","Agbl2",0.720312,0.408376,0.659235,25,19,40,0.595974333333333,4.7047,10.97041,0.74285,5.47265333333333,0.246571884997188
"AGBL3","Agbl3",4.599685,6.341742,6.050667,68,76,132,5.66403133333333,7.48776,3.20546,5.37471,5.35597666666667,1.04846692850246
"AGBL4","Agbl4",5.045594,3.661603,6.043323,125,123,239,4.91684,15.70442,8.62158,27.57269,17.2995633333333,0.323332305379236
"AGBL5","Agbl5",6.385497,6.330723,6.640116,119,121,266,6.452112,16.18483,16.16546,11.6889,14.67973,0.475270428763761
"AGER","Ager",0.138287,0.311383,0.144309,2,5,5,0.197993,15.77068,17.0221,15.38128,16.05802,0.0702304839600376
"AGFG1","Agfg1",16.440259,15.78028,17.202923,1309,1244,2551,16.4744873333333,27.66496,23.07378,22.72234,24.4870266666667,0.685622829287789
"AGFG2","Agfg2",20.351582,22.925077,20.422026,333,399,734,21.232895,73.41981,69.80164,47.06146,63.4276366666667,0.345083199544129
"AGGF1","Aggf1",16.883596,14.78473,15.032847,703,612,1226,15.5670576666667,8.15039,10.74934,7.90912,8.93628333333333,1.66732943404392
"AGK","Agk",13.066571,13.184347,13.536224,374,384,661,13.2623806666667,24.13643,23.84751,16.88882,21.6242533333333,0.630402270365902
"AGMAT","Agmat",0.483801,0.713231,0.362629,8,12,12,0.519887,0.71233,1.21586,4.1075,2.01189666666667,0.504627870146054
"AGMO","Agmo",2.562905,2.493074,3.921171,72,76,166,2.99238333333333,1.4081,4.08972,0.69915,2.06565666666667,1.30229303781572
"AGPAT1","Agpat1",40.892057,42.60137,42.601792,996,984,1847,42.0317396666667,93.87862,89.42127,78.17359,87.1578266666667,0.488121602967526
"AGPAT2","Agpat2",0.195043,0.732356,0.786113,3,11,16,0.571170666666667,10.43648,13.5403,21.23665,15.0711433333333,0.0977634654908394
"AGPAT3","Agpat3",53.886857,54.238058,53.88657,2874,3009,5422,54.0038283333333,106.60119,187.57464,149.55232,147.909383333333,0.36937785317536
"AGPAT4","Agpat4",30.084233,29.038451,24.686814,340,367,651,27.9364993333333,59.18975,25.47788,61.96207,48.8765666666667,0.580162213785098
"AGPAT5","Agpat5",12.589569,13.436129,12.187822,677,692,1264,12.73784,18.50404,21.80265,12.38804,17.56491,0.739989582497303
"AGPS","Agps",18.770232,12.079461,13.396216,571,562,1050,14.7486363333333,6.51038,4.97399,3.93271,5.13902666666667,2.56533114912896
"AGR2","Agr2",0,0,0.066134,0,0,1,0.0220446666666667,0.14909,1.63036,0.721,0.833483333333333,0.557433300911744
"AGR3","Agr3",0,0,0,0,0,0,0,0.18222,0.69083,0,0.291016666666667,0.774583338712384
"AGRN","Agrn",25.093171,25.072062,28.711339,1861,1731,3722,26.2921906666667,72.50869,92.82016,133.79962,99.70949,0.270999194481738
"AGRP","Agrp",0.792249,0.649438,0.833049,5,4,10,0.758245333333333,0,0,0.96133,0.320443333333333,1.3315568256116
"AGT","Agt",3.785009,5.214297,2.980628,92,125,139,3.99331133333333,180.55111,240.93449,180.22748,200.571026666667,0.0247719695429773
"AGTPBP1","Agtpbp1",241.133259,270.023076,238.937433,2380,2489,4513,250.031256,10.86719,8.48341,13.32753,10.89271,21.1079943932039
"AGTR1","Agtr1a",0.207476,0.366333,0.360875,6,9,11,0.311561333333333,0.38101,0.19343,0,0.19148,1.10078333948814
"AGTR2","Agtr2",1.035467,0.137378,0.539468,10,6,12,0.570771,0,0,0,0,1.570771
"AGTRAP","Agtrap",2.889104,1.570837,4.124947,87,86,171,2.86162933333333,22.67864,28.37937,17.63166,22.8965566666667,0.161597730886472
"AGXT","Agxt",0,0,0,0,0,0,0,0.03313,0.63557,0.52436,0.397686666666667,0.715467939881614
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",21.537011,23.081081,25.291576,846,803,1749,23.3032226666667,18.30525,17.40896,4.8285,13.5142366666667,1.67444029092355
